Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0002108	Aa_G420200.h2.t1, Aa_G420200.h1.t1	Ag006G491920
OG0002108	Aa_G24090.h1.t1	Ag005G478220
OG0002109	Aa_G34600.h1.t1	Ag006G494820
OG0002110	Aa_G34520.h1.t1	Ag005G476500
OG0002110	Aa_G259880.h1.t1	Ag006G495170
OG0002111	Aa_G140750.h1.t1	Ag006G497330
OG0002112	Aa_G303880.h1.t1	Ag006G499360
OG0002112	Aa_G137020.h1.t1	Ag005G474680
OG0002114	Aa_G244680.h1.t1, Aa_G133110.h1.t1	Ag003G252520
OG0002114	Aa_G372280.h1.t1	Ag008G686810
OG0002115	Aa_G86580.h1.t1	Ag003G250830
OG0002116	Aa_G48400.h1.t1	Ag008G695690
OG0002117	Aa_G385340.h1.t1	Ag007G610530
OG0002118	Aa_G574360.h1.t1	Ag008G720200
OG0002118	Aa_G267520.h1.t1	Ag007G607860
OG0002119	Aa_G168630.h1.t1, Aa_G596570.h1.t1	Ag007G605630
OG0002120	Aa_G143220.h1.t1	Ag008G723770
OG0002120	Aa_G210780.h1.t1	Ag007G601490
OG0002121	Aa_G435140.h1.t1	Ag003G215630, Ag008G726580
OG0002121	Aa_G504190.h1.t1	Ag006G507800
OG0002122	Aa_G162880.h1.t1	Ag002G123230
OG0002122	Aa_G96190.h1.t1	Ag006G577710
OG0002123	Aa_G118040.h1.t1	Ag002G104640
OG0002123	Aa_G78030.h1.t1	Ag006G573470
OG0002124	Aa_G239380.h1.t1	Ag002G104060
OG0002124	Aa_G78150.h1.t1	Ag006G572030, Ag006G572060
OG0002125	Aa_G123780.h1.t1	Ag002G125390
OG0002126	Aa_G41830.h1.t1	Ag002G130920
OG0002126	Aa_G37690.h1.t1, Aa_G37720.h1.t1	Ag006G564450
OG0002127	Aa_G686370.h1.t1	Ag002G146610
OG0002127	Aa_G692600.h1.t1	Ag006G544990, Ag006G542620
OG0002128	Aa_G129100.h1.t1	Ag002G147530
OG0002128	Aa_G312260.h1.t1	Ag006G541190
OG0002129	Aa_G57220.h1.t1	Ag006G536870, Ag006G539400
OG0002131	Aa_G191520.h1.t1	Ag006G512200
OG0002131	Aa_G6580.h1.t1	Ag004G299710
OG0002132	Aa_G564360.h1.t1	Ag003G285850
OG0002132	Aa_G344720.h1.t1	Ag005G415460
OG0002133	Aa_G781090.h1.t1	Ag003G285970
OG0002133	Aa_G157050.h1.t1	Ag003G220420, Ag003G286150
OG0002134	Aa_G514600.h1.t1	Ag003G287760
OG0002134	Aa_G249580.h1.t1	Ag005G414720
OG0002135	Aa_G426650.h1.t1, Aa_G151450.h1.t1	Ag005G410310
OG0002136	Aa_G10000.h1.t1	Ag006G520650
OG0002136	Aa_G137890.h1.t1	Ag003G296290
OG0002137	Aa_G752880.h1.t1	Ag007G648660
OG0002138	Aa_G484430.h1.t1	Ag002G160470
OG0002139	Aa_G492520.h1.t1	Ag002G157910
OG0002140	Aa_G124940.h1.t1	Ag006G540260, Ag006G540220, Ag006G540230
OG0002141	Aa_G658390.h1.t1	Ag005G431960
OG0002142	Aa_G163580.h1.t1, Aa_G163590.h1.t1	Ag001G098360
OG0002143	Aa_G13020.h1.t1	Ag002G206550
OG0002145	Aa_G67350.h1.t1	Ag002G192970
OG0002146	Aa_G173880.h1.t1	Ag008G714400
OG0002147	Aa_G33840.h1.t1, Aa_G33830.h1.t1	Ag008G710190, Ag008G709980
OG0002148	Aa_G28280.h5.t1, Aa_G28280.h3.t1, Aa_G877590.h1.t1, Aa_G877590.h3.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1, Aa_G445570.h4.t1, Aa_G877590.h2.t1, Aa_G28280.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h5.t1, Aa_G28280.h1.t1, Aa_G445570.h1.t1, Aa_G877590.h4.t1, Aa_G28280.h4.t1	Ag008G709250
OG0002149	Aa_G320920.h1.t1	Ag008G729000
OG0002150	Aa_G124640.h1.t1	Ag008G734430
OG0002151	Aa_G147100.h1.t1	Ag008G735060
OG0002151	Aa_G325980.h1.t1	Ag005G410680
OG0002152	Aa_G94430.h1.t1	Ag004G297740
OG0002152	Aa_G94440.h1.t1	Ag004G297730
OG0002153	Aa_G94340.h1.t1	Ag004G297830
OG0002153	Aa_G511700.h1.t1	Ag006G517200, Ag006G517240, Ag006G517210
OG0002154	Aa_G89490.h1.t1	Ag007G586870
OG0002154	Aa_G134510.h1.t1	Ag004G301810
OG0002155	Aa_G316900.h1.t1	Ag007G587350
OG0002155	Aa_G423560.h1.t1	Ag004G302190
OG0002156	Aa_G363620.h1.t1, Aa_G363610.h1.t1	Ag007G588450
OG0002157	Aa_G243670.h1.t1	Ag007G589440
OG0002158	Aa_G291770.h1.t1	Ag003G252370
OG0002158	Aa_G291780.h1.t1	Ag003G252390
OG0002159	Aa_G42310.h1.t1	Ag005G489080
OG0002159	Aa_G96850.h1.t1	Ag007G621620
OG0002160	Aa_G192730.h1.t1	Ag007G625550
OG0002161	Aa_G65460.h1.t1, Aa_G4290.h1.t1	Ag005G485290
OG0002162	Aa_G293430.h1.t1	Ag005G482200, Ag004G344390
OG0002165	Aa_G731180.h1.t1	Ag007G611810
OG0002165	Aa_G302090.h1.t1	Ag005G478780
OG0002166	Aa_G287180.h1.t1	Ag001G080650
OG0002166	Aa_G560380.h1.t1	Ag002G186480
OG0002167	Aa_G461900.h1.t1	Ag002G181860
OG0002168	Aa_G478800.h1.t1	Ag001G064100
OG0002169	Aa_G696730.h1.t1	Ag002G177630
OG0002169	Aa_G69970.h1.t1, Aa_G260950.h1.t1	Ag001G074710
OG0002170	Aa_G497280.h1.t1	Ag004G324320
OG0002170	Aa_G462520.h1.t1	Ag003G210320, Ag003G210410
OG0002171	Aa_G265730.h1.t1	Ag003G210910
OG0002173	Aa_G80450.h1.t1	Ag004G325040, Ag003G211920
OG0002174	Aa_G476990.h1.t1	Ag003G228530
OG0002175	Aa_G111030.h1.t1	Ag003G220050
OG0002175	Aa_G33340.h1.t1	Ag004G335590
OG0002176	Aa_G528440.h1.t1	Ag004G339740
OG0002177	Aa_G653370.h1.t1	Ag004G341090
OG0002177	Aa_G232120.h1.t1	Ag004G343530
OG0002178	Aa_G17580.h1.t1	Ag004G344990
OG0002178	Aa_G62430.h1.t1	Ag003G242060
OG0002179	Aa_G184440.h1.t1	Ag004G355430
OG0002179	Aa_G61760.h1.t1	Ag001G006910
OG0002181	Aa_G144740.h1.t1	Ag003G281530
OG0002181	Aa_G144770.h1.t1, Aa_G188800.h1.t1	Ag006G509540
OG0002182	Aa_G620780.h1.t1	Ag008G725620
OG0002183	Aa_G398280.h1.t1	Ag004G318160
OG0002183	Aa_G83420.h1.t1	Ag008G665480
OG0002184	Aa_G418620.h1.t1	Ag004G314960
OG0002185	Aa_G489070.h1.t1	Ag004G378810
OG0002186	Aa_G72220.h1.t1	Ag004G373720
OG0002186	Aa_G457520.h1.t1	Ag004G312920
OG0002187	Aa_G160860.h1.t1	Ag004G310600
OG0002187	Aa_G500900.h1.t1	Ag006G534580, Ag005G478770
OG0002188	Aa_G79380.h1.t1	Ag004G304290, Ag004G304300, Ag004G304280
OG0002189	Aa_G285170.h1.t1	Ag005G473210
OG0002189	Aa_G195250.h1.t1	Ag006G501930
OG0002190	Aa_G137100.h1.t1	Ag005G474790
OG0002190	Aa_G304080.h1.t1	Ag006G499120
OG0002191	Aa_G112950.h1.t1, Aa_G112940.h1.t1	Ag008G719900
OG0002192	Aa_G403320.h1.t1, Aa_G8740.h1.t1	Ag008G715980, Ag008G715950
OG0002193	Aa_G68340.h1.t1, Aa_G68330.h1.t1	Ag008G718560
OG0002194	Aa_G108900.h1.t1	Ag001G000560
OG0002194	Aa_G290310.h1.t1	Ag005G470260
OG0002195	Aa_G176070.h1.t1	Ag005G469440
OG0002195	Aa_G193250.h1.t1	Ag001G001510
OG0002196	Aa_G327200.h1.t1	Ag001G030380, Ag001G031560
OG0002196	Aa_G97130.h1.t1	Ag005G460090
OG0002197	Aa_G53570.h1.t1	Ag005G457930
OG0002197	Aa_G57640.h1.t1	Ag001G026610
OG0002198	Aa_G501340.h1.t1	Ag005G456430
OG0002198	Aa_G110610.h1.t1	Ag001G024720
OG0002199	Aa_G181840.h1.t1	Ag005G455920
OG0002199	Aa_G255180.h1.t1	Ag001G024580
OG0002201	Aa_G548880.h1.t1	Ag005G417000
OG0002201	Aa_G548890.h1.t1	Ag008G701480
OG0002202	Aa_G379310.h1.t1	Ag003G285290
OG0002203	Aa_G526570.h1.t1	Ag006G501170
OG0002204	Aa_G244800.h1.t1	Ag005G407600
OG0002206	Aa_G599970.h1.t1	Ag001G018170
OG0002206	Aa_G371350.h1.t1	Ag005G450710
OG0002207	Aa_G520900.h1.t1	Ag001G030350, Ag001G031530
OG0002207	Aa_G520910.h1.t1	Ag001G031520, Ag001G030340
OG0002208	Aa_G238730.h1.t1, Aa_G238740.h1.t1, Aa_G238720.h1.t1	Ag001G083460
OG0002209	Aa_G16230.h1.t1	Ag002G201700
OG0002209	Aa_G48780.h1.t1	Ag001G093720
OG0002210	Aa_G144820.h1.t1	Ag003G273930
OG0002212	Aa_G5950.h1.t1	Ag005G413120
OG0002219	Aa_G64100.h1.t1	Ag005G404760
OG0002220	Aa_G628380.h1.t1	Ag003G258300
OG0002221	Aa_G230110.h1.t1	Ag005G405720
OG0002223	Aa_G163960.h1.t1	Ag003G267520
OG0002224	Aa_G241420.h1.t1	Ag003G269840
OG0002225	Aa_G324920.h1.t1, Aa_G373620.h1.t1	Ag003G272230
OG0002226	Aa_G274270.h1.t1	Ag003G273570
OG0002227	Aa_G383790.h1.t1	Ag005G416210
OG0002228	Aa_G11140.h1.t1	Ag002G163270
OG0002228	Aa_G109310.h1.t1	Ag007G578180
OG0002229	Aa_G394390.h1.t1	Ag004G322380
OG0002230	Aa_G115560.h1.t1	Ag004G321180
OG0002230	Aa_G449000.h1.t1	Ag008G660030
OG0002231	Aa_G309810.h1.t1	Ag008G663390
OG0002231	Aa_G109550.h1.t1	Ag004G318350, Ag005G435690
OG0002232	Aa_G83380.h1.t1	Ag008G665600
OG0002232	Aa_G398290.h1.t1	Ag004G318230
OG0002233	Aa_G142410.h1.t1	Ag005G468410
OG0002234	Aa_G308820.h1.t1	Ag007G649170
OG0002235	Aa_G173030.h1.t1	Ag004G358150
OG0002237	Aa_G596140.h1.t1	Ag004G360480
OG0002239	Aa_G18470.h1.t1	Ag004G379650
OG0002239	Aa_G298920.h1.t1	Ag004G315170
OG0002240	Aa_G69070.h1.t1	Ag008G701930
OG0002241	Aa_G24060.h1.t1	Ag005G478180
OG0002242	Aa_G322220.h1.t1	Ag005G475860
OG0002242	Aa_G140830.h1.t1	Ag007G625660, Ag007G654650, Ag003G290480, Ag005G465590, Ag006G497190
OG0002243	Aa_G484970.h1.t1	Ag003G207950
OG0002244	Aa_G406310.h1.t1	Ag008G728700
OG0002244	Aa_G102870.h1.t1	Ag005G472300
OG0002247	Aa_G375210.h1.t1	Ag008G681150
OG0002247	Aa_G29850.h1.t1	Ag007G585930
OG0002248	Aa_G432960.h1.t1	Ag001G057710
OG0002249	Aa_G483100.h1.t1	Ag008G694500
OG0002250	Aa_G441250.h1.t1	Ag008G696750
OG0002250	Aa_G69780.h1.t1	Ag006G518510, Ag006G519690, Ag006G517550
OG0002251	Aa_G216560.h1.t1	Ag008G697970
OG0002252	Aa_G729530.h1.t1	Ag008G703840
OG0002253	Aa_G385320.h1.t1	Ag007G610430
OG0002254	Aa_G181400.h1.t1	Ag008G719560
OG0002254	Aa_G623420.h1.t1	Ag007G609380
OG0002255	Aa_G112910.h1.t1	Ag008G719800
OG0002255	Aa_G215900.h1.t1	Ag007G608860
OG0002256	Aa_G117980.h1.t1	Ag002G104780
OG0002256	Aa_G244660.h1.t1	Ag006G572960
OG0002257	Aa_G419830.h1.t1	Ag006G531390, Ag006G553070
OG0002257	Aa_G517320.h1.t1	Ag006G553280
OG0002258	Aa_G216370.h1.t1	Ag007G579950
OG0002259	Aa_G179430.h1.t1	Ag003G288500
OG0002259	Aa_G179410.h1.t1, Aa_G179420.h1.t1	Ag007G654580
OG0002261	Aa_G604730.h1.t1, Aa_G604720.h1.t1	Ag003G289770, Ag003G289730, Ag006G541670, Ag003G289760
OG0002261	Aa_G214210.h1.t1	Ag003G289780
OG0002262	Aa_G402110.h1.t1	Ag003G290870
OG0002263	Aa_G406830.h1.t1	Ag003G293670
OG0002264	Aa_G138020.h1.t1	Ag003G296590
OG0002265	Aa_G245600.h1.t1	Ag007G648260
OG0002266	Aa_G150410.h1.t1	Ag002G157450
OG0002266	Aa_G438550.h1.t1	Ag007G584810
OG0002267	Aa_G79940.h1.t1	Ag001G038380
OG0002267	Aa_G199100.h1.t1	Ag005G431380
OG0002268	Aa_G543580.h1.t1	Ag005G435300
OG0002268	Aa_G523920.h1.t1	Ag001G036850
OG0002269	Aa_G479690.h1.t1	Ag001G036530
OG0002269	Aa_G518850.h1.t1	Ag005G436320
OG0002270	Aa_G413550.h1.t1	Ag005G436920
OG0002271	Aa_G603120.h1.t1	Ag005G439310
OG0002271	Aa_G346160.h1.t1	Ag001G034450
OG0002272	Aa_G388610.h1.t1	Ag005G441470
OG0002272	Aa_G551460.h1.t1	Ag001G033440
OG0002273	Aa_G16200.h1.t1	Ag002G201730
OG0002274	Aa_G100670.h1.t1	Ag002G199100
OG0002274	Aa_G349480.h1.t1, Aa_G349490.h1.t1	Ag001G092060
OG0002275	Aa_G100550.h1.t1	Ag002G198740
OG0002276	Aa_G100540.h1.t1	Ag002G198730
OG0002276	Aa_G349380.h1.t1	Ag001G091780
OG0002277	Aa_G345790.h1.t1	Ag001G085670
OG0002277	Aa_G230820.h1.t1	Ag002G193390
OG0002278	Aa_G461150.h1.t1	Ag001G084770
OG0002278	Aa_G145790.h1.t1	Ag002G192320
OG0002279	Aa_G111640.h1.t1	Ag005G488000
OG0002280	Aa_G552190.h1.t1	Ag008G713610
OG0002281	Aa_G191980.h1.t1, Aa_G751200.h1.t1	Ag008G713470
OG0002283	Aa_G37450.h1.t1, Aa_G910210.h1.t1	Ag008G732880
OG0002283	Aa_G37440.h1.t1, Aa_G736210.h1.t1	Ag005G473530, Ag008G732890, Ag008G732910
OG0002284	Aa_G105770.h1.t1	Ag004G298240
OG0002284	Aa_G53230.h1.t1	Ag006G516520
OG0002286	Aa_G134560.h1.t1	Ag004G301680, Ag004G301690
OG0002286	Aa_G89470.h1.t1	Ag007G586820
OG0002287	Aa_G79420.h1.t1	Ag004G304350
OG0002288	Aa_G359510.h1.t1	Ag007G591530
OG0002288	Aa_G469730.h1.t1	Ag004G305300
OG0002289	Aa_G310590.h1.t1, Aa_G310570.h1.t1	Ag004G307080, Ag004G307060
OG0002290	Aa_G368320.h1.t1	Ag004G308510
OG0002291	Aa_G58460.h1.t1	Ag003G277310
OG0002292	Aa_G621820.h1.t1	Ag007G614660
OG0002292	Aa_G553330.h1.t1	Ag001G100440
OG0002293	Aa_G14560.h1.t1	Ag005G490090
OG0002294	Aa_G96840.h1.t1	Ag007G621630
OG0002294	Aa_G42300.h1.t1	Ag005G489070
OG0002295	Aa_G539740.h1.t1	Ag007G622340
OG0002296	Aa_G79100.h1.t1	Ag007G623370
OG0002296	Aa_G111920.h1.t1	Ag005G488370
OG0002297	Aa_G162350.h1.t1	Ag007G623710
OG0002297	Aa_G111880.h1.t1	Ag005G488250, Ag007G600970
OG0002298	Aa_G416320.h1.t1, Aa_G47560.h1.t1	Ag005G487350
OG0002299	Aa_G51150.h1.t1	Ag005G483080
OG0002300	Aa_G47150.h1.t1	Ag005G480900
OG0002301	Aa_G47880.h1.t1, Aa_G382460.h1.t1	Ag005G480660
OG0002302	Aa_G531170.h1.t1	Ag002G170820
OG0002302	Aa_G14200.h1.t1	Ag001G072410
OG0002303	Aa_G410370.h1.t1	Ag003G208970
OG0002303	Aa_G606320.h1.t1	Ag004G323620
OG0002304	Aa_G457310.h1.t1, Aa_G65590.h1.t1	Ag004G324850
OG0002305	Aa_G336910.h1.t1	Ag003G211890
OG0002305	Aa_G377620.h1.t1	Ag004G325000
OG0002306	Aa_G103820.h1.t1	Ag004G325380
OG0002306	Aa_G444550.h1.t1	Ag003G212170
OG0002307	Aa_G308390.h1.t1	Ag004G330590
OG0002307	Aa_G721330.h1.t1, Aa_G721330.h2.t1	Ag003G231100
OG0002308	Aa_G60720.h1.t1	Ag004G336030
OG0002308	Aa_G418930.h1.t1	Ag003G219710
OG0002310	Aa_G272190.h1.t1	Ag004G338350
OG0002310	Aa_G121550.h1.t1	Ag003G216320
OG0002311	Aa_G189610.h1.t1	Ag004G345710
OG0002312	Aa_G221950.h1.t1	Ag004G346130
OG0002313	Aa_G283230.h1.t1	Ag004G350240
OG0002314	Aa_G7120.h1.t1	Ag004G355490
OG0002315	Aa_G312600.h1.t1	Ag006G524190
OG0002316	Aa_G19320.h1.t1	Ag004G309160
OG0002316	Aa_G316200.h1.t1	Ag004G365020, Ag004G365560
OG0002317	Aa_G345280.h1.t1	Ag007G586330, Ag004G307700
OG0002318	Aa_G108890.h1.t1	Ag001G000480, Ag001G000460, Ag006G565240, Ag001G000500
OG0002320	Aa_G325230.h1.t1	Ag004G298470
OG0002321	Aa_G40360.h1.t1	Ag005G471160
OG0002321	Aa_G388290.h1.t1	Ag007G611970
OG0002322	Aa_G570240.h1.t1	Ag003G221730, Ag003G221750, Ag006G500230, Ag006G500240, Ag006G500250
OG0002324	Aa_G428110.h1.t1	Ag004G343340
OG0002326	Aa_G176010.h1.t1	Ag005G469510
OG0002326	Aa_G682100.h1.t1	Ag001G001320
OG0002327	Aa_G504500.h1.t1	Ag001G004940
OG0002327	Aa_G56260.h1.t1	Ag005G465820
OG0002328	Aa_G32070.h1.t1	Ag005G462880, Ag005G453820, Ag003G243530
OG0002328	Aa_G465510.h1.t1	Ag001G008040
OG0002329	Aa_G82100.h1.t1	Ag005G455270
OG0002330	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1	Ag005G454800
OG0002331	Aa_G161960.h1.t1	Ag005G442720, Ag005G443960
OG0002331	Aa_G370090.h1.t1	Ag001G010930
OG0002333	Aa_G144810.h1.t1	Ag003G281670
OG0002333	Aa_G384650.h1.t1	Ag005G419110
OG0002334	Aa_G627420.h1.t1	Ag005G404260
OG0002334	Aa_G18360.h1.t1	Ag002G182150, Ag006G495200, Ag003G253810
OG0002335	Aa_G568080.h1.t1	Ag001G009020
OG0002336	Aa_G241840.h1.t1	Ag005G461810
OG0002336	Aa_G568100.h1.t1	Ag001G009040
OG0002337	Aa_G608150.h1.t1	Ag001G068750
OG0002337	Aa_G354240.h1.t1	Ag002G165360
OG0002338	Aa_G287200.h1.t1	Ag003G231450, Ag001G080570
OG0002338	Aa_G431200.h1.t1	Ag002G186110
OG0002339	Aa_G238630.h1.t1, Aa_G124080.h1.t1	Ag002G190670
OG0002340	Aa_G656910.h1.t1	Ag001G056980
OG0002340	Aa_G318740.h1.t1, Aa_G99280.h1.t1, Aa_G207630.h1.t1	Ag004G340790, Ag004G340470, Ag004G342110, Ag004G340440, Ag001G057010, Ag001G056920, Ag001G056950, Ag001G056970, Ag001G055700
OG0002348	Aa_G44630.h1.t1	Ag003G254070
OG0002349	Aa_G387130.h1.t1	Ag003G254760
OG0002349	Aa_G815050.h1.t1	Ag005G403550
OG0002350	Aa_G2790.h1.t1	Ag003G256620
OG0002350	Aa_G64130.h1.t1	Ag005G404670
OG0002351	Aa_G591260.h1.t1, Aa_G456130.h1.t1	Ag003G263270, Ag003G263710
OG0002352	Aa_G310070.h1.t1	Ag006G528040
OG0002352	Aa_G33000.h1.t1	Ag003G268280
OG0002353	Aa_G452780.h1.t1, Aa_G395550.h1.t1	Ag003G284180
OG0002354	Aa_G434690.h1.t1, Aa_G24810.h1.t1	Ag007G579190
OG0002355	Aa_G316160.h1.t1	Ag004G365090, Ag004G365620
OG0002355	Aa_G5080.h1.t1	Ag005G484120
OG0002356	Aa_G160940.h1.t1	Ag004G310530
OG0002356	Aa_G656780.h1.t1	Ag004G368010
OG0002357	Aa_G345860.h1.t1	Ag001G085770
OG0002357	Aa_G563970.h1.t1	Ag004G311980
OG0002358	Aa_G117670.h1.t1, Aa_G115580.h1.t1	Ag004G321200
OG0002359	Aa_G393290.h1.t1	Ag004G320930
OG0002360	Aa_G323170.h1.t1	Ag004G336280
OG0002360	Aa_G323150.h1.t1	Ag004G336290
OG0002361	Aa_G437830.h1.t1	Ag008G669120
OG0002362	Aa_G27350.h1.t1	Ag008G670510, Ag006G562590
OG0002364	Aa_G686000.h1.t1	Ag002G170530, Ag002G170540, Ag004G360830
OG0002365	Aa_G321720.h1.t1	Ag004G363820
OG0002366	Aa_G319790.h1.t1	Ag004G316240
OG0002366	Aa_G327980.h1.t1	Ag004G382510
OG0002367	Aa_G232900.h1.t1	Ag008G699520
OG0002368	Aa_G723440.h1.t1	Ag002G189240
OG0002368	Aa_G562570.h1.t1	Ag001G082980
OG0002369	Aa_G144100.h1.t1	Ag002G187750
OG0002370	Aa_G403710.h1.t1	Ag005G477720
OG0002371	Aa_G324500.h1.t1	Ag005G476280
OG0002371	Aa_G170080.h1.t1	Ag006G495690
OG0002372	Aa_G743040.h1.t1	Ag005G474170
OG0002372	Aa_G170510.h1.t1	Ag006G500380
OG0002373	Aa_G5270.h1.t1	Ag005G471690
OG0002375	Aa_G84100.h1.t1	Ag008G679550, Ag008G679540
OG0002376	Aa_G29760.h1.t1	Ag007G585640
OG0002377	Aa_G184100.h1.t1	Ag008G689940
OG0002378	Aa_G512250.h1.t1	Ag003G251160
OG0002379	Aa_G197820.h1.t1	Ag008G700750, Ag006G518520
OG0002380	Aa_G20820.h1.t1	Ag008G731890
OG0002380	Aa_G195900.h1.t1	Ag007G603530
OG0002381	Aa_G635920.h1.t1	Ag007G601720
OG0002381	Aa_G75960.h1.t1	Ag008G729780
OG0002382	Aa_G76470.h1.t1	Ag007G600300
OG0002382	Aa_G620790.h1.t1	Ag008G725630
OG0002383	Aa_G385520.h1.t1	Ag002G110980, Ag002G107420
OG0002383	Aa_G339990.h1.t1	Ag006G574680
OG0002384	Aa_G479970.h1.t1, Aa_G245300.h1.t1	Ag002G126750
OG0002385	Aa_G42020.h1.t1	Ag002G130200
OG0002385	Aa_G586800.h1.t1	Ag006G563650
OG0002386	Aa_G419700.h1.t1	Ag005G445370, Ag005G445410, Ag006G552640
OG0002387	Aa_G748010.h1.t1, Aa_G253030.h1.t1	Ag003G290750
OG0002389	Aa_G236090.h1.t1, Aa_G487110.h1.t1	Ag003G297070
OG0002390	Aa_G52090.h1.t1	Ag002G163110
OG0002390	Aa_G16470.h1.t1	Ag007G578040
OG0002391	Aa_G88690.h1.t1	Ag002G148010
OG0002392	Aa_G586790.h1.t1	Ag006G563660
OG0002392	Aa_G41990.h1.t1	Ag002G130140
OG0002393	Aa_G413390.h1.t1	Ag001G045940, Ag001G043610
OG0002393	Aa_G380130.h1.t1	Ag005G427760
OG0002394	Aa_G284270.h1.t1	Ag005G430500, Ag005G430470
OG0002395	Aa_G26850.h1.t1	Ag005G430000, Ag005G430860
OG0002396	Aa_G291470.h1.t1	Ag001G036880
OG0002397	Aa_G266750.h1.t1	Ag007G653670, Ag003G246580
OG0002397	Aa_G27530.h1.t1	Ag008G669670
OG0002398	Aa_G163640.h1.t1	Ag001G098450
OG0002399	Aa_G206160.h1.t1	Ag002G206200
OG0002400	Aa_G196860.h1.t1	Ag002G203430
OG0002400	Aa_G33440.h1.t1	Ag001G095260
OG0002401	Aa_G17170.h1.t1	Ag002G202590
OG0002401	Aa_G57820.h1.t1	Ag001G094240
OG0002402	Aa_G16120.h1.t1	Ag002G201810
OG0002402	Aa_G48810.h1.t1	Ag001G093760
OG0002403	Aa_G342700.h1.t1	Ag003G234840
OG0002404	Aa_G125290.h1.t1	Ag002G197160
OG0002406	Aa_G15550.h1.t1	Ag008G717780
OG0002406	Aa_G490460.h1.t1	Ag008G673980
OG0002407	Aa_G314270.h1.t1, Aa_G252700.h1.t1	Ag008G717250, Ag008G717270
OG0002408	Aa_G206050.h1.t1, Aa_G478620.h1.t1	Ag008G712320
OG0002410	Aa_G23540.h1.t1	Ag008G733900
OG0002411	Aa_G278520.h1.t1	Ag004G327640
OG0002411	Aa_G366490.h1.t1	Ag003G238420
OG0002412	Aa_G94390.h1.t1	Ag004G297790
OG0002412	Aa_G425510.h1.t1	Ag006G516920
OG0002413	Aa_G299920.h1.t1	Ag006G517610, Ag004G298100
OG0002414	Aa_G135020.h1.t1	Ag004G300720
OG0002414	Aa_G189090.h1.t1	Ag007G599400
OG0002415	Aa_G400490.h1.t1	Ag004G302150
OG0002416	Aa_G519830.h1.t1	Ag007G587810
OG0002416	Aa_G341270.h1.t1	Ag004G302320
OG0002417	Aa_G148570.h1.t1	Ag002G190840, Ag001G071920, Ag007G588810
OG0002417	Aa_G286260.h1.t1	Ag004G303170
OG0002418	Aa_G154650.h1.t1	Ag007G590210
OG0002418	Aa_G79390.h1.t1	Ag004G304310
OG0002419	Aa_G22450.h1.t1	Ag004G305880
OG0002419	Aa_G470380.h1.t1	Ag007G592240
OG0002420	Aa_G504360.h1.t1	Ag007G596360
OG0002421	Aa_G151760.h1.t1	Ag004G308280
OG0002422	Aa_G149180.h1.t1	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490
OG0002423	Aa_G71660.h1.t1	Ag005G489930
OG0002423	Aa_G431380.h1.t1	Ag007G619150
OG0002424	Aa_G356660.h1.t1	Ag007G620030
OG0002424	Aa_G42540.h1.t1	Ag005G488910, Ag005G489490
OG0002425	Aa_G42500.h1.t1	Ag005G489330, Ag001G091130
OG0002425	Aa_G305510.h1.t1	Ag007G620230
OG0002426	Aa_G42430.h1.t1	Ag005G489190
OG0002426	Aa_G59360.h1.t1	Ag007G621000
OG0002427	Aa_G111700.h1.t1	Ag005G488080
OG0002427	Aa_G499320.h1.t1	Ag007G624320
OG0002428	Aa_G185580.h1.t1	Ag005G486380
OG0002428	Aa_G411070.h1.t1	Ag007G628670
OG0002429	Aa_G441360.h1.t1, Aa_G441370.h1.t1	Ag004G306340, Ag004G306350, Ag004G306410
OG0002429	Aa_G441380.h1.t1	Ag004G306420
OG0002430	Aa_G500840.h1.t1	Ag005G478720
OG0002430	Aa_G500850.h1.t1	Ag005G478740
OG0002431	Aa_G99100.h1.t1	Ag001G078250
OG0002431	Aa_G357580.h1.t1	Ag002G181760
OG0002433	Aa_G21620.h1.t1	Ag003G209630
OG0002433	Aa_G707400.h1.t1	Ag004G324060
OG0002434	Aa_G103800.h1.t1	Ag004G325400
OG0002435	Aa_G203200.h1.t1	Ag003G235170
OG0002435	Aa_G379840.h1.t1	Ag004G329540
OG0002436	Aa_G444720.h1.t1	Ag004G337820
OG0002436	Aa_G129370.h1.t1	Ag003G218020
OG0002437	Aa_G479810.h1.t1	Ag004G338660
OG0002437	Aa_G204340.h1.t1	Ag003G215160
OG0002438	Aa_G292640.h1.t1	Ag004G339010
OG0002439	Aa_G252100.h1.t1	Ag003G240440
OG0002439	Aa_G198730.h1.t1	Ag004G339710
OG0002440	Aa_G161200.h1.t1, Aa_G49590.h1.t1	Ag007G589250, Ag001G099080
OG0002441	Aa_G367150.h1.t1	Ag004G341220
OG0002441	Aa_G214080.h1.t1	Ag004G343640
OG0002442	Aa_G101670.h1.t1	Ag004G345220
OG0002442	Aa_G62280.h1.t1	Ag003G242300
OG0002443	Aa_G469170.h1.t1	Ag003G244890
OG0002443	Aa_G75320.h1.t1	Ag004G364920, Ag001G075730, Ag004G348970
OG0002444	Aa_G159600.h1.t1	Ag004G351440
