Orthogroup	Arabis_alpina	Noccaea_praecox
OG0002797	Aa_G494420.h1.t1	Np001G062600
OG0002797	Aa_G210120.h1.t1	Np006G328760
OG0002798	Aa_G145760.h1.t1	Np006G329650
OG0002798	Aa_G401960.h1.t1	Np001G062070
OG0002799	Aa_G54070.h1.t1	Np003G125470
OG0002800	Aa_G509370.h1.t1, Aa_G509360.h1.t1	Np003G128010
OG0002801	Aa_G252740.h1.t1	Np003G149110
OG0002802	Aa_G337610.h1.t1	Np001G043600
OG0002803	Aa_G88970.h1.t1	Np001G046860
OG0002804	Aa_G649300.h1.t1	Np001G001590
OG0002805	Aa_G275890.h1.t1	Np004G252300
OG0002806	Aa_G46840.h1.t1	Np003G187730
OG0002807	Aa_G189190.h1.t1	Np003G185660
OG0002808	Aa_G243610.h1.t1	Np006G356800
OG0002808	Aa_G235360.h1.t1	Np004G254930
OG0002809	Aa_G167520.h1.t1, Aa_G509220.h1.t1, Aa_G706800.h1.t1	Np006G355070
OG0002810	Aa_G22550.h1.t1	Np004G253060
OG0002810	Aa_G359790.h1.t1	Np006G353910
OG0002811	Aa_G768990.h1.t1	Np006G360470
OG0002812	Aa_G368400.h1.t1	Np004G251010
OG0002813	Aa_G52700.h1.t1	Np007G425020
OG0002813	Aa_G258170.h1.t1	Np003G141280
OG0002814	Aa_G421090.h1.t1	Np003G142540
OG0002814	Aa_G71610.h1.t1	Np007G423760
OG0002815	Aa_G746170.h1.t1	Np007G422230
OG0002815	Aa_G192770.h1.t1	Np003G144790
OG0002817	Aa_G304990.h1.t1	Np007G420750
OG0002817	Aa_G449390.h1.t1	Np003G146310
OG0002818	Aa_G4750.h1.t1	Np007G419440
OG0002819	Aa_G83650.h1.t1	Np003G146880
OG0002819	Aa_G524330.h1.t1, Aa_G524330.h2.t1	Np007G417410
OG0002820	Aa_G49890.h1.t1, Aa_G49870.h1.t1, Aa_G49900.h1.t1	Np007G417000
OG0002821	Aa_G47060.h1.t1	Np007G416390
OG0002822	Aa_G653020.h1.t1	Np007G420400, Np007G422450
OG0002823	Aa_G100060.h1.t1	Np001G054980
OG0002823	Aa_G282190.h1.t1	Np006G339450
OG0002824	Aa_G582260.h1.t1	Np001G056830
OG0002824	Aa_G115320.h1.t1	Np006G336540
OG0002825	Aa_G85640.h1.t1, Aa_G497450.h1.t1	Np006G360740
OG0002825	Aa_G317070.h1.t1	Np004G240820
OG0002826	Aa_G293590.h1.t1	Np002G071570
OG0002826	Aa_G179750.h1.t1	Np004G240210
OG0002827	Aa_G188640.h1.t1	Np004G238570
OG0002827	Aa_G187260.h1.t1	Np002G082110
OG0002828	Aa_G528310.h1.t1	Np004G238520
OG0002828	Aa_G187310.h1.t1	Np002G082040
OG0002829	Aa_G535520.h1.t1	Np004G238060
OG0002829	Aa_G428870.h1.t1	Np002G081320
OG0002830	Aa_G548310.h1.t1, Aa_G548310.h2.t1	Np004G236890
OG0002831	Aa_G64520.h1.t1	Np002G078880
OG0002832	Aa_G148860.h1.t1	Np004G234960
OG0002832	Aa_G315420.h1.t1	Np002G076720
OG0002833	Aa_G148870.h1.t1, Aa_G148880.h1.t1	Np004G234950
OG0002833	Aa_G315410.h1.t1	Np002G076710
OG0002834	Aa_G562070.h1.t1	Np004G229480
OG0002834	Aa_G189620.h1.t1	Np002G085550
OG0002835	Aa_G733640.h1.t1	Np002G087360
OG0002835	Aa_G92140.h1.t1	Np004G225230
OG0002836	Aa_G596330.h1.t1	Np004G209010
OG0002837	Aa_G81860.h1.t1	Np002G089200
OG0002838	Aa_G135710.h1.t1, Aa_G165320.h1.t1	Np005G282550
OG0002840	Aa_G351950.h1.t1	Np005G261220
OG0002840	Aa_G287860.h1.t1	Np006G369910
OG0002841	Aa_G243570.h1.t1	Np006G356850
OG0002841	Aa_G235340.h1.t1	Np007G409830, Np004G254950
OG0002842	Aa_G617740.h1.t1, Aa_G617730.h1.t1	Np002G113440, Np004G257170
OG0002845	Aa_G126170.h1.t1	Np003G146650
OG0002846	Aa_G500500.h1.t1, Aa_G576490.h1.t1	Np001G016250
OG0002848	Aa_G45400.h1.t1	Np001G011790
OG0002848	Aa_G315150.h1.t1	Np001G050380
OG0002849	Aa_G102520.h1.t1	Np001G050220
OG0002849	Aa_G46020.h1.t1	Np001G011530
OG0002850	Aa_G435200.h1.t1	Np002G110620, Np002G110230, Np001G008750
OG0002851	Aa_G578250.h1.t1	Np001G010840
OG0002851	Aa_G106900.h1.t1	Np001G049520
OG0002852	Aa_G143190.h1.t1	Np001G010740
OG0002853	Aa_G435130.h1.t1	Np001G008660
OG0002854	Aa_G148030.h1.t1	Np003G154000
OG0002855	Aa_G326920.h1.t1	Np007G424690
OG0002855	Aa_G147910.h1.t1	Np003G154150
OG0002856	Aa_G41610.h1.t1	Np001G046990
OG0002856	Aa_G93990.h1.t1	Np003G154180
OG0002858	Aa_G102600.h1.t1	Np001G050160
OG0002858	Aa_G102610.h1.t1	Np006G341590
OG0002859	Aa_G620110.h1.t1	Np001G045830
OG0002860	Aa_G110320.h1.t1	Np007G377520
OG0002862	Aa_G824370.h1.t1	Np002G079280
OG0002863	Aa_G21660.h1.t1, Aa_G497210.h1.t1	Np002G071250
OG0002864	Aa_G176120.h1.t1	Np007G407520
OG0002865	Aa_G793790.h1.t1	Np004G191510
OG0002865	Aa_G327440.h1.t1	Np007G406720
OG0002866	Aa_G237710.h1.t1	Np007G406350
OG0002866	Aa_G118240.h1.t1, Aa_G118230.h1.t1	Np004G191750
OG0002867	Aa_G237600.h1.t1	Np007G406080
OG0002867	Aa_G118320.h1.t1	Np004G191960
OG0002868	Aa_G471380.h1.t1	Np007G403680
OG0002869	Aa_G250590.h1.t1	Np011G436170
OG0002870	Aa_G541090.h1.t1	Np005G260790
OG0002870	Aa_G277510.h1.t1, Aa_G423270.h1.t1	Np005G273780
OG0002871	Aa_G675120.h1.t1	Np007G378440
OG0002872	Aa_G323550.h1.t1	Np007G377040
OG0002873	Aa_G156060.h1.t1	Np005G273510
OG0002874	Aa_G601330.h1.t1	Np007G371510
OG0002874	Aa_G442820.h1.t1	Np005G276810
OG0002875	Aa_G250630.h1.t1	Np011G436220, Np012G436900
OG0002876	Aa_G634480.h1.t1, Aa_G95850.h1.t1	Np004G196120
OG0002876	Aa_G95950.h1.t1	Np004G198340
OG0002877	Aa_G650980.h1.t1	Np001G058530
OG0002877	Aa_G479110.h1.t1, Aa_G417520.h1.t1, Aa_G509550.h1.t1	Np006G334020
OG0002878	Aa_G401760.h1.t1	Np006G331190
OG0002878	Aa_G654530.h1.t1	Np001G060560
OG0002879	Aa_G238650.h1.t1	Np001G061600
OG0002879	Aa_G124060.h1.t1	Np006G330360
OG0002880	Aa_G461250.h1.t1	Np001G061950
OG0002880	Aa_G261310.h1.t1	Np003G130740
OG0002882	Aa_G714260.h1.t1	Np001G037880
OG0002882	Aa_G229790.h1.t1	Np001G037820
OG0002885	Aa_G20370.h1.t1	Np007G391840, Np004G193340
OG0002886	Aa_G96730.h1.t1	Np003G143400, Np002G073610
OG0002887	Aa_G145010.h1.t1	Np003G145630
OG0002887	Aa_G569220.h1.t1	Np003G141530
OG0002890	Aa_G194650.h1.t1	Np007G371820
OG0002890	Aa_G44530.h1.t1	Np005G276530
OG0002891	Aa_G166900.h1.t1	Np006G366620
OG0002891	Aa_G678150.h1.t1	Np005G273240
OG0002892	Aa_G373680.h1.t1	Np006G364360
OG0002892	Aa_G325010.h1.t1	Np005G271070
OG0002893	Aa_G315010.h1.t1	Np005G270820
OG0002893	Aa_G87320.h1.t1, Aa_G87310.h1.t1	Np006G364140
OG0002894	Aa_G192400.h1.t1	Np001G044010
OG0002894	Aa_G153930.h1.t1	Np005G269980
OG0002895	Aa_G480900.h1.t1	Np006G363110
OG0002895	Aa_G661840.h1.t1	Np005G263070
OG0002896	Aa_G214700.h1.t1	Np005G263920
OG0002896	Aa_G105060.h1.t1	Np007G379340
OG0002897	Aa_G238280.h1.t1	Np005G265370
OG0002897	Aa_G313580.h1.t1	Np007G377160
OG0002898	Aa_G695260.h1.t1, Aa_G313510.h1.t1	Np007G377050
OG0002899	Aa_G502550.h1.t1, Aa_G542330.h1.t1, Aa_G542330.h2.t1, Aa_G502550.h2.t1	Np004G219720
OG0002900	Aa_G24750.h1.t1	Np006G340160
OG0002901	Aa_G545760.h1.t1	Np004G247980
OG0002901	Aa_G392500.h1.t1	Np002G116670
OG0002902	Aa_G35690.h1.t1	Np002G118740
OG0002902	Aa_G469930.h1.t1	Np004G246810
OG0002903	Aa_G121100.h1.t1, Aa_G125970.h1.t1	Np004G241220
OG0002904	Aa_G242500.h1.t1	Np004G241770
OG0002904	Aa_G609680.h1.t1	Np001G026430
OG0002905	Aa_G768640.h1.t1	Np001G020050
OG0002906	Aa_G234520.h1.t1	Np002G122810
OG0002906	Aa_G668820.h1.t1	Np005G319230
OG0002907	Aa_G607620.h1.t1	Np003G155970
OG0002907	Aa_G760.h1.t1	Np005G280120
OG0002908	Aa_G31660.h1.t1	Np003G155060
OG0002909	Aa_G137140.h1.t1	Np007G411520
OG0002909	Aa_G331850.h1.t1	Np003G129410
OG0002910	Aa_G414810.h1.t1	Np003G131730
OG0002910	Aa_G397560.h1.t1	Np007G410070
OG0002911	Aa_G40460.h1.t1	Np007G409010
OG0002912	Aa_G82300.h1.t1	Np003G161430
OG0002913	Aa_G432980.h1.t1	Np003G163060
OG0002914	Aa_G537130.h1.t1	Np003G158440
OG0002915	Aa_G31600.h1.t1, Aa_G31480.h1.t1	Np003G155000, Np003G154830
OG0002916	Aa_G415680.h1.t1, Aa_G61830.h1.t1	Np004G210220, Np004G209980
OG0002917	Aa_G423110.h1.t1	Np001G013710
OG0002918	Aa_G97860.h1.t1	Np001G010260
OG0002918	Aa_G319220.h1.t1	Np003G134450
OG0002919	Aa_G76400.h1.t1	Np003G133760
OG0002920	Aa_G131120.h1.t1	Np001G007840
OG0002921	Aa_G96180.h1.t1	Np005G295510
OG0002921	Aa_G162890.h1.t1	Np005G285650
OG0002922	Aa_G267170.h1.t1	Np005G293690
OG0002923	Aa_G573550.h1.t1	Np005G286790
OG0002924	Aa_G35080.h1.t1	Np003G182040, Np003G181830
OG0002924	Aa_G585470.h1.t1	Np005G284800
OG0002925	Aa_G225570.h1.t1	Np003G181570
OG0002925	Aa_G19970.h1.t1	Np005G284620
OG0002926	Aa_G488650.h1.t1	Np003G178460
OG0002927	Aa_G294870.h1.t1	Np003G177810
OG0002927	Aa_G433780.h1.t1	Np004G206870
OG0002928	Aa_G377020.h1.t1	Np004G208620
OG0002928	Aa_G245800.h1.t1	Np002G083390
OG0002929	Aa_G507070.h1.t1	Np004G204020
OG0002929	Aa_G292660.h1.t1	Np004G232480
OG0002930	Aa_G438720.h1.t1	Np006G343300
OG0002931	Aa_G590220.h1.t1	Np005G267000
OG0002932	Aa_G214240.h1.t1	Np005G268710
OG0002932	Aa_G544880.h1.t1	Np006G367060
OG0002933	Aa_G688260.h1.t1	Np005G269300
OG0002933	Aa_G288640.h1.t1	Np006G367720
OG0002934	Aa_G237360.h1.t1	Np005G262750
OG0002936	Aa_G714490.h1.t1	Np005G261110
OG0002938	Aa_G650420.h1.t1	Np005G260400
OG0002938	Aa_G36480.h1.t1	Np006G371300
OG0002939	Aa_G12630.h1.t1	Np003G175620
OG0002940	Aa_G200500.h1.t1, Aa_G314200.h1.t1	Np005G286170
OG0002942	Aa_G191150.h1.t1	Np005G306180
OG0002942	Aa_G92480.h1.t1	Np007G385390
OG0002943	Aa_G298310.h1.t1	Np005G318900
OG0002944	Aa_G167810.h1.t1	Np001G068880
OG0002944	Aa_G226210.h1.t1	Np006G321300
OG0002945	Aa_G42480.h1.t1	Np007G423390
OG0002946	Aa_G536060.h1.t1	Np006G323020
OG0002946	Aa_G128080.h1.t1	Np001G067190
OG0002947	Aa_G175340.h1.t1	Np006G325040
OG0002949	Aa_G288440.h1.t1	Np006G325660
OG0002950	Aa_G113750.h1.t1	Np001G000130
OG0002950	Aa_G122720.h1.t1	Np001G053240
OG0002951	Aa_G831400.h1.t1	Np006G326320
OG0002952	Aa_G284460.h1.t1	Np006G326640
OG0002952	Aa_G323010.h1.t1	Np001G064880
OG0002953	Aa_G125280.h1.t1	Np006G326930
OG0002953	Aa_G451500.h1.t1	Np001G064820
OG0002954	Aa_G451540.h1.t1	Np001G064790
OG0002954	Aa_G125330.h1.t1	Np006G327000
OG0002955	Aa_G54040.h1.t1	Np003G125420
OG0002955	Aa_G24190.h1.t1	Np007G414030
OG0002956	Aa_G444240.h1.t1	Np003G149720
OG0002957	Aa_G653000.h1.t1	Np001G045290
OG0002957	Aa_G234790.h1.t1	Np003G152020
OG0002959	Aa_G159120.h1.t1	Np003G136650
OG0002959	Aa_G37280.h1.t1	Np001G003270
OG0002960	Aa_G383070.h1.t1	Np001G002060
OG0002961	Aa_G43720.h1.t1	Np001G000810
OG0002962	Aa_G1060280.h2.t1, Aa_G1060280.h1.t1	Np004G200330
OG0002963	Aa_G78360.h1.t1	Np003G188200
OG0002963	Aa_G290680.h1.t1	Np004G258560
OG0002965	Aa_G215340.h1.t1	Np005G295810, Np001G040130
OG0002966	Aa_G134480.h1.t1	Np004G256420
OG0002966	Aa_G89500.h1.t1	Np001G040340
OG0002967	Aa_G89700.h1.t1	Np001G040590
OG0002967	Aa_G400440.h1.t1	Np004G256180
OG0002968	Aa_G400470.h1.t1	Np004G256120
OG0002968	Aa_G89740.h1.t1	Np001G040630
OG0002969	Aa_G38830.h1.t1	Np004G255760
OG0002970	Aa_G38940.h1.t1	Np004G255660
OG0002971	Aa_G38930.h1.t1	Np004G255670
OG0002971	Aa_G363570.h1.t1	Np006G357860
OG0002972	Aa_G235370.h1.t1	Np004G254920
OG0002972	Aa_G243620.h1.t1	Np006G356790
OG0002973	Aa_G751990.h1.t1	Np004G253570
OG0002974	Aa_G257630.h1.t1	Np004G251860
OG0002975	Aa_G404980.h1.t1	Np005G262910
OG0002975	Aa_G480940.h1.t1	Np006G363160
OG0002976	Aa_G258030.h1.t1	Np003G141430
OG0002976	Aa_G451730.h1.t1	Np007G424910
OG0002977	Aa_G553360.h1.t1	Np007G424840
OG0002977	Aa_G7840.h1.t1	Np003G141600
OG0002978	Aa_G246300.h1.t1	Np003G153910
OG0002978	Aa_G412800.h1.t1	Np003G137530
OG0002979	Aa_G59070.h1.t1	Np003G160020
OG0002979	Aa_G86690.h1.t1	Np005G278890
OG0002980	Aa_G5110.h1.t1	Np007G419050
OG0002980	Aa_G502250.h1.t1	Np001G014950
OG0002981	Aa_G163050.h1.t1	Np007G417470, Np003G146930
OG0002982	Aa_G282240.h1.t1, Aa_G282240.h2.t1	Np006G339340
OG0002982	Aa_G100050.h1.t1	Np001G054990
OG0002983	Aa_G758490.h1.t1	Np006G338670
OG0002983	Aa_G211600.h1.t1	Np001G055490
OG0002984	Aa_G272380.h1.t1	Np006G338620
OG0002984	Aa_G409380.h1.t1	Np006G338540
OG0002985	Aa_G14130.h1.t1	Np001G056230
OG0002987	Aa_G148280.h1.t1	Np004G240100
OG0002988	Aa_G198450.h1.t1	Np002G078000
OG0002988	Aa_G544330.h1.t1	Np004G235790
OG0002990	Aa_G442270.h1.t1	Np004G209140
OG0002990	Aa_G110400.h1.t1	Np002G089000
OG0002993	Aa_G516390.h1.t1	Np003G156610, Np004G249500, Np004G241850, Np007G423960
OG0002995	Aa_G245350.h1.t1, Aa_G245360.h1.t1	Np005G288410
OG0002996	Aa_G40980.h1.t1	Np001G014060
OG0002996	Aa_G40990.h1.t1	Np001G014040
OG0002997	Aa_G90310.h1.t1	Np001G015870
OG0002998	Aa_G566920.h1.t1	Np003G132610
OG0002998	Aa_G40660.h1.t1	Np007G409260
OG0002999	Aa_G170420.h1.t1	Np006G360990
OG0003000	Aa_G620760.h1.t1	Np001G009470
OG0003001	Aa_G315930.h1.t1	Np001G007620
OG0003001	Aa_G244260.h1.t1	Np003G132940
OG0003002	Aa_G139240.h1.t1	Np003G152010
OG0003003	Aa_G495500.h1.t1	Np004G238790
OG0003004	Aa_G74190.h1.t1	Np004G192990
OG0003005	Aa_G493300.h1.t1	Np005G301720
OG0003006	Aa_G461370.h1.t1	Np005G301060
OG0003006	Aa_G20410.h1.t1	Np007G391740
OG0003007	Aa_G380690.h1.t1	Np005G300700, Np005G300360
OG0003007	Aa_G20400.h1.t1	Np007G391790
OG0003008	Aa_G161190.h1.t1	Np004G199040
OG0003009	Aa_G164410.h1.t1	Np007G396850
OG0003009	Aa_G92550.h1.t1	Np004G197230
OG0003010	Aa_G431650.h1.t1	Np004G195950
OG0003011	Aa_G87570.h1.t1, Aa_G87580.h1.t1, Aa_G293300.h1.t1	Np007G384820, Np007G384830
OG0003013	Aa_G70120.h1.t1	Np007G376820
OG0003013	Aa_G180350.h1.t1, Aa_G472290.h1.t1	Np005G265710
OG0003014	Aa_G197430.h1.t1	Np001G021510, Np007G375100
OG0003015	Aa_G726610.h1.t1	Np007G372970
OG0003016	Aa_G611060.h1.t1	Np004G195340
OG0003016	Aa_G497600.h1.t1	Np007G381170
OG0003017	Aa_G345810.h1.t1	Np001G062680
OG0003017	Aa_G225010.h1.t1	Np004G195470
OG0003018	Aa_G507220.h1.t1	Np001G058790
OG0003018	Aa_G358190.h1.t1	Np006G333830
OG0003019	Aa_G1330.h1.t1	Np007G404800
OG0003020	Aa_G595220.h1.t1	Np006G326070
OG0003020	Aa_G132630.h1.t1	Np001G065150
OG0003021	Aa_G32430.h1.t1	Np002G079630
OG0003023	Aa_G71200.h1.t1	Np004G206760, Np007G392100
OG0003029	Aa_G456100.h1.t1	Np006G369160, Np002G096180, Np007G414540, Np005G282510, Np002G120160
OG0003033	Aa_G182730.h1.t1	Np005G275930
OG0003036	Aa_G570540.h1.t1	Np005G264480
OG0003037	Aa_G84830.h1.t1	Np005G265500
OG0003038	Aa_G24780.h1.t1	Np006G340190
OG0003039	Aa_G226590.h1.t1	Np004G248340
OG0003039	Aa_G192540.h1.t1	Np002G114930
OG0003040	Aa_G139530.h1.t1	Np002G115150, Np002G115160, Np002G115180, Np005G273970, Np005G284360
OG0003041	Aa_G353490.h1.t1	Np004G247950
OG0003042	Aa_G34180.h1.t1	Np001G020310
OG0003043	Aa_G474670.h1.t1	Np002G099100, Np005G310870
OG0003044	Aa_G366100.h1.t1	Np004G245630
OG0003044	Aa_G262920.h1.t1	Np002G120760
OG0003045	Aa_G5500.h1.t1	Np007G409660
OG0003046	Aa_G198240.h1.t1	Np003G163880
OG0003047	Aa_G51590.h1.t1	Np001G004670
OG0003048	Aa_G210860.h1.t1	Np003G135020
OG0003049	Aa_G213780.h1.t1	Np001G033180
OG0003050	Aa_G35090.h1.t1	Np003G181820
OG0003050	Aa_G6200.h1.t1	Np005G284780, Np005G284790
OG0003051	Aa_G20070.h1.t1	Np005G284450
OG0003051	Aa_G475360.h1.t1	Np003G181470
OG0003052	Aa_G554690.h1.t1	Np004G224600
OG0003053	Aa_G151070.h1.t1	Np003G175340
OG0003053	Aa_G287790.h1.t1	Np004G204980
OG0003054	Aa_G332890.h1.t1	Np004G200730, Np004G200750
OG0003055	Aa_G329810.h1.t1	Np004G211080
OG0003056	Aa_G329870.h1.t1	Np004G211140
OG0003058	Aa_G11800.h1.t1	Np006G366880
OG0003059	Aa_G344500.h1.t1	Np006G340930
OG0003059	Aa_G122050.h1.t1	Np001G038610
OG0003060	Aa_G257060.h1.t1	Np003G183900
OG0003062	Aa_G70850.h1.t1	Np005G309950
OG0003063	Aa_G284690.h1.t1	Np007G387400
OG0003064	Aa_G388870.h1.t1, Aa_G538340.h4.t1, Aa_G538340.h3.t1, Aa_G388870.h3.t1, Aa_G538340.h1.t1, Aa_G388870.h4.t1, Aa_G538340.h2.t1, Aa_G388870.h2.t1	Np007G384530, Np005G305630
OG0003065	Aa_G455780.h1.t1	Np007G382370
OG0003066	Aa_G616130.h1.t1	Np002G123350
OG0003067	Aa_G48700.h1.t1	Np001G066630
OG0003069	Aa_G404030.h1.t1	Np006G330170
OG0003069	Aa_G520490.h1.t1	Np001G061710
OG0003070	Aa_G501630.h1.t1	Np001G043480
OG0003071	Aa_G647970.h1.t1	Np001G044900
OG0003072	Aa_G457000.h1.t1, Aa_G456980.h1.t1, Aa_G456990.h1.t1	Np003G151980
OG0003073	Aa_G269290.h1.t1	Np007G418030
OG0003073	Aa_G189850.h1.t1	Np001G014320
OG0003074	Aa_G462730.h1.t1	Np001G050850
OG0003074	Aa_G23370.h1.t1	Np001G002540
OG0003076	Aa_G180760.h1.t1	Np001G001450
OG0003076	Aa_G466830.h1.t1	Np001G052000
OG0003077	Aa_G68700.h1.t1	Np005G282710
OG0003077	Aa_G514610.h1.t1	Np005G267580, Np005G266790
OG0003078	Aa_G113880.h1.t1	Np001G000280
OG0003078	Aa_G122470.h1.t1	Np001G053000
OG0003080	Aa_G220690.h1.t1	Np004G253910
OG0003081	Aa_G470350.h1.t1	Np001G009250, Np006G353450, Np006G353550, Np006G347230, Np006G347250, Np006G353480, Np006G353500, Np006G353470
OG0003083	Aa_G275840.h1.t1	Np004G252250
OG0003084	Aa_G371230.h1.t1	Np006G358110
OG0003086	Aa_G289990.h1.t1	Np003G140800
OG0003087	Aa_G267910.h1.t1	Np007G422430
OG0003087	Aa_G56660.h1.t1	Np003G144540
OG0003088	Aa_G91330.h1.t1	Np007G383430
OG0003089	Aa_G51160.h1.t1	Np007G418380
OG0003090	Aa_G83740.h1.t1	Np003G146800
OG0003090	Aa_G524390.h1.t1	Np007G417350, Np007G417360
OG0003091	Aa_G236050.h1.t1	Np001G053620
OG0003093	Aa_G497440.h1.t1	Np002G070710
OG0003094	Aa_G274940.h1.t1	Np004G239150
OG0003095	Aa_G496810.h1.t1	Np004G238890, Np003G172770
OG0003096	Aa_G121920.h1.t1	Np004G231250
OG0003097	Aa_G352700.h1.t1	Np004G228430
OG0003097	Aa_G510840.h1.t1	Np002G086030
OG0003098	Aa_G284100.h1.t1	Np004G241640
OG0003100	Aa_G22340.h1.t1	Np004G252770
OG0003101	Aa_G8100.h1.t1	Np003G141780
OG0003101	Aa_G326970.h1.t1	Np007G424710
OG0003103	Aa_G664890.h1.t1	Np001G009160
OG0003103	Aa_G412290.h1.t1, Aa_G700100.h1.t1	Np003G133650
OG0003104	Aa_G435210.h1.t1	Np002G110880, Np001G008760
OG0003105	Aa_G492020.h1.t1, Aa_G492030.h1.t1	Np001G047830
OG0003106	Aa_G44080.h1.t1	Np001G000630
OG0003106	Aa_G326370.h1.t1	Np001G052910
OG0003107	Aa_G13480.h1.t1	Np001G007400
OG0003109	Aa_G762350.h1.t1, Aa_G403170.h1.t1	Np002G081300, Np002G081310
OG0003110	Aa_G265780.h1.t1	Np002G071760
OG0003110	Aa_G205460.h1.t1	Np004G190050
OG0003111	Aa_G176060.h1.t1	Np004G190930
OG0003112	Aa_G258670.h1.t1	Np007G414630
OG0003113	Aa_G233660.h1.t1	Np007G390050
OG0003114	Aa_G240130.h1.t1	Np007G395990
OG0003115	Aa_G430400.h1.t1	Np007G381120
OG0003116	Aa_G87550.h1.t1	Np007G384800
OG0003117	Aa_G311170.h1.t1	Np007G387520, Np005G308320
OG0003118	Aa_G512910.h1.t1	Np003G172790
OG0003118	Aa_G191380.h1.t1	Np003G187160
OG0003119	Aa_G633330.h1.t1	Np007G377310
OG0003119	Aa_G529350.h1.t1, Aa_G633320.h1.t1	Np007G377330
OG0003120	Aa_G543430.h1.t1	Np007G377220
OG0003120	Aa_G238250.h1.t1	Np005G265310
OG0003121	Aa_G472340.h1.t1	Np007G406480
OG0003121	Aa_G184630.h1.t1	Np004G191620
OG0003122	Aa_G279740.h1.t1	Np004G214200
OG0003123	Aa_G249240.h1.t1	Np006G337390
OG0003123	Aa_G402260.h1.t1	Np001G056380
OG0003124	Aa_G150890.h1.t1	Np006G336330
OG0003127	Aa_G747900.h1.t1	Np002G122680, Np002G122700
OG0003129	Aa_G8730.h1.t1	Np003G150200, Np003G150180, Np007G379430
OG0003132	Aa_G333020.h1.t1	Np004G229580, Np002G085760, Np007G416410, Np002G097470, Np003G159340, Np004G232900, Np004G258840, Np003G177040, Np006G322340, Np004G202790, Np008G426910, Np009G429170, Np008G426790, Np003G181980
OG0003133	Aa_G375720.h1.t1, Aa_G270650.h1.t1	Np006G327300
OG0003136	Aa_G478790.h1.t1	Np006G343390, Np002G106610, Np006G354860
OG0003139	Aa_G343430.h1.t1	Np005G275420
OG0003139	Aa_G332430.h1.t1	Np005G275090
OG0003141	Aa_G846630.h1.t1, Aa_G515420.h1.t1	Np005G264660
OG0003141	Aa_G81610.h1.t1	Np007G377640
OG0003142	Aa_G379300.h1.t1	Np005G266130
OG0003143	Aa_G49390.h1.t1	Np005G299690
OG0003144	Aa_G43340.h1.t1	Np004G247770
OG0003144	Aa_G222910.h1.t1	Np002G116420
OG0003145	Aa_G43360.h1.t1	Np004G247750
OG0003146	Aa_G323260.h1.t1	Np001G025860
OG0003147	Aa_G370850.h1.t1	Np005G318640
OG0003147	Aa_G120890.h1.t1	Np001G021640
OG0003148	Aa_G424600.h1.t1	Np001G021060, Np001G021050
OG0003149	Aa_G51380.h1.t1	Np001G004400
OG0003150	Aa_G247630.h1.t1	Np001G019000
OG0003150	Aa_G245530.h1.t1	Np005G315470
OG0003152	Aa_G135540.h1.t1	Np002G123870
OG0003154	Aa_G462390.h1.t1	Np002G122600
OG0003155	Aa_G303960.h1.t1	Np003G129680
OG0003157	Aa_G86670.h1.t1	Np005G278860
OG0003158	pep1hit_1.1	Np003G136430
OG0003159	Aa_G479980.h1.t1	Np001G039570
OG0003159	Aa_G245290.h1.t1	Np005G288310
OG0003160	Aa_G150370.h1.t1	Np001G042210
OG0003160	Aa_G326520.h1.t1	Np004G210420
OG0003161	Aa_G294460.h1.t1, Aa_G294450.h1.t1	Np005G262600
OG0003162	Aa_G387720.h1.t1	Np002G096790, Np002G096800
OG0003163	Aa_G189380.h1.t1	Np003G183650
OG0003164	Aa_G66720.h1.t1	Np005G308850
OG0003164	Aa_G26920.h1.t1	Np007G386900
OG0003166	Aa_G17040.h1.t1	Np006G323440
OG0003166	Aa_G81050.h1.t1	Np001G067260
OG0003167	Aa_G16160.h1.t1, Aa_G16140.h1.t1, Aa_G16150.h1.t1, Aa_G52110.h1.t1	Np006G324200
OG0003168	Aa_G53970.h1.t1, Aa_G24160.h1.t1, Aa_G24170.h1.t1	Np007G413990, Np007G414010
OG0003170	Aa_G52940.h1.t1	Np001G051040
OG0003170	Aa_G23620.h1.t1	Np001G002300
OG0003171	Aa_G624580.h1.t1, Aa_G624590.h1.t1	Np003G187990
OG0003172	Aa_G347400.h1.t1, Aa_G347410.h1.t1	Np003G187820, Np003G187880
OG0003173	Aa_G30090.h1.t1, Aa_G249370.h1.t1	Np007G401310
OG0003173	Aa_G188950.h1.t1, Aa_G188970.h1.t1	Np003G185950
OG0003174	Aa_G187820.h1.t1	Np003G185340
OG0003175	Aa_G217790.h1.t1	Np004G255320
OG0003176	Aa_G148630.h1.t1	Np006G357490
OG0003177	Aa_G199660.h1.t1	Np007G421940
OG0003178	Aa_G72880.h1.t1	Np003G141010
OG0003179	Aa_G354680.h1.t1	Np003G140930
OG0003180	Aa_G414150.h1.t1	Np001G015780
OG0003180	Aa_G4360.h1.t1	Np007G420240
OG0003181	Aa_G50940.h1.t1	Np007G418660
OG0003182	Aa_G53980.h1.t1	Np003G125360
OG0003183	Aa_G844080.h1.t1	Np006G334130
OG0003184	Aa_G505620.h1.t1	Np006G339600
OG0003185	Aa_G599720.h1.t1, Aa_G645710.h1.t1, Aa_G979100.h1.t1	Np006G335820
OG0003186	Aa_G132430.h1.t1	Np004G237270
OG0003186	Aa_G30600.h1.t1	Np002G079830
