Orthogroup	Arabis_alpina	Cochlearia_excelsa
OG0002108	Aa_G24090.h1.t1	g7519
OG0002109	Aa_G34600.h1.t1	g5751, g12393
OG0002110	Aa_G259880.h1.t1	g29838, g5743
OG0002111	Aa_G140750.h1.t1	g5700
OG0002112	Aa_G303880.h1.t1	g45411
OG0002112	Aa_G137020.h1.t1	g7415
OG0002114	Aa_G244680.h1.t1, Aa_G133110.h1.t1	g23613
OG0002114	Aa_G372280.h1.t1	g924
OG0002115	Aa_G86580.h1.t1	g23671, g47607
OG0002116	Aa_G48400.h1.t1	g39370
OG0002116	Aa_G618290.h1.t1	g23680
OG0002117	Aa_G385340.h1.t1	g45613, g32260
OG0002118	Aa_G574360.h1.t1	g619
OG0002118	Aa_G267520.h1.t1	g5365, g29430
OG0002119	Aa_G596570.h1.t1	g10034
OG0002120	Aa_G143220.h1.t1	g496
OG0002120	Aa_G210780.h1.t1	g5495
OG0002121	Aa_G504190.h1.t1	g29632
OG0002122	Aa_G96190.h1.t1	g24269
OG0002123	Aa_G118040.h1.t1	g10981
OG0002123	Aa_G78030.h1.t1	g17446
OG0002124	Aa_G239380.h1.t1	g10983
OG0002124	Aa_G78150.h1.t1	g47299
OG0002125	Aa_G123780.h1.t1	g40506
OG0002126	Aa_G41830.h1.t1	g40466
OG0002126	Aa_G37690.h1.t1, Aa_G37720.h1.t1	g24023
OG0002127	Aa_G686370.h1.t1	g40347
OG0002127	Aa_G692600.h1.t1	g23872
OG0002128	Aa_G129100.h1.t1	g40324
OG0002128	Aa_G312260.h1.t1	g50665
OG0002129	Aa_G555230.h1.t1	g40276
OG0002129	Aa_G57220.h1.t1	g32729
OG0002131	Aa_G191520.h1.t1	g39546
OG0002131	Aa_G6580.h1.t1	g30788
OG0002132	Aa_G564360.h1.t1	g18229, g22987
OG0002133	Aa_G157050.h1.t1	g47931
OG0002134	Aa_G514600.h1.t1	g18238
OG0002135	Aa_G223220.h1.t1	g47976
OG0002136	Aa_G10000.h1.t1	g38546
OG0002136	Aa_G137890.h1.t1	g18328
OG0002137	Aa_G245480.h1.t1	g46699
OG0002137	Aa_G752880.h1.t1	g16892
OG0002138	Aa_G484430.h1.t1	g37085
OG0002139	Aa_G492520.h1.t1	g11140
OG0002140	Aa_G124940.h1.t1	g50698, g50700
OG0002141	Aa_G206560.h1.t1	g47017
OG0002141	Aa_G658390.h1.t1	g6494
OG0002142	Aa_G163580.h1.t1, Aa_G163590.h1.t1	g18755
OG0002142	Aa_G13110.h1.t1	g37772
OG0002143	Aa_G13020.h1.t1	g37767
OG0002144	Aa_G574070.h1.t1	g52060, g52068
OG0002144	Aa_G574050.h1.t1, Aa_G574060.h1.t1	g37452, g38191
OG0002145	Aa_G67350.h1.t1	g37430
OG0002145	Aa_G221060.h1.t1	g2046
OG0002146	Aa_G426800.h1.t1	g3103
OG0002146	Aa_G173880.h1.t1	g805
OG0002147	Aa_G652420.h1.t1	g28776
OG0002149	Aa_G320920.h1.t1	g319
OG0002150	Aa_G124640.h1.t1	g2593
OG0002150	Aa_G165800.h1.t1	g9668
OG0002151	Aa_G147100.h1.t1	g18262
OG0002151	Aa_G325980.h1.t1	g13956
OG0002152	Aa_G94430.h1.t1	g49301
OG0002153	Aa_G94340.h1.t1	g49304
OG0002154	Aa_G89490.h1.t1	g39682
OG0002154	Aa_G134510.h1.t1	g30843
OG0002155	Aa_G316900.h1.t1	g39712
OG0002156	Aa_G363620.h1.t1, Aa_G363610.h1.t1	g39752
OG0002157	Aa_G243670.h1.t1	g39795, g37925
OG0002157	Aa_G235430.h1.t1	g30918
OG0002158	Aa_G291770.h1.t1	g23621, g47637
OG0002159	Aa_G96850.h1.t1	g5059
OG0002160	Aa_G47630.h1.t1	g7825, g12774
OG0002161	Aa_G65460.h1.t1	g12594
OG0002162	Aa_G293430.h1.t1	g12504
OG0002164	Aa_G47130.h1.t1	g12475
OG0002165	Aa_G731180.h1.t1	g29351
OG0002166	Aa_G287180.h1.t1	g11267
OG0002166	Aa_G560380.h1.t1	g51881
OG0002167	Aa_G461900.h1.t1	g37321
OG0002168	Aa_G286470.h1.t1	g51549
OG0002168	Aa_G478800.h1.t1	g19259
OG0002169	Aa_G156190.h1.t1, Aa_G696730.h1.t1	g51729
OG0002169	Aa_G69970.h1.t1, Aa_G260950.h1.t1	g2306
OG0002170	Aa_G462520.h1.t1	g46547
OG0002171	Aa_G265730.h1.t1	g44309
OG0002172	Aa_G265750.h1.t1	g46536
OG0002174	Aa_G476990.h1.t1	g46175, g44490
OG0002175	Aa_G111030.h1.t1	g46287
OG0002175	Aa_G33340.h1.t1	g50161, g31957
OG0002176	Aa_G528440.h1.t1	g32040
OG0002176	Aa_G528450.h1.t1	g27522
OG0002177	Aa_G653370.h1.t1	g50276
OG0002177	Aa_G232120.h1.t1	g45900
OG0002178	Aa_G62430.h1.t1	g32109
OG0002179	Aa_G184440.h1.t1	g41650
OG0002179	Aa_G61760.h1.t1	g32254
OG0002181	Aa_G144740.h1.t1	g23098
OG0002181	Aa_G188800.h1.t1	g25483
OG0002182	Aa_G620780.h1.t1	g429, g9911
OG0002183	Aa_G398280.h1.t1	g31458
OG0002183	Aa_G83420.h1.t1	g10595
OG0002184	Aa_G418620.h1.t1	g45501
OG0002185	Aa_G489070.h1.t1, Aa_G102440.h1.t1	g27170
OG0002186	Aa_G72220.h1.t1	g53350
OG0002186	Aa_G457520.h1.t1	g27131
OG0002187	Aa_G160860.h1.t1	g31215, g49701
OG0002187	Aa_G500900.h1.t1	g12988
OG0002188	Aa_G79380.h1.t1	g30937
OG0002189	Aa_G285170.h1.t1	g7385
OG0002189	Aa_G195250.h1.t1	g29700
OG0002190	Aa_G137100.h1.t1	g12363
OG0002190	Aa_G304080.h1.t1	g29764
OG0002191	Aa_G112950.h1.t1, Aa_G112940.h1.t1	g630
OG0002192	Aa_G403320.h1.t1	g3318
OG0002193	Aa_G68340.h1.t1, Aa_G68330.h1.t1	g692, g28962, g41413
OG0002194	Aa_G290310.h1.t1	g12255, g13152
OG0002195	Aa_G176070.h1.t1	g7239
OG0002195	Aa_G193250.h1.t1	g54318
OG0002196	Aa_G327200.h1.t1	g24403
OG0002196	Aa_G97130.h1.t1	g6998
OG0002197	Aa_G53570.h1.t1	g12048
OG0002197	Aa_G57640.h1.t1	g36285, g42129
OG0002198	Aa_G501340.h1.t1	g12024
OG0002198	Aa_G110610.h1.t1, Aa_G403900.h1.t1	g36338
OG0002199	Aa_G181840.h1.t1	g12020
OG0002200	Aa_G110380.h1.t1	g14214, g6142
OG0002201	Aa_G548880.h1.t1	g13719
OG0002201	Aa_G548890.h1.t1	g14053
OG0002202	Aa_G421750.h1.t1	g14044
OG0002202	Aa_G379310.h1.t1	g23013
OG0002203	Aa_G526570.h1.t1	g45429
OG0002204	Aa_G244800.h1.t1	g5970
OG0002205	Aa_G181040.h1.t1	g28061
OG0002206	Aa_G599970.h1.t1, Aa_G371350.h1.t1	g28069
OG0002207	Aa_G520900.h1.t1	g17613
OG0002207	Aa_G520910.h1.t1	g24402
OG0002209	Aa_G16230.h1.t1	g52248
OG0002210	Aa_G144820.h1.t1	g23145
OG0002212	Aa_G5950.h1.t1, Aa_G475950.h1.t1, Aa_G795460.h1.t1, Aa_G1018260.h1.t1, Aa_G790060.h1.t1, Aa_G602620.h1.t1	g34274, g35257, g48942
OG0002219	Aa_G64100.h1.t1	g13893, g23494
OG0002220	Aa_G628380.h1.t1	g23465
OG0002220	Aa_G30860.h1.t1	g13810
OG0002221	Aa_G230110.h1.t1	g13806
OG0002222	Aa_G9770.h1.t1	g23270
OG0002223	Aa_G163960.h1.t1	g23360
OG0002224	Aa_G41510.h1.t1	g38364
OG0002224	Aa_G241420.h1.t1	g23318
OG0002225	Aa_G324920.h1.t1	g47801, g23292
OG0002226	Aa_G274270.h1.t1	g18193
OG0002226	Aa_G541720.h1.t1	g6158
OG0002227	Aa_G293830.h1.t1	g23010
OG0002228	Aa_G11140.h1.t1	g37134
OG0002228	Aa_G109310.h1.t1	g32613
OG0002229	Aa_G394390.h1.t1	g49929
OG0002230	Aa_G449000.h1.t1	g1511, g1509
OG0002231	Aa_G309810.h1.t1	g10630
OG0002231	Aa_G109550.h1.t1	g49876
OG0002232	Aa_G83380.h1.t1	g10592, g1582
OG0002232	Aa_G398290.h1.t1	g49874
OG0002234	Aa_G308820.h1.t1	g16885
OG0002234	Aa_G234300.h1.t1	g10384
OG0002235	Aa_G173030.h1.t1	g41854
OG0002236	Aa_G387740.h1.t1	g45029
OG0002237	Aa_G596140.h1.t1	g18056
OG0002239	Aa_G18470.h1.t1	g44230
OG0002239	Aa_G298920.h1.t1	g31349
OG0002240	Aa_G69070.h1.t1	g28624
OG0002240	Aa_G404020.h1.t1	g47565
OG0002242	Aa_G322220.h1.t1	g12375
OG0002243	Aa_G484970.h1.t1	g54325, g46597
OG0002245	Aa_G83990.h1.t1	g1337
OG0002246	Aa_G261140.h1.t1	g1314
OG0002247	Aa_G375210.h1.t1	g28356
OG0002247	Aa_G29850.h1.t1	g47545
OG0002248	Aa_G432960.h1.t1	g28479
OG0002249	Aa_G483100.h1.t1	g39385
OG0002250	Aa_G441250.h1.t1	g28534
OG0002251	Aa_G387270.h1.t1	g23702
OG0002252	Aa_G729530.h1.t1	g39303
OG0002253	Aa_G385320.h1.t1	g29376
OG0002254	Aa_G181400.h1.t1	g647
OG0002254	Aa_G623420.h1.t1	g29398, g45590
OG0002255	Aa_G215900.h1.t1	g29416
OG0002256	Aa_G117980.h1.t1	g40571, g10975
OG0002256	Aa_G244660.h1.t1	g17449
OG0002257	Aa_G419830.h1.t1	g23963
OG0002257	Aa_G517320.h1.t1	g47418
OG0002258	Aa_G216370.h1.t1	g32495
OG0002258	Aa_G15180.h1.t1	g27717
OG0002259	Aa_G179430.h1.t1	g18249
OG0002261	Aa_G214210.h1.t1	g22883
OG0002262	Aa_G402110.h1.t1	g22849
OG0002264	Aa_G138020.h1.t1	g18338
OG0002265	Aa_G245600.h1.t1	g16897
OG0002265	Aa_G247750.h1.t1	g10355
OG0002266	Aa_G150410.h1.t1	g37031
OG0002267	Aa_G79940.h1.t1	g24665
OG0002267	Aa_G199100.h1.t1	g6478
OG0002268	Aa_G543580.h1.t1	g6539
OG0002268	Aa_G523920.h1.t1	g24531
OG0002269	Aa_G518850.h1.t1	g6555, g13451, g11771
OG0002271	Aa_G603120.h1.t1	g11837
OG0002271	Aa_G346160.h1.t1	g24481
OG0002272	Aa_G388610.h1.t1	g47110
OG0002272	Aa_G551460.h1.t1	g24441
OG0002273	Aa_G16200.h1.t1	g52250
OG0002274	Aa_G100670.h1.t1	g37539
OG0002274	Aa_G349480.h1.t1, Aa_G349490.h1.t1	g1939
OG0002275	Aa_G100550.h1.t1	g38225
OG0002276	Aa_G349380.h1.t1	g1950
OG0002277	Aa_G345790.h1.t1	g18975
OG0002277	Aa_G230820.h1.t1	g52045
OG0002278	Aa_G461150.h1.t1	g2099
OG0002278	Aa_G145790.h1.t1	g37403
OG0002279	Aa_G111640.h1.t1	g12765
OG0002280	Aa_G192030.h1.t1	g3075
OG0002280	Aa_G552190.h1.t1	g41343
OG0002281	Aa_G191980.h1.t1	g3071
OG0002281	Aa_G751200.h1.t1	g41340
OG0002283	Aa_G37450.h1.t1, Aa_G910210.h1.t1	g9718
OG0002284	Aa_G105770.h1.t1	g30740
OG0002284	Aa_G53230.h1.t1	g39488
OG0002285	Aa_G134780.h1.t1	g30835
OG0002286	Aa_G134560.h1.t1	g49433
OG0002286	Aa_G89470.h1.t1	g39681
OG0002287	Aa_G79420.h1.t1	g49504
OG0002287	Aa_G154710.h1.t1	g39824
OG0002288	Aa_G359510.h1.t1	g39863
OG0002288	Aa_G469730.h1.t1	g26969
OG0002289	Aa_G310590.h1.t1, Aa_G310570.h1.t1	g49564, g31068
OG0002290	Aa_G368320.h1.t1	g31120, g31121
OG0002291	Aa_G58460.h1.t1	g47833
OG0002291	Aa_G290470.h1.t1	g38293
OG0002292	Aa_G553330.h1.t1	g29301
OG0002293	Aa_G14560.h1.t1	g12743, g12694
OG0002294	Aa_G96840.h1.t1	g5058
OG0002294	Aa_G42300.h1.t1	g12680
OG0002295	Aa_G539740.h1.t1	g29193
OG0002296	Aa_G111920.h1.t1	g7840
OG0002297	Aa_G162350.h1.t1	g29168, g5019
OG0002297	Aa_G111880.h1.t1	g12668
OG0002298	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1	g3928, g4013
OG0002298	Aa_G416320.h1.t1, Aa_G47560.h1.t1	g4988
OG0002299	Aa_G146590.h1.t1	g10122, g4804
OG0002300	Aa_G47150.h1.t1	g10201
OG0002301	Aa_G382460.h1.t1	g7618, g10219
OG0002302	Aa_G531170.h1.t1	g51626
OG0002302	Aa_G14200.h1.t1	g2364
OG0002303	Aa_G606320.h1.t1	g31616
OG0002304	Aa_G457310.h1.t1, Aa_G65590.h1.t1	g31644
OG0002305	Aa_G336910.h1.t1	g44328
OG0002305	Aa_G377620.h1.t1	g31650
OG0002306	Aa_G103820.h1.t1	g31658
OG0002306	Aa_G444550.h1.t1	g44343
OG0002307	Aa_G308390.h1.t1	g31801, g27417
OG0002308	Aa_G60720.h1.t1	g31965
OG0002308	Aa_G418930.h1.t1	g46303
OG0002309	Aa_G129460.h1.t1	g44361
OG0002310	Aa_G272190.h1.t1	g50222
OG0002310	Aa_G121550.h1.t1	g46385
OG0002311	Aa_G562090.h1.t1	g50305
OG0002311	Aa_G189610.h1.t1	g44706
OG0002312	Aa_G221950.h1.t1	g45832
OG0002313	Aa_G283230.h1.t1	g45777
OG0002314	Aa_G61780.h1.t1	g32256
OG0002314	Aa_G7120.h1.t1	g44890
OG0002315	Aa_G312600.h1.t1	g50965
OG0002316	Aa_G19320.h1.t1	g49649
OG0002317	Aa_G197670.h1.t1	g47012, g49600
OG0002319	Aa_G6670.h1.t1	g49389
OG0002320	Aa_G67860.h1.t1	g39466
OG0002320	Aa_G325230.h1.t1	g30746, g49328
OG0002321	Aa_G40360.h1.t1	g7306
OG0002321	Aa_G388290.h1.t1	g29347
OG0002322	Aa_G570240.h1.t1	g29734
OG0002324	Aa_G428110.h1.t1	g45908
OG0002325	Aa_G374040.h1.t1	g7257, g13155
OG0002325	Aa_G109030.h1.t1	g36738
OG0002326	Aa_G176010.h1.t1	g13173
OG0002326	Aa_G682100.h1.t1	g36724
OG0002327	Aa_G504500.h1.t1	g28000
OG0002327	Aa_G56260.h1.t1	g7164
OG0002328	Aa_G32070.h1.t1	g12113
OG0002329	Aa_G82100.h1.t1	g6884
OG0002330	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1	g6877
OG0002331	Aa_G161960.h1.t1	g6690
OG0002331	Aa_G370090.h1.t1	g36507
OG0002333	Aa_G144810.h1.t1	g14234
OG0002333	Aa_G384650.h1.t1	g6154
OG0002334	Aa_G18360.h1.t1	g23564
OG0002335	Aa_G568080.h1.t1	g54255
OG0002336	Aa_G241840.h1.t1	g12099
OG0002337	Aa_G608150.h1.t1	g19243
OG0002337	Aa_G354240.h1.t1	g51559
OG0002338	Aa_G287200.h1.t1	g2169
OG0002338	Aa_G431200.h1.t1	g51877
OG0002339	Aa_G238630.h1.t1, Aa_G124080.h1.t1	g38158
OG0002340	Aa_G318740.h1.t1, Aa_G99280.h1.t1, Aa_G207630.h1.t1	g19568
OG0002344	Aa_G54540.h1.t1	g24657, g28567
OG0002345	Aa_G487300.h1.t1, Aa_G487300.h2.t1	g32088
OG0002348	Aa_G44630.h1.t1	g17045, g47668
OG0002349	Aa_G387130.h1.t1	g17032
OG0002349	Aa_G815050.h1.t1	g13851
OG0002350	Aa_G2790.h1.t1	g47694
OG0002350	Aa_G64130.h1.t1	g5945, g13877
OG0002351	Aa_G537780.h1.t1	g38398
OG0002351	Aa_G591260.h1.t1	g47753
OG0002352	Aa_G310070.h1.t1	g38383
OG0002352	Aa_G33000.h1.t1	g47774
OG0002353	Aa_G452780.h1.t1, Aa_G395550.h1.t1	g23023
OG0002354	Aa_G24810.h1.t1	g37140
OG0002356	Aa_G656780.h1.t1	g41055, g44032
OG0002357	Aa_G345860.h1.t1	g2053
OG0002357	Aa_G563970.h1.t1	g27120
OG0002358	Aa_G117670.h1.t1, Aa_G115580.h1.t1	g27282
OG0002359	Aa_G393290.h1.t1	g27279
OG0002360	Aa_G323150.h1.t1	g1521
OG0002361	Aa_G437830.h1.t1	g10496
OG0002362	Aa_G27350.h1.t1	g10468
OG0002362	Aa_G495300.h1.t1	g16842
OG0002363	Aa_G34270.h1.t1	g10444
OG0002364	Aa_G686000.h1.t1	g42039, g11052
OG0002365	Aa_G321720.h1.t1	g18061
OG0002365	Aa_G280740.h1.t1	g46853
OG0002366	Aa_G319790.h1.t1, Aa_G327980.h1.t1	g31397, g49842
OG0002367	Aa_G232900.h1.t1	g28557
OG0002368	Aa_G562570.h1.t1	g19008, g2060
OG0002369	Aa_G144100.h1.t1	g51922
OG0002370	Aa_G403710.h1.t1	g13037, g12404
OG0002371	Aa_G324500.h1.t1	g45358
OG0002371	Aa_G170080.h1.t1	g5726
OG0002372	Aa_G743040.h1.t1	g7400
OG0002372	Aa_G170510.h1.t1	g45426
OG0002373	Aa_G386380.h1.t1	g29658
OG0002373	Aa_G5270.h1.t1	g13134
OG0002374	Aa_G161780.h1.t1	g41151
OG0002375	Aa_G84100.h1.t1	g28329
OG0002376	Aa_G29760.h1.t1	g47550, g23760
OG0002376	Aa_G247190.h1.t1	g41207
OG0002378	Aa_G512250.h1.t1	g17102
OG0002379	Aa_G197820.h1.t1	g28590, g1091
OG0002380	Aa_G20820.h1.t1	g9741, g202
OG0002381	Aa_G635920.h1.t1	g29573
OG0002381	Aa_G75960.h1.t1	g280
OG0002382	Aa_G620790.h1.t1	g9910
OG0002383	Aa_G385520.h1.t1	g43975
OG0002383	Aa_G339990.h1.t1	g24183
OG0002384	Aa_G479970.h1.t1, Aa_G245300.h1.t1	g11049, g24061
OG0002385	Aa_G42020.h1.t1	g40475
OG0002385	Aa_G586800.h1.t1	g17392
OG0002387	Aa_G748010.h1.t1	g22853
OG0002387	Aa_G253030.h1.t1	g50951
OG0002388	Aa_G153330.h1.t1, Aa_G288610.h1.t1	g22832
OG0002389	Aa_G236090.h1.t1, Aa_G487110.h1.t1	g18380
OG0002390	Aa_G52090.h1.t1	g38001
OG0002392	Aa_G416730.h1.t1, Aa_G586790.h1.t1, Aa_G41990.h1.t1	g25537, g40473
OG0002393	Aa_G380130.h1.t1	g11684, g11678
OG0002394	Aa_G66740.h1.t1	g24698
OG0002394	Aa_G284270.h1.t1	g11723
OG0002396	Aa_G291470.h1.t1	g47045
OG0002397	Aa_G266750.h1.t1	g16834
OG0002397	Aa_G27530.h1.t1	g1619
OG0002398	Aa_G163640.h1.t1	g18758
OG0002400	Aa_G196860.h1.t1	g37663
OG0002400	Aa_G33440.h1.t1	g1824
OG0002401	Aa_G17170.h1.t1	g52281
OG0002401	Aa_G57820.h1.t1	g11169
OG0002402	Aa_G16120.h1.t1	g38244
OG0002403	Aa_G342700.h1.t1	g44561
OG0002404	Aa_G125290.h1.t1	g52120
OG0002405	Aa_G162450.h1.t1, Aa_G67080.h1.t1	g52015, g52012
OG0002406	Aa_G15550.h1.t1	g28930
OG0002406	Aa_G490460.h1.t1	g11551
OG0002407	Aa_G314270.h1.t1	g736
OG0002407	Aa_G252700.h1.t1	g11520
OG0002408	Aa_G206050.h1.t1, Aa_G478620.h1.t1	g28825
OG0002410	Aa_G52880.h1.t1	g2602
OG0002410	Aa_G23540.h1.t1	g109
OG0002411	Aa_G366490.h1.t1	g44592
OG0002412	Aa_G94390.h1.t1	g26867
OG0002412	Aa_G425510.h1.t1	g25370
OG0002413	Aa_G299920.h1.t1	g25357, g49311
OG0002414	Aa_G135020.h1.t1	g30820
OG0002414	Aa_G189090.h1.t1	g39629
OG0002415	Aa_G400490.h1.t1	g30861
OG0002415	Aa_G374240.h1.t1	g39701
OG0002416	Aa_G519830.h1.t1	g39724
OG0002417	Aa_G286260.h1.t1	g30895
OG0002418	Aa_G154650.h1.t1	g39822
OG0002418	Aa_G79390.h1.t1	g49503
OG0002419	Aa_G22450.h1.t1	g31023
OG0002419	Aa_G470380.h1.t1	g39903
OG0002420	Aa_G504360.h1.t1	g53433
OG0002421	Aa_G151760.h1.t1	g40095
OG0002422	Aa_G149180.h1.t1	g23659
OG0002423	Aa_G71660.h1.t1, Aa_G431380.h1.t1	g29241
OG0002424	Aa_G42540.h1.t1	g7877
OG0002425	Aa_G42500.h1.t1	g7873
OG0002425	Aa_G305510.h1.t1	g29213
OG0002426	Aa_G42430.h1.t1	g7868
OG0002426	Aa_G59360.h1.t1	g29204
OG0002427	Aa_G111700.h1.t1	g7835
OG0002427	Aa_G499320.h1.t1	g45746
OG0002428	Aa_G185580.h1.t1	g12617
OG0002428	Aa_G411070.h1.t1	g29033
OG0002429	Aa_G441360.h1.t1, Aa_G441370.h1.t1	g26997
OG0002430	Aa_G500840.h1.t1	g7544, g12417
OG0002430	Aa_G500850.h1.t1	g7545
OG0002431	Aa_G357580.h1.t1	g37319, g51779
OG0002432	Aa_G358220.h1.t1	g51771
OG0002433	Aa_G21620.h1.t1	g27327
OG0002433	Aa_G707400.h1.t1	g49953
OG0002435	Aa_G203200.h1.t1	g46078
OG0002435	Aa_G379840.h1.t1	g31757
OG0002436	Aa_G444720.h1.t1	g32008
OG0002436	Aa_G129370.h1.t1	g46364
OG0002437	Aa_G479810.h1.t1	g50229
OG0002437	Aa_G204340.h1.t1	g46407
OG0002438	Aa_G292640.h1.t1	g32025
OG0002439	Aa_G252100.h1.t1	g45962
OG0002439	Aa_G198730.h1.t1	g27521
OG0002440	Aa_G161200.h1.t1, Aa_G49590.h1.t1	g18712
OG0002441	Aa_G367150.h1.t1	g50277
OG0002441	Aa_G214080.h1.t1	g44665
OG0002442	Aa_G62280.h1.t1	g50300
OG0002443	Aa_G75320.h1.t1	g45798, g44759
OG0002444	Aa_G159600.h1.t1	g44816
OG0002444	Aa_G283480.h1.t1	g32187
OG0002445	Aa_G29800.h1.t1	g47547, g23762
OG0002446	Aa_G578670.h1.t1	g23614
OG0002446	Aa_G372290.h1.t1	g28429
OG0002447	Aa_G153890.h1.t1	g16917
OG0002447	Aa_G35800.h1.t1	g38322
OG0002449	Aa_G26560.h1.t1	g49856, g31416
OG0002450	Aa_G369430.h1.t1	g27021
OG0002451	Aa_G286070.h1.t1	g31098, g49604
OG0002452	Aa_G275770.h1.t1	g27006
OG0002453	Aa_G188730.h1.t1	g39602
OG0002453	Aa_G228360.h1.t1	g49398
OG0002454	Aa_G228370.h1.t1	g30809
OG0002454	Aa_G180060.h1.t1	g39599
OG0002455	Aa_G499340.h1.t1, Aa_G499350.h1.t1	g29152
OG0002456	Aa_G85820.h1.t1	g29027
OG0002456	Aa_G253660.h1.t1	g4937
OG0002458	Aa_G381230.h1.t1, Aa_G349640.h1.t1	g19136
OG0002459	Aa_G406210.h1.t1, Aa_G331130.h1.t1	g18625, g18624, g18616
OG0002460	Aa_G93730.h1.t1	g28726, g1184
OG0002461	Aa_G122610.h1.t1	g2484
OG0002462	Aa_G111060.h1.t1	g44396
OG0002462	Aa_G33380.h1.t1	g50160
OG0002463	Aa_G315360.h1.t1	g13625
OG0002463	Aa_G148910.h1.t1	g31942, g27463
OG0002464	Aa_G283750.h1.t1	g46140
OG0002464	Aa_G510540.h1.t1, Aa_G449890.h1.t1	g46129
OG0002465	Aa_G121360.h1.t1	g27299
OG0002466	Aa_G237680.h1.t1	g12206
OG0002468	Aa_G381990.h1.t1	g36608
OG0002468	Aa_G1070.h1.t1	g7108
OG0002469	Aa_G468260.h1.t1	g47133
OG0002469	Aa_G16800.h1.t1, Aa_G20530.h1.t1	g12070
OG0002470	Aa_G53560.h1.t1	g12047
OG0002470	Aa_G57650.h1.t1	g13285
OG0002471	Aa_G682970.h1.t1	g12038
OG0002472	Aa_G110760.h1.t1	g12032
OG0002473	Aa_G501330.h1.t1	g12025
OG0002473	Aa_G110620.h1.t1	g28101
OG0002475	Aa_G362600.h1.t1	g24527
OG0002477	Aa_G422330.h1.t1	g5906, g13852
OG0002478	Aa_G501470.h1.t1	g54283
OG0002479	Aa_G465870.h1.t1	g37101
OG0002480	Aa_G281300.h1.t1	g38150
OG0002482	Aa_G136410.h1.t1	g40688
OG0002483	Aa_G193170.h1.t1, Aa_G244350.h1.t1	g36723
OG0002488	Aa_G218100.h1.t1, Aa_G218120.h1.t1, Aa_G333710.h1.t1	g5387
OG0002489	Aa_G536500.h1.t1, Aa_G59570.h1.t1	g41181, g41197, g11665
OG0002494	Aa_G505060.h1.t1, Aa_G440770.h1.t1	g13840
OG0002495	Aa_G301830.h1.t1, Aa_G301810.h1.t1, Aa_G301850.h1.t1, Aa_G23920.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1	g47681, g17023
OG0002497	Aa_G168010.h1.t1	g28603
OG0002497	Aa_G59770.h1.t1	g47784
OG0002498	Aa_G241440.h1.t1	g23316
OG0002499	Aa_G403390.h1.t1	g28878
OG0002500	Aa_G570520.h1.t1	g23119
OG0002502	Aa_G16510.h1.t1, Aa_G652130.h1.t1	g27782
OG0002503	Aa_G80650.h1.t1	g31144
OG0002504	Aa_G463970.h1.t1	g31222
OG0002505	Aa_G281530.h1.t1	g44090
OG0002506	Aa_G182590.h1.t1	g41026
OG0002506	Aa_G427980.h1.t1	g31259
OG0002507	Aa_G484300.h1.t1	g49906
OG0002508	Aa_G585790.h1.t1	g49901
OG0002509	Aa_G281950.h1.t1	g16678
OG0002510	Aa_G26540.h1.t1	g31414
OG0002510	Aa_G25630.h1.t1	g10556
OG0002511	Aa_G138660.h1.t1	g10360
OG0002512	Aa_G349470.h1.t1	g1940
OG0002513	Aa_G137030.h1.t1	g12360
OG0002513	Aa_G303940.h1.t1	g5653
OG0002514	Aa_G333230.h1.t1	g12336
OG0002515	Aa_G397590.h1.t1	g12317, g7368
OG0002516	Aa_G29620.h1.t1	g23740
OG0002516	Aa_G29640.h1.t1	g47555
OG0002517	Aa_G212590.h1.t1	g23612
OG0002518	Aa_G48440.h1.t1	g39368
OG0002518	Aa_G618270.h1.t1	g23682, g17125
OG0002519	Aa_G69810.h1.t1	g17126
OG0002519	Aa_G48460.h1.t1	g1021
OG0002520	Aa_G441210.h1.t1	g28536
OG0002520	Aa_G69770.h1.t1	g23686
OG0002521	Aa_G233040.h1.t1, Aa_G233050.h1.t1, Aa_G233070.h1.t1	g5332
OG0002522	Aa_G51470.h1.t1	g234
OG0002523	Aa_G96130.h1.t1	g17553
OG0002524	Aa_G35140.h1.t1	g40392
OG0002525	Aa_G334340.h1.t1	g40251
OG0002525	Aa_G322430.h1.t1	g32992
OG0002526	Aa_G138810.h1.t1	g50545
OG0002526	Aa_G90830.h1.t1	g23785
OG0002527	Aa_G476190.h1.t1	g32506
OG0002528	Aa_G249520.h1.t1	g13990
OG0002528	Aa_G285840.h1.t1	g47952
OG0002529	Aa_G590090.h1.t1	g22866
OG0002529	Aa_G396340.h1.t1	g38429
OG0002530	Aa_G561540.h1.t1	g22822
OG0002531	Aa_G486260.h1.t1	g22763
OG0002532	Aa_G279320.h1.t1	g50884, g36958, g36957
OG0002533	Aa_G219330.h1.t1	g18367
OG0002534	Aa_G61170.h1.t1	g25869
OG0002535	Aa_G409260.h1.t1	g25681, g40383
OG0002536	Aa_G419730.h1.t1	g47424
OG0002536	Aa_G300090.h1.t1	g25652
OG0002537	Aa_G561140.h1.t1	g40422
OG0002537	Aa_G493480.h1.t1	g30888
OG0002538	Aa_G367880.h1.t1	g47035
