Orthogroup	Arabis_alpina	Cardamine_glauca
OG0003306	Aa_G4520.h1.t1	Cg004G120510
OG0003307	Aa_G251080.h1.t1	Cg008G307130
OG0003307	Aa_G4890.h1.t1	Cg004G120870
OG0003308	Aa_G174370.h1.t1	Cg004G123690
OG0003309	Aa_G484010.h1.t1, Aa_G335820.h1.t1, Aa_G90820.h1.t1, Aa_G282970.h1.t1, Aa_G414780.h1.t1	Cg003G088380, Cg001G015600, Cg001G012460
OG0003310	Aa_G343730.h1.t1	Cg007G279200
OG0003312	Aa_G524720.h1.t1	Cg007G273900
OG0003313	Aa_G203180.h1.t1	Cg007G274040
OG0003314	Aa_G64530.h1.t1	Cg007G275240, Cg006G227080
OG0003315	Aa_G164990.h1.t1	Cg007G277480
OG0003315	Aa_G60810.h1.t1	Cg006G224810
OG0003316	Aa_G485970.h1.t1, Aa_G122570.h1.t1	Cg006G223690, Cg006G223660
OG0003318	Aa_G92630.h1.t1, Aa_G62560.h1.t1	Cg006G222570
OG0003319	Aa_G632470.h1.t1	Cg006G221180
OG0003320	Aa_G431880.h1.t1	Cg006G219840
OG0003321	Aa_G373630.h1.t1	Cg005G188770
OG0003322	Aa_G339060.h1.t1	Cg006G234250
OG0003324	Aa_G596020.h1.t1	Cg008G295400
OG0003325	Aa_G251140.h1.t1	Cg008G307200
OG0003326	Aa_G386330.h2.t1, Aa_G386330.h1.t1	Cg008G287540
OG0003326	Aa_G386310.h1.t1	Cg008G287530
OG0003327	Aa_G261290.h1.t1	Cg008G286530
OG0003327	Aa_G663080.h1.t1	Cg002G050470
OG0003328	Aa_G377400.h1.t1	Cg008G303640
OG0003328	Aa_G84280.h1.t1	Cg002G057780
OG0003329	Aa_G469590.h1.t1	Cg007G267850
OG0003330	Aa_G144600.h1.t1	Cg007G270260
OG0003331	Aa_G121510.h1.t1	Cg007G278330
OG0003332	Aa_G323730.h1.t1, Aa_G348850.h1.t1	Cg007G275710
OG0003333	Aa_G30420.h1.t1	Cg007G274360
OG0003335	Aa_G370250.h1.t1	Cg007G279550
OG0003336	Aa_G595500.h1.t1, Aa_G595510.h1.t1	Cg004G129140
OG0003337	Aa_G71210.h1.t1	Cg004G133630
OG0003338	Aa_G538140.h1.t1	Cg004G139440
OG0003338	Aa_G418480.h1.t1	Cg001G026730
OG0003339	Aa_G501480.h1.t1	Cg006G196420
OG0003340	Aa_G461230.h1.t1	Cg002G048930
OG0003342	Aa_G114130.h1.t1	Cg002G047690
OG0003343	Aa_G2480.h1.t1	Cg002G044500
OG0003345	Aa_G98630.h1.t1, Aa_G987680.h1.t1, Aa_G1020900.h1.t1	Cg003G085690
OG0003351	Aa_G147680.h1.t1, Aa_G147690.h1.t1	Cg001G018350, Cg001G018340
OG0003352	Aa_G525310.h1.t1, Aa_G530150.h1.t1, Aa_G96760.h1.t1	Cg008G296630
OG0003356	Aa_G398070.h1.t1	Cg004G126260
OG0003360	Aa_G724250.h1.t1	Cg001G008170
OG0003362	Aa_G395350.h1.t1	Cg004G148850
OG0003364	Aa_G84840.h1.t1	Cg001G005370
OG0003366	Aa_G173150.h1.t1	Cg001G023910, Cg005G171440
OG0003368	Aa_G146390.h1.t1, Aa_G333960.h1.t1	Cg002G074200, Cg001G034320
OG0003369	Aa_G614810.h1.t1	Cg001G040430
OG0003369	Aa_G151560.h1.t1	Cg001G040450
OG0003370	Aa_G207050.h1.t1	Cg002G072910
OG0003371	Aa_G612820.h1.t1	Cg001G041230
OG0003371	Aa_G27410.h1.t1	Cg002G070780
OG0003372	Aa_G169300.h1.t1	Cg001G039830, Cg001G039900, Cg001G039910
OG0003372	Aa_G486880.h1.t1	Cg002G070110
OG0003373	Aa_G288090.h1.t1	Cg001G036840, Cg007G265690
OG0003374	Aa_G291790.h1.t1	Cg007G260880
OG0003375	Aa_G309380.h1.t1, Aa_G247410.h1.t1	Cg007G246480
OG0003375	Aa_G547840.h1.t1	Cg001G042240
OG0003376	Aa_G565400.h1.t1, Aa_G153920.h1.t1	Cg001G014850
OG0003377	Aa_G168120.h1.t1	Cg003G104550
OG0003379	Aa_G480140.h1.t1	Cg003G102570
OG0003380	Aa_G763610.h1.t1	Cg003G105360
OG0003382	Aa_G20670.h1.t1	Cg003G113160
OG0003382	Aa_G159030.h1.t1	Cg008G290650
OG0003383	Aa_G606840.h1.t1	Cg003G109130
OG0003384	Aa_G203400.h1.t1	Cg001G021830
OG0003385	Aa_G245240.h1.t1	Cg001G020330
OG0003387	Aa_G414530.h1.t1	Cg003G083800
OG0003389	Aa_G146030.h1.t1	Cg005G172550
OG0003389	Aa_G408540.h1.t1	Cg006G217800
OG0003390	Aa_G389890.h1.t1	Cg006G216030, Cg006G216020
OG0003391	Aa_G223090.h1.t1	Cg001G003480
OG0003393	Aa_G294350.h1.t1	Cg001G001990
OG0003394	Aa_G692840.h1.t1	Cg001G035830
OG0003395	Aa_G572320.h1.t1	Cg001G020440
OG0003396	Aa_G495040.h1.t1	Cg003G082500
OG0003397	Aa_G118050.h1.t1	Cg008G322670
OG0003398	Aa_G321550.h1.t1	Cg001G031160
OG0003400	Aa_G206680.h1.t1	Cg001G028560
OG0003402	Aa_G295150.h1.t1	Cg003G099940
OG0003403	Aa_G364410.h1.t1	Cg002G043750
OG0003404	Aa_G249880.h1.t1	Cg005G158460
OG0003405	Aa_G551950.h1.t1	Cg002G046770
OG0003406	Aa_G560080.h1.t1	Cg002G073380
OG0003407	Aa_G264670.h1.t1	Cg008G282100
OG0003407	Aa_G24270.h1.t1	Cg004G124470
OG0003409	Aa_G383020.h1.t1	Cg003G114290
OG0003411	Aa_G354900.h1.t1	Cg003G078580, Cg014G330970
OG0003412	Aa_G243590.h1.t1	Cg005G174240
OG0003412	Aa_G235350.h1.t1	Cg006G241200
OG0003413	Aa_G470360.h1.t1	Cg005G176140
OG0003414	Aa_G391900.h1.t1	Cg005G177200
OG0003415	Aa_G451720.h1.t1	Cg004G116430
OG0003415	Aa_G798460.h1.t1	Cg008G294690
OG0003416	Aa_G96860.h1.t1	Cg008G296520
OG0003417	Aa_G4990.h1.t1	Cg004G120950
OG0003417	Aa_G430220.h1.t1	Cg008G307030
OG0003418	Aa_G5100.h1.t1	Cg004G121070
OG0003419	Aa_G83710.h1.t1	Cg008G299360
OG0003420	Aa_G340420.h1.t1	Cg005G165900
OG0003422	Aa_G30120.h1.t1	Cg005G169150
OG0003422	Aa_G13900.h1.t1	Cg002G053040
OG0003424	Aa_G260960.h1.t1	Cg002G052390
OG0003425	Aa_G112410.h1.t1	Cg006G230380
OG0003426	Aa_G535270.h1.t1	Cg003G090600, Cg003G096180
OG0003426	Aa_G324130.h1.t1	Cg006G228690
OG0003429	Aa_G165010.h1.t1	Cg004G144660, Cg006G224830, Cg007G277460
OG0003430	Aa_G281090.h1.t1	Cg006G221670
OG0003430	Aa_G294990.h1.t1	Cg007G270480
OG0003432	Aa_G442200.h1.t1	Cg006G220090
OG0003432	Aa_G468380.h1.t1, Aa_G144460.h1.t1, Aa_G298950.h1.t1	Cg006G233870
OG0003433	Aa_G393020.h1.t1	Cg005G188940
OG0003433	Aa_G45820.h1.t1	Cg001G008640
OG0003435	Aa_G291110.h1.t1	Cg006G244890
OG0003436	Aa_G73520.h1.t1	Cg006G236550
OG0003437	Aa_G164700.h1.t1	Cg003G097330, Cg003G097320
OG0003438	Aa_G14850.h1.t1	Cg004G116760
OG0003439	Aa_G255810.h1.t1	Cg008G297800
OG0003439	Aa_G783860.h1.t1	Cg004G118620
OG0003440	Aa_G474060.h1.t1	Cg008G298200
OG0003443	Aa_G377450.h1.t1	Cg008G303690
OG0003444	Aa_G213550.h1.t1, Aa_G210260.h1.t1, Aa_G561400.h1.t1	Cg002G058940
OG0003446	Aa_G610790.h1.t1	Cg007G271420
OG0003446	Aa_G367200.h1.t1	Cg006G222840
OG0003447	Aa_G198720.h1.t1	Cg006G223430
OG0003447	Aa_G252120.h1.t1	Cg007G272620
OG0003448	Aa_G145380.h1.t1	Cg007G280100
OG0003448	Aa_G65530.h1.t1	Cg006G229610
OG0003449	Aa_G40020.h1.t1	Cg004G128550
OG0003451	Aa_G522740.h1.t1, Aa_G225220.h1.t1, Aa_G367640.h1.t1	Cg004G134240
OG0003452	Aa_G62990.h1.t1	Cg004G134640
OG0003453	Aa_G181810.h1.t1	Cg004G134740, Cg004G134750
OG0003454	Aa_G405270.h1.t1	Cg004G150140, Cg004G151070
OG0003456	Aa_G173450.h1.t1, Aa_G319810.h1.t1	Cg006G196790
OG0003456	Aa_G440850.h1.t1	Cg004G157180
OG0003457	Aa_G287650.h1.t1	Cg002G051560
OG0003457	Aa_G509520.h1.t1	Cg005G167040
OG0003458	Aa_G208930.h1.t1	Cg002G046100
OG0003459	Aa_G546590.h1.t1	Cg004G129540
OG0003460	Aa_G544550.h1.t1	Cg004G146460
OG0003462	Aa_G678810.h1.t1	Cg006G235410
OG0003465	Aa_G463090.h1.t1	Cg006G214610, Cg006G214560
OG0003466	Aa_G728250.h1.t1, Aa_G728240.h1.t1, Aa_G611190.h1.t1, Aa_G611180.h1.t1	Cg008G288670
OG0003481	Aa_G301270.h1.t1	Cg001G010710
OG0003482	Aa_G325450.h1.t1, Aa_G325450.h2.t1, Aa_G426540.h2.t1, Aa_G426540.h1.t1	Cg004G154920
OG0003483	Aa_G332850.h1.t1	Cg006G202590
OG0003483	Aa_G521310.h1.t1	Cg001G009450
OG0003484	Aa_G9890.h1.t1	Cg001G008090
OG0003484	Aa_G269880.h1.t1	Cg005G188110
OG0003485	Aa_G51540.h1.t1, Aa_G397120.h1.t1	Cg001G006760
OG0003487	Aa_G80790.h1.t1	Cg006G237280
OG0003488	Aa_G56990.h1.t1	Cg007G252730, Cg007G252700
OG0003489	Aa_G238510.h2.t1, Aa_G238510.h1.t1	Cg007G250870
OG0003489	Aa_G427950.h1.t1	Cg006G235460
OG0003490	Aa_G572740.h1.t1	Cg006G234840
OG0003491	Aa_G27490.h1.t1	Cg002G070920
OG0003492	Aa_G686010.h1.t1	Cg007G264640
OG0003493	Aa_G324400.h1.t1	Cg004G125590
OG0003493	Aa_G324410.h1.t1	Cg004G125580
OG0003494	Aa_G297970.h1.t1	Cg003G091760, Cg006G231420
OG0003495	Aa_G84040.h1.t1, Aa_G84030.h1.t1	Cg003G097760
OG0003496	Aa_G116590.h1.t1, Aa_G416700.h1.t1, Aa_G789940.h1.t1, Aa_G789940.h2.t1, Aa_G508360.h1.t1	Cg003G099510
OG0003497	Aa_G307340.h1.t1	Cg003G104890
OG0003498	Aa_G84630.h1.t1, Aa_G84600.h1.t1	Cg008G291660
OG0003499	Aa_G516780.h1.t1	Cg008G290030
OG0003499	Aa_G51360.h1.t1	Cg003G112410
OG0003500	Aa_G268310.h1.t1	Cg003G111910
OG0003501	Aa_G164630.h1.t1	Cg004G136550
OG0003502	Aa_G472140.h1.t1	Cg001G019360
OG0003503	Aa_G55820.h1.t1	Cg007G248490, Cg001G017330
OG0003504	Aa_G57250.h1.t1	Cg006G210960
OG0003505	Aa_G389430.h1.t1, Aa_G737010.h1.t1, Aa_G61140.h1.t1	Cg003G085810
OG0003506	Aa_G279700.h1.t1	Cg006G215800
OG0003508	Aa_G580100.h1.t1	Cg004G153690
OG0003508	Aa_G157100.h1.t1	Cg001G004560
OG0003509	Aa_G179390.h1.t1	Cg004G154260, Cg001G003840
OG0003510	Aa_G402100.h1.t1	Cg001G002900
OG0003511	Aa_G336610.h1.t1	Cg001G037120
OG0003512	Aa_G492540.h1.t1	Cg008G318290
OG0003513	Aa_G41840.h1.t1, Aa_G41850.h1.t1	Cg003G079960, Cg003G094050
OG0003515	Aa_G63500.h1.t1	Cg008G325370, Cg001G023810
OG0003517	Aa_G283120.h1.t1	Cg001G031870, Cg001G031820
OG0003519	Aa_G124890.h1.t1	Cg001G029360
OG0003521	Aa_G229830.h1.t1, Aa_G43220.h1.t1, Aa_G7610.h1.t1	Cg001G041680
OG0003523	Aa_G98590.h1.t1	Cg002G048190
OG0003524	Aa_G559270.h1.t1	Cg003G111360
OG0003525	Aa_G37290.h1.t1	Cg003G113260
OG0003526	Aa_G23320.h1.t1	Cg003G113840
OG0003527	Aa_G482320.h1.t1	Cg003G114640
OG0003528	Aa_G35450.h1.t1	Cg005G176660
OG0003529	Aa_G542620.h1.t1	Cg003G102200
OG0003530	Aa_G379160.h1.t1	Cg008G296280
OG0003530	Aa_G42460.h1.t1	Cg004G117610
OG0003531	Aa_G441560.h1.t1	Cg008G299750
OG0003532	Aa_G47870.h1.t1	Cg004G123030
OG0003532	Aa_G382430.h1.t1	Cg008G310960, Cg008G309200
OG0003533	Aa_G357520.h1.t1	Cg005G166810
OG0003534	Aa_G287630.h1.t1	Cg002G051550
OG0003535	Aa_G371410.h1.t1, Aa_G11730.h1.t1	Cg005G169990
OG0003536	Aa_G274950.h1.t1	Cg006G228910
OG0003537	Aa_G55170.h1.t1, Aa_G577520.h1.t1	Cg006G227810
OG0003538	Aa_G64480.h1.t1	Cg007G275280
OG0003538	Aa_G493850.h1.t1	Cg006G227050
OG0003541	Aa_G487250.h1.t1	Cg006G222080
OG0003541	Aa_G521050.h1.t1	Cg007G270810
OG0003542	Aa_G233460.h1.t1	Cg006G219890
OG0003543	Aa_G61680.h1.t1	Cg006G219600
OG0003543	Aa_G156850.h1.t1	Cg007G267730
OG0003544	Aa_G581140.h1.t1	Cg001G035540, Cg003G090660, Cg003G096220, Cg003G096240, Cg003G095440
OG0003545	Aa_G155610.h1.t1	Cg005G189190
OG0003547	Aa_G56680.h1.t1	Cg008G297600
OG0003548	Aa_G354520.h1.t1, Aa_G238850.h1.t1, Aa_G354510.h1.t1	Cg008G299250
OG0003549	Aa_G128250.h1.t1	Cg008G308350
OG0003550	Aa_G78740.h1.t1	Cg004G123260
OG0003551	Aa_G392350.h1.t1	Cg008G304320
OG0003552	Aa_G406160.h1.t1	Cg003G110640
OG0003553	Aa_G492230.h1.t1	Cg003G110850
OG0003554	Aa_G209280.h1.t1	Cg002G056120
OG0003555	Aa_G588180.h1.t1	Cg002G058290
OG0003556	Aa_G399790.h1.t1	Cg006G222970
OG0003556	Aa_G170740.h1.t1	Cg007G271750
OG0003558	Aa_G293060.h1.t1	Cg007G279590, Cg006G229200
OG0003559	Aa_G145420.h1.t1	Cg007G280150
OG0003560	Aa_G56210.h1.t1	Cg004G130570
OG0003561	Aa_G1490.h1.t1	Cg004G130980
OG0003562	Aa_G468220.h1.t1	Cg001G025240
OG0003562	Aa_G418190.h1.t1	Cg004G133290
OG0003564	Aa_G166360.h1.t1	Cg006G198000
OG0003565	Aa_G428240.h1.t1	Cg004G141260
OG0003569	Aa_G205610.h1.t1	Cg006G194210, Cg006G194200
OG0003572	Aa_G361070.h1.t1, Aa_G361060.h1.t1	Cg001G027200
OG0003584	Aa_G628350.h1.t1	Cg001G011060
OG0003585	Aa_G213650.h1.t1	Cg002G050790
OG0003586	Aa_G489460.h1.t1	Cg001G009990
OG0003586	Aa_G166890.h1.t1	Cg005G190830
OG0003587	Aa_G13750.h1.t1, Aa_G287810.h1.t1	Cg005G187280
OG0003589	Aa_G892590.h1.t1	Cg001G006100
OG0003590	Aa_G383820.h1.t1	Cg004G153200
OG0003591	Aa_G446360.h1.t1	Cg006G235790
OG0003591	Aa_G282510.h1.t1	Cg007G251570
OG0003592	Aa_G482480.h1.t1	Cg007G249580
OG0003592	Aa_G485790.h1.t1	Cg007G249600
OG0003593	Aa_G323200.h1.t1	Cg002G074570, Cg008G322160
OG0003594	Aa_G117740.h1.t1	Cg006G231510
OG0003595	Aa_G185350.h1.t1	Cg002G069200
OG0003596	Aa_G282150.h1.t1	Cg001G038570
OG0003597	Aa_G291920.h1.t1, Aa_G291920.h2.t1	Cg006G233210
OG0003598	Aa_G24050.h1.t1	Cg004G124810
OG0003599	Aa_G136840.h1.t1	Cg004G126650
OG0003600	Aa_G216130.h1.t1	Cg002G074350
OG0003601	Aa_G3060.h1.t1, Aa_G40520.h1.t1	Cg004G128090
OG0003604	Aa_G217510.h1.t1	Cg001G013160
OG0003604	Aa_G141140.h1.t1	Cg003G100920
OG0003605	Aa_G2570.h1.t1, Aa_G2580.h1.t1	Cg005G190040, Cg002G044390
OG0003606	Aa_G755850.h1.t1	Cg003G103310
OG0003608	Aa_G774250.h1.t1, Aa_G957620.h1.t1, Aa_G481420.h1.t1	Cg006G238230
OG0003609	Aa_G159020.h1.t1	Cg008G290630
OG0003610	Aa_G309220.h1.t1	Cg008G290120
OG0003611	Aa_G45850.h4.t1, Aa_G45850.h3.t1, Aa_G45850.h1.t1, Aa_G45850.h2.t1, Aa_G45850.h5.t1, Aa_G45860.h7.t1, Aa_G45860.h4.t1, Aa_G45860.h2.t1, Aa_G45860.h1.t1, Aa_G45860.h5.t1, Aa_G45860.h3.t1, Aa_G45860.h6.t1	Cg001G022490
OG0003612	Aa_G340030.h1.t1	Cg001G022380
OG0003613	Aa_G363160.h1.t1, Aa_G40960.h1.t1, Aa_G66270.h1.t1	Cg008G306150
OG0003614	Aa_G245110.h1.t1	Cg006G218680
OG0003617	Aa_G390470.h1.t1	Cg003G085060
OG0003618	Aa_G14270.h1.t1	Cg006G225040
OG0003619	Aa_G136950.h1.t1	Cg004G126440
OG0003620	Aa_G123870.h1.t1, Aa_G123860.h1.t1	Cg008G321050
OG0003621	Aa_G123730.h1.t1	Cg008G321230
OG0003623	Aa_G70320.h1.t1	Cg008G298260
OG0003623	Aa_G70340.h1.t1	Cg008G298300, Cg008G298310
OG0003624	Aa_G162860.h1.t1	Cg008G325000
OG0003625	Aa_G226130.h1.t1	Cg005G158300
OG0003626	Aa_G453060.h1.t1	Cg005G158540
OG0003626	Aa_G2610.h1.t1	Cg002G044360
OG0003627	Aa_G17220.h1.t1	Cg005G159960
OG0003628	Aa_G103320.h1.t1	Cg002G046450
OG0003628	Aa_G265190.h1.t1	Cg005G161300
OG0003629	Aa_G218610.h1.t1	Cg004G153830, Cg004G153840
OG0003629	Aa_G479540.h1.t1	Cg005G161470
OG0003630	Aa_G360590.h1.t1	Cg005G161840
OG0003631	Aa_G672080.h1.t1	Cg008G301350
OG0003632	Aa_G115500.h1.t1	Cg006G231260
OG0003633	Aa_G147110.h1.t1	Cg003G115010
OG0003634	Aa_G147080.h1.t1	Cg003G115040
OG0003635	Aa_G122660.h1.t1	Cg002G055460
OG0003636	Aa_G105750.h1.t1	Cg006G244800
OG0003637	Aa_G6750.h1.t1	Cg006G243540
OG0003638	Aa_G358070.h1.t1	Cg006G243230
OG0003638	Aa_G188860.h1.t1	Cg003G078880, Cg014G330650
OG0003639	Aa_G495980.h1.t1	Cg005G186340
OG0003640	Aa_G451760.h1.t1	Cg004G116470
OG0003640	Aa_G524200.h1.t1	Cg008G294750
OG0003641	Aa_G643720.h1.t1	Cg004G120850
OG0003642	Aa_G133720.h1.t1	Cg004G121330
OG0003643	Aa_G586040.h1.t1	Cg005G166470
OG0003644	Aa_G239040.h1.t1, Aa_G239060.h1.t1	Cg007G281630
OG0003645	Aa_G103860.h1.t1	Cg006G229370
OG0003646	Aa_G30430.h1.t1	Cg007G274370
OG0003647	Aa_G407830.h1.t1	Cg006G226760
OG0003648	Aa_G502390.h1.t1	Cg006G223540
OG0003649	Aa_G56020.h1.t1	Cg007G267780
OG0003651	Aa_G726120.h1.t1	Cg006G232750
OG0003652	Aa_G22950.h1.t1	Cg006G239910
OG0003653	Aa_G219920.h1.t1	Cg006G240620
OG0003655	Aa_G162250.h1.t1	Cg008G297150
OG0003656	Aa_G56670.h1.t1	Cg008G297590
OG0003657	Aa_G40210.h1.t1	Cg004G128350
OG0003658	Aa_G727220.h1.t1	Cg008G285540
OG0003660	Aa_G93760.h1.t1, Aa_G64140.h1.t1	Cg003G106040
OG0003662	Aa_G500660.h1.t1	Cg002G060350
OG0003663	Aa_G622060.h1.t1	Cg007G270030
OG0003663	Aa_G559810.h1.t1	Cg006G221160
OG0003664	Aa_G549050.h1.t1, Aa_G549060.h1.t1	Cg003G108580
OG0003665	Aa_G324120.h1.t1	Cg006G228680, Cg007G272770
OG0003666	Aa_G410350.h1.t1	Cg007G281000
OG0003667	Aa_G290170.h1.t1, Aa_G290160.h1.t1	Cg004G128880
OG0003668	Aa_G534970.h1.t1	Cg004G129470
OG0003669	Aa_G346400.h1.t1, Aa_G184660.h1.t1	Cg006G195180
OG0003670	Aa_G458840.h1.t1, Aa_G713570.h1.t1	Cg004G130240
OG0003671	Aa_G234900.h1.t1, Aa_G443940.h1.t1	Cg004G131640
OG0003672	Aa_G56930.h1.t1	Cg004G133500
OG0003673	Aa_G26910.h1.t1	Cg004G142180
OG0003674	Aa_G10.h1.t1	Cg004G143480
OG0003675	Aa_G286040.h1.t1	Cg006G238030
OG0003675	Aa_G242660.h1.t1	Cg003G103650
OG0003676	Aa_G78910.h1.t1	Cg004G148400
OG0003677	Aa_G173510.h1.t1, Aa_G424040.h1.t1	Cg006G196860
OG0003678	Aa_G531180.h1.t1, Aa_G254110.h1.t1	Cg004G137540
OG0003679	Aa_G24540.h1.t1, Aa_G114540.h1.t1	Cg002G054480
OG0003680	Aa_G700450.h1.t1, Aa_G311930.h1.t1	Cg002G054380
OG0003681	Aa_G394530.h1.t1	Cg002G052840
OG0003681	Aa_G304520.h1.t1	Cg005G168980
OG0003682	Aa_G287190.h1.t1	Cg002G050220
OG0003683	Aa_G141200.h1.t1	Cg002G054870, Cg002G054860
OG0003685	Aa_G591930.h1.t1	Cg002G052060
OG0003686	Aa_G447450.h1.t1	Cg007G277610
OG0003686	Aa_G221280.h1.t1	Cg004G152430, Cg007G277620
OG0003695	Aa_G44520.h1.t1	Cg001G007970, Cg001G012210
OG0003696	Aa_G461030.h1.t1	Cg001G010360
OG0003697	Aa_G909550.h1.t1	Cg001G006110
OG0003698	Aa_G84890.h1.t1	Cg001G005340
OG0003698	Aa_G84860.h1.t1	Cg001G005350
OG0003699	Aa_G357540.h1.t1	Cg006G210400
OG0003700	Aa_G49350.h1.t1	Cg001G024680
OG0003701	Aa_G448960.h1.t1	Cg002G074830
OG0003701	Aa_G186490.h1.t1	Cg002G074820
OG0003703	Aa_G454570.h1.t1	Cg001G037700
OG0003704	Aa_G473810.h1.t1	Cg007G247810
OG0003705	Aa_G144150.h1.t1	Cg005G165100
OG0003707	Aa_G73990.h1.t1	Cg016G334110, Cg003G095250
OG0003708	Aa_G679170.h1.t1	Cg003G102940
OG0003709	Aa_G208760.h1.t1	Cg003G104140
OG0003710	Aa_G19570.h1.t1	Cg008G293480
OG0003712	Aa_G123850.h1.t1	Cg008G321060
OG0003712	Aa_G221300.h1.t1	Cg001G020480
OG0003714	Aa_G419770.h1.t1	Cg001G018580
OG0003715	Aa_G39310.h1.t1	Cg003G082410
OG0003716	Aa_G728380.h1.t1, Aa_G608280.h1.t1	Cg002G049660
OG0003717	Aa_G78430.h1.t1	Cg003G076710, Cg014G332860
OG0003718	Aa_G389470.h1.t1	Cg006G197870
OG0003718	Aa_G601360.h1.t1	Cg004G149290
OG0003719	Aa_G260830.h1.t1	Cg008G283660
OG0003720	Aa_G18820.h1.t1	Cg006G233560
OG0003721	Aa_G39370.h1.t1, Aa_G39380.h1.t1, Aa_G39360.h1.t1	Cg003G082450
OG0003723	Aa_G87450.h1.t1	Cg004G140960
OG0003724	Aa_G388580.h1.t1	Cg004G138500
OG0003724	Aa_G448620.h1.t1	Cg001G025790
OG0003725	Aa_G151370.h1.t1	Cg003G098570
OG0003726	Aa_G191160.h1.t1, Aa_G226200.h1.t1	Cg001G039990, Cg003G084200
OG0003727	Aa_G16790.h1.t1	Cg005G159570
OG0003728	Aa_G360600.h1.t1, Aa_G360620.h1.t1, Aa_G360610.h1.t1	Cg005G161850
OG0003729	Aa_G360630.h1.t1	Cg005G161870
OG0003730	Aa_G221020.h1.t1	Cg002G048320
OG0003731	Aa_G456280.h1.t1	Cg006G199280, Cg008G308500
OG0003732	Aa_G28130.h1.t1, Aa_G28120.h1.t1	Cg003G107140
OG0003733	Aa_G203730.h1.t1	Cg006G242240
OG0003735	Aa_G520330.h1.t1	Cg008G318930, Cg008G318920
OG0003736	Aa_G257870.h1.t1	Cg005G173910
OG0003738	Aa_G460440.h1.t1	Cg005G175000
OG0003739	Aa_G343070.h1.t1	Cg005G175350
OG0003740	Aa_G555110.h1.t1	Cg005G175740
OG0003740	Aa_G22870.h1.t1	Cg006G239840
OG0003741	Aa_G144590.h1.t1	Cg005G179770
OG0003742	Aa_G3130.h1.t1	Cg005G174130, Cg005G182660
OG0003743	Aa_G71730.h1.t1, Aa_G431450.h1.t1	Cg004G117200
OG0003746	Aa_G83700.h1.t1	Cg008G299380
OG0003747	Aa_G78690.h2.t1, Aa_G78690.h1.t1	Cg004G123310
OG0003748	Aa_G174110.h1.t1, Aa_G570100.h2.t1, Aa_G570100.h1.t1	Cg004G123930
OG0003749	Aa_G302020.h1.t1	Cg004G124130
OG0003751	Aa_G211760.h1.t1	Cg006G244150
OG0003752	Aa_G495520.h1.t1	Cg006G228640
OG0003753	Aa_G526830.h1.t1	Cg007G278530
OG0003753	Aa_G272130.h1.t1	Cg006G223960
OG0003754	Aa_G281100.h1.t1	Cg006G221680
OG0003755	Aa_G284650.h1.t1, Aa_G579780.h1.t1, Aa_G579770.h1.t1	Cg006G221010
OG0003756	Aa_G320650.h1.t1, Aa_G320660.h1.t1	Cg001G016540
OG0003758	Aa_G407230.h1.t1	Cg005G192420, Cg001G001850
OG0003759	Aa_G606460.h1.t1	Cg006G231120
OG0003760	Aa_G516470.h1.t1	Cg006G236500
OG0003761	Aa_G235520.h1.t1	Cg006G241070
OG0003763	Aa_G400420.h1.t1	Cg006G242340
OG0003764	Aa_G325220.h1.t1	Cg006G244560
OG0003764	Aa_G67850.h1.t1	Cg014G332520, Cg003G077110
OG0003765	Aa_G356650.h1.t1	Cg008G296170
OG0003766	Aa_G379090.h1.t1	Cg008G296310
OG0003767	Aa_G637260.h1.t1	Cg008G303150
OG0003768	Aa_G406290.h1.t1	Cg003G110790
OG0003769	Aa_G344240.h1.t1, Aa_G344250.h1.t1, Aa_G209530.h1.t1	Cg003G105870
OG0003770	Aa_G493360.h1.t1, Aa_G458630.h1.t1	Cg002G059780
OG0003771	Aa_G93980.h1.t1	Cg003G106230
OG0003772	Aa_G214560.h1.t1	Cg001G006520
OG0003773	Aa_G278680.h1.t1	Cg007G269700
OG0003775	Aa_G343770.h1.t1	Cg007G279150
OG0003776	Aa_G457910.h1.t1	Cg006G229030
OG0003777	Aa_G293180.h1.t1, Aa_G293180.h2.t1, Aa_G797250.h1.t1, Aa_G800460.h1.t1	Cg007G279670
OG0003778	Aa_G164670.h1.t1, Aa_G740060.h1.t1	Cg004G136600
OG0003779	Aa_G250530.h1.t1	Cg004G137320
OG0003780	Aa_G227480.h1.t1, Aa_G227470.h1.t1	Cg006G198060
OG0003781	Aa_G616930.h1.t1, Aa_G671840.h1.t1	Cg004G141690
OG0003782	Aa_G447740.h1.t1	Cg002G053680
OG0003782	Aa_G211300.h1.t1	Cg004G144980
OG0003783	Aa_G579500.h1.t1	Cg004G145890
OG0003784	Aa_G600260.h1.t1, Aa_G600260.h2.t1	Cg004G129190
OG0003785	Aa_G193300.h1.t1	Cg006G194830
OG0003786	Aa_G166350.h1.t1	Cg006G198010
OG0003787	Aa_G963130.h1.t1, Aa_G963130.h2.t1	Cg006G204470, Cg006G204460, Cg006G199860, Cg006G199840, Cg003G096930
OG0003788	Aa_G265950.h1.t1	Cg002G052520
OG0003789	Aa_G650990.h1.t1	Cg002G051500, Cg007G246450, Cg002G051520
OG0003790	Aa_G467670.h1.t1, Aa_G467650.h1.t1, Aa_G467630.h1.t1	Cg002G050020
OG0003791	Aa_G174980.h1.t1	Cg002G049620
