Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0002392	AT1G20550.1	XP_006307131.1
OG0002393	AT4G35570.1	XP_006282753.1
OG0002393	AT2G17560.1	XP_006298713.2
OG0002394	AT4G36080.1	XP_023633779.1
OG0002394	AT2G17930.1	XP_006296808.1
OG0002395	AT3G13062.2	XP_006297836.1
OG0002395	AT1G55960.1	XP_006305042.1
OG0002396	AT3G13772.1	XP_006297185.1
OG0002396	AT1G55130.1	XP_006306926.2
OG0002397	AT3G13970.1	XP_023642179.1
OG0002397	AT1G54210.1	XP_006304336.1
OG0002398	AT3G15020.1, AT1G53240.1	XP_006305270.1
OG0002399	AT4G34520.1	XP_006286187.1
OG0002400	AT1G53023.1	XP_023642632.1, XP_006299306.2
OG0002400	AT1G53025.2	XP_023645424.1
OG0002401	AT2G36250.1	XP_023640547.1
OG0002401	AT3G52750.1	XP_006291052.1
OG0002402	AT4G12910.1	XP_006283616.1
OG0002402	AT3G25420.1	XP_023641388.1
OG0002403	AT3G24880.1, AT3G24870.1	XP_023642577.1, XP_006299914.1
OG0002404	AT4G13560.1	XP_006282492.1
OG0002405	AT4G14030.1	XP_006282802.1
OG0002405	AT4G14040.1	XP_006283466.2
OG0002406	AT2G26400.2	XP_006299508.1
OG0002406	AT4G14716.1	XP_006284581.1
OG0002406	AT4G14710.5	XP_006284517.2
OG0002407	AT4G14910.2	XP_006284248.2
OG0002407	AT3G22425.2	XP_006299595.2
OG0002408	AT1G17890.1	XP_006305334.1
OG0002409	AT1G73690.1	XP_006302353.1
OG0002409	AT1G18040.1	XP_006305996.1
OG0002410	AT1G74310.1	XP_006300702.1
OG0002410	AT4G14670.1	XP_023635304.1
OG0002411	AT1G18720.1	XP_006305622.1
OG0002411	AT1G74440.1	XP_006302803.2
OG0002412	AT1G18910.1	XP_006306597.2
OG0002412	AT1G74770.1	XP_006301494.1
OG0002413	AT1G68560.1	XP_006300600.1
OG0002414	AT1G68650.1	XP_006302773.1
OG0002415	AT1G26150.1	XP_006306859.1
OG0002415	AT1G68690.1	XP_023644357.1
OG0002416	AT1G68710.3	XP_006300592.1
OG0002416	AT1G26130.2	XP_023644397.1
OG0002417	AT1G26360.1	XP_006306487.1
OG0002417	AT1G69240.1	XP_006300410.1
OG0002418	AT1G68980.1	XP_006301564.1
OG0002418	AT1G69290.1	XP_006301643.1
OG0002419	AT4G28550.1	XP_023634717.1
OG0002419	AT2G20440.1	XP_023641775.1
OG0002420	AT5G41310.1	XP_023635087.1
OG0002420	AT1G63640.3	XP_023642985.1
OG0002421	AT1G56450.1	XP_006302747.1
OG0002422	AT3G27970.1	XP_006291381.1
OG0002422	AT5G40310.2	XP_006285102.1
OG0002423	AT1G12820.1	XP_006306355.1
OG0002423	AT3G26810.1	XP_006290819.1
OG0002424	AT1G11510.1	XP_023633242.1
OG0002424	AT2G20805.1, AT2G20613.1	XP_023633405.1
OG0002425	AT5G45930.1	XP_023641712.1
OG0002425	AT4G18480.1	XP_006283787.1
OG0002426	AT5G45400.1	XP_023636256.1
OG0002426	AT4G19130.2	XP_006283088.1
OG0002427	AT1G28350.1	XP_006306809.2
OG0002427	AT2G33840.1	XP_006294393.1
OG0002428	AT5G47600.1	XP_006281288.1
OG0002429	AT4G17410.2	XP_006282559.1
OG0002429	AT5G47430.6	XP_006279986.1
OG0002430	AT4G11380.2	XP_006287026.1
OG0002430	AT4G23460.1	XP_006282557.1
OG0002431	AT3G05570.1	XP_006298883.1
OG0002432	AT4G22810.1	XP_006284928.1
OG0002432	AT4G12050.1	XP_006289235.1
OG0002433	AT3G43990.1	XP_006293314.2, XP_006292945.1, XP_023638873.1, XP_006292352.2
OG0002433	AT2G25120.1	XP_023640700.1
OG0002433	AT4G23120.1	XP_023633808.1
OG0002434	AT4G12430.1	XP_023636766.1
OG0002434	AT4G22590.1	XP_006283937.1
OG0002435	AT4G12590.1	XP_006286551.1
OG0002436	AT4G22290.1	XP_006283746.1
OG0002437	AT5G44785.2	XP_006280485.1
OG0002437	AT4G20010.1	XP_006282647.2
OG0002438	AT4G20920.2	XP_023634737.1
OG0002438	AT4G20910.1	XP_023635574.1
OG0002439	AT5G49910.1	XP_006282334.1
OG0002439	AT4G24280.1	XP_006283214.1
OG0002440	AT4G05400.1	XP_006288528.1
OG0002440	AT4G21140.1	XP_006284433.1
OG0002441	AT4G21534.1	XP_006283583.2
OG0002441	AT4G21540.1	XP_023635461.1
OG0002443	AT3G45140.1	XP_006290580.1
OG0002444	AT5G03780.1	XP_006287565.2
OG0002444	AT1G01150.1	XP_023646000.1
OG0002445	AT1G60880.1	XP_006301308.1
OG0002445	AT1G60920.1	XP_006301329.1
OG0002446	AT3G61180.1	XP_006279087.1
OG0002447	AT2G43630.1	XP_006294794.1
OG0002447	AT3G59640.1	XP_023638530.1
OG0002449	AT3G57880.1	XP_006290627.1
OG0002449	AT1G51570.1	XP_006306818.1
OG0002450	AT2G41770.1	XP_023639481.1
OG0002450	AT3G57420.1	XP_006290634.1
OG0002451	AT2G41340.1	XP_006295858.2
OG0002451	AT3G57080.1	XP_006293269.2
OG0002452	AT3G57020.1	XP_006291334.1, XP_006291318.1, XP_006291330.1
OG0002453	AT3G54250.1	XP_006291202.1
OG0002453	AT2G38700.1	XP_006294305.1
OG0002454	AT3G53340.1	XP_023638284.1
OG0002454	AT2G37060.1	XP_023640153.1
OG0002455	AT3G53310.1	XP_006293000.1
OG0002456	AT2G36060.2	XP_023639789.1
OG0002456	AT3G52560.4	XP_023638742.1
OG0002457	AT2G17990.3	XP_023642343.1
OG0002458	AT2G18360.1	XP_006299489.1
OG0002458	AT4G36610.1	XP_006284148.1
OG0002459	AT4G36810.1	XP_006282650.1
OG0002460	AT4G30260.2	XP_006282690.1
OG0002460	AT2G18840.1	XP_006298262.1
OG0002461	AT4G29190.1	XP_023634206.1
OG0002461	AT2G19810.1	XP_006297982.1
OG0002462	AT2G40600.1	XP_006293430.1
OG0002463	AT2G38390.1	XP_006295915.1
OG0002464	AT4G23000.1	XP_006285736.1
OG0002464	AT4G11800.1	XP_006286984.1
OG0002465	AT4G37100.1	XP_006282441.1
OG0002465	AT2G23520.1	XP_006295611.1
OG0002466	AT1G34060.1	XP_006303527.1
OG0002466	AT1G34040.1	XP_006307464.1
OG0002467	AT4G12110.1	XP_006288336.1
OG0002467	AT4G22756.1	XP_023634430.1
OG0002468	AT5G26250.1	XP_006290071.1
OG0002469	AT2G20430.1	XP_006299369.1
OG0002469	AT4G28556.1	XP_006285683.1
OG0002470	AT2G44470.3	XP_023643015.1
OG0002470	AT2G44460.1	XP_023639780.1
OG0002471	AT2G17740.1	XP_006298947.1
OG0002471	AT2G44370.1	XP_006295592.1
OG0002472	AT2G43480.1	XP_006295400.2
OG0002472	AT5G24070.1	XP_006289814.2
OG0002473	AT3G04600.1	XP_006297826.1
OG0002475	AT3G05880.1	XP_023642369.1
OG0002475	AT3G05890.1	XP_006298933.1
OG0002476	AT3G08730.1	XP_006297619.1
OG0002476	AT3G08720.1	XP_023642796.1
OG0002477	AT5G01390.1	XP_023636515.1
OG0002477	AT3G08910.1	XP_006298135.1
OG0002478	AT3G11100.1	XP_006298354.1
OG0002478	AT5G05550.2	XP_006288549.1
OG0002479	AT3G12240.1, AT3G12230.1	XP_006299183.1
OG0002479	AT3G12220.1	XP_006297707.1
OG0002480	AT3G13950.1	XP_006300161.1
OG0002480	AT4G13266.1	XP_023633777.1, XP_006282909.1, XP_006286348.2
OG0002481	AT3G14100.1	XP_023641521.1
OG0002481	AT1G54080.2	XP_006304003.1
OG0002482	AT3G30280.1	XP_006292868.1
OG0002482	AT4G15390.1	XP_006282607.1
OG0002482	AT5G47950.1	XP_006291172.1, XP_006291004.2
OG0002483	AT3G16980.1	XP_006299525.1
OG0002485	AT5G39730.1	XP_006284656.1
OG0002485	AT5G39720.1	XP_006286188.1
OG0002486	AT1G66400.1	XP_006301789.1
OG0002486	AT5G37770.1	XP_006285942.1
OG0002487	AT1G65690.1	XP_006302605.2
OG0002487	AT5G36970.1	XP_006285529.1
OG0002489	AT3G06310.1	XP_006298855.1
OG0002489	AT5G18800.1	XP_006288947.1
OG0002490	AT3G51340.1	XP_023639276.1
OG0002490	AT3G51350.1	XP_006292832.1
OG0002491	AT1G02405.1	XP_023633218.1
OG0002491	AT1G70990.1	XP_006302975.2
OG0002492	AT1G58220.1	XP_006300610.1
OG0002492	AT1G09710.2	XP_023644575.1
OG0002493	AT1G57870.3	XP_006302308.1
OG0002493	AT1G09840.1	XP_006307622.1
OG0002494	AT1G10360.1	XP_006303342.1
OG0002494	AT1G10370.1	XP_006303279.2
OG0002495	AT1G63180.1	XP_006302469.1
OG0002496	AT3G26650.1	XP_006291258.1
OG0002496	AT1G12900.5	XP_006304985.2
OG0002497	AT1G13580.2	XP_006305863.1
OG0002497	AT3G25540.1	XP_006291529.1
OG0002498	AT2G03280.2	XP_006291038.2
OG0002498	AT1G14020.1	XP_023645392.1
OG0002499	AT2G02510.1	XP_006292145.1
OG0002500	AT1G14720.1	XP_006305074.2
OG0002500	AT2G01850.1	XP_006291465.1
OG0002501	AT1G15690.1	XP_006306837.1
OG0002502	AT1G17270.1	XP_006307109.1
OG0002502	AT5G50420.1	XP_006280247.1
OG0002503	AT1G22270.1	XP_023645701.1
OG0002503	AT1G78190.1	XP_006301777.2
OG0002504	AT1G23380.2	XP_023645734.1
OG0002504	AT1G70510.2	XP_006301623.1
OG0002505	AT1G23550.1	XP_006305404.1
OG0002505	AT1G70440.1	XP_006302598.1
OG0002506	AT1G70140.1	XP_006300398.1
OG0002507	AT1G11560.1	XP_006306199.1
OG0002507	AT1G61790.1	XP_023643719.1
OG0002508	AT2G21060.1	XP_023639793.1
OG0002508	AT4G38680.1	XP_023634439.1
OG0002509	AT2G22200.1	XP_023640735.1
OG0002509	AT4G39780.1	XP_006286220.1
OG0002510	AT4G37640.1	XP_006283060.1
OG0002510	AT2G22950.1	XP_006293612.1
OG0002511	AT4G37390.1, AT1G59500.1	XP_006283369.1
OG0002511	AT2G23170.1	XP_006293849.2
OG0002512	AT4G36900.1	XP_006282466.1
OG0002512	AT2G23340.1	XP_006295124.1
OG0002513	AT4G35160.1	XP_006283957.1
OG0002514	AT4G34200.1	XP_006283371.1
OG0002515	AT4G32830.1	XP_006284236.1
OG0002515	AT2G25880.3	XP_006294767.2
OG0002516	AT2G25300.1	XP_006294512.1
OG0002516	AT4G32120.1	XP_023634496.1
OG0002517	AT4G31680.1	XP_006282869.2, XP_006283645.2
OG0002518	AT1G70220.1	XP_023643739.1
OG0002518	AT1G24050.1	XP_006305670.1
OG0002519	AT4G27595.1	XP_006283015.1
OG0002519	AT1G65010.1	XP_006300649.1
OG0002520	AT1G66690.1, AT1G66700.1	XP_006301665.1, XP_006301323.1
OG0002520	AT1G66720.1	XP_006301445.1
OG0002521	AT5G54215.1	XP_023633460.1
OG0002521	AT2G25305.1	XP_006295533.1
OG0002521	AT1G24062.1, AT5G54220.1	XP_006279821.1
OG0002522	AT1G48150.1, AT1G50780.1	XP_023638880.1
OG0002522	AT5G27130.1	XP_023637356.1
OG0002523	AT4G09120.1, AT4G09110.1	XP_023636081.1, XP_006288100.1
OG0002523	AT4G09130.1	XP_006288029.1
OG0002524	AT5G49305.1	XP_006281444.2
OG0002524	AT5G52000.1	XP_023640865.1
OG0002524	AT1G32880.1	XP_023633367.1
OG0002525	AT5G45060.1	XP_006279909.1
OG0002525	AT5G45250.1	XP_006279904.2
OG0002530	AT4G30620.1	XP_006284590.2
OG0002530	AT2G24020.1	XP_006295064.1
OG0002531	AT4G38770.1	XP_006283575.1
OG0002532	AT3G46620.1	XP_023638812.1
OG0002533	AT3G48590.1	XP_006290279.1
OG0002533	AT5G63470.1	XP_006282031.1
OG0002534	AT3G47890.1	XP_006290495.1
OG0002534	AT3G47910.2	XP_023638014.1
OG0002535	AT2G01970.1	XP_006292411.1
OG0002535	AT1G14670.1	XP_006307070.1
OG0002536	AT3G03340.2	XP_006297838.1
OG0002536	AT5G17440.1	XP_023637237.1
OG0002537	AT1G76680.2	XP_006302416.1
OG0002538	AT1G75960.1, AT5G16340.1	XP_006287411.1
OG0002538	AT5G16370.1	XP_006287418.1
OG0002539	AT5G15900.2	XP_006286845.1
OG0002539	AT5G15890.1	XP_006289546.2
OG0002540	AT5G15610.1	XP_006287848.1
OG0002540	AT3G02200.2	XP_006296612.1
OG0002541	AT5G14895.1	XP_023637030.1
OG0002541	AT3G01430.1	XP_006282333.1
OG0002542	AT5G14500.2	XP_006287951.2
OG0002542	AT3G01590.1	XP_023641625.1
OG0002543	AT3G53480.1	XP_006290499.1
OG0002543	AT2G37280.3	XP_006293441.1
OG0002544	AT5G26140.2	XP_006291862.1, XP_006288676.1
OG0002545	AT5G64400.2	XP_006281280.1
OG0002546	AT5G63880.2	XP_006279699.1
OG0002546	AT5G09260.1	XP_006288632.1
OG0002547	AT4G02930.1	XP_006287647.2
OG0002548	AT1G03520.1	XP_006307501.1
OG0002548	AT4G03340.1	XP_006287734.1
OG0002549	AT1G07630.1	XP_006306950.1
OG0002549	AT2G28890.1	XP_023640132.1
OG0002550	AT2G29680.1	XP_006294043.1
OG0002550	AT1G07270.1	XP_006303983.1
OG0002551	AT2G30800.1	XP_006295800.1
OG0002551	AT1G06670.1	XP_006306172.2
OG0002552	AT2G32430.1	XP_006294322.1
OG0002552	AT1G05170.2	XP_023645114.1
OG0002553	AT2G33240.1	XP_023640678.1
OG0002553	AT1G04600.1	XP_023645863.1
OG0002554	AT1G04140.2	XP_023644461.1
OG0002554	AT5G43930.4	XP_023640699.1
OG0002555	AT5G44100.1	XP_023641796.1
OG0002555	AT1G03930.1	XP_023645629.1
OG0002556	AT2G33530.1	XP_006294161.1
OG0002556	AT1G28110.1	XP_006304410.1
OG0002557	AT2G33790.1	XP_006296145.1
OG0002557	AT1G28290.1	XP_006305266.1
OG0002558	AT2G35520.2	XP_006295261.1
OG0002558	AT1G32210.1	XP_006304313.1
OG0002559	AT3G50500.2	XP_006291367.1
OG0002559	AT5G66880.1	XP_023644266.1
OG0002560	AT5G65380.1	XP_006280377.1
OG0002561	AT5G64667.1	XP_006281388.1
OG0002561	AT5G09805.1	XP_006286405.1
OG0002562	AT5G63500.1	XP_006279720.1
OG0002562	AT3G48660.1	XP_006292149.1
OG0002563	AT5G62410.1	XP_006279906.1
OG0002563	AT3G47460.2	XP_023637782.1
OG0002564	AT5G62100.1	XP_006280889.1
OG0002564	AT5G07220.1	XP_006288325.1
OG0002565	AT5G07470.1	XP_006288607.2
OG0002565	AT5G61640.2	XP_006281045.1
OG0002566	AT5G24310.1	XP_006288227.1
OG0002566	AT3G49290.1	XP_006291525.1
OG0002567	AT3G45310.1	XP_023637959.1
OG0002567	AT5G60360.3	XP_006280697.1
OG0002568	AT5G60220.1	XP_006291626.2
OG0002568	AT3G45600.1	XP_006291625.1
OG0002569	AT5G60010.1	XP_006281907.1
OG0002569	AT3G45810.1	XP_006293112.1
OG0002570	AT3G47060.1	XP_023638050.1
OG0002570	AT5G58870.1	XP_006281572.1
OG0002571	AT1G15720.1	XP_006303695.2
OG0002572	AT1G80070.1	XP_006300376.1
OG0002573	AT4G14342.2	XP_006298891.1
OG0002574	AT5G57440.1	XP_006279496.1
OG0002574	AT4G25840.1	XP_006284224.2
OG0002575	AT5G57020.1	XP_006280491.1
OG0002576	AT5G56440.1	XP_006281671.1
OG0002577	AT5G55410.2	XP_006281715.2
OG0002577	AT5G55460.1	XP_023642210.1
OG0002578	AT5G33340.1	XP_006285435.1
OG0002579	AT4G02300.1	XP_006289196.2
OG0002579	AT4G02320.1	XP_006287480.1
OG0002580	AT5G06910.1	XP_023639550.1, XP_023636888.1
OG0002580	AT3G12170.2	XP_006298351.1
OG0002581	AT5G05750.1	XP_006289139.1
OG0002581	AT3G57340.1	XP_006291349.1
OG0002582	AT3G10600.1	XP_006299116.1
OG0002582	AT5G04770.1	XP_006287349.1
OG0002583	AT5G04160.1	XP_023636385.1
OG0002583	AT3G10290.1	XP_006298080.2
OG0002584	AT3G08930.1	XP_006299427.1
OG0002584	AT5G01460.1	XP_006287547.1
OG0002585	AT3G27020.1	XP_023638084.1
OG0002585	AT5G41000.1	XP_006286072.1
OG0002586	AT1G15480.1	XP_006307055.1
OG0002586	AT1G80270.1	XP_006302032.1
OG0002587	AT1G78820.1	XP_006300474.1
OG0002587	AT1G78830.1	XP_006301927.1
OG0002588	AT1G76540.1	XP_006301092.1
OG0002588	AT1G20930.1	XP_006305403.1
OG0002589	AT1G20816.1	XP_006305726.1
OG0002589	AT1G76405.2	XP_006302914.1
OG0002590	AT1G76260.1	XP_006302478.1
OG0002590	AT1G20540.1	XP_006305225.1
OG0002591	AT1G20340.1	XP_006303780.1
OG0002592	AT1G20200.1	XP_006307354.1
OG0002592	AT1G75990.1	XP_006302193.1
OG0002593	AT5G27880.1	XP_006289398.1
OG0002595	AT4G00872.1	XP_023637311.1
OG0002596	AT1G54130.1	XP_023645977.1
OG0002596	AT3G14050.1	XP_006297073.1
OG0002597	AT1G54115.1	XP_006306969.1
OG0002597	AT3G14070.1	XP_006299840.1
OG0002598	AT1G54000.1, AT1G54010.1	XP_006303234.1
OG0002599	AT3G14290.1, AT1G53850.1	XP_006303321.1, XP_006298446.1
OG0002600	AT3G52760.1	XP_006290378.1
OG0002600	AT2G36300.1	XP_006294849.1
OG0002601	AT3G23730.1	XP_006298237.1
OG0002601	AT4G14130.1	XP_006284242.1
OG0002602	AT4G14740.1	XP_006283669.1
OG0002602	AT3G22810.1	XP_006297557.1
OG0002603	AT4G15550.1	XP_006282963.1, XP_006285715.1
OG0002604	AT1G74360.1	XP_006303095.2
OG0002605	AT1G25450.1	XP_006307339.1
OG0002605	AT1G68530.1	XP_006302169.1
OG0002606	AT1G68670.1	XP_023643189.1
OG0002606	AT1G25550.1	XP_006305123.1
OG0002607	AT2G34210.1	XP_023640923.1
OG0002607	AT4G08350.1	XP_006289192.1
OG0002608	AT5G44860.1	XP_006280824.1
OG0002608	AT4G19950.1	XP_006284127.1
OG0002609	AT3G19170.1	XP_006296881.1
OG0002609	AT1G49630.1	XP_023632914.1
OG0002610	AT1G50110.1	XP_006303797.1
OG0002610	AT1G50090.1	XP_023632714.1
OG0002611	AT3G20540.2	XP_006296787.1
OG0002611	AT1G50840.2	XP_006306649.1
OG0002612	AT3G15480.1	XP_006298674.1
OG0002612	AT1G52910.1	XP_006305707.1
OG0002613	AT1G52930.1	XP_006305245.2
OG0002613	AT3G15460.1	XP_006299837.1
OG0002614	AT3G15450.1	XP_006298385.1
OG0002615	AT3G28270.1	XP_023642667.1, XP_023638838.1, XP_006291248.2, XP_006291272.1, XP_006279201.2, XP_006279202.2, XP_006290444.1, XP_006291279.1, XP_006291317.1
OG0002616	AT3G50930.1	XP_006290890.2
OG0002617	AT2G14720.1	XP_006300216.1
OG0002617	AT2G14740.1	XP_006297095.2
OG0002618	AT2G16280.1	XP_006299088.1
OG0002618	AT4G34510.1	XP_006284916.1
OG0002619	AT2G16640.1	XP_006296855.1
OG0002619	AT3G16620.1	XP_006296873.1
OG0002620	AT2G16780.1	XP_006297756.1
OG0002620	AT4G35050.1	XP_006283702.2
OG0002621	AT2G16850.1	XP_006298288.1
OG0002621	AT4G35100.1	XP_006284279.1
OG0002622	AT4G22460.1	XP_006289270.1
OG0002623	AT4G11310.1	XP_006289222.1
OG0002623	AT4G11320.1	XP_006287995.1
OG0002624	AT3G63080.1	XP_006291928.1
OG0002624	AT2G48150.1	XP_006295107.1
OG0002625	AT3G61415.1	XP_006291404.1
OG0002625	AT2G45950.2	XP_006294536.1
OG0002626	AT3G59830.1	XP_006293122.1
OG0002626	AT2G43850.1	XP_006294119.1
OG0002627	AT3G57950.1	XP_006291905.1
OG0002627	AT2G42180.1	XP_006296380.1
OG0002628	AT3G57785.1	XP_006292554.1
OG0002628	AT2G42310.1	XP_023639877.1
OG0002629	AT3G57350.1	XP_006292672.1
OG0002629	AT2G41620.1	XP_006295564.1
OG0002630	AT3G56140.1	XP_023637936.1
OG0002630	AT2G40400.1	XP_006293756.1
OG0002631	AT3G55180.1	XP_006292693.1
OG0002631	AT2G39400.1	XP_023640098.1
OG0002632	AT3G23550.1	XP_006297490.2
OG0002632	AT3G23560.1	XP_006298959.1, XP_006296643.1
OG0002633	AT2G37840.1	XP_006296185.1
OG0002633	AT3G53930.2	XP_023637877.1
OG0002634	AT4G27730.1	XP_006285678.1
OG0002634	AT5G53510.1	XP_006281882.1
OG0002635	AT2G04795.1	XP_006298887.1
OG0002635	AT5G35732.2	XP_006282472.2
OG0002636	AT5G38650.1	XP_023635361.1
OG0002636	AT1G67250.1, AT1G62920.1	XP_006300569.1
OG0002637	AT4G29430.1	XP_006284758.1
OG0002637	AT2G19720.1	XP_023641162.1
OG0002638	AT2G39530.1	XP_006295084.1
OG0002638	AT2G39518.1	XP_006293391.1
OG0002639	AT1G25220.2, AT5G57890.1	XP_023645582.1
OG0002640	AT1G01170.1	XP_006304344.1
OG0002640	AT4G00860.1	XP_023637394.1
OG0002641	AT2G21237.1	XP_006295408.1
OG0002642	AT4G39180.1	XP_006285920.1
OG0002642	AT2G21540.1	XP_023640006.1
OG0002643	AT4G10480.1	XP_006288572.2
OG0002644	AT2G20900.1	XP_006297453.1
OG0002644	AT4G28130.1	XP_006286249.1
OG0002645	AT2G14635.1, AT3G60350.1	XP_006290567.1
OG0002645	AT2G44900.1	XP_006293435.1
OG0002646	AT2G43570.1	XP_006294764.1
OG0002647	AT5G18180.1	XP_006286695.1
OG0002647	AT3G03920.1	XP_006298595.1
OG0002648	AT3G06830.1	XP_006299740.1
OG0002648	AT5G49180.1	XP_006281463.1
OG0002649	AT3G09300.1	XP_006299099.1
OG0002649	AT5G02100.1	XP_006287725.1
OG0002650	AT3G09410.1	XP_006297745.1
OG0002651	AT3G11630.1	XP_006298334.1
OG0002652	AT3G13090.1	XP_023642748.1
OG0002652	AT3G13100.1	XP_006299726.1
OG0002653	AT1G48590.2	XP_006304555.1
OG0002653	AT3G17980.1	XP_006299051.1
OG0002654	AT2G22830.1	XP_006293461.1
OG0002654	AT4G37760.1	XP_006283522.1
OG0002655	AT3G29100.3	XP_006291813.1
OG0002655	AT5G39510.1	XP_006286094.1
OG0002656	AT4G14550.2	XP_006284476.1
OG0002656	AT3G23050.1	XP_006298251.2
OG0002657	AT3G22970.1	XP_006297914.1
OG0002657	AT4G14620.1	XP_006284017.1
OG0002658	AT3G22330.1	XP_006297190.1
OG0002658	AT3G22310.1	XP_006297246.1
OG0002659	AT3G21945.1	XP_006299656.2
OG0002659	AT2G31620.1	XP_006295991.1
OG0002659	AT3G21940.1	XP_006299311.1
OG0002660	AT5G37720.1	XP_006284197.1
OG0002660	AT1G66260.1	XP_006302625.1
OG0002661	AT5G28900.1, AT5G28850.2	XP_006282584.1
OG0002662	AT4G01630.1	XP_006289321.1
OG0002663	AT1G03230.1	XP_006296506.1
OG0002663	AT1G03220.1	XP_006304586.1
OG0002664	AT2G14510.2, AT2G14440.1	XP_023645285.1
OG0002665	AT1G09645.1	XP_006304324.1
OG0002665	AT1G57765.2	XP_006302998.2
OG0002666	AT1G10090.1	XP_006303157.1
OG0002666	AT1G58520.1	XP_006300402.1
OG0002667	AT1G60810.1	XP_006301658.1
OG0002667	AT1G10670.3	XP_006306091.1
OG0002668	AT1G11330.2	XP_023645609.1
OG0002669	AT1G01980.1	XP_006305964.1
OG0002669	AT1G11770.1	XP_006304944.1
OG0002670	AT1G13860.1	XP_006307032.1
OG0002670	AT2G03480.1	XP_023638984.1
OG0002671	AT1G14100.1	XP_023645989.1
OG0002671	AT1G14110.1	XP_006307291.2
OG0002672	AT2G01570.1	XP_023638148.1
OG0002672	AT1G14920.1	XP_006307228.1
OG0002673	AT1G15170.1	XP_006307353.1
OG0002674	AT1G17050.1	XP_006307605.1
OG0002674	AT1G78510.1	XP_006302333.1
OG0002675	AT1G72420.1	XP_006302774.1
OG0002675	AT1G17350.2	XP_006303348.1
OG0002677	AT4G38220.2	XP_023634483.1
OG0002678	AT2G21130.1	XP_006295960.1
OG0002678	AT4G38740.1	XP_006282738.1
OG0002679	AT4G39910.1	XP_006283953.1
OG0002679	AT2G22310.1	XP_006294471.1
OG0002680	AT4G37670.2	XP_006283349.1
OG0002681	AT4G34570.1	XP_023634382.1
OG0002681	AT2G16370.1	XP_006297321.2
OG0002682	AT4G34450.1	XP_023635298.1
OG0002683	AT4G34220.1	XP_006285308.2
OG0002683	AT2G15300.1	XP_023642713.1
OG0002684	AT2G25610.2	XP_006295082.1
OG0002684	AT4G32530.2	XP_023634235.1
OG0002685	AT2G25940.1	XP_006296251.1
OG0002685	AT4G32940.1	XP_006285517.1
OG0002686	AT4G33720.1	XP_006282972.1
OG0002687	AT2G14690.1	XP_006299800.1
OG0002687	AT4G33810.2	XP_006283361.1
OG0002688	AT2G25080.1	XP_006294920.1
OG0002688	AT4G31870.1	XP_006284464.1
OG0002689	AT1G66235.1	XP_006295436.2, XP_023644142.1
OG0002690	AT1G27430.1, AT1G24300.1	XP_006307742.2, XP_023644643.1
OG0002693	AT4G00315.1, AT1G55660.1	XP_023644567.1
OG0002693	AT4G15060.1	XP_023633936.1
OG0002695	AT3G14040.1, AT3G07850.1	XP_006299516.1, XP_006279044.2
OG0002697	AT3G49270.3	XP_006292769.1
OG0002698	AT5G35926.2, AT5G41840.1	XP_006284311.2
OG0002698	AT5G41830.2, AT4G00320.1	XP_006285615.2
OG0002698	AT5G41630.1	XP_023635016.1
OG0002699	AT5G51860.1	XP_023644519.1
OG0002699	AT5G51870.3	XP_006281070.1
OG0002700	AT5G52140.1	XP_023645377.1
OG0002700	AT5G52155.1	XP_006281592.2
OG0002705	AT4G27280.1	XP_006285809.1
OG0002705	AT5G54490.1	XP_006279874.1
OG0002706	AT5G17740.1	XP_006289432.1
OG0002706	AT5G17750.1	XP_006289377.1
OG0002707	AT2G16430.2	XP_006297614.1
OG0002708	AT5G14960.1	XP_006288061.1
OG0002708	AT3G01330.1	XP_006297996.1
OG0002710	AT5G12020.1	XP_006301685.1
OG0002710	AT5G12030.1	XP_006288830.1
OG0002711	AT5G64610.1	XP_006280467.1
OG0002712	AT5G38130.1	XP_006293141.1, XP_023638913.1
OG0002713	AT5G08640.1	XP_006288144.1
OG0002714	AT5G61460.1	XP_006279856.1
OG0002714	AT5G07660.1	XP_006286959.1
OG0002715	AT2G27600.1	XP_006294248.1
OG0002716	AT2G27710.1	XP_006295265.1
OG0002716	AT2G27720.2	XP_006295264.1
OG0002717	AT2G31680.1	XP_006293514.1
OG0002717	AT1G05810.2	XP_006305597.1
OG0002718	AT1G04520.1	XP_006305424.1
OG0002718	AT2G33330.1	XP_006294681.1
OG0002719	AT5G02940.2	XP_006286360.1
OG0002719	AT5G43745.1	XP_023639089.1
OG0002720	AT4G25520.1	XP_006283185.1
OG0002720	AT4G25515.1	XP_023635402.1
OG0002721	AT1G47500.1, AT1G47490.1	XP_006307520.1
OG0002722	AT1G46984.1	XP_006304006.1
OG0002722	AT1G46912.1, AT1G46840.1	XP_006306242.2, XP_023632584.1, XP_023644503.1
OG0002723	AT2G34590.1	XP_023639756.1
OG0002723	AT1G30120.1	XP_006307689.1
OG0002724	AT1G31120.1	XP_006303907.1
OG0002724	AT2G35060.2	XP_006293707.1
OG0002725	AT3G62120.1	XP_006290895.1, XP_006292419.1
OG0002726	AT4G32342.2	XP_006285786.2
OG0002726	AT5G25360.3	XP_023636432.1
OG0002727	AT3G43190.1	XP_006290612.1
OG0002727	AT5G20830.1	XP_006287059.2
OG0002728	AT3G45210.1	XP_006292450.1
OG0002728	AT5G60680.1	XP_006281214.1
