Orthogroup	Arabidopsis_thaliana	Alyssum_gmelinii
OG0001029	AT3G32050.1	Ag013G1379800, Ag002G0161800
OG0001031	AT5G14620.1	Ag013G1441500
OG0001031	AT5G15380.1	Ag016G2344800
OG0001032	AT5G11090.1	Ag013G1511700
OG0001032	AT5G25280.1	Ag004G0541000
OG0001033	AT2G30150.2	Ag013G1631200
OG0001033	AT2G30140.1	Ag013G1631000
OG0001034	AT2G32340.1	Ag002G0207700, Ag013G1663500
OG0001034	AT1G05270.1	Ag034G3711100
OG0001035	AT2G21390.1	Ag015G2181100, Ag013G1708100
OG0001036	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1	Ag013G1738600, Ag013G1738700
OG0001037	AT2G22740.1	Ag015G2195800
OG0001037	AT2G35160.1	Ag003G0283200, Ag004G0435600
OG0001038	AT3G28790.1	Ag056G4948100, Ag004G0481100
OG0001038	AT3G28830.1	Ag051G4824500
OG0001039	AT5G24160.1, AT5G24150.1	Ag004G0524600
OG0001040	AT2G21850.1, AT2G21840.1, AT2G21830.1	Ag004G0529500
OG0001041	AT5G56370.1	Ag004G0718700
OG0001042	AT3G45450.1, AT3G48870.1	Ag004G0772400
OG0001042	AT5G50920.1	Ag051G4829400
OG0001043	AT5G05030.1, AT5G11660.1	Ag022G2722900, Ag022G2723000, Ag022G2720700
OG0001043	AT5G04937.1	Ag022G2715500
OG0001044	AT3G10470.1	Ag014G1912600
OG0001044	AT5G04390.1	Ag022G2733500
OG0001045	AT1G77510.1	Ag048G4637300, Ag048G4637600, Ag048G4638100
OG0001045	AT1G21750.1	Ag034G4010100
OG0001046	AT1G21010.1	Ag034G3995200, Ag017G2422000
OG0001046	AT1G76600.1	Ag048G4655900
OG0001047	AT1G19970.1	Ag034G3973300
OG0001047	AT1G75760.1	Ag048G4694300
OG0001048	AT5G42325.1, AT4G18720.1, AT2G42725.1	Ag039G4268600, Ag039G4268200, Ag039G4268500, Ag039G4268300, Ag039G4268700, Ag039G4268100, Ag066G5152300, Ag048G4718400, Ag048G4716700, Ag048G4716900
OG0001049	AT1G53840.1	Ag032G3454600
OG0001049	AT3G14300.1	Ag014G1991000
OG0001050	AT5G14280.1	Ag023G2846200
OG0001050	AT4G00270.1, AT2G25650.1	Ag032G3469200
OG0001052	AT4G18596.2	Ag050G4767600, Ag058G4971200, Ag006G0811500
OG0001053	AT3G15640.1	Ag014G2018700
OG0001054	AT2G16770.1	Ag044G4496800
OG0001054	AT4G35040.1	Ag011G1142300
OG0001055	AT1G31400.1	Ag039G4307500
OG0001056	AT3G55500.1	Ag031G3343100
OG0001056	AT2G39700.1	Ag039G4233600
OG0001057	AT5G39740.1, AT3G25520.1	Ag029G3108200
OG0001058	AT4G27090.1	Ag010G1005500
OG0001058	AT2G20450.1	Ag042G4416100, Ag088G5437700
OG0001059	AT2G37270.1	Ag039G4316900
OG0001059	AT3G11940.1	Ag014G1941700
OG0001060	AT1G72370.1	Ag018G2442000
OG0001061	AT2G28700.1	Ag025G2955100, Ag002G0157700, Ag014G1844600, Ag027G3026600, Ag085G5418100, Ag014G1844000
OG0001063	AT3G21790.1, AT3G21800.1	Ag027G3052600
OG0001065	AT4G00110.1	Ag019G2544600
OG0001065	AT2G45310.1, AT1G02000.1	Ag034G3652300
OG0001066	AT1G14130.1	Ag034G3855300
OG0001066	AT1G14120.1	Ag034G3855100
OG0001067	AT1G70600.1	Ag034G4060100
OG0001069	AT1G61820.1	Ag025G2952500, Ag002G0194200
OG0001069	AT1G61810.3	Ag002G0195500
OG0001070	AT5G44578.1	Ag016G2350800
OG0001070	AT5G44585.1, AT5G44582.1, AT5G44580.1	Ag016G2351900
OG0001071	AT1G49220.1, AT1G49210.1, AT1G49200.1	Ag025G2965400, Ag025G2965300
OG0001076	AT4G09190.1	Ag014G2105400, Ag014G2107000
OG0001076	AT5G18160.1	Ag013G1342400
OG0001078	AT4G03070.1	Ag013G1573500
OG0001079	AT3G54540.1	Ag031G3367600, Ag004G0591100
OG0001080	AT4G15500.1	Ag007G0920500
OG0001080	AT4G15490.1	Ag007G0920200
OG0001081	AT1G75590.1	Ag048G4703600
OG0001082	AT2G19550.1	Ag033G3597200
OG0001082	AT3G47590.1	Ag049G4737200
OG0001085	AT4G18670.1	Ag050G4765900
OG0001085	AT4G13340.1	Ag007G0881200
OG0001086	AT4G13940.1	Ag007G0889100
OG0001086	AT3G23810.1	Ag064G5101900
OG0001087	AT4G15975.1	Ag007G0935800, Ag025G2901900
OG0001087	AT3G16720.1	Ag014G2040300
OG0001088	AT2G23250.1	Ag063G5072500, Ag002G0118600, Ag002G0117900, Ag002G0118900, Ag063G5072200
OG0001088	AT2G23260.1	Ag033G3602600, Ag033G3602200, Ag033G3602700
OG0001089	AT5G40000.1	Ag071G5239600
OG0001090	AT3G26840.1, AT3G26820.1	Ag012G1319200, Ag002G0218400
OG0001091	AT1G27140.1, AT1G27130.1	Ag018G2469100
OG0001091	AT1G69920.1	Ag057G4951300, Ag034G4074200
OG0001092	AT5G45210.4	Ag006G0836700
OG0001094	AT3G15710.1	Ag014G2019700
OG0001094	AT1G52600.1	Ag001G0082100
OG0001095	AT4G18197.1, AT4G18205.1	Ag050G4777400
OG0001096	AT1G09640.1	Ag014G1985200, Ag014G1984400, Ag014G1983800, Ag014G1983100, Ag014G1985700, Ag014G1985400, Ag014G1985300, Ag033G3524000, Ag033G3523900, Ag034G3775200
OG0001096	AT1G57720.1	Ag002G0263700
OG0001097	AT3G59320.1	Ag031G3244400
OG0001097	AT3G59310.2	Ag031G3244500
OG0001098	AT2G37220.1	Ag039G4318100
OG0001098	AT3G53460.4	Ag031G3391000
OG0001099	AT3G24550.1	Ag029G3094400
OG0001100	AT5G28885.1, AT1G36920.1	Ag024G2873100, Ag014G2109500
OG0001101	AT2G40910.1	Ag039G4191000
OG0001101	AT2G40925.1	Ag088G5429000, Ag003G0376000, Ag039G4190900, Ag039G4190100, Ag011G1142800, Ag039G4190600, Ag016G2282000, Ag016G2282800, Ag016G2282700
OG0001102	AT4G04760.1	Ag066G5151700, Ag066G5151500
OG0001102	AT4G04750.3	Ag066G5151400, Ag066G5151300
OG0001103	AT5G26751.1	Ag038G4159400
OG0001103	AT3G05840.1	Ag014G1843700
OG0001104	AT3G05110.1	Ag014G1829300
OG0001104	AT3G04960.3	Ag014G1826500
OG0001105	AT3G06620.1	Ag014G1858000
OG0001106	AT3G10490.2, AT3G10480.3	Ag014G1912700
OG0001107	AT1G48920.1	Ag025G2949500
OG0001107	AT3G18610.1	Ag014G2091900
OG0001108	AT4G03945.1, AT3G27999.1, AT1G11593.1	Ag034G3816300
OG0001109	AT1G14880.1, AT5G35525.1, AT1G14870.1	Ag034G3873900, Ag034G3873800, Ag034G3873100
OG0001111	AT1G48330.1	Ag025G2932200
OG0001112	AT4G35860.1	Ag011G1114000
OG0001120	AT2G32240.1	Ag013G1665500
OG0001120	AT2G32235.1	Ag004G0742100, Ag013G1395600
OG0001121	AT5G13440.1, AT5G13430.1	Ag013G1466600, Ag013G1466500
OG0001122	AT5G65600.1	Ag004G0434200, Ag004G0433800
OG0001122	AT5G10530.1	Ag013G1523000
OG0001123	AT5G10450.4	Ag013G1524200
OG0001123	AT5G65430.3	Ag004G0436400
OG0001124	AT2G29190.1, AT2G29140.1, AT2G29200.1	Ag013G1614700, Ag013G1614900
OG0001126	AT1G47395.1, AT1G47400.1	Ag013G1705300
OG0001127	AT1G28660.1, AT1G28670.1, AT1G28640.1, AT1G28650.1	Ag013G1724200, Ag013G1724300
OG0001128	AT1G68310.1	Ag067G5202300, Ag013G1749700, Ag013G1749100
OG0001129	AT1G31450.1, AT2G35615.1	Ag013G1758600
OG0001130	AT1G62800.2	Ag002G0172400
OG0001131	AT4G26840.1	Ag010G1003700
OG0001131	AT5G55160.2	Ag004G0745900
OG0001132	AT3G10550.1	Ag014G1914500
OG0001132	AT5G04540.1	Ag022G2731800
OG0001133	AT5G03790.1	Ag022G2745300
OG0001134	AT3G09810.1	Ag014G1889700, Ag014G1902900
OG0001134	AT5G03290.1	Ag014G1902800, Ag022G2757200
OG0001135	AT5G01150.1	Ag002G0171400, Ag022G2783500
OG0001136	AT5G41770.1	Ag075G5302900
OG0001137	AT1G80930.1	Ag048G4580800
OG0001139	AT1G78870.2	Ag034G3908000
OG0001140	AT1G76650.1	Ag048G4654300
OG0001140	AT1G76640.1	Ag048G4654600
OG0001141	AT2G02080.1	Ag048G4705700
OG0001141	AT1G14580.3	Ag034G3866300
OG0001142	AT1G23140.1	Ag048G4707100
OG0001142	AT1G70800.1	Ag034G4055400
OG0001143	AT1G19570.1, AT1G19550.1	Ag034G3965100, Ag034G3965000
OG0001143	AT1G75270.1	Ag048G4714300
OG0001144	AT1G55520.1	Ag032G3432800
OG0001144	AT3G13445.1	Ag014G1967100
OG0001145	AT1G17880.1	Ag034G3934300
OG0001146	AT2G20550.1, AT2G20560.1	Ag088G5438900
OG0001146	AT4G28480.1	Ag045G4507200
OG0001147	AT1G64030.1	Ag024G2858700, Ag024G2849600, Ag002G0101800, Ag002G0099100, Ag002G0100400, Ag002G0100500, Ag002G0099300, Ag024G2851200, Ag024G2852000
OG0001148	AT3G30390.1	Ag012G1279200
OG0001148	AT5G38820.2	Ag016G2396600, Ag061G5028600
OG0001149	AT5G46430.1	Ag016G2285500, Ag050G4781300
OG0001150	AT3G61630.1	Ag031G3203800
OG0001150	AT2G46310.1	Ag003G0307900
OG0001151	AT2G45120.1	Ag003G0327000
OG0001151	AT3G60580.1	Ag031G3219400
OG0001152	AT3G59540.1	Ag003G0363300
OG0001152	AT2G43460.1	Ag031G3240900
OG0001153	AT2G40520.1	Ag039G4200000
OG0001154	AT2G21600.1	Ag015G2184200
OG0001154	AT4G39220.1	Ag011G1043500
OG0001156	AT5G28060.1	Ag014G1825900, Ag038G4177800
OG0001157	AT2G46760.1	Ag003G0300000
OG0001157	AT2G46750.1	Ag003G0300100
OG0001157	AT2G46740.1	Ag003G0300200
OG0001159	AT1G54620.1, AT5G46980.1	Ag016G2314800, Ag037G4141000, Ag037G4141100, Ag016G2314700, Ag016G2314500, Ag037G4141300, Ag037G4141200, Ag016G2314600, Ag016G2314400
OG0001159	AT5G46990.1	Ag016G2315200, Ag037G4140500
OG0001160	AT5G18190.1	Ag060G5016000
OG0001160	AT3G03940.1	Ag014G1811700
OG0001161	AT1G13440.1	Ag034G3843400
OG0001161	AT3G04120.1	Ag014G1814100
OG0001162	AT1G12240.1	Ag034G3820900
OG0001162	AT1G62660.1	Ag002G0175500
OG0001163	AT1G14230.1	Ag034G3857500
OG0001163	AT1G14240.1, AT1G14250.1	Ag034G3857600, Ag034G3858200
OG0001164	AT1G21920.1	Ag034G4011600
OG0001166	AT1G48750.1	Ag025G2943800
OG0001167	AT4G12900.1	Ag025G2969600, Ag025G2968900
OG0001168	AT4G34640.1	Ag011G1149200
OG0001168	AT4G34650.1	Ag011G1149100
OG0001169	AT4G33430.2	Ag011G1198400
OG0001169	AT2G13800.1, AT2G13790.1	Ag011G1198000, Ag011G1197500
OG0001174	AT4G11920.1	Ag030G3129500, Ag004G0748500, Ag047G4548300, Ag046G4535800
OG0001174	AT4G22910.1	Ag033G3508400
OG0001175	AT5G15800.2	Ag013G1405200
OG0001175	AT3G02310.1	Ag014G1780400
OG0001176	AT3G02250.1	Ag014G1778500
OG0001176	AT5G15740.1	Ag013G1406300
OG0001177	AT5G12180.1	Ag013G1489100
OG0001177	AT5G19360.1	Ag004G0554000
OG0001178	AT5G09960.1	Ag013G1534300
OG0001178	AT5G64850.1	Ag004G0446900
OG0001179	AT5G64560.1, AT5G09720.1, AT5G09690.2	Ag006G0817800, Ag013G1540300
OG0001180	AT2G31780.1, AT2G31770.1, AT2G31760.1	Ag014G1795200, Ag078G5326500, Ag013G1652900, Ag013G1652800, Ag013G1652700
OG0001182	AT1G45050.1	Ag013G1707500
OG0001182	AT1G75440.1	Ag048G4707700
OG0001183	AT1G29370.1, AT1G29350.1	Ag013G1730400, Ag013G1730200
OG0001184	AT2G35600.1	Ag023G2842500
OG0001184	AT1G31880.2, AT2G21030.1	Ag013G1762800
OG0001185	AT5G65800.1	Ag004G0431100
OG0001186	AT5G23660.1	Ag004G0517600
OG0001186	AT3G48740.1	Ag004G0775800
OG0001187	AT3G17155.1, AT3G16895.1	Ag004G0519900
OG0001189	AT5G19580.1	Ag004G0556200
OG0001189	AT1G67290.1	Ag067G5182700
OG0001190	AT4G27585.1	Ag010G1012400
OG0001190	AT5G54100.1	Ag020G2559200, Ag004G0779000
OG0001191	AT5G54160.1	Ag011G1085400, Ag004G0779900, Ag020G2558200
OG0001192	AT1G76160.1	Ag048G4677000
OG0001193	AT1G56110.1	Ag032G3420800
OG0001193	AT3G12860.1	Ag014G1956400
OG0001194	AT1G74710.2, AT1G18870.1	Ag078G5392100, Ag034G3955200
OG0001195	AT3G27690.2, AT2G05070.1, AT2G05100.2	Ag012G1298100
OG0001196	AT3G27080.1	Ag012G1311800
OG0001197	AT3G13020.1	Ag014G1959000, Ag014G1959500, Ag001G0080100
OG0001199	AT4G17870.1	Ag050G4790100
OG0001199	AT5G46790.1	Ag016G2309900
OG0001200	AT4G17480.1	Ag050G4796900, Ag050G4796800
OG0001201	AT4G22220.1	Ag033G3528500
OG0001201	AT3G01020.1	Ag014G1776100, Ag011G1170300
OG0001201	AT4G04080.1	Ag066G5139800
OG0001202	AT4G16765.1	Ag031G3143900
OG0001203	AT3G51160.1	Ag017G2435000
OG0001203	AT5G66280.1	Ag031G3163500
OG0001204	AT3G61260.1	Ag003G0398400, Ag031G3210800, Ag002G0094100
OG0001204	AT2G45820.1	Ag003G0314100
OG0001205	AT2G44160.1	Ag003G0348000
OG0001205	AT3G59970.3	Ag031G3231900
OG0001206	AT3G59180.1	Ag031G3247500, Ag042G4421400, Ag031G3247600, Ag031G3247700, Ag031G3248900, Ag031G3351400, Ag031G3247900
OG0001207	AT3G58120.1	Ag031G3282300
OG0001207	AT2G42380.2	Ag003G0391100
OG0001208	AT2G41980.1	Ag003G0397600
OG0001208	AT3G58040.1	Ag031G3283700
OG0001209	AT3G57930.1	Ag031G3286600
OG0001209	AT2G42190.1	Ag003G0394700
OG0001210	AT2G37210.2	Ag039G4318800
OG0001210	AT3G53450.1	Ag031G3391300
OG0001211	AT4G29410.1	Ag065G5119500
OG0001211	AT2G19730.1	Ag042G4428500
OG0001212	AT4G03170.1, AT1G20600.1	Ag039G4227600
OG0001213	AT3G05450.1	Ag014G1834600, Ag014G1835300, Ag014G1834500, Ag014G1834900
OG0001214	AT3G06750.1	Ag014G1861100
OG0001215	AT3G09360.1	Ag014G1894100
OG0001216	AT3G18820.1	Ag014G2096500
OG0001216	AT1G49300.1	Ag025G2967500
OG0001218	AT4G10265.1	Ag052G4858400, Ag052G4858500, Ag052G4858300
OG0001219	AT5G08730.1	Ag002G0162800, Ag002G0163200, Ag002G0164200
OG0001220	AT4G31180.1	Ag011G1261600, Ag024G2891000
OG0001221	AT5G47490.1	Ag016G2331500
OG0001221	AT5G47480.1	Ag016G2331400
OG0001222	AT2G17880.1, AT4G36040.1	Ag011G1107500
OG0001223	AT1G26680.4	Ag018G2476900
OG0001231	AT3G03110.1	Ag014G1796100
OG0001231	AT5G17020.1	Ag013G1373300
OG0001232	AT5G14920.1	Ag013G1429400
OG0001232	AT1G75750.1	Ag048G4695100
OG0001233	AT4G27030.1	Ag013G1498000
OG0001234	AT5G25100.2	Ag004G0538200
OG0001234	AT5G10840.1	Ag013G1516000
OG0001235	AT5G08570.1	Ag013G1552000
OG0001235	AT5G63680.1	Ag004G0464400
OG0001236	AT3G07590.1	Ag014G1875000
OG0001236	AT4G02840.2	Ag013G1571100
OG0001237	AT2G29260.1	Ag022G2699100, Ag013G1615300
OG0001238	AT1G64900.1, AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1	Ag013G1638300
OG0001239	AT2G33030.1	Ag016G2312100
OG0001240	AT1G04800.1	Ag034G3703500
OG0001240	AT2G32690.1	Ag013G1666700, Ag013G1666800
OG0001241	AT1G04810.1	Ag034G3703600
OG0001241	AT2G32730.1	Ag013G1667200
OG0001242	AT1G29020.2	Ag013G1725400
OG0001242	AT2G34030.1	Ag013G1725800, Ag013G1725700, Ag013G1725500, Ag013G1725600
OG0001243	AT5G28030.1	Ag013G1755200
OG0001243	AT5G28020.1	Ag033G3516700
OG0001244	AT5G67560.1	Ag004G0428200
OG0001244	AT3G49870.1	Ag049G4726800
OG0001245	AT5G63750.1, AT5G63760.1, AT5G63730.1	Ag004G0462600
OG0001246	AT1G67430.1	Ag067G5186400
OG0001247	AT5G61780.1	Ag004G0492600
OG0001247	AT5G07350.2	Ag022G2657300
OG0001248	AT5G22060.1	Ag039G4231600, Ag004G0586000
OG0001248	AT3G44110.1	Ag051G4824400
OG0001249	AT5G58380.1	Ag004G0667000
OG0001249	AT5G07070.1	Ag022G2669500
OG0001251	AT5G54095.1	Ag020G2559300, Ag004G0778900
OG0001252	AT4G02480.1	Ag022G2638800
OG0001252	AT1G02890.1	Ag034G3675500
OG0001253	AT4G02740.2	Ag022G2645800
OG0001253	AT4G08535.1, AT4G02733.1	Ag022G2644700, Ag022G2644500, Ag022G2645100, Ag038G4157200, Ag022G2644400
OG0001254	AT3G09710.2	Ag014G1901300
OG0001254	AT5G03040.1	Ag022G2762600
OG0001255	AT5G02840.1	Ag022G2767000
OG0001255	AT3G09600.1	Ag014G1899400
OG0001256	AT1G78880.1	Ag048G4596200
OG0001256	AT1G16860.1	Ag034G3907600
OG0001257	AT1G76810.1	Ag048G4651700
OG0001257	AT1G21160.1	Ag034G3997800
OG0001257	AT1G76820.1	Ag002G0108500
OG0001258	AT1G75300.1	Ag048G4712400, Ag048G4713900
OG0001258	AT1G75290.2, AT1G75280.1	Ag048G4713100
OG0001259	AT1G75220.1	Ag048G4715600
OG0001259	AT1G19450.1	Ag034G3963600
OG0001260	AT2G17390.1	Ag040G4336900
OG0001260	AT4G35450.5	Ag011G1125100
OG0001261	AT4G35780.1	Ag011G1115700
OG0001261	AT2G17700.1	Ag040G4346000
OG0001262	AT1G55570.1	Ag032G3430100
OG0001262	AT3G13390.1	Ag014G1964900
OG0001263	AT3G52800.1	Ag031G3411000
OG0001263	AT2G36320.1	Ag054G4884700
OG0001265	AT3G22630.1	Ag027G3033300
OG0001265	AT4G14800.2	Ag007G0908400
OG0001266	AT1G18835.1	Ag034G3954300
OG0001266	AT1G74660.1	Ag078G5391300
OG0001267	AT4G29700.1	Ag011G1225600
OG0001267	AT4G29690.1	Ag065G5123800
OG0001268	AT1G68907.1	Ag056G4943500
OG0001271	AT1G50400.1	Ag001G0029700
OG0001271	AT3G20000.1	Ag014G2143100
OG0001272	AT1G50410.1	Ag001G0030000
OG0001272	AT3G20010.1	Ag014G2143200, Ag027G3005100
OG0001273	AT4G11220.1	Ag021G2614900
OG0001273	AT4G23630.1	Ag033G3487800, Ag077G5316800
OG0001274	AT2G18720.1	Ag011G1268500, Ag044G4504100, Ag031G3330000
OG0001274	AT1G04170.1	Ag034G3695200
OG0001275	AT5G41720.1	Ag033G3510500
OG0001276	AT4G21940.2	Ag033G3544600, Ag033G3544400
OG0001276	AT4G04720.1, AT4G04740.2	Ag066G5151000
OG0001277	AT4G04890.1	Ag066G5157900, Ag016G2402600
OG0001277	AT4G21750.1	Ag033G3620300
OG0001278	AT2G45900.1	Ag003G0313100
OG0001278	AT3G61380.1	Ag031G3208900
OG0001279	AT3G59920.1	Ag031G3232800
OG0001279	AT2G44100.1	Ag003G0348700
OG0001280	AT2G42520.1	Ag003G0383000
OG0001280	AT3G58510.1	Ag031G3265800
OG0001282	AT3G57890.2	Ag031G3287100
OG0001282	AT2G42230.2	Ag003G0394300
OG0001283	AT3G08510.1	Ag014G1881100
OG0001283	AT3G55940.1	Ag031G3332900, Ag031G3332100
OG0001284	AT3G55610.1	Ag031G3340200
OG0001284	AT2G39800.1	Ag039G4227000
OG0001286	AT2G37040.1	Ag039G4323400
OG0001286	AT3G53260.1	Ag031G3396100
OG0001287	AT2G18080.1	Ag042G4379100
OG0001287	AT4G36190.1, AT4G36195.1	Ag011G1102800, Ag011G1102700
OG0001288	AT2G24530.1	Ag015G2220100
OG0001288	AT4G31440.1	Ag011G1255200
OG0001289	AT2G44570.1	Ag003G0340800
OG0001289	AT2G44560.1, AT2G44540.1, AT2G44550.1	Ag003G0341000
OG0001290	AT3G07470.1	Ag014G1873100
OG0001292	AT3G16660.2	Ag014G2038800, Ag014G2038600, Ag014G2039300
OG0001292	AT3G16670.1	Ag014G2038500, Ag014G2041300
OG0001294	AT1G14688.1	Ag034G3868400
OG0001295	AT1G17520.2	Ag034G3925000
OG0001295	AT1G72740.1	Ag018G2435700
OG0001296	AT5G38180.1, AT5G38197.1, AT5G38195.1, AT5G38160.1, AT5G38170.1	Ag016G2372200
OG0001297	AT3G28930.1, AT3G28940.1	Ag019G2506700
OG0001303	AT3G46160.1, AT2G18530.1	Ag055G4914100, Ag055G4914600, Ag055G4913800, Ag055G4914400, Ag055G4922100, Ag055G4913900
OG0001305	AT1G14910.1	Ag034G3874500
OG0001305	AT2G01600.1	Ag035G4077200, Ag074G5269800
OG0001306	AT3G01040.2	Ag014G1775900
OG0001306	AT5G15470.1	Ag013G1413200
OG0001307	AT3G01310.1	Ag014G1772100, Ag014G1771900
OG0001307	AT5G15070.2	Ag013G1423700
OG0001308	AT5G11170.1, AT5G11200.2	Ag013G1508800
OG0001309	AT5G08200.1	Ag013G1559700
OG0001309	AT5G23130.1	Ag004G0510900
OG0001310	AT1G07900.1	Ag034G3747900
OG0001310	AT2G28500.1	Ag013G1606700
OG0001311	AT1G05870.1	Ag034G3721100
OG0001311	AT2G31560.1	Ag013G1649600
OG0001312	AT2G34160.1	Ag023G2815700
OG0001312	AT1G29250.1	Ag013G1728200
OG0001313	AT3G20555.1	Ag013G1733000, Ag022G2678600
OG0001314	AT1G14380.1	Ag034G3862500
OG0001314	AT2G02790.1	Ag062G5052500
OG0001315	AT1G13830.2	Ag034G3850800
OG0001315	AT2G03505.1	Ag062G5063300
OG0001316	AT5G61840.1	Ag004G0492100
OG0001316	AT1G27440.1	Ag006G0816400
OG0001317	AT5G23680.1	Ag004G0517900
OG0001318	AT5G60300.3	Ag004G0621400
OG0001319	AT5G59780.3	Ag004G0633900
OG0001319	AT3G46130.1	Ag089G5448100
OG0001321	AT5G55660.1	Ag004G0735800
OG0001322	AT3G61220.3	Ag004G0773400
OG0001322	AT2G24190.2	Ag031G3211200
OG0001323	AT5G06480.1	Ag022G2683100
OG0001323	AT3G11780.2	Ag014G1940400
OG0001324	AT5G06230.1	Ag022G2690800, Ag022G2690500, Ag022G2690300
OG0001324	AT3G11570.1	Ag014G1936900
OG0001325	AT5G06200.1	Ag022G2692400
OG0001326	AT5G04870.1	Ag022G2725200
OG0001326	AT3G10660.1	Ag014G1919700
OG0001327	AT5G41685.1	Ag014G2106500, Ag067G5194700, Ag075G5302500
OG0001327	AT1G64220.1	Ag024G2869200
OG0001328	AT1G78960.1, AT1G66960.2, AT1G78970.1	Ag048G4594600, Ag048G4607900
OG0001329	AT1G77440.1	Ag048G4641100
OG0001329	AT1G21720.1	Ag034G4009400
OG0001330	AT1G21530.2	Ag034G4005700
OG0001330	AT1G77240.1	Ag048G4645800
OG0001331	AT1G55680.1	Ag032G3428800
OG0001331	AT3G13340.1	Ag014G1963900
OG0001332	AT1G54200.1	Ag032G3446900
OG0001332	AT3G13980.1	Ag014G1978100
OG0001334	AT4G14240.1	Ag007G0894700, Ag007G0894500, Ag007G0894900
OG0001334	AT4G14230.1	Ag007G0893900
OG0001335	AT3G22930.1	Ag007G0902300
OG0001336	AT4G14660.1	Ag007G0903500
OG0001336	AT3G22900.1	Ag027G3027300
OG0001337	AT4G14815.1	Ag007G0908600
OG0001338	AT1G73150.1	Ag078G5337900
OG0001338	AT1G17790.1	Ag034G3932100, Ag034G3931700
OG0001339	AT1G13260.1	Ag034G3840700
OG0001339	AT3G25730.1	Ag012G1337700
OG0001340	AT5G45830.1	Ag058G4970200, Ag006G0812600
OG0001340	AT4G18660.1	Ag050G4766000
OG0001341	AT5G45500.1	Ag006G0829000
OG0001342	AT5G45340.1	Ag006G0833300
OG0001342	AT4G19230.2	Ag050G4744900
OG0001343	AT4G19600.1	Ag033G3645500
OG0001343	AT5G45190.2	Ag006G0839400
OG0001344	AT1G51420.2	Ag001G0057600
OG0001344	AT2G35840.1	Ag023G2847400
OG0001345	AT1G52570.1	Ag001G0081000
OG0001345	AT3G15730.1	Ag014G2020700
OG0001346	AT1G52880.1	Ag001G0087200
OG0001346	AT3G15510.1	Ag014G2014200
OG0001347	AT4G18905.2	Ag050G4753600
OG0001348	AT3G50920.1	Ag008G0941500
OG0001348	AT5G66450.3	Ag031G3160200
OG0001349	AT4G23750.1	Ag033G3484900, Ag052G4838500
OG0001350	AT4G22770.1	Ag033G3512600
OG0001350	AT4G12080.1	Ag021G2626500, Ag030G3125400
OG0001351	AT4G20840.1	Ag033G3587900
OG0001351	AT4G20830.1	Ag033G3587700
OG0001352	AT3G25170.1	Ag014G2076900, Ag014G2077000, Ag033G3616400, Ag033G3616300
OG0001353	AT3G62650.1	Ag031G3179500
OG0001353	AT2G47485.1	Ag003G0285400
OG0001354	AT1G71320.1, AT3G62350.1	Ag031G3190500, Ag031G3183900, Ag031G3185500, Ag031G3184300, Ag031G3184700
OG0001354	AT3G62380.1	Ag031G3262700, Ag031G3263000
OG0001355	AT3G60245.1, AT3G10950.1	Ag031G3225300
OG0001356	AT3G60120.1	Ag031G3228900
OG0001357	AT2G42680.1	Ag003G0380700
OG0001357	AT3G58680.1	Ag031G3260800
OG0001358	AT3G56960.1	Ag031G3308700
OG0001358	AT2G41210.1	Ag039G4182200
OG0001360	AT3G56300.1	Ag031G3324000
OG0001360	AT5G38830.1	Ag061G5028500
OG0001362	AT5G48655.1	Ag081G5402700
OG0001364	AT1G22290.2, AT1G78220.1, AT1G34760.1	Ag015G2262300
OG0001365	AT1G32850.1	Ag052G4852000
OG0001365	AT4G10590.1, AT4G10570.1	Ag021G2605300
OG0001366	AT3G05420.2	Ag014G1834100
OG0001366	AT5G27630.3	Ag038G4169500
OG0001367	AT2G20597.1, AT2G20605.1, AT2G20619.1, AT2G20618.1, AT3G44718.1, AT2G20595.1	Ag088G5440700
OG0001368	AT3G58810.1	Ag014G2074100
OG0001368	AT2G46800.1	Ag003G0299500
OG0001369	AT2G43700.1	Ag003G0356000, Ag003G0356200
OG0001370	AT1G58260.1	Ag003G0404800
OG0001371	AT3G04080.1	Ag014G1813800
OG0001372	AT3G04510.1	Ag014G1819300
OG0001373	AT3G10740.2	Ag014G1920700
OG0001374	AT5G39000.1, AT5G38990.1	Ag014G1988100, Ag011G1176800
OG0001375	AT3G14840.2	Ag014G2000200
OG0001376	AT3G15210.1	Ag014G2006400
OG0001377	AT1G48440.1	Ag025G2939000, Ag025G2936400
OG0001377	AT3G17780.1	Ag014G2065100
OG0001378	AT3G20800.1	Ag014G2167500
OG0001379	AT1G51360.1	Ag034G3740000, Ag034G3693200
OG0001379	AT2G31670.1	Ag027G3006600, Ag064G5100400
OG0001380	AT5G18330.1, AT5G18340.1, AT5G18320.1	Ag060G5013800
OG0001381	AT1G60940.1	Ag002G0221500
OG0001381	AT1G10940.2	Ag034G3797900
OG0001382	AT1G14480.1	Ag034G3864800
OG0001383	AT1G21950.1	Ag034G4012100
OG0001384	AT1G70580.1	Ag034G4061200
OG0001384	AT1G23310.1	Ag018G2455700
OG0001385	AT4G37140.1, AT4G37150.1	Ag011G1090000, Ag011G1089700, Ag011G1089800, Ag011G1089600
