Orthogroup	Arabidopsis_thaliana	Cardamine_hirsuta
OG0000781	AT2G29100.2	CARHR122380, CARHR122390
OG0000782	AT4G14160.1	CARHR220190
OG0000782	AT3G23660.2	CARHR099630
OG0000782	AT1G05520.1	CARHR005000
OG0000783	AT2G33300.1, AT2G33090.1	CARHR120790
OG0000784	AT2G33750.1	CARHR127820, CARHR127780, CARHR127790, CARHR127800, CARHR024080, CARHR024060, CARHR127770, CARHR127810
OG0000784	AT1G28230.1	CARHR027720
OG0000785	AT5G23010.2	CARHR190510
OG0000786	AT4G22380.1, AT5G20160.2	CARHR192670, CARHR229290
OG0000787	AT5G56870.1	CARHR270610
OG0000787	AT4G26140.7	CARHR233660
OG0000787	AT3G52840.2	CARHR162710
OG0000788	AT4G33300.1	CARHR241370
OG0000788	AT5G04720.1	CARHR208570
OG0000789	AT2G37600.1, AT3G53740.2	CARHR131970, CARHR163640
OG0000789	AT5G02450.1	CARHR210930
OG0000790	AT1G67990.1	CARHR060630
OG0000790	AT1G24735.2	CARHR026390
OG0000791	AT1G17770.1, AT2G24740.1	CARHR018380
OG0000792	AT1G53370.2, AT1G53360.2	CARHR041530, CARHR043700, CARHR219450, CARHR043710, CARHR044030, CARHR288800
OG0000793	AT3G14940.1	CARHR089880
OG0000793	AT1G53310.1	CARHR043540
OG0000793	AT2G42600.1	CARHR137740
OG0000794	AT3G28520.1, AT3G28540.1	CARHR286770
OG0000794	AT3G28510.1	CARHR286780
OG0000795	AT3G28900.1	CARHR151920
OG0000796	AT3G25800.1	CARHR146710
OG0000796	AT1G13320.1	CARHR013700
OG0000796	AT1G25490.1	CARHR025970
OG0000797	AT3G47000.1	CARHR155650
OG0000797	AT3G47050.1	CARHR155670
OG0000799	AT1G51890.2	CARHR042010
OG0000799	AT1G51880.3	CARHR042000
OG0000799	AT1G51860.1	CARHR041990
OG0000800	AT2G04450.1	CARHR102380
OG0000800	AT2G04430.1	CARHR102300
OG0000801	AT3G62660.1	CARHR172930
OG0000801	AT1G02720.1	CARHR002020
OG0000801	AT4G02130.1	CARHR250310
OG0000802	AT1G62610.4, AT1G63380.2	CARHR220170
OG0000802	AT3G46170.1, AT3G55310.1, AT3G55290.1	CARHR165290
OG0000803	AT2G43820.1	CARHR139000
OG0000803	AT2G43840.1	CARHR139020
OG0000804	AT3G09260.1	CARHR083620, CARHR083610
OG0000805	AT3G12470.1	CARHR086970
OG0000805	AT3G12440.1, AT3G12430.1, AT3G12460.1	CARHR086950, CARHR086960
OG0000805	AT3G12410.1	CARHR086940
OG0000808	AT2G27315.1	CARHR265940, CARHR265960, CARHR266380
OG0000808	AT5G52965.1, AT5G52975.1	CARHR119910
OG0000812	AT5G50460.1	CARHR232320
OG0000812	AT3G48570.1	CARHR157370
OG0000813	AT5G39550.1, AT1G66050.1, AT1G66040.1	CARHR058000, CARHR069520
OG0000814	AT1G11608.1	CARHR011920
OG0000816	AT5G54760.1	CARHR234780
OG0000816	AT1G54290.1	CARHR044650
OG0000817	AT5G05800.1	CARHR207460
OG0000817	AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1	CARHR085850
OG0000818	AT5G01550.1	CARHR211910
OG0000818	AT5G01540.1	CARHR211900
OG0000818	AT5G01560.1	CARHR211920
OG0000819	AT5G41530.1	CARHR289160, CARHR287590
OG0000820	AT3G26270.1	CARHR147270
OG0000820	AT3G26280.2	CARHR147280
OG0000820	AT3G26230.1, AT3G26220.1	CARHR147260, CARHR147250
OG0000822	AT4G17390.1	CARHR224000
OG0000823	AT3G43505.1	CARHR171480
OG0000823	AT3G61177.1, AT3G61175.1	CARHR096870, CARHR101820, CARHR096880
OG0000823	AT3G20997.1, AT3G20993.1	CARHR121310
OG0000824	AT3G20160.1	CARHR095720
OG0000825	AT3G17227.1, AT3G17230.1, AT3G17225.1	CARHR092500
OG0000826	AT1G06650.2	CARHR006340
OG0000826	AT1G06640.1	CARHR006320
OG0000826	AT1G06645.1	CARHR006230
OG0000827	AT1G58290.1	CARHR053630
OG0000827	AT1G09940.1	CARHR010060
OG0000828	AT1G26630.1	CARHR025340
OG0000828	AT1G13950.1	CARHR014320
OG0000828	AT1G69410.1	CARHR062290
OG0000829	AT1G65165.1, AT1G65170.1, AT1G65160.1, AT1G65140.1	CARHR056650, CARHR056660
OG0000831	AT4G22280.1	CARHR221810, CARHR229170, CARHR229180
OG0000832	AT2G28760.4	CARHR121880, CARHR121890
OG0000832	AT3G46440.1	CARHR154860
OG0000832	AT5G59290.2	CARHR285630
OG0000833	AT2G29735.1	CARHR123060
OG0000833	AT4G09090.1, AT4G09462.1, AT4G09465.1, AT4G09464.1, AT4G09466.1, AT4G09467.1	CARHR185220, CARHR185210, CARHR233800
OG0000834	AT4G01430.1	CARHR250240, CARHR250250
OG0000834	AT1G01070.1	CARHR001410, CARHR001400
OG0000835	AT2G31430.1	CARHR125080
OG0000835	AT2G31432.2, AT2G31425.1	CARHR125060
OG0000836	AT5G25960.1, AT5G25950.1	CARHR187220
OG0000837	AT5G22150.1, AT5G22160.1	CARHR191380
OG0000839	AT5G02870.1	CARHR210450
OG0000839	AT3G09630.1	CARHR084040
OG0000840	AT1G53990.1	CARHR044330
OG0000840	AT5G40990.1	CARHR213390
OG0000841	AT5G49760.1	CARHR259030
OG0000841	AT5G49780.2	CARHR259000
OG0000841	AT5G49770.1	CARHR259020
OG0000842	AT1G49640.1	CARHR039680
OG0000842	AT1G49650.1	CARHR039690
OG0000842	AT1G49660.1	CARHR039710
OG0000843	AT2G46690.1	CARHR142040
OG0000843	AT4G00880.1	CARHR249450
OG0000843	AT3G61900.1	CARHR172260
OG0000845	AT4G10450.1	CARHR256200
OG0000846	AT5G26300.1, AT5G26280.3	CARHR187090, CARHR187100, CARHR178000
OG0000846	AT5G26320.1	CARHR147410
OG0000847	AT5G40050.1	CARHR203610
OG0000847	AT5G25860.1	CARHR123180
OG0000847	AT2G33796.1	CARHR131370, CARHR142330, CARHR123170
OG0000848	AT1G57906.1	CARHR107940
OG0000848	AT2G17690.1	CARHR107950
OG0000848	AT1G65770.1, AT1G65740.1, AT1G65760.1	CARHR291770
OG0000849	AT5G59105.1	CARHR037560
OG0000849	AT2G12465.1, AT2G12475.1	CARHR028360
OG0000849	AT4G08028.1, AT2G20465.1	CARHR257070
OG0000851	AT4G39490.1	CARHR247240
OG0000851	AT2G23180.1	CARHR114340
OG0000851	AT4G39480.1	CARHR247250
OG0000852	AT5G18780.1	CARHR194210
OG0000853	AT1G26795.1, AT1G26796.1	CARHR122300, CARHR057650
OG0000853	AT1G26799.1	CARHR025140
OG0000857	AT1G64870.1, AT5G11220.1	CARHR128090, CARHR118190, CARHR288970
OG0000858	AT1G45000.1	CARHR036180
OG0000858	AT5G43010.1	CARHR180990
OG0000859	AT5G54000.2	CARHR267180, CARHR267200, CARHR267190, CARHR267170, CARHR267160
OG0000859	AT5G20550.1, AT5G20400.1	CARHR192440
OG0000860	AT5G22990.1	CARHR190540
OG0000860	AT2G15740.1, AT2G18490.2, AT5G42640.1	CARHR039750, CARHR109100
OG0000861	AT5G60780.1	CARHR274460
OG0000861	AT3G45060.1	CARHR150910
OG0000863	AT1G79550.1	CARHR073210
OG0000863	AT1G56190.1	CARHR045960
OG0000864	AT5G47980.1	CARHR219470
OG0000865	AT3G45700.1, AT3G45710.1	CARHR149950
OG0000865	AT3G45690.1, AT3G45680.1	CARHR149960
OG0000866	AT1G33790.2	CARHR215630
OG0000866	AT2G25980.1	CARHR259800
OG0000866	AT1G52100.1	CARHR042230
OG0000867	AT5G47210.1	CARHR174150
OG0000867	AT4G17520.1	CARHR224220
OG0000868	AT3G50120.1	CARHR159180
OG0000868	AT3G50170.1, AT3G50200.1	CARHR159210
OG0000870	AT3G56240.1	CARHR166400
OG0000870	AT1G66240.1	CARHR208620, CARHR085120
OG0000871	AT2G37480.1	CARHR132130
OG0000871	AT3G53670.1	CARHR163580
OG0000872	AT5G42260.1, AT5G44640.1, AT2G25630.1	CARHR178250
OG0000872	AT2G44450.1	CARHR139610
OG0000874	AT1G13470.1	CARHR013820
OG0000874	AT1G13520.1	CARHR013840
OG0000875	AT1G33080.1	CARHR032400
OG0000875	AT1G33100.1, AT1G33090.1	CARHR032430
OG0000876	AT1G61330.1	CARHR051310, CARHR053390
OG0000877	AT2G16290.1, AT2G16300.1	CARHR106540
OG0000883	AT2G04080.1, AT2G04070.1, AT2G04050.1	CARHR101990, CARHR102000, CARHR102010, CARHR101980
OG0000884	AT5G54820.1	CARHR054070
OG0000884	AT1G56400.1	CARHR265840
OG0000885	AT4G15000.1	CARHR098120
OG0000886	AT2G47130.1	CARHR142510
OG0000886	AT3G29260.1, AT3G29250.1	CARHR153940
OG0000886	AT2G47150.1	CARHR142530
OG0000886	AT2G47120.2	CARHR142500
OG0000888	AT4G19500.1	CARHR288060
OG0000889	AT4G21585.6	CARHR228280
OG0000889	AT4G21600.1	CARHR228290
OG0000890	AT3G04230.1	CARHR194690, CARHR078380
OG0000890	AT2G09990.1, AT5G18380.1	CARHR194650
OG0000891	AT3G32960.1	CARHR179050, CARHR263280, CARHR118410, CARHR149850, CARHR055460, CARHR055470
OG0000893	AT5G11410.1	CARHR201840
OG0000893	AT5G11360.1	CARHR201890
OG0000893	AT5G11400.2	CARHR201860
OG0000894	AT2G23080.1	CARHR114480
OG0000894	AT5G67380.1	CARHR280230
OG0000894	AT3G50000.1	CARHR159070
OG0000895	AT1G67020.1	CARHR053150, CARHR263960
OG0000896	AT3G55254.1, AT3G54925.1, AT3G55252.1	CARHR165750
OG0000897	AT5G06600.1	CARHR206600
OG0000897	AT3G11910.1	CARHR086440
OG0000898	AT5G05370.1	CARHR207860
OG0000898	AT3G10860.1	CARHR085430
OG0000899	AT1G78660.1	CARHR072190
OG0000899	AT1G78680.1	CARHR072210
OG0000900	AT1G53950.1	CARHR044280, CARHR044270
OG0000900	AT1G53945.1	CARHR044250, CARHR044260
OG0000901	AT3G25960.1, AT3G55650.1, AT3G55810.1	CARHR040380, CARHR165920
OG0000901	AT3G04050.1	CARHR078170
OG0000902	AT5G05020.1	CARHR026190
OG0000903	AT4G29270.1	CARHR237020
OG0000903	AT4G29260.1	CARHR237010
OG0000904	AT3G19130.1	CARHR094540
OG0000904	AT1G49600.2	CARHR039650
OG0000905	AT4G19510.4	CARHR226300, CARHR288050
OG0000906	AT4G23990.1	CARHR259700
OG0000906	AT4G24010.1, AT4G24000.1	CARHR231410
OG0000907	AT3G01870.1	CARHR075060
OG0000907	AT2G44260.2	CARHR139430
OG0000908	AT3G58500.1	CARHR168900
OG0000908	AT2G42500.1	CARHR137570
OG0000909	AT5G37280.1	CARHR215830
OG0000909	AT5G37220.1	CARHR036130
OG0000910	AT2G38995.2	CARHR133740
OG0000911	AT4G39340.1	CARHR247370
OG0000911	AT2G21740.1, AT2G21750.1	CARHR112820
OG0000912	AT5G27850.1	CARHR080020
OG0000913	AT5G38480.1	CARHR213900
OG0000913	AT5G16050.1	CARHR197260
OG0000913	AT3G02520.1	CARHR076520
OG0000914	AT4G01070.1	CARHR249220
OG0000914	AT1G01420.2, AT1G01390.2	CARHR001020, CARHR001040, CARHR001050
OG0000915	AT5G47700.1, AT1G01100.1	CARHR218130
OG0000915	AT4G00810.1	CARHR001360, CARHR216960
OG0000916	AT1G12870.1	CARHR013200, CARHR102530, CARHR013580
OG0000917	AT1G22440.1	CARHR022780
OG0000917	AT1G22430.1	CARHR022770
OG0000920	AT4G22430.1	CARHR229890, CARHR025250
OG0000920	AT3G26010.1	CARHR147000
OG0000922	AT3G24780.1	CARHR148470
OG0000922	AT5G13210.1	CARHR200260
OG0000923	AT3G47960.1	CARHR156680
OG0000923	AT5G62680.1	CARHR276480
OG0000924	AT4G13410.1	CARHR218990
OG0000924	AT1G24070.1	CARHR024360
OG0000924	AT5G16190.4	CARHR197110
OG0000925	AT5G25010.1, AT5G24990.1, AT5G25020.1	CARHR188450
OG0000925	AT5G10750.1	CARHR202560
OG0000926	AT4G31700.1	CARHR239570
OG0000926	AT5G10360.1	CARHR202940
OG0000927	AT2G29690.1	CARHR123030
OG0000927	AT3G55870.3	CARHR165970
OG0000927	AT5G05730.2	CARHR207540
OG0000928	AT2G30620.1	CARHR124100
OG0000928	AT1G06760.1	CARHR006450
OG0000929	AT1G06700.1	CARHR006380
OG0000929	AT2G30740.1	CARHR124230
OG0000930	AT5G22670.1	CARHR190910
OG0000930	AT5G22660.2, AT5G22700.5	CARHR190920, CARHR188550
OG0000931	AT3G46460.1	CARHR155370
OG0000931	AT5G59300.1	CARHR285640
OG0000932	AT4G28060.1	CARHR235760
OG0000932	AT1G22450.1	CARHR022790
OG0000933	AT5G67040.1	CARHR280620, CARHR280610
OG0000934	AT4G25850.2, AT4G25860.1	CARHR233330
OG0000934	AT5G57240.3	CARHR271040
OG0000935	AT5G55450.1	CARHR268760, CARHR268770
OG0000936	AT4G35733.1	CARHR244070
OG0000936	AT1G44080.1, AT2G26160.1, AT3G25750.2	CARHR122780, CARHR122800, CARHR112570, CARHR037360
OG0000938	AT3G14420.1	CARHR089350
OG0000939	AT1G36050.1	CARHR034660
OG0000939	AT1G22200.1	CARHR022550
OG0000940	AT4G27890.1	CARHR235590
OG0000942	AT4G32110.1, AT4G32105.1	CARHR240020
OG0000942	AT4G32100.1	CARHR240010
OG0000943	AT3G50280.1	CARHR178610
OG0000943	AT3G50290.1	CARHR159670, CARHR159690, CARHR159760
OG0000944	AT3G49620.1	CARHR158660
OG0000944	AT3G49630.1	CARHR158650
OG0000944	AT3G50210.1	CARHR159540
OG0000946	AT1G06620.1	CARHR006210
OG0000946	AT3G61400.1	CARHR171740
OG0000947	AT2G47880.1	CARHR143270
OG0000947	AT3G62960.1	CARHR173250
OG0000948	AT3G57240.1	CARHR167450
OG0000948	AT3G57260.2	CARHR167460, CARHR167470, CARHR046600
OG0000949	AT3G55280.1	CARHR134330, CARHR165280
OG0000950	AT4G16143.1	CARHR222440
OG0000950	AT3G06720.1	CARHR287520, CARHR287500
OG0000951	AT4G35830.1	CARHR103330
OG0000951	AT2G05710.1	CARHR103300
OG0000952	AT1G09510.1	CARHR009480
OG0000952	AT1G09500.1	CARHR009470
OG0000954	AT4G04220.1	CARHR253180, CARHR253240, CARHR253280, CARHR253370, CARHR253200
OG0000955	AT1G13780.1, AT5G27750.1	CARHR014170
OG0000956	AT1G70130.1	CARHR063220
OG0000956	AT4G29050.2	CARHR236790
OG0000956	AT1G70110.1	CARHR063210, CARHR063200
OG0000957	AT4G39640.1	CARHR247090
OG0000957	AT4G39650.1	CARHR247080
OG0000958	AT4G08380.1, AT4G08370.1	CARHR025660
OG0000958	AT1G26240.1	CARHR025670
OG0000962	AT2G04020.2	CARHR146380
OG0000962	AT2G03980.1	CARHR146310
OG0000963	AT5G14860.1	CARHR198490
OG0000963	AT2G16890.2	CARHR107160
OG0000964	AT2G31862.1, AT2G18810.1, AT2G31720.1	CARHR125380, CARHR125400
OG0000965	AT4G25630.1	CARHR233050
OG0000965	AT5G52470.1	CARHR265460
OG0000966	AT3G48960.1	CARHR157760
OG0000966	AT5G23900.1	CARHR189660
OG0000967	AT5G25470.1, AT5G25475.4	CARHR187920
OG0000968	AT5G60130.1	CARHR273770
OG0000968	AT5G60142.1	CARHR273790
OG0000969	AT5G58390.1	CARHR272230
OG0000969	AT5G05340.1	CARHR207910
OG0000970	AT3G27850.1	CARHR149300, CARHR149320
OG0000971	AT5G46050.1	CARHR175880
OG0000971	AT5G46040.1	CARHR175890
OG0000972	AT5G56800.1	CARHR270560
OG0000972	AT1G51055.1, AT1G50980.1	CARHR041050, CARHR041060, CARHR204270
OG0000973	AT4G17530.1	CARHR224230
OG0000973	AT5G47200.1	CARHR174160
OG0000974	AT3G08530.1	CARHR082840
OG0000974	AT3G11130.1	CARHR085720
OG0000975	AT2G37900.1	CARHR132450
OG0000975	AT3G53960.1	CARHR163860
OG0000976	AT5G52070.1	CARHR265010, CARHR287380
OG0000976	AT5G42670.1	CARHR156760, CARHR181580
OG0000977	AT2G17750.1	CARHR108120
OG0000977	AT2G19360.1	CARHR109810
OG0000978	AT3G04840.1	CARHR242980, CARHR079100
OG0000979	AT1G19040.1	CARHR289550
OG0000980	AT3G29670.1	CARHR153070, CARHR153150, CARHR254660, CARHR113980, CARHR113960
OG0000981	AT3G31550.1	CARHR046140
OG0000982	AT1G14048.1	CARHR014430
OG0000983	AT3G02560.1	CARHR076570
OG0000983	AT5G16130.1	CARHR197170
OG0000984	AT3G02230.1	CARHR076200
OG0000985	AT2G27050.1	CARHR119380
OG0000985	AT3G20770.1	CARHR096600
OG0000986	AT2G31510.1	CARHR125160
OG0000987	AT5G52360.1	CARHR265320
OG0000988	AT4G26340.1	CARHR233920, CARHR121130
OG0000989	AT2G41630.1	CARHR136720
OG0000990	AT3G62210.1	CARHR172550
OG0000990	AT5G61180.1	CARHR274910
OG0000991	AT5G28235.1	CARHR116190, CARHR284370, CARHR153270, CARHR117480, CARHR150510
OG0000992	AT5G06810.1	CARHR206370
OG0000992	AT5G06811.1	CARHR206360
OG0000993	AT3G09390.1	CARHR083780
OG0000993	AT5G02380.1	CARHR211040
OG0000994	AT1G15800.1	CARHR016310
OG0000994	AT1G80610.1	CARHR073910
OG0000995	AT1G35250.1, AT1G35290.1	CARHR220110
OG0000995	AT1G68280.1, AT1G68260.1	CARHR060960
OG0000996	AT3G46140.1, AT3G45790.1	CARHR154480, CARHR154490
OG0000997	AT2G17470.2	CARHR107630
OG0000997	AT1G25480.1	CARHR025980
OG0000998	AT2G17770.2	CARHR108160
OG0000998	AT4G35900.1	CARHR244290
OG0000999	AT1G55420.1, AT1G55380.1, AT1G55430.1	CARHR045110
OG0000999	AT5G42280.1, AT1G55440.1, AT1G55390.1	CARHR045070, CARHR045050
OG0000999	AT1G50190.1	CARHR040270
OG0000999	AT2G23100.1	CARHR114430
OG0001000	AT3G52590.1, AT2G36170.1	CARHR130400
OG0001001	AT2G36400.1	CARHR130700
OG0001001	AT3G52910.1	CARHR162790
OG0001002	AT3G23000.1	CARHR098940
OG0001002	AT4G14580.1	CARHR220810, CARHR220800
OG0001003	AT5G37810.1	CARHR214950
OG0001003	AT5G37820.2	CARHR214940
OG0001004	AT5G48410.1	CARHR183770
OG0001005	AT5G46710.1	CARHR174790
OG0001005	AT4G17900.1	CARHR224630
OG0001007	AT4G21160.1	CARHR227740
OG0001007	AT4G05330.1	CARHR252220
OG0001008	AT3G44320.1, AT3G44310.1, AT3G44300.1	CARHR164570, CARHR059830, CARHR104570
OG0001009	AT3G55430.1	CARHR165450
OG0001010	AT4G29340.1	CARHR237130
OG0001010	AT2G19770.1	CARHR110230
OG0001011	AT5G26620.1	CARHR186860
OG0001011	AT3G05858.1	CARHR080310
OG0001012	AT4G27660.1	CARHR235390
OG0001012	AT5G54148.1	CARHR267350
OG0001013	AT5G19000.2	CARHR194000
OG0001013	AT3G06190.1	CARHR080710
OG0001014	AT1G65670.1	CARHR222050
OG0001014	AT4G15393.2, AT4G15396.1	CARHR222080
OG0001015	AT2G19930.1	CARHR110370
OG0001016	AT1G09210.1	CARHR009170
OG0001016	AT1G56340.1	CARHR289890
OG0001017	AT1G23170.2	CARHR023630
OG0001017	AT1G70770.1	CARHR064030
OG0001017	AT3G11880.2	CARHR133670, CARHR237900
OG0001018	AT4G35210.1	CARHR243410
OG0001021	AT5G67000.1	CARHR280680
OG0001021	AT5G67010.1	CARHR280660
OG0001021	AT2G20350.1	CARHR134380
OG0001029	AT3G32050.1	CARHR119120
OG0001031	AT5G14620.1	CARHR198690
OG0001031	AT5G15380.1	CARHR075390
OG0001032	AT5G11090.1	CARHR202210
OG0001032	AT5G25280.1	CARHR188200
OG0001033	AT2G30150.2	CARHR123470
OG0001033	AT2G30140.1	CARHR123460
OG0001034	AT2G32340.1	CARHR126160
OG0001034	AT1G05270.1	CARHR004740
OG0001035	AT2G21390.1	CARHR112280
OG0001036	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1	CARHR029460, CARHR029440
OG0001037	AT2G22740.1	CARHR114020
OG0001037	AT2G35160.1	CARHR129320
OG0001038	AT3G28830.1	CARHR151820, CARHR151810
OG0001039	AT5G24160.1	CARHR189360
OG0001039	AT5G24150.1	CARHR189390, CARHR189380
OG0001042	AT3G45450.1	CARHR041460, CARHR041450
OG0001042	AT3G48870.1	CARHR157680
OG0001042	AT5G50920.1	CARHR257340
OG0001043	AT5G05030.1	CARHR208240
OG0001043	AT5G04937.1	CARHR208130
OG0001044	AT3G10470.1	CARHR084980
OG0001044	AT5G04390.1	CARHR208920
OG0001045	AT1G77510.1	CARHR071030
OG0001046	AT1G21010.1	CARHR021480
OG0001046	AT1G76600.1	CARHR070160
OG0001047	AT1G19970.1	CARHR020460
OG0001047	AT1G75760.1	CARHR069170
OG0001049	AT1G53840.1	CARHR044170
OG0001049	AT3G14300.1	CARHR089490
OG0001050	AT5G14280.1	CARHR199060
OG0001050	AT4G00270.1, AT2G25650.1	CARHR115600
OG0001051	AT5G50050.1, AT5G50040.1	CARHR257930, CARHR258610
OG0001052	AT5G45880.1	CARHR176080
OG0001052	AT4G18596.2	CARHR225450
OG0001053	AT3G15640.1	CARHR090730
OG0001054	AT2G16770.1	CARHR107020
OG0001054	AT4G35040.1	CARHR243320
OG0001055	AT1G31400.1, AT1G31390.1, AT1G31380.1, AT1G31370.1	CARHR030850
OG0001056	AT3G55500.1	CARHR165550
OG0001056	AT2G39700.1	CARHR134530
OG0001057	AT5G39740.1, AT3G25520.1	CARHR262470, CARHR101860
OG0001058	AT4G27090.1	CARHR255990
OG0001058	AT2G20450.1	CARHR111000
OG0001059	AT2G37270.1	CARHR132320
OG0001059	AT3G11940.1	CARHR086480
OG0001060	AT1G72370.1	CARHR065280
OG0001061	AT2G28700.1	CARHR121810
OG0001061	AT3G05860.1	CARHR080320
OG0001063	AT3G21790.1, AT3G21800.1	CARHR097770
OG0001064	AT1G66370.1	CARHR058270
OG0001064	AT1G66390.1	CARHR058280
OG0001065	AT4G00110.1	CARHR248150
OG0001065	AT2G45310.1	CARHR140510
OG0001065	AT1G02000.1	CARHR000360
OG0001066	AT1G14130.1	CARHR014520
OG0001066	AT1G14120.1	CARHR014510
OG0001067	AT1G12960.1	CARHR023730
OG0001069	AT1G61820.1	CARHR050510
OG0001069	AT1G61810.3	CARHR050520
OG0001070	AT5G44565.2	CARHR178530
OG0001070	AT5G44578.1	CARHR178410
OG0001070	AT5G44585.1	CARHR178370
OG0001070	AT5G44582.1	CARHR178390
OG0001071	AT1G49220.1, AT1G49210.1, AT1G49200.1	CARHR039230, CARHR039220
OG0001072	AT1G31640.1, AT1G33070.1, AT1G31630.1, AT5G27960.1, AT5G26650.1, AT5G26580.1	CARHR255540
OG0001073	AT4G29037.1	CARHR236770
OG0001073	AT4G10895.1	CARHR180630, CARHR209190
OG0001076	AT5G18160.1	CARHR194900
OG0001077	AT4G18250.1	CARHR225000, CARHR225010
OG0001078	AT4G03050.1	CARHR251450, CARHR251430
OG0001078	AT4G03070.1	CARHR251480, CARHR251460, CARHR251490
OG0001079	AT3G54540.1	CARHR164450
OG0001080	AT4G15500.1	CARHR222270, CARHR222280
OG0001080	AT4G15490.1	CARHR222260
OG0001081	AT1G75590.1	CARHR068980
OG0001081	AT1G19840.1	CARHR020340
OG0001082	AT2G19550.1	CARHR109980
OG0001082	AT1G29840.1, AT3G47560.2	CARHR156190
OG0001082	AT3G47590.1	CARHR156250
OG0001083	AT1G54040.2	CARHR289380
OG0001085	AT4G18670.1	CARHR225530
OG0001085	AT3G24480.1	CARHR100560
OG0001085	AT4G13340.1	CARHR218880
OG0001086	AT4G13940.1	CARHR219830
OG0001086	AT3G23810.1	CARHR099810
OG0001087	AT3G16720.1	CARHR091970
OG0001088	AT2G23250.1	CARHR292830
OG0001088	AT2G23260.1	CARHR292850
OG0001089	AT5G40000.1	CARHR262100
OG0001089	AT3G28600.1, AT3G28610.1	CARHR286690
OG0001090	AT3G26840.1, AT3G26820.1	CARHR147910
OG0001091	AT1G27140.1, AT1G27130.1	CARHR024740, CARHR024730
OG0001091	AT1G69920.1	CARHR063000
OG0001094	AT3G15710.1	CARHR090810
OG0001094	AT1G52600.1	CARHR042730
OG0001095	AT4G18195.1	CARHR224950
OG0001095	AT4G18197.1, AT4G18205.1	CARHR224960
OG0001096	AT1G09640.1	CARHR009610
OG0001096	AT1G57720.1	CARHR054460
OG0001097	AT3G59320.1	CARHR169710, CARHR169700, CARHR169690
OG0001097	AT3G59340.2	CARHR169720
OG0001098	AT2G37220.1	CARHR132370
OG0001098	AT3G53460.4	CARHR163360
OG0001099	AT3G24540.1	CARHR100680, CARHR100690, CARHR100480
OG0001099	AT3G24550.1	CARHR100720
OG0001101	AT2G40910.1	CARHR136020
OG0001101	AT2G40925.1	CARHR264750
OG0001102	AT4G04760.1	CARHR252790, CARHR252780
OG0001102	AT4G04750.3	CARHR252800
OG0001103	AT5G26751.1	CARHR186820
OG0001103	AT3G05840.1	CARHR080300
OG0001104	AT3G05110.1	CARHR217260
OG0001104	AT3G04960.3	CARHR079270
OG0001105	AT3G06620.1	CARHR081160
OG0001105	AT3G06640.1, AT3G06630.2	CARHR081170
OG0001106	AT3G10490.2, AT3G10480.3	CARHR084990, CARHR085000
OG0001107	AT1G48920.1	CARHR038910
OG0001107	AT3G18610.1	CARHR093990
OG0001109	AT1G14880.1, AT5G35525.1, AT1G14870.1	CARHR015410
OG0001110	AT1G20360.1, AT1G20735.1, AT1G20690.1, AT1G20940.1, AT1G20240.1, AT1G20290.1	CARHR020740
OG0001111	AT1G48330.1	CARHR037950
OG0001111	AT3G17580.1	CARHR092890
OG0001112	AT4G17170.1	CARHR223740
OG0001112	AT4G35860.1	CARHR244230
OG0001113	AT3G22333.1, AT3G22345.1	CARHR098250, CARHR098240
OG0001115	AT5G45277.1	CARHR176870
OG0001116	AT5G53742.1	CARHR154350
OG0001120	AT2G32240.1	CARHR126030
OG0001120	AT2G32235.1	CARHR126020
OG0001121	AT5G13440.1, AT5G13430.1	CARHR200000, CARHR199990
OG0001122	AT5G65600.1	CARHR279560
OG0001123	AT5G10450.4	CARHR202840
OG0001123	AT5G65430.3	CARHR279410
OG0001124	AT2G29190.1, AT2G29140.1, AT2G29200.1	CARHR007260, CARHR007240
OG0001127	AT1G28650.1	CARHR028110
OG0001128	AT1G68310.1	CARHR060990
OG0001128	AT3G09380.1	CARHR083770
OG0001129	AT1G31450.1	CARHR030970
OG0001129	AT2G35615.1	CARHR129830, CARHR129820
OG0001130	AT5G19550.1	CARHR193350
OG0001131	AT4G26840.1	CARHR234460
OG0001131	AT5G55160.2	CARHR268520
OG0001132	AT3G10550.1	CARHR085070
OG0001132	AT5G04540.1	CARHR208730
OG0001133	AT5G03790.1	CARHR209500
OG0001134	AT3G09810.1	CARHR084260
OG0001134	AT5G03290.1	CARHR210050
OG0001135	AT5G01150.1	CARHR211460
OG0001136	AT5G41770.1	CARHR212800
OG0001136	AT5G45990.2, AT3G13210.1	CARHR087800
OG0001137	AT1G80930.1	CARHR073540
OG0001139	AT1G16890.3	CARHR017360
OG0001140	AT1G76650.1	CARHR070210
OG0001140	AT1G76640.1	CARHR070200
OG0001141	AT2G02080.1	CARHR288910
OG0001141	AT1G14580.3	CARHR015080
OG0001142	AT1G23140.1	CARHR162090
OG0001142	AT1G70810.1	CARHR064070
OG0001143	AT1G19570.1, AT1G19550.1	CARHR020120
OG0001143	AT1G75270.1	CARHR068610
OG0001144	AT1G55520.1	CARHR045200
OG0001144	AT3G13445.1	CARHR088100
OG0001145	AT1G73230.1	CARHR066240
OG0001145	AT1G17880.1	CARHR018490
OG0001146	AT2G20550.1	CARHR111100
