Orthogroup	Arabidopsis_thaliana	Cardamine_glauca
OG0004079	AT3G04470.1	Cg004G1105000
OG0004081	AT3G04970.1	Cg004G1110500
OG0004082	AT3G05020.1	Cg004G1111100
OG0004083	AT3G05220.1	Cg004G1114100
OG0004084	AT3G05930.1	Cg004G1121600
OG0004085	AT3G06060.2	Cg004G1123800
OG0004087	AT3G12900.1	Cg004G1188100
OG0004088	AT3G13460.1	Cg004G1194800
OG0004089	AT3G14210.1	Cg004G1204200
OG0004090	AT3G15340.1	Cg004G1216300
OG0004091	AT3G16000.1	Cg004G1224200
OG0004092	AT3G17130.1	Cg004G1236000
OG0004093	AT3G17970.1	Cg004G1245100
OG0004094	AT3G19760.1	Cg004G1263800
OG0004095	AT5G49010.1	Cg008G2863000, Cg008G2848500
OG0004096	AT3G29380.1	Cg002G0622300
OG0004097	AT1G09157.1	Cg001G0365300
OG0004098	AT3G23600.1	Cg004G1305100
OG0004099	AT3G23380.1	Cg004G1302300
OG0004100	AT3G22845.1	Cg004G1295400
OG0004101	AT3G22840.1	Cg004G1295300
OG0004102	AT3G21520.1	Cg004G1283200, Cg004G1283100
OG0004103	AT1G69190.1	Cg007G2461300, Cg007G2464100
OG0004104	AT5G49530.1	Cg004G1406700, Cg008G2838900
OG0004105	AT5G28910.2	Cg008G2836600
OG0004106	AT4G00300.1	Cg003G0700900
OG0004107	AT1G01370.1	Cg006G2248000
OG0004108	AT1G04080.3	Cg006G2226200
OG0004109	AT1G06320.1	Cg006G2202000
OG0004110	AT1G07670.1, AT1G07810.1	Cg006G2185900
OG0004111	AT1G54960.1, AT1G09000.1	Cg007G2344400
OG0004113	AT1G11080.2	Cg006G2152600
OG0004114	AT1G62960.1	Cg007G2274400
OG0004115	AT1G14750.3	Cg006G2115800
OG0004116	AT1G17860.1	Cg006G2086300
OG0004117	AT1G18070.3	Cg008G2931900, Cg006G2084800
OG0004119	AT5G49740.1, AT5G49730.1	Cg003G0840600
OG0004120	AT1G71450.1	Cg007G2484700
OG0004122	AT1G12730.1	Cg006G2136700
OG0004122	AT1G63110.1	Cg007G2272400
OG0004123	AT2G01220.2	Cg002G0695700
OG0004124	AT1G64280.1	Cg007G2262200
OG0004125	AT4G05440.1	Cg003G0863400, Cg003G0735000
OG0004126	AT5G44563.1	Cg008G2946900
OG0004127	AT3G44240.1	Cg005G1718100
OG0004128	AT4G05020.2	Cg003G0859900, Cg003G0738100
OG0004129	AT1G48200.1	Cg006G1850800
OG0004130	AT4G37470.1	Cg001G0026800
OG0004131	AT4G36250.1	Cg001G0037800
OG0004132	AT4G35890.1	Cg001G0041400
OG0004133	AT4G33770.1	Cg001G0064000
OG0004134	AT3G23840.1	Cg004G1307900
OG0004135	AT3G24140.1	Cg004G1309600
OG0004136	AT4G00585.1	Cg014G3051600, Cg003G0704000
OG0004137	AT5G52840.1	Cg003G0910800
OG0004137	AT4G28005.1	Cg001G0122900
OG0004138	AT1G24148.1	Cg006G2025100
OG0004138	AT1G24147.1	Cg006G2025200
OG0004139	AT4G09880.1, AT3G30320.1	Cg006G1885600, Cg006G1992200
OG0004141	AT1G54630.1, AT1G54580.1	Cg007G2352200
OG0004146	AT2G28920.1	Cg005G1645300, Cg006G2188300
OG0004147	AT3G43250.1	Cg005G1639800, Cg005G1640100
OG0004148	AT2G01290.1	Cg002G0695000
OG0004149	AT3G27890.1	Cg002G0629600
OG0004150	AT3G60790.1	Cg002G0421000
OG0004152	AT4G08670.1	Cg003G0799200
OG0004153	AT4G27310.1	Cg001G0130200
OG0004155	AT5G63240.1	Cg003G1023300
OG0004155	AT5G63250.1	Cg003G1023400
OG0004157	AT2G34770.1	Cg005G1585100
OG0004165	AT2G23940.1	Cg005G1750800
OG0004166	AT4G30530.1	Cg001G0097000
OG0004167	AT4G30590.1	Cg001G0096600
OG0004168	AT5G63190.1	Cg003G1022900
OG0004169	AT5G17350.1	Cg008G2737200
OG0004170	AT5G16840.2	Cg008G2732400
OG0004173	AT5G16010.1	Cg008G2724500
OG0004174	AT5G15160.1	Cg008G2715900
OG0004175	AT5G15110.1	Cg008G2715400
OG0004177	AT1G23560.1	Cg006G2030700
OG0004178	AT5G14030.1	Cg008G2704100
OG0004181	AT3G29075.1	Cg002G0644800
OG0004182	AT5G10800.1	Cg008G2675400
OG0004182	AT5G25060.1	Cg008G2806200
OG0004184	AT5G08420.1	Cg008G2656300
OG0004185	AT5G08380.1	Cg008G2655700
OG0004186	AT4G24860.1, AT1G62130.1	Cg001G0155200
OG0004187	AT2G26740.1, AT2G26750.1	Cg003G0898900
OG0004188	AT2G27020.2	Cg005G1681500
OG0004189	AT2G27260.1	Cg005G1674400
OG0004190	AT2G27490.1	Cg005G1667200
OG0004191	AT2G28480.1	Cg005G1651300
OG0004192	AT2G30360.1	Cg005G1629200
OG0004193	AT2G30400.1	Cg005G1628500
OG0004194	AT2G30500.1	Cg005G1627500
OG0004195	AT2G31230.1	Cg005G1620000
OG0004197	AT2G31865.2	Cg005G1614000
OG0004198	AT2G32210.1, AT2G32190.1	Cg005G1610700
OG0004199	AT1G47830.1	Cg006G1853800
OG0004200	AT4G06746.1	Cg003G0818800
OG0004200	AT1G46768.1	Cg006G1863700
OG0004201	AT1G47210.2	Cg006G1861700
OG0004202	AT1G28240.1	Cg006G1993200
OG0004203	AT1G29140.1	Cg005G1591700, Cg006G1986000
OG0004204	AT1G29660.1	Cg006G1978700, Cg006G1978600
OG0004205	AT2G34410.1	Cg005G1588900
OG0004205	AT1G29890.2	Cg006G1975400
OG0004206	AT1G30270.1	Cg006G1971900
OG0004207	AT1G30470.1	Cg006G1970000
OG0004208	AT1G30580.1	Cg006G1968700
OG0004209	AT1G30840.1	Cg006G1964900, Cg006G1964800
OG0004210	AT1G32060.1	Cg006G1952900
OG0004211	AT2G02950.1	Cg002G0682000
OG0004212	AT5G66990.1	Cg003G1059200
OG0004214	AT5G67060.1	Cg003G1058500
OG0004215	AT5G67630.1	Cg003G1052100
OG0004215	AT3G49830.1	Cg002G0529600
OG0004217	AT5G63530.1	Cg003G1025800
OG0004218	AT5G62850.1	Cg003G1019200
OG0004219	AT1G52490.1	Cg006G1927000
OG0004220	AT5G61330.2	Cg003G1003900
OG0004221	AT5G60890.1	Cg003G0999200
OG0004222	AT4G16620.1	Cg001G0238300
OG0004223	AT5G43390.1	Cg008G2929400
OG0004223	AT5G43400.1	Cg003G0796200
OG0004225	AT5G24910.1	Cg008G2805300
OG0004225	AT5G24900.1	Cg008G2805200
OG0004226	AT5G19820.1	Cg008G2763300
OG0004227	AT5G20680.1	Cg008G2771200
OG0004228	AT5G22270.1	Cg008G2780200
OG0004229	AT5G59050.1	Cg003G0982500
OG0004230	AT5G52370.1, AT5G58990.1	Cg003G0980000
OG0004232	AT5G56780.1	Cg003G0956700
OG0004233	AT4G22970.3	Cg001G0174500
OG0004234	AT5G55810.2	Cg003G0946700
OG0004235	AT3G49645.2	Cg002G0531500
OG0004236	AT5G54770.1	Cg003G0936100
OG0004237	AT4G02380.3	Cg003G0721500, Cg014G3033800
OG0004238	AT4G02720.1	Cg014G3029000, Cg003G0725600
OG0004239	AT5G06350.1	Cg008G2635900
OG0004240	AT3G10340.1	Cg004G1162300
OG0004241	AT5G04110.2	Cg008G2612500
OG0004242	AT5G02890.1	Cg008G2600600
OG0004243	AT4G00020.2, AT5G01630.1	Cg008G2586700
OG0004244	AT5G40740.1	Cg007G2435100, Cg001G0309800, Cg001G0379800
OG0004245	AT5G41250.1	Cg002G0630300, Cg001G0385400
OG0004246	AT1G80730.1	Cg007G2570900, Cg007G2574200
OG0004247	AT1G79410.1	Cg007G2565200
OG0004248	AT1G78815.1	Cg007G2559200
OG0004248	AT1G16910.1	Cg006G2095200
OG0004249	AT1G77700.1	Cg007G2547800
OG0004250	AT3G08670.1	Cg004G1146500
OG0004251	AT1G55920.1	Cg006G1783300
OG0004252	AT1G25350.2	Cg006G2008800
OG0004253	AT1G53210.1	Cg006G1803100
OG0004254	AT4G13430.1	Cg001G0282700
OG0004255	AT2G44620.1	Cg005G1483400
OG0004256	AT1G72880.1	Cg007G2499200
OG0004257	AT1G24090.1, AT5G51080.1	Cg006G2026700
OG0004258	AT1G13120.1	Cg006G2132100
OG0004259	AT3G28455.1	Cg002G0636000
OG0004260	AT5G50830.2	Cg003G0888200
OG0004261	AT3G27710.1, AT3G27720.1	Cg002G0648400
OG0004262	AT3G26070.1, AT3G26080.2	Cg002G0667100
OG0004263	AT1G26840.1	Cg006G2019800
OG0004264	AT1G69420.1	Cg007G2461500
OG0004265	AT5G46230.1	Cg008G2970500
OG0004266	AT5G46020.1	Cg008G2967300
OG0004267	AT5G45470.1, AT5G45460.1	Cg008G2961400
OG0004269	AT2G26540.1	Cg005G1697400
OG0004270	AT1G71410.1	Cg007G2484300
OG0004271	AT1G51355.1	Cg006G1821300
OG0004272	AT1G51800.1	Cg006G1817100
OG0004273	AT1G52315.1	Cg006G1812100
OG0004274	AT4G18570.1	Cg001G0215500
OG0004275	AT4G18530.1	Cg001G0216100
OG0004277	AT4G17440.3	Cg001G0228500
OG0004278	AT3G51120.1	Cg002G0517000
OG0004279	AT4G23690.1	Cg001G0167100
OG0004280	AT4G23450.2	Cg001G0169400
OG0004281	AT5G51590.1	Cg003G0898000
OG0004282	AT4G24080.1	Cg001G0163400
OG0004283	AT2G34930.1	Cg005G1583800
OG0004284	AT4G12334.1	Cg003G0750600
OG0004284	AT4G22710.1, AT4G22690.1	Cg001G0177600
OG0004285	AT4G20020.1	Cg001G0201100
OG0004286	AT4G20880.1	Cg001G0195700
OG0004287	AT4G21110.1	Cg001G0193300
OG0004288	AT4G16850.1	Cg001G0234900, Cg001G0234300, Cg001G0234500, Cg001G0234600, Cg001G0234000, Cg001G0235000
OG0004289	AT5G14290.1	Cg008G2706900
OG0004289	AT3G01740.1	Cg004G1074100
OG0004290	AT5G26110.1	Cg003G0777700, Cg008G2817900
OG0004291	AT3G63010.1	Cg002G0400700
OG0004292	AT3G61530.1	Cg002G0415000
OG0004293	AT3G61140.1	Cg002G0418900
OG0004294	AT1G54250.1	Cg006G1791700
OG0004295	AT3G58610.1	Cg002G0439400
OG0004296	AT3G58230.1	Cg002G0442300
OG0004297	AT3G58180.1	Cg002G0442600
OG0004299	AT3G56910.1	Cg002G0455200
OG0004300	AT3G56620.1	Cg002G0458100
OG0004302	AT3G55010.1	Cg002G0476200, Cg002G0476400
OG0004303	AT5G53400.1	Cg003G0917600
OG0004304	AT3G24310.1	Cg004G1313000
OG0004305	AT2G17950.1	Cg004G1415300
OG0004306	AT2G18160.1	Cg004G1417700
OG0004307	AT2G18570.1	Cg004G1402300
OG0004308	AT2G19480.1	Cg004G1431900
OG0004310	AT2G41190.1	Cg005G1518500
OG0004311	AT2G40890.1	Cg005G1521100
OG0004312	AT2G40750.1	Cg005G1523200
OG0004313	AT2G40116.1	Cg005G1530400
OG0004314	AT2G39200.1	Cg005G1540100
OG0004315	AT2G38640.1	Cg005G1545800
OG0004316	AT2G37590.1	Cg005G1557700
OG0004317	AT4G12040.1	Cg003G0752800
OG0004318	AT2G23700.1	Cg005G1753200
OG0004319	AT1G25260.1	Cg006G2007400
OG0004320	AT1G04445.2	Cg005G1718500, Cg006G2222400
OG0004322	AT5G26700.1	Cg008G2820800
OG0004324	AT5G27720.1	Cg008G2826400
OG0004325	AT5G27670.1	Cg008G2827000
OG0004326	AT2G47050.1	Cg005G1458600
OG0004327	AT2G47030.1	Cg005G1458700
OG0004328	AT2G46520.1	Cg008G2758700, Cg005G1463900, Cg005G1652700
OG0004329	AT2G46370.4	Cg005G1465700
OG0004330	AT2G46230.1	Cg005G1467100
OG0004330	AT1G26530.1	Cg006G2015700
OG0004331	AT3G21320.1	Cg004G1280900
OG0004332	AT2G45695.1	Cg005G1472500
OG0004334	AT2G43140.2	Cg005G1498200
OG0004335	AT2G43090.1	Cg005G1498700
OG0004336	AT2G42870.1	Cg005G1501200
OG0004337	AT5G47180.1	Cg008G2981300
OG0004338	AT5G47140.1	Cg008G2980900
OG0004339	AT5G47060.1	Cg008G2980100
OG0004340	AT3G05800.1	Cg004G1120300
OG0004341	AT3G05975.1	Cg004G1122800
OG0004342	AT3G06670.2	Cg004G1131100
OG0004343	AT3G06760.2	Cg004G1131800
OG0004344	AT3G07890.1	Cg004G1143300
OG0004345	AT3G10050.1	Cg004G1159700
OG0004346	AT3G11230.2	Cg001G0369500, Cg004G1172400
OG0004347	AT3G11840.1	Cg004G1178300
OG0004348	AT3G12030.1	Cg004G1180100
OG0004348	AT5G06660.1	Cg008G2638600
OG0004349	AT3G12600.1	Cg004G1185000
OG0004350	AT3G13120.1	Cg004G1191000
OG0004351	AT3G13450.1	Cg004G1194700
OG0004352	AT3G13810.2	Cg004G1198700
OG0004353	AT3G14080.1	Cg004G1202800
OG0004354	AT3G14200.1	Cg004G1204000
OG0004355	AT3G14850.2	Cg004G1210200
OG0004356	AT3G15355.1	Cg004G1217100
OG0004357	AT3G15390.1	Cg004G1217600
OG0004358	AT1G80745.1, AT3G15420.1	Cg004G1218000
OG0004359	AT3G15990.1	Cg004G1224100
OG0004360	AT2G20720.1	Cg004G1444300, Cg004G1444200
OG0004361	AT3G17120.1	Cg004G1235900
OG0004362	AT3G18690.1	Cg004G1252700
OG0004363	AT3G19000.1	Cg004G1255800
OG0004364	AT3G19580.1	Cg004G1261700
OG0004366	AT3G20460.1	Cg004G1271700
OG0004367	AT3G20898.1	Cg004G1276500
OG0004368	AT3G21110.1	Cg004G1278200
OG0004369	AT3G21250.4	Cg004G1280000
OG0004370	AT5G37740.2	Cg001G0339400
OG0004371	AT5G37020.1	Cg001G0327700
OG0004372	AT5G48030.1	Cg008G2884300, Cg016G3060200, Cg003G0873500
OG0004373	AT3G23770.1	Cg004G1307100
OG0004374	AT3G23250.1	Cg004G1300800
OG0004375	AT3G22380.2	Cg004G1290800
OG0004376	AT3G21865.1	Cg004G1286500
OG0004377	AT3G21710.2	Cg004G1285000
OG0004378	AT3G21700.3	Cg004G1284900
OG0004379	AT3G21460.1	Cg004G1282500
OG0004380	AT1G65270.1	Cg007G2409500, Cg007G2399300
OG0004381	AT5G18650.1	Cg008G2750600
OG0004382	AT3G51670.1	Cg002G0512300
OG0004383	AT3G51550.1	Cg002G0513400
OG0004384	AT1G02300.1	Cg006G2240900
OG0004385	AT1G03475.1	Cg006G2231800
OG0004387	AT1G05960.2	Cg006G2205200
OG0004388	AT1G07890.1	Cg006G2185200
OG0004390	AT1G09480.1, AT1G09490.1	Cg006G2169400
OG0004391	AT1G09760.1	Cg006G2166200
OG0004392	AT1G11890.1	Cg006G2144000
OG0004393	AT1G12550.1	Cg006G2138200
OG0004394	AT1G12610.1	Cg006G2137700
OG0004395	AT1G12760.1	Cg006G2136300
OG0004396	AT1G16560.1	Cg006G2098700
OG0004397	AT1G21460.1	Cg006G2052200
OG0004398	AT1G59171.1, AT1G58643.1, AT1G58936.1, AT1G59312.1, AT1G22100.1	Cg006G2045500
OG0004399	AT1G22640.1	Cg006G2040000
OG0004400	AT1G71710.1	Cg007G2486200
OG0004401	AT1G70260.1	Cg007G2472800
OG0004403	AT1G63220.1	Cg007G2271600
OG0004404	AT1G56250.1, AT1G56240.1	Cg007G2338200
OG0004405	AT5G42060.1	Cg001G0394100
OG0004405	AT1G64490.1	Cg007G2259800
OG0004408	AT4G39900.1	Cg001G0017200
OG0004409	AT4G37240.1	Cg001G0032500
OG0004410	AT4G35180.1	Cg001G0049200
OG0004411	AT4G33210.1	Cg001G0069700
OG0004412	AT4G00231.1	Cg003G0700500
OG0004413	AT4G33650.2	Cg001G0065400
OG0004414	AT4G33880.1	Cg001G0063100
OG0004415	AT4G33980.2	Cg001G0061700
OG0004416	AT4G32030.1	Cg001G0082600
OG0004417	AT4G31610.2	Cg001G0087400
OG0004418	AT4G31380.1	Cg001G0089500
OG0004419	AT3G23640.3	Cg004G1305800
OG0004420	AT1G35310.1	Cg006G1916200
OG0004421	AT4G00910.1	Cg014G3045700, Cg003G0710000
OG0004422	AT4G00990.1	Cg014G3046300, Cg003G0709500
OG0004423	AT4G28310.1, AT1G52270.1	Cg001G0118900
OG0004428	AT1G50050.1	Cg006G1831800
OG0004429	AT1G52825.1	Cg006G1806900
OG0004434	AT4G27710.1	Cg005G1459300
OG0004435	AT2G19610.2	Cg006G1779500
OG0004436	AT5G27350.1	Cg008G2830000
OG0004436	AT5G27360.3	Cg008G2829900
OG0004440	AT1G78955.1	Cg007G2560800
OG0004440	AT1G78950.2	Cg007G2560700
OG0004451	AT4G23060.1	Cg001G0173600
OG0004452	AT3G47120.1	Cg002G0555800
OG0004453	AT2G38950.1	Cg005G1542400
OG0004455	AT2G02170.1	Cg002G0685800
OG0004456	AT5G18110.1	Cg008G2745200
OG0004457	AT1G04640.1	Cg006G2220200
OG0004458	AT5G16830.1	Cg008G2732300
OG0004459	AT3G63410.1	Cg002G0396700
OG0004460	AT5G16270.1	Cg008G2727100
OG0004461	AT5G15830.1	Cg008G2722800
OG0004462	AT5G15120.1	Cg008G2715500
OG0004463	AT5G14780.1	Cg008G2712100
OG0004464	AT2G16710.3	Cg004G1402100
OG0004465	AT5G13750.1	Cg008G2701200
OG0004466	AT5G13450.1	Cg008G2698300
OG0004468	AT5G13130.1	Cg008G2695000
OG0004469	AT5G12960.1, AT5G12950.1	Cg008G2693200
OG0004470	AT5G12400.1	Cg008G2691100
OG0004471	AT5G12050.1	Cg008G2687500
OG0004472	AT5G11810.1	Cg008G2685200
OG0004473	AT5G11110.1	Cg008G2678500
OG0004475	AT5G10770.1	Cg008G2675100
OG0004476	AT5G10510.3	Cg008G2672500
OG0004477	AT5G09940.1	Cg008G2666200
OG0004478	AT5G08790.1	Cg008G2659500
OG0004479	AT5G08080.3	Cg008G2652800
OG0004480	AT4G03120.1	Cg003G0868300, Cg003G0729900
OG0004481	AT4G03240.1	Cg003G0867300, Cg003G0731000
OG0004482	AT4G25090.1	Cg001G0153000
OG0004483	AT4G24780.1	Cg001G0156000
OG0004484	AT2G27430.1	Cg005G1669700
OG0004485	AT2G28000.1	Cg005G1657300
OG0004486	AT2G28160.1	Cg005G1655300
OG0004487	AT2G29590.1	Cg005G1637800
OG0004488	AT2G29710.1, AT2G29730.1	Cg005G1636200
OG0004489	AT2G29980.1	Cg005G1634100
OG0004490	AT2G30300.1	Cg005G1629900
OG0004491	AT2G30424.1	Cg005G1628300
OG0004492	AT2G30470.1	Cg005G1627900
OG0004493	AT2G31500.1	Cg005G1617100
OG0004494	AT2G32650.1, AT2G32180.1, AT2G27402.1	Cg005G1606600
OG0004495	AT2G32765.1	Cg005G1605300
OG0004496	AT2G33040.1	Cg005G1602600
OG0004497	AT2G33380.1	Cg005G1599000
OG0004498	AT2G33435.1	Cg005G1598300
OG0004499	AT5G43440.1	Cg008G2929700
OG0004500	AT1G04260.1	Cg006G2224400
OG0004502	AT4G25730.1	Cg001G0146000
OG0004503	AT1G45201.3	Cg006G1866500, Cg006G1866400
OG0004504	AT1G27950.1	Cg006G1996900
OG0004505	AT1G28130.1	Cg006G1994800
OG0004507	AT1G28260.1	Cg006G1992900
OG0004508	AT1G28490.1	Cg006G1990200
OG0004509	AT1G29070.1	Cg006G1986800
OG0004510	AT1G29395.1, AT1G29390.1	Cg006G1980700
OG0004511	AT1G29640.1	Cg006G1978800
OG0004512	AT1G29770.1	Cg006G1976400
OG0004513	AT1G29850.3	Cg006G1975700
OG0004514	AT2G44860.1	Cg005G1480800
OG0004515	AT1G30110.1	Cg006G1973100
OG0004516	AT1G30700.1	Cg006G1967500
OG0004518	AT2G02720.1	Cg002G0683600
OG0004519	AT2G03120.1	Cg002G0680700
OG0004520	AT2G03690.1	Cg002G0675300
OG0004521	AT5G66920.1	Cg003G1060000
OG0004522	AT5G65480.1	Cg003G1046900
OG0004525	AT5G64040.2	Cg003G1031100
OG0004526	AT5G63720.1	Cg003G1028100
OG0004527	AT5G63140.1	Cg003G1022400
OG0004528	AT3G47470.1	Cg003G1015000, Cg002G0553600
OG0004529	AT5G62180.1	Cg003G1012500
OG0004530	AT5G61420.2	Cg003G1005000
OG0004531	AT5G23260.4	Cg008G2789700
OG0004532	AT2G03360.2, AT2G03370.2	Cg002G0677900
OG0004533	AT5G25420.1, AT1G65550.1	Cg008G2810800
OG0004534	AT5G25610.1	Cg008G2813200
OG0004535	AT5G25620.2	Cg008G2813300
OG0004536	AT5G26210.1	Cg008G2818600
OG0004537	AT5G36260.1	Cg001G0321300
OG0004538	AT5G20190.1	Cg008G2767100
OG0004539	AT5G20635.1	Cg008G2770800
OG0004540	AT5G20885.1	Cg008G2773200
OG0004541	AT5G20890.1	Cg008G2773300
OG0004542	AT5G20970.1	Cg008G2774200
OG0004543	AT5G21130.1	Cg008G2775600
OG0004544	AT5G21280.1	Cg008G2777500
OG0004545	AT5G22310.1	Cg008G2780700
OG0004546	AT5G22740.1	Cg008G2784300
OG0004547	AT5G60120.2	Cg003G0992500
OG0004548	AT5G59810.1	Cg003G0988700
OG0004549	AT5G59350.1	Cg003G0983700
OG0004550	AT5G59030.1	Cg003G0982600
OG0004551	AT5G58660.1	Cg003G0976600
OG0004552	AT5G58330.1	Cg003G0973200
OG0004553	AT1G09770.1	Cg006G2166100
OG0004554	AT5G58060.2	Cg003G0970700
OG0004555	AT5G57990.1	Cg003G0969600
OG0004556	AT2G12290.1, AT4G19700.1	Cg001G0203500
OG0004557	AT5G56860.1	Cg003G0957500
OG0004558	AT5G56650.1, AT5G56660.1	Cg003G0955600
OG0004560	AT5G56200.1	Cg003G0950400
OG0004561	AT4G27040.1	Cg003G0937300, Cg001G0132400
OG0004562	AT5G54730.1	Cg003G0935400
OG0004563	AT3G49390.1	Cg002G0534000
OG0004564	AT3G49250.1	Cg002G0535400
OG0004565	AT5G07250.1	Cg008G2644500
OG0004566	AT5G04760.1	Cg008G2619700
OG0004567	AT5G04430.2	Cg008G2616500
OG0004569	AT5G03510.1	Cg008G2606300
OG0004570	AT5G02760.1	Cg008G2599100
OG0004571	AT3G08740.1	Cg004G1147200
OG0004572	AT4G00695.3, AT1G80245.1	Cg007G2577000
OG0004573	AT1G80380.2	Cg007G2575900
OG0004574	AT1G80710.1	Cg007G2573900
OG0004575	AT1G79580.1	Cg007G2567100
OG0004576	AT1G78600.2	Cg007G2556900
OG0004577	AT2G43220.1	Cg005G1497500
OG0004578	AT1G78240.1	Cg007G2552900
OG0004579	AT1G77840.1	Cg007G2549100
OG0004580	AT1G77760.1	Cg007G2548500
OG0004581	AT1G76800.1	Cg007G2539200
OG0004582	AT1G76360.1	Cg007G2535000
OG0004583	AT1G75520.1	Cg007G2526200
OG0004584	AT1G75510.1	Cg007G2526100
OG0004585	AT1G26110.1	Cg006G2012100
OG0004586	AT1G54150.1	Cg006G1792900
OG0004587	AT5G36160.1	Cg001G0320600, Cg004G1443100
OG0004588	AT1G53250.1	Cg006G1802700
OG0004589	AT2G36010.2	Cg005G1573200
OG0004590	AT2G44820.1	Cg005G1633500, Cg005G1481300
OG0004591	AT4G31660.1	Cg001G0087000
OG0004592	AT5G45010.1	Cg007G2375800
OG0004593	AT5G52900.1	Cg003G0911800
OG0004594	AT4G29660.1	Cg001G0106400
OG0004595	AT4G13420.1	Cg001G0282900
OG0004596	AT4G14145.1	Cg001G0271500
OG0004597	AT4G14410.1	Cg001G0266900
OG0004599	AT1G72830.2	Cg007G2498500
OG0004600	AT4G22360.1	Cg001G0180200
OG0004601	AT1G74490.1	Cg007G2515700
OG0004602	AT1G69295.1	Cg007G2463000
OG0004603	AT4G32480.1	Cg001G0078000, Cg001G0118400
OG0004604	AT4G29020.1	Cg001G0111700
OG0004606	AT5G50850.1	Cg003G0888400
OG0004607	AT3G25910.1	Cg002G0668600
OG0004608	AT1G69880.1	Cg007G2469100
OG0004609	AT5G46090.1	Cg008G2968300
OG0004610	AT5G45350.1	Cg008G2960300
OG0004611	AT3G20630.1	Cg004G1273300
OG0004612	AT1G51260.1	Cg006G1821700
OG0004613	AT1G51510.1	Cg006G1819800
OG0004614	AT3G24080.1	Cg004G1310200
OG0004615	AT1G58160.1	Cg006G1813500
OG0004616	AT1G52400.1	Cg006G1811300
OG0004617	AT1G52970.1	Cg004G1341300, Cg004G1341100, Cg004G1341200, Cg006G1805800
OG0004618	AT1G52980.1	Cg001G0221900, Cg006G1805700
OG0004619	AT2G35680.1	Cg005G1576500
OG0004620	AT4G18710.1	Cg001G0213800
OG0004621	AT4G18430.1	Cg001G0217400
OG0004622	AT4G13510.1	Cg001G0281900
OG0004623	AT4G18340.1	Cg001G0218700
OG0004624	AT4G23550.1	Cg001G0168300
OG0004625	AT4G23330.1	Cg001G0170500
OG0004626	AT2G16485.1	Cg004G1399800
OG0004627	AT2G17090.1	Cg004G1405900
OG0004628	AT4G24060.1	Cg001G0163500
OG0004629	AT4G24040.1	Cg001G0163700
OG0004630	AT4G23880.1	Cg001G0165200
OG0004631	AT4G23760.1	Cg001G0166200
OG0004633	AT4G22330.1	Cg001G0180600
OG0004635	AT4G20420.1	Cg001G0197500
OG0004636	AT3G01850.1, AT1G63290.1	Cg007G2270800
OG0004637	AT3G63000.1	Cg002G0400800
OG0004638	AT3G62930.1	Cg002G0401500
OG0004639	AT3G62060.2	Cg002G0409400
OG0004640	AT5G03435.1, AT3G61720.1	Cg004G1275200, Cg002G0413000
OG0004641	AT3G61620.1	Cg002G0414100
OG0004642	AT3G60360.1	Cg002G0424600
OG0004643	AT3G59650.2	Cg002G0430900
OG0004644	AT4G24830.1	Cg001G0155400
OG0004645	AT3G58060.1	Cg002G0444000
OG0004646	AT3G57870.1	Cg002G0445800
OG0004647	AT3G57440.1	Cg002G0449900
OG0004648	AT3G57400.1, AT5G52500.1	Cg002G0450300
OG0004650	AT3G57070.1	Cg002G0453300
OG0004651	AT3G56810.1	Cg002G0456500
OG0004652	AT3G56710.1	Cg002G0457300
OG0004653	AT3G56400.1	Cg002G0460700
OG0004654	AT3G56180.2	Cg002G0462900
OG0004656	AT3G55560.1	Cg002G0470200
OG0004657	AT3G54080.1	Cg002G0486300
OG0004658	AT3G53990.1	Cg002G0487000
OG0004659	AT5G54370.1	Cg003G0932100
OG0004660	AT5G53870.1	Cg003G0922500
OG0004661	AT1G67750.1	Cg007G2444700
OG0004662	AT1G68490.1	Cg007G2453800
OG0004663	AT2G18640.1	Cg004G1422600
OG0004664	AT2G19160.1	Cg004G1428400
OG0004665	AT2G19410.2	Cg004G1430900
OG0004666	AT2G40530.1	Cg005G1525000
OG0004667	AT2G22250.2	Cg005G1765700
OG0004668	AT2G40230.1	Cg005G1529200
OG0004669	AT2G40080.1	Cg005G1531200
OG0004670	AT2G39940.1	Cg005G1532600
OG0004671	AT2G39720.1	Cg005G1535000
OG0004672	AT2G39450.1	Cg005G1537600
OG0004673	AT2G39445.1	Cg005G1537700
OG0004674	AT2G39080.1	Cg005G1541200
OG0004675	AT2G38650.1	Cg005G1545700
OG0004676	AT2G37970.1	Cg005G1553400
OG0004677	AT4G04770.1	Cg003G0740500, Cg003G0857200
OG0004678	AT4G12340.1	Cg003G0750500
OG0004679	AT1G44820.1, AT1G44180.1	Cg006G1869600
OG0004680	AT4G09670.1	Cg003G0784600
OG0004681	AT4G11150.1	Cg003G0761900
OG0004682	AT4G11690.1	Cg003G0756200
OG0004683	AT5G26660.1	Cg008G2821300
OG0004684	AT5G27990.1	Cg008G2832200
OG0004685	AT2G20360.1	Cg004G1440900
OG0004686	AT4G37180.2	Cg001G0031900
OG0004687	AT2G45660.1	Cg005G1472900
OG0004688	AT1G65680.1	Cg005G1478700
OG0004689	AT2G44610.1	Cg005G1483500
OG0004690	AT2G43430.1	Cg005G1495500
OG0004691	AT5G47050.1	Cg008G2979800
