Orthogroup	Alyssum_gmelinii	Arabidopsis_thaliana
OG0000865	Ag024G2871000	AT3G45720.1
OG0000865	Ag032G3421800	AT3G45690.1, AT3G45680.1
OG0000866	Ag001G0069200	AT1G33790.2, AT5G28520.1, AT2G25980.1
OG0000866	Ag001G0070100, Ag001G0070300, Ag001G0070000	AT1G52100.1
OG0000867	Ag016G2322300, Ag037G4130400	AT5G47210.1
OG0000867	Ag050G4795800	AT4G17520.1
OG0000868	Ag008G0961500	AT3G50120.1
OG0000869	Ag033G3525800	AT1G69100.2
OG0000870	Ag031G3325400	AT3G56240.1
OG0000870	Ag014G1915300	AT1G66240.1
OG0000871	Ag039G4310400	AT2G37480.1
OG0000871	Ag031G3386700	AT3G53670.1
OG0000872	Ag039G4315200, Ag014G2009000, Ag014G2009100	AT5G42260.1, AT5G44640.1, AT2G25630.1
OG0000872	Ag003G0342400	AT2G44450.1
OG0000873	Ag014G1853300	AT5G17080.1, AT5G17140.1, AT1G03720.1
OG0000874	Ag034G3844100	AT1G13470.1
OG0000874	Ag034G3844200	AT1G13480.1
OG0000875	Ag052G4855400	AT1G33080.1
OG0000876	Ag002G0161200, Ag002G0212000, Ag002G0201800	AT1G61330.1
OG0000877	Ag011G1141800, Ag011G1142000	AT2G16290.1, AT2G16300.1
OG0000882	Ag023G2843200	AT1G11980.1
OG0000882	Ag013G1757400	AT2G35635.1, AT1G31340.1
OG0000883	Ag004G0746300	AT2G04080.1, AT2G04070.1, AT2G04050.1, AT2G04040.1, AT2G04066.1
OG0000884	Ag004G0750900, Ag004G0754000	AT5G54820.1, AT1G56400.1, AT3G29830.1
OG0000885	Ag057G4965100, Ag057G4965200, Ag022G2685700	AT3G22230.1, AT2G32220.1
OG0000886	Ag003G0295800, Ag003G0295700, Ag048G4609300	AT2G47130.1, AT3G29260.1, AT3G29250.1
OG0000886	Ag003G0295500	AT2G47120.2
OG0000887	Ag032G3466700, Ag032G3467100	AT1G34560.1
OG0000888	Ag090G5454200, Ag090G5455200	AT4G19500.1
OG0000889	Ag033G3613600	AT4G21585.6
OG0000889	Ag033G3614200	AT4G21600.1
OG0000890	Ag014G1815500, Ag003G0364900	AT3G04230.1
OG0000890	Ag060G5013400	AT2G09990.1, AT5G18380.1
OG0000893	Ag013G1503200	AT5G11410.1
OG0000893	Ag013G1503600, Ag013G1503400	AT5G11360.1, AT5G11400.2
OG0000894	Ag004G0425600	AT5G67380.1
OG0000896	Ag004G0726300	AT3G55677.1, AT3G55665.1, AT3G55672.1, AT3G55254.1, AT3G54925.1, AT3G55252.1
OG0000897	Ag022G2680800	AT5G06600.1
OG0000897	Ag014G1941400	AT3G11910.1
OG0000898	Ag022G2719200, Ag002G0174400, Ag033G3545500, Ag014G2130900, Ag022G2714700	AT5G05370.1
OG0000899	Ag048G4603900, Ag048G4604300	AT1G78660.1
OG0000899	Ag048G4603200, Ag048G4603000	AT1G78680.1
OG0000900	Ag032G3450500	AT1G53950.1
OG0000900	Ag032G3451900, Ag032G3452600, Ag032G3451300, Ag032G3451000, Ag032G3450600	AT1G53945.1
OG0000901	Ag016G2397400, Ag033G3615900, Ag033G3615800, Ag078G5356600, Ag014G2121300	AT3G25960.1, AT3G55650.1, AT3G55810.1
OG0000902	Ag003G0411800	AT2G41390.1, AT2G41400.1
OG0000903	Ag045G4526300	AT4G29270.1
OG0000903	Ag045G4525400	AT4G29260.1
OG0000904	Ag014G2112600	AT3G19130.1
OG0000904	Ag001G0002300, Ag083G5410200	AT1G49600.2
OG0000905	Ag050G4738700, Ag050G4738900, Ag090G5455400, Ag090G5455000, Ag090G5454700, Ag090G5453500	AT4G19510.4
OG0000906	Ag052G4843800, Ag033G3480000	AT4G23990.1
OG0000906	Ag033G3479900, Ag052G4844000	AT4G24010.1, AT4G24000.1
OG0000907	Ag031G3151000	AT3G01870.1
OG0000907	Ag031G3150900	AT3G01880.1
OG0000907	Ag003G0345600	AT2G44260.2
OG0000908	Ag031G3265900	AT3G58500.1
OG0000908	Ag003G0383300	AT2G42500.1
OG0000909	Ag039G4185400	AT5G37280.1, AT5G37220.1, AT5G37230.1, AT5G37250.2, AT5G37270.1
OG0000910	Ag039G4259300, Ag039G4259200, Ag039G4258800, Ag039G4259600, Ag039G4259700, Ag039G4260300, Ag039G4263400, Ag039G4263500	AT2G38995.2
OG0000910	Ag003G0366900	AT5G37300.4
OG0000911	Ag011G1044600	AT4G39340.1
OG0000911	Ag015G2185700	AT2G21740.1, AT2G21750.1
OG0000912	Ag014G1838700	AT3G05590.1
OG0000912	Ag003G0284300	AT2G47570.1
OG0000913	Ag061G5031000	AT5G38480.1
OG0000913	Ag014G1784800	AT3G02520.1
OG0000914	Ag019G2518700	AT4G01070.1
OG0000914	Ag034G3660300, Ag034G3660200, Ag011G1234500	AT1G01420.2, AT1G01390.2
OG0000915	Ag034G3663700, Ag019G2512800	AT5G47700.1, AT1G01100.1, AT4G00810.1
OG0000916	Ag034G3832700	AT1G12855.1
OG0000916	Ag034G3839800, Ag034G3833100	AT1G12870.1
OG0000917	Ag034G4021500	AT1G22440.1
OG0000917	Ag034G4020700, Ag034G4020400	AT1G22430.1
OG0000923	Ag055G4923900	AT3G47960.1
OG0000923	Ag001G0047200, Ag001G0046800, Ag004G0479800	AT5G62680.1
OG0000924	Ag013G1395000	AT5G16190.4
OG0000925	Ag004G0537300, Ag004G0537500, Ag004G0536900, Ag004G0537000	AT5G25010.1, AT5G24990.1, AT5G25020.1
OG0000925	Ag013G1518600	AT5G10750.1
OG0000926	Ag011G1243500	AT4G31700.1
OG0000926	Ag013G1526200	AT5G10360.1
OG0000927	Ag013G1622800	AT2G29690.1
OG0000927	Ag031G3333300	AT3G55870.3
OG0000927	Ag022G2707800	AT5G05730.2
OG0000928	Ag013G1637200	AT2G30620.1
OG0000928	Ag034G3730800	AT1G06760.1
OG0000929	Ag034G3730200	AT2G30730.2, AT1G06700.1
OG0000929	Ag013G1638200	AT2G30740.1
OG0000930	Ag017G2431000	AT5G22670.1
OG0000930	Ag004G0598900	AT5G22660.2, AT5G22700.5
OG0000931	Ag089G5445900	AT3G46460.1
OG0000931	Ag004G0647200	AT5G59300.1
OG0000932	Ag004G0678600	AT5G57815.1
OG0000932	Ag034G4021600	AT1G22450.1
OG0000933	Ag004G0684900, Ag004G0684400, Ag004G0684000, Ag004G0683700	AT5G55440.1
OG0000933	Ag004G0683100	AT5G67040.1
OG0000934	Ag004G0694900	AT5G57240.3
OG0000935	Ag004G0741000	AT5G55450.1
OG0000936	Ag004G0766400, Ag011G1116200	AT4G35733.1
OG0000936	Ag011G1116500, Ag011G1116600, Ag011G1117200	AT1G44080.1, AT2G26160.1, AT3G25750.2
OG0000938	Ag032G3460800	AT3G14420.1
OG0000939	Ag015G2254500	AT1G36050.1
OG0000939	Ag034G4016200	AT1G22200.1
OG0000942	Ag011G1226100, Ag011G1225500, Ag011G1224800, Ag011G1225000, Ag011G1224600, Ag011G1224500	AT4G32110.1, AT4G32105.1
OG0000943	Ag008G0956600	AT3G50280.1, AT3G50290.1, AT3G50270.1
OG0000944	Ag008G0959500	AT3G50210.1
OG0000946	Ag034G3683200	AT1G06620.1
OG0000946	Ag031G3208300, Ag031G3208700	AT3G61400.1
OG0000947	Ag003G0280700	AT2G47880.1
OG0000947	Ag031G3175600	AT3G62960.1
OG0000948	Ag031G3301900	AT3G57240.1
OG0000948	Ag031G3300300, Ag031G3301700	AT3G57260.2
OG0000949	Ag039G4241400	AT2G39460.1
OG0000950	Ag025G2906700, Ag053G4870000	AT4G16143.1
OG0000951	Ag011G1114400	AT4G35830.1
OG0000951	Ag029G3118500	AT2G05710.1
OG0000952	Ag034G3773000, Ag034G3773300, Ag034G3772700, Ag039G4192800, Ag034G3772800, Ag034G3772600	AT1G09510.1
OG0000952	Ag034G3772500, Ag034G3772200, Ag034G3772100	AT1G09500.1
OG0000954	Ag014G1811500	AT4G04220.1
OG0000955	Ag034G3848600, Ag034G3848900	AT1G13780.1, AT5G27750.1
OG0000956	Ag034G4070100	AT1G70130.1
OG0000956	Ag034G4070700, Ag034G4070800	AT1G70110.1
OG0000957	Ag011G1052700	AT4G39640.1
OG0000957	Ag011G1069000	AT4G39650.1
OG0000958	Ag011G1101400, Ag011G1101600, Ag011G1101800, Ag011G1101700	AT4G08380.1
OG0000962	Ag085G5416200, Ag085G5415900, Ag085G5416400, Ag085G5416300, Ag013G1356400, Ag013G1356500, Ag013G1356300, Ag022G2632700, Ag085G5416100, Ag007G0933300	AT2G03980.1
OG0000963	Ag013G1433100, Ag013G1432600	AT5G14860.1
OG0000963	Ag034G4070500, Ag044G4497800	AT2G16890.2
OG0000964	Ag013G1651400	AT2G31862.1, AT2G18810.1, AT2G31720.1
OG0000965	Ag024G2874800, Ag024G2875300, Ag024G2891600, Ag013G1699700	AT4G25630.1
OG0000966	Ag004G0520500, Ag014G2058800, Ag002G0170900, Ag039G4224000, Ag051G4825800, Ag022G2755300	AT5G23900.1
OG0000967	Ag004G0544400, Ag004G0544600, Ag004G0544800, Ag004G0544700	AT5G25470.1, AT5G25475.4
OG0000968	Ag004G0624500, Ag078G5343400	AT5G60130.1, AT5G60140.1
OG0000968	Ag004G0624300, Ag078G5343500	AT5G60142.1
OG0000969	Ag004G0666900	AT5G58390.1, AT5G58400.1
OG0000969	Ag022G2715600	AT5G05340.1
OG0000970	Ag049G4730500, Ag012G1295700	AT3G27840.1
OG0000971	Ag006G0803000, Ag058G4979400	AT5G46050.1
OG0000971	Ag058G4979300, Ag006G0803200	AT5G46040.1
OG0000972	Ag031G3368600	AT5G56800.1
OG0000973	Ag016G2322200, Ag037G4130500	AT5G47200.1
OG0000974	Ag014G1881300, Ag031G3330300	AT3G08530.1
OG0000974	Ag014G1928500	AT3G11130.1
OG0000975	Ag039G4295100, Ag042G4403600, Ag039G4294800	AT2G37900.1
OG0000976	Ag039G4250400	AT5G52070.1, AT5G42670.1
OG0000978	Ag011G1148900, Ag014G1824800	AT4G34670.1
OG0000979	Ag034G3677400	AT1G02540.1, AT1G19040.1
OG0000979	Ag034G3685500	AT1G03490.1
OG0000980	Ag034G4063100, Ag002G0172200, Ag034G4062900	AT3G29670.1
OG0000982	Ag034G4002200, Ag055G4915200	AT1G14048.1, AT5G02210.1, AT1G23201.2
OG0000983	Ag014G1785300, Ag016G2306600, Ag014G2137800	AT3G02560.1
OG0000983	Ag013G1396300	AT5G16130.1
OG0000984	Ag014G1778300	AT3G02230.1
OG0000985	Ag013G1588700	AT2G27050.1
OG0000985	Ag014G2167200	AT3G20770.1
OG0000986	Ag013G1649200	AT2G31510.1
OG0000986	Ag034G3721400	AT1G05890.2
OG0000987	Ag051G4805200	AT5G52360.1
OG0000987	Ag013G1699300	AT4G25590.1
OG0000988	Ag004G0453500, Ag004G0453200	AT4G26340.1
OG0000989	Ag003G0406500, Ag004G0461800	AT2G41630.1
OG0000989	Ag014G1909800	AT3G10330.1
OG0000990	Ag004G0502300, Ag004G0502600	AT5G61180.1
OG0000991	Ag004G0713900, Ag002G0135400	AT5G28235.1
OG0000992	Ag022G2685400, Ag022G2676000, Ag022G2676600, Ag022G2675900, Ag022G2675800, Ag022G2675200, Ag022G2685300, Ag022G2675700	AT5G06810.1
OG0000993	Ag014G1896500	AT3G09390.1
OG0000994	Ag034G3891100	AT1G15800.1
OG0000994	Ag048G4571100	AT1G80610.1
OG0000995	Ag067G5193400	AT1G35290.1
OG0000995	Ag067G5201300	AT1G68280.1, AT1G68260.1
OG0000996	Ag048G4718200, Ag048G4717200, Ag048G4718700, Ag078G5392400	AT3G45670.1, AT4G04632.1, AT3G46140.1, AT3G45790.1
OG0000997	Ag040G4337900	AT2G17470.2
OG0000997	Ag010G0985100	AT1G25480.1
OG0000998	Ag040G4348400	AT2G17770.2
OG0000998	Ag011G1113500	AT4G35900.1
OG0000999	Ag032G3435600	AT1G55700.1
OG0000999	Ag039G4284200	AT1G50190.1, AT2G23100.1
OG0001001	Ag054G4886700	AT2G36400.1
OG0001001	Ag031G3406100	AT3G52910.1
OG0001002	Ag027G3022900	AT3G23000.1
OG0001002	Ag007G0901200	AT4G14580.1
OG0001003	Ag061G5037400	AT5G37810.1
OG0001003	Ag002G0118300, Ag063G5073000, Ag002G0117400, Ag063G5072800, Ag002G0124300, Ag002G0117500, Ag002G0118400, Ag002G0226800, Ag025G2954200	AT5G37820.2
OG0001004	Ag001G0017100, Ag001G0016600, Ag001G0017700	AT5G48400.2
OG0001005	Ag036G4090200, Ag016G2304000	AT5G46710.1
OG0001005	Ag050G4789700	AT4G17900.1
OG0001006	Ag051G4814100	AT3G30823.1
OG0001007	Ag033G3600900	AT4G21160.1
OG0001007	Ag016G2374200	AT4G05330.1
OG0001008	Ag031G3307000	AT3G44320.1, AT3G44310.1, AT3G44300.1
OG0001009	Ag031G3344100	AT3G55430.1
OG0001009	Ag039G4237300, Ag039G4237000	AT2G39640.1
OG0001010	Ag065G5118300	AT4G29340.1
OG0001010	Ag042G4430200	AT2G19770.1
OG0001011	Ag038G4158900	AT5G26620.1
OG0001012	Ag002G0168500	AT4G27660.1
OG0001012	Ag003G0308600	AT5G54150.1
OG0001013	Ag060G4995900	AT5G19000.2
OG0001013	Ag014G1851100	AT3G06190.1
OG0001014	Ag014G1995500, Ag014G1998100, Ag014G1995300	AT1G65670.1, AT4G15393.2, AT4G15396.1
OG0001014	Ag016G2376600	AT4G15300.1
OG0001015	Ag096G5473800	AT2G19920.2, AT2G19910.1
OG0001016	Ag034G3766800	AT1G09210.1
OG0001016	Ag002G0269900	AT1G56340.1
OG0001017	Ag018G2453000	AT1G23170.2
OG0001017	Ag034G4055900	AT1G70770.1, AT3G11880.2
OG0001018	Ag011G1138200, Ag011G1137300, Ag011G1132800, Ag011G1132900, Ag011G1138000, Ag011G1137200, Ag011G1133600, Ag011G1137400	AT4G35210.1
OG0001029	Ag013G1379800, Ag002G0161800	AT3G32050.1
OG0001031	Ag013G1441500	AT5G14620.1
OG0001031	Ag016G2344800	AT5G15380.1
OG0001032	Ag013G1511700	AT5G11090.1
OG0001032	Ag004G0541000	AT5G25280.1
OG0001033	Ag013G1631200	AT2G30150.2
OG0001033	Ag013G1631000	AT2G30140.1
OG0001034	Ag002G0207700, Ag013G1663500	AT2G32340.1
OG0001034	Ag034G3711100	AT1G05270.1
OG0001035	Ag015G2181100, Ag013G1708100	AT2G21390.1
OG0001036	Ag013G1738600, Ag013G1738700	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1
OG0001037	Ag015G2195800	AT2G22740.1
OG0001037	Ag003G0283200, Ag004G0435600	AT2G35160.1
OG0001038	Ag056G4948100, Ag004G0481100	AT3G28790.1
OG0001038	Ag051G4824500	AT3G28830.1
OG0001039	Ag004G0524600	AT5G24160.1, AT5G24150.1
OG0001040	Ag004G0529500	AT2G21850.1, AT2G21840.1, AT2G21830.1
OG0001041	Ag004G0718700	AT5G56370.1
OG0001042	Ag004G0772400	AT3G45450.1, AT3G48870.1
OG0001042	Ag051G4829400	AT5G50920.1
OG0001043	Ag022G2722900, Ag022G2723000, Ag022G2720700	AT5G05030.1, AT5G11660.1
OG0001043	Ag022G2715500	AT5G04937.1
OG0001044	Ag014G1912600	AT3G10470.1
OG0001044	Ag022G2733500	AT5G04390.1
OG0001045	Ag048G4637300, Ag048G4637600, Ag048G4638100	AT1G77510.1
OG0001045	Ag034G4010100	AT1G21750.1
OG0001046	Ag034G3995200, Ag017G2422000	AT1G21010.1
OG0001046	Ag048G4655900	AT1G76600.1
OG0001047	Ag034G3973300	AT1G19970.1
OG0001047	Ag048G4694300	AT1G75760.1
OG0001048	Ag039G4268600, Ag039G4268200, Ag039G4268500, Ag039G4268300, Ag039G4268700, Ag039G4268100, Ag066G5152300, Ag048G4718400, Ag048G4716700, Ag048G4716900	AT5G42325.1, AT4G18720.1, AT2G42725.1
OG0001049	Ag032G3454600	AT1G53840.1
OG0001049	Ag014G1991000	AT3G14300.1
OG0001050	Ag023G2846200	AT5G14280.1
OG0001050	Ag032G3469200	AT4G00270.1, AT2G25650.1
OG0001052	Ag050G4767600, Ag058G4971200, Ag006G0811500	AT4G18596.2
OG0001053	Ag014G2018700	AT3G15640.1
OG0001054	Ag044G4496800	AT2G16770.1
OG0001054	Ag011G1142300	AT4G35040.1
OG0001055	Ag039G4307500	AT1G31400.1
OG0001056	Ag031G3343100	AT3G55500.1
OG0001056	Ag039G4233600	AT2G39700.1
OG0001057	Ag029G3108200	AT5G39740.1, AT3G25520.1
OG0001058	Ag010G1005500	AT4G27090.1
OG0001058	Ag042G4416100, Ag088G5437700	AT2G20450.1
OG0001059	Ag039G4316900	AT2G37270.1
OG0001059	Ag014G1941700	AT3G11940.1
OG0001060	Ag018G2442000	AT1G72370.1
OG0001061	Ag025G2955100, Ag002G0157700, Ag014G1844600, Ag027G3026600, Ag085G5418100, Ag014G1844000	AT2G28700.1
OG0001063	Ag027G3052600	AT3G21790.1, AT3G21800.1
OG0001065	Ag019G2544600	AT4G00110.1
OG0001065	Ag034G3652300	AT2G45310.1, AT1G02000.1
OG0001066	Ag034G3855300	AT1G14130.1
OG0001066	Ag034G3855100	AT1G14120.1
OG0001067	Ag034G4060100	AT1G70600.1
OG0001069	Ag025G2952500, Ag002G0194200	AT1G61820.1
OG0001069	Ag002G0195500	AT1G61810.3
OG0001070	Ag016G2350800	AT5G44578.1
OG0001070	Ag016G2351900	AT5G44585.1, AT5G44582.1, AT5G44580.1
OG0001071	Ag025G2965400, Ag025G2965300	AT1G49220.1, AT1G49210.1, AT1G49200.1
OG0001076	Ag014G2105400, Ag014G2107000	AT4G09190.1
OG0001076	Ag013G1342400	AT5G18160.1
OG0001078	Ag013G1573500	AT4G03070.1
OG0001079	Ag031G3367600, Ag004G0591100	AT3G54540.1
OG0001080	Ag007G0920500	AT4G15500.1
OG0001080	Ag007G0920200	AT4G15490.1
OG0001081	Ag048G4703600	AT1G75590.1
OG0001082	Ag033G3597200	AT2G19550.1
OG0001082	Ag049G4737200	AT3G47590.1
OG0001085	Ag050G4765900	AT4G18670.1
OG0001085	Ag007G0881200	AT4G13340.1
OG0001086	Ag007G0889100	AT4G13940.1
OG0001086	Ag064G5101900	AT3G23810.1
OG0001087	Ag007G0935800, Ag025G2901900	AT4G15975.1
OG0001087	Ag014G2040300	AT3G16720.1
OG0001088	Ag063G5072500, Ag002G0118600, Ag002G0117900, Ag002G0118900, Ag063G5072200	AT2G23250.1
OG0001088	Ag033G3602600, Ag033G3602200, Ag033G3602700	AT2G23260.1
OG0001089	Ag071G5239600	AT5G40000.1
OG0001090	Ag012G1319200, Ag002G0218400	AT3G26840.1, AT3G26820.1
OG0001091	Ag018G2469100	AT1G27140.1, AT1G27130.1
OG0001091	Ag057G4951300, Ag034G4074200	AT1G69920.1
OG0001092	Ag006G0836700	AT5G45210.4
OG0001094	Ag014G2019700	AT3G15710.1
OG0001094	Ag001G0082100	AT1G52600.1
OG0001095	Ag050G4777400	AT4G18197.1, AT4G18205.1
OG0001096	Ag014G1985200, Ag014G1984400, Ag014G1983800, Ag014G1983100, Ag014G1985700, Ag014G1985400, Ag014G1985300, Ag033G3524000, Ag033G3523900, Ag034G3775200	AT1G09640.1
OG0001096	Ag002G0263700	AT1G57720.1
OG0001097	Ag031G3244400	AT3G59320.1
OG0001097	Ag031G3244500	AT3G59310.2
OG0001098	Ag039G4318100	AT2G37220.1
OG0001098	Ag031G3391000	AT3G53460.4
OG0001099	Ag029G3094400	AT3G24550.1
OG0001100	Ag024G2873100, Ag014G2109500	AT5G28885.1, AT1G36920.1
OG0001101	Ag039G4191000	AT2G40910.1
OG0001101	Ag088G5429000, Ag003G0376000, Ag039G4190900, Ag039G4190100, Ag011G1142800, Ag039G4190600, Ag016G2282000, Ag016G2282800, Ag016G2282700	AT2G40925.1
OG0001102	Ag066G5151700, Ag066G5151500	AT4G04760.1
OG0001102	Ag066G5151400, Ag066G5151300	AT4G04750.3
OG0001103	Ag038G4159400	AT5G26751.1
OG0001103	Ag014G1843700	AT3G05840.1
OG0001104	Ag014G1829300	AT3G05110.1
OG0001104	Ag014G1826500	AT3G04960.3
OG0001105	Ag014G1858000	AT3G06620.1
OG0001106	Ag014G1912700	AT3G10490.2, AT3G10480.3
OG0001107	Ag025G2949500	AT1G48920.1
OG0001107	Ag014G2091900	AT3G18610.1
OG0001108	Ag034G3816300	AT4G03945.1, AT3G27999.1, AT1G11593.1
OG0001109	Ag034G3873900, Ag034G3873800, Ag034G3873100	AT1G14880.1, AT5G35525.1, AT1G14870.1
OG0001111	Ag025G2932200	AT1G48330.1
OG0001112	Ag011G1114000	AT4G35860.1
OG0001120	Ag013G1665500	AT2G32240.1
OG0001120	Ag004G0742100, Ag013G1395600	AT2G32235.1
OG0001121	Ag013G1466600, Ag013G1466500	AT5G13440.1, AT5G13430.1
OG0001122	Ag004G0434200, Ag004G0433800	AT5G65600.1
OG0001122	Ag013G1523000	AT5G10530.1
OG0001123	Ag013G1524200	AT5G10450.4
OG0001123	Ag004G0436400	AT5G65430.3
OG0001124	Ag013G1614700, Ag013G1614900	AT2G29190.1, AT2G29140.1, AT2G29200.1
OG0001126	Ag013G1705300	AT1G47395.1, AT1G47400.1
OG0001127	Ag013G1724200, Ag013G1724300	AT1G28660.1, AT1G28670.1, AT1G28640.1, AT1G28650.1
OG0001128	Ag067G5202300, Ag013G1749700, Ag013G1749100	AT1G68310.1
OG0001129	Ag013G1758600	AT1G31450.1, AT2G35615.1
OG0001130	Ag002G0172400	AT1G62800.2
OG0001131	Ag010G1003700	AT4G26840.1
OG0001131	Ag004G0745900	AT5G55160.2
OG0001132	Ag014G1914500	AT3G10550.1
OG0001132	Ag022G2731800	AT5G04540.1
OG0001133	Ag022G2745300	AT5G03790.1
OG0001134	Ag014G1889700, Ag014G1902900	AT3G09810.1
OG0001134	Ag014G1902800, Ag022G2757200	AT5G03290.1
OG0001135	Ag002G0171400, Ag022G2783500	AT5G01150.1
OG0001136	Ag075G5302900	AT5G41770.1
OG0001137	Ag048G4580800	AT1G80930.1
OG0001139	Ag034G3908000	AT1G78870.2
OG0001140	Ag048G4654300	AT1G76650.1
OG0001140	Ag048G4654600	AT1G76640.1
OG0001141	Ag048G4705700	AT2G02080.1
OG0001141	Ag034G3866300	AT1G14580.3
OG0001142	Ag048G4707100	AT1G23140.1
OG0001142	Ag034G4055400	AT1G70800.1
OG0001143	Ag034G3965100, Ag034G3965000	AT1G19570.1, AT1G19550.1
OG0001143	Ag048G4714300	AT1G75270.1
OG0001144	Ag032G3432800	AT1G55520.1
OG0001144	Ag014G1967100	AT3G13445.1
OG0001145	Ag034G3934300	AT1G17880.1
OG0001146	Ag088G5438900	AT2G20550.1, AT2G20560.1
OG0001146	Ag045G4507200	AT4G28480.1
OG0001147	Ag024G2858700, Ag024G2849600, Ag002G0101800, Ag002G0099100, Ag002G0100400, Ag002G0100500, Ag002G0099300, Ag024G2851200, Ag024G2852000	AT1G64030.1
OG0001148	Ag012G1279200	AT3G30390.1
OG0001148	Ag016G2396600, Ag061G5028600	AT5G38820.2
OG0001149	Ag016G2285500, Ag050G4781300	AT5G46430.1
OG0001150	Ag031G3203800	AT3G61630.1
OG0001150	Ag003G0307900	AT2G46310.1
OG0001151	Ag003G0327000	AT2G45120.1
OG0001151	Ag031G3219400	AT3G60580.1
OG0001152	Ag003G0363300	AT3G59540.1
OG0001152	Ag031G3240900	AT2G43460.1
OG0001153	Ag039G4200000	AT2G40520.1
OG0001154	Ag015G2184200	AT2G21600.1
OG0001154	Ag011G1043500	AT4G39220.1
OG0001156	Ag014G1825900, Ag038G4177800	AT5G28060.1
OG0001157	Ag003G0300000	AT2G46760.1
OG0001157	Ag003G0300100	AT2G46750.1
OG0001157	Ag003G0300200	AT2G46740.1
OG0001159	Ag016G2314800, Ag037G4141000, Ag037G4141100, Ag016G2314700, Ag016G2314500, Ag037G4141300, Ag037G4141200, Ag016G2314600, Ag016G2314400	AT1G54620.1, AT5G46980.1
OG0001159	Ag016G2315200, Ag037G4140500	AT5G46990.1
OG0001160	Ag060G5016000	AT5G18190.1
OG0001160	Ag014G1811700	AT3G03940.1
OG0001161	Ag034G3843400	AT1G13440.1
OG0001161	Ag014G1814100	AT3G04120.1
OG0001162	Ag034G3820900	AT1G12240.1
OG0001162	Ag002G0175500	AT1G62660.1
OG0001163	Ag034G3857500	AT1G14230.1
OG0001163	Ag034G3857600, Ag034G3858200	AT1G14240.1, AT1G14250.1
OG0001164	Ag034G4011600	AT1G21920.1
OG0001166	Ag025G2943800	AT1G48750.1
OG0001167	Ag025G2969600, Ag025G2968900	AT4G12900.1
OG0001168	Ag011G1149200	AT4G34640.1
OG0001168	Ag011G1149100	AT4G34650.1
OG0001169	Ag011G1198400	AT4G33430.2
OG0001169	Ag011G1198000, Ag011G1197500	AT2G13800.1, AT2G13790.1
OG0001174	Ag030G3129500, Ag004G0748500, Ag047G4548300, Ag046G4535800	AT4G11920.1
OG0001174	Ag033G3508400	AT4G22910.1
OG0001175	Ag013G1405200	AT5G15800.2
OG0001175	Ag014G1780400	AT3G02310.1
OG0001176	Ag014G1778500	AT3G02250.1
OG0001176	Ag013G1406300	AT5G15740.1
OG0001177	Ag013G1489100	AT5G12180.1
OG0001177	Ag004G0554000	AT5G19360.1
OG0001178	Ag013G1534300	AT5G09960.1
OG0001178	Ag004G0446900	AT5G64850.1
OG0001179	Ag006G0817800, Ag013G1540300	AT5G64560.1, AT5G09720.1, AT5G09690.2
OG0001180	Ag014G1795200, Ag078G5326500, Ag013G1652900, Ag013G1652800, Ag013G1652700	AT2G31780.1, AT2G31770.1, AT2G31760.1
OG0001182	Ag013G1707500	AT1G45050.1
OG0001182	Ag048G4707700	AT1G75440.1
OG0001183	Ag013G1730400, Ag013G1730200	AT1G29370.1, AT1G29350.1
OG0001184	Ag023G2842500	AT2G35600.1
OG0001184	Ag013G1762800	AT1G31880.2, AT2G21030.1
OG0001185	Ag004G0431100	AT5G65800.1
OG0001186	Ag004G0517600	AT5G23660.1
OG0001186	Ag004G0775800	AT3G48740.1
OG0001187	Ag004G0519900	AT3G17155.1, AT3G16895.1
OG0001189	Ag004G0556200	AT5G19580.1
OG0001189	Ag067G5182700	AT1G67290.1
OG0001190	Ag010G1012400	AT4G27585.1
OG0001190	Ag020G2559200, Ag004G0779000	AT5G54100.1
OG0001191	Ag011G1085400, Ag004G0779900, Ag020G2558200	AT5G54160.1
OG0001192	Ag048G4677000	AT1G76160.1
OG0001193	Ag032G3420800	AT1G56110.1
OG0001193	Ag014G1956400	AT3G12860.1
OG0001194	Ag078G5392100, Ag034G3955200	AT1G74710.2, AT1G18870.1
OG0001195	Ag012G1298100	AT3G27690.2, AT2G05070.1, AT2G05100.2
OG0001196	Ag012G1311800	AT3G27080.1
OG0001197	Ag014G1959000, Ag014G1959500, Ag001G0080100	AT3G13020.1
OG0001199	Ag050G4790100	AT4G17870.1
OG0001199	Ag016G2309900	AT5G46790.1
OG0001200	Ag050G4796900, Ag050G4796800	AT4G17480.1
OG0001201	Ag033G3528500	AT4G22220.1
OG0001201	Ag014G1776100, Ag011G1170300	AT3G01020.1
OG0001201	Ag066G5139800	AT4G04080.1
OG0001202	Ag031G3143900	AT4G16765.1
OG0001203	Ag017G2435000	AT3G51160.1
OG0001203	Ag031G3163500	AT5G66280.1
OG0001204	Ag003G0398400, Ag031G3210800, Ag002G0094100	AT3G61260.1
OG0001204	Ag003G0314100	AT2G45820.1
OG0001205	Ag003G0348000	AT2G44160.1
OG0001205	Ag031G3231900	AT3G59970.3
OG0001206	Ag031G3247500, Ag042G4421400, Ag031G3247600, Ag031G3247700, Ag031G3248900, Ag031G3351400, Ag031G3247900	AT3G59180.1
