Orthogroup	Alyssum_gmelinii	Noccaea_praecox
OG0001540	Ag022G2712900	Np003G1305400
OG0001541	Ag014G1919000, Ag022G2726100	Np007G4115100, Np003G1294400
OG0001542	Ag022G2753200	Np003G1277700
OG0001542	Ag014G1904200	Np007G4127700
OG0001543	Ag048G4648600	Np002G0755300
OG0001543	Ag034G4001900	Np004G2340500
OG0001544	Ag048G4648700	Np002G0760400, Np002G0755400
OG0001544	Ag034G4001800	Np004G2340700
OG0001545	Ag048G4658900	Np002G0761700
OG0001545	Ag034G3994600	Np004G2343800
OG0001546	Ag048G4719900, Ag048G4720900	Np002G0785000
OG0001547	Ag040G4335400	Np007G3760400
OG0001548	Ag011G1114200	Np006G3274700, Np005G2673900
OG0001548	Ag040G4347200	Np007G3754900
OG0001549	Ag007G0884500	Np005G3072600
OG0001549	Ag064G5110300	Np007G3861800
OG0001550	Ag078G5364000	Np002G0800600, Np002G0807000, Np002G0807100
OG0001550	Ag034G3944600	Np004G2373500
OG0001551	Ag003G0293400, Ag003G0309400, Ag012G1300600	Np006G3653000
OG0001551	Ag003G0293700, Ag042G4398700	Np003G1799600, Np003G1799700
OG0001552	Ag006G0823300	Np001G0369400
OG0001552	Ag050G4756100	Np005G2905300
OG0001553	Ag014G2153000	Np007G3993300
OG0001553	Ag001G0036800	Np004G1964500
OG0001554	Ag001G0083200	Np004G1941700
OG0001554	Ag014G2018800	Np007G4028700
OG0001555	Ag037G4135700, Ag016G2318300	Np001G0332200
OG0001555	Ag050G4794100	Np005G2939200
OG0001556	Ag050G4798400	Np001G0318100, Np005G2957900
OG0001557	Ag031G3158600	Np001G0008400
OG0001558	Ag003G0294900	Np006G3217900
OG0001558	Ag031G3188500	Np001G0685200
OG0001559	Ag011G1228200	Np005G2709600
OG0001559	Ag031G3206400	Np006G3641600
OG0001560	Ag003G0348100	Np006G3259600
OG0001560	Ag031G3232100	Np001G0652500
OG0001562	Ag031G3294100, Ag003G0405000	Np001G0623100
OG0001563	Ag039G4184000	Np006G3306300
OG0001563	Ag031G3313900	Np001G0612400
OG0001564	Ag031G3335800	Np001G0597100
OG0001564	Ag039G4225000	Np006G3328600
OG0001565	Ag031G3338400	Np001G0596100
OG0001565	Ag031G3337400, Ag031G3337700	Np001G0596300
OG0001568	Ag068G5228400	Np005G2744200
OG0001568	Ag042G4410800	Np007G3737500
OG0001569	Ag015G2182700	Np006G3705100
OG0001569	Ag011G1041300	Np005G2611900
OG0001570	Ag034G4037800	Np002G0832600
OG0001570	Ag015G2264000	Np004G2088400
OG0001571	Ag034G3681600	Np004G2571500
OG0001571	Ag038G4143100	Np003G1469500
OG0001572	Ag038G4171200	Np001G0175500, Np001G0149400
OG0001573	Ag038G4178400	Np001G0155800
OG0001573	Ag014G1825000	Np007G4199800
OG0001574	Ag088G5440300, Ag088G5440000, Ag011G1211500	Np007G3719000
OG0001575	Ag024G2873400	Np002G0961300
OG0001575	Ag014G1817200, Ag014G1817100, Ag014G1817000	Np006G3586000
OG0001576	Ag014G1828600	Np007G4193800
OG0001577	Ag011G1128000	Np001G0178700
OG0001577	Ag014G1875100	Np007G4152400
OG0001578	Ag014G2057100	Np007G3925600
OG0001578	Ag025G2926600	Np004G1997700
OG0001580	Ag014G2175300, Ag027G3065500	Np001G0399600
OG0001581	Ag061G5023100	Np005G3155000
OG0001582	Ag034G3710200	Np006G3566700, Np004G2548700
OG0001583	Ag002G0221100	Np002G1171400
OG0001584	Ag034G3873000	Np004G2416100
OG0001585	Ag034G4023000	Np004G2320400
OG0001586	Ag034G4044800, Ag034G4044600	Np001G0240500
OG0001587	Ag018G2455200	Np004G2305400
OG0001587	Ag034G4058400	Np002G0848300
OG0001588	Ag024G2883100	Np002G1241000
OG0001589	Ag016G2294000	Np001G0201100
OG0001590	Ag011G1052100, Ag011G1052200	Np005G2617500
OG0001591	Ag011G1062600	Np005G2623500
OG0001592	Ag011G1221800, Ag011G1222000, Ag011G1222100	Np005G2643700
OG0001593	Ag085G5418600	Np001G0237200
OG0001604	Ag034G3958000	Np004G2366600
OG0001604	Ag055G4928200	Np001G0481200
OG0001606	Ag013G1369800	Np003G1443700
OG0001606	Ag014G1796600	Np007G4225800
OG0001607	Ag014G1795400	Np007G4226500
OG0001607	Ag013G1374600	Np003G1441100
OG0001608	Ag013G1378900, Ag014G2164200, Ag014G1938300, Ag014G2164400	Np007G3802400
OG0001608	Ag064G5104600, Ag014G2164300	Np007G3802300, Np007G3802000
OG0001609	Ag014G1784900	Np007G4233300
OG0001610	Ag013G1449500	Np004G2100900, Np004G2100700
OG0001611	Ag013G1484600	Np003G1395100
OG0001611	Ag004G0553300	Np003G1474200
OG0001612	Ag004G0553000	Np003G1474500
OG0001612	Ag013G1488300	Np003G1390800
OG0001613	Ag013G1498100	Np003G1384400
OG0001613	Ag004G0549200	Np001G0135800
OG0001614	Ag013G1528400	Np003G1365600
OG0001615	Ag013G1528500	Np003G1365500, Np004G2192600
OG0001616	Ag004G0451000	Np001G0042900
OG0001617	Ag013G1548500	Np003G1353100
OG0001617	Ag004G0461700	Np001G0053100
OG0001618	Ag004G0510400	Np001G0100900
OG0001618	Ag013G1559800	Np003G1343800
OG0001619	Ag013G1572400	Np003G1857300
OG0001619	Ag034G3683600	Np004G2570100
OG0001620	Ag034G3743900	Np004G2519300
OG0001620	Ag013G1612000	Np006G3600400
OG0001621	Ag013G1624800	Np006G3521200
OG0001621	Ag034G3737500	Np004G2523800
OG0001622	Ag034G3734700	Np004G2525500
OG0001622	Ag013G1628400	Np006G3523400
OG0001623	Ag013G1635200	Np006G3476400, Np006G3531700
OG0001623	Ag034G3732100	Np004G2527900
OG0001624	Ag013G1640200	Np006G3489200, Np006G3540900
OG0001624	Ag034G3728800	Np004G2531500
OG0001625	Ag013G1652300	Np006G3555200
OG0001626	Ag013G1672900, Ag034G3700600	Np006G3578600, Np004G2556500
OG0001627	Ag034G3699300	Np004G2557800
OG0001628	Ag013G1685300	Np001G0405300
OG0001629	Ag013G1690600	Np003G1851500
OG0001629	Ag034G3687800	Np004G2567500
OG0001630	Ag013G1700400, Ag078G5381800	Np005G2802900, Np003G1653500
OG0001631	Ag023G2803900	Np001G0417900
OG0001631	Ag013G1712800	Np004G2105500
OG0001632	Ag013G1722600	Np004G2115400
OG0001633	Ag004G0494000, Ag004G0494900, Ag004G0494700, Ag004G0494300, Ag004G0636000, Ag004G0635400	Np001G0088000
OG0001633	Ag004G0493800	Np001G0087500, Np002G1106300, Np002G1102400
OG0001634	Ag004G0501100	Np001G0094500
OG0001635	Ag004G0774700	Np001G0494400
OG0001635	Ag004G0773500	Np001G0494500
OG0001636	Ag004G0759100	Np001G0505200
OG0001640	Ag004G0739900	Np003G1595700
OG0001641	Ag004G0745800	Np003G1604400
OG0001642	Ag004G0749300	Np003G1606600, Np003G1606700, Np003G1606800
OG0001643	Ag020G2556700, Ag004G0781100	Np003G1624800
OG0001644	Ag014G1939600	Np007G4100200
OG0001644	Ag022G2743500, Ag022G2683900, Ag002G0169600	Np003G1319900
OG0001645	Ag022G2696900	Np003G1314000
OG0001645	Ag014G1934900	Np007G4103500
OG0001646	Ag022G2709600	Np003G1306300
OG0001646	Ag014G1929600	Np007G4106600
OG0001647	Ag031G3303500	Np001G0616800
OG0001647	Ag022G2741600	Np003G1285200
OG0001648	Ag075G5287000	Np005G3182600
OG0001648	Ag012G1308500	Np001G0210300
OG0001649	Ag075G5291500	Np005G3184400
OG0001649	Ag012G1310600	Np001G0213400
OG0001650	Ag075G5298400	Np005G3193600
OG0001650	Ag002G0109200, Ag063G5083600	Np002G1232600
OG0001651	Ag034G3899700	Np004G2400500
OG0001651	Ag048G4583400	Np002G0719700, Np002G0719100, Np002G0718100
OG0001652	Ag048G4589000	Np002G0723200
OG0001653	Ag034G3902500	Np002G1158000, Np004G2397500
OG0001655	Ag036G4103900	Np002G0983700
OG0001655	Ag048G4650700	Np002G0756700
OG0001655	Ag033G3581600	Np005G2883700
OG0001656	Ag048G4661900	Np002G0764100
OG0001656	Ag034G3990100	Np004G2345700
OG0001657	Ag011G1125000	Np005G2664900
OG0001657	Ag040G4337100	Np007G3759400
OG0001658	Ag040G4350000	Np007G3752700
OG0001659	Ag032G3419200	Np004G1901200
OG0001659	Ag025G2901600, Ag014G1954500	Np007G4086300
OG0001661	Ag032G3475300	Np004G1936700
OG0001661	Ag014G2009900	Np007G4041700
OG0001662	Ag054G4875800	Np006G3397600
OG0001662	Ag017G2406400	Np001G0545900
OG0001663	Ag031G3411300	Np001G0550000
OG0001664	Ag054G4890100	Np006G3390600, Np006G3389500
OG0001665	Ag054G4890200	Np006G3389000
OG0001665	Ag031G3405400	Np001G0552500
OG0001666	Ag007G0907000	Np005G3042900
OG0001666	Ag027G3031100	Np007G3836100
OG0001667	Ag007G0932600	Np005G3020500
OG0001667	Ag014G2033800	Np007G3913100
OG0001668	Ag014G2039700	Np007G3914400
OG0001668	Ag025G2900500, Ag007G0934100	Np005G3016800
OG0001669	Ag007G0935300, Ag025G2901300	Np005G3015900
OG0001669	Ag025G2901400, Ag007G0935400	Np005G3015500
OG0001670	Ag078G5366900	Np002G0798600
OG0001670	Ag078G5367100	Np002G0798500
OG0001671	Ag011G1187000	Np001G0198000
OG0001671	Ag071G5240400	Np005G3165100
OG0001672	Ag012G1322100	Np001G0223600
OG0001672	Ag034G3834400	Np004G2445700
OG0001673	Ag012G1330400	Np001G0230900
OG0001673	Ag034G3843500	Np004G2436600
OG0001674	Ag014G2126700	Np007G3964900
OG0001674	Ag001G0011900	Np004G1973400
OG0001675	Ag014G2141200	Np007G3977900
OG0001676	Ag027G3069200, Ag014G2172600	Np007G3808100
OG0001676	Ag001G0056800, Ag001G0057000	Np004G1956800
OG0001677	Ag014G2032400	Np007G3910100
OG0001677	Ag001G0068600	Np004G1949500
OG0001679	Ag001G0084500	Np004G1941000
OG0001679	Ag014G2018200	Np007G4029600
OG0001680	Ag050G4757600, Ag050G4757300, Ag050G4757500, Ag050G4757700, Ag050G4758200, Ag050G4758000	Np005G3128600, Np005G3128300
OG0001681	Ag050G4794400	Np005G2940300
OG0001681	Ag037G4135500, Ag016G2318600	Np001G0332000
OG0001682	Ag016G2318700, Ag037G4135400	Np001G0331900
OG0001682	Ag050G4794800	Np005G2944800
OG0001683	Ag044G4494800	Np007G3770300
OG0001683	Ag011G1144600	Np005G2655900
OG0001684	Ag044G4495500	Np007G3769200
OG0001684	Ag011G1142900	Np005G2656900
OG0001685	Ag066G5140900	Np003G1832200
OG0001685	Ag033G3533600	Np005G2858400
OG0001686	Ag033G3533800	Np005G2858600
OG0001686	Ag066G5141300	Np003G1832700
OG0001687	Ag033G3622400	Np005G2864300
OG0001687	Ag087G5426200, Ag066G5155800	Np003G1837800
OG0001688	Ag033G3643900	Np007G3879700, Np007G3899200
OG0001688	Ag002G0235500	Np002G1160600
OG0001689	Ag015G2258300	Np004G2045700
OG0001689	Ag028G3078700	Np003G1769400, Np003G1768600
OG0001690	Ag031G3174900	Np001G0694600
OG0001691	Ag031G3176500	Np001G0692500
OG0001691	Ag003G0283700	Np006G3210300
OG0001692	Ag031G3178500	Np001G0691100
OG0001692	Ag003G0281700	Np004G1996800
OG0001693	Ag003G0297200	Np006G3220600
OG0001693	Ag031G3191400	Np001G0683000
OG0001694	Ag031G3218800	Np005G3146000
OG0001695	Ag031G3224500	Np001G0657500
OG0001696	Ag031G3224600	Np001G0657400
OG0001696	Ag003G0338200	Np006G3253900
OG0001697	Ag003G0367100	Np006G3272600
OG0001697	Ag031G3244200	Np001G0646400
OG0001698	Ag003G0375500	Np006G3279300
OG0001698	Ag031G3258900	Np001G0637300
OG0001699	Ag003G0393600	Np006G3287800
OG0001699	Ag031G3287700	Np001G0626200
OG0001700	Ag031G3307700	Np001G0614800
OG0001702	Ag020G2565700	Np003G1613600
OG0001703	Ag029G3112200	Np005G3103200
OG0001704	Ag067G5200400	Np007G3800700
OG0001705	Ag039G4220500	Np006G3327600
OG0001706	Ag015G2184700	Np006G3700800
OG0001707	Ag026G2985700, Ag021G2595400	Np003G1759800
OG0001708	Ag021G2597800	Np003G1779000
OG0001708	Ag034G4029500	Np004G2313400
OG0001709	Ag021G2603600	Np003G1784000
OG0001709	Ag052G4856400	Np004G2061200
OG0001710	Ag014G1845300	Np007G4178900
OG0001710	Ag038G4157800	Np001G0141000
OG0001711	Ag038G4173400	Np001G0152100
OG0001712	Ag014G1828100	Np007G4194100
OG0001712	Ag038G4175200	Np001G0153700
OG0001713	Ag003G0362400	Np006G3269100
OG0001714	Ag014G1772800	Np007G4244800
OG0001714	Ag014G1772900	Np007G4244600
OG0001715	Ag014G1797700	Np007G4224400
OG0001715	Ag014G1797500	Np007G4224700
OG0001716	Ag034G3758500	Np004G2506500
OG0001716	Ag014G1819400	Np007G4205000
OG0001717	Ag014G2038300	Np007G3914100
OG0001717	Ag014G1837800	Np007G4186500
OG0001719	Ag014G1852600	Np007G4173100
OG0001719	Ag060G5000800	Np003G1467400
OG0001720	Ag014G1855200	Np007G4171900
OG0001720	Ag060G5006100	Np003G1464500
OG0001723	Ag014G1864000	Np007G4161700
OG0001723	Ag043G4459000	Np001G0170200
OG0001724	Ag014G1902700	Np007G4128600
OG0001726	Ag014G2070400	Np007G3935500
OG0001726	Ag025G2940800	Np004G1992600
OG0001727	Ag014G2079800	Np007G3941400
OG0001727	Ag025G2944000	Np004G1990200
OG0001728	Ag010G1019000	Np005G2769800
OG0001728	Ag073G5258700	Np003G1649600
OG0001729	Ag017G2430700, Ag017G2431100	Np001G0532100
OG0001730	Ag034G3660000	Np004G2588800
OG0001730	Ag019G2519300	Np003G1885400
OG0001731	Ag019G2518200	Np003G1884400
OG0001731	Ag034G3660400	Np004G2588000
OG0001732	Ag019G2497400	Np003G1873100
OG0001732	Ag034G3668300	Np004G2580900
OG0001733	Ag034G3672300	Np004G2577400
OG0001733	Ag019G2492800	Np003G1870200
OG0001734	Ag002G0260700	Np002G1129900
OG0001734	Ag034G3777000	Np004G2492700
OG0001735	Ag002G0221200	Np002G1171300
OG0001735	Ag034G3798000	Np004G2476500
OG0001736	Ag002G0212500	Np002G1177700
OG0001736	Ag034G3801500	Np004G2474100
OG0001737	Ag034G3816500	Np005G3018800
OG0001738	Ag002G0179400	Np002G1202300
OG0001739	Ag034G3836400	Np004G2443500, Np004G2306000
OG0001740	Ag034G4053900	Np002G0843500
OG0001741	Ag011G1067600	Np005G2627000
OG0001741	Ag034G4046900	Np002G0837800
OG0001742	Ag034G4061500	Np002G0851700
OG0001742	Ag018G2456600	Np004G2304200, Np004G2304400
OG0001743	Ag034G4065200	Np002G0855000
OG0001744	Ag002G0204200, Ag002G0204300	Np002G1181600
OG0001745	Ag011G1057000	Np005G2619900
OG0001746	Ag011G1063600	Np005G2623800
OG0001747	Ag011G1074800	Np005G2695200
OG0001749	Ag011G1147000	Np005G2654000
OG0001750	Ag011G1246600	Np005G2715900
OG0001751	Ag011G1266700	Np005G2724900
OG0001763	Ag014G1803100	Np007G4220800
OG0001763	Ag013G1359200	Np003G1448900
OG0001764	Ag014G1793300	Np007G4228400
OG0001765	Ag013G1387900	Np003G1435000
OG0001765	Ag014G1791100	Np007G4230400
OG0001766	Ag013G1390800	Np003G1434100, Np002G0736100
OG0001766	Ag013G1390600	Np003G1434300
OG0001767	Ag034G3804500	Np004G2470900
OG0001767	Ag034G3806100, Ag013G1401600, Ag034G3805700, Ag034G3805400, Ag034G3805500, Ag034G3806400, Ag034G3806200, Ag034G3805300	Np004G2469800
OG0001768	Ag034G4065300	Np002G0855200
OG0001768	Ag013G1432200	Np003G1417700
OG0001769	Ag013G1446900	Np007G4250300
OG0001770	Ag048G4569300	Np002G0710200
OG0001771	Ag013G1469400	Np003G1858800
OG0001771	Ag013G1759700	Np004G2163100
OG0001772	Ag013G1522900	Np003G1368700
OG0001772	Ag004G0433600	Np001G0028600
OG0001773	Ag004G0437100	Np001G0031100
OG0001773	Ag013G1524400	Np003G1367700
OG0001774	Ag013G1562200	Np003G1341900
OG0001774	Ag004G0505100	Np001G0097100
OG0001775	Ag013G1568100	Np003G1335800
OG0001775	Ag004G0496300	Np001G0089400
OG0001776	Ag034G3681400	Np004G2571700
OG0001776	Ag013G1571300	Np003G1859500
OG0001777	Ag034G3743100	Np004G2520000
OG0001777	Ag013G1614100	Np006G3602500
OG0001778	Ag013G1618900	Np006G3605800
OG0001778	Ag034G3741700	Np004G2521400
OG0001779	Ag013G1621500, Ag034G3740500	Np006G3501800, Np008G4281800
OG0001780	Ag034G3733800	Np004G2526100
OG0001780	Ag013G1631400	Np006G3524700
OG0001781	Ag034G3724800	Np004G2536000
OG0001781	Ag013G1644200	Np006G3548100, Np006G3481100
OG0001782	Ag013G1672800	Np006G3578500
OG0001783	Ag013G1687300	Np001G0403300
OG0001783	Ag034G3692100	Np004G2564700
OG0001784	Ag013G1693900	Np005G2810600
OG0001785	Ag051G4809800	Np003G1670900
OG0001785	Ag013G1696800	Np005G2807400
OG0001787	Ag023G2802000	Np001G0419700
OG0001787	Ag013G1708400, Ag013G1708500	Np004G2019700, Np004G2019600
OG0001788	Ag013G1712200	Np004G2104900
OG0001789	Ag013G1744200	Np004G2137700
OG0001789	Ag023G2822900	Np006G3417700
OG0001790	Ag004G0468100	Np001G0059700
OG0001791	Ag004G0475700	Np001G0066900
OG0001791	Ag014G1940000	Np007G4099400
OG0001792	Ag004G0476900, Ag004G0476800	Np001G0067400, Np001G0068300
OG0001793	Ag004G0503600	Np004G2101800
OG0001793	Ag034G3948500	Np004G2101700
OG0001794	Ag033G3570700	Np001G0499600
OG0001794	Ag004G0521500, Ag004G0521700, Ag004G0522300	Np001G0111100
OG0001795	Ag027G3071800	Np007G3805600
OG0001796	Ag004G0587300, Ag004G0587100	Np001G0438400, Np003G1501700
OG0001797	Ag004G0590400	Np003G1502700
OG0001798	Ag004G0619200	Np001G0450100, Np003G1518600
OG0001800	Ag004G0651200	Np001G0466100, Np003G1535000
OG0001801	Ag003G0409900	Np003G1574100
OG0001802	Ag004G0732400	Np003G1586700
OG0001803	Ag014G1940300	Np007G4099200
OG0001803	Ag022G2683400	Np003G1320200
OG0001804	Ag022G2709000	Np003G1306800
OG0001804	Ag042G4400600	Np007G3741000
OG0001805	Ag014G1914400	Np007G4116900
OG0001805	Ag022G2732300	Np003G1291600
OG0001806	Ag014G1909500	Np007G4120200
OG0001806	Ag022G2738900	Np003G1286700
OG0001807	Ag022G2739400, Ag033G3573000	Np003G1286200
OG0001807	Ag014G1909300	Np007G4120500
OG0001808	Ag014G1902300, Ag022G2759800	Np007G4129100
OG0001809	Ag012G1308300	Np001G0210100
OG0001809	Ag075G5286600	Np005G3182500
OG0001810	Ag011G1101200	Np005G2679600, Np005G2679700
OG0001811	Ag034G3914400	Np004G2390400
OG0001811	Ag048G4612100	Np002G0734200, Np002G0734300
OG0001812	Ag048G4650300, Ag048G4650400	Np002G0756500
OG0001812	Ag034G4000100	Np004G2341800, Np005G3097900
OG0001813	Ag034G3998200	Np004G2342300
OG0001814	Ag048G4654000	Np002G0759800
OG0001814	Ag034G3996000	Np004G2342900
OG0001815	Ag048G4679600	Np002G0769800
OG0001815	Ag034G3978700	Np004G2351900
OG0001816	Ag018G2447600	Np002G0829400, Np002G0829300
OG0001816	Ag002G0196700	Np002G0828900
OG0001817	Ag048G4712600, Ag048G4712900	Np005G3128700
OG0001818	Ag034G3962500	Np004G2362300
OG0001818	Ag048G4719200	Np002G0784500
OG0001819	Ag040G4340000	Np007G3757700
OG0001819	Ag011G1123100	Np005G2665600
OG0001820	Ag011G1107900	Np005G2676000
OG0001820	Ag040G4349900	Np007G3752800
OG0001821	Ag054G4887400	Np006G3391600
OG0001821	Ag031G3406000	Np001G0551800
OG0001822	Ag012G1323200	Np001G0224700
OG0001822	Ag054G4896900	Np006G3383700
OG0001824	Ag078G5333300	Np002G0816100
OG0001824	Ag034G3930200	Np004G2382800
OG0001825	Ag078G5366600	Np002G1169100
OG0001826	Ag078G5380200	Np002G0793300
OG0001826	Ag034G3949500	Np004G2370400
OG0001827	Ag045G4523800	Np005G2754500
OG0001827	Ag042G4431400	Np007G3727600
OG0001828	Ag018G2475000	Np004G2268700
OG0001829	Ag050G4773900	Np004G2499600, Np007G4032600, Np005G2918000
OG0001829	Ag006G0799100, Ag058G4986500	Np001G0359300
OG0001830	Ag006G0830900	Np001G0372600
OG0001830	Ag050G4749700	Np005G2903500
OG0001831	Ag001G0007300, Ag034G3741300	Np004G1932800
OG0001831	Ag034G3740700	Np004G2521800
OG0001832	Ag001G0062600	Np004G1953400
OG0001833	Ag014G2026900	Np007G3903900
OG0001834	Ag023G2818000	Np006G3424800
OG0001834	Ag051G4803500, Ag073G5264000	Np003G1658700
OG0001836	Ag034G3740400	Np004G2522100
OG0001837	Ag044G4484600	Np007G3781900
OG0001838	Ag044G4503100	Np007G3762800
OG0001838	Ag011G1126400	Np005G2661100
OG0001839	Ag021G2612500	Np003G1799300
OG0001840	Ag033G3508600	Np005G2846600
OG0001840	Ag030G3129000	Np003G1816100
OG0001842	Ag033G3587400	Np005G2884200
OG0001843	Ag016G2376400	Np003G1849100
OG0001843	Ag033G3598300	Np005G2874500
OG0001844	Ag016G2391700	Np003G1840500
OG0001844	Ag033G3613000	Np005G2868800
OG0001845	Ag034G3752000	Np004G2512500
OG0001845	Ag031G3382900, Ag031G3137700	Np001G0409300
OG0001846	Ag029G3097500, Ag031G3304800, Ag031G3144500	Np001G0616300
OG0001846	Ag003G0412000	Np006G3302700
OG0001847	Ag031G3176600	Np001G0692400
OG0001848	Ag031G3191300	Np001G0683100
OG0001849	Ag031G3218400	Np001G0664400
OG0001849	Ag003G0326200	Np006G3247300
OG0001850	Ag031G3224300	Np001G0657800
OG0001850	Ag003G0334100	Np006G3252600
OG0001851	Ag031G3226600	Np001G0656400
OG0001851	Ag003G0339400	Np006G3254900
OG0001852	Ag031G3229200	Np001G0654900
OG0001852	Ag003G0344900	Np006G3257800
OG0001853	Ag031G3231700	Np001G0652100
OG0001854	Ag039G4263600, Ag031G3236100	Np001G0650100
OG0001854	Ag031G3236700	Np001G0649600
OG0001855	Ag039G4189600	Np006G3308000
OG0001855	Ag031G3316500	Np001G0609200
OG0001856	Ag039G4227100	Np006G3330900
OG0001856	Ag031G3340300	Np001G0594300, Np001G0594400
OG0001857	Ag031G3363200, Ag031G3363400	Np001G0579600, Np001G0579300
OG0001858	Ag031G3392700	Np001G0561300
OG0001858	Ag039G4322700	Np006G3378700
OG0001859	Ag011G1097600	Np005G2682400
OG0001859	Ag042G4388200	Np007G3746500
OG0001860	Ag011G1093400	Np005G2685000
OG0001860	Ag042G4393200	Np007G3742700
OG0001861	Ag036G4099000	Np002G0972800
OG0001861	Ag039G4324400, Ag039G4324500	Np002G0972100, Np002G0899100
OG0001862	Ag066G5128800	Np003G1826200, Np003G1572400
OG0001864	Ag015G2196500	Np006G3683500
OG0001865	Ag015G2249700	Np004G2049500
OG0001866	Ag034G3776600	Np004G2493000
OG0001866	Ag015G2254800, Ag014G1881600	Np007G4144300
OG0001867	Ag003G0382700, Ag003G0382600	Np006G3283300
OG0001869	Ag034G3992700	Np004G2344800
OG0001869	Ag003G0393900	Np006G3288100, Np003G1734100, Np004G2271000
OG0001871	Ag014G1785500	Np007G4232300, Np007G4232200
OG0001872	Ag034G4056800, Ag014G1849900	Np007G4175200
OG0001872	Ag064G5094900, Ag027G3009600	Np007G3849900
OG0001873	Ag034G3852900	Np004G2428300
OG0001873	Ag014G1893600	Np001G0247800
OG0001874	Ag011G1177900	Np006G3636200
OG0001874	Ag014G2127800	Np005G2700200
OG0001875	Ag061G5022000	Np005G3157400
OG0001876	Ag061G5022800	Np005G3186800, Np005G3156300
OG0001877	Ag061G5033800	Np005G3133700, Np002G0934700
OG0001878	Ag034G3657200	Np004G2591700
OG0001879	Ag034G3792500	Np004G2479800
OG0001879	Ag010G0991400	Np005G2799300
OG0001880	Ag034G3793600	Np004G2479200
OG0001880	Ag002G0227200	Np002G1166100
OG0001881	Ag034G3818000	Np004G2459400
OG0001881	Ag002G0181800	Np002G1199200
OG0001882	Ag034G3818700	Np004G2458700
OG0001882	Ag002G0180800	Np002G1200000
OG0001883	Ag002G0158800	Np002G1214800
OG0001883	Ag034G3829200	Np004G2449000
OG0001884	Ag085G5419700	Np001G0236700
OG0001884	Ag034G3840000	Np004G2441300
OG0001885	Ag034G3864900	Np004G2422200
OG0001886	Ag034G3882000	Np004G1987600
OG0001887	Ag034G3890300, Ag034G3890500	Np004G2405300
OG0001887	Ag034G3890600, Ag034G3890800	Np004G2405100
OG0001888	Ag018G2442600	Np002G0826000
OG0001888	Ag034G3918300	Np004G2388800
OG0001889	Ag034G3924100	Np004G2386000
OG0001890	Ag034G3998100	Np001G0256400
OG0001890	Ag034G3998000	Np001G0256500
OG0001891	Ag034G4071200	Np002G0858300
OG0001891	Ag018G2465500	Np004G2287300
OG0001892	Ag011G1067100, Ag011G1067200	Np005G2626500
OG0001893	Ag011G1173900	Np006G3637400, Np005G2702700
OG0001894	Ag011G1217000	Np005G2641000
OG0001895	Ag011G1256900	Np005G2718800
OG0001896	Ag011G1257600	Np005G2721000
OG0001897	Ag011G1268900	Np005G2726400, Np006G3662800
OG0001910	Ag047G4545000, Ag046G4531400	Np005G2731400
OG0001912	Ag013G1389000	Np003G1434800
OG0001912	Ag014G1790500	Np007G4230900
OG0001913	Ag013G1400200, Ag007G0868300	Np005G3077500
OG0001913	Ag014G1872800	Np007G4154600
OG0001914	Ag014G1781200	Np007G4235500
OG0001914	Ag013G1404700	Np003G1427600
OG0001915	Ag013G1465800	Np003G1403100
OG0001915	Ag014G1881500	Np007G4144400
OG0001916	Ag004G0553500	Np003G1473900
OG0001916	Ag013G1487100	Np003G1391600
OG0001917	Ag013G1489900	Np003G1389700
OG0001917	Ag004G0552500	Np003G1475300
OG0001918	Ag013G1518800	Np001G0122700
OG0001919	Ag004G0535200	Np001G0121500
OG0001919	Ag013G1520500	Np003G1369900
OG0001920	Ag004G0440700	Np001G0033800
OG0001920	Ag013G1531800	Np003G1363000
OG0001922	Ag015G2196900	Np006G3683800
OG0001922	Ag013G1541100	Np003G1359100
OG0001923	Ag013G1545700	Np003G1356400
OG0001923	Ag004G0455200	Np001G0047300
OG0001924	Ag013G1563500	Np003G1339200, Np003G1340300
OG0001924	Ag004G0501900	Np001G0094800
OG0001925	Ag034G3730900	Np004G2529700
OG0001925	Ag013G1636900	Np006G3472100, Np006G3535900
OG0001926	Ag013G1637300	Np006G3471500, Np006G3536700
OG0001926	Ag034G3730700	Np004G2529900
OG0001927	Ag034G3725200	Np004G2535700
OG0001927	Ag013G1643300	Np006G3482500, Np006G3546900
OG0001928	Ag013G1646500	Np007G3784500
OG0001929	Ag034G3702700	Np004G2554900
OG0001929	Ag013G1671900	Np006G3577100
OG0001930	Ag013G1687900	Np001G0402300
OG0001930	Ag034G3691000	Np004G2565200
OG0001931	Ag013G1698000	Np005G2806800
OG0001932	Ag003G0305100	Np006G3228000
OG0001933	Ag013G1716400	Np004G2108800
OG0001934	Ag013G1754000	Np004G2150700
OG0001934	Ag023G2831000	Np006G3410100
OG0001935	Ag013G1768600	Np004G2053000
OG0001936	Ag023G2836600	Np006G3407000
OG0001936	Ag013G1769100	Np004G2053400
OG0001937	Ag004G0423600	Np001G0019100
OG0001938	Ag014G2004700	Np007G4047100
OG0001939	Ag052G4838700	Np001G0108400
OG0001939	Ag004G0772500	Np001G0495200
OG0001940	Ag011G1174600, Ag004G0544200	Np005G2702200
OG0001941	Ag018G2438100	Np005G3061400, Np003G1485700
OG0001942	Ag004G0605900	Np003G1511100
OG0001943	Ag004G0615100	Np003G1517200
