Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0002616	Ag008G0940100, Ag008G0961900	AL5G31330, AL113U10020
OG0002617	Ag044G4481300, Ag044G4480100	AL3G46470
OG0002618	Ag044G4491400	AL3G52360
OG0002618	Ag011G1151600	AL7G16720
OG0002619	Ag044G4494700	AL3G49320
OG0002619	Ag014G2037800	AL3G29540
OG0002620	Ag044G4496900	AL3G49520
OG0002620	Ag011G1142200	AL7G16170
OG0002621	Ag044G4497200	AL3G49560
OG0002621	Ag011G1140200	AL7G16120
OG0002622	Ag066G5130000	AL7G31160
OG0002623	Ag021G2616600, Ag033G3571600	AL6G45710, AL6G45720
OG0002624	Ag031G3173900	AL5G45900
OG0002625	Ag031G3207900	AL5G43710
OG0002626	Ag031G3234400	AL5G41930
OG0002626	Ag003G0351800	AL4G42720
OG0002627	Ag031G3286400	AL5G39600
OG0002627	Ag003G0394800	AL4G40540
OG0002628	Ag031G3289000	AL5G39450
OG0002628	Ag003G0393500	AL4G40670
OG0002629	Ag031G3298600	AL5G38890
OG0002629	Ag003G0406600	AL4G39710
OG0002630	Ag031G3327500	AL5G37460
OG0002630	Ag039G4206200	AL4G38220
OG0002631	Ag031G3354000	AL5G36310
OG0002631	Ag039G4246000	AL4G36750
OG0002632	Ag031G3372300, Ag027G3010900, Ag064G5093500	AL3G38210, AL3G38220
OG0002633	Ag039G4296200	AL4G34790
OG0002633	Ag031G3383100	AL5G34910
OG0002634	Ag010G1015000	AL7G24930
OG0002634	Ag020G2569300	AL8G28230
OG0002635	Ag029G3114900	AL3G42390, AL7G44580
OG0002636	Ag067G5182400	AL2G25760
OG0002637	Ag065G5120200	AL7G22960
OG0002637	Ag042G4428400	AL3G48520
OG0002638	Ag039G4240200	AL4G36950
OG0002638	Ag039G4240500	AL4G36940
OG0002639	Ag039G4271900	AL5G19960, AL5G19970
OG0002640	Ag034G3663200	AL1G11330
OG0002640	Ag039G4321700, Ag019G2513400	AL6G52600
OG0002641	Ag011G1035600	AL2G17580, AL7G10790
OG0002641	Ag015G2178800	AL4G10370
OG0002642	Ag011G1042700	AL7G11120
OG0002642	Ag015G2183300	AL4G10730
OG0002643	Ag052G4854800	AL1G47350
OG0002644	Ag088G5445000	AL3G54170
OG0002644	Ag010G1022600	AL7G24470
OG0002645	Ag003G0331300	AL4G43990
OG0002646	Ag003G0360500	AL4G42370
OG0002647	Ag014G1811400	AL3G13810
OG0002648	Ag014G1861800, Ag014G1862000	AL3G17950, AL8G22720
OG0002649	Ag014G1893300	AL3G20430
OG0002650	Ag014G1897000	AL3G20600
OG0002651	Ag014G1938200	AL3G23180
OG0002652	Ag014G1960500	AL3G24830
OG0002652	Ag014G1960600	AL3G24840
OG0002653	Ag025G2940300	AL1G55230
OG0002653	Ag014G2070300	AL3G31140
OG0002654	Ag014G2150700	AL7G12920
OG0002655	Ag061G5022900	AL7G50800
OG0002656	Ag027G3021800	AL3G37490
OG0002657	Ag027G3024500	AL3G37380, AL7G41480
OG0002658	Ag027G3040400	AL3G36610, AL3G36580
OG0002660	Ag036G4090700	AL2G24000
OG0002661	Ag043G4450600	AL6G40930, AL6G40920
OG0002662	Ag019G2505600	AL6G51710
OG0002663	Ag034G3680900, Ag034G3681200, Ag034G3681000	AL5G19010, AL1G12730
OG0002664	Ag034G3743600	AL1G17730
OG0002665	Ag034G3775300	AL1G20190
OG0002666	Ag034G3781700	AL1G20780
OG0002666	Ag002G0252000	AL2G17680
OG0002667	Ag002G0225400	AL2G15720
OG0002667	Ag034G3792400	AL1G21630, AL1G21530
OG0002668	Ag034G3804400	AL1G22410
OG0002669	Ag034G3814000, Ag034G3813800	AL1G22960
OG0002670	Ag034G3850900	AL1G25690
OG0002671	Ag034G3854800	nbis-gene-83
OG0002672	Ag034G3874600	AL5G10630, AL1G26970
OG0002673	Ag034G3880500, Ag034G3880200, Ag034G3880400	AL1G27220
OG0002674	Ag034G3912300	AL7G51010
OG0002675	Ag034G3920600	AL1G29610
OG0002677	Ag011G1027100	nbis-gene-1687
OG0002680	Ag011G1075700	AL7G13100
OG0002681	Ag011G1150700	AL7G16640, AL3G52520
OG0002682	Ag011G1152800	AL7G16780
OG0002683	Ag011G1160700	AL7G17090, AL3G47050
OG0002684	Ag011G1175600	AL7G19280
OG0002685	Ag011G1186600	AL7G18750
OG0002686	Ag011G1212500	AL7G17740
OG0002687	Ag011G1214200	AL7G17650, AL7G17640
OG0002688	Ag011G1236600	AL7G20100
OG0002689	Ag018G2486400	AL1G39540, AL5G14150, AL9U10800, nbis-gene-251, AL6G36070, nbis-gene-2215
OG0002690	Ag010G0984000	AL1G40840, AL1G40620
OG0002705	Ag055G4910600	AL8G29840
OG0002706	Ag013G1349200, Ag013G1349700	AL6G28840
OG0002707	Ag044G4493300, Ag013G1425100, Ag044G4493500	AL3G52600
OG0002708	Ag013G1425900	AL6G25760
OG0002708	Ag014G1771400	AL3G10880
OG0002710	Ag013G1491000	AL6G22810
OG0002711	Ag013G1539700	AL6G20140
OG0002711	Ag004G0450300	AL8G42020
OG0002712	Ag013G1547500	AL7G52750
OG0002712	Ag008G0956500	nbis-gene-1341
OG0002713	Ag013G1550900	AL6G19370
OG0002714	Ag004G0497800	AL8G38150
OG0002714	Ag013G1567400	AL6G18000
OG0002715	Ag013G1596300	AL4G22800
OG0002715	Ag034G3754000	AL1G18670
OG0002716	Ag013G1597100	AL4G22590, AL4G22580
OG0002717	Ag013G1650500	AL4G26920
OG0002717	Ag034G3720300	AL1G15740
OG0002718	Ag034G3699400	AL1G14170
OG0002718	Ag013G1674500	AL4G28980
OG0002719	Ag013G1682100	AL6G12230, AL8G16520, AL37U10030
OG0002720	Ag013G1698100, Ag014G1865200, Ag013G1698200	AL7G27570, AL7G27580
OG0002721	Ag013G1704500	AL1G53740
OG0002723	Ag013G1741500	AL1G44020
OG0002724	Ag023G2831700	AL4G31090
OG0002725	Ag004G0491800, Ag004G0491100	AL5G29550
OG0002725	Ag039G4241600, Ag004G0555200, Ag031G3191000	AL5G44840
OG0002726	Ag004G0542000	AL6G37090
OG0002727	Ag031G3215600, Ag004G0576000	AL5G21270
OG0002728	Ag004G0612900	AL5G23750
OG0002729	Ag002G0145300	AL5G24200
OG0002729	Ag004G0622200	AL8G36840
OG0002730	Ag007G0904400, Ag007G0904000, Ag004G0676500, Ag039G4211100, Ag039G4210800, Ag039G4211300, Ag039G4211200, Ag039G4210500, Ag004G0675900	AL7G41310
OG0002731	Ag004G0729900	AL8G31620, AL7G26370
OG0002732	Ag004G0764900, Ag048G4669200, Ag004G0765000	AL5G28920
OG0002733	Ag022G2665400	AL6G17400
OG0002734	Ag022G2688200	AL6G16380
OG0002735	Ag039G4209700	AL4G38080
OG0002736	Ag022G2723500	AL6G14670
OG0002736	Ag014G1920300	AL3G22180
OG0002737	Ag022G2750100, Ag022G2749900, Ag022G2750200	AL6G13120
OG0002738	Ag010G1024100, Ag022G2756900	AL7G24320
OG0002738	Ag088G5443400	AL3G53790
OG0002739	Ag022G2782400, Ag022G2782300	AL6G11180, AL6G11190, AL1G33340
OG0002740	Ag022G2789500	AL6G10520
OG0002741	Ag034G3906600	AL1G28990
OG0002742	Ag040G4336800	nbis-gene-890
OG0002743	Ag049G4734100	AL7G25560, AL8G29870
OG0002744	Ag014G1976700	AL3G26080
OG0002744	Ag032G3445100	AL1G63040
OG0002745	Ag032G3468000	AL1G61960
OG0002745	Ag014G2000100	AL3G27140
OG0002746	Ag014G2006700	AL3G27620
OG0002746	Ag032G3472700	AL1G61540
OG0002747	Ag011G1179200	AL7G19120
OG0002748	Ag007G0856500	AL8G23640
OG0002749	Ag034G3795900, Ag038G4150500	AL1G21770
OG0002749	Ag007G0887900	AL7G42740
OG0002750	Ag007G0896800	AL2G23560
OG0002751	Ag007G0917800	AL7G40320, AL9U11050, AL7G40350, AL7G40310
OG0002752	Ag027G3057100	AL3G35770
OG0002753	Ag067G5171500, Ag007G0919400	AL2G24620
OG0002754	Ag007G0933600, Ag025G2899700	AL7G39390
OG0002754	Ag014G2038200	AL3G29550
OG0002755	Ag034G3939900	AL1G30570
OG0002755	Ag078G5352600	AL2G33420
OG0002756	Ag056G4947600	AL1G24780, AL165U10010
OG0002756	Ag034G3836800	AL4G20530
OG0002757	Ag045G4514800	AL7G23730
OG0002757	Ag088G5433400	AL3G47860
OG0002758	Ag088G5432000	AL3G47950
OG0002761	Ag057G4953600	AL2G29140
OG0002762	Ag011G1082300, Ag001G0015800	AL7G13700
OG0002762	Ag015G2199600	AL4G13330
OG0002763	Ag001G0060700	AL1G59430
OG0002764	Ag001G0062400	AL1G59590
OG0002764	Ag014G2176400, Ag027G3064500	AL3G35270
OG0002765	Ag001G0068200, Ag031G3407500, Ag001G0068500	AL1G21240, AL1G60030, AL1G60020
OG0002766	Ag001G0079500	AL9U11040
OG0002766	Ag029G3102400	AL2G22880, AL2G24350, AL3G40740
OG0002767	Ag023G2843800	AL4G31750
OG0002768	Ag050G4777200, Ag050G4777300	AL7G36190, AL7G36200
OG0002769	Ag037G4125600, Ag016G2329200	AL8G10630
OG0002769	Ag050G4797400	AL7G37300
OG0002770	Ag016G2330800	AL8G10580
OG0002770	Ag050G4798100	AL7G37370
OG0002771	Ag008G0955100	AL5G30460, AL8G44340
OG0002772	Ag044G4486300, Ag039G4293900	AL4G34930
OG0002773	Ag033G3517000	AL7G30950
OG0002775	Ag031G3154800	AL3G10640
OG0002776	Ag003G0286100	AL4G47000
OG0002776	Ag031G3180900	AL5G45320
OG0002777	Ag031G3224000	AL5G42540
OG0002778	Ag031G3241000	AL5G41460
OG0002778	Ag003G0363700	AL4G42150
OG0002779	Ag039G4196000	AL4G38540
OG0002779	Ag031G3321700	AL5G37710
OG0002780	Ag031G3358500	AL5G36110
OG0002780	Ag031G3358200	AL5G36120
OG0002781	Ag014G1989700	AL3G26550
OG0002782	Ag039G4319800	AL4G33520
OG0002782	Ag031G3392100	AL5G34300
OG0002783	Ag031G3400500	AL5G33960
OG0002784	Ag029G3117500	AL3G42800
OG0002785	Ag064G5112700, Ag095G5469100	AL3G39720
OG0002786	Ag042G4396800	AL3G52080
OG0002787	Ag042G4411800	AL4G33010
OG0002788	Ag042G4423200	AL5G11000
OG0002788	Ag034G3868700	AL1G26710
OG0002789	Ag042G4426200	AL3G48670
OG0002790	Ag039G4245100, Ag039G4245900	AL4G36760
OG0002791	Ag011G1040700	AL7G11020
OG0002791	Ag015G2181600	AL4G10610
OG0002792	Ag015G2260500	AL1G49950
OG0002793	Ag015G2266500, Ag052G4868200	AL1G48710
OG0002793	Ag034G4040200	AL2G31410
OG0002794	Ag021G2624600	AL5G11340, AL5G11230
OG0002795	Ag014G1843200	AL3G16550
OG0002795	Ag038G4159800	AL6G38670
OG0002796	Ag038G4177600	AL6G40360
OG0002796	Ag014G1832000	AL3G15740
OG0002797	Ag003G0353400	AL4G42660, AL5G41840
OG0002798	Ag003G0362100	AL1G53780
OG0002798	Ag003G0361700, Ag003G0361600	AL4G42310
OG0002799	Ag016G2318800, Ag037G4135300	AL7G37010
OG0002800	Ag014G1814900	AL3G14060
OG0002800	Ag014G1815200, Ag014G1815100	AL492U10010, AL3G14140, AL3G14100, AL3G14150
OG0002802	Ag014G1827900	AL3G15380
OG0002803	Ag014G1850800	AL3G17010, AL6G30440
OG0002804	Ag014G1851000	AL3G17040
OG0002804	Ag060G4995600	AL6G30380
OG0002805	Ag019G2495800	AL6G51200
OG0002805	Ag014G1957300	AL3G44080
OG0002806	Ag014G2009800	AL5G21320, AL3G27790
OG0002807	Ag014G2046700	AL3G29930
OG0002807	Ag025G2908200	AL7G38960
OG0002808	Ag014G2091700	AL3G31900
OG0002810	Ag027G3018900	AL3G37790, AL7G41690
OG0002811	Ag034G3837700	AL1G24830
OG0002811	Ag034G3837200	AL1G24810
OG0002812	Ag034G3792900	AL1G21560, AL2G15780
OG0002813	Ag002G0199300	AL2G14420
OG0002813	Ag034G3807100	AL1G22580
OG0002814	Ag034G3809700	AL1G22720
OG0002814	Ag002G0196100	AL2G14290
OG0002815	Ag002G0173800	AL2G13050
OG0002815	Ag034G3821600	AL1G23580
OG0002816	Ag034G3823100	AL1G23730
OG0002817	Ag018G2442800	AL1G29560
OG0002818	Ag018G2436100	AL2G32380
OG0002818	Ag034G3924800	AL1G29790
OG0002819	Ag034G4053600	AL2G30530
OG0002820	Ag002G0189900	nbis-gene-1229
OG0002821	Ag024G2863900	AL2G10830
OG0002822	Ag025G2967600	AL1G56260, AL1G56180
OG0002823	Ag011G1087500, Ag011G1086000, Ag011G1086800, Ag011G1086500, Ag011G1087100	AL7G13850, AL7G13840
OG0002824	Ag011G1103100	AL5G11590, AL5G11570, AL8G13800, AL5G11580, AL5G11550
OG0002825	Ag011G1119300, Ag011G1119000, Ag011G1119100	AL7G15410
OG0002826	Ag011G1173400	AL7G19430
OG0002827	Ag011G1207800	AL7G17780, AL3G46040
OG0002828	Ag011G1240900	AL7G20280
OG0002829	Ag019G2508000, Ag019G2507900	AL6G51790
OG0002844	Ag034G3748500, Ag005G0790300	AL5G12570, AL6G52060
OG0002845	Ag014G1802400	AL3G13140
OG0002845	Ag013G1361700	AL6G28600
OG0002846	Ag031G3149400	AL3G10080
OG0002846	Ag013G1453000	AL6G24720
OG0002847	Ag013G1455200	AL6G24580
OG0002848	Ag007G0883600	AL5G12040, AL5G12300, AL7G43090
OG0002848	Ag013G1472700	AL3G39700
OG0002849	Ag039G4248700	nbis-gene-1288, nbis-gene-1120, AL5G26040
OG0002850	Ag013G1506100	AL6G21940
OG0002851	Ag013G1508700, Ag013G1508400	AL6G21830
OG0002852	Ag034G3935200, Ag066G5137200	AL1G30320
OG0002852	Ag038G4161100	AL6G38710
OG0002853	Ag004G0513100	AL6G34580
OG0002853	Ag013G1557000	AL6G18770
OG0002854	Ag013G1589300, Ag013G1589100	AL4G20820, AL4G20790
OG0002855	Ag013G1598300	AL4G22440
OG0002856	Ag013G1635300	AL4G25340
OG0002856	Ag034G3732200	AL1G16910
OG0002857	Ag034G3724000	AL1G16070
OG0002857	Ag013G1646200	AL4G26590
OG0002858	Ag013G1660700	AL4G27980
OG0002858	Ag034G3707700	AL1G14830
OG0002859	Ag034G3708900	AL1G14910
OG0002859	Ag013G1661900	AL4G27840
OG0002860	Ag013G1668100	AL4G28230
OG0002860	Ag034G3704200	AL1G14580
OG0002861	Ag013G1673000	AL4G28850
OG0002861	Ag034G3700400	AL1G14290
OG0002862	Ag034G3748000, Ag013G1692800	AL1G18200, AL7G46970, AL7G46960, AL6G53580
OG0002863	Ag013G1700100	AL7G27390
OG0002864	Ag013G1716300	AL1G41570
OG0002864	Ag001G0039200	AL5G37210
OG0002865	Ag013G1761000	AL4G31640, AL1G45830
OG0002866	Ag013G1762900	nbis-gene-191
OG0002868	Ag004G0429600	AL8G43630
OG0002868	Ag049G4727500	AL5G29800, AL8G14300
OG0002869	Ag004G0432500	AL8G43410
OG0002870	Ag004G0464600	AL8G40820
OG0002871	Ag004G0470200, Ag004G0470300	AL8G40430
OG0002872	Ag004G0495000	AL8G38410
OG0002872	Ag004G0493900	AL8G38490
OG0002873	Ag004G0581300, Ag004G0581100	AL6G32580
OG0002873	Ag004G0582900	AL6G32770
OG0002874	Ag004G0743900	AL7G26110, AL8G30810
OG0002875	Ag004G0744200, Ag002G0212100	AL8G30840, AL7G26130
OG0002877	Ag022G2721500	AL5G33890
OG0002878	Ag022G2729200, Ag022G2729700	nbis-gene-1458
OG0002879	Ag022G2739900	AL6G13720
OG0002879	Ag014G1909100	AL3G21580
OG0002880	Ag075G5297200	AL7G48090
OG0002881	Ag048G4562400	AL2G41290, AL4G18200
OG0002882	Ag048G4570700, Ag048G4570100, Ag048G4570000	AL2G24560, AL2G24400, AL2G24390, AL2G24570
OG0002883	Ag048G4607100	AL2G38940
OG0002883	Ag034G3912200	AL1G29220, AL7G51000
OG0002884	Ag049G4729900	AL5G29710
OG0002885	Ag064G5108700, Ag032G3461300, Ag032G3461700, Ag002G0256000	AL3G39210, AL3G39180
OG0002886	Ag054G4894300	AL4G32860
OG0002886	Ag031G3399600	AL5G34000
OG0002887	Ag007G0853600	AL8G23950, AL7G28830
OG0002888	Ag007G0866400, Ag007G0866300	AL9U11880, AL9U11820
OG0002889	Ag029G3097400	AL3G40290
OG0002889	Ag007G0878600, Ag007G0872200	AL9U10770
OG0002890	Ag007G0881600	AL9U10300
OG0002891	Ag034G3991500	AL1G33940
OG0002892	Ag078G5381000, Ag078G5382000	AL2G34280
OG0002893	Ag006G0827000	AL8G13120
OG0002894	Ag016G2287200	AL8G13850
OG0002895	Ag033G3501500, Ag014G2018300	AL3G28250
OG0002895	Ag001G0084400	AL1G61050
OG0002896	Ag073G5263000, Ag051G4803100	AL8G26990, AL7G27440
OG0002897	Ag044G4484400	AL3G47200, AL3G47210
OG0002898	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600	AL4G42560, AL8G10940
OG0002899	Ag011G1147300	AL7G16460
OG0002899	Ag044G4494300	AL3G49160
OG0002900	Ag033G3504900	AL7G30530
OG0002900	Ag030G3131400	AL6G46520
OG0002901	Ag016G2354300	AL66U10020, AL8G15260
OG0002902	Ag066G5151100	AL6G48230
OG0002902	Ag033G3626100	nbis-gene-1804, AL3G50460
OG0002903	Ag017G2434800	AL5G31600
OG0002903	Ag031G3163600	AL8G45250
OG0002904	Ag031G3165500	AL8G45450
OG0002904	Ag017G2434000	AL5G31670
OG0002905	Ag031G3167000	AL8G45600
OG0002905	Ag017G2430300	AL5G31900
OG0002906	Ag003G0289800, Ag003G0288600, Ag003G0288200	AL4G46820
OG0002906	Ag031G3186000	AL5G45070, AL2G23490
OG0002907	Ag031G3190100, Ag031G3190000	nbis-gene-1410
OG0002907	Ag003G0296900	AL4G46490
OG0002908	Ag031G3202900	AL5G44160
OG0002909	Ag003G0307600	AL4G45630
OG0002909	Ag031G3203500	AL5G44040
OG0002910	Ag031G3216600, Ag031G3216700	AL5G43060
OG0002911	Ag003G0353300	AL5G41850, AL4G42670
OG0002912	Ag031G3340400	AL1G62820, AL6G40520, AL1G48760, AL5G36800
OG0002913	Ag031G3368100	nbis-gene-1362
OG0002913	Ag031G3368200, Ag031G3368300, Ag031G3368400	AL5G35570
OG0002914	Ag020G2572400	AL8G28130
OG0002915	Ag011G1176100	AL3G43810
OG0002916	Ag011G1099500	AL7G14630
OG0002916	Ag042G4381400	AL3G51370
OG0002917	Ag042G4404500	AL3G53000, AL8G33340
OG0002918	Ag039G4298000	AL4G34750, AL68U10040, AL4G34760, AL4G34780, AL68U10030, AL4G34730
OG0002919	Ag038G4147600	AL6G30700, AL6G30710
OG0002920	Ag003G0320900	AL4G44680, AL4G44690
OG0002921	Ag014G1797800	AL3G12860
OG0002922	Ag014G1829400	AL3G15500
OG0002923	Ag014G1841600	AL88U10040, AL3G16400, AL6G38910
OG0002924	Ag014G1879700	AL3G19360
OG0002924	Ag014G1968200	AL3G25440
OG0002926	Ag014G1905600	AL3G21240
OG0002926	Ag014G1905700	AL3G21250
OG0002927	Ag014G1963200	AL3G25120, AL3G25110
OG0002928	Ag014G2003900	AL3G27330
OG0002929	Ag014G2020200, Ag014G2020100	AL3G28670
OG0002930	Ag014G2021400	AL3G28490, AL3G28480
OG0002931	Ag014G2071600	AL3G31230
OG0002931	Ag014G2071700	AL3G31240
OG0002932	Ag014G2075800	AL3G31360
OG0002933	Ag014G2121800	AL3G32810
OG0002933	Ag014G2121600	AL3G32800
OG0002935	Ag027G3053400, Ag027G3053100	AL3G35890
OG0002936	Ag027G3055300	AL3G35810
OG0002937	Ag036G4116400	AL2G20410, AL7G45250
OG0002938	Ag019G2534400	AL6G53070
OG0002938	Ag034G3657300	AL1G10780
OG0002939	Ag019G2504200	AL6G51630
OG0002940	Ag034G3725100	AL1G16170
OG0002941	Ag034G3879300	nbis-gene-88
OG0002942	Ag034G3967300, Ag034G3967900	AL1G32480
OG0002943	Ag002G0127100	AL2G11670, AL2G11680
OG0002944	Ag002G0216300	AL2G15260
OG0002945	Ag002G0262300	AL2G18630
OG0002946	Ag016G2343900	AL4G13080
OG0002947	Ag016G2401900	AL6G48420
OG0002948	Ag011G1038300, Ag011G1038200	AL7G10910
OG0002949	Ag011G1044000	AL5G17400
OG0002950	Ag011G1068900	AL7G12800
OG0002951	Ag011G1120300	AL7G15480
OG0002952	Ag011G1173100	AL7G19440
OG0002953	Ag011G1195000	AL4G19200, AL7G18330
OG0002954	Ag011G1224300	AL7G19730
OG0002955	Ag011G1231500	AL7G19890
OG0002956	Ag064G5107900	AL3G39140, AL6G30340
OG0002957	Ag019G2496700	AL6G51270
OG0002958	Ag010G1024600	AL7G24280
OG0002971	Ag022G2713600, Ag068G5211300, Ag046G4527300, Ag047G4538300, Ag022G2713900, Ag011G1257300	AL6G15340, AL2G31390
OG0002972	Ag046G4529500, Ag047G4540200	AL7G21670
OG0002973	Ag014G2173100, Ag027G3068700, Ag014G2163200, Ag055G4908200, Ag055G4905200	AL8G19000, AL3G18970
OG0002974	Ag044G4478300, Ag029G3111900, Ag012G1299500, Ag004G0765500, Ag015G2247400, Ag078G5328600, Ag004G0684700, Ag020G2558400, Ag066G5156700, Ag073G5260300, Ag073G5259500, Ag025G2961800, Ag049G4727300, Ag075G5289300, Ag029G3123000, Ag002G0262900, Ag055G4925700, Ag055G4925900, Ag075G5285600, Ag066G5150000, Ag045G4512500	AL433U10020
OG0002975	Ag013G1598400	nbis-gene-1601
OG0002975	Ag015G2216700, Ag004G0643000, Ag013G1365500	AL6G38780, AL6G37640, AL6G39390
OG0002976	Ag013G1374900	AL6G27890
OG0002976	Ag014G1795000	AL3G12530
OG0002977	Ag013G1398700	AL6G26890
OG0002978	Ag031G3150500	AL3G10200
OG0002978	Ag013G1452200	AL6G24790
OG0002979	Ag013G1469000	AL6G23940
OG0002980	Ag011G1035100, Ag011G1035300, Ag011G1035000, Ag013G1515700, Ag013G1512300, Ag013G1512400	AL7G10750
OG0002981	Ag013G1526400	AL6G20840
OG0002981	Ag004G0440100	AL8G42820
OG0002982	Ag013G1537700	AL6G20240
OG0002982	Ag004G0449300	AL8G42110
OG0002983	Ag077G5323100, Ag013G1543600	AL6G43360, AL7G29850
OG0002984	Ag013G1556400	AL6G18840
OG0002985	Ag034G3737100	AL1G17300
OG0002985	Ag013G1624900	AL4G24750
OG0002986	Ag013G1645400, Ag013G1645300	AL4G40690
OG0002987	Ag034G3693100, Ag004G0709100	AL1G13570
OG0002987	Ag013G1686900	AL8G15960
OG0002988	Ag023G2799500	AL8G18200
OG0002988	Ag013G1706900	AL1G41170
OG0002989	Ag013G1747000	AL4G30740, AL1G44630
OG0002990	Ag013G1749300	AL1G44780
OG0002991	Ag013G1768700, Ag011G1168100	AL7G28140, AL4G31370, AL1G46740
OG0002992	Ag004G0425300	AL8G43970
OG0002993	Ag004G0425900	AL8G43920, AL5G29990
OG0002994	Ag004G0427000	AL8G43800
OG0002994	Ag049G4725400	AL5G29930
OG0002995	Ag004G0507000, Ag004G0507100, Ag004G0506600, Ag004G0506800, Ag004G0506900, Ag004G0506700	AL8G37520
OG0002996	Ag004G0600900, Ag033G3648800	AL6G47720, AL6G33770, AL6G33800
OG0002997	Ag004G0621600	AL8G36860
OG0002998	Ag004G0659500	AL4G13320, AL4G13310
OG0002999	Ag004G0672600	AL8G34150, AL8G34270
OG0003000	Ag004G0722000	AL8G31800
OG0003001	Ag034G3726700	AL1G16360
OG0003001	Ag034G3726900, Ag004G0724200	AL1G16370
OG0003002	Ag004G0750500	AL8G30440
OG0003003	Ag004G0751400	AL8G30390
OG0003004	Ag004G0751700, Ag034G3775000, Ag031G3292700	AL1G20150, AL1G57770
OG0003005	Ag022G2637200	AL6G16820
OG0003006	Ag034G3679500	AL1G12600
OG0003006	Ag022G2650500	AL6G50160
OG0003008	Ag011G1117400, Ag022G2712800, Ag031G3298400, Ag031G3298300	AL3G11670
OG0003009	Ag022G2769400, Ag014G1899300	AL6G11980
OG0003010	Ag075G5294900	AL7G48380, AL7G48430
OG0003011	Ag048G4623000	AL2G38150
OG0003012	Ag048G4631300, Ag002G0223500, Ag002G0214100	AL6G44430
OG0003012	Ag034G3856300, Ag034G3856400	AL1G26060
OG0003013	Ag048G4634000	AL2G37750
OG0003013	Ag034G4010300	AL1G34970
OG0003014	Ag040G4344800	AL3G50590
OG0003015	Ag011G1120700	nbis-gene-1713
OG0003015	Ag040G4344900	AL3G50600
OG0003017	Ag007G0868900, Ag076G5314600, Ag007G0869800, Ag007G0869900, Ag076G5314700	AL9U11070
OG0003018	Ag007G0871800	AL9U10840
OG0003020	Ag007G0888600	AL7G42610, AL7G42580
OG0003021	Ag034G3944000	AL1G30840
OG0003021	Ag078G5362700	AL2G33730
OG0003022	Ag056G4939100	AL2G27680
OG0003023	Ag065G5120900	AL7G22940
OG0003024	Ag034G3997900	AL1G34230
OG0003025	Ag071G5244900	AL7G49810
OG0003026	Ag012G1289700	AL5G17690, AL7G49880
OG0003027	Ag006G0829400, Ag006G0829900	AL8G13280
OG0003028	Ag001G0012900	AL1G57460
OG0003029	Ag001G0045000	AL1G58480
OG0003029	Ag014G2157800	AL3G34290
OG0003030	Ag025G2968000	AL1G56300
OG0003030	Ag001G0051700	AL4G25950
OG0003031	Ag027G3065400, Ag014G2175400	AL1G59560
OG0003032	Ag014G2027600	AL3G28860
OG0003033	Ag002G0217100	AL4G35220
OG0003034	Ag031G3158900	AL8G23360
OG0003037	Ag016G2380600	AL6G48790
OG0003037	Ag033G3603800	AL7G32840
OG0003038	Ag033G3625700	AL5G22800, AL1G52730, AL7G52330, AL6G42550
OG0003039	Ag031G3216100	AL5G43110
OG0003039	Ag003G0323400	AL4G44520
OG0003040	Ag031G3222100	AL5G42670
OG0003041	Ag031G3228700, Ag031G3228800, Ag031G3228300, Ag031G3228200, Ag031G3227500	AL5G42350
OG0003043	Ag031G3282500	AL5G39790
OG0003045	Ag003G0334600	AL125U10010
OG0003046	Ag031G3412000, Ag031G3411900	AL5G33510
OG0003047	Ag067G5186900	AL2G26030
OG0003047	Ag067G5186500	AL2G26010
OG0003048	Ag067G5188100	AL2G26200, AL1G40590
OG0003049	Ag067G5195000	AL2G26670, AL2G26650
OG0003050	Ag081G5399200	AL7G45160
OG0003051	Ag039G4270500	AL7G28380
OG0003052	Ag015G2178000	AL4G10290
OG0003052	Ag011G1033300	AL7G10660
OG0003053	Ag015G2257400	AL1G50640, AL1G50680
OG0003054	Ag021G2612700	AL7G33560, AL7G33140
OG0003055	Ag038G4145800	AL6G30530
OG0003056	Ag038G4149300	AL6G30790
OG0003057	Ag038G4157400	nbis-gene-1581
OG0003058	Ag014G1824700	AL3G14990
OG0003058	Ag038G4178500	AL6G40460
OG0003059	Ag003G0337000, Ag003G0336700	AL8G25140
OG0003060	Ag003G0324000	AL4G44430
OG0003061	Ag003G0351400	AL4G42750
OG0003062	Ag003G0351600, Ag003G0351700	AL4G42730
OG0003063	Ag003G0401200	AL4G40040
OG0003064	Ag014G1830800	AL6G40880, AL3G15610, AL6G39600
OG0003065	Ag014G1837700	AL1G19550
OG0003066	Ag014G1842000, Ag014G1842200, Ag014G1841900	AL3G16430
OG0003067	Ag014G1858400	AL3G17710, AL8G23200
OG0003069	Ag014G1922700	AL3G22420, AL3G22410
OG0003072	Ag014G2070900	AL3G31180, AL1G55260
OG0003073	Ag014G2079400	AL3G31520
OG0003073	Ag025G2943900	AL1G55480
OG0003074	Ag036G4085100	AL2G24290
OG0003075	Ag060G5000900	AL6G30240
OG0003075	Ag060G5001000	AL6G30220
OG0003076	Ag019G2529500	AL6G52780
OG0003076	Ag034G3654900	AL1G10590
OG0003077	Ag034G3656900	AL1G10740
