Orthogroup	Alyssum_gmelinii	Cardamine_glauca
OG0002436	Ag066G5135000	Cg003G0746900
OG0002436	Ag033G3526800	Cg001G0181200
OG0002437	Ag016G2341000	Cg008G2950600
OG0002437	Ag033G3567900	Cg001G0201200
OG0002438	Ag033G3591700	Cg001G0195000
OG0002438	Ag033G3591600, Ag033G3591300	Cg001G0195100
OG0002440	Ag016G2376100	Cg003G0863000, Cg003G0735400
OG0002440	Ag033G3600700	Cg001G0193100
OG0002441	Ag033G3612700	Cg001G0189100
OG0002441	Ag019G2511200, Ag033G3612800	Cg001G0189000
OG0002442	Ag033G3614500	Cg001G0187800, Cg001G0187900
OG0002443	Ag031G3168100	Cg002G0578200, Cg002G0395100
OG0002444	Ag031G3183000, Ag031G3182900	Cg008G2609100, Cg006G2245700
OG0002445	Ag031G3205400, Ag002G0221800	Cg007G2298000, Cg007G2298600
OG0002446	Ag031G3211900	Cg002G0418300
OG0002446	Ag003G0314800	Cg005G1471500
OG0002447	Ag003G0357900	Cg005G1493100
OG0002447	Ag031G3237400	Cg002G0431000
OG0002448	Ag025G2925800, Ag025G2926300, Ag031G3267600	Cg006G1850900
OG0002449	Ag031G3287200	Cg002G0445700
OG0002450	Ag003G0402100	Cg005G1512600
OG0002450	Ag031G3296300	Cg002G0450100
OG0002451	Ag003G0414200	Cg005G1516900
OG0002451	Ag031G3305000	Cg002G0453200
OG0002453	Ag031G3373500	Cg002G0484300
OG0002453	Ag039G4271300	Cg005G1545100
OG0002454	Ag039G4322800	Cg005G1563100
OG0002455	Ag031G3392800	Cg002G0493200
OG0002456	Ag031G3417000	Cg002G0502400
OG0002457	Ag042G4378100, Ag086G5421500	Cg004G1415900
OG0002458	Ag042G4388800	Cg004G1420100
OG0002458	Ag011G1097100	Cg001G0035400
OG0002459	Ag042G4393300	Cg004G1422400
OG0002459	Ag011G1093300	Cg001G0033200
OG0002460	Ag042G4400900	Cg004G1424200
OG0002460	Ag068G5218500	Cg001G0099900
OG0002461	Ag042G4431000	Cg001G0110000, Cg004G1435800
OG0002462	Ag039G4197400	Cg005G1524600
OG0002463	Ag039G4283300	Cg005G1548800, Cg005G1544300, Cg005G1544400
OG0002464	Ag030G3131500	Cg001G0174200
OG0002465	Ag011G1088800	Cg001G0031100
OG0002465	Ag015G2200000	Cg005G1754400
OG0002466	Ag052G4865400, Ag015G2268700	Cg006G1926900
OG0002467	Ag021G2625700	Cg003G0752000, Cg001G0176800
OG0002468	Ag038G4153500	Cg008G2819000
OG0002469	Ag088G5437100	Cg004G1441600, Cg001G0116100
OG0002470	Ag003G0342200	Cg002G0573800
OG0002470	Ag003G0342300	Cg005G1485500
OG0002471	Ag003G0344600, Ag003G0344400	Cg005G1486400
OG0002472	Ag003G0362900	Cg005G1495100
OG0002473	Ag014G1857000, Ag068G5216800	Cg006G1853200
OG0002473	Ag014G1820800	Cg004G1106300
OG0002474	Ag014G1821300	Cg004G1106600, Cg008G2835100
OG0002476	Ag014G1883500	Cg004G1147100
OG0002477	Ag014G1885900	Cg004G1148700
OG0002478	Ag014G1928100	Cg004G1171200, Cg008G2627300
OG0002480	Ag014G1977100	Cg004G1200200, Cg003G0771600, Cg003G0771400
OG0002481	Ag014G1981200	Cg004G1203000
OG0002482	Ag014G1995400	Cg001G0253900
OG0002483	Ag014G2046800	Cg004G1234500
OG0002483	Ag025G2913300	Cg001G0242400
OG0002484	Ag025G2911500	Cg001G0242900
OG0002484	Ag014G2047800	Cg004G1235300
OG0002485	Ag061G5019900	Cg001G0367000
OG0002486	Ag036G4086000	Cg007G2426400
OG0002487	Ag061G5044100	Cg001G0325900
OG0002489	Ag060G5002600	Cg008G2752200
OG0002491	Ag034G3668700	Cg006G2241900
OG0002491	Ag034G4053500	Cg007G2480000
OG0002492	Ag002G0259800	Cg007G2317700
OG0002492	Ag034G3775900	Cg006G2167100
OG0002493	Ag034G3778000	Cg006G2165000
OG0002494	Ag034G3786800	Cg006G2160200
OG0002494	Ag034G3787100	Cg006G2160100
OG0002495	Ag002G0150800	Cg007G2271800
OG0002496	Ag034G3834200	Cg006G2134400
OG0002497	Ag085G5417600	Cg002G0672700
OG0002498	Ag034G3852800	Cg006G2123800
OG0002499	Ag019G2553800, Ag034G3863900	Cg002G0684200
OG0002500	Ag034G3868900	Cg006G2116100
OG0002501	Ag034G3888300	Cg006G2107300
OG0002502	Ag034G3918000	Cg003G0881000, Cg003G0832100
OG0002503	Ag034G4017900	Cg006G2043500, Cg007G2552500
OG0002504	Ag018G2457200	Cg006G2032300
OG0002504	Ag034G4062300	Cg007G2475000
OG0002505	Ag018G2459200	Cg006G2030800
OG0002505	Ag034G4064100	Cg007G2474200
OG0002506	Ag034G4070000	Cg007G2471700
OG0002506	Ag018G2465300	Cg006G2025000
OG0002507	Ag002G0196800	Cg007G2286700
OG0002508	Ag011G1031900	Cg005G1778400, Cg001G0005500
OG0002509	Ag011G1057100	Cg001G0015800
OG0002510	Ag011G1075400	Cg001G0025400, Cg005G1759600
OG0002511	Ag011G1079000	Cg001G0027700
OG0002512	Ag011G1081900	Cg001G0029100, Cg005G1756000
OG0002513	Ag011G1136100	Cg001G0049500
OG0002514	Ag011G1161400	Cg004G1387700, Cg004G1380000, Cg001G0059200
OG0002515	Ag011G1183300	Cg001G0073400
OG0002516	Ag011G1224400	Cg001G0081500
OG0002517	Ag011G1246500, Ag011G1246400, Ag011G1243600	Cg001G0086800, Cg001G0087200
OG0002519	Ag010G1013300, Ag010G1013000	Cg007G2388400
OG0002531	Ag047G4548500, Ag046G4536100, Ag046G4535900, Ag047G4548600, Ag046G4536400, Ag047G4548400, Ag046G4536300, Ag046G4536200, Ag047G4549100, Ag047G4548900, Ag047G4549200, Ag078G5387200, Ag078G5387100, Ag078G5387000, Ag078G5386900, Ag078G5387300, Ag011G1033100	Cg001G0006300
OG0002532	Ag055G4902200	Cg002G0562900
OG0002533	Ag055G4912800	Cg002G0541700
OG0002533	Ag004G0467800	Cg003G1025200
OG0002534	Ag055G4930200, Ag055G4923300	Cg002G0548200
OG0002535	Ag074G5273800	Cg002G0687900
OG0002535	Ag034G3867700	Cg006G2116900
OG0002536	Ag013G1364100	Cg008G2738100
OG0002537	Ag013G1376200	Cg007G2538100
OG0002538	Ag013G1389300	Cg008G2727900
OG0002539	Ag013G1402900	Cg008G2723500
OG0002539	Ag013G1403000	Cg008G2723400
OG0002540	Ag013G1409400	Cg008G2720500
OG0002540	Ag014G1777900	Cg004G1083600
OG0002541	Ag013G1432000	Cg008G2712900
OG0002541	Ag031G3156100	Cg004G1077600
OG0002542	Ag013G1444900	Cg008G2709000
OG0002542	Ag031G3154000	Cg004G1075400
OG0002543	Ag039G4316000	Cg002G0491900
OG0002543	Ag013G1446400	Cg005G1560800
OG0002544	Ag013G1493900	Cg008G2686600, Cg008G2818000
OG0002545	Ag004G0453600	Cg003G1035500
OG0002546	Ag004G0461300	Cg003G1029400
OG0002546	Ag013G1548100	Cg008G2660000
OG0002547	Ag013G1571800	Cg003G0870100, Cg003G0727800
OG0002548	Ag034G3685900	Cg006G2231600
OG0002548	Ag013G1576800	Cg003G0866400, Cg003G0731900
OG0002549	Ag034G3744500	Cg006G2187700
OG0002549	Ag013G1611600	Cg005G1645600
OG0002550	Ag013G1622700	Cg005G1636600
OG0002551	Ag013G1638700	Cg005G1624800
OG0002551	Ag034G3729800	Cg006G2198900
OG0002552	Ag013G1662300	Cg005G1608600
OG0002552	Ag034G3709400	Cg006G2214400
OG0002553	Ag013G1673100	Cg005G1600800
OG0002553	Ag034G3700300	Cg006G2220700
OG0002554	Ag034G3694900	Cg006G2225600
OG0002554	Ag013G1684800	Cg008G2936700
OG0002555	Ag034G3692600	Cg006G2227800
OG0002556	Ag013G1716800	Cg006G1995100
OG0002558	Ag013G1765900	Cg005G1578000, Cg006G1950800
OG0002559	Ag008G0953500	Cg002G0523500
OG0002559	Ag004G0419500	Cg003G1060400
OG0002560	Ag004G0437400	Cg003G1045900
OG0002563	Ag004G0484400	Cg003G1014800
OG0002563	Ag049G4734900	Cg002G0553700
OG0002564	Ag004G0488500	Cg003G1011800
OG0002564	Ag022G2662500	Cg008G2644300
OG0002565	Ag022G2652200	Cg008G2646800
OG0002565	Ag004G0495600	Cg003G1007200
OG0002566	Ag004G0527200	Cg008G2799500
OG0002566	Ag004G0762800	Cg002G0535000
OG0002567	Ag011G1182200	Cg002G0576000
OG0002567	Ag004G0619800	Cg003G0994500
OG0002568	Ag004G0622300, Ag004G0622400	Cg003G0993500
OG0002568	Ag009G0981100, Ag041G4354200	Cg002G0574100
OG0002569	Ag004G0629200	Cg003G0990600
OG0002569	Ag089G5452300	Cg002G0570800
OG0002570	Ag004G0657300	Cg002G0556500, Cg003G0978800
OG0002571	Ag034G3888600, Ag014G1784400, Ag031G3238300, Ag031G3238200	Cg006G2107000
OG0002572	Ag048G4559700	Cg007G2579000
OG0002572	Ag001G0061300, Ag004G0669200	Cg001G0253500
OG0002573	Ag004G0687000, Ag048G4656000, Ag027G3014700	Cg004G1301800
OG0002574	Ag004G0690800	Cg003G0964600
OG0002575	Ag004G0698200	Cg003G0959700
OG0002577	Ag004G0741200	Cg003G0942900, Cg003G0942600
OG0002578	Ag004G0762900	Cg007G2336000, Cg007G2336600, Cg007G2336200, Cg007G2336300
OG0002579	Ag022G2630100, Ag022G2629700, Ag022G2629600	Cg003G0720500, Cg014G3035100
OG0002579	Ag022G2630200, Ag022G2630300	Cg014G3035000, Cg003G0720600
OG0002580	Ag022G2673300	Cg008G2641200
OG0002580	Ag014G1946100	Cg004G1181600
OG0002581	Ag022G2707600	Cg008G2629400
OG0002581	Ag031G3298700	Cg002G0450900
OG0002582	Ag014G1918900	Cg004G1165700
OG0002582	Ag022G2726400	Cg008G2619800
OG0002583	Ag022G2739100	Cg008G2613000
OG0002583	Ag014G1909400	Cg004G1161700
OG0002584	Ag014G1886100	Cg004G1148900
OG0002584	Ag022G2788800	Cg008G2588200
OG0002585	Ag012G1313500	Cg002G0656700
OG0002585	Ag075G5293200	Cg001G0382500
OG0002586	Ag034G3884100	Cg006G2108600
OG0002586	Ag048G4563000	Cg007G2576800
OG0002587	Ag048G4597300	Cg007G2559400
OG0002588	Ag048G4659400	Cg007G2536800
OG0002588	Ag034G3992500	Cg006G2057100
OG0002589	Ag034G3988600	Cg006G2058500
OG0002589	Ag048G4665700	Cg007G2535500
OG0002590	Ag048G4672900	Cg007G2534000
OG0002590	Ag034G3983200	Cg006G2061200
OG0002591	Ag034G3979200	Cg006G2062700
OG0002591	Ag048G4677900	Cg007G2532100
OG0002592	Ag048G4681800	Cg007G2531000
OG0002593	Ag038G4166000, Ag048G4706200, Ag048G4706600, Ag048G4705800, Ag048G4706700	Cg008G2867600, Cg008G2851900, Cg002G0646900, Cg002G0646800, Cg008G2825300
OG0002594	Ag021G2628700, Ag039G4328900, Ag002G0170700, Ag016G2383400, Ag039G4285500, Ag045G4506800, Ag040G4343300, Ag016G2296000, Ag011G1223000, Ag040G4343000, Ag037G4134500, Ag023G2834100, Ag033G3504500, Ag007G0870700, Ag031G3189000	Cg005G1743500, Cg002G0407300
OG0002595	Ag032G3420900, Ag032G3421000	Cg006G1781700, Cg006G1781600
OG0002596	Ag032G3447500	Cg006G1793100
OG0002596	Ag014G1980300	Cg004G1201200
OG0002597	Ag032G3448200	Cg006G1793300
OG0002597	Ag014G1980700	Cg004G1201800
OG0002598	Ag032G3449600, Ag032G3449500	Cg006G1795000
OG0002599	Ag014G1990700	Cg006G1796500
OG0002599	Ag032G3454500	Cg004G1205100
OG0002600	Ag031G3411500	Cg002G0500700
OG0002600	Ag054G4883700	Cg005G1570700
OG0002601	Ag027G3006100, Ag064G5100900	Cg004G1306600
OG0002601	Ag007G0891300	Cg001G0272200
OG0002602	Ag007G0905800	Cg001G0262200
OG0002602	Ag027G3029600	Cg004G1294700
OG0002603	Ag007G0921700	Cg001G0251400
OG0002604	Ag078G5379900	Cg007G2513900
OG0002605	Ag056G4933300	Cg006G2010200
OG0002606	Ag056G4936400	Cg007G2455800, Cg006G2011300
OG0002607	Ag006G0838100	Cg005G1590600
OG0002607	Ag021G2584100, Ag026G2998900	Cg003G0805600
OG0002608	Ag006G0845700	Cg008G2951800
OG0002608	Ag033G3558800	Cg001G0202000
OG0002609	Ag014G2114400	Cg004G1257100
OG0002610	Ag001G0022500, Ag001G0022600	Cg006G1831700, Cg006G1832000
OG0002611	Ag014G2158000	Cg004G1272400
OG0002611	Ag001G0046100, Ag001G0046200	Cg006G1825900
OG0002612	Ag014G2013800	Cg004G1218600
OG0002612	Ag001G0088000	Cg006G1806200
OG0002613	Ag001G0088200	Cg006G1806000
OG0002613	Ag014G2011600	Cg004G1218400
OG0002614	Ag014G2011500	Cg004G1218300
OG0002614	Ag001G0088300	Cg006G1805900
OG0002616	Ag008G0962700	Cg002G0518700, Cg002G0518800
OG0002616	Ag008G0940100, Ag008G0961900	Cg008G2879700
OG0002618	Ag044G4491400	Cg004G1397300
OG0002618	Ag011G1151600	Cg001G0055800
OG0002619	Ag044G4494700	Cg004G1401200
OG0002619	Ag014G2037800	Cg004G1231200
OG0002620	Ag044G4496900	Cg004G1403000
OG0002620	Ag011G1142200	Cg001G0050600
OG0002621	Ag044G4497200	Cg004G1403400
OG0002621	Ag011G1140200	Cg001G0050100
OG0002622	Ag014G2161200, Ag014G2160400, Ag033G3522100	Cg001G0179500
OG0002623	Ag021G2616600, Ag033G3571600	Cg003G0760200, Cg003G0760300
OG0002624	Ag031G3173900	Cg002G0400200
OG0002625	Ag031G3207900	Cg002G0416100
OG0002626	Ag031G3234400	Cg002G0429400
OG0002626	Ag003G0351800	Cg005G1491000
OG0002627	Ag031G3286400	Cg002G0445100
OG0002628	Ag031G3289000	Cg002G0446500
OG0002628	Ag003G0393500	Cg005G1507700
OG0002629	Ag031G3298600	Cg002G0450800
OG0002629	Ag003G0406600	Cg005G1514300
OG0002630	Ag031G3327500	Cg002G0463300
OG0002630	Ag039G4206200	Cg005G1526900
OG0002631	Ag031G3354000	Cg002G0474400
OG0002631	Ag039G4246000	Cg005G1538300
OG0002632	Ag031G3372300, Ag027G3010900, Ag064G5093500	Cg004G1304400, Cg004G1304600
OG0002633	Ag039G4296200	Cg005G1554700
OG0002633	Ag031G3383100	Cg002G0487600
OG0002634	Ag010G1015000	Cg001G0125400
OG0002634	Ag020G2569300	Cg007G2449300, Cg003G0918700
OG0002635	Ag029G3114900	Cg004G1334800, Cg001G0315800
OG0002636	Ag061G5030300	Cg001G0353300
OG0002636	Ag067G5182400	Cg007G2439100
OG0002637	Ag065G5120200	Cg001G0107800
OG0002637	Ag042G4428400	Cg004G1434400
OG0002638	Ag039G4240500	Cg005G1536700
OG0002640	Ag034G3663200	Cg006G2245900
OG0002640	Ag039G4321700, Ag019G2513400	Cg003G0710800, Cg014G3045000
OG0002641	Ag011G1035600	Cg001G0007300
OG0002641	Ag015G2178800	Cg005G1776600
OG0002642	Ag011G1042700	Cg001G0010000
OG0002643	Ag052G4854800	Cg006G1942600
OG0002644	Ag088G5445000	Cg004G1446800
OG0002645	Ag003G0331300	Cg005G1480600
OG0002646	Ag003G0360300	Cg005G1493800
OG0002648	Ag014G1861800, Ag014G1862000	Cg004G1132300, Cg008G2860700, Cg008G2845900
OG0002649	Ag014G1893300	Cg004G1152700
OG0002650	Ag014G1897000	Cg004G1153900
OG0002651	Ag014G1938200	Cg004G1176200
OG0002652	Ag014G1960500	Cg004G1190600
OG0002652	Ag014G1960600	Cg004G1190800
OG0002653	Ag025G2940300	Cg006G1847200
OG0002653	Ag014G2070300	Cg004G1245200
OG0002654	Ag014G2150700	Cg001G0024100
OG0002655	Ag061G5022900	Cg001G0364300
OG0002656	Ag027G3021800	Cg004G1297700
OG0002657	Ag027G3024500	Cg004G1296800, Cg001G0264300
OG0002658	Ag027G3040400	Cg004G1290500, Cg004G1290300
OG0002660	Ag036G4090700	Cg007G2425400
OG0002661	Ag043G4454100	Cg008G2836200
OG0002661	Ag043G4450600	Cg008G2836400
OG0002662	Ag019G2505600	Cg003G0716100, Cg014G3039500
OG0002663	Ag034G3681300, Ag034G3680900, Ag034G3681200, Ag034G3681000	Cg006G2236200
OG0002664	Ag034G3743700, Ag034G3743500	Cg006G2188800
OG0002664	Ag034G3743600	Cg006G2188600
OG0002665	Ag034G3775300	Cg006G2167700
OG0002666	Ag034G3781700	Cg006G2162400
OG0002666	Ag002G0252000	Cg007G2314200
OG0002667	Ag002G0225400	Cg007G2296800
OG0002667	Ag034G3792400	Cg006G2156500
OG0002668	Ag034G3804400	Cg006G2149900
OG0002670	Ag034G3850900	Cg006G2125700
OG0002671	Ag034G3854800	Cg006G2123200
OG0002672	Ag034G3874600	Cg002G0692300, Cg006G2114100
OG0002673	Ag034G3880500, Ag034G3880200, Ag034G3880400	Cg006G2111900
OG0002674	Ag034G3912300	Cg006G2094200
OG0002675	Ag018G2441100	Cg007G2494100
OG0002675	Ag034G3920600	Cg006G2091100
OG0002677	Ag011G1027100	Cg001G0001200
OG0002679	Ag011G1059700	Cg001G0017300
OG0002680	Ag011G1075700	Cg001G0025100
OG0002681	Ag011G1150700	Cg001G0055100, Cg004G1398300, Cg004G1398400
OG0002682	Ag011G1152800	Cg001G0056400
OG0002683	Ag011G1160700	Cg001G0059000, Cg004G1379800, Cg004G1387800
OG0002684	Ag011G1175600	Cg001G0077500
OG0002685	Ag011G1186600	Cg001G0072100
OG0002688	Ag011G1236600	Cg001G0084400
OG0002690	Ag010G0984000	Cg006G2003100, Cg006G2000900
OG0002705	Ag055G4910600	Cg003G0932900
OG0002706	Ag013G1350200	Cg008G2741300
OG0002706	Ag013G1349200, Ag013G1349700	Cg008G2741400
OG0002707	Ag044G4493300, Ag013G1425100, Ag044G4493500	Cg004G1399400
OG0002708	Ag013G1425900	Cg008G2713700
OG0002708	Ag014G1771400	Cg004G1078500
OG0002711	Ag013G1539700	Cg008G2664000
OG0002711	Ag004G0450300	Cg003G1037500
OG0002712	Ag013G1547500	Cg001G0348300, Cg001G0348900
OG0002712	Ag008G0956500	Cg002G0525500
OG0002713	Ag013G1550900	Cg008G2658600
OG0002714	Ag004G0497800	Cg003G1005400
OG0002714	Ag013G1567400	Cg008G2648600
OG0002715	Ag013G1596300	Cg005G1663000
OG0002715	Ag034G3754000	Cg006G2181200
OG0002716	Ag013G1597100	Cg005G1660100
OG0002717	Ag013G1650500	Cg005G1616000
OG0002717	Ag034G3720300	Cg006G2207700
OG0002718	Ag034G3699400	Cg006G2221600
OG0002718	Ag013G1674500	Cg005G1599600
OG0002719	Ag013G1682100	Cg008G2601000, Cg008G2934400
OG0002720	Ag013G1698100, Ag014G1865200, Ag013G1698200	Cg001G0148600, Cg001G0148500
OG0002721	Ag013G1704500	Cg006G1858700
OG0002723	Ag013G1741500	Cg006G1973000
OG0002724	Ag023G2831700	Cg005G1582600
OG0002725	Ag039G4241600, Ag004G0555200, Ag031G3191000	Cg002G0408500
OG0002726	Ag011G1171700	Cg001G0079500
OG0002726	Ag004G0542000	Cg008G2810000
OG0002727	Ag031G3215600, Ag004G0576000	Cg002G0600000
OG0002728	Ag004G0612900	Cg002G0577000
OG0002729	Ag002G0145300	Cg002G0574200
OG0002729	Ag004G0622200	Cg003G0993600
OG0002730	Ag007G0904400, Ag007G0904000, Ag004G0676500, Ag039G4211100, Ag039G4210800, Ag039G4211300, Ag039G4211200, Ag039G4210500, Ag004G0675900	Cg001G0263000
OG0002731	Ag004G0729900	Cg003G0948700, Cg001G0137600
OG0002733	Ag022G2665400	Cg008G2643800
OG0002734	Ag022G2688200	Cg008G2635700
OG0002735	Ag039G4209700	Cg005G1528300, Cg004G1350500
OG0002736	Ag022G2723500	Cg008G2622000
OG0002736	Ag014G1920300	Cg004G1166700
OG0002737	Ag022G2750200	Cg008G2607400
OG0002738	Ag010G1024100, Ag022G2756900	Cg001G0119200
OG0002738	Ag088G5443400	Cg004G1444000
OG0002740	Ag022G2789500	Cg008G2587600
OG0002741	Ag034G3906600	Cg006G2096400
OG0002742	Ag011G1125400	Cg001G0047000
OG0002742	Ag040G4336800	Cg004G1409300
OG0002743	Ag049G4734100	Cg001G0130600, Cg003G0933300
OG0002744	Ag014G1976700	Cg004G1199700
OG0002744	Ag032G3445100	Cg006G1791400
OG0002745	Ag032G3468000	Cg006G1801100
OG0002745	Ag014G2000100	Cg004G1210000
OG0002746	Ag014G2006700	Cg004G1215400
OG0002746	Ag032G3472700	Cg006G1803600
OG0002747	Ag011G1179200	Cg001G0075600
OG0002748	Ag007G0856500	Cg003G0841500
OG0002749	Ag034G3795900, Ag038G4150500	Cg001G0276100
OG0002749	Ag007G0887900	Cg001G0276200
OG0002751	Ag007G0917800	Cg001G0255700, Cg001G0255600
OG0002752	Ag027G3057100	Cg004G1284300
OG0002753	Ag067G5171500, Ag007G0919400	Cg007G2430200, Cg007G2428000, Cg007G2430300
OG0002754	Ag007G0933600, Ag025G2899700	Cg001G0247100
OG0002754	Ag014G2038200	Cg004G1231300
OG0002755	Ag078G5352600	Cg007G2506100
OG0002756	Ag056G4947600	Cg006G2132200
OG0002757	Ag045G4514800	Cg001G0113800
OG0002757	Ag088G5433400	Cg004G1439400
OG0002758	Ag088G5432000	Cg004G1438600
OG0002759	Ag031G3174500, Ag031G3174300	Cg002G0400300
OG0002761	Ag057G4953600	Cg007G2468700
OG0002762	Ag011G1082300, Ag001G0015800	Cg001G0029500
OG0002762	Ag015G2199600	Cg005G1755000
OG0002763	Ag001G0060700	Cg006G1819600
OG0002764	Ag001G0062400	Cg006G1818300
OG0002764	Ag014G2176400, Ag027G3064500	Cg004G1279900
OG0002765	Ag001G0068200, Ag031G3407500, Ag001G0068500	Cg011G3014200, Cg006G1815300
OG0002766	Ag001G0079500	Cg001G0289300
OG0002766	Ag029G3102400	Cg004G1320200
OG0002767	Ag023G2843800	Cg005G1576600
OG0002767	Ag031G3145000	Cg001G0235200
OG0002768	Ag050G4777200, Ag050G4777300	Cg001G0219800
OG0002769	Ag037G4125600, Ag016G2329200	Cg008G2983100
OG0002769	Ag050G4797400	Cg001G0229000
OG0002770	Ag050G4798100	Cg001G0229700
OG0002771	Ag008G0955100	Cg002G0525200, Cg003G1058800
OG0002772	Ag044G4486300, Ag039G4293900	Cg005G1553600
OG0002773	Ag033G3517000	Cg001G0178100, Cg001G0178000
OG0002774	Ag016G2335800	Cg008G2951200
OG0002774	Ag033G3559800, Ag033G3559000	Cg001G0201800
OG0002775	Ag031G3154800	Cg004G1076400
OG0002776	Ag003G0286100	Cg005G1455000
OG0002776	Ag031G3180900	Cg002G0405100
OG0002777	Ag031G3224000	Cg002G0425000
OG0002778	Ag031G3241000	Cg002G0431500
OG0002778	Ag003G0363700	Cg005G1495700
OG0002779	Ag039G4196000	Cg005G1523800
OG0002780	Ag031G3358500	Cg002G0476600
OG0002780	Ag031G3358200	Cg002G0476500
OG0002781	Ag014G1989700	Cg004G1204700
OG0002782	Ag039G4319800	Cg005G1562200
OG0002782	Ag031G3392100	Cg002G0492900
OG0002783	Ag031G3400600	Cg002G0496500
OG0002784	Ag029G3117500	Cg004G1339400
OG0002786	Ag042G4396800	Cg004G1423000, Cg004G1423100
OG0002787	Ag042G4411800	Cg005G1566100
OG0002788	Ag042G4423200	Cg002G0688900
OG0002789	Ag065G5119700	Cg001G0106600
OG0002790	Ag039G4245100, Ag039G4245900	Cg005G1538200
OG0002791	Ag011G1040700	Cg001G0009000
OG0002791	Ag015G2181600	Cg005G1774500
OG0002792	Ag015G2260500	Cg006G1916500
OG0002793	Ag015G2266500, Ag052G4868200	Cg006G1925000
OG0002793	Ag034G4040200	Cg007G2487300
OG0002794	Ag021G2624600	Cg002G0659100
OG0002795	Ag014G1843200	Cg004G1120400
OG0002795	Ag038G4159800	Cg008G2822600
OG0002796	Ag038G4177600	Cg008G2833100
OG0002796	Ag014G1832000	Cg004G1114800
OG0002797	Ag003G0353400	Cg005G1491500
OG0002798	Ag003G0362100	Cg005G1494600
OG0002798	Ag003G0361700, Ag003G0361600	Cg005G1494500
OG0002802	Ag014G1827900	Cg004G1111000
OG0002803	Ag014G1850800	Cg004G1124700, Cg008G2755200
OG0002804	Ag014G1851000	Cg004G1125200
OG0002804	Ag060G4995600	Cg008G2754800
OG0002805	Ag019G2495800	Cg003G0712100, Cg014G3043900
OG0002805	Ag014G1957300	Cg004G1353100
OG0002806	Ag014G2009800	Cg004G1216700
OG0002807	Ag014G2046700	Cg004G1234400
OG0002807	Ag025G2908200	Cg001G0243600
OG0002808	Ag014G2091700	Cg004G1251700
OG0002809	Ag014G2158100	Cg004G1272500
OG0002810	Ag027G3018900	Cg004G1299700, Cg001G0266300
OG0002811	Ag034G3837700	Cg006G2131900
OG0002812	Ag034G3792900	Cg006G2156200, Cg007G2296400
OG0002813	Ag034G3807100	Cg006G2148500
OG0002814	Ag034G3809700	Cg006G2147300
OG0002814	Ag002G0196100	Cg007G2286500
OG0002815	Ag002G0173800	Cg007G2277100
OG0002815	Ag034G3821600	Cg006G2140500
OG0002816	Ag034G3823100	Cg006G2139500
OG0002817	Ag018G2442800	Cg007G2493000
OG0002818	Ag018G2436100	Cg007G2497300
OG0002818	Ag034G3924800	Cg006G2089600
OG0002819	Ag034G4053600	Cg007G2479900
OG0002821	Ag024G2863900	Cg007G2262800
OG0002822	Ag025G2967600	Cg006G1838900
OG0002823	Ag011G1087500, Ag011G1086000, Ag011G1086800, Ag011G1086500, Ag011G1087100	Cg001G0030800
OG0002824	Ag011G1103100	Cg002G0685200, Cg008G2957200
OG0002826	Ag011G1173400	Cg001G0078800
OG0002827	Ag011G1207800	Cg001G0064500, Cg004G1368300
OG0002828	Ag011G1240900	Cg001G0086000
OG0002829	Ag019G2508000, Ag019G2507900	Cg014G3038800, Cg003G0716800
OG0002844	Ag034G3748500, Ag005G0790300	Cg002G0681700, Cg001G0320200
OG0002845	Ag014G1802400	Cg004G1095900
OG0002845	Ag013G1361700	Cg008G2738900
OG0002846	Ag031G3149400	Cg004G1071400
OG0002846	Ag013G1453000	Cg008G2704400
OG0002847	Ag013G1455200	Cg008G2703000
OG0002848	Ag007G0883600	Cg001G0281800
OG0002849	Ag039G4248700	Cg005G1539000
OG0002850	Ag013G1506100	Cg008G2680100
OG0002851	Ag013G1508700, Ag013G1508400	Cg008G2679300
OG0002852	Ag034G3935200, Ag066G5137200	Cg005G1762800
OG0002852	Ag019G2521900, Ag013G1552500	Cg006G2084500
OG0002852	Ag038G4161100	Cg008G2823000
OG0002853	Ag004G0513100	Cg008G2790300
OG0002853	Ag013G1557000	Cg008G2655200
OG0002854	Ag013G1589300, Ag013G1589100	Cg005G1679400, Cg005G1679600
OG0002855	Ag034G3753600, Ag034G3753800	Cg006G2181400, Cg006G2181500
OG0002855	Ag013G1598300	Cg005G1659100
OG0002856	Ag013G1635300	Cg005G1628000
OG0002857	Ag034G3724000	Cg006G2203800
OG0002857	Ag013G1646200	Cg005G1618700
OG0002858	Ag013G1660700	Cg005G1607400
OG0002858	Ag034G3707700	Cg006G2215300
OG0002859	Ag034G3708900	Cg006G2214600
OG0002859	Ag013G1661900	Cg005G1608400
OG0002860	Ag034G3704200	Cg006G2217900
OG0002861	Ag013G1673000	Cg005G1601000
OG0002861	Ag034G3700400	Cg006G2220600
OG0002862	Ag034G3748000, Ag013G1692800	Cg003G0793500, Cg006G2185000
OG0002863	Ag013G1700100	Cg001G0146300
OG0002864	Ag013G1716300	Cg006G1995700
OG0002864	Ag001G0039200	Cg007G2487500, Cg002G0466900
OG0002865	Ag013G1761000	Cg005G1577400, Cg006G1956000
OG0002866	Ag013G1762900	Cg006G1954000
OG0002867	Ag013G1763700	Cg006G1953000
OG0002868	Ag004G0429600	Cg003G1051800
