Orthogroup	Alyssum_gmelinii	Raphanus_sativus
OG0002407	Ag007G0911200	XP_018459661.1, XP_018461864.1
OG0002407	Ag027G3037600	XP_018489070.1, XP_018487107.1
OG0002408	Ag034G3934400	XP_018492341.1, XP_018432708.1
OG0002408	Ag078G5340600	XP_018452186.1, XP_018452192.1
OG0002409	Ag034G3938000	XP_018455044.1
OG0002410	Ag078G5379300	XP_018445102.1, XP_018445590.1
OG0002411	Ag034G3950600	XP_018481704.1, XP_018439456.1, XP_018447581.1
OG0002411	Ag078G5382700	XP_018464774.1, XP_018444286.1
OG0002412	Ag034G3957000	XP_018436397.1
OG0002412	Ag078G5393200	XP_018443441.1
OG0002413	Ag056G4934000	XP_018471107.1
OG0002415	Ag056G4937300	XP_018445601.1, XP_018437839.1
OG0002416	Ag056G4937400	XP_018445599.1, XP_018456573.1
OG0002416	Ag010G0989400	XP_018458551.1
OG0002417	Ag056G4948600	XP_018469434.1
OG0002418	Ag056G4949500	XP_018446158.1
OG0002419	Ag045G4510800	XP_018439765.1
OG0002420	Ag063G5075000, Ag002G0115900	XP_018466017.1, XP_018457069.1
OG0002421	Ag002G0268700	XP_018452945.1
OG0002422	Ag071G5247800	XP_018481583.1, XP_018455356.1
OG0002423	Ag012G1319400	XP_018441202.1
OG0002424	Ag012G1328600, Ag034G3807500	XP_018481209.1, XP_018444053.1
OG0002425	Ag006G0807000, Ag058G4976200	XP_018433081.1
OG0002425	Ag050G4770400	XP_018471259.1
OG0002426	Ag006G0831200	XP_018465381.1, XP_018452496.1, XP_018434579.1, XP_018484871.1
OG0002427	Ag001G0029600	XP_018448321.1
OG0002428	Ag034G3989500, Ag016G2332700, Ag001G0026800, Ag039G4292800, Ag016G2332800, Ag016G2332900	XP_018481835.1, XP_018464024.1, XP_018482279.1, XP_018482278.1, XP_018482042.1, XP_018461759.1
OG0002429	Ag050G4797500	XP_018471594.1
OG0002429	Ag016G2329300, Ag037G4125500	XP_018457256.1
OG0002430	Ag021G2617800	XP_018454311.1
OG0002430	Ag033G3490300, Ag077G5319900	XP_018484136.1
OG0002431	Ag011G1043300	XP_018484233.1
OG0002431	Ag011G1088000, Ag044G4474100, Ag016G2314100, Ag031G3225400, Ag002G0203800, Ag014G1838300	XP_018491854.1
OG0002432	Ag033G3511600	XP_018479168.1
OG0002432	Ag021G2628000, Ag030G3126700	XP_018462696.1, XP_018469103.1
OG0002434	Ag033G3518100	XP_018477754.1, XP_018450873.1
OG0002435	Ag066G5131500	XP_018453050.1
OG0002435	Ag033G3522700	XP_018452596.1, XP_018448027.1, XP_018465945.1, XP_018451718.1
OG0002436	Ag066G5135000	XP_018457884.1
OG0002436	Ag033G3526800	XP_018477918.1, XP_018477915.1, XP_018472435.1
OG0002437	Ag016G2341000	XP_018478192.1
OG0002437	Ag033G3567900	XP_018483765.1, XP_018483766.1
OG0002438	Ag033G3591700	XP_018470359.1
OG0002438	Ag033G3591600, Ag033G3591300	XP_018470356.1
OG0002440	Ag016G2376100	XP_018457814.1
OG0002440	Ag033G3600700	XP_018469990.1
OG0002441	Ag033G3612700	XP_018450875.1
OG0002441	Ag019G2511200, Ag033G3612800	XP_018481924.1, XP_018481923.1
OG0002442	Ag033G3614500	XP_018481920.1, XP_018460837.1, XP_018468529.1, XP_018471360.1
OG0002443	Ag031G3168100	XP_018445869.1, XP_018446376.1, XP_018445868.1, XP_018456307.1, XP_018446361.1
OG0002444	Ag031G3183000, Ag031G3182900	XP_018454377.1, XP_018483320.1, XP_018483319.1
OG0002445	Ag031G3205400, Ag002G0221800	XP_018454192.1, XP_018454191.1
OG0002446	Ag031G3211900	XP_018432726.1
OG0002446	Ag003G0314800	XP_018482160.1, XP_018480009.1, XP_018442023.1
OG0002447	Ag003G0357900	XP_018477097.1
OG0002447	Ag031G3237400	XP_018487297.1
OG0002448	Ag025G2925800, Ag025G2926300, Ag031G3267600	XP_018476943.1, XP_018464371.1, XP_018451617.1
OG0002449	Ag031G3287200	XP_018445769.1, XP_018445795.1, XP_018483674.1
OG0002450	Ag003G0402100	XP_018440161.1, XP_018476107.1
OG0002451	Ag003G0414200	XP_018482373.1
OG0002451	Ag031G3305000	XP_018487169.1
OG0002453	Ag031G3373500	XP_018484589.1
OG0002453	Ag039G4271300	XP_018485479.1
OG0002454	Ag031G3392600	XP_018493235.1
OG0002454	Ag039G4322800	XP_018473247.1
OG0002455	Ag031G3392800	XP_018489310.1, XP_018475154.1, XP_018475155.1, XP_018475324.1, XP_018442734.1
OG0002456	Ag031G3417000	XP_018478083.1, XP_018478081.1
OG0002457	Ag011G1106700	XP_018466828.1, XP_018454765.1
OG0002457	Ag042G4378100, Ag086G5421500	XP_018485660.1, XP_018433622.1
OG0002458	Ag042G4388800	XP_018488901.1
OG0002458	Ag011G1097100	XP_018469844.1, XP_018469857.1
OG0002459	Ag042G4393300	XP_018433466.1
OG0002459	Ag011G1093300	XP_018449941.1, XP_018467471.1, XP_018470422.1
OG0002460	Ag068G5218500	XP_018468408.1, XP_018450353.1, XP_018464178.1, XP_018447585.1
OG0002461	Ag042G4431000	XP_018444102.1, XP_018448025.1, XP_018433036.1
OG0002462	Ag039G4197400	XP_018484994.1
OG0002463	Ag039G4283300	XP_018483370.1
OG0002464	Ag030G3131500	XP_018477195.1
OG0002465	Ag011G1088800	XP_018451796.1, XP_018470836.1
OG0002465	Ag015G2200000	XP_018480288.1
OG0002466	Ag052G4865400, Ag015G2268700	XP_018450646.1, XP_018454774.1
OG0002467	Ag021G2625700	XP_018455800.1, XP_018450713.1
OG0002468	Ag038G4153500	XP_018461961.1
OG0002469	Ag088G5437100	XP_018455596.1, XP_018439768.1, XP_018438413.1
OG0002470	Ag003G0342200	XP_018434157.1
OG0002470	Ag003G0342300	XP_018463310.1, XP_018481374.1, XP_018436408.1
OG0002471	Ag003G0344600, Ag003G0344400	XP_018483988.1
OG0002472	Ag003G0362900	XP_018479989.1
OG0002473	Ag014G1857000, Ag068G5216800	XP_018466578.1, XP_018438904.1, XP_018438243.1
OG0002473	Ag014G1820800	XP_018433551.1, XP_018486181.1
OG0002474	Ag014G1821300	XP_018489816.1, XP_018437775.1, XP_018455170.1, XP_018481805.1
OG0002475	Ag014G1844800	XP_018463797.1, XP_018488823.1, XP_018493382.1, XP_018441126.1, XP_018463798.1, XP_018441125.1
OG0002476	Ag014G1883500	XP_018490950.1, XP_018440460.1
OG0002477	Ag014G1885900	XP_018434558.1, XP_018485707.1
OG0002478	Ag014G1928100	XP_018436578.1, XP_018436579.1, XP_018489305.1, XP_018467560.1
OG0002480	Ag014G1977100	XP_018489503.1
OG0002481	Ag014G1981200	XP_018434079.1, XP_018434071.1
OG0002482	Ag014G1995400	XP_018467863.1
OG0002483	Ag014G2046800, Ag025G2913300	XP_018450153.1, XP_018458677.1
OG0002484	Ag025G2911500	XP_018469791.1
OG0002484	Ag014G2047800	XP_018488393.1
OG0002485	Ag061G5019900	XP_018477669.1, XP_018458373.1, XP_018444735.1
OG0002486	Ag036G4086000	XP_018442851.1
OG0002487	Ag036G4096400	XP_018468148.1
OG0002487	Ag061G5044100	XP_018444281.1, XP_018444626.1
OG0002488	Ag027G3007600	XP_018443229.1, XP_018452589.1, XP_018467201.1
OG0002489	Ag060G5002600	XP_018443966.1, XP_018461584.1, XP_018468247.1, XP_018476251.1
OG0002490	Ag017G2433000	XP_018478939.1
OG0002491	Ag034G3668700	XP_018487886.1
OG0002491	Ag034G4053500	XP_018461376.1, XP_018455333.1
OG0002492	Ag002G0259800	XP_018457352.1
OG0002492	Ag034G3775900	XP_018492336.1
OG0002493	Ag034G3778000	XP_018434230.1, XP_018488538.1, XP_018471927.1
OG0002494	Ag034G3786800	XP_018486576.1
OG0002494	Ag034G3787100	XP_018456772.1, XP_018489894.1
OG0002495	Ag034G3831000	XP_018447134.1
OG0002496	Ag034G3834200	XP_018439954.1
OG0002497	Ag034G3844900	XP_018433355.1
OG0002497	Ag085G5417600	XP_018433555.1
OG0002498	Ag034G3852800	XP_018451080.1
OG0002499	Ag019G2553800, Ag034G3863900	XP_018435493.1, XP_018449269.1, XP_018437644.1
OG0002500	Ag034G3868900	XP_018441662.1
OG0002501	Ag034G3888300	XP_018432549.1, XP_018450714.1
OG0002502	Ag034G3918000	XP_018451048.1, XP_018447220.1, XP_018472196.1
OG0002503	Ag034G4017900	XP_018482107.1, XP_018436667.1, XP_018452229.1, XP_018456652.1
OG0002504	Ag018G2457200	XP_018451620.1, XP_018442762.1
OG0002504	Ag034G4062300	XP_018471943.1
OG0002505	Ag018G2459200	XP_018434382.1, XP_018490406.1
OG0002505	Ag034G4064100	XP_018452901.1
OG0002506	Ag034G4070000	XP_018452313.1, XP_018452303.1
OG0002506	Ag018G2465300	XP_018435644.1
OG0002507	Ag002G0196800	XP_018441845.1, XP_018458084.1
OG0002508	Ag011G1031900	XP_018450556.1
OG0002508	Ag019G2551600	XP_018436678.1, XP_018452266.1, XP_018478438.1
OG0002509	Ag011G1057100	XP_018469865.1, XP_018450432.1, XP_018482686.1, XP_018482701.1
OG0002510	Ag011G1075400	XP_018484297.1, XP_018485272.1, XP_018439367.1
OG0002511	Ag011G1079000	XP_018451081.1
OG0002512	Ag011G1081900	XP_018480385.1, XP_018457134.1, XP_018461524.1, XP_018480993.1
OG0002513	Ag011G1136100	XP_018447996.1
OG0002514	Ag011G1161400	XP_018471477.1, XP_018484417.1, XP_018450718.1, XP_018451262.1
OG0002515	Ag011G1183300	XP_018447808.1
OG0002516	Ag011G1224400	XP_018451271.1
OG0002517	Ag011G1246500, Ag011G1246400	XP_018467815.1, XP_018444162.1
OG0002517	Ag011G1243600	XP_018461108.1, XP_018482102.1, XP_018467816.1
OG0002518	Ag018G2463600	XP_018465627.1
OG0002519	Ag010G1013300, Ag010G1013000	XP_018470676.1, XP_018450997.1, XP_018451020.1
OG0002530	Ag046G4533900, Ag047G4546000	XP_018462811.1, XP_018449390.1
OG0002531	Ag047G4548500, Ag046G4536100, Ag046G4535900, Ag047G4548600, Ag046G4536400, Ag047G4548400, Ag046G4536300, Ag046G4536200, Ag047G4549100, Ag047G4548900, Ag047G4549200, Ag078G5387200, Ag078G5387100, Ag078G5387000, Ag078G5386900, Ag078G5387300, Ag011G1033100	XP_018450931.1
OG0002532	Ag055G4902200	XP_018433032.1
OG0002533	Ag055G4912800	XP_018439033.1
OG0002533	Ag004G0467800	XP_018462985.1, XP_018485631.1
OG0002534	Ag055G4930200, Ag055G4923300	XP_018488794.1
OG0002535	Ag074G5273800	XP_018485121.1, XP_018484611.1, XP_018440822.1
OG0002536	Ag013G1364100	XP_018449485.1, XP_018442415.1, XP_018459142.1
OG0002537	Ag013G1376200	XP_018484006.1, XP_018484007.1, XP_018444481.1, XP_018444252.1
OG0002538	Ag048G4682600, Ag048G4682700, Ag048G4683000, Ag048G4684900	XP_018470036.1
OG0002538	Ag013G1389300	XP_018475802.1
OG0002539	Ag013G1402900	XP_018446740.1
OG0002539	Ag013G1403000	XP_018446997.1
OG0002540	Ag014G1777900	XP_018485790.1, XP_018486416.1
OG0002541	Ag013G1432000	XP_018470823.1, XP_018443030.1
OG0002541	Ag031G3156100	XP_018439121.1
OG0002542	Ag013G1444900	XP_018473514.1
OG0002542	Ag031G3154000	XP_018490994.1
OG0002543	Ag039G4316000	XP_018466014.1
OG0002543	Ag013G1446400	XP_018439466.1
OG0002544	Ag013G1493900	XP_018470810.1, XP_018443835.1, XP_018454472.1
OG0002545	Ag004G0453600	XP_018485599.1, XP_018453041.1
OG0002545	Ag013G1543700	XP_018446454.1
OG0002546	Ag004G0461300	XP_018493307.1
OG0002546	Ag013G1548100	XP_018443889.1
OG0002547	Ag013G1571800	XP_018452792.1, XP_018456567.1, XP_018472517.1
OG0002548	Ag034G3685900	XP_018490539.1
OG0002548	Ag013G1576800	XP_018474733.1, XP_018472996.1
OG0002549	Ag034G3744500	XP_018441699.1
OG0002549	Ag013G1611600	XP_018436849.1
OG0002550	Ag013G1622700	XP_018433009.1
OG0002550	Ag034G3738700	XP_018492590.1, XP_018492580.1
OG0002551	Ag013G1638700	XP_018483286.1
OG0002551	Ag034G3729800	XP_018472496.1
OG0002552	Ag013G1662300	XP_018434193.1
OG0002552	Ag034G3709400	XP_018479055.1
OG0002553	Ag013G1673100	XP_018476900.1, XP_018436338.1
OG0002553	Ag034G3700300	XP_018449190.1
OG0002554	Ag034G3694900	XP_018450697.1, XP_018450694.1, XP_018492501.1
OG0002555	Ag034G3692600	XP_018488560.1, XP_018486704.1
OG0002556	Ag013G1716800	XP_018434731.1, XP_018466168.1, XP_018463589.1, XP_018447462.1
OG0002557	Ag013G1719500	XP_018482611.1
OG0002558	Ag013G1765900	XP_018479974.1, XP_018459299.1, XP_018447908.1, XP_018466405.1
OG0002559	Ag008G0953500	XP_018477145.1
OG0002559	Ag004G0419500	XP_018439147.1, XP_018439146.1
OG0002560	Ag014G1931100, Ag004G0437800, Ag004G0437700, Ag004G0437500	XP_018487008.1
OG0002560	Ag004G0437400	XP_018485884.1
OG0002561	Ag004G0449600	XP_018455364.1
OG0002562	Ag004G0467500	XP_018432516.1
OG0002563	Ag004G0484400	XP_018492378.1, XP_018492379.1
OG0002563	Ag049G4734900	XP_018440052.1
OG0002564	Ag004G0488500	XP_018437754.1
OG0002564	Ag022G2662500	XP_018442100.1
OG0002565	Ag022G2652200	XP_018446820.1
OG0002566	Ag004G0527200	XP_018478382.1
OG0002566	Ag004G0762800	XP_018434927.1
OG0002567	Ag004G0619800	XP_018449164.1, XP_018446831.1
OG0002568	Ag004G0622300, Ag004G0622400	XP_018472500.1
OG0002568	Ag009G0981100, Ag041G4354200	XP_018472167.1
OG0002569	Ag004G0629200	XP_018469925.1
OG0002569	Ag089G5452300	XP_018436512.1
OG0002570	Ag004G0657300	XP_018440498.1, XP_018456362.1
OG0002571	Ag004G0667500	XP_018457066.1
OG0002572	Ag048G4559700	XP_018483018.1, XP_018470064.1
OG0002572	Ag001G0061300, Ag004G0669200	XP_018440898.1
OG0002573	Ag027G3014700	XP_018480887.1, XP_018489170.1, XP_018489279.1
OG0002574	Ag004G0690800	XP_018456232.1
OG0002575	Ag004G0698200	XP_018469795.1
OG0002577	Ag004G0741200	XP_018454883.1, XP_018470614.1
OG0002578	Ag004G0762900	XP_018450165.1, XP_018450270.1
OG0002579	Ag022G2630100, Ag022G2629700, Ag022G2629600	XP_018456028.1
OG0002579	Ag022G2630200, Ag022G2630300	XP_018456027.1, XP_018453883.1
OG0002580	Ag014G1946100	XP_018440817.1, XP_018488649.1
OG0002581	Ag022G2707600	XP_018446737.1
OG0002581	Ag031G3298700	XP_018491743.1, XP_018488021.1
OG0002582	Ag022G2726400	XP_018473561.1
OG0002583	Ag022G2739100	XP_018442252.1
OG0002584	Ag014G1886100	XP_018432701.1, XP_018432779.1
OG0002585	Ag012G1313500	XP_018457055.1
OG0002585	Ag075G5293200	XP_018478364.1
OG0002586	Ag034G3884100	XP_018435402.1
OG0002586	Ag048G4563000	XP_018446300.1
OG0002587	Ag048G4597400	XP_018443355.1, XP_018443808.1
OG0002588	Ag048G4659400	XP_018446996.1
OG0002588	Ag034G3992500	XP_018434415.1
OG0002589	Ag034G3988600	XP_018469261.1, XP_018467568.1
OG0002589	Ag048G4665700	XP_018444004.1
OG0002590	Ag048G4672900	XP_018445885.1
OG0002590	Ag034G3983200	XP_018440424.1
OG0002591	Ag034G3979200	XP_018450730.1
OG0002591	Ag048G4677900	XP_018443051.1
OG0002592	Ag048G4681800	XP_018446571.1
OG0002593	Ag038G4166000, Ag048G4706200, Ag048G4706600, Ag048G4705800, Ag048G4706700	XP_018438840.1
OG0002594	Ag021G2628700, Ag039G4328900, Ag002G0170700, Ag016G2383400, Ag039G4285500, Ag045G4506800, Ag040G4343300, Ag016G2296000, Ag011G1223000, Ag040G4343000, Ag037G4134500, Ag023G2834100, Ag033G3504500, Ag007G0870700, Ag031G3189000	XP_018480194.1
OG0002596	Ag032G3447500	XP_018492289.1
OG0002596	Ag014G1980300	XP_018492971.1
OG0002597	Ag032G3448200	XP_018451018.1
OG0002597	Ag014G1980700	XP_018491672.1
OG0002598	Ag032G3449600, Ag032G3449500	XP_018447326.1, XP_018489859.1
OG0002599	Ag032G3454500	XP_018468939.1
OG0002600	Ag054G4883700	XP_018433576.1
OG0002601	Ag027G3006100, Ag064G5100900	XP_018486738.1
OG0002601	Ag007G0891300	XP_018447939.1
OG0002602	Ag007G0905800	XP_018471931.1, XP_018447447.1
OG0002603	Ag007G0921700	XP_018472018.1, XP_018462964.1, XP_018447779.1
OG0002604	Ag078G5379900	XP_018445176.1, XP_018445129.1
OG0002605	Ag056G4933300	XP_018486969.1
OG0002606	Ag056G4936400	XP_018443801.1, XP_018457610.1
OG0002607	Ag006G0838100	XP_018475897.1
OG0002607	Ag021G2584100, Ag026G2998900	XP_018476242.1
OG0002608	Ag006G0845700	XP_018477598.1
OG0002608	Ag033G3558800	XP_018469251.1, XP_018469252.1
OG0002609	Ag014G2114400	XP_018465606.1
OG0002609	Ag001G0005900, Ag083G5408600	XP_018442013.1
OG0002610	Ag001G0022500, Ag001G0022600	XP_018469032.1, XP_018467116.1, XP_018449843.1
OG0002611	Ag014G2158000	XP_018491979.1
OG0002611	Ag001G0046100, Ag001G0046200	XP_018492812.1
OG0002612	Ag014G2013800	XP_018486218.1
OG0002612	Ag001G0088000	XP_018441456.1
OG0002613	Ag014G2011600	XP_018490715.1, XP_018459450.1, XP_018491125.1
OG0002614	Ag014G2011500	XP_018439252.1, XP_018491127.1
OG0002614	Ag001G0088300	XP_018446318.1
OG0002615	Ag050G4788500, Ag050G4788400, Ag050G4788900, Ag050G4787800, Ag050G4786700, Ag050G4787500, Ag050G4788200, Ag050G4786200, Ag050G4787000	XP_018442053.1, XP_018441832.1, XP_018487058.1
OG0002616	Ag008G0962700	XP_018467653.1
OG0002616	Ag008G0940100, Ag008G0961900	XP_018433280.1
OG0002617	Ag044G4481300, Ag044G4480100	XP_018464807.1, XP_018493122.1
OG0002618	Ag044G4491400	XP_018441222.1
OG0002618	Ag011G1151600	XP_018449580.1
OG0002619	Ag014G2037800	XP_018491614.1, XP_018492098.1
OG0002620	Ag044G4496900	XP_018457430.1, XP_018435916.1
OG0002621	Ag044G4497200	XP_018477062.1
OG0002621	Ag011G1140200	XP_018451358.1, XP_018450928.1, XP_018471973.1
OG0002622	Ag066G5130000	XP_018452818.1, XP_018475024.1
OG0002623	Ag021G2616600, Ag033G3571600	XP_018459577.1
OG0002624	Ag031G3173900	XP_018445414.1, XP_018478724.1
OG0002625	Ag031G3207900	XP_018486388.1
OG0002626	Ag031G3234400	XP_018491572.1, XP_018443172.1
OG0002626	Ag003G0351800	XP_018483232.1, XP_018464759.1
OG0002627	Ag031G3286400	XP_018463688.1, XP_018489428.1
OG0002627	Ag003G0394800	XP_018438305.1
OG0002628	Ag003G0393500	XP_018434593.1
OG0002629	Ag031G3298600	XP_018491742.1
OG0002629	Ag003G0406600	XP_018484864.1, XP_018484865.1, XP_018464985.1
OG0002630	Ag031G3327500	XP_018460790.1, XP_018464373.1
OG0002630	Ag039G4206200	XP_018477290.1
OG0002631	Ag031G3354000	XP_018487996.1, XP_018489890.1
OG0002631	Ag039G4246000	XP_018484319.1
OG0002632	Ag031G3372300, Ag027G3010900, Ag064G5093500	XP_018441234.1, XP_018441231.1, XP_018441429.1, XP_018441428.1
OG0002633	Ag039G4296200	XP_018476704.1
OG0002633	Ag031G3383100	XP_018484632.1
OG0002634	Ag010G1015000	XP_018470365.1
OG0002634	Ag020G2569300	XP_018475152.1, XP_018455163.1
OG0002635	Ag029G3114900	XP_018488636.1, XP_018465836.1, XP_018458118.1
OG0002636	Ag067G5182400	XP_018445580.1, XP_018444069.1, XP_018443186.1
OG0002637	Ag065G5120200	XP_018470109.1
OG0002637	Ag042G4428400	XP_018440415.1
OG0002638	Ag039G4240200	XP_018478985.1
OG0002638	Ag039G4240500	XP_018438035.1, XP_018465427.1, XP_018481478.1
OG0002639	Ag039G4271900	XP_018469041.1, XP_018467121.1, XP_018467572.1, XP_018451781.1
OG0002640	Ag034G3663200	XP_018486865.1
OG0002641	Ag011G1035600	XP_018436218.1, XP_018447696.1, XP_018447697.1
OG0002642	Ag011G1042700	XP_018451517.1
OG0002642	Ag015G2183300	XP_018477867.1
OG0002643	Ag021G2604200	XP_018460927.1
OG0002644	Ag088G5445000	XP_018439193.1, XP_018452571.1
OG0002644	Ag010G1022600	XP_018481227.1
OG0002645	Ag003G0331300	XP_018480323.1
OG0002646	Ag003G0360500	XP_018467169.1
OG0002646	Ag003G0360300	XP_018472899.1
OG0002647	Ag014G1811400	XP_018435070.1
OG0002648	Ag014G1861800, Ag014G1862000	XP_018490281.1, XP_018490272.1, XP_018440330.1
OG0002649	Ag014G1893300	XP_018491674.1, XP_018493019.1, XP_018433015.1
OG0002650	Ag014G1897000	XP_018437149.1, XP_018486834.1, XP_018490602.1
OG0002651	Ag014G1938200	XP_018493110.1, XP_018493095.1
OG0002652	Ag014G1960500	XP_018439514.1, XP_018439515.1
OG0002652	Ag014G1960600	XP_018491424.1
OG0002653	Ag025G2940300	XP_018449857.1
OG0002653	Ag014G2070300	XP_018485446.1, XP_018464794.1, XP_018486313.1
OG0002654	Ag014G2150700	XP_018446368.1, XP_018446301.1
OG0002655	Ag061G5022900	XP_018480828.1, XP_018458368.1
OG0002656	Ag027G3021800	XP_018433670.1, XP_018486520.1
OG0002657	Ag027G3024500	XP_018492917.1, XP_018450371.1
OG0002658	Ag027G3040400	XP_018441313.1, XP_018491744.1
OG0002660	Ag036G4090700	XP_018446048.1
OG0002661	Ag043G4454100	XP_018440041.1, XP_018434098.1, XP_018483508.1
OG0002661	Ag043G4450600	XP_018452648.1
OG0002662	Ag019G2505600	XP_018460598.1, XP_018473237.1, XP_018474967.1
OG0002662	Ag034G3667600	XP_018460533.1
OG0002663	Ag034G3680900, Ag034G3681200, Ag034G3681000	XP_018486498.1
OG0002664	Ag034G3743700, Ag034G3743500	XP_018463263.1
OG0002664	Ag034G3743600	XP_018471601.1
OG0002665	Ag034G3775300	XP_018483280.1, XP_018460005.1, XP_018493381.1, XP_018450855.1
OG0002666	Ag034G3781700	XP_018440312.1
OG0002667	Ag002G0225400	XP_018455626.1
OG0002667	Ag034G3792400	XP_018442070.1
OG0002668	Ag034G3804400	XP_018487988.1, XP_018465559.1, XP_018432586.1, XP_018486186.1, XP_018436046.1, XP_018433713.1, XP_018432587.1, XP_018433732.1
OG0002669	Ag034G3814000, Ag034G3813800	XP_018458302.1, XP_018458305.1, XP_018486358.1, XP_018472118.1
OG0002670	Ag034G3850900	XP_018433945.1, XP_018461843.1
OG0002671	Ag034G3854800	XP_018451078.1, XP_018485374.1
OG0002672	Ag034G3874600	XP_018456905.1, XP_018483997.1
OG0002673	Ag034G3880500, Ag034G3880200, Ag034G3880400	XP_018433423.1, XP_018469810.1
OG0002674	Ag034G3912300	XP_018453956.1
OG0002675	Ag018G2441100	XP_018453017.1, XP_018453485.1
OG0002675	Ag034G3920600	XP_018489817.1, XP_018480219.1
OG0002676	Ag024G2868100, Ag024G2868300	XP_018476263.1
OG0002677	Ag011G1027100	XP_018471335.1, XP_018483963.1
OG0002678	Ag011G1032900	XP_018450932.1, XP_018464325.1
OG0002679	Ag011G1059700	XP_018447130.1, XP_018451154.1, XP_018450497.1
OG0002680	Ag011G1075700	XP_018485260.1, XP_018454867.1
OG0002681	Ag011G1150700	XP_018471037.1, XP_018491461.1
OG0002682	Ag011G1152800	XP_018450580.1, XP_018468008.1
OG0002683	Ag011G1160700	XP_018470647.1, XP_018457092.1
OG0002684	Ag011G1175600	XP_018480664.1, XP_018480665.1
OG0002685	Ag011G1186600	XP_018471356.1
OG0002686	Ag011G1212500	XP_018459416.1, XP_018459415.1, XP_018481756.1, XP_018459411.1, XP_018459409.1, XP_018481351.1
OG0002687	Ag011G1214200	XP_018481488.1
OG0002688	Ag011G1236600	XP_018477333.1
OG0002689	Ag018G2486400	XP_018480336.1
OG0002690	Ag010G0984000	XP_018450268.1, XP_018450267.1
OG0002705	Ag055G4910600	XP_018452273.1, XP_018452272.1
OG0002707	Ag044G4493300, Ag013G1425100, Ag044G4493500	XP_018453944.1
OG0002708	Ag013G1425900	XP_018468078.1
OG0002708	Ag014G1771400	XP_018488873.1
OG0002710	Ag013G1491000	XP_018475880.1, XP_018475879.1, XP_018475081.1, XP_018468333.1
OG0002711	Ag013G1539700	XP_018442985.1
OG0002711	Ag004G0450300	XP_018452775.1
OG0002712	Ag013G1547500	XP_018481352.1
OG0002713	Ag013G1550900	XP_018442327.1
OG0002714	Ag004G0497800	XP_018485062.1
OG0002714	Ag013G1567400	XP_018472208.1
OG0002715	Ag013G1596300	XP_018473418.1, XP_018436562.1, XP_018463833.1
OG0002715	Ag034G3754000	XP_018492497.1
OG0002716	Ag013G1597100	XP_018488895.1, XP_018464634.1
OG0002717	Ag013G1650500	XP_018474669.1
OG0002717	Ag034G3720300	XP_018489547.1
OG0002718	Ag034G3699400	XP_018479838.1
OG0002718	Ag013G1674500	XP_018442041.1
OG0002719	Ag013G1682100	XP_018433403.1, XP_018434234.1
OG0002720	Ag013G1698100, Ag014G1865200, Ag013G1698200	XP_018451403.1
OG0002721	Ag028G3086700, Ag026G2976700, Ag013G1704500	XP_018457663.1
OG0002722	Ag013G1711000	XP_018462243.1
OG0002723	Ag013G1741500	XP_018458088.1, XP_018447050.1, XP_018442388.1, XP_018474560.1
OG0002724	Ag023G2831700	XP_018440013.1
OG0002725	Ag039G4241600, Ag004G0555200, Ag031G3191000	XP_018445441.1, XP_018432530.1
OG0002726	Ag011G1171700	XP_018451196.1
OG0002726	Ag004G0542000	XP_018434670.1, XP_018477932.1
OG0002727	Ag031G3215600, Ag004G0576000	XP_018445730.1, XP_018476240.1
OG0002729	Ag004G0622200	XP_018472501.1, XP_018456136.1, XP_018456130.1
OG0002730	Ag007G0904400, Ag007G0904000, Ag004G0676500, Ag039G4211100, Ag039G4210800, Ag039G4211300, Ag039G4211200, Ag039G4210500, Ag004G0675900	XP_018471260.1
OG0002731	Ag004G0729900	XP_018457263.1, XP_018466069.1, XP_018465139.1, XP_018467762.1
OG0002733	Ag022G2665400	XP_018442805.1
OG0002734	Ag014G1938600	XP_018486294.1
OG0002735	Ag039G4209700	XP_018477281.1, XP_018472917.1, XP_018458712.1
OG0002736	Ag022G2723500	XP_018475556.1
OG0002736	Ag014G1920300	XP_018438665.1, XP_018490341.1
OG0002737	Ag022G2750100, Ag022G2749900	XP_018466960.1, XP_018476381.1, XP_018476541.1
OG0002738	Ag010G1024100, Ag022G2756900	XP_018455140.1, XP_018482209.1
OG0002739	Ag022G2782400, Ag022G2782300	XP_018474356.1, XP_018474357.1, XP_018467075.1
OG0002740	Ag022G2789500	XP_018470023.1, XP_018470022.1
OG0002741	Ag034G3906600	XP_018459777.1, XP_018459791.1
OG0002742	Ag011G1125400	XP_018467384.1, XP_018465925.1
OG0002742	Ag040G4336800	XP_018435078.1
OG0002743	Ag049G4734100	XP_018478761.1, XP_018456182.1, XP_018447556.1, XP_018475996.1, XP_018475997.1
OG0002744	Ag014G1976700	XP_018492902.1
OG0002744	Ag032G3445100	XP_018486730.1
OG0002745	Ag032G3468000	XP_018457230.1
OG0002745	Ag014G2000100	XP_018466516.1, XP_018486541.1
OG0002746	Ag014G2006700	XP_018485872.1
OG0002746	Ag032G3472700	XP_018432830.1
OG0002747	Ag011G1179200	XP_018471095.1
OG0002749	Ag034G3795900, Ag038G4150500	XP_018479264.1
OG0002749	Ag007G0887900	XP_018463542.1, XP_018448578.1, XP_018484569.1
OG0002751	Ag007G0917800	XP_018481590.1, XP_018477068.1, XP_018472396.1
