Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0001643	Ag010G1007800	XP_006413087.1
OG0001643	Ag020G2556700, Ag004G0781100	XP_006401599.1
OG0001644	Ag014G1939600	XP_006407420.2
OG0001645	Ag022G2696900	XP_006399072.1
OG0001646	Ag022G2709600	XP_006399021.1
OG0001646	Ag014G1929600	XP_006407466.1
OG0001647	Ag031G3303500	XP_006402902.1
OG0001647	Ag022G2741600	XP_006398863.1
OG0001648	Ag075G5287000	XP_006405430.1
OG0001648	Ag012G1308500	XP_006395460.1
OG0001649	Ag075G5291500	XP_006405416.1
OG0001649	Ag012G1310600	XP_006395477.1
OG0001650	Ag075G5298400	XP_006405356.1
OG0001650	Ag002G0109200, Ag063G5083600	XP_006391707.1
OG0001651	Ag034G3899700	XP_006416838.1
OG0001651	Ag048G4583400	XP_006389871.1
OG0001652	Ag048G4589000	XP_006389898.1
OG0001652	Ag048G4589100	XP_006389899.1
OG0001653	Ag034G3902500	XP_006416816.1
OG0001654	Ag048G4625900	XP_006415264.1
OG0001655	Ag036G4103900	XP_006391553.1
OG0001655	Ag048G4650700	XP_006390144.1
OG0001655	Ag033G3581600	XP_006413873.1
OG0001656	Ag048G4661900	XP_006390192.1
OG0001656	Ag034G3990100	XP_006416353.1
OG0001657	Ag011G1125000	XP_006412100.1
OG0001657	Ag040G4337100	XP_006409309.2
OG0001658	Ag040G4350000	XP_006409225.1
OG0001659	Ag032G3419200	XP_006392556.1
OG0001659	Ag025G2901600, Ag014G1954500	XP_006407299.1
OG0001660	Ag032G3454700	XP_006392745.1
OG0001661	Ag032G3475300	XP_006392839.1
OG0001661	Ag014G2009900	XP_006406983.1
OG0001662	Ag054G4875800	XP_024004143.1
OG0001662	Ag017G2406400	XP_006403801.1
OG0001663	Ag031G3411300	XP_024013476.1
OG0001664	Ag054G4890100	XP_006410827.1
OG0001664	Ag031G3405500	XP_006403747.1
OG0001665	Ag054G4890200, Ag031G3405400	XP_024013436.1, XP_006403746.1
OG0001666	Ag007G0907000	XP_024005685.1
OG0001666	Ag027G3031100	XP_006406128.1
OG0001667	Ag007G0932600	XP_006414444.1
OG0001667	Ag014G2033800	XP_024015426.1
OG0001668	Ag014G2039700	XP_006406815.1
OG0001668	Ag025G2900500, Ag007G0934100	XP_006414582.2, XP_024005411.1
OG0001669	Ag007G0935300, Ag025G2901300	XP_006414415.1, XP_006414584.2
OG0001669	Ag025G2901400, Ag007G0935400	XP_006414412.1, XP_006414587.1
OG0001670	Ag078G5366900	XP_024008974.1
OG0001670	Ag078G5367100	XP_006390477.1
OG0001671	Ag011G1187000	XP_006395359.1
OG0001671	Ag071G5240400	XP_006405561.1
OG0001672	Ag012G1322100	XP_006395540.1
OG0001672	Ag034G3834400	XP_006417174.1
OG0001673	Ag012G1330400	XP_024006721.1
OG0001673	Ag034G3843500	XP_024009039.1
OG0001674	Ag014G2126700	XP_006406492.1
OG0001674	Ag001G0011900	XP_006393210.1
OG0001675	Ag014G2141200	XP_006406437.1
OG0001676	Ag027G3069200, Ag014G2172600	XP_006406329.1
OG0001676	Ag001G0056800, Ag001G0057000	XP_006393058.1
OG0001677	Ag014G2032400	XP_006406832.1
OG0001677	Ag001G0068600	XP_006392973.1
OG0001678	Ag001G0069600, Ag001G0069700, Ag001G0069900, Ag001G0070200	XP_006392966.1, XP_024006154.1
OG0001679	Ag001G0084500	XP_006392875.1
OG0001679	Ag014G2018200	XP_006406947.1
OG0001680	Ag050G4757600, Ag050G4757300, Ag050G4757500, Ag050G4757700, Ag050G4758200, Ag050G4758000	XP_006393379.2
OG0001681	Ag050G4794400	XP_006414209.1
OG0001681	Ag037G4135500, Ag016G2318600	XP_006398405.1
OG0001682	Ag016G2318700, Ag037G4135400	XP_006398406.1
OG0001683	Ag044G4494800	XP_006409413.1
OG0001683	Ag011G1144600	XP_006412169.1
OG0001684	Ag044G4495500	XP_006409401.1
OG0001684	Ag011G1142900	XP_006412163.1
OG0001685	Ag066G5140900	XP_006396706.1
OG0001685	Ag033G3533600	XP_024005440.1
OG0001686	Ag033G3533800	XP_006413690.1
OG0001686	Ag066G5141300	XP_006396701.1
OG0001687	Ag033G3622400	XP_006413729.1
OG0001687	Ag087G5426200, Ag066G5155800	XP_006396661.1
OG0001688	Ag033G3643900	XP_006418636.2
OG0001688	Ag002G0235500	XP_006392164.1
OG0001689	Ag015G2258300	XP_006397461.1
OG0001689	Ag028G3078700	XP_006397189.1
OG0001690	Ag031G3174900	XP_006402316.1
OG0001691	Ag031G3176500	XP_006402334.1
OG0001691	Ag003G0283700	XP_006397959.1
OG0001692	Ag031G3178500	XP_006402352.1
OG0001692	Ag003G0281700	XP_006393442.1
OG0001693	Ag031G3191400	XP_006402414.2
OG0001694	Ag031G3218800	XP_024013543.1
OG0001695	Ag031G3224500	XP_006402600.1
OG0001696	Ag031G3224600	XP_006402602.1
OG0001696	Ag003G0338200	XP_006397649.1
OG0001697	Ag003G0367100	XP_006397489.1
OG0001697	Ag031G3244200	XP_006402694.1
OG0001698	Ag003G0375500	XP_006411553.1
OG0001698	Ag031G3258900	XP_024012819.1
OG0001699	Ag031G3287700	XP_006402839.1
OG0001700	Ag031G3307900, Ag031G3307700	XP_006402926.1, XP_006402925.1
OG0001701	Ag039G4267700	XP_006411105.1
OG0001702	Ag014G1863700	XP_024011217.1
OG0001702	Ag020G2565700	XP_024011216.1
OG0001703	Ag029G3112200	XP_006418569.1, XP_006395950.1
OG0001705	Ag039G4220500	XP_024004254.1
OG0001706	Ag015G2184700	XP_006404620.1
OG0001707	Ag026G2985700, Ag021G2595400	XP_006397251.1
OG0001708	Ag021G2597800	XP_006397109.1
OG0001708	Ag034G4029500	XP_006416151.1
OG0001709	Ag021G2603600	XP_006397067.2
OG0001709	Ag052G4856400	XP_006415120.1
OG0001710	Ag014G1845300	XP_006408012.1
OG0001710	Ag038G4157800	XP_006394893.1
OG0001711	Ag038G4173400	XP_006394978.1
OG0001712	Ag014G1828100	XP_006408118.1
OG0001712	Ag038G4175200	XP_006394990.1
OG0001714	Ag014G1772800	XP_006408478.1
OG0001715	Ag014G1797700	XP_006408326.1, XP_006409226.2
OG0001715	Ag014G1797500	XP_006408327.2
OG0001716	Ag034G3758500	XP_006417664.1
OG0001716	Ag014G1819400	XP_006408182.1
OG0001717	Ag014G2038300	XP_006406818.1
OG0001717	Ag014G1837800	XP_006408060.2
OG0001719	Ag014G1852600	XP_006407963.1
OG0001719	Ag060G5000800	XP_006400443.1
OG0001720	Ag014G1855200	XP_006407951.1
OG0001720	Ag060G5006100	XP_006400411.1
OG0001721	Ag014G1856200	XP_006407942.1
OG0001722	Ag014G1859600	XP_006407911.1
OG0001723	Ag014G1864000	XP_024015131.1
OG0001723	Ag043G4459000	XP_006395133.2
OG0001724	Ag014G1902700	XP_006407636.1
OG0001726	Ag014G2070400	XP_006406666.1
OG0001726	Ag025G2940800	XP_006393387.2
OG0001727	Ag014G2079800	XP_006406620.1
OG0001727	Ag025G2944000	XP_024006229.1
OG0001728	Ag010G1019000	XP_006413006.1
OG0001728	Ag073G5258700	XP_006401767.1
OG0001729	Ag017G2430700, Ag017G2431100	XP_024013489.1
OG0001730	Ag034G3660000	XP_006418421.1
OG0001730	Ag019G2519300	XP_006396302.1
OG0001731	Ag019G2518200	XP_006396306.1
OG0001731	Ag034G3660400	XP_006418418.1
OG0001732	Ag019G2497400	XP_006396393.1
OG0001732	Ag034G3668300	XP_006418349.1
OG0001733	Ag019G2492800	XP_006396421.1
OG0001734	Ag002G0260700	XP_006392338.1
OG0001734	Ag034G3777000	XP_006417535.1
OG0001735	Ag002G0221200	XP_006392092.1
OG0001735	Ag034G3798000	XP_006417401.1
OG0001736	Ag002G0212500	XP_006392026.1
OG0001736	Ag034G3801500	XP_006417383.1
OG0001737	Ag034G3816500	XP_024005319.1
OG0001737	Ag034G3816800, Ag034G3816700	XP_024008383.1
OG0001738	Ag002G0179400	XP_006391856.1
OG0001739	Ag034G3836400	XP_006417155.1
OG0001740	Ag034G4053900	XP_006390822.1
OG0001740	Ag034G4035300	XP_006416127.1
OG0001741	Ag011G1067600	XP_006411834.1
OG0001741	Ag034G4046900	XP_006390781.1
OG0001742	Ag034G4061500	XP_006390872.2
OG0001742	Ag018G2456600	XP_006416094.2
OG0001744	Ag002G0204200, Ag002G0204300	XP_006391994.1
OG0001745	Ag011G1057000	XP_006411773.1
OG0001746	Ag011G1063600	XP_006411810.1
OG0001747	Ag011G1074800	XP_006411873.1
OG0001748	Ag011G1098500	XP_024006005.1
OG0001750	Ag011G1246600	XP_024004602.1
OG0001751	Ag011G1266700	XP_024005882.1
OG0001763	Ag014G1803100	XP_006400003.2
OG0001763	Ag013G1359200	XP_006400295.1
OG0001764	Ag014G1793300	XP_006408361.1
OG0001765	Ag013G1387900	XP_006400180.2
OG0001765	Ag014G1791100	XP_024014833.1
OG0001766	Ag013G1390800	XP_006400171.1
OG0001767	Ag034G3804500	XP_024007712.1
OG0001767	Ag034G3806100, Ag013G1401600, Ag034G3805700, Ag034G3805400, Ag034G3805500, Ag034G3806400, Ag034G3806200, Ag034G3805300	XP_024007715.1
OG0001768	Ag034G4065300	XP_006390898.1
OG0001768	Ag013G1432200	XP_024011554.1
OG0001769	Ag013G1446900	XP_006408539.1
OG0001770	Ag048G4569300	XP_006389810.1
OG0001770	Ag013G1450500	XP_006399931.1
OG0001771	Ag013G1469400	XP_024009921.1
OG0001771	Ag013G1759700	XP_006415318.1
OG0001772	Ag013G1522900	XP_006399552.1
OG0001772	Ag004G0433600	XP_006394007.1
OG0001773	Ag004G0437100	XP_024007549.1
OG0001773	Ag013G1524400	XP_024012423.1
OG0001774	Ag013G1562200	XP_006399289.1
OG0001774	Ag004G0505100	XP_006394544.1
OG0001775	Ag013G1568100	XP_006399244.1
OG0001775	Ag004G0496300	XP_006394491.1
OG0001776	Ag034G3681400	XP_006418254.1
OG0001776	Ag013G1571300	XP_006396512.1
OG0001777	Ag034G3743100	XP_006417796.1
OG0001777	Ag013G1614100	XP_006409951.1
OG0001778	Ag013G1618900	XP_006409985.1
OG0001778	Ag034G3741700	XP_006417806.1
OG0001779	Ag013G1621500, Ag034G3740500	XP_006410014.1
OG0001780	Ag034G3733800	XP_006417853.2
OG0001780	Ag013G1631400	XP_006410089.1
OG0001781	Ag034G3724800	XP_006417951.2
OG0001781	Ag013G1644200	XP_024003913.1
OG0001782	Ag013G1672800	XP_006410460.1, XP_006410461.1
OG0001783	Ag013G1687300	XP_006403140.1
OG0001783	Ag034G3692100	XP_006418189.1
OG0001784	Ag013G1693900	XP_006413326.1
OG0001785	Ag051G4809800	XP_006401881.1
OG0001785	Ag013G1696800	XP_006413303.1
OG0001787	Ag023G2802000	XP_006403316.1
OG0001787	Ag013G1708400, Ag013G1708500	XP_006393674.1
OG0001788	Ag013G1712200	XP_024008001.1
OG0001789	Ag013G1744200	XP_024008208.1
OG0001789	Ag023G2822900	XP_006410614.2
OG0001790	Ag004G0468100	XP_006394276.1
OG0001791	Ag014G1940000	XP_006407415.1
OG0001792	Ag004G0476900, Ag004G0476800	XP_024006916.1, XP_006404302.1
OG0001793	Ag004G0503600	XP_006415785.1
OG0001793	Ag034G3948500	XP_006415784.1
OG0001794	Ag004G0521500, Ag004G0521700, Ag004G0522300	XP_006393558.2, XP_024006326.1
OG0001795	Ag004G0550500	XP_024007660.1
OG0001795	Ag027G3071800	XP_024014998.1
OG0001796	Ag004G0587300, Ag004G0587100	XP_006400721.1
OG0001797	Ag004G0590400	XP_006400731.1
OG0001798	Ag004G0619200	XP_006419045.1, XP_024011477.1
OG0001800	Ag004G0651200	XP_006418854.1, XP_006400996.1
OG0001801	Ag004G0712300	XP_006401307.2
OG0001802	Ag004G0732400	XP_006401400.1
OG0001803	Ag014G1940300	XP_006407412.1
OG0001803	Ag022G2683400	XP_024011798.1
OG0001804	Ag022G2709000	XP_006399024.1
OG0001804	Ag042G4400600	XP_006409112.1
OG0001805	Ag014G1914400	XP_006407548.1
OG0001805	Ag022G2732300	XP_006398910.1
OG0001806	Ag014G1909500	XP_006407586.1
OG0001806	Ag022G2738900	XP_006398873.1
OG0001807	Ag022G2739400, Ag033G3573000	XP_006398869.1
OG0001807	Ag014G1909300	XP_006407588.1
OG0001808	Ag014G1902300, Ag022G2759800	XP_006407640.1
OG0001809	Ag012G1308300	XP_006395458.1
OG0001809	Ag075G5286600	XP_006405432.1
OG0001810	Ag011G1101200	XP_006412013.1
OG0001811	Ag034G3914400	XP_006416740.1
OG0001811	Ag048G4612100	XP_006389983.2
OG0001812	Ag048G4650300, Ag048G4650400	XP_006390141.2
OG0001813	Ag048G4651600, Ag034G3998200	XP_024010980.1
OG0001814	Ag048G4654000	XP_006390163.2, XP_006390162.1
OG0001814	Ag034G3996000	XP_006416333.1
OG0001815	Ag048G4679600	XP_006390239.1
OG0001815	Ag034G3978700	XP_006416412.1
OG0001816	Ag018G2447600	XP_006390699.1, XP_024012363.1
OG0001817	Ag025G2932600	XP_024014760.1
OG0001818	Ag034G3962500	XP_006416512.1
OG0001818	Ag048G4719200	XP_006390350.2
OG0001819	Ag040G4340000	XP_024016621.1
OG0001819	Ag011G1123100	XP_006412095.1
OG0001820	Ag011G1107900	XP_006412032.1
OG0001820	Ag040G4349900	XP_006409236.1
OG0001821	Ag054G4887400	XP_006410819.1
OG0001821	Ag031G3406000	XP_006403751.1
OG0001822	Ag012G1323200	XP_006395549.1
OG0001822	Ag054G4896900	XP_006410854.1
OG0001823	Ag061G5035100, Ag007G0925800	XP_006414469.2
OG0001824	Ag078G5333300	XP_006390601.1
OG0001824	Ag034G3930200	XP_006416670.1
OG0001826	Ag078G5380200	XP_006390433.1
OG0001826	Ag034G3949500	XP_006416577.1
OG0001827	Ag045G4523800	XP_006412871.1
OG0001827	Ag042G4431400	XP_006408902.1
OG0001828	Ag018G2475000	XP_006415956.1
OG0001829	Ag050G4773900	XP_006414111.1
OG0001829	Ag006G0799100, Ag058G4986500	XP_006398302.1
OG0001830	Ag006G0830900	XP_006398217.1
OG0001830	Ag050G4749700	XP_006414009.1
OG0001832	Ag001G0062600	XP_024006157.1
OG0001833	Ag014G2026900	XP_006406874.1
OG0001833	Ag001G0075100	XP_006392943.2
OG0001834	Ag023G2818000	XP_006410581.1
OG0001834	Ag051G4803500, Ag073G5264000	XP_006401822.1
OG0001835	Ag050G4784700, Ag050G4784400, Ag050G4785000, Ag050G4743500, Ag050G4785200, Ag050G4784300, Ag050G4784200, Ag050G4784100, Ag050G4783800, Ag025G2921400, Ag002G0244000, Ag019G2534800, Ag031G3375800	XP_006416618.2, XP_006416692.2
OG0001837	Ag044G4484600	XP_006409548.1
OG0001838	Ag044G4503100	XP_006409349.1
OG0001838	Ag011G1126400	XP_024005546.1
OG0001839	Ag021G2612500	XP_006396959.1
OG0001840	Ag033G3508600	XP_006413606.1
OG0001840	Ag030G3129000	XP_024009981.1
OG0001841	Ag033G3583000, Ag033G3530700, Ag033G3557000, Ag033G3583100, Ag033G3557500, Ag033G3556900, Ag033G3556700, Ag033G3557300, Ag033G3557700, Ag033G3558700	XP_006413922.1
OG0001842	Ag033G3587400	XP_024005658.1, XP_006392521.1
OG0001843	Ag016G2376400	XP_006396601.1
OG0001843	Ag033G3598300	XP_006413823.1
OG0001844	Ag016G2391700	XP_006396641.1
OG0001844	Ag033G3613000	XP_006413761.1
OG0001845	Ag034G3752000	XP_006417724.1
OG0001845	Ag031G3382900, Ag031G3137700	XP_024014436.1
OG0001846	Ag029G3097500, Ag031G3304800, Ag031G3144500	XP_006402910.1
OG0001846	Ag003G0412000	XP_006411402.1
OG0001848	Ag031G3191300	XP_006402413.1
OG0001849	Ag031G3218400	XP_006402563.1
OG0001849	Ag003G0326200	XP_006397697.1
OG0001850	Ag031G3224300	XP_006402598.1
OG0001851	Ag031G3226600	XP_006402610.1
OG0001851	Ag003G0339400	XP_006397639.1
OG0001852	Ag031G3229200	XP_024012778.1
OG0001852	Ag003G0344900	XP_024010714.1
OG0001853	Ag003G0347600	XP_006397597.1
OG0001853	Ag031G3231700	XP_006402633.1
OG0001854	Ag031G3236700	XP_006402663.1
OG0001855	Ag039G4189600	XP_006411360.1
OG0001855	Ag031G3316500	XP_006402962.1
OG0001856	Ag039G4227100	XP_006411216.1
OG0001856	Ag031G3340300	XP_006403439.1
OG0001857	Ag031G3363200, Ag031G3363400	XP_024013676.1, XP_006403541.1
OG0001858	Ag031G3392700	XP_006403704.1
OG0001858	Ag039G4322700	XP_006410887.1
OG0001859	Ag011G1097600	XP_006411986.1
OG0001859	Ag042G4388200	XP_006409165.1
OG0001860	Ag011G1093400	XP_006411960.1
OG0001860	Ag042G4393200	XP_006409130.1
OG0001861	Ag036G4099000	XP_006391518.1
OG0001861	Ag039G4324400, Ag039G4324500	XP_024009613.1
OG0001862	Ag066G5128800	XP_006396750.1
OG0001863	Ag066G5144400	XP_024010193.1
OG0001864	Ag015G2196500	XP_006404744.1
OG0001864	Ag011G1070400	XP_006411848.1
OG0001865	Ag015G2249700	XP_006396016.1
OG0001866	Ag034G3776600	XP_006417539.1
OG0001866	Ag015G2254800, Ag014G1881600	XP_006407761.1
OG0001869	Ag034G3992700	XP_024008125.1
OG0001869	Ag003G0393900	XP_024003676.1
OG0001871	Ag014G1785500	XP_006408403.1, XP_006408402.1, XP_006393135.1
OG0001872	Ag034G4056800, Ag014G1849900	XP_006407982.1
OG0001872	Ag064G5094900, Ag027G3009600	XP_006406005.2
OG0001873	Ag034G3852900	XP_006417066.1
OG0001873	Ag014G1893600	XP_006395722.1
OG0001874	Ag011G1177900	XP_006405237.1
OG0001874	Ag014G2127800	XP_024005798.1
OG0001875	Ag061G5022000	XP_006414110.2, XP_006405609.1
OG0001876	Ag061G5022800	XP_006405621.1
OG0001877	Ag061G5033800	XP_006405777.1, XP_006391463.1
OG0001878	Ag034G3657200	XP_006418438.1
OG0001879	Ag034G3792500	XP_006417431.1
OG0001879	Ag010G0991400	XP_006413247.1
OG0001880	Ag034G3793600	XP_006417426.1
OG0001880	Ag002G0227200	XP_006392117.1
OG0001881	Ag034G3818000	XP_006417277.1
OG0001881	Ag002G0181800	XP_006391897.1
OG0001882	Ag034G3818700	XP_006417273.1
OG0001882	Ag002G0180800	XP_024004439.1
OG0001883	Ag002G0158800	XP_006391782.1
OG0001883	Ag034G3829200	XP_006417204.1
OG0001884	Ag085G5419700	XP_024007058.1
OG0001884	Ag034G3840000	XP_006417144.1
OG0001885	Ag034G3864900	XP_006417003.1
OG0001886	Ag034G3882000	XP_006393335.1
OG0001888	Ag018G2442600	XP_024006656.1
OG0001888	Ag034G3918300	XP_006416720.1
OG0001889	Ag034G3924100	XP_024008360.1
OG0001890	Ag034G3998100	XP_006395791.1
OG0001890	Ag034G3998000	XP_006395792.1
OG0001891	Ag034G4071200	XP_006390926.2
OG0001891	Ag018G2465500	XP_006416019.1
OG0001892	Ag011G1067100	XP_024005099.1
OG0001892	Ag011G1067200	XP_006411830.1
OG0001893	Ag011G1173900	XP_024015766.1
OG0001894	Ag011G1217000	XP_006412302.1
OG0001895	Ag011G1256900	XP_024005191.1
OG0001896	Ag011G1257600	XP_006412603.1
OG0001897	Ag011G1268900	XP_024005155.1, XP_024014293.1
OG0001910	Ag047G4545000, Ag046G4531400	XP_006412691.1
OG0001911	Ag047G4549400, Ag046G4536500	XP_024004422.1
OG0001912	Ag013G1389000	XP_006400178.1
OG0001912	Ag014G1790500	XP_006408388.1
OG0001913	Ag013G1400200, Ag007G0868300	XP_006414996.1
OG0001913	Ag014G1872800	XP_006407837.1
OG0001914	Ag014G1781200	XP_006408425.1
OG0001914	Ag013G1404700	XP_006400108.1
OG0001915	Ag013G1465800	XP_006399842.1
OG0001915	Ag014G1881500	XP_006407762.1
OG0001916	Ag004G0553500	XP_006400503.1
OG0001916	Ag013G1487100	XP_006399746.1
OG0001917	Ag004G0552500	XP_006400511.1
OG0001918	Ag013G1518800	XP_006394746.1
OG0001919	Ag004G0535200	XP_006394738.1
OG0001919	Ag013G1520500	XP_006399559.1
OG0001920	Ag004G0440700	XP_006394066.1
OG0001920	Ag013G1531800	XP_006399494.1
OG0001922	Ag015G2196900	XP_006404741.1
OG0001922	Ag013G1541100	XP_006399447.1
OG0001923	Ag013G1545700	XP_006399422.1
OG0001923	Ag004G0455200	XP_006394173.1
OG0001924	Ag013G1563500	XP_006399270.1
OG0001924	Ag004G0501900	XP_006394530.1
OG0001925	Ag034G3730900	XP_006417882.1
OG0001925	Ag013G1636900	XP_024003947.1
OG0001926	Ag013G1637300	XP_024016747.1
OG0001926	Ag034G3730700	XP_006417884.2
OG0001927	Ag034G3725200	XP_006417946.1
OG0001927	Ag013G1643300	XP_006410242.1
OG0001928	Ag013G1646500	XP_006409601.2
OG0001928	Ag024G2883200	XP_006409598.1, XP_006409585.1
OG0001929	Ag034G3702700	XP_024008362.1
OG0001929	Ag013G1671900	XP_006410451.1
OG0001930	Ag034G3691000	XP_006418196.1
OG0001932	Ag003G0305100	XP_006397839.1
OG0001933	Ag013G1716400	XP_006415702.1
OG0001934	Ag013G1754000	XP_006415376.1
OG0001934	Ag023G2831000	XP_006410658.1
OG0001935	Ag013G1768600	XP_006410695.1, XP_006415191.1
OG0001936	Ag023G2836600	XP_006403595.1, XP_006410691.1
OG0001936	Ag013G1769100	XP_006415179.1
OG0001937	Ag004G0423600	XP_006394452.1
OG0001938	Ag014G2004700	XP_024015143.1
OG0001938	Ag004G0508100	XP_024007423.1
OG0001939	Ag052G4838700, Ag004G0518100	XP_024006748.1
OG0001939	Ag004G0772500	XP_006404211.1
OG0001940	Ag011G1174600, Ag004G0544200	XP_006394798.1
OG0001941	Ag018G2438100	XP_006409551.1, XP_006400597.1
OG0001942	Ag004G0605900	XP_006400799.2
OG0001944	Ag004G0639400	XP_006418898.1, XP_024012083.1
OG0001945	Ag004G0653800	XP_024004459.1
OG0001945	Ag002G0225000	XP_006392109.1
OG0001946	Ag004G0666100	XP_006401079.1
OG0001946	Ag022G2668800	XP_024005717.1
OG0001947	Ag004G0686100	XP_006401194.1
OG0001948	Ag004G0690100	XP_006401201.1, XP_006413265.1
OG0001949	Ag044G4500300	XP_024016606.1
OG0001949	Ag004G0699400	XP_024016576.1
OG0001950	Ag061G5027500	XP_006405673.1
OG0001950	Ag004G0716200	XP_006395260.1
OG0001951	Ag004G0725400	XP_006401374.1
OG0001952	Ag004G0751800	XP_006401514.1
OG0001953	Ag004G0756800	XP_006401547.1
OG0001953	Ag010G1008700	XP_006413102.1
OG0001954	Ag014G1947400	XP_024014893.1
OG0001954	Ag022G2672900	XP_006399172.1
OG0001955	Ag022G2681400	XP_024012039.1
OG0001955	Ag014G1941100	XP_006407403.1
OG0001956	Ag014G1919400	XP_006407525.1
OG0001956	Ag022G2725500	XP_006398937.1
OG0001957	Ag014G1904500	XP_024015502.1
OG0001957	Ag022G2752700	XP_006398802.1
OG0001958	Ag022G2757100	XP_006398774.1
OG0001958	Ag014G1903100	XP_006407634.1
OG0001960	Ag012G1307000	XP_006395448.1
OG0001960	Ag075G5284700	XP_006405448.1
OG0001961	Ag034G3889600	XP_006416882.1
OG0001961	Ag048G4568800	XP_006389806.1
OG0001962	Ag048G4578500, Ag048G4579500	XP_006389836.1
OG0001962	Ag034G3895800	XP_006416859.1
OG0001963	Ag034G3897000	XP_006416855.1
OG0001963	Ag048G4580300	XP_006389845.1
OG0001964	Ag034G3900600	XP_024008148.1
OG0001964	Ag048G4585500	XP_006389879.1
OG0001965	Ag034G3992600	XP_006416345.1
OG0001965	Ag048G4659300	XP_006390180.1, XP_024008594.1
OG0001966	Ag011G1121200	XP_006412083.1
OG0001966	Ag048G4662500, Ag011G1119200	XP_006409266.2, XP_024016557.1, XP_006412072.2
OG0001967	Ag034G3984100	XP_006416382.1
OG0001967	Ag078G5365700, Ag048G4671900	XP_006390213.1
OG0001968	Ag048G4687300	XP_006390257.1
OG0001968	Ag048G4673700	XP_024009688.1
OG0001969	Ag040G4334600	XP_024016597.1
OG0001969	Ag011G1127000	XP_006412122.1
OG0001970	Ag040G4339700	XP_006409290.1
OG0001970	Ag011G1123200	XP_006412096.1
OG0001971	Ag040G4346900	XP_006409254.1
OG0001972	Ag040G4348800	XP_006409246.2
OG0001972	Ag011G1113300	XP_006412042.1
OG0001973	Ag014G1978600	XP_006407141.1
OG0001974	Ag014G2002400	XP_006407028.1
OG0001974	Ag032G3470500	XP_006392804.1
OG0001975	Ag054G4891800	XP_006410831.1
OG0001977	Ag007G0884800	XP_006414878.1
OG0001977	Ag064G5108600	XP_024009742.1
OG0001978	Ag014G1781900	XP_024015377.1
OG0001979	Ag007G0900200	XP_006414694.1
OG0001979	Ag027G3022700	XP_006406101.1
OG0001980	Ag007G0903700	XP_006414665.1
OG0001980	Ag027G3027400	XP_006406118.1
OG0001981	Ag014G2086100, Ag011G1192200, Ag011G1192000, Ag014G2038400	XP_024015241.1
OG0001982	Ag078G5380900, Ag031G3328400	XP_006403023.1
OG0001982	Ag039G4209600	XP_006411286.1
OG0001983	Ag078G5390200	XP_024009527.1
OG0001984	Ag012G1321400	XP_006395533.2
OG0001984	Ag034G3833500	XP_006417180.2
OG0001985	Ag006G0826900	XP_006398234.1
OG0001985	Ag050G4761000	XP_024005063.1
OG0001986	Ag001G0008100	XP_006393222.1
OG0001987	Ag001G0049400	XP_006393093.1
OG0001987	Ag014G2162600	XP_006406369.1
OG0001988	Ag001G0061600	XP_024006358.1
OG0001988	Ag027G3065900, Ag014G2174900	XP_024015203.1
OG0001989	Ag001G0075300	XP_024006290.1
OG0001990	Ag023G2815000	XP_024009914.1, XP_024016549.1, XP_024015939.1, XP_024010583.1
OG0001992	Ag050G4790000	XP_006414178.1
OG0001992	Ag016G2309600	XP_024010949.1
OG0001993	Ag019G2508100, Ag077G5324200	XP_024010012.1
OG0001993	Ag034G3664800	XP_006418367.1
OG0001994	Ag033G3508300	XP_006413601.1
OG0001995	Ag033G3526600	XP_006413672.1
OG0001996	Ag033G3545600	XP_006413716.1, XP_006413715.1
OG0001996	Ag033G3626300, Ag033G3626200	XP_006413714.1
OG0001997	Ag016G2382200	XP_006396623.1
OG0001997	Ag033G3603900	XP_006413799.1
OG0001998	Ag031G3175300	XP_006402319.1
OG0001998	Ag003G0280000	XP_006397990.1
OG0001999	Ag003G0321700	XP_006397726.1
OG0001999	Ag031G3215100	XP_006402532.1
OG0002000	Ag003G0328000	XP_006397689.1
OG0002000	Ag031G3219900	XP_006402570.1
OG0002001	Ag003G0328100	XP_024010780.1
OG0002002	Ag031G3229900	XP_006402627.1
OG0002002	Ag003G0345400	XP_006397605.1
OG0002003	Ag034G3788700	XP_006417461.1
OG0002003	Ag031G3286500	XP_006402823.1
OG0002004	Ag003G0407700	XP_006411424.1
OG0002004	Ag031G3298800	XP_006402888.1
OG0002005	Ag010G1014600	XP_006413038.1
OG0002005	Ag020G2569000	XP_006401693.1
OG0002007	Ag039G4266200, Ag039G4266000	XP_006411111.1
OG0002007	Ag039G4265300	XP_024003973.1
OG0002008	Ag039G4278200, Ag039G4278100	XP_006411069.1, XP_006411067.1
OG0002009	Ag017G2421600	XP_006403874.1
OG0002009	Ag039G4289300	XP_006411021.1
OG0002010	Ag016G2332600, Ag034G3989600, Ag039G4292900	XP_006398456.2
OG0002011	Ag015G2178200	XP_006404561.1
OG0002011	Ag011G1034800	XP_006411676.1
OG0002012	Ag052G4864300, Ag015G2270400	XP_006415051.1
OG0002013	Ag014G1839600	XP_006408045.1
OG0002013	Ag038G4165600	XP_006394930.1
OG0002014	Ag003G0283300	XP_006397963.1
OG0002015	Ag003G0284400	XP_006397951.1
OG0002016	Ag003G0315400, Ag014G1974200	XP_006406762.2
