Orthogroup	Alyssum_gmelinii	Capsella_rubella
OG0001533	Ag004G0640800	XP_006279819.1, XP_006294467.1
OG0001534	Ag058G4985100, Ag006G0798100, Ag058G4984300	XP_006279755.2
OG0001534	Ag004G0684300, Ag004G0683800, Ag004G0684100, Ag004G0684500, Ag050G4790500	XP_006285483.1, XP_006281834.2, XP_006301900.1
OG0001535	Ag004G0711400	XP_006280374.1
OG0001536	Ag004G0726800, Ag033G3512500, Ag002G0129800	XP_006302401.1, XP_006302676.2
OG0001537	Ag022G2638200	XP_006288563.1
OG0001538	Ag034G3677200	XP_006305432.1
OG0001538	Ag022G2640500	XP_023637045.1
OG0001539	Ag022G2682900, Ag022G2682800	XP_023644501.1, XP_023636118.1, XP_006289339.2, XP_023637685.1
OG0001540	Ag014G1926200	XP_006297404.2
OG0001540	Ag022G2712900	XP_006287509.1
OG0001541	Ag014G1919000, Ag022G2726100	XP_006298787.1
OG0001542	Ag022G2753200	XP_006287591.1
OG0001542	Ag014G1904200	XP_023642237.1, XP_006297503.1
OG0001543	Ag048G4648600	XP_006302726.1
OG0001543	Ag034G4001900	XP_006305527.2
OG0001544	Ag048G4648700	XP_006301355.1
OG0001544	Ag034G4001800	XP_006304594.1
OG0001545	Ag048G4658900	XP_006302740.1
OG0001545	Ag034G3994600	XP_006305316.2
OG0001546	Ag048G4719900, Ag048G4720900	XP_006301180.1
OG0001547	Ag011G1130400	XP_006299387.1
OG0001548	Ag011G1114200	XP_023634733.1
OG0001548	Ag040G4347200	XP_006298413.1
OG0001549	Ag007G0884500	XP_006285077.1
OG0001549	Ag064G5110300	XP_006300155.1
OG0001550	Ag078G5364000	XP_006302222.1
OG0001550	Ag034G3944600	XP_023644651.1
OG0001552	Ag006G0823300	XP_006280692.1
OG0001552	Ag050G4756100	XP_023634086.1
OG0001553	Ag014G2153000	XP_006298403.1
OG0001553	Ag001G0036800	XP_006304201.1
OG0001554	Ag001G0083200	XP_006305405.2
OG0001554	Ag014G2018800	XP_006298382.1
OG0001555	Ag037G4135700, Ag016G2318300	XP_023637498.1
OG0001555	Ag050G4794100	XP_006284309.1
OG0001556	Ag050G4798400	XP_006280749.1, XP_006284050.1
OG0001557	Ag031G3158600	XP_006280785.1
OG0001558	Ag003G0294900	XP_006293775.1
OG0001558	Ag031G3188500	XP_006290670.1
OG0001559	Ag011G1228200	XP_023635599.1
OG0001559	Ag031G3206400	XP_006293733.1
OG0001560	Ag003G0348100	XP_006294482.1
OG0001560	Ag031G3232100	XP_023639075.1
OG0001562	Ag031G3294100	XP_023638989.1
OG0001562	Ag003G0405000	XP_023639714.1
OG0001563	Ag039G4184000	XP_006293901.1
OG0001563	Ag031G3313900	XP_023638756.1
OG0001564	Ag031G3335800	XP_023638094.1
OG0001564	Ag039G4225000	XP_006295906.1
OG0001565	Ag031G3338400	XP_006291044.2, XP_006293164.1
OG0001565	Ag031G3337400, Ag031G3337700	XP_006291099.1, XP_006293139.1
OG0001566	Ag031G3378000	XP_006292134.1
OG0001567	Ag031G3406300	XP_006291387.2
OG0001568	Ag068G5228400	XP_006283123.1
OG0001568	Ag042G4410800	XP_006297002.1
OG0001569	Ag015G2182700	XP_006294333.2
OG0001569	Ag011G1041300	XP_006282656.1
OG0001570	Ag034G4037800	XP_006302494.1
OG0001571	Ag034G3681600	XP_006304093.1
OG0001571	Ag038G4143100	XP_006286535.1
OG0001572	Ag038G4171200	XP_023636813.1
OG0001573	Ag038G4178400	XP_006288375.1
OG0001573	Ag014G1825000	XP_006298244.1
OG0001574	Ag088G5440300, Ag088G5440000, Ag011G1211500	XP_006299966.1
OG0001575	Ag014G1817200, Ag014G1817100, Ag014G1817000	XP_006298574.1
OG0001576	Ag014G1828600	XP_023642433.1
OG0001577	Ag011G1128000	XP_023641754.1
OG0001577	Ag014G1875100	XP_006299450.2
OG0001578	Ag014G2057100	XP_006297985.1
OG0001580	Ag014G2175300, Ag027G3065500	XP_006282637.2, XP_023634246.1
OG0001581	Ag061G5023100	XP_023634420.1
OG0001582	Ag034G3710200	XP_006296541.1, XP_023632762.1
OG0001583	Ag002G0221100	XP_006302971.1
OG0001584	Ag034G3873000	XP_006305701.1
OG0001585	Ag034G4023000	XP_006306225.1
OG0001586	Ag034G4044800, Ag034G4044600	XP_006292601.1, XP_006292654.1
OG0001587	Ag018G2455200	XP_006303369.1
OG0001587	Ag034G4058400	XP_006302004.1
OG0001588	Ag024G2883100	XP_023643653.1
OG0001589	Ag016G2294000	XP_023638614.1, XP_023639202.1, XP_006291278.2
OG0001590	Ag011G1052100, Ag011G1052200	XP_023640998.1, XP_023644449.1, XP_023632882.1
OG0001591	Ag011G1062600	XP_006284843.1
OG0001592	Ag011G1221800, Ag011G1222000, Ag011G1222100	XP_006283647.1
OG0001593	Ag085G5418600	XP_023638197.1
OG0001603	Ag055G4919000	XP_006290391.1
OG0001604	Ag034G3958000	XP_006303470.1
OG0001604	Ag055G4928200	XP_006292140.1
OG0001605	Ag005G0788900	XP_006285855.2, XP_023632649.1
OG0001606	Ag013G1369800	XP_006286604.1, XP_006295715.1
OG0001606	Ag014G1796600	XP_006298811.1
OG0001607	Ag014G1795400	XP_006296860.1
OG0001607	Ag013G1374600	XP_006286350.1
OG0001608	Ag013G1378900, Ag014G2164200, Ag014G1938300, Ag014G2164400, Ag064G5104600, Ag014G2164300	XP_006297877.1, XP_023642466.1
OG0001609	Ag013G1397500	XP_023637071.1
OG0001609	Ag014G1784900	XP_006297400.1, XP_006279213.2
OG0001610	Ag013G1449500	XP_023645055.1, XP_006303492.1
OG0001611	Ag013G1484600	XP_006289217.1
OG0001611	Ag004G0553300	XP_006287466.1
OG0001612	Ag004G0553000	XP_023636646.1
OG0001612	Ag013G1488300	XP_023636375.1
OG0001613	Ag013G1498100	XP_006286517.1
OG0001613	Ag004G0549200	XP_006286838.1
OG0001614	Ag004G0444300	XP_023637298.1
OG0001614	Ag013G1528400	XP_006286676.1
OG0001615	Ag013G1528500	XP_006288665.1
OG0001616	Ag004G0451000	XP_006280038.1
OG0001617	Ag013G1548500	XP_006287587.1
OG0001617	Ag004G0461700	XP_006279782.1
OG0001618	Ag004G0510400	XP_023635732.1
OG0001618	Ag013G1559800	XP_006288817.1
OG0001619	Ag013G1572400	XP_006290096.1
OG0001619	Ag034G3683600	XP_006305009.1
OG0001620	Ag034G3743900	XP_006307675.1
OG0001621	Ag013G1624800	XP_006294046.1
OG0001621	Ag034G3737500	XP_006307292.1
OG0001622	Ag034G3734700	XP_006303356.1
OG0001622	Ag013G1628400	XP_006295008.1
OG0001623	Ag013G1635200	XP_006294509.1
OG0001623	Ag034G3732100	XP_006305147.1
OG0001624	Ag013G1640200	XP_023640159.1
OG0001624	Ag034G3728800	XP_006306356.1
OG0001625	Ag013G1652300	XP_023640042.1
OG0001625	Ag034G3718600	XP_023645715.1
OG0001626	Ag013G1672900, Ag034G3700600	XP_006304294.1, XP_006295192.1
OG0001627	Ag034G3699300	XP_006307243.1
OG0001627	Ag013G1674600	XP_006294009.1
OG0001628	Ag013G1685300	XP_006281990.1
OG0001629	Ag013G1690600	XP_006286575.1
OG0001629	Ag034G3687800	XP_006305692.1
OG0001630	Ag013G1700400, Ag078G5381800	XP_006284181.1, XP_006280857.1
OG0001631	Ag023G2803900	XP_006280020.1
OG0001631	Ag013G1712800	XP_023633095.1
OG0001632	Ag013G1722600	XP_006306466.1
OG0001633	Ag004G0494000, Ag004G0494900, Ag004G0494700, Ag004G0494300, Ag004G0636000, Ag004G0635400	XP_006279131.2
OG0001633	Ag004G0493800	XP_023633569.1
OG0001634	Ag004G0501100	XP_006280810.1
OG0001635	Ag004G0774700	XP_006290987.1
OG0001636	Ag004G0759100	XP_023638018.1
OG0001638	Ag004G0562100	XP_006293475.1, XP_023636156.1
OG0001640	Ag004G0739900	XP_006281082.2
OG0001641	Ag004G0745800	XP_006280442.1
OG0001642	Ag004G0749300, Ag004G0749600	XP_006280637.1
OG0001643	Ag010G1007800	XP_023634672.1
OG0001643	Ag020G2556700, Ag004G0781100	XP_023643854.1
OG0001644	Ag014G1939600	XP_006297206.1
OG0001645	Ag022G2696900	XP_006287223.1
OG0001646	Ag022G2709600	XP_006288553.1
OG0001646	Ag014G1929600	XP_006298418.1
OG0001647	Ag031G3303500	XP_006292243.1
OG0001647	Ag022G2741600	XP_006287072.1
OG0001648	Ag075G5287000	XP_023635217.1
OG0001648	Ag012G1308500	XP_006291641.1
OG0001649	Ag075G5291500	XP_006285462.1
OG0001649	Ag012G1310600	XP_006290621.1
OG0001650	Ag075G5298400	XP_023635388.1
OG0001650	Ag002G0109200, Ag063G5083600	XP_006302755.1
OG0001651	Ag034G3899700	XP_006304162.1
OG0001651	Ag048G4583400	XP_006302763.1
OG0001652	Ag048G4589000	XP_006302314.1
OG0001652	Ag048G4589100	XP_006301048.1
OG0001653	Ag034G3902500	XP_023645760.1
OG0001654	Ag048G4625900	XP_023644422.1, XP_023632746.1
OG0001655	Ag036G4103900	XP_006300555.1
OG0001655	Ag033G3581600	XP_006285929.1
OG0001656	Ag048G4661900	XP_006302646.1
OG0001656	Ag034G3990100	XP_006305520.1
OG0001657	Ag011G1125000	XP_006282621.2
OG0001657	Ag040G4337100	XP_006297849.2
OG0001658	Ag040G4350000	XP_006299191.1
OG0001659	Ag032G3419200	XP_023645061.1
OG0001659	Ag025G2901600, Ag014G1954500	XP_006298037.1
OG0001660	Ag032G3454700	XP_006307088.1
OG0001661	Ag032G3475300	XP_023632742.1
OG0001661	Ag014G2009900	XP_023641765.1
OG0001662	Ag054G4875800	XP_006294991.1
OG0001662	Ag017G2406400	XP_006291851.1
OG0001663	Ag031G3411300	XP_006292114.2
OG0001664	Ag054G4890100	XP_006293975.1
OG0001664	Ag031G3405500	XP_006290839.1
OG0001665	Ag054G4890200	XP_006294225.1
OG0001666	Ag007G0907000	XP_023635256.1
OG0001666	Ag027G3031100	XP_006300270.2
OG0001667	Ag007G0932600	XP_006285957.1
OG0001667	Ag014G2033800	XP_006299574.1
OG0001668	Ag014G2039700	XP_006298433.2
OG0001668	Ag025G2900500, Ag007G0934100	XP_006285439.2
OG0001669	Ag007G0935300, Ag025G2901300	XP_023635488.1
OG0001669	Ag025G2901400, Ag007G0935400	XP_023635487.1
OG0001670	Ag078G5366900	XP_023643609.1
OG0001670	Ag078G5367100	XP_023644101.1
OG0001671	Ag011G1187000	XP_006292070.1
OG0001671	Ag071G5240400	XP_006284631.2
OG0001672	Ag012G1322100	XP_006291168.1
OG0001672	Ag034G3834400	XP_006307561.1
OG0001673	Ag012G1330400	XP_023638392.1
OG0001673	Ag034G3843500	XP_006307687.1
OG0001674	Ag014G2126700	XP_006297544.1
OG0001674	Ag001G0011900	XP_006307361.1
OG0001675	Ag014G2141200	XP_006300082.1
OG0001676	Ag027G3069200, Ag014G2172600	XP_006300186.1
OG0001676	Ag001G0056800, Ag001G0057000	XP_006304787.1
OG0001677	Ag014G2032400	XP_006299456.1
OG0001677	Ag001G0068600	XP_006307303.1
OG0001678	Ag001G0069600, Ag001G0069700, Ag001G0069900, Ag001G0070200	XP_006306549.1, XP_006304601.2, XP_006303855.1
OG0001679	Ag001G0084500	XP_006304271.2
OG0001679	Ag014G2018200	XP_006298794.1
OG0001680	Ag050G4757600, Ag050G4757300, Ag050G4757500, Ag050G4757700, Ag050G4758200, Ag050G4758000	XP_023638911.1
OG0001681	Ag050G4794400	XP_006284521.1
OG0001681	Ag037G4135500, Ag016G2318600	XP_006281094.1
OG0001682	Ag016G2318700, Ag037G4135400	XP_006280965.1
OG0001682	Ag050G4794800	XP_006284364.1
OG0001683	Ag044G4494800	XP_006296698.1
OG0001683	Ag011G1144600	XP_023635078.1
OG0001684	Ag044G4495500	XP_006299920.1
OG0001684	Ag011G1142900	XP_006285214.1
OG0001685	Ag066G5140900	XP_006288602.1
OG0001685	Ag033G3533600	XP_006282894.2
OG0001686	Ag033G3533800	XP_006283166.1
OG0001686	Ag066G5141300	XP_006287117.1
OG0001687	Ag033G3622400	XP_006284435.1
OG0001687	Ag087G5426200, Ag066G5155800	XP_006288545.1
OG0001688	Ag033G3643900	XP_006299071.1
OG0001688	Ag002G0235500	XP_023644202.1
OG0001689	Ag015G2258300	XP_006304719.1
OG0001690	Ag031G3174900	XP_006291908.1
OG0001691	Ag031G3176500	XP_006291395.1
OG0001691	Ag003G0283700	XP_023639788.1
OG0001692	Ag031G3178500	XP_006292696.1
OG0001692	Ag003G0281700	XP_006293559.1
OG0001693	Ag003G0297200	XP_006294290.1
OG0001693	Ag031G3191400	XP_023638997.1
OG0001694	Ag031G3218800	XP_006296302.1
OG0001695	Ag031G3224500	XP_006291683.1
OG0001695	Ag003G0334500	XP_006294803.1
OG0001696	Ag031G3224600	XP_006291654.1
OG0001696	Ag003G0338200	XP_006294752.1
OG0001697	Ag003G0367100	XP_006294325.1
OG0001697	Ag031G3244200	XP_006290307.1
OG0001698	Ag003G0375500	XP_006295872.1
OG0001698	Ag031G3258900	XP_023637931.1
OG0001699	Ag003G0393600	XP_023640740.1
OG0001699	Ag031G3287700	XP_006292285.1
OG0001700	Ag031G3307700	XP_006291619.2
OG0001701	Ag039G4267700	XP_006295217.1
OG0001702	Ag014G1863700	XP_006290247.2
OG0001703	Ag029G3112200	XP_006298759.1
OG0001704	Ag067G5200400	XP_006299245.2
OG0001705	Ag039G4220500	XP_006295052.1
OG0001706	Ag015G2184700	XP_006295299.1
OG0001707	Ag026G2985700, Ag021G2595400	XP_006286977.1
OG0001708	Ag021G2597800	XP_006288926.1
OG0001708	Ag034G4029500	XP_006305741.2
OG0001709	Ag021G2603600	XP_006289036.1
OG0001709	Ag052G4856400	XP_006306309.1
OG0001710	Ag014G1845300	XP_006298830.2
OG0001710	Ag038G4157800	XP_006289501.1
OG0001711	Ag038G4173400	XP_006287284.1
OG0001712	Ag014G1828100	XP_023642104.1
OG0001712	Ag038G4175200	XP_006287445.1
OG0001713	Ag003G0362400	XP_006295770.1
OG0001714	Ag014G1772800	XP_006299222.1
OG0001715	Ag014G1797700	XP_006298029.2
OG0001715	Ag014G1797500	XP_006299641.1
OG0001716	Ag034G3758500	XP_006305180.1
OG0001716	Ag014G1819400	XP_006298023.1
OG0001717	Ag014G2038300	XP_006298694.1
OG0001717	Ag014G1837800	XP_006300231.1
OG0001719	Ag014G1852600	XP_006298105.2
OG0001719	Ag060G5000800	XP_006288327.1
OG0001720	Ag014G1855200	XP_023642731.1
OG0001720	Ag060G5006100	XP_023637379.1
OG0001721	Ag014G1856200	XP_006299360.1
OG0001722	Ag014G1859600	XP_006298920.1, XP_023642611.1
OG0001723	Ag014G1864000	XP_006297767.1
OG0001723	Ag043G4459000	XP_006280540.1
OG0001724	Ag014G1902700	XP_023641152.1
OG0001726	Ag014G2070400	XP_006297517.1
OG0001727	Ag014G2079800	XP_023641548.1
OG0001727	Ag025G2944000	XP_006305620.2
OG0001728	Ag010G1019000	XP_023634581.1
OG0001728	Ag073G5258700	XP_006282408.2
OG0001729	Ag017G2430700, Ag017G2431100	XP_006292426.1, XP_006291226.2, XP_006293238.1
OG0001730	Ag034G3660000	XP_006303927.1
OG0001730	Ag019G2519300	XP_023636465.1
OG0001731	Ag019G2518200	XP_023636327.1
OG0001731	Ag034G3660400	XP_006306065.1
OG0001732	Ag019G2497400	XP_006288569.1
OG0001732	Ag034G3668300	XP_006304164.1
OG0001733	Ag034G3672300	XP_006307204.1
OG0001733	Ag019G2492800	XP_006289883.1
OG0001734	Ag002G0260700	XP_023643602.1
OG0001734	Ag034G3777000	XP_006306171.1
OG0001735	Ag034G3798000	XP_006304923.1
OG0001736	Ag002G0212500	XP_006302611.1
OG0001736	Ag034G3801500	XP_006305476.1
OG0001737	Ag034G3816500	XP_006285121.1
OG0001737	Ag034G3816800, Ag034G3816700	XP_006303602.1
OG0001738	Ag002G0179400	XP_023643501.1
OG0001739	Ag034G3836400	XP_006306033.1, XP_023637779.1
OG0001740	Ag034G4035300	XP_006307013.1
OG0001741	Ag011G1067600	XP_023634102.1
OG0001741	Ag034G4046900	XP_006289490.1
OG0001742	Ag034G4061500	XP_006300462.1
OG0001742	Ag018G2456600	XP_006307677.2
OG0001743	Ag034G4065200	XP_006302420.2
OG0001744	Ag002G0204200, Ag002G0204300	XP_006301932.1, XP_006301401.1
OG0001745	Ag011G1057000	XP_023634882.1
OG0001746	Ag011G1063600	XP_006284193.1
OG0001747	Ag011G1074800	XP_006283849.1
OG0001748	Ag011G1098500	XP_023645131.1
OG0001749	Ag011G1147000	XP_006284811.1
OG0001750	Ag011G1246600	XP_006283597.2
OG0001751	Ag011G1266700	XP_023633715.1
OG0001763	Ag014G1803100	XP_023642109.1
OG0001763	Ag013G1359200	XP_006288541.1
OG0001764	Ag013G1380800	XP_006287053.1
OG0001764	Ag014G1793300	XP_006297010.1
OG0001765	Ag013G1387900	XP_006288374.1
OG0001765	Ag014G1791100	XP_006299282.2
OG0001766	Ag013G1390800	XP_006288393.1
OG0001766	Ag013G1390600	XP_006288423.1
OG0001767	Ag034G3804500	XP_023645613.1
OG0001767	Ag034G3806100, Ag013G1401600, Ag034G3805700, Ag034G3805400, Ag034G3805500, Ag034G3806400, Ag034G3806200, Ag034G3805300	XP_006306761.2
OG0001768	Ag034G4065300	XP_006300761.1
OG0001768	Ag013G1432200	XP_023636484.1
OG0001769	Ag013G1446900	XP_006299049.1
OG0001770	Ag048G4569300	XP_006301096.1
OG0001770	Ag013G1450500	XP_006286429.1
OG0001771	Ag013G1759700	XP_006307511.1
OG0001772	Ag013G1522900	XP_006287181.1
OG0001772	Ag004G0433600	XP_023643733.1
OG0001773	Ag004G0437100	XP_006281320.1
OG0001773	Ag013G1524400	XP_023636717.1
OG0001774	Ag013G1562200	XP_006287282.1
OG0001774	Ag004G0505100	XP_006280119.2
OG0001775	Ag013G1568100	XP_006289110.1
OG0001775	Ag004G0496300	XP_006280691.1
OG0001776	Ag034G3681400	XP_006290397.1, XP_006305470.1
OG0001776	Ag013G1571300	XP_023636547.1
OG0001777	Ag034G3743100	XP_006306790.1
OG0001777	Ag013G1614100	XP_023640987.1
OG0001778	Ag013G1618900	XP_006294781.2
OG0001778	Ag034G3741700	XP_006304049.2
OG0001779	Ag013G1621500, Ag034G3740500	XP_006294810.1
OG0001780	Ag034G3733800	XP_006306138.1
OG0001780	Ag013G1631400	XP_006296469.1
OG0001781	Ag034G3724800	XP_006307566.2
OG0001781	Ag013G1644200	XP_023640475.1
OG0001782	Ag013G1672800	XP_006293894.1
OG0001783	Ag013G1687300	XP_006280931.1
OG0001783	Ag034G3692100	XP_006305479.1
OG0001784	Ag013G1693900	XP_006283388.1
OG0001785	Ag051G4809800	XP_006279619.1
OG0001785	Ag013G1696800	XP_006283770.1
OG0001786	Ag013G1697600, Ag013G1697400, Ag013G1697100, Ag013G1697000, Ag013G1697500	XP_006284509.1, XP_006285403.1
OG0001787	Ag023G2802000	XP_006281332.1
OG0001787	Ag013G1708400, Ag013G1708500	XP_006305932.1
OG0001788	Ag013G1712200	XP_006282039.2
OG0001789	Ag013G1744200	XP_023646025.1
OG0001789	Ag023G2822900	XP_006296411.1
OG0001790	Ag004G0468100	XP_006282257.2
OG0001791	Ag004G0475700	XP_023645273.1
OG0001791	Ag014G1940000	XP_006296634.1
OG0001792	Ag004G0476900, Ag004G0476800	XP_023638193.1, XP_006290494.1
OG0001793	Ag004G0503600	XP_023645439.1
OG0001793	Ag034G3948500	XP_006305227.1
OG0001794	Ag033G3570700	XP_023638689.1, XP_006292580.1
OG0001794	Ag004G0521500, Ag004G0521700, Ag004G0522300	XP_023637450.1
OG0001795	Ag004G0550500	XP_023637534.1
OG0001795	Ag027G3071800	XP_023642635.1
OG0001796	Ag004G0587300, Ag004G0587100	XP_006291340.1, XP_006288013.1
OG0001797	Ag004G0590400	XP_006286717.1
OG0001798	Ag004G0619200	XP_006292887.1, XP_006279992.1
OG0001800	Ag004G0651200	XP_006291377.1, XP_006280838.1
OG0001801	Ag003G0409900	XP_006281483.1
OG0001802	Ag004G0732400	XP_006279481.1
OG0001803	Ag014G1940300	XP_006300109.1
OG0001803	Ag022G2683400	XP_006288674.1
OG0001804	Ag022G2709000	XP_006288480.1
OG0001804	Ag042G4400600	XP_006299761.2
OG0001805	Ag014G1914400	XP_006297536.1
OG0001805	Ag022G2732300	XP_006287589.1
OG0001806	Ag014G1909500	XP_006298186.1
OG0001806	Ag022G2738900	XP_023636726.1
OG0001807	Ag022G2739400, Ag033G3573000	XP_006287130.2
OG0001807	Ag014G1909300	XP_006297063.1
OG0001808	Ag022G2759800	XP_006288065.2
OG0001809	Ag012G1308300	XP_006290916.1
OG0001809	Ag075G5286600	XP_006282586.1
OG0001810	Ag011G1101200	XP_023634531.1, XP_023634530.1
OG0001811	Ag034G3914400	XP_023645140.1
OG0001811	Ag048G4612100	XP_006302546.1
OG0001812	Ag034G4000100	XP_006305440.1
OG0001813	Ag034G3998200	XP_006303434.2
OG0001814	Ag048G4654000	XP_006302354.1
OG0001814	Ag034G3996000	XP_006305020.1
OG0001815	Ag048G4679600	XP_006300921.1
OG0001815	Ag034G3978700	XP_006306122.1
OG0001817	Ag025G2932600	XP_006291388.1
OG0001818	Ag034G3962500	XP_006305906.1
OG0001818	Ag048G4719200	XP_006301214.2, XP_006300418.1, XP_006300502.1
OG0001819	Ag040G4340000	XP_006298120.1
OG0001819	Ag011G1123100	XP_006284082.1
OG0001820	Ag011G1107900	XP_006284201.1
OG0001820	Ag040G4349900	XP_023641781.1
OG0001821	Ag054G4887400	XP_006295031.1
OG0001821	Ag031G3406000	XP_006291949.1
OG0001822	Ag012G1323200	XP_006291577.2
OG0001822	Ag054G4896900	XP_006294859.1
OG0001823	Ag007G0925800	XP_023635101.1
OG0001824	Ag078G5333300	XP_006302831.1
OG0001824	Ag034G3930200	XP_006305629.1
OG0001825	Ag078G5366600	XP_006289706.1
OG0001826	Ag078G5380200	XP_023642963.1
OG0001826	Ag034G3949500	XP_006307492.1
OG0001827	Ag045G4523800	XP_006284503.1
OG0001827	Ag042G4431400	XP_006298305.2
OG0001828	Ag018G2475000	XP_006305472.2
OG0001829	Ag050G4773900	XP_006283811.2
OG0001829	Ag006G0799100, Ag058G4986500	XP_006279647.1
OG0001830	Ag006G0830900	XP_006281452.1
OG0001830	Ag050G4749700	XP_006285874.1
OG0001831	Ag034G3740700	XP_006306633.2
OG0001832	Ag001G0062600	XP_006307333.1
OG0001833	Ag014G2026900	XP_006298756.1
OG0001833	Ag001G0075100	XP_006303402.1
OG0001834	Ag023G2818000	XP_006293347.2
OG0001834	Ag051G4803500, Ag073G5264000	XP_006280376.1
OG0001835	Ag050G4784700, Ag050G4784400, Ag050G4785000, Ag050G4743500, Ag050G4785200, Ag050G4784300, Ag050G4784200, Ag050G4784100, Ag050G4783800, Ag025G2921400, Ag002G0244000, Ag019G2534800, Ag031G3375800	XP_006282484.2
OG0001836	Ag034G3740400	XP_006307299.2
OG0001838	Ag044G4503100	XP_006297944.1
OG0001838	Ag011G1126400	XP_006283968.1
OG0001839	Ag021G2612500	XP_006287720.1
OG0001840	Ag033G3508600	XP_006284133.1
OG0001840	Ag030G3129000	XP_006290008.2
OG0001841	Ag033G3555200	XP_006285504.1
OG0001842	Ag034G3681800	XP_006307444.1
OG0001842	Ag033G3587400	XP_023634704.1, XP_006286270.1
OG0001843	Ag016G2376400	XP_006286947.1
OG0001843	Ag033G3598300	XP_006285730.1
OG0001844	Ag016G2391700	XP_006288655.1
OG0001844	Ag033G3613000	XP_023635225.1
OG0001845	Ag034G3752000	XP_006303909.1
OG0001846	Ag029G3097500, Ag031G3304800, Ag031G3144500	XP_006291943.1
OG0001846	Ag003G0412000	XP_006295028.2
OG0001848	Ag031G3191300	XP_006290283.1
OG0001849	Ag031G3218400	XP_006290271.1
OG0001849	Ag003G0326200	XP_006295629.1
OG0001850	Ag031G3224300	XP_023638716.1
OG0001850	Ag003G0334100	XP_006295631.1
OG0001851	Ag031G3226600	XP_006293166.1
OG0001851	Ag003G0339400	XP_006296120.1
OG0001852	Ag031G3229200	XP_006293076.1
OG0001852	Ag003G0344900	XP_023639862.1
OG0001853	Ag003G0347600	XP_006294247.1
OG0001853	Ag031G3231700	XP_023638841.1
OG0001854	Ag039G4263600, Ag031G3236100	XP_006292274.1, XP_006292821.1, XP_006293210.1
OG0001854	Ag031G3236700	XP_006290706.1
OG0001855	Ag039G4189600	XP_006293762.1
OG0001855	Ag031G3316500	XP_006290448.1
OG0001856	Ag039G4227100	XP_006295433.1
OG0001856	Ag031G3340300	XP_006291661.2
OG0001857	Ag031G3363200, Ag031G3363400	XP_006301950.1, XP_006301420.1, XP_006300759.1
OG0001858	Ag031G3392700	XP_006290770.2
OG0001858	Ag039G4322700	XP_006293949.1
OG0001859	Ag011G1097600	XP_023634767.1
OG0001859	Ag042G4388200	XP_006297195.1
OG0001860	Ag011G1093400	XP_006284599.1
OG0001860	Ag042G4393200	XP_023642707.1
OG0001861	Ag036G4099000	XP_023643950.1
OG0001861	Ag039G4324400, Ag039G4324500	XP_023643974.1
OG0001862	Ag066G5128800	XP_006289733.1, XP_006289141.1
OG0001863	Ag066G5144400	XP_006289552.2
OG0001864	Ag015G2196500	XP_006295418.1
OG0001864	Ag011G1070400	XP_006282579.1
OG0001866	Ag034G3776600	XP_006307151.1
OG0001866	Ag015G2254800, Ag014G1881600	XP_006297274.2
OG0001867	Ag003G0382700, Ag003G0382600	XP_006295203.1, XP_006295194.1
OG0001869	Ag034G3992700	XP_006306573.1
OG0001869	Ag003G0393900	XP_006299104.2, XP_006295588.1
OG0001870	Ag034G3804900	XP_023640420.1
OG0001871	Ag014G1785500	XP_006298279.1, XP_023641061.1
OG0001872	Ag034G4056800, Ag014G1849900	XP_006298613.2
OG0001872	Ag064G5094900, Ag027G3009600	XP_006298578.1
OG0001873	Ag034G3852900	XP_006304202.1
OG0001873	Ag014G1893600	XP_006292548.1
OG0001874	Ag011G1177900	XP_006294632.1
OG0001874	Ag014G2127800	XP_006284155.1
OG0001875	Ag061G5022000	XP_023634628.1
OG0001876	Ag061G5022800	XP_006284319.2
OG0001877	Ag061G5033800	XP_006291554.1, XP_006300548.1
OG0001878	Ag034G3657200	XP_006307308.1
OG0001879	Ag034G3792500	XP_006303653.1
OG0001879	Ag010G0991400	XP_006282856.2
OG0001880	Ag034G3793600	XP_006307589.1
OG0001880	Ag002G0227200	XP_006300485.1
OG0001881	Ag034G3818000	XP_006306083.1
OG0001881	Ag002G0181800	XP_006302557.1
OG0001882	Ag034G3818700	XP_006304470.1
OG0001882	Ag002G0180800	XP_023644376.1
OG0001883	Ag002G0158800	XP_006302410.2
OG0001883	Ag034G3829200	XP_006303254.1
OG0001884	Ag085G5419700	XP_006290515.1
OG0001884	Ag034G3840000	XP_006303139.1
OG0001885	Ag034G3864900	XP_006305549.1
OG0001886	Ag034G3882000	XP_006307324.1
OG0001888	Ag018G2442600	XP_006300438.1
OG0001888	Ag034G3918300	XP_006307188.1
OG0001889	Ag034G3924100	XP_006304571.1
OG0001890	Ag034G3998100	XP_023637918.1, XP_023637920.1
OG0001890	Ag034G3998000	XP_023643642.1
OG0001891	Ag034G4071200	XP_006302365.1
OG0001891	Ag018G2465500	XP_006304530.1
OG0001892	Ag011G1067100	XP_006285086.1
OG0001892	Ag011G1067200	XP_006284001.1
OG0001893	Ag011G1173900	XP_006294433.1
OG0001894	Ag011G1217000	XP_006284046.1
OG0001895	Ag011G1256900	XP_023635167.1
OG0001896	Ag011G1257600	XP_006283757.1
OG0001897	Ag011G1268900	XP_023634709.1, XP_023640636.1
OG0001910	Ag047G4545000, Ag046G4531400	XP_006286176.1
OG0001911	Ag047G4549400, Ag046G4536500	XP_006284256.1
