Orthogroup	Alyssum_gmelinii	Cochlearia_excelsa
OG0000579	Ag014G1776500	g7906
OG0000579	Ag004G0502800	g433, g9919
OG0000580	Ag013G1646100	g39847
OG0000581	Ag004G0571100	g41399
OG0000581	Ag004G0571000	g41560
OG0000582	Ag004G0595000, Ag004G0594900	g17977
OG0000582	Ag011G1188600	g19604
OG0000583	Ag032G3467600	g36635
OG0000583	Ag034G3911600	g27359
OG0000583	Ag048G4606100	g46461
OG0000584	Ag028G3084900, Ag026G2978700	g28219, g36991
OG0000584	Ag039G4328100, Ag002G0203500	g40964
OG0000587	Ag034G3988100, Ag034G3988000, Ag034G3988300, Ag034G3988200	g44684, g44686
OG0000587	Ag019G2506400, Ag019G2506100	g2580
OG0000588	Ag013G1619800	g51163
OG0000589	Ag039G4199400, Ag024G2868400, Ag014G1807200, Ag004G0562200	g28961
OG0000590	Ag004G0673700	g46709, g22602, g22608, g28292
OG0000592	Ag048G4606000	g46462
OG0000592	Ag034G3913500, Ag034G3911500	g49988
OG0000592	Ag010G1012200	g23624
OG0000593	Ag048G4622000	g46398
OG0000593	Ag015G2253000, Ag014G2093500	g13318, g11992
OG0000594	Ag006G0832000	g50705
OG0000595	Ag078G5369600	g17988
OG0000596	Ag019G2523500, Ag019G2523700	g38393
OG0000596	Ag012G1334800	g52644
OG0000597	Ag034G4050600, Ag034G4050500	g17740, g16321
OG0000597	Ag031G3364500	g24549
OG0000597	Ag039G4198900, Ag039G4197900	g47041
OG0000598	Ag042G4409900, Ag066G5131100	g27801
OG0000599	Ag011G1043800	g18305
OG0000600	Ag034G3673800	g12549
OG0000600	Ag038G4167100, Ag014G1838100	g53288, g7700
OG0000601	Ag003G0403800, Ag034G3781500	g44058, g37413
OG0000602	Ag014G1859100	g12937
OG0000604	Ag073G5262400	g23738
OG0000605	Ag002G0259000	g39480
OG0000605	Ag019G2498200	g25435
OG0000613	Ag031G3397500	g19206
OG0000613	Ag014G1903400, Ag039G4230200, Ag047G4547400, Ag046G4535100	g12391, g7465, g13062
OG0000613	Ag004G0577600, Ag022G2756200	g5741
OG0000614	Ag013G1623600	g36969, g37007
OG0000615	Ag034G4041600, Ag013G1707600	g25928
OG0000615	Ag013G1707700	g25927
OG0000616	Ag034G3962900, Ag004G0497900	g31850
OG0000617	Ag022G2705100	g45438
OG0000617	Ag022G2705000, Ag022G2704700	g29704
OG0000618	Ag022G2792600	g5854
OG0000618	Ag014G1939900	g7358
OG0000619	Ag032G3420600	g54384
OG0000620	Ag033G3575800, Ag016G2346400	g40503, g46686
OG0000620	Ag037G4138700, Ag016G2316200	g11041
OG0000621	Ag031G3290600	g14112
OG0000623	Ag011G1106400	g22949, g47953, g18248
OG0000624	Ag003G0354100	g38222
OG0000625	Ag014G1964600, Ag014G1964400	g13165, g7245, g54314
OG0000626	Ag034G3836100	g31431
OG0000627	Ag002G0234300	g44133
OG0000627	Ag002G0234000, Ag002G0233900	g44132, g41019, g41018
OG0000628	Ag011G1214300, Ag011G1215500, Ag011G1215300, Ag011G1214600	g23152
OG0000633	Ag033G3577700, Ag033G3578400, Ag013G1462300	g50324
OG0000635	Ag004G0610700	g830
OG0000636	Ag004G0632000	g28768, g1290
OG0000637	Ag089G5448700	g2921
OG0000637	Ag039G4311000	g19186
OG0000638	Ag004G0632500	g1289
OG0000639	Ag031G3204100	g1837
OG0000639	Ag003G0308500	g52299, g37652
OG0000640	Ag004G0701400	g17009
OG0000641	Ag065G5118500	g13897, g23476, g17007
OG0000642	Ag003G0306100, Ag022G2698300, Ag003G0306000	g37665, g37664
OG0000642	Ag003G0306400	g38249
OG0000643	Ag014G1900600, Ag022G2765000	g7477, g12395, g29845
OG0000645	Ag031G3299300	g31077
OG0000646	Ag031G3391800	g19197, g2358
OG0000646	Ag039G4319600, Ag039G4319700	g38064
OG0000647	Ag066G5139400	g35170
OG0000649	Ag034G3938500	g27399, g31749, g50029
OG0000649	Ag014G2072200	g6901
OG0000650	Ag014G2104500	g6843
OG0000650	Ag011G1219200	g18192
OG0000652	Ag013G1373700	g5008, g5012
OG0000653	Ag003G0283900, Ag013G1579800, Ag031G3176400	g18739, g11148, g37743
OG0000655	Ag014G1996600	g51449, g37082, g7149
OG0000656	Ag062G5059700	g10673
OG0000656	Ag034G3852400	g31492
OG0000657	Ag025G2961300, Ag011G1133400, Ag011G1133000	g46524
OG0000658	Ag004G0514400, Ag004G0513300	g9960
OG0000660	Ag004G0728600, Ag004G0728700	g28538
OG0000661	Ag025G2923400	g43864
OG0000661	Ag003G0284500	g37733, g50833
OG0000661	Ag034G3673300	g30793
OG0000661	Ag022G2630600	g39558
OG0000663	Ag034G3946800	g27410
OG0000663	Ag078G5368100	g46124, g44549
OG0000669	Ag002G0094800, Ag052G4865000, Ag031G3406800, Ag015G2269300, Ag034G3901200, Ag034G4028600	g32732, g40273
OG0000671	Ag034G3785500, Ag030G3132200, Ag030G3131600, Ag030G3132500	g25667
OG0000672	Ag021G2621600	g19546
OG0000673	Ag034G3710700, Ag034G3710800, Ag034G3710600, Ag034G3710400, Ag034G3710500	g30919, g30920
OG0000678	Ag016G2401300, Ag066G5165500, Ag013G1550600, Ag016G2401400, Ag066G5165300	g5478, g5477, g5483, g5481
OG0000679	Ag013G1658700	g49954, g31625, g51289
OG0000680	Ag023G2816800	g23019, g1753, g13730, g37974
OG0000680	Ag013G1729700	g32394
OG0000681	Ag001G0078500	g36563, g54263
OG0000682	Ag002G0182900, Ag003G0392700	g37077, g37094, g6394, g45137, g37420
OG0000683	Ag009G0973300, Ag041G4363300	g10368
OG0000683	Ag014G1774500	g12697
OG0000684	Ag031G3260000	g18931, g18930, g1998
OG0000685	Ag014G1784500	g12753
OG0000685	Ag061G5028800	g46730, g18086
OG0000685	Ag020G2563800	g932
OG0000687	Ag016G2363500, Ag016G2363400	g53790, g53772, g53779
OG0000689	Ag074G5268300, Ag035G4079700, Ag066G5160700	g48909
OG0000690	Ag013G1361600, Ag011G1195300	g18149, g23193
OG0000691	Ag013G1404100	g5081
OG0000691	Ag014G1781800	g7879, g6216
OG0000692	Ag019G2488400, Ag001G0030900, Ag001G0030800, Ag001G0030700, Ag013G1437200, Ag013G1437400, Ag013G1437000, Ag013G1436900, Ag013G1437500, Ag013G1436800, Ag013G1437300, Ag013G1437100, Ag013G1437600, Ag002G0192800, Ag014G2074700, Ag014G2075200, Ag017G2419300, Ag017G2417000, Ag048G4713500, Ag048G4713700, Ag048G4713800, Ag054G4874800, Ag013G1606600, Ag013G1416600, Ag013G1703500, Ag013G1703400	g2440, g2441, g2438
OG0000693	Ag013G1649500, Ag013G1650000	g51261, g51258, g39834
OG0000694	Ag013G1661100	g39803
OG0000695	Ag031G3139900, Ag062G5063000	g17578
OG0000695	Ag003G0326100	g18804
OG0000696	Ag024G2897600	g40738
OG0000696	Ag010G1014900	g47643
OG0000697	Ag004G0627200, Ag004G0625800, Ag004G0626600, Ag004G0626100, Ag004G0626700, Ag004G0627300, Ag004G0627400, Ag004G0595400, Ag004G0628000, Ag004G0628100	g860, g862, g41317, g41316, g41315, g28789
OG0000699	Ag039G4275000, Ag019G2500400, Ag048G4636000, Ag048G4636100, Ag048G4636200, Ag003G0413800	g51991
OG0000700	Ag001G0053100, Ag001G0040600, Ag001G0041100, Ag001G0041400, Ag033G3525100, Ag060G5012400, Ag025G2927500, Ag057G4961900, Ag001G0039900, Ag001G0039800, Ag001G0039700	g28045, g28051
OG0000701	Ag031G3263800, Ag031G3264100	g45114
OG0000701	Ag039G4217900	g53817
OG0000702	Ag003G0402300	g52005
OG0000702	Ag031G3295200	g2106
OG0000703	Ag039G4225100	g37337
OG0000703	Ag031G3336000	g51831, g51825, g51828, g51826, g19066, g19065
OG0000704	Ag031G3384100, Ag002G0194300, Ag025G2909700, Ag038G4168800	g4789, g10133
OG0000705	Ag039G4220000	g37342
OG0000706	Ag003G0299000	g50800
OG0000706	Ag019G2508600	g45222
OG0000707	Ag003G0348400, Ag003G0348500	g52160, g37530
OG0000707	Ag014G1968900	g13190
OG0000708	Ag014G2031200	g12089
OG0000708	Ag014G2031400, Ag014G2031600	g12085, g12088, g12084, g12086, g12087, g12083
OG0000709	Ag036G4099300	g22655
OG0000711	Ag019G2528900	g44311
OG0000713	Ag031G3295400	g4632, g39532
OG0000714	Ag013G1603500	g51082, g51084, g28179
OG0000715	Ag004G0528900	g18570
OG0000716	Ag032G3434800	g36715
OG0000716	Ag014G1967500, Ag004G0714000	g54319
OG0000717	Ag034G3859900	g31518
OG0000717	Ag057G4958100	g45812
OG0000718	Ag034G4030100, Ag023G2839600	g16643
OG0000719	Ag051G4810000	g1309
OG0000720	Ag031G3178100, Ag031G3177700	g24725, g18725, g18726, g18727, g18724
OG0000721	Ag034G3793300	g6096
OG0000723	Ag014G2136100	g1518, g1520
OG0000724	Ag034G3691500	g30842, g49434
OG0000728	Ag013G1359900	g45753
OG0000729	Ag013G1594100	g53541
OG0000730	Ag048G4577900	g46550
OG0000730	Ag013G1658800	g39816
OG0000730	Ag034G3895400	g31624
OG0000732	Ag004G0540400	g587
OG0000732	Ag004G0446700	g18655, g9735
OG0000733	Ag022G2744500	g29815, g45374, g5711
OG0000735	Ag004G0601600, Ag006G0799000, Ag011G1234300	g28860
OG0000736	Ag004G0646000	g50687, g39240
OG0000737	Ag022G2640300	g39592
OG0000737	Ag034G3676600, Ag039G4279600	g49396
OG0000738	Ag022G2748500	g29827
OG0000738	Ag031G3405700	g2392
OG0000740	Ag048G4615800	g46440
OG0000740	Ag026G2989800, Ag021G2593100	g40242
OG0000741	Ag078G5378700	g46133, g44537
OG0000743	Ag031G3197100	g37256
OG0000744	Ag031G3210000	g18713
OG0000745	Ag065G5121300	g47697
OG0000746	Ag003G0343900	g18426
OG0000747	Ag014G2041100	g6993
OG0000747	Ag034G3673000	g49388, g30789, g26898
OG0000748	Ag002G0237600	g17396, g44135, g44131
OG0000749	Ag016G2380700	g4581
OG0000750	Ag065G5125700	g23088, g23092
OG0000751	Ag011G1054100	g16954, g25974
OG0000761	Ag055G4931500	g14408, g6195
OG0000761	Ag004G0767400, Ag004G0767700	g19417
OG0000762	Ag002G0092500, Ag014G1800400, Ag014G1800000, Ag014G1800500, Ag014G1799700, Ag014G1800100, Ag014G1799600	g12773
OG0000763	Ag013G1468600	g5274
OG0000763	Ag013G1467800, Ag013G1468300, Ag013G1468200	g45617
OG0000763	Ag013G1468100	g29359
OG0000764	Ag013G1529500	g29511
OG0000764	Ag011G1057900	g22739
OG0000766	Ag004G0598800	g28866, g807
OG0000766	Ag009G0975900, Ag041G4360400	g3089
OG0000767	Ag022G2674700, Ag022G2674200	g5583, g1670
OG0000768	Ag031G3160600	g50704
OG0000768	Ag022G2733600, Ag022G2733700	g45398
OG0000769	Ag012G1282400	g38177, g9749
OG0000770	Ag011G1029700, Ag034G3978000	g31913, g50129
OG0000771	Ag008G0947400, Ag016G2396900, Ag016G2396500	g11359, g19349
OG0000772	Ag067G5176300	g41820
OG0000772	Ag061G5034600	g46750
OG0000774	Ag025G2953400, Ag014G2135500	g47581
OG0000775	Ag034G3981800, Ag034G3981700	g27461
OG0000776	Ag034G3996200, Ag034G3997200	g31967
OG0000776	Ag002G0141100	g27487
OG0000782	Ag007G0893000	g24567
OG0000782	Ag034G3714700	g49502
OG0000783	Ag054G4882500, Ag054G4885800, Ag054G4895200, Ag033G3622900, Ag033G3622800, Ag066G5161500, Ag013G1669200	g51317, g51340, g51316
OG0000784	Ag013G1718300	g50452, g50492
OG0000787	Ag004G0706600	g1090
OG0000787	Ag031G3408200	g11321
OG0000788	Ag011G1195500	g18150
OG0000788	Ag022G2728200, Ag016G2324600, Ag022G2727800	g29776
OG0000789	Ag031G3385900, Ag039G4307800	g19178
OG0000790	Ag067G5196600	g44868
OG0000790	Ag048G4635700	g32229
OG0000790	Ag048G4619100	g44869
OG0000791	Ag048G4697200, Ag034G3931500, Ag034G3931900	g31729
OG0000793	Ag014G2002200	g12159
OG0000793	Ag032G3470300	g54285
OG0000793	Ag003G0381700	g52074
OG0000794	Ag011G1266800	g10410
OG0000795	Ag057G4960200, Ag063G5082700, Ag002G0109700	g44749
OG0000796	Ag012G1336800, Ag034G3841400	g10608
OG0000797	Ag006G0824400	g2808
OG0000797	Ag034G4049900	g2807
OG0000799	Ag001G0066800	g36525
OG0000799	Ag001G0066500, Ag001G0066200, Ag001G0066400	g36524
OG0000800	Ag033G3551100, Ag033G3551700, Ag033G3551200, Ag033G3649000	g17612
OG0000801	Ag031G3179300	g1754
OG0000801	Ag019G2493000	g39542
OG0000803	Ag003G0352600	g38223
OG0000803	Ag003G0352400, Ag003G0352800, Ag003G0351900	g37524
OG0000804	Ag014G1891900	g13025
OG0000806	Ag016G2362100	g35063, g42912, g8578, g8555, g26851, g26127, g35519, g26688, g37184, g37801, g35350, g34959, g15712, g8577, g33187, g35482, g45370, g16290, g47352, g3773, g53643, g38564, g21523, g42181, g35103, g32971, g42285, g43204, g41932, g15637, g43875, g8561, g48226, g26151, g30397, g30479, g42632, g26283, g35062, g53999, g3838, g26128, g42557, g42911, g25383, g19899, g9182, g26689, g17793, g44043, g53116, g42934, g30082, g48061, g53585, g35480, g19898
OG0000813	Ag016G2317600, Ag037G4136600, Ag013G1738300, Ag014G2073700	g54336
OG0000814	Ag013G1759400, Ag034G3810500, Ag032G3440900, Ag032G3440800, Ag032G3440200, Ag032G3440000, Ag034G3810400	g27166
OG0000816	Ag004G0755100	g39401
OG0000817	Ag022G2706100	g29708
OG0000817	Ag014G1931600, Ag014G1933600	g7389
OG0000818	Ag022G2789900	g5834
OG0000821	Ag058G4975100, Ag006G0807500	g51076
OG0000823	Ag031G3212900	g24626, g6994
OG0000824	Ag014G2150800, Ag014G2150400, Ag014G1992700, Ag014G2150300	g11934
OG0000825	Ag014G2051700, Ag014G2051300, Ag014G2051200, Ag014G2051400	g6958
OG0000826	Ag034G3729600	g31014
OG0000826	Ag034G3729500	g31013
OG0000827	Ag002G0255300	g41060
OG0000827	Ag034G3779700	g49716
OG0000828	Ag018G2477700	g50360, g27587
OG0000828	Ag034G3853600	g32151
OG0000829	Ag034G3976100, Ag034G3980500, Ag034G3980400	g11006
OG0000832	Ag013G1610100	g39999
OG0000832	Ag004G0647300	g1260
OG0000833	Ag013G1623100	g46873
OG0000834	Ag013G1633900, Ag034G3664100	g49354
OG0000834	Ag034G3664000	g49351
OG0000835	Ag013G1647700, Ag013G1647600	g37905
OG0000836	Ag004G0549100, Ag002G0189800, Ag004G0548800, Ag004G0549000	g18547, g18546, g51023
OG0000837	Ag004G0589400, Ag004G0589700, Ag004G0588600, Ag004G0587900, Ag004G0588200	g778
OG0000839	Ag022G2766800, Ag014G2113500	g29846, g5767
OG0000839	Ag014G1899900	g7481
OG0000840	Ag032G3449800, Ag032G3449700	g54357, g54355, g54356
OG0000841	Ag007G0857000	g26701
OG0000842	Ag083G5408000, Ag001G0006900, Ag001G0006700, Ag083G5408200, Ag083G5408100, Ag001G0006800	g36403, g36381
OG0000843	Ag031G3195500	g1795
OG0000844	Ag039G4200200	g51911
OG0000845	Ag021G2603800	g40312
OG0000845	Ag052G4856000	g27798, g32658
OG0000846	Ag038G4154800	g4864
OG0000847	Ag061G5045900	g28734
OG0000848	Ag016G2320300, Ag037G4131900	g13748, g13750
OG0000857	Ag013G1717600	g46806
OG0000857	Ag013G1508200, Ag013G1505500	g29451
OG0000858	Ag023G2802700	g37044
OG0000859	Ag004G0568200	g28935
OG0000860	Ag004G0609900	g13766
OG0000861	Ag004G0610500	g828
OG0000862	Ag034G3830400, Ag034G3830600	g25381, g9895, g5011
OG0000863	Ag048G4585300	g44317
OG0000863	Ag032G3419500, Ag014G1955100	g13146
OG0000865	Ag032G3421800	g19586
OG0000866	Ag001G0069200	g14335
OG0000867	Ag016G2322300, Ag037G4130400	g10891, g40691
OG0000867	Ag033G3558100	g47213
OG0000867	Ag050G4795800	g24255
OG0000868	Ag008G0961500	g2592
OG0000869	Ag033G3525800	g3375
OG0000869	Ag033G3530100, Ag014G1930400	g40440
OG0000870	Ag031G3325400	g2161
OG0000870	Ag014G1915300	g12365
OG0000871	Ag039G4310400	g51643
OG0000871	Ag031G3386700	g19181, g2336
OG0000872	Ag039G4315200, Ag014G2009000, Ag014G2009100	g19425
OG0000872	Ag003G0342400	g37548
OG0000873	Ag014G1853300	g42736, g29149, g29151, g8800, g45530, g51875, g41357, g47995
OG0000874	Ag034G3844100	g49875
OG0000874	Ag034G3844200	g31459, g53611
OG0000875	Ag052G4855600	g27797
OG0000876	Ag002G0161200, Ag002G0212000, Ag002G0201800	g18479
OG0000882	Ag023G2843200	g51534, g27747
OG0000882	Ag013G1757400	g50590
OG0000884	Ag004G0750900, Ag004G0754000	g39398
OG0000885	Ag057G4965100, Ag057G4965200, Ag022G2685700	g17702
OG0000888	Ag090G5455200	g47313
OG0000889	Ag033G3613600	g47385
OG0000890	Ag060G5013400	g29042, g4923
OG0000895	Ag004G0577300	g740
OG0000895	Ag061G5038500	g39567, g16340, g53264, g42175
OG0000896	Ag004G0726300	g11430, g26094, g37070, g37071, g37072
OG0000897	Ag022G2680800	g29666
OG0000897	Ag014G1941400	g13126, g7345, g12305
OG0000898	Ag022G2719200, Ag002G0174400, Ag033G3545500, Ag014G2130900, Ag022G2714700	g29730, g5640
OG0000899	Ag048G4603900, Ag048G4604300	g46468
OG0000899	Ag048G4603200, Ag048G4603000	g46469
OG0000900	Ag032G3450400, Ag032G3452500, Ag032G3451800, Ag032G3451200, Ag032G3450900, Ag032G3450700, Ag032G3452300, Ag032G3451700, Ag032G3450800	g36678
OG0000900	Ag032G3451900, Ag032G3452600, Ag032G3451300, Ag032G3451000, Ag032G3450600	g36677
OG0000901	Ag016G2397400, Ag033G3615900, Ag033G3615800, Ag078G5356600, Ag014G2121300	g2066, g12613
OG0000902	Ag003G0411700, Ag003G0411800	g42965, g42963
OG0000903	Ag045G4526300	g23485
OG0000903	Ag045G4525400	g17010
OG0000904	Ag014G2112600	g6829, g11975
OG0000904	Ag001G0002300, Ag083G5410200	g36401
OG0000905	Ag090G5455000	g17414
OG0000905	Ag090G5454700, Ag090G5453500	g47314
OG0000906	Ag052G4843800, Ag033G3480000	g17236
OG0000906	Ag033G3479900, Ag052G4844000	g23857
OG0000907	Ag031G3151000	g7952
OG0000907	Ag003G0345600	g37537
OG0000908	Ag031G3265900	g11209, g1980, g18951
OG0000908	Ag003G0383300	g52055
OG0000909	Ag039G4185400	g19482, g46814, g46826
OG0000910	Ag039G4259400, Ag039G4259300, Ag039G4259200, Ag039G4258800, Ag039G4259600, Ag039G4259700, Ag039G4260300, Ag039G4263400, Ag039G4263500, Ag003G0366900	g38113, g37307
OG0000911	Ag011G1044600	g22703
OG0000911	Ag015G2185700	g36959, g50882, g54088
OG0000912	Ag014G1838700	g7695
OG0000913	Ag061G5031000	g18093
OG0000913	Ag014G1784800	g7867
OG0000914	Ag019G2518700	g25399
OG0000915	Ag034G3663700, Ag019G2512800	g49348, g25407
OG0000916	Ag034G3833100	g27224
OG0000917	Ag034G4021500	g27518
OG0000922	Ag046G4535000, Ag013G1473600, Ag013G1472100, Ag013G1471700, Ag048G4714700, Ag016G2347400, Ag016G2377300, Ag046G4534900, Ag019G2521300, Ag011G1193000	g29369
OG0000923	Ag055G4923900	g2757
OG0000923	Ag001G0047200, Ag001G0046800, Ag004G0479800	g340
OG0000924	Ag013G1395000	g29200
OG0000925	Ag004G0537300, Ag004G0537500, Ag004G0536900, Ag004G0537000	g18564
OG0000925	Ag013G1518600	g29481
OG0000926	Ag011G1243500	g23312
OG0000926	Ag013G1526200	g45532, g5417, g29502
OG0000927	Ag013G1622800, Ag031G3333300, Ag022G2707800	g29713
OG0000928	Ag013G1637200	g39900, g51220
OG0000928	Ag034G3730800	g31022
OG0000929	Ag034G3730200	g37900, g26987, g31018, g49550
OG0000930	Ag017G2431000	g3079
OG0000931	Ag031G3346100	g2212, g19095
OG0000932	Ag034G4021600	g50244
OG0000933	Ag004G0684900, Ag004G0684400, Ag004G0684000, Ag004G0683700	g1115
OG0000934	Ag004G0694900	g39310
OG0000936	Ag004G0766400, Ag011G1116200	g18231
OG0000938	Ag014G1993300	g13215
OG0000939	Ag015G2254500	g27912
OG0000939	Ag034G4016200	g50234
OG0000940	Ag016G2316000, Ag037G4139100, Ag037G4139000, Ag016G2316100, Ag066G5162900, Ag066G5164100, Ag066G5170200, Ag016G2398300, Ag066G5169200, Ag037G4138800, Ag016G2374400, Ag001G0002500, Ag083G5409900, Ag002G0116100, Ag063G5074900, Ag002G0118100, Ag002G0117200, Ag054G4884500, Ag010G1017100	g23591
OG0000943	Ag008G0956600	g2587
OG0000944	Ag008G0959500	g2591
OG0000945	Ag033G3571800	g43834, g14814
OG0000946	Ag034G3729400	g31012
OG0000947	Ag003G0280700	g37763
OG0000947	Ag031G3175600	g18748
OG0000948	Ag031G3301900	g18992
OG0000949	Ag039G4241400	g37318
OG0000951	Ag011G1114400	g22969
OG0000951	Ag029G3118500	g11622
OG0000952	Ag034G3773000, Ag034G3773300, Ag034G3772700, Ag039G4192800, Ag034G3772800, Ag034G3772600	g27082
OG0000952	Ag034G3772500, Ag034G3772200, Ag034G3772100	g49628, g49629
OG0000953	Ag015G2255000, Ag015G2255400	g43874, g8560, g30081, g3774, g41940, g33095, g43229, g53644, g26852, g34233, g35481, g42935, g21524, g19900, g41933, g42910, g35061, g53117, g15713, g42281, g32800, g32803, g33186, g53998, g53586, g42558, g10449, g16291, g35520, g4358, g26245, g42182, g8554, g47351, g49118, g30398, g52514, g19821, g35479, g13241, g34960, g35104, g46894, g8576, g19825, g26285, g42287, g34232, g42633, g3839, g17794, g30478, g53034, g25384, g45371
OG0000954	Ag014G1811500	g7801
OG0000955	Ag034G3848600, Ag034G3848900	g31477, g14015, g53182, g14019, g14375, g27771, g53183
OG0000957	Ag011G1052700	g22720
OG0000957	Ag011G1069000	g2326, g22721
OG0000962	Ag085G5416200, Ag085G5415900, Ag085G5416400, Ag085G5416300, Ag013G1356400, Ag013G1356500, Ag013G1356300, Ag022G2632700, Ag085G5416100	g16672
OG0000963	Ag013G1433100, Ag013G1432600	g29281
OG0000963	Ag034G4070500, Ag044G4497800	g14070
OG0000964	Ag013G1651400	g37911
OG0000965	Ag024G2874800, Ag024G2875300, Ag024G2891600, Ag013G1699700	g47552, g23748
OG0000967	Ag004G0544400, Ag004G0544600, Ag004G0544800, Ag004G0544700	g602
OG0000968	Ag004G0624500, Ag078G5343400	g41318
OG0000968	Ag004G0624300, Ag078G5343500	g28800
OG0000969	Ag004G0666900	g1171
OG0000969	Ag022G2715600	g5642
OG0000971	Ag006G0803000, Ag058G4979400, Ag058G4979300, Ag006G0803200, Ag058G4979600, Ag006G0802900	g43973
OG0000973	Ag016G2322200, Ag037G4130500	g40690, g10892, g17532, g47214, g24254
OG0000974	Ag014G1881300	g12990
OG0000974	Ag014G1928500	g12335
OG0000976	Ag039G4250400	g3840, g28360, g4496, g26454, g37017, g37018
OG0000977	Ag011G1178400	g28291
OG0000977	Ag003G0344000	g36214
OG0000978	Ag011G1148900, Ag014G1824800	g47886
OG0000979	Ag034G3677400	g41683, g41660, g41662, g41633, g36993, g36966, g36967
OG0000980	Ag034G4063100, Ag002G0172200, Ag034G4062900	g10340
OG0000982	Ag034G4002200, Ag055G4915200	g38543
OG0000983	Ag013G1396300	g45719, g5064
OG0000984	Ag013G1408900	g29237, g5091
OG0000984	Ag014G1778300	g7889
OG0000985	Ag013G1588700	g40140
OG0000985	Ag014G2167200	g6706, g11898
OG0000986	Ag013G1649200	g51255
OG0000986	Ag034G3721400	g30960, g49522
OG0000987	Ag051G4805200	g28366, g41220
OG0000988	Ag004G0453500, Ag004G0453200	g6588, g23705, g23707, g23706, g6589
OG0000989	Ag003G0406500, Ag004G0461800	g38167, g37399
OG0000990	Ag004G0502300, Ag004G0502600	g432
OG0000990	Ag004G0502500	g9918
OG0000991	Ag004G0713900, Ag002G0135400	g22654
OG0000992	Ag022G2685400, Ag022G2676000, Ag022G2676600, Ag022G2675900, Ag022G2675800, Ag022G2675200, Ag022G2685300, Ag022G2675700	g5587
OG0000993	Ag022G2774000	g45314, g5792
OG0000993	Ag014G1896500	g7494
OG0000994	Ag034G3891100	g49952
OG0000994	Ag048G4571100	g46568
OG0000995	Ag067G5193400	g27907
OG0000995	Ag067G5201300	g44850
OG0000996	Ag048G4718200, Ag048G4717200, Ag048G4718700, Ag078G5392400	g2912, g2937, g2933
OG0000997	Ag040G4337900	g32197
OG0000998	Ag040G4348400	g6045
OG0000998	Ag011G1113500	g22964, g47945
OG0001001	Ag054G4886700	g37165
OG0001001	Ag031G3406100	g2397
OG0001002	Ag027G3022900	g6557
OG0001002	Ag007G0901200	g47060
OG0001003	Ag061G5037400	g25184
OG0001003	Ag002G0118300, Ag063G5073000, Ag002G0117400, Ag063G5072800, Ag002G0124300, Ag002G0117500, Ag002G0118400, Ag002G0226800, Ag025G2954200	g46773
OG0001004	Ag001G0017100, Ag001G0016600, Ag001G0017700	g10270
OG0001005	Ag036G4090200, Ag016G2304000	g40644, g10924
OG0001005	Ag050G4789700	g47245, g17514
OG0001006	Ag051G4814100	g13764, g24824, g52713, g28394
OG0001007	Ag033G3600900	g17365, g24033
OG0001007	Ag016G2374200	g25539
OG0001009	Ag031G3344100	g2210
OG0001010	Ag065G5118300	g17008, g23477
OG0001010	Ag042G4430200	g13896
OG0001011	Ag038G4158900	g10114, g4838, g18527
OG0001012	Ag002G0168500	g47639
OG0001013	Ag060G4995900	g29080, g41449
OG0001013	Ag014G1851100	g7660, g12501
OG0001014	Ag014G1995500, Ag014G1998100, Ag014G1995300	g47100, g24465
OG0001015	Ag096G5473800	g5942
OG0001016	Ag034G3766800	g31167
OG0001016	Ag002G0269900	g27062
OG0001017	Ag018G2453000	g32060
OG0001017	Ag034G4055900	g44683
OG0001018	Ag011G1138200, Ag011G1137300, Ag011G1132800, Ag011G1132900, Ag011G1138000, Ag011G1137200, Ag011G1133600, Ag011G1137400, Ag011G1138100, Ag011G1133500	g47909, g47910
OG0001030	Ag013G1568800	g22459
OG0001031	Ag013G1441500	g45664
OG0001031	Ag016G2344800	g13606
OG0001032	Ag013G1511700	g29459
OG0001032	Ag004G0541000	g10052
OG0001033	Ag013G1631000	g39943
OG0001034	Ag002G0207700, Ag013G1663500	g39793
OG0001034	Ag034G3711100	g26954
OG0001035	Ag011G1040400	g18311
OG0001035	Ag013G1708100	g14026, g38532
OG0001036	Ag013G1738600, Ag013G1738700	g32424
OG0001037	Ag015G2195800	g36926
OG0001037	Ag003G0283200, Ag004G0435600	g50915, g37997, g3731, g22454, g22457, g34667, g22456, g3733, g22455
OG0001038	Ag056G4948100, Ag004G0481100	g10400
OG0001038	Ag051G4824500	g16485
OG0001039	Ag004G0525000, Ag004G0525200	g523
OG0001039	Ag004G0524600	g18572
OG0001040	Ag004G0529500	g38518, g36956
OG0001042	Ag004G0772400	g2682, g19439
OG0001042	Ag051G4829400	g1352
OG0001043	Ag022G2722900, Ag022G2723000, Ag022G2720700	g45573, g17845
OG0001043	Ag022G2715500	g45421, g45419
OG0001044	Ag014G1912600	g13098
OG0001044	Ag022G2733500	g29792, g5691
OG0001045	Ag048G4637300, Ag048G4637600, Ag048G4638100	g46369
OG0001045	Ag034G4010100	g27495, g50209
OG0001046	Ag034G3995200, Ag017G2422000	g50165, g31961
OG0001046	Ag048G4655900	g46291
OG0001047	Ag034G3973300	g50115
OG0001047	Ag048G4694300	g46230
OG0001048	Ag039G4268600, Ag039G4268200, Ag039G4268500, Ag039G4268300, Ag039G4268700, Ag039G4268100, Ag066G5152300, Ag048G4718400, Ag048G4716700, Ag048G4716900	g44964, g37057
