Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_NCBI
OG0002142	Ag033G3581000	XP_002869935.1
OG0002143	Ag033G3598200	XP_020872174.1
OG0002143	Ag016G2376900	XP_002872758.1
OG0002144	Ag026G2982600, Ag028G3079400	XP_002872452.1
OG0002144	Ag015G2257700	XP_002891197.1
OG0002145	Ag031G3177300	XP_020882156.1
OG0002145	Ag003G0282900	XP_002880319.1
OG0002146	Ag003G0306500	XP_020884624.1
OG0002146	Ag031G3202500	XP_020880822.1
OG0002147	Ag031G3204900	XP_020882533.1
OG0002147	Ag003G0310300	XP_002880222.1
OG0002148	Ag031G3214900	XP_020880420.1
OG0002148	Ag003G0321400	XP_020885589.1
OG0002149	Ag031G3224400	XP_002878326.1
OG0002150	Ag031G3283600	XP_020880173.1
OG0002150	Ag003G0397800	XP_020885170.1
OG0002151	Ag039G4186100	XP_002879905.1
OG0002151	Ag031G3310600	XP_020880084.1
OG0002152	Ag031G3314000	XP_020880238.1
OG0002152	Ag039G4183900	XP_002879912.1
OG0002153	Ag031G3320800	XP_002878085.1
OG0002153	Ag039G4193800	XP_002881741.1
OG0002154	Ag039G4273200, Ag039G4273400	XP_002881605.1
OG0002155	Ag039G4320900	XP_002881490.1
OG0002155	Ag031G3392200	XP_002877914.1
OG0002156	Ag020G2568800	XP_002865978.1
OG0002156	Ag010G1014500	XP_002869548.1
OG0002157	Ag014G2042800	XP_002885173.1
OG0002157	Ag025G2905100, Ag053G4871000	XP_020872617.1
OG0002158	Ag095G5472100, Ag064G5115600	XP_020886497.1
OG0002159	Ag067G5185100	XP_020884350.1
OG0002160	Ag067G5190000	XP_002888611.1
OG0002161	Ag067G5197700	XP_020865969.1, XP_002890697.1
OG0002162	Ag042G4399600	XP_002884154.1
OG0002162	Ag068G5215600	XP_020874569.1
OG0002163	Ag003G0416400	XP_020885015.1, XP_002879918.1
OG0002164	Ag039G4219800	XP_020869076.1
OG0002165	Ag039G4311100	XP_020885556.1
OG0002166	Ag016G2320900, Ag037G4131400, Ag066G5152100	XP_020877952.1
OG0002167	Ag015G2178900	XP_020885000.1
OG0002167	Ag011G1035700	XP_020875421.1
OG0002168	Ag015G2181500	XP_020883982.1
OG0002168	Ag011G1040500	XP_002866830.1
OG0002169	Ag011G1041000	XP_002868885.2
OG0002169	Ag015G2182000	XP_020884193.1
OG0002170	Ag015G2189600	XP_020884291.1
OG0002170	Ag015G2186400	XP_020885608.1
OG0002171	Ag021G2602700	XP_020876773.1
OG0002172	Ag038G4177500	XP_020876929.1
OG0002172	Ag014G1826000	XP_002882384.1
OG0002174	Ag003G0316800	XP_002862253.2, XP_020883902.1
OG0002174	Ag034G3654100	XP_020870071.1
OG0002175	Ag003G0407500, Ag003G0407400, Ag025G2972300, Ag003G0406700	XP_002869619.2, XP_020878905.1
OG0002176	Ag014G1841300	XP_020887210.1, XP_020873809.1
OG0002177	Ag014G1863200	XP_020888782.1, XP_020890474.1
OG0002178	Ag014G1866400	XP_002882515.1
OG0002179	Ag014G1882400	XP_020887356.1
OG0002179	Ag014G1882200	XP_002882576.1
OG0002180	Ag014G1944900	XP_002884884.1
OG0002181	Ag025G2926800	XP_020868386.1
OG0002181	Ag014G2058300	XP_020889207.1
OG0002182	Ag014G2074300	XP_020888849.1
OG0002182	Ag025G2941900	XP_020867041.1
OG0002183	Ag014G2084000	XP_020870612.1
OG0002184	Ag014G2117400	XP_002885307.1
OG0002185	Ag061G5019800	XP_020872961.1
OG0002186	Ag027G3035300	XP_020886727.1, XP_002862235.1, XP_002885301.1
OG0002187	Ag036G4115200	XP_020890942.1
OG0002188	Ag036G4123400, Ag002G0275100	XP_020869486.1
OG0002189	Ag017G2411300	XP_020881688.1, XP_002879581.1
OG0002191	Ag034G3716300	XP_002892302.1, XP_002879349.1
OG0002192	Ag034G3786300, Ag034G3785900, Ag034G3785600, Ag034G3786200	XP_020867794.1, XP_020885199.1
OG0002193	Ag034G3787400	XP_020866468.1
OG0002194	Ag034G3788300	XP_002892573.1
OG0002195	Ag002G0221700	XP_020890035.1
OG0002195	Ag034G3797800	XP_020866950.1
OG0002196	Ag002G0171800	XP_002886451.1
OG0002196	Ag034G3822400	XP_002892683.1
OG0002197	Ag034G3877300	XP_002890085.1
OG0002198	Ag034G4032900	XP_002890547.1
OG0002198	Ag034G4051000	XP_002888817.1
OG0002199	Ag034G4051700	XP_020891382.1
OG0002199	Ag034G4034100	XP_002890550.1
OG0002200	Ag034G4049300	XP_002887348.2, XP_020891143.1
OG0002201	Ag002G0177000	XP_002888017.1
OG0002202	Ag024G2893800	XP_002887878.1
OG0002203	Ag065G5121800	XP_020873130.1, XP_002883976.1
OG0002206	Ag072G5254300	XP_020890805.1
OG0002207	Ag011G1045000	XP_020884877.1, XP_020891557.1, XP_002866844.1
OG0002208	Ag011G1078100	XP_020875302.1
OG0002209	Ag011G1153700, Ag011G1152500, Ag011G1153200, Ag011G1217700	XP_020874800.1, XP_020873884.1
OG0002210	Ag011G1158800	XP_020872187.1
OG0002211	Ag064G5105200	XP_002883467.1
OG0002212	Ag018G2485300	XP_002890724.1
OG0002213	Ag010G1003800	XP_020873480.1, XP_002862180.1, XP_002864375.1
OG0002221	Ag013G1340900, Ag074G5278000	XP_020870595.1, XP_002862198.1, XP_002881383.1
OG0002223	Ag013G1363300	XP_002873830.1
OG0002223	Ag014G1799200	XP_020871476.1
OG0002224	Ag013G1402500	XP_002869709.1
OG0002225	Ag013G1441600	XP_020878482.1
OG0002225	Ag031G3154500	XP_020886217.1
OG0002226	Ag013G1458300, Ag013G1458900	XP_002873629.1
OG0002227	Ag013G1591000	XP_020884183.1
OG0002227	Ag034G3756000	XP_002889692.1
OG0002228	Ag013G1609900	XP_002879183.2
OG0002228	Ag034G3746700	XP_020869393.1
OG0002229	Ag013G1656100	XP_020882956.1
OG0002229	Ag034G3716000	XP_020869875.1
OG0002230	Ag034G3697000	XP_002892210.1
OG0002230	Ag013G1678300	XP_020871105.1
OG0002231	Ag034G3695700	XP_002892201.1
OG0002231	Ag013G1682400	XP_020871032.1
OG0002232	Ag013G1689700	XP_002863599.1
OG0002233	Ag034G3687400, Ag034G3687700	XP_020869569.1
OG0002233	Ag013G1691200	XP_020866638.1
OG0002234	Ag013G1692300	XP_002867623.1, XP_020882877.1
OG0002235	Ag013G1693600	XP_020873436.1
OG0002235	Ag013G1746500	XP_002890878.1
OG0002237	Ag013G1727600	XP_002893549.1, XP_002881324.1
OG0002238	Ag050G4759900	XP_020867225.1
OG0002239	Ag013G1751400	XP_002893647.1
OG0002240	Ag013G1758300	XP_002893845.1
OG0002241	Ag013G1767700	XP_020869919.1
OG0002241	Ag023G2837200	XP_002881394.1
OG0002242	Ag004G0421400	XP_002866718.1
OG0002242	Ag008G0956000	XP_002877738.1
OG0002243	Ag022G2657800	XP_020878612.1
OG0002243	Ag004G0492400, Ag048G4624000	XP_002866456.1
OG0002244	Ag004G0508700	XP_020888623.1, XP_020871754.1, XP_002883607.1, XP_020886045.1, XP_002862645.1, XP_020871780.1, XP_020889025.1, XP_020872197.1, XP_002866397.1, XP_002862648.1, XP_002862646.1, XP_020871746.1
OG0002245	Ag004G0530600	XP_002874205.1
OG0002246	Ag003G0411400, Ag025G2962500, Ag004G0571600, Ag004G0571200	XP_020878286.1
OG0002247	Ag004G0575200, Ag004G0575000	XP_020875879.1, XP_002877267.1
OG0002248	Ag004G0577900	XP_002863177.1
OG0002248	Ag034G3975500	XP_002863180.1, XP_002863176.1, XP_020875961.1
OG0002249	Ag004G0634600	XP_002866345.1
OG0002250	Ag004G0662000	XP_002866284.1
OG0002250	Ag031G3156800	XP_020886966.1
OG0002251	Ag004G0682800	XP_020868444.1
OG0002252	Ag004G0711200	XP_020880931.1
OG0002253	Ag052G4843100, Ag033G3481100, Ag004G0754600	XP_002866062.1, XP_002869581.1
OG0002254	Ag034G3677700	XP_020869078.1
OG0002254	Ag022G2641300	XP_020877396.1
OG0002255	Ag033G3625300, Ag022G2676100, Ag022G2676400	XP_020873404.1
OG0002256	Ag014G1931700	XP_020888291.1
OG0002256	Ag022G2705800	XP_020876014.1
OG0002257	Ag014G1925000	XP_020887854.1
OG0002257	Ag022G2715400	XP_020875962.1
OG0002258	Ag039G4280200	XP_002879747.1
OG0002258	Ag022G2750700	XP_020876507.1
OG0002259	Ag022G2765800	XP_002870999.1
OG0002261	Ag075G5289400	XP_020872456.1
OG0002261	Ag012G1309800	XP_002877027.1
OG0002262	Ag048G4561800	XP_002889306.1
OG0002263	Ag048G4563400	XP_020891379.1
OG0002263	Ag034G3884500	XP_020867926.1
OG0002264	Ag048G4574000	XP_002889277.1
OG0002264	Ag034G3892900	XP_002890132.1
OG0002265	Ag034G4015700	XP_020869441.1
OG0002266	Ag048G4629200	XP_020891016.1
OG0002266	Ag034G4013200	XP_020867046.1
OG0002267	Ag048G4650100	XP_002889109.1
OG0002267	Ag034G4000600	XP_020869336.1
OG0002268	Ag048G4675400	XP_002887628.1
OG0002269	Ag048G4707300	XP_020891357.1
OG0002269	Ag034G3967100	XP_002890352.1, XP_002887852.2, XP_020872330.1
OG0002270	Ag034G3965900	XP_020867332.1
OG0002270	Ag048G4709100	XP_020891185.1
OG0002271	Ag031G3230100	XP_002878314.1
OG0002271	Ag032G3429300	XP_002894516.1
OG0002272	Ag014G1965400	XP_002882822.2
OG0002272	Ag032G3431000	XP_002894508.1
OG0002273	Ag014G1968000	XP_002882828.1
OG0002273	Ag032G3437100, Ag001G0019000	XP_020868902.1
OG0002274	Ag007G0897200	XP_002868289.1
OG0002275	Ag007G0898800	XP_002868281.1
OG0002275	Ag007G0898600	XP_002868282.1
OG0002276	Ag078G5344300	XP_002888928.1
OG0002276	Ag034G3935000	XP_002892974.1
OG0002277	Ag056G4946100	XP_020865978.1
OG0002278	Ag088G5441400	XP_020874883.1
OG0002279	Ag045G4514400	XP_020872483.1
OG0002279	Ag088G5433700	XP_002885991.1
OG0002280	Ag033G3590800, Ag012G1300300	XP_002877065.1
OG0002281	Ag012G1307700	XP_020881211.1
OG0002282	Ag034G3843800	XP_020867865.1
OG0002282	Ag012G1330000	XP_002875297.1
OG0002283	Ag014G2129400	XP_020887132.1
OG0002283	Ag001G0012600	XP_002891540.1
OG0002284	Ag001G0075400	XP_020868003.1
OG0002284	Ag014G2026500	XP_020888096.1
OG0002285	Ag023G2817400	XP_020883126.1
OG0002285	Ag023G2817500	XP_020885763.1
OG0002286	Ag023G2842200, Ag039G4297600, Ag039G4309000, Ag039G4309300, Ag066G5129300, Ag066G5129600, Ag023G2842100	XP_020884644.1
OG0002287	Ag031G3141000	XP_020872208.1
OG0002287	Ag023G2845100	XP_002881409.1
OG0002288	Ag031G3391400	XP_020871588.1
OG0002288	Ag050G4786100	XP_002868030.1
OG0002289	Ag050G4798000	XP_002870109.1
OG0002289	Ag016G2330600	XP_020889763.1
OG0002290	Ag014G2019200, Ag008G0949000, Ag014G2019300	XP_002884799.1, XP_002872443.2
OG0002291	Ag008G0951400	XP_020879769.1
OG0002292	Ag008G0960900, Ag008G0961300	XP_020879999.1
OG0002293	Ag077G5324000, Ag033G3495400	XP_002867714.1
OG0002293	Ag051G4818600	XP_002865853.1
OG0002294	Ag016G2345000	XP_020891554.1
OG0002294	Ag033G3572300	XP_020874727.1
OG0002295	Ag028G3077300, Ag026G2984200	XP_002872359.1
OG0002295	Ag034G3867800	XP_002890069.1
OG0002296	Ag031G3143800	XP_002879567.1, XP_002862393.2
OG0002297	Ag031G3174000	XP_002876705.1
OG0002298	Ag003G0314200	XP_020883116.1
OG0002298	Ag031G3211000	XP_020881562.1
OG0002299	Ag031G3302000	XP_002876402.2
OG0002299	Ag003G0411000	XP_020883888.1
OG0002300	Ag039G4193900	XP_002881740.2
OG0002301	Ag039G4216800	XP_020883942.1
OG0002301	Ag031G3331000	XP_020880437.1
OG0002302	Ag039G4241200	XP_020883744.1
OG0002302	Ag031G3347100	XP_020880106.1
OG0002303	Ag031G3357900	XP_020880443.1
OG0002304	Ag053G4873300, Ag053G4873400, Ag025G2903000, Ag025G2903200	XP_002885714.1
OG0002305	Ag011G1030800	XP_020875572.1
OG0002305	Ag067G5196700	XP_020890543.1
OG0002306	Ag034G3706200	XP_020870963.1
OG0002306	Ag066G5137700	XP_002872675.1
OG0002307	Ag015G2184100	XP_002878559.1
OG0002307	Ag011G1043600	XP_020872544.1
OG0002308	Ag011G1060700	XP_002866900.1
OG0002308	Ag015G2191500	XP_020883256.1
OG0002309	Ag015G2253200	XP_020868907.1, XP_020868909.1
OG0002310	Ag021G2604400	XP_002888500.2, XP_002872518.1
OG0002311	Ag003G0415000	XP_020872121.1
OG0002312	Ag037G4130700, Ag016G2322100	XP_020868257.1
OG0002314	Ag014G1900100, Ag014G1900000	XP_020882086.1
OG0002315	Ag014G2063000	XP_020889110.1
OG0002316	Ag025G2935600	XP_002894113.1
OG0002316	Ag014G2065000	XP_002885229.1
OG0002317	Ag014G2067600	XP_020889084.1
OG0002318	Ag014G2079900	XP_020888673.1
OG0002318	Ag025G2944100	XP_002891453.1
OG0002319	Ag014G2131900	XP_002877476.2, XP_002877474.1, XP_002877475.1
OG0002320	Ag034G3654500	XP_002892042.1
OG0002321	Ag034G3655000	XP_020870063.1
OG0002321	Ag019G2529300	XP_020878512.1
OG0002322	Ag019G2532600	XP_020878882.1
OG0002323	Ag034G3670800	XP_020868941.1, XP_020868942.1
OG0002324	Ag034G3742700, Ag034G3742500	XP_020870896.1, XP_020870898.1
OG0002325	Ag034G3761700	XP_002892475.1
OG0002326	Ag034G3786700	XP_020867484.1
OG0002326	Ag002G0249500	XP_002888188.1
OG0002327	Ag034G3865700	XP_002892815.1
OG0002328	Ag034G3899600	XP_002890154.1
OG0002329	Ag034G3900700	XP_020869558.1, XP_020891331.1
OG0002330	Ag034G3924300	XP_020867522.1
OG0002330	Ag018G2436500	XP_020865950.1
OG0002332	Ag034G3953200	XP_020870494.1
OG0002333	Ag034G4022700	XP_020869833.1
OG0002334	Ag018G2462100	XP_002890598.1
OG0002334	Ag034G4066400	XP_002888764.1
OG0002335	Ag018G2467900	XP_020885979.1, XP_002890616.1
OG0002335	Ag034G4072400	XP_002888749.1
OG0002336	Ag002G0187700	XP_002886482.1
OG0002337	Ag002G0245800	XP_020890650.1, XP_020891659.1
OG0002338	Ag016G2332300	XP_020888818.1
OG0002340	Ag011G1147900	XP_002867107.1
OG0002341	Ag011G1203200	XP_002867169.1
OG0002341	Ag011G1203500	XP_020872808.1
OG0002342	Ag011G1220400	XP_020874463.1
OG0002343	Ag011G1248200	XP_002867293.1
OG0002344	Ag011G1248300	XP_020874498.1
OG0002345	Ag011G1266100	XP_002878743.1, XP_020873046.1
OG0002346	Ag010G1002600	XP_020873466.1
OG0002352	Ag046G4528400, Ag047G4539200	XP_002869378.2
OG0002353	Ag013G1364900	XP_002871764.1
OG0002353	Ag014G1798400	XP_002882283.1
OG0002354	Ag013G1372100	XP_020878395.1
OG0002354	Ag014G1796200	XP_002882275.2
OG0002355	Ag013G1372200	XP_020877818.1, XP_002873805.1, XP_002873808.1
OG0002356	Ag013G1382800	XP_020878205.1
OG0002357	Ag013G1401700	XP_002871693.2
OG0002357	Ag022G2740100	XP_020878429.1, XP_020884771.1
OG0002358	Ag014G1777500	XP_020886903.1
OG0002358	Ag013G1410700	XP_002871671.1
OG0002359	Ag013G1416700	XP_002871661.1
OG0002359	Ag014G1774200	XP_002882198.1
OG0002360	Ag013G1478000	XP_020870383.1
OG0002361	Ag004G0538500	XP_020878484.1
OG0002361	Ag013G1515000	XP_020876737.1
OG0002362	Ag004G0447100	XP_020871117.1
OG0002362	Ag013G1535900	XP_002873431.1
OG0002363	Ag013G1551300	XP_002871349.1
OG0002363	Ag004G0465200	XP_002866567.1
OG0002364	Ag004G0516800	XP_020876252.1
OG0002364	Ag013G1553600	XP_020878155.1, XP_002871342.1
OG0002365	Ag013G1562800	XP_020877019.1, XP_020877014.1
OG0002366	Ag013G1571200	XP_020878326.1
OG0002367	Ag013G1615200, Ag013G1615100	XP_002862602.1, XP_020885298.1, XP_020884931.1
OG0002368	Ag034G3709300	XP_020868215.1
OG0002368	Ag013G1662000, Ag013G1662200	XP_020883156.1
OG0002369	Ag013G1681700	XP_020871044.1
OG0002369	Ag034G3695900	XP_002892202.1
OG0002370	Ag013G1684300	XP_020871730.1
OG0002370	Ag034G3695100	XP_002889493.1
OG0002371	Ag013G1689100	XP_020867815.1
OG0002372	Ag013G1700200, Ag013G1700000	XP_002869660.1, XP_002869661.1
OG0002373	Ag034G3676400	XP_020890311.1
OG0002373	Ag013G1731800, Ag034G3676500	XP_020890328.1
OG0002375	Ag062G5063900	XP_002875219.1, XP_020882378.1
OG0002377	Ag004G0582200	XP_020876823.1
OG0002378	Ag004G0590700	XP_020881513.1, XP_020876661.1
OG0002379	Ag004G0651100	XP_020881660.1, XP_002866318.1
OG0002380	Ag011G1251800	XP_020874806.1
OG0002380	Ag004G0699500	XP_020877509.1
OG0002381	Ag004G0741300	XP_002866095.1, XP_002869596.1
OG0002382	Ag004G0757500	XP_002866053.1, XP_002869573.1
OG0002383	Ag010G1009600	XP_002869563.1
OG0002383	Ag004G0780400	XP_002866028.1, XP_002862155.2
OG0002385	Ag022G2701100	XP_020876016.1
OG0002386	Ag014G1914800, Ag014G1914900	XP_020888984.1
OG0002386	Ag022G2728900	XP_020877225.1
OG0002387	Ag022G2740200, Ag015G2239000	XP_020878424.1
OG0002388	Ag075G5302400	XP_020874437.1
OG0002388	Ag024G2864000	XP_002886358.1
OG0002389	Ag034G3905200	XP_002890182.1
OG0002389	Ag048G4593300	XP_002889226.1
OG0002390	Ag048G4633600	XP_020872960.1, XP_020890630.1
OG0002391	Ag048G4642700	XP_020890502.1
OG0002391	Ag034G4007100	XP_020867724.1
OG0002392	Ag048G4672800	XP_020890989.1
OG0002392	Ag034G3983300	XP_020868923.1
OG0002393	Ag011G1122300	XP_002867066.1
OG0002393	Ag040G4340900	XP_020887286.1
OG0002394	Ag011G1107100	XP_020874030.1
OG0002394	Ag040G4352700	XP_020887365.1
OG0002395	Ag014G1959900	XP_020889350.1
OG0002395	Ag032G3423800	XP_020870119.1
OG0002396	Ag014G1973700	XP_020887389.1
OG0002396	Ag032G3442100	XP_020870241.1
OG0002397	Ag014G1977900	XP_002885000.2
OG0002397	Ag032G3446800	XP_002891796.1
OG0002398	Ag014G2004200	XP_020888949.1
OG0002399	Ag044G4491600	XP_002884163.2
OG0002399	Ag032G3471500	XP_002869142.1
OG0002400	Ag001G0089800, Ag032G3475600	XP_020866217.1
OG0002401	Ag054G4883200	XP_002881433.1
OG0002401	Ag031G3411600	XP_020881338.1
OG0002402	Ag007G0868100	XP_002863203.2
OG0002403	Ag076G5314800, Ag007G0869700	XP_020875741.1
OG0002403	Ag029G3102000	XP_020886113.1
OG0002404	Ag007G0884300, Ag034G4023200	XP_002870379.1
OG0002405	Ag007G0890000	XP_002868319.1
OG0002406	Ag007G0905200	XP_002868258.1, XP_020875727.1
OG0002407	Ag007G0911200	XP_002868242.1
OG0002407	Ag027G3037600	XP_020886719.1
OG0002408	Ag034G3934400	XP_020866828.1
OG0002408	Ag078G5340600	XP_002888917.1
OG0002409	Ag078G5355600	XP_020890527.1
OG0002410	Ag078G5379300	XP_020865590.1
OG0002410	Ag034G3948700, Ag034G3948900, Ag034G3948800	XP_020869770.1, XP_020872440.1, XP_020874647.1
OG0002411	Ag034G3950600	XP_002893011.1
OG0002412	Ag034G3957000	XP_020866862.1
OG0002412	Ag078G5393200	XP_002888990.1
OG0002413	Ag056G4934000	XP_002888672.1, XP_020881797.1, XP_020880013.1
OG0002414	Ag056G4936000	XP_020891130.1
OG0002415	Ag056G4937300	XP_020870988.1, XP_020890219.1
OG0002416	Ag056G4937400	XP_020890218.1
OG0002416	Ag010G0989400	XP_002893414.1
OG0002417	Ag056G4948600	XP_020865846.1
OG0002418	Ag056G4949500	XP_020890226.1
OG0002419	Ag045G4510800	XP_002869494.1
OG0002419	Ag088G5437600	XP_002886279.1
OG0002420	Ag063G5075000, Ag002G0115900	XP_020874162.1, XP_020890229.1
OG0002421	Ag034G3767300, Ag031G3302400, Ag063G5087600	XP_002889738.1
OG0002421	Ag002G0268700	XP_020868301.1
OG0002422	Ag071G5247800	XP_002875417.1, XP_020874168.1
OG0002423	Ag012G1319400	XP_020881034.1
OG0002424	Ag012G1328600, Ag034G3807500	XP_002892648.2, XP_002884224.2
OG0002425	Ag006G0807000, Ag058G4976200	XP_002865216.1
OG0002425	Ag050G4770400	XP_002867988.1
OG0002426	Ag006G0831200	XP_020867528.1, XP_002867952.1
OG0002427	Ag001G0011100, Ag001G0011400, Ag019G2525900	XP_020882696.1
OG0002428	Ag034G3989500, Ag016G2332700, Ag001G0026800, Ag039G4292800, Ag016G2332800, Ag016G2332900	XP_002863332.1
OG0002429	Ag050G4797500	XP_002870106.1
OG0002429	Ag016G2329300, Ag037G4125500	XP_020885538.1
OG0002430	Ag021G2617800	XP_020877827.1
OG0002430	Ag033G3490300, Ag077G5319900	XP_020873266.1
OG0002431	Ag011G1043300	XP_020872548.1
OG0002431	Ag011G1088000, Ag044G4474100, Ag016G2314100, Ag031G3225400, Ag002G0203800, Ag014G1838300	XP_002884516.1
OG0002432	Ag033G3511600	XP_020873622.1
OG0002432	Ag021G2628000, Ag030G3126700	XP_020877705.1
OG0002433	Ag033G3602100, Ag002G0243600, Ag033G3602400	XP_020883098.1, XP_020873853.1
OG0002434	Ag030G3136600	XP_020877700.1
OG0002434	Ag033G3518100	XP_020873564.1
OG0002435	Ag066G5131500	XP_002874786.1
OG0002435	Ag033G3522700	XP_002869826.1
OG0002436	Ag066G5135000	XP_002872670.1
OG0002436	Ag033G3526800	XP_002867778.1
OG0002437	Ag016G2341000	XP_002863546.1
OG0002437	Ag033G3567900	XP_020872856.1
OG0002438	Ag033G3591700	XP_020872102.1
OG0002438	Ag033G3591600, Ag033G3591300	XP_002867869.1
OG0002439	Ag014G1882500, Ag033G3596800	XP_020873323.1
OG0002440	Ag016G2376100	XP_020876457.1
OG0002440	Ag033G3600700	XP_020873939.1
OG0002441	Ag033G3612700	XP_020873437.1
OG0002441	Ag019G2511200, Ag033G3612800	XP_020873449.1
OG0002442	Ag033G3614500	XP_020873304.1, XP_020873298.1
OG0002443	Ag031G3168100	XP_002875714.1
OG0002444	Ag031G3183000, Ag031G3182900	XP_020878252.1, XP_020866514.1
OG0002445	Ag031G3205400, Ag002G0221800	XP_002888121.2, XP_002886576.1
OG0002446	Ag031G3211900	XP_020881599.1
OG0002446	Ag003G0314800	XP_002880197.1
OG0002447	Ag003G0357900	XP_020883637.1
OG0002447	Ag031G3237400	XP_020882082.1
OG0002448	Ag025G2925800, Ag025G2926300, Ag031G3267600	XP_002891415.1
OG0002449	Ag031G3287200	XP_020882543.1
OG0002450	Ag003G0402100	XP_020883391.1
OG0002450	Ag031G3296300	XP_002878149.1
OG0002451	Ag003G0414200	XP_002879922.1
OG0002451	Ag031G3305000	XP_002876396.1
OG0002453	Ag031G3373500	XP_002877963.1
OG0002453	Ag039G4271300	XP_020883840.1
OG0002454	Ag031G3392600	XP_002877913.1
OG0002454	Ag039G4322800	XP_020883881.1
OG0002455	Ag031G3392800	XP_002877911.1
OG0002456	Ag031G3417000	XP_002877873.1
OG0002457	Ag042G4378100, Ag086G5421500	XP_020887935.1
OG0002458	Ag042G4388800	XP_020886356.1
OG0002458	Ag011G1097100	XP_002867006.1
OG0002459	Ag042G4393300	XP_020888924.1
OG0002459	Ag011G1093300	XP_020873013.1
OG0002460	Ag042G4400900	XP_002886260.1
OG0002461	Ag042G4431000	XP_020874204.1, XP_020888119.1
OG0002462	Ag039G4197400	XP_020883642.1
OG0002463	Ag039G4283300	XP_020884754.1, XP_002879742.1, XP_020882754.1
OG0002464	Ag030G3131500	XP_002869795.1
OG0002465	Ag011G1088800	XP_002869008.1
OG0002465	Ag015G2200000	XP_020884286.1
OG0002466	Ag052G4865400, Ag015G2268700	XP_020868496.1, XP_002891072.1
OG0002467	Ag021G2625700	XP_002872644.1, XP_020873600.1
OG0002468	Ag038G4153500	XP_002872209.1
OG0002469	Ag088G5437100	XP_002886278.2, XP_020875529.1
OG0002470	Ag003G0342200	XP_020884247.1
OG0002470	Ag003G0342300	XP_002880115.1
OG0002471	Ag003G0344600, Ag003G0344400	XP_020885436.1
OG0002472	Ag003G0362900	XP_002880047.1
OG0002473	Ag014G1820800	XP_020887958.1
OG0002474	Ag014G1821300	XP_002884455.1
OG0002475	Ag014G1844800	XP_002884538.1, XP_020887979.1
OG0002476	Ag014G1883500	XP_020888569.1
OG0002477	Ag014G1885900	XP_002884704.1
OG0002478	Ag014G1928100	XP_002884830.1, XP_002873212.1
OG0002479	Ag014G1947000	XP_002884894.1
OG0002479	Ag014G1947300, Ag014G1947200	XP_020888341.1
OG0002480	Ag014G1977100	XP_002882862.1, XP_002862273.1
OG0002481	Ag014G1981200	XP_002882868.1
OG0002483	Ag014G2046800	XP_002883036.1
OG0002483	Ag025G2913300	XP_020873994.1
OG0002484	Ag025G2911500	XP_002868149.1
OG0002484	Ag014G2047800	XP_020889203.1
OG0002485	Ag061G5019900	XP_002870766.1
OG0002486	Ag036G4086000	XP_020890498.1
OG0002487	Ag036G4096400	XP_002888443.1
OG0002487	Ag061G5044100	XP_002870497.1
OG0002488	Ag027G3007600	XP_020891498.1
OG0002489	Ag060G5002600	XP_020876669.1
OG0002490	Ag017G2433000	XP_020879930.1, XP_002877797.1
OG0002491	Ag034G3668700	XP_020869563.1
OG0002491	Ag034G4053500	XP_020865997.1
OG0002492	Ag002G0259800	XP_020890874.1
OG0002492	Ag034G3775900	XP_020868169.1
OG0002493	Ag034G3778000	XP_020868182.1
OG0002494	Ag034G3786800	XP_002892562.1
OG0002494	Ag034G3787100	XP_002892563.1
OG0002495	Ag002G0150800	XP_002886429.1
OG0002495	Ag034G3831000	XP_020869519.1
OG0002496	Ag034G3834200	XP_002892719.1
OG0002498	Ag034G3852800	XP_020868416.1
OG0002499	Ag019G2553800, Ag034G3863900	XP_020870501.1, XP_020881111.1
OG0002500	Ag034G3868900	XP_002892825.1
OG0002501	Ag034G3888300	XP_002890120.1
OG0002502	Ag034G3918000	XP_002865803.1
OG0002503	Ag034G4017900	XP_020869193.1, XP_002889178.1
OG0002504	Ag018G2457200	XP_020870554.1
OG0002504	Ag034G4062300	XP_020889993.1
OG0002505	Ag018G2459200	XP_002890588.1
OG0002505	Ag034G4064100	XP_020891128.1
OG0002506	Ag034G4070000	XP_020865872.1
OG0002506	Ag018G2465300	XP_002890610.1
OG0002507	Ag002G0196800	XP_002888069.1
OG0002508	Ag011G1031900	XP_020884626.1, XP_002868854.1
OG0002509	Ag011G1057100	XP_020875350.1
OG0002510	Ag011G1075400	XP_020872539.1, XP_002878646.1
OG0002511	Ag011G1079000	XP_002868993.1, XP_002886679.1
OG0002512	Ag011G1081900	XP_002866963.1, XP_002878679.1
OG0002513	Ag011G1136100	XP_002867087.1
OG0002514	Ag011G1161400	XP_002883891.1, XP_002867129.1
OG0002515	Ag011G1183300	XP_002869240.1
OG0002516	Ag011G1224400	XP_020874367.1
OG0002517	Ag011G1246500, Ag011G1246400, Ag011G1243600	XP_020872301.1
OG0002518	Ag018G2463600	XP_002890604.1
OG0002519	Ag010G1013300, Ag010G1013000	XP_020874014.1
OG0002530	Ag046G4533900, Ag047G4546000	XP_002867336.1
