Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0008835	Ag013G1702700	jg32809
OG0008836	Ag013G1703700	jg32796
OG0008837	Ag013G1704400	jg32782
OG0008838	Ag013G1704800	jg32776
OG0008839	Ag013G1708800	jg32698
OG0008840	Ag013G1710400	jg32729
OG0008841	Ag013G1711800	jg32742
OG0008842	Ag013G1713000	jg31296
OG0008843	Ag013G1714400	jg31309
OG0008844	Ag013G1717200	jg31336
OG0008846	Ag013G1719600	jg31352
OG0008847	Ag013G1721200	jg31369
OG0008848	Ag013G1726200	jg31415
OG0008849	Ag013G1728600	jg1710, jg31446
OG0008850	Ag013G1728700	jg31447
OG0008851	Ag013G1729300	jg31452
OG0008852	Ag013G1734100	jg31499
OG0008853	Ag013G1734900	jg21550
OG0008854	Ag013G1735700	jg31516
OG0008855	Ag013G1738000	jg31534
OG0008856	Ag013G1740300	jg31543
OG0008857	Ag013G1743700	jg31580
OG0008858	Ag013G1748100	jg31623
OG0008859	Ag013G1748400	jg31627
OG0008860	Ag013G1749800, Ag013G1749000	jg31634
OG0008861	Ag013G1751600	jg31654
OG0008862	Ag013G1752500	jg31660
OG0008863	Ag013G1753000	jg31664
OG0008864	Ag013G1753400	jg31685
OG0008865	Ag013G1755900	jg31735
OG0008866	Ag013G1756700	jg31744
OG0008867	Ag013G1757900	jg21708
OG0008868	Ag013G1759000	jg31776
OG0008869	Ag013G1761900	jg31813
OG0008870	Ag013G1763500	jg31832
OG0008871	Ag013G1767100	jg31882
OG0008872	Ag013G1769500	jg31907
OG0008873	Ag013G1769600	jg18651
OG0008874	Ag062G5051300	jg13059
OG0008875	Ag062G5054700	jg13082
OG0008876	Ag062G5061100	jg13139
OG0008877	Ag062G5063100, Ag014G1964100, Ag031G3193100	jg16265
OG0008878	Ag004G0417500	jg23715
OG0008879	Ag034G3843700, Ag004G0418000	jg23712
OG0008880	Ag004G0418200	jg23710
OG0008881	Ag004G0420000	jg23695
OG0008882	Ag004G0420200	jg23693
OG0008883	Ag004G0420400	jg23690
OG0008884	Ag004G0420900	jg23683
OG0008885	Ag004G0421900	jg23672
OG0008886	Ag004G0423900	jg23653
OG0008887	Ag004G0424300	jg23650
OG0008888	Ag004G0426700	jg23631
OG0008890	Ag004G0429500	jg23614
OG0008891	Ag004G0433000	jg23583
OG0008892	Ag004G0433400	jg23577
OG0008893	Ag004G0435000	jg23567
OG0008894	Ag004G0440200	jg23536
OG0008895	Ag004G0441600	jg23522
OG0008896	Ag004G0441900	jg23521
OG0008897	Ag004G0442100	jg23519
OG0008898	Ag004G0443900	jg23509
OG0008899	Ag004G0445600	jg23501
OG0008901	Ag004G0450000	jg23468
OG0008902	Ag004G0454500	jg23424
OG0008903	Ag014G1994500, Ag004G0456100	jg23413
OG0008904	Ag004G0457900, Ag004G0458100	jg23397
OG0008905	Ag004G0460200	jg23381
OG0008906	Ag004G0461200	jg23374
OG0008907	Ag004G0462200	jg23357
OG0008908	Ag004G0465000	jg23339, jg23342
OG0008909	Ag004G0467700	jg23319
OG0008910	Ag004G0470600	jg23307
OG0008911	Ag004G0471700	jg23292
OG0008912	Ag004G0476200	jg23255
OG0008913	Ag004G0477200	jg23243
OG0008914	Ag004G0478400	jg23236
OG0008915	Ag004G0479000	jg23228
OG0008916	Ag004G0480200	jg23218
OG0008917	Ag004G0482100	jg23208
OG0008918	Ag004G0482800	jg23204
OG0008919	Ag004G0484100	jg23195
OG0008920	Ag004G0486000	jg23189
OG0008921	Ag004G0486400	jg23181
OG0008922	Ag004G0488100	jg23164
OG0008923	Ag004G0489300	jg23152
OG0008925	Ag004G0490000	jg23146
OG0008926	Ag004G0492000	jg23132
OG0008927	Ag004G0493500	jg23125
OG0008928	Ag004G0498200	jg23089
OG0008929	Ag004G0503200	jg23057
OG0008930	Ag004G0509800	jg6142
OG0008931	Ag004G0511100	jg6160
OG0008932	Ag004G0511700	jg6164
OG0008933	Ag004G0512900	jg6180
OG0008934	Ag004G0513200	jg6182
OG0008935	Ag004G0515500	jg6195
OG0008936	Ag004G0515800	jg6198
OG0008937	Ag004G0516500	jg6205
OG0008938	Ag004G0521100	jg6243
OG0008939	Ag004G0526200	jg6275
OG0008940	Ag004G0528800	jg6304
OG0008941	Ag004G0529200	jg6308
OG0008942	Ag004G0532200	jg6324
OG0008943	Ag004G0532600	jg6327
OG0008944	Ag004G0533500	jg6339
OG0008945	Ag004G0536500	jg6367
OG0008946	Ag004G0536700	jg6372
OG0008947	Ag004G0539100	jg6387
OG0008948	Ag004G0539300	jg6389
OG0008949	Ag004G0540500	jg6399
OG0008950	Ag004G0541800	jg6411
OG0008952	Ag004G0548100	jg6470
OG0008953	Ag004G0552100	jg6532
OG0008954	Ag004G0554500	jg5818
OG0008955	Ag004G0555400	jg5827
OG0008956	Ag004G0555900	jg5823
OG0008957	Ag004G0556000	jg5822
OG0008958	Ag004G0556100	jg5821
OG0008959	Ag004G0556500	jg5819
OG0008960	Ag004G0557000	jg5835
OG0008961	Ag004G0557100	jg5836
OG0008963	Ag004G0559100	jg5853
OG0008964	Ag004G0559900	jg5855
OG0008965	Ag004G0564400	jg5877
OG0008966	Ag004G0564800	jg5881
OG0008967	Ag004G0565600	jg5885
OG0008968	Ag004G0566300	jg5890
OG0008969	Ag004G0570600	jg5912
OG0008970	Ag004G0573100	jg5935
OG0008971	Ag004G0576900	jg5948
OG0008972	Ag004G0577100	jg5951
OG0008973	Ag004G0580400	jg5961
OG0008974	Ag004G0580800	jg5965
OG0008975	Ag004G0581500	jg5970
OG0008976	Ag004G0581900	jg5972
OG0008977	Ag004G0583800	jg5990
OG0008978	Ag004G0585500	jg6004
OG0008979	Ag004G0589300, Ag004G0587800	jg6028, jg6024
OG0008980	Ag004G0594000	jg6043
OG0008981	Ag004G0594500	jg6050
OG0008982	Ag004G0598600	jg6085
OG0008983	Ag004G0601300	jg22175
OG0008984	Ag004G0602600	jg6118
OG0008985	Ag004G0610200	jg6135
OG0008986	Ag004G0612400	jg23010
OG0008988	Ag004G0622700	jg22966
OG0008989	Ag004G0629800	jg22937
OG0008990	Ag004G0630100	jg22934
OG0008991	Ag004G0632800	jg22916
OG0008992	Ag004G0633200	jg22924
OG0008993	Ag004G0634400	jg22912
OG0008994	Ag004G0650800	jg22844
OG0008995	Ag004G0651400, Ag022G2751700	jg22840
OG0008996	Ag004G0653500	jg22827
OG0008997	Ag004G0655200	jg22821
OG0008998	Ag004G0655800	jg22818
OG0008999	Ag004G0662800	jg22779
OG0009002	Ag004G0670500	jg22721
OG0009003	Ag004G0672500, Ag034G3993000	jg30642
OG0009004	Ag004G0672700	jg22708
OG0009005	Ag004G0676800	jg3531
OG0009006	Ag004G0677800	jg22690
OG0009007	Ag004G0682500	jg22665
OG0009008	Ag004G0686200	jg22654
OG0009009	Ag004G0692300	jg22637
OG0009010	Ag004G0693700	jg22629
OG0009011	Ag004G0694000, Ag027G3038500	jg22627, jg22625
OG0009012	Ag004G0695600	jg22618
OG0009013	Ag004G0696000	jg22615
OG0009014	Ag004G0696400	jg22614
OG0009015	Ag004G0703000	jg22586
OG0009016	Ag004G0703600	jg22585
OG0009017	Ag004G0706500	jg22573
OG0009018	Ag004G0707300	jg22569
OG0009019	Ag004G0709500	jg22562
OG0009020	Ag004G0710400	jg22558
OG0009021	Ag004G0712200	jg22540
OG0009022	Ag004G0712600	jg22535
OG0009023	Ag004G0720100	jg22493
OG0009024	Ag004G0720300	jg22490
OG0009025	Ag004G0723000	jg22471
OG0009026	Ag004G0724000	jg22480
OG0009027	Ag004G0730800	jg22439
OG0009028	Ag004G0731200	jg22438
OG0009029	Ag004G0733000	jg22425
OG0009030	Ag004G0736500	jg22398
OG0009031	Ag004G0736900	jg22397
OG0009032	Ag004G0739200	jg22388
OG0009034	Ag004G0745600	jg22348
OG0009035	Ag004G0746200	jg22339
OG0009036	Ag004G0746400	jg22338
OG0009037	Ag004G0748700	jg22330
OG0009038	Ag004G0750400	jg22323
OG0009039	Ag004G0759000	jg14806
OG0009040	Ag004G0764100	jg14767
OG0009041	Ag004G0764300	jg14765
OG0009042	Ag004G0768200	jg14742
OG0009043	Ag011G1241200, Ag004G0768900	jg14735, jg14738
OG0009044	Ag004G0772100	jg14714
OG0009045	Ag004G0775200	jg14702
OG0009046	Ag004G0780500, Ag020G2557300	jg22208
OG0009047	Ag020G2555900, Ag004G0782600	jg22220
OG0009048	Ag022G2631500	jg7983
OG0009049	Ag022G2651000	jg7860
OG0009050	Ag022G2652300	jg17175
OG0009051	Ag022G2654000	jg4582
OG0009052	Ag022G2660700	jg11960
OG0009053	Ag024G2896300, Ag022G2667800, Ag016G2310000	jg370
OG0009054	Ag022G2674900	jg4506
OG0009055	Ag022G2679200	jg4442
OG0009056	Ag022G2683500	jg4423
OG0009057	Ag022G2685100, Ag022G2685200, Ag002G0169300	jg4417
OG0009058	Ag022G2689200	jg4396
OG0009059	Ag022G2690000	jg4386
OG0009060	Ag060G5009800, Ag022G2693900	jg5693
OG0009061	Ag022G2694000, Ag060G5010000	jg5692
OG0009062	Ag022G2695100	jg31198
OG0009063	Ag022G2697400	jg4367
OG0009064	Ag022G2700700	jg31214
OG0009065	Ag022G2702800	jg4356
OG0009066	Ag022G2702900	jg4355
OG0009068	Ag022G2708700	jg4327
OG0009069	Ag022G2710000	jg4316
OG0009070	Ag022G2713500	jg4363, jg4240, jg4301, jg4392
OG0009071	Ag022G2714300	jg4295
OG0009072	Ag022G2716100	jg4284
OG0009073	Ag022G2718700	jg4275
OG0009074	Ag022G2718800	jg4274
OG0009075	Ag022G2720100, Ag002G0158700	jg19595
OG0009076	Ag022G2720900	jg4257
OG0009077	Ag022G2722700	jg4250
OG0009078	Ag022G2723300	jg4249
OG0009079	Ag022G2725700	jg4230
OG0009080	Ag022G2732900	jg4196
OG0009081	Ag022G2734900	jg4181
OG0009082	Ag022G2737100, Ag003G0318300	jg4173
OG0009083	Ag022G2738300	jg4167
OG0009084	Ag022G2739000	jg8205
OG0009086	Ag022G2742900	jg4141
OG0009087	Ag022G2744200	jg4132
OG0009089	Ag022G2745600	jg4119
OG0009090	Ag022G2746200	jg4116
OG0009091	Ag015G2212700, Ag022G2748100	jg21746
OG0009092	Ag022G2748900	jg4111
OG0009093	Ag022G2752400	jg4096
OG0009094	Ag022G2752600	jg4095
OG0009095	Ag022G2756600	jg4063
OG0009096	Ag022G2758400	jg4052
OG0009097	Ag022G2760100	jg4047
OG0009098	Ag022G2766700	jg4021
OG0009099	Ag022G2771600	jg32556
OG0009100	Ag022G2772700	jg3988
OG0009101	Ag022G2774100	jg3973
OG0009102	Ag022G2777300	jg3955
OG0009103	Ag022G2778400	jg3944
OG0009104	Ag022G2781400	jg3932
OG0009105	Ag022G2790300	jg3856
OG0009106	Ag022G2791000	jg3851
OG0009107	Ag022G2791800	jg3845
OG0009108	Ag022G2792900	jg21395, jg3839
OG0009109	Ag022G2794100	jg22241
OG0009110	Ag022G2794300	jg3836
OG0009111	Ag022G2796500	jg3807
OG0009112	Ag075G5282800	jg12676
OG0009113	Ag075G5289100	jg11561, jg12704
OG0009114	Ag075G5289200	jg12705
OG0009116	Ag075G5293500	jg12725
OG0009117	Ag075G5294500	jg12728
OG0009118	Ag075G5294700	jg12730
OG0009119	Ag075G5302000	jg24750
OG0009120	Ag075G5307200	jg12845
OG0009121	Ag048G4554200	jg3772
OG0009122	Ag048G4554700	jg3776
OG0009123	Ag033G3584100, Ag048G4555200	jg3779
OG0009124	Ag048G4556900	jg3785
OG0009125	Ag048G4559200, Ag011G1127100	jg3766
OG0009126	Ag048G4560700, Ag048G4560600	jg3759
OG0009127	Ag048G4561400	jg3757
OG0009128	Ag048G4561700	jg3755
OG0009129	Ag048G4562100, Ag023G2823100	jg3750
OG0009130	Ag048G4562600	jg3746
OG0009131	Ag048G4564100	jg3734
OG0009132	Ag048G4569200	jg3713
OG0009133	Ag048G4569900	jg3706
OG0009134	Ag048G4572400, Ag048G4572100	jg3700
OG0009135	Ag048G4572500	jg3699
OG0009136	Ag048G4577600, Ag011G1251400	jg3683
OG0009137	Ag048G4578700	jg3675
OG0009138	Ag048G4580900	jg3665
OG0009139	Ag048G4581200	jg3663
OG0009140	Ag048G4583000	jg3660
OG0009141	Ag048G4587300	jg3636
OG0009142	Ag048G4592300	jg3596
OG0009143	Ag048G4595300	jg3581
OG0009144	Ag048G4598300	jg3559
OG0009145	Ag048G4602700, Ag048G4602600	jg3553
OG0009146	Ag048G4605700	jg3538
OG0009147	Ag048G4612200	jg3519
OG0009148	Ag048G4612800	jg3515
OG0009149	Ag048G4613200	jg3513
OG0009150	Ag048G4619500	jg3484
OG0009151	Ag048G4620800	jg3478
OG0009152	Ag048G4623800	jg3455
OG0009153	Ag048G4624700	jg14081
OG0009154	Ag048G4627000	jg3446
OG0009155	Ag048G4631400	jg3439
OG0009156	Ag048G4641500	jg3409
OG0009157	Ag048G4641600	jg3408
OG0009158	Ag048G4645200	jg3396
OG0009159	Ag048G4646000	jg3388
OG0009160	Ag048G4647200	jg3378
OG0009161	Ag048G4648400	jg3366
OG0009162	Ag048G4650000	jg3357
OG0009163	Ag048G4660400	jg3312
OG0009164	Ag048G4662200	jg3306
OG0009165	Ag048G4669100	jg3291
OG0009166	Ag048G4677200	jg3273
OG0009167	Ag048G4679200	jg32213
OG0009168	Ag002G0214300, Ag014G1977000, Ag048G4680600	jg25398
OG0009169	Ag048G4681700	jg3255
OG0009170	Ag048G4685500	jg3249
OG0009171	Ag048G4696700	jg3226
OG0009172	Ag048G4709200, Ag026G2977500, Ag039G4228700	jg27358
OG0009173	Ag048G4711600	jg3190
OG0009174	Ag048G4715100	jg3178
OG0009175	Ag048G4715800	jg3173
OG0009176	Ag040G4344200	jg27890
OG0009177	Ag040G4344700	jg27893
OG0009179	Ag040G4351100	jg27925
OG0009180	Ag049G4725700	jg14850
OG0009181	Ag049G4731200	jg22284
OG0009182	Ag049G4731900	jg22283
OG0009183	Ag049G4732900	jg22280
OG0009184	Ag032G3419100	jg33820
OG0009186	Ag032G3425400	jg33773
OG0009187	Ag032G3426100	jg33765
OG0009188	Ag032G3428200	jg33742
OG0009189	Ag032G3444300, Ag032G3436700	jg33692
OG0009190	Ag032G3438400	jg33686
OG0009191	Ag032G3449100	jg33635
OG0009192	Ag032G3457400	jg33604
OG0009193	Ag032G3457700	jg33601
OG0009194	Ag032G3458000	jg33599
OG0009195	Ag032G3464000	jg33581, jg33578, jg33579
OG0009196	Ag032G3467500	jg33558
OG0009197	Ag032G3467700	jg33556
OG0009198	Ag032G3467900	jg33554
OG0009199	Ag032G3469100	jg2411
OG0009200	Ag032G3472300	jg33523
OG0009201	Ag054G4877000	jg18733
OG0009202	Ag054G4878000	jg18737
OG0009203	Ag054G4880700	jg18751
OG0009204	Ag054G4881900, Ag038G4159600	jg18754
OG0009205	Ag054G4888700	jg18781
OG0009206	Ag033G3526900	jg9832
OG0009207	Ag054G4897500	jg18825
OG0009208	Ag041G4355800, Ag009G0980500	jg14301, jg13753
OG0009209	Ag009G0976900, Ag041G4359100	jg14249
OG0009210	Ag041G4360700, Ag009G0975300	jg14201
OG0009211	Ag041G4363800, Ag009G0970400	jg13699
OG0009213	Ag041G4376800	jg21672
OG0009214	Ag082G5406200	jg22026
OG0009215	Ag007G0858000	jg11995
OG0009216	Ag007G0861000	jg11882
OG0009217	Ag007G0865000	jg11959
OG0009219	Ag007G0866800	jg11673
OG0009220	Ag007G0882200	jg11520
OG0009221	Ag007G0893400	jg11366
OG0009222	Ag007G0893500	jg11364
OG0009223	Ag007G0895700, Ag063G5085900, Ag011G1065400, Ag063G5086000	jg8527
OG0009224	Ag007G0906700	jg11278
OG0009225	Ag007G0907600	jg11267
OG0009226	Ag007G0914700	jg11215
OG0009227	Ag007G0916500	jg11203
OG0009228	Ag007G0919900	jg11167
OG0009229	Ag007G0921400	jg11157
OG0009230	Ag078G5333000	jg2941
OG0009231	Ag078G5333700	jg2945
OG0009232	Ag078G5335300	jg2950
OG0009233	Ag078G5339100	jg2958, jg2959
OG0009234	Ag078G5345400	jg2987
OG0009235	Ag078G5349900	jg2992
OG0009236	Ag078G5354000	jg3010
OG0009237	Ag078G5360600	jg3026
OG0009238	Ag078G5363700	jg3036
OG0009239	Ag078G5369700	jg3062
OG0009240	Ag078G5370000	jg3063
OG0009241	Ag078G5376900	jg21533
OG0009242	Ag078G5378600	jg3080
OG0009243	Ag078G5380000	jg3089
OG0009244	Ag056G4935200	jg2430
OG0009245	Ag056G4941400	jg2459
OG0009246	Ag056G4944000	jg2475
OG0009247	Ag056G4944700	jg2485
OG0009248	Ag056G4948900	jg2505
OG0009249	Ag045G4507500	jg9582
OG0009250	Ag045G4511500	jg9568
OG0009251	Ag045G4512000	jg9566
OG0009253	Ag045G4516200	jg9548
OG0009254	Ag045G4518700	jg9533
OG0009255	Ag092G5457300	jg22041
OG0009256	Ag063G5084500, Ag002G0108900	jg479
OG0009257	Ag063G5085100, Ag002G0108300	jg478
OG0009258	Ag063G5090200, Ag002G0102600	jg462
OG0009259	Ag071G5237700	jg12579
OG0009260	Ag071G5242900	jg26988
OG0009261	Ag071G5246300	jg12628
OG0009262	Ag071G5246500	jg12631
OG0009263	Ag071G5246900	jg12635, jg12632
OG0009264	Ag012G1273900	jg21745
OG0009265	Ag012G1287400	jg13827
OG0009266	Ag012G1296400	jg13537
OG0009267	Ag012G1297900	jg13527
OG0009268	Ag012G1300000	jg13519
OG0009269	Ag012G1302100, Ag003G0294200	jg20128
OG0009270	Ag012G1303500	jg13513
OG0009271	Ag012G1307600	jg13468
OG0009272	Ag012G1314100	jg13401
OG0009274	Ag012G1316100	jg13400
OG0009275	Ag012G1316700	jg13398
OG0009276	Ag012G1316900	jg13396
OG0009277	Ag012G1317100	jg13386
OG0009278	Ag012G1317300	jg13384
OG0009279	Ag012G1320000	jg13372, jg13370
OG0009280	Ag012G1321600	jg13356, jg31431
OG0009281	Ag002G0153100, Ag012G1324800	jg13331, jg13332
OG0009282	Ag012G1325200	jg13330
OG0009283	Ag012G1325300	jg13329
OG0009284	Ag012G1331300	jg13271
OG0009285	Ag012G1332200	jg13267
OG0009286	Ag012G1334500	jg13250
OG0009287	Ag012G1338500	jg21670
OG0009288	Ag012G1338800	jg13233
OG0009289	Ag057G4952000	jg21737
OG0009290	Ag057G4964000	jg2533
OG0009291	Ag057G4966600	jg2519
OG0009293	Ag006G0805300, Ag058G4977800	jg20480
OG0009294	Ag058G4970300, Ag006G0812300	jg20496
OG0009295	Ag006G0818000	jg21217
OG0009296	Ag006G0818800	jg20509
OG0009297	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200	jg20510
OG0009298	Ag006G0833500	jg20558
OG0009299	Ag019G2500700, Ag006G0839000	jg1802
OG0009300	Ag006G0840200	jg20604
OG0009301	Ag006G0842400	jg20615
OG0009302	Ag001G0008500	jg33098
OG0009303	Ag001G0024900	jg33153
OG0009304	Ag001G0025900	jg33165
OG0009305	Ag001G0029400, Ag001G0029500	jg33176
OG0009306	Ag001G0030300	jg33180
OG0009307	Ag001G0041300, Ag001G0041200, Ag034G3881700	jg30014
OG0009308	Ag001G0057300	jg33285
OG0009309	Ag001G0062800	jg33329
OG0009310	Ag001G0063300	jg33332
OG0009311	Ag001G0067800	jg33368
OG0009312	Ag001G0080900	jg33447
OG0009313	Ag001G0081100	jg33450
OG0009314	Ag001G0082800	jg33458
OG0009315	Ag001G0089500	jg33500
OG0009316	Ag023G2801800	jg20971
OG0009317	Ag023G2807000	jg18456
OG0009318	Ag023G2807900	jg18470
OG0009319	Ag023G2810200	jg18486
OG0009320	Ag023G2813100	jg18502
OG0009322	Ag023G2815900	jg18519
OG0009323	Ag034G3838200, Ag023G2819600	jg18553
OG0009324	Ag023G2820200	jg18557
OG0009325	Ag023G2821400	jg18566
OG0009326	Ag023G2822000	jg18568
OG0009327	Ag023G2824400	jg18590
OG0009328	Ag023G2825900	jg18599
OG0009329	Ag023G2827000	jg18603
OG0009330	Ag023G2828200	jg18608
OG0009331	Ag023G2833200	jg18632
OG0009332	Ag023G2835000	jg18648
OG0009333	Ag023G2837500	jg18664
OG0009334	Ag023G2843100	jg18694, jg939
OG0009335	Ag023G2843600	jg18697
OG0009336	Ag023G2846400	jg18709
OG0009337	Ag023G2847000	jg18712
OG0009338	Ag023G2847200	jg18714
OG0009339	Ag050G4742100	jg10641
OG0009340	Ag050G4743800	jg19200
OG0009341	Ag050G4748800	jg10664
OG0009342	Ag050G4753500	jg10700
OG0009343	Ag050G4756400	jg10689
OG0009344	Ag050G4756800	jg10687
OG0009345	Ag050G4783200	jg10804
OG0009346	Ag050G4785900	jg10814
OG0009347	Ag050G4791100	jg10832
OG0009348	Ag050G4791200	jg10833
OG0009349	Ag050G4794000	jg10851
OG0009350	Ag050G4798500	jg10892
OG0009351	Ag050G4798700	jg10895
OG0009352	Ag050G4798900	jg10897
OG0009353	Ag008G0965400, Ag008G0936900	jg13991
OG0009354	Ag008G0939000, Ag024G2894800, Ag008G0962800, Ag008G0963000	jg14976
OG0009355	Ag008G0941700	jg14967
OG0009356	Ag034G3917800	jg30248
OG0009357	Ag008G0944900	jg14952
OG0009358	Ag008G0949400	jg14935
OG0009359	Ag008G0952100	jg14926
OG0009360	Ag008G0952500	jg14922
OG0009361	Ag008G0953700	jg14911
OG0009362	Ag008G0953900	jg14907, jg15549
OG0009363	Ag077G5320100, Ag033G3490500	jg10154
OG0009364	Ag051G4819600, Ag051G4800500	jg21678
OG0009365	Ag051G4805100	jg21930
OG0009366	Ag051G4807500	jg21916
OG0009367	Ag051G4810100	jg21864, jg22267, jg22276
OG0009368	Ag051G4817200	jg21810
OG0009369	Ag051G4826200	jg13985
OG0009370	Ag044G4473400	jg27359
OG0009371	Ag044G4477800	jg27443
OG0009372	Ag044G4484700	jg27576
OG0009373	Ag044G4485700	jg27602
OG0009374	Ag044G4486200	jg27606
OG0009375	Ag044G4490200	jg27668
OG0009376	Ag044G4496200	jg27770
OG0009377	Ag044G4502500, Ag031G3185600	jg16303
OG0009378	Ag044G4503900	jg27845
OG0009379	Ag044G4504600	jg27849
OG0009380	Ag033G3476100, Ag052G4848600	jg10074
OG0009381	Ag033G3477500, Ag052G4845900	jg10078
OG0009382	Ag033G3480600	jg10100
OG0009383	Ag033G3481300, Ag052G4842700	jg10096
OG0009384	Ag033G3504700	jg10224
OG0009385	Ag033G3505200	jg10227
OG0009386	Ag033G3513700	jg10254
OG0009387	Ag033G3517400	jg10270
OG0009388	Ag033G3524800	jg10299
OG0009389	Ag033G3533700	jg10327
OG0009390	Ag033G3540500	jg12836
OG0009391	Ag033G3544900, Ag033G3545000, Ag033G3545100	jg10356
OG0009392	Ag033G3566600	jg12818
OG0009393	Ag033G3567500	jg10567
OG0009394	Ag033G3572400	jg10549
OG0009395	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300	jg10541
OG0009396	Ag033G3581900	jg10527, jg10520, jg10515
OG0009397	Ag033G3582000	jg10514, jg10526
OG0009400	Ag033G3593900, Ag034G3911300	jg30220
OG0009401	Ag033G3597800	jg10463
OG0009403	Ag033G3604500	jg10433
OG0009404	Ag033G3611500	jg13136
OG0009405	Ag033G3612400	jg10409
OG0009406	Ag033G3619600	jg28299
OG0009407	Ag028G3084200, Ag026G2979500	jg21190
OG0009408	Ag031G3137900	jg11020
OG0009409	Ag031G3139100	jg10999
OG0009410	Ag031G3140000	jg10983
OG0009411	Ag031G3140500	jg10963
OG0009412	Ag031G3142100	jg10955
OG0009413	Ag031G3143000	jg10950, jg28045
OG0009414	Ag031G3146400	jg10916
OG0009415	Ag031G3147000	jg10911
OG0009416	Ag031G3151900	jg23915
OG0009417	Ag031G3152900	jg23928
OG0009418	Ag031G3153200	jg23930
OG0009419	Ag031G3155500	jg23948
OG0009420	Ag031G3157000	jg23959
OG0009421	Ag031G3157200	jg23722
OG0009422	Ag031G3159900	jg23747
OG0009423	Ag031G3160000	jg23748
OG0009424	Ag031G3160100	jg23749, jg14588
OG0009425	Ag031G3160300, Ag031G3160400	jg23751
OG0009426	Ag031G3164600	jg23774
OG0009427	Ag031G3165100	jg23778
OG0009428	Ag031G3171300	jg16415
OG0009429	Ag031G3171600	jg16412, jg16396, jg16404
OG0009430	Ag031G3173400	jg16382
OG0009431	Ag031G3175400	jg16367
OG0009432	Ag031G3176000	jg16361
OG0009433	Ag031G3183200	jg16312
OG0009434	Ag031G3183400	jg16310
OG0009435	Ag031G3188100	jg16298
OG0009436	Ag031G3194800	jg16259
OG0009437	Ag031G3195100	jg16256
OG0009438	Ag014G1834700, Ag014G1834300, Ag031G3196800	jg24445
OG0009439	Ag031G3197400	jg16249
OG0009440	Ag031G3197600	jg16247
OG0009441	Ag031G3203000	jg16223
OG0009442	Ag031G3209100	jg32489
OG0009443	Ag039G4283800, Ag031G3209400	jg18514
OG0009444	Ag031G3211400	jg16172
OG0009445	Ag031G3213400	jg16164
OG0009446	Ag031G3214000	jg16154
OG0009447	Ag031G3217900	jg16125
OG0009448	Ag031G3219000	jg16117
OG0009449	Ag031G3220100	jg16112
OG0009450	Ag031G3220400	jg16111
OG0009451	Ag031G3220900	jg16106
OG0009452	Ag031G3221700	jg16103
OG0009453	Ag031G3232200	jg16047
OG0009454	Ag031G3241900	jg15994
OG0009455	Ag031G3242300	jg15992
OG0009456	Ag031G3244300	jg15979
OG0009457	Ag031G3244600	jg15974
OG0009458	Ag031G3245500	jg15968
OG0009459	Ag031G3254700	jg15927
OG0009460	Ag031G3258800	jg15907
OG0009461	Ag031G3260500	jg15899
OG0009462	Ag031G3262100	jg15891
OG0009463	Ag031G3265500	jg15881
OG0009464	Ag031G3266600	jg15871
OG0009465	Ag031G3281100	jg15839
OG0009466	Ag031G3282000	jg15834
OG0009467	Ag031G3284700	jg15819
OG0009468	Ag031G3287400	jg15806
OG0009469	Ag031G3302700	jg15719, jg15661
OG0009470	Ag031G3304200	jg15670, jg23926
OG0009471	Ag031G3305300	jg15678
OG0009472	Ag031G3308900	jg15690
OG0009474	Ag031G3320100	jg15623
OG0009475	Ag031G3324100	jg15599
OG0009476	Ag031G3331200	jg15565
OG0009477	Ag031G3333400	jg15540
OG0009478	Ag031G3341800	jg15495
OG0009479	Ag031G3344200	jg15481
OG0009480	Ag031G3346400	jg15475
OG0009481	Ag031G3349000	jg15465
OG0009482	Ag031G3353400	jg15463
OG0009483	Ag031G3359900	jg15432
OG0009484	Ag031G3360200	jg15429
OG0009485	Ag031G3363500	jg15409
OG0009486	Ag031G3364000	jg15407
OG0009487	Ag031G3364800	jg15403
OG0009489	Ag031G3371700	jg15372
OG0009491	Ag031G3373800	jg15362
OG0009492	Ag031G3374600	jg15357
OG0009493	Ag031G3376600	jg15355
OG0009494	Ag031G3377200	jg15350
OG0009495	Ag034G3990200, Ag031G3377700	jg30634, jg24040
OG0009496	Ag031G3379900	jg15341
OG0009497	Ag031G3384400	jg15321
OG0009498	Ag031G3389400	jg15281
OG0009499	Ag031G3397600	jg15253
OG0009500	Ag031G3397700	jg15251
OG0009501	Ag031G3397800	jg15250
OG0009502	Ag031G3398900	jg15246
OG0009503	Ag031G3407100	jg15210
OG0009504	Ag031G3407300	jg15209
OG0009505	Ag031G3416900	jg15179
OG0009506	Ag020G2563900	jg22142
OG0009507	Ag020G2566600	jg22126
OG0009508	Ag020G2567600	jg22080
OG0009509	Ag020G2567700	jg22079
OG0009510	Ag020G2570400	jg22068
OG0009511	Ag020G2571400	jg22066
OG0009512	Ag020G2574600	jg22056
OG0009513	Ag020G2574800	jg22054
OG0009514	Ag025G2905000, Ag053G4871200	jg11055
OG0009515	Ag029G3088300	jg26767
OG0009516	Ag029G3094600	jg26779
