Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0001134	Ag014G1902800	Aa_G34540.h1.t1
OG0001134	Ag022G2757200	Aa_G259870.h1.t1
OG0001135	Ag088G5436200	Aa_G443050.h1.t1, Aa_G443060.h1.t1
OG0001136	Ag075G5302900	Aa_G185130.h1.t1
OG0001136	Ag014G2017000	Aa_G451330.h1.t1, Aa_G221050.h1.t1
OG0001137	Ag033G3646900	Aa_G403640.h1.t1
OG0001137	Ag048G4580800	Aa_G293610.h1.t1
OG0001138	Ag048G4590700	Aa_G80490.h1.t1, Aa_G80470.h1.t1
OG0001140	Ag048G4654300	Aa_G418970.h1.t1, Aa_G418950.h1.t1
OG0001141	Ag048G4705700	Aa_G186420.h1.t1
OG0001141	Ag034G3866300	Aa_G523730.h1.t1
OG0001142	Ag048G4707100	Aa_G738300.h1.t1, Aa_G312430.h1.t1, Aa_G839010.h1.t1
OG0001142	Ag034G4055400	Aa_G163340.h1.t1
OG0001143	Ag034G3965100, Ag034G3965000	Aa_G93220.h1.t1
OG0001143	Ag048G4714300	Aa_G348810.h1.t1
OG0001144	Ag032G3432800	Aa_G193260.h1.t1
OG0001144	Ag014G1967200	Aa_G176100.h1.t1
OG0001145	Ag034G3934300	Aa_G535530.h1.t1
OG0001146	Ag088G5438900	Aa_G194750.h1.t1
OG0001146	Ag045G4507200	Aa_G644730.h1.t1
OG0001148	Ag012G1279200	Aa_G263630.h1.t1
OG0001148	Ag016G2396600, Ag061G5028600	Aa_G282160.h1.t1
OG0001149	Ag016G2285500, Ag050G4781300	Aa_G817170.h1.t1, Aa_G208080.h1.t1
OG0001150	Ag031G3203800	Aa_G128060.h1.t1
OG0001150	Ag003G0307900	Aa_G536080.h1.t1
OG0001151	Ag003G0327000	Aa_G175130.h1.t1
OG0001151	Ag031G3219400	Aa_G354030.h1.t1
OG0001152	Ag003G0363300, Ag031G3240900	Aa_G451530.h1.t1
OG0001153	Ag039G4200000	Aa_G598230.h1.t1
OG0001154	Ag015G2184200	Aa_G590110.h1.t1
OG0001154	Ag011G1043500	Aa_G352000.h1.t1
OG0001157	Ag003G0300000	Aa_G462250.h1.t1
OG0001157	Ag003G0300200	Aa_G462240.h1.t1
OG0001160	Ag060G5016000	Aa_G411040.h1.t1
OG0001160	Ag014G1811700	Aa_G185630.h1.t1
OG0001161	Ag014G1814100	Aa_G217200.h1.t1, Aa_G563200.h1.t1
OG0001162	Ag002G0175500	Aa_G471100.h1.t1
OG0001163	Ag034G3857500	Aa_G613480.h1.t1
OG0001163	Ag034G3857600, Ag034G3858200	Aa_G613490.h1.t1, Aa_G92980.h1.t1
OG0001164	Ag034G4011600	Aa_G329430.h1.t1
OG0001165	Ag002G0184800	Aa_G867890.h1.t1, Aa_G234540.h1.t1, Aa_G448170.h1.t1
OG0001166	Ag025G2943800	Aa_G161170.h1.t1, Aa_G161160.h1.t1
OG0001167	Ag025G2969600, Ag025G2968900	Aa_G435510.h1.t1
OG0001168	Ag011G1149200	Aa_G483290.h1.t1
OG0001168	Ag011G1149100	Aa_G483300.h1.t1
OG0001169	Ag011G1198400	Aa_G609980.h1.t1
OG0001174	Ag030G3129500, Ag004G0748500, Ag047G4548300, Ag046G4535800	Aa_G225580.h1.t1
OG0001174	Ag033G3508400	Aa_G19960.h1.t1
OG0001175	Ag013G1405200	Aa_G383480.h1.t1
OG0001175	Ag014G1780400	Aa_G743960.h1.t1
OG0001176	Ag014G1778500	Aa_G71560.h1.t1
OG0001176	Ag013G1406300	Aa_G376800.h1.t1
OG0001177	Ag013G1489100	Aa_G256570.h1.t1
OG0001177	Ag004G0554000	Aa_G181350.h1.t1
OG0001178	Ag013G1534300	Aa_G195930.h1.t1
OG0001178	Ag004G0446900	Aa_G20810.h1.t1
OG0001179	Ag006G0817800, Ag013G1540300	Aa_G21130.h1.t1, Aa_G309270.h1.t1
OG0001180	Ag014G1795200, Ag078G5326500, Ag013G1652900, Ag013G1652800, Ag013G1652700	Aa_G154880.h1.t1, Aa_G529110.h1.t1, Aa_G154860.h1.t1
OG0001181	Ag039G4278500	Aa_G621950.h1.t1
OG0001181	Ag013G1682000	Aa_G203700.h1.t1
OG0001182	Ag013G1707500	Aa_G533070.h1.t1
OG0001182	Ag048G4707700	Aa_G492510.h1.t1, Aa_G198490.h1.t1
OG0001183	Ag013G1730400, Ag013G1730200	Aa_G142230.h1.t1, Aa_G223740.h1.t1
OG0001184	Ag023G2842500	Aa_G24920.h1.t1
OG0001184	Ag013G1762800	Aa_G194240.h1.t1
OG0001185	Ag004G0431100	Aa_G23340.h1.t1
OG0001186	Ag004G0517600	Aa_G143150.h1.t1
OG0001186	Ag004G0775800	Aa_G168280.h1.t1
OG0001189	Ag004G0556200	Aa_G181190.h1.t1
OG0001189	Ag067G5182700	Aa_G304770.h1.t1
OG0001190	Ag010G1012400	Aa_G141600.h1.t1
OG0001190	Ag020G2559200, Ag004G0779000	Aa_G88130.h1.t1
OG0001191	Ag011G1085400, Ag004G0779900, Ag020G2558200	Aa_G578820.h1.t1
OG0001192	Ag048G4677000	Aa_G87810.h1.t1
OG0001193	Ag032G3420800	Aa_G205600.h1.t1
OG0001193	Ag014G1956400	Aa_G40000.h1.t1
OG0001194	Ag078G5392100, Ag034G3955200	Aa_G64570.h1.t1, Aa_G296730.h1.t1, Aa_G497100.h1.t1
OG0001195	Ag012G1298100	Aa_G211280.h1.t1
OG0001196	Ag012G1311800	Aa_G120820.h1.t1
OG0001197	Ag014G1959000	Aa_G290260.h1.t1
OG0001197	Ag014G1959500, Ag001G0080100	Aa_G290270.h1.t1
OG0001199	Ag050G4790100	Aa_G152250.h1.t1
OG0001199	Ag016G2309900	Aa_G295620.h1.t1
OG0001200	Ag050G4796900, Ag050G4796800	Aa_G697090.h1.t1
OG0001201	Ag033G3528500	Aa_G517250.h1.t1
OG0001201	Ag014G1776100, Ag011G1170300	Aa_G71790.h1.t1
OG0001201	Ag066G5139800	Aa_G320460.h1.t1
OG0001202	Ag031G3143900	Aa_G296070.h1.t1
OG0001203	Ag017G2435000	Aa_G326350.h1.t1
OG0001203	Ag031G3163500	Aa_G44070.h1.t1
OG0001204	Ag003G0398400, Ag031G3210800, Ag002G0094100	Aa_G57800.h1.t1
OG0001204	Ag003G0314100	Aa_G17160.h1.t1
OG0001205	Ag003G0348000	Aa_G100560.h1.t1
OG0001205	Ag031G3231900	Aa_G349400.h1.t1
OG0001206	Ag031G3247500, Ag042G4421400, Ag031G3247600, Ag031G3247700, Ag031G3248900, Ag031G3351400, Ag031G3247900	Aa_G430840.h1.t1, Aa_G430840.h2.t1, Aa_G430830.h1.t1, Aa_G430830.h2.t1
OG0001206	Ag031G3352600, Ag031G3352100	Aa_G430860.h1.t1, Aa_G271250.h1.t1, Aa_G515880.h1.t1
OG0001207	Ag031G3282300	Aa_G98570.h1.t1
OG0001207	Ag003G0391100	Aa_G210220.h1.t1
OG0001208	Ag003G0397600	Aa_G67280.h1.t1
OG0001208	Ag031G3283700	Aa_G221090.h1.t1
OG0001209	Ag031G3286600	Aa_G345850.h1.t1
OG0001209	Ag003G0394700	Aa_G230750.h1.t1
OG0001210	Ag039G4318800	Aa_G527150.h1.t1
OG0001210	Ag031G3391300	Aa_G14020.h1.t1
OG0001211	Ag065G5119500	Aa_G507350.h1.t1
OG0001211	Ag042G4428500	Aa_G726620.h1.t1
OG0001213	Ag014G1836200	Aa_G75700.h1.t1
OG0001213	Ag014G1834600, Ag014G1835300, Ag014G1834500, Ag014G1834900	Aa_G75640.h1.t1
OG0001214	Ag014G1861100	Aa_G47140.h1.t1
OG0001215	Ag014G1894100, Ag014G1866200	Aa_G403660.h1.t1
OG0001216	Ag014G2096500	Aa_G429470.h1.t1
OG0001216	Ag025G2967500	Aa_G96000.h1.t1
OG0001218	Ag052G4858400, Ag052G4858500, Ag052G4858300	Aa_G124940.h1.t1
OG0001219	Ag002G0162800, Ag002G0163200, Ag002G0164200	Aa_G473370.h1.t1
OG0001220	Ag011G1261600, Ag024G2891000	Aa_G356290.h1.t1
OG0001221	Ag016G2331500	Aa_G162820.h1.t1
OG0001221	Ag016G2331400	Aa_G162830.h1.t1
OG0001222	Ag011G1107500	Aa_G249560.h1.t1, Aa_G285880.h1.t1
OG0001223	Ag018G2476900	Aa_G469160.h1.t1, Aa_G469150.h1.t1, Aa_G74590.h1.t1, Aa_G74600.h1.t1
OG0001231	Ag014G1796100	Aa_G49820.h1.t1, Aa_G49850.h1.t1, Aa_G111710.h1.t1
OG0001231	Ag013G1373300	Aa_G499360.h1.t1
OG0001232	Ag013G1429400	Aa_G644340.h1.t1
OG0001232	Ag048G4695100	Aa_G64960.h1.t1, Aa_G618430.h1.t1
OG0001233	Ag013G1498000	Aa_G330170.h1.t1
OG0001234	Ag004G0538200	Aa_G398110.h1.t1
OG0001234	Ag013G1516000	Aa_G168770.h1.t1
OG0001235	Ag013G1552000	Aa_G210870.h1.t1
OG0001235	Ag004G0464400	Aa_G75990.h1.t1
OG0001236	Ag014G1875000	Aa_G135160.h1.t1
OG0001236	Ag013G1571100	Aa_G188930.h1.t1
OG0001237	Ag022G2699100, Ag013G1615300	Aa_G49080.h1.t1
OG0001239	Ag001G0014700, Ag013G1671500, Ag013G1671400, Ag013G1674000, Ag001G0001600, Ag034G3707000	Aa_G363500.h1.t1
OG0001239	Ag006G0803500, Ag058G4978900, Ag001G0001800	Aa_G731860.h1.t1, Aa_G299620.h1.t1
OG0001240	Ag034G3703500	Aa_G217690.h1.t1
OG0001240	Ag013G1666700, Ag013G1666800	Aa_G709170.h1.t1
OG0001241	Ag034G3703600	Aa_G217740.h1.t1
OG0001241	Ag013G1667200	Aa_G257840.h1.t1
OG0001242	Ag013G1725400	Aa_G408520.h1.t1
OG0001242	Ag013G1725800, Ag013G1725700, Ag013G1725500, Ag013G1725600	Aa_G408530.h1.t1, Aa_G146020.h1.t1
OG0001243	Ag013G1755200	Aa_G598340.h1.t1
OG0001243	Ag033G3516700	Aa_G251230.h1.t1
OG0001244	Ag004G0428200	Aa_G23560.h1.t1
OG0001244	Ag049G4726800	Aa_G52890.h1.t1
OG0001245	Ag004G0462700	Aa_G76020.h1.t1
OG0001245	Ag004G0462600	Aa_G76030.h1.t1
OG0001246	Ag067G5186400	Aa_G335150.h1.t1
OG0001246	Ag004G0488600	Aa_G131130.h1.t1
OG0001247	Ag004G0492600	Aa_G351300.h1.t1, Aa_G69350.h1.t1, Aa_G435170.h1.t1
OG0001247	Ag022G2657300	Aa_G275520.h1.t1
OG0001248	Ag039G4231600, Ag004G0586000	Aa_G8830.h1.t1
OG0001249	Ag004G0667000	Aa_G344350.h1.t1
OG0001249	Ag022G2669500	Aa_G244380.h1.t1
OG0001250	Ag002G0132300, Ag002G0263100, Ag002G0263000	Aa_G57060.h1.t1
OG0001251	Ag020G2559300, Ag004G0778900	Aa_G88140.h1.t1
OG0001252	Ag022G2638800	Aa_G354880.h1.t1, Aa_G680380.h1.t1
OG0001252	Ag034G3675500	Aa_G6840.h1.t1
OG0001253	Ag022G2645800	Aa_G188830.h1.t1
OG0001254	Ag014G1901300	Aa_G34680.h1.t1
OG0001254	Ag022G2762600	Aa_G456480.h1.t1
OG0001255	Ag022G2767000	Aa_G260790.h1.t1
OG0001255	Ag014G1899400	Aa_G34770.h1.t1
OG0001256	Ag048G4596200	Aa_G370230.h1.t1
OG0001256	Ag034G3907600	Aa_G131940.h1.t1
OG0001257	Ag048G4651700	Aa_G165040.h1.t1
OG0001258	Ag048G4712400, Ag048G4713900	Aa_G348790.h1.t1
OG0001258	Ag048G4713100	Aa_G348800.h1.t1
OG0001259	Ag048G4715600	Aa_G348860.h1.t1
OG0001259	Ag034G3963600	Aa_G323720.h1.t1
OG0001260	Ag040G4336900	Aa_G314500.h1.t1
OG0001260	Ag011G1125100	Aa_G527860.h1.t1
OG0001261	Ag011G1115700	Aa_G376360.h1.t1
OG0001261	Ag040G4346000	Aa_G329660.h1.t1
OG0001262	Ag032G3430100	Aa_G193200.h1.t1
OG0001262	Ag014G1964900	Aa_G176020.h1.t1
OG0001263	Ag054G4884700	Aa_G12370.h1.t1
OG0001265	Ag027G3033300	Aa_G91290.h1.t1
OG0001265	Ag007G0908400	Aa_G31080.h1.t1
OG0001266	Ag078G5391300	Aa_G64620.h1.t1
OG0001267	Ag011G1225600	Aa_G177700.h1.t1
OG0001267	Ag065G5123800	Aa_G177720.h1.t1
OG0001269	Ag006G0836100, Ag006G0836000	Aa_G566730.h1.t1, Aa_G651260.h1.t1
OG0001271	Ag001G0029700	Aa_G334870.h1.t1
OG0001271	Ag014G2143100	Aa_G50590.h1.t1
OG0001272	Ag001G0030000	Aa_G334880.h1.t1
OG0001272	Ag014G2143200, Ag027G3005100	Aa_G550480.h1.t1
OG0001273	Ag021G2614900	Aa_G477190.h1.t1
OG0001273	Ag033G3487800, Ag077G5316800	Aa_G240850.h1.t1
OG0001274	Ag034G3695200	Aa_G400480.h1.t1
OG0001276	Ag066G5151000	Aa_G189390.h1.t1
OG0001277	Ag066G5157900, Ag016G2402600	Aa_G257080.h1.t1
OG0001277	Ag033G3620300	Aa_G298510.h1.t1
OG0001278	Ag003G0313100	Aa_G17080.h1.t1
OG0001278	Ag031G3208900	Aa_G81100.h1.t1
OG0001279	Ag031G3232800	Aa_G132590.h1.t1
OG0001279	Ag003G0348700	Aa_G100500.h1.t1
OG0001280	Ag003G0383000	Aa_G574090.h1.t1
OG0001280	Ag031G3265800	Aa_G433190.h1.t1
OG0001282	Ag031G3287100	Aa_G345820.h1.t1
OG0001282	Ag003G0394300	Aa_G230790.h1.t1
OG0001283	Ag014G1881100	Aa_G302060.h1.t1
OG0001284	Ag031G3340200	Aa_G213640.h1.t1
OG0001284	Ag039G4227000	Aa_G38090.h1.t1
OG0001286	Ag039G4323400	Aa_G570390.h1.t1
OG0001286	Ag031G3396100	Aa_G14280.h1.t1
OG0001287	Ag042G4379100	Aa_G235630.h1.t1
OG0001287	Ag011G1102800, Ag011G1102700	Aa_G453340.h1.t1, Aa_G453330.h1.t1
OG0001288	Ag011G1255200	Aa_G59740.h1.t1
OG0001289	Ag003G0340800	Aa_G265150.h1.t1
OG0001289	Ag003G0341000	Aa_G265170.h1.t1
OG0001290	Ag014G1873200, Ag014G1873100	Aa_G174570.h1.t1, Aa_G174560.h1.t1
OG0001291	Ag011G1154200, Ag011G1152400, Ag011G1154100, Ag014G1915100	Aa_G137180.h1.t1
OG0001292	Ag014G2038800, Ag014G2038600, Ag014G2039300	Aa_G617190.h1.t1
OG0001293	Ag034G3688900	Aa_G658650.h1.t1
OG0001293	Ag034G3688800, Ag034G3689000, Ag034G3688600	Aa_G134720.h1.t1
OG0001294	Ag034G3865000	Aa_G117620.h1.t1
OG0001294	Ag034G3865200	Aa_G678400.h1.t1, Aa_G678390.h1.t1
OG0001294	Ag034G3868400	Aa_G135920.h1.t1, Aa_G525450.h1.t1, Aa_G242530.h1.t1, Aa_G135930.h1.t1, Aa_G651620.h1.t1
OG0001295	Ag034G3925000	Aa_G528290.h1.t1
OG0001295	Ag018G2435700	Aa_G433570.h1.t1
OG0001296	Ag016G2372200	Aa_G551820.h1.t1
OG0001297	Ag019G2506700	Aa_G234330.h1.t1, Aa_G72410.h1.t1
OG0001303	Ag055G4914100, Ag055G4914600, Ag055G4913800, Ag055G4914400, Ag055G4922100, Ag055G4913900	Aa_G656910.h1.t1
OG0001303	Ag034G4040000, Ag034G4027200, Ag034G4030200, Ag034G4027500	Aa_G99280.h1.t1, Aa_G318740.h1.t1, Aa_G207630.h1.t1
OG0001304	Ag034G3907500, Ag029G3109700, Ag055G4918500	Aa_G76670.h1.t1
OG0001305	Ag034G3874500	Aa_G375680.h1.t1
OG0001305	Ag035G4077200, Ag074G5269800	Aa_G640090.h1.t1
OG0001306	Ag014G1775900	Aa_G14550.h1.t1
OG0001306	Ag013G1413200	Aa_G236910.h1.t1
OG0001307	Ag014G1772100, Ag014G1771900	Aa_G14830.h1.t1
OG0001307	Ag013G1423700	Aa_G304340.h1.t1
OG0001308	Ag013G1508800	Aa_G396480.h1.t1, Aa_G396480.h2.t1
OG0001309	Ag013G1559700	Aa_G319300.h1.t1
OG0001309	Ag004G0510900	Aa_G97910.h1.t1
OG0001310	Ag034G3747900	Aa_G345270.h1.t1
OG0001310	Ag013G1606700	Aa_G158240.h1.t1
OG0001311	Ag034G3721100	Aa_G220640.h1.t1
OG0001311	Ag013G1649600	Aa_G640470.h1.t1
OG0001312	Ag023G2815700	Aa_G339570.h1.t1
OG0001312	Ag013G1728200	Aa_G688980.h1.t1
OG0001313	Ag013G1733000, Ag022G2678600	Aa_G241060.h1.t1
OG0001314	Ag034G3862500	Aa_G117770.h1.t1
OG0001314	Ag062G5052500	Aa_G146220.h1.t1
OG0001315	Ag034G3850800	Aa_G437650.h1.t1
OG0001315	Ag062G5063300	Aa_G480490.h1.t1
OG0001316	Ag004G0492100	Aa_G61550.h1.t1, Aa_G815830.h1.t1
OG0001316	Ag006G0816400	Aa_G807280.h1.t1, Aa_G807280.h2.t1, Aa_G845300.h1.t1, Aa_G845300.h2.t1
OG0001317	Ag004G0517900	Aa_G578270.h1.t1
OG0001319	Ag004G0633900	Aa_G448450.h1.t1
OG0001319	Ag089G5448100	Aa_G318750.h1.t1
OG0001321	Ag004G0735800	Aa_G418050.h1.t1
OG0001322	Ag031G3211200	Aa_G57840.h1.t1
OG0001323	Ag014G1940400	Aa_G5640.h1.t1
OG0001324	Ag014G1936900	Aa_G216020.h1.t1
OG0001325	Ag022G2692400	Aa_G209830.h1.t1
OG0001326	Ag022G2725200	Aa_G304060.h1.t1
OG0001326	Ag014G1919700	Aa_G137080.h1.t1
OG0001327	Ag014G2106500, Ag067G5194700, Ag075G5302500	Aa_G135570.h1.t1
OG0001328	Ag048G4594600, Ag048G4607900	Aa_G293160.h1.t1, Aa_G293140.h1.t1, Aa_G293120.h1.t1, Aa_G100000.h1.t1
OG0001329	Ag048G4641100	Aa_G129280.h1.t1
OG0001329	Ag034G4009400	Aa_G454160.h1.t1
OG0001330	Ag034G4005700, Ag034G4005800	Aa_G453460.h1.t1
OG0001330	Ag048G4645800	Aa_G104340.h1.t1
OG0001331	Ag032G3428800, Ag014G1963900	Aa_G600250.h1.t1
OG0001332	Ag032G3446900	Aa_G118250.h1.t1
OG0001332	Ag014G1978100	Aa_G237700.h1.t1
OG0001334	Ag007G0894700, Ag007G0894500, Ag007G0894900	Aa_G509790.h2.t1, Aa_G509790.h1.t1
OG0001334	Ag007G0893900	Aa_G250800.h1.t1
OG0001335	Ag027G3026700, Ag007G0902300	Aa_G51910.h1.t1
OG0001336	Ag007G0903500, Ag027G3027300	Aa_G413550.h1.t1
OG0001337	Ag007G0908600	Aa_G31110.h1.t1
OG0001337	Ag027G3033500	Aa_G91310.h1.t1
OG0001338	Ag078G5337900	Aa_G341860.h1.t1
OG0001338	Ag034G3932100, Ag034G3931700	Aa_G80290.h1.t1
OG0001339	Ag034G3840700	Aa_G164300.h1.t1
OG0001339	Ag012G1337700	Aa_G409770.h1.t1
OG0001340	Ag058G4970200, Ag006G0812600	Aa_G419960.h1.t1
OG0001340	Ag050G4766000	Aa_G501810.h1.t1
OG0001341	Ag006G0830500	Aa_G751760.h1.t1
OG0001341	Ag050G4750100	Aa_G78110.h1.t1
OG0001341	Ag050G4750600	Aa_G78090.h1.t1
OG0001342	Ag006G0833300	Aa_G290950.h1.t1
OG0001342	Ag050G4744900	Aa_G357050.h1.t1
OG0001343	Ag033G3645500	Aa_G254550.h1.t1, Aa_G148390.h1.t1
OG0001343	Ag006G0839400	Aa_G254530.h1.t1
OG0001344	Ag001G0057600	Aa_G582130.h1.t1
OG0001344	Ag023G2847400	Aa_G645080.h1.t1, Aa_G782480.h1.t1
OG0001345	Ag001G0081000	Aa_G465590.h1.t1
OG0001345	Ag014G2020700	Aa_G32190.h1.t1
OG0001346	Ag001G0087200	Aa_G173490.h1.t1
OG0001346	Ag014G2014200	Aa_G424000.h1.t1
OG0001347	Ag050G4753600	Aa_G203380.h1.t1
OG0001348	Ag008G0941500	Aa_G11500.h1.t1
OG0001348	Ag031G3160200	Aa_G43840.h1.t1
OG0001349	Ag033G3484900, Ag052G4838500	Aa_G417280.h1.t1
OG0001350	Ag033G3512600	Aa_G6220.h1.t1
OG0001350	Ag021G2626500, Ag030G3125400	Aa_G35110.h1.t1
OG0001351	Ag033G3587900	Aa_G369910.h1.t1
OG0001351	Ag033G3587700	Aa_G369920.h1.t1
OG0001352	Ag014G2076900, Ag014G2077000, Ag033G3616400, Ag033G3616300	Aa_G86320.h1.t1
OG0001353	Ag031G3179500	Aa_G609020.h1.t1
OG0001353	Ag003G0285400	Aa_G731310.h1.t1
OG0001355	Ag031G3225300	Aa_G103430.h1.t1, Aa_G170540.h1.t1, Aa_G468970.h1.t1, Aa_G136780.h1.t1
OG0001356	Ag031G3228900	Aa_G218960.h1.t1
OG0001357	Ag003G0380700	Aa_G374660.h1.t1
OG0001358	Ag031G3308700	Aa_G483550.h1.t1
OG0001358	Ag039G4182200	Aa_G88430.h1.t1
OG0001360	Ag031G3324000	Aa_G238620.h1.t1
OG0001360	Ag061G5028500	Aa_G282170.h1.t1
OG0001361	Ag014G2054200	Aa_G263100.h1.t1, Aa_G221690.h1.t1, Aa_G314510.h1.t1, Aa_G397780.h1.t1, Aa_G801460.h1.t1, Aa_G438740.h1.t1
OG0001361	Ag020G2571700	Aa_G33890.h1.t1
OG0001362	Ag081G5402700	Aa_G627270.h1.t1
OG0001363	Ag034G3800900	Aa_G232630.h1.t1
OG0001364	Ag015G2262300	Aa_G507070.h1.t1
OG0001364	Ag034G4018500	Aa_G292660.h1.t1
OG0001365	Ag052G4852000	Aa_G376020.h1.t1
OG0001365	Ag021G2605300	Aa_G129070.h1.t1
OG0001366	Ag014G1834100	Aa_G75620.h1.t1
OG0001366	Ag038G4169500	Aa_G25970.h1.t1
OG0001368	Ag014G2074100	Aa_G556040.h1.t1
OG0001368	Ag003G0299500	Aa_G638270.h1.t1
OG0001369	Ag003G0355800	Aa_G633940.h1.t1, Aa_G284530.h1.t1, Aa_G322910.h1.t1, Aa_G322940.h1.t1
OG0001370	Ag003G0404800	Aa_G67150.h1.t1, Aa_G67110.h1.t1
OG0001371	Ag014G1813800	Aa_G553060.h1.t1
OG0001372	Ag014G1819300	Aa_G4170.h1.t1
OG0001373	Ag014G1920700	Aa_G137000.h1.t1
OG0001374	Ag014G1988100, Ag011G1176800	Aa_G443210.h1.t1, Aa_G1015840.h1.t1, Aa_G508120.h1.t1
OG0001375	Ag014G2000200	Aa_G1500.h1.t1
OG0001376	Ag014G2006400	Aa_G1080.h1.t1
OG0001377	Ag025G2939000, Ag025G2936400	Aa_G110750.h1.t1
OG0001377	Ag014G2065100	Aa_G498880.h1.t1
OG0001378	Ag014G2167500	Aa_G133250.h1.t1
OG0001379	Ag034G3740000, Ag034G3693200	Aa_G582070.h1.t1
OG0001379	Ag027G3006600, Ag064G5100400	Aa_G92460.h1.t1
OG0001380	Ag060G5013800	Aa_G416160.h1.t1
OG0001381	Ag034G3797900	Aa_G457530.h1.t1
OG0001382	Ag034G3864200, Ag034G3864500	Aa_G117650.h1.t1
OG0001382	Ag034G3864800	Aa_G117640.h1.t1
OG0001383	Ag034G4012100	Aa_G272240.h1.t1
OG0001384	Ag034G4061200	Aa_G17680.h1.t1, Aa_G17690.h1.t1
OG0001384	Ag018G2455700	Aa_G62490.h1.t1
OG0001385	Ag052G4848900	Aa_G604730.h1.t1
OG0001385	Ag011G1090000, Ag011G1089700, Ag011G1089800, Ag011G1089600	Aa_G604720.h1.t1
OG0001385	Ag011G1089500	Aa_G214210.h1.t1
OG0001387	Ag011G1217100	Aa_G614960.h1.t1
OG0001397	Ag006G0837000, Ag055G4911300	Aa_G553210.h1.t1
OG0001398	Ag019G2497200	Aa_G184640.h1.t1, Aa_G46550.h1.t1, Aa_G206210.h1.t1
OG0001398	Ag005G0789300	Aa_G495360.h1.t1
OG0001399	Ag014G1808100	Aa_G438140.h1.t1
OG0001399	Ag013G1344900	Aa_G70380.h1.t1
OG0001400	Ag061G5017700	Aa_G582890.h1.t1
OG0001400	Ag013G1419800	Aa_G320980.h1.t1
OG0001401	Ag013G1486500	Aa_G138210.h1.t1
OG0001401	Ag004G0553600	Aa_G181390.h1.t1
OG0001402	Ag013G1512800	Aa_G765980.h1.t1
OG0001402	Ag004G0540000	Aa_G267330.h1.t1
OG0001403	Ag013G1537000	Aa_G152760.h1.t1
OG0001404	Ag013G1557600	Aa_G319180.h1.t1
OG0001404	Ag004G0512300	Aa_G746010.h1.t1
OG0001405	Ag015G2186800, Ag013G1609200	Aa_G682710.h1.t1
OG0001405	Ag034G3746300	Aa_G558420.h1.t1
OG0001407	Ag013G1625400	Aa_G85500.h1.t1
OG0001407	Ag014G1771300	Aa_G14860.h1.t1
OG0001408	Ag013G1639300	Aa_G694440.h1.t1, Aa_G694420.h1.t1, Aa_G359780.h1.t1, Aa_G67090.h1.t1
OG0001409	Ag013G1640600	Aa_G555080.h1.t1
OG0001409	Ag034G3727700	Aa_G22830.h1.t1
OG0001411	Ag013G1711300	Aa_G171140.h1.t1
OG0001411	Ag023G2803600	Aa_G584440.h1.t1
OG0001412	Ag013G1732500	Aa_G465120.h1.t1
OG0001413	Ag013G1764500	Aa_G302420.h1.t1, Aa_G302420.h2.t1
OG0001413	Ag013G1764400	Aa_G302410.h1.t1, Aa_G79860.h1.t1, Aa_G79880.h1.t1, Aa_G79870.h1.t1
OG0001414	Ag002G0137900	Aa_G52880.h1.t1
OG0001414	Ag004G0428400	Aa_G23540.h1.t1
OG0001415	Ag004G0431000	Aa_G23350.h1.t1
OG0001415	Ag049G4731000	Aa_G342170.h1.t1, Aa_G282850.h1.t1
OG0001416	Ag004G0467400	Aa_G75130.h1.t1
OG0001416	Ag004G0777100	Aa_G168330.h1.t1
OG0001417	Ag004G0652800	Aa_G345500.h1.t1
OG0001417	Ag025G2950200	Aa_G500710.h1.t1
OG0001418	Ag004G0727100, Ag040G4352000	Aa_G739940.h1.t1
OG0001419	Ag004G0730500	Aa_G441200.h1.t1
OG0001419	Ag010G0991900	Aa_G69760.h1.t1
OG0001420	Ag022G2639500	Aa_G354910.h1.t1
OG0001421	Ag022G2721000, Ag022G2721300, Ag022G2722400, Ag022G2722300	Aa_G303850.h1.t1, Aa_G303830.h1.t1
OG0001422	Ag022G2790600	Aa_G53880.h1.t1
OG0001422	Ag014G1885500	Aa_G24230.h1.t1
OG0001423	Ag012G1305100, Ag075G5282000	Aa_G27520.h1.t1, Aa_G266730.h1.t1
OG0001424	Ag048G4679900	Aa_G95680.h1.t1, Aa_G639850.h1.t1, Aa_G412930.h1.t1
OG0001425	Ag011G1130000	Aa_G293840.h1.t1
OG0001425	Ag040G4335100	Aa_G383800.h1.t1
OG0001426	Ag014G1963500	Aa_G175960.h1.t1
OG0001427	Ag032G3430200	Aa_G193210.h1.t1
OG0001427	Ag014G1965100	Aa_G176040.h1.t1
OG0001428	Ag031G3404500	Aa_G212770.h1.t1
OG0001428	Ag054G4892500	Aa_G402650.h1.t1
OG0001429	Ag082G5405700	Aa_G308710.h1.t1
OG0001430	Ag007G0856600	Aa_G82770.h1.t1
OG0001431	Ag014G2094300, Ag007G0890400	Aa_G87290.h1.t1
OG0001432	Ag057G4957600	Aa_G391780.h1.t1
OG0001433	Ag050G4764000	Aa_G150210.h1.t1
OG0001433	Ag006G0817900	Aa_G220210.h1.t1
OG0001434	Ag033G3643000	Aa_G148360.h1.t1
OG0001434	Ag006G0839700	Aa_G98820.h1.t1
OG0001435	Ag001G0031400	Aa_G178310.h1.t1
