Orthogroup	Alyssum_gmelinii	Camelina_sativa
OG0002879	Ag022G2739900	XP_010490905.1, XP_010423626.1, XP_010452302.1
OG0002879	Ag014G1909100	XP_010486625.1, XP_010481811.1, XP_010464694.1
OG0002880	Ag075G5297200	XP_010441297.1
OG0002881	Ag048G4562400	XP_010472630.1, XP_010472629.1, XP_010472631.1, XP_019083053.1, XP_010429617.1
OG0002882	Ag048G4570700, Ag048G4570100, Ag048G4570000	XP_010511490.1, XP_010470533.1
OG0002883	Ag048G4607100	XP_010417450.1, XP_010472686.1, XP_010429680.1
OG0002883	Ag034G3912200	XP_010476838.1, XP_010498042.1, XP_019090864.1
OG0002884	Ag049G4729900	XP_010503642.1, XP_010515339.1, XP_010515338.1, XP_010426501.1
OG0002885	Ag064G5108700, Ag032G3461300, Ag032G3461700, Ag002G0256000	XP_010468450.1, XP_010421995.1
OG0002886	Ag054G4894300	XP_010509448.1, XP_010516891.1, XP_010505216.1
OG0002886	Ag031G3399600	XP_010426942.1, XP_010504069.1, XP_010515799.1
OG0002887	Ag007G0853600	XP_010441379.1, XP_010482301.1, XP_010445996.1, XP_010433773.1, XP_010439045.1, XP_010448570.1
OG0002888	Ag007G0866400, Ag007G0866300	XP_010440618.1, XP_010440616.1, XP_019089736.1, XP_010435338.1, XP_010435356.1, XP_010450239.1
OG0002889	Ag029G3097400	XP_010466894.1, XP_010488576.1, XP_010513666.1
OG0002889	Ag007G0878600, Ag007G0872200	XP_010450305.1, XP_010435301.1, XP_010440665.1
OG0002890	Ag007G0881600	XP_010450216.1, XP_010440591.1, XP_010435273.1
OG0002890	Ag095G5471200	XP_010466840.1, XP_010513404.1
OG0002891	Ag034G3991500	XP_010477348.1
OG0002892	Ag078G5381000, Ag078G5382000	XP_010428427.1, XP_010471533.1, XP_019098655.1, XP_010416298.1, XP_010487946.1, XP_010464813.1, XP_019101180.1
OG0002893	Ag006G0827000	XP_010441701.1, XP_010494666.1
OG0002894	Ag006G0835400	XP_010481618.1
OG0002895	Ag033G3501500, Ag014G2018300	XP_010465533.1, XP_010503217.1, XP_010487393.1
OG0002895	Ag001G0084400	XP_010462123.1, XP_010479792.1, XP_010500889.1
OG0002896	Ag073G5263000, Ag051G4803100	XP_010444970.1, XP_010442779.1, XP_010482615.1, XP_019086689.1, XP_010438846.1, XP_010448396.1
OG0002897	Ag044G4484400	XP_010518197.1, XP_010488961.1, XP_010488962.1, XP_010517429.1, XP_010467302.1
OG0002898	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600	XP_010441494.1, XP_010481357.1, XP_010494938.1
OG0002899	Ag011G1147300	XP_010447037.1, XP_010432379.1, XP_010437569.1
OG0002899	Ag044G4494300	XP_010467385.1
OG0002900	Ag033G3504900	XP_010433957.1, XP_010448791.1, XP_010439244.1
OG0002900	Ag030G3131400	XP_010455596.1, XP_019084738.1
OG0002901	Ag016G2354300	XP_019089767.1, XP_019088317.1, XP_010434289.1, XP_010494486.1, XP_010441871.1, XP_010481692.1
OG0002902	Ag066G5151100	XP_010455775.1, XP_010432384.1
OG0002902	Ag033G3626100	XP_010434106.1, XP_010439404.1, XP_010448970.1
OG0002903	Ag017G2434800	XP_010515512.1, XP_010426663.1, XP_010503803.1
OG0002903	Ag031G3163600	XP_010446300.1, XP_010465719.1, XP_010484668.1
OG0002904	Ag017G2434000	XP_010503812.1, XP_010426673.1, XP_010515524.1
OG0002905	Ag031G3167000	XP_010466136.1
OG0002905	Ag017G2430300	XP_010426701.1, XP_010496955.1
OG0002906	Ag031G3186000	XP_010512619.1, XP_010468967.1, XP_010413288.1
OG0002907	Ag003G0296900	XP_010518387.1, XP_010507941.1
OG0002908	Ag031G3202900	XP_010512529.1, XP_010413367.1
OG0002909	Ag003G0307600	XP_010508036.2, XP_010518305.2
OG0002909	Ag031G3203500	XP_019082773.1, XP_010469107.1, XP_010512521.1
OG0002910	Ag031G3216600, Ag031G3216700	XP_010506468.1, XP_019101725.1, XP_010469147.1, XP_019082902.1
OG0002911	Ag003G0353300	XP_010508374.1, XP_019082375.1, XP_019100612.1
OG0002912	Ag031G3340400	XP_010496143.1, XP_010448326.1, XP_019085596.1, XP_019095540.1, XP_019102372.1, XP_019084889.1, XP_019100348.1
OG0002913	Ag031G3368100	XP_010515985.1, XP_019085769.1, XP_010504263.1
OG0002913	Ag031G3368200, Ag031G3368300, Ag031G3368400	XP_010504264.1, XP_010515987.1, XP_010427158.1
OG0002914	Ag020G2572400	XP_010482735.1, XP_010442906.1
OG0002915	Ag011G1176100	XP_010467126.1, XP_010412952.1, XP_010412938.1, XP_010488797.1
OG0002916	Ag042G4381400	XP_010489515.1, XP_010467623.1, XP_010413989.1
OG0002917	Ag042G4404500	XP_010467732.1, XP_010414861.1, XP_019097099.1, XP_010452029.1, XP_019088453.1, XP_010483248.1
OG0002918	Ag039G4298000	XP_010478691.1, XP_010456774.1
OG0002919	Ag038G4147600	XP_010454194.1, XP_010424180.2, XP_010492980.1
OG0002920	Ag003G0320900	XP_010506505.1, XP_010508159.1, XP_010518171.1, XP_010518137.1, XP_010508196.1, XP_010506464.1, XP_019082414.1
OG0002921	Ag014G1797800	XP_010467981.2
OG0002922	Ag014G1829400	XP_010464023.1, XP_010423638.1, XP_010485914.1
OG0002923	Ag014G1841600	XP_010464117.1, XP_010486043.1, XP_010431230.1, XP_010493953.1, XP_010421557.1, XP_010455067.1
OG0002924	Ag014G1879700	XP_010486375.1, XP_010460575.1, XP_010464444.1
OG0002924	Ag014G1968200	XP_010465194.1
OG0002926	Ag014G1905600	XP_010464656.1, XP_010479310.1, XP_010486578.1
OG0002926	Ag014G1905700	XP_010486577.1, XP_010464657.1, XP_010479209.1
OG0002927	Ag014G1963200	XP_010487081.1, XP_019100108.1, XP_010465157.1, XP_010500304.1, XP_019096367.1, XP_010465155.1
OG0002929	Ag014G2020200, Ag014G2020100	XP_010431102.1, XP_010465463.1, XP_010465602.1, XP_010419262.1, XP_019096377.1
OG0002930	Ag014G2021400	XP_010465575.1, XP_010487423.1, XP_010503503.1, XP_010503493.1, XP_010487422.1, XP_010465574.1
OG0002931	Ag014G2071600	XP_010487721.1
OG0002931	Ag014G2071700	XP_010487722.1, XP_010465882.1, XP_010506359.1
OG0002932	Ag014G2075800	XP_010506511.1, XP_010487729.1, XP_010465900.1
OG0002933	Ag014G2121800	XP_010466086.1, XP_010487883.1
OG0002933	Ag014G2121600	XP_010466084.1, XP_010507701.1
OG0002935	Ag027G3053400, Ag027G3053100	XP_010466433.1, XP_010510572.1, XP_010488197.1
OG0002936	Ag027G3055300	XP_010466422.1
OG0002937	Ag036G4116400	XP_010511422.1, XP_010470432.1, XP_010415071.1
OG0002938	Ag019G2534400	XP_010419577.1
OG0002939	Ag034G3668100	XP_010480909.1, XP_010474649.1
OG0002939	Ag019G2504200	XP_010428660.1, XP_010456130.1
OG0002940	Ag034G3725100	XP_010457746.2, XP_010485841.1, XP_010475347.1
OG0002941	Ag034G3879300	XP_019091680.1, XP_010496855.1, XP_019095113.1
OG0002942	Ag034G3967300, Ag034G3967900	XP_019095112.1, XP_010459652.1, XP_010498399.1
OG0002943	Ag002G0127400	XP_010501409.1
OG0002943	Ag002G0127100	XP_010418381.1, XP_010474602.1, XP_010430457.1, XP_010430456.1, XP_010418377.1
OG0002944	Ag002G0216200	XP_019082746.1
OG0002944	Ag002G0216300	XP_010418060.1
OG0002946	Ag016G2343900	XP_010417076.1, XP_010472323.1, XP_010417077.1, XP_010429269.1
OG0002947	Ag016G2401900	XP_010432036.1, XP_010455807.1, XP_010422334.1
OG0002948	Ag011G1038100	XP_010444884.1, XP_019086179.1
OG0002948	Ag011G1038300, Ag011G1038200	XP_010446419.1, XP_010431848.1, XP_010436996.1
OG0002950	Ag011G1068900	XP_019088875.1, XP_010432020.1, XP_010437172.1
OG0002951	Ag011G1120300	XP_019088054.1, XP_019089474.1, XP_019086527.1
OG0002952	Ag011G1173100	XP_010447395.1, XP_010432726.1, XP_010437915.1
OG0002953	Ag011G1195000	XP_019085880.1, XP_010472674.1, XP_010417438.1, XP_010447267.1, XP_010432595.1, XP_010437784.1
OG0002954	Ag011G1224300	XP_010437951.1, XP_010432769.1, XP_010447436.1
OG0002955	Ag011G1231500	XP_010447455.1, XP_010432787.1, XP_010437970.1
OG0002956	Ag064G5107900	XP_010490090.1, XP_010468447.1, XP_010421947.1, XP_010496740.1, XP_010454157.1, XP_010420685.1, XP_010424174.1, XP_010424175.1, XP_010454162.1
OG0002957	Ag019G2496700	XP_019090203.1, XP_010422663.1
OG0002958	Ag010G1024600	XP_010433238.1, XP_010438480.1, XP_010447999.1
OG0002971	Ag022G2713600, Ag068G5211300, Ag046G4527300, Ag047G4538300, Ag022G2713900, Ag011G1257300	XP_010452447.1, XP_010491077.1, XP_010423471.1
OG0002972	Ag046G4529500, Ag047G4540200	XP_010438175.1
OG0002973	Ag014G2173100, Ag027G3068700, Ag014G2163200, Ag055G4908200, Ag055G4905200	XP_019082396.1, XP_010508274.1, XP_019092080.1, XP_010486327.1
OG0002974	Ag044G4478300, Ag029G3111900, Ag012G1299500, Ag004G0765500, Ag015G2247400, Ag078G5328600, Ag004G0684700, Ag020G2558400, Ag066G5156700, Ag073G5260300, Ag073G5259500, Ag025G2961800, Ag049G4727300, Ag075G5289300, Ag029G3123000, Ag002G0262900, Ag055G4925700, Ag055G4925900, Ag075G5285600, Ag066G5150000, Ag045G4512500	XP_010466661.1
OG0002975	Ag015G2216700, Ag004G0643000, Ag013G1365500	XP_010493833.1, XP_010421590.1, XP_010455107.1
OG0002976	Ag013G1374900	XP_010492622.1, XP_010420395.1, XP_010453865.1
OG0002977	Ag013G1398700	XP_010420280.1, XP_010456548.1, XP_010495212.1
OG0002978	Ag031G3150500	XP_010485347.1, XP_010496426.1
OG0002978	Ag013G1452200	XP_010420035.1, XP_010453528.1, XP_010495184.1
OG0002979	Ag021G2608300, Ag018G2452600	XP_010480613.1
OG0002979	Ag013G1469000	XP_010492080.1, XP_010453394.1, XP_010419906.1
OG0002980	Ag011G1035100, Ag011G1035300, Ag011G1035000, Ag013G1515700, Ag013G1512300, Ag013G1512400	XP_010446451.1
OG0002981	Ag013G1526400	XP_010453061.1, XP_010491699.1, XP_010422853.1
OG0002981	Ag004G0440100	XP_010463257.1
OG0002982	Ag013G1537700	XP_010422935.1, XP_010452985.1, XP_010491626.1
OG0002982	Ag004G0449300	XP_010484256.1
OG0002983	Ag077G5323100, Ag013G1543600	XP_010448686.1, XP_010445170.1, XP_010433888.1, XP_010448714.2, XP_010433913.1, XP_010439178.1
OG0002984	Ag012G1312600	XP_010425441.1, XP_010514387.1, XP_010502664.1
OG0002985	Ag034G3737100	XP_019097859.1, XP_019094886.1
OG0002985	Ag013G1624900	XP_019083048.1, XP_019101419.1, XP_019093129.1
OG0002986	Ag031G3290200, Ag031G3289700, Ag031G3290700, Ag033G3528000, Ag031G3289800, Ag013G1645400, Ag013G1645300	XP_019101931.1
OG0002987	Ag034G3693100, Ag004G0709100	XP_010482903.1
OG0002987	Ag013G1686900	XP_010481779.1, XP_010441946.1, XP_010494408.1
OG0002988	Ag013G1706900	XP_010460520.1, XP_010499248.1, XP_010478108.1
OG0002989	Ag013G1747000	XP_010516632.1, XP_010504951.1, XP_010509710.1, XP_019090860.1, XP_010478481.1, XP_010499598.1
OG0002990	Ag013G1749300	XP_010478505.1, XP_010499617.1, XP_010460880.1
OG0002991	Ag013G1768700, Ag011G1168100	XP_010509626.1, XP_010516709.1, XP_010461072.1, XP_010499796.1, XP_019095019.1
OG0002992	Ag004G0425300	XP_010444660.1, XP_010484513.1, XP_010464171.1
OG0002993	Ag004G0425900	XP_010464099.1, XP_010484504.1, XP_010444652.1, XP_010515362.1, XP_010426527.1, XP_010503665.1
OG0002994	Ag004G0427000	XP_010463972.1, XP_010444638.1, XP_010484488.1
OG0002995	Ag004G0507000, Ag004G0507100, Ag004G0506600, Ag004G0506800, Ag004G0506900, Ag004G0506700	XP_010456820.1
OG0002996	Ag004G0600900, Ag033G3648800	XP_019084751.1, XP_010454540.1, XP_010493370.1, XP_010421069.1, XP_010493371.1
OG0002997	Ag004G0621600	XP_010443819.1, XP_010483670.1, XP_019093112.1
OG0002998	Ag004G0659500	XP_010443628.1, XP_010454255.1, XP_010483482.1
OG0002999	Ag004G0672600	XP_010453117.1, XP_010453288.1, XP_010483370.1
OG0003000	Ag004G0722000	XP_010450737.1, XP_010443262.1, XP_010483085.1
OG0003001	Ag034G3726900, Ag004G0724200	XP_010486028.2, XP_010457762.2
OG0003002	Ag004G0750500	XP_010443096.1, XP_010448890.1
OG0003003	Ag004G0751400	XP_010448847.1, XP_010443081.1, XP_010482901.1
OG0003004	Ag004G0751700, Ag034G3775000, Ag031G3292700	XP_010458258.1, XP_010490186.1
OG0003005	Ag022G2637100	XP_010491253.1, XP_010452613.1
OG0003005	Ag022G2637200	XP_010423310.1, XP_010491252.1
OG0003006	Ag034G3679500	XP_010474926.1
OG0003006	Ag022G2650500	XP_019084359.1, XP_010424650.1, XP_010456951.1, XP_010422538.1, XP_010430302.1
OG0003007	Ag031G3330500, Ag031G3330400, Ag001G0041500, Ag001G0042000, Ag001G0041900, Ag002G0155900, Ag022G2711900, Ag022G2711400, Ag022G2711800	XP_010463884.1, XP_010489666.1, XP_010417570.1
OG0003008	Ag011G1117400, Ag022G2712800, Ag031G3298400, Ag031G3298300	XP_010516352.1, XP_019085362.1, XP_010504661.1, XP_010427602.1
OG0003009	Ag022G2769400, Ag014G1899300	XP_010452118.2, XP_010424808.1, XP_010490733.2
OG0003010	Ag075G5294900	XP_019089571.1, XP_010436054.1, XP_010441278.1, XP_010450562.1, XP_010436056.1, XP_010441276.1
OG0003011	Ag034G4014000	XP_010498665.1, XP_010480593.1, XP_010459929.1
OG0003013	Ag048G4634000	XP_010497909.1, XP_010471947.1, XP_010416698.1, XP_010428833.1
OG0003013	Ag034G4010300	XP_010459898.1, XP_010498634.1, XP_010477425.1
OG0003014	Ag040G4344800	XP_010514779.1, XP_010467540.1
OG0003015	Ag011G1120700	XP_010432253.1, XP_010437445.1, XP_010446901.1
OG0003015	Ag040G4344900	XP_019096591.1, XP_010467539.1, XP_010514770.1
OG0003016	Ag032G3460300	XP_019090597.1
OG0003017	Ag007G0868900, Ag076G5314600, Ag007G0869800, Ag007G0869900, Ag076G5314700	XP_010450282.1, XP_010496003.1
OG0003018	Ag007G0871800	XP_019088067.1, XP_019086545.1, XP_010451605.1
OG0003020	Ag007G0888600	XP_010450152.1, XP_010450151.1, XP_010450150.1, XP_010435218.1, XP_019098105.1, XP_010450149.1, XP_010450147.1, XP_010450148.1, XP_010435213.1, XP_010450126.1
OG0003021	Ag034G3944000	XP_010480527.1
OG0003021	Ag078G5362700	XP_010416216.1, XP_019094038.1
OG0003022	Ag056G4939100	XP_019093581.1, XP_010470857.1, XP_010511891.1
OG0003023	Ag045G4524000	XP_010438331.1, XP_010433126.1
OG0003023	Ag065G5120900	XP_010447852.1, XP_019086207.1, XP_010438298.1
OG0003024	Ag034G3997900	XP_010477378.1, XP_010498566.1
OG0003025	Ag034G4036200	XP_010425598.1, XP_010502816.1, XP_010514526.1
OG0003025	Ag071G5244900	XP_019087513.1, XP_010496786.1, XP_010436825.1
OG0003026	Ag012G1289700	XP_010514527.1, XP_010502820.1, XP_010425601.1, XP_019087127.1, XP_010450722.1, XP_010435940.1
OG0003027	Ag006G0829400, Ag006G0829900	XP_019088709.1, XP_010481575.1, XP_010441709.1, XP_010481569.1, XP_019097580.1
OG0003028	Ag001G0012900	XP_010461841.1, XP_010500544.1
OG0003029	Ag014G2157800	XP_010509023.1, XP_010488032.1, XP_010466248.1
OG0003030	Ag025G2968000	XP_010479367.1, XP_019096314.1
OG0003031	Ag027G3065400, Ag014G2175400	XP_010479656.1, XP_010461998.1
OG0003032	Ag014G2027600	XP_010487467.1, XP_010503894.1, XP_010465630.1
OG0003032	Ag001G0074200	XP_019091161.1, XP_010500814.1, XP_010479722.1
OG0003033	Ag002G0217100	XP_010517109.1, XP_010509207.1, XP_010507607.1, XP_010509208.1, XP_010505439.1, XP_010517110.2
OG0003034	Ag031G3158900	XP_019087702.1, XP_010465297.2, XP_010484626.1
OG0003034	Ag008G0942500	XP_010515463.1, XP_010503759.1, XP_019085367.1
OG0003037	Ag016G2380600	XP_010431590.1, XP_019090165.1
OG0003037	Ag033G3603800	XP_010434203.1, XP_010439497.1, XP_010449096.1
OG0003038	Ag033G3625700	XP_010514793.1, XP_010453168.1, XP_010489663.1
OG0003039	Ag031G3216100	XP_019101726.1, XP_010469144.1, XP_010413516.1
OG0003039	Ag003G0323400	XP_010518152.1, XP_010506482.1, XP_010508176.1
OG0003040	Ag031G3222100	XP_010512366.1, XP_010469186.1, XP_010413561.1
OG0003041	Ag031G3228700, Ag031G3228800, Ag031G3228300, Ag031G3228200, Ag031G3227500	XP_010469230.1, XP_010413600.1, XP_010512320.1
OG0003042	Ag031G3245100	XP_010415117.1, XP_010511120.2, XP_010470450.1
OG0003043	Ag003G0392100	XP_010506059.1, XP_010508585.1, XP_010517753.1
OG0003043	Ag031G3282500	XP_010412833.1, XP_010427717.1, XP_010516457.1, XP_010504760.1
OG0003045	Ag031G3408600, Ag003G0334600	XP_019098435.1
OG0003047	Ag067G5186900	XP_019082634.1, XP_019093603.1, XP_019101028.1
OG0003047	Ag067G5186500	XP_010470649.1, XP_010511675.1, XP_019083221.1
OG0003048	Ag067G5188100	XP_010511698.1, XP_010415326.1, XP_010470664.1, XP_010478032.1, XP_010460469.1
OG0003049	Ag067G5195000	XP_010415382.1, XP_010470719.1, XP_010511754.1, XP_010511755.1, XP_010470720.1, XP_010415383.1, XP_010415385.1, XP_010511756.1, XP_010470721.1, XP_010474193.1
OG0003050	Ag036G4115500	XP_010511414.1, XP_010415061.1, XP_019098177.1
OG0003050	Ag081G5399200	XP_010435501.1, XP_019089819.1, XP_010440787.1
OG0003051	Ag039G4270500	XP_019089610.1, XP_010433720.1, XP_010438964.1
OG0003052	Ag015G2178000	XP_010472100.1, XP_010416861.1, XP_010429018.1
OG0003052	Ag011G1033300	XP_010436976.1, XP_019086591.1, XP_010446395.1
OG0003053	Ag015G2257400	XP_010463165.1, XP_010501802.1, XP_010478959.1, XP_010463163.1, XP_010461334.1, XP_010500051.2, XP_010478960.2, XP_010501803.2
OG0003054	Ag021G2612700	XP_010434296.1, XP_010439589.1, XP_010449190.1
OG0003055	Ag038G4145800	XP_010420701.1, XP_010492959.1, XP_010456588.1, XP_010420700.1, XP_010454177.1, XP_010492957.1
OG0003056	Ag038G4149300	XP_010492987.1, XP_010424181.2, XP_010454203.1
OG0003057	Ag038G4157400	XP_010493912.1, XP_010424349.1
OG0003057	Ag038G4157300	XP_010455005.1
OG0003058	Ag014G1824700	XP_010419141.1, XP_010485867.1, XP_010463970.1
OG0003058	Ag038G4178500	XP_010494087.1, XP_010421684.1, XP_010455169.1
OG0003059	Ag003G0337000, Ag003G0336700	XP_010442609.1, XP_010442576.1, XP_010442599.1, XP_010482423.1
OG0003060	Ag003G0324000	XP_010506475.1, XP_010508186.1, XP_010518148.1, XP_010423855.1, XP_010490702.1, XP_019101343.1
OG0003061	Ag003G0351400	XP_010413041.2, XP_010413040.1, XP_019099886.1, XP_010508364.1
OG0003062	Ag003G0351600, Ag003G0351700	XP_010507726.1, XP_010517964.1, XP_010512865.1
OG0003063	Ag003G0401200	XP_010422544.1, XP_010455914.1, XP_010430252.1, XP_010455332.1, XP_010421837.1, XP_010435850.1
OG0003064	Ag014G1830800	XP_010485948.1, XP_010424535.1, XP_010464038.1, XP_010494014.1
OG0003066	Ag014G1842000, Ag014G1842200, Ag014G1841900	XP_010464121.1, XP_010431437.1
OG0003067	Ag014G1858400	XP_010464245.1, XP_010442772.1, XP_010486180.1, XP_010482219.1, XP_010440587.1, XP_010442412.1
OG0003068	Ag014G1884000	XP_010464489.1, XP_010486423.1, XP_010464583.1
OG0003069	Ag014G1922700	XP_010490578.2, XP_010464782.1, XP_010490811.1, XP_010490985.1, XP_019099391.1, XP_010418656.1, XP_010464779.1, XP_010486712.1
OG0003071	Ag014G2024600, Ag014G2025800	XP_010487446.2, XP_010503680.1
OG0003072	Ag014G2070900	XP_010465877.1, XP_010506283.1, XP_019097104.1, XP_010500396.1, XP_010461684.1, XP_010479281.1
OG0003073	Ag014G2079400	XP_019102507.1, XP_010465916.1
OG0003073	Ag025G2943900	XP_010500417.1, XP_010461702.1, XP_010479304.1
OG0003074	Ag036G4085100	XP_010511472.1, XP_010513548.1, XP_010470523.1, XP_010415190.1
OG0003075	Ag060G5001000	XP_010454139.1, XP_010420664.1, XP_010492926.1
OG0003076	Ag019G2529500	XP_019089866.1, XP_010419619.1
OG0003076	Ag034G3654900	XP_010457085.1, XP_010474795.1, XP_010479839.1
OG0003077	Ag034G3656900	XP_019094302.1
OG0003077	Ag019G2533200	XP_010485179.1
OG0003078	Ag034G3673100	XP_010480327.1, XP_010457266.1
OG0003079	Ag034G3682500	XP_010481933.1, XP_010474961.1, XP_010457344.1
OG0003080	Ag034G3727200	XP_010486052.1, XP_010457765.1, XP_010475366.1
OG0003081	Ag002G0229700	XP_010510933.1, XP_010418007.1, XP_010473243.1
OG0003081	Ag034G3796100	XP_010458452.1, XP_010475959.1, XP_010492012.1
OG0003082	Ag034G3874400	XP_010496630.1, XP_010459005.1, XP_010476567.1, XP_010502141.1, XP_010513890.1
OG0003083	Ag034G3876800	XP_010459017.1, XP_010476571.1, XP_010496743.1, XP_010496710.1
OG0003084	Ag034G3883900	XP_010497177.1, XP_010476636.1
OG0003085	Ag034G3945200	XP_010459471.1, XP_010498246.1, XP_010477031.1, XP_010428367.1
OG0003086	Ag034G3982600	XP_010428673.1, XP_010471771.1, XP_010416531.1, XP_010477294.1, XP_010498485.1, XP_010459735.1, XP_010462806.1
OG0003087	Ag034G3986300	XP_010459761.1, XP_010477318.1, XP_010498507.1
OG0003088	Ag034G3986500	XP_010480561.1, XP_010498511.1, XP_010459763.1
OG0003089	Ag034G3997700	XP_010477374.1, XP_010477375.1, XP_010459823.1
OG0003090	Ag034G4022600	XP_010477510.1, XP_010460008.1, XP_010498722.1
OG0003091	Ag002G0249700	XP_019099435.1, XP_010419129.1
OG0003092	Ag016G2349500	XP_010481745.1, XP_010441856.1, XP_010494496.1, XP_019087216.1, XP_010494497.2, XP_010481678.1
OG0003093	Ag011G1098900, Ag011G1099000, Ag011G1099100	XP_010432171.1, XP_010446785.1, XP_010437342.1
OG0003094	Ag011G1145000	XP_019087288.1, XP_010432365.1, XP_010447019.1, XP_010437553.1, XP_010437552.1
OG0003095	Ag011G1144900, Ag011G1145200	XP_010447026.1, XP_010437557.1, XP_010432370.1
OG0003096	Ag011G1227000, Ag011G1226800	XP_010497046.1, XP_010445014.1, XP_010436298.1
OG0003097	Ag018G2472800	XP_010477800.1, XP_010498986.1, XP_010460251.1
OG0003098	Ag019G2510300, Ag019G2510100	XP_010456155.1, XP_010422718.1, XP_010428327.1
OG0003116	Ag046G4529700, Ag047G4541000	XP_010442273.1, XP_010438172.1, XP_010432981.1, XP_010447706.1
OG0003117	Ag013G1345100, Ag039G4321900	XP_010420519.1, XP_010453994.1, XP_010438436.1, XP_010492765.1
OG0003118	Ag013G1400100	XP_010453746.1, XP_010420279.1, XP_010492458.1
OG0003120	Ag004G0440000	XP_010463230.1, XP_010484385.1, XP_010444544.1
OG0003121	Ag013G1669900	XP_010513102.1
OG0003122	Ag013G1693500	XP_010438914.1, XP_010438912.1, XP_010433671.1
OG0003123	Ag013G1703900	XP_010500285.1, XP_010479162.1, XP_010461556.1
OG0003124	Ag013G1725900	XP_019091063.1, XP_010478258.1
OG0003125	Ag034G3782500	XP_010475875.1, XP_010490747.1
OG0003126	Ag013G1760300	XP_010478585.1, XP_010460986.1
OG0003126	Ag013G1760100	XP_010460990.1, XP_010478584.1
OG0003127	Ag004G0417800, Ag001G0058200	XP_010426606.1
OG0003128	Ag004G0449800	XP_010421039.1, XP_019090524.1, XP_010493335.1, XP_010450488.1, XP_010435563.1
OG0003129	Ag004G0466300	XP_010444259.1, XP_010484100.1, XP_010460681.1
OG0003130	Ag004G0475100	XP_010444169.1, XP_010459711.1, XP_010484022.1
OG0003131	Ag022G2652500	XP_010491362.1, XP_010423207.1, XP_010452710.1
OG0003131	Ag004G0495500	XP_010457595.1, XP_010483846.1, XP_010443988.1
OG0003132	Ag004G0767100	XP_010515260.1, XP_010426418.1, XP_019100240.1
OG0003132	Ag004G0523600	XP_010493537.1, XP_010421214.1, XP_010454694.1
OG0003133	Ag002G0208100	XP_019093650.1, XP_010418110.1, XP_010430150.1, XP_019085667.1, XP_010473358.1
OG0003134	Ag027G3040500	XP_010466511.1, XP_010488256.1, XP_010511250.1
OG0003135	Ag004G0690000, Ag004G0691100, Ag004G0561900	XP_010456241.1, XP_019084673.1
OG0003136	Ag004G0596900	XP_010493343.1, XP_010454519.1, XP_010421045.1
OG0003137	Ag014G1912300, Ag014G1912200, Ag014G1906400, Ag029G3119500, Ag014G1906600, Ag014G1906500, Ag014G1914600	XP_019096799.1, XP_019099106.1, XP_019092661.1, XP_019092659.1
OG0003138	Ag051G4805400	XP_010482580.1, XP_010442755.1
OG0003140	Ag004G0697900, Ag057G4954700, Ag038G4147800, Ag034G4012900, Ag034G4036700, Ag039G4252500	XP_010498656.1, XP_010477449.1, XP_010459921.1
OG0003141	Ag014G2047100, Ag004G0706000	XP_010487573.1, XP_010465731.1, XP_010504892.1
OG0003142	Ag022G2637900	XP_010429679.1, XP_010422591.1, XP_010474862.1, XP_010481255.1, XP_010457275.1
OG0003143	Ag022G2639400	XP_010429796.1, XP_010422578.1, XP_010456019.1, XP_019098689.1
OG0003144	Ag022G2639700, Ag031G3353800	XP_010427281.1, XP_010504369.1, XP_010516081.1, XP_010516082.1, XP_010504366.1, XP_010427283.1
OG0003145	Ag022G2728700	XP_010490991.1, XP_010423548.1, XP_010490983.1, XP_019090511.1
OG0003146	Ag022G2732800	XP_010423575.1, XP_010452342.1, XP_010490957.1
OG0003147	Ag075G5288100	XP_019086170.1, XP_010450621.1, XP_019087081.1, XP_010502695.1
OG0003148	Ag002G0127800	XP_010473599.1, XP_010430453.1, XP_010418376.1
OG0003149	Ag048G4554900	XP_019085190.1, XP_010473008.1, XP_010417776.1, XP_010473009.1, XP_010430043.1
OG0003150	Ag048G4563100	XP_010472953.1, XP_010417729.1, XP_010429986.1
OG0003150	Ag034G3884200	XP_010476638.1, XP_010497194.1, XP_010459084.1
OG0003152	Ag048G4587700, Ag034G3901100	XP_010472799.1, XP_010429828.1, XP_010417607.1, XP_010497797.1, XP_010476743.1, XP_019091008.1
OG0003153	Ag048G4596400, Ag033G3595000	XP_010429744.1, XP_010417493.1, XP_019093067.1, XP_010429745.1, XP_010417494.1
OG0003154	Ag034G3998300	XP_010477381.1, XP_010459826.1, XP_010498570.1
OG0003155	Ag048G4652100, Ag048G4652200	XP_010419230.1, XP_010428746.1, XP_019093362.1
OG0003156	Ag048G4678200, Ag048G4678400, Ag048G4678600, Ag048G4678800, Ag048G4678100	XP_010421472.1, XP_019100079.1, XP_010514223.1, XP_010425256.1, XP_010477236.1, XP_010459689.1, XP_010498438.1
OG0003157	Ag048G4715400	XP_010416390.1, XP_010471629.1, XP_010428532.1
OG0003157	Ag034G3963700	XP_010477165.1, XP_010498371.1, XP_010459618.1
OG0003158	Ag014G2004000	XP_019094595.1
OG0003158	Ag032G3471100	XP_010479880.2, XP_010463448.2, XP_010500962.1
OG0003159	Ag054G4879000, Ag054G4878900	XP_010516820.1, XP_010505142.1, XP_010509510.1
OG0003160	Ag011G1124800	XP_010496113.1, XP_010511609.1, XP_010415237.1
