Orthogroup	Alyssum_gmelinii	Cardamine_hirsuta
OG0003796	Ag013G1539000	CARHR203640
OG0003797	Ag013G1556700	CARHR204710
OG0003798	Ag013G1580900	CARHR232220
OG0003799	Ag013G1603200, Ag013G1603300	CARHR121100
OG0003800	Ag013G1640000, Ag013G1645600	CARHR124910, CARHR124390
OG0003801	Ag013G1651100	CARHR125350
OG0003802	Ag013G1656300	CARHR125730
OG0003803	Ag013G1675800	CARHR127460
OG0003804	Ag013G1693800	CARHR232640
OG0003805	Ag013G1744600	CARHR262430
OG0003806	Ag013G1759600	CARHR286960
OG0003808	Ag004G0422700	CARHR280480, CARHR280490, CARHR280470
OG0003809	Ag004G0463000	CARHR277610
OG0003810	Ag004G0472300	CARHR276990
OG0003811	Ag004G0481000	CARHR156570
OG0003812	Ag004G0483200	CARHR060900, CARHR236070
OG0003813	Ag004G0513000	CARHR248040
OG0003814	Ag004G0514900	CARHR190090
OG0003815	Ag004G0547500	CARHR201690
OG0003816	Ag004G0586300	CARHR191440
OG0003817	Ag004G0612500	CARHR274370
OG0003818	Ag004G0672400	CARHR271800
OG0003821	Ag004G0748600	CARHR268420
OG0003822	Ag004G0783100, Ag020G2555200	CARHR267590, CARHR267600
OG0003825	Ag023G2823600, Ag022G2707300	CARHR267130
OG0003826	Ag049G4736800, Ag022G2715300	CARHR182460
OG0003827	Ag022G2734400	CARHR208940
OG0003829	Ag075G5295500	CARHR213190
OG0003830	Ag048G4595900	CARHR072490
OG0003831	Ag048G4613400, Ag048G4613500	CARHR071850
OG0003832	Ag048G4624800, Ag048G4618700	CARHR146430
OG0003833	Ag032G3427100	CARHR045500
OG0003834	Ag032G3442500	CARHR044670
OG0003835	Ag041G4353400, Ag009G0982100	CARHR149910
OG0003836	Ag019G2526400, Ag041G4353700, Ag009G0981800	CARHR149980
OG0003837	Ag007G0866500	CARHR085170, CARHR218080
OG0003838	Ag007G0919100	CARHR058610, CARHR058620, CARHR187980, CARHR222160
OG0003840	Ag078G5368000	CARHR067190
OG0003841	Ag056G4948800	CARHR062130
OG0003842	Ag057G4958000, Ag018G2435300	CARHR062820
OG0003843	Ag001G0034300, Ag001G0034000	CARHR040560
OG0003844	Ag001G0041600	CARHR050370, CARHR287710
OG0003845	Ag001G0065000	CARHR116820
OG0003846	Ag061G5020600, Ag023G2820400	CARHR152110
OG0003847	Ag011G1149500, Ag009G0981400, Ag011G1180600, Ag011G1181200	CARHR050070
OG0003848	Ag008G0949100	CARHR280960
OG0003849	Ag077G5315600, Ag033G3486900	CARHR231090
OG0003850	Ag077G5323400, Ag033G3493700	CARHR230760
OG0003851	Ag031G3148900	CARHR074890
OG0003852	Ag034G3949600, Ag031G3153800	CARHR075310, CARHR017030
OG0003853	Ag031G3200600, Ag031G3200900	CARHR172040
OG0003854	Ag031G3216500	CARHR140500, CARHR171150
OG0003855	Ag031G3245000	CARHR169660
OG0003856	Ag031G3282100	CARHR168490
OG0003857	Ag031G3284900	CARHR168310, CARHR137210
OG0003858	Ag003G0394900	CARHR137220
OG0003859	Ag031G3380000	CARHR163940
OG0003860	Ag031G3395800	CARHR143990, CARHR257330
OG0003861	Ag029G3110000	CARHR217960, CARHR102120
OG0003862	Ag014G1991400, Ag064G5114000, Ag095G5470400	CARHR100440
OG0003863	Ag067G5205300	CARHR061090
OG0003865	Ag039G4315800	CARHR132290
OG0003866	Ag039G4330000	CARHR131380, CARHR257860
OG0003867	Ag015G2192800	CARHR113680
OG0003868	Ag015G2242600	CARHR035840
OG0003869	Ag015G2271400, Ag052G4863300	CARHR033130
OG0003870	Ag021G2598700	CARHR194380, CARHR261080
OG0003871	Ag021G2608000	CARHR047990
OG0003872	Ag021G2618600	CARHR255150
OG0003873	Ag088G5438400	CARHR130310
OG0003874	Ag003G0298900	CARHR142220, CARHR034190
OG0003875	Ag003G0357500	CARHR138860
OG0003876	Ag003G0383100	CARHR055450, CARHR137590, CARHR137580
OG0003877	Ag003G0398200	CARHR137030
OG0003878	Ag003G0408600	CARHR136620
OG0003879	Ag014G1793500	CARHR196370, CARHR076980
OG0003880	Ag014G1867500	CARHR081920
OG0003881	Ag014G1877600	CARHR082520
OG0003882	Ag014G1933800	CARHR085970
OG0003883	Ag014G1968600	CARHR106750
OG0003884	Ag014G2020500	CARHR090830, CARHR090820
OG0003885	Ag034G3665000	CARHR001500
OG0003886	Ag034G3755200, Ag061G5016800	CARHR264900
OG0003887	Ag017G2412700	CARHR162070
OG0003889	Ag034G3711200	CARHR004750
OG0003890	Ag034G3730100, Ag034G3942500, Ag034G4047600	CARHR284900, CARHR150790
OG0003891	Ag034G3762200	CARHR008830, CARHR185950
OG0003892	Ag034G3763600	CARHR008940
OG0003893	Ag034G3769800, Ag034G3769700	CARHR018610
OG0003894	Ag034G3774200	CARHR009530
OG0003895	Ag034G3823700	CARHR048720, CARHR012730
OG0003896	Ag034G3941800	CARHR018840
OG0003897	Ag034G3949800	CARHR019330
OG0003898	Ag034G3957600	CARHR019600
OG0003899	Ag034G3961300	CARHR019850
OG0003900	Ag019G2507100, Ag034G4009300	CARHR250080
OG0003901	Ag002G0176500	CARHR049390
OG0003903	Ag002G0261200	CARHR054040
OG0003904	Ag016G2324400	CARHR016030
OG0003905	Ag016G2333500	CARHR173660
OG0003906	Ag019G2550200	CARHR174210
OG0003906	Ag011G1030400	CARHR111830
OG0003908	Ag011G1098000	CARHR244860, CARHR244540, CARHR289510
OG0003909	Ag011G1145500, Ag011G1145700, Ag011G1145900	CARHR004760
OG0003910	Ag011G1156600	CARHR242460
OG0003911	Ag011G1262900	CARHR239040
OG0003912	Ag018G2454000	CARHR023680
OG0003913	Ag010G1017000	CARHR235580
OG0003941	Ag048G4554800, Ag013G1419500	CARHR198090
OG0003942	Ag013G1449700	CARHR199090
OG0003943	Ag013G1461000, Ag013G1460800	CARHR199480
OG0003946	Ag013G1504200, Ag078G5342600, Ag057G4959300	CARHR062670
OG0003947	Ag011G1231900	CARHR239870
OG0003948	Ag013G1506500	CARHR202000, CARHR202040
OG0003949	Ag038G4171800, Ag013G1536700	CARHR289470
OG0003950	Ag013G1559100	CARHR204880, CARHR204910
OG0003951	Ag004G0511000	CARHR190390
OG0003951	Ag013G1559500	CARHR204940
OG0003952	Ag013G1560100	CARHR205020
OG0003953	Ag004G0496900	CARHR275270
OG0003954	Ag013G1580700	CARHR232260
OG0003955	Ag013G1582500	CARHR232070
OG0003956	Ag013G1595200	CARHR120170
OG0003957	Ag013G1596000	CARHR121450
OG0003958	Ag032G3444200, Ag013G1628300	CARHR123420
OG0003959	Ag013G1675400	CARHR127420
OG0003960	Ag034G3696000	CARHR003580
OG0003961	Ag013G1692200	CARHR232530
OG0003962	Ag013G1732800	CARHR028940
OG0003964	Ag004G0559800, Ag062G5065100	CARHR165540, CARHR159370, CARHR135030
OG0003965	Ag004G0431700	CARHR289760, CARHR002160
OG0003966	Ag004G0434800	CARHR279540
OG0003967	Ag002G0144000, Ag004G0457200	CARHR148630, CARHR217800, CARHR278030
OG0003968	Ag004G0463100, Ag034G4054200	CARHR277600
OG0003970	Ag004G0496500	CARHR275320
OG0003971	Ag004G0497700	CARHR033270
OG0003972	Ag004G0502200	CARHR274930
OG0003973	Ag004G0505200	CARHR289630
OG0003974	Ag040G4334300, Ag004G0516300	CARHR189990
OG0003975	Ag004G0772300	CARHR157690
OG0003976	Ag004G0546800	CARHR187680
OG0003977	Ag004G0548600	CARHR187510
OG0003978	Ag004G0606500	CARHR100170
OG0003979	Ag004G0621100	CARHR273990
OG0003980	Ag004G0621800	CARHR273920
OG0003981	Ag004G0624400	CARHR147650
OG0003982	Ag004G0655700	CARHR272890
OG0003983	Ag004G0659300, Ag004G0659200, Ag057G4967500	CARHR272720
OG0003984	Ag004G0664300	CARHR272390
OG0003985	Ag004G0686600, Ag004G0686700	CARHR271310
OG0003986	Ag004G0723200	CARHR269640
OG0003987	Ag004G0769000, Ag031G3343200, Ag011G1241100	CARHR157820
OG0003988	Ag004G0783300, Ag020G2555100	CARHR267620
OG0003989	Ag022G2671200	CARHR206140
OG0003990	Ag022G2714500	CARHR266310
OG0003991	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500	CARHR065770, CARHR065760
OG0003992	Ag022G2722600, Ag033G3524200	CARHR277810, CARHR208250
OG0003993	Ag022G2731500	CARHR208700
OG0003995	Ag022G2776500	CARHR211070
OG0003996	Ag018G2458800, Ag022G2776600	CARHR211080
OG0003997	Ag075G5294600	CARHR213280
OG0003998	Ag014G1910300	CARHR084850
OG0004000	Ag048G4662300	CARHR069990
OG0004001	Ag048G4668400	CARHR069890
OG0004002	Ag048G4686000, Ag048G4685900	CARHR069460
OG0004002	Ag048G4685800	CARHR069470
OG0004003	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200	CARHR114890, CARHR178630
OG0004004	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200	CARHR044020, CARHR248660
OG0004005	Ag032G3422000, Ag025G2911200	CARHR045760
OG0004006	Ag032G3426300, Ag032G3426200	CARHR045550
OG0004007	Ag032G3434500	CARHR045130
OG0004008	Ag032G3439200	CARHR123320
OG0004008	Ag032G3439000	CARHR044890
OG0004008	Ag032G3438800	CARHR123330
OG0004009	Ag015G2241400, Ag032G3457500	CARHR035780
OG0004010	Ag032G3457800	CARHR044050
OG0004011	Ag054G4886200	CARHR130660
OG0004013	Ag007G0898500	CARHR220630
OG0004014	Ag007G0905300	CARHR221190
OG0004015	Ag007G0927300, Ag007G0926400, Ag007G0927500	CARHR290190
OG0004016	Ag078G5345100	CARHR066490
OG0004018	Ag002G0100000	CARHR051510
OG0004018	Ag002G0100100, Ag024G2853100	CARHR046950
OG0004019	Ag024G2852900	CARHR262540
OG0004020	Ag012G1309000	CARHR148490
OG0004021	Ag057G4958600, Ag027G3025800, Ag033G3619000	CARHR228440
OG0004022	Ag006G0830400	CARHR176610
OG0004023	Ag014G2134900, Ag001G0025200	CARHR095330
OG0004024	Ag001G0025400	CARHR040320
OG0004025	Ag023G2829700	CARHR178030, CARHR129130
OG0004026	Ag023G2832400	CARHR129280
OG0004027	Ag016G2284400	CARHR175360
OG0004027	Ag050G4779700	CARHR224880
OG0004028	Ag044G4492700, Ag033G3625500, Ag034G3895600	CARHR016450
OG0004029	Ag033G3518500	CARHR253760
OG0004030	Ag033G3556300	CARHR292410
OG0004031	Ag033G3560300	CARHR259150
OG0004032	Ag033G3568200	CARHR226840
OG0004033	Ag033G3578500	CARHR178340, CARHR227120
OG0004034	Ag033G3615100	CARHR228380
OG0004035	Ag033G3620500	CARHR228500
OG0004037	Ag031G3138800	CARHR222810
OG0004038	Ag031G3142600, Ag031G3142700	CARHR223210
OG0004039	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400	CARHR075550
OG0004040	Ag031G3159100	CARHR115920
OG0004041	Ag031G3177500	CARHR173040
OG0004042	Ag031G3197300	CARHR172190
OG0004043	Ag031G3199500	CARHR241000
OG0004044	Ag031G3206700	CARHR171780
OG0004046	Ag031G3240700	CARHR169950
OG0004047	Ag031G3296800	CARHR167590
OG0004048	Ag031G3302300	CARHR143830
OG0004049	Ag031G3305200	CARHR167260
OG0004050	Ag031G3316800	CARHR166740
OG0004051	Ag031G3374100	CARHR164100, CARHR164120
OG0004053	Ag031G3389000	CARHR163420
OG0004054	Ag029G3100200	CARHR101150
OG0004055	Ag067G5204000	CARHR045410
OG0004056	Ag018G2448700, Ag042G4416900	CARHR064870
OG0004058	Ag039G4202100	CARHR135590
OG0004059	Ag039G4223300, Ag039G4222700, Ag039G4224300, Ag039G4222800, Ag039G4230400, Ag039G4229300, Ag039G4230300, Ag039G4231000, Ag039G4221600, Ag039G4231300, Ag039G4222500, Ag039G4222200, Ag039G4222000, Ag039G4221000	CARHR100940
OG0004061	Ag015G2225500	CARHR231980
OG0004062	Ag052G4869000, Ag015G2266000, Ag025G2963800, Ag025G2964200	CARHR039200, CARHR286730, CARHR039190
OG0004063	Ag052G4864200, Ag015G2270500	CARHR033360
OG0004064	Ag021G2598800	CARHR261100, CARHR261120
OG0004065	Ag021G2610800	CARHR255610, CARHR231310
OG0004066	Ag038G4152600	CARHR193630
OG0004068	Ag038G4175900	CARHR185780
OG0004069	Ag003G0286600	CARHR142790
OG0004070	Ag003G0305300	CARHR141790
OG0004071	Ag003G0321100, Ag019G2516300	CARHR105780
OG0004072	Ag003G0340600	CARHR139780
OG0004073	Ag003G0357700	CARHR138820
OG0004074	Ag003G0392900	CARHR137380
OG0004076	Ag014G1795900	CARHR077110
OG0004077	Ag014G1800800	CARHR077430
OG0004078	Ag014G1811900	CARHR078090
OG0004079	Ag014G1818800	CARHR078610
OG0004080	Ag014G1823400	CARHR078960
OG0004080	Ag025G2957300	CARHR078950
OG0004081	Ag014G1826700	CARHR079280, CARHR185900
OG0004082	Ag014G1828000	CARHR079340
OG0004083	Ag014G1831200	CARHR079560
OG0004084	Ag014G1846100, Ag014G1845400	CARHR080390
OG0004085	Ag014G1848800	CARHR080570
OG0004086	Ag014G1867600	CARHR081930
OG0004087	Ag014G1956800	CARHR087420
OG0004088	Ag014G1967400	CARHR088120
OG0004089	Ag014G1988600	CARHR089110
OG0004090	Ag014G2009300	CARHR090300
OG0004091	Ag014G2023600	CARHR091130
OG0004092	Ag014G2048900	CARHR092380
OG0004094	Ag014G2133800	CARHR095270
OG0004095	Ag014G2136300	CARHR056790, CARHR182700, CARHR287810
OG0004097	Ag061G5021100	CARHR262660, CARHR017530
OG0004098	Ag027G3009800, Ag064G5094800, Ag027G3009700	CARHR099520
OG0004099	Ag027G3014000	CARHR099350
OG0004100	Ag027G3028500	CARHR098730
OG0004101	Ag027G3028700	CARHR098700
OG0004102	Ag027G3058500	CARHR097460, CARHR097450
OG0004103	Ag068G5228700	CARHR237920
OG0004104	Ag043G4447400	CARHR287960, CARHR050710
OG0004105	Ag043G4450500	CARHR185420
OG0004106	Ag034G3658000	CARHR000780
OG0004107	Ag034G3660500, Ag034G3660600	CARHR001070
OG0004108	Ag034G3694300	CARHR003420
OG0004109	Ag034G3726500	CARHR005880
OG0004110	Ag034G3745100, Ag034G3746800	CARHR007620
OG0004111	Ag034G3763100	CARHR284470
OG0004112	Ag034G3797700	CARHR252500
OG0004113	Ag034G3799400	CARHR011270
OG0004114	Ag002G0165400	CARHR048700
OG0004114	Ag034G3824300	CARHR012760
OG0004115	Ag034G3870700	CARHR015280
OG0004116	Ag034G3934100, Ag034G3934000	CARHR018480
OG0004117	Ag034G3938200	CARHR180060, CARHR018650
OG0004118	Ag034G3945800, Ag034G3945600	CARHR064990
OG0004119	Ag034G3960200	CARHR259040
OG0004120	Ag034G4045100	CARHR291230
OG0004121	Ag034G4067100	CARHR063390
OG0004122	Ag002G0157600	CARHR013020, CARHR048400
OG0004123	Ag002G0160100	CARHR143760, CARHR148990
OG0004124	Ag024G2880200	CARHR047720, CARHR046670
OG0004125	Ag024G2893000, Ag024G2887400, Ag016G2376800	CARHR252140
OG0004126	Ag016G2352700, Ag016G2352600	CARHR178510
OG0004126	Ag016G2352300	CARHR179640
OG0004126	Ag016G2352500	CARHR178490
OG0004127	Ag016G2384200	CARHR283570
OG0004128	Ag016G2390000	CARHR252510
OG0004129	Ag025G2926400, Ag025G2925700	CARHR037830
OG0004130	Ag011G1077900, Ag011G1077800	CARHR245870
OG0004131	Ag011G1101900	CARHR108600, CARHR244650
OG0004132	Ag011G1113600	CARHR244280
OG0004133	Ag011G1213000	CARHR241860
OG0004134	Ag064G5102700, Ag064G5103200, Ag064G5103900	CARHR099840
OG0004135	Ag064G5107600	CARHR100060
OG0004136	Ag019G2530300	CARHR248750
OG0004137	Ag010G1019100	CARHR265770
OG0004165	Ag047G4541400, Ag046G4530200, Ag027G3023800	CARHR184610
OG0004167	Ag047G4545200, Ag046G4533300	CARHR238460
OG0004168	Ag004G0471900	CARHR043640, CARHR277040
OG0004169	Ag013G1365700	CARHR195860
OG0004170	Ag013G1375300	CARHR196320
OG0004171	Ag013G1382400	CARHR196500
OG0004173	Ag013G1398900	CARHR197310
OG0004174	Ag013G1420700	CARHR198150
OG0004175	Ag013G1422500	CARHR198210
OG0004176	Ag013G1425200	CARHR198310
OG0004177	Ag018G2454500, Ag013G1449200	CARHR023990
OG0004178	Ag013G1453700	CARHR199350
OG0004181	Ag013G1516400, Ag031G3362400	CARHR152260
OG0004182	Ag013G1516500	CARHR202490
OG0004182	Ag004G0537900	CARHR188430
OG0004183	Ag013G1547000, Ag013G1546900	CARHR204040
OG0004184	Ag013G1554800	CARHR204600
OG0004185	Ag013G1556500	CARHR204670
OG0004186	Ag013G1580600	CARHR232270
OG0004187	Ag013G1585700, Ag013G1585800, Ag013G1586000, Ag013G1585900	CARHR264560
OG0004188	Ag013G1588200	CARHR119280
OG0004189	Ag013G1591900	CARHR119770
OG0004190	Ag013G1594800	CARHR120140
OG0004191	Ag013G1606400	CARHR121430
OG0004192	Ag013G1633800	CARHR123680
OG0004193	Ag013G1634500	CARHR289390, CARHR123770
OG0004194	Ag013G1635800	CARHR123950
OG0004195	Ag013G1644300	CARHR124830
OG0004196	Ag013G1647400	CARHR038640
OG0004196	Ag034G3790900, Ag034G3790800	CARHR021370, CARHR264210, CARHR038600, CARHR038340, CARHR038580
OG0004197	Ag013G1654300	CARHR125550, CARHR125360
OG0004198	Ag013G1665900, Ag013G1665800, Ag013G1666000	CARHR125980
OG0004199	Ag013G1701700	CARHR037430
OG0004200	Ag013G1710900	CARHR288460, CARHR036620
OG0004201	Ag013G1711900	CARHR036760, CARHR036750
OG0004202	Ag013G1718400	CARHR027730
OG0004203	Ag013G1727400	CARHR128220, CARHR028450
OG0004204	Ag013G1734000	CARHR028990, CARHR028970, CARHR029000
OG0004205	Ag013G1737400	CARHR128490, CARHR029550
OG0004206	Ag013G1742800, Ag002G0128200	CARHR029660
OG0004207	Ag013G1745100	CARHR029870
OG0004208	Ag013G1746800	CARHR030030
OG0004209	Ag013G1752200	CARHR030310, CARHR030320
OG0004210	Ag013G1763800	CARHR031410
OG0004211	Ag062G5055800	CARHR145350
OG0004212	Ag004G0420700	CARHR280690
OG0004214	Ag004G0421200	CARHR280590
OG0004215	Ag004G0429000	CARHR279960
OG0004216	Ag001G0074700, Ag001G0075800	CARHR175500
OG0004217	Ag004G0466900	CARHR277390
OG0004218	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300	CARHR276630
OG0004219	Ag004G0480900	CARHR042570, CARHR172770, CARHR172780, CARHR042590, CARHR042580, CARHR145310
OG0004220	Ag004G0499800	CARHR275090
OG0004221	Ag004G0507200	CARHR274570
OG0004222	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100	CARHR223120
OG0004223	Ag004G0520300	CARHR180220
OG0004225	Ag004G0536200	CARHR188530
OG0004225	Ag004G0536100	CARHR188540
OG0004226	Ag004G0557700	CARHR193070
OG0004227	Ag004G0572400	CARHR192130
OG0004228	Ag004G0590600	CARHR191290
OG0004229	Ag004G0647800	CARHR285570
OG0004230	Ag004G0653700	CARHR285220
OG0004233	Ag033G3505400, Ag004G0711900	CARHR222380, CARHR230010
OG0004234	Ag033G3522600, Ag033G3522500, Ag004G0734000	CARHR269180, CARHR269130
OG0004235	Ag004G0743500	CARHR158680
OG0004236	Ag004G0755000	CARHR268120
OG0004237	Ag022G2632800	CARHR250570
OG0004238	Ag022G2644000	CARHR251050
OG0004239	Ag022G2686200	CARHR207090
OG0004240	Ag014G1910000	CARHR084820
OG0004241	Ag022G2739800	CARHR209160
OG0004242	Ag022G2766600	CARHR210430
OG0004243	Ag022G2790900, Ag002G0254400	CARHR211980
OG0004244	Ag075G5286500	CARHR213770
OG0004245	Ag075G5295900	CARHR213170
OG0004246	Ag048G4574100	CARHR073760
OG0004247	Ag048G4588200, Ag048G4588100	CARHR073070
OG0004248	Ag048G4597500	CARHR072380
OG0004248	Ag034G3908400	CARHR017410
OG0004249	Ag048G4631200	CARHR071210
OG0004250	Ag017G2417500, Ag040G4352300, Ag025G2974300, Ag016G2283200, Ag014G1882800	CARHR082970
OG0004251	Ag032G3425300	CARHR045640
OG0004253	Ag032G3472100	CARHR043440
OG0004254	Ag007G0882500	CARHR219070
OG0004255	Ag025G2964400, Ag007G0896200, Ag033G3576900, Ag003G0339100	CARHR139840, CARHR107290, CARHR119960
OG0004256	Ag078G5330300	CARHR065870, CARHR065840
OG0004257	Ag078G5340400, Ag018G2463900	CARHR024370
OG0004258	Ag056G4947800, Ag034G3836900	CARHR013490
OG0004260	Ag012G1272400	CARHR257420
OG0004261	Ag012G1297600	CARHR149180
OG0004262	Ag012G1328700	CARHR147060
OG0004263	Ag018G2472900	CARHR025060
OG0004263	Ag057G4959500	CARHR062650
OG0004264	Ag057G4965400	CARHR062300
OG0004265	Ag006G0797400, Ag058G4989500	CARHR175560
OG0004266	Ag058G4978400, Ag006G0804000	CARHR175920
OG0004267	Ag006G0830000	CARHR176580, CARHR176560
OG0004269	Ag001G0001900, Ag083G5410900, Ag083G5410500, Ag083G5411000	CARHR050650
OG0004270	Ag001G0054200	CARHR291300
OG0004271	Ag001G0056300	CARHR041430
OG0004272	Ag001G0064900	CARHR041950
OG0004273	Ag001G0076800, Ag001G0077000, Ag001G0076600	CARHR042430
OG0004274	Ag050G4768000	CARHR225410
OG0004275	Ag050G4769100	CARHR225380
OG0004276	Ag050G4776500	CARHR214310
OG0004276	Ag050G4776800	CARHR225030
OG0004277	Ag050G4797100	CARHR224050
OG0004278	Ag008G0965700	CARHR160720
OG0004279	Ag033G3487000, Ag077G5315700	CARHR231080
OG0004280	Ag033G3490200, Ag077G5319600	CARHR230780
OG0004281	Ag051G4813200	CARHR264390
OG0004283	Ag033G3513800	CARHR129100
OG0004284	Ag033G3515200, Ag033G3515300	CARHR229620
OG0004285	Ag033G3568000	CARHR226810, CARHR140040
OG0004286	Ag033G3591000	CARHR227440
OG0004287	Ag033G3598500	CARHR227700
OG0004288	Ag031G3145100	CARHR223490
OG0004289	Ag031G3152300	CARHR199040, CARHR266370, CARHR105740, CARHR075180
OG0004290	Ag003G0381400, Ag031G3171500	CARHR187390
OG0004291	Ag031G3175100	CARHR173300
OG0004292	Ag031G3205600	CARHR107270
OG0004293	Ag014G1894600, Ag014G1894900, Ag014G1895300, Ag014G1895200, Ag031G3213300	CARHR257760, CARHR171420
OG0004295	Ag031G3264600	CARHR169000
OG0004296	Ag031G3275600	CARHR168610, CARHR168250
OG0004297	Ag031G3281400	CARHR168550
OG0004298	Ag031G3291800	CARHR167890
OG0004299	Ag031G3310000	CARHR167060
OG0004300	Ag031G3317000	CARHR166730
OG0004301	Ag031G3324600, Ag031G3324200	CARHR166440
OG0004302	Ag031G3358100	CARHR165020
OG0004303	Ag016G2301200, Ag016G2302300, Ag020G2573100	CARHR266530
OG0004304	Ag095G5469400, Ag064G5112800	CARHR100390
OG0004305	Ag086G5422500, Ag042G4377400	CARHR108430
OG0004306	Ag042G4380800	CARHR108640
OG0004307	Ag042G4392900	CARHR109170, CARHR106980
OG0004308	Ag042G4421700	CARHR109920
OG0004309	Ag042G4423300	CARHR144440
OG0004310	Ag039G4182400	CARHR136280
OG0004311	Ag039G4191700	CARHR136000
OG0004312	Ag039G4195000	CARHR135840
OG0004313	Ag039G4217500	CARHR135100
OG0004314	Ag039G4252900	CARHR133950
OG0004315	Ag039G4273100, Ag039G4272400	CARHR133310
OG0004316	Ag039G4308500	CARHR131980
OG0004317	Ag030G3126900, Ag021G2628200	CARHR254190
OG0004318	Ag015G2202700	CARHR114630, CARHR245250
OG0004319	Ag015G2234800	CARHR026300
OG0004320	Ag015G2263500, Ag034G3698600	CARHR115370, CARHR003790
OG0004321	Ag021G2624100	CARHR034000, CARHR154690
OG0004322	Ag038G4157700	CARHR186930
OG0004323	Ag038G4166700, Ag027G3036600	CARHR186300
OG0004324	Ag014G1837600	CARHR196040
OG0004324	Ag038G4168600	CARHR186240
OG0004325	Ag038G4169200	CARHR186190
OG0004326	Ag003G0296500	CARHR142410
OG0004327	Ag003G0296600	CARHR142400
OG0004328	Ag003G0304500, Ag003G0308000	CARHR141850, CARHR193560, CARHR195690
OG0004329	Ag003G0307200	CARHR141640
OG0004330	Ag003G0309600	CARHR025440
OG0004331	Ag003G0312300	CARHR099560, CARHR097240
OG0004332	Ag003G0317500	CARHR140920
OG0004333	Ag003G0355500	CARHR138920
OG0004334	Ag003G0368800	CARHR138210
OG0004335	Ag003G0370300	CARHR169410
OG0004336	Ag003G0375000	CARHR137940
OG0004337	Ag037G4130800, Ag016G2322000	CARHR174180
OG0004338	Ag016G2318900, Ag037G4135200	CARHR174260
OG0004339	Ag037G4136900, Ag016G2317200	CARHR174340
OG0004340	Ag014G1843100	CARHR080250
OG0004341	Ag014G1847700	CARHR080480
OG0004341	Ag014G1847800	CARHR164130
OG0004342	Ag014G1859500	CARHR081270
OG0004343	Ag014G1861200	CARHR081380
OG0004344	Ag014G1878400	CARHR082620
OG0004345	Ag014G1907100	CARHR084550
OG0004346	Ag014G1929900	CARHR085790
OG0004347	Ag014G1941000	CARHR086390, CARHR086400
OG0004348	Ag014G1943600	CARHR086590
OG0004349	Ag014G1951900	CARHR087110
OG0004350	Ag014G1960900, Ag014G1960800	CARHR087710
OG0004351	Ag014G1967300	CARHR088110
OG0004352	Ag014G1974500	CARHR088580
OG0004353	Ag014G1981000	CARHR088940
OG0004354	Ag014G1987900	CARHR089080
OG0004355	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600	CARHR089790
OG0004356	Ag014G2010400	CARHR090390
OG0004357	Ag014G2010900	CARHR090430
OG0004358	Ag014G2011300	CARHR090470
OG0004359	Ag014G2023500	CARHR091120
OG0004360	Ag014G2038100, Ag014G2037900	CARHR111390, CARHR111380, CARHR111360
OG0004361	Ag014G2048700	CARHR092370
OG0004362	Ag014G2093000	CARHR094070
OG0004363	Ag014G2101500	CARHR094420
OG0004364	Ag014G2129500	CARHR095030
OG0004365	Ag014G2151300	CARHR095810, CARHR095800, CARHR095820
OG0004366	Ag014G2156900	CARHR096200
OG0004367	Ag027G3070700, Ag014G2170300	CARHR096780
OG0004368	Ag014G2173300, Ag027G3068200	CARHR096940
OG0004369	Ag014G2176600, Ag027G3064400	CARHR097150
OG0004370	Ag061G5038400	CARHR215080
OG0004371	Ag061G5043700	CARHR215950
OG0004372	Ag061G5047100	CARHR184280, CARHR258390
OG0004373	Ag027G3005200, Ag064G5101600	CARHR099760
OG0004374	Ag027G3016800	CARHR099200
OG0004375	Ag027G3039400	CARHR098270
OG0004376	Ag027G3052200	CARHR097820
OG0004377	Ag027G3054700	CARHR097660
OG0004378	Ag027G3055000	CARHR097640
OG0004379	Ag027G3059800	CARHR097410
OG0004380	Ag036G4116300	CARHR056920
OG0004381	Ag060G5005900, Ag034G3716700	CARHR194350
OG0004382	Ag017G2425600	CARHR161270, CARHR159560, CARHR054620, CARHR159570
OG0004383	Ag017G2429500	CARHR161140
OG0004384	Ag034G3667400	CARHR001830, CARHR001610
OG0004385	Ag034G3684700	CARHR002850
OG0004386	Ag034G3706700, Ag034G3707400, Ag034G3704300	CARHR004470
OG0004388	Ag034G3747700	CARHR007700
OG0004389	Ag034G3765100, Ag034G3765200	CARHR165900, CARHR009110
OG0004390	Ag034G3772000	CARHR222090, CARHR009450, CARHR009460
OG0004392	Ag034G3815500	CARHR012210
OG0004393	Ag034G3825600	CARHR012830
OG0004394	Ag034G3827000	CARHR012880
OG0004395	Ag034G3829500	CARHR013050
OG0004396	Ag034G3903800	CARHR017040
OG0004397	Ag034G4003400	CARHR021840
