Orthogroup	Alyssum_gmelinii	Euclidium_syriacum
OG0003757	Ag025G2926100	ESY2_g38087_DN3_SP7_c0.t1
OG0003758	Ag025G2941300	ESY2_g37962_DN3_SP8_c0.t1
OG0003759	Ag025G2967700	ESY2_g37725_DN2_SP0_c0.t1
OG0003760	Ag011G1030300, Ag011G1030100, Ag011G1030200	ESY4_g26923_DN3_SP1_c0.t1
OG0003761	Ag011G1052600	ESY4_g26734_DN3_SP0_c0.t1, ESY12_g51356_DN3_SP0_c0.t1
OG0003762	Ag011G1053000	ESY4_g26728_DN3_SP0_c0.t1
OG0003763	Ag011G1064200	ESY8_g59691_DN3_SP1_c17.t1
OG0003764	Ag011G1095900, Ag011G1096200, Ag011G1096000	ESY4_g26284_DN3_SP0_c0.t1, ESY4_g26278_DN3_SP0_c0.t1
OG0003765	Ag018G2482300	ESY13_g56265_DN3_SP0_c23.t1
OG0003766	Ag019G2497900, Ag019G2502700	ESY8_g58464_DN3_SP0_c0.t1
OG0003767	Ag019G2527200	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1
OG0003767	Ag019G2538600	ESY20_g13086_DN3_SP0_c16.t1, ESY20_g12996_DN3_SP0_c0.t1, ESY20_g13083_DN3_SP0_c0.t1, ESY20_g13001_DN2_SP0_c0.t1
OG0003768	Ag010G1023800	ESY7_g19029_DN2_SP0_c0.t1, ESY2_g34148_DN2_SP0_c0.t1
OG0003790	Ag013G1367000, Ag013G1366900, Ag013G1366700	ESY7_g17185_DN3_SP8_c10.t1
OG0003791	Ag013G1368600	ESY7_g17193_DN3_SP4_c0.t1
OG0003792	Ag013G1396600	ESY7_g17361_DN3_SP0_c0.t1, ESY7_g17357_DN3_SP0_c0.t1
OG0003795	Ag013G1519000	ESY7_g18076_DN3_SP5_c14.t1
OG0003796	Ag013G1539000	ESY7_g17904_DN3_SP1_c0.t1
OG0003797	Ag013G1556700	ESY7_g18678_DN2_SP0_c0.t1
OG0003798	Ag013G1580900	ESY13_g56942_DN3_SP7_c0.t1
OG0003799	Ag013G1603200, Ag013G1603300	ESY8_g58955_DN3_SP1_c0.t1, ESY8_g58954_DN3_SP0_c0.t1, ESY8_g58953_DN3_SP0_c0.t1
OG0003800	Ag013G1640000, Ag013G1645600	ESY8_g58552_DN3_SP4_c0.t1, ESY8_g58493_DN3_SP5_c0.t1
OG0003801	Ag013G1651100	ESY8_g58428_DN2_SP6_c0.t1
OG0003802	Ag013G1656300	ESY8_g58383_DN3_SP0_c0.t1
OG0003803	Ag013G1675800	ESY20_g12849_DN3_SP8_c0.t1
OG0003804	Ag013G1693800	ESY13_g56756_DN3_SP8_c0.t1
OG0003805	Ag013G1744600	ESY5_g4937_DN3_SP4_c0.t1
OG0003806	Ag013G1759600	ESY16_g61882_DN3_SP1_c0.t1
OG0003807	Ag013G1763600, Ag033G3597000, Ag011G1245400	ESY9_g42841_DN3_SP0_c28.t1, ESY16_g61788_DN3_SP0_c20.t1, ESY16_g61785_DN3_SP0_c32.t1, ESY16_g61783_DN3_SP0_c16.t1, ESY16_g61786_DN3_SP0_c15.t1
OG0003809	Ag004G0463000	ESY6_g49633_DN3_SP0_c0.t1
OG0003810	Ag004G0472300	ESY6_g49739_DN2_SP0_c0.t1
OG0003811	Ag004G0481000	ESY6_g49306_DN3_SP4_c0.t1
OG0003812	Ag004G0483200	ESY7_g17212_DN3_SP0_c0.t1
OG0003813	Ag004G0513000	ESY20_g13368_DN2_SP8_c0.t1, ESY18_g63072_DN2_SP0_c0.t1
OG0003814	Ag004G0514900	ESY8_g61021_DN3_SP0_c0.t1, ESY6_g50172_DN3_SP0_c20.t1
OG0003815	Ag004G0547500	ESY7_g18200_DN3_SP0_c0.t1
OG0003816	Ag004G0586300	ESY6_g49065_DN2_SP0_c0.t1
OG0003817	Ag004G0612500	ESY6_g48949_DN3_SP8_c0.t1
OG0003818	Ag004G0672400	ESY5_g4643_DN1_SP0_c0.t1, ESY6_g48539_DN3_SP0_c0.t1
OG0003819	Ag004G0729800	ESY6_g48150_DN3_SP5_c0.t1
OG0003820	Ag039G4309800, Ag004G0740500, Ag016G2370700	ESY2_g35270_DN3_SP0_c0.t1
OG0003821	Ag004G0748600	ESY6_g47981_DN3_SP8_c0.t1
OG0003822	Ag004G0783100, Ag020G2555200	ESY6_g47840_DN3_SP0_c0.t1
OG0003823	Ag022G2666400, Ag022G2667000, Ag022G2665800, Ag022G2668100	ESY7_g18498_DN3_SP0_c0.t1
OG0003824	Ag031G3361500	ESY8_g60403_DN3_SP0_c0.t1
OG0003824	Ag022G2695200	ESY7_g19148_DN3_SP0_c0.t1
OG0003825	Ag023G2823600, Ag022G2707300	ESY1_g6823_DN3_SP0_c0.t1
OG0003826	Ag049G4736800, Ag022G2715300	ESY15_g64348_DN3_SP0_c0.t1
OG0003827	Ag022G2734400	ESY1_g8822_DN1_SP0_c0.t1
OG0003827	Ag022G2734100, Ag022G2734300	ESY7_g19102_DN1_SP0_c30.t1
OG0003829	Ag075G5295500	ESY8_g60125_DN3_SP0_c0.t1
OG0003830	Ag048G4595900	ESY2_g36821_DN3_SP8_c4.t1
OG0003833	Ag032G3427100	ESY10_g15035_DN3_SP0_c0.t1
OG0003834	Ag032G3442500	ESY2_g36245_DN2_SP1_c0.t1
OG0003835	Ag041G4353400, Ag009G0982100	ESY1_g7838_DN3_SP0_c0.t1
OG0003836	Ag019G2526400, Ag041G4353700, Ag009G0981800	ESY9_g42525_DN3_SP1_c0.t1
OG0003837	Ag007G0866500	ESY9_g42686_DN3_SP1_c0.t1, ESY9_g42714_DN3_SP7_c0.t1
OG0003838	Ag007G0919100	ESY2_g38873_DN3_SP0_c0.t1
OG0003839	Ag007G0926200	ESY2_g38688_DN1_SP0_c0.t1
OG0003840	Ag078G5368000	ESY2_g34918_DN2_SP1_c0.t1
OG0003841	Ag056G4948800	ESY2_g35379_DN3_SP0_c0.t1
OG0003842	Ag057G4958000, Ag018G2435300	ESY2_g35453_DN3_SP4_c0.t1
OG0003844	Ag001G0041600, Ag014G2155800	ESY3_g29236_DN3_SP7_c0.t1
OG0003845	Ag001G0065000	ESY2_g35998_DN1_SP0_c0.t1
OG0003847	Ag002G0205900	ESY2_g33666_DN3_SP0_c0.t1
OG0003848	Ag008G0949100	ESY1_g10016_DN3_SP0_c0.t1
OG0003849	Ag077G5315600, Ag033G3486900	ESY23_g194_DN3_SP6_c0.t1
OG0003850	Ag033G3490000, Ag077G5319200, Ag077G5323400, Ag033G3493700	ESY23_g145_DN3_SP8_c0.t1
OG0003851	Ag031G3148900	ESY3_g32691_DN3_SP0_c0.t1
OG0003852	Ag034G3949600, Ag031G3153800	ESY3_g32644_DN3_SP0_c0.t1
OG0003853	Ag031G3200600, Ag031G3200900	ESY1_g12350_DN1_SP0_c0.t1
OG0003854	Ag031G3216500	ESY12_g51920_DN3_SP8_c0.t1
OG0003855	Ag031G3245000	ESY1_g11242_DN3_SP2_c0.t1
OG0003856	Ag031G3282100	ESY1_g11504_DN3_SP0_c16.t1
OG0003857	Ag031G3284900	ESY1_g11544_DN3_SP0_c0.t1, ESY12_g51289_DN3_SP0_c0.t1
OG0003858	Ag031G3285400, Ag003G0394900	ESY1_g11545_DN3_SP0_c0.t1
OG0003859	Ag031G3380000	ESY1_g11001_DN3_SP4_c0.t1
OG0003860	Ag031G3395800	ESY10_g14618_DN3_SP0_c0.t1
OG0003861	Ag029G3110000	ESY3_g27278_DN3_SP7_c0.t1
OG0003862	Ag014G1991400, Ag064G5114000, Ag095G5470400	ESY11_g54761_DN2_SP0_c0.t1, ESY11_g52515_DN1_SP0_c0.t1, ESY11_g52529_DN2_SP0_c0.t1, ESY11_g54760_DN2_SP0_c0.t1, ESY20_g13246_DN3_SP0_c0.t1, ESY2_g34346_DN3_SP0_c0.t1, ESY6_g50271_DN3_SP0_c14.t1
OG0003863	Ag067G5205300	ESY2_g34468_DN3_SP7_c0.t1
OG0003864	Ag017G2420300, Ag039G4290700	ESY3_g31154_DN1_SP0_c0.t1, ESY8_g60109_DN2_SP0_c0.t1
OG0003865	Ag039G4315800	ESY9_g44790_DN3_SP1_c0.t1, ESY3_g28805_DN2_SP0_c0.t1, ESY1_g5976_DN2_SP0_c0.t1, ESY2_g36478_DN2_SP0_c0.t1
OG0003866	Ag039G4330000	ESY9_g44614_DN3_SP1_c0.t1, ESY2_g37205_DN3_SP0_c0.t1
OG0003867	Ag015G2192800	ESY8_g59690_DN3_SP8_c0.t1
OG0003867	Ag011G1064400	ESY4_g26637_DN3_SP5_c0.t1
OG0003868	Ag015G2242600	ESY14_g20905_DN3_SP0_c0.t1, ESY1_g12037_DN3_SP0_c0.t1
OG0003869	Ag015G2271400, Ag052G4863300	ESY14_g20318_DN3_SP0_c0.t1
OG0003870	Ag021G2598700	ESY7_g18685_DN3_SP0_c0.t1, ESY7_g18686_DN3_SP0_c0.t1
OG0003871	Ag021G2608000	ESY8_g59950_DN3_SP0_c0.t1
OG0003872	Ag021G2618600	ESY11_g53077_DN3_SP0_c0.t1, ESY18_g63390_DN3_SP8_c0.t1
OG0003873	Ag088G5438400	ESY11_g54922_DN3_SP0_c0.t1
OG0003874	Ag003G0298900	ESY12_g51606_DN2_SP0_c0.t1
OG0003876	Ag003G0383100	ESY2_g34300_DN3_SP0_c0.t1
OG0003877	Ag003G0398200	ESY12_g51341_DN1_SP0_c0.t1, ESY12_g51353_DN3_SP0_c0.t1, ESY7_g16421_DN2_SP0_c0.t1
OG0003878	Ag003G0408600	ESY12_g51156_DN3_SP8_c0.t1
OG0003879	Ag014G1793500	ESY7_g17250_DN3_SP4_c0.t1
OG0003880	Ag014G1867500	ESY3_g31400_DN3_SP0_c0.t1
OG0003881	Ag014G1877600	ESY3_g30717_DN3_SP6_c0.t1
OG0003882	Ag014G1933800	ESY3_g31248_DN3_SP0_c0.t1
OG0003883	Ag014G1968600	ESY11_g53838_DN3_SP0_c0.t1
OG0003884	Ag014G2020500	ESY3_g30619_DN3_SP0_c0.t1
OG0003885	Ag034G3665000, Ag034G3664900, Ag026G2999300	ESY5_g5409_DN3_SP0_c0.t1, ESY5_g5425_DN2_SP0_c0.t1
OG0003886	Ag034G3755200, Ag061G5016800	ESY10_g15884_DN3_SP1_c0.t1
OG0003887	Ag017G2412700	ESY1_g10363_DN3_SP8_c0.t1
OG0003889	Ag034G3711200	ESY5_g4846_DN3_SP0_c0.t1, ESY5_g4845_DN3_SP0_c0.t1
OG0003890	Ag034G3730100, Ag034G3942500, Ag034G4047600	ESY10_g14773_DN3_SP0_c0.t1
OG0003892	Ag034G3763600	ESY5_g3237_DN2_SP0_c0.t1
OG0003893	Ag034G3769800, Ag034G3769700	ESY5_g3296_DN3_SP0_c26.t1
OG0003894	Ag034G3774200	ESY5_g3319_DN3_SP7_c0.t1, ESY3_g28812_DN3_SP0_c0.t1
OG0003895	Ag034G3823700	ESY5_g3804_DN2_SP0_c0.t1
OG0003896	Ag034G3941800	ESY5_g4227_DN3_SP0_c0.t1
OG0003897	Ag034G3949800	ESY5_g4161_DN3_SP0_c17.t1, ESY11_g54833_DN3_SP0_c19.t1, ESY11_g54831_DN2_SP0_c26.t1
OG0003898	Ag034G3957600	ESY5_g4135_DN2_SP0_c0.t1
OG0003899	Ag034G3961300	ESY5_g2673_DN3_SP0_c0.t1
OG0003900	Ag019G2507100, Ag034G4009300	ESY20_g13121_DN3_SP0_c0.t1
OG0003901	Ag002G0176500	ESY2_g33653_DN3_SP3_c0.t1
OG0003901	Ag002G0176200	ESY2_g34378_DN3_SP0_c0.t1, ESY2_g33646_DN3_SP0_c0.t1
OG0003902	Ag002G0215800	ESY2_g33890_DN3_SP0_c0.t1
OG0003903	Ag002G0261200	ESY2_g34126_DN3_SP3_c2.t1
OG0003905	Ag016G2333500	ESY10_g14758_DN3_SP3_c0.t1
OG0003906	Ag019G2550200	ESY8_g59937_DN3_SP8_c0.t1
OG0003906	Ag011G1030400	ESY4_g26922_DN2_SP5_c0.t1
OG0003907	Ag011G1059200	ESY1_g8306_DN3_SP0_c0.t1
OG0003908	Ag011G1098000	ESY4_g26251_DN3_SP0_c0.t1
OG0003909	Ag011G1145500, Ag011G1145700, Ag011G1145900	ESY4_g25542_DN3_SP0_c0.t1
OG0003910	Ag011G1156600	ESY4_g25670_DN3_SP5_c0.t1
OG0003911	Ag011G1262900	ESY4_g24824_DN3_SP8_c0.t1
OG0003912	Ag018G2454000	ESY5_g2103_DN3_SP5_c0.t1
OG0003913	Ag010G1017000	ESY4_g23825_DN3_SP8_c0.t1
OG0003941	Ag048G4554800, Ag013G1419500	ESY7_g17477_DN3_SP5_c0.t1
OG0003942	Ag013G1449700	ESY7_g17636_DN3_SP0_c0.t1
OG0003943	Ag013G1461100, Ag013G1461000, Ag013G1460800	ESY7_g17709_DN3_SP8_c0.t1
OG0003944	Ag013G1480100, Ag013G1480200	ESY7_g18382_DN3_SP0_c0.t1
OG0003945	Ag013G1496200	ESY7_g18253_DN3_SP0_c0.t1
OG0003946	Ag013G1504200, Ag078G5342600, Ag057G4959300	ESY2_g35444_DN3_SP0_c0.t1
OG0003947	Ag011G1231900, Ag013G1506200, Ag016G2400700, Ag066G5165800, Ag066G5169300	ESY7_g18161_DN1_SP0_c0.t1
OG0003948	Ag004G0543500	ESY6_g49963_DN3_SP0_c0.t1
OG0003948	Ag013G1506500	ESY7_g18158_DN3_SP7_c0.t1
OG0003949	Ag038G4171800, Ag013G1536700	ESY10_g15573_DN3_SP6_c0.t1
OG0003950	Ag013G1559100	ESY7_g18663_DN3_SP0_c0.t1, ESY7_g18662_DN3_SP0_c0.t1
OG0003951	Ag004G0511000	ESY6_g50199_DN3_SP7_c0.t1
OG0003951	Ag013G1559500	ESY7_g18658_DN3_SP4_c0.t1
OG0003952	Ag013G1560100	ESY7_g18648_DN3_SP8_c0.t1
OG0003953	Ag013G1567800	ESY7_g18572_DN3_SP4_c0.t1
OG0003953	Ag004G0496900	ESY6_g49496_DN3_SP8_c0.t1
OG0003954	Ag013G1580700	ESY10_g14650_DN3_SP0_c11.t1
OG0003955	Ag013G1582500	ESY13_g57032_DN3_SP0_c0.t1, ESY1_g11654_DN2_SP0_c0.t1
OG0003956	Ag013G1595200	ESY8_g59031_DN3_SP0_c0.t1
OG0003957	Ag013G1596000	ESY8_g59021_DN3_SP8_c0.t1
OG0003958	Ag032G3444200, Ag013G1628300	ESY8_g58703_DN3_SP8_c0.t1
OG0003959	Ag013G1675400	ESY20_g12843_DN3_SP8_c0.t1
OG0003960	Ag034G3696000	ESY5_g5049_DN3_SP6_c0.t1
OG0003960	Ag013G1681100	ESY20_g12910_DN3_SP0_c0.t1
OG0003961	Ag013G1692200	ESY13_g56821_DN2_SP8_c0.t1
OG0003962	Ag013G1732800	ESY4_g23253_DN3_SP0_c0.t1
OG0003963	Ag051G4809700, Ag062G5062100	ESY23_g205_DN1_SP0_c0.t1
OG0003963	Ag078G5332100	ESY5_g1894_DN1_SP0_c0.t1, ESY21_g55702_DN1_SP0_c0.t1
OG0003964	Ag004G0559800, Ag062G5065100	ESY1_g10743_DN3_SP2_c0.t1, ESY9_g45677_DN1_SP1_c0.t1
OG0003965	Ag004G0431700	ESY2_g34228_DN2_SP5_c0.t1
OG0003966	Ag004G0434800	ESY3_g32094_DN3_SP0_c0.t1
OG0003967	Ag002G0144000, Ag004G0457200	ESY6_g50723_DN3_SP0_c0.t1
OG0003968	Ag004G0463100, Ag034G4054200	ESY6_g49635_DN2_SP0_c0.t1
OG0003970	Ag004G0496500	ESY6_g49483_DN3_SP3_c0.t1
OG0003972	Ag004G0502200	ESY6_g49547_DN3_SP0_c0.t1
OG0003973	Ag004G0505200	ESY2_g36427_DN3_SP0_c0.t1
OG0003974	Ag040G4334300, Ag004G0516300	ESY6_g50518_DN3_SP8_c0.t1
OG0003975	Ag004G0518500	ESY6_g50140_DN3_SP0_c11.t1
OG0003975	Ag004G0772300	ESY1_g9313_DN3_SP8_c0.t1
OG0003976	Ag004G0546800	ESY6_g49937_DN3_SP8_c0.t1
OG0003977	Ag004G0548600	ESY6_g49920_DN3_SP0_c14.t1, ESY6_g49918_DN3_SP0_c10.t1
OG0003978	Ag004G0606500, Ag034G3811800	ESY5_g3705_DN3_SP8_c0.t1
OG0003979	Ag004G0621100	ESY6_g48911_DN2_SP0_c0.t1
OG0003980	Ag004G0621800	ESY11_g54681_DN3_SP0_c0.t1, ESY6_g48899_DN3_SP0_c0.t1
OG0003981	Ag004G0624400	ESY10_g13834_DN3_SP1_c0.t1
OG0003983	Ag057G4967500	ESY6_g48642_DN3_SP0_c0.t1
OG0003984	Ag004G0664300	ESY6_g48605_DN3_SP1_c0.t1
OG0003985	Ag004G0686600, Ag004G0686700	ESY6_g48454_DN3_SP0_c0.t1, ESY6_g48446_DN3_SP8_c0.t1
OG0003986	Ag004G0723200	ESY6_g48179_DN3_SP0_c0.t1
OG0003987	Ag004G0769000, Ag031G3343200, Ag011G1241100	ESY1_g9366_DN3_SP0_c0.t1
OG0003988	Ag004G0783300, Ag020G2555100	ESY6_g47843_DN3_SP4_c0.t1
OG0003989	Ag022G2671200	ESY7_g18479_DN2_SP0_c0.t1
OG0003990	Ag022G2714500	ESY4_g25667_DN3_SP0_c0.t1
OG0003991	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500	ESY17_g39835_DN3_SP0_c29.t1, ESY21_g55358_DN3_SP0_c29.t1, ESY1_g10644_DN3_SP0_c29.t1, ESY7_g19070_DN2_SP0_c29.t1
OG0003992	Ag022G2722600, Ag033G3524200	ESY7_g18986_DN3_SP8_c0.t1, ESY7_g17272_DN3_SP0_c0.t1
OG0003993	Ag022G2731500	ESY7_g19069_DN3_SP6_c0.t1, ESY3_g31112_DN3_SP5_c0.t1
OG0003994	Ag022G2754900	ESY7_g19326_DN3_SP1_c0.t1
OG0003995	Ag022G2776500	ESY7_g19511_DN3_SP0_c0.t1
OG0003996	Ag018G2458800, Ag022G2776600	ESY7_g19512_DN3_SP7_c3.t1
OG0003998	Ag048G4568100	ESY2_g36579_DN3_SP0_c0.t1
OG0003998	Ag014G1910300	ESY3_g31077_DN3_SP8_c0.t1
OG0003999	Ag003G0286500, Ag048G4573500	ESY2_g33827_DN3_SP0_c0.t1
OG0004000	Ag048G4662300	ESY2_g34738_DN3_SP3_c0.t1
OG0004001	Ag048G4668400	ESY2_g34752_DN3_SP0_c14.t1
OG0004002	Ag048G4686000, Ag048G4685900, Ag048G4685800	ESY2_g34815_DN3_SP0_c0.t1
OG0004003	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200	ESY7_g16584_DN3_SP6_c0.t1
OG0004004	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200	ESY2_g36411_DN3_SP3_c0.t1
OG0004005	Ag032G3422000, Ag025G2911200	ESY2_g36403_DN3_SP0_c0.t1
OG0004006	Ag032G3426300, Ag032G3426200	ESY2_g36371_DN3_SP0_c0.t1, ESY2_g36370_DN3_SP0_c0.t1, ESY2_g36363_DN3_SP0_c0.t1
OG0004007	Ag032G3434500	ESY8_g59239_DN2_SP0_c0.t1, ESY2_g36289_DN2_SP0_c0.t1
OG0004008	Ag032G3438900, Ag032G3439200, Ag032G3439000, Ag032G3438800, Ag032G3439300, Ag032G3439400	ESY2_g36269_DN3_SP0_c0.t1
OG0004009	Ag015G2241400, Ag032G3457500	ESY14_g20918_DN3_SP3_c0.t1
OG0004010	Ag032G3457800	ESY2_g36168_DN3_SP8_c0.t1
OG0004011	Ag054G4886200	ESY2_g33495_DN3_SP5_c0.t1
OG0004012	Ag082G5406400	ESY6_g47190_DN3_SP5_c0.t1
OG0004013	Ag007G0898500	ESY22_g40535_DN3_SP0_c0.t1
OG0004014	Ag007G0905300	ESY22_g40757_DN3_SP0_c0.t1
OG0004015	Ag007G0927300, Ag007G0926400, Ag007G0927500	ESY2_g38669_DN3_SP0_c0.t1
OG0004016	Ag078G5345100	ESY2_g35934_DN3_SP7_c0.t1
OG0004017	Ag078G5379200	ESY2_g34954_DN3_SP0_c0.t1
OG0004018	Ag024G2861800, Ag002G0091200	ESY2_g33418_DN3_SP0_c0.t1
OG0004018	Ag063G5080700, Ag002G0095500, Ag002G0110700, Ag063G5081800	ESY10_g15601_DN1_SP0_c0.t1
OG0004019	Ag012G1301000	ESY4_g25327_DN3_SP0_c11.t1
OG0004019	Ag024G2852900	ESY4_g25169_DN3_SP0_c0.t1
OG0004019	Ag012G1300500, Ag003G0293500, Ag003G0309100, Ag003G0293600, Ag061G5023200, Ag014G2147200	ESY12_g51427_DN2_SP0_c0.t1, ESY12_g51419_DN3_SP0_c0.t1, ESY6_g50606_DN1_SP0_c0.t1
OG0004020	Ag012G1309000	ESY10_g13739_DN3_SP0_c0.t1
OG0004021	Ag057G4958600, Ag027G3025800, Ag033G3619000	ESY9_g43600_DN3_SP8_c0.t1
OG0004022	Ag006G0828600, Ag006G0828500, Ag006G0830400	ESY7_g16803_DN2_SP0_c0.t1
OG0004023	Ag014G2134900	ESY3_g29356_DN3_SP8_c0.t1
OG0004023	Ag001G0025200	ESY2_g37489_DN3_SP4_c0.t1
OG0004024	Ag014G2135000	ESY3_g29354_DN3_SP3_c0.t1
OG0004024	Ag001G0025400	ESY2_g37488_DN3_SP1_c0.t1
OG0004025	Ag023G2829700	ESY6_g48873_DN3_SP0_c0.t1
OG0004026	Ag023G2832400	ESY7_g16952_DN3_SP2_c0.t1
OG0004027	Ag016G2284400, Ag050G4779700	ESY10_g15087_DN3_SP0_c0.t1
OG0004028	Ag044G4492700, Ag033G3625500, Ag034G3895600	ESY5_g2993_DN3_SP0_c0.t1
OG0004029	Ag033G3518500	ESY9_g43794_DN3_SP8_c0.t1
OG0004030	Ag033G3556300	ESY4_g24996_DN3_SP0_c0.t1, ESY4_g24994_DN2_SP0_c0.t1, ESY4_g25407_DN3_SP0_c0.t1
OG0004031	Ag033G3560300, Ag031G3233500, Ag031G3233700, Ag002G0219200, Ag002G0220400	ESY2_g33900_DN3_SP0_c0.t1
OG0004032	Ag033G3568200	ESY9_g43233_DN3_SP0_c0.t1
OG0004033	Ag033G3578500	ESY9_g43271_DN3_SP2_c0.t1
OG0004034	Ag016G2395700	ESY7_g16414_DN3_SP3_c0.t1
OG0004034	Ag033G3615100	ESY9_g42677_DN2_SP0_c9.t1
OG0004035	Ag033G3620500	ESY9_g43581_DN3_SP0_c0.t1, ESY9_g43580_DN3_SP0_c0.t1
OG0004036	Ag014G2072000, Ag033G3642200	ESY3_g29717_DN3_SP0_c0.t1
OG0004037	Ag031G3138800	ESY16_g61472_DN3_SP0_c0.t1
OG0004038	Ag031G3142600, Ag031G3142700	ESY16_g61508_DN3_SP0_c0.t1
OG0004039	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400	ESY3_g32620_DN3_SP3_c0.t1
OG0004040	Ag031G3159100	ESY9_g43413_DN3_SP5_c0.t1, ESY6_g50276_DN3_SP0_c0.t1
OG0004041	Ag031G3177500	ESY1_g12504_DN3_SP8_c0.t1
OG0004042	Ag031G3197300	ESY1_g12372_DN3_SP2_c0.t1
OG0004043	Ag031G3199500	ESY8_g59259_DN3_SP1_c0.t1
OG0004044	Ag031G3206700	ESY1_g12293_DN3_SP8_c0.t1
OG0004045	Ag031G3208800, Ag031G3208600	ESY1_g12283_DN3_SP0_c0.t1
OG0004046	Ag031G3240700	ESY7_g16516_DN3_SP0_c0.t1
OG0004047	Ag031G3296800	ESY1_g11689_DN3_SP2_c0.t1
OG0004048	Ag031G3302300	ESY10_g14644_DN3_SP0_c0.t1
OG0004050	Ag031G3316800	ESY1_g11832_DN3_SP0_c0.t1
OG0004051	Ag031G3374100	ESY1_g10984_DN2_SP0_c0.t1
OG0004052	Ag039G4313000, Ag031G3387500	ESY1_g11089_DN3_SP8_c0.t1
OG0004053	Ag031G3389000	ESY1_g11100_DN3_SP8_c0.t1
OG0004054	Ag029G3100200	ESY11_g54533_DN3_SP0_c21.t1, ESY3_g27598_DN3_SP0_c0.t1
OG0004055	Ag067G5204000	ESY2_g36349_DN3_SP5_c0.t1
OG0004056	Ag018G2448700, Ag042G4416900	ESY2_g35754_DN3_SP0_c0.t1
OG0004057	Ag039G4199300, Ag003G0410000, Ag003G0409800, Ag003G0410600	ESY8_g58337_DN1_SP0_c0.t1
OG0004058	Ag039G4202100	ESY12_g50908_DN1_SP0_c0.t1
OG0004059	Ag039G4223300, Ag039G4222700, Ag039G4224300, Ag039G4222800, Ag039G4230400, Ag039G4229300, Ag039G4230300, Ag039G4231000, Ag039G4221600, Ag039G4231300, Ag039G4222500, Ag039G4222200, Ag039G4222000, Ag039G4221000	ESY3_g29405_DN1_SP0_c0.t1
OG0004060	Ag015G2220400	ESY8_g59431_DN3_SP0_c0.t1
OG0004061	Ag015G2225500	ESY13_g57135_DN3_SP3_c0.t1
OG0004062	Ag052G4869000, Ag015G2266000, Ag025G2963800, Ag025G2964200	ESY2_g37765_DN3_SP0_c0.t1, ESY2_g37758_DN3_SP0_c0.t1
OG0004063	Ag052G4864200, Ag015G2270500	ESY14_g20156_DN3_SP1_c0.t1
OG0004064	Ag021G2598800	ESY19_g41185_DN3_SP0_c0.t1
OG0004065	Ag021G2610800	ESY18_g63901_DN3_SP8_c0.t1
OG0004066	Ag038G4152600	ESY7_g16868_DN3_SP8_c5.t1
OG0004067	Ag025G2954800, Ag038G4163500	ESY9_g42784_DN3_SP0_c92.t1
OG0004068	Ag014G1828400, Ag038G4175900	ESY3_g31829_DN3_SP0_c0.t1
OG0004069	Ag003G0286600	ESY12_g52216_DN3_SP0_c0.t1
OG0004070	Ag003G0305300	ESY12_g51689_DN3_SP0_c0.t1
OG0004071	Ag003G0321100, Ag019G2516300	ESY9_g43696_DN3_SP8_c0.t1, ESY33_g12624_DN3_SP0_c0.t1
OG0004072	Ag003G0340600	ESY12_g52061_DN3_SP0_c0.t1
OG0004073	Ag003G0357700	ESY12_g52190_DN3_SP8_c0.t1
OG0004074	Ag003G0392900	ESY12_g51261_DN2_SP0_c0.t1, ESY12_g51306_DN3_SP0_c0.t1
OG0004076	Ag014G1795900	ESY3_g32377_DN3_SP4_c0.t1, ESY2_g37731_DN1_SP0_c0.t1
OG0004077	Ag014G1800800	ESY3_g32303_DN3_SP0_c0.t1
OG0004078	Ag014G1811900	ESY3_g32153_DN3_SP8_c0.t1
OG0004080	Ag014G1823400	ESY3_g31953_DN3_SP4_c0.t1, ESY3_g29758_DN3_SP0_c0.t1
OG0004080	Ag025G2957300	ESY3_g31954_DN2_SP5_c0.t1
OG0004081	Ag014G1826700	ESY3_g31892_DN3_SP1_c0.t1
OG0004082	Ag014G1828000	ESY3_g31827_DN3_SP1_c0.t1
OG0004083	Ag014G1831200	ESY3_g31793_DN3_SP0_c0.t1
OG0004084	Ag014G1846100, Ag014G1845400	ESY3_g31619_DN3_SP0_c0.t1
OG0004085	Ag014G1848800	ESY3_g31593_DN3_SP6_c0.t1
OG0004086	Ag014G1867600	ESY3_g31399_DN3_SP0_c0.t1
OG0004087	Ag014G1956800	ESY3_g30126_DN3_SP0_c0.t1
OG0004088	Ag014G1967400	ESY2_g36295_DN3_SP0_c0.t1
OG0004089	Ag014G1988600	ESY3_g30367_DN3_SP0_c0.t1
OG0004090	Ag014G2009300	ESY3_g30553_DN3_SP0_c0.t1
OG0004091	Ag014G2023600	ESY3_g30653_DN3_SP0_c0.t1
OG0004092	Ag014G2048900	ESY3_g29841_DN3_SP0_c0.t1
OG0004093	Ag014G2070200	ESY2_g37980_DN3_SP0_c0.t1
