Orthogroup	Alyssum_gmelinii	Brassica_rapa
OG0002829	Ag019G2508000, Ag019G2507900	XP_033141057.1, XP_009111357.1
OG0002844	Ag034G3748500, Ag005G0790300	XP_009118673.1
OG0002845	Ag013G1361700	XP_033138426.1
OG0002846	Ag031G3149400	XP_009127042.1
OG0002846	Ag013G1453000	XP_033143146.1
OG0002847	Ag013G1455200	XP_009131369.2, XP_009121714.2, XP_009125955.2, XP_033135300.1, XP_009129739.1
OG0002848	Ag007G0883600	XP_009107906.1
OG0002849	Ag013G1497500	XP_009131228.1
OG0002850	Ag013G1506100	XP_009121968.1
OG0002851	Ag013G1508700, Ag013G1508400	XP_018508572.2
OG0002852	Ag038G4161100	XP_009111770.1, XP_009151164.1
OG0002853	Ag013G1557000	XP_009131056.2
OG0002854	Ag013G1589300, Ag013G1589100	XP_009103578.2, XP_009140760.1
OG0002855	Ag034G3753600, Ag034G3753800	XP_009118384.1
OG0002855	Ag013G1598300	XP_009140827.1
OG0002856	Ag034G3732200	XP_009119017.2, XP_009110971.1, XP_009118472.1
OG0002857	Ag034G3724000	XP_009118554.1
OG0002857	Ag013G1646200	XP_009132779.1, XP_009144217.2
OG0002858	Ag013G1660700	XP_009144004.1
OG0002858	Ag034G3707700	XP_009119208.1
OG0002859	Ag034G3708900	XP_009119200.1
OG0002860	Ag013G1668100	XP_009143930.1
OG0002860	Ag034G3704200	XP_009118620.1, XP_009111075.1
OG0002861	Ag013G1673000	XP_009143881.1
OG0002861	Ag034G3700400	XP_009118628.1, XP_033138316.1
OG0002862	Ag034G3748000, Ag013G1692800	XP_009118407.1, XP_033128627.1
OG0002863	Ag013G1700100	XP_009139407.1, XP_009139426.2
OG0002864	Ag013G1716300	XP_009113712.2
OG0002865	Ag013G1761000	XP_009145233.1, XP_009114968.1
OG0002866	Ag013G1762900	XP_009108004.1
OG0002868	Ag004G0429600	XP_009112205.1
OG0002868	Ag049G4727500	XP_009101448.1
OG0002869	Ag004G0432500	XP_009150662.1
OG0002870	Ag004G0464600	XP_009130268.1
OG0002871	Ag004G0470200, Ag004G0470300	XP_033141651.1
OG0002872	Ag004G0495000	XP_009136510.1
OG0002872	Ag004G0493900	XP_009136512.1
OG0002873	Ag004G0581300, Ag004G0581100	XP_033138587.1
OG0002873	Ag004G0582900	XP_009126507.2, XP_033138519.1, XP_033138515.1
OG0002874	Ag004G0743900	XP_009137611.1, XP_009142725.1
OG0002875	Ag004G0744200, Ag002G0212100	XP_009127011.1, XP_033133172.1
OG0002876	Ag002G0233100, Ag002G0223300, Ag002G0234700, Ag022G2689500	XP_009115709.2, XP_009128663.1, XP_009102397.1
OG0002878	Ag022G2729200, Ag022G2729700	XP_009122928.1
OG0002879	Ag014G1909100	XP_009123043.1, XP_018514864.1
OG0002880	Ag075G5297200	XP_009140085.1
OG0002881	Ag048G4562400	XP_033140156.1, XP_033141196.1, XP_033141198.1, XP_009104450.1, XP_033132060.1
OG0002882	Ag048G4570700, Ag048G4570100, Ag048G4570000	XP_033141456.1, XP_033141455.1, NP_001288940.1
OG0002883	Ag034G3912200	XP_009149141.1, XP_033129692.1
OG0002884	Ag049G4729900	XP_009101260.1
OG0002886	Ag054G4894300	XP_009143564.1
OG0002886	Ag031G3399600	XP_009139432.1
OG0002887	Ag007G0853600	XP_009134037.1, XP_009138011.1
OG0002888	Ag007G0866400, Ag007G0866300	XP_009108483.1
OG0002889	Ag029G3097400	XP_009102476.1
OG0002889	Ag007G0878600, Ag007G0872200	XP_009139642.1
OG0002890	Ag007G0881600	XP_009139632.1
OG0002890	Ag095G5471200	XP_009135891.1
OG0002891	Ag034G3991500	XP_009149571.1
OG0002891	Ag014G1899500, Ag078G5353100	XP_009146915.2
OG0002892	Ag078G5381000, Ag078G5382000	XP_009128044.2, XP_009104762.1, XP_009106106.2, XP_009106105.2
OG0002893	Ag006G0827000	XP_009114403.1
OG0002895	Ag033G3501500, Ag014G2018300	XP_009144818.1
OG0002895	Ag001G0084400	XP_009147669.1
OG0002896	Ag073G5263000, Ag051G4803100	XP_009109196.2
OG0002897	Ag044G4484400	XP_009110190.1, XP_009119412.2, XP_009136271.1
OG0002898	Ag037G4133400, Ag016G2319600, Ag016G2320200, Ag044G4488600	XP_009128944.1, XP_009128945.1, XP_009101444.1
OG0002899	Ag011G1147300	XP_009109269.1
OG0002899	Ag044G4494300	XP_009121212.1
OG0002900	Ag033G3504900	XP_009136588.1
OG0002900	Ag030G3131400	XP_009102714.1
OG0002901	Ag016G2354300	XP_009101695.1, XP_009113908.1, XP_009108467.1
OG0002902	Ag066G5151100	XP_009134317.1
OG0002902	Ag033G3626100	XP_033148183.1
OG0002903	Ag017G2434800	XP_009115795.1
OG0002903	Ag031G3163600	XP_033131234.1
OG0002904	Ag017G2434000	XP_009115803.1, XP_009136605.1
OG0002905	Ag031G3167000	NP_001288967.1
OG0002905	Ag017G2430300	XP_009149006.1, XP_033136984.1
OG0002906	Ag003G0289800, Ag003G0288600, Ag003G0288200	XP_009133805.1
OG0002906	Ag031G3186000	XP_009116902.1
OG0002907	Ag031G3190100, Ag031G3190000	XP_009104372.1
OG0002907	Ag003G0296900	XP_009142574.1, XP_009142463.1
OG0002908	Ag003G0306600, Ag031G3202900	XP_009142649.2, XP_009133779.1, XP_009142417.1
OG0002909	Ag003G0307600	XP_009142659.1, XP_009133771.1
OG0002909	Ag031G3203500	XP_009138762.1
OG0002910	Ag031G3216600, Ag031G3216700	XP_009143123.2, XP_009138817.1, XP_009116754.2
OG0002911	Ag031G3234700	XP_009138895.1
OG0002911	Ag003G0353300	XP_009142960.1
OG0002912	Ag031G3340400	XP_033135571.1
OG0002913	Ag031G3368200, Ag031G3368300, Ag031G3368400	XP_009117170.1
OG0002914	Ag020G2572400	XP_009119888.1
OG0002915	Ag011G1176100	XP_009108020.2, XP_009108022.1
OG0002916	Ag042G4381400	XP_033136737.1, XP_009102261.1
OG0002917	Ag042G4404500	XP_009102208.1, XP_009102209.1, XP_009102211.1
OG0002918	Ag039G4298000	XP_033144689.1, XP_009133207.1
OG0002919	Ag038G4147600	XP_009126312.1, XP_009126313.2
OG0002920	Ag003G0320900	XP_009143150.1, XP_009133729.1, XP_009133730.2
OG0002921	Ag014G1797800	XP_033148194.1
OG0002923	Ag014G1841600	XP_009147210.1, XP_009124863.1
OG0002924	Ag014G1879700	XP_009135012.1
OG0002924	Ag014G1968200	XP_009135310.1
OG0002925	Ag014G1886400, Ag014G1886500, Ag014G1886200	XP_009146969.1
OG0002926	Ag014G1905700	XP_009146881.1
OG0002927	Ag014G1963200	XP_033148259.1, XP_009146536.1
OG0002928	Ag014G2003900	XP_009146297.2, XP_033142451.1
OG0002929	Ag014G2020200, Ag014G2020100	XP_033148707.1
OG0002930	Ag014G2021400	XP_009146195.2, XP_009135457.1, XP_009115229.1
OG0002931	Ag014G2071600	XP_009113531.1
OG0002931	Ag014G2071700	XP_009113523.1
OG0002932	Ag014G2075800	XP_009113475.2, XP_018514325.1, XP_018514326.2
OG0002933	Ag014G2121600	XP_009111878.1, XP_009145796.1
OG0002936	Ag027G3055300	XP_009135765.1, XP_009145464.1, XP_009109403.2
OG0002937	Ag036G4116400	XP_009127394.1, XP_009124229.1, XP_009105145.1
OG0002938	Ag019G2534400	XP_009128484.1, XP_009111490.2
OG0002938	Ag034G3657300	XP_009118821.2, XP_009119710.1
OG0002939	Ag034G3668100	XP_009119641.3
OG0002939	Ag019G2504200	XP_009111344.1
OG0002940	Ag034G3725100	XP_009119083.1
OG0002941	Ag034G3879300	XP_009117845.1, XP_009110506.1
OG0002942	Ag034G3967300, Ag034G3967900	XP_009110260.1, XP_009149461.1
OG0002943	Ag002G0127100	XP_009112937.1
OG0002945	Ag002G0262300	XP_009102565.1
OG0002946	Ag016G2343900	XP_033145462.1, XP_009117290.1
OG0002947	Ag016G2401900	XP_009114533.1, XP_009134324.1
OG0002948	Ag011G1038100	XP_009101916.1
OG0002948	Ag011G1038300, Ag011G1038200	XP_009144504.2, XP_009101910.1
OG0002949	Ag011G1044000	XP_033129468.1
OG0002950	Ag011G1068900	XP_009109400.1, XP_009132311.1
OG0002951	Ag011G1120300	XP_009121096.1, XP_009112442.1, XP_009150777.1
OG0002952	Ag011G1173100	XP_009126062.1
OG0002953	Ag011G1195000	XP_009133943.1, XP_009138175.1
OG0002954	Ag011G1224300	XP_009126351.2
OG0002955	Ag011G1231500	XP_009126471.1
OG0002956	Ag064G5107900	XP_009135874.1, XP_009126439.2, XP_009106181.1
OG0002957	Ag019G2496700	XP_009123539.2
OG0002958	Ag010G1024600	XP_009144375.1
OG0002971	Ag022G2713600, Ag068G5211300, Ag046G4527300, Ag047G4538300, Ag022G2713900, Ag011G1257300	XP_009122152.1, XP_009125601.1
OG0002972	Ag046G4529500, Ag047G4540200	XP_009137924.1
OG0002973	Ag014G2173100, Ag027G3068700, Ag014G2163200, Ag055G4908200, Ag055G4905200	XP_009147050.2
OG0002975	Ag015G2216700, Ag004G0643000, Ag013G1365500	XP_009140598.1, XP_009117099.1
OG0002976	Ag013G1374900, Ag014G1795000	XP_009131569.1, XP_009121426.1
OG0002977	Ag013G1398700	XP_009122869.1
OG0002978	Ag013G1452200	XP_009121693.1, XP_009131387.1
OG0002979	Ag021G2608300, Ag018G2452600	XP_009110116.1
OG0002979	Ag013G1469000	XP_009121771.1, XP_009125902.1, XP_009131331.1
OG0002980	Ag011G1035100, Ag011G1035300, Ag011G1035000, Ag013G1515700, Ag013G1512300, Ag013G1512400	XP_018513090.2
OG0002981	Ag013G1526400	XP_009130503.2
OG0002982	Ag013G1537700	XP_009122117.1
OG0002982	Ag004G0449300	XP_009112150.1
OG0002983	Ag077G5323100, Ag013G1543600	XP_009137168.1, XP_009137360.1
OG0002984	Ag013G1556400	XP_033140845.1, XP_009131063.2
OG0002984	Ag012G1312600	XP_033129178.1
OG0002985	Ag034G3737100	XP_009118984.1, XP_018509205.1
OG0002985	Ag013G1624900	XP_009144339.1, XP_009141028.1
OG0002986	Ag031G3289700, Ag031G3290700, Ag033G3528000, Ag031G3289800	XP_033146414.1
OG0002987	Ag034G3693100, Ag004G0709100	XP_009111133.1
OG0002987	Ag013G1686900	XP_009113951.1
OG0002988	Ag023G2799500	XP_009114033.1
OG0002988	Ag013G1706900	XP_009102962.1
OG0002989	Ag013G1747000	XP_033146280.1, XP_009133000.1, XP_033148771.1
OG0002990	Ag013G1749300	XP_009102689.1
OG0002991	Ag013G1768700, Ag011G1168100	XP_009151434.1
OG0002992	Ag004G0425300	XP_009103426.1, XP_033140772.1, XP_009141044.1, XP_033140770.1, XP_009112373.2, XP_009112378.2, XP_009112374.2
OG0002994	Ag004G0427000	XP_009150694.1, XP_009112213.1
OG0002994	Ag049G4725400	XP_009136524.1
OG0002995	Ag004G0507000, Ag004G0507100, Ag004G0506600, Ag004G0506800, Ag004G0506900, Ag004G0506700	XP_009136411.3
OG0002996	Ag004G0600900, Ag033G3648800	XP_009120644.2
OG0002997	Ag004G0621600	XP_009126618.2, XP_033138136.1, XP_009120547.2, XP_009120549.2, XP_009131930.1
OG0002998	Ag004G0659500	XP_009126737.1
OG0002999	Ag004G0672600	XP_018512220.1, XP_009120321.1, XP_009132086.2, XP_009126795.2
OG0003000	Ag004G0722000	XP_009132330.1, XP_009120133.1
OG0003001	Ag016G2364400	XP_009119068.1, XP_009110993.1, XP_009119066.1
OG0003001	Ag034G3726900, Ag004G0724200	XP_009110994.2
OG0003002	Ag004G0750500	XP_009132416.1
OG0003004	Ag004G0751700, Ag034G3775000, Ag031G3292700	XP_009118303.1
OG0003005	Ag022G2637100	XP_009122284.1
OG0003005	Ag022G2637200	XP_009122283.1
OG0003006	Ag022G2650500	XP_009111256.1
OG0003007	Ag031G3330500, Ag031G3330400, Ag001G0041500, Ag001G0042000, Ag001G0041900, Ag002G0155900, Ag022G2711900, Ag022G2711400, Ag022G2711800	XP_009125010.1, XP_009112221.1
OG0003008	Ag011G1117400, Ag022G2712800, Ag031G3298400, Ag031G3298300	XP_009139037.1, XP_009116440.1
OG0003009	Ag022G2769400, Ag014G1899300	XP_009122760.1
OG0003010	Ag075G5294900	XP_009125176.1, XP_033145809.1, XP_009107662.1
OG0003011	Ag034G4014000	XP_009145379.1
OG0003011	Ag048G4623000	XP_009106432.2
OG0003012	Ag048G4631300, Ag002G0223500, Ag002G0214100, Ag034G3856300, Ag034G3856400	XP_009132617.1
OG0003013	Ag048G4634000	XP_009104617.1
OG0003013	Ag034G4010300	XP_009149697.1
OG0003014	Ag040G4344800	XP_009112441.1
OG0003015	Ag040G4344900	XP_009150778.1
OG0003016	Ag032G3460300	XP_018515018.2
OG0003017	Ag007G0868900, Ag076G5314600, Ag007G0869800, Ag007G0869900, Ag076G5314700	XP_009136097.1, XP_009102441.1
OG0003018	Ag007G0871800	XP_009139686.1
OG0003020	Ag007G0888600	XP_009139576.2, XP_009107497.2
OG0003021	Ag034G3944000	XP_009149284.1
OG0003021	Ag078G5362700	XP_009106045.1
OG0003022	Ag056G4939100	XP_009105021.1
OG0003023	Ag045G4524000	XP_018512740.1
OG0003023	Ag065G5120900	XP_009128708.1
OG0003024	Ag034G3997900, Ag063G5085000	XP_033141094.1, XP_009104657.1
OG0003025	Ag034G4036200	XP_009129381.1, XP_009151894.1
OG0003026	Ag012G1289700	XP_009129380.1, XP_009111591.1, XP_009139968.1
OG0003027	Ag006G0829400, Ag006G0829900	XP_009128805.1
OG0003028	Ag001G0012900	XP_009107249.1
OG0003029	Ag001G0045000	XP_009147805.1
OG0003029	Ag014G2157800	XP_009145620.1, XP_009135690.1
OG0003030	Ag025G2968000	XP_033128466.1, XP_009144984.2
OG0003030	Ag001G0051700	XP_009147789.1
OG0003031	Ag027G3065400, Ag014G2175400	XP_033137015.1, XP_009135737.1
OG0003031	Ag001G0062200	XP_009107172.1, XP_033146902.1
OG0003032	Ag014G2027600	XP_009114896.1
OG0003032	Ag001G0074200	XP_009107146.1
OG0003033	Ag023G2829900, Ag002G0217100	XP_009133238.1
OG0003034	Ag031G3158900	XP_009146667.1
OG0003034	Ag008G0942500	XP_009115763.2
OG0003036	Ag033G3583400	XP_033134618.1
OG0003037	Ag016G2380600	XP_009114495.1
OG0003039	Ag031G3216100	XP_009116762.1, XP_009138811.1
OG0003039	Ag003G0323400	XP_009143136.1
OG0003040	Ag031G3222100	XP_009138836.1, XP_009104260.1, XP_009138835.1
OG0003041	Ag031G3228700, Ag031G3228800, Ag031G3228300, Ag031G3228200, Ag031G3227500	XP_009116691.1, XP_009138869.1, XP_009104245.1, XP_009116689.1
OG0003042	Ag003G0368500	XP_018513394.2, XP_009142288.2, XP_009142916.2
OG0003042	Ag031G3245100	XP_009117196.2
OG0003043	Ag003G0392100	XP_009142831.1
OG0003043	Ag031G3282500	XP_009104106.1
OG0003044	Ag031G3388800	XP_009143502.1
OG0003045	Ag031G3408600, Ag003G0334600	XP_009116759.2
OG0003047	Ag067G5186500	XP_009105284.1
OG0003048	Ag067G5188100	XP_009127558.1, XP_018509341.2, XP_009103004.1
OG0003049	Ag067G5195000	XP_009105086.1
OG0003050	Ag036G4115500	XP_009127390.1
OG0003050	Ag081G5399200	XP_009144656.1
OG0003051	Ag039G4270500	XP_009138572.1
OG0003052	Ag015G2178000	XP_009117431.1
OG0003052	Ag011G1033300	XP_009109529.1
OG0003053	Ag015G2257400	XP_009114749.1
OG0003054	Ag021G2613100	XP_033140708.1
OG0003054	Ag021G2612700	XP_018515003.1
OG0003055	Ag038G4145800	XP_009120917.1, XP_009126298.1, XP_009126299.1
OG0003056	Ag038G4149300	XP_009124943.1
OG0003057	Ag038G4157400	XP_009111709.1
OG0003057	Ag038G4157300	XP_033141212.1
OG0003058	Ag014G1824700	XP_009134789.2, XP_009124200.1
OG0003060	Ag003G0324000	XP_009143110.1, XP_033147582.1
OG0003061	Ag003G0351400	XP_009142232.1
OG0003062	Ag003G0351600, Ag003G0351700	XP_009133643.1, XP_033145459.1, XP_009142299.2, XP_033145457.1
OG0003063	Ag003G0401200	XP_009142771.2, XP_009142772.1
OG0003064	Ag014G1830800	XP_009124069.1, XP_009151208.1
OG0003066	Ag014G1842000, Ag014G1842200, Ag014G1841900	XP_033147705.1, XP_009124859.1, XP_009147214.1
OG0003067	Ag014G1858400	XP_009111879.1, XP_009129785.1
OG0003068	Ag014G1884000	XP_009135090.1, XP_009146980.1
OG0003069	Ag014G1922700	XP_009135138.2, XP_009122559.1
OG0003072	Ag014G2070900	XP_009113573.2, XP_009135565.1, XP_009145944.1
OG0003073	Ag014G2079400	XP_018514773.1
OG0003073	Ag025G2943900	XP_009144999.2
OG0003074	Ag036G4085100	XP_009105207.1, XP_009148657.1
OG0003075	Ag060G5001000	XP_009120935.1
OG0003076	Ag019G2529500	XP_009111466.1
OG0003076	Ag034G3654900	XP_009119731.1, XP_009118831.2
OG0003077	Ag034G3656900	XP_009119713.1
OG0003077	Ag019G2533200	XP_009111487.2
OG0003078	Ag034G3673100	XP_009118746.1
OG0003079	Ag034G3682500	XP_009119549.1
OG0003081	Ag002G0229700	XP_009103874.1
OG0003081	Ag034G3796100	XP_009148418.1
OG0003082	Ag034G3874400	XP_009101330.2, XP_009129220.2, XP_018510015.1
OG0003084	Ag034G3883900	XP_009148940.1
OG0003085	Ag034G3945200	XP_009149293.1, XP_009117611.1
OG0003086	Ag034G3982600	XP_009106276.1, XP_009110223.1
OG0003087	Ag034G3986300	XP_009103331.1, XP_009149548.1, XP_009110216.1
OG0003090	Ag034G4022600	XP_009103234.1
OG0003092	Ag016G2349500	XP_009110594.1
OG0003093	Ag011G1098900, Ag011G1099000, Ag011G1099100	XP_009144195.1, XP_009144127.1, XP_009138429.1, XP_009109314.1
OG0003094	Ag011G1145000	XP_009108695.1
OG0003094	Ag011G1144800	XP_033134063.1
OG0003095	Ag019G2492400	XP_033136780.1
OG0003095	Ag011G1144900, Ag011G1145200	XP_009108028.2
OG0003096	Ag011G1227000, Ag011G1226800	XP_009138067.1, XP_009130110.2, XP_009126385.2
OG0003097	Ag018G2472800	XP_009115415.1, XP_009110042.1
OG0003098	Ag019G2510300, Ag019G2510100	XP_009134484.1, XP_009128513.1, XP_009151456.1, XP_009134481.1, XP_009134482.1
OG0003117	Ag013G1345100, Ag039G4321900	XP_009121042.1, XP_033143049.1
OG0003118	Ag013G1400100	XP_009121530.1
OG0003120	Ag004G0440000	XP_009112174.1
OG0003121	Ag013G1669900	XP_009143928.1, XP_009132904.2
OG0003122	Ag013G1693500	XP_009137503.1, XP_009138982.1
OG0003123	Ag011G1264000	XP_009108954.1, XP_009127279.1
OG0003124	Ag013G1725900	XP_009132972.2
OG0003125	Ag013G1755400	XP_009115010.1
OG0003125	Ag034G3782500	XP_009148337.1
OG0003126	Ag013G1760300	XP_018509067.2
OG0003126	Ag013G1760100	XP_009108111.1
OG0003128	Ag004G0449800	XP_009131882.1, XP_009120652.1, XP_033132268.1
OG0003129	Ag004G0466300	XP_009112088.2, XP_009150411.1
OG0003130	Ag004G0475100	XP_009150366.1, XP_009112052.1
OG0003131	Ag022G2652500	XP_009122338.1
OG0003132	Ag004G0767100	XP_009149761.1
OG0003133	Ag004G0530000	XP_009113133.2
OG0003133	Ag002G0208100	XP_033133490.1, XP_009113135.1
OG0003134	Ag004G0558100	XP_018512527.1
OG0003134	Ag027G3040500	XP_009145389.1, XP_009135802.1
OG0003135	Ag004G0655100	XP_009109522.2
OG0003136	Ag004G0596900	XP_033134346.1
OG0003138	Ag024G2870200, Ag004G0683500	XP_009127244.1
OG0003138	Ag051G4805400	XP_009127250.1, XP_009132533.1
OG0003139	Ag004G0693900	XP_009120252.1
OG0003140	Ag004G0697900, Ag057G4954700, Ag038G4147800, Ag034G4012900, Ag034G4036700, Ag039G4252500	XP_009145385.1, XP_009103273.2
OG0003141	Ag014G2047100, Ag004G0706000	XP_009146048.1, XP_009135509.1, XP_033143957.1
OG0003142	Ag022G2637900	XP_033139976.1, XP_033134572.1
OG0003143	Ag022G2639400	XP_009111279.2
OG0003145	Ag022G2728700	XP_009130833.2
OG0003146	Ag014G1913000	XP_033144427.1, XP_033147839.1
OG0003146	Ag022G2732800	XP_009122594.1
OG0003147	Ag075G5288100	XP_009140039.1, XP_009125162.2, XP_009111561.1
OG0003148	Ag002G0127800	XP_009112941.1, XP_009112750.1
OG0003150	Ag048G4563100	XP_033141834.1
OG0003150	Ag034G3884200	XP_009148946.1
OG0003151	Ag048G4587100	XP_009128363.1, XP_009104526.1
OG0003152	Ag048G4587700, Ag034G3901100	XP_009117767.1
OG0003153	Ag048G4596400, Ag033G3595000	XP_009118161.1, XP_009106600.1, XP_009104565.1
OG0003154	Ag048G4651500	XP_009104656.1
OG0003154	Ag034G3998300	XP_009149597.1, XP_009110193.1
OG0003155	Ag048G4652100	XP_033132089.1
OG0003156	Ag048G4678200, Ag048G4678400, Ag048G4678600, Ag048G4678800, Ag048G4678100	XP_009103362.1, XP_009149497.1
OG0003157	Ag048G4715400	XP_009104713.1
OG0003157	Ag034G3963700	XP_009149434.1
OG0003158	Ag014G2004000	XP_009147615.1
OG0003158	Ag032G3471100	XP_009144782.1
OG0003159	Ag054G4879000, Ag054G4878900	XP_033147443.1, XP_009133064.1, XP_009141561.1
OG0003160	Ag011G1124800, Ag054G4886500, Ag039G4213200	XP_009133078.1, XP_009141587.1
OG0003161	Ag009G0980800, Ag041G4355300	XP_009150068.1
OG0003162	Ag007G0887000	XP_009107745.1, XP_009139602.1, XP_009102560.1
OG0003163	Ag007G0905500	XP_009148357.1
OG0003165	Ag078G5345900	XP_009104808.1, XP_009127995.1
OG0003166	Ag034G3941500	XP_009149269.1
OG0003167	Ag071G5248800	XP_009151914.1, XP_033140676.1, XP_009139991.1
OG0003168	Ag012G1276400	XP_009151808.1
OG0003169	Ag012G1304100	XP_018515514.1
OG0003172	Ag001G0004300	XP_009105158.1
OG0003173	Ag001G0007800	XP_033128450.1
OG0003175	Ag023G2801700	XP_009101819.1, XP_009123703.1
OG0003176	Ag033G3644200	XP_009136851.1
OG0003177	Ag051G4819400	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1
OG0003178	Ag033G3543100	XP_009134025.1, XP_033128037.1
OG0003179	Ag031G3139400	XP_009136775.1, XP_009145854.1
OG0003180	Ag031G3147100	XP_009108293.1, XP_009145206.1
OG0003181	Ag031G3160800	XP_009136578.1, XP_009115775.1
OG0003182	Ag031G3220600	XP_009116731.1
OG0003183	Ag031G3234600, Ag003G0353000	XP_009138892.1, XP_009116647.1, XP_009104225.1
OG0003184	Ag031G3266700	XP_009104141.1
OG0003184	Ag031G3268300, Ag031G3268100	XP_009104132.1
OG0003186	Ag031G3317400, Ag039G4298800	XP_033134380.1
OG0003187	Ag031G3329600	XP_009116301.1, XP_009116303.1
OG0003187	Ag031G3329000, Ag031G3329500	XP_009116302.2
OG0003188	Ag039G4217300	XP_009116288.1, XP_033131697.1, XP_009141872.1
OG0003189	Ag031G3359100	XP_009116195.2
OG0003190	Ag039G4309700	XP_009141670.1
OG0003191	Ag067G5198900	XP_009105361.1
OG0003192	Ag086G5421600, Ag042G4378000	XP_009150755.2
OG0003194	Ag039G4252600	XP_009141793.2, XP_009133348.1, XP_009143336.1
OG0003195	Ag015G2203100	XP_033145482.1
OG0003195	Ag011G1090100	XP_009138463.1, XP_009140331.1
OG0003196	Ag015G2207800	XP_009117079.1
OG0003197	Ag021G2622900	XP_009128666.2
OG0003198	Ag038G4171500	XP_018508090.1
OG0003198	Ag014G1831900	XP_009134820.1
OG0003199	Ag088G5441000	XP_009112631.1, XP_009102004.2
OG0003200	Ag043G4451100	XP_009151260.1, XP_009129817.2
OG0003201	Ag014G1831800	XP_009124072.1, XP_009147256.1, XP_009134819.1
OG0003203	Ag014G1867200	XP_009147095.1, XP_009111846.2
OG0003206	Ag014G1955800	XP_033148869.1, XP_009146579.1
OG0003207	Ag014G1991200	XP_018514459.2
OG0003208	Ag017G2417600, Ag014G2142800, Ag014G2121900, Ag014G2092400	XP_009146116.1, XP_009112576.1
OG0003210	Ag061G5036800	XP_009125055.1
OG0003211	Ag034G3702600	XP_009119263.2, XP_009111086.2
OG0003212	Ag034G3736400	XP_033129011.1
OG0003212	Ag034G3735400, Ag034G3735300	XP_033132517.1
OG0003213	Ag034G3756400	XP_009110895.1, XP_033133209.1, XP_033128570.1
OG0003214	Ag002G0243100	XP_009103320.1
OG0003215	Ag034G3829300	XP_009118059.1, XP_009148571.1
OG0003216	Ag034G3837900	XP_009118018.1
OG0003217	Ag034G3866400	XP_009101277.1
OG0003218	Ag034G3918100	XP_009110416.1, XP_009149175.1
OG0003219	Ag034G4023100, Ag034G4022100, Ag034G4023300, Ag011G1168400, Ag011G1168700	XP_033137104.1, XP_009103230.1
OG0003220	Ag018G2449600	XP_009105864.1
OG0003220	Ag034G4024300	XP_009115616.1
OG0003221	Ag034G4030800	XP_009115585.1
OG0003222	Ag034G4031700	XP_009103210.1, XP_009115580.1
OG0003223	Ag002G0220000	XP_009104241.1, XP_009105031.1
OG0003224	Ag002G0250300	XP_009113286.1
OG0003225	Ag025G2902500	XP_033144816.1
OG0003226	Ag025G2918600	XP_009145033.1, XP_009148008.1
OG0003227	Ag011G1156900	XP_009138278.2, XP_009113948.1
OG0003228	Ag011G1208900, Ag011G1210600, Ag011G1211100, Ag011G1210900, Ag011G1210800, Ag011G1208400	XP_033144404.1, XP_033144515.1
OG0003229	Ag018G2476200	XP_009110032.2
OG0003230	Ag010G1013900	XP_009143697.1
OG0003231	Ag085G5414200	XP_009152149.1, XP_033139876.1
OG0003246	Ag055G4902500	XP_009149968.1, XP_009150439.1
OG0003247	Ag055G4902600	XP_009149965.2
OG0003248	Ag055G4927200	XP_009150821.1, XP_009150805.1, XP_018515530.2
OG0003249	Ag013G1426500, Ag013G1426700, Ag013G1426900, Ag013G1425800, Ag004G0746900, Ag013G1343800, Ag002G0229100, Ag002G0233400, Ag002G0236000, Ag016G2292700	XP_009128879.1
OG0003250	Ag013G1421700, Ag013G1421600	XP_009131443.1
OG0003251	Ag031G3149300	XP_009121704.1, XP_009125960.2
OG0003251	Ag013G1453300	XP_009131381.1
OG0003252	Ag004G0551500	XP_009130043.1
OG0003254	Ag013G1528700	XP_009131148.1
OG0003255	Ag013G1528800	XP_009122074.1
OG0003255	Ag013G1528900	XP_009122077.1
OG0003256	Ag013G1530100, Ag013G1529900, Ag013G1534900	XP_009122081.1, NP_001288991.1, XP_009125323.1, XP_018512519.1
OG0003257	Ag013G1541200	XP_009131119.1, XP_009122531.1
OG0003258	Ag013G1545400	XP_009130448.1, XP_009150507.1, XP_009125762.1
OG0003259	Ag013G1622900	XP_009144351.1
OG0003259	Ag022G2707900	XP_009133841.1
OG0003260	Ag013G1635700	XP_009141067.1, XP_009132738.2, NP_001288861.1
OG0003261	Ag034G3731400	XP_009119030.1
OG0003261	Ag013G1636700	XP_009141078.1, XP_009144290.1
OG0003262	Ag013G1655900	XP_033138573.1, XP_033147742.1
OG0003263	Ag068G5212000, Ag068G5214600, Ag013G1668900	XP_009145067.1, XP_009144673.1, XP_033130304.1, XP_009147908.1
OG0003264	Ag013G1670900	XP_009144165.1
OG0003267	Ag013G1744700	XP_033137227.1
OG0003267	Ag013G1744500	XP_033130684.1
OG0003268	Ag004G0452400	XP_009130457.1
OG0003269	Ag004G0457800	XP_009150477.1, XP_009130436.2
OG0003270	Ag004G0501800, Ag027G3053500	XP_009130153.1, XP_033138938.1
OG0003272	Ag004G0585600, Ag004G0585700, Ag042G4409600, Ag039G4235200, Ag039G4245800	XP_018509025.1
OG0003273	Ag004G0608300	XP_033140209.1
OG0003274	Ag004G0612800	XP_033132047.1
