Orthogroup	Alyssum_gmelinii	Conringia_planisiliqua
OG0004313	Ag039G4217500	CP4_g24709_DN3_SP8_c.t1
OG0004314	Ag039G4252900	CP4_g24803_DN3_SP8_c.t1
OG0004315	Ag039G4273100, Ag039G4272400	CP4_g24861_DN3_SP1_c.t1
OG0004317	Ag030G3126900, Ag021G2628200	CP20_g4410_DN3_SP0_c.t1
OG0004318	Ag015G2202700	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1
OG0004319	Ag015G2234800	CP7_g45206_DN3_SP5_c.t1
OG0004320	Ag015G2263500, Ag034G3698600	CP1_g36633_DN3_SP0_c.t1
OG0004321	Ag021G2624100	CP3_g14799_DN3_SP0_c.t1
OG0004322	Ag038G4157700	CP2_g48538_DN3_SP0_c.t1
OG0004323	Ag038G4166700, Ag027G3036600	CP1_g37052_DN3_SP0_c.t1, CP2_g48581_DN1_SP0_c.t1
OG0004324	Ag038G4168600	CP2_g48584_DN3_SP5_c.t1
OG0004326	Ag003G0296500	CP4_g24016_DN3_SP0_c.t1
OG0004328	Ag003G0304500, Ag003G0308000	CP4_g24067_DN3_SP0_c.t1
OG0004329	Ag003G0307200	CP4_g24085_DN3_SP6_c.t1
OG0004330	Ag003G0309600	CP4_g24099_DN3_SP5_c.t1
OG0004331	Ag003G0312300	CP12_g30488_DN3_SP0_c.t1
OG0004332	Ag003G0317500	CP4_g24155_DN3_SP8_c.t1
OG0004334	Ag003G0368800	CP4_g24413_DN3_SP4_c.t1
OG0004335	Ag003G0370300	CP4_g24418_DN3_SP0_c.t1
OG0004336	Ag003G0375000	CP4_g24441_DN3_SP0_c.t1
OG0004337	Ag037G4130800, Ag016G2322000	CP13_g19773_DN3_SP8_c.t1
OG0004338	Ag016G2318900, Ag037G4135200	CP13_g19779_DN3_SP1_c.t1
OG0004339	Ag037G4136900, Ag016G2317200	CP13_g19787_DN3_SP6_c.t1
OG0004340	Ag014G1843100	CP10_g42576_DN3_SP0_c.t1
OG0004341	Ag014G1847700	CP10_g42600_DN1_SP0_c.t1
OG0004342	Ag014G1859500	CP10_g42676_DN3_SP8_c.t1
OG0004343	Ag014G1861200	CP10_g42683_DN2_SP6_c.t1
OG0004344	Ag014G1878400	CP10_g42801_DN3_SP8_c.t1
OG0004345	Ag014G1907100	CP10_g42969_DN3_SP2_c.t1
OG0004346	Ag014G1929900	CP10_g43088_DN3_SP8_c.t1
OG0004347	Ag014G1941000	CP10_g43147_DN2_SP1_c.t1
OG0004348	Ag014G1943600	CP10_g43168_DN3_SP0_c.t1
OG0004349	Ag014G1951900	CP10_g43217_DN3_SP7_c.t1
OG0004350	Ag014G1960900, Ag014G1960800	CP10_g43269_DN3_SP8_c.t1
OG0004351	Ag014G1967300	CP10_g43309_DN3_SP6_c.t1
OG0004352	Ag014G1974500	CP10_g43346_DN3_SP6_c.t1
OG0004353	Ag014G1981000	CP10_g43376_DN3_SP8_c.t1
OG0004354	Ag014G1987900	CP10_g43390_DN3_SP3_c.t1
OG0004355	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600	CP10_g43452_DN3_SP4_c.t1
OG0004356	Ag014G2010400	CP12_g29872_DN3_SP1_c.t1
OG0004357	Ag014G2010900	CP12_g29877_DN3_SP0_c.t1, CP12_g29876_DN3_SP0_c.t1
OG0004358	Ag014G2011300	CP11_g32324_DN3_SP0_c.t1
OG0004359	Ag014G2023500	CP12_g29948_DN3_SP8_c.t1
OG0004360	Ag014G2038100, Ag014G2037900	CP12_g29825_DN3_SP0_c.t1
OG0004361	Ag014G2048700	CP12_g30053_DN3_SP3_c.t1
OG0004362	Ag014G2093000	CP12_g30206_DN3_SP0_c.t1
OG0004363	Ag014G2101500	CP12_g30239_DN3_SP5_c.t1
OG0004364	Ag014G2129500	CP12_g30301_DN3_SP0_c.t1
OG0004365	Ag014G2151300	CP12_g30371_DN3_SP0_c.t1
OG0004366	Ag014G2156900	CP12_g30400_DN3_SP3_c.t1
OG0004366	Ag014G2156600	CP12_g30399_DN3_SP3_c.t1
OG0004367	Ag027G3070700, Ag014G2170300	CP12_g30446_DN3_SP0_c.t1
OG0004368	Ag014G2173300, Ag027G3068200	CP12_g30460_DN3_SP8_c.t1
OG0004369	Ag014G2176600, Ag027G3064400	CP12_g30478_DN3_SP6_c.t1
OG0004370	Ag061G5038400	CP5_g1730_DN3_SP0_c.t1, CP5_g1729_DN3_SP0_c.t1, CP5_g1728_DN3_SP2_c.t1
OG0004371	Ag061G5043700	CP5_g1840_DN3_SP5_c.t1
OG0004373	Ag027G3005200, Ag064G5101600	CP12_g30754_DN3_SP4_c.t1
OG0004374	Ag027G3016800	CP12_g30683_DN3_SP1_c.t1
OG0004375	Ag027G3039400	CP12_g30605_DN3_SP3_c.t1
OG0004376	Ag027G3052200	CP12_g30547_DN3_SP8_c.t1
OG0004377	Ag027G3054700	CP12_g30534_DN3_SP1_c.t1
OG0004378	Ag027G3055000	CP12_g30533_DN3_SP8_c.t1
OG0004379	Ag027G3059800	CP12_g30507_DN2_SP0_c.t1, CP12_g30508_DN3_SP0_c.t1
OG0004380	Ag036G4116300	CP9_g27685_DN3_SP3_c.t1
OG0004381	Ag060G5005900, Ag034G3716700	CP8_g54474_DN3_SP8_c.t1
OG0004382	Ag017G2425600	CP3_g14201_DN3_SP8_c.t1
OG0004384	Ag034G3667400	CP1_g36531_DN3_SP8_c.t1
OG0004385	Ag034G3684700	CP1_g36724_DN3_SP8_c.t1
OG0004387	Ag034G3722100	CP1_g36888_DN3_SP5_c.t1
OG0004389	Ag034G3765100, Ag034G3765200	CP3_g13769_DN1_SP0_c.t1, CP1_g37195_DN3_SP0_c.t1
OG0004390	Ag034G3772000	CP1_g37229_DN3_SP0_c.t1
OG0004392	Ag034G3815500	CP1_g37489_DN3_SP8_c.t1
OG0004393	Ag034G3825600	CP1_g37554_DN3_SP0_c.t1
OG0004394	Ag034G3827000	CP1_g37562_DN3_SP0_c.t1
OG0004395	Ag034G3829500	CP1_g37574_DN3_SP8_c.t1
OG0004396	Ag034G3903800	CP7_g46088_DN3_SP7_c.t1
OG0004398	Ag034G4014700	CP7_g45576_DN3_SP3_c.t1
OG0004399	Ag034G4023900	CP7_g45521_DN3_SP6_c.t1
OG0004400	Ag034G4042400	CP9_g28784_DN3_SP7_c.t1
OG0004401	Ag034G4067500	CP9_g28637_DN3_SP6_c.t1
OG0004403	Ag002G0140700, Ag002G0140800, Ag002G0138400	CP2_g48952_DN3_SP3_c.t1, CP10_g43863_DN3_SP2_c.t1
OG0004404	Ag002G0272100	CP2_g49987_DN3_SP0_c.t1, CP2_g49983_DN3_SP0_c.t1
OG0004405	Ag024G2891800	CP13_g19070_DN3_SP0_c.t1
OG0004406	Ag016G2358600, Ag016G2358700, Ag016G2358800, Ag016G2358400, Ag016G2358300	CP13_g20163_DN2_SP0_c.t1, CP13_g20160_DN3_SP0_c.t1
OG0004407	Ag011G1032400	CP18_g11848_DN2_SP1_c.t1
OG0004408	Ag011G1059600	CP5_g176_DN3_SP6_c.t1
OG0004410	Ag011G1135300	CP5_g493_DN3_SP1_c.t1
OG0004411	Ag011G1194600	CP5_g692_DN3_SP8_c.t1
OG0004412	Ag011G1198200, Ag019G2539300	CP8_g54658_DN3_SP0_c.t1
OG0004413	Ag011G1206200	CP5_g646_DN3_SP8_c.t1
OG0004414	Ag011G1216500	CP5_g630_DN3_SP4_c.t1
OG0004415	Ag011G1219500, Ag011G1219400	CP5_g618_DN3_SP0_c.t1
OG0004416	Ag011G1230800	CP5_g799_DN3_SP1_c.t1
OG0004417	Ag011G1247700	CP5_g839_DN3_SP0_c.t1
OG0004418	Ag011G1256600	CP5_g860_DN3_SP0_c.t1
OG0004419	Ag064G5098400	CP12_g30736_DN3_SP8_c.t1
OG0004420	Ag018G2451900	CP7_g44326_DN2_SP1_c.t1
OG0004421	Ag019G2515400	CP8_g54560_DN3_SP5_c.t1
OG0004422	Ag019G2516900, Ag019G2517000	CP8_g54569_DN3_SP0_c.t1
OG0004423	Ag010G1024500	CP5_g1171_DN2_SP0_c.t1
OG0004451	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600	CP19_g18366_DN3_SP1_c.t1
OG0004453	Ag055G4918000, Ag066G5170600, Ag039G4261000, Ag025G2907900	CP20_g4037_DN3_SP0_c.t1
OG0004453	Ag039G4261300	CP4_g24826_DN3_SP0_c.t1
OG0004454	Ag064G5102000, Ag055G4927500	CP12_g30761_DN3_SP4_c.t1, CP5_g1963_DN3_SP3_c.t1
OG0004455	Ag074G5271600, Ag035G4074800	CP13_g19589_DN3_SP8_c.t1
OG0004456	Ag013G1341400	CP11_g32160_DN2_SP8_c.t1
OG0004457	Ag013G1370900, Ag034G3913400	CP1_g36611_DN3_SP0_c.t1
OG0004458	Ag013G1376300	CP11_g32282_DN3_SP6_c.t1
OG0004459	Ag013G1389900, Ag031G3169900	CP3_g13059_DN2_SP8_c.t1
OG0004460	Ag013G1392900	CP11_g32344_DN3_SP0_c.t1
OG0004461	Ag013G1404300	CP11_g32388_DN3_SP0_c.t1
OG0004462	Ag013G1422200	CP11_g32458_DN3_SP0_c.t1, CP11_g32457_DN3_SP0_c.t1
OG0004464	Ag013G1444100, Ag044G4495200	CP10_g43904_DN3_SP8_c.t1
OG0004465	Ag013G1459900	CP11_g32595_DN3_SP8_c.t1
OG0004466	Ag013G1466400	CP11_g32624_DN3_SP4_c.t1
OG0004468	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400	CP11_g32653_DN3_SP0_c.t1
OG0004469	Ag013G1480000	CP11_g32670_DN3_SP3_c.t1
OG0004470	Ag013G1486000	CP11_g32693_DN3_SP0_c.t1
OG0004471	Ag013G1490800	CP11_g32726_DN3_SP0_c.t1
OG0004472	Ag031G3237900, Ag031G3237800, Ag014G1783400, Ag031G3239200, Ag013G1496400	CP11_g32750_DN3_SP0_c.t1
OG0004474	Ag013G1514600	CP2_g50746_DN2_SP0_c.t1
OG0004475	Ag013G1516800	CP11_g32849_DN3_SP1_c.t1
OG0004476	Ag013G1523200	CP11_g32875_DN3_SP8_c.t1
OG0004477	Ag039G4313100	CP4_g24995_DN3_SP0_c.t1
OG0004477	Ag013G1534500	CP11_g32937_DN3_SP0_c.t1
OG0004478	Ag013G1548600	CP11_g33006_DN3_SP8_c.t1
OG0004479	Ag013G1561400	CP11_g33084_DN3_SP8_c.t1
OG0004480	Ag013G1574100, Ag039G4322400	CP11_g31982_DN3_SP5_c.t1
OG0004482	Ag025G2903900, Ag053G4872500, Ag013G1578200	CP19_g18139_DN3_SP1_c.t1
OG0004483	Ag013G1581300	CP19_g18173_DN3_SP7_c.t1, CP8_g52692_DN3_SP0_c.t1
OG0004484	Ag013G1594200	CP4_g26079_DN2_SP0_c.t1, CP4_g26080_DN3_SP0_c.t1
OG0004485	Ag013G1600700	CP4_g25961_DN3_SP8_c.t1
OG0004486	Ag013G1602500	CP4_g25940_DN3_SP8_c.t1
OG0004487	Ag013G1621600	CP4_g25789_DN3_SP4_c.t1
OG0004489	Ag013G1624600	CP4_g25766_DN3_SP8_c.t1
OG0004490	Ag013G1633300	CP4_g25726_DN3_SP3_c.t1
OG0004492	Ag013G1635400	CP4_g25711_DN3_SP0_c.t1
OG0004493	Ag013G1649100	CP4_g25598_DN3_SP8_c.t1
OG0004494	Ag013G1659900, Ag013G1660100	CP4_g25494_DN2_SP0_c.t1
OG0004495	Ag013G1667900	CP4_g25482_DN3_SP1_c.t1
OG0004496	Ag013G1671300	CP4_g25447_DN3_SP8_c.t1
OG0004497	Ag013G1675000	CP4_g25411_DN3_SP2_c.t1
OG0004498	Ag013G1675700	CP4_g25404_DN3_SP0_c.t1
OG0004500	Ag034G3696200	CP1_g36653_DN3_SP0_c.t1
OG0004500	Ag013G1680800	CP13_g20253_DN3_SP0_c.t1
OG0004502	Ag013G1700600	CP19_g18069_DN3_SP3_c.t1
OG0004503	Ag013G1708900, Ag013G1709000	CP1_g38593_DN3_SP2_c.t1
OG0004504	Ag013G1714800	CP7_g45094_DN3_SP2_c.t1
OG0004506	Ag013G1717400, Ag013G1717500	CP7_g45076_DN3_SP0_c.t1
OG0004507	Ag013G1718800	CP7_g45066_DN3_SP0_c.t1
OG0004508	Ag013G1722100	CP7_g45038_DN3_SP8_c.t1
OG0004509	Ag013G1726500	CP7_g45006_DN3_SP3_c.t1
OG0004510	Ag013G1730600	CP7_g44973_DN3_SP1_c.t1
OG0004511	Ag013G1733800	CP7_g44949_DN3_SP0_c.t1
OG0004512	Ag013G1735900	CP7_g44918_DN1_SP0_c.t1
OG0004514	Ag013G1737100	CP5_g1366_DN3_SP5_c.t1, CP9_g28610_DN3_SP2_c.t1
OG0004515	Ag013G1741400	CP7_g44887_DN3_SP8_c.t1
OG0004516	Ag013G1748900, Ag013G1748500, Ag013G1748800	CP7_g44826_DN2_SP1_c.t1
OG0004518	Ag062G5052000	CP13_g19557_DN3_SP1_c.t1
OG0004519	Ag062G5057900	CP13_g19530_DN3_SP8_c.t1
OG0004520	Ag062G5065500, Ag011G1193300	CP13_g19486_DN3_SP8_c.t1
OG0004521	Ag004G0419900	CP2_g47622_DN3_SP8_c.t1
OG0004522	Ag029G3110200, Ag004G0435900	CP2_g47747_DN3_SP4_c.t1
OG0004523	Ag004G0450200	CP2_g47838_DN3_SP0_c.t1, CP12_g30901_DN3_SP0_c.t1
OG0004524	Ag004G0457400	CP2_g47893_DN3_SP1_c.t1
OG0004525	Ag004G0458800, Ag034G4063400, Ag004G0763300	CP2_g47901_DN3_SP7_c.t1
OG0004526	Ag004G0462800	CP2_g47935_DN3_SP0_c.t1
OG0004527	Ag004G0472400	CP2_g47995_DN3_SP0_c.t1, CP2_g47994_DN3_SP0_c.t1
OG0004529	Ag004G0487600	CP2_g48086_DN3_SP0_c.t1
OG0004530	Ag004G0499000	CP2_g48162_DN3_SP0_c.t1
OG0004531	Ag004G0512400	CP2_g48257_DN3_SP3_c.t1
OG0004532	Ag004G0515000	CP13_g19510_DN1_SP0_c.t1
OG0004533	Ag004G0543800	CP2_g48450_DN3_SP4_c.t1
OG0004534	Ag004G0546400	CP2_g48471_DN3_SP5_c.t1
OG0004535	Ag004G0546600	CP2_g48472_DN2_SP8_c.t1
OG0004536	Ag004G0552000, Ag014G2152800, Ag014G1962700	CP2_g48517_DN3_SP8_c.t1
OG0004537	Ag004G0564500	CP5_g1999_DN3_SP5_c.t1
OG0004538	Ag004G0565500	CP8_g54302_DN3_SP5_c.t1
OG0004540	Ag004G0577400	CP8_g54239_DN3_SP0_c.t1
OG0004541	Ag004G0577700	CP8_g54237_DN3_SP8_c.t1
OG0004542	Ag004G0580700	CP8_g54228_DN3_SP0_c.t1
OG0004543	Ag004G0582700	CP8_g54214_DN2_SP0_c.t1
OG0004544	Ag004G0585000	CP8_g54195_DN2_SP0_c.t1
OG0004545	Ag004G0592700	CP8_g54167_DN3_SP2_c.t1
OG0004546	Ag004G0600600	CP8_g54135_DN3_SP7_c.t1
OG0004547	Ag004G0624700	CP8_g54036_DN3_SP2_c.t1
OG0004548	Ag004G0632600	CP8_g54005_DN3_SP0_c.t1
OG0004549	Ag004G0644400	CP8_g53946_DN3_SP0_c.t1
OG0004550	Ag004G0647600	CP8_g53936_DN3_SP0_c.t1
OG0004551	Ag004G0662700	CP8_g53869_DN3_SP2_c.t1
OG0004552	Ag004G0667600	CP8_g53834_DN3_SP8_c.t1
OG0004553	Ag004G0668300, Ag034G3776500	CP1_g37258_DN3_SP7_c.t1
OG0004555	Ag004G0673100	CP8_g53795_DN3_SP0_c.t1
OG0004557	Ag004G0707000	CP8_g53675_DN3_SP2_c.t1
OG0004558	Ag004G0711100	CP8_g53659_DN3_SP0_c.t1
OG0004559	Ag034G3709600	CP1_g36556_DN3_SP8_c.t1
OG0004560	Ag004G0722300	CP8_g53605_DN3_SP0_c.t1
OG0004562	Ag004G0756200	CP8_g53441_DN3_SP0_c.t1
OG0004563	Ag004G0760900	CP3_g14433_DN3_SP7_c.t1
OG0004564	Ag004G0764200	CP3_g14452_DN3_SP0_c.t1, CP3_g14451_DN2_SP0_c.t1
OG0004565	Ag022G2662200	CP11_g33172_DN3_SP3_c.t1
OG0004566	Ag022G2726800	CP11_g33419_DN3_SP5_c.t1
OG0004567	Ag022G2733000	CP11_g33448_DN3_SP8_c.t1
OG0004569	Ag022G2752800	CP11_g33541_DN3_SP0_c.t1
OG0004570	Ag022G2769100	CP11_g33606_DN3_SP3_c.t1
OG0004571	Ag014G1883800	CP10_g42836_DN3_SP5_c.t1
OG0004571	Ag022G2794800	CP11_g33757_DN3_SP5_c.t1
OG0004572	Ag048G4562800, Ag075G5282100	CP9_g29691_DN2_SP1_c.t1
OG0004573	Ag048G4564500	CP9_g29678_DN3_SP7_c.t1
OG0004574	Ag048G4573900	CP9_g29637_DN3_SP0_c.t1
OG0004575	Ag048G4583600	CP9_g29595_DN3_SP8_c.t1
OG0004576	Ag048G4605600	CP9_g29497_DN3_SP3_c.t1
OG0004577	Ag048G4616000	CP5_g1355_DN1_SP0_c.t1
OG0004578	Ag048G4616600	CP9_g29466_DN3_SP4_c.t1
OG0004579	Ag048G4624200	CP9_g29425_DN3_SP0_c.t1
OG0004580	Ag048G4626800, Ag048G4626900	CP9_g29418_DN3_SP8_c.t1
OG0004581	Ag048G4651800	CP9_g29327_DN3_SP0_c.t1
OG0004583	Ag048G4704800	CP9_g29193_DN3_SP7_c.t1
OG0004584	Ag048G4704900	CP9_g29192_DN3_SP5_c.t1
OG0004585	Ag048G4705400	CP7_g45254_DN3_SP3_c.t1, CP9_g29189_DN3_SP0_c.t1
OG0004586	Ag032G3447300, Ag040G4352500	CP7_g46333_DN3_SP0_c.t1
OG0004588	Ag032G3471000	CP7_g46246_DN3_SP0_c.t1
OG0004589	Ag054G4877200	CP4_g25140_DN3_SP3_c.t1
OG0004591	Ag011G1245500	CP1_g38275_DN3_SP0_c.t1
OG0004592	Ag007G0876800, Ag041G4372500	CP14_g22982_DN3_SP5_c.t1
OG0004593	Ag082G5404400	CP8_g53240_DN3_SP0_c.t1
OG0004595	Ag007G0882400	CP6_g7988_DN3_SP7_c.t1
OG0004596	Ag007G0892300	CP6_g7562_DN3_SP5_c.t1
OG0004597	Ag007G0898400	CP6_g7504_DN3_SP5_c.t1
OG0004598	Ag007G0912800, Ag057G4965000	CP6_g7413_DN3_SP3_c.t1
OG0004599	Ag078G5328800	CP9_g28920_DN3_SP6_c.t1
OG0004600	Ag078G5368300	CP19_g18439_DN3_SP5_c.t1
OG0004601	Ag078G5384300	CP9_g29089_DN3_SP3_c.t1
OG0004603	Ag045G4504800, Ag287G5489100	CP5_g1167_DN3_SP2_c.t1
OG0004604	Ag045G4518900	CP5_g1096_DN3_SP0_c.t1
OG0004605	Ag063G5070200, Ag063G5070400, Ag002G0121800, Ag002G0121700, Ag063G5070300, Ag002G0121600	CP5_g1459_DN3_SP0_c.t1, CP5_g1461_DN3_SP0_c.t1
OG0004606	Ag012G1273800	CP8_g52957_DN3_SP8_c.t1
OG0004607	Ag012G1332300	CP13_g19414_DN3_SP0_c.t1
OG0004608	Ag057G4952800	CP9_g28596_DN3_SP0_c.t1
OG0004609	Ag058G4980800, Ag006G0802100	CP13_g19909_DN3_SP0_c.t1
OG0004611	Ag001G0050800, Ag042G4406000, Ag024G2871600, Ag014G2164500	CP12_g30421_DN3_SP8_c.t1
OG0004612	Ag001G0054500	CP1_g40678_DN3_SP0_c.t1, CP1_g37996_DN3_SP0_c.t1
OG0004613	Ag001G0059700	CP1_g37975_DN3_SP2_c.t1
OG0004614	Ag001G0061000	CP8_g52763_DN2_SP0_c.t1
OG0004615	Ag001G0071500, Ag001G0072700	CP1_g37911_DN3_SP0_c.t1
OG0004616	Ag001G0079000	CP1_g37882_DN3_SP4_c.t1, CP6_g7481_DN3_SP0_c.t1
OG0004618	Ag001G0089000	CP7_g46212_DN3_SP4_c.t1
OG0004619	Ag023G2844500	CP4_g25171_DN3_SP8_c.t1
OG0004620	Ag050G4765600	CP6_g6938_DN3_SP7_c.t1
OG0004621	Ag050G4772000	CP6_g6969_DN3_SP8_c.t1
OG0004622	Ag050G4772700	CP6_g7927_DN3_SP0_c.t1
OG0004623	Ag050G4775400	CP6_g6982_DN3_SP8_c.t1
OG0004624	Ag033G3493500, Ag077G5322900	CP19_g18304_DN3_SP1_c.t1
OG0004625	Ag033G3495800, Ag077G5324300	CP19_g18330_DN3_SP2_c.t1
OG0004626	Ag044G4494000	CP10_g43945_DN3_SP0_c.t1
OG0004626	Ag044G4494100	CP10_g43944_DN3_SP0_c.t1
OG0004627	Ag044G4500900	CP10_g43852_DN3_SP0_c.t1
OG0004628	Ag033G3477300, Ag052G4846700	CP19_g18246_DN3_SP4_c.t1
OG0004630	Ag033G3480300, Ag052G4843500	CP19_g18268_DN2_SP0_c.t1
OG0004633	Ag033G3524500	CP19_g18442_DN3_SP8_c.t1
OG0004635	Ag033G3582400	CP6_g6787_DN2_SP0_c.t1
OG0004636	Ag031G3151200	CP2_g48944_DN3_SP6_c.t1, CP16_g55074_DN3_SP4_c.t1
OG0004637	Ag031G3175200	CP3_g13102_DN3_SP5_c.t1
OG0004638	Ag031G3175900, Ag003G0280900	CP3_g13109_DN2_SP0_c.t1
OG0004639	Ag031G3192000	CP3_g13186_DN3_SP5_c.t1
OG0004639	Ag031G3191800	CP3_g13185_DN3_SP0_c.t1
OG0004640	Ag031G3202400, Ag031G3201300	CP3_g13221_DN3_SP0_c.t1
OG0004641	Ag031G3203900	CP3_g13235_DN3_SP8_c.t1
OG0004642	Ag031G3223600	CP3_g13353_DN3_SP4_c.t1
OG0004643	Ag031G3237300	CP13_g20365_DN3_SP8_c.t1, CP3_g13423_DN3_SP0_c.t1
OG0004644	Ag014G1948300, Ag031G3250400	CP19_g18165_DN3_SP8_c.t1
OG0004645	Ag031G3283500	CP3_g13543_DN3_SP8_c.t1
OG0004647	Ag031G3296100	CP3_g13602_DN3_SP0_c.t1
OG0004648	Ag031G3296700	CP3_g13608_DN3_SP0_c.t1
OG0004650	Ag031G3305100	CP3_g13640_DN3_SP0_c.t1
OG0004651	Ag031G3311100	CP3_g13674_DN3_SP0_c.t1, CP3_g13673_DN1_SP0_c.t1
OG0004652	Ag031G3315100	CP3_g13680_DN3_SP0_c.t1
OG0004653	Ag031G3321100	CP3_g13707_DN3_SP0_c.t1
OG0004654	Ag031G3326100	CP3_g13730_DN3_SP8_c.t1
OG0004655	Ag031G3340000	CP3_g13785_DN3_SP0_c.t1, CP4_g25734_DN3_SP8_c.t1
OG0004656	Ag031G3341400	CP3_g13794_DN3_SP0_c.t1
OG0004659	Ag020G2554700	CP8_g53409_DN3_SP8_c.t1
OG0004660	Ag020G2563000	CP8_g53358_DN2_SP0_c.t1
OG0004661	Ag067G5192500	CP9_g28341_DN3_SP7_c.t1
OG0004662	Ag067G5209300	CP9_g28429_DN3_SP3_c.t1
OG0004663	Ag042G4394900	CP10_g43649_DN2_SP0_c.t1
OG0004664	Ag042G4410700	CP10_g43612_DN3_SP8_c.t1
OG0004665	Ag042G4419700	CP10_g43584_DN3_SP7_c.t1
OG0004666	Ag039G4199800	CP4_g24662_DN3_SP0_c.t1
OG0004668	Ag039G4212500	CP4_g24697_DN3_SP0_c.t1
OG0004669	Ag039G4219100	CP4_g24717_DN3_SP0_c.t1
OG0004670	Ag039G4224500	CP4_g24731_DN3_SP8_c.t1
OG0004671	Ag039G4232800	CP4_g24754_DN3_SP0_c.t1
OG0004672	Ag039G4243400	CP4_g24777_DN3_SP8_c.t1
OG0004673	Ag039G4243900, Ag039G4244000, Ag039G4254700	CP4_g24778_DN3_SP5_c.t1
OG0004674	Ag039G4255800, Ag039G4255400	CP4_g24813_DN3_SP7_c.t1
OG0004675	Ag039G4272200	CP4_g24860_DN3_SP5_c.t1
OG0004676	Ag039G4293600	CP4_g24929_DN1_SP0_c.t1
OG0004677	Ag087G5425100, Ag066G5154400	CP11_g31871_DN3_SP7_c.t1
OG0004678	Ag030G3133400	CP20_g4440_DN2_SP0_c.t1
OG0004679	Ag015G2246800, Ag002G0132600	CP1_g39056_DN3_SP2_c.t1
OG0004680	Ag026G3000200, Ag021G2583300	CP20_g4095_DN3_SP8_c.t1
OG0004681	Ag021G2613900	CP20_g4317_DN3_SP8_c.t1
OG0004682	Ag021G2623900	CP20_g4379_DN3_SP0_c.t1
OG0004683	Ag038G4158300	CP2_g48542_DN3_SP4_c.t1
OG0004684	Ag038G4176900, Ag014G1793000	CP2_g48637_DN3_SP0_c.t1
OG0004685	Ag088G5436400	CP12_g29862_DN3_SP8_c.t1
OG0004686	Ag089G5449900, Ag011G1090300	CP5_g317_DN3_SP4_c.t1
OG0004687	Ag003G0317900	CP4_g24159_DN3_SP8_c.t1
OG0004688	Ag003G0328300, Ag003G0327800	CP4_g24221_DN3_SP0_c.t1
OG0004689	Ag003G0339200	CP4_g24266_DN3_SP8_c.t1
OG0004690	Ag003G0363500	CP4_g24385_DN3_SP8_c.t1
OG0004691	Ag037G4137800, Ag016G2316700	CP13_g19788_DN3_SP3_c.t1
OG0004693	Ag014G1790700	CP10_g42266_DN3_SP7_c.t1
OG0004694	Ag014G1803500	CP10_g42346_DN3_SP8_c.t1
OG0004695	Ag014G1810700	CP10_g42382_DN3_SP0_c.t1
OG0004696	Ag014G1844700	CP2_g48545_DN3_SP2_c.t1
OG0004697	Ag014G1846700	CP10_g42596_DN3_SP7_c.t1
OG0004698	Ag014G1848400	CP10_g42606_DN2_SP2_c.t1
OG0004699	Ag014G1850000	CP10_g42614_DN3_SP6_c.t1
OG0004700	Ag014G1853600	CP10_g42634_DN3_SP2_c.t1
OG0004701	Ag014G1857200	CP10_g42657_DN3_SP2_c.t1
OG0004702	Ag014G1864900	CP10_g42712_DN3_SP8_c.t1
OG0004703	Ag014G1874500	CP10_g42767_DN3_SP8_c.t1
OG0004704	Ag014G1876200	CP10_g42780_DN3_SP8_c.t1
OG0004705	Ag014G1883400	CP10_g42833_DN3_SP8_c.t1
OG0004706	Ag014G1894200	CP8_g52619_DN2_SP0_c.t1, CP10_g42902_DN3_SP0_c.t1
OG0004707	Ag014G1940900	CP10_g43146_DN3_SP8_c.t1
OG0004708	Ag014G1947700	CP10_g43192_DN3_SP6_c.t1
OG0004709	Ag014G1952900, Ag014G1953000	CP10_g43223_DN2_SP0_c.t1, CP10_g43224_DN3_SP0_c.t1
OG0004710	Ag014G1954100	CP10_g43228_DN3_SP0_c.t1
OG0004711	Ag014G1957000	CP10_g43248_DN3_SP1_c.t1
OG0004712	Ag014G1967600	CP10_g43312_DN2_SP0_c.t1
OG0004713	Ag014G1977700	CP10_g43362_DN3_SP6_c.t1
OG0004714	Ag014G1978200	CP10_g43366_DN3_SP0_c.t1
OG0004715	Ag061G5048200, Ag014G1986900, Ag014G1987100	CP2_g48830_DN3_SP3_c.t1
OG0004716	Ag014G2010800	CP12_g29875_DN3_SP8_c.t1
OG0004717	Ag014G2011400	CP12_g29881_DN3_SP8_c.t1
OG0004718	Ag014G2030000	CP12_g29986_DN3_SP0_c.t1
OG0004719	Ag014G2033200	CP9_g28130_DN1_SP0_c.t1, CP12_g30005_DN3_SP1_c.t1
OG0004720	Ag014G2131200, Ag014G2036400	CP5_g157_DN3_SP0_c.t1
OG0004721	Ag014G2085000, Ag014G2085100	CP12_g30185_DN3_SP0_c.t1
OG0004723	Ag027G3070500, Ag014G2170700	CP12_g30448_DN3_SP8_c.t1
OG0004724	Ag027G3068900, Ag027G3069000, Ag014G2172800	CP12_g30457_DN3_SP5_c.t1
