Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0003547	Ag034G3751200	XP_013584860.1
OG0003548	Ag004G0736200	XP_013628849.1, XP_013621649.1, XP_013613197.1
OG0003549	Ag022G2662600	XP_013627368.1, XP_013610469.1
OG0003550	Ag014G1933000	XP_013587635.1
OG0003550	Ag022G2703100, Ag003G0388900, Ag078G5367900, Ag048G4710600	XP_013606366.1
OG0003551	Ag022G2719000	XP_013628598.1, XP_013620142.1
OG0003552	Ag042G4421500	XP_013606829.1
OG0003553	Ag022G2766500, Ag022G2766400	XP_013608556.1, XP_013608557.1, XP_013608555.1
OG0003555	Ag048G4593800, Ag048G4593900	XP_013590548.1, XP_013590839.1
OG0003556	Ag034G4019800	XP_013586722.1
OG0003556	Ag048G4616300	XP_013588000.1
OG0003558	Ag001G0009500, Ag001G0009700, Ag040G4347500, Ag017G2413800	XP_013584887.1, XP_013591155.1
OG0003559	Ag007G0897800	XP_013634816.1
OG0003559	Ag027G3016200	XP_013596834.1
OG0003560	Ag007G0900300	XP_013605143.1, XP_013592537.1, XP_013624955.1
OG0003561	Ag007G0921000	XP_013607145.1
OG0003563	Ag078G5341500, Ag078G5341400	XP_013591685.1
OG0003564	Ag078G5394100	XP_013587162.1
OG0003564	Ag014G2094100, Ag034G3957400	XP_013605693.1, XP_013599567.1
OG0003565	Ag012G1337300	XP_013596872.1, XP_013596353.1, XP_013610180.1
OG0003566	Ag057G4963400	XP_013592484.1
OG0003567	Ag006G0823500	XP_013612248.1
OG0003568	Ag023G2801000	XP_013609974.1, XP_013634652.1
OG0003569	Ag050G4771500	XP_013638006.1, XP_013594689.1
OG0003570	Ag058G4970500	XP_013601577.1
OG0003571	Ag033G3589700, Ag033G3588900, Ag033G3588800, Ag033G3589600, Ag033G3589500	XP_013619811.1, XP_013586964.1
OG0003572	Ag033G3594800	XP_013597661.1, XP_013618516.1
OG0003573	Ag031G3139800	XP_013596713.1
OG0003574	Ag031G3169300	XP_013604676.1
OG0003575	Ag031G3175700	XP_013603303.1, XP_013634760.1
OG0003575	Ag003G0280800	XP_013635751.1
OG0003576	Ag031G3185700	XP_013601742.1
OG0003576	Ag031G3185900	XP_013591174.1
OG0003577	Ag003G0296400	XP_013635981.1
OG0003578	Ag031G3203400	XP_013605040.1
OG0003579	Ag031G3216800	XP_013636937.1
OG0003580	Ag031G3327300	XP_013614443.1, XP_013604005.1
OG0003581	Ag031G3282400	XP_013591821.1
OG0003582	Ag031G3291600	XP_013635388.1
OG0003582	Ag003G0405300	XP_013627257.1
OG0003583	Ag031G3355400	XP_013589883.1, XP_013602014.1
OG0003584	Ag031G3395900	XP_013590118.1
OG0003585	Ag020G2567000	XP_013617033.1, XP_013630569.1
OG0003586	Ag067G5172400	XP_013616542.1
OG0003587	Ag039G4212400	XP_013604692.1
OG0003589	Ag039G4279100	XP_013615266.1, XP_013604832.1
OG0003590	Ag039G4299500	XP_013635925.1, XP_013635930.1, XP_013626547.1
OG0003591	Ag039G4315400, Ag039G4315500	XP_013632025.1
OG0003592	Ag015G2218000	XP_013636842.1
OG0003593	Ag015G2269400, Ag052G4864900	XP_013630238.1, XP_013592463.1, XP_013586070.1
OG0003594	Ag021G2617700	XP_013626269.1, XP_013634284.1, XP_013609245.1
OG0003595	Ag038G4157600	XP_013591645.1, XP_013620998.1, XP_013608672.1
OG0003596	Ag038G4174200	XP_013598819.1
OG0003597	Ag088G5436100	XP_013612015.1
OG0003597	Ag034G3694700	XP_013585462.1
OG0003598	Ag003G0350800, Ag003G0350900, Ag003G0351100, Ag003G0351200	XP_013585374.1
OG0003601	Ag014G1952200	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1
OG0003602	Ag014G2013900	XP_013583338.1
OG0003603	Ag014G2026600	XP_013603855.1
OG0003604	Ag014G2040200	XP_013631150.1
OG0003605	Ag014G2162900	XP_013626042.1, XP_013583483.1
OG0003606	Ag014G2165500	XP_013611596.1, XP_013583653.1
OG0003607	Ag064G5092100, Ag027G3012600	XP_013607060.1
OG0003608	Ag027G3014800	XP_013597580.1, XP_013630337.1
OG0003609	Ag068G5230000, Ag068G5229100	XP_013610030.1, XP_013618859.1
OG0003610	Ag036G4119900	XP_013605107.1
OG0003611	Ag036G4123600, Ag002G0274900	XP_013635825.1
OG0003612	Ag017G2407600, Ag017G2407500	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1
OG0003613	Ag034G3657700	XP_013604165.1
OG0003614	Ag034G3675800	XP_013584553.1
OG0003615	Ag034G3717700	XP_013585206.1, XP_013614798.1
OG0003615	Ag034G3717800	XP_013600991.1
OG0003616	Ag034G3723800	XP_013602940.1, XP_013600685.1, XP_013584038.1
OG0003617	Ag034G3726300	XP_013586587.1
OG0003617	Ag034G3726400	XP_013586589.1
OG0003618	Ag034G3754700	XP_013586805.1
OG0003618	Ag034G3754500, Ag034G3754600	XP_013601017.1
OG0003619	Ag034G3781800	XP_013615233.1, XP_013607794.1
OG0003620	Ag002G0247600	XP_013604480.1
OG0003621	Ag034G3791100	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1
OG0003622	Ag034G3799900	XP_013584533.1
OG0003623	Ag034G3820600	XP_013600472.1, XP_013638591.1
OG0003624	Ag034G3871700, Ag034G3871800, Ag034G3871600	XP_013603520.1
OG0003625	Ag034G3904300	XP_013604940.1
OG0003626	Ag034G3913100	XP_013615507.1
OG0003627	Ag034G3987100	XP_013587712.1
OG0003628	Ag016G2343400, Ag016G2342900, Ag016G2343500	XP_013635160.1
OG0003628	Ag016G2343600	XP_013613594.1
OG0003629	Ag011G1163700	XP_013625053.1, XP_013598220.1, XP_013603797.1
OG0003630	Ag011G1188900	XP_013595314.1
OG0003631	Ag011G1213600	XP_013622617.1, XP_013596623.1
OG0003632	Ag011G1223900	XP_013614217.1
OG0003633	Ag018G2465600	XP_013585806.1, XP_013593011.1
OG0003634	Ag019G2530100	XP_013612641.1
OG0003656	Ag055G4919500	XP_013604507.1
OG0003657	Ag055G4930900, Ag004G0481900	XP_013601515.1, XP_013623263.1, XP_013626416.1
OG0003658	Ag013G1390900	XP_013602009.1
OG0003660	Ag048G4675700, Ag048G4676100	XP_013598501.1, XP_013615168.1
OG0003661	Ag013G1494900	XP_013609485.1, XP_013623782.1, XP_013627072.1
OG0003662	Ag013G1499500	XP_013607287.1, XP_013618889.1
OG0003663	Ag034G3895300	XP_013585749.1
OG0003664	Ag013G1541600, Ag013G1541500, Ag013G1541900, Ag013G1541700, Ag013G1541400	XP_013618819.1, XP_013611532.1, XP_013611531.1
OG0003665	Ag014G1921500, Ag013G1623300, Ag014G1921600, Ag014G1921700	XP_013614517.1, XP_013594842.1, XP_013585083.1
OG0003666	Ag013G1632900	XP_013631143.1
OG0003668	Ag013G1699100	XP_013617064.1, XP_013593006.1
OG0003670	Ag004G0516900	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1
OG0003671	Ag004G0533200	XP_013619320.1
OG0003672	Ag004G0547200	XP_013620804.1, XP_013620803.1, XP_013616728.1, XP_013611518.1
OG0003673	Ag004G0581000	XP_013622649.1
OG0003675	Ag018G2458000, Ag004G0619300	XP_013611418.1, XP_013619122.1, XP_013628787.1
OG0003676	Ag004G0629000	XP_013616923.1, XP_013625907.1
OG0003677	Ag004G0687900	XP_013635010.1
OG0003678	Ag004G0720200	XP_013629587.1, XP_013611621.1
OG0003679	Ag004G0737500	XP_013626382.1, XP_013591270.1, XP_013616601.1, XP_013609448.1
OG0003680	Ag004G0759500, Ag004G0759300	XP_013594998.1, XP_013603263.1
OG0003681	Ag004G0777000	XP_013621718.1, XP_013586777.1
OG0003682	Ag022G2633600	XP_013607459.1, XP_013621013.1
OG0003683	Ag022G2786100, Ag022G2783700	XP_013630675.1
OG0003685	Ag039G4301200, Ag075G5283900, Ag075G5284400, Ag075G5284300, Ag075G5284200	XP_013605167.1, XP_013584052.1
OG0003686	Ag075G5307400	XP_013592163.1
OG0003687	Ag048G4684000	XP_013589487.1
OG0003688	Ag048G4568200	XP_013591452.1, XP_013621254.1
OG0003689	Ag048G4568600	XP_013635166.1
OG0003693	Ag032G3474200	XP_013590926.1
OG0003694	Ag041G4376000, Ag007G0874000	XP_013610010.1, XP_013618933.1, XP_013626070.1, XP_013591547.1
OG0003695	Ag007G0924800	XP_013595435.1, XP_013600776.1
OG0003696	Ag045G4507700	XP_013609960.1
OG0003697	Ag045G4517000, Ag015G2251000	XP_013599064.1
OG0003698	Ag012G1284800	XP_013593179.1
OG0003699	Ag019G2522400, Ag064G5112600, Ag006G0797600	XP_013622593.1, XP_013606793.1, XP_013585300.1, XP_013618311.1
OG0003700	Ag058G4989100, Ag006G0797800	XP_013612527.1, XP_013621438.1
OG0003701	Ag014G2064000, Ag006G0818300	XP_013637704.1, XP_013639387.1, XP_013591102.1
OG0003702	Ag003G0359100, Ag006G0833900, Ag003G0358500	XP_013627231.1
OG0003702	Ag003G0359200	XP_013626501.1
OG0003703	Ag006G0842600	XP_013613463.1, XP_013621608.1
OG0003704	Ag001G0033800	XP_013586821.1, XP_013624954.1
OG0003706	Ag001G0046300, Ag034G3872000	XP_013586062.1, XP_013604682.1
OG0003707	Ag001G0063000	XP_013628707.1, XP_013588234.1
OG0003708	Ag001G0066900, Ag001G0076300	XP_013589033.1
OG0003709	Ag023G2807700	XP_013634866.1
OG0003710	Ag023G2847300	XP_013631767.1
OG0003711	Ag033G3505700, Ag031G3360300	XP_013605312.1
OG0003712	Ag031G3158000	XP_013606540.1, XP_013606539.1, XP_013598600.1
OG0003713	Ag031G3186100	XP_013636366.1, XP_013604904.1
OG0003714	Ag031G3197200	XP_013600519.1
OG0003714	Ag003G0303400	XP_013636778.1
OG0003715	Ag031G3209000	XP_013639672.1, XP_013605471.1, XP_013636669.1
OG0003716	Ag031G3213100	XP_013588573.1, XP_013600176.1
OG0003718	Ag031G3335700	XP_013603606.1
OG0003719	Ag039G4227500, Ag031G3340500	XP_013637531.1, XP_013630299.1, XP_013636228.1
OG0003720	Ag031G3410000, Ag031G3410100, Ag030G3134700	XP_013619236.1, XP_013590801.1, XP_013610327.1
OG0003722	Ag042G4392100	XP_013595348.1, XP_013611338.1
OG0003724	Ag042G4408000	XP_013627309.1
OG0003725	Ag042G4409400	XP_013629796.1, XP_013615462.1
OG0003726	Ag065G5127100	XP_013629158.1, XP_013596457.1
OG0003726	Ag042G4417000	XP_013606429.1
OG0003727	Ag060G4999700, Ag039G4255900	XP_013596008.1, XP_013613906.1
OG0003729	Ag011G1173000, Ag038G4156100	XP_013608678.1, XP_013614666.1
OG0003730	Ag038G4167800	XP_013595743.1
OG0003731	Ag003G0327100	XP_013622943.1, XP_013637524.1
OG0003732	Ag003G0327600, Ag003G0327400, Ag003G0327500	XP_013619958.1
OG0003732	Ag003G0327300	XP_013627924.1, XP_013635411.1
OG0003733	Ag003G0349200, Ag003G0349100	XP_013623531.1, XP_013623547.1, XP_013633719.1
OG0003734	Ag003G0350400	XP_013634421.1
OG0003735	Ag003G0353900	XP_013633779.1, XP_013625786.1
OG0003736	Ag014G1853800	XP_013624051.1, XP_013638851.1, XP_013629268.1
OG0003738	Ag014G1880700	XP_013585018.1, XP_013628389.1, XP_013628386.1, XP_013638112.1
OG0003739	Ag014G1981500	XP_013610644.1, XP_013583367.1, XP_013625305.1
OG0003740	Ag014G1995600	XP_013627625.1, XP_013584807.1
OG0003741	Ag034G3881500	XP_013585904.1
OG0003742	Ag014G2072300	XP_013613955.1
OG0003743	Ag014G2091500	XP_013639048.1, XP_013584077.1, XP_013627615.1
OG0003744	Ag027G3053700	XP_013584195.1, XP_013584832.1
OG0003745	Ag017G2424000	XP_013595325.1, XP_013617029.1, XP_013604395.1
OG0003746	Ag034G3679600, Ag016G2308100	XP_013604417.1, XP_013605002.1
OG0003747	Ag034G3718000	XP_013614797.1, XP_013586746.1, XP_013614788.1, XP_013614790.1
OG0003748	Ag034G3741900	XP_013638216.1
OG0003749	Ag034G3896900	XP_013590308.1
OG0003751	Ag034G3920100, Ag034G3920000	XP_013601808.1, XP_013599597.1, XP_013587400.1, XP_013600838.1, XP_013600850.1
OG0003752	Ag034G4048200, Ag034G4047500, Ag034G4047900, Ag034G4047800	XP_013590036.1, XP_013591533.1
OG0003753	Ag034G4058200	XP_013618717.1
OG0003754	Ag002G0228200	XP_013625387.1
OG0003755	Ag024G2892100	XP_013608727.1, XP_013615332.1, XP_013608683.1
OG0003756	Ag016G2361500	XP_013612174.1, XP_013598669.1
OG0003757	Ag025G2926100	XP_013590100.1
OG0003758	Ag025G2941300	XP_013615701.1, XP_013588311.1
OG0003759	Ag025G2967700	XP_013603197.1, XP_013590120.1
OG0003760	Ag011G1030300, Ag011G1030100, Ag011G1030200	XP_013597982.1
OG0003761	Ag011G1052600	XP_013634012.1
OG0003762	Ag011G1053000	XP_013627833.1, XP_013596993.1
OG0003763	Ag011G1064200	XP_013634806.1
OG0003764	Ag011G1095900, Ag011G1096200, Ag011G1096000	XP_013595920.1, XP_013638818.1
OG0003765	Ag018G2482300	XP_013584137.1, XP_013600073.1, XP_013600060.1
OG0003767	Ag019G2527200	XP_013606997.1
OG0003767	Ag019G2538600	XP_013626046.1
OG0003768	Ag010G1023800	XP_013600740.1, XP_013584235.1, XP_013598044.1
OG0003790	Ag013G1367000, Ag013G1366900, Ag013G1366700	XP_013623179.1, XP_013606744.1, XP_013618412.1, XP_013627326.1
OG0003791	Ag013G1368600	XP_013612089.1, XP_013621793.1
OG0003792	Ag013G1396600	XP_013619485.1, XP_013610478.1
OG0003793	Ag013G1463200	XP_013610749.1, XP_013610321.1, XP_013619877.1, XP_013616788.1
OG0003794	Ag013G1495400	XP_013630678.1, XP_013613141.1
OG0003795	Ag013G1519000	XP_013611863.1, XP_013622686.1, XP_013620805.1
OG0003796	Ag013G1539000	XP_013609610.1, XP_013610147.1, XP_013629548.1, XP_013613170.1, XP_013612860.1
OG0003797	Ag013G1556700	XP_013610924.1
OG0003798	Ag013G1580900	XP_013593838.1, XP_013600407.1, XP_013605916.1
OG0003799	Ag013G1603200, Ag013G1603300	XP_013610230.1, XP_013627174.1, XP_013635489.1
OG0003800	Ag013G1640000, Ag013G1645600	XP_013625340.1, XP_013637462.1
OG0003801	Ag013G1651100	XP_013634944.1, XP_013634973.1
OG0003802	Ag013G1656300	XP_013634919.1, XP_013635004.1, XP_013627364.1
OG0003803	Ag013G1675800	XP_013632118.1
OG0003804	Ag013G1693800	XP_013593135.1, XP_013605755.1
OG0003806	Ag013G1759600	XP_013634071.1, XP_013604889.1, XP_013587553.1
OG0003808	Ag004G0422700	XP_013593090.1, XP_013609965.1
OG0003809	Ag004G0463000	XP_013588021.1, XP_013612111.1
OG0003810	Ag004G0472300	XP_013602059.1
OG0003811	Ag004G0481000	XP_013625100.1, XP_013630135.1
OG0003812	Ag004G0483200	XP_013618121.1, XP_013622001.1
OG0003813	Ag004G0513000	XP_013621942.1
OG0003814	Ag004G0514900	XP_013618523.1, XP_013613037.1
OG0003815	Ag004G0547500	XP_013599247.1
OG0003816	Ag004G0586300	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1
OG0003817	Ag004G0612500	XP_013612427.1, XP_013611543.1
OG0003818	Ag004G0672400	XP_013625243.1, XP_013608767.1
OG0003819	Ag004G0729800	XP_013606340.1
OG0003821	Ag004G0748600	XP_013621578.1
OG0003822	Ag004G0783100, Ag020G2555200	XP_013623555.1, XP_013609426.1, XP_013612384.1
OG0003823	Ag022G2666400, Ag022G2667000, Ag022G2665800, Ag022G2668100	XP_013610800.1
OG0003824	Ag031G3361500, Ag022G2695200	XP_013623760.1, XP_013614275.1
OG0003825	Ag023G2823600, Ag022G2707300	XP_013630792.1
OG0003826	Ag049G4736800, Ag022G2715300	XP_013593847.1, XP_013618587.1
OG0003827	Ag022G2734400	XP_013623748.1
OG0003827	Ag022G2734100, Ag022G2734300	XP_013608542.1, XP_013608541.1, XP_013608543.1
OG0003828	Ag011G1104800	XP_013622092.1
OG0003830	Ag048G4595900	XP_013592067.1, XP_013592491.1, XP_013621023.1
OG0003831	Ag048G4613400, Ag048G4613500	XP_013590351.1
OG0003833	Ag032G3427100	XP_013629241.1
OG0003834	Ag032G3442500	XP_013588381.1, XP_013629646.1
OG0003835	Ag041G4353400, Ag009G0982100	XP_013625523.1
OG0003836	Ag019G2526400, Ag041G4353700, Ag009G0981800	XP_013627823.1
OG0003837	Ag007G0866500	XP_013631833.1
OG0003838	Ag007G0919100	XP_013596676.1, XP_013594314.1
OG0003841	Ag056G4948800	XP_013616038.1, XP_013591407.1, XP_013591410.1, XP_013588236.1
OG0003842	Ag057G4958000, Ag018G2435300	XP_013619866.1, XP_013592143.1
OG0003843	Ag001G0034300, Ag001G0034000	XP_013588724.1
OG0003844	Ag001G0041600	XP_013629487.1
OG0003845	Ag001G0065000	XP_013604104.1
OG0003846	Ag061G5020600, Ag023G2820400	XP_013613545.1
OG0003849	Ag077G5315600, Ag033G3486900	XP_013595569.1, XP_013595568.1, XP_013625787.1
OG0003850	Ag077G5323400, Ag033G3493700	XP_013607857.1
OG0003851	Ag031G3148900	XP_013614029.1
OG0003852	Ag034G3949600, Ag031G3153800	XP_013629821.1
OG0003853	Ag031G3200600, Ag031G3200900	XP_013601735.1, XP_013601734.1
OG0003854	Ag031G3216500	XP_013630623.1, XP_013637644.1
OG0003855	Ag031G3245000	XP_013599763.1, XP_013632240.1, XP_013590602.1
OG0003856	Ag031G3282100	XP_013591871.1
OG0003857	Ag031G3284900	XP_013614180.1, XP_013599991.1
OG0003858	Ag003G0394900	XP_013633448.1
OG0003859	Ag031G3380000	XP_013634972.1, XP_013590513.1, XP_013603347.1, XP_013634963.1
OG0003860	Ag031G3395800	XP_013595961.1, XP_013620889.1
OG0003861	Ag029G3110000	XP_013597610.1
OG0003862	Ag064G5114000, Ag095G5470400	XP_013599087.1
OG0003865	Ag039G4315800	XP_013631172.1
OG0003866	Ag039G4330000	XP_013615046.1, XP_013633746.1
OG0003867	Ag015G2192800	XP_013599729.1
OG0003867	Ag011G1064400	XP_013627139.1
OG0003868	Ag015G2242600	XP_013605808.1, XP_013637723.1
OG0003869	Ag015G2271400, Ag052G4863300	XP_013591180.1, XP_013585072.1, XP_013603749.1
OG0003870	Ag021G2598700	XP_013591842.1
OG0003871	Ag021G2608000	XP_013612426.1
OG0003872	Ag021G2618600	XP_013608651.1, XP_013629079.1, XP_013620744.1
OG0003873	Ag088G5438400	XP_013608864.1, XP_013593601.1
OG0003874	Ag003G0298900	XP_013631735.1, XP_013623371.1, XP_013631858.1
OG0003875	Ag003G0357500	XP_013635340.1, XP_013633461.1, XP_013635743.1
OG0003876	Ag003G0383100	XP_013636603.1, XP_013637533.1
OG0003877	Ag003G0398200	XP_013635104.1, XP_013632391.1
OG0003878	Ag003G0408600	XP_013631078.1, XP_013631139.1
OG0003879	Ag014G1793500	XP_013583603.1
OG0003880	Ag014G1867500	XP_013638973.1, XP_013620430.1, XP_013618500.1
OG0003881	Ag014G1877600	XP_013628954.1, XP_013587070.1, XP_013618885.1
OG0003882	Ag014G1933800	XP_013586388.1, XP_013638300.1
OG0003883	Ag014G1968600	XP_013596327.1, XP_013627668.1, XP_013611451.1
OG0003884	Ag014G2020500	XP_013627302.1, XP_013638569.1, XP_013583889.1
OG0003885	Ag034G3665000	XP_013586611.1, XP_013639067.1
OG0003886	Ag034G3755200, Ag061G5016800	XP_013618841.1
OG0003887	Ag017G2412700	XP_013602106.1
OG0003888	Ag034G3697200, Ag034G3697300	XP_013638850.1
OG0003889	Ag034G3711200	XP_013601886.1, XP_013602965.1, XP_013639104.1
OG0003890	Ag034G3730100, Ag034G3942500, Ag034G4047600	XP_013618092.1
OG0003891	Ag034G3762200	XP_013583970.1, XP_013602086.1, XP_013604976.1
OG0003892	Ag034G3763600	XP_013639140.1
OG0003893	Ag034G3769800, Ag034G3769700	XP_013603339.1
OG0003894	Ag034G3774200	XP_013602072.1, XP_013585357.1, XP_013604192.1
OG0003895	Ag034G3823700	XP_013605039.1
OG0003896	Ag034G3941800	XP_013584960.1, XP_013603336.1, XP_013615860.1, XP_013603626.1
OG0003897	Ag034G3949800	XP_013602776.1, XP_013602606.1, XP_013601795.1, XP_013584516.1
OG0003898	Ag034G3957600	XP_013603569.1, XP_013638886.1
OG0003899	Ag034G3961300	XP_013585060.1, XP_013603823.1
OG0003900	Ag019G2507100, Ag034G4009300	XP_013614055.1, XP_013596591.1
OG0003901	Ag002G0176500	XP_013612982.1
OG0003903	Ag002G0261200	XP_013612439.1
OG0003904	Ag016G2324400	XP_013585797.1, XP_013585798.1
OG0003905	Ag016G2333500	XP_013611125.1, XP_013620410.1, XP_013595632.1
OG0003906	Ag019G2550200	XP_013603030.1
OG0003906	Ag011G1030400	XP_013597984.1
OG0003907	Ag011G1059200	XP_013623514.1, XP_013629037.1
OG0003908	Ag011G1098000	XP_013613296.1, XP_013625064.1
OG0003909	Ag011G1145500	XP_013616177.1
OG0003910	Ag011G1156600	XP_013625058.1, XP_013595908.1
OG0003911	Ag011G1262900	XP_013623127.1, XP_013637601.1
OG0003912	Ag018G2454000	XP_013600287.1
OG0003913	Ag010G1017000	XP_013600739.1
OG0003941	Ag048G4554800, Ag013G1419500	XP_013628550.1, XP_013614398.1, XP_013618924.1
OG0003942	Ag013G1449700	XP_013611466.1, XP_013626844.1, XP_013621134.1
OG0003943	Ag013G1461100	XP_013620535.1
OG0003943	Ag013G1461000, Ag013G1460800	XP_013622491.1
OG0003944	Ag013G1480100, Ag013G1480200	XP_013618503.1, XP_013610204.1, XP_013609869.1
OG0003946	Ag013G1504200, Ag078G5342600, Ag057G4959300	XP_013590366.1, XP_013590933.1
OG0003947	Ag011G1231900	XP_013600187.1
OG0003948	Ag004G0543500, Ag013G1506500	XP_013620110.1, XP_013609113.1
OG0003949	Ag038G4171800, Ag013G1536700	XP_013612614.1
OG0003950	Ag013G1559100	XP_013622201.1, XP_013612631.1, XP_013609899.1
OG0003951	Ag004G0511000	XP_013595210.1
OG0003951	Ag013G1559500	XP_013610969.1
OG0003952	Ag013G1560100	XP_013612993.1, XP_013625394.1, XP_013615533.1
OG0003953	Ag013G1567800	XP_013618468.1
OG0003953	Ag004G0496900	XP_013593124.1
OG0003954	Ag013G1580700	XP_013599336.1, XP_013610553.1
OG0003955	Ag013G1582500	XP_013604671.1, XP_013597152.1, XP_013599503.1
OG0003956	Ag013G1595200	XP_013623342.1
OG0003957	Ag013G1596000	XP_013627274.1
OG0003958	Ag032G3444200, Ag013G1628300	XP_013636091.1, XP_013636264.1, XP_013628665.1
OG0003959	Ag013G1675400	XP_013630601.1, XP_013631269.1, XP_013630855.1
OG0003960	Ag034G3696000	XP_013583662.1, XP_013602172.1, XP_013600201.1
OG0003961	Ag013G1692200	XP_013590543.1, XP_013596737.1, XP_013605447.1
OG0003962	Ag013G1732800	XP_013584283.1
OG0003964	Ag004G0559800, Ag062G5065100	XP_013634399.1
OG0003965	Ag004G0431700	XP_013608761.1, XP_013628044.1, XP_013620704.1, XP_013626054.1
OG0003966	Ag004G0434800	XP_013629802.1
OG0003967	Ag002G0144000, Ag004G0457200	XP_013626138.1, XP_013618930.1
OG0003968	Ag004G0463100, Ag034G4054200	XP_013625997.1, XP_013619656.1
OG0003970	Ag004G0496500	XP_013596282.1, XP_013610760.1, XP_013610025.1, XP_013619378.1
OG0003972	Ag004G0502200	XP_013597157.1, XP_013606128.1
OG0003973	Ag004G0505200	XP_013595284.1, XP_013612395.1
OG0003974	Ag040G4334300, Ag004G0516300	XP_013609680.1, XP_013596040.1
OG0003975	Ag004G0518500	XP_013603537.1
OG0003975	Ag004G0772300	XP_013587810.1
OG0003976	Ag004G0546800	XP_013616442.1
OG0003977	Ag004G0548600	XP_013614298.1, XP_013597922.1, XP_013597925.1
OG0003978	Ag004G0606500	XP_013586992.1, XP_013601452.1
OG0003979	Ag004G0621100	XP_013619353.1, XP_013610741.1
OG0003980	Ag004G0621800	XP_013611496.1
OG0003981	Ag004G0624400	XP_013597646.1, XP_013625308.1
OG0003982	Ag004G0655700	XP_013612009.1, XP_013630363.1, XP_013620709.1
OG0003983	Ag004G0659300, Ag004G0659200	XP_013619476.1, XP_013610710.1
OG0003984	Ag004G0664300	XP_013628807.1, XP_013628803.1, XP_013606418.1
OG0003985	Ag004G0686600, Ag004G0686700	XP_013630760.1, XP_013618943.1
OG0003986	Ag004G0723200	XP_013620739.1, XP_013629814.1, XP_013611730.1
OG0003987	Ag004G0769000, Ag031G3343200, Ag011G1241100	XP_013630251.1
OG0003988	Ag004G0783300, Ag020G2555100	XP_013622963.1, XP_013613033.1
OG0003989	Ag022G2671200	XP_013609484.1, XP_013618813.1, XP_013626872.1
OG0003990	Ag022G2714500	XP_013623888.1, XP_013617047.1
OG0003991	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500	XP_013619180.1, XP_013609330.1
OG0003992	Ag022G2722600, Ag033G3524200	XP_013625289.1, XP_013612831.1, XP_013621643.1
OG0003993	Ag022G2731500	XP_013611979.1, XP_013629479.1
OG0003995	Ag022G2776500	XP_013609794.1, XP_013614858.1, XP_013628709.1, XP_013620070.1
OG0003996	Ag018G2458800, Ag022G2776600	XP_013630773.1, XP_013609796.1, XP_013620132.1
OG0003997	Ag075G5294600	XP_013635505.1, XP_013590909.1
OG0003998	Ag048G4568100	XP_013590591.1
OG0003998	Ag014G1910300	XP_013594794.1, XP_013585763.1
OG0004000	Ag048G4662300	XP_013590814.1, XP_013589696.1, XP_013589695.1, XP_013616135.1, XP_013590613.1
OG0004001	Ag048G4668400	XP_013588040.1
OG0004002	Ag048G4686000, Ag048G4685900	XP_013634593.1, XP_013619223.1
OG0004003	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200	XP_013595431.1
OG0004004	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200	XP_013625030.1
OG0004005	Ag032G3422000	XP_013590299.1
OG0004006	Ag032G3426300, Ag032G3426200	XP_013592023.1, XP_013629684.1
OG0004007	Ag032G3434500	XP_013587963.1, XP_013622139.1
OG0004008	Ag032G3438800	XP_013627472.1
OG0004009	Ag015G2241400, Ag032G3457500	XP_013590491.1
OG0004010	Ag032G3457800	XP_013591740.1, XP_013636281.1, XP_013621909.1, XP_013592735.1
OG0004011	Ag054G4886200	XP_013633817.1, XP_013633821.1, XP_013633822.1
OG0004013	Ag007G0898500	XP_013602301.1, XP_013637417.1
OG0004014	Ag007G0905300	XP_013602484.1, XP_013618474.1
OG0004015	Ag007G0927300, Ag007G0926400, Ag007G0927500	XP_013601303.1, XP_013628719.1, XP_013627051.1
OG0004016	Ag078G5345100	XP_013605286.1, XP_013591691.1
OG0004017	Ag078G5379200	XP_013591351.1
OG0004019	Ag012G1300500, Ag003G0293500, Ag003G0309100, Ag003G0293600, Ag061G5023200, Ag014G2147200	XP_013634511.1, XP_013635073.1
OG0004020	Ag012G1309000	XP_013612900.1
OG0004021	Ag057G4958600, Ag027G3025800, Ag033G3619000	XP_013632372.1, XP_013598194.1
OG0004022	Ag006G0828600, Ag006G0828500, Ag006G0830400	XP_013595707.1, XP_013620385.1
OG0004023	Ag014G2134900	XP_013586539.1, XP_013608336.1
OG0004023	Ag001G0025200	XP_013591367.1
OG0004024	Ag014G2135000	XP_013586989.1
OG0004025	Ag023G2829700	XP_013636663.1
OG0004026	Ag023G2832400	XP_013630904.1, XP_013625713.1, XP_013634905.1
OG0004027	Ag016G2284400	XP_013597773.1
