protein	mRNA	gene
XP_013622837.1	XM_013767383.1	LOC106328854
XP_013627460.1	XM_013772006.1	LOC106333571
XP_013623984.1	XM_013768530.1	LOC106329933
XP_013623985.1	XM_013768531.1	LOC106329934
XP_013630259.1	XM_013774805.1	LOC106336083
XP_013629084.1	XM_013773630.1	LOC106335180
XP_013629080.1	XM_013773626.1	LOC106335180
XP_013629082.1	XM_013773628.1	LOC106335180
XP_013629083.1	XM_013773629.1	LOC106335180
XP_013629081.1	XM_013773627.1	LOC106335180
XP_013629085.1	XM_013773631.1	LOC106335182
XP_013623986.1	XM_013768532.1	LOC106329935
XP_013623987.1	XM_013768533.1	LOC106329937
XP_013621988.1	XM_013766534.1	LOC106328153
XP_013621990.1	XM_013766536.1	LOC106328154
XP_013623988.1	XM_013768534.1	LOC106329938
XP_013629151.1	XM_013773697.1	LOC106335230
XP_013629150.1	XM_013773696.1	LOC106335230
XP_013629153.1	XM_013773699.1	LOC106335231
XP_013629152.1	XM_013773698.1	LOC106335231
XP_013623474.1	XM_013768020.1	LOC106329376
XP_013627361.1	XM_013771907.1	LOC106333463
XP_013625857.1	XM_013770403.1	LOC106331964
XP_013623990.1	XM_013768536.1	LOC106329940
XP_013625194.1	XM_013769740.1	LOC106331396
XP_013625195.1	XM_013769741.1	LOC106331396
XP_013626465.1	XM_013771011.1	LOC106332544
XP_013623389.1	XM_013767935.1	LOC106329298
XP_013623991.1	XM_013768537.1	LOC106329941
XP_013629605.1	XM_013774151.1	LOC106335587
XP_013629604.1	XM_013774150.1	LOC106335587
XP_013629603.1	XM_013774149.1	LOC106335587
XP_013629606.1	XM_013774152.1	LOC106335587
XP_013623486.1	XM_013768032.1	LOC106329389
XP_013626851.1	XM_013771397.1	LOC106332906
XP_013622129.1	XM_013766675.1	LOC106328266
XP_013622128.1	XM_013766674.1	LOC106328266
XP_013623992.1	XM_013768538.1	LOC106329942
XP_013627363.1	XM_013771909.1	LOC106333466
XP_013629372.1	XM_013773918.1	LOC106335401
XP_013629371.1	XM_013773917.1	LOC106335400
XP_013627355.1	XM_013771901.1	LOC106333458
XP_013622082.1	XM_013766628.1	LOC106328228
XP_013626098.1	XM_013770644.1	LOC106332173
XP_013626201.1	XM_013770747.1	LOC106332274
XP_013626713.1	XM_013771259.1	LOC106332763
XP_013623993.1	XM_013768539.1	LOC106329944
XP_013630143.1	XM_013774689.1	LOC106335989
XP_013625973.1	XM_013770519.1	LOC106332060
XP_013625974.1	XM_013770520.1	LOC106332062
XP_013625975.1	XM_013770521.1	LOC106332062
XP_013625978.1	XM_013770524.1	LOC106332064
XP_013623994.1	XM_013768540.1	LOC106329947
XP_013625976.1	XM_013770522.1	LOC106332063
XP_013622262.1	XM_013766808.1	LOC106328376
XP_013622261.1	XM_013766807.1	LOC106328376
XP_013622263.1	XM_013766809.1	LOC106328376
XP_013625660.1	XM_013770206.1	LOC106331793
XP_013625201.1	XM_013769747.1	LOC106331400
XP_013622191.1	XM_013766737.1	LOC106328314
XP_013622190.1	XM_013766736.1	LOC106328311
XP_013622189.1	XM_013766735.1	LOC106328311
XP_013625338.1	XM_013769884.1	LOC106331508
XP_013625521.1	XM_013770067.1	LOC106331667
XP_013622488.1	XM_013767034.1	LOC106328564
XP_013622489.1	XM_013767035.1	LOC106328564
XP_013622486.1	XM_013767032.1	LOC106328564
XP_013622490.1	XM_013767036.1	LOC106328564
XP_013626280.1	XM_013770826.1	LOC106332357
XP_013627816.1	XM_013772362.1	LOC106333990
XP_013623997.1	XM_013768543.1	LOC106329952
XP_013630436.1	XM_013774982.1	LOC106336221
XP_013630437.1	XM_013774983.1	LOC106336221
XP_013627764.1	XM_013772310.1	LOC106333929
XP_013625646.1	XM_013770192.1	LOC106331780
XP_013623530.1	XM_013768076.1	LOC106329425
XP_013626502.1	XM_013771048.1	LOC106332574
XP_013626501.1	XM_013771047.1	LOC106332574
XP_013627231.1	XM_013771777.1	LOC106333313
XP_013626883.1	XM_013771429.1	LOC106332944
XP_013628501.1	XM_013773047.1	LOC106334711
XP_013628502.1	XM_013773048.1	LOC106334712
XP_013628495.1	XM_013773041.1	LOC106334709
XP_013628499.1	XM_013773045.1	LOC106334710
XP_013628498.1	XM_013773044.1	LOC106334710
XP_013628496.1	XM_013773042.1	LOC106334710
XP_013628500.1	XM_013773046.1	LOC106334710
XP_013628497.1	XM_013773043.1	LOC106334710
XP_013627650.1	XM_013772196.1	LOC106333792
XP_013629970.1	XM_013774516.1	LOC106335862
XP_013627676.1	XM_013772222.1	LOC106333821
XP_013628169.1	XM_013772715.1	LOC106334437
XP_013623998.1	XM_013768544.1	LOC106329956
XP_013623999.1	XM_013768545.1	LOC106329957
XP_013625786.1	XM_013770332.1	LOC106331894
XP_013630323.1	XM_013774869.1	LOC106336133
XP_013627590.1	XM_013772136.1	LOC106333716
XP_013630354.1	XM_013774900.1	LOC106336154
XP_013627641.1	XM_013772187.1	LOC106333777
XP_013630369.1	XM_013774915.1	LOC106336167
XP_013624000.1	XM_013768546.1	LOC106329958
XP_013624001.1	XM_013768547.1	LOC106329959
XP_013623541.1	XM_013768087.1	LOC106329434
XP_013627959.1	XM_013772505.1	LOC106334179
XP_013627318.1	XM_013771864.1	LOC106333421
XP_013624002.1	XM_013768548.1	LOC106329960
XP_013626892.1	XM_013771438.1	LOC106332955
XP_013628878.1	XM_013773424.1	LOC106335010
XP_013628877.1	XM_013773423.1	LOC106335009
XP_013628876.1	XM_013773422.1	LOC106335008
XP_013628875.1	XM_013773421.1	LOC106335007
XP_013627297.1	XM_013771843.1	LOC106333394
XP_013627918.1	XM_013772464.1	LOC106334125
XP_013622016.1	XM_013766562.1	LOC106328178
XP_013622017.1	XM_013766563.1	LOC106328179
XP_013623547.1	XM_013768093.1	LOC106329438
XP_013623531.1	XM_013768077.1	LOC106329426
XP_013623314.1	XM_013767860.1	LOC106329234
XP_013624003.1	XM_013768549.1	LOC106329961
XP_013623315.1	XM_013767861.1	LOC106329236
XP_013627865.1	XM_013772411.1	LOC106334050
XP_013626324.1	XM_013770870.1	LOC106332409
XP_013627167.1	XM_013771713.1	LOC106333246
XP_013622728.1	XM_013767274.1	LOC106328766
XP_013627327.1	XM_013771873.1	LOC106333431
XP_013627663.1	XM_013772209.1	LOC106333808
XP_013625905.1	XM_013770451.1	LOC106332003
XP_013627126.1	XM_013771672.1	LOC106333196
XP_013628131.1	XM_013772677.1	LOC106334393
XP_013627944.1	XM_013772490.1	LOC106334158
XP_013622057.1	XM_013766603.1	LOC106328208
XP_013626961.1	XM_013771507.1	LOC106333022
XP_013624004.1	XM_013768550.1	LOC106329962
XP_013622879.1	XM_013767425.1	LOC106328886
XP_013623270.1	XM_013767816.1	LOC106329206
XP_013629761.1	XM_013774307.1	LOC106335713
XP_013629762.1	XM_013774308.1	LOC106335714
XP_013626241.1	XM_013770787.1	LOC106332316
XP_013622639.1	XM_013767185.1	LOC106328696
XP_013630341.1	XM_013774887.1	LOC106336141
XP_013626348.1	XM_013770894.1	LOC106332436
XP_013627332.1	XM_013771878.1	LOC106333436
XP_013625667.1	XM_013770213.1	LOC106331801
XP_013628760.1	XM_013773306.1	LOC106334916
XP_013627109.1	XM_013771655.1	LOC106333175
XP_013624005.1	XM_013768551.1	LOC106329965
XP_013626008.1	XM_013770554.1	LOC106332083
XP_013626007.1	XM_013770553.1	LOC106332083
XP_013621967.1	XM_013766513.1	LOC106328138
XP_013621968.1	XM_013766514.1	LOC106328138
XP_013621972.1	XM_013766518.1	LOC106328139
XP_013621969.1	XM_013766515.1	LOC106328139
XP_013621971.1	XM_013766517.1	LOC106328139
XP_013626709.1	XM_013771255.1	LOC106332759
XP_013627924.1	XM_013772470.1	LOC106334133
XP_013622943.1	XM_013767489.1	LOC106328942
XP_013626097.1	XM_013770643.1	LOC106332171
XP_013626096.1	XM_013770642.1	LOC106332171
XP_013627636.1	XM_013772182.1	LOC106333772
XP_013630648.1	XM_013775194.1	LOC106336376
XP_013630646.1	XM_013775192.1	LOC106336374
XP_013630647.1	XM_013775193.1	LOC106336374
XP_013630167.1	XM_013774713.1	LOC106336006
XP_013629428.1	XM_013773974.1	LOC106335452
XP_013629427.1	XM_013773973.1	LOC106335451
XP_013629426.1	XM_013773972.1	LOC106335449
XP_013625920.1	XM_013770466.1	LOC106332015
XP_013627648.1	XM_013772194.1	LOC106333785
XP_013623642.1	XM_013768188.1	LOC106329510
XP_013622217.1	XM_013766763.1	LOC106328338
XP_013630623.1	XM_013775169.1	LOC106336357
XP_013630496.1	XM_013775042.1	LOC106336260
XP_013630497.1	XM_013775043.1	LOC106336261
XP_013625276.1	XM_013769822.1	LOC106331461
XP_013624007.1	XM_013768553.1	LOC106329966
XP_013625592.1	XM_013770138.1	LOC106331733
XP_013623332.1	XM_013767878.1	LOC106329250
XP_013624008.1	XM_013768554.1	LOC106329968
XP_013623333.1	XM_013767879.1	LOC106329251
XP_013630325.1	XM_013774871.1	LOC106336135
XP_013630326.1	XM_013774872.1	LOC106336135
XP_013624009.1	XM_013768555.1	LOC106329969
XP_013622464.1	XM_013767010.1	LOC106328546
XP_013622463.1	XM_013767009.1	LOC106328546
XP_013625964.1	XM_013770510.1	LOC106332053
XP_013628909.1	XM_013773455.1	LOC106335038
XP_013628911.1	XM_013773457.1	LOC106335040
XP_013628912.1	XM_013773458.1	LOC106335041
XP_013628908.1	XM_013773454.1	LOC106335037
XP_013628910.1	XM_013773456.1	LOC106335039
XP_013627673.1	XM_013772219.1	LOC106333819
XP_013622815.1	XM_013767361.1	LOC106328836
XP_013622816.1	XM_013767362.1	LOC106328837
XP_013625273.1	XM_013769819.1	LOC106331459
XP_013625261.1	XM_013769807.1	LOC106331450
XP_013624010.1	XM_013768556.1	LOC106329972
XP_013625653.1	XM_013770199.1	LOC106331786
XP_013625652.1	XM_013770198.1	LOC106331786
XP_013626083.1	XM_013770629.1	LOC106332162
XP_013626082.1	XM_013770628.1	LOC106332162
XP_013626084.1	XM_013770630.1	LOC106332163
XP_013626080.1	XM_013770626.1	LOC106332161
XP_013626081.1	XM_013770627.1	LOC106332161
XP_013626085.1	XM_013770631.1	LOC106332164
XP_013627208.1	XM_013771754.1	LOC106333291
XP_013625902.1	XM_013770448.1	LOC106332000
XP_013627519.1	XM_013772065.1	LOC106333643
XP_013625395.1	XM_013769941.1	LOC106331561
XP_013626358.1	XM_013770904.1	LOC106332446
XP_013626359.1	XM_013770905.1	LOC106332446
XP_013630510.1	XM_013775056.1	LOC106336271
XP_013627004.1	XM_013771550.1	LOC106333064
XP_013626363.1	XM_013770909.1	LOC106332451
XP_013629463.1	XM_013774009.1	LOC106335477
XP_013621759.1	XM_013766305.1	LOC106327971
XP_013624012.1	XM_013768558.1	LOC106329974
XP_013626447.1	XM_013770993.1	LOC106332527
XP_013627413.1	XM_013771959.1	LOC106333522
XP_013627412.1	XM_013771958.1	LOC106333522
XP_013622629.1	XM_013767175.1	LOC106328685
XP_013629012.1	XM_013773558.1	LOC106335125
XP_013629010.1	XM_013773556.1	LOC106335124
XP_013629009.1	XM_013773555.1	LOC106335124
XP_013629011.1	XM_013773557.1	LOC106335124
XP_013625202.1	XM_013769748.1	LOC106331401
XP_013624013.1	XM_013768559.1	LOC106329977
XP_013621961.1	XM_013766507.1	LOC106328133
XP_013621962.1	XM_013766508.1	LOC106328133
XP_013621963.1	XM_013766509.1	LOC106328134
XP_013626099.1	XM_013770645.1	LOC106332174
XP_013624014.1	XM_013768560.1	LOC106329979
XP_013627903.1	XM_013772449.1	LOC106334105
XP_013626691.1	XM_013771237.1	LOC106332745
XP_013623371.1	XM_013767917.1	LOC106329281
XP_013624015.1	XM_013768561.1	LOC106329980
XP_013625803.1	XM_013770349.1	LOC106331913
XP_013628031.1	XM_013772577.1	LOC106334273
XP_013627247.1	XM_013771793.1	LOC106333336
XP_013623008.1	XM_013767554.1	LOC106328995
XP_013627631.1	XM_013772177.1	LOC106333765
XP_013627630.1	XM_013772176.1	LOC106333765
XP_013627501.1	XM_013772047.1	LOC106333623
XP_013627250.1	XM_013771796.1	LOC106333340
XP_013629973.1	XM_013774519.1	LOC106335865
XP_013622329.1	XM_013766875.1	LOC106328435
XP_013624016.1	XM_013768562.1	LOC106329983
XP_013623399.1	XM_013767945.1	LOC106329307
XP_013623400.1	XM_013767946.1	LOC106329307
XP_013623403.1	XM_013767949.1	LOC106329307
XP_013623401.1	XM_013767947.1	LOC106329307
XP_013623402.1	XM_013767948.1	LOC106329307
XP_013624017.1	XM_013768563.1	LOC106329984
XP_013629086.1	XM_013773632.1	LOC106335183
XP_013627492.1	XM_013772038.1	LOC106333614
XP_013624018.1	XM_013768564.1	LOC106329985
XP_013628672.1	XM_013773218.1	LOC106334841
XP_013628673.1	XM_013773219.1	LOC106334842
XP_013628674.1	XM_013773220.1	LOC106334842
XP_013628671.1	XM_013773217.1	LOC106334839
XP_013628670.1	XM_013773216.1	LOC106334839
XP_013622604.1	XM_013767150.1	LOC106328665
XP_013622605.1	XM_013767151.1	LOC106328665
XP_013622298.1	XM_013766844.1	LOC106328409
XP_013622297.1	XM_013766843.1	LOC106328408
XP_013625761.1	XM_013770307.1	LOC106331875
XP_013625903.1	XM_013770449.1	LOC106332001
XP_013622265.1	XM_013766811.1	LOC106328378
XP_013622417.1	XM_013766963.1	LOC106328510
XP_013629637.1	XM_013774183.1	LOC106335610
XP_013629638.1	XM_013774184.1	LOC106335611
XP_013625207.1	XM_013769753.1	LOC106331406
XP_013629016.1	XM_013773562.1	LOC106335128
XP_013629014.1	XM_013773560.1	LOC106335127
XP_013629015.1	XM_013773561.1	LOC106335127
XP_013626976.1	XM_013771522.1	LOC106333039
XP_013629680.1	XM_013774226.1	LOC106335647
XP_013629681.1	XM_013774227.1	LOC106335648
XP_013629683.1	XM_013774229.1	LOC106335649
XP_013625214.1	XM_013769760.1	LOC106331412
XP_013625213.1	XM_013769759.1	LOC106331412
XP_013627263.1	XM_013771809.1	LOC106333354
XP_013627262.1	XM_013771808.1	LOC106333354
XP_013627089.1	XM_013771635.1	LOC106333159
XP_013626167.1	XM_013770713.1	LOC106332237
XP_013622776.1	XM_013767322.1	LOC106328804
XP_013622777.1	XM_013767323.1	LOC106328804
XP_013622240.1	XM_013766786.1	LOC106328353
XP_013629642.1	XM_013774188.1	LOC106335616
XP_013629643.1	XM_013774189.1	LOC106335617
XP_013621835.1	XM_013766381.1	LOC106328027
XP_013621834.1	XM_013766380.1	LOC106328027
XP_013621833.1	XM_013766379.1	LOC106328027
XP_013621837.1	XM_013766383.1	LOC106328027
XP_013621836.1	XM_013766382.1	LOC106328027
XP_013626190.1	XM_013770736.1	LOC106332260
XP_013630174.1	XM_013774720.1	LOC106336013
XP_013630593.1	XM_013775139.1	LOC106336335
XP_013623249.1	XM_013767795.1	LOC106329181
XP_013622088.1	XM_013766634.1	LOC106328233
XP_013622089.1	XM_013766635.1	LOC106328233
XP_013625222.1	XM_013769768.1	LOC106331418
XP_013625223.1	XM_013769769.1	LOC106331418
XP_013626811.1	XM_013771357.1	LOC106332861
XP_013626812.1	XM_013771358.1	LOC106332861
XP_013626810.1	XM_013771356.1	LOC106332861
XP_013626159.1	XM_013770705.1	LOC106332230
XP_013622909.1	XM_013767455.1	LOC106328913
XP_013624019.1	XM_013768565.1	LOC106329988
XP_013622579.1	XM_013767125.1	LOC106328643
XP_013622578.1	XM_013767124.1	LOC106328642
XP_013622502.1	XM_013767048.1	LOC106328573
XP_013627905.1	XM_013772451.1	LOC106334107
XP_013625773.1	XM_013770319.1	LOC106331885
XP_013626783.1	XM_013771329.1	LOC106332841
XP_013626782.1	XM_013771328.1	LOC106332841
XP_013623273.1	XM_013767819.1	LOC106329210
XP_013625541.1	XM_013770087.1	LOC106331685
XP_013624020.1	XM_013768566.1	LOC106329989
XP_013622746.1	XM_013767292.1	LOC106328783
XP_013624021.1	XM_013768567.1	LOC106329990
XP_013626289.1	XM_013770835.1	LOC106332367
XP_013624022.1	XM_013768568.1	LOC106329991
XP_013626343.1	XM_013770889.1	LOC106332432
XP_013626344.1	XM_013770890.1	LOC106332432
XP_013622058.1	XM_013766604.1	LOC106328209
XP_013627119.1	XM_013771665.1	LOC106333187
XP_013626350.1	XM_013770896.1	LOC106332438
XP_013622443.1	XM_013766989.1	LOC106328530
XP_013622444.1	XM_013766990.1	LOC106328530
XP_013628297.1	XM_013772843.1	LOC106334545
XP_013628298.1	XM_013772844.1	LOC106334545
XP_013628299.1	XM_013772845.1	LOC106334546
XP_013628300.1	XM_013772846.1	LOC106334546
XP_013630559.1	XM_013775105.1	LOC106336314
XP_013622671.1	XM_013767217.1	LOC106328721
XP_013622672.1	XM_013767218.1	LOC106328722
XP_013622673.1	XM_013767219.1	LOC106328723
XP_013624023.1	XM_013768569.1	LOC106329992
XP_013629417.1	XM_013773963.1	LOC106335442
XP_013629418.1	XM_013773964.1	LOC106335442
XP_013626065.1	XM_013770611.1	LOC106332140
XP_013624024.1	XM_013768570.1	LOC106329993
XP_013630434.1	XM_013774980.1	LOC106336219
XP_013624025.1	XM_013768571.1	LOC106329994
XP_013624026.1	XM_013768572.1	LOC106329995
XP_013625466.1	XM_013770012.1	LOC106331622
XP_013627274.1	XM_013771820.1	LOC106333365
XP_013623342.1	XM_013767888.1	LOC106329261
XP_013629888.1	XM_013774434.1	LOC106335816
XP_013622446.1	XM_013766992.1	LOC106328532
XP_013622447.1	XM_013766993.1	LOC106328532
XP_013622448.1	XM_013766994.1	LOC106328533
XP_013625942.1	XM_013770488.1	LOC106332033
XP_013626775.1	XM_013771321.1	LOC106332832
XP_013626848.1	XM_013771394.1	LOC106332904
XP_013627832.1	XM_013772378.1	LOC106334007
XP_013627366.1	XM_013771912.1	LOC106333469
XP_013624027.1	XM_013768573.1	LOC106329996
XP_013627542.1	XM_013772088.1	LOC106333673
XP_013626235.1	XM_013770781.1	LOC106332311
XP_013626234.1	XM_013770780.1	LOC106332311
XP_013625896.1	XM_013770442.1	LOC106331996
XP_013626160.1	XM_013770706.1	LOC106332231
XP_013626161.1	XM_013770707.1	LOC106332231
XP_013626956.1	XM_013771502.1	LOC106333018
XP_013625490.1	XM_013770036.1	LOC106331643
XP_013625491.1	XM_013770037.1	LOC106331643
XP_013624028.1	XM_013768574.1	LOC106329997
XP_013626254.1	XM_013770800.1	LOC106332334
XP_013630454.1	XM_013775000.1	LOC106336231
XP_013626245.1	XM_013770791.1	LOC106332324
XP_013627757.1	XM_013772303.1	LOC106333919
XP_013629559.1	XM_013774105.1	LOC106335554
XP_013629560.1	XM_013774106.1	LOC106335554
XP_013629558.1	XM_013774104.1	LOC106335554
XP_013622343.1	XM_013766889.1	LOC106328446
XP_013624029.1	XM_013768575.1	LOC106329998
XP_013623675.1	XM_013768221.1	LOC106329536
XP_013626095.1	XM_013770641.1	LOC106332170
XP_013626017.1	XM_013770563.1	LOC106332091
XP_013621756.1	XM_013766302.1	LOC106327968
XP_013621755.1	XM_013766301.1	LOC106327968
XP_013625108.1	XM_013769654.1	LOC106331328
XP_013625106.1	XM_013769652.1	LOC106331328
XP_013625105.1	XM_013769651.1	LOC106331328
XP_013625109.1	XM_013769655.1	LOC106331328
XP_013621842.1	XM_013766388.1	LOC106328032
XP_013621781.1	XM_013766327.1	LOC106327987
XP_013621782.1	XM_013766328.1	LOC106327987
XP_013621783.1	XM_013766329.1	LOC106327989
XP_013623716.1	XM_013768262.1	LOC106329570
XP_013623717.1	XM_013768263.1	LOC106329570
XP_013624030.1	XM_013768576.1	LOC106330000
XP_013622998.1	XM_013767544.1	LOC106328987
XP_013625881.1	XM_013770427.1	LOC106331986
XP_013625880.1	XM_013770426.1	LOC106331986
XP_013625879.1	XM_013770425.1	LOC106331986
XP_013626288.1	XM_013770834.1	LOC106332366
XP_013626313.1	XM_013770859.1	LOC106332392
XP_013626014.1	XM_013770560.1	LOC106332088
XP_013630389.1	XM_013774935.1	LOC106336184
XP_013623678.1	XM_013768224.1	LOC106329540
XP_013622609.1	XM_013767155.1	LOC106328667
XP_013625121.1	XM_013769667.1	LOC106331337
XP_013629506.1	XM_013774052.1	LOC106335512
XP_013626120.1	XM_013770666.1	LOC106332189
XP_013626268.1	XM_013770814.1	LOC106332344
XP_013626267.1	XM_013770813.1	LOC106332344
XP_013622351.1	XM_013766897.1	LOC106328454
XP_013628188.1	XM_013772734.1	LOC106334451
XP_013622422.1	XM_013766968.1	LOC106328515
XP_013621845.1	XM_013766391.1	LOC106328034
XP_013621860.1	XM_013766406.1	LOC106328051
XP_013627282.1	XM_013771828.1	LOC106333374
XP_013622640.1	XM_013767186.1	LOC106328697
XP_013630295.1	XM_013774841.1	LOC106336115
XP_013626817.1	XM_013771363.1	LOC106332867
XP_013628611.1	XM_013773157.1	LOC106334793
XP_013628609.1	XM_013773155.1	LOC106334793
XP_013628610.1	XM_013773156.1	LOC106334793
XP_013628612.1	XM_013773158.1	LOC106334793
XP_013628613.1	XM_013773159.1	LOC106334793
XP_013627244.1	XM_013771790.1	LOC106333332
XP_013628510.1	XM_013773056.1	LOC106334718
XP_013624031.1	XM_013768577.1	LOC106330003
XP_013630289.1	XM_013774835.1	LOC106336109
XP_013630290.1	XM_013774836.1	LOC106336110
XP_013621933.1	XM_013766479.1	LOC106328108
XP_013625858.1	XM_013770404.1	LOC106331965
XP_013621928.1	XM_013766474.1	LOC106328106
XP_013629994.1	XM_013774540.1	LOC106335882
XP_013629995.1	XM_013774541.1	LOC106335882
XP_013621976.1	XM_013766522.1	LOC106328144
XP_013626233.1	XM_013770779.1	LOC106332310
XP_013622252.1	XM_013766798.1	LOC106328366
XP_013622177.1	XM_013766723.1	LOC106328303
XP_013622175.1	XM_013766721.1	LOC106328303
XP_013622176.1	XM_013766722.1	LOC106328303
XP_013622178.1	XM_013766724.1	LOC106328303
XP_013630248.1	XM_013774794.1	LOC106336073
XP_013630249.1	XM_013774795.1	LOC106336073
XP_013630246.1	XM_013774792.1	LOC106336073
XP_013630247.1	XM_013774793.1	LOC106336073
XP_013624033.1	XM_013768579.1	LOC106330007
XP_013626608.1	XM_013771154.1	LOC106332679
XP_013624034.1	XM_013768580.1	LOC106330009
XP_013623545.1	XM_013768091.1	LOC106329435
XP_013623544.1	XM_013768090.1	LOC106329435
XP_013623542.1	XM_013768088.1	LOC106329435
XP_013623599.1	XM_013768145.1	LOC106329486
XP_013623600.1	XM_013768146.1	LOC106329486
XP_013623601.1	XM_013768147.1	LOC106329486
XP_013623596.1	XM_013768142.1	LOC106329484
XP_013623597.1	XM_013768143.1	LOC106329484
XP_013623598.1	XM_013768144.1	LOC106329484
XP_013630717.1	XM_013775263.1	LOC106336429
XP_013624035.1	XM_013768581.1	LOC106330010
XP_013622912.1	XM_013767458.1	LOC106328916
XP_013630475.1	XM_013775021.1	LOC106336249
XP_013630474.1	XM_013775020.1	LOC106336248
XP_013621753.1	XM_013766299.1	LOC106327964
XP_013621752.1	XM_013766298.1	LOC106327964
XP_013622229.1	XM_013766775.1	LOC106328346
XP_013622916.1	XM_013767462.1	LOC106328921
XP_013627462.1	XM_013772008.1	LOC106333573
XP_013626757.1	XM_013771303.1	LOC106332811
XP_013628289.1	XM_013772835.1	LOC106334539
XP_013628290.1	XM_013772836.1	LOC106334539
XP_013628286.1	XM_013772832.1	LOC106334537
XP_013628287.1	XM_013772833.1	LOC106334537
XP_013628285.1	XM_013772831.1	LOC106334537
XP_013628288.1	XM_013772834.1	LOC106334537
XP_013623218.1	XM_013767764.1	LOC106329157
XP_013628997.1	XM_013773543.1	LOC106335113
XP_013628050.1	XM_013772596.1	LOC106334287
XP_013622598.1	XM_013767144.1	LOC106328658
XP_013629492.1	XM_013774038.1	LOC106335501
XP_013629491.1	XM_013774037.1	LOC106335501
XP_013624036.1	XM_013768582.1	LOC106330011
XP_013629743.1	XM_013774289.1	LOC106335700
XP_013621711.1	XM_013766257.1	LOC106327935
XP_013626704.1	XM_013771250.1	LOC106332751
XP_013625381.1	XM_013769927.1	LOC106331546
XP_013624037.1	XM_013768583.1	LOC106330013
XP_013627474.1	XM_013772020.1	LOC106333591
XP_013626747.1	XM_013771293.1	LOC106332801
XP_013626273.1	XM_013770819.1	LOC106332349
XP_013626968.1	XM_013771514.1	LOC106333027
XP_013627675.1	XM_013772221.1	LOC106333820
XP_013621816.1	XM_013766362.1	LOC106328015
XP_013626070.1	XM_013770616.1	LOC106332148
XP_013624038.1	XM_013768584.1	LOC106330014
XP_013624039.1	XM_013768585.1	LOC106330015
XP_013625174.1	XM_013769720.1	LOC106331380
XP_013625173.1	XM_013769719.1	LOC106331380
XP_013625175.1	XM_013769721.1	LOC106331380
XP_013625176.1	XM_013769722.1	LOC106331380
XP_013628350.1	XM_013772896.1	LOC106334591
XP_013628351.1	XM_013772897.1	LOC106334592
XP_013628352.1	XM_013772898.1	LOC106334593
XP_013628353.1	XM_013772899.1	LOC106334594
XP_013622924.1	XM_013767470.1	LOC106328926
XP_013621831.1	XM_013766377.1	LOC106328026
XP_013622752.1	XM_013767298.1	LOC106328787
XP_013622411.1	XM_013766957.1	LOC106328503
XP_013628438.1	XM_013772984.1	LOC106334664
XP_013628440.1	XM_013772986.1	LOC106334666
XP_013628439.1	XM_013772985.1	LOC106334665
XP_013628441.1	XM_013772987.1	LOC106334667
XP_013627372.1	XM_013771918.1	LOC106333477
XP_013626636.1	XM_013771182.1	LOC106332708
XP_013627151.1	XM_013771697.1	LOC106333229
XP_013627152.1	XM_013771698.1	LOC106333229
XP_013626366.1	XM_013770912.1	LOC106332455
XP_013626367.1	XM_013770913.1	LOC106332455
XP_013624040.1	XM_013768586.1	LOC106330017
XP_013627716.1	XM_013772262.1	LOC106333873
XP_013627279.1	XM_013771825.1	LOC106333370
XP_013627320.1	XM_013771866.1	LOC106333424
XP_013625444.1	XM_013769990.1	LOC106331600
XP_013622036.1	XM_013766582.1	LOC106328192
XP_013630130.1	XM_013774676.1	LOC106335979
XP_013630527.1	XM_013775073.1	LOC106336284
XP_013625390.1	XM_013769936.1	LOC106331557
XP_013626561.1	XM_013771107.1	LOC106332625
XP_013623272.1	XM_013767818.1	LOC106329208
XP_013623271.1	XM_013767817.1	LOC106329208
XP_013630108.1	XM_013774654.1	LOC106335956
XP_013630107.1	XM_013774653.1	LOC106335956
XP_013627611.1	XM_013772157.1	LOC106333742
XP_013623697.1	XM_013768243.1	LOC106329557
XP_013626074.1	XM_013770620.1	LOC106332152
XP_013626164.1	XM_013770710.1	LOC106332234
XP_013629222.1	XM_013773768.1	LOC106335288
XP_013623231.1	XM_013767777.1	LOC106329166
XP_013622028.1	XM_013766574.1	LOC106328188
XP_013622029.1	XM_013766575.1	LOC106328188
XP_013629860.1	XM_013774406.1	LOC106335790
XP_013629859.1	XM_013774405.1	LOC106335790
XP_013624041.1	XM_013768587.1	LOC106330019
XP_013624042.1	XM_013768588.1	LOC106330020
XP_013624043.1	XM_013768589.1	LOC106330022
XP_013624044.1	XM_013768590.1	LOC106330023
XP_013624045.1	XM_013768591.1	LOC106330024
XP_013626152.1	XM_013770698.1	LOC106332221
XP_013626153.1	XM_013770699.1	LOC106332221
XP_013625430.1	XM_013769976.1	LOC106331589
XP_013630137.1	XM_013774683.1	LOC106335985
XP_013630138.1	XM_013774684.1	LOC106335985
XP_013630139.1	XM_013774685.1	LOC106335985
XP_013627956.1	XM_013772502.1	LOC106334175
XP_013621802.1	XM_013766348.1	LOC106328000
XP_013630292.1	XM_013774838.1	LOC106336112
XP_013627597.1	XM_013772143.1	LOC106333723
XP_013623251.1	XM_013767797.1	LOC106329183
XP_013629868.1	XM_013774414.1	LOC106335798
XP_013624047.1	XM_013768593.1	LOC106330025
XP_013624048.1	XM_013768594.1	LOC106330026
XP_013630814.1	XM_013775360.1	LOC106336515
