protein	mRNA	gene
XP_024015187.1	XM_024159419.1	LOC18024129
XP_006407138.1	XM_006407075.2	LOC18024129
XP_024015401.1	XM_024159633.1	LOC18024131
XP_024015402.1	XM_024159634.1	LOC18024131
XP_024015399.1	XM_024159631.1	LOC18024131
XP_006407140.2	XM_006407077.2	LOC18024131
XP_024015400.1	XM_024159632.1	LOC18024131
XP_006407141.1	XM_006407078.2	LOC18024132
XP_006407142.1	XM_006407079.2	LOC18024133
XP_006407144.1	XM_006407081.2	LOC18024134
XP_024015355.1	XM_024159587.1	LOC112088972
XP_006407145.1	XM_006407082.2	LOC18024135
XP_006407146.1	XM_006407083.2	LOC18024136
XP_006407147.1	XM_006407084.2	LOC18024137
XP_006407148.1	XM_006407085.2	LOC18024138
XP_024015180.1	XM_024159412.1	LOC18024139
XP_006407150.1	XM_006407087.2	LOC18024140
XP_006407151.1	XM_006407088.2	LOC18024141
XP_024015566.1	XM_024159798.1	LOC18024141
XP_006407152.1	XM_006407089.2	LOC18024142
XP_006407153.1	XM_006407090.2	LOC18024143
XP_006407154.1	XM_006407091.2	LOC18024144
XP_024015465.1	XM_024159697.1	LOC18024144
XP_006407155.2	XM_006407092.2	LOC18024145
XP_006407157.1	XM_006407094.2	LOC18024146
XP_006407156.1	XM_006407093.2	LOC18024146
XP_006407158.1	XM_006407095.2	LOC18024147
XP_006407159.1	XM_006407096.2	LOC18024502
XP_024015105.1	XM_024159337.1	LOC18024504
XP_024015104.1	XM_024159336.1	LOC18024505
XP_006407162.2	XM_006407099.2	LOC18024505
XP_006407165.1	XM_006407102.2	LOC18024506
XP_024015160.1	XM_024159392.1	LOC18024506
XP_024015655.1	XM_024159887.1	LOC18024507
XP_024015490.1	XM_024159722.1	LOC18024508
XP_024015491.1	XM_024159723.1	LOC18024508
XP_006407168.1	XM_006407105.1	LOC18024508
XP_006407169.1	XM_006407106.2	LOC18024509
XP_006407170.1	XM_006407107.2	LOC18024510
XP_006407171.2	XM_006407108.2	LOC18024511
XP_006407172.1	XM_006407109.2	LOC18024512
XP_006407174.1	XM_006407111.2	LOC18024514
XP_006407175.2	XM_006407112.2	LOC18024515
XP_006407176.1	XM_006407113.2	LOC18024516
XP_006407177.1	XM_006407114.2	LOC18024517
XP_006407179.1	XM_006407116.2	LOC18024519
XP_006407180.1	XM_006407117.2	LOC18024520
XP_024014873.1	XM_024159105.1	LOC18024520
XP_006407181.1	XM_006407118.2	LOC18024520
XP_006407182.1	XM_006407119.2	LOC18024521
XP_006407183.1	XM_006407120.2	LOC18025279
XP_024015393.1	XM_024159625.1	LOC18025279
XP_024015392.1	XM_024159624.1	LOC18025279
XP_006407184.1	XM_006407121.2	LOC18025279
XP_006407185.1	XM_006407122.2	LOC18025280
XP_006407186.1	XM_006407123.2	LOC18025281
XP_024014889.1	XM_024159121.1	LOC18025281
XP_006407187.1	XM_006407124.2	LOC18025282
XP_006407188.1	XM_006407125.2	LOC18025283
XP_006407189.1	XM_006407126.2	LOC18025284
XP_006407190.1	XM_006407127.2	LOC18025285
XP_006407191.1	XM_006407128.2	LOC18025286
XP_024015106.1	XM_024159338.1	LOC18025287
XP_006407193.1	XM_006407130.2	LOC18025288
XP_006407194.1	XM_006407131.2	LOC18025289
XP_006407195.1	XM_006407132.2	LOC18025290
XP_006407196.1	XM_006407133.2	LOC18025291
XP_006407197.1	XM_006407134.2	LOC18025292
XP_006407199.1	XM_006407136.2	LOC18025292
XP_006407198.1	XM_006407135.2	LOC18025292
XP_024015476.1	XM_024159708.1	LOC18025293
XP_006407201.1	XM_006407138.2	LOC18025294
XP_006407202.2	XM_006407139.2	LOC18025295
XP_024015449.1	XM_024159681.1	LOC112088984
XP_006407208.1	XM_006407145.2	LOC18025299
XP_006407209.2	XM_006407146.2	LOC18025000
XP_006407210.1	XM_006407147.2	LOC18025001
XP_024015042.1	XM_024159274.1	LOC18025002
XP_006407212.1	XM_006407149.2	LOC18025003
XP_024014851.1	XM_024159083.1	LOC18025004
XP_006407215.1	XM_006407152.2	LOC18025005
XP_006407216.1	XM_006407153.1	LOC18025006
XP_024014920.1	XM_024159152.1	LOC18025007
XP_024014919.1	XM_024159151.1	LOC18025007
XP_006407218.1	XM_006407155.2	LOC18025007
XP_006407219.1	XM_006407156.2	LOC18025008
XP_024014921.1	XM_024159153.1	LOC112088847
XP_024015258.1	XM_024159490.1	LOC112088934
XP_006407221.1	XM_006407158.1	LOC18025010
XP_024014918.1	XM_024159150.1	LOC18025012
XP_024015692.1	XM_024159924.1	LOC18025013
XP_006407226.1	XM_006407163.2	LOC18025014
XP_006407227.1	XM_006407164.2	LOC18025015
XP_006407228.1	XM_006407165.2	LOC18025016
XP_006407229.1	XM_006407166.2	LOC18025017
XP_006407230.1	XM_006407167.2	LOC18025018
XP_006407231.1	XM_006407168.2	LOC18025019
XP_006407232.1	XM_006407169.2	LOC18025019
XP_006407233.1	XM_006407170.2	LOC18025020
XP_006407234.1	XM_006407171.2	LOC18025368
XP_024015525.1	XM_024159757.1	LOC18025368
XP_006407236.1	XM_006407173.2	LOC18025369
XP_024015405.1	XM_024159637.1	LOC18025369
XP_006407237.1	XM_006407174.2	LOC18025370
XP_024015753.1	XM_024159985.1	LOC18025371
XP_024015754.1	XM_024159986.1	LOC18025371
XP_006407238.1	XM_006407175.2	LOC18025371
XP_006407239.1	XM_006407176.2	LOC18025371
XP_006407240.1	XM_006407177.2	LOC18025372
XP_006407241.2	XM_006407178.2	LOC18025373
XP_006407243.1	XM_006407180.2	LOC18025374
XP_006407242.1	XM_006407179.2	LOC18025374
XP_006407244.1	XM_006407181.2	LOC18025375
XP_006407245.1	XM_006407182.1	LOC18025376
XP_006407246.1	XM_006407183.2	LOC18025377
XP_024015032.1	XM_024159264.1	LOC18025378
XP_024015033.1	XM_024159265.1	LOC18025378
XP_024015031.1	XM_024159263.1	LOC18025378
XP_006407248.1	XM_006407185.2	LOC18025379
XP_006407249.1	XM_006407186.2	LOC18025380
XP_006407250.1	XM_006407187.2	LOC18025381
XP_006407251.1	XM_006407188.2	LOC18025382
XP_024015403.1	XM_024159635.1	LOC18025383
XP_024015404.1	XM_024159636.1	LOC18025383
XP_006407252.1	XM_006407189.2	LOC18025383
XP_006407253.1	XM_006407190.2	LOC18025384
XP_006407254.1	XM_006407191.2	LOC18025173
XP_006407255.1	XM_006407192.2	LOC18025174
XP_006407256.1	XM_006407193.2	LOC18025175
XP_006407257.1	XM_006407194.2	LOC18025176
XP_024015805.1	XM_024160037.1	LOC18025177
XP_006407259.1	XM_006407196.2	LOC18025178
XP_006407260.1	XM_006407197.2	LOC18025179
XP_006407261.1	XM_006407198.2	LOC18025180
XP_006407262.1	XM_006407199.2	LOC18025181
XP_006407263.1	XM_006407200.2	LOC18025182
XP_024015259.1	XM_024159491.1	LOC112088935
XP_006407264.1	XM_006407201.2	LOC18025183
XP_006407265.1	XM_006407202.2	LOC18025184
XP_006407266.1	XM_006407203.2	LOC18025185
XP_024015122.1	XM_024159354.1	LOC18025186
XP_024015123.1	XM_024159355.1	LOC18025186
XP_006407268.1	XM_006407205.2	LOC18025186
XP_006407269.1	XM_006407206.2	LOC18025186
XP_006407270.1	XM_006407207.2	LOC18025187
XP_006407271.1	XM_006407208.2	LOC18025188
XP_024015319.1	XM_024159551.1	LOC18025188
XP_006407272.1	XM_006407209.2	LOC18025188
XP_024015530.1	XM_024159762.1	LOC112088989
XP_024015260.1	XM_024159492.1	LOC112088936
XP_006407273.1	XM_006407210.2	LOC18025189
XP_006407274.1	XM_006407211.2	LOC18025190
XP_024015688.1	XM_024159920.1	LOC18025190
XP_024015687.1	XM_024159919.1	LOC18025190
XP_006407275.1	XM_006407212.2	LOC18025191
XP_006407276.1	XM_006407213.2	LOC18025067
XP_024015488.1	XM_024159720.1	LOC18025068
XP_006407278.1	XM_006407215.2	LOC18025069
XP_006407279.1	XM_006407216.2	LOC18025070
XP_006407280.2	XM_006407217.2	LOC18025071
XP_024015182.1	XM_024159414.1	LOC18025071
XP_024015181.1	XM_024159413.1	LOC18025071
XP_006407281.1	XM_006407218.2	LOC18025072
XP_006407282.1	XM_006407219.2	LOC18025073
XP_006407283.1	XM_006407220.2	LOC18025074
XP_024015725.1	XM_024159957.1	LOC18025075
XP_024015721.1	XM_024159953.1	LOC18025076
XP_024015720.1	XM_024159952.1	LOC18025076
XP_006407286.1	XM_006407223.2	LOC18025077
XP_006407287.1	XM_006407224.2	LOC18025078
XP_006407288.1	XM_006407225.2	LOC18025079
XP_006407289.1	XM_006407226.2	LOC18025080
XP_006407290.1	XM_006407227.2	LOC18025081
XP_024015773.1	XM_024160005.1	LOC18025082
XP_006407291.1	XM_006407228.2	LOC18025082
XP_006407293.1	XM_006407230.2	LOC18025083
XP_006407295.1	XM_006407232.2	LOC18025084
XP_006407294.1	XM_006407231.1	LOC18025086
XP_006407296.1	XM_006407233.2	LOC18025085
XP_006407297.1	XM_006407234.2	LOC18025087
XP_006407300.1	XM_006407237.2	LOC18025088
XP_006407299.1	XM_006407236.2	LOC18025090
XP_006407301.1	XM_006407238.2	LOC18025089
XP_006407302.1	XM_006407239.2	LOC18025091
XP_006407303.1	XM_006407240.2	LOC18024817
XP_006407304.1	XM_006407241.2	LOC18024818
XP_006407305.1	XM_006407242.2	LOC18024819
XP_006407306.1	XM_006407243.2	LOC18024820
XP_024015631.1	XM_024159863.1	LOC18024821
XP_006407309.1	XM_006407246.2	LOC18024821
XP_024015158.1	XM_024159390.1	LOC18024822
XP_024015159.1	XM_024159391.1	LOC18024822
XP_006407310.1	XM_006407247.2	LOC18024822
XP_006407311.1	XM_006407248.2	LOC18024823
XP_006407312.1	XM_006407249.2	LOC18024824
XP_006407313.1	XM_006407250.2	LOC18024825
XP_006407314.1	XM_006407251.2	LOC18024826
XP_024015594.1	XM_024159826.1	LOC18024826
XP_006407315.1	XM_006407252.2	LOC18024827
XP_006407316.1	XM_006407253.2	LOC18024828
XP_006407317.1	XM_006407254.2	LOC18024829
XP_006407318.2	XM_006407255.2	LOC18024830
XP_006407319.1	XM_006407256.2	LOC18024831
XP_006407320.1	XM_006407257.2	LOC18024832
XP_024015223.1	XM_024159455.1	LOC18024833
XP_006407321.1	XM_006407258.2	LOC18024833
XP_024015224.1	XM_024159456.1	LOC18024833
XP_024014820.1	XM_024159052.1	LOC18024834
XP_024014819.1	XM_024159051.1	LOC18024834
XP_006407322.1	XM_006407259.2	LOC18024834
XP_024014818.1	XM_024159050.1	LOC18024834
XP_024014821.1	XM_024159053.1	LOC18024834
XP_006407324.2	XM_006407261.2	LOC18024836
XP_006407325.1	XM_006407262.2	LOC18024837
XP_024015531.1	XM_024159763.1	LOC18024837
XP_006407327.1	XM_006407264.2	LOC18024838
XP_006407326.1	XM_006407263.2	LOC18025258
XP_006407328.1	XM_006407265.2	LOC18025257
XP_006407331.1	XM_006407268.2	LOC18025260
XP_006407330.1	XM_006407267.2	LOC18025262
XP_006407332.1	XM_006407269.2	LOC18025261
XP_006407333.2	XM_006407270.2	LOC18025263
XP_024015477.1	XM_024159709.1	LOC18025264
XP_006407335.1	XM_006407272.2	LOC18025265
XP_006407336.1	XM_006407273.2	LOC18025266
XP_006407337.1	XM_006407274.2	LOC18025267
XP_024015723.1	XM_024159955.1	LOC18025267
XP_024015724.1	XM_024159956.1	LOC18025267
XP_006407338.1	XM_006407275.2	LOC18025268
XP_006407339.1	XM_006407276.2	LOC18025269
XP_006407340.1	XM_006407277.2	LOC18025270
XP_006407341.1	XM_006407278.2	LOC18025271
XP_006407342.1	XM_006407279.2	LOC18025271
XP_006407345.1	XM_006407282.2	LOC18025272
XP_024015382.1	XM_024159614.1	LOC18025272
XP_006407344.1	XM_006407281.2	LOC18025272
XP_024015383.1	XM_024159615.1	LOC18025272
XP_006407346.1	XM_006407283.2	LOC18025273
XP_006407348.1	XM_006407285.2	LOC18025274
XP_006407347.1	XM_006407284.2	LOC18025274
XP_024014891.1	XM_024159123.1	LOC18025274
XP_024015261.1	XM_024159493.1	LOC112088938
XP_006407349.2	XM_006407286.2	LOC18025275
XP_006407350.1	XM_006407287.2	LOC18025276
XP_024014893.1	XM_024159125.1	LOC18025277
XP_024014895.1	XM_024159127.1	LOC18025277
XP_024014894.1	XM_024159126.1	LOC18025277
XP_006407354.1	XM_006407291.1	LOC18025278
XP_024014892.1	XM_024159124.1	LOC18025278
XP_006407353.1	XM_006407290.2	LOC18025193
XP_006407356.1	XM_006407293.2	LOC18025192
XP_006407357.1	XM_006407294.2	LOC18025194
XP_006407358.1	XM_006407295.2	LOC18025195
XP_006407359.1	XM_006407296.2	LOC18025196
XP_006407360.1	XM_006407297.2	LOC18025197
XP_006407361.1	XM_006407298.2	LOC18025198
XP_024015211.1	XM_024159443.1	LOC18025199
XP_006407362.1	XM_006407299.2	LOC18025199
XP_024015210.1	XM_024159442.1	LOC18025199
XP_006407365.1	XM_006407302.2	LOC18025201
XP_006407366.1	XM_006407303.2	LOC18025202
XP_006407369.1	XM_006407306.2	LOC18025203
XP_006407370.1	XM_006407307.2	LOC18025203
XP_006407371.1	XM_006407308.2	LOC18025204
XP_006407373.1	XM_006407310.2	LOC18025205
XP_024015176.1	XM_024159408.1	LOC18025205
XP_006407372.1	XM_006407309.2	LOC18025207
XP_024015709.1	XM_024159941.1	LOC18025206
XP_024015708.1	XM_024159940.1	LOC18025206
XP_006407374.1	XM_006407311.2	LOC18025206
XP_006407376.1	XM_006407313.2	LOC18025208
XP_006407377.1	XM_006407314.2	LOC18025308
XP_006407378.1	XM_006407315.2	LOC18025309
XP_024014861.1	XM_024159093.1	LOC18025309
XP_006407379.1	XM_006407316.2	LOC18025312
XP_006407380.1	XM_006407317.2	LOC18025310
XP_006407381.2	XM_006407318.2	LOC18025311
XP_006407382.2	XM_006407319.2	LOC18025313
XP_006407383.1	XM_006407320.1	LOC18025314
XP_024015263.1	XM_024159495.1	LOC18025315
XP_024015623.1	XM_024159855.1	LOC18025316
XP_006407386.2	XM_006407323.2	LOC18025317
XP_006407387.1	XM_006407324.2	LOC18025318
XP_024014881.1	XM_024159113.1	LOC18025318
XP_006407388.1	XM_006407325.2	LOC18025319
XP_024015726.1	XM_024159958.1	LOC18025320
XP_024015779.1	XM_024160011.1	LOC18025321
XP_024015778.1	XM_024160010.1	LOC18025321
XP_006407390.1	XM_006407327.2	LOC18025321
XP_006407391.1	XM_006407328.2	LOC18025322
XP_006407392.1	XM_006407329.2	LOC18025323
XP_006407393.1	XM_006407330.2	LOC18025324
XP_006407394.1	XM_006407331.2	LOC18025324
XP_024015564.1	XM_024159796.1	LOC112088999
XP_024015563.1	XM_024159795.1	LOC112088999
XP_006407395.2	XM_006407332.2	LOC18025325
XP_006407397.2	XM_006407334.2	LOC18025327
XP_024015794.1	XM_024160026.1	LOC18025328
XP_024015795.1	XM_024160027.1	LOC18025328
XP_006407401.1	XM_006407338.2	LOC18023320
XP_024015802.1	XM_024160034.1	LOC18023321
XP_006407402.1	XM_006407339.2	LOC18023321
XP_024015803.1	XM_024160035.1	LOC18023321
XP_006407403.1	XM_006407340.2	LOC18023322
XP_006407405.1	XM_006407342.2	LOC18023323
XP_006407404.1	XM_006407341.2	LOC18023325
XP_024015167.1	XM_024159399.1	LOC18023324
XP_006407406.1	XM_006407343.2	LOC18023324
XP_006407408.1	XM_006407345.1	LOC18023327
XP_006407409.2	XM_006407346.2	LOC18023328
XP_024015780.1	XM_024160012.1	LOC18023329
XP_006407411.1	XM_006407348.2	LOC18023330
XP_006407412.1	XM_006407349.2	LOC18023331
XP_006407413.1	XM_006407350.2	LOC18023332
XP_024015264.1	XM_024159496.1	LOC18023333
XP_006407415.1	XM_006407352.2	LOC18023334
XP_024015529.1	XM_024159761.1	LOC18023334
XP_024015265.1	XM_024159497.1	LOC18023335
XP_006407417.1	XM_006407354.2	LOC18023336
XP_024015427.1	XM_024159659.1	LOC18023337
XP_006407420.2	XM_006407357.2	LOC18023338
XP_006407419.2	XM_006407356.2	LOC18023338
XP_024015391.1	XM_024159623.1	LOC18023338
XP_006407421.1	XM_006407358.2	LOC18023246
XP_006407422.1	XM_006407359.2	LOC18023247
XP_006407423.2	XM_006407360.2	LOC18023248
XP_006407424.1	XM_006407361.2	LOC18023249
XP_006407425.1	XM_006407362.2	LOC18023250
XP_006407426.1	XM_006407363.2	LOC18023251
XP_024015701.1	XM_024159933.1	LOC18023252
XP_006407428.1	XM_006407365.2	LOC18023253
XP_006407429.1	XM_006407366.2	LOC18023254
XP_024015364.1	XM_024159596.1	LOC18023254
XP_006407430.1	XM_006407367.2	LOC18023255
XP_024015527.1	XM_024159759.1	LOC112088988
XP_006407431.1	XM_006407368.2	LOC18023256
XP_024015526.1	XM_024159758.1	LOC18023256
XP_024015755.1	XM_024159987.1	LOC18023257
XP_006407433.2	XM_006407370.2	LOC18023258
XP_006407434.1	XM_006407371.2	LOC18023259
XP_006407435.1	XM_006407372.2	LOC18023260
XP_006407436.1	XM_006407373.2	LOC18023261
XP_024015313.1	XM_024159545.1	LOC18023263
XP_006407438.1	XM_006407375.2	LOC18023263
XP_006407440.1	XM_006407377.2	LOC18023264
XP_006407441.1	XM_006407378.2	LOC18023265
XP_024015266.1	XM_024159498.1	LOC112088940
XP_006407442.1	XM_006407379.2	LOC18023266
XP_006407443.1	XM_006407380.2	LOC18023267
XP_006407444.1	XM_006407381.2	LOC18023268
XP_024015571.1	XM_024159803.1	LOC18023268
XP_006407445.1	XM_006407382.2	LOC18023452
XP_006407446.1	XM_006407383.2	LOC18023453
XP_006407447.1	XM_006407384.2	LOC18023454
XP_024015765.1	XM_024159997.1	LOC18023454
XP_006407448.1	XM_006407385.2	LOC18023455
XP_006407449.1	XM_006407386.2	LOC18023456
XP_006407450.1	XM_006407387.2	LOC18023457
XP_006407451.1	XM_006407388.2	LOC18023458
XP_006407452.1	XM_006407389.2	LOC18023459
XP_024015138.1	XM_024159370.1	LOC18023460
XP_006407453.1	XM_006407390.2	LOC18023460
XP_024015137.1	XM_024159369.1	LOC18023460
XP_006407455.1	XM_006407392.2	LOC18023462
XP_024015267.1	XM_024159499.1	LOC112088941
XP_024015082.1	XM_024159314.1	LOC18023463
XP_006407457.1	XM_006407394.2	LOC18023464
XP_024014877.1	XM_024159109.1	LOC18023465
XP_006407460.1	XM_006407397.2	LOC18023467
XP_006407461.1	XM_006407398.2	LOC18023468
XP_006407462.1	XM_006407399.2	LOC18023469
XP_006407463.1	XM_006407400.2	LOC18023470
XP_006407464.1	XM_006407401.2	LOC18023471
XP_006407465.1	XM_006407402.2	LOC18023472
XP_006407466.1	XM_006407403.2	LOC18023473
XP_006407467.1	XM_006407404.2	LOC18023474
XP_006407468.1	XM_006407405.2	LOC18023475
XP_006407469.2	XM_006407406.2	LOC18023476
XP_006407470.1	XM_006407407.2	LOC18023477
XP_006407471.1	XM_006407408.2	LOC18023388
XP_006407472.1	XM_006407409.2	LOC18023389
XP_006407473.1	XM_006407410.2	LOC18023390
XP_006407474.1	XM_006407411.2	LOC18023391
XP_006407476.1	XM_006407413.2	LOC18023393
XP_006407477.2	XM_006407414.2	LOC18023394
XP_006407479.1	XM_006407416.2	LOC18023395
XP_006407478.1	XM_006407415.2	LOC18023397
XP_006407480.1	XM_006407417.2	LOC18023396
XP_024015056.1	XM_024159288.1	LOC18023398
XP_006407482.2	XM_006407419.2	LOC18023399
XP_024015337.1	XM_024159569.1	LOC18023400
XP_024015268.1	XM_024159500.1	LOC112088942
XP_006407484.1	XM_006407421.2	LOC18023401
XP_006407485.1	XM_006407422.2	LOC18023402
XP_006407486.1	XM_006407423.2	LOC18023403
XP_006407487.1	XM_006407424.2	LOC18023404
XP_006407488.1	XM_006407425.2	LOC18023405
XP_006407489.1	XM_006407426.2	LOC18023406
XP_006407490.1	XM_006407427.2	LOC18023407
XP_024015269.1	XM_024159501.1	LOC18023408
XP_006407492.2	XM_006407429.2	LOC18023409
XP_006407493.1	XM_006407430.2	LOC18023410
XP_006407494.1	XM_006407431.2	LOC18023411
XP_024015657.1	XM_024159889.1	LOC18023412
XP_006407497.1	XM_006407434.2	LOC18023866
XP_006407498.1	XM_006407435.2	LOC18023867
XP_006407499.1	XM_006407436.2	LOC18023868
XP_006407500.1	XM_006407437.2	LOC18023869
XP_006407501.1	XM_006407438.2	LOC18023870
XP_006407502.2	XM_006407439.2	LOC18023871
XP_006407504.1	XM_006407441.2	LOC18023873
XP_006407505.1	XM_006407442.1	LOC18023874
XP_006407507.1	XM_006407444.2	LOC18023875
XP_024015349.1	XM_024159581.1	LOC18023875
XP_024015707.1	XM_024159939.1	LOC18023876
XP_024015270.1	XM_024159502.1	LOC18023877
XP_006407511.1	XM_006407448.2	LOC18023878
XP_006407512.1	XM_006407449.2	LOC18023879
XP_006407513.1	XM_006407450.2	LOC18023880
XP_024015272.1	XM_024159504.1	LOC112088943
XP_006407514.1	XM_006407451.1	LOC18023881
XP_006407515.1	XM_006407452.2	LOC18023882
XP_006407517.1	XM_006407454.2	LOC18023884
XP_006407518.1	XM_006407455.2	LOC18023885
XP_006407519.1	XM_006407456.2	LOC18023886
XP_006407520.2	XM_006407457.2	LOC18023887
XP_006407521.1	XM_006407458.2	LOC18023759
XP_006407522.1	XM_006407459.2	LOC18023760
XP_006407523.1	XM_006407460.2	LOC18023761
XP_006407524.1	XM_006407461.2	LOC18023762
XP_006407525.1	XM_006407462.2	LOC18023763
XP_006407526.1	XM_006407463.2	LOC18023764
XP_006407527.1	XM_006407464.2	LOC18023765
XP_006407529.1	XM_006407466.2	LOC18023766
XP_006407528.1	XM_006407465.2	LOC18023766
XP_024015414.1	XM_024159646.1	LOC112088980
XP_006407531.1	XM_006407468.2	LOC18023768
XP_006407532.1	XM_006407469.1	LOC18023769
XP_024015273.1	XM_024159505.1	LOC18023770
XP_006407534.1	XM_006407471.1	LOC18023771
XP_006407536.1	XM_006407473.2	LOC18023772
XP_006407535.1	XM_006407472.2	LOC18023772
XP_006407538.1	XM_006407475.2	LOC18023773
XP_006407539.1	XM_006407476.2	LOC18023774
XP_024014832.1	XM_024159064.1	LOC18023775
XP_006407540.1	XM_006407477.2	LOC18023775
XP_006407541.1	XM_006407478.2	LOC18023776
XP_006407542.1	XM_006407479.2	LOC18023776
XP_006407545.1	XM_006407482.2	LOC18023777
XP_024015338.1	XM_024159570.1	LOC18023777
XP_006407546.1	XM_006407483.2	LOC18023778
XP_006407548.1	XM_006407485.2	LOC18023779
XP_006407549.1	XM_006407486.2	LOC18023780
XP_024015407.1	XM_024159639.1	LOC18023780
XP_006407550.1	XM_006407487.2	LOC18023780
XP_024015408.1	XM_024159640.1	LOC18023780
XP_024015373.1	XM_024159605.1	LOC18023415
XP_006407553.2	XM_006407490.2	LOC18023415
XP_006407555.1	XM_006407492.2	LOC18023417
XP_024015389.1	XM_024159621.1	LOC112088978
XP_006407557.1	XM_006407494.2	LOC18023419
XP_006407559.2	XM_006407496.2	LOC18023421
XP_006407560.1	XM_006407497.2	LOC18023422
XP_006407561.1	XM_006407498.2	LOC18023423
XP_006407562.1	XM_006407499.2	LOC18023424
XP_006407563.1	XM_006407500.2	LOC18023424
XP_024015722.1	XM_024159954.1	LOC18023424
XP_006407564.1	XM_006407501.2	LOC18023425
XP_006407565.2	XM_006407502.2	LOC18023426
XP_024015047.1	XM_024159279.1	LOC18023427
XP_024015046.1	XM_024159278.1	LOC18023427
XP_006407566.1	XM_006407503.2	LOC18023427
XP_024015048.1	XM_024159280.1	LOC18023428
XP_006407569.1	XM_006407506.2	LOC18023430
XP_006407571.1	XM_006407508.2	LOC18023431
XP_006407574.1	XM_006407511.2	LOC18023432
XP_006407573.1	XM_006407510.2	LOC18023781
XP_006407575.1	XM_006407512.2	LOC18023433
XP_024015061.1	XM_024159293.1	LOC18023782
XP_006407577.1	XM_006407514.2	LOC18023783
XP_006407578.1	XM_006407515.2	LOC18023784
XP_006407579.1	XM_006407516.2	LOC18023785
XP_006407581.1	XM_006407518.2	LOC18023786
XP_006407580.1	XM_006407517.2	LOC18023786
XP_006407583.2	XM_006407520.2	LOC18023788
XP_006407584.1	XM_006407521.2	LOC18023789
XP_024014906.1	XM_024159138.1	LOC18023790
XP_006407586.1	XM_006407523.2	LOC18023791
XP_006407587.1	XM_006407524.2	LOC18023792
XP_006407588.1	XM_006407525.2	LOC18023793
XP_006407589.1	XM_006407526.2	LOC18023794
XP_024015761.1	XM_024159993.1	LOC18023795
XP_006407591.1	XM_006407528.2	LOC18023795
XP_024015759.1	XM_024159991.1	LOC18023795
XP_024015760.1	XM_024159992.1	LOC18023795
XP_024015762.1	XM_024159994.1	LOC18023795
XP_006407592.1	XM_006407529.2	LOC18023796
XP_006407593.1	XM_006407530.2	LOC18023797
XP_006407594.1	XM_006407531.2	LOC18023797
XP_024015396.1	XM_024159628.1	LOC18023797
XP_006407595.1	XM_006407532.2	LOC18023798
XP_006407596.1	XM_006407533.2	LOC18023888
XP_006407597.1	XM_006407534.1	LOC18023889
XP_006407598.1	XM_006407535.2	LOC18023890
XP_006407599.1	XM_006407536.2	LOC18023891
XP_024015751.1	XM_024159983.1	LOC18023892
XP_006407602.1	XM_006407539.2	LOC18023894
XP_006407604.1	XM_006407541.2	LOC18023895
XP_024015770.1	XM_024160002.1	LOC18023895
XP_024015769.1	XM_024160001.1	LOC18023895
XP_006407603.1	XM_006407540.2	LOC18023895
XP_024015771.1	XM_024160003.1	LOC18023896
XP_006407605.1	XM_006407542.2	LOC18023896
XP_006407606.1	XM_006407543.2	LOC18023897
XP_024015772.1	XM_024160004.1	LOC18023898
XP_006407608.1	XM_006407545.2	LOC18023899
XP_006407609.1	XM_006407546.2	LOC18023900
XP_006407610.1	XM_006407547.2	LOC18023901
XP_024015515.1	XM_024159747.1	LOC18023902
XP_006407611.1	XM_006407548.2	LOC18023902
XP_006407612.1	XM_006407549.2	LOC18023903
XP_006407614.1	XM_006407551.2	LOC18023904
XP_024015545.1	XM_024159777.1	LOC18023904
XP_006407613.1	XM_006407550.2	LOC18023904
XP_006407615.1	XM_006407552.2	LOC18023905
XP_006407616.1	XM_006407553.2	LOC18023906
XP_024015323.1	XM_024159555.1	LOC18023906
XP_024015536.1	XM_024159768.1	LOC18023907
XP_006407618.1	XM_006407555.2	LOC18023908
XP_006407619.1	XM_006407556.2	LOC18024103
XP_006407620.1	XM_006407557.2	LOC18024104
XP_024015595.1	XM_024159827.1	LOC18024105
XP_006407621.2	XM_006407558.2	LOC18024105
XP_006407622.1	XM_006407559.2	LOC18024106
XP_024015274.1	XM_024159506.1	LOC112088944
XP_006407623.1	XM_006407560.2	LOC18024107
XP_006407624.1	XM_006407561.2	LOC18024108
XP_006407626.1	XM_006407563.2	LOC18024109
XP_024015502.1	XM_024159734.1	LOC18024109
XP_024015503.1	XM_024159735.1	LOC18024109
XP_024015110.1	XM_024159342.1	LOC18024110
XP_006407627.1	XM_006407564.2	LOC18024110
XP_006407628.1	XM_006407565.2	LOC18024111
XP_024015275.1	XM_024159507.1	LOC112088946
XP_006407629.1	XM_006407566.2	LOC18024112
XP_024014931.1	XM_024159163.1	LOC18024113
XP_006407630.2	XM_006407567.2	LOC18024113
XP_006407631.1	XM_006407568.2	LOC18024114
XP_006407632.1	XM_006407569.2	LOC18024115
XP_006407633.1	XM_006407570.2	LOC18024116
XP_006407634.1	XM_006407571.2	LOC18024117
XP_006407635.1	XM_006407572.2	LOC18024118
XP_006407636.1	XM_006407573.2	LOC18024119
XP_006407637.1	XM_006407574.2	LOC18024119
XP_006407638.1	XM_006407575.2	LOC18024120
XP_006407639.2	XM_006407576.2	LOC18024121
XP_006407640.1	XM_006407577.2	LOC18024122
XP_006407641.1	XM_006407578.2	LOC18024123
XP_006407642.1	XM_006407579.2	LOC18024124
