protein	mRNA	gene
XP_023632601.1	XM_023776833.1	LOC17899749
XP_006305780.1	XM_006305718.2	LOC17899052
XP_006305259.1	XM_006305197.2	LOC17898343
XP_006304271.2	XM_006304209.2	LOC17898060
XP_006305856.1	XM_006305794.2	LOC17897672
XP_023644399.1	XM_023788631.1	LOC17897672
XP_006305362.1	XM_006305300.2	LOC17899879
XP_023645924.1	XM_023790156.1	LOC111832639
XP_006306194.1	XM_006306132.2	LOC17899249
XP_006307465.1	XM_006307403.2	LOC17897356
XP_006306214.1	XM_006306152.2	LOC17900787
XP_006305421.1	XM_006305359.2	LOC17897627
XP_006306220.1	XM_006306158.2	LOC17897905
XP_023644983.1	XM_023789215.1	LOC17896880
XP_006304019.1	XM_006303957.2	LOC17896957
XP_023644985.1	XM_023789217.1	LOC17899714
XP_023644984.1	XM_023789216.1	LOC17899714
XP_006306483.1	XM_006306421.2	LOC17899714
XP_006305391.1	XM_006305329.2	LOC17898029
XP_023644551.1	XM_023788783.1	LOC17897875
XP_006305683.1	XM_006305621.2	LOC17898124
XP_023633063.1	XM_023777295.1	LOC111828716
XP_006304362.1	XM_006304300.2	LOC17898900
XP_006305136.1	XM_006305074.2	LOC17899838
XP_006305156.2	XM_006305094.2	LOC17897921
XP_006305416.1	XM_006305354.2	LOC17898958
XP_006306429.1	XM_006306367.1	LOC17900783
XP_006305707.1	XM_006305645.2	LOC17900284
XP_006303704.1	XM_006303642.2	LOC17898565
XP_006305245.2	XM_006305183.2	LOC17898088
XP_006303591.2	XM_006303529.2	LOC17898047
XP_006304128.1	XM_006304066.2	LOC17896919
XP_006304689.1	XM_006304627.2	LOC17899897
XP_006304757.1	XM_006304695.2	LOC17897109
XP_006303569.2	XM_006303507.2	LOC17898707
XP_006305920.2	XM_006305858.2	LOC17897324
XP_006305471.1	XM_006305409.2	LOC17899577
XP_006306180.1	XM_006306118.2	LOC17900485
XP_023645426.1	XM_023789658.1	LOC17897148
XP_023645425.1	XM_023789657.1	LOC17897148
XP_023645427.1	XM_023789659.1	LOC17897148
XP_023645424.1	XM_023789656.1	LOC17897148
XP_023632743.1	XM_023776975.1	LOC17899189
XP_006304838.1	XM_006304776.2	LOC17899189
XP_023632742.1	XM_023776974.1	LOC17897651
XP_006307191.1	XM_006307129.2	LOC17898115
XP_023645245.1	XM_023789477.1	LOC17898115
XP_006303921.1	XM_006303859.2	LOC17899727
XP_023644974.1	XM_023789206.1	LOC17899493
XP_006305531.1	XM_006305469.2	LOC17898211
XP_006304075.1	XM_006304013.2	LOC17896889
XP_023644845.1	XM_023789077.1	LOC17898204
XP_023644846.1	XM_023789078.1	LOC17898204
XP_023644847.1	XM_023789079.1	LOC17898204
XP_006304578.1	XM_006304516.2	LOC17899427
XP_006307451.1	XM_006307389.2	LOC17898000
XP_006307450.1	XM_006307388.2	LOC17898000
XP_023646014.1	XM_023790246.1	LOC17898000
XP_006305195.2	XM_006305133.2	LOC17900314
XP_006304799.1	XM_006304737.2	LOC17899506
XP_006306782.1	XM_006306720.2	LOC17897217
XP_006303186.2	XM_006303124.2	LOC17899965
XP_006305326.2	XM_006305264.2	LOC17898375
XP_006304781.1	XM_006304719.2	LOC17897835
XP_006305665.1	XM_006305603.2	LOC17900126
XP_023644553.1	XM_023788785.1	LOC17898225
XP_023645276.1	XM_023789508.1	LOC17896920
XP_006305649.1	XM_006305587.2	LOC17896920
XP_006305184.1	XM_006305122.2	LOC17896986
XP_006305990.1	XM_006305928.2	LOC17899037
XP_006307039.1	XM_006306977.2	LOC17899748
XP_006307038.1	XM_006306976.2	LOC17899748
XP_006307086.1	XM_006307024.2	LOC17896825
XP_006304984.1	XM_006304922.2	LOC17898478
XP_006305270.1	XM_006305208.2	LOC17900923
XP_006307616.1	XM_006307554.2	LOC17897597
XP_006305108.1	XM_006305046.2	LOC17898153
XP_006307076.1	XM_006307014.2	LOC17898817
XP_006307524.2	XM_006307462.2	LOC17898468
XP_006305251.1	XM_006305189.2	LOC17899737
XP_023645497.1	XM_023789729.1	LOC17899737
XP_006306910.1	XM_006306848.2	LOC17898052
XP_006306679.1	XM_006306617.2	LOC17898308
XP_006306678.2	XM_006306616.2	LOC17898308
XP_006307625.2	XM_006307563.2	LOC17896835
XP_006307423.1	XM_006307361.2	LOC17900030
XP_006306035.2	XM_006305973.2	LOC17900874
XP_006303146.1	XM_006303084.2	LOC17897270
XP_023632900.1	XM_023777132.1	LOC17897270
XP_023632903.1	XM_023777135.1	LOC17897270
XP_023632901.1	XM_023777133.1	LOC17897270
XP_023632902.1	XM_023777134.1	LOC17897270
XP_023644554.1	XM_023788786.1	LOC111832452
XP_023644555.1	XM_023788787.1	LOC111832453
XP_006307486.1	XM_006307424.2	LOC17900635
XP_006307487.1	XM_006307425.2	LOC17900635
XP_006307485.1	XM_006307423.2	LOC17900635
XP_023632641.1	XM_023776873.1	LOC17900635
XP_023644652.1	XM_023788884.1	LOC17897338
XP_023645344.1	XM_023789576.1	LOC17900755
XP_006304315.1	XM_006304253.2	LOC17896687
XP_023645013.1	XM_023789245.1	LOC17898858
XP_023645014.1	XM_023789246.1	LOC17898858
XP_006304589.1	XM_006304527.2	LOC17900143
XP_006306238.1	XM_006306176.2	LOC17898442
XP_023645972.1	XM_023790204.1	LOC17898442
XP_006303543.1	XM_006303481.2	LOC17897124
XP_006304815.1	XM_006304753.2	LOC17900621
XP_006306740.1	XM_006306678.2	LOC17898154
XP_023645145.1	XM_023789377.1	LOC17899789
XP_023645146.1	XM_023789378.1	LOC17899789
XP_006305851.1	XM_006305789.2	LOC17899789
XP_023645147.1	XM_023789379.1	LOC17899789
XP_006306947.1	XM_006306885.2	LOC17899874
XP_006307019.1	XM_006306957.2	LOC17900828
XP_006305475.1	XM_006305413.2	LOC17900407
XP_006305723.1	XM_006305661.2	LOC17900489
XP_023644556.1	XM_023788788.1	LOC111832454
XP_023644557.1	XM_023788789.1	LOC111832455
XP_006306131.1	XM_006306069.2	LOC17899980
XP_023645435.1	XM_023789667.1	LOC111832562
XP_023644558.1	XM_023788790.1	LOC111832456
XP_006304250.2	XM_006304188.2	LOC17900777
XP_023645128.1	XM_023789360.1	LOC17898011
XP_023645129.1	XM_023789361.1	LOC17898011
XP_023645127.1	XM_023789359.1	LOC17898011
XP_006307045.1	XM_006306983.2	LOC17898011
XP_006304058.1	XM_006303996.2	LOC17897233
XP_023645292.1	XM_023789524.1	LOC17899011
XP_006303232.1	XM_006303170.2	LOC17899011
XP_023645646.1	XM_023789878.1	LOC17897529
XP_023645647.1	XM_023789879.1	LOC17897529
XP_023644559.1	XM_023788791.1	LOC111832457
XP_006304929.2	XM_006304867.2	LOC17897139
XP_023632907.1	XM_023777139.1	LOC111828658
XP_023645950.1	XM_023790182.1	LOC17900256
XP_006303700.2	XM_006303638.2	LOC17898326
XP_023644560.1	XM_023788792.1	LOC111832458
XP_023644561.1	XM_023788793.1	LOC111832459
XP_006307233.1	XM_006307171.2	LOC17898084
XP_006304029.1	XM_006303967.2	LOC17898839
XP_023644562.1	XM_023788794.1	LOC17898039
XP_006303816.2	XM_006303754.2	LOC17897255
XP_006304511.2	XM_006304449.2	LOC17900208
XP_023632794.1	XM_023777026.1	LOC17900208
XP_006306086.2	XM_006306024.2	LOC17896964
XP_006306082.1	XM_006306020.2	LOC17897555
XP_006304353.2	XM_006304291.2	LOC17898417
XP_006303984.1	XM_006303922.2	LOC17899337
XP_023645113.1	XM_023789345.1	LOC17897613
XP_023645112.1	XM_023789344.1	LOC17899268
XP_006306272.2	XM_006306210.2	LOC17899268
XP_006304634.1	XM_006304572.2	LOC17898286
XP_006304699.1	XM_006304637.2	LOC17899451
XP_006306231.1	XM_006306169.2	LOC17899537
XP_006303266.1	XM_006303204.2	LOC17897117
XP_006307146.1	XM_006307084.2	LOC17899186
XP_006307089.1	XM_006307027.2	LOC17899193
XP_023644809.1	XM_023789041.1	LOC17899193
XP_023644810.1	XM_023789042.1	LOC111832490
XP_006305331.1	XM_006305269.2	LOC17898480
XP_006307088.1	XM_006307026.2	LOC17898062
XP_006307084.1	XM_006307022.2	LOC17898479
XP_006303321.1	XM_006303259.2	LOC17898476
XP_006307522.1	XM_006307460.2	LOC17897944
XP_006305603.1	XM_006305541.2	LOC17899735
XP_023632845.1	XM_023777077.1	LOC111828640
XP_023632844.1	XM_023777076.1	LOC17897795
XP_006303363.2	XM_006303301.2	LOC17898135
XP_006305171.1	XM_006305109.2	LOC17897191
XP_023632691.1	XM_023776923.1	LOC17897191
XP_023632692.1	XM_023776924.1	LOC17897191
XP_006305033.1	XM_006304971.2	LOC17899026
XP_006303819.1	XM_006303757.1	LOC17900444
XP_006306365.2	XM_006306303.2	LOC17900211
XP_023632693.1	XM_023776925.1	LOC17900145
XP_006303510.2	XM_006303448.2	LOC17900279
XP_006304977.2	XM_006304915.2	LOC17900163
XP_006304606.2	XM_006304544.2	LOC17900663
XP_006303234.1	XM_006303172.2	LOC17899269
XP_006305008.1	XM_006304946.2	LOC17897531
XP_006303393.1	XM_006303331.2	LOC17899622
XP_023645080.1	XM_023789312.1	LOC111832525
XP_023632783.1	XM_023777015.1	LOC17897399
XP_006304003.1	XM_006303941.2	LOC17897006
XP_006306998.1	XM_006306936.2	LOC17898643
XP_006304272.2	XM_006304210.2	LOC17900890
XP_023645369.1	XM_023789601.1	LOC17897673
XP_006306969.1	XM_006306907.2	LOC17899116
XP_006305783.1	XM_006305721.2	LOC17900294
XP_023645977.1	XM_023790209.1	LOC17898346
XP_006306478.1	XM_006306416.2	LOC17899120
XP_006305069.1	XM_006305007.2	LOC17897870
XP_006305462.1	XM_006305400.2	LOC17896747
XP_006307069.2	XM_006307007.2	LOC17900913
XP_023645804.1	XM_023790036.1	LOC17900913
XP_006305244.1	XM_006305182.2	LOC17899836
XP_023645048.1	XM_023789280.1	LOC17899836
XP_023645049.1	XM_023789281.1	LOC17899836
XP_023645050.1	XM_023789282.1	LOC17899836
XP_023645052.1	XM_023789284.1	LOC17899836
XP_023645053.1	XM_023789285.1	LOC17899836
XP_023645051.1	XM_023789283.1	LOC17899836
XP_023645054.1	XM_023789286.1	LOC17899836
XP_006305079.1	XM_006305017.2	LOC17898046
XP_023645932.1	XM_023790164.1	LOC17899063
XP_006304336.1	XM_006304274.2	LOC17899063
XP_006303683.1	XM_006303621.2	LOC17899322
XP_006304279.2	XM_006304217.2	LOC17899773
XP_023645750.1	XM_023789982.1	LOC17899773
XP_006304278.2	XM_006304216.2	LOC17899773
XP_023645749.1	XM_023789981.1	LOC17899773
XP_023645888.1	XM_023790120.1	LOC17897677
XP_023644563.1	XM_023788795.1	LOC17900802
XP_023633091.1	XM_023777323.1	LOC17899044
XP_006305757.1	XM_006305695.2	LOC17899044
XP_023633090.1	XM_023777322.1	LOC17898250
XP_006305374.1	XM_006305312.2	LOC17898250
XP_006307670.1	XM_006307608.2	LOC17899260
XP_006304604.1	XM_006304542.2	LOC17900021
XP_023645653.1	XM_023789885.1	LOC17899267
XP_006304318.1	XM_006304256.2	LOC17899267
XP_023644564.1	XM_023788796.1	LOC17898861
XP_006306291.1	XM_006306229.2	LOC17900270
XP_023645926.1	XM_023790158.1	LOC17900270
XP_006305564.2	XM_006305502.2	LOC17897777
XP_006303224.1	XM_006303162.2	LOC17897310
XP_023632708.1	XM_023776940.1	LOC17897310
XP_006307340.2	XM_006307278.2	LOC17898688
XP_023632613.1	XM_023776845.1	LOC17898688
XP_023645206.1	XM_023789438.1	LOC17898745
XP_006306926.2	XM_006306864.2	LOC17899205
XP_006305563.1	XM_006305501.2	LOC17900230
XP_006306418.1	XM_006306356.2	LOC17897309
XP_006304226.1	XM_006304164.2	LOC17899698
XP_006303264.1	XM_006303202.2	LOC17898532
XP_023645422.1	XM_023789654.1	LOC111832560
XP_006304389.1	XM_006304327.2	LOC17899184
XP_006305837.1	XM_006305775.2	LOC17900707
XP_023645523.1	XM_023789755.1	LOC17898108
XP_006303464.1	XM_006303402.2	LOC17900152
XP_006303586.1	XM_006303524.2	LOC17900235
XP_006306130.1	XM_006306068.2	LOC17896914
XP_023645802.1	XM_023790034.1	LOC17900776
XP_023645694.1	XM_023789926.1	LOC17898761
XP_006303638.1	XM_006303576.2	LOC17899524
XP_006307563.1	XM_006307501.2	LOC17898223
XP_006307597.2	XM_006307535.2	LOC17897043
XP_023645808.1	XM_023790040.1	LOC111832613
XP_023644795.1	XM_023789027.1	LOC17897428
XP_023644798.1	XM_023789030.1	LOC17897428
XP_023644799.1	XM_023789031.1	LOC17897428
XP_023644800.1	XM_023789032.1	LOC17897428
XP_023644796.1	XM_023789028.1	LOC17897428
XP_023644797.1	XM_023789029.1	LOC17897428
XP_006304735.1	XM_006304673.2	LOC17900014
XP_023644794.1	XM_023789026.1	LOC17900014
XP_023645892.1	XM_023790124.1	LOC17900806
XP_023645893.1	XM_023790125.1	LOC111832632
XP_023645252.1	XM_023789484.1	LOC17898137
XP_023645250.1	XM_023789482.1	LOC17897620
XP_023645249.1	XM_023789481.1	LOC17897620
XP_023645251.1	XM_023789483.1	LOC17897620
XP_006307614.1	XM_006307552.2	LOC17898540
XP_006303670.2	XM_006303608.2	LOC17898152
XP_006305207.1	XM_006305145.2	LOC17897078
XP_023645942.1	XM_023790174.1	LOC111832642
XP_023645936.1	XM_023790168.1	LOC17900702
XP_023645938.1	XM_023790170.1	LOC17899918
XP_006307680.1	XM_006307618.2	LOC17899918
XP_023645934.1	XM_023790166.1	LOC17899950
XP_023645933.1	XM_023790165.1	LOC17899950
XP_023645935.1	XM_023790167.1	LOC17899950
XP_023645941.1	XM_023790173.1	LOC17897002
XP_006303589.1	XM_006303527.2	LOC17897002
XP_006304933.1	XM_006304871.2	LOC17897237
XP_006307049.1	XM_006306987.2	LOC17896917
XP_006304053.2	XM_006303991.2	LOC17900260
XP_006305217.1	XM_006305155.2	LOC17899006
XP_023645939.1	XM_023790171.1	LOC17899217
XP_023645940.1	XM_023790172.1	LOC17899217
XP_006305221.1	XM_006305159.2	LOC17896977
XP_006306527.2	XM_006306465.2	LOC17899221
XP_006306239.1	XM_006306177.2	LOC17898202
XP_023644565.1	XM_023788797.1	LOC111832460
XP_006303178.1	XM_006303116.2	LOC17897125
XP_006303152.1	XM_006303090.2	LOC17898367
XP_006303856.1	XM_006303794.2	LOC17900640
XP_006306349.1	XM_006306287.2	LOC17898663
XP_006304499.1	XM_006304437.2	LOC17898971
XP_023645937.1	XM_023790169.1	LOC17898971
XP_006307030.1	XM_006306968.2	LOC17897500
XP_023645943.1	XM_023790175.1	LOC17896819
XP_006306618.1	XM_006306556.2	LOC17898001
XP_006306815.1	XM_006306753.2	LOC17896844
XP_023645780.1	XM_023790012.1	LOC17896844
XP_023645421.1	XM_023789653.1	LOC17897223
XP_023633221.1	XM_023777453.1	LOC111828748
XP_006305841.2	XM_006305779.2	LOC17898718
XP_023644566.1	XM_023788798.1	LOC111832461
XP_023644567.1	XM_023788799.1	LOC17899569
XP_006306215.1	XM_006306153.2	LOC17898118
XP_006307505.1	XM_006307443.2	LOC17897906
XP_023644751.1	XM_023788983.1	LOC17897906
XP_006307003.1	XM_006306941.2	LOC17898776
XP_023645508.1	XM_023789740.1	LOC17898776
XP_006306948.1	XM_006306886.2	LOC17900895
XP_023645709.1	XM_023789941.1	LOC17900829
XP_023645708.1	XM_023789940.1	LOC17900829
XP_006307536.1	XM_006307474.2	LOC17900829
XP_023645711.1	XM_023789943.1	LOC17900829
XP_006307535.1	XM_006307473.2	LOC17900829
XP_023645710.1	XM_023789942.1	LOC17900829
XP_023645707.1	XM_023789939.1	LOC17900829
XP_006303547.1	XM_006303485.2	LOC17899746
XP_023632604.1	XM_023776836.1	LOC17900687
XP_006307068.1	XM_006307006.2	LOC17900687
XP_006305602.2	XM_006305540.2	LOC17897794
XP_006304662.1	XM_006304600.2	LOC17897553
XP_023644568.1	XM_023788800.1	LOC17897704
XP_023645036.1	XM_023789268.1	LOC17898092
XP_006305328.1	XM_006305266.2	LOC17898092
XP_006303750.1	XM_006303688.2	LOC17897837
XP_023645891.1	XM_023790123.1	LOC111828554
XP_023645889.1	XM_023790121.1	LOC17897806
XP_023645890.1	XM_023790122.1	LOC17897806
XP_023633141.1	XM_023777373.1	LOC17900096
XP_006303391.1	XM_006303329.2	LOC17899697
XP_023645354.1	XM_023789586.1	LOC17899815
XP_023645355.1	XM_023789587.1	LOC17899815
XP_023645507.1	XM_023789739.1	LOC17900511
XP_006307317.1	XM_006307255.2	LOC17899203
XP_006307316.1	XM_006307254.2	LOC17899203
XP_006305348.1	XM_006305286.2	LOC17898947
XP_006303808.1	XM_006303746.2	LOC17897394
XP_023632661.1	XM_023776893.1	LOC17900200
XP_023632662.1	XM_023776894.1	LOC111828590
XP_006304676.1	XM_006304614.2	LOC17896660
XP_006303771.1	XM_006303709.2	LOC17900045
XP_006307708.1	XM_006307646.2	LOC17900326
XP_006307696.2	XM_006307634.2	LOC17898399
XP_023632619.1	XM_023776851.1	LOC111828575
XP_023632617.1	XM_023776849.1	LOC17897723
XP_023632616.1	XM_023776848.1	LOC17897723
XP_023632618.1	XM_023776850.1	LOC17897723
XP_006306482.1	XM_006306420.2	LOC17900933
XP_023644569.1	XM_023788801.1	LOC111832462
XP_006304909.1	XM_006304847.2	LOC17897874
XP_006306885.2	XM_006306823.2	LOC17898986
XP_023645495.1	XM_023789727.1	LOC17899458
XP_023645496.1	XM_023789728.1	LOC111832569
XP_006305042.1	XM_006304980.2	LOC17898651
XP_023632858.1	XM_023777090.1	LOC17897214
XP_023645089.1	XM_023789321.1	LOC17900194
XP_006304022.1	XM_006303960.2	LOC17900194
XP_006304448.1	XM_006304386.2	LOC17898032
XP_006305096.1	XM_006305034.2	LOC17900551
XP_023644570.1	XM_023788802.1	LOC17898807
XP_023644571.1	XM_023788803.1	LOC17897171
XP_006304636.1	XM_006304574.2	LOC17898284
XP_023632956.1	XM_023777188.1	LOC17899453
XP_006304363.1	XM_006304301.2	LOC17899453
XP_006306222.1	XM_006306160.2	LOC17899839
XP_006304031.1	XM_006303969.2	LOC17897913
XP_006304094.1	XM_006304032.2	LOC17898041
XP_023644572.1	XM_023788804.1	LOC111832463
XP_006307548.1	XM_006307486.2	LOC17899091
XP_006307187.2	XM_006307125.2	LOC17897053
XP_006306656.1	XM_006306594.2	LOC17899723
XP_006303851.2	XM_006303789.2	LOC17897694
XP_006306665.1	XM_006306603.2	LOC17898658
XP_006307576.1	XM_006307514.2	LOC17899594
XP_023632837.1	XM_023777069.1	LOC111828637
XP_023644728.1	XM_023788960.1	LOC17898626
XP_023644730.1	XM_023788962.1	LOC17898626
XP_023644732.1	XM_023788964.1	LOC17897526
XP_023644731.1	XM_023788963.1	LOC17897526
XP_006304724.1	XM_006304662.2	LOC17897526
XP_006306507.1	XM_006306445.2	LOC17898942
XP_023644735.1	XM_023788967.1	LOC17898942
XP_023644736.1	XM_023788968.1	LOC17898942
XP_023644734.1	XM_023788966.1	LOC111832482
XP_006303769.1	XM_006303707.2	LOC17900732
XP_023644733.1	XM_023788965.1	LOC17897825
XP_006303229.1	XM_006303167.2	LOC17900167
XP_023645061.1	XM_023789293.1	LOC17899356
XP_023645060.1	XM_023789292.1	LOC17898829
XP_023645059.1	XM_023789291.1	LOC17898829
XP_023644573.1	XM_023788805.1	LOC111832464
XP_006303374.1	XM_006303312.2	LOC17899519
XP_006305012.1	XM_006304950.2	LOC17899799
XP_023644989.1	XM_023789221.1	LOC17899799
XP_006302371.1	XM_006302309.2	LOC17895377
XP_006301683.1	XM_006301621.2	LOC17895941
XP_023644024.1	XM_023788256.1	LOC17895097
XP_006301742.2	XM_006301680.2	LOC17894249
XP_023644055.1	XM_023788287.1	LOC17895338
XP_006302733.1	XM_006302671.2	LOC17895338
XP_006301844.2	XM_006301782.2	LOC17895994
XP_006302266.1	XM_006302204.2	LOC17896242
XP_006302235.1	XM_006302173.2	LOC17896169
XP_006302843.2	XM_006302781.2	LOC17896276
XP_023642850.1	XM_023787082.1	LOC17894514
XP_006302121.1	XM_006302059.2	LOC17894514
XP_023643464.1	XM_023787696.1	LOC17895326
XP_023643383.1	XM_023787615.1	LOC17894617
XP_023643382.1	XM_023787614.1	LOC17894617
XP_006300843.1	XM_006300781.2	LOC17894617
XP_006302082.2	XM_006302020.2	LOC17894667
XP_023643385.1	XM_023787617.1	LOC17894667
XP_006301812.1	XM_006301750.2	LOC17895493
XP_023643209.1	XM_023787441.1	LOC111831890
XP_023643559.1	XM_023787791.1	LOC17895986
XP_023643561.1	XM_023787793.1	LOC17895986
XP_006302132.1	XM_006302070.2	LOC17895921
XP_006300654.1	XM_006300592.2	LOC17895894
XP_006300778.2	XM_006300716.2	LOC17896373
XP_006300704.2	XM_006300642.2	LOC17895218
XP_023643558.1	XM_023787790.1	LOC17895218
XP_006302691.1	XM_006302629.2	LOC17895876
XP_006300553.1	XM_006300491.2	LOC17896416
XP_006301204.1	XM_006301142.2	LOC17895063
XP_023643621.1	XM_023787853.1	LOC17896529
XP_006302903.1	XM_006302841.2	LOC17896529
XP_006301560.1	XM_006301498.2	LOC17896401
XP_006302276.1	XM_006302214.2	LOC17895429
XP_023643028.1	XM_023787260.1	LOC17896178
XP_023643029.1	XM_023787261.1	LOC17896178
XP_023643031.1	XM_023787263.1	LOC17894830
XP_023643030.1	XM_023787262.1	LOC17894830
XP_006301585.1	XM_006301523.2	LOC17894830
XP_006302089.1	XM_006302027.2	LOC17895546
XP_006302383.2	XM_006302321.2	LOC17895674
XP_006300998.1	XM_006300936.2	LOC17896599
XP_006301700.1	XM_006301638.2	LOC17895144
XP_023643171.1	XM_023787403.1	LOC17895144
XP_006303010.1	XM_006302948.2	LOC17894835
XP_006300830.1	XM_006300768.2	LOC17894747
XP_006300890.1	XM_006300828.2	LOC17894655
XP_023643655.1	XM_023787887.1	LOC17894095
XP_023643654.1	XM_023787886.1	LOC17894095
XP_006302524.1	XM_006302462.2	LOC17894484
XP_006302966.1	XM_006302904.2	LOC17894883
XP_006303007.2	XM_006302945.2	LOC17894574
XP_023643658.1	XM_023787890.1	LOC17894574
XP_023643657.1	XM_023787889.1	LOC17894745
XP_006300967.2	XM_006300905.2	LOC17895495
XP_006302250.1	XM_006302188.2	LOC17895712
XP_023643656.1	XM_023787888.1	LOC17895946
XP_006300484.1	XM_006300422.2	LOC17894262
XP_023643653.1	XM_023787885.1	LOC111831977
XP_006300433.2	XM_006300371.2	LOC17894222
XP_006300931.1	XM_006300869.2	LOC17894161
XP_006301064.1	XM_006301002.2	LOC17894277
XP_006301402.1	XM_006301340.1	LOC17894042
XP_006301484.2	XM_006301422.2	LOC17894966
XP_023642944.1	XM_023787176.1	LOC17894896
XP_006302049.1	XM_006301987.2	LOC17894896
XP_023642946.1	XM_023787178.1	LOC111831860
XP_023642945.1	XM_023787177.1	LOC17895458
XP_006300968.1	XM_006300906.2	LOC17896286
XP_023644381.1	XM_023788613.1	LOC17895713
XP_006300345.1	XM_006300283.2	LOC17895481
XP_006302865.2	XM_006302803.2	LOC17896202
XP_023643479.1	XM_023787711.1	LOC17896202
XP_006303083.1	XM_006303021.2	LOC17896495
XP_006301005.1	XM_006300943.2	LOC17895223
XP_006302761.1	XM_006302699.2	LOC17895151
XP_006300425.1	XM_006300363.2	LOC17896020
XP_006301732.1	XM_006301670.2	LOC17894748
XP_006303011.1	XM_006302949.2	LOC17894153
XP_006302019.1	XM_006301957.2	LOC17895313
XP_006302880.1	XM_006302818.2	LOC17895200
XP_006302063.1	XM_006302001.2	LOC17895630
XP_023643264.1	XM_023787496.1	LOC17895630
XP_006301439.1	XM_006301377.2	LOC17896244
XP_006300405.1	XM_006300343.2	LOC17894109
XP_006300735.1	XM_006300673.2	LOC17895726
XP_006301066.1	XM_006301004.2	LOC17896317
XP_006302727.1	XM_006302665.2	LOC17894645
XP_006302293.1	XM_006302231.2	LOC17895990
XP_023643962.1	XM_023788194.1	LOC111832035
XP_023643963.1	XM_023788195.1	LOC111832035
XP_023643961.1	XM_023788193.1	LOC111832035
XP_006300370.1	XM_006300308.2	LOC17896192
XP_006301285.1	XM_006301223.2	LOC17894263
XP_006300823.1	XM_006300761.2	LOC17894127
XP_006300824.1	XM_006300762.2	LOC17894127
XP_006302556.1	XM_006302494.2	LOC17894768
XP_006301980.1	XM_006301918.2	LOC17895583
XP_006301140.1	XM_006301078.2	LOC17895282
XP_006301961.2	XM_006301899.2	LOC17894780
XP_023643964.1	XM_023788196.1	LOC17894445
XP_006300517.1	XM_006300455.2	LOC17895638
XP_023643966.1	XM_023788198.1	LOC17894538
XP_006301676.1	XM_006301614.2	LOC17894538
XP_006301476.1	XM_006301414.2	LOC17895090
XP_006301318.1	XM_006301256.2	LOC17894888
XP_006302770.1	XM_006302708.2	LOC17894704
XP_023643214.1	XM_023787446.1	LOC17894675
XP_006301602.2	XM_006301540.2	LOC17895139
XP_006302177.1	XM_006302115.2	LOC17894235
XP_006302317.1	XM_006302255.2	LOC17894311
XP_006301440.1	XM_006301378.2	LOC17896535
XP_023643965.1	XM_023788197.1	LOC17894110
XP_023643216.1	XM_023787448.1	LOC111831895
XP_006301994.2	XM_006301932.2	LOC17896263
XP_006301998.2	XM_006301936.2	LOC17895295
XP_023643699.1	XM_023787931.1	LOC17895299
XP_006302791.1	XM_006302729.2	LOC17895299
XP_006302105.1	XM_006302043.2	LOC17895107
XP_006302889.1	XM_006302827.2	LOC17894168
XP_023644130.1	XM_023788362.1	LOC17896367
XP_006302755.1	XM_006302693.2	LOC17895244
XP_006301601.1	XM_006301539.2	LOC17896015
XP_006300927.1	XM_006300865.2	LOC17894234
XP_006302819.2	XM_006302757.2	LOC17894273
XP_006300536.2	XM_006300474.2	LOC17895469
XP_023643115.1	XM_023787347.1	LOC17894814
XP_023643116.1	XM_023787348.1	LOC17894814
XP_023643114.1	XM_023787346.1	LOC17894814
XP_023643545.1	XM_023787777.1	LOC111831963
XP_006302430.1	XM_006302368.2	LOC17896634
XP_006300436.1	XM_006300374.2	LOC17894125
XP_006300713.1	XM_006300651.2	LOC17894073
XP_006301088.1	XM_006301026.2	LOC17895883
XP_006301489.2	XM_006301427.2	LOC17895024
XP_006300810.1	XM_006300748.2	LOC17894901
XP_023642971.1	XM_023787203.1	LOC17894901
XP_006300443.1	XM_006300381.2	LOC17895082
XP_023643497.1	XM_023787729.1	LOC17894080
XP_006300873.2	XM_006300811.2	LOC17894080
XP_023642985.1	XM_023787217.1	LOC17894622
XP_006300383.1	XM_006300321.2	LOC17894622
XP_006300430.1	XM_006300368.2	LOC17894802
XP_006301260.2	XM_006301198.2	LOC17894158
XP_006300886.1	XM_006300824.2	LOC17896622
XP_023642992.1	XM_023787224.1	LOC17894091
XP_023642993.1	XM_023787225.1	LOC17894091
XP_006302509.1	XM_006302447.2	LOC17894091
XP_006301456.2	XM_006301394.2	LOC17894870
XP_006301632.2	XM_006301570.2	LOC17895631
XP_023642994.1	XM_023787226.1	LOC17894920
XP_006300350.1	XM_006300288.2	LOC17895636
XP_006301137.1	XM_006301075.2	LOC17896207
XP_023643217.1	XM_023787449.1	LOC17894777
XP_023642996.1	XM_023787228.1	LOC17896213
XP_006301221.1	XM_006301159.2	LOC17895283
XP_006302103.1	XM_006302041.2	LOC17896639
XP_023642989.1	XM_023787221.1	LOC17894166
XP_023642984.1	XM_023787216.1	LOC17894403
XP_006302676.2	XM_006302614.2	LOC17894826
XP_006302401.1	XM_006302339.2	LOC17896297
XP_023642991.1	XM_023787223.1	LOC17896297
XP_023642990.1	XM_023787222.1	LOC17896297
XP_006301684.1	XM_006301622.2	LOC17896507
XP_023642988.1	XM_023787220.1	LOC17896507
XP_023642995.1	XM_023787227.1	LOC17895098
XP_006301395.2	XM_006301333.2	LOC17896351
