protein	mRNA	gene
XP_018478277.1	XM_018622775.1	LOC108849235
XP_018478276.1	XM_018622774.1	LOC108849234
XP_018477457.1	XM_018621955.1	LOC108848561
XP_018484965.1	XM_018629463.1	LOC108855606
XP_018485183.1	XM_018629681.1	LOC108855782
XP_018485185.1	XM_018629683.1	LOC108855782
XP_018485184.1	XM_018629682.1	LOC108855782
XP_018485006.1	XM_018629504.1	LOC108855637
XP_018485005.1	XM_018629503.1	LOC108855637
XP_018485007.1	XM_018629505.1	LOC108855638
XP_018480545.1	XM_018625043.1	LOC108851589
XP_018477468.1	XM_018621966.1	LOC108848572
XP_018477467.1	XM_018621965.1	LOC108848572
XP_018482424.1	XM_018626922.1	LOC108853505
XP_018482675.1	XM_018627173.1	LOC108853737
XP_018479847.1	XM_018624345.1	LOC108850886
XP_018482374.1	XM_018626872.1	LOC108853458
XP_018479849.1	XM_018624347.1	LOC108850887
XP_018482376.1	XM_018626874.1	LOC108853460
XP_018478692.1	XM_018623190.1	LOC108849612
XP_018478693.1	XM_018623191.1	LOC108849613
XP_018478694.1	XM_018623192.1	LOC108849614
XP_018478695.1	XM_018623193.1	LOC108849615
XP_018479850.1	XM_018624348.1	LOC108850889
XP_018479851.1	XM_018624349.1	LOC108850890
XP_018479852.1	XM_018624350.1	LOC108850891
XP_018479853.1	XM_018624351.1	LOC108850892
XP_018483018.1	XM_018627516.1	LOC108854029
XP_018478802.1	XM_018623300.1	LOC108849708
XP_018480610.1	XM_018625108.1	LOC108851648
XP_018482266.1	XM_018626764.1	LOC108853343
XP_018477748.1	XM_018622246.1	LOC108848801
XP_018477747.1	XM_018622245.1	LOC108848801
XP_018481763.1	XM_018626261.1	LOC108852778
XP_018478258.1	XM_018622756.1	LOC108849222
XP_018481294.1	XM_018625792.1	LOC108852286
XP_018479854.1	XM_018624352.1	LOC108850895
XP_018479855.1	XM_018624353.1	LOC108850896
XP_018481614.1	XM_018626112.1	LOC108852610
XP_018480332.1	XM_018624830.1	LOC108851403
XP_018480333.1	XM_018624831.1	LOC108851403
XP_018479857.1	XM_018624355.1	LOC108850897
XP_018480987.1	XM_018625485.1	LOC108852003
XP_018480985.1	XM_018625483.1	LOC108852003
XP_018482039.1	XM_018626537.1	LOC108853076
XP_018479858.1	XM_018624356.1	LOC108850898
XP_018483903.1	XM_018628401.1	LOC108854757
XP_018483905.1	XM_018628403.1	LOC108854758
XP_018483904.1	XM_018628402.1	LOC108854758
XP_018479859.1	XM_018624357.1	LOC108850899
XP_018482165.1	XM_018626663.1	LOC108853219
XP_018481633.1	XM_018626131.1	LOC108852632
XP_018484788.1	XM_018629286.1	LOC108855454
XP_018477199.1	XM_018621697.1	LOC108848359
XP_018477200.1	XM_018621698.1	LOC108848359
XP_018482875.1	XM_018627373.1	LOC108853896
XP_018482878.1	XM_018627376.1	LOC108853899
XP_018482879.1	XM_018627377.1	LOC108853899
XP_018482877.1	XM_018627375.1	LOC108853898
XP_018482874.1	XM_018627372.1	LOC108853895
XP_018482876.1	XM_018627374.1	LOC108853897
XP_018482880.1	XM_018627378.1	LOC108853901
XP_018482882.1	XM_018627380.1	LOC108853903
XP_018482881.1	XM_018627379.1	LOC108853902
XP_018480315.1	XM_018624813.1	LOC108851391
XP_018482092.1	XM_018626590.1	LOC108853135
XP_018479860.1	XM_018624358.1	LOC108850900
XP_018482435.1	XM_018626933.1	LOC108853519
XP_018480398.1	XM_018624896.1	LOC108851461
XP_018483638.1	XM_018628136.1	LOC108854543
XP_018484999.1	XM_018629497.1	LOC108855632
XP_018485000.1	XM_018629498.1	LOC108855633
XP_018479861.1	XM_018624359.1	LOC108850901
XP_018482204.1	XM_018626702.1	LOC108853269
XP_018482570.1	XM_018627068.1	LOC108853654
XP_018482384.1	XM_018626882.1	LOC108853469
XP_018482200.1	XM_018626698.1	LOC108853262
XP_018478873.1	XM_018623371.1	LOC108849768
XP_018483212.1	XM_018627710.1	LOC108854202
XP_018483213.1	XM_018627711.1	LOC108854203
XP_018483216.1	XM_018627714.1	LOC108854207
XP_018483218.1	XM_018627716.1	LOC108854207
XP_018483214.1	XM_018627712.1	LOC108854206
XP_018483215.1	XM_018627713.1	LOC108854206
XP_018483219.1	XM_018627717.1	LOC108854208
XP_018477592.1	XM_018622090.1	LOC108848668
XP_018483780.1	XM_018628278.1	LOC108854665
XP_018484851.1	XM_018629349.1	LOC108855503
XP_018481665.1	XM_018626163.1	LOC108852667
XP_018484662.1	XM_018629160.1	LOC108855356
XP_018484661.1	XM_018629159.1	LOC108855356
XP_018484663.1	XM_018629161.1	LOC108855356
XP_018484660.1	XM_018629158.1	LOC108855355
XP_018482340.1	XM_018626838.1	LOC108853428
XP_018482292.1	XM_018626790.1	LOC108853375
XP_018481394.1	XM_018625892.1	LOC108852396
XP_018481515.1	XM_018626013.1	LOC108852507
XP_018477264.1	XM_018621762.1	LOC108848404
XP_018477265.1	XM_018621763.1	LOC108848405
XP_018482377.1	XM_018626875.1	LOC108853461
XP_018478114.1	XM_018622612.1	LOC108849106
XP_018478115.1	XM_018622613.1	LOC108849107
XP_018478118.1	XM_018622616.1	LOC108849108
XP_018478116.1	XM_018622614.1	LOC108849108
XP_018478113.1	XM_018622611.1	LOC108849105
XP_018480548.1	XM_018625046.1	LOC108851591
XP_018482068.1	XM_018626566.1	LOC108853107
XP_018481860.1	XM_018626358.1	LOC108852882
XP_018479863.1	XM_018624361.1	LOC108850905
XP_018481235.1	XM_018625733.1	LOC108852228
XP_018481936.1	XM_018626434.1	LOC108852964
XP_018481878.1	XM_018626376.1	LOC108852899
XP_018480436.1	XM_018624934.1	LOC108851498
XP_018478524.1	XM_018623022.1	LOC108849468
XP_018479864.1	XM_018624362.1	LOC108850906
XP_018481765.1	XM_018626263.1	LOC108852780
XP_018482208.1	XM_018626706.1	LOC108853275
XP_018482211.1	XM_018626709.1	LOC108853279
XP_018482223.1	XM_018626721.1	LOC108853294
XP_018481628.1	XM_018626126.1	LOC108852627
XP_018479865.1	XM_018624363.1	LOC108850907
XP_018482355.1	XM_018626853.1	LOC108853441
XP_018484765.1	XM_018629263.1	LOC108855436
XP_018484766.1	XM_018629264.1	LOC108855436
XP_018484764.1	XM_018629262.1	LOC108855436
XP_018484767.1	XM_018629265.1	LOC108855436
XP_018484768.1	XM_018629266.1	LOC108855436
XP_018484760.1	XM_018629258.1	LOC108855436
XP_018484763.1	XM_018629261.1	LOC108855436
XP_018484761.1	XM_018629259.1	LOC108855436
XP_018484762.1	XM_018629260.1	LOC108855436
XP_018484758.1	XM_018629256.1	LOC108855436
XP_018484770.1	XM_018629268.1	LOC108855436
XP_018484755.1	XM_018629253.1	LOC108855436
XP_018484757.1	XM_018629255.1	LOC108855436
XP_018484759.1	XM_018629257.1	LOC108855436
XP_018484754.1	XM_018629252.1	LOC108855436
XP_018484769.1	XM_018629267.1	LOC108855436
XP_018484884.1	XM_018629382.1	LOC108855534
XP_018482268.1	XM_018626766.1	LOC108853347
XP_018484944.1	XM_018629442.1	LOC108855588
XP_018479866.1	XM_018624364.1	LOC108850909
XP_018484943.1	XM_018629441.1	LOC108855587
XP_018484945.1	XM_018629443.1	LOC108855589
XP_018484946.1	XM_018629444.1	LOC108855590
XP_018484942.1	XM_018629440.1	LOC108855586
XP_018485127.1	XM_018629625.1	LOC108855738
XP_018485126.1	XM_018629624.1	LOC108855738
XP_018481960.1	XM_018626458.1	LOC108852994
XP_018478881.1	XM_018623379.1	LOC108849777
XP_018480813.1	XM_018625311.1	LOC108851842
XP_018478197.1	XM_018622695.1	LOC108849178
XP_018482998.1	XM_018627496.1	LOC108854011
XP_018482999.1	XM_018627497.1	LOC108854011
XP_018477291.1	XM_018621789.1	LOC108848427
XP_018479867.1	XM_018624365.1	LOC108850912
XP_018479868.1	XM_018624366.1	LOC108850913
XP_018478897.1	XM_018623395.1	LOC108849792
XP_018478898.1	XM_018623396.1	LOC108849792
XP_018479869.1	XM_018624367.1	LOC108850914
XP_018480508.1	XM_018625006.1	LOC108851559
XP_018479871.1	XM_018624369.1	LOC108850915
XP_018478625.1	XM_018623123.1	LOC108849566
XP_018481237.1	XM_018625735.1	LOC108852231
XP_018481595.1	XM_018626093.1	LOC108852593
XP_018481596.1	XM_018626094.1	LOC108852593
XP_018481597.1	XM_018626095.1	LOC108852593
XP_018481598.1	XM_018626096.1	LOC108852593
XP_018477880.1	XM_018622378.1	LOC108848915
XP_018477879.1	XM_018622377.1	LOC108848914
XP_018477881.1	XM_018622379.1	LOC108848917
XP_018477883.1	XM_018622381.1	LOC108848917
XP_018477882.1	XM_018622380.1	LOC108848917
XP_018482277.1	XM_018626775.1	LOC108853356
XP_018478782.1	XM_018623280.1	LOC108849691
XP_018481610.1	XM_018626108.1	LOC108852604
XP_018478844.1	XM_018623342.1	LOC108849740
XP_018482883.1	XM_018627381.1	LOC108853904
XP_018482884.1	XM_018627382.1	LOC108853904
XP_018478341.1	XM_018622839.1	LOC108849291
XP_018483706.1	XM_018628204.1	LOC108854600
XP_018482451.1	XM_018626949.1	LOC108853537
XP_018477673.1	XM_018622171.1	LOC108848740
XP_018477674.1	XM_018622172.1	LOC108848740
XP_018477676.1	XM_018622174.1	LOC108848741
XP_018479872.1	XM_018624370.1	LOC108850916
XP_018479873.1	XM_018624371.1	LOC108850917
XP_018484313.1	XM_018628811.1	LOC108855097
XP_018477080.1	XM_018621578.1	LOC108848257
XP_018482053.1	XM_018626551.1	LOC108853091
XP_018478283.1	XM_018622781.1	LOC108849240
XP_018479874.1	XM_018624372.1	LOC108850918
XP_018484170.1	XM_018628668.1	LOC108854986
XP_018484169.1	XM_018628667.1	LOC108854985
XP_018479875.1	XM_018624373.1	LOC108850919
XP_018484592.1	XM_018629090.1	LOC108855305
XP_018481433.1	XM_018625931.1	LOC108852425
XP_018481454.1	XM_018625952.1	LOC108852444
XP_018484926.1	XM_018629424.1	LOC108855575
XP_018484927.1	XM_018629425.1	LOC108855575
XP_018484929.1	XM_018629427.1	LOC108855575
XP_018482318.1	XM_018626816.1	LOC108853401
XP_018481346.1	XM_018625844.1	LOC108852348
XP_018481345.1	XM_018625843.1	LOC108852348
XP_018480781.1	XM_018625279.1	LOC108851810
XP_018482547.1	XM_018627045.1	LOC108853637
XP_018485333.1	XM_018629831.1	LOC108855903
XP_018485332.1	XM_018629830.1	LOC108855902
XP_018482765.1	XM_018627263.1	LOC108853818
XP_018481616.1	XM_018626114.1	LOC108852612
XP_018481617.1	XM_018626115.1	LOC108852613
XP_018477107.1	XM_018621605.1	LOC108848285
XP_018477108.1	XM_018621606.1	LOC108848286
XP_018478468.1	XM_018622966.1	LOC108849415
XP_018485369.1	XM_018629867.1	LOC108855936
XP_018485368.1	XM_018629866.1	LOC108855936
XP_018485370.1	XM_018629868.1	LOC108855938
XP_018480549.1	XM_018625047.1	LOC108851592
XP_018480550.1	XM_018625048.1	LOC108851592
XP_018481942.1	XM_018626440.1	LOC108852972
XP_018479876.1	XM_018624374.1	LOC108850921
XP_018479877.1	XM_018624375.1	LOC108850923
XP_018484564.1	XM_018629062.1	LOC108855286
XP_018484565.1	XM_018629063.1	LOC108855287
XP_018482114.1	XM_018626612.1	LOC108853161
XP_018482115.1	XM_018626613.1	LOC108853161
XP_018478407.1	XM_018622905.1	LOC108849360
XP_018480996.1	XM_018625494.1	LOC108852012
XP_018480995.1	XM_018625493.1	LOC108852012
XP_018480997.1	XM_018625495.1	LOC108852012
XP_018477163.1	XM_018621661.1	LOC108848330
XP_018477162.1	XM_018621660.1	LOC108848328
XP_018485203.1	XM_018629701.1	LOC108855795
XP_018482441.1	XM_018626939.1	LOC108853525
XP_018478655.1	XM_018623153.1	LOC108849590
XP_018483170.1	XM_018627668.1	LOC108854155
XP_018483169.1	XM_018627667.1	LOC108854154
XP_018478980.1	XM_018623478.1	LOC108849865
XP_018478319.1	XM_018622817.1	LOC108849269
XP_018478320.1	XM_018622818.1	LOC108849269
XP_018479878.1	XM_018624376.1	LOC108850924
XP_018484430.1	XM_018628928.1	LOC108855178
XP_018484901.1	XM_018629399.1	LOC108855552
XP_018484902.1	XM_018629400.1	LOC108855552
XP_018478910.1	XM_018623408.1	LOC108849802
XP_018478343.1	XM_018622841.1	LOC108849292
XP_018478342.1	XM_018622840.1	LOC108849292
XP_018480469.1	XM_018624967.1	LOC108851528
XP_018480468.1	XM_018624966.1	LOC108851528
XP_018480467.1	XM_018624965.1	LOC108851528
XP_018484364.1	XM_018628862.1	LOC108855133
XP_018485025.1	XM_018629523.1	LOC108855655
XP_018485024.1	XM_018629522.1	LOC108855654
XP_018477285.1	XM_018621783.1	LOC108848421
XP_018478082.1	XM_018622580.1	LOC108849077
XP_018478925.1	XM_018623423.1	LOC108849819
XP_018481729.1	XM_018626227.1	LOC108852738
XP_018478760.1	XM_018623258.1	LOC108849667
XP_018478759.1	XM_018623257.1	LOC108849667
XP_018485115.1	XM_018629613.1	LOC108855729
XP_018485117.1	XM_018629615.1	LOC108855730
XP_018485116.1	XM_018629614.1	LOC108855730
XP_018483917.1	XM_018628415.1	LOC108854765
XP_018482769.1	XM_018627267.1	LOC108853823
XP_018479880.1	XM_018624378.1	LOC108850926
XP_018482770.1	XM_018627268.1	LOC108853824
XP_018482768.1	XM_018627266.1	LOC108853822
XP_018482766.1	XM_018627264.1	LOC108853821
XP_018481373.1	XM_018625871.1	LOC108852375
XP_018481376.1	XM_018625874.1	LOC108852377
XP_018482611.1	XM_018627109.1	LOC108853692
XP_018482610.1	XM_018627108.1	LOC108853691
XP_018477124.1	XM_018621622.1	LOC108848299
XP_018477123.1	XM_018621621.1	LOC108848298
XP_018478859.1	XM_018623357.1	LOC108849756
XP_018478858.1	XM_018623356.1	LOC108849755
XP_018484354.1	XM_018628852.1	LOC108855124
XP_018478997.1	XM_018623495.1	LOC108849885
XP_018484351.1	XM_018628849.1	LOC108855121
XP_018484353.1	XM_018628851.1	LOC108855123
XP_018484352.1	XM_018628850.1	LOC108855122
XP_018484355.1	XM_018628853.1	LOC108855126
XP_018484350.1	XM_018628848.1	LOC108855120
XP_018479881.1	XM_018624379.1	LOC108850927
XP_018479882.1	XM_018624380.1	LOC108850928
XP_018479883.1	XM_018624381.1	LOC108850929
XP_018484356.1	XM_018628854.1	LOC108855127
XP_018484357.1	XM_018628855.1	LOC108855127
XP_018482242.1	XM_018626740.1	LOC108853317
XP_018481269.1	XM_018625767.1	LOC108852261
XP_018481270.1	XM_018625768.1	LOC108852261
XP_018481299.1	XM_018625797.1	LOC108852294
XP_018477897.1	XM_018622395.1	LOC108848930
XP_018477899.1	XM_018622397.1	LOC108848930
XP_018483692.1	XM_018628190.1	LOC108854589
XP_018483690.1	XM_018628188.1	LOC108854588
XP_018478715.1	XM_018623213.1	LOC108849629
XP_018478716.1	XM_018623214.1	LOC108849629
XP_018478717.1	XM_018623215.1	LOC108849630
XP_018478906.1	XM_018623404.1	LOC108849799
XP_018478907.1	XM_018623405.1	LOC108849800
XP_018479884.1	XM_018624382.1	LOC108850930
XP_018478434.1	XM_018622932.1	LOC108849384
XP_018483494.1	XM_018627992.1	LOC108854432
XP_018483495.1	XM_018627993.1	LOC108854433
XP_018479885.1	XM_018624383.1	LOC108850931
XP_018483128.1	XM_018627626.1	LOC108854117
XP_018483122.1	XM_018627620.1	LOC108854112
XP_018483120.1	XM_018627618.1	LOC108854112
XP_018483125.1	XM_018627623.1	LOC108854114
XP_018483124.1	XM_018627622.1	LOC108854114
XP_018483127.1	XM_018627625.1	LOC108854116
XP_018483123.1	XM_018627621.1	LOC108854113
XP_018483126.1	XM_018627624.1	LOC108854115
XP_018481794.1	XM_018626292.1	LOC108852806
XP_018485009.1	XM_018629507.1	LOC108855641
XP_018480454.1	XM_018624952.1	LOC108851514
XP_018481130.1	XM_018625628.1	LOC108852129
XP_018481574.1	XM_018626072.1	LOC108852572
XP_018484893.1	XM_018629391.1	LOC108855544
XP_018480410.1	XM_018624908.1	LOC108851471
XP_018480411.1	XM_018624909.1	LOC108851471
XP_018478444.1	XM_018622942.1	LOC108849394
XP_018479886.1	XM_018624384.1	LOC108850933
XP_018484003.1	XM_018628501.1	LOC108854832
XP_018479887.1	XM_018624385.1	LOC108850934
XP_018482308.1	XM_018626806.1	LOC108853390
XP_018482309.1	XM_018626807.1	LOC108853390
XP_018481188.1	XM_018625686.1	LOC108852184
XP_018477929.1	XM_018622427.1	LOC108848956
XP_018482474.1	XM_018626972.1	LOC108853563
XP_018482473.1	XM_018626971.1	LOC108853563
XP_018479888.1	XM_018624386.1	LOC108850935
XP_018482489.1	XM_018626987.1	LOC108853581
XP_018482249.1	XM_018626747.1	LOC108853323
XP_018482248.1	XM_018626746.1	LOC108853323
XP_018484196.1	XM_018628694.1	LOC108855008
XP_018484192.1	XM_018628690.1	LOC108855006
XP_018484193.1	XM_018628691.1	LOC108855006
XP_018479889.1	XM_018624387.1	LOC108850936
XP_018484194.1	XM_018628692.1	LOC108855007
XP_018478470.1	XM_018622968.1	LOC108849416
XP_018483437.1	XM_018627935.1	LOC108854392
XP_018479890.1	XM_018624388.1	LOC108850937
XP_018477872.1	XM_018622370.1	LOC108848910
XP_018482057.1	XM_018626555.1	LOC108853096
XP_018482056.1	XM_018626554.1	LOC108853096
XP_018482567.1	XM_018627065.1	LOC108853650
XP_018485175.1	XM_018629673.1	LOC108855774
XP_018485174.1	XM_018629672.1	LOC108855774
XP_018485176.1	XM_018629674.1	LOC108855775
XP_018479891.1	XM_018624389.1	LOC108850938
XP_018482276.1	XM_018626774.1	LOC108853355
XP_018477741.1	XM_018622239.1	LOC108848797
XP_018482236.1	XM_018626734.1	LOC108853311
XP_018478947.1	XM_018623445.1	LOC108849837
XP_018477999.1	XM_018622497.1	LOC108849007
XP_018477998.1	XM_018622496.1	LOC108849006
XP_018479892.1	XM_018624390.1	LOC108850941
XP_018482138.1	XM_018626636.1	LOC108853188
XP_018479894.1	XM_018624392.1	LOC108850943
XP_018483545.1	XM_018628043.1	LOC108854474
XP_018483542.1	XM_018628040.1	LOC108854473
XP_018483543.1	XM_018628041.1	LOC108854473
XP_018479895.1	XM_018624393.1	LOC108850944
XP_018482910.1	XM_018627408.1	LOC108853928
XP_018482913.1	XM_018627411.1	LOC108853931
XP_018482912.1	XM_018627410.1	LOC108853931
XP_018482911.1	XM_018627409.1	LOC108853929
XP_018477479.1	XM_018621977.1	LOC108848582
XP_018477516.1	XM_018622014.1	LOC108848612
XP_018482679.1	XM_018627177.1	LOC108853742
XP_018482680.1	XM_018627178.1	LOC108853743
XP_018482491.1	XM_018626989.1	LOC108853583
XP_018477268.1	XM_018621766.1	LOC108848406
XP_018477266.1	XM_018621764.1	LOC108848406
XP_018477267.1	XM_018621765.1	LOC108848406
XP_018478842.1	XM_018623340.1	LOC108849738
XP_018479896.1	XM_018624394.1	LOC108850945
XP_018477504.1	XM_018622002.1	LOC108848604
XP_018482086.1	XM_018626584.1	LOC108853127
XP_018480529.1	XM_018625027.1	LOC108851574
XP_018478134.1	XM_018622632.1	LOC108849124
XP_018478135.1	XM_018622633.1	LOC108849124
XP_018478133.1	XM_018622631.1	LOC108849123
XP_018485300.1	XM_018629798.1	LOC108855875
XP_018480751.1	XM_018625249.1	LOC108851780
XP_018479897.1	XM_018624395.1	LOC108850947
XP_018480275.1	XM_018624773.1	LOC108851356
XP_018477694.1	XM_018622192.1	LOC108848758
XP_018482244.1	XM_018626742.1	LOC108853319
XP_018482245.1	XM_018626743.1	LOC108853319
XP_018480684.1	XM_018625182.1	LOC108851721
XP_018480683.1	XM_018625181.1	LOC108851721
XP_018480682.1	XM_018625180.1	LOC108851721
XP_018481811.1	XM_018626309.1	LOC108852829
XP_018481220.1	XM_018625718.1	LOC108852213
XP_018480448.1	XM_018624946.1	LOC108851508
XP_018479898.1	XM_018624396.1	LOC108850949
XP_018480533.1	XM_018625031.1	LOC108851577
XP_018477421.1	XM_018621919.1	LOC108848531
XP_018480423.1	XM_018624921.1	LOC108851484
XP_018484530.1	XM_018629028.1	LOC108855258
XP_018484985.1	XM_018629483.1	LOC108855619
XP_018479899.1	XM_018624397.1	LOC108850950
XP_018479900.1	XM_018624398.1	LOC108850951
XP_018482918.1	XM_018627416.1	LOC108853936
XP_018482917.1	XM_018627415.1	LOC108853935
XP_018482919.1	XM_018627417.1	LOC108853937
XP_018482916.1	XM_018627414.1	LOC108853934
XP_018482920.1	XM_018627418.1	LOC108853938
XP_018479901.1	XM_018624399.1	LOC108850953
XP_018478696.1	XM_018623194.1	LOC108849616
XP_018480661.1	XM_018625159.1	LOC108851697
XP_018477198.1	XM_018621696.1	LOC108848357
XP_018482031.1	XM_018626529.1	LOC108853064
XP_018479902.1	XM_018624400.1	LOC108850956
XP_018482177.1	XM_018626675.1	LOC108853233
XP_018482234.1	XM_018626732.1	LOC108853308
XP_018483003.1	XM_018627501.1	LOC108854017
XP_018481558.1	XM_018626056.1	LOC108852553
XP_018477091.1	XM_018621589.1	LOC108848269
XP_018483628.1	XM_018628126.1	LOC108854534
XP_018483627.1	XM_018628125.1	LOC108854534
XP_018483557.1	XM_018628055.1	LOC108854482
XP_018483558.1	XM_018628056.1	LOC108854484
XP_018483559.1	XM_018628057.1	LOC108854485
XP_018479903.1	XM_018624401.1	LOC108850957
XP_018478222.1	XM_018622720.1	LOC108849196
XP_018478223.1	XM_018622721.1	LOC108849196
XP_018477589.1	XM_018622087.1	LOC108848665
XP_018477590.1	XM_018622088.1	LOC108848666
XP_018481683.1	XM_018626181.1	LOC108852683
XP_018481663.1	XM_018626161.1	LOC108852665
XP_018478238.1	XM_018622736.1	LOC108849212
XP_018478240.1	XM_018622738.1	LOC108849212
XP_018477559.1	XM_018622057.1	LOC108848639
XP_018477560.1	XM_018622058.1	LOC108848640
XP_018481692.1	XM_018626190.1	LOC108852693
XP_018481200.1	XM_018625698.1	LOC108852194
XP_018481380.1	XM_018625878.1	LOC108852379
XP_018481379.1	XM_018625877.1	LOC108852379
XP_018481378.1	XM_018625876.1	LOC108852379
XP_018480858.1	XM_018625356.1	LOC108851881
XP_018479904.1	XM_018624402.1	LOC108850958
XP_018481767.1	XM_018626265.1	LOC108852782
XP_018479906.1	XM_018624404.1	LOC108850960
XP_018480885.1	XM_018625383.1	LOC108851907
XP_018479907.1	XM_018624405.1	LOC108850961
XP_018481766.1	XM_018626264.1	LOC108852781
XP_018479908.1	XM_018624406.1	LOC108850963
XP_018479909.1	XM_018624407.1	LOC108850964
XP_018477538.1	XM_018622036.1	LOC108848626
XP_018477537.1	XM_018622035.1	LOC108848625
XP_018481826.1	XM_018626324.1	LOC108852845
XP_018484912.1	XM_018629410.1	LOC108855560
XP_018484911.1	XM_018629409.1	LOC108855559
XP_018478975.1	XM_018623473.1	LOC108849860
XP_018477047.1	XM_018621545.1	LOC108848235
XP_018483007.1	XM_018627505.1	LOC108854019
XP_018483008.1	XM_018627506.1	LOC108854019
XP_018479910.1	XM_018624408.1	LOC108850965
XP_018481359.1	XM_018625857.1	LOC108852362
XP_018481358.1	XM_018625856.1	LOC108852361
XP_018481410.1	XM_018625908.1	LOC108852406
XP_018481409.1	XM_018625907.1	LOC108852406
XP_018481412.1	XM_018625910.1	LOC108852406
XP_018481411.1	XM_018625909.1	LOC108852406
XP_018482202.1	XM_018626700.1	LOC108853266
XP_018481681.1	XM_018626179.1	LOC108852681
XP_018481495.1	XM_018625993.1	LOC108852489
XP_018480537.1	XM_018625035.1	LOC108851582
XP_018479912.1	XM_018624410.1	LOC108850969
XP_018484331.1	XM_018628829.1	LOC108855112
XP_018484334.1	XM_018628832.1	LOC108855112
XP_018484332.1	XM_018628830.1	LOC108855112
XP_018484335.1	XM_018628833.1	LOC108855112
XP_018484336.1	XM_018628834.1	LOC108855112
XP_018484337.1	XM_018628835.1	LOC108855112
XP_018484338.1	XM_018628836.1	LOC108855112
XP_018484330.1	XM_018628828.1	LOC108855111
XP_018484328.1	XM_018628826.1	LOC108855109
XP_018484329.1	XM_018628827.1	LOC108855109
XP_018483938.1	XM_018628436.1	LOC108854779
XP_018483939.1	XM_018628437.1	LOC108854779
XP_018482905.1	XM_018627403.1	LOC108853921
XP_018480662.1	XM_018625160.1	LOC108851699
XP_018477255.1	XM_018621753.1	LOC108848396
XP_018478911.1	XM_018623409.1	LOC108849804
XP_018479913.1	XM_018624411.1	LOC108850970
XP_018483484.1	XM_018627982.1	LOC108854424
XP_018483482.1	XM_018627980.1	LOC108854423
XP_018483481.1	XM_018627979.1	LOC108854422
XP_018482291.1	XM_018626789.1	LOC108853373
XP_018484748.1	XM_018629246.1	LOC108855429
XP_018479914.1	XM_018624412.1	LOC108850972
XP_018479915.1	XM_018624413.1	LOC108850973
XP_018482246.1	XM_018626744.1	LOC108853320
XP_018479916.1	XM_018624414.1	LOC108850974
XP_018480861.1	XM_018625359.1	LOC108851884
XP_018484727.1	XM_018629225.1	LOC108855414
XP_018481107.1	XM_018625605.1	LOC108852109
XP_018483506.1	XM_018628004.1	LOC108854439
XP_018483507.1	XM_018628005.1	LOC108854440
XP_018483504.1	XM_018628002.1	LOC108854438
XP_018483505.1	XM_018628003.1	LOC108854438
XP_018484812.1	XM_018629310.1	LOC108855471
XP_018479918.1	XM_018624416.1	LOC108850976
XP_018477941.1	XM_018622439.1	LOC108848968
XP_018477593.1	XM_018622091.1	LOC108848669
XP_018484668.1	XM_018629166.1	LOC108855363
XP_018478252.1	XM_018622750.1	LOC108849218
XP_018478251.1	XM_018622749.1	LOC108849218
XP_018478255.1	XM_018622753.1	LOC108849219
XP_018478254.1	XM_018622752.1	LOC108849219
XP_018483616.1	XM_018628114.1	LOC108854524
XP_018478537.1	XM_018623035.1	LOC108849482
XP_018482199.1	XM_018626697.1	LOC108853261
XP_018477983.1	XM_018622481.1	LOC108848995
XP_018477982.1	XM_018622480.1	LOC108848995
XP_018482013.1	XM_018626511.1	LOC108853048
XP_018478012.1	XM_018622510.1	LOC108849017
XP_018478011.1	XM_018622509.1	LOC108849017
XP_018481684.1	XM_018626182.1	LOC108852684
XP_018484284.1	XM_018628782.1	LOC108855076
XP_018481305.1	XM_018625803.1	LOC108852302
XP_018477293.1	XM_018621791.1	LOC108848428
XP_018478623.1	XM_018623121.1	LOC108849562
XP_018477226.1	XM_018621724.1	LOC108848372
XP_018477221.1	XM_018621719.1	LOC108848372
XP_018477223.1	XM_018621721.1	LOC108848372
XP_018477222.1	XM_018621720.1	LOC108848372
XP_018477224.1	XM_018621722.1	LOC108848372
XP_018477885.1	XM_018622383.1	LOC108848919
XP_018482444.1	XM_018626942.1	LOC108853530
XP_018479920.1	XM_018624418.1	LOC108850979
XP_018479921.1	XM_018624419.1	LOC108850980
XP_018479922.1	XM_018624420.1	LOC108850981
XP_018481586.1	XM_018626084.1	LOC108852585
XP_018477761.1	XM_018622259.1	LOC108848814
XP_018477599.1	XM_018622097.1	LOC108848675
XP_018478079.1	XM_018622577.1	LOC108849074
XP_018484677.1	XM_018629175.1	LOC108855366
XP_018484678.1	XM_018629176.1	LOC108855366
XP_018478172.1	XM_018622670.1	LOC108849157
XP_018478763.1	XM_018623261.1	LOC108849671
XP_018478354.1	XM_018622852.1	LOC108849303
XP_018477833.1	XM_018622331.1	LOC108848879
XP_018477319.1	XM_018621817.1	LOC108848450
XP_018478096.1	XM_018622594.1	LOC108849090
XP_018484716.1	XM_018629214.1	LOC108855405
XP_018484717.1	XM_018629215.1	LOC108855405
XP_018478191.1	XM_018622689.1	LOC108849173
XP_018478762.1	XM_018623260.1	LOC108849669
XP_018478165.1	XM_018622663.1	LOC108849150
XP_018481354.1	XM_018625852.1	LOC108852356
XP_018480701.1	XM_018625199.1	LOC108851735
XP_018481366.1	XM_018625864.1	LOC108852368
XP_018483446.1	XM_018627944.1	LOC108854398
