protein	mRNA	gene
XP_013732029.1	XM_013876575.3	LOC106435663
XP_013732007.1	XM_013876553.3	LOC106435642
XP_013732019.1	XM_013876565.3	LOC106435652
XP_013732002.1	XM_013876548.3	BNAA03G09880D
XP_013731993.1	XM_013876539.3	LOC106435627
XP_022569148.1	XM_022713427.2	LOC106435600
XP_013731964.1	XM_013876510.3	LOC106435600
XP_013731977.1	XM_013876523.3	LOC106435600
XP_013731946.1	XM_013876492.3	BNAA03G09910D
XP_048628558.1	XM_048772601.1	BNAA03G09910D
XP_048628566.1	XM_048772609.1	LOC125598867
XP_048628574.1	XM_048772617.1	LOC125598876
XP_013731932.2	XM_013876478.3	LOC106435566
XP_048628580.1	XM_048772623.1	LOC106443245
XP_048628596.1	XM_048772639.1	LOC125598956
XP_048628622.1	XM_048772665.1	LOC106443243
XP_048628621.1	XM_048772664.1	LOC106443243
XP_013731919.1	XM_013876465.3	LOC106435557
XP_013731898.2	XM_013876444.3	LOC106435541
XP_013731910.1	XM_013876456.3	LOC106435549
XP_048628620.1	XM_048772663.1	LOC125598989
XP_048628619.1	XM_048772662.1	LOC125598989
XP_048628618.1	XM_048772661.1	LOC125598989
XP_048628608.1	XM_048772651.1	LOC106385196
XP_048628623.1	XM_048772666.1	LOC125575307
XP_048628624.1	XM_048772667.1	LOC125575307
XP_048628625.1	XM_048772668.1	LOC125575307
XP_048628595.1	XM_048772638.1	LOC125598943
XP_022554538.2	XM_022698817.2	LOC106387187
XP_013682457.2	XM_013827003.3	LOC106387188
XP_048628604.1	XM_048772647.1	LOC106435482
XP_048628605.1	XM_048772648.1	LOC106435482
XP_048620989.1	XM_048765032.1	LOC125591232
XP_048628627.1	XM_048772670.1	LOC125599082
XP_048628626.1	XM_048772669.1	LOC125599082
XP_013731941.1	XM_013876487.3	LOC106435577
XP_013740273.1	XM_013884819.3	LOC106443246
XP_048628628.1	XM_048772671.1	LOC125599154
XP_013740270.3	XM_013884816.3	LOC106443244
XP_048628679.1	XM_048772722.1	LOC125599337
XP_048628673.1	XM_048772716.1	LOC125599337
XP_048628629.1	XM_048772672.1	LOC125599186
XP_048628630.1	XM_048772673.1	LOC125599186
XP_048628660.1	XM_048772703.1	LOC125599283
XP_048628670.1	XM_048772713.1	LOC125599299
XP_048628667.1	XM_048772710.1	LOC125599299
XP_048628661.1	XM_048772704.1	LOC125599299
XP_048628658.1	XM_048772701.1	LOC106443301
XP_013733206.1	XM_013877752.3	LOC106436801
XP_013733211.1	XM_013877757.3	LOC106436801
XP_013733217.1	XM_013877763.3	LOC106436801
XP_013733184.1	XM_013877730.3	LOC106436782
XP_013733195.2	XM_013877741.3	LOC106436791
XP_013733173.2	XM_013877719.3	LOC106436771
XP_048628646.1	XM_048772689.1	LOC106436739
XP_048628651.1	XM_048772694.1	LOC106436739
XP_048628631.1	XM_048772674.1	LOC106436754
XP_048628699.1	XM_048772742.1	LOC106436729
XP_048620992.1	XM_048765035.1	LOC106436745
XP_048628632.1	XM_048772675.1	LOC106436764
XP_013740327.2	XM_013884873.3	BNAA03G10110D
XP_013740326.1	XM_013884872.3	BNAA03G10120D
XP_022573236.1	XM_022717515.2	LOC106441586
XP_013733122.2	XM_013877668.3	LOC106436710
XP_048628712.1	XM_048772755.1	LOC125599389
XP_013740325.2	XM_013884871.3	LOC106443297
XP_013739024.2	XM_013883570.2	LOC106441809
XP_048628717.1	XM_048772760.1	LOC125574774
XP_048628718.1	XM_048772761.1	LOC106436700
XP_013733098.2	XM_013877644.3	LOC106436691
XP_048628719.1	XM_048772762.1	LOC106436675
XP_013733073.1	XM_013877619.3	LOC106436665
XP_013740324.1	XM_013884870.3	LOC106443296
XP_013740323.1	XM_013884869.3	LOC106443295
XP_048628752.1	XM_048772795.1	LOC125599510
XP_013740321.1	XM_013884867.3	LOC106443293
XP_013733069.1	XM_013877615.3	LOC106436656
XP_048628763.1	XM_048772806.1	LOC106436637
XP_013733041.2	XM_013877587.3	BNAA03G10260D
XP_013740319.1	XM_013884865.3	LOC106443292
XP_013733032.1	XM_013877578.3	LOC106436617
XP_022573237.1	XM_022717516.2	LOC111214559
XP_013733011.1	XM_013877557.3	LOC106436598
XP_013733022.1	XM_013877568.3	LOC106436605
XP_013732992.2	XM_013877538.3	LOC106436584
XP_013732999.2	XM_013877545.3	LOC106436584
XP_048628804.1	XM_048772847.1	LOC106436571
XP_013740316.2	XM_013884862.3	LOC106443290
XP_013740318.2	XM_013884864.3	LOC106443290
XP_022569589.2	XM_022713868.2	LOC106443290
XP_048628806.1	XM_048772849.1	LOC106443290
XP_048628798.1	XM_048772841.1	BNAA03G10360D
XP_013732975.1	XM_013877521.3	BNAA03G10360D
XP_013732972.1	XM_013877518.3	BNAA03G10360D
XP_013740315.2	XM_013884861.3	LOC106443289
XP_013732967.2	XM_013877513.3	LOC106436552
XP_048628815.1	XM_048772858.1	LOC125599714
XP_013740314.2	XM_013884860.3	LOC106443288
XP_013740313.1	XM_013884859.3	LOC106443287
XP_048628817.1	XM_048772860.1	LOC106436540
XP_048628831.1	XM_048772874.1	LOC106441581
XP_013732951.1	XM_013877497.3	BNAA03G10440D
XP_013732944.2	XM_013877490.3	LOC106436524
NP_001303000.1	NM_001316071.1	LOC106436514
XP_013732921.1	XM_013877467.3	LOC106436503
XP_048628839.1	XM_048772882.1	LOC106443286
XP_013740311.2	XM_013884857.3	LOC106443286
XP_048628854.1	XM_048772897.1	LOC111204351
XP_048628852.1	XM_048772895.1	LOC106441578
XP_048628849.1	XM_048772892.1	LOC106441578
XP_048628846.1	XM_048772889.1	LOC106441578
XP_013738837.2	XM_013883383.3	LOC106441578
XP_013732890.1	XM_013877436.3	BNAANNG30550D
XP_022569664.2	XM_022713943.2	LOC111212400
XP_013732875.3	XM_013877421.3	LOC106436451
XP_048628883.1	XM_048772926.1	BNAA03G10570D
XP_048628881.1	XM_048772924.1	BNAA03G10570D
XP_048628880.1	XM_048772923.1	BNAA03G10570D
XP_048628873.1	XM_048772916.1	BNAA03G10570D
XP_013732846.2	XM_013877392.3	BNAA03G10570D
XP_048628889.1	XM_048772932.1	BNAA03G10570D
XP_013732818.2	XM_013877364.3	LOC106436397
XP_048628918.1	XM_048772961.1	LOC106443284
XP_048628924.1	XM_048772967.1	LOC106443284
XP_048628914.1	XM_048772957.1	LOC106443284
XP_013738835.3	XM_013883381.3	LOC106441577
XP_048628913.1	XM_048772956.1	LOC106443283
XP_013740307.2	XM_013884853.3	LOC106443282
XP_022561486.2	XM_022705765.2	LOC111207580
XP_013732774.2	XM_013877320.3	LOC106436355
XP_013732763.2	XM_013877309.3	LOC106436346
XP_048628956.1	XM_048772999.1	LOC106436346
XP_013732723.2	XM_013877269.3	LOC106436314
XP_013732752.1	XM_013877298.3	LOC106436337
XP_048628950.1	XM_048772993.1	LOC106436294
XP_013740306.2	XM_013884852.3	LOC106443281
XP_013732699.1	XM_013877245.3	LOC106436286
XP_013732690.2	XM_013877236.3	LOC106436277
XP_013732681.1	XM_013877227.3	LOC106436268
XP_013740304.2	XM_013884850.3	LOC106443280
XP_013740303.1	XM_013884849.3	LOC106443279
XP_048628995.1	XM_048773038.1	LOC106441576
XP_013740302.1	XM_013884848.3	BNAA03G10740D
XP_048629005.1	XM_048773048.1	LOC106443276
XP_022569814.2	XM_022714093.2	LOC106405024
XP_013701102.2	XM_013845648.3	LOC106405024
XP_013701101.2	XM_013845647.3	LOC106405024
XP_013702714.2	XM_013847260.3	LOC106406567
XP_048629011.1	XM_048773054.1	LOC106406567
XP_048629019.1	XM_048773062.1	LOC106405569
XP_013701569.2	XM_013846115.3	LOC106405586
XP_048629029.1	XM_048773072.1	LOC106403864
XP_013701412.2	XM_013845958.3	LOC106405398
XP_048629042.1	XM_048773085.1	LOC106403863
XP_048621011.1	XM_048765054.1	LOC106403862
XP_013701619.2	XM_013846165.3	LOC106405645
XP_048621016.1	XM_048765059.1	LOC106402534
XP_013699468.2	XM_013844014.3	LOC106403172
XP_013702746.2	XM_013847292.3	LOC106406603
XP_013702747.2	XM_013847293.3	LOC106406603
XP_013701555.1	XM_013846101.2	LOC106405577
XP_013701563.2	XM_013846109.3	LOC106405579
XP_013700096.2	XM_013844642.3	LOC106403861
XP_022569841.2	XM_022714120.2	LOC111212566
XP_022569846.2	XM_022714125.2	LOC106387431
XP_013682749.3	XM_013827295.3	LOC106387431
XP_022569860.1	XM_022714139.2	LOC111197697
XP_022569866.2	XM_022714145.2	LOC111212586
XP_048629082.1	XM_048773125.1	LOC111212586
XP_048629088.1	XM_048773131.1	LOC106387428
XP_013682744.2	XM_013827290.3	LOC106387428
XP_048629094.1	XM_048773137.1	LOC106387428
XP_013749585.1	XM_013894131.3	LOC106452108
XP_013749584.1	XM_013894130.3	LOC106452108
XP_022569881.1	XM_022714160.2	LOC106452108
XP_022569888.1	XM_022714167.2	BNAC03G13760D
XP_022569898.1	XM_022714177.2	BNAC03G13760D
XP_022569903.2	XM_022714182.2	LOC111198015
XP_022569909.2	XM_022714188.2	LOC111198015
XP_022569907.2	XM_022714186.2	LOC111198015
XP_048629136.1	XM_048773179.1	LOC125600488
XP_048629138.1	XM_048773181.1	LOC106437032
XP_013733429.2	XM_013877975.3	LOC106437032
XP_013733413.2	XM_013877959.3	LOC106437014
XP_048629131.1	XM_048773174.1	LOC106437014
XP_013733418.2	XM_013877964.3	LOC106437014
XP_022569920.1	XM_022714199.2	LOC106437014
XP_013740341.2	XM_013884887.3	LOC106443316
XP_013733443.1	XM_013877989.3	LOC106437041
XP_013733435.1	XM_013877981.3	LOC106437041
XP_013733448.1	XM_013877994.3	LOC106437041
XP_048629178.1	XM_048773221.1	LOC106437041
XP_048629181.1	XM_048773224.1	LOC106437041
XP_048629159.1	XM_048773202.1	LOC106437067
XP_013682723.2	XM_013827269.3	LOC106387416
XP_048629190.1	XM_048773233.1	LOC125600592
XP_048629195.1	XM_048773238.1	LOC125600592
XP_048629194.1	XM_048773237.1	LOC125600592
XP_048629184.1	XM_048773227.1	LOC106387415
XP_013682761.2	XM_013827307.2	LOC106387440
XP_013682719.2	XM_013827265.3	LOC106387412
XP_013682718.2	XM_013827264.3	LOC106387411
XP_048629223.1	XM_048773266.1	LOC106387411
XP_048629228.1	XM_048773271.1	LOC106387411
XP_048629234.1	XM_048773277.1	LOC106387411
XP_022569977.2	XM_022714256.2	LOC111212676
XP_013682712.1	XM_013827258.3	BNAA03G11190D
XP_022569996.2	XM_022714275.2	LOC106387407
XP_013682708.3	XM_013827254.3	LOC106387404
XP_022570007.2	XM_022714286.2	LOC111212706
XP_022570011.2	XM_022714290.2	LOC111212707
XP_048621019.1	XM_048765062.1	LOC125591240
XP_013682704.2	XM_013827250.3	LOC106387400
XP_013682703.2	XM_013827249.3	LOC106387399
XP_048629251.1	XM_048773294.1	LOC106387399
XP_013738861.2	XM_013883407.2	LOC106441608
XP_048629258.1	XM_048773301.1	LOC125600712
XP_048629261.1	XM_048773304.1	LOC125600717
XP_048629272.1	XM_048773315.1	LOC125600721
XP_048629281.1	XM_048773324.1	LOC125600726
XP_048629276.1	XM_048773319.1	LOC125600726
XP_048629286.1	XM_048773329.1	LOC125600739
XP_048629289.1	XM_048773332.1	LOC125600750
XP_048629294.1	XM_048773337.1	LOC125600750
XP_048629297.1	XM_048773340.1	LOC125600759
XP_013640671.2	XM_013785217.3	LOC106345985
XP_048629317.1	XM_048773360.1	LOC111211578
XP_022568489.2	XM_022712768.2	LOC111211578
XP_048629310.1	XM_048773353.1	LOC111211578
XP_048629314.1	XM_048773357.1	LOC111211578
XP_022568477.2	XM_022712756.2	LOC111211570
XP_022568487.2	XM_022712766.2	LOC111211577
XP_022568486.2	XM_022712765.2	LOC111211576
XP_022570020.1	XM_022714299.2	LOC111212717
XP_048629356.1	XM_048773399.1	LOC111212723
XP_013640681.2	XM_013785227.3	LOC106345990
XP_022573243.1	XM_022717522.2	LOC111214563
XP_013640682.2	XM_013785228.3	LOC106345991
XP_013640683.2	XM_013785229.3	LOC106345991
XP_022573244.1	XM_022717523.2	LOC106351066
XP_022573245.1	XM_022717524.2	LOC111214564
XP_048629397.1	XM_048773440.1	LOC111211580
XP_013646834.1	XM_013791380.2	LOC106351601
XP_013697127.1	XM_013841673.3	LOC106401204
XP_013697126.1	XM_013841672.3	LOC106401204
XP_013697122.1	XM_013841668.3	LOC106401201
XP_013645474.1	XM_013790020.1	LOC106350076
XP_013646831.1	XM_013791377.3	LOC106351598
XP_013642299.1	XM_013786845.3	LOC106347323
XP_013642298.1	XM_013786844.3	LOC106347323
XP_013646829.1	XM_013791375.3	LOC106351597
XP_048629402.1	XM_048773445.1	LOC106351596
XP_048629414.1	XM_048773457.1	LOC106350075
XP_013642296.1	XM_013786842.3	LOC106347319
XP_048629417.1	XM_048773460.1	LOC106351593
XP_048629416.1	XM_048773459.1	LOC106351593
XP_013646827.2	XM_013791373.3	LOC106351592
XP_013646826.2	XM_013791372.3	LOC106351591
XP_013642293.1	XM_013786839.3	LOC106347318
XP_013646825.1	XM_013791371.3	LOC106351590
XP_013642290.2	XM_013786836.3	LOC106347317
XP_013642291.2	XM_013786837.3	LOC106347317
XP_022572880.2	XM_022717159.2	LOC111214377
XP_013646824.1	XM_013791370.3	LOC106351589
XP_013642287.1	XM_013786833.3	LOC106347315
XP_013642285.1	XM_013786831.3	LOC106347314
XP_022570104.1	XM_022714383.2	LOC106347314
XP_013647592.2	XM_013792138.3	LOC106352519
XP_022570113.1	XM_022714392.2	LOC106347313
XP_013642284.1	XM_013786830.3	LOC106347312
XP_013642282.2	XM_013786828.3	LOC106347309
XP_013642281.2	XM_013786827.3	LOC106347309
XP_013642283.1	XM_013786829.3	LOC106347311
XP_048629464.1	XM_048773507.1	LOC106347308
XP_013642280.1	XM_013786826.3	LOC106347308
XP_013645471.1	XM_013790017.3	LOC106350073
XP_048629471.1	XM_048773514.1	LOC125601187
XP_013733656.1	XM_013878202.3	LOC106437291
XP_013733649.1	XM_013878195.3	LOC106437283
XP_022570149.1	XM_022714428.2	LOC111212826
XP_048629473.1	XM_048773516.1	LOC125601234
XP_013740354.1	XM_013884900.3	LOC106443329
XP_013738874.2	XM_013883420.2	LOC106441622
XP_013733641.1	XM_013878187.3	LOC106437275
XP_048629482.1	XM_048773525.1	LOC106437275
XP_013740353.1	XM_013884899.3	BNAANNG41220D
XP_013733631.1	XM_013878177.3	LOC106437266
XP_013740352.1	XM_013884898.3	LOC106443326
XP_013733626.1	XM_013878172.3	LOC106437258
XP_013733617.1	XM_013878163.3	LOC106437251
XP_048629523.1	XM_048773566.1	LOC106437242
XP_048629522.1	XM_048773565.1	LOC106441621
XP_013733603.2	XM_013878149.3	LOC106437235
XP_013740351.1	XM_013884897.3	BNAA03G11890D
XP_048629526.1	XM_048773569.1	LOC106416776
XP_013738871.2	XM_013883417.3	LOC106441619
XP_013733569.1	XM_013878115.3	LOC106437198
XP_013733575.1	XM_013878121.3	LOC106437198
XP_013733588.1	XM_013878134.3	LOC106437214
XP_048621032.1	XM_048765075.1	LOC125591242
XP_013733561.1	XM_013878107.3	LOC106437191
XP_013740350.1	XM_013884896.3	LOC106443324
XP_013740348.1	XM_013884894.3	LOC106443323
XP_013733547.1	XM_013878093.3	LOC106437171
XP_013733529.1	XM_013878075.3	LOC106437152
XP_013733538.1	XM_013878084.3	LOC106437162
XP_013733524.1	XM_013878070.3	LOC106437143
XP_013733498.1	XM_013878044.3	LOC106437116
XP_013740346.1	XM_013884892.3	LOC106443321
XP_013733487.1	XM_013878033.3	LOC106437100
XP_048629614.1	XM_048773657.1	LOC125601534
XP_048621040.1	XM_048765083.1	LOC106441615
XP_048629600.1	XM_048773643.1	LOC106441614
XP_013740344.1	XM_013884890.3	BNAA03G12110D
XP_013740343.1	XM_013884889.3	LOC106443319
XP_048621044.1	XM_048765087.1	LOC125591246
XP_013738925.1	XM_013883471.3	LOC106441688
XP_013733882.1	XM_013878428.3	LOC106437527
XP_048621056.1	XM_048765099.1	LOC106441687
XP_013733883.1	XM_013878429.3	LOC106437528
XP_013733884.1	XM_013878430.3	BNAA03G12130D
XP_048629622.1	XM_048773665.1	LOC106441686
XP_048629623.1	XM_048773666.1	LOC106441686
XP_048629638.1	XM_048773681.1	LOC106437526
XP_013733881.2	XM_013878427.3	LOC106437526
XP_013733880.1	XM_013878426.3	LOC106437525
XP_013740383.2	XM_013884929.2	LOC106443366
XP_048621057.1	XM_048765100.1	LOC125575401
XP_048629661.1	XM_048773704.1	LOC106443365
XP_013740381.2	XM_013884927.3	LOC106443363
XP_013740380.1	XM_013884926.3	LOC106443362
XP_013733878.1	XM_013878424.3	LOC106437524
XP_048629670.1	XM_048773713.1	LOC106437524
XP_022570457.1	XM_022714736.2	LOC111213076
XP_048629677.1	XM_048773720.1	LOC111213076
XP_048629682.1	XM_048773725.1	LOC111213076
XP_048629688.1	XM_048773731.1	LOC111213076
XP_013733869.1	XM_013878415.3	LOC106437522
XP_048629700.1	XM_048773743.1	LOC111213097
XP_013733865.1	XM_013878411.3	LOC106437520
XP_013733864.1	XM_013878410.3	LOC106437519
XP_022570429.2	XM_022714708.2	LOC111213041
XP_022570427.2	XM_022714706.2	LOC111213041
XP_022570495.1	XM_022714774.2	LOC111213111
XP_013733861.1	XM_013878407.3	LOC106437514
XP_013740379.1	XM_013884925.3	LOC106443361
XP_022570440.2	XM_022714719.2	LOC111213058
XP_022570525.1	XM_022714804.2	LOC111213134
XP_013740406.1	XM_013884952.3	LOC106443389
XP_013740373.2	XM_013884919.3	BNAC03G15090D
XP_048629761.1	XM_048773804.1	LOC106437565
XP_013740403.1	XM_013884949.3	LOC106443385
XP_013740402.2	XM_013884948.3	LOC106443384
XP_048629763.1	XM_048773806.1	LOC106441705
XP_048629762.1	XM_048773805.1	LOC106441705
XP_048629781.1	XM_048773824.1	LOC106443382
XP_048629788.1	XM_048773831.1	LOC125601829
XP_013733923.2	XM_013878469.3	LOC106437563
XP_013733924.2	XM_013878470.2	LOC106437563
XP_013733922.1	XM_013878468.2	LOC106437562
XP_013740398.2	XM_013884944.3	LOC106443380
XP_013733921.2	XM_013878467.3	LOC106437561
XP_048629809.1	XM_048773852.1	LOC106441704
XP_013738937.1	XM_013883483.2	LOC106441703
XP_048629813.1	XM_048773856.1	LOC106441671
XP_048629812.1	XM_048773855.1	LOC106441671
XP_048629828.1	XM_048773871.1	LOC106368959
XP_048629842.1	XM_048773885.1	LOC106368959
XP_048629834.1	XM_048773877.1	LOC106368959
XP_048629831.1	XM_048773874.1	LOC106368959
XP_013664502.1	XM_013809048.3	LOC106368962
XP_013664492.1	XM_013809038.3	LOC106368958
XP_048629825.1	XM_048773868.1	LOC106368958
XP_013664494.1	XM_013809040.3	LOC106368958
XP_013664503.1	XM_013809049.3	LOC106368963
XP_022570698.1	XM_022714977.1	LOC111213266
XP_022570702.2	XM_022714981.2	LOC111213268
XP_048629894.1	XM_048773937.1	LOC111213268
XP_022570703.1	XM_022714982.2	LOC111213268
XP_013740396.1	XM_013884942.3	LOC106443378
XP_013733918.1	XM_013878464.3	LOC106437558
XP_022572887.1	XM_022717166.1	LOC106443377
XP_013740394.2	XM_013884940.3	LOC106443376
XP_013733917.2	XM_013878463.3	LOC106437557
XP_013733916.1	XM_013878462.3	LOC106437556
XP_013733915.1	XM_013878461.3	LOC106437555
XP_013740393.1	XM_013884939.3	LOC106443375
XP_013733914.2	XM_013878460.3	LOC106437554
XP_013740392.1	XM_013884938.3	LOC106443374
XP_013733910.1	XM_013878456.2	LOC106437552
XP_013733911.1	XM_013878457.2	LOC106437552
XP_013733912.1	XM_013878458.2	LOC106437552
XP_013733913.1	XM_013878459.2	LOC106437552
XP_013733909.1	XM_013878455.3	LOC106437551
XP_013740390.2	XM_013884936.3	LOC106443373
XP_022570646.2	XM_022714925.2	LOC106437550
XP_022570656.2	XM_022714935.2	LOC106437550
XP_022570640.2	XM_022714919.2	LOC106437550
XP_022570672.2	XM_022714951.2	LOC106437550
XP_022570651.2	XM_022714930.2	LOC106437550
XP_022570663.2	XM_022714942.2	LOC106437550
XP_022570647.2	XM_022714926.2	LOC106437550
XP_022570666.2	XM_022714945.2	LOC106437550
XP_048621079.1	XM_048765122.1	LOC106437549
XP_013733906.2	XM_013878452.3	LOC106437548
XP_013733904.1	XM_013878450.3	LOC106437546
XP_013733905.2	XM_013878451.3	LOC106437547
XP_013751160.2	XM_013895706.2	LOC106453458
XP_048629953.1	XM_048773996.1	LOC106437544
XP_013738933.3	XM_013883479.3	LOC106441698
XP_048629964.1	XM_048774007.1	LOC125602317
XP_048629958.1	XM_048774001.1	LOC125602317
XP_048629976.1	XM_048774019.1	LOC125602317
XP_048629971.1	XM_048774014.1	LOC125602317
XP_048621081.1	XM_048765124.1	LOC111204389
XP_013683359.1	XM_013827905.3	LOC106387959
XP_048629984.1	XM_048774027.1	LOC106387959
XP_013683364.1	XM_013827910.3	LOC106387964
XP_022570796.1	XM_022715075.2	LOC106387964
XP_013681885.1	XM_013826431.3	LOC106386598
XP_013683356.2	XM_013827902.3	LOC106387957
XP_013683358.1	XM_013827904.3	LOC106387958
XP_013683355.1	XM_013827901.3	LOC106387956
XP_048630024.1	XM_048774067.1	LOC106387955
XP_013683353.2	XM_013827899.3	LOC106387954
XP_013683352.1	XM_013827898.3	LOC106387953
XP_013683351.1	XM_013827897.3	LOC106387952
XP_013683350.1	XM_013827896.3	BNAA03G12810D
XP_013683349.1	XM_013827895.3	BNAA03G12810D
XP_013640581.1	XM_013785127.3	LOC106345909
XP_013646312.1	XM_013790858.3	LOC106351041
XP_048630048.1	XM_048774091.1	LOC106352499
XP_013640579.2	XM_013785125.3	LOC106345907
XP_048630044.1	XM_048774087.1	LOC106345906
XP_013640571.1	XM_013785117.3	LOC106345904
XP_013640572.1	XM_013785118.3	LOC106345904
XP_022570947.1	XM_022715226.2	LOC106345904
XP_022570953.1	XM_022715232.2	LOC106345904
XP_048630071.1	XM_048774114.1	LOC106351040
XP_013640570.1	XM_013785116.3	LOC106345903
XP_013640569.1	XM_013785115.3	LOC106345902
XP_022570961.1	XM_022715240.2	LOC106345901
XP_013640566.1	XM_013785112.3	LOC106345901
XP_013640564.1	XM_013785110.3	LOC106345900
XP_048630089.1	XM_048774132.1	LOC106351039
XP_013646308.1	XM_013790854.3	LOC106351038
XP_022571019.2	XM_022715298.2	LOC106351037
XP_022571016.2	XM_022715295.2	LOC106351037
XP_048630106.1	XM_048774149.1	LOC106351037
XP_022571027.1	XM_022715306.2	LOC106345898
XP_013640563.1	XM_013785109.3	LOC106345898
XP_048630111.1	XM_048774154.1	LOC106345898
XP_013640562.2	XM_013785108.3	LOC106345897
XP_013640561.2	XM_013785107.3	LOC106345896
XP_013640560.1	XM_013785106.3	LOC106345895
XP_022571058.1	XM_022715337.2	LOC106351036
XP_013640559.1	XM_013785105.3	LOC106345894
XP_013640558.1	XM_013785104.3	LOC106345893
XP_013640555.1	XM_013785101.3	LOC106345892
XP_013640556.1	XM_013785102.3	LOC106345892
XP_013640554.1	XM_013785100.3	LOC106345890
XP_013640553.1	XM_013785099.3	LOC106345890
XP_013640551.1	XM_013785097.3	LOC106345890
XP_013640552.1	XM_013785098.3	LOC106345890
XP_022573252.1	XM_022717531.2	LOC111214567
XP_013640550.1	XM_013785096.3	LOC106345889
XP_013640549.1	XM_013785095.3	LOC106345888
XP_013640548.1	XM_013785094.3	LOC106345887
XP_013640547.1	XM_013785093.3	LOC106345886
XP_013640546.1	XM_013785092.3	LOC106345885
XP_013640543.1	XM_013785089.3	LOC106345883
XP_013640544.1	XM_013785090.3	LOC106345884
XP_048630194.1	XM_048774237.1	LOC106351034
XP_013647579.1	XM_013792125.3	LOC106352503
XP_013640542.1	XM_013785088.3	LOC106345882
XP_048630204.1	XM_048774247.1	LOC106345880
XP_013640540.1	XM_013785086.3	LOC106345879
XP_013640539.1	XM_013785085.3	LOC106345878
XP_022571208.1	XM_022715487.2	LOC106345878
XP_013640538.1	XM_013785084.3	LOC106345877
XP_022572889.2	XM_022717168.2	LOC106349610
XP_048621087.1	XM_048765130.1	LOC106349609
XP_013645051.1	XM_013789597.1	LOC106349608
XP_022572890.2	XM_022717169.2	LOC106351031
XP_013640537.1	XM_013785083.3	LOC106345876
XP_013640536.1	XM_013785082.3	LOC106345875
XP_013640534.1	XM_013785080.3	LOC106345873
XP_013640535.1	XM_013785081.3	LOC106345874
XP_013640533.1	XM_013785079.3	LOC106345872
XP_013640531.1	XM_013785077.2	LOC106345869
XP_013640532.1	XM_013785078.3	LOC106345871
XP_013679348.1	XM_013823894.2	LOC106383842
XP_013683308.1	XM_013827854.3	LOC106387914
XP_013683309.1	XM_013827855.3	LOC106387914
XP_013683307.1	XM_013827853.3	LOC106387913
XP_013683306.1	XM_013827852.3	LOC106387912
XP_048630245.1	XM_048774288.1	LOC111203571
XP_013682137.1	XM_013826683.3	LOC106386868
XP_013683303.1	XM_013827849.3	LOC106387909
XP_048630251.1	XM_048774294.1	LOC106387909
XP_048630254.1	XM_048774297.1	LOC106387909
XP_022571330.1	XM_022715609.2	LOC106387909
XP_013683304.1	XM_013827850.3	BNAA03G13370D
XP_013683302.1	XM_013827848.3	LOC106387908
XP_013680743.3	XM_013825289.3	LOC106385356
XP_013683300.1	XM_013827846.3	LOC106387907
XP_048630275.1	XM_048774318.1	LOC106387907
XP_013683299.1	XM_013827845.3	LOC106387906
XP_013680742.1	XM_013825288.3	LOC106385355
XP_013683298.1	XM_013827844.3	LOC106387905
XP_013683297.1	XM_013827843.3	LOC106387904
XP_013683295.2	XM_013827841.3	LOC106387901
XP_013683293.1	XM_013827839.3	LOC106387899
XP_013683292.1	XM_013827838.3	LOC106387899
XP_022571427.1	XM_022715706.2	LOC111213863
XP_013681096.1	XM_013825642.3	LOC106385739
XP_013680741.1	XM_013825287.3	LOC106385354
XP_013647006.1	XM_013791552.3	LOC106351817
XP_048630328.1	XM_048774371.1	LOC106383839
XP_013681808.1	XM_013826354.3	LOC106386527
XP_013683291.1	XM_013827837.3	LOC106387898
XP_013680739.1	XM_013825285.3	LOC106385353
XP_013682834.2	XM_013827380.3	LOC106387514
XP_013682835.2	XM_013827381.3	LOC106387514
XP_022554689.2	XM_022698968.2	LOC106387514
XP_022573254.1	XM_022717533.2	LOC111214568
XP_013683288.1	XM_013827834.3	LOC106387896
XP_013683286.1	XM_013827832.3	LOC106387895
XP_013683285.1	XM_013827831.3	LOC106387894
XP_013683284.1	XM_013827830.3	LOC106387893
XP_048630345.1	XM_048774388.1	LOC106387891
XP_048630351.1	XM_048774394.1	LOC106387891
XP_048630354.1	XM_048774397.1	LOC106387891
XP_048630347.1	XM_048774390.1	LOC106387891
XP_048630343.1	XM_048774386.1	LOC106387890
XP_048630373.1	XM_048774416.1	LOC106437607
XP_048630367.1	XM_048774410.1	LOC106437607
XP_048630375.1	XM_048774418.1	LOC106437607
XP_013733968.1	XM_013878514.3	LOC106437606
XP_013733967.2	XM_013878513.3	LOC106437605
XP_048630391.1	XM_048774434.1	LOC106443408
XP_013740430.2	XM_013884976.2	LOC106443407
XP_048630387.1	XM_048774430.1	LOC106437603
XP_013642854.1	XM_013787400.3	LOC106347800
XP_022571594.1	XM_022715873.2	LOC111214027
XP_022545525.1	XM_022689804.2	LOC111199690
XP_013645706.1	XM_013790252.3	LOC106350356
XP_022546430.1	XM_022690709.2	LOC111200030
XP_013740428.1	XM_013884974.3	LOC106443405
XP_013733961.1	XM_013878507.3	LOC106437599
XP_048630401.1	XM_048774444.1	LOC106437598
XP_013733959.1	XM_013878505.3	LOC106437597
XP_013740427.2	XM_013884973.3	LOC106443404
XP_048630406.1	XM_048774449.1	LOC106437596
XP_013733957.3	XM_013878503.3	LOC106437596
XP_013740425.1	XM_013884971.3	LOC106443403
