protein	mRNA	gene
XP_020885987.1	XM_021030328.1	LOC9320832
XP_002884766.1	XM_002884720.2	LOC9318712
XP_002884767.1	XM_002884721.2	LOC9320833
XP_020888629.1	XM_021032970.1	LOC9320834
XP_020888630.1	XM_021032971.1	LOC9318713
XP_020886207.1	XM_021030548.1	LOC9318714
XP_020888737.1	XM_021033078.1	LOC9320835
XP_020888559.1	XM_021032900.1	LOC9318715
XP_002882649.1	XM_002882603.2	LOC9320836
XP_020887574.1	XM_021031915.1	LOC9318716
XP_020887571.1	XM_021031912.1	LOC9318716
XP_020887573.1	XM_021031914.1	LOC9318716
XP_020887572.1	XM_021031913.1	LOC9318716
XP_020888427.1	XM_021032768.1	LOC9320837
XP_002884771.1	XM_002884725.2	LOC9318717
XP_020888387.1	XM_021032728.1	LOC9320838
XP_020888388.1	XM_021032729.1	LOC9320838
XP_020888966.1	XM_021033307.1	LOC9320839
XP_002884774.1	XM_002884728.2	LOC9320840
XP_002882651.1	XM_002882605.2	LOC9320841
XP_020886401.1	XM_021030742.1	LOC9318718
XP_020886400.1	XM_021030741.1	LOC9318718
XP_020889510.1	XM_021033851.1	LOC9320842
XP_020886176.1	XM_021030517.1	LOC9318719
XP_020886175.1	XM_021030516.1	LOC9318719
XP_020888604.1	XM_021032945.1	LOC9320845
XP_002882654.1	XM_002882608.2	LOC9318720
XP_020888603.1	XM_021032944.1	LOC9318721
XP_020887297.1	XM_021031638.1	LOC110230026
XP_020887298.1	XM_021031639.1	LOC110230026
XP_020887299.1	XM_021031640.1	LOC9320846
XP_020887295.1	XM_021031636.1	LOC110230025
XP_020887296.1	XM_021031637.1	LOC110230025
XP_020887951.1	XM_021032292.1	LOC110230209
XP_020887953.1	XM_021032294.1	LOC110230209
XP_020887952.1	XM_021032293.1	LOC110230209
XP_020887950.1	XM_021032291.1	LOC110230209
XP_020887947.1	XM_021032288.1	LOC9320847
XP_020887946.1	XM_021032287.1	LOC9320847
XP_020887948.1	XM_021032289.1	LOC9320847
XP_002882655.1	XM_002882609.2	LOC9320848
XP_002884782.2	XM_002884736.2	LOC9318722
XP_020886100.1	XM_021030441.1	LOC9320849
XP_002884783.1	XM_002884737.2	LOC9318723
XP_020886101.1	XM_021030442.1	LOC9318723
XP_002882657.1	XM_002882611.2	LOC9320850
XP_002884784.1	XM_002884738.2	LOC9318724
XP_020886427.1	XM_021030768.1	LOC110229807
XP_020886428.1	XM_021030769.1	LOC9320851
XP_020886429.1	XM_021030770.1	LOC9320851
XP_020886430.1	XM_021030771.1	LOC9320851
XP_020886433.1	XM_021030774.1	LOC9320852
XP_020886431.1	XM_021030772.1	LOC9320852
XP_020886432.1	XM_021030773.1	LOC9320852
XP_020886426.1	XM_021030767.1	LOC9320853
XP_002884788.2	XM_002884742.2	LOC9320854
XP_020887563.1	XM_021031904.1	LOC9320855
XP_002882659.1	XM_002882613.2	LOC9318725
XP_020887595.1	XM_021031936.1	LOC9318726
XP_020887594.1	XM_021031935.1	LOC9318726
XP_002884789.1	XM_002884743.2	LOC9318727
XP_020887596.1	XM_021031937.1	LOC9318727
XP_020887597.1	XM_021031938.1	LOC9320856
XP_020888889.1	XM_021033230.1	LOC9318728
XP_002882662.1	XM_002882616.2	LOC9318728
XP_020888890.1	XM_021033231.1	LOC9318729
XP_002884790.1	XM_002884744.2	LOC9318730
XP_020888128.1	XM_021032469.1	LOC9320857
XP_002884791.1	XM_002884745.2	LOC9318731
XP_002882665.2	XM_002882619.2	LOC9320858
XP_002882666.1	XM_002882620.2	LOC9318732
XP_020886489.1	XM_021030830.1	LOC9318733
XP_020886488.1	XM_021030829.1	LOC9318733
XP_020886490.1	XM_021030831.1	LOC110229829
XP_020886486.1	XM_021030827.1	LOC9320859
XP_002882667.1	XM_002882621.2	LOC9320860
XP_020887375.1	XM_021031716.1	LOC9318734
XP_020887376.1	XM_021031717.1	LOC9318734
XP_020887377.1	XM_021031718.1	LOC9318735
XP_020887378.1	XM_021031719.1	LOC9318735
XP_002882670.1	XM_002882624.2	LOC9318736
XP_020888648.1	XM_021032989.1	LOC9318739
XP_020886159.1	XM_021030500.1	LOC9318740
XP_020888554.1	XM_021032895.1	LOC9318741
XP_020888553.1	XM_021032894.1	LOC9318741
XP_002882675.1	XM_002882629.2	LOC9318741
XP_020886651.1	XM_021030992.1	LOC9318742
XP_002882676.1	XM_002882630.2	LOC9318742
XP_020886650.1	XM_021030991.1	LOC9318743
XP_002884795.1	XM_002884749.2	LOC9318744
XP_002884796.2	XM_002884750.2	LOC9320862
XP_002882679.1	XM_002882633.2	LOC9318745
XP_020888172.1	XM_021032513.1	LOC110230250
XP_020888171.1	XM_021032512.1	LOC110230250
XP_002882680.1	XM_002882634.2	LOC9320864
XP_020888983.1	XM_021033324.1	LOC9318747
XP_020888985.1	XM_021033326.1	LOC9318748
XP_020888984.1	XM_021033325.1	LOC9318749
XP_002882684.2	XM_002882638.2	LOC9318750
XP_020888986.1	XM_021033327.1	LOC9318750
XP_002884799.1	XM_002884753.2	LOC9318753
XP_002884800.1	XM_002884754.2	LOC9320866
XP_002884801.1	XM_002884755.2	LOC9320867
XP_002882687.1	XM_002882641.2	LOC9320868
XP_020886857.1	XM_021031198.1	LOC9318754
XP_002882689.1	XM_002882643.2	LOC9318755
XP_002884802.1	XM_002884756.2	LOC9318756
XP_020886856.1	XM_021031197.1	LOC9320869
XP_002884804.1	XM_002884758.2	LOC9320870
XP_020886853.1	XM_021031194.1	LOC9320871
XP_020886855.1	XM_021031196.1	LOC9320872
XP_002882690.1	XM_002882644.2	LOC9320873
XP_020887708.1	XM_021032049.1	LOC9318757
XP_002884807.1	XM_002884761.2	LOC9318757
XP_020889310.1	XM_021033651.1	LOC9320874
XP_002882691.1	XM_002882645.2	LOC9320875
XP_002884809.1	XM_002884763.2	LOC9318758
XP_020886843.1	XM_021031184.1	LOC9320876
XP_020886842.1	XM_021031183.1	LOC9320877
XP_020887604.1	XM_021031945.1	LOC9320878
XP_020887603.1	XM_021031944.1	LOC9320878
XP_002882693.2	XM_002882647.2	LOC9318759
XP_002882695.1	XM_002882649.2	LOC9318761
XP_020887983.1	XM_021032324.1	LOC9320879
XP_002884813.1	XM_002884767.2	LOC9320879
XP_020888544.1	XM_021032885.1	LOC9320880
XP_020885974.1	XM_021030315.1	LOC9318763
XP_002882698.1	XM_002882652.2	LOC9318764
XP_020885971.1	XM_021030312.1	LOC9318764
XP_020885973.1	XM_021030314.1	LOC9318765
XP_020885972.1	XM_021030313.1	LOC9318765
XP_020885976.1	XM_021030317.1	LOC110229671
XP_020885975.1	XM_021030316.1	LOC110229671
XP_020888976.1	XM_021033317.1	LOC9320881
XP_002882700.2	XM_002882654.2	LOC9318766
XP_020888974.1	XM_021033315.1	LOC9318767
XP_020888973.1	XM_021033314.1	LOC9318767
XP_002884816.1	XM_002884770.2	LOC9320882
XP_002882701.1	XM_002882655.2	LOC9320883
XP_002884817.1	XM_002884771.2	LOC9318768
XP_020889500.1	XM_021033841.1	LOC9320884
XP_020889499.1	XM_021033840.1	LOC9320884
XP_002882702.1	XM_002882656.2	LOC9320884
XP_002884818.1	XM_002884772.2	LOC9318769
XP_020889003.1	XM_021033344.1	LOC9320885
XP_020886080.1	XM_021030421.1	LOC9318770
XP_020887354.1	XM_021031695.1	LOC9320887
XP_020887352.1	XM_021031693.1	LOC9320888
XP_002884823.1	XM_002884777.2	LOC9320889
XP_002882705.1	XM_002882659.2	LOC9320890
XP_020887368.1	XM_021031709.1	LOC9318772
XP_020888355.1	XM_021032696.1	LOC9320891
XP_020888354.1	XM_021032695.1	LOC9320891
XP_020888353.1	XM_021032694.1	LOC9320891
XP_020886581.1	XM_021030922.1	LOC110229861
XP_020887854.1	XM_021032195.1	LOC9320892
XP_002882707.1	XM_002882661.2	LOC9320893
XP_002884827.1	XM_002884781.2	LOC9318774
XP_020886243.1	XM_021030584.1	LOC9320894
XP_020888195.1	XM_021032536.1	LOC9320895
XP_020888197.1	XM_021032538.1	LOC9320895
XP_020888196.1	XM_021032537.1	LOC9320895
XP_020886582.1	XM_021030923.1	LOC110229863
XP_020888280.1	XM_021032621.1	LOC9318775
XP_002884829.1	XM_002884783.2	LOC9318776
XP_020888217.1	XM_021032558.1	LOC9320896
XP_002882711.1	XM_002882665.2	LOC9318777
XP_020888292.1	XM_021032633.1	LOC9318778
XP_002882713.1	XM_002882667.2	LOC9318779
XP_020888251.1	XM_021032592.1	LOC9318779
XP_020888250.1	XM_021032591.1	LOC9318779
XP_020888212.1	XM_021032553.1	LOC9318780
XP_002882715.1	XM_002882669.2	LOC9318781
XP_002884830.1	XM_002884784.2	LOC9318782
XP_002882716.1	XM_002882670.2	LOC9320897
XP_020888200.1	XM_021032541.1	LOC9318783
XP_020888276.1	XM_021032617.1	LOC9320898
XP_020888332.1	XM_021032673.1	LOC9320899
XP_002884833.2	XM_002884787.2	LOC9320899
XP_020888267.1	XM_021032608.1	LOC9320901
XP_002882718.1	XM_002882672.2	LOC9318784
XP_020888302.1	XM_021032643.1	LOC9318785
XP_020888300.1	XM_021032641.1	LOC9320902
XP_020888279.1	XM_021032620.1	LOC9320903
XP_020888328.1	XM_021032669.1	LOC9320904
XP_020888236.1	XM_021032577.1	LOC9318786
XP_020888289.1	XM_021032630.1	LOC9320905
XP_020888319.1	XM_021032660.1	LOC9318787
XP_020888290.1	XM_021032631.1	LOC9318788
XP_002884839.1	XM_002884793.2	LOC9318789
XP_020888299.1	XM_021032640.1	LOC9318789
XP_020888266.1	XM_021032607.1	LOC110230259
XP_020888339.1	XM_021032680.1	LOC110230266
XP_020888291.1	XM_021032632.1	LOC9320906
XP_020888257.1	XM_021032598.1	LOC9320908
XP_002882723.1	XM_002882677.2	LOC9320909
XP_020888216.1	XM_021032557.1	LOC9318790
XP_020886583.1	XM_021030924.1	LOC110229864
XP_020888215.1	XM_021032556.1	LOC9318792
XP_020888219.1	XM_021032560.1	LOC110230254
XP_020888308.1	XM_021032649.1	LOC9320910
XP_020888294.1	XM_021032635.1	LOC9318794
XP_002882729.1	XM_002882683.2	LOC9318795
XP_020888273.1	XM_021032614.1	LOC9318796
XP_020888258.1	XM_021032599.1	LOC9320911
XP_020888260.1	XM_021032601.1	LOC9318797
XP_020888244.1	XM_021032585.1	LOC9318798
XP_020888243.1	XM_021032584.1	LOC9318798
XP_020888337.1	XM_021032678.1	LOC9318799
XP_002882733.1	XM_002882687.2	LOC9320912
XP_002884846.2	XM_002884800.2	LOC9318800
XP_020888281.1	XM_021032622.1	LOC9318800
XP_002882734.1	XM_002882688.2	LOC9320913
XP_002884847.1	XM_002884801.2	LOC9318801
XP_020888334.1	XM_021032675.1	LOC9320914
XP_020888327.1	XM_021032668.1	LOC9320915
XP_020888271.1	XM_021032612.1	LOC9320916
XP_020888331.1	XM_021032672.1	LOC9320917
XP_020888330.1	XM_021032671.1	LOC9320917
XP_020888213.1	XM_021032554.1	LOC9320918
XP_020888311.1	XM_021032652.1	LOC9318802
XP_020888214.1	XM_021032555.1	LOC9318803
XP_020888270.1	XM_021032611.1	LOC110230260
XP_002884852.1	XM_002884806.2	LOC9318804
XP_020888221.1	XM_021032562.1	LOC9320919
XP_002884853.1	XM_002884807.2	LOC9318805
XP_002882739.2	XM_002882693.2	LOC9320920
XP_002884854.2	XM_002884808.2	LOC9318806
XP_002882740.1	XM_002882694.2	LOC9320921
XP_020888317.1	XM_021032658.1	LOC9318807
XP_002884855.1	XM_002884809.2	LOC9318808
XP_002884856.1	XM_002884810.2	LOC9320922
XP_002884857.1	XM_002884811.2	LOC9320923
XP_020886584.1	XM_021030925.1	LOC9320924
XP_002884858.2	XM_002884812.2	LOC9318809
XP_020888301.1	XM_021032642.1	LOC9320925
XP_020888265.1	XM_021032606.1	LOC9318810
XP_020888264.1	XM_021032605.1	LOC9318810
XP_020888230.1	XM_021032571.1	LOC9318811
XP_020888241.1	XM_021032582.1	LOC9320926
XP_020888242.1	XM_021032583.1	LOC9320926
XP_020888240.1	XM_021032581.1	LOC9320926
XP_002884861.1	XM_002884815.2	LOC9320927
XP_002882745.1	XM_002882699.2	LOC9320928
XP_002884862.1	XM_002884816.2	LOC9318812
XP_020888323.1	XM_021032664.1	LOC9320929
XP_020888324.1	XM_021032665.1	LOC9320929
XP_020888220.1	XM_021032561.1	LOC9320930
XP_002884864.1	XM_002884818.2	LOC9318813
XP_020888305.1	XM_021032646.1	LOC9320931
XP_020888326.1	XM_021032667.1	LOC9320932
XP_020888303.1	XM_021032644.1	LOC9320933
XP_020888282.1	XM_021032623.1	LOC9318814
XP_002884867.1	XM_002884821.2	LOC9318814
XP_002882748.1	XM_002882702.2	LOC9320934
XP_002884868.2	XM_002884822.2	LOC9318815
XP_020888272.1	XM_021032613.1	LOC9320935
XP_020888249.1	XM_021032590.1	LOC9318816
XP_020888248.1	XM_021032589.1	LOC9318816
XP_002882750.1	XM_002882704.2	LOC9320936
XP_002882751.1	XM_002882705.2	LOC9318817
XP_020888252.1	XM_021032593.1	LOC9318818
XP_020888253.1	XM_021032594.1	LOC9318818
XP_002884871.2	XM_002884825.2	LOC9320937
XP_020888246.1	XM_021032587.1	LOC9320938
XP_020888247.1	XM_021032588.1	LOC9320938
XP_020888254.1	XM_021032595.1	LOC110230258
XP_020888255.1	XM_021032596.1	LOC110230258
XP_002882754.1	XM_002882708.2	LOC9318820
XP_020888204.1	XM_021032545.1	LOC9318821
XP_002884872.1	XM_002884826.2	LOC9318821
XP_020888229.1	XM_021032570.1	LOC9320939
XP_020888315.1	XM_021032656.1	LOC9318822
XP_020888313.1	XM_021032654.1	LOC9318822
XP_002884873.1	XM_002884827.2	LOC9318823
XP_002884874.1	XM_002884828.2	LOC9320940
XP_020888239.1	XM_021032580.1	LOC9320941
XP_002884875.1	XM_002884829.2	LOC9320941
XP_020888201.1	XM_021032542.1	LOC9320942
XP_020888202.1	XM_021032543.1	LOC9320942
XP_020888199.1	XM_021032540.1	LOC9318824
XP_020888310.1	XM_021032651.1	LOC9320943
XP_002882759.1	XM_002882713.2	LOC9318825
XP_020888231.1	XM_021032572.1	LOC9318825
XP_002882760.2	XM_002882714.2	LOC9318826
XP_020888268.1	XM_021032609.1	LOC9318827
XP_020888225.1	XM_021032566.1	LOC9320944
XP_020888226.1	XM_021032567.1	LOC9320944
XP_020888222.1	XM_021032563.1	LOC9320944
XP_020888224.1	XM_021032565.1	LOC9320944
XP_020888223.1	XM_021032564.1	LOC9320944
XP_020888211.1	XM_021032552.1	LOC9318828
XP_020888316.1	XM_021032657.1	LOC9318829
XP_002884879.1	XM_002884833.2	LOC9320945
XP_020888277.1	XM_021032618.1	LOC9320946
XP_002882764.1	XM_002882718.2	LOC9318830
XP_020888342.1	XM_021032683.1	LOC9318831
XP_002882766.1	XM_002882720.2	LOC9318832
XP_002884881.1	XM_002884835.2	LOC9318833
XP_002884882.1	XM_002884836.2	LOC9320948
XP_020888275.1	XM_021032616.1	LOC9320949
XP_020888274.1	XM_021032615.1	LOC9318834
XP_020888304.1	XM_021032645.1	LOC9320950
XP_002884884.1	XM_002884838.2	LOC9320950
XP_020888263.1	XM_021032604.1	LOC9320951
XP_020888288.1	XM_021032629.1	LOC9320952
XP_002884887.2	XM_002884841.2	LOC9320953
XP_002884888.1	XM_002884842.2	LOC9320954
XP_002884889.1	XM_002884843.2	LOC9320955
XP_020888278.1	XM_021032619.1	LOC9320956
XP_002884891.1	XM_002884845.2	LOC9320957
XP_002882768.1	XM_002882722.2	LOC9320958
XP_002882769.1	XM_002882723.2	LOC9318835
XP_020888295.1	XM_021032636.1	LOC110230261
XP_020888238.1	XM_021032579.1	LOC9318836
XP_020888341.1	XM_021032682.1	LOC110230267
XP_020888309.1	XM_021032650.1	LOC9320959
XP_020888340.1	XM_021032681.1	LOC9318837
XP_002884894.1	XM_002884848.2	LOC9320960
XP_020888285.1	XM_021032626.1	LOC9320961
XP_020888283.1	XM_021032624.1	LOC9320961
XP_020888284.1	XM_021032625.1	LOC9320961
XP_020888287.1	XM_021032628.1	LOC9320961
XP_020888286.1	XM_021032627.1	LOC9320961
XP_002884895.2	XM_002884849.2	LOC9318838
XP_020888237.1	XM_021032578.1	LOC9320962
XP_020888207.1	XM_021032548.1	LOC9318839
XP_020888206.1	XM_021032547.1	LOC9318839
XP_020888208.1	XM_021032549.1	LOC9318839
XP_020888205.1	XM_021032546.1	LOC9318839
XP_020888210.1	XM_021032551.1	LOC9318839
XP_020888293.1	XM_021032634.1	LOC9320963
XP_002884897.1	XM_002884851.2	LOC9318840
XP_002882774.1	XM_002882728.2	LOC9320964
XP_020888297.1	XM_021032638.1	LOC9320964
XP_020888259.1	XM_021032600.1	LOC9318841
XP_020888318.1	XM_021032659.1	LOC110230263
XP_002882775.1	XM_002882729.2	LOC9320965
XP_020888234.1	XM_021032575.1	LOC110230256
XP_002884899.1	XM_002884853.2	LOC9318842
XP_002884900.1	XM_002884854.2	LOC9320966
XP_020888312.1	XM_021032653.1	LOC9320967
XP_002884901.1	XM_002884855.2	LOC9318843
XP_020888298.1	XM_021032639.1	LOC9320968
XP_020888306.1	XM_021032647.1	LOC9320971
XP_002882777.1	XM_002882731.2	LOC9320972
XP_002884906.2	XM_002884860.2	LOC9318844
XP_002884907.1	XM_002884861.2	LOC9320973
XP_020888322.1	XM_021032663.1	LOC110230264
XP_002884908.1	XM_002884862.2	LOC9320974
XP_002884909.1	XM_002884863.2	LOC9320975
XP_020888307.1	XM_021032648.1	LOC9320975
XP_002882778.2	XM_002882732.2	LOC9320976
XP_020888343.1	XM_021032684.1	LOC9318845
XP_020888227.1	XM_021032568.1	LOC9320977
XP_002882779.1	XM_002882733.2	LOC9320977
XP_020888232.1	XM_021032573.1	LOC9318846
XP_020888233.1	XM_021032574.1	LOC9318846
XP_020888262.1	XM_021032603.1	LOC9318847
XP_020888261.1	XM_021032602.1	LOC9318847
XP_002884912.1	XM_002884866.2	LOC9318848
XP_020888335.1	XM_021032676.1	LOC110230265
XP_020888336.1	XM_021032677.1	LOC110230265
XP_020888203.1	XM_021032544.1	LOC9320979
XP_020888320.1	XM_021032661.1	LOC9320980
XP_002884914.1	XM_002884868.2	LOC9318849
XP_020886408.1	XM_021030749.1	LOC9320981
XP_020886410.1	XM_021030751.1	LOC9320982
XP_002882784.1	XM_002882738.2	LOC9318850
XP_020886402.1	XM_021030743.1	LOC9318850
XP_002884916.1	XM_002884870.2	LOC9318851
XP_002882785.1	XM_002882739.2	LOC9320983
XP_002884917.1	XM_002884871.2	LOC9318852
XP_002884918.1	XM_002884872.2	LOC9320984
XP_020886407.1	XM_021030748.1	LOC9320984
XP_002884919.1	XM_002884873.2	LOC9320985
XP_020886404.1	XM_021030745.1	LOC9320986
XP_020886406.1	XM_021030747.1	LOC9320986
XP_020886403.1	XM_021030744.1	LOC9320986
XP_020886405.1	XM_021030746.1	LOC9320986
XP_020887930.1	XM_021032271.1	LOC9320987
XP_020887929.1	XM_021032270.1	LOC9320987
XP_020887931.1	XM_021032272.1	LOC9318853
XP_002884922.1	XM_002884876.2	LOC9320988
XP_002884923.1	XM_002884877.2	LOC9320989
XP_002882787.1	XM_002882741.2	LOC9320990
XP_002884924.1	XM_002884878.2	LOC9318854
XP_020887977.1	XM_021032318.1	LOC9320991
XP_002884925.1	XM_002884879.2	LOC9318855
XP_020886586.1	XM_021030927.1	LOC9320992
XP_002884926.1	XM_002884880.2	LOC9318856
XP_020885935.1	XM_021030276.1	LOC9320993
XP_020886350.1	XM_021030691.1	LOC9320994
XP_020886352.1	XM_021030693.1	LOC9320994
XP_020886353.1	XM_021030694.1	LOC9320994
XP_020886349.1	XM_021030690.1	LOC9320994
XP_020886351.1	XM_021030692.1	LOC9320994
XP_020886354.1	XM_021030695.1	LOC9320994
XP_020886355.1	XM_021030696.1	LOC9318857
XP_020889473.1	XM_021033814.1	LOC9320995
XP_020886587.1	XM_021030928.1	LOC9320996
XP_002882791.1	XM_002882745.2	LOC9320997
XP_002884931.1	XM_002884885.2	LOC9318858
XP_020888753.1	XM_021033094.1	LOC9320998
XP_002882793.1	XM_002882747.2	LOC9318859
XP_002882794.1	XM_002882748.2	LOC9318860
XP_002882795.1	XM_002882749.2	LOC9318861
XP_020888056.1	XM_021032397.1	LOC9318862
XP_002884932.1	XM_002884886.2	LOC9318863
XP_002882797.1	XM_002882751.2	LOC9320999
XP_002884933.2	XM_002884887.2	LOC9318864
XP_020886442.1	XM_021030783.1	LOC9321000
XP_020886441.1	XM_021030782.1	LOC9321000
XP_020885864.1	XM_021030205.1	LOC9321001
XP_002884935.1	XM_002884889.2	LOC9318865
XP_002882799.1	XM_002882753.2	LOC9321002
XP_002882800.1	XM_002882754.2	LOC9318866
XP_020886447.1	XM_021030788.1	LOC9318866
XP_020886448.1	XM_021030789.1	LOC9318867
XP_020887656.1	XM_021031997.1	LOC9318868
XP_002884937.2	XM_002884891.2	LOC9318869
XP_020887655.1	XM_021031996.1	LOC110230062
XP_020886309.1	XM_021030650.1	LOC110229788
XP_020886310.1	XM_021030651.1	LOC110229788
XP_020886311.1	XM_021030652.1	LOC110229789
XP_020886312.1	XM_021030653.1	LOC110229789
XP_020886314.1	XM_021030655.1	LOC9321004
XP_002882803.1	XM_002882757.2	LOC9321005
XP_020888486.1	XM_021032827.1	LOC9318870
XP_020889345.1	XM_021033686.1	LOC9321006
XP_002882804.1	XM_002882758.2	LOC9321006
XP_020889344.1	XM_021033685.1	LOC9321006
XP_020889350.1	XM_021033691.1	LOC110230492
XP_020889348.1	XM_021033689.1	LOC9318871
XP_002884940.1	XM_002884894.2	LOC9318872
XP_020889349.1	XM_021033690.1	LOC9318872
XP_020889351.1	XM_021033692.1	LOC110230493
XP_002884941.1	XM_002884895.2	LOC9321007
XP_002884942.1	XM_002884896.2	LOC9321008
XP_020889347.1	XM_021033688.1	LOC9321008
XP_002884943.1	XM_002884897.2	LOC9321009
XP_020889346.1	XM_021033687.1	LOC9321009
XP_002884944.1	XM_002884898.2	LOC9321010
XP_002884945.1	XM_002884899.2	LOC9321011
XP_002882806.2	XM_002882760.2	LOC9321012
XP_002884946.1	XM_002884900.2	LOC9318873
XP_002884947.1	XM_002884901.2	LOC9321013
XP_020887396.1	XM_021031737.1	LOC9321014
XP_002884949.1	XM_002884903.2	LOC9321015
XP_020887397.1	XM_021031738.1	LOC9321015
XP_002884950.1	XM_002884904.2	LOC9321016
XP_020888499.1	XM_021032840.1	LOC9321017
XP_020888498.1	XM_021032839.1	LOC9321017
XP_020888497.1	XM_021032838.1	LOC9321017
XP_020888496.1	XM_021032837.1	LOC9321017
XP_020888500.1	XM_021032841.1	LOC9321017
XP_020888502.1	XM_021032843.1	LOC9321018
XP_020888501.1	XM_021032842.1	LOC9321018
XP_020888503.1	XM_021032844.1	LOC9321018
XP_002882808.1	XM_002882762.2	LOC9318874
XP_002882809.1	XM_002882763.2	LOC9321019
XP_002884953.1	XM_002884907.2	LOC9318876
XP_002884954.1	XM_002884908.2	LOC9321020
XP_020888746.1	XM_021033087.1	LOC9321021
XP_020888745.1	XM_021033086.1	LOC9321021
XP_020888530.1	XM_021032871.1	LOC9318877
XP_020887516.1	XM_021031857.1	LOC9318878
XP_020887515.1	XM_021031856.1	LOC9318878
XP_020887518.1	XM_021031859.1	LOC9318878
XP_020887517.1	XM_021031858.1	LOC9318878
XP_020888914.1	XM_021033255.1	LOC9321023
XP_020886267.1	XM_021030608.1	LOC9321024
XP_020886268.1	XM_021030609.1	LOC9318879
XP_002882813.1	XM_002882767.2	LOC9321025
XP_020887694.1	XM_021032035.1	LOC110230069
XP_020887696.1	XM_021032037.1	LOC110230069
XP_020887697.1	XM_021032038.1	LOC9318880
XP_020887420.1	XM_021031761.1	LOC9318881
XP_020887422.1	XM_021031763.1	LOC9318881
XP_002882815.1	XM_002882769.2	LOC9318881
XP_020887421.1	XM_021031762.1	LOC9318881
XP_020887424.1	XM_021031765.1	LOC9318882
XP_002882816.1	XM_002882770.2	LOC9321027
XP_020888716.1	XM_021033057.1	LOC9318883
XP_020888715.1	XM_021033056.1	LOC9318883
XP_002882817.1	XM_002882771.2	LOC9321028
XP_020887442.1	XM_021031783.1	LOC9321028
XP_020887444.1	XM_021031785.1	LOC110230042
XP_020887370.1	XM_021031711.1	LOC9318884
XP_020887369.1	XM_021031710.1	LOC9321029
XP_002884963.1	XM_002884917.2	LOC9321029
XP_020888602.1	XM_021032943.1	LOC9321030
XP_020886844.1	XM_021031185.1	LOC9318885
XP_002884964.1	XM_002884918.2	LOC9318886
XP_002882820.1	XM_002882774.2	LOC9321031
XP_002884965.1	XM_002884919.2	LOC9318887
XP_020887159.1	XM_021031500.1	LOC9321032
XP_002882822.2	XM_002882776.2	LOC9318888
XP_020887158.1	XM_021031499.1	LOC9318888
XP_020886348.1	XM_021030689.1	LOC9321033
XP_002882823.2	XM_002882777.2	LOC9321033
XP_020888729.1	XM_021033070.1	LOC110230376
XP_020888730.1	XM_021033071.1	LOC110230376
XP_002882824.2	XM_002882778.2	LOC9318890
XP_020888092.1	XM_021032433.1	LOC9318891
XP_020888091.1	XM_021032432.1	LOC9318891
XP_002882825.1	XM_002882779.2	LOC9318891
XP_020888090.1	XM_021032431.1	LOC9318891
XP_020888093.1	XM_021032434.1	LOC9318891
XP_020888094.1	XM_021032435.1	LOC9318892
XP_020888089.1	XM_021032430.1	LOC9318893
XP_020888088.1	XM_021032429.1	LOC9321034
XP_020887109.1	XM_021031450.1	LOC110229998
XP_020887110.1	XM_021031451.1	LOC110230000
XP_020888432.1	XM_021032773.1	LOC9321035
XP_002882827.2	XM_002882781.2	LOC9321036
XP_002882828.1	XM_002882782.2	LOC9318894
XP_020886129.1	XM_021030470.1	LOC9318895
XP_020886127.1	XM_021030468.1	LOC9318896
XP_020886128.1	XM_021030469.1	LOC9318896
XP_020886125.1	XM_021030466.1	LOC9318896
XP_002882830.1	XM_002882784.2	LOC9321037
XP_002884971.1	XM_002884925.2	LOC9318897
XP_020888686.1	XM_021033027.1	LOC9321038
XP_020888685.1	XM_021033026.1	LOC9321038
XP_020888589.1	XM_021032930.1	LOC9321039
XP_020888875.1	XM_021033216.1	LOC9321040
XP_020888874.1	XM_021033215.1	LOC110230410
XP_020889534.1	XM_021033875.1	LOC110230547
XP_020888523.1	XM_021032864.1	LOC9321041
XP_002884975.1	XM_002884929.2	LOC9318899
XP_020889282.1	XM_021033623.1	LOC110230476
XP_020888179.1	XM_021032520.1	LOC9318901
XP_002882836.2	XM_002882790.2	LOC9318902
XP_002882837.2	XM_002882791.2	LOC9318903
XP_002882838.1	XM_002882792.2	LOC9318904
XP_020888600.1	XM_021032941.1	LOC9318905
XP_020888599.1	XM_021032940.1	LOC9318905
XP_020888597.1	XM_021032938.1	LOC9318905
XP_002884977.1	XM_002884931.2	LOC9321043
XP_020888601.1	XM_021032942.1	LOC9321044
XP_002884978.1	XM_002884932.2	LOC9318906
XP_002884979.1	XM_002884933.2	LOC9321045
XP_020888595.1	XM_021032936.1	LOC9321046
XP_020888596.1	XM_021032937.1	LOC9321046
XP_002884981.1	XM_002884935.2	LOC9321047
XP_020888910.1	XM_021033251.1	LOC9321048
XP_020888907.1	XM_021033248.1	LOC9321049
XP_020888909.1	XM_021033250.1	LOC9321049
XP_020888908.1	XM_021033249.1	LOC9321049
XP_020888911.1	XM_021033252.1	LOC9318907
XP_020888913.1	XM_021033254.1	LOC110230419
XP_002884984.1	XM_002884938.2	LOC9321050
XP_020888550.1	XM_021032891.1	LOC9321051
XP_002882841.1	XM_002882795.2	LOC9321052
XP_020888551.1	XM_021032892.1	LOC9321052
XP_002882842.1	XM_002882796.2	LOC9318908
XP_002882843.1	XM_002882797.2	LOC9318909
XP_020887389.1	XM_021031730.1	LOC9318910
