protein	mRNA	gene
XP_033142525.1	XM_033286634.1	LOC103855783
XP_009131064.2	XM_009132816.2	LOC103855782
XP_018513601.1	XM_018658085.2	LOC103855784
XP_009131066.1	XM_009132818.3	LOC103855784
XP_009131068.1	XM_009132820.3	LOC103855786
XP_009131069.1	XM_009132821.3	LOC103855786
XP_009131070.1	XM_009132822.3	LOC103855788
XP_009131071.1	XM_009132823.3	LOC103855788
XP_033142533.1	XM_033286642.1	LOC103855790
XP_009131073.1	XM_009132825.3	LOC103855790
XP_009131075.1	XM_009132827.3	LOC103855790
XP_009131072.2	XM_009132824.3	LOC103855789
XP_009132223.2	XM_009133975.3	LOC103856846
XP_009131078.1	XM_009132830.3	LOC103855792
XP_033142535.1	XM_033286644.1	LOC103855794
XP_033142534.1	XM_033286643.1	LOC103855794
XP_033142537.1	XM_033286646.1	LOC103855794
XP_033142536.1	XM_033286645.1	LOC103855794
XP_009131079.2	XM_009132831.3	LOC103855795
XP_033142546.1	XM_033286655.1	LOC103855797
XP_009131082.1	XM_009132834.3	LOC103855800
XP_009131084.1	XM_009132836.3	LOC103855800
XP_033142526.1	XM_033286635.1	LOC103855800
XP_009131088.2	XM_009132840.3	LOC103855803
XP_033142523.1	XM_033286632.1	LOC103855803
XP_033142524.1	XM_033286633.1	LOC103855803
XP_033142522.1	XM_033286631.1	LOC103855802
XP_009131085.1	XM_009132837.3	LOC103855801
XP_033142528.1	XM_033286637.1	LOC103855804
XP_009131090.1	XM_009132842.3	LOC103855804
XP_009131091.1	XM_009132843.3	LOC103855805
XP_018513224.1	XM_018657708.2	LOC103855805
XP_009131093.1	XM_009132845.3	LOC103855807
XP_033142531.1	XM_033286640.1	LOC103855808
XP_033142529.1	XM_033286638.1	LOC103833633
XP_009131097.1	XM_009132849.3	LOC103855809
XP_018513374.1	XM_018657858.2	LOC103855810
XP_033142540.1	XM_033286649.1	LOC103855810
XP_018513373.1	XM_018657857.2	LOC103855810
XP_033142543.1	XM_033286652.1	LOC103855810
XP_009131099.1	XM_009132851.3	LOC103855810
XP_033142542.1	XM_033286651.1	LOC103855810
XP_033142539.1	XM_033286648.1	LOC103855810
XP_033142541.1	XM_033286650.1	LOC103855810
XP_009131101.2	XM_009132853.3	LOC103855811
XP_033142527.1	XM_033286636.1	LOC103855812
XP_009131103.1	XM_009132855.3	LOC103855813
XP_009131105.2	XM_009132857.2	LOC103855814
XP_009131106.2	XM_009132858.3	LOC103855815
XP_009131107.1	XM_009132859.3	LOC103855816
XP_033142795.1	XM_033286904.1	LOC103855817
XP_009131109.1	XM_009132861.3	LOC103855818
XP_009131110.1	XM_009132862.3	LOC103855819
XP_009131111.2	XM_009132863.3	LOC103855820
XP_009131112.2	XM_009132864.3	LOC103855822
XP_009131113.1	XM_009132865.3	LOC103855823
XP_033142806.1	XM_033286915.1	LOC103855824
XP_009131114.1	XM_009132866.3	LOC103855824
XP_009131116.1	XM_009132868.3	LOC103855825
XP_009131118.1	XM_009132870.3	LOC103855827
XP_009131117.1	XM_009132869.3	LOC103855826
XP_009131119.1	XM_009132871.3	LOC103855828
XP_009131120.1	XM_009132872.3	LOC103855829
XP_009131121.1	XM_009132873.3	LOC103855830
XP_009131122.1	XM_009132874.3	LOC103855831
XP_033142812.1	XM_033286921.1	LOC103855833
XP_033142813.1	XM_033286922.1	LOC103855833
XP_033142815.1	XM_033286924.1	LOC103855833
XP_033142814.1	XM_033286923.1	LOC103855833
XP_033142816.1	XM_033286925.1	LOC103855833
XP_009131124.2	XM_009132876.3	LOC103855835
XP_009131126.1	XM_009132878.3	LOC103855836
XP_009131128.1	XM_009132880.3	LOC103855837
XP_009131127.1	XM_009132879.3	LOC103855837
XP_033142786.1	XM_033286895.1	LOC103855838
XP_009131129.1	XM_009132881.3	LOC103855838
XP_033142817.1	XM_033286926.1	LOC103855839
XP_009131131.1	XM_009132883.3	LOC103855840
XP_009131132.1	XM_009132884.3	LOC103855841
XP_033142809.1	XM_033286918.1	LOC103855841
XP_009131133.1	XM_009132885.3	LOC103855843
XP_009131134.1	XM_009132886.3	LOC103855844
XP_033142799.1	XM_033286908.1	LOC103855845
XP_009131136.2	XM_009132888.3	LOC103855846
XP_009131137.1	XM_009132889.3	LOC103855847
XP_009131138.1	XM_009132890.3	LOC103855848
XP_009131139.1	XM_009132891.3	LOC103855848
XP_009131140.1	XM_009132892.3	LOC103855849
XP_018512735.1	XM_018657219.2	LOC103855850
XP_009131141.1	XM_009132893.3	LOC103855850
XP_009131142.1	XM_009132894.3	LOC103855851
XP_009131143.1	XM_009132895.3	LOC103855851
XP_009131144.1	XM_009132896.3	LOC103855853
NP_001288991.1	NM_001302062.1	LOC103855854
XP_009131147.1	XM_009132899.3	LOC103855855
XP_009131148.1	XM_009132900.3	LOC103855856
XP_009131149.1	XM_009132901.3	LOC103855857
XP_033142803.1	XM_033286912.1	LOC103855858
XP_033142802.1	XM_033286911.1	LOC103855858
XP_033142805.1	XM_033286914.1	LOC103855858
XP_033142804.1	XM_033286913.1	LOC103855858
XP_009131151.2	XM_009132903.3	LOC103855860
XP_033142784.1	XM_033286893.1	LOC103855862
XP_009131154.1	XM_009132906.3	LOC103855863
XP_009131156.1	XM_009132908.3	LOC103855864
XP_018512987.1	XM_018657471.2	LOC103855865
XP_009131157.1	XM_009132909.3	LOC103855865
XP_033142811.1	XM_033286920.1	LOC103855866
XP_009131159.1	XM_009132911.3	LOC103855867
XP_009131160.1	XM_009132912.3	LOC103855869
XP_009131161.1	XM_009132913.3	LOC103855869
XP_009131162.1	XM_009132914.2	LOC103855870
XP_009131164.1	XM_009132916.3	LOC103855871
XP_009131165.2	XM_009132917.3	LOC103855872
XP_018512984.2	XM_018657468.2	LOC103855872
XP_033142791.1	XM_033286900.1	LOC103855873
XP_009131167.1	XM_009132919.3	LOC103855873
XP_009131168.1	XM_009132920.3	LOC103855874
XP_009131169.1	XM_009132921.3	LOC103855875
XP_033142790.1	XM_033286899.1	LOC103855875
XP_009131170.2	XM_009132922.3	LOC103855876
XP_009131172.1	XM_009132924.3	LOC103855879
XP_018512986.1	XM_018657470.2	LOC103855877
XP_009131171.1	XM_009132923.2	LOC103855877
XP_033142792.1	XM_033286901.1	LOC103855877
XP_033142793.1	XM_033286902.1	LOC103855877
XP_033144961.1	XM_033289070.1	LOC117133054
XP_009131176.1	XM_009132928.3	LOC103855881
XP_009131174.1	XM_009132926.3	LOC103855881
XP_009131173.1	XM_009132925.3	LOC103855880
XP_009131177.1	XM_009132929.3	LOC103855882
XP_033142807.1	XM_033286916.1	LOC103856849
XP_033142819.1	XM_033286928.1	LOC103855883
XP_009131180.1	XM_009132932.3	LOC103855884
XP_009131179.1	XM_009132931.3	LOC103855884
XP_009131181.1	XM_009132933.3	LOC103855885
XP_009131182.1	XM_009132934.2	LOC103855886
XP_009131183.2	XM_009132935.3	LOC103855888
XP_018512985.2	XM_018657469.2	LOC103855889
XP_009131184.1	XM_009132936.3	LOC103855890
XP_033142796.1	XM_033286905.1	LOC103855890
XP_033142798.1	XM_033286907.1	LOC103855890
XP_033142797.1	XM_033286906.1	LOC103855890
XP_009131187.1	XM_009132939.3	LOC103855892
XP_009131188.1	XM_009132940.3	LOC103855893
XP_009131189.1	XM_009132941.3	LOC103855894
XP_018512544.2	XM_018657028.2	LOC103855895
XP_033142800.1	XM_033286909.1	LOC103855895
XP_009131191.1	XM_009132943.3	LOC103855896
XP_033142810.1	XM_033286919.1	LOC103855898
XP_009131193.1	XM_009132945.3	LOC103855900
XP_009131196.2	XM_009132948.3	LOC103855902
XP_033142787.1	XM_033286896.1	LOC103855902
XP_033142788.1	XM_033286897.1	LOC103855902
XP_033142789.1	XM_033286898.1	LOC103855902
XP_009131197.2	XM_009132949.3	LOC103855903
XP_033142794.1	XM_033286903.1	LOC103855903
XP_009131198.1	XM_009132950.3	LOC103855904
XP_033142785.1	XM_033286894.1	LOC103855905
XP_018512591.2	XM_018657075.2	LOC103855905
XP_018512592.2	XM_018657076.2	LOC103855905
XP_009131200.1	XM_009132952.2	LOC103855906
XP_009131201.1	XM_009132953.3	LOC103855907
XP_009131203.1	XM_009132955.3	LOC103855908
XP_009131202.1	XM_009132954.3	LOC103855908
XP_033144872.1	XM_033288981.1	LOC103855910
XP_033144873.1	XM_033288982.1	LOC103855910
XP_009131204.2	XM_009132956.3	LOC103855910
XP_009131205.2	XM_009132957.3	LOC103855910
XP_033144979.1	XM_033289088.1	LOC117133058
XP_009131207.1	XM_009132959.3	LOC103855912
XP_009131208.1	XM_009132960.3	LOC103855913
XP_009131209.1	XM_009132961.3	LOC103855914
XP_009131211.1	XM_009132963.3	LOC103855916
XP_033144871.1	XM_033288980.1	LOC103855916
XP_009131210.1	XM_009132962.2	LOC103855915
XP_009131213.1	XM_009132965.3	LOC103855917
XP_018513611.1	XM_018658095.2	LOC103855917
XP_009131212.1	XM_009132964.3	LOC103855917
XP_009131215.2	XM_009132967.3	LOC103855920
XP_009131216.1	XM_009132968.3	LOC103855921
XP_009131218.1	XM_009132970.3	LOC103855921
XP_009131221.1	XM_009132973.3	LOC103855922
XP_009131219.1	XM_009132971.3	LOC103855922
XP_009131220.1	XM_009132972.3	LOC103855922
XP_009131222.1	XM_009132974.3	LOC103855922
XP_018513344.2	XM_018657828.2	LOC103855923
XP_009131225.1	XM_009132977.3	LOC103855926
XP_009131223.1	XM_009132975.3	LOC103855925
XP_033142477.1	XM_033286586.1	LOC103855927
XP_009131226.1	XM_009132978.3	LOC103855927
XP_009131229.1	XM_009132981.3	LOC103855931
XP_009131228.1	XM_009132980.3	LOC103855930
XP_009131227.1	XM_009132979.3	LOC103855929
XP_009131230.1	XM_009132982.3	LOC103855932
XP_009131231.1	XM_009132983.3	LOC103855932
XP_009131232.1	XM_009132984.3	LOC103855934
XP_009131233.3	XM_009132985.3	LOC103855935
XP_009131235.1	XM_009132987.3	LOC103855936
XP_009131236.1	XM_009132988.2	LOC103855936
XP_009131239.2	XM_009132991.2	LOC103855937
XP_009131237.2	XM_009132989.2	LOC103855937
XP_009131238.2	XM_009132990.2	LOC103855937
XP_033144985.1	XM_033289094.1	LOC117133061
XP_033142500.1	XM_033286609.1	LOC117132471
XP_033142501.1	XM_033286610.1	LOC117132471
XP_033144986.1	XM_033289095.1	LOC117133062
XP_033144990.1	XM_033289099.1	LOC117133063
XP_033142499.1	XM_033286608.1	LOC117132470
XP_009131241.1	XM_009132993.2	LOC103855940
XP_009131242.1	XM_009132994.3	LOC103855940
XP_009131243.2	XM_009132995.3	LOC103855942
XP_033144991.1	XM_033289100.1	LOC103856850
XP_009131244.1	XM_009132996.2	LOC103855944
XP_033142505.1	XM_033286614.1	LOC103855945
XP_009131247.1	XM_009132999.3	LOC103855946
XP_009131248.1	XM_009133000.3	LOC103855949
XP_009131249.1	XM_009133001.3	LOC103855950
NP_001288818.1	NM_001301889.1	LOC103249161
XP_009131251.1	XM_009133003.3	LOC103855952
XP_009131254.1	XM_009133006.3	LOC103855953
XP_033142502.1	XM_033286611.1	LOC103856852
XP_033142457.1	XM_033286566.1	LOC103855954
XP_009131256.2	XM_009133008.3	LOC103855954
XP_009131255.2	XM_009133007.3	LOC103855954
XP_009131257.1	XM_009133009.3	LOC103855955
XP_009131258.2	XM_009133010.3	LOC103855956
XP_009131259.1	XM_009133011.3	LOC103855957
XP_033142504.1	XM_033286613.1	LOC103855958
XP_009131263.1	XM_009133015.3	LOC103855960
XP_009131265.1	XM_009133017.3	LOC103855961
XP_009131266.1	XM_009133018.3	LOC103855963
XP_009131267.1	XM_009133019.3	LOC103855964
XP_009131269.1	XM_009133021.3	LOC103855966
XP_033142463.1	XM_033286572.1	LOC103855965
XP_033142462.1	XM_033286571.1	LOC103855965
XP_033142461.1	XM_033286570.1	LOC103855965
XP_018512551.2	XM_018657035.2	LOC103855965
XP_033144992.1	XM_033289101.1	LOC117133064
XP_033144993.1	XM_033289102.1	LOC103855967
XP_033142468.1	XM_033286577.1	LOC117132468
XP_033142467.1	XM_033286576.1	LOC117132468
XP_033142456.1	XM_033286565.1	LOC108871146
XP_033142480.1	XM_033286589.1	LOC103855972
XP_033142483.1	XM_033286592.1	LOC103855971
XP_033142476.1	XM_033286585.1	LOC117132469
XP_009131272.2	XM_009133024.3	LOC103855970
XP_009131278.1	XM_009133030.2	LOC103855973
XP_009131279.1	XM_009133031.3	LOC103855974
XP_033142453.1	XM_033286562.1	LOC103855975
XP_009131281.1	XM_009133033.3	LOC103855976
XP_009131282.1	XM_009133034.2	LOC103855977
XP_033142474.1	XM_033286583.1	LOC103855977
XP_018512615.1	XM_018657099.2	LOC103855979
XP_009131286.1	XM_009133038.2	LOC103855980
XP_009132232.1	XM_009133984.1	LOC103856857
XP_009131288.1	XM_009133040.3	LOC103855981
XP_009131296.1	XM_009133048.2	LOC103855982
XP_009131289.1	XM_009133041.3	LOC103855982
XP_033142497.1	XM_033286606.1	LOC103855982
XP_033142494.1	XM_033286603.1	LOC103855982
XP_033142488.1	XM_033286597.1	LOC103855982
XP_033142493.1	XM_033286602.1	LOC103855982
XP_033142498.1	XM_033286607.1	LOC103855982
XP_009131290.1	XM_009133042.3	LOC103855982
XP_033142491.1	XM_033286600.1	LOC103855982
XP_033142487.1	XM_033286596.1	LOC103855982
XP_033142496.1	XM_033286605.1	LOC103855982
XP_033142489.1	XM_033286598.1	LOC103855982
XP_033142490.1	XM_033286599.1	LOC103855982
XP_033142495.1	XM_033286604.1	LOC103855982
XP_033142492.1	XM_033286601.1	LOC103855982
XP_033142486.1	XM_033286595.1	LOC103855982
XP_009131297.1	XM_009133049.3	LOC103855983
XP_018512588.1	XM_018657072.2	LOC103855985
XP_033142472.1	XM_033286581.1	LOC103855984
XP_009131300.1	XM_009133052.3	LOC103855984
XP_009131298.1	XM_009133050.3	LOC103855984
XP_033142473.1	XM_033286582.1	LOC103855984
XP_033142471.1	XM_033286580.1	LOC103855984
XP_009131302.1	XM_009133054.3	LOC103855986
XP_018513003.2	XM_018657487.2	LOC108871236
XP_033142454.1	XM_033286563.1	LOC103855987
XP_009131303.1	XM_009133055.3	LOC103855987
XP_009131308.1	XM_009133060.3	LOC103855990
XP_009131306.1	XM_009133058.2	LOC103855990
XP_009131304.1	XM_009133056.3	LOC103855988
XP_009131309.1	XM_009133061.2	LOC103855991
XP_033142478.1	XM_033286587.1	LOC103855992
XP_033142479.1	XM_033286588.1	LOC103855992
XP_009131314.1	XM_009133066.3	LOC103855996
XP_009131311.3	XM_009133063.3	LOC103855993
XP_009131313.1	XM_009133065.3	LOC103855994
XP_033142485.1	XM_033286594.1	LOC103855994
XP_009131312.1	XM_009133064.3	LOC103855994
XP_033142484.1	XM_033286593.1	LOC103855994
XP_009131315.1	XM_009133067.3	LOC103855997
XP_009131316.1	XM_009133068.3	LOC103855998
XP_009131317.1	XM_009133069.3	LOC103855999
XP_033142459.1	XM_033286568.1	LOC103856000
XP_009131318.1	XM_009133070.2	LOC103856000
XP_033142458.1	XM_033286567.1	LOC103856000
XP_009131319.1	XM_009133071.3	LOC103856001
XP_009131320.1	XM_009133072.3	LOC103856002
XP_009131321.1	XM_009133073.3	LOC103856003
XP_009131322.1	XM_009133074.3	LOC103856003
XP_018512763.1	XM_018657247.2	LOC103856004
XP_018512764.1	XM_018657248.2	LOC103856004
XP_009131323.1	XM_009133075.3	LOC103856005
XP_009131324.1	XM_009133076.3	LOC103856005
XP_033144995.1	XM_033289104.1	LOC103856860
XP_009131326.1	XM_009133078.3	LOC103856007
XP_009131325.1	XM_009133077.3	LOC103856007
XP_033142481.1	XM_033286590.1	LOC103856009
XP_033142482.1	XM_033286591.1	LOC103856009
XP_009131327.1	XM_009133079.3	LOC103856008
XP_009131328.1	XM_009133080.3	LOC103856008
XP_009131330.2	XM_009133082.3	LOC103856010
XP_009131331.1	XM_009133083.3	LOC103856011
XP_009131332.1	XM_009133084.3	LOC103856012
XP_009131333.1	XM_009133085.3	LOC103856013
XP_009131334.1	XM_009133086.3	LOC103856014
XP_009131335.2	XM_009133087.3	LOC103856015
XP_009131337.1	XM_009133089.3	LOC103856016
XP_009131338.1	XM_009133090.2	LOC103856017
XP_009131343.1	XM_009133095.3	LOC103856019
XP_009131341.1	XM_009133093.2	LOC103856019
XP_009131342.1	XM_009133094.3	LOC103856019
XP_009131344.1	XM_009133096.2	LOC103856019
XP_009131339.2	XM_009133091.3	LOC103856018
XP_009131345.2	XM_009133097.3	LOC103856020
XP_009131346.1	XM_009133098.3	LOC103856021
XP_033142452.1	XM_033286561.1	LOC103856023
XP_009131351.1	XM_009133103.3	LOC103856023
XP_009131350.1	XM_009133102.3	LOC103856023
XP_009131348.2	XM_009133100.3	LOC103856022
XP_009131352.1	XM_009133104.3	LOC103856024
XP_009131353.1	XM_009133105.3	LOC103856025
XP_033142465.1	XM_033286574.1	LOC103856026
XP_033142466.1	XM_033286575.1	LOC103856026
XP_009131354.1	XM_009133106.3	LOC103856026
XP_009131355.1	XM_009133107.3	LOC103856027
XP_033142503.1	XM_033286612.1	LOC103856613
XP_009131356.1	XM_009133108.3	LOC103856028
XP_033142470.1	XM_033286579.1	LOC103856029
XP_009131357.1	XM_009133109.3	LOC103856029
XP_009131358.1	XM_009133110.3	LOC103856030
XP_009131360.1	XM_009133112.3	LOC103856031
XP_009131359.1	XM_009133111.3	LOC103856031
XP_009131361.1	XM_009133113.3	LOC103856032
XP_009131362.1	XM_009133114.3	LOC103856033
XP_009131363.1	XM_009133115.3	LOC103856034
XP_009131364.1	XM_009133116.2	LOC103856035
XP_009131365.1	XM_009133117.3	LOC103856036
XP_033143151.1	XM_033287260.1	LOC103856038
XP_009131368.2	XM_009133120.3	LOC103856039
XP_009131369.2	XM_009133121.3	LOC103856040
XP_009131370.1	XM_009133122.3	LOC103856044
XP_009131373.1	XM_009133125.3	LOC103856046
XP_009131371.2	XM_009133123.3	LOC103856045
XP_009131374.1	XM_009133126.3	LOC103856047
XP_009131375.2	XM_009133127.3	LOC103856048
XP_009131379.2	XM_009133131.3	LOC103856051
XP_009131376.1	XM_009133128.2	LOC103856049
XP_009131380.1	XM_009133132.2	LOC103856052
XP_009131381.1	XM_009133133.3	LOC103856055
XP_033143146.1	XM_033287255.1	LOC103856056
XP_009131382.1	XM_009133134.2	LOC103856056
XP_033143147.1	XM_033287256.1	LOC103856056
XP_033143149.1	XM_033287258.1	LOC103856056
XP_009131384.3	XM_009133136.3	LOC103856057
XP_009131385.1	XM_009133137.3	LOC103856058
XP_033143152.1	XM_033287261.1	LOC103856060
XP_033144999.1	XM_033289108.1	LOC117133066
XP_009131387.1	XM_009133139.2	LOC103856061
XP_009131389.2	XM_009133141.3	LOC103856063
XP_009131388.1	XM_009133140.3	LOC103856062
XP_009131390.1	XM_009133142.3	LOC103856064
XP_033143145.1	XM_033287254.1	LOC103856066
XP_009131392.2	XM_009133144.3	LOC103856068
XP_009131394.2	XM_009133146.3	LOC103856068
XP_009131391.1	XM_009133143.3	LOC103856067
XP_009131395.2	XM_009133147.3	LOC103856069
XP_009131396.1	XM_009133148.3	LOC103856070
XP_009131397.1	XM_009133149.3	LOC103856071
XP_009132239.2	XM_009133991.2	LOC103856863
XP_009131398.1	XM_009133150.2	LOC103856072
XP_009131399.1	XM_009133151.3	LOC103856073
XP_009131401.1	XM_009133153.3	LOC103856076
XP_009131400.1	XM_009133152.3	LOC103856074
XP_009131402.1	XM_009133154.3	LOC103856077
XP_033142251.1	XM_033286360.1	LOC103856078
XP_033142253.1	XM_033286362.1	LOC103856078
XP_033142252.1	XM_033286361.1	LOC103856078
NP_001288960.1	NM_001302031.1	LOC103856079
XP_009131407.1	XM_009133159.3	LOC103856080
XP_009131409.1	XM_009133161.3	LOC103856080
XP_009131408.1	XM_009133160.3	LOC103856080
XP_033142255.1	XM_033286364.1	LOC103856080
XP_009131410.2	XM_009133162.3	LOC103856081
XP_033142254.1	XM_033286363.1	LOC103856865
XP_009131411.1	XM_009133163.3	LOC103856082
XP_009131414.1	XM_009133166.3	LOC103856084
XP_009131415.1	XM_009133167.3	LOC103856085
XP_033143871.1	XM_033287980.1	LOC117132805
XP_033143872.1	XM_033287981.1	LOC117132805
XP_033143873.1	XM_033287982.1	LOC117132805
XP_009131416.1	XM_009133168.3	LOC103856086
XP_009131418.2	XM_009133170.3	LOC103856088
XP_033143870.1	XM_033287979.1	LOC103856089
XP_033143868.1	XM_033287977.1	LOC103856089
XP_009131419.1	XM_009133171.3	LOC103856089
XP_009131421.1	XM_009133173.3	LOC103856091
XP_033143866.1	XM_033287975.1	LOC103856090
XP_009131420.1	XM_009133172.3	LOC103856090
XP_009131422.2	XM_009133174.3	LOC103856094
XP_033143874.1	XM_033287983.1	LOC103832626
XP_033143880.1	XM_033287989.1	LOC103832626
XP_009106928.2	XM_009108680.3	LOC103832626
XP_033143877.1	XM_033287986.1	LOC103832626
XP_009106925.2	XM_009108677.3	LOC103832626
XP_033143875.1	XM_033287984.1	LOC103832626
XP_009106923.2	XM_009108675.3	LOC103832626
XP_009106926.2	XM_009108678.3	LOC103832626
XP_033143879.1	XM_033287988.1	LOC103832626
XP_033143878.1	XM_033287987.1	LOC103832626
XP_009106927.2	XM_009108679.3	LOC103832626
XP_033143867.1	XM_033287976.1	LOC103856092
XP_018512981.2	XM_018657465.2	LOC103856092
XP_018512974.1	XM_018657458.2	LOC103856098
XP_018512973.1	XM_018657457.2	LOC103856098
XP_018512972.1	XM_018657456.2	LOC103856098
XP_009131424.1	XM_009133176.3	LOC103856099
XP_009131425.1	XM_009133177.3	LOC103856100
XP_009131426.1	XM_009133178.3	LOC103856101
XP_009131427.1	XM_009133179.3	LOC103856102
XP_009131430.1	XM_009133182.3	LOC103856104
XP_009131431.1	XM_009133183.3	LOC103856104
XP_033143883.1	XM_033287992.1	LOC103856104
XP_009131429.1	XM_009133181.3	LOC103856103
XP_009131433.1	XM_009133185.3	LOC103856106
XP_009131432.1	XM_009133184.3	LOC103856106
XP_018512963.2	XM_018657447.2	LOC103856107
XP_018512962.2	XM_018657446.2	LOC103856107
XP_009131434.1	XM_009133186.3	LOC103856108
XP_009131435.1	XM_009133187.3	LOC103856110
XP_009132242.1	XM_009133994.3	LOC103856866
XP_009131436.1	XM_009133188.2	LOC103856111
XP_009132243.2	XM_009133995.2	LOC103856867
XP_009131439.2	XM_009133191.3	LOC103856113
XP_009131440.1	XM_009133192.3	LOC103856114
XP_009131443.1	XM_009133195.3	LOC103856116
XP_009131444.1	XM_009133196.3	LOC103856117
XP_009131445.1	XM_009133197.3	LOC103856118
XP_009131446.1	XM_009133198.3	LOC103856120
XP_009131447.1	XM_009133199.3	LOC103856120
XP_009131448.2	XM_009133200.3	LOC103856121
XP_009131450.1	XM_009133202.3	LOC103856122
XP_009131455.1	XM_009133207.3	LOC103856126
XP_009131454.1	XM_009133206.3	LOC103856125
XP_009131453.1	XM_009133205.3	LOC103856124
XP_009131452.1	XM_009133204.3	LOC103856124
XP_009131451.1	XM_009133203.2	LOC103856123
XP_033143469.1	XM_033287578.1	LOC103856127
XP_033143467.1	XM_033287576.1	LOC103856127
XP_009131456.1	XM_009133208.3	LOC103856127
XP_033143468.1	XM_033287577.1	LOC103856127
XP_009131457.1	XM_009133209.3	LOC103856128
XP_009131458.1	XM_009133210.3	LOC103856130
XP_009131459.1	XM_009133211.3	LOC103856131
XP_009131460.1	XM_009133212.3	LOC103856132
XP_033143473.1	XM_033287582.1	LOC103856133
XP_033143477.1	XM_033287586.1	LOC103856134
XP_009131465.1	XM_009133217.3	LOC103856134
XP_009131464.1	XM_009133216.3	LOC103856134
XP_009131466.1	XM_009133218.2	LOC103856135
XP_033143478.1	XM_033287587.1	LOC103856135
XP_009131467.2	XM_009133219.3	LOC103856136
XP_009131468.1	XM_009133220.3	LOC103856137
XP_033143472.1	XM_033287581.1	LOC103856139
XP_033143471.1	XM_033287580.1	LOC103856139
XP_033143470.1	XM_033287579.1	LOC103856139
XP_009131469.1	XM_009133221.3	LOC103856139
XP_009131470.1	XM_009133222.2	LOC103856141
XP_009131471.1	XM_009133223.3	LOC103856142
XP_009131473.1	XM_009133225.3	LOC103856143
XP_009131474.1	XM_009133226.3	LOC103856144
XP_033143461.1	XM_033287570.1	LOC108868761
XP_033143463.1	XM_033287572.1	LOC108868761
XP_033143459.1	XM_033287568.1	LOC108868761
XP_033143462.1	XM_033287571.1	LOC108868761
XP_033143464.1	XM_033287573.1	LOC108868761
XP_009131476.2	XM_009133228.3	LOC108868761
XP_033143460.1	XM_033287569.1	LOC108868761
XP_009131475.2	XM_009133227.3	LOC108868761
XP_018512965.2	XM_018657449.2	LOC108868761
XP_033143465.1	XM_033287574.1	LOC108868761
XP_033143466.1	XM_033287575.1	LOC108868761
XP_009131485.1	XM_009133237.3	LOC103856149
XP_009131484.1	XM_009133236.3	LOC103856149
XP_009131480.2	XM_009133232.3	LOC103856148
XP_033143475.1	XM_033287584.1	LOC117132723
XP_033143476.1	XM_033287585.1	LOC117132723
XP_009131486.1	XM_009133238.3	LOC103856152
XP_009131487.1	XM_009133239.3	LOC103856153
XP_009131489.2	XM_009133241.3	LOC103856155
XP_009131488.2	XM_009133240.2	LOC103856154
XP_033143458.1	XM_033287567.1	LOC103856154
XP_033143474.1	XM_033287583.1	LOC103856157
XP_009131490.1	XM_009133242.3	LOC103856157
XP_009131491.1	XM_009133243.3	LOC103856158
XP_009131492.1	XM_009133244.3	LOC103856159
XP_009131494.1	XM_009133246.3	LOC103856159
XP_009131495.1	XM_009133247.3	LOC103856160
XP_018512979.1	XM_018657463.2	LOC103856160
XP_033142896.1	XM_033287005.1	LOC103856161
XP_009131496.1	XM_009133248.3	LOC103856161
XP_033142895.1	XM_033287004.1	LOC103856161
XP_009131500.1	XM_009133252.3	LOC103856162
XP_009131501.1	XM_009133253.3	LOC103856163
XP_033142894.1	XM_033287003.1	LOC103856163
XP_009131502.1	XM_009133254.3	LOC103856163
XP_018512967.1	XM_018657451.2	LOC103856163
XP_033142897.1	XM_033287006.1	LOC103856165
XP_009131504.2	XM_009133256.3	LOC103856166
XP_009131505.2	XM_009133257.3	LOC103856166
XP_033142899.1	XM_033287008.1	LOC103856167
XP_033142898.1	XM_033287007.1	LOC103856167
XP_009131508.1	XM_009133260.3	LOC103856168
XP_033143167.1	XM_033287276.1	LOC103856168
XP_033143168.1	XM_033287277.1	LOC103856168
XP_033143160.1	XM_033287269.1	LOC103856868
XP_033143164.1	XM_033287273.1	LOC103856869
XP_009131509.1	XM_009133261.2	LOC103856171
XP_009131510.1	XM_009133262.3	LOC103856172
XP_033143157.1	XM_033287266.1	LOC103856172
XP_009132246.2	XM_009133998.2	LOC103856870
XP_009131513.1	XM_009133265.3	LOC103856175
XP_009131514.1	XM_009133266.3	LOC103856176
XP_033143173.1	XM_033287282.1	LOC103856177
XP_018513383.1	XM_018657867.2	LOC103856178
XP_033143166.1	XM_033287275.1	LOC103856178
XP_009131516.1	XM_009133268.3	LOC103856178
XP_009131517.1	XM_009133269.3	LOC103856178
XP_009131518.1	XM_009133270.3	LOC103856179
XP_033143172.1	XM_033287281.1	LOC103856181
XP_009131520.2	XM_009133272.2	LOC103856181
XP_009131521.1	XM_009133273.3	LOC103856182
XP_009131522.1	XM_009133274.2	LOC103856182
XP_033143171.1	XM_033287280.1	LOC103856182
XP_009131524.1	XM_009133276.2	LOC103856184
XP_018513343.1	XM_018657827.2	LOC103856184
XP_009131525.1	XM_009133277.3	LOC103856184
XP_009131526.1	XM_009133278.3	LOC103856185
XP_009131527.1	XM_009133279.3	LOC103856185
XP_009131528.1	XM_009133280.3	LOC103856185
XP_009131529.1	XM_009133281.3	LOC103856186
XP_033143162.1	XM_033287271.1	LOC103856187
XP_009131531.1	XM_009133283.2	LOC103856188
