Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0042126			jg33869																				
OG0042127			jg33870																				
OG0042128			jg11																				
OG0042129			jg30																				
OG0042130			jg33917																				
OG0042131			jg33857																				
OG0042132			jg28348																				
OG0042133			jg28349																				
OG0042134			jg28350																				
OG0042135			jg59																				
OG0042136			jg9																				
OG0042137			jg16470																				
OG0042138			jg5																				
OG0042139			jg351																				
OG0042140			jg8259																				
OG0042141			jg110																				
OG0042142			jg33853																				
OG0042143			jg33854																				
OG0042144			jg33933																				
OG0042145			jg20237																				
OG0042146			jg20238																				
OG0042147			jg33882																				
OG0042148			jg33883																				
OG0042149			jg28388																				
OG0042150			jg1																				
OG0042151			jg23839																				
OG0042152			jg23840																				
OG0042153			jg23867																				
OG0042154			jg47																				
OG0042155			jg48																				
OG0042156			jg318																				
OG0042157			jg31																				
OG0042158			jg32																				
OG0042159			jg28381																				
OG0042160			jg28382																				
OG0042161			jg8267																				
OG0042162			jg8268																				
OG0042163			jg8269																				
OG0042164			jg337																				
OG0042165			jg61																				
OG0042166			jg28390																				
OG0042167			jg33873																				
OG0042168			jg33889																				
OG0042169			jg33858																				
OG0042170			jg28383																				
OG0042171			jg28373																				
OG0042172			jg326																				
OG0042173			jg2																				
OG0042174			jg33935																				
OG0042175			jg338																				
OG0042176			jg33859																				
OG0042177			jg109																				
OG0042178			jg23875																				
OG0042179			jg20																				
OG0042180			jg33936																				
OG0042181			jg33871																				
OG0042182			jg33872																				
OG0042183			jg23814																				
OG0042184				XP_002862852.2																			
OG0042185				XP_002864922.2																			
OG0042186				XP_002868600.1																			
OG0042187				XP_002870393.2																			
OG0042188				XP_002874949.2																			
OG0042189				XP_002875751.1																			
OG0042190				XP_002879402.2																			
OG0042191				XP_002883581.1																			
OG0042192				XP_002892785.1																			
OG0042193				XP_002892856.2																			
OG0042194				XP_002894452.1																			
OG0042195				XP_020865622.1																			
OG0042196				XP_020865695.1																			
OG0042197				XP_020865730.1																			
OG0042198				XP_020866062.1																			
OG0042199				XP_020866166.1																			
OG0042200				XP_020866535.1																			
OG0042201				XP_020866546.1																			
OG0042202				XP_020866595.1																			
OG0042203				XP_020866621.1																			
OG0042204				XP_020867211.1																			
OG0042205				XP_020868558.1																			
OG0042206				XP_020868661.1																			
OG0042207				XP_020868674.1																			
OG0042208				XP_020869534.1																			
OG0042209				XP_020869689.1																			
OG0042210				XP_020870348.1																			
OG0042211				XP_020870557.1																			
OG0042212				XP_020871502.1																			
OG0042213				XP_020872520.1																			
OG0042214				XP_020872733.1																			
OG0042215				XP_020872828.1																			
OG0042216				XP_020872995.1																			
OG0042217				XP_020874102.1																			
OG0042218				XP_020874121.1																			
OG0042219				XP_020874165.1																			
OG0042220				XP_020874583.1																			
OG0042221				XP_020874888.1																			
OG0042222				XP_020874964.1																			
OG0042223				XP_020875100.1																			
OG0042224				XP_020875132.1																			
OG0042225				XP_020875587.1																			
OG0042226				XP_020875659.1																			
OG0042227				XP_020876126.1																			
OG0042228				XP_020876139.1																			
OG0042229				XP_020876995.1																			
OG0042230				XP_020877134.1																			
OG0042231				XP_020877204.1																			
OG0042232				XP_020877749.1																			
OG0042233				XP_020880146.1																			
OG0042234				XP_020880683.1																			
OG0042235				XP_020880780.1																			
OG0042236				XP_020880848.1																			
OG0042237				XP_020880852.1																			
OG0042238				XP_020881613.1																			
OG0042239				XP_020881872.1																			
OG0042240				XP_020881907.1																			
OG0042241				XP_020881968.1																			
OG0042242				XP_020883030.1																			
OG0042243				XP_020883188.1																			
OG0042244				XP_020883503.1																			
OG0042245				XP_020883575.1																			
OG0042246				XP_020883631.1																			
OG0042247				XP_020884147.1																			
OG0042248				XP_020885045.1																			
OG0042249				XP_020885868.1																			
OG0042250				XP_020886230.1																			
OG0042251				XP_020886665.1																			
OG0042252				XP_020886732.1																			
OG0042253				XP_020886759.1																			
OG0042254				XP_020886760.1																			
OG0042255				XP_020886776.1																			
OG0042256				XP_020887500.1																			
OG0042257				XP_020887715.1																			
OG0042258				XP_020887726.1																			
OG0042259				XP_020887728.1																			
OG0042260				XP_020887775.1																			
OG0042261				XP_020887785.1																			
OG0042262				XP_020887794.1																			
OG0042263				XP_020887808.1																			
OG0042264				XP_020887816.1																			
OG0042265				XP_020888671.1																			
OG0042266				XP_020889055.1																			
OG0042267				XP_020890007.1																			
OG0042268				XP_020890111.1																			
OG0042269				XP_020890330.1																			
OG0042270				XP_020890512.1																			
OG0042271				XP_020890742.1																			
OG0042272				XP_020890968.1																			
OG0042273				XP_020891475.1																			
OG0042274					nbis-gene-16																		
OG0042275					AL1G10170																		
OG0042276					nbis-gene-17																		
OG0042277					AL1G10210																		
OG0042278					AL1G10500																		
OG0042279					AL1G10530																		
OG0042280					AL1G10790																		
OG0042281					nbis-gene-21																		
OG0042282					nbis-gene-22																		
OG0042283					nbis-gene-23																		
OG0042284					AL1G11520																		
OG0042285					nbis-gene-26																		
OG0042286					nbis-gene-28																		
OG0042287					AL1G12420																		
OG0042288					AL1G12630																		
OG0042289					nbis-gene-29																		
OG0042290					AL1G14040																		
OG0042291					AL1G14050																		
OG0042292					nbis-gene-34																		
OG0042293					AL1G14890																		
OG0042294					AL1G15170																		
OG0042295					nbis-gene-38																		
OG0042296					nbis-gene-39																		
OG0042297					AL1G15480																		
OG0042298					AL1G15650																		
OG0042299					AL1G15710																		
OG0042300					nbis-gene-40																		
OG0042301					nbis-gene-41																		
OG0042302					nbis-gene-43																		
OG0042303					AL1G16830																		
OG0042304					AL1G17060																		
OG0042305					AL1G17370																		
OG0042306					AL1G17500																		
OG0042307					AL1G17790																		
OG0042308					nbis-gene-46																		
OG0042309					AL1G18050																		
OG0042310					AL1G18190																		
OG0042311					nbis-gene-49																		
OG0042312					AL1G19840																		
OG0042313					AL1G19870																		
OG0042314					AL1G19920																		
OG0042315					nbis-gene-57																		
OG0042316					AL1G20600																		
OG0042317					nbis-gene-63																		
OG0042318					AL1G21550																		
OG0042319					AL1G21580																		
OG0042320					AL1G21860																		
OG0042321					AL1G21960																		
OG0042322					nbis-gene-68																		
OG0042323					nbis-gene-70																		
OG0042324					nbis-gene-71																		
OG0042325					AL1G22870																		
OG0042326					AL1G22890																		
OG0042327					AL1G23020																		
OG0042328					AL1G23290																		
OG0042329					AL1G23490																		
OG0042330					AL1G23560																		
OG0042331					nbis-gene-77																		
OG0042332					AL1G24020																		
OG0042333					AL1G24410																		
OG0042334					AL1G24600																		
OG0042335					AL1G24820																		
OG0042336					AL1G25010																		
OG0042337					AL1G25250																		
OG0042338					AL1G25640																		
OG0042339					AL1G25900																		
OG0042340					AL1G26450																		
OG0042341					AL1G26460																		
OG0042342					AL1G26620																		
OG0042343					nbis-gene-85																		
OG0042344					AL1G26910																		
OG0042345					AL1G26950																		
OG0042346					AL1G27250																		
OG0042347					nbis-gene-90																		
OG0042348					nbis-gene-92																		
OG0042349					nbis-gene-95																		
OG0042350					AL1G29100																		
OG0042351					AL1G29170																		
OG0042352					AL1G30440																		
OG0042353					AL1G30610																		
OG0042354					AL1G30730																		
OG0042355					nbis-gene-105																		
OG0042356					AL1G31220																		
OG0042357					AL1G31410																		
OG0042358					AL1G31640																		
OG0042359					AL1G32010																		
OG0042360					nbis-gene-109																		
OG0042361					nbis-gene-110																		
OG0042362					AL1G32160																		
OG0042363					nbis-gene-111																		
OG0042364					nbis-gene-112																		
OG0042365					AL1G32910																		
OG0042366					AL1G33220																		
OG0042367					AL1G33560																		
OG0042368					nbis-gene-117																		
OG0042369					nbis-gene-121																		
OG0042370					AL1G34630																		
OG0042371					AL1G35000																		
OG0042372					AL1G35250																		
OG0042373					nbis-gene-138																		
OG0042374					AL1G35470																		
OG0042375					AL1G35930																		
OG0042376					AL1G36110																		
OG0042377					nbis-gene-142																		
OG0042378					nbis-gene-143																		
OG0042379					AL1G36830																		
OG0042380					AL1G36900																		
OG0042381					AL1G36990																		
OG0042382					AL1G37770																		
OG0042383					nbis-gene-147																		
OG0042384					nbis-gene-149																		
OG0042385					AL1G38220																		
OG0042386					nbis-gene-153																		
OG0042387					AL1G38320																		
OG0042388					nbis-gene-157																		
OG0042389					AL1G40380																		
OG0042390					AL1G40430																		
OG0042391					AL1G41080																		
OG0042392					AL1G41100																		
OG0042393					AL1G41110																		
OG0042394					AL1G41410																		
OG0042395					nbis-gene-160																		
OG0042396					nbis-gene-161																		
OG0042397					nbis-gene-167																		
OG0042398					nbis-gene-169																		
OG0042399					AL1G42340																		
OG0042400					AL1G43230																		
OG0042401					AL1G43280																		
OG0042402					AL1G43560																		
OG0042403					nbis-gene-177																		
OG0042404					nbis-gene-178																		
OG0042405					nbis-gene-179																		
OG0042406					AL1G44110																		
OG0042407					AL1G44140																		
OG0042408					AL1G44170																		
OG0042409					AL1G44180																		
OG0042410					AL1G44950																		
OG0042411					AL1G45100																		
OG0042412					nbis-gene-187																		
OG0042413					nbis-gene-189																		
OG0042414					AL1G45940																		
OG0042415					AL1G46190																		
OG0042416					AL1G46480																		
OG0042417					AL1G46960																		
OG0042418					AL1G47070																		
OG0042419					nbis-gene-196																		
OG0042420					AL1G47410																		
OG0042421					nbis-gene-197																		
OG0042422					nbis-gene-198																		
OG0042423					AL1G47840																		
OG0042424					AL1G48050																		
OG0042425					nbis-gene-201																		
OG0042426					nbis-gene-204																		
OG0042427					AL1G48500																		
OG0042428					AL1G48530																		
OG0042429					nbis-gene-206																		
OG0042430					nbis-gene-207																		
OG0042431					AL1G48780																		
OG0042432					AL1G48820																		
OG0042433					AL1G49110																		
OG0042434					nbis-gene-214																		
OG0042435					nbis-gene-215																		
OG0042436					AL1G49980																		
OG0042437					AL1G50010																		
OG0042438					AL1G50040																		
OG0042439					AL1G50050																		
OG0042440					AL1G50160																		
OG0042441					AL1G50180																		
OG0042442					nbis-gene-219																		
OG0042443					AL1G50530																		
OG0042444					nbis-gene-224																		
OG0042445					nbis-gene-225																		
OG0042446					nbis-gene-226																		
OG0042447					nbis-gene-227																		
OG0042448					AL1G51100																		
OG0042449					nbis-gene-228																		
OG0042450					AL1G51190																		
OG0042451					AL1G51560																		
OG0042452					nbis-gene-235																		
OG0042453					AL1G51760																		
OG0042454					nbis-gene-239																		
OG0042455					AL1G52100																		
OG0042456					AL1G52240																		
OG0042457					AL1G52350																		
OG0042458					AL1G52520																		
OG0042459					AL1G52530																		
OG0042460					nbis-gene-240																		
OG0042461					nbis-gene-241																		
OG0042462					nbis-gene-242																		
OG0042463					nbis-gene-243																		
OG0042464					AL1G52810																		
OG0042465					AL1G53120																		
OG0042466					AL1G53190																		
OG0042467					nbis-gene-245																		
OG0042468					AL1G54390																		
OG0042469					AL1G54430																		
OG0042470					AL1G54470																		
OG0042471					nbis-gene-254																		
OG0042472					AL1G55240																		
OG0042473					AL1G55460																		
OG0042474					AL1G55820																		
OG0042475					nbis-gene-261																		
OG0042476					AL1G56400																		
OG0042477					nbis-gene-263																		
OG0042478					AL1G56750																		
OG0042479					AL1G56830																		
OG0042480					AL1G56840																		
OG0042481					AL1G56920																		
OG0042482					nbis-gene-266																		
OG0042483					AL1G57630																		
OG0042484					nbis-gene-268																		
OG0042485					AL1G58350																		
OG0042486					nbis-gene-275																		
OG0042487					AL1G58710																		
OG0042488					AL1G59330																		
OG0042489					nbis-gene-288																		
OG0042490					AL1G60160																		
OG0042491					AL1G60370																		
OG0042492					AL1G60380																		
OG0042493					nbis-gene-291																		
OG0042494					AL1G60720																		
OG0042495					AL1G61150																		
OG0042496					AL1G61290																		
OG0042497					AL1G61510																		
OG0042498					AL1G61650																		
OG0042499					nbis-gene-297																		
OG0042500					nbis-gene-298																		
OG0042501					nbis-gene-299																		
OG0042502					AL1G62010																		
OG0042503					AL1G62220																		
OG0042504					AL1G62250																		
OG0042505					AL1G62280																		
OG0042506					AL1G62380																		
OG0042507					AL1G63590																		
OG0042508					nbis-gene-309																		
OG0042509					nbis-gene-310																		
OG0042510					AL1G64710																		
OG0042511					AL1G64760																		
OG0042512					nbis-gene-317																		
OG0042513					AL1G64810																		
OG0042514					AL1G64880																		
OG0042515					AL1G64990																		
OG0042516					nbis-gene-321																		
OG0042517					nbis-gene-322																		
OG0042518					nbis-gene-323																		
OG0042519					AL1G65710																		
OG0042520					AL1G65740																		
OG0042521					nbis-gene-324																		
OG0042522					nbis-gene-329																		
OG0042523					nbis-gene-336																		
OG0042524					AL1G66520																		
OG0042525					nbis-gene-337																		
OG0042526					AL1G67170																		
OG0042527					AL1G67470																		
OG0042528					nbis-gene-366																		
OG0042529					nbis-gene-373																		
OG0042530					AL2G12070																		
OG0042531					AL2G12120																		
OG0042532					AL2G12240																		
OG0042533					nbis-gene-380																		
OG0042534					AL2G12740																		
OG0042535					AL2G12930																		
OG0042536					AL2G13200																		
OG0042537					AL2G13360																		
OG0042538					nbis-gene-385																		
OG0042539					AL2G13570																		
OG0042540					nbis-gene-388																		
OG0042541					AL2G13940																		
OG0042542					AL2G14170																		
OG0042543					nbis-gene-391																		
OG0042544					AL2G14260																		
OG0042545					AL2G14300																		
OG0042546					AL2G14710																		
OG0042547					AL2G14850																		
OG0042548					AL2G14880																		
OG0042549					AL2G16060																		
OG0042550					AL2G16350																		
OG0042551					AL2G16420																		
OG0042552					AL2G16500																		
OG0042553					AL2G16530																		
OG0042554					AL2G16660																		
OG0042555					AL2G16770																		
OG0042556					AL2G16850																		
OG0042557					AL2G16890																		
OG0042558					AL2G16900																		
OG0042559					nbis-gene-417																		
OG0042560					AL2G17400																		
OG0042561					AL2G17700																		
OG0042562					AL2G17790																		
OG0042563					nbis-gene-424																		
OG0042564					AL2G18150																		
OG0042565					nbis-gene-429																		
OG0042566					AL2G18780																		
OG0042567					nbis-gene-433																		
OG0042568					AL2G19010																		
OG0042569					nbis-gene-445																		
OG0042570					AL2G19240																		
OG0042571					AL2G19250																		
OG0042572					AL2G19280																		
OG0042573					AL2G19350																		
OG0042574					AL2G19360																		
OG0042575					nbis-gene-448																		
OG0042576					AL2G19570																		
OG0042577					nbis-gene-450																		
OG0042578					AL2G19650																		
OG0042579					AL2G19690																		
OG0042580					AL2G19750																		
OG0042581					AL2G19760																		
OG0042582					nbis-gene-453																		
OG0042583					AL2G19990																		
OG0042584					AL2G20060																		
OG0042585					AL2G20120																		
OG0042586					AL2G20990																		
OG0042587					AL2G21030																		
OG0042588					nbis-gene-482																		
OG0042589					nbis-gene-485																		
OG0042590					nbis-gene-487																		
OG0042591					nbis-gene-491																		
OG0042592					nbis-gene-493																		
OG0042593					nbis-gene-503																		
OG0042594					nbis-gene-507																		
OG0042595					nbis-gene-519																		
OG0042596					AL2G21830																		
OG0042597					nbis-gene-522																		
OG0042598					AL2G21930																		
OG0042599					nbis-gene-524																		
OG0042600					nbis-gene-527																		
OG0042601					nbis-gene-528																		
OG0042602					AL2G22360																		
OG0042603					nbis-gene-532																		
OG0042604					AL2G22780																		
OG0042605					AL2G22920																		
OG0042606					AL2G22940																		
OG0042607					AL2G23390																		
OG0042608					AL2G23400																		
OG0042609					AL2G23420																		
OG0042610					nbis-gene-539																		
OG0042611					AL2G23860																		
OG0042612					AL2G24130																		
OG0042613					AL2G24220																		
OG0042614					AL2G24260																		
OG0042615					nbis-gene-544																		
OG0042616					AL2G24440																		
OG0042617					nbis-gene-546																		
OG0042618					AL2G24550																		
OG0042619					AL2G24700																		
OG0042620					AL2G24740																		
OG0042621					AL2G24770																		
OG0042622					AL2G24810																		
OG0042623					nbis-gene-547																		
OG0042624					AL2G25000																		
OG0042625					AL2G25470																		
OG0042626					AL2G25620																		
OG0042627					AL2G25630																		
OG0042628					AL2G25650																		
OG0042629					AL2G25880																		
OG0042630					AL2G26180																		
OG0042631					AL2G27360																		
OG0042632					AL2G27380																		
OG0042633					AL2G27410																		
OG0042634					AL2G27730																		
OG0042635					AL2G27870																		
OG0042636					AL2G28200																		
OG0042637					AL2G28730																		
OG0042638					nbis-gene-567																		
OG0042639					nbis-gene-578																		
OG0042640					AL2G29490																		
OG0042641					AL2G30390																		
OG0042642					nbis-gene-591																		
OG0042643					AL2G32120																		
OG0042644					nbis-gene-595																		
OG0042645					nbis-gene-597																		
OG0042646					nbis-gene-601																		
OG0042647					AL2G34290																		
OG0042648					AL2G34320																		
OG0042649					nbis-gene-602																		
OG0042650					AL2G34920																		
OG0042651					AL2G35070																		
OG0042652					AL2G35140																		
OG0042653					AL2G35230																		
OG0042654					nbis-gene-605																		
OG0042655					AL2G35460																		
OG0042656					AL2G36680																		
OG0042657					AL2G36820																		
OG0042658					AL2G37030																		
OG0042659					AL2G37040																		
OG0042660					AL2G37160																		
OG0042661					AL2G37170																		
OG0042662					nbis-gene-609																		
OG0042663					AL2G37880																		
OG0042664					AL2G37910																		
OG0042665					AL2G37940																		
OG0042666					AL2G38110																		
OG0042667					AL2G38130																		
OG0042668					nbis-gene-618																		
OG0042669					AL2G39180																		
OG0042670					AL2G39270																		
OG0042671					AL2G39570																		
OG0042672					AL2G39600																		
OG0042673					AL2G39760																		
OG0042674					AL2G39810																		
OG0042675					AL2G39820																		
OG0042676					AL2G39830																		
OG0042677					AL2G39940																		
OG0042678					AL2G40120																		
OG0042679					AL2G40370																		
OG0042680					AL2G40730																		
OG0042681					AL2G41000																		
OG0042682					AL2G41780																		
OG0042683					nbis-gene-626																		
OG0042684					AL3G10390																		
OG0042685					AL3G10630																		
OG0042686					nbis-gene-637																		
OG0042687					AL3G10830																		
OG0042688					nbis-gene-639																		
OG0042689					nbis-gene-640																		
OG0042690					AL3G12250																		
OG0042691					AL3G12380																		
OG0042692					nbis-gene-643																		
OG0042693					nbis-gene-646																		
OG0042694					AL3G13200																		
OG0042695					AL3G13210																		
OG0042696					AL3G13250																		
OG0042697					AL3G13390																		
OG0042698					AL3G13460																		
OG0042699					nbis-gene-649																		
OG0042700					AL3G13640																		
OG0042701					nbis-gene-651																		
OG0042702					AL3G14110																		
OG0042703					AL3G14160																		
OG0042704					nbis-gene-653																		
OG0042705					AL3G14490																		
OG0042706					AL3G14770																		
OG0042707					AL3G14920																		
OG0042708					AL3G15030																		
OG0042709					AL3G15050																		
OG0042710					AL3G15420																		
OG0042711					AL3G15670																		
OG0042712					AL3G16460																		
OG0042713					nbis-gene-668																		
OG0042714					AL3G17130																		
OG0042715					AL3G17330																		
OG0042716					AL3G17580																		
OG0042717					AL3G17630																		
OG0042718					nbis-gene-669																		
OG0042719					AL3G17860																		
OG0042720					AL3G18490																		
OG0042721					AL3G18760																		
OG0042722					AL3G19130																		
OG0042723					AL3G19630																		
OG0042724					AL3G19760																		
OG0042725					nbis-gene-681																		
OG0042726					AL3G20270																		
OG0042727					AL3G21110																		
OG0042728					nbis-gene-685																		
OG0042729					nbis-gene-686																		
OG0042730					AL3G22890																		
OG0042731					AL3G23150																		
OG0042732					AL3G23690																		
OG0042733					AL3G23700																		
OG0042734					AL3G23780																		
OG0042735					nbis-gene-695																		
OG0042736					AL3G24140																		
OG0042737					AL3G25260																		
OG0042738					nbis-gene-702																		
OG0042739					AL3G25560																		
OG0042740					AL3G25600																		
OG0042741					AL3G25650																		
OG0042742					AL3G25900																		
OG0042743					AL3G26220																		
OG0042744					nbis-gene-705																		
OG0042745					AL3G26650																		
OG0042746					AL3G26750																		
OG0042747					AL3G26970																		
OG0042748					AL3G27350																		
OG0042749					AL3G27900																		
OG0042750					nbis-gene-706																		
OG0042751					nbis-gene-707																		
OG0042752					nbis-gene-709																		
OG0042753					nbis-gene-710																		
OG0042754					AL3G29130																		
OG0042755					AL3G29490																		
OG0042756					nbis-gene-719																		
OG0042757					nbis-gene-720																		
OG0042758					nbis-gene-721																		
OG0042759					nbis-gene-723																		
OG0042760					nbis-gene-724																		
OG0042761					AL3G31570																		
OG0042762					AL3G31650																		
OG0042763					nbis-gene-728																		
OG0042764					AL3G31780																		
OG0042765					AL3G31970																		
OG0042766					AL3G32060																		
OG0042767					nbis-gene-731																		
OG0042768					AL3G33400																		
OG0042769					AL3G33580																		
OG0042770					nbis-gene-735																		
OG0042771					nbis-gene-736																		
OG0042772					AL3G34210																		
OG0042773					nbis-gene-737																		
OG0042774					nbis-gene-742																		
OG0042775					nbis-gene-743																		
OG0042776					nbis-gene-745																		
OG0042777					AL3G35230																		
OG0042778					nbis-gene-747																		
OG0042779					AL3G35950																		
OG0042780					AL3G36370																		
OG0042781					AL3G36450																		
OG0042782					AL3G36720																		
OG0042783					AL3G36930																		
OG0042784					AL3G37290																		
OG0042785					AL3G37300																		
OG0042786					nbis-gene-760																		
OG0042787					AL3G37590																		
OG0042788					nbis-gene-761																		
OG0042789					AL3G38330																		
OG0042790					AL3G38400																		
OG0042791					nbis-gene-769																		
OG0042792					nbis-gene-770																		
OG0042793					AL3G38490																		
OG0042794					AL3G38590																		
OG0042795					nbis-gene-771																		
OG0042796					AL3G38790																		
OG0042797					AL3G38800																		
OG0042798					AL3G38980																		
OG0042799					nbis-gene-774																		
OG0042800					AL3G39430																		
OG0042801					AL3G39480																		
OG0042802					nbis-gene-780																		
OG0042803					nbis-gene-781																		
OG0042804					AL3G39920																		
OG0042805					AL3G40000																		
OG0042806					AL3G40970																		
OG0042807					AL3G41040																		
OG0042808					nbis-gene-791																		
OG0042809					nbis-gene-797																		
OG0042810					AL3G42330																		
OG0042811					nbis-gene-798																		
OG0042812					nbis-gene-799																		
OG0042813					AL3G42670																		
OG0042814					AL3G42980																		
OG0042815					AL3G43070																		
OG0042816					AL3G43080																		
OG0042817					AL3G43170																		
OG0042818					nbis-gene-804																		
OG0042819					AL3G43440																		
OG0042820					AL3G43460																		
OG0042821					AL3G43830																		
OG0042822					nbis-gene-812																		
OG0042823					AL3G44240																		
OG0042824					nbis-gene-813																		
OG0042825					nbis-gene-824																		
OG0042826					nbis-gene-829																		
OG0042827					AL3G44660																		
OG0042828					nbis-gene-830																		
OG0042829					AL3G44810																		
OG0042830					nbis-gene-833																		
OG0042831					AL3G44950																		
OG0042832					nbis-gene-835																		
OG0042833					AL3G45020																		
OG0042834					AL3G45040																		
OG0042835					nbis-gene-837																		
OG0042836					AL3G45310																		
OG0042837					AL3G45390																		
OG0042838					nbis-gene-841																		
OG0042839					nbis-gene-842																		
OG0042840					nbis-gene-843																		
OG0042841					nbis-gene-845																		
OG0042842					AL3G46270																		
OG0042843					AL3G46290																		
OG0042844					nbis-gene-847																		
OG0042845					nbis-gene-848																		
OG0042846					AL3G46430																		
OG0042847					AL3G46440																		
OG0042848					AL3G46490																		
OG0042849					AL3G46530																		
OG0042850					AL3G46670																		
OG0042851					AL3G46710																		
OG0042852					AL3G46840																		
OG0042853					AL3G47270																		
OG0042854					AL3G47310																		
OG0042855					AL3G47540																		
OG0042856					nbis-gene-860																		
OG0042857					nbis-gene-861																		
OG0042858					nbis-gene-866																		
OG0042859					AL3G47930																		
OG0042860					nbis-gene-867																		
OG0042861					AL3G48040																		
OG0042862					nbis-gene-868																		
OG0042863					nbis-gene-869																		
OG0042864					AL3G48220																		
OG0042865					AL3G48230																		
OG0042866					nbis-gene-870																		
OG0042867					AL3G48300																		
OG0042868					nbis-gene-872																		
OG0042869					AL3G48640																		
OG0042870					nbis-gene-873																		
OG0042871					AL3G49040																		
OG0042872					AL3G49060																		
OG0042873					nbis-gene-876																		
OG0042874					AL3G49440																		
OG0042875					nbis-gene-884																		
OG0042876					nbis-gene-887																		
OG0042877					nbis-gene-888																		
OG0042878					AL3G50470																		
OG0042879					nbis-gene-891																		
OG0042880					nbis-gene-894																		
OG0042881					nbis-gene-895																		
OG0042882					nbis-gene-897																		
OG0042883					AL3G51170																		
OG0042884					AL3G51720																		
OG0042885					AL3G51860																		
OG0042886					nbis-gene-901																		
OG0042887					AL3G51990																		
OG0042888					nbis-gene-902																		
OG0042889					AL3G52150																		
OG0042890					AL3G52240																		
OG0042891					AL3G52420																		
OG0042892					AL3G52450																		
OG0042893					AL3G52470																		
OG0042894					AL3G52480																		
OG0042895					AL3G52650																		
OG0042896					AL3G52700																		
OG0042897					AL3G52970																		
OG0042898					AL3G53210																		
OG0042899					AL3G53240																		
OG0042900					nbis-gene-907																		
OG0042901					AL3G54210																		
OG0042902					AL3G54470																		
OG0042903					AL4G10490																		
OG0042904					nbis-gene-931																		
OG0042905					AL4G11060																		
OG0042906					AL4G11100																		
OG0042907					AL4G11800																		
OG0042908					AL4G11830																		
OG0042909					AL4G11990																		
OG0042910					AL4G12020																		
OG0042911					nbis-gene-946																		
OG0042912					nbis-gene-949																		
OG0042913					AL4G12550																		
OG0042914					AL4G12720																		
OG0042915					AL4G12790																		
OG0042916					AL4G12820																		
OG0042917					nbis-gene-955																		
OG0042918					AL4G13240																		
OG0042919					AL4G13350																		
OG0042920					AL4G13360																		
OG0042921					AL4G13390																		
OG0042922					AL4G13430																		
OG0042923					AL4G13650																		
OG0042924					nbis-gene-959																		
OG0042925					AL4G13840																		
OG0042926					AL4G13850																		
OG0042927					AL4G14130																		
OG0042928					AL4G14500																		
OG0042929					AL4G14620																		
OG0042930					nbis-gene-964																		
OG0042931					AL4G14720																		
OG0042932					AL4G15080																		
OG0042933					AL4G15220																		
OG0042934					AL4G15290																		
OG0042935					nbis-gene-973																		
OG0042936					AL4G15590																		
OG0042937					nbis-gene-976																		
OG0042938					AL4G15640																		
OG0042939					AL4G15680																		
OG0042940					AL4G15750																		
OG0042941					AL4G15930																		
OG0042942					nbis-gene-983																		
OG0042943					AL4G16060																		
OG0042944					AL4G16110																		
OG0042945					AL4G16280																		
OG0042946					AL4G16320																		
OG0042947					AL4G16360																		
OG0042948					AL4G16630																		
OG0042949					AL4G16720																		
OG0042950					AL4G16730																		
OG0042951					AL4G16770																		
OG0042952					AL4G16840																		
OG0042953					AL4G17490																		
OG0042954					nbis-gene-996																		
OG0042955					AL4G18110																		
OG0042956					AL4G18190																		
OG0042957					nbis-gene-999																		
OG0042958					AL4G18320																		
OG0042959					AL4G18450																		
OG0042960					AL4G18750																		
OG0042961					AL4G18770																		
OG0042962					AL4G18880																		
OG0042963					nbis-gene-1007																		
OG0042964					AL4G19320																		
OG0042965					AL4G19420																		
OG0042966					AL4G19650																		
OG0042967					AL4G19710																		
OG0042968					nbis-gene-1010																		
OG0042969					AL4G20100																		
OG0042970					nbis-gene-1013																		
OG0042971					AL4G20300																		
OG0042972					AL4G20780																		
OG0042973					AL4G20830																		
OG0042974					AL4G20850																		
OG0042975					AL4G21040																		
OG0042976					AL4G21230																		
OG0042977					AL4G21240																		
OG0042978					nbis-gene-1019																		
OG0042979					AL4G21690																		
OG0042980					AL4G22100																		
OG0042981					nbis-gene-1022																		
OG0042982					nbis-gene-1023																		
OG0042983					nbis-gene-1024																		
OG0042984					AL4G22610																		
OG0042985					nbis-gene-1027																		
OG0042986					nbis-gene-1032																		
OG0042987					AL4G23990																		
OG0042988					AL4G24100																		
OG0042989					nbis-gene-1038																		
OG0042990					nbis-gene-1040																		
OG0042991					nbis-gene-1041																		
OG0042992					nbis-gene-1042																		
OG0042993					AL4G26090																		
OG0042994					nbis-gene-1046																		
OG0042995					AL4G26230																		
OG0042996					nbis-gene-1048																		
OG0042997					nbis-gene-1050																		
OG0042998					AL4G26700																		
OG0042999					AL4G26730																		
OG0043000					nbis-gene-1051																		
OG0043001					nbis-gene-1054																		
OG0043002					nbis-gene-1055																		
OG0043003					nbis-gene-1062																		
