Orthogroup	Brassica_napus	Cardamine_hirsuta
OG0002370	XP_013723975.1	CARHR180840
OG0002371	XP_013750409.1, XP_022575560.1	CARHR084410
OG0002371	XP_022554166.1, XP_013724884.1	CARHR209830
OG0002372	XP_013750256.2, XP_048635936.1	CARHR085560
OG0002372	XP_048598561.1, XP_048623224.1	CARHR207900
OG0002373	XP_013651962.1, XP_048608958.1, XP_013750125.1, XP_013749969.1	CARHR206410
OG0002373	XP_022550987.1, XP_013646691.1	CARHR086690
OG0002374	XP_013723976.1, XP_013723540.1, XP_048597674.1, XP_013739344.2, XP_013671217.2	CARHR232020
OG0002374	XP_013684016.1, XP_013746647.1	CARHR258640
OG0002375	XP_013719154.1, XP_013741436.1	CARHR230690
OG0002375	XP_022571510.2, XP_048604066.1	CARHR264070
OG0002376	XP_022562954.1, XP_013741530.1	CARHR232950
OG0002376	XP_013683358.1, XP_022554650.2, XP_013686462.2, XP_013642864.1	CARHR265120
OG0002377	XP_013738189.1, XP_048619117.1, XP_048598746.1, XP_013671601.1	CARHR235120
OG0002377	XP_013730842.1	CARHR267410
OG0002378	XP_013741701.1, XP_013742652.1	CARHR234750
OG0002378	XP_048607441.1, XP_013661464.1, XP_048608297.1, XP_013642281.2	CARHR268110
OG0002379	XP_013725666.1, XP_013741373.2, XP_013692794.1	CARHR233630
OG0002379	XP_048598868.1, XP_048624415.1	CARHR270690
OG0002380	XP_048630968.1, XP_013678429.1, XP_013678374.1	CARHR278850
OG0002380	XP_013715258.2, XP_013722862.1	CARHR203400
OG0002381	XP_013643405.1, XP_013643008.1	CARHR277530
OG0002382	XP_013743248.2, XP_013715636.2	CARHR205350
OG0002382	XP_048632660.1, XP_022561652.2	CARHR275000
OG0002383	XP_048603841.1, XP_013677066.1	CARHR176000
OG0002383	XP_013737235.2, XP_013706618.2, NP_001303057.1, XP_013721197.1	CARHR225320
OG0002384	XP_013713917.1	CARHR178550
OG0002385	XP_048601543.1, XP_048596185.1, XP_013685701.2, XP_013656143.1	CARHR227670
OG0002386	XP_048624277.1, XP_013701201.2, XP_013740830.2, XP_022573315.2	CARHR253640
OG0002386	XP_048596703.1, XP_013740440.1	CARHR229350
OG0002387	XP_013665290.2, XP_048634020.1, XP_013703983.1, XP_013746532.1, XP_048626406.1	CARHR245610
OG0002387	XP_013743656.1, XP_013687405.1	CARHR292970
OG0002388	XP_013728958.1, XP_048631213.1	CARHR245850
OG0002388	XP_013670329.2, XP_013710020.1	CARHR114380
OG0002389	XP_013731902.1, XP_013729566.1, XP_013737098.2, XP_013735310.1	CARHR294000
OG0002389	XP_013700838.2	CARHR129590
OG0002390	XP_048629155.1, XP_013711931.1, XP_022556133.1	CARHR230030, CARHR129480
OG0002390	XP_048615054.1, XP_022546633.2	CARHR031980
OG0002391	XP_022550737.1, XP_013719727.2	CARHR256320
OG0002391	XP_013719689.2, XP_013732854.1	CARHR256360
OG0002392	XP_013656146.2, XP_013685698.2	CARHR131210, CARHR227680
OG0002392	XP_048624207.1, XP_048596704.1	CARHR252160
OG0002393	XP_048610681.1, XP_048633269.1	CARHR218580
OG0002393	XP_013731692.1, XP_048619541.1, XP_013657053.2, XP_048607050.1	CARHR101290
OG0002394	XP_022545532.1, XP_022566233.1	CARHR218890
OG0002394	XP_022555374.1, XP_048632551.1, XP_048618575.1	CARHR100550
OG0002395	XP_013728742.2, XP_022550828.1, XP_048632547.1, XP_013710503.1, XP_013705773.1, XP_013752037.1	CARHR100390
OG0002396	XP_022544383.2, XP_013717779.1	CARHR099280
OG0002396	XP_013656789.2, XP_013736667.1, XP_013742819.2, XP_013686735.1	CARHR220560
OG0002397	XP_048633436.1, XP_013690679.2	CARHR261360
OG0002397	XP_013697894.1, XP_048628267.1, XP_013724824.2	CARHR148770
OG0002398	XP_013732559.1, XP_048631575.1, XP_013731144.3	CARHR143540
OG0002398	XP_013648529.1, XP_013703337.1, XP_013746295.1, XP_013660320.1	CARHR173380
OG0002399	XP_013691815.1, XP_013747520.2	CARHR173060
OG0002400	XP_013712056.1, XP_022574859.1	CARHR141700
OG0002400	XP_013707852.1, XP_013663907.1	CARHR172010
OG0002401	XP_048634783.1, XP_013688265.2	CARHR141080
OG0002401	XP_013708143.1, XP_013648432.2, XP_013712536.2	CARHR171540
OG0002402	XP_013748138.1, XP_048609357.1	CARHR140720
OG0002402	XP_048634258.1, XP_048611337.1, XP_048597300.1, XP_013708755.2	CARHR171310
OG0002403	XP_013652374.2, XP_048615918.1	CARHR066760
OG0002403	XP_048621122.1, XP_013664595.2, XP_013657290.1, XP_013683008.2	CARHR018630
OG0002404	XP_013691472.2, XP_048611219.1	CARHR138570
OG0002404	XP_013659174.2, XP_013724649.2, XP_013732892.2, XP_013647153.1	CARHR189520
OG0002406	XP_013667302.2, XP_013707565.1, XP_013721929.2	CARHR192300
OG0002406	XP_013671838.1, XP_022543116.1	CARHR153750
OG0002408	XP_013667140.2, XP_013660678.1	CARHR274210
OG0002409	XP_013669821.1, XP_013647069.2	CARHR278930
OG0002409	XP_013675440.1, XP_013675421.1	CARHR278900
OG0002410	XP_013699016.1, XP_013745488.1	CARHR158940
OG0002410	XP_013711873.1, XP_022570878.1, XP_013740951.1, XP_013643292.2	CARHR280010
OG0002411	XP_048621132.1	CARHR018190
OG0002411	XP_048591778.1, XP_013699149.1, XP_013702348.1, XP_013649589.2, XP_013695565.2, XP_013676629.1	CARHR065750
OG0002412	XP_013666283.1, XP_048614459.1	CARHR000580
OG0002412	XP_013684316.2, XP_048632105.1, XP_048625452.1, XP_048595113.1	CARHR248880
OG0002413	XP_013730438.2, XP_013722231.2, XP_013691026.2, XP_013666311.2	CARHR000750
OG0002414	XP_048613653.1, XP_013719322.2	CARHR002740
OG0002414	XP_013688540.1, XP_013685797.2	CARHR251390
OG0002415	XP_048615464.1, XP_048637435.1	CARHR179540
OG0002416	XP_048623501.1, XP_048595953.1	CARHR180130
OG0002416	XP_022547241.2, XP_013720438.1	CARHR003660
OG0002417	XP_013690617.1, XP_013748647.2	CARHR126790
OG0002417	XP_022548886.2, XP_013696756.1	CARHR004330
OG0002418	XP_048636740.1, XP_048609254.1	CARHR125700
OG0002418	XP_022548868.2, XP_048613755.1	CARHR005040
OG0002419	XP_013722486.1, XP_013643579.2, XP_013748796.2, XP_013712636.1	CARHR124050
OG0002420	XP_013675914.1, XP_048594814.1	CARHR120670
OG0002420	XP_013747065.1, XP_013690814.1	CARHR120680
OG0002421	XP_013653679.2, XP_013697406.1, XP_013735024.2	CARHR120220
OG0002421	XP_013712042.1, XP_013641102.2	CARHR008120
OG0002422	XP_048620244.1, XP_013666735.1, XP_013686503.1	CARHR268150
OG0002422	XP_013738136.2, XP_013706880.2	CARHR234720
OG0002423	XP_048614291.1, XP_048636996.1, XP_048632153.1	CARHR076130
OG0002423	XP_013663587.2, XP_013662345.2, XP_022549232.2, XP_013720940.1	CARHR197740
OG0002424	XP_013686312.1, XP_048602346.1	CARHR197450
OG0002424	XP_048614272.1, XP_013678400.1	CARHR076380
OG0002425	XP_048632164.1, XP_022570654.1	CARHR076430
OG0002425	XP_048604598.1, XP_013686314.2	CARHR197380
OG0002426	XP_048601993.1, XP_013682576.1	CARHR076510
OG0002426	XP_013720922.1, XP_013667615.2	CARHR197270
OG0002427	XP_048614219.1, XP_013732345.1	CARHR077140
OG0002427	XP_013683074.1, XP_013665961.2	CARHR196120
OG0002428	XP_013740264.3, XP_013729374.2, XP_013742296.1	CARHR078030
OG0002428	XP_013687417.1, XP_013683139.1	CARHR194890
OG0002429	XP_013657544.1, XP_022546194.2	CARHR006830
OG0002430	XP_013724144.2, XP_048616054.1	CARHR082940
OG0002430	XP_013697400.1, XP_013750478.2	CARHR082930
OG0002431	XP_013742332.1, XP_013662767.1	CARHR165300
OG0002431	XP_013691694.1, XP_013748300.2, XP_013717049.2, XP_013734590.2	CARHR134350
OG0002432	XP_013674999.1, XP_013747382.1	CARHR134260
OG0002432	XP_013744852.1, XP_013675000.1, XP_013716928.1, XP_013734596.2	CARHR134270
OG0002433	XP_013662230.2, XP_013686251.3, XP_013641694.1	CARHR016380
OG0002434	XP_013641627.1, XP_013660469.1	CARHR017160
OG0002435	XP_013649652.1, XP_013701316.1	CARHR066670
OG0002435	XP_013723280.2, XP_013641814.1	CARHR018800
OG0002436	XP_022543081.2, XP_013693291.1	CARHR022130
OG0002436	XP_048617485.1, XP_013685242.2, XP_048603146.1	CARHR071020
OG0002437	XP_013651619.2	CARHR022520
OG0002437	XP_013649999.1, XP_013695972.2, XP_013699216.1, XP_013665602.1	CARHR071500
OG0002438	XP_022559619.2, XP_013752347.1, XP_048618684.1	CARHR022650
OG0002438	XP_022560990.1, XP_048627433.1, XP_048617518.1, XP_013652515.2	CARHR071660
OG0002439	XP_048616042.1, XP_013649012.2, XP_013649529.1, XP_013670220.1	CARHR065020
OG0002439	XP_013722082.1, XP_013730483.1	CARHR022880
OG0002440	XP_048591869.1, XP_048616102.1, XP_048591868.1, XP_048616100.1, XP_048616101.1, NP_001303054.1, XP_013678641.1, XP_013648532.1, XP_013656338.1, XP_022543131.2	CARHR291400
OG0002441	XP_013696976.2, XP_013726010.1, XP_048592708.1, XP_013727255.2	CARHR023410
OG0002442	XP_013712843.2, XP_013714708.2	CARHR063610
OG0002442	XP_048592697.1, XP_013653315.2, XP_013693121.1, XP_048596907.1	CARHR023980
OG0002443	XP_022556572.1, XP_048596240.1	CARHR025270
OG0002443	XP_013702827.1, XP_013649371.2	CARHR062390
OG0002444	XP_013702719.2, XP_013649331.2, XP_022559702.2, XP_013649102.2	CARHR061520
OG0002444	XP_013709041.2, XP_022561706.1	CARHR025770
OG0002445	XP_013640571.1, XP_022569225.1	CARHR264980
OG0002446	XP_013738203.1, XP_013703235.2, XP_013698572.1, XP_013671614.1	CARHR235410
OG0002446	XP_013714894.2, XP_013666792.2	CARHR266680
OG0002447	XP_013709887.1, XP_013664007.1	CARHR115580
OG0002448	XP_048601917.1, XP_022550013.2, XP_013739594.2, XP_013721802.1	CARHR160090
OG0002448	XP_048593606.1, XP_022566675.1	CARHR035870
OG0002449	XP_013657327.1, XP_013677837.1	CARHR013260
OG0002449	XP_013711607.2, XP_048595239.1	CARHR147640
OG0002450	XP_013716539.2, XP_013697614.1, XP_013712622.3, XP_013641109.2	CARHR007940
OG0002451	XP_013707872.1, XP_048638007.1	CARHR007820
OG0002451	XP_048633761.1, XP_013720074.1, XP_048610481.1, XP_022568978.2	CARHR121230
OG0002452	XP_013657546.2, XP_022563846.2	CARHR007070
OG0002452	XP_022548771.2	CARHR204790
OG0002453	XP_013644115.1, XP_013693103.1	CARHR250990
OG0002453	XP_013719239.1, XP_013696190.1	CARHR002420
OG0002454	XP_048599300.1, XP_048613621.1, XP_048620455.1, XP_013664869.2	CARHR002410
OG0002454	XP_013735390.2, XP_013684156.2	CARHR250960
OG0002455	XP_048602380.1, XP_048604898.1	CARHR196130, CARHR196160, CARHR196140
OG0002456	XP_013728820.2, XP_013676060.2	CARHR195070
OG0002456	XP_048625019.1, XP_022549157.2	CARHR194980
OG0002457	XP_048638179.1	CARHR225690
OG0002457	XP_022570593.1, XP_048602422.1, XP_022563489.1	CARHR193650
OG0002457	XP_022551094.2, XP_048603287.1	CARHR138690
OG0002458	XP_013687318.1, XP_013687333.1, XP_013742438.2, XP_048630691.1, XP_013742442.2	CARHR164700, CARHR164710
OG0002459	XP_048625763.1, XP_048628554.1, XP_022569348.2, XP_022569347.1, XP_048628553.1, XP_048628557.1	CARHR276680, CARHR276690
OG0002460	XP_013725587.2, XP_013722482.1, XP_013715581.2, XP_013743228.2	CARHR206020
OG0002461	XP_022547532.2, XP_013659782.1	CARHR160940, CARHR160920
OG0002462	XP_048592266.1, XP_048617450.1	CARHR070060
OG0002462	XP_013712006.2, XP_022569714.1, XP_013695034.1, XP_048592750.1	CARHR021340
OG0002463	XP_013702658.2, XP_048592256.1	CARHR069850
OG0002463	XP_048638487.1, XP_013642240.1	CARHR021050
OG0002464	XP_048617377.1, XP_013649762.2, XP_048592195.1	CARHR067620
OG0002464	XP_013702296.2	CARHR289450
OG0002465	XP_013659349.1, XP_013675199.2, XP_013749760.1, XP_013641510.2	CARHR015910
OG0002465	XP_013686446.2, XP_013694607.1	CARHR074320
OG0002466	XP_048614740.1, XP_022575456.2, XP_013643868.2, XP_013673272.2	CARHR088810
OG0002466	XP_013643660.1, XP_013640476.1	CARHR044530
OG0002467	XP_048609220.1, XP_022545439.1	CARHR089220
OG0002467	XP_048629675.1, XP_013712745.1, XP_048628074.1	CARHR044180
OG0002468	XP_048630835.1, XP_048628201.1, XP_048616642.1	CARHR043390
OG0002468	NP_001302739.1, XP_048635777.1, XP_022559414.2	CARHR090210
OG0002469	XP_048626962.1, XP_013671741.1	CARHR290750
OG0002469	XP_048602139.1, XP_013692905.2	CARHR092130
OG0002470	XP_013736517.1	CARHR092760
OG0002470	XP_022543402.1, XP_048600547.1, XP_048635663.1, XP_022560623.2	CARHR037870
OG0002471	XP_013733166.1, XP_013736510.2, XP_013642455.1, XP_013728171.1	CARHR092980
OG0002471	XP_013655604.2, XP_013719985.2	CARHR037510
OG0002472	XP_048631186.1, XP_013732364.2, XP_013749478.2	CARHR093110
OG0002472	XP_013655602.2, XP_048621642.1	CARHR038050
OG0002473	XP_013736506.1	CARHR093300
OG0002473	XP_013719971.1, XP_013654653.1	CARHR038190
OG0002474	XP_013751629.1, XP_013728075.1	CARHR221410
OG0002474	XP_048635209.1, XP_048627835.1, XP_048614675.1	CARHR098420
OG0002475	XP_013655676.2, XP_013711949.1, XP_013734379.1	CARHR220720
OG0002475	XP_013749220.1, XP_013751230.2, XP_013751195.1	CARHR098990
OG0002476	XP_013678897.1, XP_048608331.1	CARHR293290
OG0002478	XP_048594408.1, XP_048606543.1, XP_013640591.1, XP_013748848.2, XP_013748998.2, XP_048628184.1, XP_013732848.2	CARHR043460
OG0002479	XP_048608439.1, XP_013734274.1	CARHR128820, CARHR059410
OG0002480	XP_013659874.2, XP_013659858.2	CARHR135890
OG0002482	XP_013677265.1, XP_048628777.1, XP_013696474.1, XP_013675534.1, XP_013720272.2, XP_048628776.1, XP_013695633.2, XP_013705368.1	CARHR174230
OG0002483	XP_048629848.1, XP_013701454.1, XP_048636878.1, XP_013714217.2, XP_048594354.1, XP_048637682.1, XP_048616916.1	CARHR045300
OG0002483	XP_048606177.1, XP_048606518.1, XP_048594356.1, XP_048607445.1, XP_048594889.1	CARHR075980
OG0002484	XP_048624733.1, XP_022548719.2, XP_013725376.1, XP_013714355.2	CARHR270260, CARHR270250, CARHR271030
OG0002485	XP_022552472.1, XP_048629334.1, XP_022552469.2, XP_022552465.1, XP_022552464.1, XP_048603999.1, XP_048629445.1, XP_048629327.1, XP_048604001.1, XP_022552522.2, XP_013659112.2, XP_013659111.1, XP_048595344.1, XP_048625686.1, XP_013660845.2, XP_048625703.1	CARHR187010
OG0002486	XP_013740487.1	CARHR020740
OG0002487	XP_013659335.1	CARHR284440
OG0002489	XP_048624886.1, XP_048598709.1	CARHR265060
OG0002489	XP_048612017.1	CARHR265070
OG0002490	XP_048593147.1, XP_048609338.1, XP_048592770.1	CARHR094100, CARHR094110, CARHR036030
OG0002494	XP_022572437.1, XP_013652646.2	CARHR111530
OG0002494	XP_022572689.1, XP_013703962.1, XP_048599074.1, XP_013671676.1	CARHR235900
OG0002495	XP_048637706.1, XP_013670971.2, XP_022550285.1, XP_048601376.1	CARHR236580, CARHR236600
OG0002497	XP_022551814.2, XP_013669823.2, XP_013716758.2, XP_013706199.2, XP_048606412.1, XP_013720380.2	CARHR239370
OG0002498	XP_013650211.2, XP_013670753.2, XP_022572733.1, XP_022562679.2	CARHR239470
OG0002498	XP_013664053.2, XP_013660740.1	CARHR117300
OG0002499	XP_013680107.1, XP_013723500.1, XP_013682229.2, XP_048608105.1	CARHR191280
OG0002499	XP_022566312.1	CARHR104590
OG0002500	XP_013675915.2, XP_013656210.2, XP_013690056.1, XP_022561836.1, XP_022560501.1, XP_013652586.2	CARHR105680
OG0002501	XP_013752557.2, XP_048635040.1	CARHR031240
OG0002502	XP_022567691.1, XP_048636583.1, XP_048629157.1, XP_013744657.1, XP_048634439.1	CARHR129390
OG0002503	XP_013707924.1, XP_013641043.1, XP_013657665.1, XP_022563795.1	CARHR008790
OG0002504	XP_013657724.1, XP_013750835.1, XP_048613892.1, XP_013640961.1	CARHR009860
OG0002505	XP_013750794.1, XP_013657758.1	CARHR010480
OG0002505	XP_013731294.1, XP_013653178.1	CARHR053430
OG0002506	XP_013677362.1, XP_013725317.1	CARHR052740
OG0002506	XP_013645689.2, XP_048638079.1	CARHR010730
OG0002507	XP_022552732.1, XP_013692079.1	CARHR145070
OG0002507	XP_013655252.1, XP_048638240.1, XP_013693599.2	CARHR014900
OG0002508	XP_013664677.1, XP_013711802.1, XP_013677804.2, XP_013657366.1	CARHR014380
OG0002510	XP_013696682.1, XP_013641247.1, XP_013696441.2, XP_013708910.2	CARHR013250, CARHR013230
OG0002511	XP_022545856.2, XP_022558573.1, XP_022546682.1, XP_022555689.2	CARHR152080
OG0002512	XP_022573584.1, XP_013742079.3	CARHR170360
OG0002512	XP_013640413.2, XP_013687515.1	CARHR045330
OG0002513	XP_013730898.2, XP_013674977.1, XP_013681648.1, XP_048632330.1	CARHR085290
OG0002513	XP_013681792.1, XP_013740058.1	CARHR208300
OG0002514	XP_013737866.2, XP_013715699.2	CARHR207710
OG0002515	NP_001302933.1, XP_013715675.2	CARHR207030, CARHR207020
OG0002515	XP_013648188.1, XP_013644769.2, XP_022575498.2, XP_048615212.1, XP_013747574.1, XP_048607906.1	CARHR086180
OG0002516	XP_013656526.1, XP_013714759.1, XP_013642049.1, XP_013739947.1, XP_013642050.1, XP_013739958.1	CARHR233130
OG0002517	XP_013699280.1, XP_013671619.2	CARHR235450
OG0002517	XP_013740380.1, XP_048598748.1, XP_013713087.1	CARHR266650
OG0002518	XP_013741939.2, XP_013724465.2, XP_013705450.2, XP_013738116.2	CARHR234250
OG0002519	XP_048598462.1, XP_048599531.1, XP_048619793.1, XP_048619102.1, XP_013725716.1, XP_048593706.1	CARHR234230
OG0002520	XP_048608275.1, XP_048629184.1, XP_013666884.2, XP_022570860.1	CARHR269340
OG0002520	XP_013724478.1, XP_013741979.2	CARHR234160
OG0002521	XP_022567573.2, XP_013720785.1	CARHR201110, CARHR201100
OG0002522	XP_013643152.2, XP_048637911.1, XP_013667296.2, XP_013652775.2, XP_048625793.1	CARHR278350
OG0002523	XP_013750660.2, XP_048621929.1, XP_013671699.2	CARHR224020
OG0002523	XP_048627212.1, XP_013696723.2, XP_048604212.1	CARHR173960
OG0002524	XP_013747243.1	CARHR254180
OG0002524	XP_013669839.1, XP_022549940.2, XP_013741424.1, XP_048618660.1	CARHR229840
OG0002525	XP_013713890.1, XP_048616948.1, XP_013698951.2, XP_013749259.1, XP_013714967.2, XP_013712334.1	CARHR034220
OG0002526	XP_013691412.1, XP_022569902.1	CARHR030010
OG0002526	XP_013670636.1, XP_048600130.1	CARHR232620
OG0002527	XP_013744645.1, XP_048634433.1	CARHR129110
OG0002527	XP_013644575.1, XP_022566715.1	CARHR030390
OG0002528	XP_048595586.1, XP_048590975.1, XP_048609219.1	CARHR108410
OG0002528	XP_048634391.1, XP_048601036.1	CARHR244480
OG0002529	XP_013742528.2, XP_013707609.1	CARHR245570
OG0002529	XP_013664105.1	CARHR293030
OG0002530	XP_048621000.1, XP_013665762.2	CARHR292810
OG0002530	XP_013728979.1, XP_013706579.1, XP_013656591.2, XP_048607488.1	CARHR246020
OG0002531	XP_013743574.2, XP_013702181.2	CARHR113570, CARHR246720
OG0002533	XP_048633356.1, XP_048633321.1, XP_013731881.1, XP_013703274.1	CARHR154330
OG0002534	XP_013732014.1, XP_013735101.2	CARHR260150
OG0002535	XP_048603731.1, XP_048612751.1, XP_048630799.1, XP_048596778.1, XP_048624295.1	CARHR254510
OG0002535	XP_013737593.3, XP_022562077.1	CARHR230060
OG0002536	XP_013656119.1, XP_013678654.1	CARHR229320
OG0002536	XP_013661124.1, XP_013676951.1	CARHR253580
OG0002537	XP_048631630.1, XP_048596747.1	CARHR253440
OG0002537	XP_013697110.2, XP_013719914.1	CARHR004420
OG0002538	XP_013742871.2, XP_048621515.1, XP_013697610.1	CARHR220050
OG0002538	XP_013710017.1, XP_048594545.1, XP_013686299.2, XP_048634019.1, XP_013686930.1	CARHR220040
OG0002539	XP_013660655.2, XP_013686721.1	CARHR220650
OG0002539	XP_013711943.2, XP_013692467.2	CARHR220640
OG0002540	XP_048618815.1, XP_013654708.1, XP_013705715.1	CARHR222360, CARHR289110
OG0002541	XP_013664900.2, XP_013741849.2, XP_013648528.1, XP_013706418.2	CARHR173370
OG0002542	XP_013747873.1, XP_013747874.1	CARHR141450
OG0002542	XP_013702456.1, XP_013648447.1	CARHR171880
OG0002543	XP_013688273.1, XP_013748123.1, XP_013686038.1	CARHR141030
OG0002543	XP_013712221.1, XP_048597304.1	CARHR171490
OG0002544	XP_013659989.2, XP_013712489.1, XP_013702751.2, XP_022572065.1	CARHR170170
OG0002545	XP_013747820.2, XP_013692819.1	CARHR136730
OG0002545	XP_048626660.1, XP_048597175.1, XP_022563384.2	CARHR167570
OG0002546	XP_048596264.1, XP_048635460.1, XP_013691365.1, XP_013752081.2, XP_048612487.1, XP_048635461.1, XP_013690894.1	CARHR025870
OG0002547	XP_013690175.2, XP_013744952.2	CARHR136570
OG0002548	XP_048609434.1, XP_048636478.1	CARHR133140
OG0002548	XP_022554171.1, XP_013740081.2	CARHR209750
OG0002549	XP_048631725.1, XP_013716999.1, XP_048636434.1, XP_048609373.1	CARHR134980
OG0002550	XP_022571537.1, XP_013680568.1, XP_013667278.2, XP_013705139.1	CARHR192230
OG0002551	XP_013642565.2	CARHR155190
OG0002552	XP_013670119.1, XP_013672200.1, XP_013701107.1, XP_048590837.1	CARHR157410
OG0002552	XP_013643556.2, XP_013643001.1	CARHR277350
OG0002553	XP_013691663.1, XP_013653588.1	CARHR280570
OG0002553	XP_013646937.1, XP_013675245.1, NP_001302814.1	CARHR159780
OG0002555	XP_013647605.2, XP_013673031.1, XP_013698037.1, XP_013666340.2	CARHR001310
OG0002556	XP_022566762.1, XP_022543747.2	CARHR250170
OG0002556	XP_013696950.1, XP_013665598.1	CARHR001490
OG0002557	XP_013716138.1	CARHR005460
OG0002557	XP_013734146.1, XP_013742757.2	CARHR125100
OG0002558	XP_048600233.1, XP_013741742.2	CARHR234630, CARHR233850, CARHR229820
OG0002559	XP_013730588.1, XP_048614353.1	CARHR075420
OG0002559	XP_022563363.1	CARHR198620
OG0002560	XP_013740172.1, XP_013729004.1, XP_048598254.1	CARHR197990
OG0002560	XP_013740860.2, XP_013684230.2, XP_048636260.1, XP_013750976.2	CARHR075920
OG0002561	XP_013667569.2, XP_048625063.1, XP_013729139.2, XP_022543004.2	CARHR196540
OG0002561	XP_048601983.1, XP_013720040.2	CARHR076930
OG0002562	XP_013643866.2, XP_048591162.1	CARHR184980
OG0002562	XP_013750762.2, XP_013723588.1	CARHR079210
OG0002563	XP_013743744.1, XP_013640266.3, XP_013750675.2, XP_013750752.2	CARHR079300
OG0002564	XP_013683531.1, XP_048608022.1, XP_013667474.1, XP_013730381.1, XP_013680705.1, XP_013727677.1	CARHR080840
OG0002565	XP_013663271.1, XP_013663134.1, XP_013703038.1	CARHR130300
OG0002566	XP_048634524.1, XP_013680624.1, XP_013748341.1, XP_048612473.1	CARHR132140
OG0002567	XP_048614132.1, XP_013641668.2	CARHR016790
OG0002567	XP_013702157.1, XP_013648613.2	CARHR073170
OG0002568	XP_013648748.1, XP_013648913.2	CARHR068730
OG0002568	XP_013641877.1, XP_013711037.1	CARHR020170
OG0002569	XP_013717951.1, XP_013702351.2	CARHR069640
OG0002569	XP_013729994.1, XP_022571568.2, XP_013727425.1, XP_013737932.1, XP_013653453.1	CARHR020810
OG0002570	XP_013693520.1, XP_013674882.2	CARHR020910
OG0002571	XP_013717981.2, XP_022560619.1	CARHR070090
OG0002571	XP_013651636.1, XP_013719561.1	CARHR021400
OG0002573	XP_013725728.2, XP_013642199.1	CARHR063230
OG0002573	XP_013662857.1, XP_013693089.3	CARHR024530
OG0002574	XP_013642088.1, XP_013697070.2	CARHR025760
OG0002574	XP_022560516.2, XP_013649329.2, XP_013649103.1, XP_048616092.1	CARHR061500
OG0002577	XP_013687136.2, XP_013697817.1	CARHR007180
OG0002578	XP_013654553.1	CARHR005980
OG0002579	XP_048628942.1, XP_013716171.1, XP_013660631.1, XP_013737651.1, XP_013695330.1, XP_013666637.1	CARHR005610
OG0002580	XP_013695764.1, XP_013747182.2	CARHR125760
OG0002581	XP_048597979.1, XP_013670386.2, XP_013697822.2	CARHR001400, CARHR001410
OG0002581	XP_048597980.1, XP_048621807.1	CARHR001390
OG0002582	XP_048634583.1, XP_048611140.1, XP_013734521.2, XP_048636426.1, XP_013748066.2	CARHR103760, CARHR135360
OG0002583	XP_013642394.1, XP_013714845.1	CARHR158570
OG0002583	XP_013643691.1, XP_013643622.2	CARHR188810
OG0002584	XP_048638632.1, XP_013647815.1	CARHR155850
OG0002584	XP_013732397.2, XP_013682402.1	CARHR272730
OG0002585	XP_048598965.1, XP_013661764.1	CARHR273270
OG0002587	XP_013711358.1, XP_013641863.1	CARHR020270
OG0002587	XP_048603649.1, XP_048613864.1	CARHR068870
OG0002588	XP_013703040.1, XP_048592183.1, XP_048617378.1	CARHR067570
OG0002589	XP_013641768.2	CARHR018130
OG0002589	XP_013698933.1, XP_013649582.1, XP_013676636.1, XP_013692431.2	CARHR065670
OG0002590	XP_022554107.1, XP_048594385.1, XP_013643643.1, XP_013640464.1	CARHR044410
OG0002591	XP_013749809.3, XP_013737762.2	CARHR088180
OG0002591	XP_013729883.2, XP_022569251.1	CARHR045020
OG0002592	XP_022560539.2, XP_048637699.1, XP_013727924.1	CARHR044480
OG0002592	XP_013749772.3, XP_022559147.1	CARHR088880
OG0002593	XP_048606525.1, XP_022571397.1, XP_013702358.1	CARHR043140
OG0002594	XP_013698813.1, XP_013744862.1, XP_013701859.1, XP_013742795.1, XP_048628496.1, XP_048628205.1, XP_048636933.1	CARHR042870, CARHR090700
OG0002595	XP_013724813.1, XP_048594423.1, XP_013686527.1, XP_013640365.1	CARHR091260
OG0002595	XP_013717537.1, XP_013749021.1	CARHR042390
OG0002596	XP_013686809.1	CARHR091900
OG0002596	XP_013715720.1, XP_013742931.1	CARHR290440
OG0002597	XP_048635675.1, XP_013749564.2, XP_048614429.1	CARHR092510
OG0002597	XP_048637986.1	CARHR037670
OG0002598	XP_048600527.1, XP_013725426.1, XP_013642362.2, XP_048635640.1, XP_048629810.1, XP_013749489.1	CARHR093200
OG0002598	XP_048593535.1, XP_013719982.2	CARHR038120
OG0002599	XP_048600392.1, XP_013650711.1	CARHR097710
OG0002599	XP_013702877.2, XP_013743102.1, XP_013736594.1, XP_013641792.2	CARHR097700
OG0002601	XP_013709890.2, XP_013660032.1	CARHR115720
OG0002601	XP_013663420.1, XP_013670694.3	CARHR240420
OG0002602	XP_048600596.1, XP_013673216.1, XP_013686408.1, XP_013696774.1	CARHR087630
OG0002603	XP_048635276.1, XP_048630315.1, XP_013697472.1	CARHR096860
OG0002603	XP_013640761.1, XP_013685529.2	CARHR041540
OG0002604	XP_048593217.1, XP_013728641.2, XP_048634969.1, XP_048613336.1, XP_048631176.1, XP_013661790.2, XP_048613335.1, XP_013713359.2, XP_022543850.2, XP_022552304.2	CARHR039270, CARHR039280
OG0002605	XP_013663298.2, XP_013663423.2	CARHR166570
OG0002605	XP_013727339.2, XP_013687761.2	CARHR135920
