Orthogroup	Brassica_napus	Eutrema_salsugineum
OG0002083	XP_013687963.2, XP_048635453.1, XP_022557894.1, XP_013751043.2	XP_006411393.1
OG0002084	XP_048600621.1, XP_048602903.1, XP_048611976.1, XP_013704852.1, XP_048600626.1, XP_048602904.1, XP_013652061.1, XP_013646724.2, XP_048592440.1, XP_013745594.1	XP_024011131.1
OG0002086	XP_013717426.1, XP_013674309.2, XP_013746928.1, XP_048627595.1, XP_048620949.1	XP_006413922.1
OG0002087	XP_048604858.1, XP_048604880.1, XP_048631279.1, XP_048604872.1, XP_048622720.1, XP_048619851.1, XP_048606170.1	XP_024014739.1
OG0002089	XP_048599794.1, XP_048613124.1, XP_013739922.1, XP_013679360.1	XP_024015977.1
OG0002091	XP_048605203.1	XP_024013064.1
OG0002092	XP_048603913.1	XP_024016388.1
OG0002093	XP_022571363.1, XP_013736688.1	XP_024016504.1
OG0002093	XP_048635191.1, XP_013697847.1	XP_006412248.1
OG0002094	XP_048606339.1, NP_001303091.1	XP_006412218.1
OG0002095	XP_013692909.1, NP_001302662.1	XP_024016597.1
OG0002095	XP_048606312.1, XP_013751706.2, XP_048601061.1	XP_006412122.1
OG0002096	XP_048595886.1, XP_013687488.1	XP_006392406.1
OG0002096	XP_013672600.2, XP_013716157.1	XP_006417581.1
OG0002097	XP_013661698.2, XP_022567847.1	XP_006392280.1
OG0002097	XP_013706030.1, XP_013657751.1, XP_013645902.1	XP_006417492.1
OG0002098	XP_013750161.1, XP_048595820.1	XP_006392109.1
OG0002098	XP_048610300.1, XP_048599221.1, XP_013731322.1	XP_024004459.1
OG0002099	XP_013716137.2, XP_013708414.2	XP_006417399.1
OG0002099	XP_013749499.1, XP_013749150.2, XP_013745362.1, XP_013702043.1	XP_006392089.1
OG0002100	XP_013664670.2, XP_013707815.1, XP_013677810.2, XP_013657359.1	XP_006417082.2
OG0002100	XP_048637210.1, XP_013692744.1	XP_024007584.1
OG0002101	XP_013712374.2, XP_013725087.1, XP_013644668.2, XP_022562677.1, XP_022569552.1, XP_013698065.1	XP_006395467.1
OG0002102	XP_022559270.2, XP_013750590.2	XP_024015236.1
OG0002103	XP_048608373.1, XP_048630540.1, XP_048631652.1, XP_013738304.2	XP_006401475.1, XP_006405286.1
OG0002103	NP_001303147.1, XP_048617819.1	XP_006405378.2
OG0002104	XP_013686126.2, XP_013747729.1	XP_006391707.1
OG0002104	XP_013746876.1, XP_022569608.2	XP_006405356.1
OG0002105	XP_048638184.1, XP_048613972.1	XP_006417204.1
OG0002105	XP_013653835.1, XP_013748307.1, XP_013730805.1	XP_006391782.1
OG0002106	XP_022568889.1, XP_013741149.1, XP_048626021.1	XP_024003815.1
OG0002106	XP_013671775.2, XP_013747933.1	XP_006417282.1
OG0002107	XP_022573651.1, XP_013742200.1	XP_006402962.1
OG0002107	XP_013692497.1, XP_013727388.2, XP_013687770.1	XP_006411360.1
OG0002108	XP_013720223.2	XP_024011866.1
OG0002108	XP_048612506.1, XP_022569688.2, XP_013696922.1, XP_022575608.1	XP_006407721.1
OG0002109	XP_013750392.1, XP_048635981.1	XP_006407640.1
OG0002110	XP_013724155.2, XP_048611060.1	XP_006407634.1
OG0002110	XP_048598631.1, XP_013732435.2, XP_022554157.2, XP_013724964.2	XP_006398774.1
OG0002111	XP_013668395.2, XP_048598597.1	XP_006398872.1
OG0002112	XP_048623231.1, XP_048598568.1, XP_013680668.1, XP_048624386.1	XP_006398954.1
OG0002112	XP_013730908.1, XP_022557099.1	XP_006407513.1
OG0002114	XP_013671616.1, XP_022573421.2	XP_006413038.1
OG0002114	XP_013714649.1, XP_013666793.1, XP_013686603.1, XP_013676266.1	XP_006401693.1
OG0002115	XP_013656545.2, XP_013725714.2	XP_006413133.1
OG0002115	XP_013714674.2, XP_013717114.2	XP_006401493.1
OG0002116	XP_013724463.1, XP_013742053.1	XP_006413154.1
OG0002117	XP_013668048.1, XP_013667963.1, XP_013728236.1, XP_013752325.1	XP_006399798.1
OG0002117	XP_013657010.1, XP_013655175.2, XP_013721613.1, XP_013653276.2	XP_006415787.1
OG0002118	XP_013644015.1, XP_013643774.1	XP_006394837.1
OG0002118	XP_013678582.1, XP_013679146.1, XP_048625556.1, XP_013653797.1	XP_006399678.1
OG0002119	XP_013678858.1, XP_048625260.1	XP_024012317.1
OG0002119	XP_013706148.1, XP_013643711.2, XP_048602313.1, XP_022552980.2	XP_006394746.1
OG0002120	XP_013661049.2, XP_048595397.1, XP_013724653.2, XP_022561984.1, XP_048591014.1	XP_024007398.1
OG0002120	XP_013703072.1, XP_013715193.2	XP_006399348.1
OG0002121	XP_013642818.2, XP_013718234.2	XP_006394471.1
OG0002121	XP_048603101.1, XP_013719033.1	XP_006399214.1
OG0002122	XP_013698203.2, XP_013707584.1	XP_024011041.1
OG0002122	XP_013671705.1, XP_013721632.1, XP_013737307.1, XP_022561976.1	XP_006414240.1
OG0002123	XP_022548498.1, XP_013714917.2	XP_006398234.1
OG0002123	XP_013737414.2, XP_048627616.1, XP_048601464.1, XP_013728351.1	XP_024005063.1
OG0002124	XP_022548501.2, XP_048624304.1, XP_013677047.1, XP_013677111.2	XP_006398214.1
OG0002124	XP_022572526.2, XP_013697447.2, XP_048632839.1	XP_006414005.1
OG0002125	XP_022554222.2, XP_048607360.1, XP_013685674.3, XP_048632048.1, XP_013660921.2	XP_006413894.1
OG0002125	XP_013733196.1, XP_013687020.2	XP_006398091.1
OG0002126	XP_013661976.1, XP_013644426.2	XP_006396623.1
OG0002126	XP_013737340.1, XP_048601548.1, XP_013702607.2	XP_006413799.1
OG0002127	XP_013718552.2, XP_013736689.1	XP_006396959.1
OG0002127	XP_013738730.2, XP_013671474.2	XP_006413516.1
OG0002128	XP_013687933.2, XP_013735556.1, XP_013684080.1	XP_006397030.1
OG0002128	XP_048594981.1, XP_048613043.1	XP_006415148.1
OG0002129	XP_013656092.2, XP_013686590.1	XP_006397131.1
OG0002129	XP_022545569.2, XP_013715095.2, XP_013717453.2, XP_048594954.1	XP_006415051.1
OG0002131	XP_022571910.2, XP_022570030.1, XP_013676982.1, XP_013694918.1	XP_006396421.1
OG0002132	XP_013645990.1, XP_013640721.1, XP_022562153.1, XP_013643272.1	XP_006412087.1
OG0002132	XP_013695503.1, XP_013659272.1, XP_022574496.1, XP_013690486.1	XP_006409283.1
OG0002133	XP_013649543.2, XP_013649612.3	XP_006412083.1
OG0002133	XP_013649636.1, XP_013649554.2	XP_006409266.2, XP_006412072.2, XP_024016557.1
OG0002134	XP_048593739.1, XP_048607217.1, XP_013677966.2, XP_013643531.1, XP_048601037.1	XP_006412032.1
OG0002134	XP_048619781.1, XP_048593231.1	XP_006409236.1
OG0002135	XP_013685469.1, XP_022570754.2	XP_006409129.1
OG0002135	XP_048593793.1, XP_048608884.1, XP_013738757.2, XP_013722211.1	XP_006411959.1
OG0002136	XP_013710185.1, XP_013660135.1	XP_006404561.1
OG0002136	XP_013705123.1, XP_013647545.1, XP_013735466.1, XP_022548577.1	XP_006411676.1
OG0002137	XP_013728610.1, XP_013743166.2, XP_013743167.2	XP_024014778.1
OG0002137	XP_013743165.2, XP_013728626.2	XP_006405621.1
OG0002138	XP_048634415.1, XP_013719158.1	XP_006410579.1
OG0002138	XP_013692593.1, XP_013744893.2, XP_013719157.3, XP_013729054.3	XP_006410578.1
OG0002139	XP_013667436.2, XP_013688333.2, XP_048616888.1	XP_006393674.1
OG0002139	XP_013744368.1, XP_013702107.1	XP_006403316.1
OG0002140	XP_022570287.1, XP_048635140.1	XP_006415102.1, XP_006415104.1
OG0002141	XP_022556739.2, XP_013726312.2	XP_006414854.1
OG0002141	XP_013710515.1, XP_048632539.1, XP_013681393.1, XP_013698801.1, XP_013747741.1	XP_006418829.1
OG0002142	XP_013712391.2, XP_013670556.1, XP_013741852.1, XP_013673519.2	XP_006402316.1
OG0002143	XP_013669716.1, XP_013710346.3	XP_006402319.1
OG0002143	XP_022562905.1, XP_048631841.1, XP_013690944.1, XP_048596223.1, XP_013732555.1	XP_006397990.1
OG0002144	XP_013683768.2, XP_013724358.2, XP_013683767.2, XP_013724357.2	XP_006411514.1, XP_006411515.1, XP_006411512.1
OG0002145	XP_013752074.2, XP_013690598.1, XP_013744973.2, XP_013687900.1	XP_006411474.1
OG0002145	XP_048596500.1	XP_006402815.1
OG0002146	XP_013642692.1, XP_013672824.1	XP_006419110.1
OG0002146	XP_013724037.2, XP_048599013.1, XP_013733330.2, XP_013680007.2	XP_006400768.1
OG0002147	XP_013682124.1, XP_013680981.1, XP_013652948.2	XP_006400901.1, XP_006400900.1
OG0002148	XP_013681769.1, XP_013716595.1, XP_013713553.1, XP_013682313.1, XP_013732608.1, XP_013661766.1	XP_006418898.1, XP_024012083.1
OG0002149	XP_048625777.1, XP_013658027.2, XP_013718823.1, XP_013642936.1	XP_024007071.1
OG0002150	XP_013745400.1, XP_013701932.1	XP_006404064.1
OG0002151	XP_048623844.1, XP_022553031.2, XP_048595500.1, XP_013653553.2, XP_013653544.2	XP_006393871.1
OG0002151	XP_013647111.2, XP_013681622.1	XP_024016490.1
OG0002152	XP_013653619.2, XP_048599247.1, XP_048597994.1, XP_048621433.1, XP_013653620.2, XP_048599249.1	XP_006418458.1, XP_006418459.1
OG0002153	XP_013666293.1	XP_006418448.1
OG0002153	XP_013735278.2, XP_022555093.1	XP_006396249.2
OG0002154	XP_013712881.1, XP_048595990.1	XP_006403140.1
OG0002154	XP_022547233.2, XP_013698434.2	XP_006418189.1
OG0002155	XP_048617806.1, XP_013706249.1, XP_048615461.1, XP_013749148.2	XP_006403195.1
OG0002155	XP_048621957.1, XP_013696317.2, XP_013666392.2	XP_006418152.1
OG0002156	XP_013683449.1, XP_013748459.1, XP_048636699.1	XP_006410460.1, XP_006410461.1
OG0002157	XP_013748684.2, XP_013741430.2	XP_024003849.1
OG0002157	XP_048599398.1, XP_022558399.2, XP_013664795.2	XP_006418050.1
OG0002158	XP_022561725.1, XP_013738197.1, XP_013728711.2, XP_048598808.1	XP_006413057.1
OG0002158	XP_013728679.2, XP_013743222.2	XP_006413056.1
OG0002159	XP_048632171.1, XP_048606011.1, XP_013661924.2, XP_013682567.1	XP_006408399.1
OG0002159	XP_013667597.2, XP_013667821.1	XP_006400157.1
OG0002160	XP_048615037.1, XP_048636218.1	XP_024015638.1
OG0002160	XP_013740878.2	XP_006400287.1
OG0002161	XP_022568418.1, XP_022547397.1, XP_013647356.1, XP_048591177.1	XP_006395024.1
OG0002161	XP_013735778.2, XP_013747453.1	XP_006408171.1
OG0002162	XP_048601664.1, XP_022545385.1, XP_013640247.1, XP_013651487.1	XP_006406005.2
OG0002162	XP_048615373.1, XP_048636063.1	XP_006407982.1
OG0002163	XP_048606102.1, XP_048630086.1, XP_013696348.1, XP_013640261.1, XP_013640823.1, XP_048630083.1	XP_006407911.1
OG0002164	XP_013684562.1, XP_013684677.2, XP_048600821.1, XP_048630091.1, XP_013640818.2, XP_048636037.1, XP_013693096.1	XP_006407905.1
OG0002165	XP_013679689.1, XP_022557351.1, XP_048625183.1, XP_013667929.2, XP_013728230.2, XP_022554345.1	XP_006399842.1
OG0002166	XP_022546876.1, XP_013648014.2, XP_013677445.1	XP_024012839.1
OG0002166	XP_048636425.1, XP_013748188.2	XP_006411294.1
OG0002167	XP_013744846.1, XP_013675007.1	XP_006411181.1
OG0002167	XP_013691401.1, XP_013752229.2, XP_048634593.1, XP_013677134.1	XP_006411180.1
OG0002168	XP_013662087.2, XP_013687521.1, XP_013734323.1, XP_048608457.1	XP_006410756.1
OG0002168	XP_013686682.1, XP_013742739.3	XP_006403811.1
OG0002169	XP_013742475.1, XP_013717946.1	XP_006403606.1, XP_024003704.1
OG0002170	XP_048611769.1, XP_048628920.1, XP_048626363.1, XP_013676923.2, XP_022568053.1	XP_006389836.1
OG0002171	XP_013712223.1, XP_013710845.2, XP_013641675.1, XP_022558555.2	XP_006416841.1
OG0002171	XP_013648605.2, XP_013698592.1	XP_024008897.1
OG0002172	XP_013641673.1, XP_013692615.2	XP_006416840.1
OG0002172	XP_048603413.1, XP_048628931.1, XP_013725874.2, XP_013726938.2, XP_013650291.2	XP_024011761.1
OG0002173	XP_013676821.1	XP_006389911.1, XP_006416814.1
OG0002174	XP_013641908.2, XP_013697841.1	XP_024008473.1
OG0002175	XP_022560749.1, XP_013717969.1	XP_006390180.1, XP_024008594.1
OG0002175	XP_013712380.2, XP_022569718.1, XP_013742044.1, XP_013642264.1	XP_006416345.1
OG0002176	XP_013748597.1, XP_048612794.1, XP_048618670.1, XP_048592715.1	XP_006416185.1
OG0002176	XP_013730519.1, XP_013722135.1	XP_006416184.1
OG0002177	XP_013725958.1, XP_048614917.1	XP_024008753.1
OG0002177	XP_013700949.1, XP_013652341.1	XP_006390811.1
OG0002178	XP_013701004.2, XP_013691260.2	XP_024010992.1
OG0002178	XP_013717242.1, XP_048629389.1, XP_048596915.1, XP_048593989.1, XP_013710390.1	XP_024008598.1
OG0002179	XP_013640013.1	XP_024008049.1, XP_006391242.2
OG0002179	XP_013659651.1, XP_013695724.2, XP_013653268.2, XP_013721537.1	XP_006415799.1
OG0002181	XP_048619313.1, XP_048622379.1, XP_013668124.1, XP_048637390.1, XP_013669779.1, XP_048637512.1	XP_006412226.2, XP_024005760.1
OG0002181	XP_022575091.2, XP_013644113.1	XP_006396490.1
OG0002182	XP_013661094.2, XP_013677633.1	XP_006394525.1
OG0002182	XP_013707686.1, XP_013736940.1	XP_006417079.1
OG0002183	XP_013711568.1, XP_048597722.1, XP_013671780.2	XP_024009039.1
OG0002183	XP_013697323.1, XP_048602872.1	XP_024006721.1
OG0002184	XP_048618822.1, XP_013715474.2	XP_024005319.1
OG0002184	XP_013747935.2, XP_048638204.1	XP_024008383.1
OG0002185	XP_013657471.2, XP_013711270.1, XP_013732211.2	XP_006417290.1
OG0002185	XP_048633172.1, XP_048609726.1	XP_006391910.1
OG0002186	XP_048595778.1, XP_013698862.2	XP_006392095.1
OG0002186	XP_048622284.1, XP_013657414.2, XP_013712208.1, XP_048597788.1	XP_024008658.1
OG0002187	XP_013750841.1, XP_013657720.1	XP_006417539.1
OG0002187	XP_048636007.1, XP_048615312.1	XP_006407761.1
OG0002188	XP_013696224.1, XP_013666665.2	XP_006418014.2
OG0002188	XP_013726606.2, XP_048591997.1	XP_006415092.1
OG0002189	XP_022559433.1, XP_013750137.2	XP_006407452.1
OG0002189	XP_048607772.1, XP_013723983.1, XP_013718975.1, XP_048602944.1	XP_006399062.1
OG0002190	XP_013648153.2	XP_006407525.1
OG0002190	XP_013737803.1, XP_013715643.1, XP_013653813.1, XP_013724448.1	XP_006398937.1
OG0002191	XP_013647250.1, XP_013647312.1	XP_024007660.1
OG0002192	XP_013716061.2, XP_013723496.2, XP_013712897.2	XP_006400721.1
OG0002194	XP_013746396.2	XP_006392577.1
OG0002194	XP_048635884.1, XP_022569002.1, XP_013691230.1, XP_013695893.1	XP_006407276.1
OG0002195	XP_013737756.1, XP_013749802.2	XP_024014918.1
OG0002195	XP_048629849.1, XP_048636879.1, XP_013698524.2	XP_024006035.1
OG0002196	XP_013655725.1, XP_013712466.1	XP_006414417.1
OG0002196	XP_013725128.1, XP_013715211.1	XP_006406814.1
OG0002197	XP_013653201.1, XP_048600544.1	XP_006406731.1
OG0002197	XP_013707886.1, XP_013641177.2, XP_022560879.1	XP_006393465.1
OG0002198	XP_048635632.1, XP_048626474.1	XP_006406666.1
OG0002198	XP_022576269.2	XP_006393387.2
OG0002199	XP_013736495.1, XP_013677737.2, XP_013642169.1, XP_048594403.1	XP_006406642.1
OG0002199	XP_013677507.2, XP_022576265.2	XP_024006039.1
OG0002200	XP_013707101.1, XP_048593309.1, XP_048593198.1, XP_048593200.1, XP_048593199.1, XP_013729952.2, XP_013705533.2	XP_006409469.1
OG0002201	XP_022572384.1, XP_013681993.2	XP_024016606.1
OG0002201	XP_048632632.1, XP_022561466.1, XP_022548750.2	XP_024016576.1
OG0002202	XP_013643522.1, XP_013677470.1, XP_013724930.1, XP_013664387.2, XP_013642001.2, XP_013655863.2	XP_024016397.1
OG0002203	XP_013678527.1, XP_013724056.1	XP_006399024.1
OG0002203	XP_013675641.1, XP_013652845.2	XP_006409112.1
OG0002204	XP_048618437.1, XP_048592768.1	XP_006409079.1
OG0002204	XP_048601296.1, XP_013667805.2	XP_024005499.1
OG0002204	XP_022545099.1, XP_048620087.1	XP_006409078.1
OG0002205	XP_013680506.2, XP_013740899.2	XP_006393182.1
OG0002205	XP_013640870.2, XP_013735946.1	XP_006393181.1
OG0002206	XP_013640837.2, XP_013702708.2, XP_013714943.1, XP_013735864.2	XP_006393222.1
OG0002207	XP_013742932.1	XP_006414584.2, XP_006414415.1
OG0002207	XP_013737394.1, XP_013706740.1	XP_006414587.1, XP_006414412.1
OG0002208	XP_022573637.1, XP_013746413.1	XP_024012969.1
OG0002208	XP_013726702.2, XP_013726703.1, XP_013708788.2, XP_013663366.2	XP_006402921.1
OG0002209	XP_013692860.1, XP_013688295.1, XP_013749638.1	XP_006397726.1
OG0002209	XP_022571519.1, XP_013741980.1, XP_013701366.1	XP_006402532.1
OG0002210	XP_048594810.1, XP_048606353.1, XP_048594815.1	XP_024004415.1, XP_006412298.1
OG0002211	XP_048590755.1	XP_024009723.1
OG0002215	XP_013655675.1, XP_013687511.3	XP_024005775.1, XP_024005856.1, XP_024004871.1
OG0002219	XP_013743556.1, XP_013677127.2	XP_006408900.1
OG0002219	XP_013670830.1, XP_022560177.2, XP_013685597.2, XP_013661492.1, XP_048606470.1, XP_048593662.1	XP_024004490.1
OG0002220	XP_013661500.2, XP_013681601.1, XP_013694037.2, XP_013682154.2	XP_024004609.1
OG0002220	XP_013671725.1, XP_048593112.1	XP_024016079.1
OG0002221	XP_013710309.1	XP_006409035.1
OG0002221	XP_048619168.1, XP_013713333.1	XP_006412823.1
OG0002221	XP_022570789.1, XP_013696700.2	XP_006408874.2
OG0002222	XP_013656297.1, XP_013685819.1, XP_013693429.2, XP_013663525.1	XP_006412471.1
OG0002222	XP_013721600.1, XP_048604017.1	XP_006394798.1
OG0002223	XP_013750413.2, XP_013706551.1	XP_024005882.1
OG0002223	XP_048596871.1	XP_024007881.1
OG0002224	XP_013664055.1, XP_013660738.1	XP_024014059.1
OG0002224	XP_013716724.3, XP_022572734.1	XP_006412579.1
OG0002225	XP_013707015.1, XP_048619265.1	XP_006412524.1
OG0002225	XP_013707943.1, XP_013664028.2	XP_006405130.1
OG0002226	XP_013742683.1, XP_013742681.1, XP_013667078.1, XP_048623883.1, XP_013744078.1	XP_006409547.1
OG0002227	XP_013690432.1, XP_013671990.1	XP_006409326.1
OG0002228	XP_048610513.1, XP_048636570.1	XP_006410697.1
OG0002228	XP_013725776.1, XP_013674638.1, XP_048594993.1, XP_013733847.1	XP_006415206.1
OG0002229	XP_048614787.1, XP_013677310.1	XP_006398512.1
OG0002229	XP_048597680.1, XP_013707846.2, XP_048638280.1, XP_013736999.1	XP_006416949.1
OG0002230	XP_013697225.1, XP_013714636.1, XP_013736150.3	XP_006395825.1
OG0002231	XP_013697468.1, XP_048626321.1, XP_013727550.1	XP_006395650.1
OG0002231	XP_013731078.2, XP_013708260.1	XP_024008372.1
OG0002232	XP_048600407.1, XP_048629912.1, XP_048602874.1, XP_013644833.2, XP_013677393.2	XP_006395602.1
OG0002232	XP_013747918.1	XP_006417120.1
OG0002233	XP_013692096.1	XP_024006709.1
OG0002234	XP_013743155.2, XP_022573783.2	XP_006405598.1
OG0002234	XP_013689117.2, XP_048625589.1, XP_022544208.2, XP_048618119.1	XP_006395326.1
OG0002235	XP_013718624.3, XP_013742142.2	XP_006391434.1
OG0002235	XP_048616740.1, XP_048591928.1, XP_048616737.1, XP_048591926.1	XP_006391431.2
OG0002236	XP_013672033.1, XP_013743497.2	XP_024014619.1
OG0002237	XP_048616526.1, XP_048627311.1, XP_048627304.1, XP_013748949.1, XP_013746335.2, XP_013721072.1	XP_006405958.1
OG0002237	XP_048604177.1, XP_013674851.1	XP_006391539.1
OG0002238	XP_013679787.2, XP_013673888.2, XP_013659305.2, XP_013691371.1	XP_024015262.1
OG0002238	XP_013745765.2, XP_013743467.2	XP_006405314.1
OG0002239	XP_013695241.1, XP_013709990.2, XP_013675233.1, XP_013669991.2, XP_013747944.1	XP_006417275.1
OG0002240	XP_013714168.2, XP_048598887.1, XP_013684576.1	XP_006401230.1
OG0002240	XP_048600180.1, XP_022572722.1	XP_006413250.1
OG0002241	XP_013732274.2	XP_006398642.1
OG0002241	XP_013724079.1, XP_048600765.1, XP_022576122.1, XP_013694048.2	XP_006407717.1
OG0002242	XP_048626548.1, XP_013644049.1	XP_006407596.1
OG0002242	XP_022549515.1, XP_022566024.1	XP_024011697.1
OG0002243	XP_022556556.2, XP_048636469.1	XP_024005121.1
OG0002243	XP_048594927.1, XP_048601483.1, XP_022568540.2, XP_013744337.2	XP_006389749.1
OG0002244	XP_013646504.1, XP_013747508.1, XP_013708071.2, XP_013640157.1, XP_013708074.1	XP_006407415.1
OG0002245	XP_013739712.2, XP_013641391.2	XP_006413336.1
OG0002245	XP_048623094.1, XP_013698711.2, XP_013712137.1, XP_048610424.1, XP_048604070.1	XP_024011838.1
OG0002246	XP_022569218.1, XP_022571016.2, XP_048626128.1, XP_048598698.1	XP_006401901.1
OG0002246	XP_013640563.1, XP_013680791.1, XP_022575923.1, XP_013672589.1	XP_006401902.1
OG0002247	XP_022569220.1, XP_013640569.1	XP_006401881.1
OG0002247	XP_013740076.1, XP_048600150.1	XP_006413303.1
OG0002248	XP_048603129.1, XP_022571523.2, XP_013733626.1, XP_013640717.1	XP_006401565.1
OG0002248	XP_013742864.1, XP_013671587.1, XP_013738182.2, XP_013705447.2	XP_006413097.1
OG0002249	XP_048607400.1, XP_013717298.1, XP_013642296.1	XP_006401497.1
OG0002250	XP_013676167.1, XP_013685448.1	XP_006401399.1
OG0002250	XP_013741793.2, XP_013724489.2	XP_024005403.1
OG0002251	XP_022570362.1, XP_013734047.1	XP_024011879.1
OG0002251	XP_013741550.2, XP_048598360.1, XP_048600214.1	XP_006413183.1
OG0002252	XP_013727662.2, XP_048603051.1, XP_048598899.1, XP_048624776.1	XP_006401191.1
OG0002253	XP_013655132.1, XP_013655176.1, XP_013662542.1, XP_013693704.2	XP_006415786.1
OG0002254	XP_013730597.1, XP_013682029.2	XP_006400503.1
OG0002254	XP_013720823.1, XP_013727177.2, XP_013752167.1, XP_013716538.2	XP_006399746.1
OG0002255	XP_048602110.1, XP_013674468.1, XP_013674406.2	XP_024006829.1
OG0002255	XP_013720824.1, XP_022567595.2, XP_013712615.1, XP_013674690.2	XP_006399719.2
OG0002256	XP_013681744.2, XP_013670715.1	XP_006398242.1
OG0002256	XP_048627129.1, XP_013716044.1, XP_013656060.2	XP_006414023.1
OG0002257	XP_048618566.1, XP_048618971.1	XP_006413672.1
OG0002258	XP_013708451.2, XP_048594566.1, XP_013707021.1, XP_013644587.2	XP_006415421.1
OG0002258	XP_048634430.1, XP_013746150.2, XP_048612028.1, XP_048634460.1	XP_024004138.1
OG0002259	XP_022576092.2, XP_048601022.1	XP_006412013.1
OG0002261	XP_013734088.1, XP_048600992.1	XP_006411942.1
OG0002262	XP_048600977.1, NP_001303071.1, XP_013686616.1, XP_013656602.2	XP_006411909.1
OG0002262	XP_013746967.2, XP_048633612.1	XP_006404809.1
OG0002263	XP_048593815.1, XP_013726708.1, XP_048630652.1, XP_013707502.1, XP_013738554.1, XP_013736066.1, XP_048633673.1	XP_006411774.1
OG0002263	XP_013669913.2, XP_013746921.2	XP_006404676.2
OG0002264	XP_013659834.1, XP_013657161.1	XP_006411658.2
OG0002265	XP_013743063.1, XP_013722691.1	XP_006405640.1
OG0002265	XP_013660806.2, XP_013695352.2, XP_013706205.1, XP_013644484.1	XP_006395281.1
OG0002266	XP_013692492.2, XP_013726674.1, XP_013744386.2, XP_013702579.2	XP_006403347.1
OG0002266	XP_013667416.2, XP_013701940.2	XP_006393606.1
OG0002267	XP_013708594.1	XP_006414870.1
OG0002267	XP_048592600.1, XP_013748880.1, XP_013712274.1, XP_013685442.1	XP_024009232.1
OG0002268	XP_022561868.1, XP_048591439.1, XP_022559396.2, XP_022550678.2	XP_024014927.1
OG0002268	XP_048634008.1, XP_022557996.2	XP_024005665.1
OG0002269	XP_013709933.1, XP_013654693.2	XP_006414694.1
OG0002269	XP_013751214.1, XP_013751366.2, XP_013712777.1, XP_022562911.1	XP_006406101.1
OG0002270	XP_048621712.1, XP_048594582.1	XP_006414666.1
OG0002270	XP_048593010.1, XP_013751393.2	XP_024015072.1
OG0002271	XP_022576090.1, XP_013640149.3	XP_006406202.1
OG0002271	XP_013744291.1, XP_013668441.1	XP_006414567.2, XP_006396034.2
OG0002272	XP_022572291.2, XP_013685058.2	XP_024015554.1
OG0002272	XP_048628489.1, XP_048601955.1, XP_022550572.2, XP_048632734.1	XP_006414485.1
OG0002273	XP_013687125.1, XP_013709578.2	XP_006402530.1
OG0002273	XP_048609355.1, XP_013748141.1	XP_006397729.1
OG0002274	XP_013725468.1, XP_013692414.1, XP_022557916.1	XP_006397605.1
OG0002274	XP_013742076.1, XP_048609633.1	XP_006402627.1
OG0002275	XP_022571754.2, XP_013682057.1, XP_013687016.1, XP_013686291.1	XP_006397594.1
OG0002275	XP_013709591.1, XP_048597270.1	XP_024012774.1
OG0002276	XP_013692612.2, XP_013692622.2	XP_006397592.1
OG0002276	XP_013663833.2, XP_013742083.1, XP_013692765.1	XP_006402637.1
OG0002277	XP_013663545.1, XP_013748890.2	XP_006402834.1
OG0002277	XP_022574741.2, XP_022556517.1	XP_006411487.1
OG0002278	XP_013711306.2, XP_013748970.1	XP_006402881.1
OG0002278	XP_013647896.2, XP_013724367.1, XP_013747810.2, XP_013691949.1	XP_006411441.1
OG0002279	XP_013731798.1, XP_013723493.1, XP_013730068.1	XP_024012489.1, XP_006395895.2
OG0002279	XP_048591742.1, XP_013681293.2	XP_006408332.1
OG0002280	XP_013724754.2, XP_022550699.1	XP_006419090.1
OG0002280	XP_013706071.2, XP_013706070.2	XP_006400799.2
OG0002281	XP_013675054.1, XP_013724755.1	XP_006419086.1
OG0002281	XP_013680557.1, XP_013715932.1, XP_013682116.1, XP_013667164.1	XP_006400802.1
OG0002282	XP_048624053.1, XP_013728002.2, XP_013713179.2, XP_013665848.2, XP_013695738.1	XP_006400862.1
OG0002283	XP_013702206.2, XP_013643072.2	XP_006394041.2
OG0002283	XP_048606596.1, XP_013643073.2	XP_006394042.1
OG0002284	XP_013673047.1, XP_013730478.2, XP_013665001.2, XP_048614579.1	XP_006418432.1
OG0002284	XP_013660565.2, XP_013660421.1	XP_024009988.1
OG0002285	XP_048610894.1	XP_006418558.1
OG0002286	XP_013697900.2, XP_013666414.2	XP_006418194.1
OG0002286	XP_013714711.1, XP_048595992.1	XP_006403136.1
OG0002287	XP_013696151.1, XP_013665690.2	XP_006418010.1
OG0002287	XP_013696276.1, XP_048634346.1, XP_013696277.3, XP_048634347.1	XP_006410325.1
OG0002288	XP_013683225.1, XP_013683224.1	XP_006410242.1
OG0002288	XP_013730580.1, XP_013696680.1, XP_013660633.1	XP_006417946.1
OG0002289	XP_048613822.1, XP_022564643.2, XP_013657556.1, XP_048621404.1, XP_013716488.2	XP_006417799.1, XP_024008212.1
OG0002290	XP_013706953.1, XP_048633739.1	XP_024015823.1
OG0002291	XP_013664254.1, XP_048635839.1, XP_013656267.1, XP_013702629.2	XP_006412396.1
OG0002291	XP_013744036.2, XP_013697579.2	XP_024016002.1
OG0002292	XP_022554728.2	XP_024012675.1
OG0002292	XP_013735638.2, XP_013684246.1, XP_048631594.1, XP_013689784.2	XP_006408522.1
