Orthogroup	Brassica_napus	Brassica_oleracea
OG0000388	XP_013725302.1	XP_013607717.1
OG0000388	XP_013679863.2	XP_013589000.1
OG0000388	XP_048609110.1, XP_013654785.1, XP_048596462.1, XP_013689242.2, XP_048623770.1, XP_013674090.2	XP_013614812.1
OG0000388	XP_048613288.1	XP_013639534.1
OG0000388	XP_013730196.1	XP_013632568.1
OG0000388	XP_013669600.2	XP_013632567.1
OG0000388	XP_022547770.1, XP_022551531.1	XP_013601243.1
OG0000388	XP_022553270.2, XP_022562312.2	XP_013594445.1, XP_013624030.1
OG0000388	XP_022575902.2, XP_013749537.2	XP_013604785.1, XP_013628008.1, XP_013635729.1, XP_013628009.1
OG0000388	XP_013662290.1, XP_048634851.1	XP_013617972.1
OG0000389	XP_022574495.2, XP_022571193.1	XP_013632958.1
OG0000389	XP_022570054.1, XP_013728904.1	XP_013632955.1
OG0000389	XP_013645930.1	XP_013632957.1
OG0000389	XP_022568769.1, XP_048593048.1	XP_013591323.1
OG0000389	XP_013663638.1	XP_013600273.1
OG0000389	XP_048622944.1	XP_013601698.1
OG0000390	XP_022550043.1, XP_022542956.2	XP_013593763.1
OG0000390	XP_048630714.1, XP_013751565.2, XP_022554063.1	XP_013639835.1
OG0000390	XP_013703818.2, XP_048635388.1, XP_013685897.1	XP_013638305.1
OG0000391	XP_013653381.2, XP_048618680.1	XP_013598821.1
OG0000391	XP_048618681.1, XP_048618682.1, XP_013653384.3	XP_013593456.1
OG0000391	XP_048593999.1, XP_013722148.2	XP_013600140.1
OG0000391	XP_022546752.1, XP_022558056.2	XP_013638777.1
OG0000392	XP_013752543.1	XP_013596476.1
OG0000392	XP_013742986.2	XP_013634825.1
OG0000392	XP_013725640.2	XP_013634595.1
OG0000393	XP_013672955.2	XP_013630161.1
OG0000393	XP_048594401.1	XP_013630378.1
OG0000393	XP_048632444.1	XP_013624227.1
OG0000396	XP_048618134.1	XP_013614469.1
OG0000396	XP_048591262.1	XP_013597239.1
OG0000396	XP_013711658.2, XP_048591311.1	XP_013598575.1
OG0000396	XP_048600982.1, XP_048602943.1	XP_013616436.1
OG0000396	XP_013711242.2, XP_048618108.1, XP_048591306.1	XP_013594250.1
OG0000397	XP_048637533.1, XP_048605512.1	XP_013615398.1
OG0000397	XP_048596390.1, XP_048630862.1	XP_013624537.1
OG0000398	XP_013642615.2, XP_013646282.3	XP_013583404.1
OG0000398	XP_022544073.2	XP_013591843.1
OG0000398	XP_013646286.1, XP_022544076.2	XP_013591005.1
OG0000398	XP_013731057.2	XP_013630779.1
OG0000398	XP_048627394.1, XP_048607420.1	XP_013630777.1
OG0000398	XP_048616690.1, XP_013727929.2, XP_048629866.1	XP_013589867.1
OG0000399	XP_013718726.1	XP_013630957.1, XP_013630944.1
OG0000399	XP_013682305.1	XP_013593698.1
OG0000399	XP_013682102.1	XP_013595402.1
OG0000399	XP_048601766.1	XP_013595413.1
OG0000399	XP_013714221.1	XP_013595457.1
OG0000399	XP_013746841.2	XP_013635690.1
OG0000400	XP_013668900.1	XP_013594309.1
OG0000400	XP_013640337.2, XP_013647585.1, XP_013725615.1, XP_013746678.2	XP_013635424.1
OG0000400	XP_013665919.2, XP_048600971.1, XP_048628389.1, XP_048600985.1	XP_013620031.1
OG0000400	XP_013657928.1, XP_013694051.2, XP_013694050.1, XP_013741439.2	XP_013610709.1
OG0000401	XP_013670511.2, XP_048594895.1, XP_048594893.1, XP_048627200.1	XP_013624028.1
OG0000401	XP_013645737.1	XP_013624443.1
OG0000401	XP_048630672.1, XP_013728607.1, XP_048633394.1, XP_048610755.1	XP_013633140.1
OG0000402	XP_013751465.1	XP_013594882.1, XP_013601438.1
OG0000402	XP_013694824.1	XP_013623724.1
OG0000402	XP_013689513.2, XP_048600405.1	XP_013594399.1
OG0000402	XP_013645987.1, XP_013717386.1	XP_013617357.1
OG0000402	XP_013704888.2, XP_048605454.1	XP_013624174.1
OG0000403	XP_048600844.1	XP_013630765.1, XP_013624280.1
OG0000403	XP_013658275.1, XP_013694392.2	XP_013632799.1
OG0000403	XP_048598821.1, XP_013694840.2	XP_013610671.1
OG0000403	XP_013675548.2, XP_013673351.2, XP_022571535.1	XP_013608221.1
OG0000403	XP_013728371.1, XP_048599811.1, XP_022549325.2, XP_048591016.1	XP_013594418.1
OG0000404	XP_022574933.1, XP_022567615.2, XP_013747317.1, XP_013687548.1	XP_013583772.1
OG0000404	XP_013683588.1	XP_013634092.1
OG0000404	XP_013692417.1	XP_013625255.1
OG0000404	XP_013659851.1	XP_013637254.1, XP_013600607.1
OG0000405	XP_048615730.1, XP_048634968.1, XP_048619924.1	XP_013617076.1
OG0000406	XP_013683073.1, XP_013667506.2	XP_013612018.1
OG0000406	XP_048607968.1, XP_013681033.2	XP_013626890.1
OG0000406	XP_048614227.1	XP_013637989.1
OG0000407	XP_048625979.1	XP_013607677.1
OG0000407	XP_048603690.1	XP_013619747.1
OG0000407	XP_022570623.2	XP_013610492.1
OG0000407	XP_048598241.1	XP_013610778.1
OG0000408	XP_048597416.1, XP_048620971.1	XP_013604125.1
OG0000408	XP_048608761.1, XP_048631886.1	XP_013624031.1
OG0000408	XP_048633675.1	XP_013633252.1
OG0000408	XP_013745925.3, XP_048633674.1	XP_013632078.1
OG0000408	XP_013683882.1, XP_013734992.2	XP_013622609.1
OG0000408	XP_013664049.2	XP_013603506.1
OG0000409	XP_048622229.1	XP_013615218.1
OG0000409	XP_048634189.1	XP_013633411.1, XP_013601666.1
OG0000410	XP_048595769.1, XP_048626035.1	XP_013607236.1
OG0000410	XP_048601789.1	XP_013606280.1
OG0000410	XP_013750865.3, XP_013672339.2	XP_013606253.1
OG0000410	XP_013717036.3	XP_013607362.1
OG0000411	XP_013687313.2	XP_013633960.1
OG0000411	XP_013726278.1, XP_013692694.1	XP_013615009.1
OG0000411	XP_013662024.2	XP_013609350.1
OG0000411	XP_013737547.1, XP_013717269.1	XP_013598606.1
OG0000412	XP_022566724.1	XP_013611781.1
OG0000412	XP_013740153.1, XP_048636969.1, XP_022559199.1	XP_013613876.1
OG0000412	XP_048630299.1, XP_048614821.1, XP_013749283.1	XP_013625239.1, XP_013583993.1
OG0000412	XP_013693675.1	XP_013611607.1
OG0000413	XP_013749811.1, XP_013737763.1	XP_013583937.1
OG0000413	XP_013670417.1	XP_013584262.1
OG0000413	XP_048619099.1, XP_013738101.1	XP_013597959.1
OG0000413	XP_013670981.2, XP_013696180.1	XP_013594456.1
OG0000413	XP_013714377.1, XP_013725368.1	XP_013619540.1
OG0000413	XP_013729865.2, XP_022569255.1	XP_013630406.1
OG0000413	XP_013698818.1, XP_048636888.1	XP_013591592.1
OG0000413	XP_013705144.1, XP_013646249.1	XP_013590426.1
OG0000414	XP_013642083.2, XP_013693401.1	XP_013584210.1
OG0000414	XP_048596570.1, XP_013698363.2	XP_013638892.1
OG0000414	XP_048601513.1, XP_022568721.1	XP_013614801.1
OG0000414	XP_048601512.1, XP_022568692.2	XP_013614804.1
OG0000415	XP_013715068.1	XP_013601022.1
OG0000415	XP_048623008.1, XP_013665359.2	XP_013601116.1
OG0000415	XP_048622574.1	XP_013601129.1
OG0000415	XP_048593345.1	XP_013601130.1
OG0000415	XP_048616893.1	XP_013588893.1
OG0000415	XP_013690311.1	XP_013588889.1
OG0000415	XP_048636343.1, XP_013690270.1	XP_013635917.1
OG0000416	XP_048610433.1, XP_048636750.1	XP_013635506.1
OG0000416	XP_013704073.2, XP_048636758.1	XP_013632611.1
OG0000416	XP_048634344.1, XP_048609480.1	XP_013636047.1
OG0000416	XP_013690103.1, XP_048634164.1	XP_013635573.1
OG0000416	XP_013645890.2, XP_013722547.2	XP_013633325.1
OG0000416	XP_013694261.1	XP_013639110.1
OG0000416	XP_013716250.1	XP_013601884.1
OG0000416	XP_013716412.1	XP_013603915.1
OG0000417	XP_013750019.1, XP_013747711.1	XP_013593030.1
OG0000419	XP_022567533.2	XP_013626620.1, XP_013632623.1, XP_013632622.1
OG0000419	XP_048606933.1, XP_048606932.1	XP_013627556.1
OG0000419	XP_048636836.1, XP_048627414.1, XP_013688469.1, XP_048626775.1	XP_013636988.1
OG0000419	XP_013691618.1, XP_048626777.1	XP_013635446.1
OG0000419	XP_048612206.1, XP_013681126.2	XP_013634849.1
OG0000420	XP_048636525.1, XP_022551816.2	XP_013595726.1
OG0000420	XP_048620615.1	XP_013599605.1
OG0000420	XP_048620616.1	XP_013599604.1
OG0000420	XP_013647680.1, XP_048637330.1	XP_013588264.1
OG0000420	XP_048637317.1, XP_013693357.1	XP_013616005.1
OG0000421	XP_013700860.2	XP_013590550.1
OG0000421	XP_013647784.2	XP_013590492.1
OG0000421	XP_048629349.1, XP_013691098.2, XP_048633520.1, XP_048612197.1	XP_013635118.1
OG0000421	XP_013722719.2, XP_013746700.1	XP_013634654.1
OG0000422	XP_013738317.2, XP_048621370.1, XP_013716132.2	XP_013600718.1, XP_013600636.1
OG0000422	XP_022556920.1, XP_048617449.1	XP_013620067.1
OG0000422	XP_013708606.1	XP_013587274.1
OG0000422	XP_013640998.2, XP_022558067.1	XP_013587275.1
OG0000422	XP_013698012.1	XP_013638076.1
OG0000422	XP_013641000.1, XP_013698013.1	XP_013638078.1
OG0000423	XP_013649579.1, XP_013701644.1	XP_013591298.1
OG0000423	XP_013676639.1, XP_048630687.1, XP_013692442.1	XP_013614964.1
OG0000423	XP_013643663.1, XP_013646256.1	XP_013590584.1
OG0000423	XP_022560651.1, XP_048613078.1	XP_013586404.1
OG0000423	XP_013686362.1	XP_013630126.1
OG0000423	XP_013646433.1, XP_013646200.2	XP_013610739.1
OG0000423	XP_013751118.1, XP_013740459.1	XP_013630650.1
OG0000423	XP_013641618.1, XP_048616684.1, XP_048629873.1	XP_013592309.1
OG0000424	XP_048632044.1, XP_048606990.1	XP_013614644.1
OG0000424	XP_013645582.2	XP_013607471.1
OG0000424	XP_013749788.1	XP_013626683.1
OG0000425	XP_048594897.1	XP_013624980.1
OG0000425	XP_022558287.1, XP_048606955.1, XP_048600653.1	XP_013634476.1
OG0000425	XP_048615195.1, XP_048635901.1, XP_048615192.1	XP_013583397.1
OG0000425	XP_013751789.2	XP_013583401.1
OG0000425	XP_048615196.1	XP_013583399.1
OG0000425	XP_013710972.2, XP_013709118.2, XP_048635903.1, XP_048635902.1, XP_048615197.1	XP_013583400.1
OG0000425	XP_013709119.1	XP_013589321.1
OG0000426	XP_048611422.1, XP_048616761.1	XP_013632576.1
OG0000426	XP_048620058.1, XP_013654687.1, XP_048623869.1	XP_013585945.1
OG0000427	XP_048631374.1, XP_022566815.2, XP_048593687.1	XP_013635209.1
OG0000427	XP_013645414.2, XP_022557483.1	XP_013637242.1
OG0000427	XP_022566817.1, XP_048605330.1	XP_013622576.1
OG0000429	XP_013682321.2, XP_013705899.2	XP_013596454.1
OG0000429	XP_013721606.1, XP_013678128.2	XP_013619560.1
OG0000429	XP_013668086.1, XP_013711922.1	XP_013612830.1
OG0000429	XP_013659451.1, XP_013726262.2	XP_013625904.1
OG0000429	XP_013670708.1, XP_013664452.1	XP_013604836.1
OG0000429	XP_013666977.2, XP_013717109.2	XP_013636891.1
OG0000429	XP_013664018.1, XP_013711807.1	XP_013605581.1
OG0000430	XP_013655842.2, XP_013641986.1	XP_013611453.1
OG0000430	XP_013731043.3, XP_013670610.2	XP_013635655.1
OG0000430	XP_013650659.2	XP_013601694.1
OG0000430	XP_013644900.1, XP_013706075.1	XP_013597587.1
OG0000430	XP_048630620.1, XP_013656665.1, XP_013652830.1	XP_013622246.1
OG0000431	XP_013736422.1, NP_001302728.1	XP_013635592.1
OG0000431	XP_013748815.1, XP_013742848.1	XP_013585423.1
OG0000431	XP_022567841.1, XP_013723587.1	XP_013610786.1
OG0000431	XP_048627339.1, XP_013640943.2, XP_013696427.2	XP_013586575.1
OG0000431	XP_013646436.1, XP_048638061.1, XP_048627717.1, XP_013695734.2	XP_013584691.1
OG0000431	XP_013695668.2, XP_013645141.2	XP_013584815.1
OG0000431	XP_013716098.2, XP_022569923.2	XP_013599620.1
OG0000431	XP_048597811.1	XP_013601938.1
OG0000431	XP_048597812.1, XP_022569924.1	XP_013599619.1, XP_013594035.1
OG0000432	XP_013717768.1	XP_013611457.1
OG0000432	XP_013682720.2	XP_013625620.1
OG0000432	XP_013682761.2	XP_013625619.1
OG0000432	XP_013701569.2, XP_048608257.1	XP_013628650.1
OG0000432	XP_013685420.2, XP_013685511.2, XP_013676170.2	XP_013621043.1
OG0000433	XP_013751160.2	XP_013627904.1
OG0000433	XP_013648674.1, XP_013730548.2	XP_013612672.1
OG0000433	XP_013730551.2, XP_013648672.2, XP_013677544.2	XP_013612732.1
OG0000433	XP_048595877.1, XP_013730557.2, XP_013730531.2, XP_013686172.1	XP_013607176.1
OG0000433	XP_048623407.1, XP_013730558.2	XP_013612626.1
OG0000434	XP_048611881.1	XP_013617283.1
OG0000434	XP_048619998.1	XP_013639283.1, XP_013594579.1
OG0000434	XP_013658758.2, XP_013658432.1, XP_048623517.1	XP_013610809.1
OG0000434	XP_013689083.2	XP_013609645.1
OG0000434	XP_013679623.1, XP_048620213.1, XP_048613158.1, XP_013690248.1	XP_013590641.1
OG0000434	XP_048620223.1	XP_013617367.1
OG0000434	XP_013650754.1	XP_013595014.1
OG0000434	XP_048604681.1	XP_013589482.1, XP_013608196.1
OG0000434	XP_013650725.1	XP_013595012.1
OG0000434	XP_013655902.1, XP_013709038.1, XP_013679795.1	XP_013624254.1
OG0000434	XP_048619870.1	XP_013608232.1
OG0000434	XP_048625232.1	XP_013639802.1, XP_013608468.1
OG0000434	XP_022553472.1, XP_013713782.2	XP_013589520.1
OG0000434	XP_022544193.1, XP_013669668.1, XP_048593452.1, XP_048635112.1, XP_048637615.1	XP_013613798.1
OG0000434	XP_022565208.1, XP_048603706.1	XP_013613661.1
OG0000434	XP_013724473.2, XP_013699694.2	XP_013619657.1
OG0000434	XP_013704290.1, XP_022570839.2, XP_048637580.1, XP_048596483.1, XP_048637507.1, XP_048605383.1, XP_048633267.1	XP_013601447.1
OG0000434	XP_048607648.1	XP_013625772.1
OG0000434	XP_013727613.1	XP_013633034.1
OG0000434	XP_013668762.1	XP_013639301.1
OG0000435	XP_048614207.1, XP_048613154.1, XP_013658081.2	XP_013639279.1
OG0000435	XP_048638429.1, XP_048638431.1, XP_013645320.2, XP_048614206.1, XP_013658080.2, XP_048614202.1	XP_013585231.1
OG0000435	XP_013679283.1, XP_013654476.1	XP_013601511.1
OG0000435	XP_048637966.1, XP_022553963.1	XP_013588962.1
OG0000436	XP_013725702.1	XP_013603841.1
OG0000436	XP_013667004.1	XP_013584190.1
OG0000436	XP_013741288.1	XP_013614649.1, XP_013628294.1
OG0000436	XP_013664454.1	XP_013602307.1
OG0000436	XP_013670896.1	XP_013595626.1
OG0000436	XP_013671718.2	XP_013609211.1
OG0000437	XP_013659960.2, XP_013670254.3, XP_048615126.1	XP_013584781.1
OG0000437	XP_048617209.1	XP_013592451.1
OG0000437	XP_048594961.1	XP_013592782.1
OG0000438	XP_048604482.1, XP_013654481.1	XP_013619551.1
OG0000438	XP_048604207.1, XP_013674969.1	XP_013619913.1
OG0000438	XP_013740828.2, XP_048606951.1	XP_013626248.1
OG0000438	XP_048618594.1	XP_013619340.1
OG0000438	XP_048596708.1	XP_013624753.1
OG0000439	XP_013665680.2, XP_013695980.1	XP_013586994.1
OG0000439	XP_048597236.1, XP_013663718.3	XP_013600923.1
OG0000439	XP_013742101.1, XP_022571475.1	XP_013634024.1
OG0000439	XP_013651992.2, XP_013700934.1	XP_013590737.1
OG0000439	XP_013744310.2, XP_013675704.1	XP_013633507.1
OG0000439	XP_013734157.1, XP_013742763.2	XP_013625130.1
OG0000439	XP_013748772.2, XP_013677460.1	XP_013636348.1
OG0000440	XP_013740072.2, XP_022573188.2	XP_013614452.1
OG0000440	XP_013646400.2, XP_048626594.1, XP_048626592.1, XP_013701395.2	XP_013591052.1
OG0000440	XP_022559978.1, XP_048634970.1, XP_048635544.1	XP_013585185.1
OG0000441	NP_001302973.1	XP_013586355.1
OG0000441	XP_048594878.1, XP_013725105.2	XP_013622181.1
OG0000441	XP_048602158.1, XP_013676338.1	XP_013609649.1
OG0000442	XP_048593842.1	XP_013628111.1
OG0000442	XP_022564229.1, XP_013664145.3	XP_013601773.1
OG0000442	XP_013725591.2, XP_013746947.2	XP_013635295.1
OG0000443	XP_048617323.1	XP_013613806.1
OG0000443	XP_013672414.1	XP_013613795.1, XP_013613804.1
OG0000443	XP_013700798.1	XP_013613800.1
OG0000443	XP_048615916.1	XP_013613805.1
OG0000443	XP_013713127.1, XP_013659947.3	XP_013614680.1
OG0000443	XP_013714778.1	XP_013621095.1
OG0000443	XP_048617325.1, XP_013705815.1, XP_013701228.1	XP_013615439.1
OG0000443	XP_013649539.1, XP_022565418.2	XP_013613792.1
OG0000443	XP_013700783.2, XP_013649538.1	XP_013613801.1
OG0000443	XP_013713975.2, XP_013659949.2, XP_048605226.1	XP_013615444.1
OG0000444	XP_013732284.1	XP_013594830.1
OG0000444	XP_048622860.1, XP_013680023.2	XP_013589025.1
OG0000444	XP_022564359.1, XP_048604899.1, XP_013732285.3, XP_013651154.2, XP_013751960.2	XP_013589680.1, XP_013601791.1
OG0000444	XP_013713582.1	XP_013632616.1
OG0000444	XP_048623917.1, XP_048623584.1, XP_013645202.1	XP_013632766.1, XP_013617358.1, XP_013632713.1
OG0000444	XP_013645380.2	XP_013630015.1
OG0000445	XP_048613578.1, XP_048604629.1, XP_048623807.1, XP_048624079.1, XP_013689943.2, XP_048613535.1, XP_013694793.2, XP_013658355.2	XP_013601895.1
OG0000445	XP_048620136.1, XP_048599575.1	XP_013615201.1
OG0000445	XP_048604977.1	XP_013615418.1
OG0000445	XP_048631046.1, XP_013645978.2	XP_013589536.1
OG0000446	XP_048631137.1, XP_013701465.1, XP_048603325.1	XP_013618718.1
OG0000446	XP_048600057.1, XP_013734742.1, XP_013664940.1, XP_013687349.2	XP_013618097.1
OG0000446	XP_013693128.1, XP_013641415.1	XP_013638737.1
OG0000446	XP_013676231.1	XP_013604848.1
OG0000446	XP_013677793.1	XP_013605186.1
OG0000446	XP_013728830.1, XP_013698644.1	XP_013589832.1
OG0000447	XP_013644775.1	XP_013620313.1
OG0000447	XP_013736292.1, XP_013684849.1	XP_013630128.1
OG0000447	XP_013681772.2, XP_013740493.1	XP_013627055.1
OG0000447	XP_013681368.1	XP_013625970.1
OG0000447	XP_013687828.1, XP_013651567.2	XP_013598011.1
OG0000447	XP_013718326.1, XP_013696025.1	XP_013584748.1
OG0000448	XP_013720011.1, XP_048616440.1, XP_013675048.2	XP_013616565.1
OG0000448	XP_048616438.1, XP_013675049.1	XP_013619839.1
OG0000448	XP_013719962.1, XP_013677285.1	XP_013620026.1
OG0000449	XP_013652944.1, XP_013680997.1	XP_013615121.1
OG0000449	XP_013716009.2, XP_013682128.2	XP_013622251.1
OG0000449	XP_048608150.1	XP_013622845.1
OG0000449	XP_013714554.1, XP_048598971.1	XP_013606356.1
OG0000449	XP_013652947.1	XP_013618151.1
OG0000450	XP_048621087.1, XP_048608311.1, XP_048620313.1, XP_048596486.1	XP_013635826.1
OG0000450	XP_048596245.1, XP_048610362.1	XP_013617059.1
OG0000452	XP_022562107.2, XP_048633197.1	XP_013598574.1
OG0000452	XP_013680985.2, XP_013688414.2	XP_013607653.1
OG0000452	XP_013720367.1, XP_013681580.2	XP_013626930.1
OG0000452	XP_013688523.1, XP_013690494.2	XP_013607645.1
OG0000452	XP_048606442.1	XP_013626294.1
OG0000452	XP_013707478.1	XP_013593932.1
OG0000453	XP_048611500.1	XP_013632691.1
OG0000453	XP_048624044.1, XP_013716682.2	XP_013607061.1
OG0000453	XP_048624042.1, XP_048624933.1	XP_013609365.1
OG0000454	XP_013715447.1, XP_013700725.1	XP_013619438.1
OG0000454	XP_013701029.1	XP_013619755.1
OG0000454	XP_048603481.1	XP_013614290.1
OG0000454	XP_013687665.1	XP_013619681.1, XP_013614293.1
OG0000454	XP_013690435.1	XP_013626535.1
OG0000454	XP_013740393.1	XP_013626440.1
OG0000454	XP_013717775.2	XP_013612819.1
OG0000454	XP_013717774.1, XP_048598725.1	XP_013612820.1
OG0000455	XP_048599366.1, XP_048632614.1, XP_048632611.1, XP_048607105.1	XP_013635392.1, XP_013624328.1
OG0000455	XP_048612756.1, XP_048612755.1	XP_013639331.1
OG0000456	XP_013671701.2	XP_013624935.1
OG0000457	XP_013750260.2, XP_048603866.1	XP_013618373.1
OG0000457	XP_048625758.1	XP_013623789.1, XP_013627828.1
OG0000457	XP_013716390.2, XP_013674531.2	XP_013627770.1
OG0000457	XP_013675015.1	XP_013618999.1, XP_013608151.1
OG0000457	XP_048634106.1	XP_013635061.1
OG0000458	XP_048603458.1	XP_013617053.1
OG0000458	XP_048603469.1, XP_048603470.1, XP_048603471.1	XP_013620005.1
OG0000458	XP_048609958.1, XP_048609992.1, XP_048609955.1, XP_048609974.1, XP_048609965.1, XP_048603463.1, XP_048603466.1, XP_048603465.1, XP_022570874.2, XP_048603462.1, XP_048603461.1, XP_048603464.1, XP_048603467.1, XP_048603468.1, XP_013652534.2, XP_048603460.1, XP_048609996.1, XP_048609983.1, XP_048609978.1, XP_048609997.1, XP_048617404.1, XP_048609970.1, XP_048609961.1	XP_013619668.1
OG0000459	XP_048626943.1, XP_013670317.2, XP_013741408.2	XP_013597335.1
OG0000459	XP_022569365.2	XP_013594711.1
OG0000459	XP_013669255.2, XP_013682357.1	XP_013614968.1
OG0000459	XP_013647344.2, XP_048601529.1	XP_013614741.1
OG0000459	XP_013647345.2, XP_048601530.1	XP_013594517.1
OG0000459	XP_048594734.1, XP_013682338.2	XP_013627684.1
OG0000460	XP_013721409.2	XP_013595288.1
OG0000460	XP_022544248.2	XP_013589501.1
OG0000460	XP_013734909.2, XP_048608695.1	XP_013629014.1
OG0000460	XP_048608182.1, XP_013732287.2	XP_013628793.1
OG0000461	XP_013733419.3, XP_013722199.2	XP_013601033.1
OG0000461	XP_048611073.1, XP_013706646.1	XP_013636812.1
OG0000461	XP_048634536.1, XP_013700890.1	XP_013634297.1
OG0000461	XP_048605341.1	XP_013623522.1
OG0000461	XP_013723897.2	XP_013623523.1
OG0000461	XP_013748360.2, XP_013688624.1	XP_013632332.1
OG0000462	XP_048612191.1, XP_048628790.1, XP_048633517.1	XP_013635801.1
OG0000462	XP_048616552.1, XP_048592860.1	XP_013588020.1
OG0000462	XP_013701446.1, XP_013747472.2	XP_013633418.1
OG0000462	XP_048619982.1, XP_013704701.1	XP_013595133.1
OG0000462	XP_013740080.1, XP_022554019.1, XP_013738624.2	XP_013623745.1, XP_013623746.1
OG0000462	XP_013682618.1	XP_013624926.1
OG0000462	XP_013679287.1, XP_013666226.2	XP_013606745.1
OG0000462	XP_013679882.2, XP_013718689.2	XP_013595157.1
OG0000463	XP_013704727.1, XP_013642571.2	XP_013622965.1
OG0000463	XP_048597545.1, XP_013660202.2	XP_013603521.1
OG0000463	XP_013711619.2, XP_013670084.2	XP_013603101.1
OG0000465	XP_048599738.1	XP_013639652.1
OG0000465	XP_048621789.1	XP_013604820.1
OG0000465	XP_013689349.2	XP_013626993.1
OG0000465	XP_048611642.1, XP_048605744.1, XP_013726582.1	XP_013632981.1
OG0000465	XP_048611843.1	XP_013633110.1
OG0000465	XP_048605063.1, XP_048611442.1	XP_013601249.1
OG0000465	XP_048622604.1	XP_013617197.1
OG0000465	XP_048623709.1	XP_013589230.1
OG0000465	XP_013679879.1	XP_013633243.1, XP_013630875.1
OG0000465	XP_048599606.1, XP_048599766.1, XP_013709085.1	XP_013632852.1
OG0000465	XP_048605133.1, XP_048624625.1, XP_048593402.1	XP_013614908.1, XP_013601078.1
OG0000465	XP_048605602.1, XP_013669200.1	XP_013617139.1
OG0000466	XP_013674552.1, XP_048612058.1	XP_013633474.1, XP_013583281.1
OG0000466	XP_013690568.1, XP_013749490.1	XP_013633482.1
OG0000466	XP_013699778.1, XP_013652312.2	XP_013589614.1
OG0000467	XP_013677060.1, XP_013686022.1	XP_013608912.1
OG0000467	XP_013711500.1	XP_013595420.1
OG0000467	XP_048596604.1	XP_013602025.1
OG0000467	XP_013652766.1	XP_013616324.1
OG0000467	XP_013728080.2, XP_048618907.1	XP_013597087.1
OG0000467	XP_013707928.1	XP_013595406.1
OG0000468	XP_013710742.2, XP_013710710.1	XP_013603107.1
OG0000468	XP_013742503.2, XP_013657906.1	XP_013634650.1
OG0000468	XP_013683443.1	XP_013630529.1
OG0000468	XP_048611091.1, XP_048634575.1	XP_013631441.1
OG0000468	XP_013748269.2, XP_048609428.1	XP_013636785.1, XP_013615738.1
OG0000468	XP_048609427.1	XP_013636783.1
OG0000468	XP_048636465.1	XP_013634716.1
OG0000468	XP_048608544.1, XP_022573275.2	XP_013627287.1
OG0000471	XP_013695845.1, XP_013659678.1, XP_048596051.1	XP_013584803.1
OG0000471	XP_013731875.1, XP_013651448.2	XP_013596648.1
OG0000471	XP_013740909.2, XP_013720014.1	XP_013600445.1
OG0000471	XP_013662643.3, XP_013696183.3	XP_013586344.1
OG0000472	XP_013651853.2, XP_013701259.1	XP_013591029.1
OG0000472	XP_013651852.2, XP_013700993.1	XP_013591090.1
OG0000472	XP_013699238.1, XP_013647765.2	XP_013592801.1
OG0000472	XP_013651722.2	XP_013596689.1
OG0000472	XP_013743272.2, XP_022556823.2	XP_013633635.1
OG0000472	XP_013651850.2	XP_013589260.1
OG0000473	XP_048608687.1, XP_013690492.1, XP_013734895.1	XP_013634403.1
OG0000473	XP_013749103.2	XP_013636234.1
OG0000473	XP_013712838.2, XP_013749447.1	XP_013604756.1
OG0000473	XP_048632665.1, XP_048617985.1	XP_013595711.1
OG0000473	XP_013651412.1, XP_013746815.1	XP_013635173.1
OG0000474	XP_013745283.1, XP_013733182.1	XP_013636844.1
OG0000474	XP_013642433.2, XP_013732707.1	XP_013599526.1
OG0000474	XP_013678194.2	XP_013618555.1
OG0000474	XP_013661042.2, XP_013698997.1	XP_013608867.1
OG0000474	XP_022562889.1	XP_013597853.1
OG0000475	XP_013710620.1, XP_048609759.1	XP_013602821.1
OG0000475	XP_022546422.2, XP_048629635.1	XP_013634607.1
OG0000475	XP_048595660.1, XP_022554089.2, XP_013649412.1	XP_013627105.1
OG0000476	XP_048626344.1, XP_013660274.2, XP_013674106.1	XP_013617714.1
OG0000476	XP_022565101.2	XP_013617912.1
OG0000476	XP_013721519.2	XP_013617911.1
OG0000476	XP_013675532.1	XP_013618873.1
OG0000476	XP_013639926.1	XP_013619649.1, XP_013601796.1
OG0000476	XP_048623434.1, XP_048623435.1	XP_013610726.1
OG0000476	XP_013691622.1	XP_013635425.1
OG0000477	XP_013722488.1, XP_013725607.1	XP_013622723.1
OG0000477	XP_013715582.1, XP_013743229.1	XP_013611586.1
OG0000477	XP_013693079.2, XP_013718824.2	XP_013618171.1
OG0000477	XP_048598929.1, XP_013671805.1	XP_013606318.1
OG0000477	XP_013682420.1, XP_013732196.1	XP_013622449.1
OG0000478	XP_022546402.2	XP_013625015.1
OG0000478	XP_022568222.2	XP_013614595.1
OG0000478	XP_013673774.2	XP_013617258.1
OG0000478	XP_013751458.1	XP_013601443.1
OG0000478	XP_013709281.1	XP_013601428.1
OG0000478	XP_022555581.1	XP_013615876.1, XP_013608985.1
OG0000481	XP_013716592.1, XP_013687236.1	XP_013613261.1
OG0000481	XP_013644102.1, XP_013686141.2	XP_013631626.1
OG0000481	XP_013679516.2, XP_048623661.1, XP_048622559.1, XP_048622611.1, XP_048630453.1, XP_048628334.1, XP_048628333.1, XP_013723127.2	XP_013631638.1
OG0000482	XP_013647728.2, XP_022552863.1	XP_013588019.1
