Orthogroup	Brassica_napus	Alyssum_gmelinii
OG0000802	XP_022543742.2, XP_013733253.1	Ag002G112540, Ag002G108540
OG0000802	XP_013657792.1, XP_048596397.1, XP_013667657.1	Ag007G580920
OG0000802	XP_022569639.2, XP_013671098.2	Ag006G575050
OG0000803	XP_013660890.2, XP_013734018.1, XP_013660891.1	Ag006G563060, Ag006G569170
OG0000803	XP_048632072.1	Ag006G569180, Ag006G569200, Ag006G569220
OG0000804	XP_048609576.1	Ag002G185010
OG0000806	XP_013725466.1, XP_048611232.1	Ag002G199220
OG0000806	XP_013654725.2, XP_048622193.1, XP_048626953.1	Ag002G199270
OG0000806	XP_022574634.1, XP_013725463.1	Ag002G199300
OG0000806	XP_013692443.1, XP_022571482.1	Ag002G199250
OG0000807	XP_013680861.1, XP_022574268.2, XP_013725415.2	Ag002G199080
OG0000807	XP_013657922.1, XP_013724353.1, XP_013658692.2, XP_013646088.1	Ag001G100850
OG0000807	XP_013739257.2, XP_013684276.2, XP_022575700.2, XP_048636274.1	Ag001G100840
OG0000808	XP_013676424.1, XP_048633780.1, XP_048592839.1	Ag007G595150
OG0000808	XP_013682382.2, XP_013732490.1	Ag008G708220
OG0000809	XP_013655625.2, XP_048592664.1, XP_013721784.1, XP_013685285.1, XP_048606753.1, XP_048614603.1	Ag003G245060
OG0000810	XP_013701613.3	Ag004G367530, Ag001G012880, Ag001G012860, Ag001G012870, Ag001G012830, Ag001G012840
OG0000810	XP_022545462.1, XP_022553746.2, XP_048616388.1, XP_013640752.2, XP_013700424.1, XP_048637758.1	Ag001G012260
OG0000812	XP_013646988.1, XP_013718193.1, XP_013749848.1, XP_013745093.1, XP_013749847.1	Ag008G692690, Ag006G511510, Ag002G193170
OG0000813	XP_013679776.1, XP_048609093.1, XP_013739397.2	Ag005G458660, Ag005G458480
OG0000813	XP_048635673.1, XP_022575356.2, XP_013713442.1	Ag005G458690, Ag005G458680
OG0000814	XP_013645522.1, XP_022563709.2, XP_013645524.1, XP_048606050.1, XP_013709223.3	Ag008G710920, Ag008G710800, Ag008G710860, Ag008G710790, Ag008G710810, Ag008G710960, Ag008G710870, Ag008G710740, Ag008G710660, Ag008G710750
OG0000818	XP_013671621.1, XP_013699469.2, XP_013671620.1, XP_013673864.2	Ag003G252560
OG0000819	XP_013672778.1, XP_013750227.2	Ag005G475120
OG0000819	XP_013648021.2, XP_013698571.2, XP_013742312.1, XP_013698297.1, XP_013663436.1, XP_013742450.1	Ag001G080990
OG0000821	XP_048598705.1, XP_022569216.1, XP_013640566.1, XP_013674757.1, XP_013710533.2	Ag008G681120
OG0000822	XP_048603176.1	Ag001G018980, Ag001G018390
OG0000823	XP_013707220.1, XP_013696642.2, XP_013677262.1, XP_013696519.1, XP_048628773.1, XP_013726268.2, XP_013714565.1	Ag002G114240, Ag002G121920
OG0000823	XP_013655952.1, XP_013697151.1, XP_013737312.2, XP_022572484.2, XP_013724347.2, XP_013676771.2	Ag006G577480
OG0000824	XP_013685760.1, XP_013717489.2	Ag006G540590
OG0000824	XP_013687949.1, XP_013677350.1, XP_013695278.1, XP_013685963.1	Ag002G147870
OG0000825	XP_013648450.1, XP_048616211.1	Ag001G095080
OG0000825	XP_013734842.2, XP_013725852.1, XP_013747886.2	Ag002G203240
OG0000826	XP_048608880.1	Ag002G171730, Ag005G464020, Ag005G464010
OG0000826	XP_013692804.1, XP_013692665.1, XP_048611236.1, XP_048634751.1	Ag002G199420
OG0000827	XP_013707553.1, XP_013666722.1	Ag008G694260
OG0000827	XP_013720169.2, XP_048630770.1, XP_048624394.1	Ag006G491710, Ag006G491760
OG0000828	XP_013679381.2, XP_048608421.1, XP_013739005.2	Ag007G588830, Ag002G136950, Ag002G166470, Ag002G166850, Ag002G168170, Ag002G166440, Ag006G567320, Ag006G567300
OG0000829	XP_048607977.1	Ag007G625920
OG0000830	XP_048622434.1, XP_013729997.1, XP_013642031.1, XP_048594040.1, XP_013706155.1, XP_013653450.1, XP_048592758.1	Ag004G333900, Ag003G296810
OG0000830	XP_013717953.2, XP_013701838.1	Ag003G222850
OG0000831	XP_022543040.1, XP_013653429.1	Ag004G334320
OG0000833	XP_013719749.2, XP_048612995.1, XP_048635790.1, XP_013719747.1, XP_022550946.1, XP_013644686.2, XP_048609040.1, XP_013736270.2, XP_048609043.1, XP_013736272.2	Ag005G465030
OG0000833	XP_013704613.1	Ag001G029330
OG0000833	XP_013645059.1, XP_013751356.2	Ag001G006220
OG0000834	XP_048612874.1, XP_013708066.1, XP_048613486.1, XP_013708424.2	Ag005G453520
OG0000834	XP_013676370.3, XP_048636323.1, XP_048627369.1, XP_013727329.1, XP_048629900.1, XP_013677492.2, XP_048637944.1, XP_013709100.1	Ag001G023510
OG0000835	XP_048594083.1, XP_013658340.1, XP_013692174.1, XP_013736454.1, XP_048634897.1, XP_013749341.2, XP_013706636.1	Ag005G451000
OG0000835	XP_022572204.2, XP_013714944.1, XP_022569595.1, XP_013720639.1, XP_013749109.2, XP_048636329.1, XP_013721217.1	Ag001G018880, Ag001G019140
OG0000836	XP_013748986.3, XP_048620697.1, XP_048620699.1, XP_048620700.1, XP_048620698.1, XP_013708624.1, XP_013704324.2, XP_048620696.1, XP_022570324.2	Ag001G083990
OG0000836	XP_013707055.2, XP_013648404.2	Ag001G083970
OG0000837	XP_048621321.1	Ag004G314320
OG0000838	XP_048608921.1, XP_048609908.1	Ag005G436390, Ag005G436370
OG0000841	XP_048618862.1	Ag001G101260
OG0000841	XP_048621374.1, XP_048597831.1, XP_013640178.1, XP_013654922.1	Ag001G011490
OG0000842	XP_013707031.2, XP_013644752.1, XP_013733743.1	Ag004G395740, Ag004G391230
OG0000842	XP_013655423.2, XP_048625558.1	Ag006G574950
OG0000843	XP_048630978.1, XP_013686306.2, XP_013683664.1, XP_013674460.2, XP_013695667.2	Ag007G592090
OG0000844	XP_022575577.1, XP_013750381.1, XP_013739339.2, XP_048600737.1, XP_013724130.2	Ag005G476810
OG0000844	XP_048598654.1, XP_013747656.2, XP_048624353.1, XP_048607721.1, XP_013725099.2	Ag005G450870, Ag006G494100
OG0000845	XP_013657003.1, XP_013706284.1	Ag007G598590
OG0000846	NP_001303176.1, XP_013735165.2, XP_022562697.1, XP_013707700.2	Ag003G276640, Ag007G625700
OG0000847	XP_013652260.2, XP_013700968.2, XP_013741053.1, XP_013715362.2, XP_013737494.1	Ag007G603030, Ag007G603100
OG0000847	XP_013667291.2, XP_048625794.1, XP_048603256.1, XP_013700922.2, XP_013643130.2, XP_013672892.1	Ag008G731460
OG0000848	XP_013647611.1, XP_013673027.2, XP_013666350.1, XP_013666345.2, XP_048608582.1, XP_048627080.1, XP_048627072.1, XP_048627654.1	Ag006G514940, Ag004G298770
OG0000849	XP_013746849.1, XP_048634797.1, XP_013709936.1, XP_013751996.1	Ag002G203990
OG0000849	XP_013732716.2, XP_013732715.2	Ag006G515040
OG0000849	XP_022563563.1, XP_013660011.1	Ag001G096130
OG0000850	XP_048620836.1, XP_048597306.1, XP_048620835.1	Ag001G094320
OG0000850	XP_048609362.1	Ag002G202650
OG0000851	XP_013747807.2, XP_013691973.1	Ag002G192240
OG0000851	XP_013706960.1	Ag001G084900
OG0000851	XP_022573628.1, XP_013742166.2, XP_013748968.2, XP_048620712.1	Ag001G084910
OG0000852	XP_013649200.2, XP_013676965.1, XP_013735497.1, XP_013732686.1, XP_013672072.1, XP_013661126.1, XP_013733993.1, XP_013676952.1	Ag002G141430
OG0000853	XP_048607005.1, XP_048607004.1, XP_013676552.2, XP_013688552.1, XP_048595206.1, XP_013688553.1, XP_022544981.2	Ag007G599280
OG0000854	XP_048633763.1, XP_022556995.1, XP_013647671.3, XP_013692534.1	Ag007G595850, Ag007G595860
OG0000854	XP_013716496.2, XP_013697513.2, XP_048594250.1, XP_013729511.1, XP_013711604.1, XP_013641124.2	Ag004G307820
OG0000855	XP_048638604.1, XP_022553540.2, XP_013710285.2, XP_022550736.1, XP_013693304.2, XP_013742223.1	Ag001G055520
OG0000855	XP_048603331.1, XP_013664554.2, XP_048629745.1, XP_013661178.2, XP_013707358.2, XP_013642907.2, XP_013721080.1	Ag001G012640, Ag001G012600, Ag008G728180
OG0000857	XP_013658061.3, XP_013707079.1	Ag001G054470
OG0000857	NP_001302880.1, XP_013642419.2, XP_013745226.2, XP_013680432.2	Ag008G691830, Ag008G691890
OG0000859	XP_048622953.1, XP_048627097.1, XP_048616249.1, XP_048616248.1	Ag001G095880
OG0000860	XP_013701844.2, XP_013715890.1, XP_022547511.1, XP_048608096.1, XP_013715984.2, XP_048608101.1, XP_048617184.1, XP_048602520.1, XP_048605819.1, XP_013679056.2, XP_048623299.1, XP_013665871.2	Ag008G714050, Ag002G108580, Ag003G271750
OG0000861	XP_048615672.1, XP_048628136.1, XP_048629605.1, XP_048628245.1, XP_048628132.1, XP_048628251.1, XP_048628134.1, XP_048629611.1, XP_048628145.1, XP_048628252.1, XP_048616714.1, XP_048616713.1, XP_048616715.1, XP_048616716.1, XP_048615673.1	Ag004G300180
OG0000867	XP_013708778.3, XP_013681390.2, XP_048626420.1, XP_013716215.1, XP_048604202.1, XP_013645823.2, XP_022545155.2, XP_013645829.2	Ag004G358980
OG0000868	XP_013715514.1, XP_013670840.2, XP_048607779.1, XP_048624644.1, XP_048602977.1, XP_048602654.1	Ag006G504890
OG0000868	XP_013747462.1, XP_048607280.1, XP_013697170.1, XP_013750103.1, XP_013711963.3	Ag005G472080
OG0000869	XP_022572488.1, XP_022562703.1, XP_013726230.1, XP_048628774.1, XP_013677263.1, XP_013696530.1, XP_013697483.1, XP_013703132.1, XP_013714567.1	Ag006G577470, Ag002G121910, Ag002G114230
OG0000870	XP_013656950.1, XP_022553569.2, XP_013682179.2, XP_013655112.2	Ag007G583530
OG0000870	XP_048601876.1, XP_013642150.2, XP_013748509.1	Ag002G159030, Ag002G159010
OG0000871	XP_013750937.2, XP_048636156.1, XP_048606001.1, XP_013735698.1	Ag005G489180
OG0000871	XP_048633363.1, XP_048610719.1, XP_048615466.1, XP_022552879.2	Ag007G647160
OG0000872	XP_048634359.1	Ag007G589670
OG0000873	XP_048630795.1, XP_013683157.2, XP_048625011.1, XP_013745049.1, XP_013735760.2, XP_013681866.1, XP_013640642.1, XP_013660585.1, XP_013742258.2, XP_048614561.1	Ag007G631110
OG0000875	XP_048629240.1, XP_048613794.1, XP_013723198.2	Ag004G305710
OG0000875	XP_048612613.1	Ag004G314340
OG0000875	XP_013719267.2	Ag004G300750, Ag004G300790, Ag004G300800, Ag004G300820, Ag004G300810, Ag006G570760
OG0000875	XP_048596511.1	Ag001G094480, Ag001G094570
OG0000876	XP_048617963.1, XP_048617958.1, XP_013672922.1, XP_048632653.1	Ag005G409160
OG0000877	XP_013750994.1, XP_013750996.1, XP_048610338.1	Ag003G274620
OG0000878	XP_013650494.2, XP_013735848.1, XP_013665066.2	Ag003G294060
OG0000879	XP_013716280.1, XP_022564236.1, XP_013716281.2	Ag004G305730
OG0000883	XP_013656172.2, XP_013666767.1, XP_013725001.2, XP_022572798.2, XP_022569992.1, XP_013648593.1	Ag003G282370
OG0000884	XP_048611420.1, XP_013659973.1, XP_013699708.2, XP_013652241.3, XP_048615851.1	Ag004G353370
OG0000885	XP_013748595.1, XP_048612790.1, XP_013730501.2, XP_013722065.1, XP_013653374.2, XP_013666533.2	Ag004G339550
OG0000885	XP_013705682.1, XP_013671668.1, XP_013750362.2	Ag008G704490, Ag003G253370
OG0000886	XP_013644990.1, XP_013692216.2, XP_013712226.1, XP_013726672.1, XP_048603511.1	Ag002G158020
OG0000888	XP_022562947.1, XP_013648351.1, XP_013714457.1, XP_048597212.1, XP_013663647.1, XP_013728924.1	Ag001G088010
OG0000888	XP_013688167.1, XP_048636342.1, XP_013687877.1, XP_013744991.1, XP_013724355.1, XP_013683765.2	Ag002G194610
OG0000889	XP_013710403.1, XP_013686631.1, XP_013647993.2, XP_048616768.1, XP_013742338.1, XP_022568098.1	Ag001G078360
OG0000889	XP_013719102.1, XP_013716583.1	Ag001G051830, Ag008G708230
OG0000890	XP_013647940.1, XP_013702641.2, XP_013661164.1, XP_013678309.1	Ag001G073000
OG0000890	XP_013689046.2, XP_013723941.1, XP_022574097.2, XP_013744730.2, XP_013748343.2, XP_013692064.2	Ag002G172480
OG0000891	XP_013653375.2, XP_013666532.1, XP_013722057.1, XP_013730498.2	Ag004G339540
OG0000892	XP_013663090.2, XP_013703680.1, XP_013675348.2, XP_013700073.1, XP_022543302.1, XP_013731520.3, XP_022575338.1, XP_048635634.1, XP_013718657.1, XP_013655505.1, XP_013741092.2	Ag008G720590, Ag008G720600, Ag008G720630, Ag008G720610
OG0000893	XP_013700587.1, XP_048604334.1	Ag008G722860, Ag008G722840
OG0000893	XP_048634012.1, XP_013688661.1, XP_048602512.1, XP_013675367.2, NP_001302760.1, XP_013724652.2	Ag008G722910
OG0000895	XP_013657073.1, XP_013688159.2, XP_048596532.1, XP_022569985.1, XP_048619474.1, XP_048593178.1	Ag008G694860
OG0000897	XP_013723878.1, XP_013734715.2	Ag002G174700, Ag002G174620, Ag005G408970
OG0000897	XP_022571206.2, XP_013748374.2	Ag001G073670, Ag001G073680
OG0000900	XP_013731076.2, XP_048621261.1, XP_013712649.2	Ag004G318270
OG0000901	XP_013671639.1, XP_013691433.1, XP_013707961.1, XP_013655763.2, XP_013671613.1, XP_013671625.1	Ag002G106430, Ag002G106470, Ag002G110090, Ag002G110360, Ag002G106760, Ag002G135500, Ag002G137030, Ag002G110470, Ag002G106810, Ag002G110430, Ag002G106860, Ag002G107110, Ag002G106330, Ag002G110030, Ag002G106310, Ag002G110010, Ag002G106320, Ag004G383690, Ag004G383680, Ag004G383700, Ag004G383670, Ag004G383660, Ag001G101940, Ag004G310630
OG0000902	XP_013724163.2	Ag005G448830, Ag006G499950, Ag006G556040, Ag004G380760, Ag006G500460
OG0000903	XP_048631177.1, XP_048627307.1, XP_048616513.1	Ag007G606890, Ag007G607170, Ag007G583600
OG0000904	XP_013714816.2, XP_048626246.1, XP_048626250.1, XP_013678740.1, XP_048627692.1, XP_013680281.1, XP_013668152.1, XP_013701999.1, XP_013720408.1, XP_048606409.1, XP_013670750.2	Ag003G270500
OG0000905	XP_048625333.1, XP_048598399.1	Ag007G604440
OG0000905	XP_048590850.1	Ag008G732110, Ag008G732100, Ag008G732090, Ag008G732190, Ag008G732180
OG0000906	XP_022569132.2, XP_013715727.2, XP_048603573.1, XP_048603610.1, XP_048627786.1, XP_013726709.2, XP_013680295.1	Ag007G604020
OG0000907	XP_013721932.1, XP_013671023.1	Ag006G574330, Ag002G110330, Ag002G106670
OG0000908	XP_013705209.1, XP_013644948.1	Ag003G295200
OG0000908	XP_013655220.1, XP_048636093.1	Ag003G289930, Ag001G092530, Ag004G376260, Ag002G120590, Ag005G420800, Ag005G483400
OG0000909	XP_048633259.1	Ag001G038920
OG0000909	XP_048625087.1, XP_013667601.2, XP_022567527.1, XP_013729373.2	Ag007G621310
OG0000910	XP_022565805.2, XP_013710322.2, XP_048598974.1	Ag008G711170, Ag003G236540
OG0000910	XP_013713163.2, XP_013642460.2	Ag008G711150, Ag008G711120, Ag003G236560
OG0000912	XP_013735382.3, XP_048607027.1, XP_013736188.2	Ag006G510040
OG0000913	XP_013666750.1, XP_013653338.1, XP_013730480.2, XP_013698467.1, XP_013738228.1, XP_013743689.1, XP_013649051.1	Ag003G241770
OG0000913	XP_013649029.1, XP_013703084.2, XP_013691218.2, XP_013701601.1	Ag004G344730
OG0000914	XP_048623673.1, XP_048596285.1, XP_048606045.1, XP_013745042.2, XP_048623431.1	Ag005G486360
OG0000915	XP_013663249.2, XP_013663117.2, XP_022553251.2, XP_013640111.2, XP_048633965.1, XP_013681595.1	Ag001G070720
OG0000915	XP_048634486.1, XP_013744680.2, XP_013692061.2, XP_013748432.2, XP_048636541.1, XP_013683569.1, XP_013683573.2	Ag002G166980
OG0000916	XP_048613111.1, XP_048590926.1	Ag002G131950
OG0000917	XP_013657336.2, XP_013677828.2, XP_013698268.2, XP_013746948.2, XP_013743623.2, XP_048595604.1, XP_013652957.1, XP_013750729.1, XP_013652954.1, XP_013652958.1, XP_013697793.1, XP_013708036.1	Ag004G317260
OG0000917	XP_013657339.1, XP_048594178.1, XP_013657338.1, XP_013677830.2	Ag004G317230, Ag004G317250
OG0000918	XP_048624994.1, XP_013667502.2, XP_048599125.1	Ag002G120930, Ag002G115470, Ag006G560620
OG0000919	XP_048631451.1, XP_013640065.2, XP_048614434.1, XP_048635677.1, XP_013679779.1, XP_013739451.2	Ag005G458750, Ag005G458780, Ag005G458790, Ag005G458810
OG0000920	XP_013732880.1, XP_013732600.1, XP_013670369.1, XP_048607403.1, XP_013732597.1	Ag001G003940
OG0000920	XP_048637703.1	Ag001G003680
OG0000921	XP_013699457.1, XP_013640844.2, XP_013715066.3, XP_013735862.1	Ag001G018380
OG0000921	XP_013640845.2, XP_022569597.2	Ag001G018330
OG0000921	XP_048635524.1, XP_013749108.2, XP_013721184.1, XP_022569604.2, XP_013699204.1	Ag001G018360, Ag001G018970
OG0000923	XP_048633428.1, XP_022570559.1, XP_013640708.2, XP_022570149.1, XP_022554960.2	Ag004G387270, Ag004G392580, Ag004G387190, Ag004G392440, Ag004G387200, Ag004G392470, Ag004G392480, Ag004G392490, Ag004G387180, Ag004G392560, Ag004G392650, Ag004G387380, Ag004G392640, Ag004G387370
OG0000924	XP_048619361.1, XP_013673619.1, XP_048608840.1, XP_013668991.1, XP_048593783.1, XP_048593226.1, XP_048618536.1, XP_013651469.1, XP_048595597.1	Ag005G412730
OG0000925	XP_013669703.1, XP_013689519.2	Ag005G450210
OG0000930	XP_013669973.1, XP_048618720.1, XP_013669798.1, XP_013744433.2, XP_013732478.1, XP_048621077.1	Ag005G404930
OG0000930	XP_013685934.1, XP_013667672.2, XP_022546415.1, XP_013713310.1, XP_013725454.1, XP_013659296.1	Ag003G257690
OG0000931	XP_048636008.1, XP_013696903.2, XP_048606125.1, XP_013736009.2	Ag001G080410
OG0000931	XP_022575537.1, XP_048615228.1, XP_048609078.1, XP_013729579.3, XP_013648168.2, XP_013736134.1	Ag005G473850
OG0000932	XP_048611057.1, XP_048634518.1, XP_013685988.2, XP_048636519.1, XP_013738307.2, XP_013689010.2	Ag002G171550
OG0000932	XP_013750106.1, XP_013646628.1, XP_013747420.1, XP_013711645.1, XP_013648198.1, XP_013697516.1	Ag005G472050
OG0000933	XP_013674751.1, XP_013710632.2	Ag008G681890
OG0000933	XP_013733905.2, XP_013687306.1	Ag007G585580
OG0000934	XP_048590787.1, XP_013672700.2	Ag006G570990
OG0000934	XP_048632842.1, XP_048627608.1, XP_013743593.2	Ag006G571050
OG0000934	XP_013672703.1	Ag016G742450
OG0000934	XP_048594714.1	Ag016G742540
OG0000934	XP_048629706.1	Ag016G742490
OG0000935	XP_013740813.1, XP_013705914.2, XP_013664577.1, XP_013699347.2	Ag002G129910
OG0000935	XP_013737543.2, XP_048618941.1, XP_013717508.1, XP_048594731.1, XP_013656153.2, XP_013737449.2, XP_013734947.2, XP_013671127.2	Ag006G564030
OG0000936	XP_022561259.1, XP_013669865.1	Ag006G565840
OG0000937	XP_048619047.1, XP_013737712.1	Ag006G544390, Ag006G543190
OG0000937	XP_013710268.2	Ag006G544370, Ag006G543200
OG0000938	XP_048590865.1, XP_048593818.1, XP_048606301.1	Ag003G292310
OG0000938	XP_013735960.1, XP_013654640.2, XP_022547997.2, XP_013724312.2, XP_013656254.1	Ag003G294240
OG0000939	XP_048619414.1, XP_013644958.1, XP_048619411.1, XP_048590867.1, XP_013652959.2, XP_013735932.1, XP_048593820.1, XP_048606294.1	Ag007G584600
OG0000939	XP_048597502.1	Ag006G521150
OG0000940	XP_048638136.1, XP_013685131.2, XP_048632580.1, XP_013699256.1	Ag005G425360
OG0000940	XP_013642213.1, XP_013647124.2, XP_048607213.1, XP_013701636.1, XP_013656477.2	Ag003G286800
OG0000941	XP_013685550.1, XP_013656768.2, XP_048610216.1, XP_048634016.1	Ag001G037490
OG0000941	XP_022571841.2, XP_013696783.2	Ag007G590180, Ag004G304180
OG0000943	XP_022572223.1	Ag005G483340
OG0000943	XP_022571267.1, XP_022552951.1, XP_013643942.1, XP_013707299.1	Ag002G206070
OG0000945	XP_022559446.1	Ag005G483760, Ag005G483840
OG0000946	XP_048607693.1, XP_013723411.2	Ag006G491460
OG0000946	XP_013732736.2, XP_013750044.2	Ag006G491470
OG0000947	XP_013720942.2, XP_013667784.2, XP_022574312.2, XP_013728377.2, XP_048602341.1, XP_013662340.1	Ag007G619340
OG0000947	XP_048636244.1, XP_048614284.1, XP_013700349.1, XP_048601995.1, XP_013735674.2, XP_022571953.2	Ag005G489830
OG0000948	XP_013691990.1, XP_013662765.1, XP_013742331.1	Ag001G077950
OG0000950	XP_022558888.1, XP_022561484.1, XP_013686245.2, XP_013643952.2	Ag007G635230
OG0000952	XP_048593573.1, XP_048626627.1, XP_048593574.1, XP_022551239.1	Ag002G197770
OG0000952	XP_013652502.2, XP_013652454.1	Ag008G704670, Ag003G213670
OG0000953	XP_013704046.2, XP_013737023.1, XP_013686864.2, XP_013677901.2	Ag001G060070
OG0000954	XP_048630729.1, XP_048637012.1, XP_013713005.1, XP_013641483.2, XP_022569938.1, XP_013641496.2, XP_048600477.1	Ag005G450110
OG0000954	XP_048630730.1, XP_048635530.1, XP_022569943.1	Ag005G450090
OG0000955	XP_048612615.1, XP_013725025.1, XP_048635336.1, XP_048635309.1, XP_048628359.1, XP_022558053.1	Ag001G006030
OG0000956	XP_013746249.1	Ag003G263170
OG0000956	XP_048627484.1, XP_048615862.1	Ag001G030160
OG0000958	XP_013717757.2, XP_013674071.2, XP_013718731.1, XP_013701547.2	Ag004G375200, Ag004G376640, Ag004G382490
OG0000962	XP_013725868.1, XP_048633406.1	Ag007G650200
OG0000963	XP_013728855.2, XP_013746151.1, XP_013668279.1, XP_013729838.1, XP_048628901.1	Ag006G493250
OG0000963	XP_048600744.1, XP_013750360.2, XP_022559244.1, XP_013724086.1, XP_048606141.1, XP_013681770.2	Ag005G477250
OG0000964	XP_048598677.1, XP_013749408.2, XP_048608815.1, XP_013684045.2, XP_048608812.1, XP_022570867.2, XP_048595742.1, XP_013750222.1, XP_048595745.1	Ag001G041470
OG0000965	XP_013642611.2, XP_013640503.1	Ag005G468820
OG0000965	XP_022572528.2, XP_048629696.1, XP_022545651.1, XP_048627577.1, XP_048629085.1, XP_048590727.1, XP_013672687.1	Ag006G571620
OG0000966	XP_013672704.1, XP_048629708.1, XP_048605833.1	Ag016G742560
OG0000966	XP_013716032.2, XP_048627607.1, XP_013743599.1, XP_013718534.3, XP_048627665.1	Ag006G571080, Ag006G571000, Ag006G571070, Ag006G571040
OG0000967	XP_013712067.2, XP_013712066.1	Ag006G534460
OG0000967	XP_013649994.1, XP_013695934.1	Ag003G215100
OG0000967	XP_048592726.1, XP_013748585.1, XP_013698308.1	Ag004G338710
OG0000968	XP_048616542.1, XP_048633513.1, XP_048633514.1, XP_048612189.1	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730
OG0000968	XP_013746895.2, XP_013670095.1	Ag007G646160
OG0000970	XP_013661906.2, XP_013661904.3, XP_013686230.2	Ag008G734440
OG0000971	XP_013740884.2, XP_013747442.1, XP_022570617.1, XP_013727571.2, XP_022562384.2, XP_048636172.1	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720
OG0000972	XP_013740936.1, XP_048606073.1, XP_048592247.1, XP_048617944.1	Ag005G482730, Ag001G085130, Ag005G482780
OG0000973	XP_013647846.1, XP_048602042.1, XP_013732677.2, XP_013696788.2, XP_013684464.3, XP_013735918.2	Ag005G482050
OG0000974	XP_013650863.2, XP_048634474.1, XP_022557158.1	Ag007G655720
OG0000975	XP_022557365.2, XP_048594050.1, XP_013641861.1, XP_048612657.1, XP_048612664.1, XP_013641860.1	Ag004G332690, Ag004G332610
OG0000977	XP_013670347.2	Ag004G343430
OG0000977	XP_013642596.2, XP_013647822.2	Ag002G104830
OG0000978	XP_013663790.2, XP_013688689.2, XP_022543240.2	Ag001G000370
OG0000978	XP_048590744.1	Ag004G398270
OG0000979	XP_013654045.1	Ag001G030400
OG0000979	XP_013679596.2, XP_013739262.2, XP_022567618.1, XP_022549493.2	Ag001G032290
OG0000980	XP_048615846.1	Ag002G204470
OG0000981	XP_013651547.2	Ag006G553230
OG0000982	XP_048615842.1, XP_048601662.1, XP_022554012.1, XP_048606697.1	Ag008G687800
OG0000983	XP_022548737.2, XP_022553131.2, XP_022573226.1, XP_013665325.2, XP_022566275.1	Ag008G715890, Ag008G715860, Ag008G715790, Ag008G715650
OG0000987	XP_048615132.1	Ag004G384140, Ag007G578930
OG0000988	XP_013728481.1, XP_013715281.2	Ag006G501550
OG0000989	XP_048595917.1, XP_048623481.1, XP_048631161.1	Ag002G180510
OG0000991	XP_013671837.2, XP_048594971.1	Ag006G540660
OG0000991	XP_013715110.2, XP_048621440.1, XP_022559289.2, XP_013717486.1	Ag006G540640
OG0000992	XP_013715961.2, XP_013710672.1, XP_013705730.2, XP_048612245.1	Ag006G521790
OG0000992	XP_013691607.2, XP_013669339.1, XP_048619419.1	Ag003G295070
OG0000993	XP_013657069.2, XP_013686792.1, XP_013686793.1, XP_013702408.1, XP_013661794.1	Ag005G426760
OG0000993	XP_022543529.2, XP_013644290.1	Ag005G479520
OG0000994	XP_048630584.1, XP_048636811.1	Ag006G577170, Ag007G592850
OG0000994	XP_022571594.1, XP_013683273.2, XP_048610281.1	Ag007G592860
OG0000995	XP_013734144.1, XP_013742756.2, XP_048634325.1, XP_022557085.1	Ag007G590980
OG0000996	XP_013696459.1, XP_048599454.1, XP_013716282.1	Ag004G305800
OG0000997	NP_001302700.1, NP_001302513.1, XP_013657351.1, XP_013671783.2, XP_013731099.1, XP_048626255.1, XP_013711569.1	Ag005G486060
OG0000998	XP_013692936.1, XP_013748313.2, XP_013716901.1, XP_013734586.2, NP_001303044.1, XP_013744841.1	Ag002G182950
OG0000998	XP_013686476.1, XP_048597121.1, XP_013651397.2, XP_013746470.1	Ag001G078690
OG0001000	XP_022554376.1, XP_013727999.2, XP_013713988.3, XP_013666007.2	Ag007G615900, Ag007G615960
OG0001000	XP_022555447.1, XP_013736812.1, XP_013724944.1	Ag004G346220, Ag005G417250
OG0001001	XP_013644013.2, XP_013647247.1, XP_013675356.1	Ag008G720120, Ag004G378400, Ag008G720060, Ag008G720070
OG0001002	XP_013749862.2, XP_022568113.2, XP_013691615.1, XP_013646265.1, XP_013700293.1, XP_048634925.1	Ag005G469530, Ag005G469570
OG0001003	XP_013698095.1, XP_013702812.1, XP_013682811.2, XP_013676069.1	Ag005G462850
OG0001003	XP_048628498.1, XP_013746609.1, XP_048628207.1, XP_048628219.1, XP_013698089.2	Ag001G008110
OG0001004	XP_048608560.1	Ag002G183790
OG0001004	XP_022556308.2, XP_013747361.2, XP_022563473.2, XP_022575964.2	Ag002G185100
OG0001005	XP_048596447.1	Ag007G628220
OG0001008	XP_048631157.1, XP_013685935.1, XP_048593660.1	Ag003G257270
OG0001008	XP_013661497.2, XP_013681579.2	Ag003G257150
OG0001009	XP_013682946.2, XP_013698325.1, XP_013656328.2, XP_013685925.3, XP_048606463.1	Ag003G272930
OG0001009	XP_013695677.1, XP_013667664.1	Ag003G258530
OG0001010	XP_013677336.1, XP_048594521.1, XP_013659030.1, XP_048635179.1, XP_013639860.1, XP_013731419.1, XP_048612854.1	Ag007G578710
OG0001010	XP_013688670.1, XP_048629627.1, XP_022570392.1, XP_013659519.2, XP_013747309.1	Ag002G164050
