Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0003759	XP_013646571.2, XP_048614048.1, XP_048621222.1, XP_048597685.1, XP_048622358.1, XP_022546515.1	El002G098800
OG0003760	XP_048594237.1, XP_048622259.1, XP_013750856.1, XP_013640993.2, XP_013693469.1, XP_013713930.1, XP_013716192.2	El002G132800
OG0003762	XP_048604084.1, XP_013686284.2, XP_013714841.2, XP_048603491.1, XP_048610078.1, XP_048615460.1, XP_048603546.1	El006G298920
OG0003763	XP_048595625.1, XP_048625881.1	El005G278790
OG0003763	XP_048599361.1, XP_013696566.1	El002G085980
OG0003764	XP_013684355.1, XP_013735326.2	El001G001270
OG0003765	XP_013667798.2, XP_048625097.1	El001G065470
OG0003765	XP_048614186.1, XP_048638388.1	El002G102440
OG0003766	XP_048598149.1, XP_013720871.1	El001G065320
OG0003767	XP_013661055.2, XP_013724609.2, XP_048602628.1, XP_048628282.1, XP_013700741.2	El001G056620, El001G056630, El001G056640
OG0003768	XP_013659201.1, XP_013695730.1, XP_048617101.1, XP_048604566.1, XP_013722117.2, XP_048629724.1	El007G327670
OG0003769	XP_013731389.2, XP_013716802.1, XP_013732070.1, XP_013682434.1, XP_013683742.1, XP_013682928.1	El007G333250
OG0003771	XP_013716568.2, XP_013727170.2, XP_013732350.1, XP_013682407.1	El007G332790
OG0003772	XP_013656243.1, XP_048594825.1, XP_013656434.2, XP_048601137.1	El003G148850
OG0003773	XP_048602857.1, XP_013689700.2, XP_013703026.2, XP_022544850.2, XP_013652228.2, XP_022550570.2, XP_048616090.1, XP_048591852.1	El004G220290
OG0003774	XP_048617222.1, XP_013649380.1	El004G220700
OG0003775	XP_013652504.2	El004G231870
OG0003776	XP_013719131.2, XP_013733722.1, XP_048626331.1, XP_048600525.1, XP_048600526.1, XP_048630865.1, XP_013687376.1, XP_048617538.1, XP_048592353.1	El004G232230
OG0003777	XP_013652495.2, XP_013674937.1, XP_013652079.2, XP_013674766.2	El004G232430, El002G120410
OG0003778	XP_048635351.1, XP_013721305.1, XP_013675695.2, XP_013648070.3, XP_013641127.3, XP_048637806.1	El005G257350
OG0003779	XP_048614862.1, XP_048628515.1, XP_048627870.1	El005G258280
OG0003781	XP_013710817.1, XP_013682126.2, XP_013730360.2, XP_013752454.1	El004G229710, El001G015180, El005G266950, El001G015170
OG0003782	XP_022555413.2, XP_013741187.1, XP_048619457.1, XP_022555480.2	El005G270090
OG0003783	XP_013652885.1, XP_013702789.1, XP_013685108.1, XP_013736737.2	El005G270730
OG0003784	XP_013656418.2, XP_013702261.1, XP_048629847.1, XP_013649396.1, XP_013692293.1, XP_013640414.1, XP_013714611.2	El002G140750
OG0003786	XP_048630007.1, XP_013749037.2, XP_013641315.1, XP_013640740.2, XP_048616399.1	El002G136320
OG0003787	XP_013752539.1, XP_048637036.1, XP_013721212.2, XP_013646981.2, XP_013646406.2	El002G133960
OG0003788	XP_013750561.1, XP_013742548.1, XP_048597081.1, XP_013710459.2, XP_013742550.1, XP_013640253.1, XP_013652157.2, XP_013705353.2	El001G024740
OG0003790	XP_013696112.2, XP_048634855.1, XP_022556087.1, XP_048609715.1, XP_048609716.1, XP_048609719.1, XP_048609718.1, XP_048633903.1	El001G027590
OG0003791	XP_048633895.1, XP_013742202.1	El001G028020
OG0003796	XP_013680865.1, XP_048607970.1	El001G006690, El001G006680, El001G006700
OG0003797	XP_013695861.2, XP_013662863.1	El002G109670
OG0003798	XP_013653435.1, XP_013707141.1, NP_001302539.1, XP_048638482.1	El002G104740
OG0003799	XP_013652236.1, XP_022560943.1	El004G219600
OG0003799	XP_013642090.1, XP_048612608.1	El002G111780
OG0003800	XP_048597483.1	El003G192490
OG0003801	XP_013652800.1, XP_013661322.1, XP_013652799.1	El007G322750
OG0003802	XP_022554266.1, XP_013725580.1	El007G328490
OG0003804	XP_013659342.1, XP_013726435.1, XP_013680726.1, XP_013740412.1, XP_013691457.1, XP_013650827.1	El006G305550, El006G305560, El006G305570
OG0003805	XP_013738746.1, XP_022553119.1	El007G349020, El007G349040
OG0003806	XP_013646141.1, XP_013665875.2	El001G057960
OG0003807	XP_048625733.1, XP_013659180.1, XP_013742659.1, XP_048604355.1, XP_048604356.1, XP_013670352.1, XP_022568103.1, XP_048627795.1, XP_048630629.1	El007G330040
OG0003808	XP_022557144.2, XP_022574584.1, XP_013660528.1, XP_013659515.2, XP_013660526.1, XP_048592083.1, XP_048634448.1, XP_013746164.1	El002G135230, El002G134900
OG0003810	XP_022553960.1	El001G019190
OG0003811	XP_048598209.1, XP_048625060.1, XP_048624117.1, XP_048625059.1, XP_048598210.1, XP_048602371.1, XP_048604828.1, XP_048602372.1, XP_048600216.1, XP_013671133.2, XP_013671151.2, XP_013671170.2	El001G064270
OG0003813	XP_048592906.1, XP_013687193.1, XP_048633456.1	El003G192090
OG0003823	XP_013656379.2, XP_013712558.1, XP_013750408.2, XP_013671678.2, XP_013705109.1, XP_022572692.1	El003G155710
OG0003824	XP_013735953.2, XP_022545720.2, XP_048601218.1, XP_048601219.1, XP_048601223.1, XP_048636448.1, XP_013652525.2, XP_048601221.1	El003G151330
OG0003826	XP_048632742.1, XP_048615907.1	El005G260720
OG0003826	XP_048627365.1	El007G353010, El005G275890, El001G046160
OG0003827	XP_022569993.1, XP_013649011.2	El003G147780, El005G273690
OG0003828	XP_013647460.2, XP_013659427.1	El002G118350
OG0003829	XP_048630469.1, XP_013690415.2, XP_048629636.1	El006G295440
OG0003829	XP_013662318.1, XP_013750170.1	El002G118820
OG0003830	XP_048598872.1, XP_022570042.1	El004G210620, El006G309520, El006G309500
OG0003831	XP_048597818.1, XP_013716423.2, XP_013695537.1, XP_013646437.2	El002G092930
OG0003832	XP_048620404.1, XP_022566391.2, XP_013724232.1, XP_013684467.1	El001G036320, El003G184660
OG0003833	XP_013748810.1, XP_048636796.1, XP_048610269.1	El004G203630, El006G302240
OG0003834	XP_048625942.1, XP_013644780.1, XP_013664521.2, XP_013661516.1	El002G089010, El004G194060
OG0003835	XP_022576410.2, XP_013742614.1	El002G095930
OG0003836	XP_013725306.2, XP_013746210.1	El001G080990
OG0003837	XP_048603510.1, XP_048602711.1, NP_001303058.1, XP_048602703.1, XP_022549485.2, XP_013737492.1	El001G072400
OG0003838	XP_048598683.1, XP_013698811.2, XP_013683321.2, XP_013640540.1	El007G342680, El007G342690
OG0003839	XP_013733896.1, XP_013733561.1, XP_013733588.1, XP_048598767.1, XP_048624398.1, XP_013686004.2, XP_048603138.1	El007G338050
OG0003840	XP_013713921.1, XP_013665785.1, XP_013676184.1, NP_001302757.1, XP_048608289.1, XP_048629297.1	El002G136220, El007G336560
OG0003842	XP_013666089.1, XP_013666068.1, XP_048625200.1, XP_013666091.1, XP_013679427.1, XP_048602807.1	El001G068810
OG0003843	XP_048627454.1, XP_048602772.1, XP_048607860.1, XP_013726158.1	El001G070120
OG0003844	XP_013707200.2, XP_013697904.2, XP_013706576.1, XP_048603847.1, XP_048623083.1, XP_048596617.1	El007G364530
OG0003845	XP_048638452.1, XP_013728082.1	El003G167640
OG0003846	XP_013732648.2, XP_013740735.2	El003G161350
OG0003847	XP_048619025.1, XP_013740734.1, XP_013738683.2, XP_048629568.1, XP_048600063.1, XP_048607273.1, XP_048593778.1	El003G161320
OG0003848	XP_013639902.2, XP_048635515.1, XP_048614692.1, XP_048617700.1, XP_048594959.1, XP_048621707.1	El002G121670
OG0003849	XP_048614788.1, XP_022575273.2, XP_048636285.1, XP_022561541.2, XP_022546595.1, XP_022564040.1, XP_013715151.2	El002G122160
OG0003850	XP_013749243.1, XP_013722587.1, XP_013699340.1, XP_013653005.2, XP_013749633.2, XP_013731010.1	El002G129350
OG0003851	XP_022558613.1	El002G115880
OG0003852	XP_048607214.1, XP_013674379.3, XP_013656482.2, XP_048619351.1, XP_013748847.1, XP_013642733.2, XP_013647569.2, XP_048627636.1	El003G146310
OG0003853	XP_013723038.1, XP_013685005.2	El003G144530
OG0003854	XP_048633348.1, XP_013732872.1, XP_013687450.2, XP_048630389.1, XP_022560270.1, XP_013732876.1, XP_013742974.2, XP_013743501.2, XP_013672036.1	El003G186110
OG0003855	XP_013693033.2, XP_048617185.1	El001G011330
OG0003857	XP_013751522.1, XP_013729902.1	El007G356450
OG0003858	XP_013649252.2, XP_048591952.1	El007G356430, El002G134500
OG0003859	XP_048612796.1, XP_013688803.3	El001G007350
OG0003860	XP_048610809.1, XP_048636709.1, XP_013690440.1, XP_013747981.1	El006G283830, El003G177510, El006G284360
OG0003861	XP_048618319.1	El002G127060, El007G363460, El007G363630, El007G363540
OG0003862	XP_022543741.2, XP_013733257.2	El007G364550
OG0003863	XP_013728326.1, XP_013714294.1, XP_013716013.2, XP_013697071.2, XP_013703887.1, XP_013693454.2	El007G366830
OG0003864	XP_013741877.2, XP_013671887.2, XP_048620879.1, XP_013716849.2, XP_048616272.1, XP_022544674.2	El001G034980, El004G210450
OG0003865	XP_013711578.2, XP_013747614.2	El006G281280
OG0003867	XP_013730114.1, XP_013723538.2	El001G081450
OG0003868	XP_022567745.1, XP_048598994.1	El007G330230
OG0003868	XP_013675790.2, XP_048590751.1	El001G014070
OG0003869	XP_013659055.2, XP_013666208.2, XP_048623284.1, XP_013665855.2	El007G330440, El007G330450
OG0003870	XP_013726737.2, XP_013681238.2, XP_013681226.2, XP_013682171.1, XP_013695402.3, XP_013665854.1	El007G330550
OG0003871	XP_013680548.1, XP_022568830.2, XP_048606060.1, XP_013642462.1	El007G330920, El003G168030
OG0003872	XP_048625455.1, XP_013660401.1	El001G000730, El001G001020, El001G000720
OG0003873	XP_022561371.1, XP_048626306.1, XP_013731185.1, XP_013719467.1	El006G305470, El001G001780
OG0003874	XP_013711389.1, XP_048625522.1, XP_013722956.2, XP_048595189.1, XP_013688419.1, XP_048607461.1, XP_022571581.2, XP_048607459.1, XP_013736168.2	El001G003320
OG0003875	XP_013666400.2, XP_013697092.1	El002G085940
OG0003876	XP_013687062.1, XP_013742750.2, XP_013734121.1	El006G300780
OG0003877	XP_013742781.1	El006G315430, El004G213330
OG0003877	XP_048619112.1, XP_013738181.3	El003G157100
OG0003878	XP_013685394.1, XP_048602209.1, XP_048636052.1, XP_013693655.2, XP_048606086.1, XP_013735904.2	El005G241520
OG0003879	XP_013750612.2, XP_013703310.1, XP_048629775.1, XP_013685490.2	El005G242540
OG0003881	XP_013650313.2, XP_013726951.2	El004G233430
OG0003882	XP_013646683.2, XP_013723305.1, XP_013660234.1, XP_048621117.1, XP_013660232.2, XP_048594081.1, XP_048622405.1	El002G102400
OG0003884	XP_022546721.2, XP_013731942.1, XP_048592666.1	El002G111410
OG0003885	XP_013739577.1, XP_048600125.1	El003G159770
OG0003886	XP_013712427.1	El006G317220
OG0003887	XP_013730984.2, XP_048621220.1, XP_048638267.1, XP_048614052.1	El002G098900
OG0003890	XP_048634328.1, XP_013675703.1, XP_013677459.2, XP_048636774.1, XP_048610425.1	El006G301020
OG0003891	XP_022553803.1, XP_048626512.1, XP_013738735.1, XP_013740180.1, XP_048604617.1, XP_013659921.2, XP_013666026.2, XP_048625099.1, XP_013720907.1, XP_048625101.1	El001G065530
OG0003893	XP_048608000.1, XP_048627181.1, XP_022570791.2, XP_013690736.2	El001G062410
OG0003894	XP_013732996.1	El001G049460
OG0003894	XP_022561430.2, XP_048601902.1, XP_048603952.1	El001G049470
OG0003895	XP_013745317.1, XP_013696791.1, XP_013695946.1, XP_048605995.1, XP_013740865.2	El001G028530
OG0003895	XP_048611764.1	El001G028520
OG0003896	XP_022559245.2, XP_022548003.1	El007G345400
OG0003897	XP_048598546.1, XP_013728475.2	El001G076240
OG0003898	XP_048607764.1, XP_013724329.1, XP_013737837.1, XP_013715492.2, XP_013718979.1	El002G139110, El001G077330
OG0003899	XP_013644026.1, XP_013643762.2	El003G189420
OG0003901	XP_013703564.2, XP_013642622.1, XP_013639888.1	El001G017330, El007G328080
OG0003902	XP_013647819.2, XP_013666867.1, XP_013642757.1, XP_013707557.1	El001G016490
OG0003902	XP_013706273.2, XP_013716765.2	El007G332490
OG0003903	XP_048616184.1, XP_013700895.3, XP_013649318.3, XP_048590866.1, XP_013706097.1	El003G143200
OG0003904	XP_013648729.1, XP_013693665.3, XP_048605235.1, XP_013717980.1	El004G229440
OG0003905	XP_013721149.1, XP_048591729.1, XP_013676763.1, XP_013693642.2, XP_048617447.1, XP_013717852.1, XP_022560207.1, XP_048617446.1, XP_013717880.1	El004G229350
OG0003906	XP_048592700.1, XP_013698148.2, XP_013662874.3	El002G108830
OG0003906	XP_013652373.1, XP_013701362.1	El004G225950
OG0003907	XP_013690933.2, XP_013746370.2, XP_048603675.1, XP_013718683.1	El004G228710
OG0003908	XP_048617541.1, XP_013650113.1, XP_013701646.1, XP_013648642.1, XP_048629887.1, XP_013676904.1, XP_013676805.2	El004G232310
OG0003909	XP_048592381.1, XP_013725924.2, XP_013676881.2, XP_022551000.1, XP_048617572.1, XP_048592388.1	El004G232910
OG0003910	XP_048612931.1, XP_013733092.1, NP_001302596.1, XP_013741057.1, XP_013705572.1	El005G250460, El001G045770, El001G045780, El005G250450, El002G102260
OG0003911	XP_048597634.1	El004G216340
OG0003912	XP_013646321.1, XP_013701447.1	El002G138790, El002G138800
OG0003913	XP_013741025.1, XP_013701360.1, XP_048612952.1, XP_048635763.1, XP_048612951.1, XP_048635761.1, XP_048627974.1	El005G252380
OG0003914	XP_048606510.1, XP_013655523.2, XP_013702381.2, XP_013640364.1	El002G136930
OG0003915	XP_013639915.2, XP_048630753.1, XP_048614607.1, XP_013669685.1, XP_013744130.1	El005G256450
OG0003916	XP_048600464.1, XP_048628695.1, XP_048635375.1, XP_013641162.1, XP_022572192.1, XP_013721298.2	El005G257300
OG0003917	XP_048615091.1, XP_048635313.1, XP_022575285.1	El005G257960
OG0003918	XP_013695281.2, XP_013674893.1, XP_013681202.1, XP_013720652.2	El005G258460
OG0003919	XP_013701139.1, XP_013746738.2, XP_013746737.1, XP_013743103.2, XP_013700919.1	El005G260130, El005G260120
OG0003920	XP_013736560.3, XP_022555358.1, XP_048609213.1, XP_013712948.2, XP_013732920.1, XP_013662978.1, XP_048626453.1, XP_013696120.1	El005G261980
OG0003921	XP_013703384.1, XP_048595614.1	El005G277930
OG0003921	XP_048598627.1	El001G010650
OG0003922	XP_048627147.1, XP_013749005.2, XP_048616663.1	El002G138830, El002G138820, El002G138150
OG0003923	XP_013659886.1, XP_013659887.1, XP_022570826.2, XP_013646480.2	El002G131350, El002G131360
OG0003924	XP_013745683.1, XP_013737131.2, XP_013734386.1, XP_013644402.1, XP_013662959.2, XP_022561160.2	El001G022070
OG0003925	XP_013647456.1, XP_013729580.1	El001G026090, El001G026110
OG0003926	XP_022544650.2, XP_013750215.1, XP_022546982.1, XP_013712054.1	El001G033030
OG0003928	XP_013731636.1, XP_013682785.2, XP_013704711.1, XP_013658039.2, XP_048604984.1, XP_048601722.1	El005G238700
OG0003929	XP_048621350.1	El003G173950, El004G214310, El002G132440, El002G132420, El002G132450, El002G132480, El002G132470
OG0003930	XP_013730472.1, XP_013673049.2	El002G083190
OG0003931	XP_013690882.3	El003G190630
OG0003931	XP_022569979.1, XP_013664585.2	El002G101730
OG0003933	XP_013665655.2, XP_013675583.1, XP_048638550.1, XP_022566196.2, XP_022547386.2, XP_013705867.2, XP_013647441.2	El001G045520, El001G045480
OG0003935	XP_048624789.1, XP_022553543.1, XP_048603090.1, XP_048602665.1, XP_022549440.2, XP_013746784.1	El001G074590
OG0003936	XP_022561331.1, XP_013656515.1, XP_022567624.1, XP_048622184.1, XP_048598015.1, XP_048600149.1	El003G159100
OG0003938	XP_013730523.2, XP_013731426.1, XP_013653343.1, XP_013653342.2	El002G108410
OG0003940	XP_013740392.1, XP_013691641.1	El007G340820
OG0003941	XP_048619686.1, XP_013745439.2	El005G273140, El005G273150
OG0003948	XP_048601297.1, XP_013685752.2	El003G153200
OG0003949	XP_013720360.1	El003G152370
OG0003949	XP_013667995.1, XP_048601264.1	El003G152380
OG0003950	XP_048630457.1, XP_048627359.1, XP_013749178.2, XP_013749180.2, XP_013731477.2, XP_048615041.1, XP_013714998.2, XP_013677341.1	El002G119370
OG0003951	XP_013743627.2, XP_048625731.1, XP_013737372.1, XP_013706196.2, XP_048602200.1, XP_013743640.1, XP_013655740.2, XP_013712463.1	El003G171290
OG0003952	XP_048595192.1, XP_048625524.1, XP_048604130.1, XP_048607021.1, XP_022571905.2, XP_048607462.1	El004G208810
OG0003953	XP_022559796.2, XP_013673729.2, XP_013670229.2	El004G200170
OG0003954	XP_048596658.1, XP_048628716.1, XP_048624473.1, XP_013693582.1, XP_048599784.1, XP_013691812.2, XP_013736155.1, XP_013664978.2	El001G037080
OG0003955	XP_013660323.2, XP_013703986.1, XP_013713985.1, XP_013690748.1, XP_013734726.2, XP_048600084.1, XP_048627382.1	El001G037990
OG0003956	XP_013697873.1, XP_048628265.1, XP_013724870.1, XP_013644643.1	El006G281780
OG0003957	XP_013725043.2, XP_013687856.1, XP_013647494.2, XP_048618069.1	El001G042480
OG0003958	XP_022570587.1, XP_013741952.2	El003G185620
OG0003959	XP_048611169.1, XP_048634621.1, XP_013752097.2, XP_022557992.1, XP_013680889.2, XP_013740575.2	El006G288760
OG0003960	XP_048598576.1, XP_048623247.1	El001G077960
OG0003961	XP_013741477.1, XP_013715463.2	El001G076980
OG0003962	XP_022575523.2, XP_048615227.1, XP_013729574.1, XP_013732092.2, XP_013662029.1, XP_013648177.2	El005G246960
OG0003963	XP_013687919.1, XP_013736897.1, XP_013659333.1, XP_013651761.1, XP_013716672.1, XP_013673393.2	El004G196090
OG0003965	XP_013654898.1, XP_013701494.1, XP_013681096.1, XP_013681307.2, XP_013659276.1, XP_022573946.2	El007G343350
OG0003966	XP_013687753.1, XP_013738360.1, XP_048598727.1, XP_013733915.1, XP_013686838.1	El007G340700, El003G155980
OG0003967	XP_013668009.2, XP_013720843.1, XP_048625693.1	El001G069310
OG0003968	XP_013712561.1, XP_013680441.1	El001G069960
OG0003969	XP_013659446.1, XP_048625454.1, XP_022549331.2, XP_013720707.1	El001G070190
OG0003970	XP_013740127.1, XP_013680253.1	El001G071170
OG0003970	XP_013643714.1, XP_013706151.1	El001G054240
OG0003971	XP_013715385.1, XP_022566147.1, XP_013732485.3, XP_013660352.2	El001G073170
OG0003972	XP_013715741.2, XP_013719037.2, XP_013718993.1	El001G074140
OG0003973	XP_013726234.1, XP_013713051.1, XP_013703521.2, XP_013693450.1, XP_013696486.1, XP_048628775.1, XP_013677264.1	El007G366340
OG0003974	XP_013671021.1, XP_013721759.1	El003G167920
OG0003975	XP_013735134.2, XP_022563796.1, XP_022571103.1, XP_013685691.2, XP_048618936.1, XP_013737532.1	El003G165180
OG0003977	XP_013750006.2, XP_022553276.2, XP_013684777.1, XP_013698123.2	El005G253780, El001G023710
OG0003979	XP_013740360.2, XP_013740260.2	El002G121410
OG0003981	XP_048629039.1, XP_013656636.2, XP_048607300.1, XP_013681457.1	El003G145570
OG0003982	XP_048631214.1, XP_048619401.1, XP_022572840.1, XP_048609312.1, XP_048636369.1, XP_022555736.1, XP_013656596.2	El003G144470, El003G144460
OG0003983	XP_013712086.1, XP_048597474.1	El006G319730
OG0003984	XP_013732858.1	El001G009120
OG0003985	XP_013662016.2, XP_013711159.1	El001G005210
OG0003986	XP_013714461.2, XP_013661863.1	El007G363850
OG0003987	XP_022570727.1, XP_013698769.2	El005G268810
OG0003988	XP_013746623.2, XP_013686729.1	El003G175110
OG0003989	XP_048594595.1, XP_013703254.1, XP_013742912.1, XP_013737069.2	El003G172590, El003G172580
OG0003990	XP_013701074.1, XP_013651867.2, XP_013746840.2, XP_013731590.3	El001G042100, El003G192200
OG0003991	XP_013685960.1, XP_048635413.1	El006G280840
OG0003992	XP_013747678.1, XP_013688174.2, XP_013734859.2, XP_013734875.2, XP_013708437.2, XP_013747584.2	El006G281040
OG0003993	XP_013712021.1, XP_013711192.2, XP_013741930.1, XP_048609860.1	El007G335230, El001G033280
OG0003994	XP_013652219.1	El002G110220
OG0003994	XP_022544862.2, XP_013700724.1	El004G221010
OG0003995	XP_022574259.2, XP_013686227.1, XP_048608645.1, XP_048631787.1, XP_013686651.1	El006G284750
OG0003996	XP_013744405.1, XP_022571744.1, XP_013683847.1, XP_013654775.1	El006G285040
OG0003997	XP_013650954.1, XP_048632311.1, XP_013724052.2, XP_048600777.1	El001G081790, El005G243960
OG0003998	XP_013746055.2, XP_013725240.2, XP_048624372.1, XP_048631056.1, XP_013720234.2	El001G080800
OG0003999	XP_013676538.1, XP_048600700.1, XP_013672797.1, XP_022569466.1	El005G245710
OG0004001	XP_013740296.1, XP_013713662.2, XP_022564302.2, XP_013682384.2, XP_013657095.2	El007G331770
OG0004002	XP_048628367.1, XP_013678441.2, XP_013701285.2, XP_048631230.1, XP_013706718.1, XP_013661229.2, XP_048637872.1, XP_048606669.1	El007G327020
OG0004003	XP_013693467.1, XP_013735038.1, XP_013653681.1, XP_013688299.2, XP_013743989.2, XP_013720539.1	El006G306660
OG0004004	XP_013735313.2, XP_013684340.2	El001G001100
OG0004005	XP_048611984.1	El006G301720
OG0004006	XP_013735031.1, XP_013696001.1, XP_048612439.1, XP_013747075.1	El006G306610
OG0004007	XP_013750441.1, XP_013735781.1	El005G239460
OG0004008	XP_022575656.2, XP_013750681.2, XP_013732116.2, XP_013732410.1, XP_048591158.1, XP_022552881.2	El005G239920
OG0004009	XP_048629769.1, XP_013681413.2	El005G242500
OG0004010	XP_022555178.1, XP_013736000.1	El005G243340
OG0004011	XP_013655939.1	El001G027300
OG0004012	XP_013734562.2, XP_013734559.1, XP_013748042.2, XP_013692319.1, XP_013744823.2, XP_013687699.2, XP_013744824.1, XP_013687700.1	El006G289820
OG0004013	XP_013711018.3, XP_013654750.2	El001G027010
OG0004014	XP_048590860.1, XP_048617646.1, XP_048612798.1, XP_013749105.2, XP_048637038.1	El002G125970
OG0004015	XP_013745137.1, XP_013688572.1, XP_013734611.2, XP_013732079.1, XP_048608551.1, XP_013734614.1, XP_013732083.2, XP_048631712.1	El006G290820
OG0004016	XP_013675003.1, XP_022574131.2, XP_013687629.1, XP_013752222.2, XP_048608557.1, XP_013734595.2	El006G290520
OG0004018	XP_048616962.1, XP_013713294.2, XP_048627678.1, XP_048625245.1, XP_048627784.1, XP_013678926.2, XP_048625360.1, XP_022548783.1	El001G072100
OG0004019	XP_013740604.2, XP_048608527.1, XP_013705113.1, XP_013740603.1, XP_013700864.1, XP_013752214.2, XP_048609432.1	El006G291550
OG0004021	XP_013662946.1, XP_013663041.2, XP_013663039.2, XP_013662940.2	El001G021930
OG0004022	XP_048597405.1, XP_048620969.1, XP_048612376.1, XP_022574557.2	El006G316040
OG0004023	XP_022564392.1	El002G099560
OG0004024	NP_001303157.1, XP_013641661.2	El002G100390
OG0004026	XP_013739537.2, XP_013671250.2	El003G159820
OG0004027	XP_013656507.2, XP_013684830.1, XP_013707776.2, XP_013656993.1	El003G159370
OG0004028	XP_013707027.1, XP_013738068.1	El003G158940
OG0004028	XP_013713215.2, XP_013710661.2	El007G341360
OG0004030	XP_013747035.2, XP_013747048.2, XP_013659073.2, XP_013660049.2, XP_013697063.1, XP_048631888.1	El006G316910
OG0004031	XP_022557145.1, XP_013662089.2	El006G295150, El006G295140
OG0004032	XP_013709997.1, XP_013660130.1	El006G321730
OG0004033	XP_013693411.2, XP_013697008.2, XP_013708496.2	El002G095690
OG0004035	XP_013696365.2, XP_013750567.2, XP_048597859.1, XP_048621395.1, XP_013716271.2	El002G090300, El002G090470
OG0004036	XP_013725205.1	El001G012000
OG0004037	XP_013719269.1, XP_048613636.1, XP_013695682.2	El005G267930, El002G084680, El005G260270
OG0004038	XP_048626602.1, XP_013729451.2, XP_013720964.2, XP_013667808.2, XP_013649861.1, XP_048602351.1	El001G065340
OG0004039	XP_013660840.2, XP_013737450.2, XP_013678157.1, XP_048602174.1, XP_048604005.1, XP_013647269.2, XP_013647302.1, XP_048600227.1	El001G051280
OG0004040	XP_048601843.1, XP_013663780.1, XP_013742811.2, XP_048631080.1, XP_048603947.1, XP_048601864.1, XP_048591155.1, XP_013643900.2	El001G049260, El001G049320
OG0004043	XP_013642729.1, XP_013699432.1, XP_013644152.2, XP_013707702.2	El007G346060, El005G269110
OG0004044	NP_001303106.1, XP_013678538.1, XP_013724246.1	El001G077130
OG0004045	XP_013703618.2, XP_048591072.1	El001G054340
OG0004045	XP_048604288.1	El001G054350, El001G054370
OG0004046	XP_013643488.3	El001G056370
OG0004047	XP_048605208.1, XP_048602570.1, XP_048628275.1, XP_048604343.1, XP_013700653.2, XP_013724684.2, XP_013661048.2, XP_013643491.2, XP_022543367.2	El001G056430
OG0004048	XP_048617966.1, XP_048632656.1, XP_013659178.2, XP_013654644.2, XP_022551334.2, XP_048602696.1	El001G073660, El007G330100
OG0004049	XP_048632988.1, XP_022571269.2, XP_048595422.1, XP_048595421.1, XP_022551336.2, XP_013675385.1	El007G329250
OG0004050	XP_013679919.2, XP_013667168.2, XP_013724031.2	El001G013670
OG0004051	XP_013642730.1, XP_013721218.2	El001G012510
OG0004052	XP_013696449.1, XP_013677084.2, XP_013698992.2, XP_013649460.1	El004G223160
OG0004053	XP_013648657.2, XP_013676334.1, XP_048630565.1, XP_013693925.1, XP_013714444.2, XP_013650166.2, XP_048627422.1, XP_013649985.1	El004G231590
OG0004054	XP_013670440.2, XP_022567353.1, XP_013640074.2, XP_013682147.1, XP_013696179.1, XP_013677568.1	El005G248690, El003G187100
OG0004055	XP_013640053.2, XP_013737786.1, XP_013646355.1, XP_013646267.2	El005G249700, El001G051600
OG0004056	XP_013686768.1, XP_022574238.2, XP_013737066.2, XP_013742921.1	El003G172230
OG0004057	XP_013736524.1, XP_013684884.1, XP_048631320.1, XP_022570984.2, XP_013693503.1, XP_013693339.2, XP_013693340.2	El005G253990
OG0004058	XP_013741045.1, XP_013681169.1, XP_013695927.1, XP_022545265.1, XP_013639999.1, XP_048635679.1, XP_013651925.1	El005G254000
OG0004059	XP_013655498.1, XP_013736501.1, XP_048635633.1, XP_048629802.1, XP_013718743.1	El005G254980
OG0004060	XP_013685974.1, XP_048626514.1, XP_048614398.1, XP_048626838.1	El005G255240, El006G320300
OG0004061	XP_013642120.1, XP_022543227.2	El005G255360
OG0004061	XP_022576262.2, XP_048616174.1	El002G132410
OG0004062	XP_013641931.1, XP_013686178.1, XP_048635607.1, XP_013658553.2, XP_013656046.1	El005G255790
OG0004063	XP_013744090.1, XP_013712098.1	El005G256000
OG0004064	XP_013684938.1, XP_048632495.1	El002G134960
OG0004065	XP_013640348.1, XP_013702016.1, XP_013749317.1, XP_048635270.1, XP_013693298.1, XP_013685030.1, XP_048632502.1	El005G259070
OG0004066	XP_013714169.1, XP_048629069.1, XP_013651895.1, XP_013736576.1, XP_013662075.1	El005G261150
OG0004067	XP_048608926.1, XP_048632549.1, XP_013736530.2, XP_048592488.1	El005G267550, El007G352750
OG0004068	XP_013742691.1, XP_013667076.1, XP_013705421.1, XP_013747109.2	El007G344800, El005G272860
OG0004069	NP_001303011.1, NP_001302898.1, XP_013700815.1, XP_013646399.2	El002G133300
OG0004070	XP_022559134.1, XP_013719802.1, XP_048635783.1, XP_013736285.1, XP_013684854.1	El005G251390
OG0004071	XP_013742999.2, XP_022546894.2, XP_013663377.2, XP_013742217.1, XP_022573642.1, XP_013700744.1	El001G028270, El002G127220
OG0004072	XP_022573619.1, XP_013690971.1, XP_048597185.1	El001G029140
OG0004072	XP_013681059.1	El006G287280
OG0004073	XP_048597225.1, XP_013663750.1, XP_013742111.1, XP_022569448.1, XP_022572068.2, XP_013666098.1	El001G030860
OG0004074	XP_048611886.1	El003G192460
