Orthogroup	Brassica_napus	Cardamine_amara
OG0002223	XP_013750413.2, XP_013706551.1	evm.model.RL_2.2608
OG0002223	XP_048596871.1	evm.model.RL_7.2619
OG0002224	XP_013743902.1, XP_013743890.1, XP_013664055.1, XP_013660738.1	evm.model.RL_6.358
OG0002224	XP_013716724.3, XP_022572734.1	evm.model.RL_2.2669
OG0002225	XP_013667383.2, XP_048636374.1	evm.model.RL_2.2713
OG0002225	XP_013707943.1, XP_013664028.2	evm.model.RL_6.422
OG0002226	XP_013742683.1, XP_013742681.1, XP_013667078.1, XP_048623883.1, XP_013744078.1	evm.model.RL_1.2762
OG0002227	XP_013690432.1, XP_013671990.1	evm.model.RL_1.2911
OG0002228	XP_048610513.1, XP_048636570.1	evm.model.RL_6.1624
OG0002228	XP_013725776.1, XP_013674638.1	evm.model.RL_5.2719.3.687c88bd
OG0002229	XP_048614787.1, XP_013677310.1	evm.model.RL_7.2673
OG0002229	XP_048597680.1, XP_013707846.2, XP_048638280.1, XP_013736999.1	evm.model.RL_5.1356
OG0002230	XP_013697225.1, XP_013714636.1, XP_013736150.3	evm.model.RL_7.2621
OG0002231	XP_013697468.1, XP_048626321.1, XP_013727550.1	evm.model.RL_7.2473
OG0002231	XP_013731078.2, XP_013708260.1	evm.model.RL_5.1200.2.687c88b2
OG0002232	XP_048600407.1, XP_048629912.1, XP_048602874.1, XP_013644833.2, XP_013677393.2	evm.model.RL_7.2418
OG0002232	XP_013747918.1	evm.model.RL_5.1194
OG0002233	XP_013717910.1, XP_013666626.1, XP_048627530.1, XP_013644541.1, XP_013687503.1, XP_013698202.2, XP_013692096.1	evm.model.RL_7.2169, evm.model.RL_7.2170
OG0002234	XP_013743155.2, XP_022573783.2	evm.model.RL_2.252
OG0002234	XP_013689117.2, XP_048625589.1, XP_022544208.2, XP_048618119.1	evm.model.RL_7.2144
OG0002235	XP_013718624.3, XP_013742142.2	evm.model.RL_3.1046
OG0002236	XP_013672033.1, XP_013743497.2	evm.model.RL_2.487
OG0002237	XP_048616526.1, XP_048627311.1, XP_048627304.1, XP_013748949.1, XP_013746335.2, XP_013721072.1	evm.model.RL_2.541
OG0002237	XP_048604177.1, XP_013674851.1	evm.model.RL_3.956
OG0002238	XP_013679787.2, XP_013673888.2, XP_013659305.2, XP_013691371.1	evm.model.RL_3.55
OG0002238	XP_013745765.2, XP_013743467.2	evm.model.RL_2.163
OG0002239	XP_013695241.1, XP_013709990.2, XP_013675233.1, XP_013669991.2, XP_013747944.1	evm.model.RL_5.1072
OG0002240	XP_013714168.2, XP_048598887.1, XP_013684576.1	evm.model.RL_8.1797
OG0002241	XP_013732274.2	evm.model.RL_4.3355
OG0002241	XP_013724079.1, XP_048600765.1, XP_022576122.1, XP_013694048.2	evm.model.RL_1.811
OG0002242	XP_048626548.1, XP_013644049.1	evm.model.RL_1.926
OG0002242	XP_022549515.1, XP_022566024.1	evm.model.RL_4.3123
OG0002243	XP_022556556.2, XP_048636469.1	evm.model.RL_2.1062, evm.model.RL_8.2759
OG0002243	XP_048594927.1, XP_048601483.1, XP_022568540.2, XP_013744337.2	evm.model.RL_3.2468
OG0002245	XP_013739712.2, XP_013641391.2	evm.model.RL_2.2026
OG0002245	XP_048623094.1, XP_013698711.2, XP_013712137.1, XP_048610424.1, XP_048604070.1	evm.model.RL_8.1231
OG0002246	XP_022569218.1, XP_022571016.2, XP_048626128.1, XP_048598698.1	evm.model.RL_8.1287
OG0002247	XP_022569220.1, XP_013640569.1	evm.model.RL_8.1297
OG0002247	XP_013740076.1, XP_048600150.1	evm.model.RL_2.2059
OG0002248	XP_048603129.1, XP_022571523.2, XP_013733626.1, XP_013640717.1	evm.model.RL_8.1537
OG0002248	XP_013742864.1, XP_013671587.1, XP_013738182.2, XP_013705447.2	evm.model.RL_2.2240
OG0002249	XP_048607400.1, XP_013717298.1, XP_013642296.1	evm.model.RL_8.1598
OG0002250	XP_013676167.1, XP_013685448.1	evm.model.RL_8.1674
OG0002250	XP_013741793.2, XP_013724489.2	evm.model.RL_2.2176
OG0002251	XP_022570362.1, XP_013734047.1	evm.model.RL_8.1705
OG0002251	XP_013741550.2, XP_048598360.1, XP_048600214.1	evm.model.RL_2.2158
OG0002252	XP_013727662.2, XP_048603051.1, XP_048598899.1, XP_048624776.1	evm.model.RL_8.1834
OG0002252	XP_013641321.1, XP_048598104.1	evm.model.RL_2.2095
OG0002253	XP_013655132.1, XP_013655176.1, XP_013662542.1, XP_013693704.2	evm.model.RL_5.3166
OG0002254	XP_013730597.1, XP_013682029.2	evm.model.RL_4.1709
OG0002255	XP_048602110.1, XP_013674468.1, XP_013674406.2	evm.model.RL_4.1140
OG0002255	XP_013720824.1, XP_022567595.2, XP_013712615.1, XP_013674690.2	evm.model.RL_4.2385
OG0002256	XP_013681744.2, XP_013670715.1	evm.model.RL_4.273
OG0002256	XP_048627129.1, XP_013716044.1, XP_013656060.2	evm.model.RL_2.1459
OG0002257	XP_048618973.1, XP_013737567.2	evm.model.RL_2.1734
OG0002257	XP_048618566.1, XP_048618971.1	evm.model.RL_2.1733
OG0002258	XP_013708451.2, XP_048594566.1, XP_013707021.1, XP_013644587.2	evm.model.RL_5.2852.6.687c88be
OG0002258	XP_048634430.1, XP_013746150.2, XP_048612028.1, XP_048634460.1	evm.model.RL_6.1577
OG0002259	XP_022576092.2, XP_048601022.1	evm.model.RL_2.3156
OG0002259	XP_013745728.2, XP_022550160.2	evm.model.RL_2.3155
OG0002261	XP_013705138.1, XP_013742536.1, XP_013746535.1	evm.model.RL_2.3216
OG0002261	XP_013734088.1, XP_048600992.1	evm.model.RL_2.3217
OG0002262	XP_048600977.1, NP_001303071.1, XP_013686616.1, XP_013656602.2	evm.model.RL_2.3245
OG0002262	XP_013746967.2, XP_048633612.1	evm.model.RL_6.225
OG0002263	XP_048593815.1, XP_013726708.1, XP_048630652.1, XP_013707502.1, XP_013738554.1, XP_013736066.1, XP_048633673.1	evm.model.RL_2.3362
OG0002263	XP_013669913.2, XP_013746921.2	evm.model.RL_6.122
OG0002264	XP_013659834.1, XP_013657161.1	evm.model.RL_2.3457
OG0002265	XP_013743063.1, XP_013722691.1	evm.model.RL_2.296
OG0002265	XP_013660806.2, XP_013695352.2, XP_013706205.1, XP_013644484.1	evm.model.RL_7.2079
OG0002266	XP_013692492.2, XP_013726674.1, XP_013744386.2, XP_013702579.2	evm.model.RL_4.632
OG0002266	XP_013667416.2, XP_013701940.2	evm.model.RL_5.2268
OG0002267	XP_048592600.1, XP_013748880.1, XP_013712274.1, XP_013685442.1	evm.model.RL_1.2306
OG0002268	XP_022561868.1, XP_048591439.1, XP_022559396.2, XP_022550678.2	evm.model.RL_1.2226
OG0002269	XP_013751214.1, XP_013751366.2, XP_013712777.1, XP_022562911.1	evm.model.RL_1.2199
OG0002271	XP_022576090.1, XP_013640149.3	evm.model.RL_1.2128
OG0002271	XP_013744291.1, XP_013668441.1	evm.model.RL_2.1037
OG0002272	XP_022572291.2, XP_013685058.2	evm.model.RL_2.1085.1.687c86e2
OG0002273	XP_048609355.1, XP_013748141.1	evm.model.RL_6.2682
OG0002274	XP_013725468.1, XP_013692414.1, XP_022557916.1	evm.model.RL_6.2554
OG0002274	XP_013742076.1, XP_048609633.1	evm.model.RL_7.357.1.687c84b4
OG0002275	XP_022571754.2, XP_013682057.1, XP_013687016.1, XP_013686291.1	evm.model.RL_6.2539
OG0002275	XP_013709591.1, XP_048597270.1	evm.model.RL_7.367
OG0002276	XP_013692612.2, XP_013692622.2	evm.model.RL_6.2538
OG0002276	XP_013663833.2, XP_013742083.1, XP_013692765.1	evm.model.RL_7.368
OG0002277	XP_013663545.1, XP_013748890.2	evm.model.RL_7.568
OG0002277	XP_022574741.2, XP_022556517.1	evm.model.RL_6.2347
OG0002278	XP_013711306.2, XP_013748970.1	evm.model.RL_7.625
OG0002278	XP_013647896.2, XP_013724367.1, XP_013747810.2, XP_013691949.1	evm.model.RL_6.2301
OG0002279	XP_013731798.1, XP_013723493.1, XP_013730068.1	evm.model.RL_4.3383, evm.model.RL_8.1047
OG0002279	XP_048591742.1, XP_013681293.2	evm.model.RL_1.240
OG0002280	XP_013724754.2, XP_022550699.1	evm.model.RL_7.1858
OG0002280	XP_013706071.2, XP_013706070.2	evm.model.RL_4.1433
OG0002281	XP_013675054.1, XP_013724755.1	evm.model.RL_7.1850
OG0002281	XP_013680557.1, XP_013715932.1, XP_013682116.1, XP_013667164.1	evm.model.RL_4.1430
OG0002282	XP_048624053.1, XP_013728002.2, XP_013713179.2, XP_013665848.2, XP_013695738.1	evm.model.RL_8.2104
OG0002283	XP_013702206.2, XP_013643072.2	evm.model.RL_8.2624
OG0002284	XP_013673047.1, XP_013730478.2, XP_013665001.2, XP_048614579.1	evm.model.RL_5.15
OG0002284	XP_013660565.2, XP_013660421.1	evm.model.RL_8.101
OG0002285	XP_022549995.2, XP_048606988.1, XP_048601268.1, XP_022552854.1, XP_048610894.1	evm.model.RL_5.222
OG0002286	XP_013697900.2, XP_013666414.2	evm.model.RL_5.242
OG0002286	XP_013714711.1, XP_048595992.1	evm.model.RL_4.452
OG0002287	XP_013696151.1, XP_013665690.2	evm.model.RL_5.420
OG0002287	XP_013696276.1, XP_048634346.1, XP_013696277.3, XP_048634347.1	evm.model.RL_6.1285
OG0002288	XP_013683225.1, XP_013683224.1	evm.model.RL_6.1209
OG0002288	XP_013730580.1, XP_013696680.1, XP_013660633.1	evm.model.RL_5.479
OG0002289	XP_048613822.1, XP_022564643.2, XP_013657556.1, XP_048621404.1, XP_013716488.2	evm.model.RL_5.603, evm.model.RL_5.600
OG0002290	XP_013706953.1, XP_048633739.1	evm.model.RL_6.800
OG0002290	XP_013657609.1, XP_013678684.1, XP_048597843.1, XP_013672640.1	evm.model.RL_5.700
OG0002291	XP_013656267.1, XP_013702629.2	evm.model.RL_2.2821
OG0002291	XP_013744036.2, XP_013697579.2	evm.model.RL_6.536
OG0002292	XP_022554728.2	evm.model.RL_4.2167
OG0002292	XP_013735638.2, XP_013684246.1, XP_048631594.1, XP_013689784.2	evm.model.RL_1.61
OG0002293	XP_013735660.1, XP_013684218.2, XP_048614000.1, XP_013700319.2, XP_048628407.1	evm.model.RL_1.118, evm.model.RL_1.166
OG0002293	XP_013728220.1, XP_013723117.1	evm.model.RL_4.2089
OG0002294	XP_013665970.2, XP_013667822.1	evm.model.RL_4.2015
OG0002294	XP_022567530.1, XP_013740199.2	evm.model.RL_1.180
OG0002295	XP_013729642.2, XP_048626755.1	evm.model.RL_4.1995
OG0002295	XP_013735728.2, XP_048606028.1, XP_048601982.1, XP_013682553.1	evm.model.RL_1.197
OG0002296	XP_022575663.2, XP_048614236.1	evm.model.RL_1.217
OG0002297	XP_013729064.1, XP_048607961.1, XP_013683053.1, XP_013665955.1	evm.model.RL_4.1960
OG0002298	XP_013683099.2, XP_013722266.1	evm.model.RL_4.1888
OG0002298	XP_013735739.2, XP_013745026.2	evm.model.RL_1.268
OG0002300	XP_013705414.1, XP_013647368.2, XP_013721227.1, XP_013675406.2	evm.model.RL_4.911
OG0002301	XP_013750646.2, XP_013693378.1, XP_048615346.1	evm.model.RL_1.636
OG0002301	XP_013642647.1, XP_013699467.1, XP_048591196.1, XP_013706358.2	evm.model.RL_4.879.1.687c86d0
OG0002302	XP_048634504.1, XP_013690805.2	evm.model.RL_6.1806
OG0002302	XP_022563905.1, XP_013678068.1	evm.model.RL_7.1057
OG0002303	XP_013648569.1, XP_013672208.1	evm.model.RL_3.2427
OG0002303	XP_013662217.2, XP_013711550.2, XP_048614087.1, XP_048638307.1	evm.model.RL_5.1424
OG0002304	XP_013641669.1, XP_013686447.2, XP_013708249.1, XP_013712531.2	evm.model.RL_5.1477
OG0002304	XP_013650283.2, XP_013726967.1	evm.model.RL_3.2353
OG0002305	XP_048603390.1, XP_048628309.1, XP_048628025.1	evm.model.RL_3.2329.4.687c84be
OG0002305	XP_013641654.2, XP_013662681.2	evm.model.RL_5.1489
OG0002306	XP_013641628.2, XP_013660471.1	evm.model.RL_5.1509
OG0002306	XP_013650241.2, XP_048591691.1, XP_048616303.1	evm.model.RL_3.2308
OG0002307	XP_013664624.1, XP_013664407.1, XP_013683040.1, XP_013657250.1	evm.model.RL_5.1709
OG0002307	XP_013700816.2, XP_013700862.2	evm.model.RL_3.1859
OG0002308	XP_013646823.2, XP_013711451.2, XP_013722126.1	evm.model.RL_5.3635
OG0002308	XP_013717973.1, XP_013723528.1	evm.model.RL_3.2077
OG0002309	XP_013722097.1, XP_013728284.1	evm.model.RL_5.3570
OG0002309	XP_048617747.1, XP_013667668.1, XP_013648690.2, XP_013696211.1, XP_013650030.1	evm.model.RL_3.2163
OG0002310	XP_022564675.1, XP_048594013.1	evm.model.RL_5.3561
OG0002310	XP_013693839.2, XP_048614189.1, XP_013711156.1	evm.model.RL_3.2175
OG0002311	XP_048617254.1, XP_013642210.2, XP_013649043.1, XP_048616074.1	evm.model.RL_3.1423
OG0002312	XP_013642205.1, XP_048592062.1, XP_048591834.1, XP_013746983.1	evm.model.RL_3.1410
OG0002313	XP_048593944.1, XP_048606766.1	evm.model.RL_5.3267
OG0002313	XP_013652229.2, XP_013695795.2, XP_013689628.2	evm.model.RL_3.1297
OG0002314	XP_013657149.1, XP_013657015.1, XP_013653273.2, XP_013721638.1	evm.model.RL_5.3173
OG0002314	XP_013674446.1, XP_048617763.1	evm.model.RL_3.1139
OG0002315	XP_013688996.1, XP_013668573.2	evm.model.RL_2.2557
OG0002316	XP_013641032.2, XP_013711368.1	evm.model.RL_5.758
OG0002317	XP_022552407.1	evm.model.RL_2.451, evm.model.RL_2.453
OG0002318	XP_048629880.1, XP_048616698.1, XP_048636873.1	evm.model.RL_5.3983
OG0002319	XP_013719241.1, XP_013697616.1, XP_013732977.2, XP_013732976.1, XP_048593911.1, XP_048608882.1, XP_048593910.1, XP_022547227.2, XP_013680776.1	evm.model.RL_5.131_evm.model.RL_5.132.1.687c9b49
OG0002320	XP_048604103.1, XP_048608552.1	evm.model.RL_8.131
OG0002320	XP_013666326.1, XP_048615027.1	evm.model.RL_5.40
OG0002321	XP_013648222.2, XP_013693691.1	evm.model.RL_1.1151
OG0002321	XP_048598309.1, XP_013667920.1, XP_013728213.2, XP_022554347.1	evm.model.RL_4.2270
OG0002323	XP_048611472.1, XP_013650763.1, XP_013715320.1	evm.model.RL_2.460
OG0002324	XP_013695780.1, XP_013652174.1, XP_048604382.1, XP_013729204.2, XP_048617294.1, XP_013649453.2	evm.model.RL_3.1523, evm.model.RL_3.1521_evm.model.RL_3.1522
OG0002325	XP_013687438.1, XP_022544456.2, XP_048600591.1	evm.model.RL_1.1220
OG0002325	XP_022560816.1, XP_013708818.2, XP_013656412.2	evm.model.RL_5.3970
OG0002326	XP_013749861.2, XP_013737749.1	evm.model.RL_1.1246
OG0002326	XP_013649385.2, XP_048607446.1	evm.model.RL_5.3943
OG0002327	XP_048628086.1, XP_048630684.1, XP_048616671.1	evm.model.RL_5.3838
OG0002327	XP_013717151.1, XP_022564222.2	evm.model.RL_1.1365
OG0002328	XP_048600837.1, XP_013645085.2, XP_048635766.1, XP_048612954.1	evm.model.RL_1.1496.2.687c87ed
OG0002329	XP_022555291.1, XP_048632451.1, XP_013732449.1, XP_013639936.1	evm.model.RL_1.1744
OG0002329	XP_048637957.1, XP_013675135.2	evm.model.RL_5.2135
OG0002330	XP_022575324.1, XP_022561045.1, XP_013736486.1, XP_013654790.1, XP_013686183.2, XP_013641962.1	evm.model.RL_1.1752
OG0002331	XP_013653673.2, XP_048614805.1	evm.model.RL_1.2030
OG0002331	XP_013726842.1, XP_048636955.1, XP_013749052.2	evm.model.RL_5.1922
OG0002333	XP_013651301.3, XP_022547325.2	evm.model.RL_2.2966
OG0002333	XP_013656858.1, XP_013742670.1	evm.model.RL_1.2780
OG0002334	XP_013654919.2, XP_013706015.2, XP_013691338.1, XP_013703626.1, XP_013750450.2	evm.model.RL_2.2340
OG0002335	XP_022556469.1, XP_013701505.1, XP_013724795.1	evm.model.RL_5.1863
OG0002335	XP_013697511.1, XP_013749741.1	evm.model.RL_1.1534
OG0002336	XP_013643757.1, XP_013697510.1, XP_013749740.1	evm.model.RL_1.1536
OG0002337	XP_013721087.2, XP_048620539.1, XP_013737090.1, XP_013730645.1, NP_001303005.1, NP_001302848.1	evm.model.RL_7.1142
OG0002338	XP_048620642.1, XP_022547543.2, XP_013677447.2, XP_013648011.2	evm.model.RL_7.753
OG0002338	XP_013687876.1	evm.model.RL_6.2151
OG0002339	XP_013687161.1, XP_013693515.1	evm.model.RL_6.2267
OG0002339	XP_013663357.2, XP_048597169.1	evm.model.RL_7.657
OG0002341	XP_048608934.1, XP_048624256.1, XP_013659499.1	evm.model.RL_8.471
OG0002341	XP_013726299.2, XP_022552708.1, XP_048612611.1	evm.model.RL_8.470
OG0002342	XP_048606698.1	evm.model.RL_7.1821
OG0002344	XP_013738835.3, XP_013740307.2, XP_013640579.2, XP_013646312.1	evm.model.RL_8.1756, evm.model.RL_8.1755
OG0002344	XP_048628913.1	evm.model.RL_8.1757
OG0002345	XP_013697452.2, XP_048626844.1	evm.model.RL_5.3395
OG0002345	XP_048614951.1	evm.model.RL_5.3394
OG0002345	XP_013666522.1, XP_013653303.2	evm.model.RL_5.3396
OG0002348	XP_013676776.1, XP_048601392.1, XP_013707670.1, XP_013738236.1	evm.model.RL_2.2356
OG0002349	XP_022554685.1, XP_013656363.2	evm.model.RL_2.2372.2.687c86e5
OG0002349	XP_013660154.1, XP_013742413.1, XP_013652698.1	evm.model.RL_1.3220
OG0002351	XP_048612339.1, XP_013743764.2	evm.model.RL_6.292
OG0002351	XP_013738353.1, XP_013707151.2	evm.model.RL_2.2581
OG0002352	XP_022556912.1, XP_013660052.2	evm.model.RL_6.330
OG0002352	XP_022572728.1, XP_013707760.2	evm.model.RL_2.2631
OG0002353	XP_013718003.2, XP_022550224.1, XP_022572807.2, XP_022561780.1, XP_013643249.2, XP_022572809.1	evm.model.RL_2.3040
OG0002354	XP_048631288.1, XP_013683558.2, XP_048629640.1, XP_013692518.2, XP_022574946.1, XP_013662099.2, XP_013744671.1	evm.model.RL_6.1649
OG0002355	XP_013688657.2, XP_022569139.1	evm.model.RL_3.736
OG0002355	XP_013750704.2, XP_048636120.1	evm.model.RL_1.448
OG0002356	XP_013640976.2, XP_013697235.1	evm.model.RL_5.829
OG0002356	XP_013744717.2, XP_013661723.2, XP_013672238.2	evm.model.RL_3.570
OG0002357	XP_048597194.1, XP_013673023.1	evm.model.RL_7.561
OG0002358	XP_013696729.1, XP_013641431.2, XP_013677779.2, XP_013727316.2	evm.model.RL_7.2624
OG0002358	XP_013730953.2, XP_013707901.1	evm.model.RL_5.1318
OG0002359	XP_048614030.1, XP_048638248.1	evm.model.RL_5.1301
OG0002359	XP_048596662.1, XP_013716156.2, XP_013724693.1, XP_013691891.1	evm.model.RL_7.2599
OG0002360	XP_022573028.2	evm.model.RL_7.2593, evm.model.RL_7.2592
OG0002361	XP_013699189.2	evm.model.RL_2.63
OG0002361	XP_013697970.2, XP_048628272.1, XP_013670874.2	evm.model.RL_7.2281
OG0002362	XP_048618074.1, XP_013647493.1, XP_013691496.1, XP_013725059.1	evm.model.RL_7.2255
OG0002362	XP_013746817.2, XP_013690941.1	evm.model.RL_2.31
OG0002363	XP_048600937.1, XP_013720845.1, XP_013675162.2, XP_048595262.1, XP_013695869.1, XP_013691031.2, XP_013710451.1	evm.model.RL_7.2221
OG0002363	XP_048633528.1	evm.model.RL_2.14
OG0002364	XP_013688663.2, XP_048611339.1, XP_013663786.1	evm.model.RL_3.964
OG0002364	XP_048616153.1, XP_022544788.2	evm.model.RL_3.963
OG0002365	XP_013699245.2, XP_013641932.1	evm.model.RL_3.803
OG0002365	XP_013706444.2, XP_013686821.1	evm.model.RL_2.581
OG0002366	XP_013742603.2, XP_048613976.1	evm.model.RL_5.1124
OG0002366	XP_013647131.1, XP_013661594.2	evm.model.RL_3.183
OG0002367	XP_013740446.1, XP_013675140.2, XP_022554574.1, XP_048629005.1, XP_013725362.1, XP_013714398.2	evm.model.RL_8.1726
OG0002367	XP_022568782.1, XP_013655490.2	evm.model.RL_2.2150
OG0002368	XP_013687783.1, XP_013727376.2	evm.model.RL_6.2231
OG0002368	XP_048620684.1, XP_013663381.2	evm.model.RL_7.680.1.687c84b5
OG0002369	XP_013687749.3, XP_048634614.1	evm.model.RL_6.2183
OG0002369	XP_013690642.2, XP_022574140.2	evm.model.RL_6.2184
OG0002370	XP_013684574.2, XP_013736060.1, XP_013723975.1	evm.model.RL_1.838
OG0002371	XP_022554166.1, XP_013724884.1	evm.model.RL_4.3181
OG0002372	XP_013750256.2, XP_048635936.1	evm.model.RL_1.1010
OG0002372	XP_048598561.1, XP_048623224.1	evm.model.RL_4.3005
OG0002373	XP_022550987.1, XP_013646691.1	evm.model.RL_1.1122
OG0002374	XP_013723976.1, XP_013723540.1, XP_048597674.1, XP_013739344.2, XP_013671217.2	evm.model.RL_2.1978
OG0002374	XP_013684016.1, XP_013746647.1	evm.model.RL_8.1086
OG0002375	XP_013719154.1, XP_013741436.1	evm.model.RL_2.1852
OG0002375	XP_022571510.2, XP_048604066.1	evm.model.RL_8.1234
OG0002376	XP_022562954.1, XP_013741530.1	evm.model.RL_2.2066
OG0002376	XP_013683358.1, XP_022554650.2, XP_013686462.2, XP_013642864.1	evm.model.RL_8.1315
OG0002377	XP_013738189.1, XP_048619117.1, XP_048598746.1, XP_013671601.1	evm.model.RL_2.2256
OG0002377	XP_013730842.1	evm.model.RL_8.1513
OG0002378	XP_013741701.1, XP_013742652.1	evm.model.RL_2.2225
OG0002378	XP_048607441.1, XP_013661464.1, XP_048608297.1, XP_013642281.2	evm.model.RL_8.1567.1.687c855c
OG0002379	XP_013725666.1, XP_013741373.2, XP_013692794.1	evm.model.RL_2.2129
OG0002379	XP_048598868.1, XP_048624415.1	evm.model.RL_8.1772
OG0002380	XP_048630968.1, XP_013678429.1, XP_013678374.1	evm.model.RL_8.2569
OG0002380	XP_013715258.2, XP_013722862.1	evm.model.RL_4.2589
OG0002381	XP_013643405.1, XP_013643008.1	evm.model.RL_8.2433
OG0002382	XP_013743248.2, XP_013715636.2	evm.model.RL_4.2768
OG0002382	XP_048632660.1, XP_022561652.2	evm.model.RL_8.2197
OG0002383	XP_048603841.1, XP_013677066.1	evm.model.RL_4.235
OG0002383	XP_013737235.2, XP_013706618.2, NP_001303057.1, XP_013721197.1	evm.model.RL_2.1406
OG0002384	XP_013730568.2	evm.model.RL_4.408
OG0002384	XP_013654746.2, XP_022573825.1, XP_013685680.1, XP_048607362.1	evm.model.RL_2.1579
OG0002385	XP_048601543.1, XP_048596185.1, XP_013685701.2, XP_013656143.1	evm.model.RL_2.1616
OG0002386	XP_048624277.1, XP_013701201.2, XP_013740830.2, XP_022573315.2	evm.model.RL_8.526, evm.model.RL_8.527, evm.model.RL_8.528
OG0002387	XP_013665290.2, XP_048634020.1, XP_013703983.1, XP_013746532.1, XP_048626406.1	evm.model.RL_2.3241
OG0002387	XP_013743656.1, XP_013687405.1	evm.model.RL_6.229
OG0002388	XP_013728958.1, XP_048631213.1	evm.model.RL_2.3261
OG0002388	XP_013670329.2, XP_013710020.1	evm.model.RL_6.215
OG0002389	XP_013731902.1, XP_013729566.1, XP_013737098.2, XP_013735310.1	evm.model.RL_2.3497
OG0002389	XP_013700838.2	evm.model.RL_6.1629
OG0002390	XP_048629155.1, XP_013711931.1, XP_022556133.1	evm.model.RL_6.1617
OG0002390	XP_048615054.1, XP_022546633.2	evm.model.RL_5.2706
OG0002391	XP_048596366.1, XP_013740957.1	evm.model.RL_8.753
OG0002391	XP_013719689.2, XP_013732854.1	evm.model.RL_8.751
OG0002392	XP_013656146.2, XP_013685698.2	evm.model.RL_2.1617
OG0002392	XP_048624207.1, XP_048596704.1	evm.model.RL_8.399
OG0002393	XP_048610681.1, XP_048633269.1	evm.model.RL_2.815.1.687c86e1
OG0002393	XP_013731692.1, XP_048619541.1, XP_013657053.2, XP_048607050.1	evm.model.RL_1.2386
OG0002394	XP_022545532.1, XP_022566233.1	evm.model.RL_2.835
OG0002394	XP_022555374.1, XP_048632551.1, XP_048618575.1	evm.model.RL_1.2340
OG0002395	XP_013728742.2, XP_022550828.1, XP_048632547.1, XP_013710503.1, XP_013705773.1, XP_013752037.1	evm.model.RL_1.2327
OG0002396	XP_022544383.2, XP_013717779.1	evm.model.RL_1.2231
OG0002396	XP_013656789.2, XP_013736667.1, XP_013742819.2, XP_013686735.1	evm.model.RL_2.956
OG0002397	XP_048633436.1, XP_013690679.2	evm.model.RL_2.51
OG0002397	XP_013697894.1, XP_048628267.1, XP_013724824.2	evm.model.RL_7.2270
OG0002398	XP_013732559.1, XP_048631575.1, XP_013731144.3	evm.model.RL_6.2964
OG0002398	XP_013648529.1, XP_013703337.1, XP_013746295.1, XP_013660320.1	evm.model.RL_7.56
OG0002399	XP_013691815.1, XP_013747520.2	evm.model.RL_7.86
OG0002400	XP_013712056.1, XP_022574859.1	evm.model.RL_6.2786
OG0002400	XP_013707852.1, XP_013663907.1	evm.model.RL_7.202
OG0002401	XP_048634783.1, XP_013688265.2	evm.model.RL_6.2727
OG0002401	XP_013708143.1, XP_013648432.2, XP_013712536.2	evm.model.RL_7.247
OG0002402	XP_013748138.1, XP_048609357.1	evm.model.RL_6.2688
OG0002402	XP_048634258.1, XP_048611337.1, XP_048597300.1, XP_013708755.2	evm.model.RL_7.273, evm.model.RL_7.269
OG0002403	XP_013652374.2, XP_048615918.1	evm.model.RL_3.1776
OG0002403	XP_048621122.1, XP_013664595.2, XP_013657290.1, XP_013683008.2	evm.model.RL_5.1632
OG0002404	XP_013691472.2, XP_048611219.1	evm.model.RL_6.2471
OG0002404	XP_013659174.2, XP_013724649.2, XP_013732892.2, XP_013647153.1	evm.model.RL_4.1329
OG0002406	XP_013667302.2, XP_013707565.1, XP_013721929.2	evm.model.RL_4.1600
OG0002406	XP_013671838.1, XP_022543116.1	evm.model.RL_7.1941
OG0002408	XP_013667140.2, XP_013660678.1	evm.model.RL_8.2123
OG0002409	XP_013669821.1, XP_013647069.2	evm.model.RL_8.2574
OG0002410	XP_013699016.1, XP_013745488.1	evm.model.RL_7.1408
OG0002410	XP_013711873.1, XP_022570878.1, XP_013740951.1, XP_013643292.2	evm.model.RL_8.2693
OG0002411	XP_048621132.1	evm.model.RL_5.1596
OG0002411	XP_048591778.1, XP_013699149.1, XP_013702348.1, XP_013649589.2, XP_013695565.2, XP_013676629.1	evm.model.RL_3.1674
OG0002412	XP_013666283.1, XP_048614459.1	evm.model.RL_8.2883
OG0002413	XP_013730438.2, XP_013722231.2, XP_013691026.2, XP_013666311.2	evm.model.RL_8.2866
OG0002414	XP_048613653.1, XP_013719322.2	evm.model.RL_5.200
OG0002414	XP_013688540.1, XP_013685797.2	evm.model.RL_8.332
OG0002415	XP_048615464.1, XP_048637435.1	evm.model.RL_4.485
OG0002416	XP_048623501.1, XP_048595953.1	evm.model.RL_4.532
OG0002417	XP_013690617.1, XP_013748647.2	evm.model.RL_6.1371
OG0002417	XP_022548886.2, XP_013696756.1	evm.model.RL_5.346
OG0002418	XP_048636740.1, XP_048609254.1	evm.model.RL_6.1291
OG0002418	XP_022548868.2, XP_048613755.1	evm.model.RL_5.416
OG0002419	XP_013722486.1, XP_013643579.2, XP_013748796.2, XP_013712636.1	evm.model.RL_6.1152
OG0002420	XP_013675914.1, XP_048594814.1	evm.model.RL_6.892, evm.model.RL_6.891
OG0002420	XP_013747065.1, XP_013690814.1	evm.model.RL_6.893
OG0002421	XP_013653679.2, XP_013697406.1, XP_013735024.2	evm.model.RL_6.851
