Orthogroup	Brassica_napus	Raphanus_sativus
OG0001621	XP_013733414.1, XP_013659116.3, XP_013739700.3	XP_018478047.1
OG0001621	XP_048606491.1	XP_018448842.1, XP_018448844.1
OG0001623	XP_048620669.1, XP_048597151.1, XP_048592999.1, XP_013701073.2, XP_048593003.1	XP_018444863.1
OG0001624	XP_013747855.1, XP_013686142.1	XP_018456656.1, XP_018456658.1, XP_018456472.1
OG0001624	XP_048623613.1	XP_018461210.1
OG0001625	XP_013747402.2	XP_018450531.1
OG0001626	XP_048591935.1, XP_048615876.1, XP_048591948.1, XP_022559685.2, XP_048616335.1, XP_013674429.1	XP_018443451.1, XP_018443453.1, XP_018443459.1, XP_018443215.1, XP_018444896.1, XP_018444903.1, XP_018444901.1
OG0001627	XP_013662519.1, XP_013697211.2	XP_018438726.1
OG0001627	XP_013721623.1, XP_022571338.2	XP_018492233.1
OG0001627	XP_013662523.1, XP_013697207.2	XP_018438738.1
OG0001627	XP_013653206.2, XP_013721616.2	XP_018492236.1
OG0001628	XP_048608345.1	XP_018475562.1, XP_018450147.1
OG0001629	XP_013731103.2, XP_048621259.1	XP_018433429.1
OG0001629	XP_048613996.1, XP_013671790.2	XP_018435175.1
OG0001629	XP_013644803.1, XP_048626932.1	XP_018478567.1, XP_018458391.1
OG0001629	XP_013720632.1, XP_048627910.1, XP_022570171.1, XP_048602862.1	XP_018436927.1
OG0001630	XP_048610632.1, XP_013748710.2, XP_013674590.2, XP_013674591.1	XP_018483213.1
OG0001630	XP_013683406.1, XP_013734113.1	XP_018476738.1
OG0001631	XP_013649275.1, XP_013702233.1	XP_018445993.1, XP_018446061.1
OG0001631	XP_013715906.1, XP_013674800.1	XP_018468898.1
OG0001631	XP_048591870.1, XP_013733048.1	XP_018446377.1
OG0001631	XP_013723934.1, XP_013726897.1	XP_018469207.1
OG0001633	XP_013740439.1, XP_048596737.1	XP_018456316.1
OG0001634	XP_048628421.1, XP_048611623.1, XP_048613171.1, XP_048634645.1, XP_048613695.1, XP_048597565.1, XP_048593744.1, XP_048591022.1, XP_048632890.1, XP_048635293.1, XP_048611402.1, XP_048615547.1, XP_048619862.1, XP_048619874.1, XP_048613172.1, XP_048605109.1, XP_048615337.1, XP_048619863.1	XP_018474036.1, XP_018474038.1, XP_018435887.1, XP_018474037.1, XP_018435886.1
OG0001635	XP_048611965.1	XP_018473748.1
OG0001635	XP_048599879.1	XP_018491697.1, XP_018481589.1, XP_018487707.1, XP_018458700.1, XP_018466109.1, XP_018435814.1, XP_018463855.1, XP_018473401.1, XP_018473988.1, XP_018473986.1, XP_018444161.1, XP_018460664.1, XP_018463952.1, XP_018458492.1, XP_018463509.1, XP_018460799.1, XP_018443562.1, XP_018453675.1, XP_018467648.1
OG0001635	XP_048620117.1, XP_048605624.1, XP_048613416.1, XP_048623947.1, XP_048610071.1, XP_048605169.1, XP_048622866.1	XP_018463955.1
OG0001641	YP_717155.1	YP_006665997.1
OG0001642	XP_022561496.1	XP_018438219.1
OG0001642	XP_013706469.1	XP_018461410.1, XP_018452895.1, XP_018453937.1
OG0001642	XP_013729270.2	XP_018453934.1
OG0001642	XP_022572768.1, XP_013738412.2	XP_018461093.1, XP_018482685.1
OG0001643	XP_048632622.1, XP_048607124.1	XP_018493328.1
OG0001643	XP_013655843.1	XP_018457645.1
OG0001643	XP_013656158.2	XP_018447959.1
OG0001643	XP_013670606.2, XP_048634879.1	XP_018450704.1
OG0001644	XP_013718757.2, XP_013726632.1	XP_018438083.1, XP_018438084.1
OG0001644	XP_013716517.1, XP_013707945.1	XP_018486303.1
OG0001644	XP_013653111.1, XP_013645588.1	XP_018440934.1
OG0001645	XP_013723167.2, XP_048625810.1	XP_018457253.1, XP_018457255.1
OG0001645	XP_013651452.2, XP_013720705.1	XP_018437404.1
OG0001645	XP_048637186.1	XP_018458390.1, XP_018481175.1
OG0001646	XP_013677523.1, XP_013644740.2, XP_013706612.2	XP_018480771.1, XP_018480759.1
OG0001646	XP_013677834.2, XP_048622330.1, XP_048597741.1, XP_022564694.1	XP_018441579.1
OG0001647	XP_013717092.2, XP_048612209.1	XP_018484621.1
OG0001647	XP_013672558.1, XP_048591347.1	XP_018478701.1
OG0001647	XP_048600679.1	XP_018462284.1, XP_018463699.1
OG0001648	XP_013647791.2	XP_018477120.1
OG0001648	XP_048618055.1	XP_018485220.1
OG0001648	XP_022543608.2	XP_018452549.1
OG0001649	XP_013651848.1, XP_013719104.1	XP_018444202.1
OG0001649	XP_013691017.1, XP_013647451.1	XP_018481273.1
OG0001649	XP_013690457.1, XP_013695240.1	XP_018454833.1
OG0001649	XP_048631454.1, XP_013665664.1, XP_013675174.1	XP_018437882.1, XP_018438140.1
OG0001650	XP_013695910.1, XP_013659097.2	XP_018454836.1
OG0001650	XP_048601163.1	XP_018435086.1
OG0001650	XP_048618128.1, XP_013644473.2	XP_018478396.1
OG0001650	XP_048633518.1, XP_048628792.1, XP_048612194.1	XP_018466083.1
OG0001651	XP_048598321.1, XP_048600208.1	XP_018472181.1
OG0001651	XP_013682767.2, XP_013732681.1	XP_018476203.1, XP_018474399.1
OG0001651	XP_048617322.1, XP_013725366.1, XP_013666996.1, XP_013729138.1	XP_018452141.1
OG0001652	XP_022573346.2, XP_048606149.1	XP_018489482.1
OG0001652	XP_048635992.1, XP_048627404.1, XP_048615283.1	XP_018489832.1
OG0001652	XP_048612156.1, XP_048600763.1	XP_018437631.1
OG0001652	XP_022568856.1	XP_018444302.1
OG0001653	XP_013736035.1, XP_013684598.1	XP_018490693.1
OG0001653	XP_013724045.2, XP_048600727.1	XP_018492207.1
OG0001653	XP_013718360.1, XP_013744207.1	XP_018457146.1, XP_018462155.1
OG0001654	XP_013720256.1	XP_018470958.1, XP_018470957.1
OG0001654	XP_048635975.1, XP_013750407.1	XP_018432536.1
OG0001654	XP_013736032.2, XP_022555187.1	XP_018490690.1
OG0001655	XP_013737865.2, XP_013715698.2	XP_018446941.1
OG0001655	XP_013684752.1, XP_013736129.1	XP_018485409.1
OG0001655	XP_013750154.2, XP_022575541.2	XP_018489132.1, XP_018465740.1
OG0001656	XP_013733336.1, XP_013647107.1	XP_018436639.1
OG0001656	XP_013697043.1, XP_013648219.1	XP_018490431.1, XP_018467152.1
OG0001657	XP_013725708.1, XP_013710585.2	XP_018451726.1
OG0001657	XP_013706480.1, XP_013738132.2	XP_018483180.1, XP_018477167.1
OG0001658	XP_022566090.1, XP_013666827.1, XP_022568508.1, XP_013642298.1	XP_018476532.1
OG0001658	XP_048607358.1, XP_013717116.1	XP_018470568.1
OG0001658	XP_013705975.2, XP_013741558.3	XP_018482651.1
OG0001659	XP_013701877.1, XP_013740106.2	XP_018460888.1, XP_018475435.1
OG0001659	XP_013718935.1, XP_013674604.2	XP_018472462.1
OG0001659	XP_048623159.1, XP_013740702.2, XP_013715609.1	XP_018444321.1
OG0001660	XP_022573820.1, XP_013685679.2, XP_048607361.1	XP_018451333.1
OG0001660	XP_013717432.1, XP_048618931.1, XP_013737522.2	XP_018485004.1
OG0001660	XP_013655876.2, XP_013671139.1	XP_018467962.1
OG0001660	XP_048619730.1, XP_013686929.2	XP_018477472.1
OG0001661	XP_013686883.2, XP_013691046.1	XP_018452758.1
OG0001661	XP_013738087.2	XP_018444668.1
OG0001661	XP_048618989.1, XP_013737618.2	XP_018478142.1
OG0001662	XP_022572569.2, XP_013737607.2	XP_018478914.1
OG0001662	XP_013671189.1, XP_013737976.2	XP_018469811.1, XP_018467851.1
OG0001662	XP_013684127.1, XP_013735521.1	XP_018472916.1
OG0001663	XP_013732853.1, XP_013719671.1	XP_018476653.1, XP_018476654.1
OG0001663	XP_013725979.1, XP_013697105.1, XP_013697626.1, XP_013707149.1	XP_018467066.1
OG0001664	XP_048636633.1, XP_048630438.1, XP_013691959.2	XP_018440018.1
OG0001664	XP_013656808.2, XP_013736660.1	XP_018451040.1, XP_018451043.1
OG0001664	XP_013662467.1, XP_013706415.1	XP_018433080.1
OG0001665	XP_048618246.1, XP_013667465.1	XP_018469515.1
OG0001665	XP_013702626.1, XP_013734277.1	XP_018462899.1, XP_018472695.1
OG0001665	XP_013744635.1, XP_013744546.2	XP_018480410.1, XP_018460982.1
OG0001665	XP_013688645.1, XP_048629205.1, XP_048636627.1	XP_018438275.1
OG0001666	XP_013642309.1, XP_013647211.1, XP_022561337.1, XP_013748827.1	XP_018477379.1
OG0001666	XP_048619613.1, XP_013749089.1	XP_018434904.1, XP_018434923.1
OG0001667	XP_013746966.2, XP_048633613.1	XP_018481653.1, XP_018462624.1
OG0001667	XP_013660068.1, XP_013709681.2	XP_018438073.1
OG0001667	XP_013655017.1, XP_048623210.1, XP_013706005.1	XP_018449020.1, XP_018450217.1, XP_018482448.1
OG0001667	XP_013665294.2, XP_022573690.1	XP_018469388.1, XP_018465178.1
OG0001668	XP_013728961.2, XP_048623275.1	XP_018483408.1
OG0001668	XP_013656594.1, XP_048607489.1	XP_018447625.1
OG0001668	XP_013683960.2, XP_013722979.2	XP_018469111.1
OG0001668	XP_048612296.1, XP_013746959.2	XP_018480934.1
OG0001669	XP_013716869.2, XP_048612252.1	XP_018477441.1
OG0001669	XP_013712491.2, XP_013660089.2	XP_018434730.1, XP_018438870.1
OG0001669	XP_013686335.1, XP_013656553.1	XP_018447481.1
OG0001670	XP_013656675.2, XP_048606278.1	XP_018447854.1, XP_018447695.1
OG0001670	XP_013735494.2, XP_048633420.1	XP_018470464.1
OG0001670	XP_013644912.1, XP_013706798.1	XP_018478926.1, XP_018480223.1
OG0001670	XP_013716916.1, XP_013743517.1	XP_018478600.1
OG0001671	XP_013642764.1, XP_022575206.1	XP_018492396.1
OG0001671	XP_013711204.2, XP_013735087.2	XP_018476712.1
OG0001672	XP_013662505.1, XP_022559119.2, XP_022570676.1	XP_018435909.1
OG0001672	XP_013654370.2, XP_048606842.1	XP_018447257.1
OG0001672	XP_013668223.1, XP_048598588.1	XP_018442236.1, XP_018442237.1
OG0001673	XP_013686782.1, XP_013721170.1	XP_018458129.1
OG0001673	XP_048593175.1, XP_013702832.1	XP_018432786.1
OG0001673	XP_048607060.1, XP_022566839.1, XP_013657087.1	XP_018432894.1
OG0001674	XP_013656780.2, XP_013736680.1	XP_018450681.1
OG0001674	XP_013742843.1, XP_013686752.2	XP_018485263.1
OG0001675	XP_013752017.1, XP_013691265.1	XP_018481743.1, XP_018481748.1
OG0001675	XP_048609824.1, XP_013691007.2	XP_018481435.1
OG0001675	XP_013660017.2, XP_013712406.1	XP_018489415.1
OG0001675	XP_013652044.1, XP_022568111.1	XP_018444640.1
OG0001676	XP_022554887.2, XP_013740640.1	XP_018473421.1
OG0001676	XP_013752149.1, XP_013691400.1, XP_013748007.2	XP_018455347.1, XP_018438288.1
OG0001676	XP_013752148.2, XP_013690676.2	XP_018438329.1
OG0001677	XP_022573598.1, XP_048620762.1, XP_048597229.1	XP_018492134.1
OG0001677	XP_013688032.1, XP_048634716.1	XP_018477830.1
OG0001677	XP_048608589.1, XP_048631767.1	XP_018475902.1
OG0001678	XP_013710291.1, XP_013746379.1, NP_001302614.1, XP_013648332.2, XP_048597214.1, XP_013663681.1	XP_018446598.1
OG0001678	XP_048609234.1, XP_022574669.2	XP_018483390.1
OG0001679	XP_013714797.2, XP_048593051.1	XP_018465393.1
OG0001679	XP_013663646.1, XP_048597209.1	XP_018491523.1
OG0001679	XP_013687875.1, XP_048634692.1	XP_018482776.1, XP_018483636.1
OG0001680	XP_048610162.1	XP_018466840.1, XP_018466927.1
OG0001681	XP_013686285.1	XP_018433093.1
OG0001681	XP_048630029.1, XP_013713332.1, XP_013661318.1, XP_048595510.1	XP_018457764.1, XP_018433511.1
OG0001681	XP_048632362.1, XP_013671861.1	XP_018449029.1
OG0001682	XP_013688543.1, XP_013685796.2	XP_018452582.1, XP_018452583.1
OG0001682	XP_013719342.2, XP_013698078.2, XP_013693874.2	XP_018438622.1, XP_018440100.1
OG0001683	XP_048613677.1, XP_013665611.2	XP_018449457.1, XP_018449454.1
OG0001683	XP_013681186.2	XP_018434246.1
OG0001683	XP_013713831.1, XP_048595963.1	XP_018453263.1
OG0001684	XP_048623496.1, XP_013661736.2	XP_018457485.1, XP_018457484.1
OG0001684	XP_013666489.1, XP_013695093.1	XP_018488142.1, XP_018488135.1
OG0001685	XP_013664817.2	XP_018493390.1
OG0001685	XP_013697441.2, XP_013666481.2	XP_018442369.1
OG0001685	XP_013707361.2	XP_018441991.1
OG0001685	XP_048595939.1	XP_018456943.1, XP_018456940.1
OG0001686	XP_013671322.1, XP_048634373.1	XP_018484565.1
OG0001686	XP_013662713.1, XP_013748469.1	XP_018433484.1
OG0001686	XP_013698395.1, XP_013666475.2	XP_018476847.1
OG0001686	XP_022547250.2	XP_018447095.1, XP_018449448.1
OG0001687	XP_013744454.2	XP_018484926.1
OG0001687	XP_013672728.1	XP_018461741.1
OG0001688	NP_001302971.1, XP_013666634.1	XP_018437032.1
OG0001688	XP_013747195.2, XP_013655085.1	XP_018480610.1
OG0001688	XP_013751311.2	XP_018440797.1
OG0001688	XP_022571617.1, XP_013746603.1	XP_018474624.1
OG0001689	XP_048621586.1, XP_013657522.2	XP_018451143.1
OG0001689	XP_013716287.1	XP_018472701.1, XP_018493467.1
OG0001689	XP_013670312.1, XP_013748791.2	XP_018440152.1
OG0001690	XP_048633826.1, XP_013662686.1	XP_018485195.1
OG0001690	XP_013716118.1, XP_048597886.1	XP_018486892.1
OG0001690	XP_013693427.2, XP_013664541.2	XP_018440014.1
OG0001691	XP_048599467.1, XP_013722018.2	XP_018437191.1
OG0001691	XP_048621417.1, XP_013716296.2	XP_018488680.1
OG0001691	XP_048611478.1, XP_013752431.1, XP_048636816.1	XP_018476026.1, XP_018482753.1, XP_018463823.1
OG0001692	XP_013680771.1, XP_013683285.1	XP_018474663.1
OG0001692	XP_013695273.1	XP_018480438.1
OG0001693	XP_048610092.1	XP_018483578.1
OG0001693	XP_013744181.1	XP_018460859.1
OG0001693	XP_013643837.1, XP_013647701.2	XP_018436851.1
OG0001693	XP_013687124.1, XP_048613831.1	XP_018468568.1
OG0001693	XP_013716262.2	XP_018493581.1
OG0001694	XP_048604871.1, XP_048602377.1	XP_018471571.1
OG0001694	XP_048625051.1, XP_048598201.1	XP_018445140.1
OG0001694	XP_013732337.2, XP_048636200.1	XP_018490656.1
OG0001694	XP_048595748.1, XP_048601959.1	XP_018436796.1, XP_018436794.1
OG0001695	XP_048613852.1, XP_013641059.2	XP_018433360.1
OG0001695	XP_048622211.1, XP_013657623.1	XP_018449642.1
OG0001695	XP_048614524.1, XP_022576195.1	XP_018491429.1
OG0001696	XP_048595310.1, XP_048631617.1, XP_048625639.1	XP_018457788.1
OG0001696	XP_048601828.1, XP_013643884.1, XP_022543442.2	XP_018484082.1
OG0001697	XP_048615349.1	XP_018493233.1
OG0001697	XP_048600814.1	XP_018440937.1, XP_018440915.1
OG0001697	XP_048606096.1, XP_048632268.1	XP_018490176.1, XP_018490188.1
OG0001697	XP_013699246.2, XP_048602841.1	XP_018433283.1, XP_018433282.1
OG0001698	XP_013734565.2, XP_013734567.2	XP_018476008.1
OG0001698	XP_013692480.2, XP_013748039.1	XP_018440570.1
OG0001698	XP_013672162.1	XP_018485162.1
OG0001698	XP_013655921.1	XP_018485859.1, XP_018485885.1
OG0001699	XP_013702295.2, XP_013647934.2	XP_018446622.1
OG0001699	XP_013689026.2, XP_013744743.1, XP_048629494.1, XP_048611058.1	XP_018483446.1, XP_018483445.1
OG0001700	XP_048591687.1, NP_001302579.1	XP_018442684.1, XP_018443797.1
OG0001700	XP_013650257.1	XP_018452939.1
OG0001700	XP_013662682.1, XP_013641649.2	XP_018452353.1
OG0001701	XP_013642253.1, XP_048638479.1	XP_018436110.1
OG0001701	XP_013702029.2, XP_013717916.1	XP_018445996.1, XP_018443433.1
OG0001702	XP_013650081.2, XP_013672878.1	XP_018442979.1
OG0001702	XP_013681462.2, XP_013648715.2	XP_018443096.1, XP_018444027.1
OG0001702	XP_013642333.2, XP_013671983.1	XP_018459931.1
OG0001703	XP_048618701.1, XP_013665647.2, XP_013728287.1, XP_013722103.2, XP_013695253.2, XP_048612759.1	XP_018449317.1, XP_018449518.1, XP_018450679.1
OG0001703	XP_013720187.2, XP_013681290.1	XP_018455741.1
OG0001704	XP_013725988.3, XP_048612572.1	XP_018473703.1
OG0001704	XP_013692713.1, XP_013702561.1	XP_018456088.1
OG0001704	XP_013750054.2, XP_013691745.2	XP_018470626.1, XP_018470627.1
OG0001705	XP_048618657.1, XP_013653340.1	XP_018438627.1
OG0001705	XP_048614923.1, XP_013738222.2	XP_018467768.1
OG0001705	XP_048591825.1, XP_048616068.1	XP_018444625.1
OG0001705	XP_013675556.2, XP_013717433.3	XP_018461004.1
OG0001706	XP_013662534.1, XP_013662535.1	XP_018449250.1
OG0001707	XP_048614909.1, XP_022548375.1	XP_018463616.1
OG0001707	XP_013718096.1, XP_013652985.2	XP_018432742.1, XP_018462842.1
OG0001708	XP_013643975.1, XP_013643803.2	XP_018477968.1, XP_018477970.1
OG0001708	XP_048604004.1, XP_048629447.1, XP_048602180.1	XP_018440389.1
OG0001708	XP_013677438.1, XP_048615378.1, XP_048636073.1	XP_018489422.1
OG0001709	XP_013722134.2, XP_048603575.1, XP_048628370.1	XP_018458182.1, XP_018458183.1
OG0001709	XP_013699792.2	XP_018491388.1
OG0001709	XP_013705072.2, XP_048621862.1	XP_018442051.1
OG0001710	XP_048618259.1, XP_013653405.1	XP_018459133.1
OG0001710	XP_022544700.2, XP_048616859.1, XP_013650086.2	XP_018443418.1, XP_018465452.1
OG0001711	XP_013736338.1, XP_013653353.1	XP_018486964.1
OG0001711	XP_048635720.1, XP_013640028.1, XP_013749588.2	XP_018432642.1
OG0001711	XP_013737067.2, XP_013742920.1	XP_018478196.1
OG0001712	XP_013720622.1, XP_022569593.1	XP_018480924.1
OG0001712	XP_013741069.2, XP_013690475.1	XP_018461602.1, XP_018489177.1
OG0001712	XP_048634896.1, XP_022575307.2, XP_022555918.1	XP_018489224.1, XP_018489201.1
OG0001713	XP_048621622.1, XP_013735859.2	XP_018451468.1
OG0001713	XP_013641420.2, XP_013732006.2	XP_018440810.1, XP_018440809.1
OG0001713	XP_048635392.1, XP_013724580.2, XP_013672847.1	XP_018432895.1
OG0001714	XP_013684932.1, XP_048632499.1	XP_018490914.1
OG0001714	XP_013673318.1, XP_013652602.1, XP_048629581.1	XP_018486619.1
OG0001714	XP_048637774.1, XP_013700940.1	XP_018484377.1
OG0001714	XP_013752521.1, XP_048636971.1	XP_018489525.1
OG0001715	XP_013640632.2, NP_001302638.1	XP_018492495.1
OG0001716	YP_005089947.1, XP_048629793.1	YP_009046909.1
OG0001716	XP_048630357.1, XP_048630931.1, XP_048628700.1, XP_048628598.1, XP_048629009.1, XP_048629786.1, XP_048630359.1, XP_048629015.1, XP_048630932.1, XP_048631033.1, XP_048631029.1, YP_005089948.1	YP_009046910.1
OG0001717	XP_013639937.2, XP_022576081.2, XP_013667413.2, XP_048614375.1	XP_018491737.1, XP_018486035.1
OG0001717	XP_022575251.2, XP_048630495.1, XP_048635185.1, XP_013651053.2, XP_013749224.2	XP_018491736.1
OG0001718	XP_013710357.2	XP_018456356.1
OG0001719	XP_013641977.1	XP_018453943.1, XP_018453945.1
OG0001721	XP_013708264.1, XP_013695566.2	XP_018460871.1
OG0001721	XP_013697379.2, XP_013711662.2	XP_018458807.1
OG0001722	XP_048607055.1	XP_018469769.1
OG0001723	XP_013726744.1	XP_018467270.1
OG0001723	XP_013749281.1, XP_048594812.1	XP_018475716.1
OG0001724	XP_013643553.1, XP_013702600.1	XP_018434674.1, XP_018478057.1
OG0001724	XP_048608011.1, XP_048609947.1, XP_013722533.1, XP_013647174.2, XP_048631017.1	XP_018480710.1
OG0001724	XP_048626450.1, XP_048633857.1	XP_018481129.1
OG0001725	XP_013680849.2, XP_013713967.2	XP_018444636.1, XP_018444426.1
OG0001726	XP_048628914.1	XP_018473381.1
OG0001726	XP_048612168.1, XP_022574543.1, XP_048633499.1	XP_018481853.1
OG0001727	XP_048617292.1	XP_018469043.1
OG0001729	XP_013672743.1, XP_013744267.1	XP_018467863.1
OG0001729	XP_013665756.2, XP_013710500.1	XP_018437917.1
OG0001730	XP_048592941.1, XP_013640095.1	XP_018446202.1
OG0001730	XP_013670092.1	XP_018466941.1, XP_018467018.1
OG0001730	XP_013703625.2	XP_018455150.1
OG0001730	XP_013671688.1, XP_013708148.1, XP_013654918.2	XP_018461620.1, XP_018450051.1
OG0001731	XP_022572716.1, XP_048619194.1	XP_018480904.1
OG0001731	XP_013752152.1, XP_013686556.2	XP_018466719.1
OG0001731	XP_048601291.1, XP_013686452.2	XP_018471291.1
OG0001731	XP_048620604.1, XP_013706175.2	XP_018482903.1
OG0001732	XP_013651758.1, XP_048594494.1	XP_018449653.1
OG0001732	XP_048637064.1, XP_013691177.2, XP_048601288.1	XP_018469084.1, XP_018461141.1
OG0001732	XP_013700834.1, XP_013670083.2	XP_018454926.1
OG0001733	XP_013705079.2, XP_048619209.1	XP_018480485.1
OG0001733	XP_022545484.2, XP_013743851.2	XP_018484271.1
OG0001733	XP_013664096.1, XP_013712372.1	XP_018441712.1
OG0001734	XP_013671286.2, XP_048601253.1	XP_018470478.1
OG0001734	XP_013743866.1, XP_013743761.2, XP_022547054.2, XP_048620981.1	XP_018438421.1
OG0001735	XP_013729268.2, XP_013706468.1	XP_018455728.1, XP_018452894.1, XP_018461409.1
OG0001735	XP_048607103.1, XP_013736695.1	XP_018488801.1
OG0001735	XP_013738411.1, XP_022561916.1	XP_018461092.1, XP_018482684.1
OG0001736	XP_013752023.2, XP_013670577.1	XP_018471409.1, XP_018462541.1
OG0001736	XP_048590998.1, XP_048607153.1	XP_018492337.1
OG0001737	XP_048636602.1, XP_013738471.2	XP_018440805.1
OG0001737	XP_013661818.1, XP_013644564.1	XP_018458968.1
OG0001737	XP_013690715.1, XP_048621546.1	XP_018449357.1
OG0001738	XP_048629158.1, XP_048610518.1	XP_018442010.1, XP_018442012.1
OG0001738	XP_013732652.1, XP_013656874.1	XP_018483681.1
OG0001738	XP_013715140.1, XP_013648965.1	XP_018451853.1
OG0001738	XP_048614477.1, XP_013742640.1, XP_048635155.1	XP_018486100.1
OG0001739	XP_013696917.1, XP_013640984.2	XP_018483267.1
OG0001739	XP_013716475.2, XP_013714517.1	XP_018493380.1
OG0001739	XP_048622260.1, XP_013657702.1	XP_018447700.1, XP_018460016.1
OG0001740	XP_013723598.1, XP_048630380.1, XP_013661679.1	XP_018457578.1
OG0001740	XP_048597813.1, XP_022569927.1	XP_018432670.1
OG0001740	XP_013640944.2, XP_013697584.1	XP_018439070.1, XP_018490239.1
OG0001741	XP_013645792.1, XP_013640918.1	XP_018436478.1
OG0001741	XP_013750792.2, XP_013657759.1	XP_018440579.1
OG0001741	XP_048626079.1, XP_048595841.1	XP_018456299.1, XP_018454179.1
OG0001742	XP_013650838.2, XP_022571438.1	XP_018438534.1
OG0001742	XP_013655146.2, XP_013732313.1, XP_013655147.2	XP_018489697.1
OG0001743	XP_013645433.2	XP_018479893.1
OG0001743	XP_013717942.1, XP_048626040.1	XP_018452774.1
OG0001743	XP_013692629.1, XP_013652994.2, XP_013718650.2	XP_018434102.1
OG0001744	XP_013746842.1, XP_013687070.1	XP_018477413.1
OG0001744	XP_013642458.1, XP_013647795.1	XP_018442691.1
OG0001744	XP_013672569.2, XP_013644695.2, XP_048625575.1, XP_013710168.2	XP_018484563.1
OG0001745	XP_013697883.1, XP_048628266.1	XP_018483868.1, XP_018434153.1, XP_018434849.1
OG0001746	XP_048631467.1, XP_013665671.2, XP_048618110.1	XP_018437494.1
OG0001746	XP_013691524.2, XP_013696036.1, XP_013720770.1	XP_018462085.1
OG0001747	XP_013647433.1, XP_013705140.2	XP_018485040.1
OG0001747	XP_013665652.1	XP_018438142.1
OG0001747	XP_013695552.2	XP_018436813.1, XP_018437243.1
OG0001748	XP_013725637.1, XP_022571029.2	XP_018478570.1, XP_018478592.1
OG0001748	XP_013652261.2, XP_013649198.2	XP_018442832.1
OG0001748	XP_013731637.2, XP_013676387.2	XP_018469882.1, XP_018469881.1
OG0001749	XP_048625962.1, XP_013661531.2	XP_018457206.1
OG0001749	XP_013743471.2, XP_013738161.2	XP_018483274.1, XP_018483270.1
OG0001749	XP_013700758.2, XP_048592921.1	XP_018445162.1
OG0001750	XP_013743357.2, XP_013731578.1	XP_018480455.1, XP_018457863.1
OG0001750	XP_013661580.1, XP_013653823.1	XP_018452304.1
OG0001750	XP_013748067.1, XP_013733382.1	XP_018456725.1
OG0001751	XP_013708119.2, XP_013750094.1	XP_018491094.1
OG0001751	XP_013747497.1, XP_048607596.1	XP_018440784.1
OG0001751	XP_013722495.1, XP_013723781.2	XP_018464149.1, XP_018473463.1, XP_018473454.1
OG0001752	XP_048605723.1	XP_018459690.1
OG0001753	XP_013696601.1, XP_048632343.1	XP_018493455.1
OG0001753	XP_013647045.1, XP_013714732.1	XP_018441341.1
OG0001753	XP_013731743.1, XP_013749954.1	XP_018492727.1
OG0001753	XP_013715251.2, XP_013743190.1	XP_018445153.1, XP_018445327.1
OG0001754	XP_048630245.1, XP_013679250.2	XP_018476885.1
OG0001754	XP_048619448.1, XP_048619432.1, XP_013705978.2	XP_018479107.1, XP_018479106.1
OG0001755	NP_001302761.1, XP_048619620.1	XP_018478034.1, XP_018478035.1
OG0001755	XP_013739930.1, XP_013642061.1	XP_018458546.1, XP_018458862.1, XP_018462574.1
OG0001756	XP_013709460.1, XP_013726816.2	XP_018455783.1, XP_018457490.1
OG0001756	XP_013650229.1, XP_013715579.2	XP_018468412.1
OG0001756	XP_013741593.1, XP_013705511.2	XP_018478869.1
OG0001757	XP_048624614.1, XP_048624615.1, XP_013696744.1	XP_018456122.1, XP_018456290.1
OG0001757	XP_048607156.1, XP_013676171.2, XP_013682718.2, XP_048608280.1	XP_018475844.1
OG0001757	XP_022550514.2, XP_013741880.1	XP_018470981.1
OG0001758	NP_001303163.1, XP_013663200.1	XP_018443957.1
OG0001758	XP_013694024.1, XP_013676043.1	XP_018471632.1, XP_018464060.1
OG0001758	XP_013668027.1, XP_013667990.1	XP_018444577.1, XP_018444540.1
OG0001759	XP_013705269.2, XP_013741225.1	XP_018489313.1
OG0001759	XP_022565179.1, XP_048602780.1	XP_018466703.1
OG0001760	XP_022572489.1, XP_048620269.1	XP_018482982.1
OG0001760	XP_013697560.2, XP_013706874.1	XP_018477328.1
OG0001760	XP_013714556.1, XP_013726258.2	XP_018457557.1, XP_018452925.1
OG0001760	XP_048628768.1, XP_013677272.1	XP_018437142.1
OG0001761	XP_048632813.1, XP_048618906.1	XP_018458082.1, XP_018480587.1, XP_018481491.1
OG0001761	XP_013654782.2, XP_013696020.2, XP_048607237.1	XP_018447397.1
OG0001762	XP_048618915.1, XP_013699474.1, XP_013737417.2	XP_018482647.1
OG0001762	XP_013670710.2, XP_013681748.2	XP_018477836.1, XP_018461599.1
OG0001762	XP_022548497.2, XP_048624955.1	XP_018455996.1
OG0001763	XP_048607335.1, XP_048629080.1, XP_048607355.1, XP_013734335.1	XP_018451230.1
OG0001763	XP_048627611.1	XP_018484344.1
OG0001763	XP_048633236.1, XP_013660901.1	XP_018443956.1, XP_018443918.1
OG0001764	XP_013685736.1	XP_018450764.1
OG0001764	XP_048594762.1, XP_013653198.1	XP_018478860.1, XP_018478751.1
OG0001764	XP_013662114.1, XP_013734021.2	XP_018468430.1
OG0001765	XP_013695346.2	XP_018462010.1, XP_018458957.1
OG0001765	XP_048631998.1	XP_018465424.1
OG0001766	XP_013695299.1, XP_013685968.1	XP_018471953.1
