Orthogroup	Cardamine_glauca	Capsella_rubella
OG0004741	Cg006G2236700	XP_006305553.1
OG0004742	Cg008G2984400	XP_023635001.1
OG0004743	Cg006G2208200	XP_006304224.2
OG0004744	Cg006G2204500	XP_006303301.1
OG0004745	Cg006G2198400	XP_023644688.1
OG0004746	Cg006G2194000	XP_023644576.1
OG0004747	Cg006G2184400	XP_006305894.1
OG0004748	Cg006G2184300	XP_006304051.1
OG0004749	Cg006G2183800	XP_006306580.1
OG0004750	Cg006G2178600	XP_006304902.1
OG0004752	Cg006G2173400, Cg006G2173500	XP_006305375.1
OG0004753	Cg006G2164000	XP_006305963.2
OG0004754	Cg006G2170500	XP_006305109.1
OG0004755	Cg006G2167200	XP_006305236.2
OG0004756	Cg006G2163500	XP_006306692.1
OG0004757	Cg006G2090200	XP_006303881.1
OG0004758	Cg006G2162700	XP_023645391.1, XP_006294531.2
OG0004759	Cg006G2162500	XP_006305039.1
OG0004760	Cg006G2161200	XP_006304195.1
OG0004761	Cg006G2157100	XP_006306228.1
OG0004762	Cg006G2025500, Cg006G2025700	XP_006303408.2, XP_006303037.1
OG0004763	Cg006G2141400	XP_023645852.1, XP_006304023.1
OG0004764	Cg006G2138100	XP_006303220.1
OG0004765	Cg003G0798800, Cg002G0621500, Cg008G2857300	XP_006287993.1
OG0004766	Cg006G2135000	XP_023645148.1
OG0004767	Cg006G2129700	XP_023645358.1
OG0004768	Cg006G2126600	XP_006279607.1, XP_023636722.1
OG0004769	Cg006G2110000	XP_023645958.1
OG0004770	Cg006G2109000	XP_006303283.1
OG0004771	Cg006G2101900	XP_006305067.1
OG0004772	Cg006G2097500	XP_006306582.1
OG0004773	Cg006G2089000	XP_023645047.1
OG0004774	Cg006G2087700	XP_023632966.1
OG0004776	Cg006G2080400	XP_006304432.2
OG0004777	Cg006G2079200	XP_006303528.1, XP_023635011.1
OG0004778	Cg006G2066600	XP_006304793.1
OG0004780	Cg007G2488400	XP_006302893.1
OG0004781	Cg007G2485500	XP_006301360.1
OG0004782	Cg007G2478100	XP_006301002.1
OG0004783	Cg007G2477500	XP_006300487.1
OG0004785	Cg007G2325800	XP_006302815.1
OG0004786	Cg006G1846900	XP_006305883.1
OG0004787	Cg006G1846800	XP_006307404.1
OG0004788	Cg001G0018300	XP_006284416.2
OG0004789	Cg001G0034600	XP_006285274.1
OG0004790	Cg004G1417900	XP_023642226.1
OG0004791	Cg001G0043100	XP_006285074.1
OG0004792	Cg001G0045500	XP_023633784.1
OG0004793	Cg001G0057300	XP_006286097.1
OG0004794	Cg001G0073000, Cg001G0072900	XP_006282899.1
OG0004795	Cg001G0071700	XP_006284926.2
OG0004796	Cg001G0070200	XP_006283045.1, XP_023634060.1
OG0004797	Cg004G1368000	XP_006297642.1
OG0004797	Cg001G0064900	XP_006285540.1
OG0004798	Cg001G0085200	XP_006284195.1
OG0004799	Cg004G1309400	XP_006297998.1
OG0004800	Cg004G1310100	XP_006299645.1
OG0004801	Cg007G2494400	XP_006301311.1
OG0004802	Cg007G2493400	XP_006301410.1
OG0004803	Cg007G2491900	XP_006302555.1
OG0004804	Cg007G2489700	XP_006302060.1
OG0004805	Cg006G2031000	XP_023644791.1
OG0004806	Cg006G2017500	XP_006305653.1
OG0004807	Cg006G2016800	XP_006306284.1
OG0004808	Cg001G0162000	XP_006283118.1
OG0004809	Cg001G0123200	XP_006284985.1
OG0004810	Cg001G0119300	XP_006284530.2
OG0004812	Cg006G2200100	XP_023645488.1
OG0004812	Cg005G1623500	XP_023640619.1
OG0004815	Cg002G0401800	XP_006291281.1
OG0004815	Cg006G2055200	XP_006306049.1
OG0004818	Cg003G0834800, Cg003G0833800, Cg007G2411400, Cg007G2397600, Cg004G1141800	XP_006297469.2
OG0004819	Cg002G0687200	XP_006291399.2
OG0004820	Cg002G0642200	XP_006291492.1
OG0004821	Cg002G0566200	XP_006290447.1
OG0004824	Cg003G0862000, Cg003G0862200, Cg003G0736200, Cg003G0862500	XP_006289090.1, XP_006289844.1
OG0004825	Cg001G0098000	XP_023634953.1
OG0004826	Cg001G0142300	XP_006283766.1
OG0004827	Cg001G0158600, Cg001G0158500	XP_006285937.1
OG0004829	Cg001G0252300	XP_006285398.1, XP_006295862.1, XP_006282251.1
OG0004830	Cg003G0911100	XP_006280723.1
OG0004847	Cg002G0557800	XP_006292235.2
OG0004848	Cg002G0554900	XP_006290806.1
OG0004849	Cg003G0932800	XP_006303654.1
OG0004850	Cg002G0692700	XP_006291920.1
OG0004851	Cg002G0685500	XP_006291389.2
OG0004852	Cg008G2741900	XP_006286529.1
OG0004853	Cg008G2741600	XP_006288397.1
OG0004854	Cg008G2739000	XP_006287863.1
OG0004855	Cg008G2736700	XP_006287913.1
OG0004856	Cg008G2736100	XP_006287812.1
OG0004857	Cg008G2729600	XP_006288319.2
OG0004858	Cg004G1230900	XP_023641311.1
OG0004859	Cg008G2727400	XP_006286354.1
OG0004860	Cg008G2701500	XP_006288725.1
OG0004861	Cg008G2720100	XP_006287791.1
OG0004862	Cg008G2715800	XP_006288253.1
OG0004863	Cg008G2715200	XP_006286537.1
OG0004864	Cg006G2187200	XP_023645902.1
OG0004867	Cg008G2708200	XP_006287684.1
OG0004868	Cg008G2705300	XP_006288149.1
OG0004869	Cg008G2703600	XP_006289381.1
OG0004870	Cg008G2702800	XP_006289077.1
OG0004871	Cg008G2862900, Cg008G2848400	XP_006279922.1
OG0004872	Cg008G2698100	XP_006287760.1
OG0004873	Cg008G2697300	XP_006288550.2
OG0004874	Cg008G2696000	XP_023636850.1
OG0004875	Cg008G2695500	XP_006289127.1
OG0004876	Cg004G1189800	XP_006297672.1
OG0004877	Cg008G2692500	XP_006288326.2
OG0004878	Cg008G2688300	XP_006288958.1
OG0004879	Cg008G2686000	XP_023636397.1
OG0004880	Cg008G2684800	XP_006288548.2
OG0004881	Cg008G2684600	XP_006288575.1
OG0004882	Cg008G2815500	XP_006286891.1
OG0004882	Cg008G2684000	XP_023637290.1
OG0004883	Cg008G2675200	XP_023637587.1
OG0004884	Cg008G2667900	XP_006289107.1
OG0004885	Cg008G2666000	XP_006288864.1
OG0004886	Cg008G2661400	XP_006288272.1
OG0004887	Cg008G2660200	XP_006289438.1
OG0004889	Cg008G2657400	XP_023636975.1
OG0004890	Cg008G2656700	XP_023636162.1
OG0004891	Cg008G2648900	XP_006288096.1
OG0004892	Cg002G0661900	XP_006290254.1
OG0004893	Cg003G0866000, Cg003G0732400	XP_023636422.1
OG0004894	Cg001G0153500	XP_023634721.1
OG0004895	Cg001G0153900	XP_006285021.1
OG0004896	Cg001G0154200	XP_006285332.1
OG0004897	Cg001G0156100	XP_006284198.1
OG0004898	Cg005G1676500	XP_006295144.1
OG0004899	Cg005G1650600	XP_006293692.1
OG0004900	Cg005G1650500	XP_006293444.2
OG0004901	Cg005G1639400, Cg005G1700700, Cg005G1639300	XP_006294939.1, XP_023639558.1
OG0004902	Cg005G1631300	XP_006294360.1
OG0004903	Cg005G1630300	XP_006295580.1
OG0004904	Cg005G1627100	XP_006296283.1
OG0004905	Cg005G1626600	XP_006294407.1
OG0004906	Cg005G1619700	XP_006296404.1
OG0004907	Cg005G1613800	XP_006296239.1
OG0004908	Cg005G1610800	XP_006296504.1
OG0004909	Cg005G1598100	XP_006296391.1
OG0004910	Cg008G2938300	XP_023640730.1
OG0004911	Cg008G2942700	XP_006280168.1
OG0004912	Cg001G0149600	XP_006285349.1
OG0004913	Cg006G1856300	XP_006304176.1
OG0004914	Cg006G1994400	XP_006306281.1
OG0004915	Cg006G1993800	XP_006304100.1
OG0004916	Cg006G1990700	XP_006306677.1
OG0004917	Cg001G0335100	XP_006283186.1
OG0004918	Cg001G0137700	XP_006284000.1, XP_006285375.1
OG0004919	Cg006G1979500	XP_006304542.1
OG0004920	Cg006G1971600	XP_006307346.2
OG0004921	Cg008G2838700	XP_006281302.2
OG0004922	Cg006G1961600	XP_006305824.1
OG0004923	Cg006G1960400	XP_006305587.1
OG0004924	Cg006G1883500, Cg006G1883100, Cg006G1883000, Cg006G1883600, Cg006G1946800	XP_023633227.1
OG0004925	Cg003G1058400	XP_006281307.1
OG0004926	Cg003G1054800	XP_006281206.1
OG0004927	Cg003G1052600	XP_006281253.1
OG0004928	Cg003G1050400	XP_006281553.1
OG0004930	Cg003G1041800	XP_006280664.1
OG0004931	Cg003G0899200	XP_006280471.1
OG0004932	Cg003G1030900	XP_006279639.1
OG0004933	Cg003G1028500	XP_006280667.1
OG0004934	Cg003G1014500	XP_006280728.1
OG0004935	Cg003G0999600	XP_006281003.1
OG0004936	Cg003G0998800	XP_006280855.1
OG0004937	Cg008G2789900	XP_023636329.1
OG0004938	Cg008G2793000	XP_023637176.1
OG0004939	Cg005G1723500, Cg005G1723600	XP_006296341.1
OG0004940	Cg008G2760800	XP_006288134.1, XP_006295795.1
OG0004941	Cg008G2759600	XP_006287932.2
OG0004942	Cg008G2764000	XP_006288905.1
OG0004943	Cg008G2767500	XP_006288656.1
OG0004944	Cg008G2768500	XP_006287281.1
OG0004945	Cg008G2769900	XP_023637156.1
OG0004946	Cg008G2770600	XP_006289376.1
OG0004947	Cg008G2771100	XP_006288839.2
OG0004948	Cg008G2771700	XP_006288517.1
OG0004949	Cg008G2772500	XP_006290065.1
OG0004950	Cg008G2778800	XP_006287962.1
OG0004951	Cg008G2781500	XP_006286563.1
OG0004953	Cg007G2542200	XP_006279867.1, XP_006292104.1
OG0004955	Cg003G0979300	XP_006281227.1
OG0004956	Cg003G0977100	XP_006279487.1
OG0004957	Cg003G0976800	XP_006280254.1
OG0004958	Cg003G0975300	XP_006280957.1
OG0004959	Cg003G0974600	XP_023643478.1
OG0004960	Cg003G0973100	XP_006281943.1
OG0004961	Cg003G0971400	XP_023633499.1
OG0004962	Cg003G0968800	XP_006281604.1
OG0004963	Cg003G0963400	XP_023635061.1
OG0004964	Cg003G0959400	XP_006281142.1
OG0004965	Cg003G0947500	XP_006280353.1
OG0004966	Cg003G0947100	XP_023633457.1
OG0004967	Cg003G0935000	XP_023637746.1
OG0004968	Cg002G0531800	XP_006279048.2, XP_023638241.1
OG0004969	Cg002G0533300	XP_006292796.1
OG0004970	Cg014G3030400, Cg003G0724300	XP_023637288.1
OG0004971	Cg008G2646300	XP_006287548.2
OG0004973	Cg008G2634300	XP_023635973.1
OG0004974	Cg006G1797900, Cg001G0382600	XP_006284887.2
OG0004975	Cg008G2631800	XP_006287345.1
OG0004976	Cg008G2627400	XP_023635921.1
OG0004977	Cg008G2626300	XP_023637359.1
OG0004978	Cg008G2623700	XP_006287733.1
OG0004979	Cg008G2616900	XP_006286645.1
OG0004980	Cg008G2610900	XP_006289155.1
OG0004981	Cg006G2014800	XP_006306850.1
OG0004982	Cg008G2608100	XP_006287334.1
OG0004983	Cg008G2605600	XP_006287585.1
OG0004985	Cg001G0379300	XP_006284137.1
OG0004986	Cg001G0385300	XP_006282694.1
OG0004987	Cg001G0387400	XP_006283517.1
OG0004988	Cg006G1803200	XP_006307039.1
OG0004989	Cg006G2110100	XP_006305150.1
OG0004990	Cg007G2576100	XP_006300504.1
OG0004991	Cg007G2575000	XP_006302137.1
OG0004992	Cg007G2571700	XP_006301449.1
OG0004993	Cg007G2573000	XP_006302271.1
OG0004994	Cg007G2573500	XP_006302480.1
OG0004995	Cg007G2570600	XP_006301084.1
OG0004996	Cg007G2569000	XP_006302927.1
OG0004997	Cg007G2552200	XP_006302818.1
OG0004998	Cg004G1217800	XP_023642051.1
OG0004999	Cg007G2543000	XP_006301006.1
OG0005000	Cg007G2539700	XP_006302034.1
OG0005001	Cg007G2536400	XP_006301299.1
OG0005002	Cg007G2533100	XP_006302854.1
OG0005003	Cg007G2531200	XP_006302795.1
OG0005004	Cg007G2530400	XP_006302445.1
OG0005005	Cg007G2527000	XP_006300296.1
OG0005006	Cg007G2526000	XP_006302285.2
OG0005007	Cg007G2525000	XP_006302882.1
OG0005008	Cg004G1411800	XP_006298226.1
OG0005009	Cg004G1192800	XP_006298536.1
OG0005010	Cg006G1786200	XP_006306815.1
OG0005011	Cg004G1199300	XP_023642602.1
OG0005012	Cg006G1793000	XP_006306478.1
OG0005013	Cg006G1794000	XP_023645080.1
OG0005014	Cg006G1796300	XP_006305603.1, XP_023632845.1
OG0005015	Cg006G1800400	XP_006305723.1
OG0005016	Cg005G1573100	XP_006295620.1
OG0005018	Cg005G1569000	XP_006294194.1
OG0005020	Cg002G0644700	XP_006293035.1
OG0005021	Cg001G0316600	XP_006285211.1
OG0005022	Cg003G0912900	XP_006279621.2
OG0005023	Cg006G1999600	XP_006305000.1
OG0005025	Cg006G1937100	XP_006303138.1
OG0005026	Cg001G0272800	XP_006282877.1
OG0005027	Cg001G0258800	XP_006285171.1
OG0005028	Cg001G0238000	XP_006283475.1
OG0005029	Cg001G0247200	XP_006283589.1
OG0005030	Cg007G2498400	XP_006302487.1
OG0005031	Cg001G0167300, Cg004G1167500	XP_006283751.2
OG0005032	Cg007G2502400	XP_006301012.1
OG0005033	Cg007G2510900	XP_023643532.1
OG0005034	Cg007G2516500, Cg007G2516600	XP_006301340.1
OG0005035	Cg007G2454500	XP_006301554.1
OG0005036	Cg007G2456800	XP_006300762.1
OG0005038	Cg001G0117400	XP_006284686.1
OG0005040	Cg001G0111600	XP_006285472.1
OG0005042	Cg001G0373100	XP_006296596.1
OG0005043	Cg002G0608600	XP_006290958.1
OG0005044	Cg002G0651600	XP_006291220.1
OG0005045	Cg006G2135300	XP_006303568.1
OG0005046	Cg002G0660200	XP_006291298.1
OG0005047	Cg002G0661600	XP_006290950.1
OG0005048	Cg002G0667700	XP_006291109.1
OG0005049	Cg008G2971000	XP_006280411.1
OG0005050	Cg007G2487600	XP_006300996.1
OG0005051	Cg006G1822400, Cg006G1822300	XP_006304247.1
OG0005052	Cg006G1809400	XP_006307371.2
OG0005054	Cg005G1595900	XP_006296063.1
OG0005055	Cg001G0211100	XP_006284664.2
OG0005056	Cg001G0213200	XP_006285344.1
OG0005057	Cg001G0220100	XP_006286268.1, XP_006285158.1
OG0005058	Cg001G0221500	XP_023634201.1
OG0005059	Cg001G0227100	XP_006283497.1
OG0005060	Cg002G0517500	XP_006290554.1
OG0005061	Cg002G0483800	XP_006291777.1
OG0005062	Cg004G1374900	XP_006298060.1
OG0005063	Cg004G1405200	XP_006298285.1
OG0005064	Cg005G1716500, Cg001G0289400	XP_006280839.1
OG0005065	Cg001G0174700	XP_023634924.1
OG0005066	Cg001G0175900	XP_006282724.2
OG0005067	Cg001G0176200	XP_006283611.1
OG0005068	Cg001G0176300	XP_006282601.1
OG0005069	Cg002G0625500	XP_006291514.1
OG0005070	Cg001G0193200	XP_006285137.2
OG0005071	Cg001G0190100	XP_023634919.1
OG0005072	Cg002G0694600	XP_006293056.1
OG0005073	Cg001G0185900	XP_006284232.1
OG0005074	Cg004G1098800	XP_006298955.2
OG0005075	Cg001G0241400	XP_006284371.1
OG0005076	Cg001G0240200	XP_023634492.1
OG0005077	Cg006G1944500	XP_023645357.1
OG0005079	Cg003G1063100	XP_006280818.1
OG0005080	Cg002G0404500	XP_023638186.1
OG0005081	Cg002G0414600	XP_023638465.1
OG0005082	Cg002G0422300	XP_006292195.2
OG0005083	Cg002G0424900	XP_006290558.1
OG0005084	Cg004G1089100	XP_006296955.1
OG0005085	Cg003G0786900	XP_006287477.2
OG0005086	Cg002G0439700	XP_006290781.1
OG0005087	Cg002G0444300	XP_006291155.1
OG0005088	Cg002G0448200	XP_006293344.2
OG0005089	Cg002G0448500	XP_006290927.2
OG0005090	Cg002G0451400	XP_006291825.1, XP_006305586.1
OG0005091	Cg002G0476000	XP_006292231.1
OG0005092	Cg002G0478900	XP_006291493.1
OG0005093	Cg002G0480800	XP_006291240.1
OG0005094	Cg002G0486000	XP_006291550.1
OG0005095	Cg002G0496200	XP_006302178.1, XP_023644292.1, XP_006290971.1
OG0005096	Cg006G1999700	XP_006306693.2
OG0005097	Cg004G1321000	XP_006296692.1
OG0005098	Cg008G2949200	XP_006304260.2, XP_006281370.1
OG0005099	Cg008G2851200, Cg008G2867000	XP_006279708.1
OG0005100	Cg004G1416100	XP_006298850.1
OG0005101	Cg004G1419300	XP_006298096.1
OG0005102	Cg004G1427900	XP_023641696.1
OG0005103	Cg001G0105500	XP_023634880.1
OG0005104	Cg005G1521000	XP_006294359.1
OG0005105	Cg005G1527800	XP_006294985.1
OG0005106	Cg005G1534800	XP_006294132.1
OG0005107	Cg005G1538000	XP_006296385.1
OG0005108	Cg005G1543800	XP_023639923.1, XP_023644073.1, XP_023641350.1
OG0005109	Cg004G1405000	XP_006279162.2, XP_006296585.2
OG0005110	Cg005G1549900	XP_006294047.2
OG0005111	Cg005G1550700	XP_023640149.1
OG0005112	Cg005G1551100	XP_006299026.2, XP_006296115.2
OG0005113	Cg005G1557900	XP_006294901.1
OG0005114	Cg005G1558800	XP_006295839.1
OG0005115	Cg005G1564500	XP_006294203.1
OG0005116	Cg005G1565600	XP_006294559.2
OG0005117	Cg007G2495800	XP_006302050.1
OG0005119	Cg003G0743300	XP_023636642.1
OG0005120	Cg003G0856100, Cg003G0741300	XP_006287670.1
OG0005121	Cg006G2128000	XP_006303204.1
OG0005122	Cg003G0751000	XP_006287136.1
OG0005123	Cg006G1922600	XP_006306961.1
OG0005124	Cg006G1923500	XP_006304269.1
OG0005125	Cg003G0794600	XP_006288117.1
OG0005126	Cg003G0766600	XP_006289873.1
OG0005127	Cg008G2933200	XP_006289435.1
OG0005128	Cg008G2756800	XP_006288843.1
OG0005129	Cg006G2028500	XP_006304685.1, XP_006304729.1
OG0005130	Cg008G2819800	XP_006286701.1
OG0005131	Cg008G2823600	XP_006286486.1
OG0005132	Cg004G1440100	XP_006300044.1
OG0005133	Cg005G1460900	XP_006295091.1
OG0005134	Cg005G1461300	XP_006294599.1
OG0005135	Cg005G1468200	XP_006295122.1
OG0005136	Cg005G1471200	XP_006294875.1
OG0005137	Cg005G1478100	XP_023639649.1
OG0005138	Cg005G1482400	XP_023640196.1
OG0005139	Cg005G1487000	XP_006295014.1
OG0005140	Cg005G1499800	XP_006294694.2
OG0005141	Cg005G1507400	XP_006293406.2, XP_006289563.1
OG0005142	Cg001G0385900	XP_006284393.1, XP_006303327.1
OG0005143	Cg008G2979600	XP_006281122.1
OG0005145	Cg004G1085900	XP_023641066.1
OG0005146	Cg004G1091700	XP_006297607.1
OG0005147	Cg004G1101100	XP_006298314.1
OG0005148	Cg004G1112000	XP_023641788.1
OG0005149	Cg004G1135700	XP_023642769.1
OG0005150	Cg004G1143200	XP_006298443.1
OG0005151	Cg004G1143500	XP_006298911.1
OG0005152	Cg004G1146300	XP_023641679.1
OG0005153	Cg004G1156900	XP_006297550.1
OG0005154	Cg004G1164400	XP_006299273.1
OG0005155	Cg004G1175500	XP_006298312.1
OG0005156	Cg004G1182200	XP_006298796.1
OG0005158	Cg004G1192000	XP_023641615.1
OG0005159	Cg004G1196200	XP_006297251.1
OG0005161	Cg004G1211200	XP_023641992.1
OG0005162	Cg004G1212100	XP_006298423.1
OG0005163	Cg004G1214900	XP_006296616.1
OG0005164	Cg004G1219600	XP_006298605.1
OG0005165	Cg004G1226600	XP_023642072.1
OG0005166	Cg004G1229900	XP_006298335.1
OG0005167	Cg004G1232600	XP_006298489.1
OG0005168	Cg004G1254100	XP_023642277.1
OG0005169	Cg004G1256100	XP_023642136.1
OG0005170	Cg004G1256600	XP_006299075.1
OG0005171	Cg004G1258400	XP_006297700.1
OG0005172	Cg004G1258100	XP_006298223.1
OG0005173	Cg004G1265600	XP_023642041.1
OG0005174	Cg004G1274400	XP_006297945.1
OG0005175	Cg004G1285100, Cg004G1274500	XP_006300209.1
OG0005176	Cg004G1279000	XP_006296870.1
OG0005177	Cg009G2989200, Cg008G2888400	XP_006280816.2
OG0005178	Cg004G1293300	XP_006298232.1
OG0005179	Cg004G1292400	XP_006298348.1
OG0005180	Cg004G1284000	XP_006298676.1
OG0005181	Cg004G1280300	XP_006298589.1
OG0005183	Cg001G0101300	XP_006285618.1
OG0005184	Cg008G2753700	XP_006290030.1
OG0005185	Cg008G2749300	XP_006287752.1
OG0005186	Cg008G2748800	XP_023635715.1
OG0005187	Cg008G2748400	XP_006289041.1
OG0005188	Cg008G2839500	XP_006281143.1
OG0005189	Cg008G2839400	XP_006280525.2
OG0005190	Cg008G2878800	XP_006281899.1
OG0005191	Cg004G1436800	XP_006297820.1
OG0005192	Cg002G0504000	XP_006293176.1
OG0005193	Cg002G0504400	XP_006291445.1
OG0005194	Cg002G0510300	XP_006290893.1
OG0005195	Cg002G0512900	XP_006292062.1
OG0005196	Cg001G0205900	XP_006283111.2
OG0005197	Cg006G2245200	XP_006307579.1
OG0005198	Cg006G2227600	XP_006304592.1
OG0005199	Cg006G2230000	XP_006304253.1
OG0005200	Cg006G2215000	XP_006306775.1
OG0005201	Cg006G2212600	XP_023645240.1
OG0005202	Cg006G2209200	XP_023645039.1
OG0005203	Cg006G2202700	XP_006306810.1
OG0005204	Cg006G2197000	XP_006305298.1
OG0005205	Cg006G2190600	XP_006304197.1
OG0005206	Cg006G2187500	XP_006306063.1
OG0005207	Cg006G2182300	XP_006304187.1
OG0005208	Cg006G2179100	XP_006303358.1
OG0005209	Cg006G2163900	XP_006305910.1
OG0005210	Cg006G2170900	XP_006306459.1
OG0005211	Cg006G2162100	XP_023645253.1
OG0005212	Cg006G2157600	XP_006307123.1
OG0005213	Cg006G2157400	XP_006305763.1
OG0005214	Cg006G2156900	XP_006307174.1
OG0005216	Cg006G2144100	XP_006303985.1
OG0005217	Cg006G2142000	XP_006303505.1
OG0005218	Cg006G2141500	XP_006307256.2
OG0005219	Cg006G2140200	XP_006305609.1
OG0005220	Cg007G2273800	XP_006302532.2
OG0005221	Cg006G2137000	XP_006307418.1
OG0005222	Cg007G2271400	XP_006303043.2
OG0005223	Cg006G2135100	XP_023645149.1
OG0005224	Cg006G2129900	XP_006304217.1
OG0005225	Cg006G2115500	XP_006307652.1
OG0005226	Cg006G2112700	XP_006304786.1
OG0005227	Cg006G2109700	XP_006305755.1
OG0005228	Cg006G2104800	XP_006303351.1
OG0005229	Cg006G2100100	XP_006305738.1, XP_006305747.1
OG0005230	Cg006G2097000	XP_006304388.2
OG0005231	Cg006G2096700	XP_006303760.1
OG0005232	Cg006G2095000	XP_006305559.2
OG0005233	Cg006G2093300	XP_006305367.1
OG0005235	Cg006G2085400	XP_023633174.1
OG0005236	Cg006G2077800	XP_006305053.1
OG0005237	Cg006G2074500	XP_023645372.1
OG0005238	Cg006G2073800	XP_006305530.1
OG0005239	Cg006G2071800	XP_006305153.2
OG0005240	Cg006G2067100	XP_006306729.1
OG0005241	Cg006G2063600	XP_023645353.1
OG0005242	Cg006G2061800	XP_006304602.1
OG0005243	Cg007G2542500	XP_006302009.1
OG0005244	Cg007G2484500	XP_006301956.1
OG0005245	Cg007G2482300, Cg007G2482400	XP_006301010.1
OG0005247	Cg007G2289000	XP_023633332.1, XP_006302048.1
OG0005248	Cg007G2293400	XP_006300932.1
OG0005249	Cg007G2298300	XP_023643089.1
OG0005250	Cg004G1266900	XP_006299376.1
OG0005251	Cg007G2308900	XP_006300660.1
OG0005252	Cg008G2974400	XP_006280369.1
OG0005253	Cg008G2985600	XP_006280514.1
OG0005254	Cg008G2986200	XP_006279843.1
OG0005255	Cg003G0737000, Cg003G0861300	XP_006287440.1
OG0005256	Cg003G0860300, Cg003G0737700	XP_023637063.1
OG0005257	Cg001G0106200	XP_023634812.1
OG0005258	Cg001G0104000	XP_023639786.1
OG0005259	Cg001G0243000	XP_006285255.1
OG0005260	Cg006G1850400	XP_006307583.1
OG0005261	Cg005G1764000	XP_023640664.1
OG0005262	Cg001G0022100	XP_006283140.1
OG0005263	Cg001G0024200	XP_023634644.1
OG0005264	Cg001G0026400	XP_006284112.1, XP_006282666.1
OG0005265	Cg001G0030300	XP_023635092.1
OG0005266	Cg001G0046300	XP_006285317.1
OG0005267	Cg001G0048700	XP_006283094.1
OG0005268	Cg001G0054900	XP_023634019.1
OG0005269	Cg001G0056300	XP_006283934.1
OG0005270	Cg001G0057200	XP_006285436.1
OG0005271	Cg001G0059800	XP_006284369.1
OG0005272	Cg002G0452900	XP_006301821.1
OG0005273	Cg001G0079900	XP_006282812.1
OG0005274	Cg001G0074400	XP_006283062.1
OG0005275	Cg001G0074200	XP_006283262.1
OG0005276	Cg001G0073100	XP_006286133.1
OG0005277	Cg001G0071200	XP_023635069.1
OG0005278	Cg001G0081200	XP_006284500.1
OG0005279	Cg001G0083600	XP_006283535.1
OG0005280	Cg001G0084700	XP_006284591.2
OG0005281	Cg001G0085400	XP_006285020.1
OG0005282	Cg001G0087800	XP_023635383.1
OG0005283	Cg001G0088000	XP_023635066.1
OG0005284	Cg001G0093300	XP_006285140.1
OG0005285	Cg001G0095200	XP_006283391.1
OG0005286	Cg001G0095300	XP_006286110.1
OG0005287	Cg004G1307500	XP_006296636.1
OG0005288	Cg007G2491200	XP_006302079.1
OG0005289	Cg007G2489500	XP_006301764.1
OG0005290	Cg007G2488900	XP_006301540.2
OG0005291	Cg006G2032500	XP_006304707.1
OG0005292	Cg006G2023800	XP_023645224.1
OG0005293	Cg006G2020700	XP_006303467.1
OG0005294	Cg006G2019600	XP_006303579.1
OG0005295	Cg001G0144500	XP_023634939.1
OG0005296	Cg006G2006100	XP_006304603.1
OG0005297	Cg014G3035600, Cg003G0720000	XP_023637345.1
OG0005298	Cg003G0716000, Cg014G3039600	XP_006288332.1
OG0005299	Cg003G0716500, Cg014G3039100	XP_006290126.2
OG0005300	Cg014G3044700, Cg003G0711100	XP_006287523.1
OG0005301	Cg014G3050000, Cg003G0705500	XP_006289142.1
OG0005302	Cg003G0705000, Cg014G3050600	XP_006287095.1
OG0005303	Cg003G0702400, Cg014G3053600	XP_023637305.1
OG0005304	Cg001G0123400	XP_006282672.1
OG0005305	Cg002G0673800	XP_006292107.1
OG0005306	Cg001G0119000	XP_006283593.1
OG0005307	Cg002G0673400	XP_023637891.1, XP_006292451.1
OG0005308	Cg002G0672100	XP_006291182.1
OG0005310	Cg006G2023600	XP_006306943.1
OG0005311	Cg006G2005600	XP_006300419.1
OG0005312	Cg006G2001000	XP_006306389.2
OG0005314	Cg006G1888600	XP_006306048.1
OG0005314	Cg002G0525000	XP_006279870.1
OG0005315	Cg006G1839600	XP_006305813.1
OG0005317	Cg007G2568800	XP_023636152.1, XP_023642223.1
OG0005319	Cg004G1095100	XP_006296615.1
OG0005320	Cg004G1384400, Cg004G1375600	XP_006298856.1
OG0005321	Cg008G2955200	XP_006279945.1, XP_006296876.1, XP_006279903.1
OG0005322	Cg004G1422200	XP_006300221.1
OG0005324	Cg002G0622400	XP_006292840.1
OG0005324	Cg001G0360800	XP_006284783.2
OG0005325	Cg002G0527600	XP_006291328.1
OG0005327	Cg008G2793200	XP_006281581.1, XP_006289672.1
OG0005328	Cg003G0782400	XP_023637130.1
OG0005329	Cg001G0216400	XP_023635315.1
OG0005332	Cg008G2872500	XP_006281210.1
OG0005336	Cg002G0644000	XP_023638779.1
OG0005346	Cg001G0098600	XP_006285480.1
OG0005347	Cg005G1484900	XP_006294601.1
OG0005349	Cg001G0096100	XP_006282768.1
OG0005350	Cg001G0095500	XP_006285914.1
OG0005351	Cg002G0558500	XP_006292968.1
OG0005352	Cg003G0932700	XP_006279498.1
OG0005353	Cg002G0696700	XP_006291419.1
OG0005354	Cg002G0690700	XP_023638378.1
OG0005355	Cg002G0687000	XP_006290331.1
OG0005356	Cg002G0688100	XP_006291139.1
OG0005357	Cg002G0684600	XP_006291205.1
OG0005358	Cg008G2744000	XP_006287763.1
OG0005359	Cg008G2742600	XP_006288938.2
OG0005360	Cg008G2742100	XP_023636838.1
