Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_NCBI
OG0001774	Cg003G1000600	XP_020882839.1
OG0001775	Cg008G2648400	XP_002873320.1
OG0001775	Cg003G1006500	XP_020882393.1
OG0001776	Cg006G2234100	XP_002889445.1
OG0001776	Cg003G0727400, Cg003G0870500	XP_020878325.1
OG0001777	Cg006G2189200	XP_002889652.1
OG0001777	Cg005G1642800	XP_020883277.1
OG0001778	Cg005G1640400	XP_020883967.1
OG0001778	Cg006G2190500	XP_002889647.1
OG0001779	Cg005G1638000	XP_020883553.1
OG0001779	Cg006G2191000	XP_002889643.1
OG0001780	Cg006G2194900	XP_020867294.1
OG0001780	Cg005G1631500	XP_002879257.1
OG0001781	Cg006G2203300	XP_002892324.1
OG0001781	Cg005G1620200	XP_020885824.1
OG0001782	Cg005G1601200	XP_002881268.1, XP_002885624.1
OG0001783	Cg008G2940800	XP_020886793.1
OG0001783	Cg006G2228100	XP_020870732.1
OG0001784	Cg001G0151300	XP_020873398.1
OG0001784	Cg003G0896600	XP_002864114.1
OG0001785	Cg003G0902700	XP_020882984.1
OG0001785	Cg001G0149100	XP_020873500.1
OG0001786	Cg001G0148900	XP_020873750.1, XP_020873740.1, XP_020873735.1
OG0001787	Cg008G2923000	XP_002865467.1
OG0001787	Cg006G1871500	XP_002894007.1
OG0001788	Cg008G2924300	XP_002865454.1, XP_002872405.2
OG0001789	Cg006G1970700	XP_020866422.1
OG0001789	Cg005G1586300	XP_020885605.1
OG0001790	Cg003G1025000	XP_002866555.2
OG0001791	Cg003G1020800	XP_002864829.1
OG0001791	Cg003G0787200	XP_020888323.1
OG0001792	Cg003G1019700, Cg003G1019600	XP_002866520.1
OG0001793	Cg006G2002700	XP_020868723.1
OG0001793	Cg006G2002600	XP_002893459.1
OG0001795	Cg004G1276000, Cg004G1275900	XP_002872196.1, XP_002872195.1
OG0001796	Cg002G0593400	XP_020881775.1
OG0001796	Cg008G2779200	XP_002874051.1
OG0001797	Cg002G0591800	XP_002877329.1
OG0001797	Cg008G2780000	XP_020876642.1
OG0001798	Cg002G0576100	XP_002877399.1
OG0001798	Cg003G0995100	XP_020883798.1
OG0001799	Cg003G0989400, Cg003G0989500	XP_002866356.1, XP_002866355.1
OG0001800	Cg002G0559100	XP_002877515.1
OG0001800	Cg003G0981600	XP_002866317.1
OG0001801	Cg003G0954800	XP_020871195.1
OG0001802	Cg003G0947600	XP_002866118.1
OG0001802	Cg001G0136900	XP_020873343.1
OG0001803	Cg004G1177700	XP_002884864.1
OG0001803	Cg008G2636800	XP_020876282.1
OG0001804	Cg008G2628400	XP_002883521.2, XP_020876024.1
OG0001804	Cg004G1424000	XP_020886506.1
OG0001805	Cg004G1164600	XP_002882680.1
OG0001805	Cg008G2617300	XP_020877899.1
OG0001806	Cg004G1161800	XP_002882659.1
OG0001806	Cg008G2613100	XP_002871078.1
OG0001807	Cg008G2612700	XP_002873136.1
OG0001807	Cg004G1161600	XP_020886426.1
OG0001808	Cg004G1157000	XP_020888371.1
OG0001808	Cg008G2603200	XP_020877380.1
OG0001809	Cg002G0652800	XP_020880968.1
OG0001809	Cg001G0380000	XP_002870678.1
OG0001810	Cg001G0037600	XP_020872900.1, XP_020872899.1
OG0001810	Cg001G0037500	XP_002867022.1
OG0001811	Cg006G2093200	XP_020866551.1
OG0001811	Cg007G2555600	XP_002887737.1
OG0001812	Cg007G2540300	XP_020865584.1
OG0001813	Cg007G2539500	XP_002889106.1
OG0001813	Cg006G2054900	XP_002893156.1
OG0001814	Cg007G2538200	XP_020889644.1
OG0001814	Cg006G2055800	XP_020869250.1
OG0001815	Cg007G2532000	XP_002889057.1
OG0001815	Cg006G2062800	XP_020868655.1
OG0001816	Cg007G2490800	XP_020890862.1
OG0001818	Cg006G2071700	XP_002893043.1
OG0001819	Cg004G1411500	XP_020887283.1
OG0001819	Cg001G0045900	XP_020875187.1
OG0001820	Cg001G0039800	XP_002867042.1
OG0001820	Cg004G1414500	XP_002886132.1
OG0001821	Cg005G1569100	XP_020885224.1
OG0001821	Cg002G0498300	XP_002876174.2
OG0001822	Cg002G0662100	XP_020880096.1
OG0001822	Cg005G1566000	XP_020883460.1
OG0001824	Cg007G2500300	XP_020889762.1
OG0001824	Cg006G2087600	XP_002890245.1
OG0001825	Cg003G0934400	XP_020871252.1
OG0001826	Cg007G2514100	XP_020890838.1
OG0001826	Cg006G2078500	XP_020867618.1
OG0001827	Cg001G0110300	XP_020874616.1
OG0001827	Cg004G1435900	XP_002883967.2
OG0001828	Cg006G2018700	XP_020870103.1
OG0001828	Cg007G2465400	XP_020891242.1
OG0001829	Cg001G0218100	XP_002870048.1
OG0001829	Cg008G2969600	XP_020877652.1
OG0001830	Cg001G0209100	XP_020874546.1
OG0001831	Cg006G2190800	XP_020869758.1
OG0001832	Cg004G1280200	XP_002883294.1
OG0001832	Cg006G1818100	XP_020867788.1
OG0001833	Cg004G1225700	XP_020887886.1
OG0001833	Cg006G1812700	XP_002891683.1
OG0001834	Cg005G1589400	XP_002879493.2
OG0001834	Cg003G0907500	XP_002865913.1
OG0001835	Cg001G0222700, Cg001G0222500	XP_002868022.1, XP_002868021.1, XP_020875598.1
OG0001836	Cg005G1637900	XP_002879219.1
OG0001836	Cg006G2191100	XP_020878706.1
OG0001837	Cg004G1382700, Cg004G1390300	XP_002883899.1
OG0001837	Cg001G0060500	XP_020875289.1
OG0001838	Cg004G1406300	XP_020887412.1
OG0001838	Cg001G0048400	XP_002867081.1
OG0001839	Cg001G0165900	XP_020873465.1
OG0001839	Cg003G0763200	XP_020878448.1
OG0001840	Cg001G0175300	XP_020873620.1
OG0001840	Cg003G0753600	XP_020877707.1
OG0001842	Cg006G2233700	XP_002889449.1
OG0001842	Cg001G0196500	XP_020874252.1
OG0001843	Cg003G0735200, Cg003G0863200	XP_002872755.1
OG0001843	Cg001G0193500	XP_020872172.1
OG0001844	Cg003G0738300, Cg003G0859700	XP_020876470.1
OG0001844	Cg001G0188800	XP_020873746.1
OG0001845	Cg006G2182800	XP_002892438.1
OG0001845	Cg001G0261600, Cg008G2843700, Cg008G2859100, Cg008G2858600	XP_020870859.1
OG0001846	Cg002G0453000	XP_002876397.1
OG0001846	Cg005G1516700	XP_002879926.1
OG0001847	Cg005G1452800, Cg002G0402400	XP_020883169.1, XP_002878480.1
OG0001848	Cg002G0408700	XP_020881581.1
OG0001849	Cg002G0422100	XP_020881462.1
OG0001849	Cg005G1477900	XP_020884494.1
OG0001850	Cg005G1481700	XP_002880137.1
OG0001851	Cg002G0426300	XP_020880775.1
OG0001851	Cg005G1483700	XP_020884934.1
OG0001852	Cg002G0427100	XP_020882376.1
OG0001852	Cg005G1486600	XP_020884112.1
OG0001853	Cg005G1488100	XP_020884772.1, XP_020885315.1
OG0001853	Cg002G0428000	XP_020879827.1
OG0001854	Cg002G0430400	XP_002876521.2
OG0001855	Cg005G1520600	XP_002881751.1
OG0001855	Cg002G0457700	XP_002878099.1
OG0001856	Cg005G1534100	XP_002862287.1, XP_002879822.1
OG0001856	Cg002G0469800	XP_020880281.1
OG0001857	Cg004G1398700, Cg002G0479400	XP_020882499.1, XP_020882502.1
OG0001858	Cg002G0493300	XP_020882364.1
OG0001858	Cg005G1563000	XP_002879650.2
OG0001859	Cg001G0035600	XP_020875558.1
OG0001859	Cg004G1419800	XP_020887398.1
OG0001860	Cg001G0033300	XP_002866990.1
OG0001860	Cg004G1422300	XP_002886185.1
OG0001861	Cg007G2417300, Cg007G2417900	XP_002888457.1
OG0001864	Cg005G1760700	XP_020882967.1
OG0001864	Cg001G0023500	XP_020874282.1
OG0001865	Cg006G1902500	XP_002893922.1
OG0001865	Cg003G0801800	XP_020877462.1
OG0001866	Cg006G2166000	XP_002892522.1
OG0001866	Cg004G1145700	XP_020887330.1
OG0001867	Cg005G1505400, Cg005G1505500	XP_020884460.1, XP_002881859.1
OG0001869	Cg006G2056800	XP_020868620.1
OG0001869	Cg005G1508100	XP_020885219.1
OG0001870	Cg005G1636700	XP_020883290.1
OG0001870	Cg005G1503400	XP_020884574.1
OG0001871	Cg004G1087300	XP_020886876.1
OG0001872	Cg004G1124200	XP_020889393.1
OG0001872	Cg004G1305300	XP_020887533.1
OG0001873	Cg006G2123900	XP_002892782.1
OG0001873	Cg002G0679600	XP_002875197.1
OG0001874	Cg005G1723700	XP_002880697.1
OG0001874	Cg001G0075900	XP_020875746.1
OG0001875	Cg001G0365200	XP_020872969.1
OG0001875	Cg002G0644200	XP_020882368.1
OG0001876	Cg001G0364500	XP_002868712.1
OG0001876	Cg001G0364400	XP_002868713.1
OG0001877	Cg001G0350200	XP_002870852.1
OG0001877	Cg007G2436700	XP_020891753.1
OG0001878	Cg014G3053900	XP_020878502.1
OG0001878	Cg006G2250400	XP_002889361.1
OG0001879	Cg006G2156400	XP_002892589.1
OG0001879	Cg001G0143500	XP_020873235.1
OG0001880	Cg006G2155800	XP_002889832.1
OG0001880	Cg007G2296300	XP_020890080.1
OG0001881	Cg006G2142700	XP_002889907.1
OG0001881	Cg007G2280000	XP_020891481.1
OG0001882	Cg006G2142300	XP_020869241.1
OG0001882	Cg007G2279100	XP_020865856.1
OG0001883	Cg007G2272700	XP_002886433.1
OG0001883	Cg006G2136800	XP_020869525.1
OG0001884	Cg002G0671800	XP_002876920.1
OG0001884	Cg006G2131300	XP_020869889.1
OG0001885	Cg002G0684500	XP_020881098.1
OG0001885	Cg006G2118700	XP_020867996.1
OG0001886	Cg006G2110400	XP_020866764.1
OG0001886	Cg006G1843600	XP_002894146.1, XP_002894147.1
OG0001887	Cg006G2105900	XP_020866294.1
OG0001888	Cg007G2493200	XP_020889687.1
OG0001888	Cg006G2091600	XP_002890217.1
OG0001889	Cg006G2090100	XP_020867526.1
OG0001889	Cg007G2496600	XP_020889740.1
OG0001890	Cg002G0685000	XP_002875123.1
OG0001891	Cg007G2471200	XP_020891199.1
OG0001891	Cg006G2024800	XP_002893329.1
OG0001892	Cg001G0021100	XP_002868953.1
OG0001892	Cg001G0021200	XP_002868955.1
OG0001893	Cg005G1726800	XP_020884889.1
OG0001893	Cg001G0078400	XP_020872620.1
OG0001894	Cg004G1375100	XP_020886831.1
OG0001894	Cg001G0062900	XP_020874633.1
OG0001895	Cg001G0089700	XP_002869331.1
OG0001895	Cg005G1746700	XP_002878754.1
OG0001896	Cg005G1746500	XP_020883908.1
OG0001896	Cg001G0089900	XP_020874472.1
OG0001897	Cg001G0093700	XP_002867322.1, XP_002867321.1
OG0001897	Cg005G1743400	XP_002880560.1
OG0001899	Cg004G1261900	XP_020866106.1
OG0001900	Cg001G0368200	XP_002870750.1
OG0001900	Cg002G0640700	XP_002877136.1
OG0001910	Cg001G0096800	XP_002867341.1
OG0001910	Cg005G1750300	XP_002880536.1
OG0001911	Cg005G1748800	XP_002878716.1
OG0001911	Cg001G0095700	XP_020872862.1
OG0001912	Cg008G2728200	XP_002873774.1
OG0001912	Cg004G1088700	XP_020889331.1
OG0001913	Cg004G1104600	XP_002867475.1
OG0001913	Cg004G1138500	XP_020888954.1
OG0001914	Cg004G1084800	XP_002882223.1
OG0001914	Cg008G2722700	XP_002871686.2
OG0001915	Cg008G2698700	XP_020878507.1
OG0001915	Cg004G1145600	XP_002884685.1
OG0001916	Cg008G2759500	XP_020879404.1
OG0001916	Cg008G2690000	XP_020878115.1
OG0001917	Cg008G2688000	XP_002871512.1
OG0001917	Cg008G2760500	XP_020878027.1
OG0001918	Cg008G2805600	XP_020878028.1
OG0001918	Cg008G2674600	XP_020876740.1
OG0001919	Cg008G2804800	XP_020878608.1
OG0001919	Cg008G2673700	XP_020876764.1
OG0001920	Cg008G2667400	XP_002871401.1
OG0001921	Cg008G2667000	XP_020878803.1
OG0001922	Cg005G1760900	XP_020882971.1
OG0001922	Cg008G2663500	XP_020877282.1
OG0001923	Cg008G2661500	XP_002871372.2
OG0001923	Cg003G1033700	XP_002864892.1
OG0001924	Cg008G2650500	XP_020878455.1
OG0001924	Cg003G1002800	XP_002864724.1
OG0001925	Cg006G2197700	XP_002892358.1
OG0001925	Cg005G1626700	XP_020885041.1
OG0001926	Cg005G1626300	XP_020883949.1
OG0001926	Cg006G2197900	XP_020868595.1
OG0001927	Cg006G2203000	XP_002892327.1
OG0001927	Cg005G1621000	XP_020884815.1
OG0001928	Cg004G1385600, Cg004G1378200	XP_002883881.1
OG0001929	Cg006G2219300	XP_020867120.1
OG0001929	Cg005G1602000	XP_020883868.1
OG0001930	Cg006G2228700	XP_020869767.1
OG0001931	Cg001G0148700	XP_002869670.1
OG0001931	Cg003G0903200	XP_020888693.1
OG0001932	Cg005G1464300	XP_020885603.1
OG0001932	Cg006G1995900	XP_020866879.1
OG0001933	Cg005G1597600	XP_002879456.1
OG0001933	Cg006G1995600	XP_020866880.1
OG0001934	Cg006G1962700	XP_020870296.1
OG0001934	Cg005G1583100	XP_002879530.1
OG0001935	Cg005G1579500	XP_020883778.1
OG0001935	Cg006G1947500	XP_002893726.1
OG0001936	Cg005G1580000	XP_020882940.1
OG0001936	Cg006G1947000	XP_020868032.1
OG0001937	Cg002G0527500	XP_020881753.1
OG0001937	Cg003G1056400	XP_002865015.1
OG0001938	Cg004G1212300	XP_020887450.1
OG0001938	Cg003G0998900	XP_002864709.1
OG0001939	Cg008G2793500	XP_020879059.1
OG0001939	Cg002G0539200	XP_020880785.1
OG0001940	Cg001G0078100	XP_002867242.1
OG0001940	Cg008G2811400	XP_002872165.1
OG0001941	Cg003G0980900	XP_020890337.1
OG0001942	Cg002G0581100	XP_002875702.1
OG0001942	Cg008G2786200	XP_002872023.1
OG0001943	Cg003G0996000	XP_002864689.1
OG0001943	Cg002G0576700	XP_002877395.1
OG0001944	Cg003G0986500	XP_020886220.1, XP_020879923.1
OG0001945	Cg007G2301600, Cg007G2301700	XP_020865866.1
OG0001945	Cg007G2297200	XP_020890093.1
OG0001946	Cg003G0974200	XP_020886393.1
OG0001946	Cg008G2643200	XP_002873297.1
OG0001947	Cg001G0145200	XP_002869654.1
OG0001948	Cg001G0144900	XP_020873432.1
OG0001949	Cg004G1404700	XP_020888532.1
OG0001949	Cg004G1404800	XP_020885923.1
OG0001950	Cg001G0357200	XP_020872946.1
OG0001950	Cg002G0604700	XP_020882200.1
OG0001951	Cg001G0138100	XP_020873642.1
OG0001951	Cg003G0949700	XP_020891023.1
OG0001952	Cg001G0132800	XP_002867529.1
OG0001953	Cg003G0934900	XP_020871292.1
OG0001953	Cg001G0131200	XP_020873316.1
OG0001954	Cg004G1182100	XP_020888283.1
OG0001954	Cg008G2641600	XP_020875781.1
OG0001955	Cg008G2637700	XP_020877614.1
OG0001955	Cg004G1178400	XP_020888248.1
OG0001956	Cg004G1166000	XP_020886856.1
OG0001956	Cg008G2620500	XP_002873171.1
OG0001957	Cg004G1158300	XP_002882643.1
OG0001957	Cg008G2606400	XP_020878194.1
OG0001958	Cg004G1157400	XP_020888372.1
OG0001959	Cg001G0070900	XP_020873185.1
OG0001960	Cg002G0651900	XP_002877047.1
OG0001960	Cg001G0378900	XP_002870688.1
OG0001961	Cg006G2106600	XP_002890124.1
OG0001961	Cg005G1611000	XP_002889288.1
OG0001962	Cg007G2569900	XP_002887809.1
OG0001963	Cg006G2103700	XP_020867562.1
OG0001963	Cg007G2569200	XP_002887805.1
OG0001964	Cg006G2101500	XP_020869557.1
OG0001964	Cg007G2566600	XP_020865604.1
OG0001965	Cg006G2056900	XP_020868621.1
OG0001965	Cg007G2536900	XP_020891505.1
OG0001966	Cg001G0045000	XP_002867063.1, XP_020872242.1
OG0001967	Cg006G2060800	XP_020868624.1
OG0001967	Cg007G2534400	XP_002887633.1
OG0001969	Cg004G1407800	XP_002884045.1
OG0001969	Cg001G0048100	XP_020874548.1
OG0001970	Cg004G1411200	XP_020887282.1
OG0001970	Cg001G0046000	XP_020874384.1
OG0001971	Cg004G1413100	XP_020889004.1
OG0001971	Cg001G0042900	XP_020875296.1
OG0001972	Cg004G1413800	XP_020888349.1
OG0001972	Cg001G0040900	XP_020873050.1
OG0001973	Cg004G1200800	XP_020886751.1
OG0001973	Cg006G1792400, Cg006G1792500, Cg006G1792600	XP_002891794.1
OG0001974	Cg004G1211300	XP_002885062.1
OG0001974	Cg006G1802400	XP_020867175.1
OG0001975	Cg002G0497500	XP_002876178.1
OG0001975	Cg005G1567800	XP_002879617.1
OG0001977	Cg001G0280700	XP_002870371.2
OG0001977	Cg004G1310000	XP_020887972.1
OG0001978	Cg004G1096500, Cg004G1085200	XP_020886895.1
OG0001979	Cg001G0265200	XP_002870306.1
OG0001979	Cg004G1297600	XP_002885542.1
OG0001980	Cg001G0263300	XP_020874648.1
OG0001980	Cg004G1295800	XP_020886048.1
OG0001981	Cg004G1231500	XP_020889139.1
OG0001981	Cg001G0246900	XP_020874798.1
OG0001982	Cg002G0463800	XP_020881139.1
OG0001982	Cg005G1528200	XP_020883884.1
OG0001983	Cg002G0565600	XP_002875778.1
OG0001983	Cg002G0565800	XP_002875779.1
OG0001984	Cg002G0660400	XP_002876987.1
OG0001984	Cg006G2134600	XP_020867859.1
OG0001985	Cg008G2962400	XP_002865237.1
OG0001985	Cg001G0210100	XP_020874524.1
OG0001986	Cg006G1835100	XP_002894213.1
OG0001986	Cg004G1258300	XP_020888577.1
OG0001987	Cg006G1825100	XP_020870654.1
OG0001987	Cg004G1272800	XP_002883258.1
OG0001988	Cg006G1819000	XP_002891646.1
OG0001988	Cg004G1278900	XP_020889064.1
OG0001989	Cg004G1225500	XP_020888447.1
OG0001989	Cg006G1812500	XP_020868005.1
OG0001991	Cg004G1369800	XP_020876270.1
OG0001992	Cg001G0223700	XP_020874649.1
OG0001992	Cg008G2977000	XP_002865164.1
OG0001993	Cg014G3038600, Cg003G0717000	XP_020875892.1
OG0001993	Cg006G2244200	XP_002889391.2
OG0001994	Cg001G0175000	XP_020873670.1
OG0001995	Cg001G0181100	XP_020873671.1, XP_020871139.1
OG0001995	Cg001G0181000	XP_020873713.1
OG0001996	Cg001G0184800	XP_002867813.1
OG0001997	Cg003G0736800, Cg003G0861400	XP_002874836.1
OG0001997	Cg001G0191700	XP_020872909.1
OG0001998	Cg002G0400900	XP_002876699.1
OG0001998	Cg005G1449800	XP_020884478.1
OG0001999	Cg005G1475100	XP_002880180.1
OG0001999	Cg002G0420100	XP_020881142.1
OG0002000	Cg005G1478800	XP_002880155.1
OG0002000	Cg002G0422800	XP_002876566.1
OG0002001	Cg002G0422900	XP_002878341.1
OG0002001	Cg005G1478900	XP_020884215.1
OG0002002	Cg002G0427400	XP_020882460.1
OG0002002	Cg005G1487100	XP_002881956.1
OG0002003	Cg006G2158900	XP_020868833.1
OG0002003	Cg002G0445200	XP_020881540.1
OG0002004	Cg005G1514500	XP_002881783.1
OG0002004	Cg002G0451000	XP_020881524.1
OG0002005	Cg001G0125700	XP_002869547.1
OG0002005	Cg003G0919100	XP_002865977.1
OG0002007	Cg005G1543100	XP_020884416.1
OG0002008	Cg005G1546800	XP_020885741.1
OG0002009	Cg002G0510200	XP_020881623.1
OG0002009	Cg005G1550800	XP_020883680.1
OG0002010	Cg008G2985300, Cg008G2985400	XP_020885818.1, XP_002863333.1
OG0002011	Cg005G1776700	XP_020884102.1
OG0002011	Cg001G0007000	XP_002866820.1
OG0002012	Cg003G0779100	XP_020879044.1
OG0002012	Cg006G1927600	XP_002891070.1
OG0002013	Cg004G1118400	XP_020886157.1
OG0002013	Cg008G2824700	XP_020876938.1
OG0002014	Cg005G1452700	XP_020883168.1
OG0002015	Cg005G1453600	XP_020885246.1
OG0002015	Cg002G0403800	XP_002878471.1
OG0002016	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200	XP_020889232.1
OG0002017	Cg005G1509600	XP_020884634.1
OG0002017	Cg002G0444400	XP_002876451.1
OG0002018	Cg004G1114500	XP_020886786.1
OG0002018	Cg007G2346600	XP_020866379.1
OG0002019	Cg004G1126500, Cg008G2752100	XP_002873915.1, XP_020888920.1
OG0002020	Cg004G1236400	XP_002883047.1
OG0002020	Cg004G1236300	XP_020889248.1
OG0002021	Cg004G1237700	XP_020889131.1
OG0002021	Cg006G1852200	XP_020868223.1
OG0002022	Cg004G1239700	XP_020889177.1
OG0002022	Cg006G1850600	XP_020868379.1
OG0002023	Cg002G0623200	XP_002877175.1
OG0002023	Cg001G0361800	XP_020872988.1
OG0002024	Cg007G2421500	XP_020865669.1
OG0002024	Cg001G0333200	XP_002870534.1
OG0002025	Cg004G1289900	XP_020886689.1
OG0002025	Cg001G0259400	XP_002868239.1
OG0002026	Cg008G2750400, Cg008G2750500	XP_002871826.2
OG0002027	Cg014G3049400, Cg003G0706100	XP_020878268.1
OG0002027	Cg006G2249600	XP_020868346.1
OG0002028	Cg014G3046700, Cg003G0709100	XP_002875002.1
OG0002028	Cg006G2247900	XP_002892069.1, XP_020866205.1
OG0002029	Cg014G3046600, Cg003G0709200	XP_020877998.1
OG0002029	Cg006G2247800	XP_002892071.1
OG0002030	Cg006G2239700	XP_002892117.1
OG0002030	Cg003G0719100, Cg014G3036800	XP_020877430.1
OG0002031	Cg006G2210400	XP_002892298.2
OG0002032	Cg007G2330800	XP_020870790.1
OG0002032	Cg006G2170700	XP_002889744.1
OG0002033	Cg006G2157700	XP_020867232.1
OG0002033	Cg007G2304900	XP_020890974.1
OG0002034	Cg006G2150700	XP_002889857.1
OG0002034	Cg002G0628700, Cg007G2291700	XP_002888093.1
OG0002035	Cg006G2146400	XP_020866929.1
OG0002035	Cg007G2285800	XP_020890608.1
OG0002036	Cg007G2273200	XP_002886438.1
OG0002036	Cg006G2137500	XP_020869779.1, XP_002892700.1
OG0002037	Cg002G0663600	XP_020882265.1
OG0002037	Cg006G2133000	XP_020867960.1
OG0002038	Cg006G2116700	XP_020867215.1
OG0002038	Cg002G0688200	XP_020880017.1
OG0002040	Cg006G2054200	XP_020869476.1
OG0002041	Cg006G2033800	XP_002890576.2
OG0002041	Cg007G2477300	XP_002888789.1
OG0002042	Cg001G0390500	XP_002868578.1
OG0002042	Cg007G2262100	XP_020890557.1
OG0002043	Cg002G0569600	XP_020880860.1, XP_020880858.1, XP_020872872.1
OG0002044	Cg001G0051200	XP_020874660.1
OG0002045	Cg001G0071100	XP_020872675.1
OG0002045	Cg005G1713500	XP_020884606.1
OG0002048	Cg003G0778600	XP_002872480.1
OG0002048	Cg003G0778800	XP_020878897.1
OG0002056	Cg003G0978200	XP_020891578.1
OG0002056	Cg002G0555300	XP_020881716.1
OG0002057	Cg002G0546800	XP_020880374.1
OG0002057	Cg003G1020000	XP_020890289.1
OG0002058	Cg008G2745800	XP_020876694.1
OG0002058	Cg004G1100500	XP_002882318.1
OG0002059	Cg008G2745600	XP_002873874.1
OG0002060	Cg008G2745000	XP_020877797.1
OG0002060	Cg008G2744100	XP_002873865.1
OG0002062	Cg008G2732000	XP_020879327.1
OG0002063	Cg004G1089200	XP_020889332.1
OG0002063	Cg008G2728600	XP_020878349.1
OG0002064	Cg008G2726800	XP_002871710.1
OG0002064	Cg004G1087700	XP_020886676.1
OG0002065	Cg004G1086300	XP_002884323.1
OG0002065	Cg008G2724800	XP_002873752.1
OG0002066	Cg004G1085800	XP_020886908.1
OG0002066	Cg008G2723800	XP_020876597.1
OG0002067	Cg008G2707900	XP_002873663.1
OG0002067	Cg004G1074400	XP_020885951.1
OG0002068	Cg008G2699200	XP_002873617.1
OG0002068	Cg004G1184100	XP_002884908.1
OG0002069	Cg008G2694800	XP_002871547.1
OG0002069	Cg006G2002900	XP_002893458.1
OG0002070	Cg008G2683700	XP_020877554.1
OG0002072	Cg008G2665900	XP_020876647.1
OG0002073	Cg008G2662300	XP_020877764.1
OG0002073	Cg008G2662400	XP_020877761.1
OG0002074	Cg003G1003200	XP_020871206.1
OG0002074	Cg008G2650000	XP_020877566.1
OG0002075	Cg003G0728400, Cg003G0869400	XP_020876365.1
OG0002075	Cg006G2232800	XP_020870310.1
OG0002076	Cg008G2864000, Cg008G2864400, Cg008G2849200	XP_020883831.1
OG0002076	Cg005G1657700	XP_002879124.1
OG0002077	Cg005G1653400	XP_020885557.1
OG0002077	Cg006G2184100	XP_002892430.1
OG0002078	Cg006G2210800	XP_020866809.1
OG0002078	Cg005G1612400	XP_002881209.1
OG0002079	Cg005G1610000	XP_002879377.2
OG0002080	Cg006G2228600	XP_002892185.1
OG0002080	Cg008G2941000	XP_020871949.1
OG0002081	Cg008G2893100	XP_002863736.1
OG0002081	Cg006G1861400	XP_020868232.1
OG0002082	Cg006G2120200	XP_002892801.1
OG0002082	Cg002G0682700	XP_002875146.1
OG0002083	Cg003G1061700	XP_020883788.1
OG0002083	Cg004G1420800	XP_020887642.1
OG0002084	Cg002G0528500	XP_020879863.1
OG0002084	Cg003G1054400	XP_002865003.2
OG0002085	Cg003G1041000	XP_002866300.1, XP_002864928.1
OG0002086	Cg008G2645400	XP_020875825.1
OG0002087	Cg002G0532300	XP_020880299.1
OG0002087	Cg008G2802800	XP_020879175.1
OG0002088	Cg008G2803700, Cg008G2803900, Cg008G2803800, Cg008G2803400	XP_020878661.1, XP_020878662.1
OG0002089	Cg008G2769700	XP_002873999.1
OG0002090	Cg008G2786500	XP_002874104.1
OG0002090	Cg002G0580400	XP_020879685.1
OG0002091	Cg002G0566300	XP_002875777.1
OG0002091	Cg003G0987400	XP_020885428.1
OG0002092	Cg001G0143400	XP_020873374.1
OG0002092	Cg003G0961900	XP_020871460.1
OG0002093	Cg001G0142000	XP_020873580.1
OG0002093	Cg003G0958800	XP_002864489.1
OG0002094	Cg001G0138700	XP_020873623.1
OG0002094	Cg003G0951300	XP_020885990.1
OG0002095	Cg003G0941500	XP_002866085.1
OG0002096	Cg003G0937400	XP_002864361.1
OG0002096	Cg001G0132600	XP_002867528.1
OG0002097	Cg003G0725200	XP_020876277.1
OG0002097	Cg006G2235300	XP_020870643.1
OG0002098	Cg001G0057100	XP_020873147.1
OG0002099	Cg004G1172800	XP_020888290.1
OG0002099	Cg008G2629700	XP_002871180.1
OG0002100	Cg008G2590900	XP_020878565.1
OG0002100	Cg004G1150100	XP_020887082.1
OG0002101	Cg004G1093500	XP_002882278.1
OG0002101	Cg003G0839000	XP_020878966.1
OG0002102	Cg002G0655000	XP_002877025.1
OG0002102	Cg001G0381300	XP_020872140.1
OG0002103	Cg007G2309000	XP_020890274.1
OG0002103	Cg006G2111600	XP_020870060.1
OG0002104	Cg006G2106700	XP_020870647.1
OG0002104	Cg007G2571500	XP_020889875.1
OG0002105	Cg006G2102400	XP_002890153.1
OG0002105	Cg007G2567800	XP_002889262.1
OG0002106	Cg006G2100000	XP_002890166.2
OG0002106	Cg007G2564000	XP_020891697.1
OG0002108	Cg007G2563200	XP_002889235.1
OG0002108	Cg006G2099400	XP_002890169.1
OG0002109	Cg006G2044900	XP_020866041.1
OG0002110	Cg007G2541400	XP_020890166.1
OG0002110	Cg006G2052600	XP_020867682.1
OG0002111	Cg006G2055900	XP_002893149.1
OG0002111	Cg007G2538000	XP_020891042.1
OG0002112	Cg006G1786300	XP_002894514.1
OG0002112	Cg004G1193900	XP_020886844.1
OG0002113	Cg006G1787100	XP_020867877.1
OG0002113	Cg004G1194300	XP_020887159.1
OG0002114	Cg004G1196000	XP_020888589.1
OG0002114	Cg006G1788700	XP_002891828.1
OG0002115	Cg007G2443300	XP_002888613.1
OG0002115	Cg006G2003800	XP_002890710.1
OG0002116	Cg001G0275200	XP_020874691.1
OG0002116	Cg004G1307800	XP_020886452.1
OG0002117	Cg001G0268100	XP_020873062.1
OG0002117	Cg004G1301200	XP_020885931.1
OG0002118	Cg001G0265700	XP_002870309.1
OG0002118	Cg004G1298000	XP_002885543.1
