Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0002609	Cg004G1257100	XP_013608473.1, XP_013628970.1
OG0002610	Cg006G1832000	XP_013627197.1
OG0002611	Cg004G1272400	XP_013586884.1
OG0002611	Cg006G1825900	XP_013586338.1
OG0002612	Cg004G1218600	XP_013638498.1
OG0002612	Cg006G1806200	XP_013626975.1, XP_013592806.1
OG0002613	Cg004G1218400	XP_013629263.1, XP_013585741.1
OG0002614	Cg004G1218300	XP_013585742.1
OG0002614	Cg006G1805900	XP_013592762.1
OG0002616	Cg002G0518700, Cg002G0518800	XP_013594934.1
OG0002616	Cg008G2879700	XP_013597043.1, XP_013600602.1
OG0002618	Cg004G1397300	XP_013609631.1, XP_013595606.1
OG0002618	Cg001G0055800	XP_013628073.1
OG0002619	Cg004G1231200	XP_013584504.1, XP_013584506.1
OG0002620	Cg004G1403000	XP_013612099.1, XP_013593455.1
OG0002621	Cg004G1403400	XP_013593529.1
OG0002621	Cg001G0050100	XP_013629883.1, XP_013604798.1
OG0002623	Cg003G0760200, Cg003G0760300	XP_013618816.1
OG0002624	Cg002G0400200	XP_013591515.1, XP_013636062.1
OG0002624	Cg005G1448000	XP_013615078.1, XP_013635443.1
OG0002625	Cg002G0416100	XP_013605801.1
OG0002625	Cg005G1469800	XP_013632209.1, XP_013625652.1
OG0002626	Cg002G0429400	XP_013602802.1, XP_013592843.1
OG0002627	Cg002G0445100	XP_013635671.1, XP_013634781.1, XP_013603221.1
OG0002628	Cg005G1507700	XP_013636342.1, XP_013626744.1, XP_013633848.1
OG0002629	Cg002G0450800	XP_013604550.1
OG0002629	Cg005G1514300	XP_013635759.1
OG0002630	Cg002G0463300	XP_013592227.1
OG0002630	Cg005G1526900	XP_013636846.1
OG0002631	Cg002G0474400	XP_013601661.1
OG0002631	Cg005G1538300	XP_013632058.1
OG0002632	Cg004G1304400, Cg004G1304600	XP_013607825.1
OG0002633	Cg005G1554700	XP_013630014.1
OG0002633	Cg002G0487600	XP_013636972.1
OG0002634	Cg001G0125400	XP_013601012.1
OG0002634	Cg007G2449300, Cg003G0918700	XP_013611039.1
OG0002635	Cg001G0315800	XP_013634187.1
OG0002636	Cg007G2439100	XP_013618539.1, XP_013590402.1, XP_013590237.1
OG0002637	Cg001G0107800	XP_013638347.1
OG0002637	Cg004G1434400	XP_013598193.1
OG0002638	Cg005G1536700	XP_013635020.1, XP_013635261.1
OG0002640	Cg006G2245900	XP_013638063.1
OG0002640	Cg003G0710800, Cg014G3045000	XP_013609504.1
OG0002641	Cg001G0007300	XP_013603927.1, XP_013624760.1
OG0002643	Cg003G0772700	XP_013593595.1, XP_013615263.1, XP_013623156.1
OG0002644	Cg004G1446800	XP_013604562.1, XP_013612914.1
OG0002645	Cg002G0424700	XP_013636671.1
OG0002645	Cg005G1480600	XP_013636574.1
OG0002646	Cg005G1493800	XP_013625646.1
OG0002647	Cg008G2745900	XP_013625808.1, XP_013616852.1
OG0002648	Cg004G1132300	XP_013587568.1, XP_013584725.1
OG0002648	Cg008G2860700, Cg008G2845900	XP_013619030.1
OG0002649	Cg004G1152700	XP_013587628.1, XP_013590578.1
OG0002649	Cg008G2593400	XP_013608875.1
OG0002650	Cg004G1153900	XP_013584928.1, XP_013638618.1, XP_013625602.1
OG0002651	Cg004G1176200	XP_013585713.1, XP_013616144.1
OG0002651	Cg008G2635300	XP_013612352.1
OG0002652	Cg004G1190600	XP_013611044.1, XP_013621844.1
OG0002652	Cg004G1190800	XP_013586310.1
OG0002653	Cg006G1847200	XP_013603218.1
OG0002653	Cg004G1245200	XP_013629927.1
OG0002654	Cg005G1760400	XP_013637113.1
OG0002654	Cg001G0024100	XP_013607571.1
OG0002655	Cg001G0364300	XP_013613518.1, XP_013589827.1
OG0002656	Cg001G0265300	XP_013600753.1
OG0002656	Cg004G1297700	XP_013638481.1
OG0002657	Cg004G1296800	XP_013630676.1
OG0002657	Cg001G0264300	XP_013617318.1
OG0002658	Cg004G1290500	XP_013607565.1
OG0002658	Cg004G1290300	XP_013587348.1
OG0002660	Cg001G0339200	XP_013636713.1
OG0002660	Cg007G2425400	XP_013592250.1
OG0002661	Cg008G2836200	XP_013597856.1
OG0002661	Cg008G2836400	XP_013606566.1
OG0002662	Cg003G0716100, Cg014G3039500	XP_013617420.1, XP_013627153.1, XP_013619443.1
OG0002663	Cg006G2236200	XP_013605390.1, XP_013602958.1
OG0002664	Cg006G2188600	XP_013584061.1
OG0002665	Cg006G2167700	XP_013638156.1, XP_013604451.1, XP_013603009.1
OG0002666	Cg006G2162400	XP_013604834.1
OG0002666	Cg007G2314200	XP_013605688.1, XP_013635583.1
OG0002667	Cg007G2296800	XP_013612035.1
OG0002667	Cg006G2156500	XP_013600927.1
OG0002668	Cg006G2149900	XP_013601925.1, XP_013601922.1, XP_013601918.1, XP_013615781.1, XP_013583489.1, XP_013601920.1, XP_013583490.1, XP_013611311.1
OG0002670	Cg006G2125700	XP_013614916.1
OG0002670	Cg002G0677000	XP_013606482.1, XP_013596075.1
OG0002672	Cg002G0692300, Cg006G2114100	XP_013611782.1, XP_013598468.1
OG0002673	Cg006G2111900	XP_013605110.1, XP_013586619.1
OG0002674	Cg006G2094200	XP_013637933.1
OG0002674	Cg007G2556000	XP_013592832.1
OG0002675	Cg007G2494100	XP_013590303.1
OG0002675	Cg006G2091100	XP_013583964.1
OG0002677	Cg005G1578800	XP_013629834.1
OG0002677	Cg001G0001200	XP_013595222.1, XP_013601718.1
OG0002678	Cg001G0006100	XP_013597587.1, XP_013622246.1
OG0002679	Cg001G0017300	XP_013622241.1, XP_013594682.1
OG0002680	Cg001G0025100	XP_013599297.1, XP_013606432.1
OG0002681	Cg001G0055100	XP_013602275.1
OG0002681	Cg004G1398300, Cg004G1398400	XP_013622206.1
OG0002682	Cg001G0056400	XP_013628761.1, XP_013601569.1
OG0002682	Cg004G1396800	XP_013598004.1
OG0002683	Cg001G0059000	XP_013622979.1
OG0002683	Cg004G1379800, Cg004G1387800	XP_013606310.1
OG0002684	Cg001G0077500	XP_013601269.1
OG0002685	Cg005G1716300	XP_013604829.1
OG0002685	Cg001G0072100	XP_013601416.1
OG0002687	Cg004G1371300	XP_013594464.1
OG0002688	Cg005G1734700	XP_013599868.1
OG0002688	Cg001G0084400	XP_013593364.1
OG0002689	Cg007G2562100	XP_013595027.1
OG0002690	Cg006G2003100, Cg006G2000900	XP_013615864.1, XP_013625420.1, XP_013625417.1
OG0002695	Cg004G1142900	XP_013585225.1, XP_013627133.1
OG0002699	Cg003G0900700	XP_013627102.1
OG0002700	Cg003G0904300	XP_013610805.1
OG0002705	Cg003G0932900	XP_013618336.1
OG0002707	Cg004G1399400	XP_013628516.1, XP_013628518.1, XP_013628515.1, XP_013612159.1, XP_013630467.1
OG0002708	Cg008G2713700	XP_013618476.1
OG0002708	Cg004G1078500	XP_013587510.1
OG0002710	Cg008G2687300	XP_013609274.1
OG0002711	Cg008G2664000	XP_013608694.1
OG0002711	Cg003G1037500	XP_013612921.1
OG0002712	Cg001G0348300, Cg001G0348900	XP_013634595.1
OG0002713	Cg008G2658600	XP_013606671.1
OG0002714	Cg003G1005400	XP_013598985.1
OG0002714	Cg008G2648600	XP_013616762.1
OG0002715	Cg005G1663000	XP_013637579.1, XP_013630434.1
OG0002715	Cg006G2181200	XP_013637871.1
OG0002716	Cg005G1660100	XP_013626065.1
OG0002717	Cg005G1616000	XP_013625846.1
OG0002717	Cg006G2207700	XP_013603086.1
OG0002718	Cg006G2221600	XP_013586662.1
OG0002718	Cg005G1599600	XP_013631780.1
OG0002719	Cg008G2601000, Cg008G2934400	XP_013614300.1, XP_013605569.1
OG0002720	Cg001G0148600, Cg001G0148500	XP_013605228.1
OG0002721	Cg006G1858700	XP_013613143.1
OG0002723	Cg006G1973000	XP_013629524.1, XP_013585686.1
OG0002724	Cg006G1962600	XP_013620846.1
OG0002724	Cg005G1582600	XP_013636642.1
OG0002725	Cg002G0408500	XP_013587916.1, XP_013604602.1
OG0002726	Cg001G0079500	XP_013628075.1
OG0002726	Cg008G2810000	XP_013615969.1, XP_013595501.1
OG0002728	Cg003G0997200	XP_013608905.1
OG0002729	Cg003G0993600	XP_013630074.1, XP_013606461.1
OG0002730	Cg001G0263000	XP_013584696.1
OG0002731	Cg001G0137600	XP_013600461.1
OG0002732	Cg002G0535700	XP_013616236.1, XP_013600014.1
OG0002733	Cg008G2643800	XP_013613320.1
OG0002733	Cg003G1013000	XP_013621795.1
OG0002734	Cg004G1176500	XP_013636745.1
OG0002735	Cg005G1528300, Cg004G1350500	XP_013631200.1, XP_013631579.1
OG0002736	Cg008G2622000	XP_013627184.1
OG0002736	Cg004G1166700	XP_013589082.1, XP_013626880.1
OG0002738	Cg001G0119200	XP_013602959.1, XP_013597007.1
OG0002740	Cg004G1149000	XP_013585520.1
OG0002740	Cg008G2587600	XP_013620354.1
OG0002741	Cg006G2096400	XP_013602290.1
OG0002742	Cg001G0047000	XP_013596597.1
OG0002742	Cg004G1409300	XP_013595563.1
OG0002743	Cg001G0130600	XP_013593295.1, XP_013620677.1
OG0002743	Cg003G0933300	XP_013616370.1, XP_013623669.1
OG0002744	Cg004G1199700	XP_013586775.1
OG0002744	Cg006G1791400	XP_013623688.1, XP_013588841.1
OG0002745	Cg006G1801100	XP_013588495.1
OG0002745	Cg004G1210000	XP_013638162.1
OG0002746	Cg004G1215400	XP_013637854.1
OG0002746	Cg006G1803600	XP_013592702.1
OG0002747	Cg002G0590400	XP_013614108.1
OG0002747	Cg001G0075600	XP_013599267.1
OG0002748	Cg001G0157800	XP_013639245.1, XP_013602112.1, XP_013595594.1
OG0002749	Cg001G0276200	XP_013637095.1
OG0002750	Cg007G2420900	XP_013616225.1, XP_013590220.1
OG0002751	Cg001G0255700, Cg001G0255600	XP_013614322.1, XP_013603729.1
OG0002752	Cg004G1284300	XP_013586949.1
OG0002753	Cg007G2430200, Cg007G2428000, Cg007G2430300	XP_013590954.1, XP_013590961.1
OG0002754	Cg001G0247100	XP_013599183.1
OG0002754	Cg004G1231300	XP_013609626.1, XP_013586623.1
OG0002755	Cg007G2506100	XP_013588389.1
OG0002756	Cg004G1421200	XP_013622361.1
OG0002757	Cg001G0113800	XP_013596864.1
OG0002757	Cg004G1439400	XP_013598283.1
OG0002760	Cg001G0381400	XP_013632219.1
OG0002761	Cg007G2468700	XP_013591692.1
OG0002761	Cg006G2022000	XP_013597399.1
OG0002762	Cg001G0029500	XP_013593697.1
OG0002762	Cg005G1755000	XP_013599923.1
OG0002763	Cg004G1278300	XP_013629784.1
OG0002764	Cg006G1818300	XP_013592034.1
OG0002765	Cg011G3014200, Cg006G1815300	XP_013607808.1
OG0002766	Cg001G0289300	XP_013593256.1
OG0002767	Cg005G1576600	XP_013621738.1
OG0002767	Cg001G0235200	XP_013602780.1
OG0002768	Cg001G0219800	XP_013615050.1, XP_013604228.1, XP_013604230.1
OG0002769	Cg008G2983100	XP_013598742.1
OG0002769	Cg001G0229000	XP_013639821.1
OG0002770	Cg001G0229700	XP_013605765.1
OG0002771	Cg003G1058800	XP_013596267.1
OG0002772	Cg005G1553600	XP_013634288.1, XP_013635543.1
OG0002773	Cg001G0178100, Cg001G0178000	XP_013593409.1
OG0002774	Cg001G0201800	XP_013597863.1
OG0002775	Cg008G2710900	XP_013610677.1
OG0002775	Cg004G1076400	XP_013585296.1
OG0002776	Cg005G1455000	XP_013637497.1
OG0002776	Cg002G0405100	XP_013600453.1
OG0002777	Cg005G1481100	XP_013628760.1
OG0002777	Cg002G0425000	XP_013605548.1, XP_013636427.1
OG0002778	Cg005G1495700	XP_013636019.1
OG0002779	Cg005G1523800	XP_013625661.1
OG0002780	Cg002G0476600	XP_013589880.1
OG0002780	Cg002G0476500	XP_013602626.1
OG0002781	Cg004G1204700	XP_013585419.1
OG0002782	Cg002G0492900	XP_013605793.1, XP_013614756.1
OG0002783	Cg002G0496500	XP_013596863.1, XP_013635558.1, XP_013635477.1, XP_013635476.1
OG0002784	Cg004G1339400	XP_013629697.1
OG0002784	Cg001G0316700	XP_013636896.1
OG0002785	Cg004G1312900	XP_013626655.1
OG0002786	Cg004G1423000, Cg004G1423100	XP_013610768.1, XP_013596757.1, XP_013625650.1, XP_013609219.1
OG0002788	Cg002G0688900	XP_013597748.1
OG0002789	Cg001G0106600	XP_013596632.1, XP_013593617.1
OG0002790	Cg005G1538200	XP_013634785.1
OG0002790	Cg005G1538100	XP_013634705.1, XP_013625899.1
OG0002791	Cg001G0009000	XP_013596288.1, XP_013630294.1
OG0002791	Cg005G1774500	XP_013636970.1
OG0002793	Cg007G2487300	XP_013587828.1, XP_013588302.1
OG0002795	Cg008G2822600	XP_013596541.1, XP_013609383.1
OG0002796	Cg004G1114800	XP_013627156.1
OG0002798	Cg005G1494500	XP_013627764.1
OG0002799	Cg008G2980800	XP_013610859.1, XP_013616139.1
OG0002802	Cg008G2831200	XP_013606947.1
OG0002802	Cg004G1111000	XP_013629908.1
OG0002803	Cg008G2755200	XP_013607340.1
OG0002804	Cg004G1125200	XP_013639784.1
OG0002805	Cg003G0712100, Cg014G3043900	XP_013622537.1, XP_013606152.1
OG0002805	Cg004G1353100	XP_013611450.1
OG0002806	Cg004G1216700	XP_013610141.1, XP_013591071.1
OG0002807	Cg004G1234400	XP_013622059.1
OG0002807	Cg001G0243600	XP_013584524.1
OG0002808	Cg004G1251700	XP_013585082.1, XP_013625776.1
OG0002809	Cg006G1825500	XP_013587781.1
OG0002809	Cg004G1272500	XP_013638801.1
OG0002811	Cg006G2131900	XP_013603323.1
OG0002812	Cg006G2156200	XP_013615323.1
OG0002812	Cg007G2296400	XP_013607718.1
OG0002813	Cg006G2148500	XP_013584576.1, XP_013602679.1
OG0002814	Cg006G2147300	XP_013600870.1
OG0002814	Cg007G2286500	XP_013616673.1
OG0002815	Cg007G2277100, Cg006G2140500	XP_013612791.1, XP_013610953.1
OG0002816	Cg006G2139500	XP_013584852.1
OG0002817	Cg007G2493000	XP_013591185.1
OG0002818	Cg007G2497300	XP_013620245.1, XP_013591296.1
OG0002818	Cg006G2089600	XP_013604485.1
OG0002819	Cg007G2479900	XP_013590311.1
OG0002819	Cg006G2035800	XP_013584334.1
OG0002821	Cg007G2262800	XP_013610286.1, XP_013611255.1
OG0002822	Cg006G1838900	XP_013603732.1, XP_013614777.1, XP_013585297.1, XP_013597240.1, XP_013590779.1
OG0002823	Cg001G0030800	XP_013586084.1, XP_013596054.1, XP_013585189.1
OG0002824	Cg002G0685200, Cg008G2957200	XP_013593590.1, XP_013596011.1
OG0002825	Cg001G0044300	XP_013587423.1, XP_013597120.1
OG0002826	Cg001G0078800	XP_013595770.1, XP_013597875.1
OG0002827	Cg001G0064500	XP_013604664.1
OG0002827	Cg004G1368300	XP_013622124.1
OG0002828	Cg001G0086000	XP_013607802.1
OG0002829	Cg014G3038800, Cg003G0716800	XP_013614047.1, XP_013607451.1, XP_013589740.1, XP_013605970.1, XP_013606555.1
OG0002830	Cg006G1808700	XP_013624392.1
OG0002832	Cg003G1018600	XP_013615440.1
OG0002835	Cg002G0640300	XP_013596722.1
OG0002835	Cg002G0639600	XP_013594274.1, XP_013619067.1
OG0002837	Cg003G0915400, Cg005G1652800	XP_013607063.1, XP_013622880.1, XP_013618289.1
OG0002845	Cg008G2738900	XP_013611993.1
OG0002846	Cg004G1071400	XP_013616427.1
OG0002846	Cg008G2704400	XP_013628012.1
OG0002847	Cg008G2703000	XP_013622382.1, XP_013605982.1, XP_013621435.1, XP_013606894.1, XP_013618287.1, XP_013617861.1
OG0002848	Cg001G0281800	XP_013603691.1
OG0002850	Cg008G2680100	XP_013608942.1
OG0002850	Cg008G2810400	XP_013609478.1
OG0002851	Cg008G2679300	XP_013591145.1, XP_013620097.1
OG0002852	Cg008G2823000	XP_013606329.1, XP_013599115.1
OG0002853	Cg008G2655200	XP_013630258.1
OG0002854	Cg005G1679400, Cg005G1679600	XP_013636861.1, XP_013637019.1
OG0002855	Cg006G2181400, Cg006G2181500	XP_013599632.1
OG0002855	Cg005G1659100	XP_013630868.1
OG0002856	Cg006G2196800	XP_013638193.1, XP_013634081.1, XP_013600211.1, XP_013600054.1
OG0002857	Cg006G2203800	XP_013600682.1
OG0002857	Cg005G1618700	XP_013625131.1, XP_013632123.1
OG0002858	Cg005G1607400	XP_013637271.1
OG0002858	Cg006G2215300	XP_013586838.1
OG0002859	Cg006G2214600	XP_013586069.1
OG0002860	Cg006G2217900	XP_013605932.1, XP_013604973.1
OG0002861	Cg005G1601000	XP_013635318.1
OG0002861	Cg006G2220600	XP_013603464.1, XP_013584894.1
OG0002863	Cg001G0146600	XP_013594042.1
OG0002863	Cg001G0146300	XP_013599886.1, XP_013599869.1
OG0002864	Cg006G1995700	XP_013613570.1
OG0002864	Cg007G2487500, Cg002G0466900	XP_013621987.1
OG0002865	Cg006G1956000	XP_013584068.1
OG0002867	Cg006G1953000	XP_013631630.1
OG0002868	Cg003G1051800	XP_013612569.1
OG0002868	Cg002G0529800	XP_013604271.1
OG0002869	Cg003G1049400	XP_013628586.1
OG0002869	Cg002G0531200	XP_013597701.1
OG0002870	Cg003G1034100	XP_013618615.1
OG0002870	Cg008G2658000	XP_013628582.1
OG0002871	Cg003G1024300	XP_013620963.1
OG0002871	Cg002G0542600	XP_013628692.1
OG0002872	Cg003G1007600	XP_013596935.1
OG0002872	Cg003G1007900	XP_013596629.1
OG0002873	Cg008G2774600	XP_013608347.1
OG0002873	Cg008G2775900	XP_013616454.1, XP_013610027.1
OG0002874	Cg001G0135400	XP_013598432.1, XP_013600547.1
OG0002875	Cg003G0941600	XP_013620796.1
OG0002876	Cg002G0524600	XP_013601594.1, XP_013619966.1, XP_013629698.1
OG0002877	Cg003G0958500	XP_013623856.1
OG0002878	Cg008G2618800	XP_013608535.1
OG0002879	Cg004G1161400	XP_013591859.1, XP_013638643.1
OG0002880	Cg001G0386400	XP_013636612.1
OG0002883	Cg006G2094300	XP_013585324.1
OG0002884	Cg002G0530400	XP_013585726.1, XP_013602752.1
OG0002885	Cg004G1296700	XP_013632083.1, XP_013639706.1
OG0002886	Cg005G1567000	XP_013633607.1
OG0002886	Cg002G0496100	XP_013636895.1
OG0002887	Cg001G0160100	XP_013599456.1
OG0002888	Cg001G0299100, Cg001G0299400	XP_013628813.1
OG0002889	Cg004G1318100	XP_013594048.1
OG0002890	Cg001G0283500	XP_013637117.1
OG0002890	Cg004G1314000	XP_013623200.1
OG0002891	Cg006G2057300	XP_013585631.1
OG0002893	Cg008G2962300	XP_013608818.1
OG0002895	Cg004G1220900	XP_013591773.1
OG0002895	Cg006G1808000	XP_013592088.1
OG0002896	Cg001G0146900, Cg001G0147000	XP_013604182.1
OG0002897	Cg004G1390100	XP_013599004.1, XP_013627027.1
OG0002898	Cg008G2981000	XP_013616404.1, XP_013619693.1, XP_013595768.1
OG0002899	Cg001G0053600	XP_013596718.1
OG0002899	Cg004G1400600	XP_013599401.1
OG0002900	Cg001G0174300	XP_013619262.1
OG0002900	Cg003G0755100	XP_013610433.1
OG0002902	Cg003G0741100, Cg003G0856700	XP_013610705.1, XP_013627690.1
OG0002903	Cg003G1066700	XP_013598352.1
OG0002904	Cg002G0516000, Cg003G1068300	XP_013609087.1
OG0002905	Cg003G1069700	XP_013612216.1
OG0002905	Cg002G0514200	XP_013599753.1
OG0002906	Cg005G1457000	XP_013629086.1
OG0002906	Cg002G0406600	XP_013604902.1
OG0002907	Cg005G1459000	XP_013613919.1, XP_013631705.1, XP_013637050.1
OG0002909	Cg005G1466000	XP_013630984.1, XP_013626363.1
OG0002910	Cg005G1476700	XP_013633947.1
OG0002910	Cg002G0421400	XP_013636212.1, XP_013604487.1
OG0002911	Cg005G1491400	XP_013637075.1
OG0002912	Cg002G0469900	XP_013603032.1
OG0002914	Cg003G0917800	XP_013608640.1
OG0002914	Cg001G0123800	XP_013595139.1
OG0002915	Cg004G1351800	XP_013598065.1
OG0002916	Cg004G1417800	XP_013613277.1, XP_013593346.1
OG0002917	Cg003G0963800	XP_013593058.1
OG0002918	Cg005G1555200, Cg005G1554900, Cg005G1555300, Cg005G1555400	XP_013623949.1
OG0002919	Cg008G2757200, Cg008G2757100	XP_013619639.1, XP_013616294.1
OG0002920	Cg005G1474400	XP_013631580.1, XP_013625592.1, XP_013623332.1
OG0002921	Cg004G1094200	XP_013637785.1
OG0002922	Cg008G2830200	XP_013599104.1
OG0002923	Cg004G1119300	XP_013637758.1, XP_013636254.1
OG0002924	Cg004G1144100	XP_013628385.1
OG0002924	Cg004G1195600	XP_013628853.1
OG0002925	Cg004G1149100	XP_013585518.1
OG0002926	Cg004G1159000	XP_013583553.1
OG0002927	Cg004G1193100	XP_013583579.1, XP_013583577.1
OG0002928	Cg004G1211700	XP_013587347.1, XP_013630597.1
OG0002930	Cg004G1222700	XP_013587626.1, XP_013622651.1, XP_013589636.1
OG0002931	Cg004G1246100	XP_013619499.1
OG0002931	Cg004G1246200	XP_013609009.1
OG0002932	Cg004G1247200	XP_013587629.1, XP_013638931.1
OG0002933	Cg004G1259400	XP_013584479.1, XP_013610393.1, XP_013587589.1
OG0002935	Cg004G1285700	XP_013599550.1
OG0002936	Cg004G1284800	XP_013621750.1, XP_013587037.1
OG0002938	Cg003G0701800, Cg014G3054100	XP_013620827.1, XP_013611305.1
OG0002938	Cg006G2250300	XP_013604168.1, XP_013587076.1
OG0002939	Cg006G2242400	XP_013584393.1
OG0002939	Cg003G0715400, Cg014G3040200	XP_013609269.1
OG0002940	Cg005G1620900	XP_013630428.1
OG0002940	Cg006G2203100	XP_013586792.1
OG0002941	Cg006G2112200	XP_013584299.1, XP_013604681.1, XP_013605396.1
OG0002942	Cg006G2068200	XP_013638381.1
OG0002942	Cg006G2068300	XP_013604265.1, XP_013638526.1
OG0002943	Cg007G2269300	XP_013634251.1, XP_013609070.1, XP_013612232.1
OG0002946	Cg005G1757000	XP_013635820.1
OG0002946	Cg005G1757100	XP_013604842.1, XP_013629994.1
OG0002947	Cg003G0739400	XP_013613285.1, XP_013622215.1
OG0002948	Cg001G0008200	XP_013589847.1, XP_013596488.1
OG0002949	Cg001G0011300	XP_013596990.1
OG0002949	Cg001G0011000	XP_013596655.1, XP_013598083.1
OG0002950	Cg001G0022500	XP_013622714.1, XP_013595874.1
OG0002952	Cg001G0079000	XP_013618040.1
OG0002952	Cg005G1728700	XP_013604255.1
OG0002953	Cg005G1706700	XP_013626313.1
OG0002953	Cg001G0069500	XP_013596772.1
OG0002954	Cg005G1730100	XP_013602394.1
OG0002954	Cg001G0081400	XP_013638221.1
OG0002955	Cg005G1733300	XP_013633903.1
OG0002957	Cg003G0712800	XP_013614808.1, XP_013614773.1
OG0002958	Cg004G1443800	XP_013593837.1, XP_013602717.1
OG0002958	Cg001G0118800	XP_013616306.1
OG0002962	Cg001G0020700, Cg007G2397500, Cg007G2411600, Cg002G0638100	XP_013622465.1, XP_013624788.1
OG0002971	Cg008G2626500	XP_013615510.1
OG0002972	Cg005G1751400	XP_013636247.1
OG0002972	Cg001G0097700	XP_013593622.1
OG0002973	Cg004G1140400	XP_013587301.1
OG0002975	Cg005G1736800	XP_013637211.1, XP_013605035.1
OG0002976	Cg008G2732800, Cg004G1092000	XP_013630730.1, XP_013611196.1
OG0002977	Cg008G2724600	XP_013608430.1
OG0002978	Cg008G2705200	XP_013612994.1, XP_013629532.1
OG0002979	Cg008G2697200	XP_013620838.1, XP_013606484.1, XP_013623632.1
OG0002980	Cg007G2422300, Cg007G2422400, Cg002G0659700, Cg001G0265000	XP_013628111.1
OG0002981	Cg008G2670200	XP_013613637.1
OG0002982	Cg008G2664900	XP_013613056.1
OG0002982	Cg003G1038500	XP_013610913.1
OG0002983	Cg007G2284600, Cg001G0168200	XP_013588448.1, XP_013596055.1
OG0002984	Cg002G0656300	XP_013620092.1, XP_013618567.1
OG0002985	Cg006G2193100	XP_013585249.1
OG0002985	Cg005G1633700	XP_013635015.1
OG0002986	Cg002G0447100	XP_013623420.1
OG0002987	Cg008G2940500	XP_013611419.1
OG0002988	Cg008G2891600	XP_013606215.1
OG0002988	Cg006G1999300	XP_013593608.1
OG0002989	Cg005G1585400	XP_013631151.1, XP_013628491.1
OG0002990	Cg006G1967400	XP_013595510.1
OG0002992	Cg003G1055200	XP_013597620.1, XP_013618141.1, XP_013615072.1, XP_013612149.1, XP_013606427.1, XP_013612152.1, XP_013607152.1
OG0002993	Cg003G1054700	XP_013619763.1, XP_013606645.1
OG0002994	Cg003G1053500	XP_013628785.1, XP_013606713.1
OG0002995	Cg003G0999300	XP_013606592.1
OG0002996	Cg008G2784700, Cg008G2784800	XP_013611964.1
OG0002996	Cg002G0582600	XP_013603862.1
OG0002997	Cg003G0993900, Cg003G0993800	XP_013620077.1, XP_013607021.1, XP_013608321.1, XP_013628663.1
OG0002998	Cg003G0977900	XP_013616515.1
OG0002999	Cg003G0970600, Cg003G0971700	XP_013615915.1, XP_013611150.1, XP_013626250.1, XP_013621338.1
OG0003000	Cg003G0950100	XP_013629982.1, XP_013629983.1, XP_013611259.1
OG0003000	Cg003G0950000	XP_013612611.1
OG0003001	Cg006G2201700, Cg006G2201500	XP_013603188.1
OG0003002	Cg003G0938300	XP_013628931.1
OG0003002	Cg001G0133300	XP_013603227.1
OG0003004	Cg006G1831600, Cg008G2799600	XP_013604269.1, XP_013586208.1
OG0003005	Cg008G2639300	XP_013606980.1
OG0003005	Cg008G2639200	XP_013609287.1
OG0003006	Cg014G3028300, Cg003G0726400	XP_013612696.1
OG0003008	Cg002G0450700	XP_013634003.1, XP_013605437.1
OG0003009	Cg008G2598800	XP_013610973.1
OG0003009	Cg004G1155400	XP_013624154.1
OG0003010	Cg003G0836900, Cg001G0383800, Cg001G0383700	XP_013587771.1, XP_013634543.1
OG0003011	Cg006G2046200	XP_013585277.1
OG0003011	Cg007G2549700	XP_013591192.1
OG0003013	Cg007G2546400	XP_013590259.1
OG0003013	Cg006G2048700	XP_013586673.1
OG0003014	Cg001G0044800	XP_013630270.1
OG0003015	Cg004G1412100	XP_013623123.1
OG0003017	Cg004G1320300	XP_013625217.1, XP_013595428.1
OG0003018	Cg004G1319100	XP_013610346.1
OG0003020	Cg001G0274600	XP_013636702.1, XP_013605466.1
OG0003021	Cg006G2081500	XP_013585181.1
OG0003021	Cg007G2509600	XP_013591074.1
OG0003022	Cg006G2012200	XP_013586758.1, XP_013590180.1
OG0003022	Cg007G2457000	XP_013590631.1
OG0003023	Cg001G0110100	XP_013595415.1
OG0003023	Cg001G0107600	XP_013623855.1
OG0003024	Cg006G2055000, Cg004G1336300, Cg007G2539400	XP_013620757.1, XP_013591853.1
OG0003025	Cg002G0632200	XP_013621506.1, XP_013593178.1
OG0003026	Cg002G0632400	XP_013620540.1, XP_013606544.1
OG0003027	Cg008G2961300	XP_013615997.1, XP_013620989.1, XP_013615740.1
OG0003028	Cg004G1261800, Cg004G1262000	XP_013636578.1
OG0003029	Cg006G1826500	XP_013588260.1
OG0003029	Cg004G1272300	XP_013584192.1, XP_013629829.1
OG0003030	Cg006G1838600	XP_013591522.1, XP_013585704.1
OG0003031	Cg004G1279500	XP_013607921.1, XP_013627124.1, XP_013629299.1
OG0003032	Cg004G1226100	XP_013609713.1
OG0003033	Cg005G1550600, Cg005G1550500	XP_013625781.1
OG0003034	Cg003G1064100	XP_013608389.1
OG0003034	Cg002G0519600	XP_013602748.1
OG0003037	Cg003G0736700, Cg003G0861500	XP_013613086.1
OG0003039	Cg002G0420900	XP_013602032.1, XP_013633835.1
OG0003039	Cg005G1475700	XP_013637645.1
OG0003040	Cg002G0424000	XP_013630866.1, XP_013589971.1, XP_013630867.1
