Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0001774	Cg008G2652000	Np003G1341900
OG0001774	Cg003G1000600	Np001G0097100
OG0001775	Cg008G2648400	Np003G1335800
OG0001775	Cg003G1006500	Np001G0089400
OG0001776	Cg006G2234100	Np004G2571700
OG0001776	Cg003G0727400, Cg003G0870500	Np003G1859500
OG0001777	Cg006G2189200	Np004G2520000
OG0001777	Cg005G1642800	Np006G3602500
OG0001778	Cg005G1640400	Np006G3605800
OG0001778	Cg006G2190500	Np004G2521400
OG0001779	Cg005G1638000	Np006G3501800, Np008G4281800
OG0001779	Cg006G2191000	Np004G2522000
OG0001780	Cg006G2194900	Np004G2526100
OG0001780	Cg005G1631500	Np006G3524700
OG0001781	Cg006G2203300	Np004G2536000
OG0001781	Cg005G1620200	Np006G3548100, Np006G3481100
OG0001782	Cg005G1601200	Np006G3578500, Np007G3862400
OG0001783	Cg008G2940800	Np001G0403300
OG0001783	Cg006G2228100	Np004G2564700
OG0001784	Cg001G0151300	Np005G2810600
OG0001785	Cg003G0902700	Np003G1670900
OG0001785	Cg001G0149100	Np005G2807400
OG0001786	Cg001G0148900	Np005G2806900, Np005G2807000, Np005G2807200, Np005G2807100
OG0001787	Cg008G2923000	Np001G0419700
OG0001787	Cg006G1871500	Np004G2019700, Np004G2019600
OG0001788	Cg008G2924300	Np004G2104900
OG0001789	Cg006G1970700	Np004G2137700
OG0001789	Cg005G1586300	Np006G3417700
OG0001790	Cg003G1025000	Np001G0059700
OG0001791	Cg003G1020800	Np001G0066900
OG0001791	Cg003G0787200	Np007G4099400
OG0001792	Cg003G1019700, Cg003G1019600	Np001G0067400, Np001G0068300
OG0001793	Cg006G2002700	Np004G2101800
OG0001793	Cg006G2002600	Np004G2101700
OG0001794	Cg008G2796100	Np001G0111100
OG0001795	Cg004G1276000, Cg004G1275900	Np001G0136800
OG0001796	Cg002G0593400	Np001G0438400
OG0001796	Cg008G2779200	Np003G1501700
OG0001797	Cg002G0591800	Np001G0438900
OG0001797	Cg008G2780000	Np003G1502700
OG0001798	Cg002G0576100	Np001G0450100
OG0001798	Cg003G0995100	Np003G1518600
OG0001799	Cg003G0989400, Cg003G0989500	Np003G1524700, Np003G1524200
OG0001800	Cg002G0559100	Np001G0466100
OG0001800	Cg003G0981600	Np003G1535000
OG0001802	Cg003G0947600	Np003G1586700
OG0001802	Cg001G0136900	Np005G2790100
OG0001803	Cg004G1177700	Np007G4099200
OG0001803	Cg008G2636800	Np003G1320200
OG0001804	Cg008G2628400	Np003G1306800
OG0001804	Cg004G1424000	Np007G3741000
OG0001805	Cg004G1164600	Np007G4116900
OG0001805	Cg008G2617300	Np003G1291600
OG0001806	Cg004G1161800	Np007G4120200
OG0001806	Cg008G2613100	Np003G1286700
OG0001807	Cg008G2612700	Np003G1286200
OG0001807	Cg004G1161600	Np007G4120500
OG0001808	Cg004G1157000, Cg008G2603200	Np007G4129100
OG0001809	Cg002G0652800	Np001G0210100
OG0001809	Cg001G0380000	Np005G3182500
OG0001810	Cg001G0037600	Np005G2679600
OG0001810	Cg001G0037500	Np005G2679700
OG0001811	Cg006G2093200	Np004G2390400
OG0001811	Cg007G2555600	Np002G0734200, Np002G0734300
OG0001812	Cg007G2540300	Np002G0756500
OG0001812	Cg006G2053800	Np004G2341800, Np005G3097900
OG0001813	Cg007G2539500	Np002G0757700
OG0001813	Cg006G2054900	Np004G2342300
OG0001814	Cg007G2538200	Np002G0759800
OG0001814	Cg006G2055800	Np004G2342900
OG0001815	Cg007G2532000	Np002G0769800
OG0001815	Cg006G2062800	Np004G2351900
OG0001816	Cg007G2490800	Np002G0829400, Np002G0829300
OG0001817	Cg001G0353900	Np005G3141900
OG0001818	Cg006G2071700	Np004G2362300
OG0001819	Cg004G1411500	Np007G3757700
OG0001819	Cg001G0045900	Np005G2665600
OG0001820	Cg001G0039800	Np005G2676000
OG0001820	Cg004G1414500	Np007G3752800
OG0001821	Cg005G1569100	Np006G3391600
OG0001821	Cg002G0498300	Np001G0551800
OG0001822	Cg002G0662100	Np001G0224700
OG0001822	Cg005G1566000	Np006G3383700
OG0001824	Cg007G2500300	Np002G0816100
OG0001824	Cg006G2087600	Np004G2382800
OG0001825	Cg003G0934400	Np002G1169100
OG0001826	Cg007G2514100	Np002G0793300
OG0001826	Cg006G2078500	Np004G2370400
OG0001827	Cg001G0110300	Np005G2754500
OG0001827	Cg004G1435900	Np007G3727600
OG0001828	Cg006G2018700	Np004G2268700
OG0001828	Cg007G2465400	Np002G0868600
OG0001829	Cg001G0218100	Np004G2499600, Np007G4032600, Np005G2918000
OG0001829	Cg008G2969600	Np001G0359300
OG0001830	Cg008G2961200	Np001G0372600
OG0001830	Cg001G0209100	Np005G2903500
OG0001831	Cg006G2190800	Np004G2521800
OG0001832	Cg004G1280200	Np007G3812100
OG0001832	Cg006G1818100	Np004G1953400
OG0001833	Cg004G1225700	Np007G3903900
OG0001834	Cg005G1589400	Np006G3424800
OG0001834	Cg003G0907500	Np003G1658700
OG0001836	Cg005G1637900	Np006G3503700, Np008G4283100
OG0001837	Cg004G1382700, Cg004G1390300	Np007G3781900
OG0001837	Cg001G0060500	Np005G2643300
OG0001838	Cg004G1406300	Np007G3762800
OG0001838	Cg001G0048400	Np005G2661100
OG0001839	Cg001G0165900	Np005G2832100
OG0001839	Cg003G0763200	Np003G1799300
OG0001840	Cg001G0175300	Np005G2846600
OG0001840	Cg003G0753600	Np003G1816100
OG0001842	Cg001G0196500	Np005G2884200
OG0001843	Cg003G0735200, Cg003G0863200	Np003G1849100
OG0001843	Cg001G0193500	Np005G2874500
OG0001844	Cg003G0738300, Cg003G0859700	Np003G1840500
OG0001844	Cg001G0188800	Np005G2868800
OG0001845	Cg006G2182800	Np004G2512500
OG0001845	Cg001G0261600, Cg008G2843700, Cg008G2859100, Cg008G2858600	Np001G0409300
OG0001846	Cg002G0453000	Np001G0616300
OG0001846	Cg005G1516700	Np006G3302700
OG0001847	Cg005G1452800, Cg002G0402400	Np006G3210200
OG0001849	Cg002G0422100	Np001G0664400
OG0001849	Cg005G1477900	Np006G3247300
OG0001850	Cg005G1481700	Np006G3252600
OG0001851	Cg002G0426300	Np001G0656400
OG0001851	Cg005G1483700	Np006G3254900
OG0001852	Cg002G0427100	Np001G0654900
OG0001852	Cg005G1486600	Np006G3257800
OG0001853	Cg002G0428000	Np001G0652100
OG0001854	Cg002G0430100	Np001G0649900, Np001G0650100
OG0001854	Cg002G0430400	Np001G0649600
OG0001855	Cg005G1520600	Np006G3308000
OG0001855	Cg002G0457700	Np001G0609200
OG0001856	Cg005G1534100	Np006G3330900
OG0001856	Cg002G0469800	Np001G0594300, Np001G0594400
OG0001857	Cg004G1398700, Cg002G0479400	Np001G0579600, Np001G0579300
OG0001858	Cg002G0493300	Np001G0561300
OG0001858	Cg005G1563000	Np006G3378700
OG0001859	Cg001G0035600	Np005G2682400
OG0001859	Cg004G1419800	Np007G3746500
OG0001860	Cg001G0033300	Np005G2685000
OG0001860	Cg004G1422300	Np007G3742700
OG0001861	Cg007G2417400	Np002G0972800
OG0001864	Cg005G1760700	Np006G3683500
OG0001865	Cg006G1902500	Np004G2049500
OG0001865	Cg003G0801800	Np003G1756200
OG0001866	Cg006G2166000	Np004G2493000
OG0001866	Cg004G1145700	Np007G4144300
OG0001869	Cg006G2056800	Np004G2344800
OG0001869	Cg005G1508100	Np006G3288100, Np003G1734100, Np004G2271000
OG0001871	Cg004G1087300	Np007G4232300
OG0001872	Cg004G1124200	Np007G4175200
OG0001872	Cg004G1305300	Np007G3849900
OG0001873	Cg006G2123900	Np004G2428300
OG0001873	Cg002G0679600	Np001G0247800
OG0001874	Cg005G1723700	Np006G3636200
OG0001874	Cg001G0075900	Np005G2700200
OG0001875	Cg001G0365200	Np005G3157400
OG0001875	Cg002G0644200	Np001G0191700
OG0001876	Cg001G0364500	Np005G3186800, Np005G3156300
OG0001876	Cg001G0364400	Np005G3186900, Np005G3155900
OG0001877	Cg001G0350200	Np005G3133700
OG0001877	Cg007G2436700	Np002G0934700
OG0001878	Cg014G3053900	Np003G1893900
OG0001878	Cg006G2250400	Np004G2591700
OG0001879	Cg006G2156400	Np004G2479800
OG0001879	Cg001G0143500	Np005G2799300
OG0001880	Cg006G2155800	Np004G2479200
OG0001880	Cg007G2296300	Np002G1166100
OG0001881	Cg006G2142700	Np004G2459400
OG0001881	Cg007G2280000	Np002G1199200
OG0001882	Cg006G2142300	Np004G2458700
OG0001882	Cg007G2279100	Np002G1200000
OG0001883	Cg007G2272700	Np002G1214800
OG0001883	Cg006G2136800	Np004G2449000
OG0001884	Cg002G0671800	Np001G0236700
OG0001884	Cg006G2131300	Np004G2441300
OG0001885	Cg006G2118700	Np004G2422200
OG0001886	Cg006G1843600	Np004G1987600
OG0001887	Cg006G2106000	Np004G2405300
OG0001888	Cg007G2493200	Np002G0826000
OG0001888	Cg006G2091600	Np004G2388800
OG0001889	Cg006G2090100	Np004G2386000
OG0001889	Cg007G2496600	Np002G0821900
OG0001890	Cg002G0685000, Cg002G0684900	Np001G0256400
OG0001891	Cg007G2471200	Np002G0858300
OG0001891	Cg006G2024800	Np004G2287300
OG0001892	Cg001G0021100, Cg001G0021200	Np005G2626500
OG0001893	Cg005G1726800	Np006G3637400
OG0001894	Cg004G1375100	Np007G3789100
OG0001894	Cg001G0062900	Np005G2641000
OG0001895	Cg001G0089700	Np005G2718800
OG0001896	Cg005G1746500	Np006G3657300
OG0001896	Cg001G0089900	Np005G2721000
OG0001897	Cg001G0093700	Np005G2726400
OG0001897	Cg005G1743400	Np006G3662800
OG0001899	Cg004G1261900	Np002G0961800, Np006G3691700, Np007G4145400, Np005G2825200, Np002G1201700, Np005G3068900, Np002G0772100, Np003G1754000, Np001G0569400, Np001G0400000, Np003G1680600, Np003G1482800, Np004G2362100, Np001G0660200, Np002G1099800
OG0001900	Cg001G0368200	Np005G3160700
OG0001900	Cg002G0640700	Np001G0194800
OG0001910	Cg001G0096800	Np005G2731400
OG0001910	Cg005G1750300	Np006G3665300
OG0001911	Cg005G1748800	Np006G3664200
OG0001912	Cg008G2728200	Np003G1434800
OG0001912	Cg004G1088700	Np007G4230900
OG0001913	Cg004G1104600	Np005G3077500
OG0001913	Cg004G1138500	Np007G4154600
OG0001914	Cg004G1084800	Np007G4235500
OG0001914	Cg008G2722700	Np003G1427600
OG0001915	Cg008G2698700	Np003G1403100
OG0001915	Cg004G1145600	Np007G4144400
OG0001916	Cg008G2759500	Np003G1473900
OG0001916	Cg008G2690000	Np003G1391600
OG0001917	Cg008G2688000	Np003G1389700
OG0001918	Cg008G2805600	Np001G0122700
OG0001918	Cg008G2674600	Np003G1371200
OG0001919	Cg008G2804800	Np001G0121500
OG0001919	Cg008G2673700	Np003G1369900
OG0001920	Cg008G2667400, Cg008G2667300	Np003G1363000
OG0001922	Cg005G1760900	Np006G3683800
OG0001922	Cg008G2663500	Np003G1359100
OG0001923	Cg008G2661500	Np003G1356400
OG0001923	Cg003G1033700	Np001G0047300
OG0001924	Cg008G2650500	Np003G1339200, Np003G1340300
OG0001924	Cg003G1002800	Np001G0094800
OG0001925	Cg006G2197700	Np004G2529700
OG0001926	Cg005G1626300	Np006G3471500, Np006G3536700
OG0001926	Cg006G2197900	Np004G2529900
OG0001927	Cg006G2203000	Np004G2535700
OG0001927	Cg005G1621000	Np006G3482500, Np006G3546900
OG0001928	Cg004G1377400, Cg004G1385500	Np007G3784500
OG0001929	Cg006G2219300	Np004G2554900
OG0001929	Cg005G1602000	Np006G3577100
OG0001930	Cg006G2228700	Np004G2565200
OG0001931	Cg001G0148700	Np005G2806800
OG0001931	Cg003G0903200	Np003G1670000
OG0001933	Cg006G1995600	Np004G2108800
OG0001934	Cg006G1962700	Np004G2150700
OG0001934	Cg005G1583100	Np006G3410100
OG0001935	Cg006G1947500	Np004G2053000
OG0001936	Cg005G1580000	Np006G3407000
OG0001936	Cg006G1947000	Np004G2053400
OG0001937	Cg002G0527500	Np001G0512800
OG0001937	Cg003G1056400	Np001G0019100
OG0001938	Cg004G1212300	Np007G4047100
OG0001939	Cg008G2793500	Np001G0108400
OG0001939	Cg002G0539200	Np001G0495200
OG0001940	Cg001G0078100, Cg005G1726700, Cg008G2811400	Np005G2702200
OG0001942	Cg002G0581100	Np003G1511200
OG0001942	Cg008G2786200	Np003G1511100
OG0001943	Cg003G0996000	Np003G1517200
OG0001943	Cg002G0576700	Np001G0449400
OG0001944	Cg003G0986500	Np003G1527700
OG0001945	Cg007G2301600, Cg007G2301700	Np002G1163800
OG0001945	Cg007G2297200	Np002G1168400
OG0001946	Cg003G0974200	Np003G1545400
OG0001946	Cg008G2643200	Np003G1328800
OG0001947	Cg003G0965600	Np003G1558400
OG0001947	Cg001G0145200	Np005G2801800
OG0001948	Cg003G0964900	Np003G1559500
OG0001948	Cg001G0144900	Np005G2801500
OG0001949	Cg004G1404700	Np007G3765200
OG0001949	Cg004G1404800	Np007G3765100
OG0001950	Cg001G0357200	Np005G3145600
OG0001950	Cg002G0604700	Np001G0185800
OG0001951	Cg001G0138100	Np005G2791800
OG0001951	Cg003G0949700	Np003G1583000
OG0001952	Cg001G0132800	Np005G2785900
OG0001953	Cg003G0934900	Np003G1633800
OG0001953	Cg001G0131200	Np005G2783900
OG0001954	Cg004G1182100	Np007G4091400
OG0001954	Cg008G2641600	Np003G1326600
OG0001955	Cg008G2637700	Np003G1321400
OG0001955	Cg004G1178400	Np007G4097800
OG0001956	Cg004G1166000	Np007G4114800
OG0001956	Cg008G2620500	Np003G1294900
OG0001957	Cg004G1158300	Np007G4239200, Np007G4127500
OG0001957	Cg008G2606400	Np003G1278300
OG0001958	Cg004G1157400	Np007G4128300
OG0001959	Cg008G2589500	Np003G1256500
OG0001960	Cg002G0651900	Np001G0208800
OG0001960	Cg001G0378900	Np005G3181000
OG0001961	Cg006G2106600	Np004G2405900
OG0001961	Cg005G1611000	Np002G0709800
OG0001962	Cg007G2569900	Np002G0714100
OG0001963	Cg006G2103700	Np004G2402400
OG0001963	Cg007G2569200	Np002G0715600
OG0001964	Cg006G2101500	Np004G2399900
OG0001964	Cg007G2566600	Np002G0720700
OG0001965	Cg006G2056900	Np004G2344900
OG0001965	Cg007G2536900	Np002G0762200
OG0001966	Cg001G0045000	Np005G2670200, Np005G2671200, Np005G2671700
OG0001967	Cg006G2060800	Np004G2349200
OG0001969	Cg004G1407800	Np007G3760900
OG0001969	Cg001G0048100	Np005G2661600
OG0001970	Cg004G1411200	Np007G3757800
OG0001970	Cg001G0046000	Np005G2665400
OG0001971	Cg004G1413100	Np007G3755200
OG0001971	Cg001G0042900	Np005G2673500
OG0001972	Cg004G1413800	Np007G3754100
OG0001972	Cg001G0040900	Np005G2675000
OG0001973	Cg006G1792400, Cg006G1792500, Cg006G1792600	Np004G1918300
OG0001974	Cg004G1211300	Np007G4048500
OG0001975	Cg002G0497500	Np001G0553300
OG0001975	Cg005G1567800	Np006G3387800
OG0001977	Cg001G0280700	Np005G3072100
OG0001977	Cg004G1310000	Np005G3081900
OG0001978	Cg004G1096500, Cg004G1085200	Np007G4235000
OG0001979	Cg001G0265200	Np005G3049800
OG0001979	Cg004G1297600	Np007G3840000
OG0001980	Cg001G0263300	Np005G3045200
OG0001980	Cg004G1295800	Np007G3838300
OG0001981	Cg004G1231500	Np005G3017100, Np007G3914200
OG0001982	Cg002G0463800	Np001G0601000
OG0001982	Cg005G1528200	Np006G3318500
OG0001983	Cg002G0565600	Np001G0461100
OG0001983	Cg002G0565800	Np001G0460400
OG0001984	Cg002G0660400	Np001G0222500
OG0001984	Cg006G2134600	Np004G2446100
OG0001985	Cg008G2962400	Np001G0370800
OG0001985	Cg001G0210100	Np005G2904200
OG0001986	Cg006G1835100	Np004G1977900
OG0001986	Cg004G1258300	Np007G3960300
OG0001987	Cg006G1825100	Np004G1962100
OG0001987	Cg004G1272800	Np001G0281300
OG0001988	Cg006G1819000	Np004G1954500
OG0001988	Cg004G1278900	Np007G3810600
OG0001989	Cg004G1225500	Np007G3903700
OG0001989	Cg006G1812500	Np004G1946700
OG0001992	Cg001G0223700	Np005G2932800
OG0001992	Cg008G2977000	Np001G0343000
OG0001993	Cg014G3038600, Cg003G0717000	Np003G1879100
OG0001994	Cg001G0175000	Np005G2846300
OG0001995	Cg001G0181100	Np005G2856300
OG0001995	Cg001G0181000	Np005G2856100
OG0001997	Cg003G0736800, Cg003G0861400	Np003G1847300
OG0001997	Cg001G0191700	Np005G2876600
OG0001998	Cg002G0400900	Np001G0693900
OG0001998	Cg005G1449800	Np006G3206700
OG0001999	Cg005G1475100	Np006G3243200, Np006G3243600
OG0001999	Cg002G0420100	Np001G0667300
OG0002000	Cg005G1478800	Np006G3248300
OG0002000	Cg002G0422800	Np001G0663100
OG0002001	Cg002G0422900	Np001G0663000
OG0002001	Cg005G1478900	Np006G3248400
OG0002002	Cg002G0427400	Np001G0653500
OG0002002	Cg005G1487100	Np006G3258300
OG0002003	Cg006G2158900	Np004G2482700
OG0002003	Cg002G0445200	Np001G0627300
OG0002004	Cg005G1514500	Np006G3299900
OG0002004	Cg002G0451000	Np001G0619300
OG0002005	Cg001G0125700	Np005G2773500
OG0002005	Cg003G0919100	Np003G1637500
OG0002007	Cg005G1543100	Np006G3347000, Np006G3346800
OG0002008	Cg005G1546800	Np006G3437700, Np006G3352800
OG0002009	Cg002G0510200	Np001G0537300
OG0002009	Cg005G1550800	Np006G3358700
OG0002010	Cg008G2985300, Cg008G2985400	Np006G3226900, Np006G3227000, Np006G3227100
OG0002011	Cg005G1776700	Np006G3709400
OG0002011	Cg001G0007000	Np005G2607400
OG0002012	Cg003G0779100	Np003G1775600
OG0002013	Cg004G1118400	Np007G4185000
OG0002013	Cg008G2824700	Np001G0145700
OG0002014	Cg005G1452700	Np006G3210100
OG0002015	Cg005G1453600	Np006G3211100
OG0002015	Cg002G0403800	Np001G0691000
OG0002016	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200	Np007G3921000, Np007G3920800
OG0002017	Cg005G1509600	Np006G3290200
OG0002017	Cg002G0444400	Np001G0628400
OG0002018	Cg004G1114500	Np007G4191300
OG0002018	Cg007G2346600	Np002G1063300
OG0002019	Cg004G1126500, Cg008G2752100	Np003G1466500, Np007G4172800
OG0002020	Cg004G1236400	Np007G3921100, Np004G2067700
OG0002020	Cg004G1236300	Np007G3921500
OG0002021	Cg004G1237700	Np007G3923200
OG0002021	Cg006G1852200	Np004G2000600
OG0002022	Cg004G1239700	Np007G3926000
OG0002022	Cg006G1850600	Np004G1997600
OG0002023	Cg002G0623200	Np001G0188100
OG0002023	Cg001G0361800	Np005G3151200
OG0002024	Cg001G0333200	Np005G3118000
OG0002025	Cg004G1289900	Np007G3829700
OG0002025	Cg001G0259400	Np005G3038000
OG0002026	Cg008G2750400, Cg008G2750500	Np003G1464600
OG0002027	Cg014G3049400, Cg003G0706100	Np003G1888900
OG0002027	Cg006G2249600	Np004G2590700
OG0002028	Cg014G3046700, Cg003G0709100	Np003G1883900
OG0002029	Cg014G3046600, Cg003G0709200	Np003G1883800
OG0002029	Cg006G2247800	Np004G2587800
OG0002030	Cg006G2239700	Np004G2577700
OG0002030	Cg003G0719100, Cg014G3036800	Np003G1869900
OG0002032	Cg007G2330800	Np002G1113400
OG0002032	Cg006G2170700	Np004G2498000
OG0002033	Cg006G2157700	Np004G2481800
OG0002033	Cg007G2304900	Np002G1157700, Np003G1714600, Np002G1055200
OG0002034	Cg006G2150700	Np004G2473500
OG0002034	Cg002G0628700, Cg007G2291700	Np002G1178100
OG0002035	Cg006G2146400	Np004G2465900
OG0002035	Cg007G2285800	Np002G1188900
OG0002036	Cg007G2273200	Np002G1213800
OG0002036	Cg006G2137500	Np004G2450800
OG0002037	Cg002G0663600	Np001G0226400
OG0002037	Cg006G2133000	Np004G2444400
OG0002038	Cg006G2116700	Np004G2418200
OG0002041	Cg006G2033800	Np004G2306400
OG0002041	Cg007G2477300	Np002G0847100
OG0002042	Cg001G0390500	Np005G3199600, Np005G3198200
OG0002042	Cg007G2262100	Np002G1240400
OG0002043	Cg002G0569600	Np005G2602100
OG0002045	Cg001G0071100	Np005G2631800
OG0002045	Cg005G1713500	Np006G3629000
OG0002048	Cg003G0778600	Np003G1777100
OG0002056	Cg003G0978200	Np003G1540000
OG0002056	Cg002G0555300	Np001G0469500
OG0002057	Cg002G0546800	Np001G0480400
OG0002057	Cg003G1020000	Np001G0068000
OG0002058	Cg008G2745800	Np003G1456800
OG0002058	Cg004G1100500	Np007G4213900
OG0002059	Cg008G2745600	Np003G1456400
OG0002060	Cg008G2745000	Np003G1455700
OG0002060	Cg008G2744100	Np003G1454000
OG0002062	Cg008G2732000	Np003G1439700
OG0002063	Cg004G1089200	Np007G4230500
OG0002063	Cg008G2728600	Np003G1435100
OG0002064	Cg008G2726800	Np003G1432800
OG0002064	Cg004G1087700	Np007G4232000
OG0002065	Cg004G1086300	Np007G4233500
OG0002065	Cg008G2724800	Np003G1430500
OG0002066	Cg004G1085800	Np007G4234200, Np007G4234100
OG0002066	Cg008G2723800	Np003G1429400
OG0002067	Cg008G2707900	Np003G1412900
OG0002067	Cg004G1074400	Np007G4250200
OG0002068	Cg008G2699200	Np003G1403700
OG0002068	Cg004G1184100	Np007G4089200
OG0002069	Cg008G2694800	Np003G1397900
OG0002069	Cg006G2002900	Np004G2102100
OG0002070	Cg008G2814900	Np001G0135000
OG0002070	Cg008G2683700	Np003G1383700
OG0002072	Cg008G2665900	Np003G1361600
OG0002073	Cg008G2662400	Np003G1357500
OG0002074	Cg003G1003200	Np001G0094400
OG0002074	Cg008G2650000	Np003G1338700
OG0002075	Cg003G0728400, Cg003G0869400	Np003G1857500
OG0002075	Cg006G2232800	Np004G2570500
OG0002076	Cg005G1657800, Cg008G2864000, Cg008G2864400, Cg008G2849200	Np006G3586100
OG0002076	Cg005G1657700	Np006G3586200
OG0002077	Cg005G1653400	Np006G3590700
OG0002077	Cg006G2184100	Np004G2513800
OG0002078	Cg006G2210800	Np004G2544400
OG0002078	Cg005G1612400	Np006G3559600
OG0002079	Cg005G1610000	Np006G3565000
OG0002080	Cg006G2228600	Np004G2565100
OG0002081	Cg008G2893100	Np001G0422600
OG0002081	Cg006G1861400	Np004G2009800
OG0002082	Cg006G2120200	Np004G2423500
OG0002082	Cg002G0682700	Np001G0251400
OG0002083	Cg003G1061700, Cg004G1420800	Np001G0011600
OG0002084	Cg002G0528500	Np001G0511000
OG0002084	Cg003G1054400	Np001G0021800
OG0002085	Cg003G1041100	Np001G0038200
OG0002086	Cg008G2645400	Np003G1332900
OG0002087	Cg002G0532300	Np001G0505500
OG0002087	Cg008G2802800	Np001G0119700
OG0002088	Cg008G2803700, Cg008G2803900, Cg008G2803800, Cg008G2803400	Np001G0120500
OG0002089	Cg008G2769700	Np003G1487800
OG0002090	Cg008G2786500	Np003G1511700
OG0002090	Cg002G0580400	Np001G0446600
OG0002091	Cg003G0987400	Np003G1526700
OG0002092	Cg001G0143400	Np005G2799200
OG0002092	Cg003G0961900	Np003G1563300
OG0002093	Cg001G0142000	Np005G2797300
OG0002093	Cg003G0958800	Np003G1567700
OG0002094	Cg001G0138700	Np005G2792500
OG0002094	Cg003G0951300	Np003G1581100
OG0002095	Cg003G0941500	Np003G1603200
OG0002096	Cg003G0937400	Np003G1609800
OG0002096	Cg001G0132600	Np005G2785700
OG0002097	Cg003G0725200	Np003G1862300
OG0002097	Cg006G2235300	Np004G2573400
OG0002099	Cg004G1172800	Np007G4105800
OG0002099	Cg008G2629700	Np003G1307800
OG0002100	Cg008G2590900	Np003G1257600
OG0002100	Cg004G1150100	Np007G4138300
OG0002101	Cg004G1093500	Np007G4225200
OG0002101	Cg003G0839000	Np003G1254500
OG0002102	Cg002G0655000	Np001G0213200
OG0002102	Cg001G0381300	Np005G3184200
OG0002103	Cg007G2309000	Np001G0543000
OG0002103	Cg006G2111600	Np004G2412000
OG0002104	Cg006G2106700	Np004G2406200
OG0002104	Cg007G2571500	Np002G0709500
OG0002105	Cg006G2102400	Np004G2400700
OG0002105	Cg007G2567800	Np002G0717100
OG0002106	Cg006G2100000	Np004G2398400, Np004G2398100
OG0002106	Cg007G2564000	Np002G0723900
OG0002108	Cg007G2563200	Np002G0725200
OG0002108	Cg006G2099400	Np004G2397000
OG0002109	Cg006G2044900	Np004G2326500
OG0002110	Cg007G2541400	Np002G0755000
OG0002110	Cg006G2052600	Np002G1136800
OG0002111	Cg006G2055900	Np004G2343000
OG0002111	Cg007G2538000	Np002G0760500
OG0002112	Cg006G1786300	Np004G1908500
OG0002112	Cg004G1193900	Np007G4076800
OG0002113	Cg006G1787100	Np004G1909600
OG0002113	Cg004G1194300	Np007G4076200
OG0002114	Cg004G1196000	Np007G4073400
OG0002115	Cg007G2443300	Np002G0912300
OG0002115	Cg006G2003800	Np004G2099100
OG0002116	Cg004G1307800	Np007G3856000
OG0002117	Cg001G0268100	Np005G3054200
OG0002117	Cg004G1301200	Np007G3844600
OG0002118	Cg001G0265700	Np005G3051000
OG0002118	Cg004G1298000	Np007G3840400
OG0002119	Cg004G1287700	Np007G3826200, Np007G3890300
OG0002120	Cg001G0140000	Np005G2785800
OG0002121	Cg001G0253300	Np005G3031100
OG0002121	Cg008G2974100	Np001G0349900
OG0002122	Cg001G0251300	Np005G3025500, Np005G3025300
OG0002123	Cg005G1771700	Np006G3701400
OG0002123	Cg001G0011600	Np005G2613800
OG0002124	Cg006G2089300	Np004G2385000
OG0002124	Cg007G2497800	Np002G0819800
OG0002125	Cg004G1436100	Np007G3727400
OG0002126	Cg002G0638400	Np001G0196300
OG0002127	Cg002G0654200	Np001G0211300
OG0002127	Cg001G0380600	Np005G3183100
OG0002128	Cg008G2963000	Np001G0370000, Np001G0339600
OG0002128	Cg001G0210500	Np005G2904500
OG0002129	Cg006G1819900	Np004G1955700
OG0002129	Cg004G1278000	Np007G3808400
OG0002130	Cg004G1221600	Np007G4028000
OG0002130	Cg006G1809100	Np004G1942000
OG0002131	Cg005G1586000	Np006G3417000
OG0002131	Cg008G2974000	Np001G0351500
OG0002132	Cg002G0640100, Cg002G0639800, Cg002G0639900, Cg002G0643500	Np004G2138300
OG0002133	Cg001G0167200	Np005G2833800
OG0002134	Cg001G0056700	Np005G2647600
OG0002134	Cg004G1393200	Np007G3780500
OG0002135	Cg004G1401000	Np007G3770800
OG0002135	Cg001G0052500	Np005G2655000
OG0002136	Cg003G0765900	Np003G1797200
OG0002137	Cg001G0165300	Np005G2831400
OG0002138	Cg001G0077800	Np005G2702100
OG0002138	Cg005G1726200	Np006G3637100
OG0002139	Cg001G0329300	Np005G2849000, Np005G2848900
OG0002140	Cg001G0201900	Np005G2888600
OG0002141	Cg001G0201700	Np001G0385300
OG0002142	Cg001G0198200	Np005G2884000
OG0002143	Cg001G0193600	Np005G2874400
OG0002143	Cg003G0734900, Cg003G0863500	Np003G1849400
OG0002144	Cg003G0786000	Np003G1770600
OG0002144	Cg006G1910800	Np004G2046100
OG0002145	Cg005G1452400	Np006G3209800
OG0002146	Cg005G1465000	Np006G3229200
OG0002146	Cg002G0413300	Np001G0676800, Np001G0677000
OG0002147	Cg002G0414700	Np001G0674300
OG0002147	Cg005G1467900	Np006G3231700
OG0002148	Cg002G0419900	Np001G0667600
OG0002148	Cg005G1474800	Np006G3242600
OG0002149	Cg002G0425400	Np001G0657600
OG0002150	Cg002G0444100	Np001G0628700
OG0002150	Cg005G1510500	Np006G3291300
OG0002151	Cg005G1519600	Np006G3306900
OG0002151	Cg002G0456000	Np001G0477300, Np001G0613300
OG0002152	Cg002G0457000	Np001G0612300
