Orthogroup	Cardamine_glauca	Arabis_alpina
OG0002313	Cg004G1131600, Cg008G2844800, Cg008G2844700, Cg008G2844600	Aa_G47150.h1.t1
OG0002315	Cg004G1241600	Aa_G682970.h1.t1
OG0002316	Cg006G1848700	Aa_G110760.h1.t1
OG0002316	Cg004G1242900	Aa_G498870.h1.t1
OG0002317	Cg006G1848100	Aa_G110690.h1.t1
OG0002317	Cg004G1243900	Aa_G310250.h1.t1
OG0002318	Cg004G1249000	Aa_G82100.h1.t1
OG0002320	Cg006G2252400	Aa_G94430.h1.t1
OG0002320	Cg014G3051200, Cg003G0704400	Aa_G94440.h1.t1
OG0002321	Cg006G2252000	Aa_G94390.h1.t1
OG0002321	Cg014G3050800, Cg003G0704800	Aa_G425510.h1.t1
OG0002322	Cg014G3053300, Cg003G0702700	Aa_G299850.h2.t1, Aa_G299850.h1.t1
OG0002322	Cg006G2251400	Aa_G745780.h1.t1
OG0002323	Cg006G2240800	Aa_G6440.h1.t1
OG0002324	Cg006G2189900, Cg006G2189500	Aa_G310570.h1.t1, Aa_G310590.h1.t1
OG0002325	Cg006G2175000	Aa_G80650.h1.t1
OG0002326	Cg006G2160300	Aa_G318560.h1.t1
OG0002326	Cg007G2311000	Aa_G281530.h1.t1
OG0002327	Cg002G0685700	Aa_G323270.h1.t1
OG0002327	Cg006G2118300	Aa_G393290.h1.t1
OG0002328	Cg007G2567600	Aa_G265750.h1.t1
OG0002329	Cg006G2101400, Cg007G2566400	Aa_G457310.h1.t1, Aa_G65590.h1.t1
OG0002330	Cg006G2089900	Aa_G188640.h1.t1
OG0002330	Cg004G1354300	Aa_G187260.h1.t1
OG0002331	Cg007G2509700	Aa_G30430.h1.t1
OG0002332	Cg007G2516300	Aa_G548320.h1.t1, Aa_G548300.h1.t1
OG0002332	Cg006G2077100	Aa_G548310.h2.t1, Aa_G548310.h1.t1
OG0002333	Cg007G2491400	Aa_G252100.h1.t1
OG0002333	Cg006G2041400	Aa_G198730.h1.t1
OG0002334	Cg006G2027700	Aa_G562070.h1.t1
OG0002335	Cg006G2024300	Aa_G352700.h1.t1
OG0002335	Cg007G2470300	Aa_G510840.h1.t1
OG0002337	Cg007G2308400	Aa_G139530.h1.t1, Aa_G182440.h1.t1
OG0002337	Cg007G2308500	Aa_G5870.h1.t1
OG0002338	Cg008G2984900	Aa_G248640.h2.t1, Aa_G248640.h1.t1
OG0002339	Cg004G1406900	Aa_G421750.h1.t1
OG0002340	Cg004G1399900	Aa_G543430.h1.t1
OG0002340	Cg001G0053900	Aa_G238250.h1.t1
OG0002342	Cg004G1390400, Cg004G1382800	Aa_G541720.h1.t1
OG0002342	Cg001G0061100	Aa_G274270.h1.t1
OG0002343	Cg001G0087600	Aa_G241440.h1.t1
OG0002343	Cg005G1740900	Aa_G41490.h1.t1
OG0002344	Cg001G0087700	Aa_G241420.h1.t1
OG0002344	Cg005G1741100	Aa_G41510.h1.t1
OG0002345	Cg005G1744700	Aa_G569070.h1.t1
OG0002346	Cg001G0136400	Aa_G618270.h1.t1
OG0002352	Cg001G0098400	Aa_G158900.h1.t1
OG0002353	Cg008G2737600	Aa_G264870.h1.t1
OG0002354	Cg008G2734300	Aa_G499320.h1.t1
OG0002354	Cg004G1092900	Aa_G111700.h1.t1
OG0002355	Cg008G2734000, Cg008G2734100	Aa_G499350.h1.t1
OG0002356	Cg008G2730500	Aa_G447880.h1.t1
OG0002356	Cg004G1090900	Aa_G111950.h1.t1
OG0002357	Cg008G2723900	Aa_G56520.h1.t1, Aa_G56500.h1.t1
OG0002357	Cg008G2612200	Aa_G140820.h1.t1
OG0002358	Cg004G1083100	Aa_G71660.h1.t1
OG0002358	Cg008G2720200	Aa_G431380.h1.t1
OG0002359	Cg008G2718100	Aa_G321110.h1.t1
OG0002359	Cg004G1080700	Aa_G14640.h1.t1
OG0002360	Cg008G2694400, Cg006G2002800	Aa_G385320.h1.t1
OG0002361	Cg008G2806700	Aa_G398090.h1.t1
OG0002361	Cg008G2676400	Aa_G168850.h1.t1
OG0002362	Cg003G1040500	Aa_G20820.h1.t1
OG0002362	Cg008G2666100	Aa_G195900.h1.t1
OG0002363	Cg003G1027200	Aa_G335320.h1.t1, Aa_G75960.h1.t1
OG0002364	Cg008G2792700	Aa_G143220.h1.t1
OG0002364	Cg008G2657200	Aa_G210780.h1.t1
OG0002365	Cg008G2651500, Cg008G2651100	Aa_G587790.h1.t1, Aa_G587750.h1.t1
OG0002367	Cg005G1641700	Aa_G768990.h1.t1
OG0002368	Cg006G2214500	Aa_G235360.h1.t1
OG0002368	Cg005G1608500	Aa_G243610.h1.t1
OG0002369	Cg008G2933800	Aa_G203750.h1.t1
OG0002369	Cg006G2224600	Aa_G423570.h1.t1
OG0002370	Cg008G2936400	Aa_G89740.h1.t1
OG0002370	Cg006G2225500	Aa_G400470.h1.t1
OG0002371	Cg006G2229300	Aa_G134630.h1.t1
OG0002371	Cg008G2941900	Aa_G215340.h1.t1
OG0002372	Cg001G0146400, Cg001G0146700	Aa_G29620.h1.t1, Aa_G29640.h1.t1
OG0002374	Cg001G0245900	Aa_G468690.h1.t1
OG0002376	Cg003G1001200	Aa_G94920.h1.t1
OG0002377	Cg002G0596800	Aa_G337610.h1.t1
OG0002378	Cg002G0591700	Aa_G403390.h1.t1
OG0002378	Cg008G2780300	Aa_G8650.h1.t1
OG0002379	Cg002G0559000	Aa_G578550.h1.t1
OG0002379	Cg003G0981700	Aa_G225450.h1.t1
OG0002380	Cg001G0088400	Aa_G59770.h1.t1
OG0002380	Cg003G0960500	Aa_G168010.h1.t1
OG0002381	Cg003G0942500	Aa_G59070.h1.t1
OG0002381	Cg001G0135800	Aa_G86690.h1.t1
OG0002382	Cg003G0934500	Aa_G123420.h1.t1
OG0002382	Cg001G0130800	Aa_G129630.h1.t1
OG0002383	Cg001G0128700, Cg003G0927400	Aa_G184100.h1.t1
OG0002385	Cg004G1173700	Aa_G195270.h1.t1, Aa_G285160.h1.t1
OG0002386	Cg008G2618900	Aa_G73330.h1.t1
OG0002387	Cg008G2612100	Aa_G140830.h1.t1
OG0002387	Cg004G1161000	Aa_G322220.h1.t1
OG0002388	Cg007G2262700	Aa_G135540.h1.t1
OG0002389	Cg006G2097600	Aa_G103800.h1.t1
OG0002391	Cg006G2050600	Aa_G86890.h1.t1
OG0002392	Cg007G2534100	Aa_G315410.h1.t1
OG0002392	Cg006G2061100	Aa_G148870.h1.t1
OG0002393	Cg004G1411700	Aa_G344720.h1.t1
OG0002394	Cg001G0039100	Aa_G285840.h1.t1
OG0002394	Cg004G1415100	Aa_G249520.h1.t1
OG0002395	Cg004G1190100	Aa_G108950.h1.t1, Aa_G290220.h1.t1
OG0002396	Cg004G1198100	Aa_G327440.h1.t1
OG0002396	Cg006G1790500	Aa_G793790.h1.t1
OG0002397	Cg004G1200500	Aa_G237710.h1.t1
OG0002397	Cg006G1792100	Aa_G118240.h1.t1, Aa_G118230.h1.t1
OG0002398	Cg004G1211900	Aa_G1300.h1.t1
OG0002399	Cg001G0055700	Aa_G110310.h1.t1
OG0002400	Cg006G1805200	Aa_G396700.h1.t1
OG0002401	Cg005G1571100	Aa_G282190.h1.t1
OG0002401	Cg002G0500800	Aa_G100060.h1.t1
OG0002402	Cg001G0294800	Aa_G435580.h1.t1, Aa_G435590.h1.t1
OG0002402	Cg004G1324000	Aa_G680650.h1.t1, Aa_G326550.h1.t1
OG0002403	Cg001G0289100	Aa_G413390.h1.t1
OG0002403	Cg004G1319800	Aa_G380130.h1.t1
OG0002404	Cg004G1312400	Aa_G568390.h1.t1
OG0002405	Cg001G0273200	Aa_G367880.h1.t1
OG0002405	Cg001G0273100	Aa_G367850.h1.t1
OG0002407	Cg004G1291300	Aa_G96550.h1.t1
OG0002408	Cg006G2086000	Aa_G535520.h1.t1
OG0002408	Cg007G2502700	Aa_G428870.h1.t1
OG0002409	Cg007G2506800	Aa_G342700.h1.t1
OG0002409	Cg006G2085000	Aa_G583590.h1.t1
OG0002410	Cg007G2513400	Aa_G639700.h2.t1, Aa_G639700.h1.t1
OG0002411	Cg006G2078100	Aa_G308390.h1.t1
OG0002412	Cg007G2518400	Aa_G64520.h1.t1
OG0002413	Cg007G2454600	Aa_G110430.h1.t1
OG0002414	Cg007G2455600	Aa_G159500.h1.t1
OG0002414	Cg006G2011000	Aa_G596280.h1.t1
OG0002415	Cg007G2456000	Aa_G283490.h1.t1
OG0002416	Cg007G2456300	Aa_G159600.h1.t1
OG0002416	Cg006G2012400	Aa_G283480.h1.t1
OG0002417	Cg006G2014700	Aa_G92140.h1.t1
OG0002417	Cg007G2463600	Aa_G733640.h1.t1
OG0002418	Cg007G2459300	Aa_G305300.h1.t1
OG0002418	Cg007G2463100	Aa_G317480.h1.t1
OG0002419	Cg001G0116200	Aa_G387130.h1.t1
OG0002419	Cg004G1441700	Aa_G815050.h1.t1
OG0002420	Cg001G0386000	Aa_G668820.h1.t1
OG0002420	Cg007G2268200	Aa_G234520.h1.t1
OG0002421	Cg006G2171700	Aa_G19030.h1.t1
OG0002421	Cg007G2334400	Aa_G365910.h1.t1
OG0002422	Cg002G0630900	Aa_G34270.h1.t1
OG0002423	Cg006G2135200, Cg002G0658700	Aa_G292100.h1.t1
OG0002424	Cg003G0829900	Aa_G469890.h1.t1
OG0002425	Cg008G2966700	Aa_G385520.h1.t1
OG0002425	Cg001G0216700	Aa_G339990.h1.t1
OG0002426	Cg008G2960900	Aa_G239380.h1.t1
OG0002427	Cg005G1594100	Aa_G438720.h1.t1
OG0002429	Cg001G0229100	Aa_G96140.h1.t1
OG0002429	Cg008G2983200	Aa_G162900.h1.t1
OG0002430	Cg003G0759500	Aa_G39350.h1.t1
OG0002431	Cg001G0010900	Aa_G352020.h1.t1
OG0002431	Cg004G1117600	Aa_G50990.h1.t1
OG0002432	Cg001G0176100	Aa_G429190.h1.t1
OG0002432	Cg003G0752700	Aa_G35140.h1.t1
OG0002434	Cg003G0749300	Aa_G522440.h1.t1
OG0002434	Cg001G0178400	Aa_G42780.h1.t1
OG0002435	Cg003G0747800	Aa_G300090.h1.t1
OG0002435	Cg001G0179700	Aa_G419730.h1.t1
OG0002436	Cg003G0746900	Aa_G337980.h1.t1
OG0002436	Cg001G0181200	Aa_G517300.h1.t1
OG0002437	Cg008G2950600	Aa_G123670.h1.t1
OG0002437	Cg001G0201200	Aa_G204050.h1.t1
OG0002438	Cg001G0195000	Aa_G621190.h1.t1
OG0002438	Cg001G0195100	Aa_G580400.h1.t1
OG0002439	Cg001G0323600, Cg003G0836500	Aa_G165320.h1.t1
OG0002440	Cg003G0863000, Cg003G0735400	Aa_G41970.h1.t1
OG0002440	Cg001G0193100	Aa_G37580.h1.t1
OG0002441	Cg001G0189000	Aa_G398670.h1.t1
OG0002442	Cg001G0187800, Cg001G0187900	Aa_G573550.h1.t1
OG0002443	Cg002G0578200, Cg002G0395100	Aa_G161200.h1.t1, Aa_G49590.h1.t1
OG0002444	Cg006G2245700	Aa_G291120.h1.t1
OG0002446	Cg002G0418300	Aa_G57890.h1.t1
OG0002446	Cg005G1471500	Aa_G15830.h1.t1
OG0002447	Cg005G1493100	Aa_G284460.h1.t1
OG0002447	Cg002G0431000	Aa_G323010.h1.t1
OG0002448	Cg006G1850900	Aa_G41910.h1.t1, Aa_G418020.h1.t1
OG0002449	Cg002G0445700	Aa_G345810.h1.t1
OG0002449	Cg006G1819300	Aa_G225010.h1.t1
OG0002450	Cg005G1512600	Aa_G145760.h1.t1
OG0002450	Cg002G0450100	Aa_G401960.h1.t1
OG0002451	Cg005G1516900	Aa_G124060.h1.t1
OG0002451	Cg002G0453200	Aa_G238650.h1.t1
OG0002453	Cg002G0484300	Aa_G277040.h1.t1
OG0002453	Cg005G1545100	Aa_G594460.h1.t1
OG0002454	Cg005G1563100	Aa_G531160.h1.t1
OG0002455	Cg002G0493200	Aa_G14210.h1.t1
OG0002456	Cg005G1572800	Aa_G550050.h1.t1
OG0002456	Cg002G0502400	Aa_G153460.h1.t1
OG0002457	Cg004G1415900	Aa_G197410.h1.t1
OG0002458	Cg001G0035400	Aa_G342300.h1.t1
OG0002459	Cg004G1422400	Aa_G426650.h1.t1
OG0002459	Cg001G0033200	Aa_G223220.h1.t1
OG0002460	Cg004G1424200	Aa_G185870.h1.t1
OG0002460	Cg001G0099900	Aa_G156060.h1.t1
OG0002461	Cg001G0110000, Cg004G1435800	Aa_G64100.h1.t1
OG0002462	Cg005G1524600	Aa_G144100.h1.t1
OG0002463	Cg005G1548800, Cg005G1544300, Cg005G1544400	Aa_G730580.h1.t1
OG0002464	Cg001G0174200	Aa_G171530.h1.t1
OG0002464	Cg003G0755200	Aa_G409260.h1.t1
OG0002465	Cg001G0031100	Aa_G214240.h1.t1
OG0002465	Cg005G1754400	Aa_G544880.h1.t1
OG0002466	Cg006G1926900	Aa_G545120.h1.t1
OG0002467	Cg003G0752000	Aa_G35080.h1.t1
OG0002467	Cg001G0176800	Aa_G585470.h1.t1
OG0002468	Cg008G2819000	Aa_G141000.h1.t1
OG0002468	Cg004G1122600	Aa_G205860.h1.t1
OG0002469	Cg001G0116100	Aa_G387140.h1.t1
OG0002470	Cg005G1485500	Aa_G288440.h1.t1
OG0002471	Cg004G1413400, Cg004G1413300	Aa_G218610.h1.t1
OG0002471	Cg005G1486400	Aa_G479540.h1.t1
OG0002472	Cg005G1495100	Aa_G125290.h1.t1
OG0002472	Cg008G2796800	Aa_G46270.h1.t1
OG0002473	Cg006G1853200	Aa_G653020.h1.t1
OG0002474	Cg004G1106600	Aa_G65460.h1.t1
OG0002474	Cg008G2835100	Aa_G4290.h1.t1
OG0002476	Cg004G1147100	Aa_G24350.h1.t1
OG0002476	Cg004G1147000	Aa_G271800.h1.t1
OG0002477	Cg008G2588800	Aa_G54090.h1.t1
OG0002477	Cg004G1148700	Aa_G24210.h1.t1
OG0002478	Cg004G1171200, Cg008G2627300	Aa_G333230.h1.t1
OG0002480	Cg003G0771700	Aa_G472280.h1.t1, Aa_G237740.h1.t1
OG0002481	Cg004G1203000	Aa_G237560.h1.t1
OG0002481	Cg006G1793800	Aa_G610390.h1.t1
OG0002482	Cg001G0253900	Aa_G327210.h1.t1
OG0002483	Cg004G1234500	Aa_G20400.h1.t1
OG0002483	Cg001G0242400	Aa_G380690.h1.t1
OG0002484	Cg001G0242900	Aa_G380650.h1.t1
OG0002484	Cg004G1235300	Aa_G56920.h1.t1
OG0002485	Cg001G0367200	Aa_G308810.h1.t1, Aa_G308800.h1.t1
OG0002485	Cg001G0367000	Aa_G308790.h1.t1
OG0002486	Cg007G2426400	Aa_G211000.h1.t1
OG0002489	Cg008G2752200	Aa_G126170.h1.t1
OG0002490	Cg002G0515100, Cg002G0515200	Aa_G122610.h1.t1
OG0002492	Cg007G2317700	Aa_G656780.h1.t1
OG0002492	Cg006G2167100	Aa_G160940.h1.t1
OG0002493	Cg007G2323100, Cg007G2323300	Aa_G57020.h1.t1
OG0002493	Cg006G2165000	Aa_G463970.h1.t1
OG0002494	Cg006G2160200	Aa_G318550.h1.t1
OG0002494	Cg006G2160100	Aa_G318540.h1.t1
OG0002495	Cg007G2271800, Cg006G2136000	Aa_G292000.h1.t1
OG0002496	Cg006G2134400	Aa_G26540.h1.t1
OG0002497	Cg006G2128300	Aa_G109550.h1.t1
OG0002497	Cg002G0672700	Aa_G309810.h1.t1
OG0002498	Cg002G0679700	Aa_G536750.h1.t1
OG0002498	Cg006G2123800	Aa_G585780.h1.t1
OG0002499	Cg002G0684200	Aa_G484300.h1.t1
OG0002500	Cg006G2116100	Aa_G242480.h1.t1
OG0002500	Cg002G0689200	Aa_G609710.h1.t1
OG0002501	Cg006G2107300	Aa_G525760.h1.t1
OG0002501	Cg007G2574800	Aa_G410340.h1.t1
OG0002502	Cg006G2091900, Cg003G0881000, Cg003G0832100	Aa_G496810.h1.t1
OG0002503	Cg006G2043500	Aa_G292640.h1.t1
OG0002504	Cg006G2032300	Aa_G62430.h1.t1
OG0002504	Cg007G2475000	Aa_G17580.h1.t1
OG0002505	Cg006G2030800	Aa_G62280.h1.t1
OG0002505	Cg007G2474200	Aa_G101670.h1.t1
OG0002506	Cg007G2471700	Aa_G221870.h1.t1
OG0002506	Cg006G2025000	Aa_G281140.h1.t1
OG0002507	Cg006G2147900	Aa_G469930.h1.t1
OG0002507	Cg007G2286700	Aa_G178960.h1.t1, Aa_G35690.h1.t1
OG0002508	Cg005G1778400	Aa_G36620.h1.t1
OG0002508	Cg001G0005500	Aa_G138020.h1.t1
OG0002509	Cg001G0015800	Aa_G406830.h1.t1
OG0002510	Cg001G0025400	Aa_G561540.h1.t1
OG0002510	Cg005G1759600	Aa_G671700.h1.t1
OG0002511	Cg001G0027700	Aa_G688260.h1.t1
OG0002511	Cg005G1757500	Aa_G288640.h1.t1
OG0002512	Cg005G1756000	Aa_G253030.h1.t1
OG0002513	Cg001G0049500	Aa_G395550.h1.t1, Aa_G452780.h1.t1
OG0002514	Cg004G1387700, Cg004G1380000	Aa_G570520.h1.t1, Aa_G246820.h1.t1
OG0002515	Cg001G0073400	Aa_G404980.h1.t1
OG0002515	Cg005G1718300	Aa_G480940.h1.t1
OG0002516	Cg005G1730200	Aa_G87320.h1.t1, Aa_G87310.h1.t1
OG0002516	Cg001G0081500	Aa_G315010.h1.t1
OG0002519	Cg007G2388400	Aa_G141570.h1.t1
OG0002523	Cg003G0790300	Aa_G61170.h1.t1
OG0002530	Cg005G1749900	Aa_G166780.h1.t1
OG0002531	Cg001G0006300	Aa_G137960.h1.t1
OG0002532	Cg003G0985600, Cg002G0562900	Aa_G28200.h1.t1
OG0002533	Cg002G0541700	Aa_G737490.h1.t1
OG0002533	Cg003G1025200	Aa_G75190.h1.t1
OG0002534	Cg002G0548200	Aa_G492020.h1.t1, Aa_G492030.h1.t1
OG0002535	Cg002G0687900	Aa_G449000.h1.t1
OG0002535	Cg006G2116900	Aa_G115560.h1.t1
OG0002536	Cg008G2738100	Aa_G192850.h1.t1
OG0002537	Cg007G2538100	Aa_G162310.h1.t1
OG0002538	Cg008G2727900	Aa_G539800.h1.t1
OG0002539	Cg008G2723500	Aa_G356640.h1.t1, Aa_G600910.h1.t1
OG0002539	Cg008G2723400	Aa_G57380.h1.t1
OG0002540	Cg008G2720500	Aa_G421090.h1.t1
OG0002540	Cg004G1083600	Aa_G71610.h1.t1
OG0002541	Cg008G2712900	Aa_G8100.h1.t1
OG0002541	Cg004G1077600	Aa_G326970.h1.t1
OG0002542	Cg008G2709000	Aa_G258030.h1.t1
OG0002542	Cg004G1075400	Aa_G451730.h1.t1
OG0002543	Cg002G0491900	Aa_G13930.h1.t1
OG0002543	Cg005G1560800	Aa_G30030.h1.t1
OG0002544	Cg008G2818000	Aa_G423110.h1.t1
OG0002545	Cg003G1035500	Aa_G51470.h1.t1
OG0002546	Cg003G1029400	Aa_G76140.h1.t1
OG0002546	Cg008G2660000	Aa_G130450.h1.t1
OG0002547	Cg003G0870100, Cg003G0727800	Aa_G189040.h1.t1, Aa_G135060.h1.t1
OG0002548	Cg006G2231600	Aa_G134890.h1.t1
OG0002548	Cg003G0866400, Cg003G0731900	Aa_G187820.h1.t1
OG0002549	Cg006G2187700	Aa_G257630.h1.t1
OG0002551	Cg005G1624800	Aa_G359790.h1.t1
OG0002551	Cg006G2198900	Aa_G22550.h1.t1
OG0002552	Cg005G1608600	Aa_G243620.h1.t1
OG0002552	Cg006G2214400	Aa_G235370.h1.t1
OG0002553	Cg005G1600800	Aa_G363570.h1.t1
OG0002553	Cg006G2220700	Aa_G38930.h1.t1
OG0002554	Cg006G2225600	Aa_G400440.h1.t1
OG0002554	Cg008G2936700	Aa_G89700.h1.t1
OG0002555	Cg006G2227800	Aa_G134480.h1.t1
OG0002556	Cg006G1995100	Aa_G48090.h1.t1, Aa_G48060.h1.t1
OG0002557	Cg006G1992600	Aa_G329870.h1.t1
OG0002558	Cg005G1578000	Aa_G542330.h2.t1, Aa_G542330.h1.t1, Aa_G502550.h1.t1, Aa_G502550.h2.t1
OG0002559	Cg002G0523500	Aa_G466830.h1.t1
OG0002559	Cg003G1060400	Aa_G180760.h1.t1
OG0002560	Cg003G1045900	Aa_G37450.h1.t1
OG0002561	Cg008G2664500	Aa_G309200.h1.t1
OG0002563	Cg003G1014800	Aa_G13480.h1.t1
OG0002563	Cg002G0553700	Aa_G207460.h1.t1
OG0002564	Cg003G1011800	Aa_G131120.h1.t1
OG0002564	Cg008G2644300	Aa_G564970.h1.t1
OG0002565	Cg003G1007200	Aa_G583380.h1.t1
OG0002566	Cg008G2799500	Aa_G46020.h1.t1
OG0002566	Cg002G0535000	Aa_G102520.h1.t1
OG0002567	Cg002G0576000	Aa_G280090.h1.t1
OG0002567	Cg003G0994500	Aa_G362150.h1.t1
OG0002568	Cg003G0993500	Aa_G234790.h1.t1
OG0002568	Cg002G0574100	Aa_G653000.h1.t1
OG0002569	Cg003G0990600	Aa_G33950.h1.t1
OG0002569	Cg002G0570800	Aa_G699380.h1.t1
OG0002570	Cg002G0556500	Aa_G88970.h1.t1
OG0002570	Cg003G0978800	Aa_G246270.h1.t1
OG0002571	Cg006G2107000	Aa_G42480.h1.t1
OG0002572	Cg007G2579000	Aa_G484970.h1.t1
OG0002573	Cg004G1301800	Aa_G388870.h2.t1, Aa_G388870.h1.t1, Aa_G388870.h3.t1, Aa_G538340.h2.t1, Aa_G538340.h4.t1, Aa_G538340.h3.t1, Aa_G388870.h4.t1, Aa_G538340.h1.t1
OG0002574	Cg003G0964600	Aa_G607620.h1.t1
OG0002574	Cg001G0144800	Aa_G760.h1.t1
OG0002575	Cg003G0959700	Aa_G168120.h1.t1
OG0002577	Cg003G0942900, Cg003G0942600	Aa_G48300.h1.t1
OG0002578	Cg007G2336000, Cg007G2336600, Cg007G2336200, Cg007G2336300	Aa_G178120.h1.t1, Aa_G496380.h1.t1, Aa_G506220.h1.t1
OG0002580	Cg008G2641200	Aa_G566920.h1.t1
OG0002580	Cg004G1181600	Aa_G40660.h1.t1
OG0002581	Cg008G2629400	Aa_G261310.h1.t1
OG0002581	Cg002G0450900	Aa_G461250.h1.t1
OG0002582	Cg004G1165700	Aa_G137140.h1.t1
OG0002582	Cg008G2619800	Aa_G331850.h1.t1
OG0002583	Cg008G2613000	Aa_G140750.h1.t1
OG0002584	Cg004G1148900	Aa_G24190.h1.t1
OG0002584	Cg008G2588200	Aa_G54040.h1.t1
OG0002585	Cg002G0656700	Aa_G120890.h1.t1
OG0002585	Cg001G0382500	Aa_G370850.h1.t1
OG0002586	Cg006G2108600	Aa_G317070.h1.t1
OG0002586	Cg007G2576800	Aa_G497450.h1.t1, Aa_G85640.h1.t1
OG0002588	Cg007G2536800	Aa_G111040.h1.t1
OG0002588	Cg006G2057100	Aa_G33350.h1.t1
OG0002589	Cg007G2535500	Aa_G111180.h1.t1
OG0002590	Cg007G2534000	Aa_G315420.h1.t1
OG0002590	Cg006G2061200	Aa_G148860.h1.t1
OG0002591	Cg006G2062700	Aa_G436670.h1.t1
OG0002591	Cg007G2532100	Aa_G87870.h1.t1
OG0002592	Cg006G2063700	Aa_G393460.h1.t1
OG0002592	Cg007G2531000	Aa_G410810.h1.t1
OG0002593	Cg008G2867600, Cg008G2851900, Cg002G0646900, Cg002G0646800, Cg008G2825300	Aa_G622180.h1.t1
OG0002594	Cg005G1743500, Cg002G0407300	Aa_G2570.h1.t1, Aa_G2580.h1.t1
OG0002595	Cg006G1781700, Cg006G1781600	Aa_G205610.h1.t1
OG0002596	Cg006G1793100	Aa_G118300.h1.t1
OG0002596	Cg004G1201200	Aa_G237640.h1.t1
OG0002597	Cg006G1793300	Aa_G118320.h1.t1
OG0002597	Cg004G1201800	Aa_G237600.h1.t1
OG0002598	Cg006G1795000	Aa_G751080.h1.t1
OG0002599	Cg006G1796500	Aa_G127800.h1.t1
OG0002600	Cg002G0500700	Aa_G100050.h1.t1
OG0002600	Cg005G1570700	Aa_G282240.h2.t1
OG0002601	Cg004G1306600	Aa_G92480.h1.t1
OG0002601	Cg001G0272200	Aa_G191150.h1.t1
OG0002602	Cg001G0262200	Aa_G562250.h1.t1
OG0002602	Cg004G1294700	Aa_G265560.h1.t1
OG0002603	Cg001G0251400	Aa_G608520.h1.t1
OG0002604	Cg007G2513900	Aa_G283750.h1.t1
OG0002605	Cg006G2010200	Aa_G442270.h1.t1
OG0002605	Cg007G2454300	Aa_G110400.h1.t1
OG0002606	Cg006G2011300	Aa_G596320.h1.t1
OG0002608	Cg008G2951800	Aa_G362970.h1.t1
OG0002609	Cg004G1257100	Aa_G240020.h1.t1
OG0002610	Cg006G1832000	Aa_G181040.h1.t1
OG0002611	Cg004G1272400	Aa_G250620.h1.t1
OG0002611	Cg006G1825900	Aa_G563580.h1.t1
OG0002612	Cg004G1218600	Aa_G467660.h1.t1, Aa_G471360.h1.t1
OG0002612	Cg006G1806200	Aa_G173460.h1.t1
OG0002613	Cg004G1218400	Aa_G471380.h1.t1
OG0002614	Cg004G1218300	Aa_G471390.h1.t1
OG0002614	Cg006G1805900	Aa_G396640.h1.t1
OG0002616	Cg008G2879700	Aa_G434320.h1.t1
OG0002618	Cg004G1397300	Aa_G110320.h1.t1
OG0002619	Cg004G1401200	Aa_G313510.h1.t1
OG0002619	Cg004G1231200	Aa_G695260.h1.t1
OG0002620	Cg004G1403000	Aa_G70120.h1.t1
OG0002620	Cg001G0050600	Aa_G472290.h1.t1, Aa_G180350.h1.t1
OG0002621	Cg004G1403400	Aa_G70090.h1.t1
OG0002621	Cg001G0050100	Aa_G723200.h1.t1
OG0002623	Cg003G0760200, Cg003G0760300	Aa_G495040.h1.t1
OG0002624	Cg002G0400200	Aa_G163640.h1.t1
OG0002624	Cg005G1448000	Aa_G13240.h1.t1
OG0002625	Cg002G0416100	Aa_G81050.h1.t1
OG0002625	Cg005G1469800	Aa_G17040.h1.t1
OG0002626	Cg002G0429400	Aa_G132730.h1.t1
OG0002626	Cg005G1491000	Aa_G551990.h1.t1
OG0002627	Cg002G0445100	Aa_G345870.h1.t1
OG0002628	Cg002G0446500	Aa_G494420.h1.t1
OG0002628	Cg005G1507700	Aa_G210120.h1.t1
OG0002629	Cg002G0450800	Aa_G546880.h1.t1, Aa_G461240.h1.t1
OG0002629	Cg005G1514300	Aa_G546870.h1.t1
OG0002630	Cg005G1526900	Aa_G560420.h1.t1
OG0002631	Cg002G0474400	Aa_G507220.h1.t1
OG0002631	Cg005G1538300	Aa_G358190.h1.t1
OG0002632	Cg004G1304400, Cg004G1304600	Aa_G87580.h1.t1, Aa_G87570.h1.t1, Aa_G293300.h1.t1
OG0002633	Cg005G1554700	Aa_G115320.h1.t1
OG0002633	Cg002G0487600	Aa_G582260.h1.t1
OG0002634	Cg001G0125400	Aa_G212590.h1.t1
OG0002634	Cg007G2449300, Cg003G0918700	Aa_G349260.h1.t1
OG0002635	Cg001G0315800	Aa_G44170.h1.t1
OG0002636	Cg007G2439100	Aa_G685650.h1.t1
OG0002637	Cg004G1434400	Aa_G726610.h1.t1
OG0002638	Cg005G1536700	Aa_G461900.h1.t1
OG0002639	Cg006G2007000	Aa_G431880.h1.t1
OG0002640	Cg006G2245900	Aa_G290680.h1.t1
OG0002640	Cg003G0710800, Cg014G3045000	Aa_G78360.h1.t1
OG0002641	Cg001G0007300	Aa_G314660.h1.t1
OG0002642	Cg001G0010000	Aa_G351950.h1.t1
OG0002643	Cg003G0772700	Aa_G380500.h1.t1
OG0002644	Cg004G1446800	Aa_G601330.h1.t1
OG0002645	Cg005G1480600	Aa_G175340.h1.t1
OG0002646	Cg005G1493800	Aa_G909880.h1.t1, Aa_G909880.h4.t1, Aa_G909880.h3.t1, Aa_G909880.h2.t1, Aa_G89290.h1.t1
