Orthogroup	Cardamine_glauca	Brassica_rapa
OG0002300	Cg002G0460400, Cg005G1522200	XP_009116345.1
OG0002301	Cg005G1530000	XP_009133413.2, XP_009143241.1
OG0002301	Cg002G0465000	XP_009116292.1
OG0002302	Cg005G1537300	XP_009133368.2, XP_009143311.2
OG0002302	Cg002G0473200	XP_009139181.2
OG0002303	Cg002G0476100	XP_033134471.1
OG0002304	Cg006G2023900	XP_009110533.1
OG0002305	Cg007G2447200	XP_009127592.1, XP_009105070.2, XP_009105351.1
OG0002306	Cg006G2216200	XP_018511215.1
OG0002306	Cg003G0746400	XP_009114589.1
OG0002307	Cg005G1772800	XP_009140291.1
OG0002307	Cg001G0010500	XP_009101891.1
OG0002308	Cg001G0018000	XP_009129251.1
OG0002308	Cg005G1766500	XP_009140346.1
OG0002309	Cg006G1905200	XP_009148001.1
OG0002310	Cg003G0771900	XP_009113617.1, XP_009134194.1
OG0002310	Cg003G0771800	XP_009134195.2
OG0002311	Cg001G0195300, Cg001G0299900	XP_009133269.1
OG0002312	Cg001G0227000	XP_009108335.1
OG0002313	Cg008G2844800, Cg008G2844700, Cg008G2844600	XP_009151727.1, XP_009129774.1
OG0002315	Cg004G1241600	XP_009135543.2, XP_009113863.1
OG0002316	Cg006G1848700	XP_009107357.1
OG0002316	Cg004G1242900	XP_009145978.2
OG0002317	Cg006G1848100	XP_009107349.1
OG0002317	Cg004G1243900	XP_009113699.2, XP_009145967.1
OG0002318	Cg004G1249000	XP_009145904.1
OG0002318	Cg006G1845000	XP_009147944.1
OG0002319	Cg002G0567000	XP_033128550.1
OG0002320	Cg006G2252400	XP_033138006.1, XP_018510298.2, XP_033138154.1
OG0002321	Cg006G2252000	XP_018511154.1
OG0002321	Cg014G3050800, Cg003G0704800	XP_009111467.1, XP_009134536.2
OG0002322	Cg014G3053300, Cg003G0702700	XP_009134549.1, XP_009111482.1
OG0002323	Cg006G2240800	XP_009119625.2
OG0002324	Cg006G2189900, Cg006G2189500	XP_009110942.1, XP_009118436.1
OG0002325	Cg006G2175000	XP_009148143.1, XP_009110869.1
OG0002326	Cg006G2160300	XP_018514490.1
OG0002326	Cg007G2311000	XP_009113284.2
OG0002327	Cg002G0685700	XP_009114200.1, XP_009129164.1
OG0002327	Cg006G2118300	XP_009148833.1
OG0002328	Cg006G2102200	XP_009149058.1
OG0002328	Cg007G2567600	XP_009106686.1, XP_009128377.1
OG0002329	Cg006G2101400	XP_009117768.1, XP_009149064.1
OG0002329	Cg007G2566400	XP_033131208.1
OG0002330	Cg006G2089900	XP_009110405.1, XP_009149197.1
OG0002330	Cg004G1354300	XP_009105927.1
OG0002332	Cg007G2516300	XP_009110321.1
OG0002333	Cg007G2491400	XP_009105874.1
OG0002333	Cg006G2041400	XP_009103232.1, XP_009110134.1
OG0002334	Cg006G2027700	XP_009110077.1
OG0002335	Cg006G2024300	XP_009115452.2
OG0002335	Cg007G2470300	XP_009105677.1
OG0002336	Cg007G2281700	XP_009113094.1, XP_009112689.1, XP_033143589.1
OG0002337	Cg007G2308400, Cg007G2308500	XP_009113267.1
OG0002340	Cg001G0053900	XP_033137665.1, XP_033132206.1, XP_009138322.1
OG0002341	Cg001G0066000	XP_009108783.1
OG0002342	Cg004G1390400, Cg004G1382800	XP_009119409.1, XP_009123238.1
OG0002343	Cg001G0087600	XP_009126841.2
OG0002343	Cg005G1740900	XP_009117109.1
OG0002344	Cg001G0087700	XP_009138024.1
OG0002344	Cg005G1741100	XP_009117115.1
OG0002345	Cg005G1744700	XP_033144497.1
OG0002346	Cg001G0136400	XP_009137608.1, XP_033133285.1
OG0002352	Cg001G0098400	XP_009108984.1
OG0002353	Cg008G2737600	XP_033138427.1
OG0002353	Cg004G1094600	XP_009130592.2
OG0002354	Cg008G2734300	XP_009121418.1
OG0002354	Cg004G1092900	XP_009119081.1
OG0002355	Cg008G2734000, Cg008G2734100, Cg008G2734200	XP_009126157.1
OG0002356	Cg008G2730500	XP_009121466.1, XP_018513145.1
OG0002356	Cg004G1090900	XP_033141165.1
OG0002357	Cg008G2723900	XP_018512499.1
OG0002357	Cg008G2612200	XP_009122637.1
OG0002358	Cg004G1083100	XP_009147373.1, XP_009134651.1
OG0002358	Cg008G2720200	XP_009126058.1, XP_009121560.2
OG0002359	Cg008G2718100	XP_009131459.1, XP_009121583.1
OG0002359	Cg004G1080700	XP_009147398.1, XP_009134627.1
OG0002360	Cg006G2002800	XP_009113789.1, XP_009109829.1
OG0002361	Cg008G2806700	XP_009151037.1
OG0002361	Cg008G2676400	XP_009122012.2
OG0002362	Cg003G1040500	XP_009130478.1
OG0002362	Cg008G2666100	XP_009122110.1
OG0002363	Cg003G1027200	XP_009150418.1
OG0002364	Cg008G2792700	XP_009141602.1, XP_009150890.1
OG0002364	Cg008G2657200	XP_009122457.1
OG0002365	Cg008G2651500, Cg008G2651100	XP_009125712.2, XP_033146260.1
OG0002366	Cg003G0727200, Cg003G0870700	XP_009134393.1
OG0002367	Cg005G1641700	XP_009144393.1
OG0002368	Cg006G2214500	XP_009119194.1
OG0002368	Cg005G1608500	XP_009143993.1
OG0002369	Cg008G2933800	XP_009113982.2
OG0002369	Cg006G2224600	XP_009118660.1, XP_009119324.1
OG0002370	Cg008G2936400	XP_009113971.3, XP_009101754.2
OG0002370	Cg006G2225500	XP_009118665.1
OG0002371	Cg006G2229300	XP_009119488.1
OG0002371	Cg008G2941900	XP_009131504.2, XP_033140981.1
OG0002372	Cg001G0146400, Cg001G0146700	XP_009139416.1, XP_009109194.1, XP_009139388.1
OG0002376	Cg003G1001200	XP_009111972.1, XP_009136431.1
OG0002376	Cg003G1001300	XP_033140412.1, XP_009130144.2
OG0002377	Cg002G0596800	XP_009124332.1
OG0002378	Cg002G0591700	XP_009123304.1
OG0002378	Cg008G2780300	XP_009126533.1, XP_009131869.2
OG0002379	Cg002G0559000	XP_009149960.1
OG0002379	Cg003G0981700	XP_009126715.1, XP_009120428.1
OG0002380	Cg001G0088400, Cg003G0960500	XP_033144957.1, XP_018508955.2, XP_033133895.1
OG0002381	Cg003G0942500	XP_009132389.2
OG0002381	Cg001G0135800	XP_009142687.1
OG0002382	Cg003G0934500	XP_009127078.2
OG0002382	Cg001G0130800	XP_009143234.1
OG0002383	Cg001G0128700	XP_009143453.2, XP_009137660.1
OG0002383	Cg003G0927400	XP_009119954.1
OG0002385	Cg004G1173700	XP_009122208.1, XP_009146732.1, XP_009135163.1, XP_018511700.2
OG0002386	Cg004G1164800	XP_009146826.1
OG0002386	Cg008G2618900	XP_009130829.1
OG0002387	Cg008G2612100	XP_033137431.1
OG0002387	Cg004G1161000	XP_009146861.1
OG0002388	Cg001G0389500	XP_009140108.1
OG0002388	Cg007G2262700	XP_009112895.1
OG0002389	Cg007G2561500	XP_009149106.1
OG0002390	Cg007G2546900	XP_009106414.2
OG0002390	Cg006G2048000	XP_033133863.1
OG0002392	Cg007G2534100	XP_009106283.1
OG0002392	Cg006G2061100	XP_009149531.1
OG0002393	Cg004G1411700	XP_009112437.1, XP_009121099.2
OG0002394	Cg001G0039100	XP_009147693.1
OG0002394	Cg004G1415100	XP_009150757.2, XP_033134487.1
OG0002395	Cg004G1190100	XP_009124707.1, XP_009135281.1
OG0002396	Cg004G1198100	XP_009135323.1, XP_009146455.1
OG0002397	Cg004G1200500	XP_009146429.1
OG0002397	Cg006G1792100	XP_009147532.1
OG0002398	Cg004G1211900	XP_033146880.1
OG0002399	Cg001G0055700	XP_009108726.1
OG0002400	Cg006G1805200	XP_009147640.1
OG0002401	Cg005G1571100	XP_009141570.2
OG0002401	Cg002G0500800	XP_009115972.1
OG0002402	Cg001G0294800	XP_009139654.1
OG0002402	Cg004G1324000	XP_009102414.1
OG0002403	Cg001G0289100	XP_018514090.2
OG0002403	Cg004G1319800	XP_009102451.2, XP_018513179.2
OG0002404	Cg004G1312400	XP_009102532.1
OG0002405	Cg001G0273200	XP_033132269.1, XP_009139568.1, XP_009108086.1
OG0002405	Cg001G0273100	XP_009139566.2, XP_033132271.1
OG0002406	Cg001G0262800	XP_009148394.1
OG0002407	Cg001G0260100	XP_009108864.1
OG0002407	Cg004G1291300	XP_009145329.3
OG0002408	Cg006G2086000	XP_009149242.2
OG0002408	Cg007G2502700	XP_009105977.2
OG0002409	Cg006G2085000	XP_009117629.1, XP_009110368.1
OG0002410	Cg007G2513400	XP_009106088.1
OG0002411	Cg006G2078100	XP_009117590.1, XP_009110323.1
OG0002412	Cg006G2075900	XP_009117578.1
OG0002412	Cg007G2518400	XP_033131375.1
OG0002413	Cg007G2454600, Cg002G0569900	XP_009105400.2, XP_009103360.2, XP_009105036.1
OG0002414	Cg006G2011000	XP_009109888.1, XP_009103073.1, XP_009115331.1
OG0002415	Cg006G2012600	XP_009115350.1
OG0002416	Cg007G2456300	XP_009105022.2, XP_009105419.1
OG0002416	Cg006G2012400	XP_009103078.2
OG0002417	Cg006G2014700	XP_009109917.1
OG0002417	Cg007G2463600	XP_033140924.1
OG0002418	Cg007G2459300	XP_009127695.1
OG0002418	Cg007G2463100	XP_009127717.1
OG0002419	Cg001G0116200	XP_009112668.1, XP_009102031.1
OG0002420	Cg001G0386000	XP_033145430.1
OG0002420	Cg007G2268200	XP_009112751.2, XP_009112933.2
OG0002421	Cg007G2334400	XP_009113387.1
OG0002422	Cg002G0630900	XP_009151902.1, XP_033137197.1, XP_009129387.1
OG0002423	Cg002G0658700	XP_009129474.1
OG0002424	Cg003G0878000	XP_009148484.2
OG0002424	Cg003G0829900	XP_009140722.1, XP_009140153.1, XP_033142554.1
OG0002425	Cg008G2966700	XP_009128828.1
OG0002425	Cg001G0216700	XP_009136933.1, XP_009131778.1
OG0002426	Cg008G2960900	XP_009114408.1, XP_009128790.1
OG0002427	Cg006G1991700	XP_033132590.1, XP_009102915.1
OG0002429	Cg001G0229100	XP_009144551.1
OG0002429	Cg008G2983200	XP_009114280.1
OG0002430	Cg003G0759500	XP_009108173.1
OG0002431	Cg001G0010900	XP_009101890.1
OG0002431	Cg004G1117600	XP_009147223.1
OG0002432	Cg001G0176100	XP_033144312.1, XP_033143989.1
OG0002434	Cg001G0178400	XP_009137266.1, XP_009136013.1
OG0002435	Cg003G0747800	XP_009114611.1
OG0002435	Cg001G0179700	XP_009135900.2, XP_009108560.1
OG0002436	Cg003G0746900	XP_009114598.1
OG0002436	Cg001G0181200	XP_009137247.1, XP_009135776.1
OG0002437	Cg008G2950600	XP_009101638.1
OG0002437	Cg001G0201200	XP_009137032.1
OG0002438	Cg001G0195000	XP_009134117.2, XP_033130185.1
OG0002438	Cg001G0195100	XP_009134095.1
OG0002440	Cg003G0863000, Cg003G0735400	XP_009114483.1
OG0002440	Cg001G0193100	XP_009134406.2
OG0002441	Cg001G0189100	XP_009108497.1
OG0002441	Cg001G0189000	XP_009137195.2
OG0002442	Cg001G0187800, Cg001G0187900	XP_033142729.1, XP_009135013.1
OG0002443	Cg002G0578200, Cg002G0395100	XP_009105077.2, XP_009105072.2, XP_033131672.1, XP_033131671.1, XP_009127328.2, XP_009104416.3
OG0002444	Cg008G2609100	XP_009111833.1, XP_009151630.1
OG0002445	Cg007G2298000, Cg007G2298600	XP_033136614.1
OG0002445	Cg001G0263600	XP_033135828.1
OG0002446	Cg002G0418300	XP_009116780.1
OG0002446	Cg005G1471500	XP_009142362.1, XP_009143169.1
OG0002447	Cg005G1493100	XP_009142217.1
OG0002447	Cg002G0431000	XP_009116631.1
OG0002448	Cg006G1850900	XP_009107387.2, XP_018509308.1
OG0002449	Cg002G0445700, Cg006G1819300	XP_009104078.2, XP_009139005.1
OG0002450	Cg005G1512600	XP_009142776.1, XP_009133511.2
OG0002451	Cg005G1516900	XP_009141984.1
OG0002451	Cg002G0453200	XP_009116415.1
OG0002453	Cg002G0484300	XP_009139253.1
OG0002453	Cg005G1545100	XP_009116111.1
OG0002454	Cg005G1563100	XP_009141626.1, XP_009133115.1
OG0002455	Cg002G0493200	XP_009116025.1, XP_009103858.2, XP_009138339.1
OG0002456	Cg005G1572800	XP_009115953.1
OG0002456	Cg002G0502400	XP_009144723.1, XP_009139445.1
OG0002457	Cg004G1415900	XP_009150753.1, XP_009102292.1
OG0002458	Cg004G1420100	XP_009150734.1
OG0002458	Cg001G0035400	XP_009143412.1
OG0002459	Cg004G1422400	XP_009114700.1
OG0002459	Cg001G0033200	XP_009141710.1
OG0002460	Cg001G0099900	XP_033148657.1, XP_009108994.2
OG0002461	Cg001G0110000	XP_009128959.1, XP_009137834.2, XP_033133068.1
OG0002461	Cg004G1435800	XP_009102134.1
OG0002462	Cg005G1524600	XP_009141923.2
OG0002463	Cg005G1548800	XP_009141738.1
OG0002464	Cg001G0174200	XP_033143964.1
OG0002464	Cg003G0755200	XP_009128650.2, XP_009102715.1
OG0002465	Cg001G0031100	XP_009139866.1
OG0002465	Cg005G1754400	XP_009140467.1
OG0002466	Cg006G1926900	XP_009107936.1
OG0002467	Cg003G0752000	XP_009128630.2
OG0002467	Cg001G0176800	XP_009136152.2
OG0002468	Cg008G2819000	XP_009151134.1
OG0002468	Cg004G1122600	XP_009134865.2, XP_009124947.2, XP_009129619.1
OG0002470	Cg002G0573800	XP_009143033.1
OG0002470	Cg005G1485500	XP_033148313.1
OG0002471	Cg004G1413400, Cg004G1413300	XP_009143017.1
OG0002471	Cg005G1486400	XP_009142258.1
OG0002472	Cg005G1495100	XP_009142195.1
OG0002472	Cg008G2796800	XP_009150933.1
OG0002473	Cg006G1853200	XP_033146904.1, XP_033130901.1
OG0002473	Cg004G1106300	XP_009134772.1
OG0002474	Cg004G1106600	XP_009134767.1, XP_033147561.1, XP_033147222.1
OG0002474	Cg008G2835100	XP_009111897.1, XP_009151257.1
OG0002476	Cg004G1147100	XP_009146985.1, XP_009123856.1
OG0002476	Cg004G1147000	XP_009146986.1
OG0002477	Cg004G1148700	XP_009146973.1, XP_009123794.2, XP_009135080.1
OG0002478	Cg008G2627300	XP_009122379.2, XP_033147886.1, XP_009122158.2
OG0002480	Cg004G1200200	XP_009146431.1
OG0002481	Cg006G1793800	XP_009147552.1, XP_033133847.1
OG0002482	Cg001G0253900	XP_009147434.1
OG0002483	Cg004G1234500, Cg001G0242400	XP_009124512.1
OG0002484	Cg001G0242900	XP_033131256.1
OG0002484	Cg004G1235300	XP_033148113.1, XP_033132303.1
OG0002485	Cg001G0367200	XP_033145995.1
OG0002485	Cg001G0367000	XP_009125114.1
OG0002486	Cg007G2426400	XP_009105203.1
OG0002487	Cg001G0325900	XP_009144668.1, XP_009139699.1
OG0002489	Cg008G2752200	XP_009120942.1, XP_009126285.1, XP_009131702.1
OG0002490	Cg002G0515100, Cg002G0515200	XP_009115813.1
OG0002491	Cg006G2241900	XP_033134978.1
OG0002491	Cg007G2480000	XP_009105765.1
OG0002492	Cg007G2317700	XP_009113330.1, XP_009102727.2
OG0002492	Cg006G2167100	XP_009148272.1
OG0002493	Cg006G2165000	XP_033133421.1, XP_009148291.1
OG0002494	Cg006G2160200	XP_009118258.1
OG0002494	Cg006G2160100	XP_009148363.1
OG0002495	Cg006G2136000	XP_009124339.1, XP_009112971.2
OG0002496	Cg006G2134400	XP_009148556.2, XP_009118048.2
OG0002497	Cg006G2128300	XP_009117987.1
OG0002497	Cg002G0672700	XP_009129053.1
OG0002498	Cg002G0679700	XP_033136412.1
OG0002498	Cg006G2123800	XP_009110564.1
OG0002499	Cg002G0684200	XP_009129139.1
OG0002500	Cg006G2116100	XP_009117879.1
OG0002500	Cg002G0689200	XP_018512313.1, XP_009101303.1
OG0002501	Cg006G2107300	XP_009148959.2, NP_001288904.1, XP_009117814.1
OG0002501	Cg007G2574800	NP_001288927.1
OG0002502	Cg003G0881000, Cg003G0832100	XP_009110418.1, XP_009127356.2
OG0002503	Cg006G2043500	XP_009145357.1, XP_009103248.1
OG0002503	Cg007G2552500	XP_009103585.1
OG0002504	Cg006G2032300	XP_009110101.1, XP_009115534.1
OG0002504	Cg007G2475000	XP_009127805.1
OG0002505	Cg006G2030800	XP_009103165.1, XP_009115512.1
OG0002505	Cg007G2474200	XP_009105706.2
OG0002506	Cg007G2471700	XP_009105690.1
OG0002506	Cg006G2025000	XP_033134495.1
OG0002507	Cg007G2286700	XP_009105208.1, XP_009105227.1
OG0002508	Cg005G1778400, Cg001G0005500	XP_009109808.1
OG0002509	Cg001G0015800	XP_009109443.2, XP_009127404.1, XP_009138555.1
OG0002510	Cg001G0025400	XP_018509295.2, XP_009138514.2
OG0002510	Cg005G1759600	XP_009117316.1
OG0002511	Cg001G0027700	XP_009123833.1
OG0002511	Cg005G1757500	XP_009117296.1
OG0002512	Cg001G0029100	XP_009138483.1, XP_009138039.1
OG0002512	Cg005G1756000	XP_009140458.1
OG0002513	Cg001G0049500	XP_009108679.1, XP_009138347.1, XP_009138346.1
OG0002514	Cg004G1387700, Cg004G1380000	XP_009115555.2, XP_009138270.2, XP_009108743.1
OG0002515	Cg001G0073400	XP_009108828.1
OG0002515	Cg005G1718300	XP_009125401.1
OG0002516	Cg005G1730200	XP_009117066.1
OG0002516	Cg001G0081500	XP_009126353.1
OG0002517	Cg001G0086800, Cg001G0087200	XP_033135798.1, XP_009138029.2
OG0002519	Cg007G2388400	XP_033141793.1, XP_033132965.1, XP_009109136.2
OG0002520	Cg007G2430700	XP_009148655.1, XP_009105222.1, XP_009105215.1, XP_033131752.1
OG0002522	Cg005G1636500	XP_033140470.1
OG0002523	Cg003G0789500, Cg003G0790000, Cg003G0790300	XP_009134135.1
OG0002530	Cg005G1749900	XP_009117257.1
OG0002531	Cg001G0006300	XP_009109530.2
OG0002532	Cg002G0562900	XP_009137255.2
OG0002533	Cg002G0541700	XP_009149806.1
OG0002533	Cg003G1025200	XP_009150400.1
OG0002534	Cg002G0548200	XP_033128593.1, XP_009149862.2
OG0002535	Cg002G0687900, Cg006G2116900	XP_009110529.2, XP_009110524.1
OG0002536	Cg008G2738100	XP_009126186.1, XP_009107516.1
OG0002537	Cg007G2538100	XP_009128191.1, XP_009121440.2
OG0002538	Cg008G2727900	XP_033143161.1
OG0002539	Cg008G2723500	XP_009121535.1
OG0002539	Cg008G2723400	XP_009121537.2, XP_033138657.1
OG0002540	Cg004G1083600	XP_009134654.1, XP_009147370.1
OG0002541	Cg008G2712900	XP_018512337.1
OG0002541	Cg004G1077600	XP_009125023.1
OG0002542	Cg008G2709000	XP_009131411.1
OG0002542	Cg004G1075400	XP_009134602.1
OG0002543	Cg002G0491900	XP_018508793.1
OG0002543	Cg005G1560800	XP_033145870.1, XP_009143512.2, XP_033148452.1
OG0002544	Cg008G2686600	XP_009125838.1, XP_009121897.1
OG0002544	Cg008G2818000	XP_009111684.1
OG0002545	Cg003G1035500	XP_009150518.1, XP_009112134.1
OG0002546	Cg003G1029400	XP_009150453.1
OG0002546	Cg008G2660000	XP_009122502.1
OG0002547	Cg003G0870100, Cg003G0727800	XP_009111250.1, XP_009134385.1
OG0002548	Cg006G2231600	XP_033138321.1
OG0002548	Cg003G0866400, Cg003G0731900	XP_009134360.1
OG0002549	Cg006G2187700	XP_009118947.1
OG0002549	Cg005G1645600	XP_009122944.2
OG0002550	Cg005G1636600	XP_009133846.1
OG0002551	Cg005G1624800	XP_009141099.2
OG0002551	Cg006G2198900	XP_009144273.2
OG0002552	Cg005G1608600	XP_009143988.1
OG0002552	Cg006G2214400	XP_009119197.1
OG0002553	Cg005G1600800	XP_033143063.1, XP_033147605.1
OG0002553	Cg006G2220700	XP_009111095.2
OG0002554	Cg006G2225600	XP_009111125.2, XP_009118668.1
OG0002555	Cg006G2227800	XP_009118682.2
OG0002556	Cg006G1995100	XP_009113703.1, XP_009109757.1
OG0002557	Cg006G1992600	XP_009102921.1, XP_009113681.1
OG0002558	Cg005G1578000, Cg006G1950800	XP_009114906.1, XP_009145197.1
OG0002559	Cg002G0523500	XP_009136548.1
OG0002559	Cg003G1060400	XP_009103473.1
OG0002560	Cg003G1045900	XP_009150628.1
OG0002561	Cg008G2664500	XP_033142812.1
OG0002563	Cg003G1014800	XP_009151362.1
OG0002563	Cg002G0553700	XP_009149910.1
OG0002564	Cg003G1011800	XP_009130192.1
OG0002564	Cg008G2644300	XP_009122361.1
OG0002565	Cg008G2646800	XP_009122336.1
OG0002566	Cg008G2799500	XP_009150952.1
OG0002566	Cg002G0535000	XP_009149749.1
OG0002567	Cg003G0994500	XP_009126614.1, XP_009120570.1
OG0002568	Cg003G0993500	XP_009131934.2
OG0002568	Cg002G0574100	XP_009150196.1
OG0002569	Cg003G0990600	XP_009126629.2
OG0002569	Cg002G0570800	XP_009150059.1
OG0002570	Cg002G0556500	XP_009149935.1
OG0002570	Cg003G0978800	XP_009120395.1
OG0002572	Cg007G2579000	XP_018514037.2, XP_033128919.1
OG0002573	Cg004G1301800	XP_009102630.1, XP_009147054.1
OG0002574	Cg003G0964600	XP_009120262.1
OG0002574	Cg001G0144800	XP_009137559.1
OG0002575	Cg003G0959700	XP_009139879.1
OG0002577	Cg003G0942900	XP_033138730.1
OG0002577	Cg003G0942600	XP_009127001.2, XP_033144611.1
OG0002578	Cg007G2336000, Cg007G2336600, Cg007G2336200, Cg007G2336300	XP_009108074.1, XP_033132272.1
OG0002579	Cg003G0720500, Cg014G3035100	XP_009111301.1
OG0002579	Cg014G3035000, Cg003G0720600	XP_018510523.1
OG0002580	Cg004G1181600	XP_009120871.1, XP_009146634.1
OG0002581	Cg008G2629400	XP_009122173.1
OG0002581	Cg002G0450900	XP_009116438.1
OG0002582	Cg004G1165700	XP_009122720.2
OG0002582	Cg008G2619800	XP_009130837.2
OG0002583	Cg008G2613000	XP_009122632.2
OG0002584	Cg004G1148900	XP_009146971.1, XP_033144012.1
OG0002585	Cg002G0656700	XP_009111552.1
OG0002585	Cg001G0382500	XP_009140243.1
OG0002586	Cg006G2108600	XP_009148942.1
OG0002586	Cg007G2576800	XP_009104453.1
OG0002588	Cg007G2536800	XP_009106320.1
OG0002588	Cg006G2057100	XP_009103316.1
OG0002589	Cg006G2058600, Cg006G2058500	XP_009149558.1
OG0002589	Cg007G2535500	XP_009106301.1
OG0002590	Cg007G2534000	XP_009106282.1
OG0002590	Cg006G2061200	XP_009149532.1
OG0002591	Cg006G2062700	XP_009110234.1, XP_009149518.3
OG0002591	Cg007G2532100	XP_009106261.1
OG0002592	Cg007G2531000	XP_009106250.1
OG0002593	Cg008G2867600, Cg008G2851900, Cg002G0646900, Cg002G0646800, Cg008G2825300	XP_009129885.1
OG0002594	Cg005G1743500, Cg002G0407300	XP_009139301.2
OG0002595	Cg006G1781700, Cg006G1781600	XP_009124120.1
OG0002596	Cg006G1793100	XP_009147541.1
OG0002596	Cg004G1201200	XP_009146420.1
OG0002597	Cg006G1793300	XP_009106937.1
OG0002597	Cg004G1201800	XP_009146418.1
OG0002598	Cg006G1795000	XP_009107058.1, XP_009106949.1, XP_009106947.1
OG0002599	Cg004G1205100	XP_009147577.1, XP_009123646.1
OG0002600	Cg005G1570700	XP_009143601.1
OG0002601	Cg004G1306600	XP_009102589.1
OG0002601	Cg001G0272200	XP_009108100.1
OG0002602	Cg001G0262200	XP_009148323.1, XP_009107798.1
OG0002604	Cg007G2513900	XP_009106098.1
OG0002605	Cg006G2010200	XP_009115318.1
OG0002605	Cg007G2454300	XP_009105040.1
OG0002606	Cg006G2011300	XP_033130124.1
OG0002607	Cg005G1590600	XP_009132978.1
OG0002607	Cg003G0805600	XP_009134086.1
OG0002608	Cg008G2951800	XP_009101630.1
OG0002609	Cg004G1257100	XP_009112103.1, XP_009135620.1
OG0002610	Cg006G1832000	XP_009107242.2
OG0002611	Cg004G1272400	XP_009145617.1
OG0002611	Cg006G1825900	XP_009144938.1
OG0002612	Cg004G1218600	XP_009146241.1
OG0002612	Cg006G1806200	XP_009107017.1, XP_009147646.1
OG0002613	Cg004G1218400	XP_033137390.1, XP_009135443.1, XP_009146243.1
OG0002614	Cg004G1218300	XP_009115530.2, XP_009146244.2
OG0002614	Cg006G1805900	XP_009147645.1
OG0002616	Cg002G0518700, Cg002G0518800	XP_009149357.3
OG0002616	Cg008G2879700	XP_033144644.1, XP_009115772.1
OG0002618	Cg004G1397300	XP_009121221.2
OG0002618	Cg001G0055800	XP_009108847.1
OG0002619	Cg004G1231200	XP_033147760.1, XP_033147762.1
OG0002620	Cg004G1403000	XP_009112404.1, XP_009121185.1
OG0002621	Cg004G1403400	XP_009138343.1
OG0002621	Cg001G0050100	XP_009108681.2, XP_009105909.1
OG0002623	Cg003G0760200, Cg003G0760300	XP_009115337.1, XP_009128675.1, XP_033140231.1
OG0002624	Cg002G0400200	XP_009104412.1, XP_009138691.1
OG0002624	Cg005G1448000	XP_009118088.1
OG0002625	Cg002G0416100	XP_009116803.1
OG0002625	Cg005G1469800	XP_033146977.1, XP_033143714.1
OG0002626	Cg002G0429400	XP_009116651.1, XP_009104226.1
OG0002627	Cg002G0445100	XP_033146404.1, XP_009116492.1
OG0002628	Cg005G1507700	XP_009142820.2, XP_009142053.1
OG0002629	Cg002G0450800	XP_009116437.1
OG0002629	Cg005G1514300	XP_009142001.1
OG0002630	Cg002G0463300	XP_009103981.1
OG0002630	Cg005G1526900	XP_009141889.1
OG0002631	Cg002G0474400	XP_009116220.1
OG0002631	Cg005G1538300	XP_009141803.1
OG0002632	Cg004G1304400, Cg004G1304600	XP_009123200.1
OG0002633	Cg005G1554700	XP_009133209.1
OG0002633	Cg002G0487600	XP_009139279.1
OG0002634	Cg001G0125400	XP_009143920.1
OG0002634	Cg007G2449300, Cg003G0918700	XP_009132469.1, XP_009119900.1
OG0002635	Cg001G0315800	XP_009124259.1
OG0002636	Cg007G2439100	XP_009127538.1, XP_009105132.2, XP_009105261.2
OG0002637	Cg001G0107800	XP_009128742.1
OG0002637	Cg004G1434400	XP_009102145.1
OG0002638	Cg005G1536700	XP_009143305.1, XP_009141816.1
OG0002640	Cg006G2245900	XP_009119674.1
OG0002640	Cg003G0710800, Cg014G3045000	XP_033142127.1, XP_009111392.1
OG0002641	Cg001G0007300	XP_009117425.3, XP_009109989.1
OG0002642	Cg001G0010000	XP_009109490.2
OG0002643	Cg003G0772700	XP_009103315.2, XP_009134193.1
OG0002644	Cg004G1446800	XP_033136498.1, XP_009112679.1
OG0002645	Cg002G0424700	XP_009138841.1
OG0002645	Cg005G1480600	XP_009142304.1
OG0002646	Cg005G1493800	XP_009133615.1
OG0002647	Cg008G2745900	XP_009131635.1, XP_009126242.1
OG0002648	Cg004G1132300	XP_009124640.1, XP_009147125.1
OG0002648	Cg008G2860700, Cg008G2845900	XP_009129764.1
OG0002649	Cg004G1152700	XP_009146938.1, XP_009123387.1, XP_009135060.1
OG0002649	Cg008G2593400	XP_033137566.1
OG0002650	Cg004G1153900	XP_009123335.1, XP_009146930.1, XP_009135052.1
OG0002651	Cg004G1176200	XP_009146696.1, XP_018511823.1
OG0002651	Cg008G2635300	XP_033137766.1
OG0002652	Cg004G1190600	XP_009124680.2
OG0002652	Cg004G1190800	XP_009146550.1
OG0002653	Cg006G1847200	XP_009107346.1
OG0002653	Cg004G1245200	XP_009135561.2
OG0002654	Cg005G1760400	XP_009140398.1
OG0002654	Cg001G0024100	XP_009133477.1
OG0002655	Cg001G0364300	XP_009124506.1, XP_009125107.1
OG0002656	Cg001G0265300	XP_009107777.1
OG0002656	Cg004G1297700	NP_001288823.1
OG0002657	Cg004G1296800	XP_009135840.1
OG0002657	Cg001G0264300	XP_009148494.1
OG0002658	Cg004G1290500	XP_009108947.1
OG0002658	Cg004G1290300	XP_009145390.2
OG0002660	Cg001G0339200	XP_009139744.1
OG0002660	Cg007G2425400	XP_033130822.1
OG0002661	Cg008G2836200	XP_009151268.1
OG0002661	Cg008G2836400	XP_009111902.1
