Orthogroup	Cardamine_glauca	Alyssum_gmelinii
OG0003620	Cg006G2159500	Ag034G3787900
OG0003621	Cg006G2157500	Ag034G3791100
OG0003622	Cg006G2152000	Ag034G3799900
OG0003623	Cg006G2141200	Ag034G3820600
OG0003625	Cg006G2098400	Ag034G3904300
OG0003626	Cg006G2094100	Ag034G3913100
OG0003627	Cg006G2059600	Ag034G3987100
OG0003628	Cg008G2949400	Ag016G2343600
OG0003629	Cg001G0059600	Ag011G1163700
OG0003630	Cg001G0071600, Cg005G1715200	Ag011G1188900
OG0003631	Cg001G0063800	Ag011G1213600
OG0003632	Cg001G0081000	Ag011G1223900
OG0003633	Cg006G2024700	Ag018G2465600
OG0003634	Cg003G0704300, Cg014G3051300, Cg004G1437400	Ag019G2530100
OG0003656	Cg002G0543500	Ag055G4919500
OG0003657	Cg002G0549300	Ag055G4930900
OG0003658	Cg001G0209700	Ag050G4750800
OG0003659	Cg004G1082200	Ag014G1776600, Ag013G1411800
OG0003660	Cg001G0180300	Ag013G1431300, Ag013G1431200, Ag033G3523300
OG0003661	Cg008G2686300	Ag013G1494900
OG0003662	Cg008G2814500, Cg008G2814600	Ag004G0547900
OG0003662	Cg008G2683300	Ag013G1499500
OG0003663	Cg006G2104600	Ag013G1518300
OG0003664	Cg008G2663300	Ag013G1541600, Ag013G1541500, Ag013G1541900, Ag013G1541700, Ag013G1541400
OG0003665	Cg004G1167300	Ag014G1921500, Ag013G1623300, Ag014G1921600, Ag014G1921700
OG0003666	Cg005G1630700	Ag034G3733000, Ag013G1632900
OG0003667	Cg003G0758400	Ag002G0263500
OG0003668	Cg001G0147900	Ag013G1699100
OG0003669	Cg006G1986900	Ag013G1726400
OG0003670	Cg008G2792600	Ag004G0516900
OG0003671	Cg008G2802900	Ag004G0533200
OG0003672	Cg008G2813900	Ag004G0547200
OG0003673	Cg008G2774500	Ag004G0581000
OG0003674	Cg008G2779700	Ag004G0590000
OG0003675	Cg003G0994800	Ag018G2458000, Ag004G0619300
OG0003677	Cg005G1590400, Cg005G1590500	Ag004G0687900
OG0003678	Cg003G0952000, Cg001G0139200	Ag004G0720200
OG0003679	Cg003G0944400	Ag004G0737500
OG0003680	Cg002G0532200	Ag004G0759500, Ag004G0759300
OG0003681	Cg002G0540900	Ag004G0777000
OG0003682	Cg003G0721700, Cg014G3033600	Ag022G2633600
OG0003683	Cg008G2590200	Ag022G2786100
OG0003685	Cg006G2185700	Ag039G4301200, Ag075G5283900, Ag075G5284400, Ag075G5284300, Ag075G5284200
OG0003686	Cg001G0393300	Ag075G5307400
OG0003686	Cg007G2257700	Ag024G2897300
OG0003689	Cg007G2571600, Cg003G0897600	Ag048G4568600
OG0003690	Cg008G2831000, Cg008G2831100	Ag038G4174300
OG0003691	Cg007G2521000, Cg007G2521100	Ag048G4721200, Ag048G4721400, Ag048G4721500
OG0003692	Cg006G1782100	Ag032G3421400
OG0003693	Cg006G1804100, Cg006G1804000	Ag032G3474200
OG0003694	Cg003G0873000, Cg016G3059900	Ag041G4376000, Ag007G0874000
OG0003695	Cg001G0250600	Ag007G0924800
OG0003696	Cg001G0116600	Ag045G4507700
OG0003697	Cg001G0112900	Ag045G4517000, Ag015G2251000
OG0003699	Cg014G3048000, Cg003G0707500	Ag019G2522400, Ag064G5112600, Ag006G0797600
OG0003700	Cg008G2970300	Ag058G4989100, Ag006G0797800, Ag050G4775300
OG0003701	Cg004G1242300	Ag014G2064000, Ag006G0818300
OG0003702	Cg005G1493500	Ag003G0359100, Ag006G0833900, Ag003G0358500
OG0003703	Cg008G2952900	Ag006G0842900
OG0003703	Cg008G2953300	Ag006G0842600
OG0003704	Cg006G1828400	Ag001G0033800
OG0003705	Cg004G1408600	Ag001G0044400
OG0003706	Cg006G2114800	Ag001G0046300, Ag034G3872000
OG0003707	Cg006G1817900	Ag001G0063000
OG0003708	Cg004G1374800	Ag011G1131800
OG0003709	Cg005G1596400	Ag023G2807700
OG0003710	Cg005G1575000	Ag023G2847300
OG0003711	Cg002G0477600	Ag033G3505700, Ag031G3360300
OG0003712	Cg003G1063500, Cg003G1063400	Ag031G3158000
OG0003713	Cg002G0406700	Ag031G3186100
OG0003714	Cg002G0411300	Ag031G3197200
OG0003714	Cg005G1462900	Ag003G0303400
OG0003715	Cg002G0416500	Ag031G3209000
OG0003716	Cg002G0418700	Ag031G3213100
OG0003716	Cg005G1471600	Ag003G0315500
OG0003717	Cg002G0435000, Cg005G1719000, Cg002G0434900	Ag031G3250000, Ag031G3349700, Ag002G0205800, Ag002G0205700, Ag031G3250100, Ag031G3249800, Ag011G1106800
OG0003718	Cg002G0467400	Ag031G3335700
OG0003719	Cg005G1534400	Ag039G4227500
OG0003720	Cg008G2736800	Ag031G3410000, Ag031G3410100, Ag030G3134700
OG0003721	Cg007G2444800	Ag067G5192600
OG0003722	Cg004G1421600	Ag042G4392100
OG0003724	Cg004G1427500, Cg004G1427700, Cg004G1427000, Cg004G1427300, Cg004G1427100, Cg004G1427600	Ag042G4408000
OG0003725	Cg004G1428100	Ag042G4409400
OG0003726	Cg001G0104300	Ag065G5127100
OG0003727	Cg001G0329900, Cg003G0874700, Cg003G0832600, Cg003G0881600, Cg003G0881800	Ag060G4999700, Ag039G4255900
OG0003730	Cg004G1117300	Ag014G1838000
OG0003731	Cg005G1527300, Cg005G1690100	Ag003G0327100
OG0003732	Cg005G1478600	Ag003G0327600, Ag003G0327400, Ag003G0327500
OG0003733	Cg005G1489000	Ag003G0349200, Ag003G0349100
OG0003734	Cg005G1490200	Ag003G0350400
OG0003735	Cg007G2324400, Cg005G1491600	Ag003G0353900
OG0003736	Cg004G1126800	Ag014G1853800
OG0003738	Cg004G1144700	Ag014G1880700
OG0003739	Cg004G1203300	Ag014G1981500
OG0003740	Cg004G1207400	Ag014G1995600
OG0003741	Cg006G2110900	Ag034G3881500
OG0003742	Cg004G1246800, Cg005G1768300	Ag014G2072300
OG0003743	Cg004G1251500	Ag014G2091500
OG0003744	Cg004G1285400	Ag027G3053700
OG0003745	Cg002G0510800, Cg002G0563400	Ag017G2424000
OG0003746	Cg006G2209600, Cg006G2234700	Ag034G3679600, Ag016G2308100
OG0003747	Cg006G2208900	Ag034G3718000
OG0003748	Cg006G2190300	Ag034G3741900
OG0003749	Cg007G2569300	Ag034G3896900
OG0003750	Cg006G2094900	Ag034G3910000
OG0003751	Cg006G2091300	Ag034G3920100, Ag034G3920000
OG0003752	Cg007G2483100, Cg007G2483200	Ag034G4048200, Ag034G4047500, Ag034G4047900, Ag034G4047800
OG0003753	Cg007G2477000	Ag034G4058200
OG0003754	Cg004G1352600	Ag002G0228200
OG0003755	Cg007G2259500	Ag024G2892100
OG0003757	Cg006G1851300	Ag025G2926100
OG0003758	Cg006G1846600	Ag025G2941300
OG0003759	Cg006G1838800	Ag025G2967700
OG0003760	Cg001G0004100	Ag011G1030300, Ag011G1030100, Ag011G1030200
OG0003761	Cg001G0014300, Cg001G0333300	Ag011G1052600
OG0003762	Cg001G0014900	Ag011G1053000
OG0003763	Cg005G1764200	Ag011G1064200
OG0003765	Cg001G0144200	Ag018G2482300
OG0003766	Cg003G0783400, Cg006G1920800, Cg008G2871000, Cg008G2855500	Ag019G2497900, Ag019G2502700
OG0003767	Cg003G0705800, Cg014G3049700	Ag019G2527200
OG0003768	Cg001G0119700	Ag010G1023800
OG0003790	Cg008G2736900	Ag013G1367000, Ag013G1366900, Ag013G1366700
OG0003791	Cg008G2736500, Cg002G0584300	Ag013G1368600
OG0003792	Cg008G2725400	Ag013G1396600
OG0003793	Cg008G2878700, Cg008G2699900	Ag013G1463200
OG0003794	Cg008G2685900	Ag013G1495400
OG0003795	Cg002G0564500, Cg008G2674400	Ag013G1519000
OG0003796	Cg008G2664200	Ag013G1539000
OG0003797	Cg008G2655500	Ag013G1556700
OG0003798	Cg001G0155500, Cg002G0638700	Ag013G1580900
OG0003799	Cg005G1654800	Ag013G1603200, Ag013G1603300
OG0003800	Cg005G1624000, Cg005G1619300	Ag013G1640000, Ag013G1645600
OG0003801	Cg005G1615600	Ag013G1651100
OG0003802	Cg005G1612700	Ag013G1656300
OG0003803	Cg005G1598200, Cg006G2222200	Ag013G1675800
OG0003804	Cg001G0151400	Ag013G1693800
OG0003805	Cg001G0367700	Ag013G1744600
OG0003806	Cg006G1957500	Ag013G1759600
OG0003808	Cg003G1057400	Ag004G0422700
OG0003809	Cg003G0844800, Cg003G0875900, Cg003G1027800	Ag004G0463000
OG0003810	Cg003G1022500	Ag004G0472300
OG0003811	Cg002G0548700	Ag004G0481000
OG0003812	Cg007G2439300, Cg001G0118500	Ag004G0483200
OG0003813	Cg003G0698000, Cg003G1044800	Ag004G0513000
OG0003814	Cg008G2791400	Ag004G0514900
OG0003815	Cg008G2682300	Ag004G0547500
OG0003816	Cg008G2778700	Ag004G0586300
OG0003817	Cg003G0997300	Ag004G0612500
OG0003818	Cg002G0412300, Cg003G0969800	Ag004G0672400
OG0003821	Cg003G0939200	Ag004G0748600
OG0003822	Cg003G0931900	Ag004G0783100, Ag020G2555200
OG0003825	Cg003G0924700	Ag023G2823600, Ag022G2707300
OG0003826	Cg008G2860500, Cg008G2845700	Ag049G4736800, Ag022G2715300
OG0003827	Cg008G2615300	Ag022G2734100, Ag022G2734300
OG0003830	Cg007G2560000	Ag048G4595900
OG0003831	Cg007G2554100, Cg007G2554800	Ag048G4613400, Ag048G4613500
OG0003832	Cg002G0673000	Ag048G4624800, Ag048G4618700, Ag048G4618800
OG0003833	Cg006G1784800	Ag032G3427100
OG0003834	Cg006G1791100	Ag032G3442500
OG0003835	Cg002G0571400	Ag041G4353400, Ag009G0982100
OG0003836	Cg002G0572800, Cg002G0572400, Cg002G0572500	Ag019G2526400, Ag041G4353700, Ag009G0981800
OG0003837	Cg001G0299200	Ag007G0866500
OG0003838	Cg003G0914500	Ag007G0919100
OG0003840	Cg007G2511400	Ag078G5368000
OG0003841	Cg007G2463500	Ag056G4948800
OG0003842	Cg006G2020200, Cg007G2467600	Ag057G4958000, Ag018G2435300
OG0003843	Cg006G1828200	Ag001G0034300, Ag001G0034000
OG0003844	Cg004G1271200	Ag001G0041600, Ag014G2155800
OG0003845	Cg005G1736400	Ag001G0065000
OG0003846	Cg002G0643800	Ag061G5020600, Ag023G2820400
OG0003849	Cg001G0167000	Ag077G5315600, Ag033G3486900
OG0003850	Cg001G0169600	Ag077G5323400, Ag033G3493700
OG0003851	Cg004G1070900	Ag031G3148900
OG0003852	Cg004G1075200, Cg006G2098800	Ag034G3949600, Ag031G3153800
OG0003854	Cg005G1476600, Cg002G0421300	Ag031G3216500
OG0003855	Cg002G0433700	Ag031G3245000
OG0003856	Cg002G0443100	Ag031G3282100
OG0003857	Cg002G0444700, Cg005G1509100	Ag031G3284900
OG0003858	Cg005G1509000	Ag003G0394900
OG0003859	Cg002G0486500	Ag031G3380000
OG0003860	Cg002G0693500, Cg003G0889300	Ag031G3395800
OG0003861	Cg001G0305600, Cg004G1327100	Ag029G3110000
OG0003862	Cg004G1313800	Ag014G1991400, Ag064G5114000, Ag095G5470400
OG0003863	Cg007G2452100	Ag067G5205300
OG0003864	Cg007G2367800, Cg007G2368000	Ag017G2420300, Ag039G4290700
OG0003865	Cg005G1560600	Ag039G4315800
OG0003866	Cg005G1564800, Cg003G0832400, Cg003G0881200	Ag039G4330000
OG0003867	Cg005G1764100	Ag015G2192800
OG0003868	Cg006G1875400	Ag015G2242600
OG0003869	Cg006G1934300	Ag015G2271400, Ag052G4863300
OG0003870	Cg006G1934700	Ag021G2598700
OG0003871	Cg007G2270500	Ag021G2608000
OG0003872	Cg003G0759200	Ag021G2618600
OG0003873	Cg005G1572700	Ag088G5438400
OG0003874	Cg005G1460500	Ag003G0298900
OG0003875	Cg005G1492800	Ag003G0357500
OG0003876	Cg007G2368400, Cg005G1506000	Ag003G0383100
OG0003877	Cg005G1510900	Ag003G0398200
OG0003878	Cg005G1515200	Ag003G0408600
OG0003879	Cg008G2731900, Cg004G1091400	Ag014G1793500
OG0003880	Cg004G1136700	Ag014G1867500
OG0003881	Cg004G1142600	Ag014G1877600
OG0003882	Cg004G1174000	Ag014G1933800
OG0003883	Cg004G1400500	Ag014G1968600
OG0003884	Cg004G1221900	Ag014G2020500
OG0003885	Cg006G2243900	Ag034G3665000
OG0003886	Cg003G0902500	Ag034G3755200, Ag061G5016800
OG0003887	Cg002G0505200	Ag017G2412700
OG0003889	Cg006G2213300	Ag034G3711200
OG0003890	Cg002G0577900	Ag034G3730100, Ag034G3942500, Ag034G4047600
OG0003891	Cg006G2174700, Cg008G2829800	Ag034G3762200
OG0003892	Cg006G2173700	Ag034G3763600
OG0003893	Cg006G2085200	Ag034G3769800, Ag034G3769700
OG0003894	Cg006G2168600	Ag034G3774200
OG0003895	Cg007G2315500, Cg007G2315400, Cg007G2315200, Cg007G2274700, Cg006G2139100	Ag034G3823700
OG0003896	Cg006G2083000	Ag034G3941800
OG0003897	Cg006G2078300	Ag034G3949800
OG0003898	Cg006G2075500	Ag034G3957600
OG0003899	Cg006G2073100	Ag034G3961300
OG0003900	Cg003G0716400, Cg014G3039200	Ag019G2507100, Ag034G4009300
OG0003901	Cg007G2278300	Ag002G0176500
OG0003902	Cg007G2293900	Ag002G0215800
OG0003903	Cg007G2321300	Ag002G0261200
OG0003904	Cg006G2140400	Ag016G2324400
OG0003905	Cg008G2986000	Ag016G2333500
OG0003906	Cg005G1779300	Ag019G2550200, Ag011G1030400
OG0003907	Cg002G0556400	Ag011G1059200
OG0003908	Cg001G0035800	Ag011G1098000
OG0003909	Cg006G2213200	Ag011G1145500, Ag011G1145700, Ag011G1145900
OG0003910	Cg001G0057900	Ag011G1156600
OG0003911	Cg001G0091600	Ag011G1262900
OG0003912	Cg006G2033700	Ag018G2454000
OG0003913	Cg001G0124100	Ag010G1017000
OG0003941	Cg008G2716500	Ag048G4554800, Ag013G1419500
OG0003942	Cg008G2706400	Ag013G1449700
OG0003943	Cg008G2701100	Ag013G1461100, Ag013G1461000, Ag013G1460800
OG0003946	Cg007G2466900	Ag013G1504200, Ag078G5342600, Ag057G4959300
OG0003948	Cg008G2679800	Ag013G1506500
OG0003949	Cg008G2828600	Ag038G4171800, Ag013G1536700
OG0003950	Cg008G2654300	Ag013G1559100
OG0003951	Cg008G2788600	Ag004G0511000
OG0003952	Cg008G2653500	Ag013G1560100
OG0003953	Cg003G1005800	Ag004G0496900
OG0003954	Cg001G0155300	Ag013G1580700
OG0003955	Cg001G0157000	Ag013G1582500
OG0003956	Cg005G1666600	Ag013G1595200
OG0003957	Cg005G1665400	Ag013G1596000
OG0003958	Cg005G1632400	Ag032G3444200, Ag013G1628300
OG0003959	Cg005G1598600	Ag013G1675400
OG0003960	Cg006G2224500	Ag034G3696000
OG0003961	Cg001G0152500	Ag013G1692200
OG0003962	Cg006G1979200	Ag013G1732800
OG0003964	Cg002G0471100, Cg005G1531100	Ag004G0559800, Ag062G5065100
OG0003965	Cg007G2340700	Ag004G0431700
OG0003966	Cg003G1047700	Ag004G0434800
OG0003967	Cg003G1031900	Ag002G0144000, Ag004G0457200
OG0003968	Cg003G0844700, Cg003G1027700, Cg003G0826900, Cg003G0827200, Cg003G0875800	Ag004G0463100, Ag034G4054200
OG0003970	Cg003G1006300	Ag004G0496500
OG0003972	Cg003G1002500	Ag004G0502200
OG0003973	Cg003G1000500, Cg007G2276700	Ag004G0505200
OG0003974	Cg008G2792400	Ag040G4334300, Ag004G0516300
OG0003975	Cg002G0539000	Ag004G0772300
OG0003976	Cg008G2813500	Ag004G0546800
OG0003977	Cg008G2815200	Ag004G0548600
OG0003979	Cg003G0994200	Ag004G0621100
OG0003980	Cg003G0993700	Ag004G0621800
OG0003981	Cg002G0660900	Ag004G0624400
OG0003982	Cg003G0979600	Ag004G0655700
OG0003983	Cg003G0978000	Ag004G0659300, Ag004G0659200, Ag057G4967500
OG0003984	Cg003G0975600	Ag004G0664300
OG0003985	Cg003G0965400	Ag004G0686600, Ag004G0686700
OG0003986	Cg003G0950800	Ag004G0723200
OG0003987	Cg002G0537700	Ag004G0769000, Ag031G3343200, Ag011G1241100
OG0003988	Cg003G0932000	Ag004G0783300, Ag020G2555100
OG0003989	Cg008G2642100	Ag022G2671200
OG0003991	Cg008G2624900	Ag048G4672300, Ag048G4672200, Ag022G2716600, Ag022G2716500
OG0003992	Cg008G2622500	Ag022G2722600, Ag033G3524200
OG0003993	Cg008G2618300	Ag022G2731500
OG0003995	Cg008G2595200	Ag022G2776500
OG0003996	Cg008G2595100	Ag018G2458800, Ag022G2776600
OG0003997	Cg001G0383400	Ag075G5294600
OG0003998	Cg004G1162900	Ag014G1910300
OG0004000	Cg007G2535800	Ag048G4662300
OG0004001	Cg007G2534800	Ag048G4668400
OG0004002	Cg007G2530500	Ag048G4686000, Ag048G4685900
OG0004002	Cg007G2530600	Ag048G4685800
OG0004003	Cg008G2945800	Ag023G2803400, Ag014G1892000, Ag082G5405400, Ag048G4709900, Ag016G2356200
OG0004004	Cg006G1797600	Ag037G4133700, Ag016G2319400, Ag016G2320800, Ag037G4131500, Ag032G3421200
OG0004005	Cg006G1782400	Ag032G3422000, Ag025G2911200
OG0004006	Cg006G1784300	Ag032G3426300, Ag032G3426200
OG0004007	Cg006G1787700	Ag032G3434500
OG0004008	Cg007G2329600	Ag032G3438800
OG0004009	Cg006G1876900	Ag015G2241400, Ag032G3457500
OG0004010	Cg006G1797400	Ag032G3457800
OG0004011	Cg005G1569600	Ag054G4886200
OG0004013	Cg001G0266600	Ag007G0898500
OG0004014	Cg001G0262700	Ag007G0905300
OG0004015	Cg001G0248800	Ag007G0927300, Ag007G0926400, Ag007G0927500
OG0004016	Cg007G2504400	Ag078G5345100
OG0004017	Cg007G2513300	Ag078G5379200
OG0004018	Cg007G2289900	Ag002G0100100, Ag024G2853100
OG0004020	Cg002G0654300	Ag012G1309000
OG0004021	Cg001G0186900	Ag057G4958600, Ag027G3025800, Ag033G3619000
OG0004023	Cg004G1264300	Ag014G2134900, Ag001G0025200
OG0004024	Cg004G1264400	Ag014G2135000
OG0004024	Cg006G1830700	Ag001G0025400
OG0004025	Cg005G1583500	Ag023G2829700
OG0004026	Cg008G2752400, Cg005G1582200	Ag023G2832400
OG0004027	Cg008G2972800	Ag016G2284400
OG0004027	Cg001G0220600	Ag050G4779700
OG0004028	Cg006G2104300	Ag044G4492700, Ag033G3625500, Ag034G3895600
OG0004029	Cg001G0178600, Cg003G0749200	Ag033G3518500
OG0004030	Cg006G1891400	Ag033G3556300
OG0004031	Cg003G0841700	Ag033G3560300
OG0004032	Cg001G0200900	Ag033G3568200
OG0004033	Cg008G2947700, Cg001G0198800	Ag033G3578500
OG0004034	Cg003G0738700, Cg003G0859300	Ag016G2395700
OG0004034	Cg001G0187600	Ag033G3615100
OG0004035	Cg001G0186200	Ag033G3620500
OG0004037	Cg001G0240600	Ag031G3138800
OG0004038	Cg001G0237500	Ag031G3142600, Ag031G3142700
OG0004039	Cg004G1077700	Ag031G3156600, Ag031G3156300, Ag031G3156500, Ag031G3156200, Ag031G3156400
OG0004040	Cg005G1729100	Ag031G3159100
OG0004041	Cg002G0403200	Ag031G3177500
OG0004042	Cg002G0411400	Ag031G3197300
OG0004044	Cg002G0415900	Ag031G3206700
OG0004046	Cg002G0431300	Ag031G3240700
OG0004047	Cg002G0450400	Ag031G3296800
OG0004048	Cg002G0694900	Ag031G3302300
OG0004049	Cg005G1517100	Ag003G0414500
OG0004050	Cg002G0458000	Ag031G3316800
OG0004051	Cg002G0484900, Cg002G0484800	Ag031G3374100
OG0004053	Cg002G0491300	Ag031G3389000
OG0004054	Cg004G1319200	Ag029G3100200
OG0004055	Cg006G1785300	Ag067G5204000
OG0004056	Cg007G2489800	Ag018G2448700, Ag042G4416900
OG0004058	Cg005G1525900	Ag039G4202100
OG0004061	Cg008G2759000, Cg001G0157900	Ag015G2225500
OG0004062	Cg006G1840300	Ag052G4869000, Ag015G2266000, Ag025G2963800, Ag025G2964200
OG0004063	Cg006G1927700	Ag052G4864200, Ag015G2270500
OG0004064	Cg003G0776700, Cg003G0776900	Ag021G2598800
OG0004065	Cg003G0765500	Ag021G2610800
OG0004066	Cg008G2758000	Ag038G4152600
OG0004068	Cg008G2831400	Ag038G4175900
OG0004069	Cg005G1455300	Ag003G0286600
OG0004070	Cg005G1464400	Ag003G0305300
OG0004071	Cg004G1381500, Cg004G1386200	Ag003G0321100, Ag019G2516300
OG0004072	Cg005G1483900	Ag003G0340600
OG0004073	Cg005G1493000	Ag003G0357700
OG0004076	Cg004G1092600	Ag014G1795900
OG0004077	Cg004G1095500, Cg004G1095400	Ag014G1800800
OG0004078	Cg004G1100900	Ag014G1811900
OG0004079	Cg004G1105000	Ag014G1818800
OG0004080	Cg004G1107600	Ag014G1823400, Ag025G2957300
OG0004081	Cg004G1110500, Cg008G2830400	Ag014G1826700
OG0004082	Cg004G1111100	Ag014G1828000
OG0004083	Cg004G1114100	Ag014G1831200
OG0004084	Cg004G1121600	Ag014G1846100, Ag014G1845400
OG0004085	Cg004G1123800	Ag014G1848800
OG0004086	Cg004G1136800	Ag014G1867600
OG0004087	Cg004G1188100	Ag014G1956800
OG0004088	Cg004G1194800	Ag014G1967400
OG0004089	Cg004G1204200	Ag014G1988600
OG0004090	Cg004G1216300	Ag014G2009300
OG0004091	Cg004G1224200	Ag014G2023600
OG0004092	Cg004G1236000	Ag014G2048900
OG0004094	Cg004G1263800	Ag014G2133800
OG0004095	Cg008G2863000, Cg008G2848500	Ag014G2136300
OG0004096	Cg002G0622300	Ag014G2142900, Ag061G5020000
OG0004097	Cg001G0365300	Ag061G5021100
OG0004098	Cg004G1305100	Ag027G3009800, Ag064G5094800, Ag027G3009700
OG0004099	Cg004G1302300	Ag027G3014000
OG0004100	Cg004G1295400	Ag027G3028500
OG0004101	Cg004G1295300	Ag027G3028700
OG0004102	Cg004G1283200, Cg004G1283100	Ag027G3058500
OG0004103	Cg001G0102600, Cg007G2461300, Cg007G2464100	Ag068G5228700
OG0004104	Cg004G1406700, Cg008G2838900	Ag043G4447400
OG0004105	Cg008G2836600	Ag043G4450500
OG0004106	Cg006G2250000	Ag034G3658000
OG0004107	Cg006G2248000	Ag034G3660500, Ag034G3660600
OG0004108	Cg006G2226200	Ag034G3694300
OG0004109	Cg006G2202000	Ag034G3726500
OG0004110	Cg006G2185900	Ag034G3745100, Ag034G3746800
OG0004111	Cg007G2344400	Ag034G3763100
OG0004112	Cg003G0860000, Cg003G0738000	Ag034G3797700
OG0004113	Cg006G2152600	Ag034G3799400
OG0004114	Cg007G2274400	Ag002G0165400
OG0004114	Cg006G2138800	Ag034G3824300
OG0004115	Cg006G2115800	Ag034G3870700
OG0004116	Cg006G2086300	Ag034G3934100, Ag034G3934000
OG0004117	Cg008G2931900, Cg006G2084800	Ag034G3938200
OG0004118	Cg007G2491100	Ag034G3945800, Ag034G3945600
OG0004119	Cg003G0840600	Ag034G3960200
OG0004120	Cg007G2484700	Ag034G4045100
OG0004122	Cg006G2136700, Cg007G2272400	Ag002G0157600
OG0004123	Cg002G0695700	Ag002G0160100
OG0004124	Cg007G2262200	Ag024G2880200
OG0004125	Cg003G0863400, Cg003G0735000	Ag024G2893000, Ag024G2887400, Ag016G2376800
OG0004126	Cg008G2946900	Ag016G2352700, Ag016G2352600
OG0004127	Cg005G1718100	Ag016G2384200
OG0004128	Cg003G0859900, Cg003G0738100	Ag016G2390000
OG0004129	Cg006G1850800	Ag025G2926400, Ag025G2925700
OG0004130	Cg001G0026800	Ag011G1077900, Ag011G1077800
OG0004131	Cg004G1417400, Cg001G0037800	Ag011G1101900
OG0004132	Cg001G0041400	Ag011G1113600
OG0004133	Cg001G0064000	Ag011G1213000
OG0004134	Cg004G1307900	Ag064G5102700, Ag064G5103200, Ag064G5103900
OG0004135	Cg004G1309600	Ag064G5107600
OG0004136	Cg014G3051600, Cg003G0704000	Ag019G2530300
OG0004137	Cg003G0910800, Cg001G0122900	Ag010G1019100
OG0004165	Cg005G1750800	Ag047G4541400, Ag046G4530200, Ag027G3023800
OG0004166	Cg001G0097000	Ag047G4542000, Ag046G4531100
OG0004167	Cg001G0096600	Ag047G4545200, Ag046G4533300
OG0004168	Cg003G1022900	Ag004G0471900
OG0004169	Cg008G2737200	Ag013G1365700
OG0004170	Cg008G2732400	Ag013G1375300
OG0004171	Cg008G2730900	Ag013G1382400
OG0004173	Cg008G2724500	Ag013G1398900
OG0004174	Cg008G2715900	Ag013G1420700
OG0004175	Cg008G2715400	Ag013G1422500
OG0004177	Cg006G2030700	Ag018G2454500, Ag013G1449200
OG0004178	Cg008G2704100	Ag013G1453700
OG0004179	Cg004G1234200	Ag027G3025100, Ag013G1509100
OG0004181	Cg002G0644800	Ag013G1516400, Ag031G3362400
OG0004182	Cg008G2675400	Ag013G1516500
OG0004182	Cg008G2806200	Ag004G0537900
OG0004184	Cg008G2656300	Ag013G1554800
OG0004185	Cg008G2655700	Ag013G1556500
OG0004186	Cg001G0155200	Ag013G1580600
OG0004187	Cg003G0898900	Ag013G1585700, Ag013G1585800, Ag013G1586000, Ag013G1585900
OG0004188	Cg005G1681500	Ag013G1588200
OG0004189	Cg005G1674400	Ag013G1591900
OG0004190	Cg005G1667200	Ag013G1594800
OG0004191	Cg005G1651300	Ag013G1606400
OG0004192	Cg005G1629200	Ag013G1633800
OG0004193	Cg005G1628500	Ag013G1634500
OG0004194	Cg005G1627500	Ag013G1635800
OG0004195	Cg005G1620000	Ag013G1644300
OG0004197	Cg005G1614000	Ag013G1654300
OG0004198	Cg005G1610700	Ag013G1665900, Ag013G1665800, Ag013G1666000
OG0004199	Cg006G1853800	Ag013G1701700
OG0004200	Cg003G0818800, Cg006G1863700	Ag013G1710900
OG0004201	Cg006G1861700	Ag013G1711900
OG0004202	Cg006G1993200	Ag013G1718400
OG0004203	Cg005G1591700, Cg006G1986000	Ag013G1727400
OG0004204	Cg006G1978700, Cg006G1978600	Ag013G1734000
OG0004205	Cg005G1588900, Cg006G1975400	Ag013G1737400
OG0004206	Cg006G1971900	Ag013G1742800, Ag002G0128200
OG0004207	Cg006G1970000	Ag013G1745100
OG0004208	Cg006G1968700	Ag013G1746800
OG0004209	Cg006G1964900, Cg006G1964800	Ag013G1752200
OG0004210	Cg006G1952900	Ag013G1763800
OG0004211	Cg002G0682000	Ag062G5055800
OG0004212	Cg003G1059200	Ag004G0420700
OG0004214	Cg003G1058500	Ag004G0421200
OG0004215	Cg003G1052100	Ag004G0429000
OG0004217	Cg003G1025800	Ag004G0466900
OG0004218	Cg003G1019200	Ag004G0477800, Ag016G2367600, Ag016G2367500, Ag016G2367300, Ag007G0872100, Ag007G0878500, Ag066G5150300
OG0004219	Cg006G1927000, Cg003G1016700	Ag004G0480900
OG0004220	Cg003G1003900	Ag004G0499800
OG0004221	Cg003G0999200	Ag004G0507200
OG0004222	Cg001G0238300	Ag031G3141200, Ag004G0507400, Ag004G0507300, Ag003G0379400, Ag063G5068100
OG0004223	Cg008G2929400	Ag004G0520300
OG0004225	Cg008G2805300	Ag004G0536200
OG0004225	Cg008G2805200	Ag004G0536100
OG0004226	Cg008G2763300	Ag004G0557700
OG0004227	Cg008G2771200	Ag004G0572400
OG0004228	Cg008G2780200	Ag004G0590600
OG0004229	Cg003G0982500	Ag004G0647800
OG0004230	Cg003G0980000	Ag004G0653700
OG0004233	Cg001G0174500	Ag033G3505400, Ag004G0711900
OG0004234	Cg003G0946700	Ag033G3522600, Ag033G3522500, Ag004G0734000
OG0004235	Cg002G0531500	Ag004G0743500
OG0004236	Cg003G0936100	Ag004G0755000
OG0004237	Cg003G0721500, Cg014G3033800	Ag022G2632800
OG0004238	Cg014G3029000, Cg003G0725600	Ag022G2644000
