Orthogroup	Cardamine_glauca	Euclidium_syriacum
OG0003609	Cg002G0687600, Cg002G0687500	ESY7_g17081_DN3_SP7_c0.t1, ESY19_g42206_DN3_SP1_c0.t1, ESY10_g14472_DN3_SP0_c0.t1
OG0003611	Cg007G2347200, Cg007G2347100	ESY2_g34246_DN3_SP1_c0.t1, ESY7_g16532_DN1_SP0_c0.t1, ESY5_g3223_DN3_SP0_c0.t1
OG0003612	Cg002G0504200	ESY1_g10386_DN1_SP0_c0.t1, ESY1_g10388_DN3_SP0_c0.t1
OG0003613	Cg006G2250200	ESY5_g5502_DN2_SP0_c0.t1
OG0003614	Cg006G2236800	ESY5_g5281_DN3_SP0_c0.t1, ESY5_g5282_DN3_SP0_c0.t1
OG0003615	Cg006G2209100	ESY5_g4782_DN3_SP0_c0.t1
OG0003616	Cg006G2204000	ESY5_g4717_DN3_SP0_c0.t1
OG0003617	Cg006G2202100	ESY5_g4692_DN3_SP8_c0.t1
OG0003618	Cg006G2180700	ESY5_g3114_DN3_SP0_c0.t1
OG0003619	Cg006G2162200	ESY5_g3417_DN3_SP0_c0.t1
OG0003620	Cg006G2159500, Cg007G2309600	ESY2_g34047_DN3_SP8_c0.t1
OG0003621	Cg006G2157500	ESY5_g3509_DN3_SP0_c0.t1, ESY5_g3508_DN2_SP0_c0.t1
OG0003623	Cg006G2141200	ESY5_g3775_DN3_SP7_c0.t1
OG0003624	Cg006G2115100	ESY5_g2852_DN3_SP2_c0.t1
OG0003625	Cg006G2098400	ESY2_g36780_DN3_SP0_c0.t1
OG0003627	Cg006G2059600	ESY5_g3921_DN3_SP0_c0.t1, ESY5_g3918_DN3_SP0_c0.t1
OG0003628	Cg008G2949400	ESY7_g16661_DN3_SP6_c0.t1
OG0003629	Cg001G0059600	ESY4_g25730_DN3_SP8_c0.t1
OG0003630	Cg001G0071600	ESY8_g60620_DN2_SP0_c0.t1
OG0003631	Cg001G0063800	ESY3_g31199_DN3_SP0_c0.t1, ESY4_g25801_DN3_SP0_c0.t1
OG0003632	Cg013G3026500, Cg001G0081000	ESY4_g25082_DN3_SP0_c0.t1
OG0003633	Cg006G2024700	ESY5_g1802_DN3_SP7_c0.t1
OG0003634	Cg003G0704300, Cg014G3051300, Cg004G1437400	ESY20_g12968_DN3_SP2_c0.t1
OG0003637	Cg006G2030000	ESY11_g54934_DN3_SP0_c0.t1
OG0003646	Cg003G0903300	ESY11_g54362_DN3_SP0_c0.t1, ESY11_g54435_DN3_SP0_c0.t1
OG0003647	Cg025G3077300, Cg040G3083800	ESY11_g54311_DN1_SP0_c0.t1
OG0003656	Cg002G0543500	ESY1_g9178_DN3_SP2_c0.t1, ESY1_g9188_DN3_SP0_c0.t1
OG0003657	Cg002G0549300	ESY1_g8685_DN3_SP0_c0.t1
OG0003658	Cg001G0209700	ESY9_g42850_DN2_SP0_c0.t1
OG0003659	Cg004G1082200	ESY3_g32545_DN3_SP8_c0.t1
OG0003660	Cg001G0180300	ESY9_g43761_DN3_SP8_c0.t1
OG0003661	Cg008G2686300	ESY7_g18267_DN3_SP0_c0.t1, ESY7_g18268_DN3_SP0_c0.t1
OG0003662	Cg008G2814500, Cg008G2814600, Cg008G2683300	ESY6_g49925_DN3_SP0_c0.t1
OG0003663	Cg006G2104600	ESY5_g2989_DN3_SP0_c0.t1
OG0003664	Cg008G2663300	ESY7_g17889_DN3_SP0_c9.t1
OG0003665	Cg004G1167300	ESY3_g31155_DN2_SP0_c0.t1
OG0003667	Cg003G0758400	ESY18_g63357_DN2_SP0_c0.t1
OG0003668	Cg001G0147900	ESY13_g56606_DN3_SP3_c28.t1
OG0003669	Cg006G1986900	ESY11_g53771_DN3_SP8_c0.t1
OG0003670	Cg008G2792600	ESY6_g50154_DN3_SP4_c15.t1
OG0003671	Cg008G2802900	ESY6_g50036_DN3_SP0_c0.t1
OG0003672	Cg008G2813900	ESY6_g49932_DN3_SP0_c0.t1, ESY6_g49931_DN3_SP0_c0.t1
OG0003673	Cg008G2774500	ESY6_g49143_DN3_SP0_c0.t1
OG0003674	Cg002G0592900, Cg008G2779700	ESY6_g49052_DN3_SP0_c0.t1
OG0003675	Cg003G0994800	ESY6_g48918_DN2_SP1_c0.t1
OG0003676	Cg003G0991100	ESY6_g48862_DN2_SP0_c0.t1
OG0003678	Cg003G0952000, Cg001G0139200	ESY6_g48211_DN3_SP8_c0.t1
OG0003679	Cg003G0944400	ESY6_g48061_DN3_SP7_c0.t1
OG0003681	Cg002G0540900	ESY1_g9283_DN3_SP0_c0.t1
OG0003682	Cg003G0721700, Cg014G3033600	ESY20_g13231_DN3_SP0_c0.t1
OG0003683	Cg008G2590200	ESY7_g19585_DN3_SP0_c0.t1
OG0003684	Cg002G0650300	ESY8_g60281_DN3_SP0_c0.t1
OG0003686	Cg001G0393300	ESY8_g59991_DN3_SP4_c0.t1
OG0003686	Cg007G2257700	ESY2_g33254_DN3_SP0_c0.t1
OG0003688	Cg007G2574700	ESY2_g36584_DN3_SP8_c0.t1
OG0003689	Cg007G2571600, Cg003G0897600	ESY2_g36587_DN3_SP8_c0.t1
OG0003691	Cg007G2521000, Cg007G2521100	ESY5_g4435_DN3_SP0_c0.t1, ESY5_g4437_DN2_SP0_c0.t1
OG0003692	Cg006G1782100	ESY2_g36408_DN3_SP8_c0.t1
OG0003693	Cg006G1804100, Cg006G1804000	ESY2_g36956_DN2_SP0_c0.t1
OG0003694	Cg003G0873000, Cg016G3059900	ESY16_g61981_DN2_SP0_c0.t1, ESY3_g31251_DN3_SP0_c0.t1
OG0003695	Cg001G0250600	ESY2_g38740_DN3_SP0_c0.t1
OG0003696	Cg001G0116600	ESY11_g54928_DN3_SP5_c0.t1
OG0003697	Cg001G0112900, Cg001G0113000	ESY4_g24202_DN3_SP8_c0.t1
OG0003698	Cg001G0373600	ESY8_g60358_DN3_SP0_c0.t1
OG0003699	Cg014G3048000, Cg003G0707500	ESY20_g13025_DN3_SP3_c0.t1
OG0003700	Cg008G2970300	ESY10_g15131_DN3_SP8_c0.t1, ESY9_g42634_DN3_SP4_c0.t1
OG0003701	Cg004G1242300	ESY3_g29761_DN3_SP1_c0.t1
OG0003702	Cg005G1493500	ESY12_g52198_DN3_SP0_c0.t1, ESY12_g52199_DN2_SP0_c0.t1
OG0003703	Cg008G2952900, Cg008G2953300	ESY7_g16720_DN3_SP6_c0.t1
OG0003704	Cg006G1828400	ESY2_g37450_DN3_SP8_c0.t1
OG0003705	Cg004G1408600	ESY7_g19100_DN1_SP0_c0.t1
OG0003706	Cg006G2114800	ESY5_g2855_DN3_SP8_c0.t1
OG0003707	Cg006G1817900	ESY2_g37219_DN3_SP6_c0.t1
OG0003708	Cg004G1374800	ESY11_g55000_DN3_SP0_c0.t1
OG0003709	Cg005G1596400	ESY1_g5995_DN3_SP8_c0.t1
OG0003710	Cg005G1575000	ESY9_g44056_DN3_SP0_c0.t1, ESY9_g44055_DN2_SP0_c0.t1
OG0003711	Cg002G0477600	ESY1_g10821_DN3_SP0_c0.t1
OG0003712	Cg003G1063500, Cg003G1063400	ESY6_g50303_DN3_SP0_c0.t1, ESY6_g50302_DN3_SP0_c0.t1, ESY6_g50304_DN3_SP0_c0.t1, ESY20_g13108_DN3_SP0_c0.t1
OG0003713	Cg002G0406700	ESY1_g12440_DN3_SP0_c18.t1
OG0003714	Cg002G0411300	ESY1_g12374_DN3_SP0_c0.t1
OG0003714	Cg005G1462900	ESY12_g51661_DN2_SP0_c0.t1
OG0003715	Cg002G0416500	ESY1_g12280_DN1_SP0_c0.t1, ESY1_g12008_DN3_SP0_c0.t1
OG0003716	Cg002G0418700	ESY1_g12245_DN3_SP8_c0.t1
OG0003718	Cg002G0467400	ESY1_g10677_DN2_SP0_c0.t1
OG0003719	Cg005G1534400	ESY9_g45603_DN3_SP8_c0.t1
OG0003720	Cg008G2736800	ESY7_g17187_DN3_SP0_c0.t1
OG0003721	Cg007G2444800	ESY19_g41865_DN3_SP2_c0.t1
OG0003721	Cg006G2004900	ESY5_g671_DN3_SP8_c0.t1
OG0003722	Cg004G1421600	ESY3_g31584_DN3_SP0_c0.t1
OG0003723	Cg001G0058300	ESY4_g25702_DN3_SP7_c0.t1
OG0003724	Cg004G1427500, Cg004G1427700, Cg004G1427000, Cg004G1427300, Cg004G1427100, Cg004G1427600	ESY11_g54496_DN3_SP0_c0.t1
OG0003725	Cg004G1428100	ESY11_g54500_DN3_SP0_c0.t1
OG0003726	Cg001G0104300	ESY4_g24433_DN3_SP0_c0.t1
OG0003727	Cg001G0329900, Cg003G0874700, Cg003G0832600, Cg003G0881600, Cg003G0881800	ESY10_g15228_DN3_SP0_c0.t1, ESY10_g14769_DN3_SP0_c0.t1, ESY5_g3438_DN3_SP0_c0.t1
OG0003730	Cg004G1117300	ESY15_g65444_DN3_SP0_c17.t1
OG0003731	Cg005G1527300, Cg005G1690100	ESY12_g51936_DN3_SP0_c3.t1
OG0003732	Cg005G1478600	ESY9_g45045_DN1_SP0_c0.t1, ESY10_g14559_DN3_SP0_c0.t1
OG0003733	Cg005G1489000	ESY12_g51992_DN3_SP0_c0.t1
OG0003734	Cg005G1490300	ESY12_g52148_DN3_SP0_c0.t1
OG0003734	Cg005G1490200	ESY12_g52149_DN3_SP0_c0.t1
OG0003735	Cg007G2324400, Cg005G1491600	ESY12_g52170_DN1_SP0_c0.t1
OG0003736	Cg004G1126800	ESY3_g31546_DN3_SP3_c0.t1
OG0003737	Cg004G1139700	ESY3_g30664_DN3_SP3_c0.t1
OG0003738	Cg004G1144700	ESY3_g30745_DN3_SP1_c0.t1
OG0003739	Cg004G1203300	ESY3_g30342_DN3_SP1_c0.t1
OG0003740	Cg004G1207400	ESY3_g30432_DN3_SP0_c0.t1
OG0003741	Cg006G2110900	ESY5_g2896_DN3_SP7_c0.t1
OG0003742	Cg004G1246800, Cg005G1768300	ESY3_g29715_DN3_SP8_c0.t1
OG0003743	Cg004G1251500	ESY3_g29652_DN2_SP0_c0.t1
OG0003744	Cg004G1285400	ESY3_g28982_DN3_SP0_c0.t1
OG0003745	Cg002G0510800, Cg002G0563400	ESY1_g10245_DN3_SP8_c0.t1
OG0003746	Cg006G2209600, Cg006G2234700	ESY5_g5220_DN3_SP5_c0.t1
OG0003747	Cg006G2208900	ESY5_g4777_DN3_SP0_c0.t1
OG0003748	Cg006G2190300	ESY5_g4520_DN3_SP2_c58.t1, ESY5_g4519_DN3_SP0_c58.t1
OG0003749	Cg007G2569300	ESY2_g36647_DN2_SP7_c0.t1
OG0003750	Cg006G2094900	ESY5_g4390_DN3_SP0_c0.t1
OG0003751	Cg006G2091300	ESY5_g4337_DN3_SP0_c0.t1, ESY5_g4339_DN3_SP0_c0.t1, ESY5_g4338_DN3_SP0_c0.t1, ESY5_g4336_DN3_SP0_c0.t1
OG0003752	Cg007G2483100, Cg007G2483200	ESY2_g35660_DN3_SP0_c0.t1
OG0003753	Cg007G2477000	ESY2_g35592_DN3_SP0_c0.t1
OG0003754	Cg004G1352600	ESY11_g52831_DN3_SP0_c0.t1
OG0003755	Cg007G2259500	ESY2_g33275_DN3_SP8_c0.t1, ESY8_g59983_DN3_SP2_c0.t1
OG0003756	Cg001G0194500	ESY9_g43382_DN3_SP0_c0.t1
OG0003757	Cg006G1851300	ESY2_g38087_DN3_SP7_c0.t1
OG0003758	Cg006G1846600	ESY2_g37962_DN3_SP8_c0.t1
OG0003759	Cg006G1838800	ESY2_g37725_DN2_SP0_c0.t1
OG0003760	Cg001G0004100	ESY4_g26923_DN3_SP1_c0.t1
OG0003761	Cg001G0014300, Cg001G0333300	ESY4_g26734_DN3_SP0_c0.t1, ESY12_g51356_DN3_SP0_c0.t1
OG0003762	Cg001G0014900	ESY4_g26728_DN3_SP0_c0.t1
OG0003763	Cg001G0019800, Cg005G1764200	ESY8_g59691_DN3_SP1_c17.t1
OG0003764	Cg001G0035100	ESY4_g26279_DN2_SP0_c0.t1
OG0003765	Cg001G0144200	ESY13_g56265_DN3_SP0_c23.t1
OG0003766	Cg003G0783400, Cg006G1920800, Cg008G2871000, Cg008G2855500	ESY8_g58464_DN3_SP0_c0.t1
OG0003767	Cg003G0705800, Cg014G3049700	ESY20_g12999_DN3_SP0_c0.t1, ESY20_g13085_DN3_SP0_c15.t1, ESY20_g12995_DN3_SP0_c15.t1
OG0003768	Cg001G0119700	ESY7_g19029_DN2_SP0_c0.t1, ESY2_g34148_DN2_SP0_c0.t1
OG0003769	Cg006G1969000	ESY20_g13170_DN3_SP0_c0.t1
OG0003770	Cg008G2932100	ESY4_g25605_DN3_SP0_c0.t1
OG0003772	Cg007G2424200, Cg001G0335600	ESY2_g35261_DN3_SP0_c8.t1
OG0003776	Cg001G0239900	ESY12_g51484_DN1_SP0_c0.t1, ESY16_g61482_DN3_SP0_c0.t1
OG0003777	Cg008G2930000, Cg008G2930200, Cg008G2929900, Cg008G2930300, Cg008G2930800, Cg008G2929800, Cg008G2930100	ESY2_g38638_DN1_SP0_c0.t1
OG0003790	Cg008G2736900	ESY7_g17185_DN3_SP8_c10.t1
OG0003791	Cg008G2736500, Cg002G0584300	ESY7_g17193_DN3_SP4_c0.t1
OG0003792	Cg008G2725400	ESY7_g17361_DN3_SP0_c0.t1, ESY7_g17357_DN3_SP0_c0.t1
OG0003795	Cg002G0564500, Cg008G2674400	ESY7_g18076_DN3_SP5_c14.t1
OG0003796	Cg008G2664200	ESY7_g17904_DN3_SP1_c0.t1
OG0003797	Cg008G2655500, Cg008G2791000	ESY7_g18678_DN2_SP0_c0.t1
OG0003798	Cg001G0155500, Cg002G0638700	ESY13_g56942_DN3_SP7_c0.t1
OG0003799	Cg005G1654800	ESY8_g58955_DN3_SP1_c0.t1, ESY8_g58954_DN3_SP0_c0.t1, ESY8_g58953_DN3_SP0_c0.t1
OG0003800	Cg005G1624000, Cg005G1619300	ESY8_g58552_DN3_SP4_c0.t1, ESY8_g58493_DN3_SP5_c0.t1
OG0003801	Cg005G1615600	ESY8_g58428_DN2_SP6_c0.t1
OG0003802	Cg005G1612700	ESY8_g58383_DN3_SP0_c0.t1
OG0003803	Cg005G1598200, Cg006G2222200	ESY20_g12849_DN3_SP8_c0.t1
OG0003804	Cg001G0151400	ESY13_g56756_DN3_SP8_c0.t1
OG0003805	Cg001G0367700	ESY5_g4937_DN3_SP4_c0.t1
OG0003806	Cg006G1957500	ESY16_g61882_DN3_SP1_c0.t1
OG0003809	Cg003G0844800, Cg003G0875900, Cg003G1027800	ESY6_g49633_DN3_SP0_c0.t1
OG0003810	Cg003G1022500	ESY6_g49739_DN2_SP0_c0.t1
OG0003811	Cg003G1016600, Cg002G0548700	ESY6_g49306_DN3_SP4_c0.t1
OG0003812	Cg007G2439300, Cg001G0118500	ESY7_g17212_DN3_SP0_c0.t1
OG0003813	Cg003G0698000	ESY20_g13368_DN2_SP8_c0.t1
OG0003813	Cg003G1044800	ESY18_g63072_DN2_SP0_c0.t1
OG0003814	Cg008G2791400	ESY8_g61021_DN3_SP0_c0.t1, ESY6_g50172_DN3_SP0_c20.t1
OG0003815	Cg008G2682300	ESY7_g18200_DN3_SP0_c0.t1
OG0003816	Cg008G2778700	ESY6_g49065_DN2_SP0_c0.t1
OG0003817	Cg003G0997300	ESY6_g48949_DN3_SP8_c0.t1
OG0003817	Cg002G0577300	ESY1_g7735_DN3_SP1_c0.t1
OG0003818	Cg002G0412300, Cg003G0969800	ESY5_g4643_DN1_SP0_c0.t1, ESY6_g48539_DN3_SP0_c0.t1
OG0003819	Cg001G0137800	ESY16_g62506_DN3_SP8_c0.t1
OG0003820	Cg003G0943200	ESY6_g48052_DN3_SP0_c0.t1
OG0003821	Cg003G0939200	ESY6_g47981_DN3_SP8_c0.t1
OG0003822	Cg003G0931900	ESY6_g47840_DN3_SP0_c0.t1
OG0003824	Cg008G2633700	ESY7_g18792_DN3_SP0_c4.t1
OG0003825	Cg002G0597700, Cg003G0924700	ESY1_g6823_DN3_SP0_c0.t1
OG0003826	Cg008G2860500, Cg008G2845700	ESY15_g64348_DN3_SP0_c0.t1
OG0003827	Cg008G2615300	ESY7_g19102_DN1_SP0_c30.t1
OG0003829	Cg006G2206000	ESY10_g14672_DN3_SP0_c0.t1
OG0003830	Cg007G2560000	ESY2_g36821_DN3_SP8_c4.t1
OG0003833	Cg006G1784800	ESY10_g15035_DN3_SP0_c0.t1
OG0003834	Cg006G1791100	ESY2_g36245_DN2_SP1_c0.t1
OG0003835	Cg002G0571400	ESY1_g7838_DN3_SP0_c0.t1
OG0003836	Cg002G0572800, Cg002G0572400, Cg002G0572500	ESY9_g42525_DN3_SP1_c0.t1, ESY9_g43343_DN2_SP0_c0.t1, ESY21_g55675_DN3_SP0_c0.t1
OG0003837	Cg001G0299200	ESY9_g42686_DN3_SP1_c0.t1, ESY9_g42714_DN3_SP7_c0.t1
OG0003838	Cg003G0914500	ESY2_g38873_DN3_SP0_c0.t1
OG0003840	Cg006G2080500	ESY5_g4193_DN3_SP0_c0.t1
OG0003840	Cg007G2511400	ESY2_g34918_DN2_SP1_c0.t1
OG0003841	Cg007G2463500	ESY2_g35379_DN3_SP0_c0.t1
OG0003842	Cg006G2020200, Cg007G2467600	ESY2_g35453_DN3_SP4_c0.t1
OG0003844	Cg004G1271200	ESY3_g29236_DN3_SP7_c0.t1
OG0003845	Cg005G1736400, Cg006G1984500	ESY2_g35998_DN1_SP0_c0.t1
OG0003848	Cg003G1061900	ESY6_g50314_DN3_SP0_c0.t1
OG0003849	Cg001G0167000	ESY23_g194_DN3_SP6_c0.t1
OG0003850	Cg001G0169600	ESY23_g145_DN3_SP8_c0.t1
OG0003851	Cg004G1258700, Cg004G1070900	ESY3_g32691_DN3_SP0_c0.t1
OG0003852	Cg004G1075200, Cg006G2098800	ESY3_g32644_DN3_SP0_c0.t1
OG0003854	Cg005G1476600, Cg002G0421300	ESY12_g51920_DN3_SP8_c0.t1
OG0003855	Cg002G0433700	ESY1_g11242_DN3_SP2_c0.t1
OG0003856	Cg002G0443100	ESY1_g11504_DN3_SP0_c16.t1
OG0003857	Cg002G0444700	ESY1_g11544_DN3_SP0_c0.t1
OG0003857	Cg005G1509100	ESY12_g51289_DN3_SP0_c0.t1
OG0003858	Cg002G0444800, Cg005G1509000	ESY1_g11545_DN3_SP0_c0.t1
OG0003859	Cg002G0486500	ESY1_g11001_DN3_SP4_c0.t1
OG0003860	Cg002G0693500, Cg003G0889300	ESY10_g14618_DN3_SP0_c0.t1
OG0003861	Cg001G0305600, Cg004G1327100	ESY3_g27278_DN3_SP7_c0.t1
OG0003862	Cg004G1313800	ESY11_g54761_DN2_SP0_c0.t1, ESY11_g52515_DN1_SP0_c0.t1, ESY11_g52529_DN2_SP0_c0.t1, ESY11_g54760_DN2_SP0_c0.t1, ESY20_g13246_DN3_SP0_c0.t1, ESY2_g34346_DN3_SP0_c0.t1, ESY6_g50271_DN3_SP0_c14.t1
OG0003863	Cg007G2452100, Cg007G2452300	ESY2_g34468_DN3_SP7_c0.t1
OG0003864	Cg007G2367800, Cg007G2368000	ESY3_g31154_DN1_SP0_c0.t1, ESY8_g60109_DN2_SP0_c0.t1
OG0003865	Cg005G1560600	ESY9_g44790_DN3_SP1_c0.t1, ESY3_g28805_DN2_SP0_c0.t1, ESY1_g5976_DN2_SP0_c0.t1, ESY2_g36478_DN2_SP0_c0.t1
OG0003866	Cg005G1564800, Cg003G0832400, Cg003G0881200	ESY9_g44614_DN3_SP1_c0.t1, ESY2_g37205_DN3_SP0_c0.t1
OG0003867	Cg005G1764100	ESY8_g59690_DN3_SP8_c0.t1
OG0003868	Cg006G1875400	ESY14_g20905_DN3_SP0_c0.t1, ESY1_g12037_DN3_SP0_c0.t1
OG0003869	Cg006G1934300	ESY14_g20318_DN3_SP0_c0.t1
OG0003870	Cg006G1934700	ESY7_g18685_DN3_SP0_c0.t1
OG0003871	Cg007G2270500	ESY8_g59950_DN3_SP0_c0.t1
OG0003872	Cg003G0759200	ESY11_g53077_DN3_SP0_c0.t1, ESY18_g63390_DN3_SP8_c0.t1
OG0003873	Cg005G1572700	ESY11_g54922_DN3_SP0_c0.t1
OG0003874	Cg005G1460500	ESY12_g51606_DN2_SP0_c0.t1
OG0003876	Cg007G2368400, Cg005G1506000	ESY2_g34300_DN3_SP0_c0.t1
OG0003877	Cg005G1510900, Cg005G1505300	ESY12_g51341_DN1_SP0_c0.t1, ESY12_g51353_DN3_SP0_c0.t1, ESY7_g16421_DN2_SP0_c0.t1
OG0003878	Cg005G1515200	ESY12_g51156_DN3_SP8_c0.t1
OG0003879	Cg008G2731900, Cg004G1091400	ESY7_g17250_DN3_SP4_c0.t1
OG0003880	Cg004G1136700	ESY3_g31400_DN3_SP0_c0.t1
OG0003881	Cg004G1142600	ESY3_g30717_DN3_SP6_c0.t1
OG0003882	Cg004G1174000	ESY3_g31248_DN3_SP0_c0.t1, ESY3_g31249_DN3_SP3_c15.t1
OG0003883	Cg004G1400500	ESY11_g53838_DN3_SP0_c0.t1
OG0003884	Cg004G1221900	ESY3_g30619_DN3_SP0_c0.t1
OG0003885	Cg006G2243900	ESY5_g5409_DN3_SP0_c0.t1, ESY5_g5425_DN2_SP0_c0.t1
OG0003886	Cg003G0902500	ESY10_g15884_DN3_SP1_c0.t1
OG0003887	Cg002G0505200	ESY1_g10363_DN3_SP8_c0.t1
OG0003889	Cg006G2213300	ESY5_g4844_DN1_SP0_c0.t1, ESY5_g4846_DN3_SP0_c0.t1, ESY5_g4845_DN3_SP0_c0.t1
OG0003890	Cg002G0577900, Cg008G2915600	ESY10_g14773_DN3_SP0_c0.t1
OG0003892	Cg006G2173700	ESY5_g3237_DN2_SP0_c0.t1
OG0003893	Cg006G2085200, Cg006G2170300	ESY5_g3296_DN3_SP0_c26.t1
OG0003894	Cg006G2168600	ESY3_g28812_DN3_SP0_c0.t1
OG0003895	Cg007G2315500, Cg007G2315400, Cg007G2315200, Cg007G2274700, Cg006G2139100	ESY5_g3804_DN2_SP0_c0.t1
OG0003896	Cg006G2083000	ESY5_g4227_DN3_SP0_c0.t1
OG0003897	Cg006G2078300	ESY5_g4161_DN3_SP0_c17.t1, ESY11_g54833_DN3_SP0_c19.t1, ESY11_g54831_DN2_SP0_c26.t1
OG0003898	Cg006G2075500	ESY5_g4135_DN2_SP0_c0.t1
OG0003899	Cg006G2073100	ESY5_g2673_DN3_SP0_c0.t1
OG0003900	Cg003G0716400, Cg014G3039200	ESY20_g13121_DN3_SP0_c0.t1
OG0003901	Cg007G2278300	ESY2_g33653_DN3_SP3_c0.t1
OG0003902	Cg007G2293900	ESY2_g33890_DN3_SP0_c0.t1
OG0003902	Cg007G2294100, Cg007G2294000	ESY2_g33863_DN3_SP0_c0.t1
OG0003903	Cg007G2321300	ESY2_g34126_DN3_SP3_c2.t1
OG0003904	Cg006G2140400	ESY8_g61241_DN2_SP0_c0.t1, ESY5_g3816_DN2_SP0_c0.t1, ESY5_g3780_DN3_SP0_c0.t1
OG0003905	Cg008G2986000	ESY10_g14758_DN3_SP3_c0.t1
OG0003906	Cg005G1779300	ESY8_g59937_DN3_SP8_c0.t1, ESY10_g14452_DN3_SP0_c0.t1, ESY4_g26922_DN2_SP5_c0.t1
OG0003907	Cg002G0556400	ESY1_g8306_DN3_SP0_c0.t1
OG0003908	Cg001G0035800	ESY4_g26251_DN3_SP0_c0.t1
OG0003909	Cg006G2213200	ESY4_g25542_DN3_SP0_c0.t1
OG0003910	Cg001G0057900	ESY4_g25670_DN3_SP5_c0.t1
OG0003911	Cg005G1745600	ESY8_g59445_DN3_SP0_c0.t1
OG0003911	Cg001G0091600	ESY4_g24824_DN3_SP8_c0.t1
OG0003912	Cg006G2033700	ESY5_g2103_DN3_SP5_c0.t1
OG0003913	Cg001G0124100	ESY4_g23825_DN3_SP8_c0.t1
OG0003914	Cg006G2209400	ESY5_g4787_DN3_SP0_c0.t1
OG0003915	Cg019G3066500, Cg019G3067000, Cg019G3068400	ESY146_g32742_DN2_SP0_c0.t1
OG0003917	Cg003G0789100, Cg006G1913500	ESY14_g20717_DN3_SP0_c0.t1
OG0003920	Cg006G1949600, Cg006G1949700, Cg006G1949800, Cg005G1763600, Cg005G1763500	ESY8_g59685_DN3_SP0_c0.t1
OG0003922	Cg002G0620200	ESY2_g35110_DN3_SP0_c0.t1
OG0003925	Cg003G0998600	ESY7_g18646_DN2_SP0_c0.t1
OG0003929	Cg003G0796900	ESY11_g54787_DN3_SP1_c0.t1
OG0003931	Cg003G0896700	ESY6_g46334_DN2_SP3_c0.t1
OG0003941	Cg008G2716500	ESY7_g17477_DN3_SP5_c0.t1
OG0003942	Cg008G2706400	ESY7_g17636_DN3_SP0_c0.t1
OG0003943	Cg008G2701100	ESY7_g17709_DN3_SP8_c0.t1
OG0003944	Cg008G2693100	ESY7_g18382_DN3_SP0_c0.t1
OG0003945	Cg008G2817100	ESY6_g49907_DN2_SP0_c0.t1
OG0003946	Cg007G2466900	ESY2_g35444_DN3_SP0_c0.t1
OG0003948	Cg008G2679800	ESY7_g18158_DN3_SP7_c0.t1
OG0003949	Cg008G2828600	ESY10_g15573_DN3_SP6_c0.t1
OG0003951	Cg008G2788600	ESY6_g50199_DN3_SP7_c0.t1
OG0003952	Cg008G2653500	ESY7_g18648_DN3_SP8_c0.t1
OG0003953	Cg003G1005800	ESY6_g49496_DN3_SP8_c0.t1
OG0003954	Cg001G0155300	ESY10_g14650_DN3_SP0_c11.t1
OG0003955	Cg001G0157000	ESY13_g57032_DN3_SP0_c0.t1, ESY1_g11654_DN2_SP0_c0.t1
OG0003956	Cg005G1666600	ESY8_g59031_DN3_SP0_c0.t1
OG0003957	Cg005G1665400	ESY8_g59021_DN3_SP8_c0.t1
OG0003958	Cg005G1632400	ESY8_g58703_DN3_SP8_c0.t1
OG0003959	Cg005G1598600	ESY20_g12843_DN3_SP8_c0.t1
OG0003960	Cg006G2224500	ESY5_g5049_DN3_SP6_c0.t1
OG0003961	Cg001G0152500	ESY13_g56821_DN2_SP8_c0.t1
OG0003962	Cg006G1979200	ESY4_g23253_DN3_SP0_c0.t1
OG0003964	Cg002G0471100	ESY1_g10743_DN3_SP2_c0.t1
OG0003964	Cg005G1531100	ESY9_g45677_DN1_SP1_c0.t1
OG0003965	Cg007G2340700	ESY2_g34228_DN2_SP5_c0.t1
OG0003966	Cg003G1047700	ESY3_g32094_DN3_SP0_c0.t1
OG0003967	Cg003G1031900	ESY6_g50723_DN3_SP0_c0.t1
OG0003968	Cg003G0844700, Cg003G1027700, Cg003G0826900, Cg003G0827200, Cg003G0875800	ESY6_g49635_DN2_SP0_c0.t1
OG0003970	Cg003G1006300	ESY6_g49483_DN3_SP3_c0.t1
OG0003972	Cg003G1002500	ESY6_g49547_DN3_SP0_c0.t1
OG0003973	Cg003G1000500, Cg007G2276700	ESY2_g36427_DN3_SP0_c0.t1
OG0003974	Cg008G2792400	ESY6_g50518_DN3_SP8_c0.t1
OG0003975	Cg002G0539000	ESY1_g9313_DN3_SP8_c0.t1
OG0003976	Cg008G2813500	ESY6_g49937_DN3_SP8_c0.t1
OG0003977	Cg008G2815200	ESY6_g49920_DN3_SP0_c14.t1, ESY6_g49918_DN3_SP0_c10.t1
OG0003978	Cg006G2146300	ESY5_g3705_DN3_SP8_c0.t1
OG0003979	Cg003G0994200	ESY6_g48911_DN2_SP0_c0.t1
OG0003980	Cg003G0993700	ESY11_g54681_DN3_SP0_c0.t1, ESY6_g48899_DN3_SP0_c0.t1
OG0003981	Cg002G0660900	ESY10_g13834_DN3_SP1_c0.t1
OG0003983	Cg003G0978000	ESY6_g50537_DN3_SP0_c0.t1, ESY6_g48642_DN3_SP0_c0.t1
OG0003984	Cg003G0975600	ESY6_g48605_DN3_SP1_c0.t1
