Orthogroup	Cardamine_glauca	Cardamine_hirsuta
OG0000926	Cg008G2670700	CARHR202940
OG0000927	Cg005G1636400	CARHR123030
OG0000927	Cg002G0466100	CARHR165970
OG0000927	Cg008G2629200	CARHR207540
OG0000928	Cg005G1626400	CARHR124100
OG0000928	Cg006G2197800	CARHR006450
OG0000929	Cg006G2198600	CARHR006380
OG0000929	Cg005G1625300	CARHR124230
OG0000930	Cg008G2784000	CARHR190910
OG0000931	Cg002G0565100	CARHR155370
OG0000931	Cg002G0472200	CARHR165390
OG0000932	Cg001G0122200	CARHR235760
OG0000932	Cg006G2042200	CARHR022790
OG0000933	Cg004G1409800	CARHR028740
OG0000934	Cg001G0144600	CARHR233330
OG0000934	Cg003G0962500	CARHR271040
OG0000935	Cg003G0942700	CARHR268760
OG0000935	Cg003G0942800	CARHR268770
OG0000936	Cg001G0043900	CARHR244070
OG0000938	Cg004G1206500	CARHR089360
OG0000938	Cg007G2555100	CARHR071890
OG0000939	Cg006G1905400	CARHR034660
OG0000939	Cg006G2044400	CARHR022550
OG0000940	Cg001G0124000	CARHR235590
OG0000941	Cg004G1302400	CARHR220520
OG0000941	Cg005G1492600	CARHR138880
OG0000942	Cg001G0081700	CARHR240000
OG0000942	Cg001G0081600	CARHR240020
OG0000943	Cg002G0525700	CARHR159740, CARHR159700, CARHR159750
OG0000943	Cg002G0526100	CARHR159640
OG0000944	Cg002G0531700	CARHR158660
OG0000944	Cg002G0526600	CARHR159540
OG0000946	Cg006G2199200	CARHR006210
OG0000947	Cg005G1450600	CARHR143270
OG0000947	Cg002G0401200	CARHR173250
OG0000948	Cg002G0451700	CARHR167450
OG0000948	Cg002G0451600	CARHR167470, CARHR046600
OG0000949	Cg005G1537500	CARHR134330
OG0000949	Cg002G0473400	CARHR165280
OG0000950	Cg001G0244000	CARHR222440
OG0000950	Cg004G1131400	CARHR081320
OG0000950	Cg005G1692600	CARHR261070
OG0000951	Cg001G0312500	CARHR217770
OG0000951	Cg004G1345800	CARHR103300
OG0000952	Cg006G2169100, Cg006G2169200	CARHR009480
OG0000952	Cg006G2169300	CARHR009470
OG0000954	Cg003G0744800, Cg003G0744900	CARHR253360, CARHR253250, CARHR253290, CARHR078050, CARHR253220
OG0000955	Cg006G2126400	CARHR014170
OG0000956	Cg007G2471600	CARHR063220
OG0000956	Cg001G0111400	CARHR236790
OG0000957	Cg001G0014400	CARHR247090
OG0000957	Cg008G2814200, Cg001G0014600	CARHR247080
OG0000958	Cg006G2013800	CARHR025660
OG0000962	Cg002G0673500	CARHR146310
OG0000963	Cg008G2712500	CARHR198490
OG0000963	Cg004G1403700	CARHR107160
OG0000964	Cg005G1614100	CARHR125380
OG0000964	Cg005G1615500	CARHR125400
OG0000965	Cg001G0147200	CARHR233050
OG0000965	Cg003G0907600	CARHR265460
OG0000966	Cg002G0537600	CARHR157760, CARHR157830
OG0000966	Cg008G2795200	CARHR189660
OG0000967	Cg008G2811700	CARHR187920
OG0000969	Cg003G0973800	CARHR272230
OG0000969	Cg008G2625600	CARHR207910
OG0000970	Cg002G0647100, Cg002G0629000	CARHR149300, CARHR149320
OG0000971	Cg008G2967600	CARHR175880
OG0000971	Cg008G2967500	CARHR175890
OG0000972	Cg006G1824300	CARHR270560
OG0000972	Cg006G1824200	CARHR041050, CARHR041060, CARHR204270
OG0000973	Cg001G0227300	CARHR224230
OG0000973	Cg008G2981500	CARHR174160
OG0000974	Cg004G1145200	CARHR082840
OG0000974	Cg004G1171500	CARHR085720
OG0000975	Cg005G1554200	CARHR132450
OG0000975	Cg002G0487300	CARHR163860
OG0000976	Cg001G0338300, Cg008G2899600	CARHR156760, CARHR181580
OG0000977	Cg004G1413500	CARHR108120
OG0000977	Cg004G1430400	CARHR109810
OG0000978	Cg001G0054200	CARHR242980
OG0000978	Cg004G1109100	CARHR079100
OG0000979	Cg008G2719800	CARHR289550
OG0000980	Cg002G0621700	CARHR153070
OG0000980	Cg002G0619900	CARHR153150
OG0000983	Cg004G1087100	CARHR076570
OG0000983	Cg008G2725700	CARHR197170
OG0000984	Cg008G2721000	CARHR197670
OG0000984	Cg004G1083900	CARHR076200
OG0000985	Cg005G1680300	CARHR119380
OG0000985	Cg004G1274800	CARHR096600
OG0000986	Cg005G1617000	CARHR125160
OG0000986	Cg006G2206200	CARHR005440
OG0000987	Cg003G0906600	CARHR265320
OG0000987	Cg001G0147700	CARHR233010
OG0000988	Cg003G1035600	CARHR278370
OG0000989	Cg005G1514200	CARHR136720
OG0000989	Cg004G1162200	CARHR084810
OG0000990	Cg002G0407500	CARHR274950
OG0000990	Cg003G1002200	CARHR274910
OG0000990	Cg003G1002300	CARHR274920
OG0000991	Cg007G2407400, Cg007G2401500, Cg007G2407800, Cg007G2407600, Cg007G2408000, Cg007G2401800, Cg002G0564900, Cg008G2911200, Cg008G2939500, Cg008G2719200, Cg002G0605400, Cg003G0795100, Cg006G1869500, Cg007G2306600, Cg004G1418200	CARHR116190, CARHR284370, CARHR153270, CARHR117480, CARHR150510
OG0000992	Cg008G2640200	CARHR206370
OG0000992	Cg008G2640300	CARHR206360
OG0000993	Cg004G1153600	CARHR083780
OG0000993	Cg008G2595500	CARHR211040
OG0000994	Cg006G2105800	CARHR016310
OG0000994	Cg007G2572900	CARHR073910
OG0000995	Cg006G1916400	CARHR220110
OG0000995	Cg007G2451000	CARHR060960
OG0000997	Cg004G1410300	CARHR107630
OG0000997	Cg006G2010600	CARHR025980
OG0000998	Cg004G1413700	CARHR108160
OG0000998	Cg001G0041300	CARHR244290
OG0001000	Cg005G1571800	CARHR162410
OG0001000	Cg002G0502100	CARHR130400
OG0001001	Cg005G1569200	CARHR130700
OG0001001	Cg002G0498600	CARHR162790
OG0001002	Cg004G1297100	CARHR098940
OG0001002	Cg001G0264700	CARHR220810
OG0001002	Cg001G0264800	CARHR220800
OG0001003	Cg001G0340400	CARHR214950
OG0001003	Cg001G0340500	CARHR214940
OG0001004	Cg008G2875100	CARHR183770
OG0001004	Cg008G2875500	CARHR183780
OG0001005	Cg008G2976500	CARHR174790
OG0001005	Cg001G0223400	CARHR224630
OG0001007	Cg001G0192900	CARHR227740
OG0001007	Cg003G0862800, Cg003G0735600	CARHR252220
OG0001008	Cg002G0591200	CARHR164570
OG0001008	Cg002G0591100	CARHR059830, CARHR104570
OG0001009	Cg002G0471700	CARHR165450
OG0001010	Cg001G0108700	CARHR237130
OG0001010	Cg004G1435400	CARHR110230
OG0001012	Cg001G0126000	CARHR235390
OG0001013	Cg004G1125100	CARHR080710
OG0001014	Cg001G0253600	CARHR222100
OG0001014	Cg001G0253700	CARHR222080
OG0001016	Cg006G2172100	CARHR009170
OG0001016	Cg007G2336700	CARHR289890
OG0001017	Cg007G2478000	CARHR064030
OG0001021	Cg003G1059100	CARHR280680
OG0001021	Cg003G1059000	CARHR280660
OG0001021	Cg005G1537100	CARHR134380
OG0001029	Cg006G1885300	CARHR119120
OG0001031	Cg008G2710300	CARHR198690
OG0001031	Cg005G1662100, Cg005G1662700, Cg005G1661600, Cg005G1662300, Cg005G1661200	CARHR075390
OG0001032	Cg008G2678300	CARHR202210
OG0001032	Cg008G2808700	CARHR188200
OG0001033	Cg005G1631600	CARHR123460
OG0001034	Cg005G1609500	CARHR126160
OG0001034	Cg006G2213400	CARHR004740
OG0001035	Cg005G1775300, Cg005G1774900	CARHR112280
OG0001036	Cg006G1974600	CARHR029440
OG0001037	Cg005G1761400	CARHR114020
OG0001037	Cg005G1581700	CARHR129320
OG0001038	Cg002G0640200	CARHR151810
OG0001039	Cg008G2797900	CARHR189390, CARHR189380
OG0001040	Cg005G1767400	CARHR113270, CARHR113300, CARHR113280
OG0001040	Cg005G1628600	CARHR123830, CARHR123790, CARHR123760, CARHR123840
OG0001041	Cg003G0952400	CARHR269860
OG0001042	Cg002G0539100	CARHR041460, CARHR041450, CARHR157680
OG0001042	Cg003G0889200	CARHR257340
OG0001043	Cg008G2683600	CARHR201560
OG0001043	Cg008G2620800, Cg008G2623600	CARHR208130
OG0001044	Cg004G1163800	CARHR084980
OG0001044	Cg008G2615600	CARHR208920
OG0001045	Cg007G2546000	CARHR071030
OG0001045	Cg006G2048900	CARHR022140
OG0001046	Cg006G2056300	CARHR021480
OG0001046	Cg007G2537400	CARHR070160
OG0001047	Cg006G2065900	CARHR020460
OG0001047	Cg007G2528300	CARHR069170
OG0001049	Cg006G1796600	CARHR044170
OG0001049	Cg004G1205300	CARHR089490
OG0001050	Cg008G2706700	CARHR199060
OG0001050	Cg005G1725300	CARHR115600
OG0001051	Cg003G0880900, Cg003G0880600, Cg003G0832000	CARHR257930
OG0001052	Cg008G2966200	CARHR176080
OG0001052	Cg001G0215100	CARHR225450
OG0001053	Cg004G1221200	CARHR090730
OG0001053	Cg006G1808200	CARHR042850
OG0001054	Cg004G1402900	CARHR107020
OG0001054	Cg001G0050700	CARHR243320
OG0001055	Cg006G1959500, Cg006G1959200, Cg006G1959700, Cg006G1959400	CARHR030850
OG0001056	Cg002G0471000	CARHR165550
OG0001056	Cg005G1535500	CARHR134530
OG0001057	Cg001G0367300	CARHR262470
OG0001057	Cg004G1324700	CARHR101860
OG0001058	Cg001G0132000	CARHR255990, CARHR234740
OG0001058	Cg003G0770100	CARHR111000
OG0001059	Cg005G1560900	CARHR132320
OG0001059	Cg004G1179000	CARHR086480
OG0001060	Cg007G2493600	CARHR065280
OG0001061	Cg004G1121000	CARHR080320
OG0001062	Cg004G1237900	CARHR092530
OG0001063	Cg004G1286100	CARHR097770
OG0001063	Cg004G1286000	CARHR097740, CARHR097750
OG0001064	Cg007G2329800	CARHR054880
OG0001064	Cg007G2426300	CARHR058280
OG0001065	Cg003G0699000	CARHR248150
OG0001065	Cg005G1476500	CARHR140510
OG0001065	Cg006G2254200	CARHR000360
OG0001066	Cg006G2122900	CARHR014520
OG0001066	Cg006G2123000	CARHR014510
OG0001069	Cg007G2286300	CARHR050510
OG0001069	Cg007G2286200	CARHR050500
OG0001069	Cg007G2286400	CARHR050520
OG0001070	Cg008G2946700	CARHR178530
OG0001070	Cg008G2947300	CARHR178410
OG0001070	Cg008G2947400	CARHR178370
OG0001071	Cg006G1840000	CARHR039230
OG0001071	Cg006G1840100	CARHR039220
OG0001072	Cg003G0764300, Cg003G0763500, Cg003G0763600, Cg003G0763900, Cg003G0763700, Cg003G0764200, Cg003G0764100, Cg003G0763400, Cg003G0764400, Cg003G0764000, Cg003G0764600, Cg003G0764500, Cg003G0764800, Cg003G0763800	CARHR255540
OG0001076	Cg008G2745700	CARHR194900
OG0001077	Cg001G0219500	CARHR225000, CARHR225010
OG0001078	Cg003G0728800, Cg003G0869000	CARHR251450, CARHR251430
OG0001078	Cg003G0868900	CARHR251480, CARHR251460, CARHR251490
OG0001079	Cg002G0481600	CARHR164450
OG0001079	Cg006G2140900	CARHR009840, CARHR179800
OG0001079	Cg002G0481700	CARHR179870, CARHR164440
OG0001080	Cg001G0252000	CARHR222270, CARHR222280
OG0001080	Cg001G0252200	CARHR222260
OG0001081	Cg007G2526800	CARHR068980
OG0001081	Cg006G2067300	CARHR020340
OG0001082	Cg002G0552200	CARHR156250
OG0001083	Cg006G1794500, Cg006G1794200, Cg006G1794300	CARHR289380
OG0001084	Cg011G3016900	CARHR293290
OG0001085	Cg001G0214200	CARHR225530
OG0001085	Cg004G1315200	CARHR100560
OG0001085	Cg001G0284300	CARHR218880
OG0001086	Cg001G0274500	CARHR219830
OG0001086	Cg004G1307600	CARHR099810
OG0001087	Cg004G1232200	CARHR091970
OG0001088	Cg005G1756900	CARHR292830
OG0001088	Cg005G1756800	CARHR292850
OG0001089	Cg002G0637500	CARHR286690
OG0001090	Cg002G0658600	CARHR147910
OG0001091	Cg006G2023700	CARHR024740
OG0001091	Cg007G2469600	CARHR063010
OG0001091	Cg007G2469500	CARHR063000
OG0001092	Cg008G2956200	CARHR177320
OG0001094	Cg004G1221800	CARHR090810
OG0001094	Cg006G1809600	CARHR042730
OG0001095	Cg008G2971700	CARHR175470
OG0001095	Cg001G0220000	CARHR224950
OG0001095	Cg001G0219900	CARHR224960
OG0001096	Cg006G2167800	CARHR009610
OG0001096	Cg007G2324600	CARHR054460
OG0001097	Cg002G0433400	CARHR169710, CARHR169700, CARHR169690
OG0001098	Cg005G1561400	CARHR132370
OG0001098	Cg002G0492100	CARHR163360
OG0001099	Cg004G1314400, Cg004G1314200	CARHR100490
OG0001099	Cg004G1316300	CARHR100720
OG0001101	Cg005G1521200	CARHR136020
OG0001102	Cg003G0856900	CARHR252790, CARHR252780
OG0001102	Cg003G0740600	CARHR252760
OG0001102	Cg003G0741000, Cg003G0856800	CARHR252800
OG0001103	Cg008G2822100	CARHR186820
OG0001103	Cg004G1120700	CARHR080300
OG0001104	Cg004G1112500, Cg004G1112600	CARHR217260
OG0001104	Cg004G1110400	CARHR079270
OG0001105	Cg004G1130200	CARHR081160
OG0001105	Cg004G1130300	CARHR081170
OG0001106	Cg004G1163900	CARHR084990
OG0001106	Cg004G1164000	CARHR085000
OG0001107	Cg006G1843200	CARHR038910
OG0001107	Cg004G1251900	CARHR093990
OG0001109	Cg006G2114600, Cg006G1924800	CARHR015410
OG0001109	Cg006G2114500	CARHR015420
OG0001111	Cg006G1849800	CARHR037950
OG0001111	Cg004G1240900	CARHR092890
OG0001112	Cg001G0231400	CARHR223740
OG0001112	Cg001G0042400	CARHR244230
OG0001116	Cg003G0927300	CARHR154350
OG0001116	Cg003G0923300, Cg003G0923400, Cg003G0923500	CARHR267050, CARHR267040
OG0001120	Cg005G1610300	CARHR126030
OG0001120	Cg005G1610400	CARHR126020
OG0001121	Cg008G2698200	CARHR200000, CARHR199990
OG0001122	Cg003G1048000	CARHR279560
OG0001122	Cg003G0923200	CARHR267030
OG0001123	Cg008G2671500	CARHR202840
OG0001123	Cg003G1046400	CARHR279410
OG0001124	Cg006G2190100, Cg006G2189700	CARHR007260, CARHR007240
OG0001126	Cg006G1859500, Cg006G1859300	CARHR036960
OG0001127	Cg006G1988700	CARHR028110
OG0001128	Cg007G2451300	CARHR060990
OG0001128	Cg007G2263900	CARHR046880
OG0001129	Cg006G1958400	CARHR030970
OG0001129	Cg005G1577200	CARHR129820
OG0001130	Cg008G2761000	CARHR193350
OG0001131	Cg001G0134200	CARHR234460
OG0001131	Cg003G0940300	CARHR268520
OG0001132	Cg004G1164700	CARHR085070
OG0001132	Cg008G2617600	CARHR208730
OG0001133	Cg008G2609200	CARHR209500
OG0001133	Cg008G2609500	CARHR209480
OG0001133	Cg008G2609400	CARHR209490
OG0001134	Cg004G1157300	CARHR084260
OG0001134	Cg008G2604200	CARHR210050
OG0001135	Cg008G2591700	CARHR211460
OG0001136	Cg001G0390900	CARHR212800
OG0001136	Cg002G0558000	CARHR087800, CARHR160710
OG0001137	Cg007G2568900	CARHR073540
OG0001138	Cg007G2563800	CARHR072870
OG0001138	Cg007G2567000	CARHR073250, CARHR073300, CARHR073290
OG0001139	Cg006G2095700	CARHR017360
OG0001140	Cg007G2537800	CARHR070210
OG0001140	Cg007G2537700	CARHR070200
OG0001141	Cg002G0686700	CARHR288910
OG0001141	Cg006G2117900	CARHR015080
OG0001142	Cg006G2034500	CARHR162090
OG0001142	Cg007G2478300	CARHR064070
OG0001143	Cg006G2070000	CARHR020120
OG0001143	Cg007G2523700	CARHR068610
OG0001144	Cg006G1787300	CARHR045200
OG0001144	Cg004G1194600	CARHR088100
OG0001145	Cg007G2502500	CARHR066240
OG0001145	Cg006G2086100	CARHR018490
OG0001146	Cg004G1442500	CARHR111100
OG0001146	Cg001G0117100	CARHR236250
OG0001148	Cg002G0606800	CARHR153490
OG0001148	Cg001G0355000	CARHR263850
OG0001149	Cg001G0220900	CARHR175330, CARHR224850
OG0001150	Cg002G0414000	CARHR171960
OG0001150	Cg005G1466200	CARHR141590
OG0001151	Cg005G1478500	CARHR140350
OG0001151	Cg002G0422600	CARHR170970
OG0001152	Cg002G0431400	CARHR169940
OG0001153	Cg002G0461300	CARHR166470
OG0001153	Cg005G1524900	CARHR135630
OG0001154	Cg005G1772700	CARHR112550
OG0001154	Cg001G0010700	CARHR247480
OG0001156	Cg008G2833200	CARHR185000
OG0001157	Cg005G1461500	CARHR142100
OG0001160	Cg008G2746000	CARHR194870
OG0001160	Cg004G1100700	CARHR078070
OG0001161	Cg006G2129500	CARHR013790
OG0001161	Cg004G1102400	CARHR078250
OG0001162	Cg006G2141000	CARHR012540
OG0001163	Cg006G2121600	CARHR014660
OG0001163	Cg006G2121700	CARHR014650
OG0001163	Cg006G2121500	CARHR014670
OG0001164	Cg007G2547300	CARHR071160
OG0001164	Cg006G2047500	CARHR022270
OG0001166	Cg004G1248600	CARHR093640
OG0001167	Cg001G0295200	CARHR218200
OG0001167	Cg002G0583000	CARHR151350
OG0001168	Cg001G0054400	CARHR242950
OG0001169	Cg001G0067900	CARHR241480
OG0001169	Cg004G1364900	CARHR104720
OG0001170	Cg008G2601800	CARHR232130
OG0001170	Cg003G0762900, Cg003G0762600, Cg003G0762700, Cg003G0762800, Cg003G0763000	CARHR255500
OG0001171	Cg001G0102000	CARHR237970
OG0001174	Cg003G0753800	CARHR254350
OG0001174	Cg001G0175100	CARHR229950
OG0001175	Cg008G2722400	CARHR197530
OG0001175	Cg004G1084500	CARHR076290
OG0001176	Cg004G1084000	CARHR076220
OG0001176	Cg008G2721700	CARHR197590
OG0001177	Cg008G2688600	CARHR200940
OG0001177	Cg008G2758300	CARHR193600
OG0001178	Cg008G2666400	CARHR203370
OG0001178	Cg003G1040600	CARHR278860
OG0001179	Cg003G1037100	CARHR278530
OG0001179	Cg008G2663800	CARHR203690
OG0001180	Cg005G1614900	CARHR125480
OG0001182	Cg008G2923100	CARHR181030
OG0001182	Cg006G1871100	CARHR036200
OG0001182	Cg007G2525600	CARHR068840
OG0001183	Cg006G1981200	CARHR028700
OG0001184	Cg005G1577500	CARHR129780
OG0001184	Cg006G1954200	CARHR031220
OG0001185	Cg003G1050500	CARHR279800
OG0001185	Cg002G0530900	CARHR158770
OG0001186	Cg008G2793300	CARHR189890
OG0001186	Cg002G0540600	CARHR157480
OG0001189	Cg008G2761300	CARHR193320
OG0001189	Cg007G2439600	CARHR059770
OG0001190	Cg001G0127200	CARHR235280
OG0001190	Cg003G0926200	CARHR267300
OG0001191	Cg003G0926900	CARHR267360
OG0001192	Cg007G2532900	CARHR069710
OG0001192	Cg006G2048100	CARHR022200
OG0001193	Cg006G1781500	CARHR045860
OG0001193	Cg004G1187500	CARHR087380
OG0001194	Cg007G2517800	CARHR068010
OG0001194	Cg006G2076300	CARHR019520
OG0001195	Cg004G1338300	CARHR103000
OG0001196	Cg007G2357400, Cg004G1354200, Cg004G1357800, Cg007G2343900, Cg002G0655900	CARHR148300
OG0001196	Cg001G0381700	CARHR213480
OG0001197	Cg004G1189600	CARHR087580
OG0001197	Cg004G1189700	CARHR087590
OG0001197	Cg004G1189500	CARHR087570, CARHR153850, CARHR087560
OG0001198	Cg007G2490700	CARHR064950
OG0001199	Cg001G0223900	CARHR224590
OG0001199	Cg008G2977400	CARHR174710
OG0001200	Cg001G0228200	CARHR224100
OG0001201	Cg001G0181700	CARHR229120
OG0001202	Cg001G0236400	CARHR223340
OG0001202	Cg001G0236200, Cg001G0236300	CARHR223350
OG0001202	Cg001G0236100	CARHR223380, CARHR223370
OG0001203	Cg002G0516600	CARHR160760
OG0001203	Cg003G1066600	CARHR281430
OG0001204	Cg002G0417500	CARHR171560
OG0001204	Cg005G1470900	CARHR141090
OG0001205	Cg005G1488200	CARHR139330
OG0001205	Cg002G0428200	CARHR170290
OG0001207	Cg002G0443200	CARHR168470
OG0001207	Cg005G1507000	CARHR137430
OG0001208	Cg005G1510300	CARHR137100
OG0001208	Cg002G0444200	CARHR168360
OG0001209	Cg002G0445300	CARHR168230
OG0001209	Cg005G1508900	CARHR137230
OG0001210	Cg005G1561500	CARHR132380
OG0001210	Cg002G0492200	CARHR163350
OG0001211	Cg001G0108000	CARHR237230
OG0001211	Cg004G1434500	CARHR110180
OG0001212	Cg005G1530300, Cg004G1322500	CARHR135110, CARHR135120
OG0001213	Cg004G1116300	CARHR079790, CARHR079820
OG0001214	Cg004G1131700	CARHR081370
OG0001214	Cg008G2844900, Cg008G2859700	CARHR182320
OG0001215	Cg004G1153300	CARHR083720
OG0001215	Cg003G0847400, Cg010G2993600	CARHR248300
OG0001216	Cg004G1254200	CARHR094230
OG0001216	Cg006G1839000	CARHR039290
OG0001217	Cg001G0143000, Cg001G0142900	CARHR233520, CARHR233530
OG0001218	Cg006G1937300	CARHR032790
OG0001218	Cg003G0774500	CARHR256510
OG0001219	Cg008G2659100	CARHR035670, CARHR204280
OG0001220	Cg001G0091100	CARHR239090
OG0001220	Cg005G1773100	CARHR112510
OG0001221	Cg008G2984100, Cg008G2983400	CARHR173870, CARHR111790, CARHR173860
OG0001222	Cg004G1414700	CARHR108380
OG0001222	Cg001G0039500	CARHR244440
OG0001223	Cg006G2017700	CARHR025280
OG0001223	Cg001G0086400	CARHR239590
OG0001225	Cg001G0179300	CARHR229410
OG0001231	Cg004G1092800	CARHR077130
OG0001231	Cg008G2733900	CARHR196150
OG0001232	Cg008G2713200	CARHR198420
OG0001232	Cg007G2528200	CARHR069150
OG0001233	Cg007G2283100	CARHR049940
OG0001233	Cg001G0132500	CARHR234700
OG0001234	Cg008G2806500	CARHR188400
OG0001234	Cg008G2675800	CARHR202440
OG0001235	Cg008G2658100	CARHR204390
OG0001235	Cg003G1027600	CARHR277590
OG0001236	Cg003G0727100, Cg003G0870800	CARHR251210
OG0001237	Cg005G1641500	CARHR122520
OG0001237	Cg008G2632500	CARHR207170
OG0001238	Cg007G2403100	CARHR057170
OG0001238	Cg007G2383600, Cg007G2383700, Cg002G0620300, Cg002G0620400	CARHR056310
OG0001240	Cg006G2218500	CARHR004190
OG0001240	Cg005G1606200	CARHR126580
OG0001241	Cg006G2218300	CARHR004200, CARHR004210
OG0001241	Cg005G1605800	CARHR126620
OG0001242	Cg006G1987500	CARHR028220
OG0001243	Cg008G2832900	CARHR184970
OG0001243	Cg008G2832600	CARHR185660
OG0001244	Cg003G1052900	CARHR280030
OG0001244	Cg002G0529200	CARHR158950
OG0001245	Cg003G1028300	CARHR277670
OG0001245	Cg003G1028200	CARHR277660
OG0001246	Cg007G2441400	CARHR059970
OG0001247	Cg003G1008400	CARHR275540
OG0001247	Cg008G2645500	CARHR205800
OG0001248	Cg008G2778300	CARHR191470
OG0001249	Cg003G0973700	CARHR272220
OG0001249	Cg008G2642700	CARHR206080
OG0001250	Cg007G2333300	CARHR055070
OG0001250	Cg007G2333400, Cg007G2333900	CARHR055100, CARHR055080
OG0001250	Cg007G2334000	CARHR055110
OG0001251	Cg003G0926100	CARHR267290
OG0001252	Cg003G0723100, Cg014G3031600	CARHR250770
OG0001252	Cg006G2237100	CARHR002240
OG0001253	Cg014G3028700, Cg003G0726000	CARHR251080
OG0001254	Cg004G1156400	CARHR084130
OG0001254	Cg008G2601600	CARHR210280
OG0001255	Cg008G2599900	CARHR210490
OG0001255	Cg004G1155500	CARHR084010
OG0001256	Cg007G2559700	CARHR072460
OG0001256	Cg006G2096000	CARHR017330
OG0001257	Cg007G2539300	CARHR070350
OG0001257	Cg006G2055100	CARHR021610
OG0001258	Cg007G2523800	CARHR068620
OG0001259	Cg007G2522900	CARHR068550
OG0001259	Cg006G2071000	CARHR020030
OG0001260	Cg004G1409400	CARHR107550
OG0001260	Cg001G0046700	CARHR243760
OG0001261	Cg004G1412800	CARHR107970
OG0001262	Cg006G1786600	CARHR045270
OG0001262	Cg004G1194000	CARHR088000
OG0001263	Cg002G0500000	CARHR162680
OG0001263	Cg005G1570100	CARHR130610
OG0001264	Cg001G0296300	CARHR218190
OG0001264	Cg004G1139000	CARHR082140
OG0001265	Cg004G1293000	CARHR098490
OG0001265	Cg001G0261300, Cg008G2844100, Cg008G2859000	CARHR221350
OG0001266	Cg006G2076800	CARHR019470
OG0001266	Cg007G2517300	CARHR067950
OG0001267	Cg001G0105900	CARHR237560
OG0001267	Cg001G0106000	CARHR237550
OG0001267	Cg001G0106100	CARHR237540
OG0001269	Cg008G2959400	CARHR177230
OG0001270	Cg006G1829900	CARHR040390
OG0001271	Cg006G1829700	CARHR040410
OG0001271	Cg004G1266400	CARHR095530
OG0001272	Cg006G1829600	CARHR040420
OG0001272	Cg004G1266500	CARHR095540
OG0001273	Cg003G0761200	CARHR255360
OG0001273	Cg001G0167600	CARHR231000
OG0001274	Cg006G2225400	CARHR003510
OG0001275	Cg003G0806400	CARHR272950
OG0001275	Cg001G0249600	CARHR290110
OG0001276	Cg001G0184500	CARHR228740
OG0001276	Cg003G0856200, Cg003G0741200	CARHR252820
OG0001277	Cg003G0858200, Cg003G0739500	CARHR252660
OG0001277	Cg001G0186300	CARHR228490
OG0001278	Cg005G1470100	CARHR141180
OG0001279	Cg002G0428500	CARHR170250
OG0001279	Cg005G1488700	CARHR139260
OG0001280	Cg005G1505900	CARHR137600
OG0001280	Cg002G0440300	CARHR168910
OG0001281	Cg004G1341400	CARHR219320, CARHR103150, CARHR168630
OG0001281	Cg004G1341500	CARHR103160
OG0001282	Cg002G0445600	CARHR168200
OG0001282	Cg005G1508500	CARHR137270
OG0001283	Cg004G1145000	CARHR082830
OG0001283	Cg002G0465500	CARHR166020
OG0001284	Cg002G0469700	CARHR165670
OG0001284	Cg005G1534000	CARHR134680
OG0001285	Cg003G0913800	CARHR266110
OG0001285	Cg001G0125000	CARHR235490
OG0001286	Cg005G1563300	CARHR131540
OG0001286	Cg002G0494200	CARHR289320
OG0001287	Cg004G1416800	CARHR108560
OG0001287	Cg001G0038400	CARHR244600
OG0001288	Cg005G1741900	CARHR117510
OG0001288	Cg001G0088900	CARHR239320
OG0001289	Cg005G1484000	CARHR139770
OG0001289	Cg005G1484100	CARHR139760
OG0001290	Cg004G1138700	CARHR082110
OG0001290	Cg004G1138800	CARHR082120
OG0001292	Cg004G1231600	CARHR091910
OG0001292	Cg004G1231700	CARHR091920, CARHR150150, CARHR150160, CARHR091930
OG0001293	Cg006G2230100	CARHR003040
OG0001294	Cg006G2118500	CARHR173350, CARHR014550
OG0001295	Cg006G2089400	CARHR018120
OG0001295	Cg007G2497700	CARHR065660
OG0001296	Cg001G0349300	CARHR214500
OG0001296	Cg001G0349500, Cg001G0349400	CARHR214490
OG0001296	Cg001G0348700, Cg001G0349100	CARHR214580
OG0001296	Cg001G0349200, Cg001G0348800	CARHR214570
OG0001297	Cg002G0642600	CARHR152000
OG0001298	Cg007G2446400	CARHR060560
OG0001299	Cg005G1588200	CARHR128590
OG0001299	Cg005G1588500	CARHR128580
OG0001300	Cg004G1154300	CARHR083870
OG0001303	Cg002G0568000	CARHR154560, CARHR154230
OG0001304	Cg008G2963300	CARHR262520, CARHR035080, CARHR119670, CARHR029190, CARHR293310, CARHR155440, CARHR108100
OG0001305	Cg006G2114200	CARHR015450
OG0001305	Cg002G0691800	CARHR144150
OG0001306	Cg004G1081900	CARHR076030
OG0001306	Cg008G2719300	CARHR197850
OG0001307	Cg004G1078900	CARHR075720
OG0001307	Cg008G2714700	CARHR198250
OG0001308	Cg008G2679100, Cg008G2679200	CARHR288950
OG0001309	Cg008G2653900	CARHR215540, CARHR204980
OG0001309	Cg008G2788500	CARHR190400
OG0001310	Cg006G2185100	CARHR007710
OG0001310	Cg005G1651100	CARHR121500
OG0001311	Cg006G2206400	CARHR005410
OG0001311	Cg005G1616700	CARHR125210
OG0001312	Cg005G1591100	CARHR128250
OG0001312	Cg006G1985000	CARHR028520
OG0001313	Cg006G1790600	CARHR292130
OG0001314	Cg006G2120000	CARHR014820
OG0001314	Cg002G0682900	CARHR145230, CARHR218400
