Orthogroup	Cardamine_glauca	Arabidopsis_thaliana
OG0002830	Cg006G1808700	AT1G47780.1, AT1G47786.1
OG0002832	Cg003G1018600	AT5G62830.1
OG0002835	Cg002G0640300	AT3G28840.1
OG0002835	Cg002G0639600	AT3G28780.1
OG0002837	Cg003G0915400, Cg005G1652800	AT5G53160.2
OG0002844	Cg002G0681700	AT1G42615.1, AT2G02955.1
OG0002845	Cg004G1095900	AT3G03460.1
OG0002845	Cg008G2738900	AT5G17510.1
OG0002846	Cg004G1071400	AT3G02020.1
OG0002846	Cg008G2704400	AT5G14060.1
OG0002847	Cg008G2703000	AT5G13930.1
OG0002848	Cg001G0281800	AT4G13520.1
OG0002849	Cg005G1539000	AT2G39320.1
OG0002850	Cg008G2680100	AT5G11300.1
OG0002850	Cg008G2810400	AT5G25380.4
OG0002851	Cg008G2679300	AT5G11180.2, AT5G11210.5
OG0002852	Cg008G2823000	AT5G26830.1
OG0002853	Cg008G2790300	AT5G23320.2
OG0002853	Cg008G2655200	AT5G08335.1
OG0002854	Cg005G1679400, Cg005G1679600	AT2G27100.1
OG0002855	Cg006G2181500	AT1G08250.1
OG0002855	Cg005G1659100	AT2G27820.1
OG0002856	Cg005G1628000	AT2G30460.1
OG0002856	Cg006G2196800	AT1G06890.1
OG0002857	Cg006G2203800	AT1G06130.1
OG0002857	Cg005G1618700	AT2G31350.1
OG0002858	Cg005G1607400	AT2G32580.1
OG0002858	Cg006G2215300	AT1G05070.1
OG0002859	Cg006G2214600	AT1G05150.1
OG0002859	Cg005G1608400	AT2G32450.1
OG0002860	Cg006G2217900	AT1G04860.1
OG0002861	Cg005G1601000	AT2G33230.1
OG0002861	Cg006G2220600	AT1G04610.1
OG0002862	Cg006G2185000	AT1G07910.2
OG0002863	Cg001G0146600	AT4G25670.1
OG0002863	Cg001G0146300	AT4G25690.1
OG0002864	Cg006G1995700	AT1G28060.1
OG0002864	Cg007G2487500	AT3G55930.1
OG0002865	Cg005G1577400	AT2G35605.1
OG0002865	Cg006G1956000	AT1G31760.1
OG0002866	Cg006G1954000	AT1G31885.1
OG0002867	Cg006G1953000	AT1G32050.1
OG0002868	Cg003G1051800	AT5G65920.1
OG0002868	Cg002G0529800	AT3G49810.1
OG0002869	Cg003G1049400	AT5G65700.1
OG0002869	Cg002G0531200	AT3G49670.1
OG0002870	Cg003G1034100	AT5G63670.1
OG0002870	Cg008G2658000	AT5G08565.1
OG0002871	Cg003G1024300	AT5G63370.1
OG0002872	Cg003G1007600	AT5G61690.2
OG0002872	Cg003G1007900	AT5G61730.2
OG0002873	Cg008G2774600	AT5G21030.2
OG0002873	Cg008G2775900	AT5G21150.1
OG0002874	Cg001G0135400	AT4G26720.1
OG0002874	Cg003G0941200	AT5G55260.2
OG0002875	Cg003G0941600	AT5G55300.2
OG0002876	Cg002G0524600	AT5G51360.1, AT3G50373.1
OG0002878	Cg008G2618800	AT1G46408.1, AT5G04640.1
OG0002879	Cg008G2612400	AT5G04090.6
OG0002879	Cg004G1161400	AT3G10250.1
OG0002880	Cg001G0386400	AT5G41340.1
OG0002880	Cg007G2266300	AT1G63800.1
OG0002883	Cg007G2556300	AT1G78540.2
OG0002883	Cg006G2094300	AT1G17040.2
OG0002884	Cg003G1050900	AT5G65830.1
OG0002884	Cg002G0530400	AT3G49750.1
OG0002885	Cg004G1296700	AT3G22961.1
OG0002886	Cg005G1567000	AT2G36680.1
OG0002886	Cg002G0496100	AT3G53120.1
OG0002887	Cg001G0160100	AT4G24390.1
OG0002888	Cg001G0299100, Cg001G0299400	AT4G12770.1, AT4G12780.1
OG0002889	Cg004G1318100	AT3G24670.1
OG0002890	Cg001G0283500	AT4G13360.1
OG0002890	Cg004G1314000	AT3G24360.1
OG0002891	Cg006G2057300	AT1G20920.1
OG0002893	Cg008G2962300	AT5G45550.1
OG0002895	Cg004G1220900	AT3G15610.1
OG0002895	Cg006G1808000	AT1G52730.1
OG0002897	Cg004G1382300, Cg004G1390000, Cg004G1390100	AT2G15480.2, AT2G15490.1
OG0002898	Cg008G2981000	AT5G47150.1
OG0002899	Cg001G0053600	AT4G34740.1
OG0002899	Cg004G1400600	AT2G16570.1
OG0002900	Cg001G0174300	AT4G22990.2
OG0002900	Cg003G0755100	AT4G11810.1
OG0002902	Cg003G0741100, Cg003G0856700	AT4G04745.1
OG0002903	Cg003G1066700	AT5G66270.1
OG0002904	Cg002G0516000, Cg003G1068300	AT5G66140.1
OG0002905	Cg003G1069700	AT5G66020.1
OG0002905	Cg002G0514200	AT3G51460.1
OG0002906	Cg005G1457000	AT2G47250.1
OG0002906	Cg002G0406600	AT3G62310.1
OG0002907	Cg005G1459000	AT2G47000.1
OG0002908	Cg005G1465200	AT2G46410.1
OG0002909	Cg005G1466000	AT2G46330.1
OG0002910	Cg005G1476700	AT2G45290.1
OG0002910	Cg002G0421400	AT3G60750.1
OG0002911	Cg005G1491400	AT2G43795.2
OG0002911	Cg002G0429700	AT3G59800.1
OG0002913	Cg002G0481900	AT3G54530.1
OG0002914	Cg003G0917800	AT5G53430.1
OG0002914	Cg001G0123800	AT4G27910.1
OG0002915	Cg004G1351800	AT2G06520.1
OG0002916	Cg001G0036500	AT4G36450.1
OG0002916	Cg004G1417800	AT2G18170.1
OG0002917	Cg003G0963800	AT5G57360.2
OG0002919	Cg008G2757200	AT5G19230.1, AT5G19240.1
OG0002919	Cg008G2757100	AT5G19250.1
OG0002920	Cg005G1474400	AT2G45510.1
OG0002921	Cg004G1094200	AT3G03250.2
OG0002922	Cg008G2830200	AT5G27320.1
OG0002922	Cg004G1112700	AT3G05120.1
OG0002923	Cg004G1119300	AT3G05710.2
OG0002923	Cg008G2824100	AT5G26980.1
OG0002924	Cg004G1144100	AT3G07980.1
OG0002924	Cg004G1195600	AT3G13530.1
OG0002925	Cg004G1149100	AT3G08943.1, AT3G08947.1
OG0002926	Cg004G1158900	AT3G09960.1
OG0002926	Cg004G1159000	AT3G09970.1
OG0002927	Cg004G1193100	AT3G13300.1, AT3G13290.1
OG0002928	Cg004G1211700	AT3G15000.1, AT1G53260.1
OG0002930	Cg004G1222700	AT3G15820.1
OG0002931	Cg004G1246100	AT3G18070.1
OG0002931	Cg004G1246200	AT3G18080.1
OG0002932	Cg004G1247300	AT3G18180.1
OG0002932	Cg004G1247200	AT3G18170.2
OG0002933	Cg004G1259500	AT3G19400.1
OG0002933	Cg004G1259400	AT3G19390.1
OG0002936	Cg004G1284800	AT3G21690.1
OG0002937	Cg007G2408900, Cg007G2400600	AT1G65290.1
OG0002938	Cg003G0701800, Cg014G3054100	AT4G00360.1
OG0002938	Cg006G2250300	AT1G01600.1
OG0002939	Cg006G2242400	AT1G02360.3
OG0002939	Cg003G0715400, Cg014G3040200	AT4G01700.1
OG0002940	Cg005G1620900	AT2G31150.1
OG0002940	Cg006G2203100	AT1G06190.5
OG0002941	Cg006G2112200	AT2G01090.1, AT1G15120.2
OG0002942	Cg006G2068300	AT1G19770.1
OG0002943	Cg007G2269300	AT1G63540.1, AT1G63530.3
OG0002944	Cg007G2294200	AT1G61120.1
OG0002945	Cg007G2323000	AT1G57980.1
OG0002945	Cg007G2322700	AT1G57990.1, AT1G57943.1
OG0002946	Cg005G1757100	AT2G23200.1
OG0002947	Cg003G0739400	AT4G04910.1
OG0002948	Cg001G0008200	AT4G39000.1
OG0002948	Cg001G0008100	AT4G38990.2
OG0002949	Cg001G0011300	AT3G27910.1
OG0002949	Cg001G0011000	AT4G39240.1
OG0002950	Cg001G0022500	AT4G37880.1
OG0002950	Cg005G1761600	AT2G22690.1
OG0002952	Cg001G0079000	AT4G32400.1
OG0002953	Cg005G1706700	AT2G26450.1
OG0002953	Cg001G0069500	AT4G33230.1
OG0002954	Cg005G1730100	AT2G25310.1
OG0002954	Cg001G0081400	AT4G32130.1
OG0002955	Cg005G1733300	AT2G25220.2
OG0002957	Cg003G0712800	AT4G01985.1
OG0002958	Cg004G1443800	AT2G20680.1
OG0002958	Cg001G0118800	AT4G28320.1
OG0002962	Cg001G0020700	AT4G38030.1
OG0002971	Cg008G2626500	AT5G05450.1
OG0002972	Cg005G1751400	AT2G23910.1
OG0002972	Cg001G0097700	AT4G30470.1
OG0002973	Cg004G1140400	AT3G07610.3
OG0002975	Cg005G1736800	AT5G25780.1, AT5G27640.2
OG0002976	Cg008G2732800	AT5G16880.1
OG0002977	Cg008G2724600	AT5G16020.1
OG0002978	Cg004G1072200	AT3G01930.2
OG0002978	Cg008G2705200	AT5G14120.1
OG0002979	Cg008G2697200	AT5G13320.2
OG0002980	Cg007G2422300, Cg007G2422400, Cg002G0659700, Cg001G0265000	AT4G38870.1
OG0002981	Cg008G2670200	AT5G10350.1
OG0002981	Cg003G1044600	AT5G65260.1
OG0002982	Cg008G2664900	AT5G09830.1
OG0002983	Cg007G2284600, Cg001G0168200	AT3G42153.1, AT4G09740.1, AT4G23560.1
OG0002985	Cg006G2193100	AT1G07175.1
OG0002985	Cg005G1633700	AT2G29995.1
OG0002987	Cg008G2940500	AT5G44090.2
OG0002988	Cg008G2891600	AT5G42820.1
OG0002988	Cg006G1999300	AT1G27650.1
OG0002989	Cg005G1585400	AT2G34750.1
OG0002990	Cg006G1967400	AT1G30720.1
OG0002991	Cg005G1579900	AT2G35340.1
OG0002991	Cg006G1947400	AT1G32490.1
OG0002992	Cg003G1055200	AT5G67360.1
OG0002993	Cg002G0528400	AT3G49960.1
OG0002994	Cg003G1053500	AT5G67500.1
OG0002996	Cg008G2784700, Cg008G2784800	AT5G22780.1, AT5G22770.1
OG0002997	Cg003G0993900, Cg003G0993800	AT5G60270.1
OG0002998	Cg003G0977900	AT5G58782.2
OG0002999	Cg003G0970600, Cg003G0971700	AT5G58050.1, AT5G58170.1
OG0003000	Cg003G0950100	AT5G56170.1
OG0003001	Cg006G2201700, Cg006G2201500	AT1G06360.2
OG0003002	Cg003G0938300	AT5G54970.1
OG0003002	Cg001G0133300	AT4G26960.1
OG0003003	Cg003G0937900	AT5G54920.2
OG0003004	Cg006G1831600, Cg008G2799600	AT1G09620.1
OG0003005	Cg008G2639300	AT5G06730.1
OG0003005	Cg008G2639200	AT5G06720.1
OG0003006	Cg006G2234800	AT1G03130.1
OG0003006	Cg014G3028300, Cg003G0726400	AT4G02770.1
OG0003008	Cg002G0450700	AT3G57360.1, AT3G02370.2
OG0003009	Cg008G2598800	AT5G02730.1
OG0003009	Cg004G1155400	AT3G09590.1
OG0003010	Cg003G0836900, Cg001G0383800	AT5G41130.3
OG0003010	Cg001G0383700	AT5G41120.3
OG0003011	Cg006G2046200	AT1G22050.1
OG0003011	Cg007G2549700	AT1G77870.1
OG0003013	Cg007G2546400	AT1G77540.1
OG0003013	Cg006G2048700	AT1G21770.1
OG0003014	Cg001G0044800	AT4G35630.1
OG0003015	Cg001G0044700	AT4G35640.1
OG0003015	Cg004G1412100	AT2G17640.1
OG0003016	Cg003G0801700	AT4G08500.1
OG0003018	Cg004G1319100	AT3G24790.2
OG0003019	Cg001G0276300, Cg001G0276400	AT4G13770.1
OG0003020	Cg001G0274600	AT4G13930.1
OG0003021	Cg007G2509600	AT1G73890.1
OG0003022	Cg007G2457000	AT1G68750.1
OG0003023	Cg001G0110100	AT4G29180.2
OG0003023	Cg001G0107600	AT4G29450.1
OG0003024	Cg006G2055000	AT1G21170.2
OG0003025	Cg002G0632200	AT3G28150.1
OG0003026	Cg002G0632400	AT3G28200.1
OG0003027	Cg008G2961700	AT5G45490.1
OG0003027	Cg008G2961300	AT5G45440.1
OG0003028	Cg004G1261800, Cg004G1262000	AT3G19590.1
OG0003029	Cg006G1826500	AT1G50740.1
OG0003029	Cg004G1272300	AT3G20510.1
OG0003030	Cg006G1838600	AT1G49340.1
OG0003031	Cg006G1818500	AT1G51650.1
OG0003032	Cg004G1226100	AT3G16175.1
OG0003033	Cg005G1550600, Cg005G1550500	AT2G38185.4, AT2G38195.1, AT2G38220.1
OG0003034	Cg003G1064100	AT5G49560.1
OG0003034	Cg002G0519600	AT3G50850.1
OG0003035	Cg001G0197900	AT4G20380.8
OG0003037	Cg003G0736700, Cg003G0861500	AT4G05190.1
OG0003037	Cg001G0191800	AT4G21270.1
OG0003039	Cg002G0420900	AT3G60800.1
OG0003040	Cg002G0424000	AT3G60415.1
OG0003041	Cg002G0426800	AT3G60130.1
OG0003043	Cg002G0443400	AT3G58100.2
OG0003044	Cg002G0491100	AT3G53540.2
OG0003045	Cg004G1094300	AT3G03260.1
OG0003046	Cg007G2418400	AT1G65845.1
OG0003047	Cg007G2441600	AT1G67460.1
OG0003047	Cg007G2441500	AT1G67440.2
OG0003048	Cg007G2442300	AT1G67530.1
OG0003049	Cg007G2445900	AT1G67870.1
OG0003050	Cg007G2411100, Cg007G2398500	AT1G65220.1
OG0003050	Cg001G0321100	AT5G36230.2
OG0003051	Cg001G0155700	AT4G24805.1
OG0003052	Cg001G0006400	AT4G38790.1
OG0003054	Cg001G0198400	AT4G20330.1, AT4G21010.1
OG0003055	Cg008G2756000	AT5G19110.2
OG0003056	Cg004G1123100	AT3G06010.1
OG0003056	Cg008G2757800	AT5G19310.1
OG0003057	Cg008G2820500	AT5G26730.1
OG0003058	Cg004G1109000	AT3G04830.1
OG0003059	Cg005G1454200	AT2G47510.1
OG0003059	Cg003G0890800	AT5G50950.1
OG0003060	Cg005G1495400, Cg005G1476300	AT2G45330.1
OG0003061	Cg005G1490700	AT2G43880.1
OG0003062	Cg005G1490900	AT2G43860.1
OG0003063	Cg006G2011600	AT5G24640.1, AT2G41730.1
OG0003064	Cg004G1113500	AT3G05190.1
OG0003065	Cg004G1117000	AT1G09100.1
OG0003067	Cg008G2841300	AT5G49460.1
OG0003068	Cg004G1147400	AT3G08770.2
OG0003068	Cg008G2584400	AT5G01870.1
OG0003069	Cg004G1169300	AT3G30540.1, AT3G10900.1, AT3G10890.1
OG0003071	Cg008G2937900	AT1G67520.6
OG0003072	Cg004G1245600	AT3G18030.1
OG0003072	Cg006G1847000	AT1G48605.1
OG0003073	Cg006G1845200	AT1G48760.1
OG0003074	Cg001G0340300	AT5G37800.1
OG0003074	Cg007G2427100	AT1G66470.1
OG0003075	Cg008G2753300, Cg008G2753100, Cg008G2752900	AT5G18860.1
OG0003077	Cg006G2250700	AT1G01640.1
OG0003078	Cg006G2238600	AT1G02790.1
OG0003079	Cg006G2232900	AT1G03360.1
OG0003080	Cg006G2201300	AT1G06390.1
OG0003080	Cg005G1623000	AT2G30980.1
OG0003081	Cg007G2301500	AT1G60630.1
OG0003081	Cg006G2154600	AT1G10850.1
OG0003082	Cg002G0691700	AT1G14900.1
OG0003083	Cg006G2113500	AT1G14980.1
OG0003084	Cg006G2108800	AT1G15460.1
OG0003085	Cg006G2080600	AT1G18500.1
OG0003085	Cg007G2511300	AT1G74040.1
OG0003086	Cg007G2533500	AT1G76210.1
OG0003087	Cg006G2059900	AT1G20696.2, AT1G20693.1
OG0003088	Cg006G2059700	AT1G20710.1
OG0003088	Cg006G2059800	AT1G20700.1
OG0003089	Cg006G2055300	AT1G21140.1
OG0003092	Cg008G2947600	AT5G44600.1
OG0003092	Cg008G2947500	AT5G44590.1
OG0003093	Cg001G0036200	AT4G36500.1
OG0003094	Cg001G0052200	AT4G34920.1
OG0003094	Cg001G0052100	AT4G34930.1
OG0003095	Cg003G0719200, Cg014G3036600	AT4G34900.1
OG0003095	Cg001G0052400	AT4G34890.1
OG0003096	Cg001G0081800, Cg001G0081900	AT4G32090.1
OG0003097	Cg007G2466800	AT1G69670.1
OG0003097	Cg006G2019900	AT1G26830.1
OG0003098	Cg014G3038100, Cg003G0717500	AT4G01450.2
OG0003101	Cg004G1418000	AT2G18190.1, AT2G18193.1
OG0003102	Cg005G1748900, Cg008G2944500	AT2G24050.1
OG0003103	Cg005G1644700	AT2G28990.1
OG0003116	Cg001G0097600	AT4G30480.2
OG0003117	Cg008G2742900	AT4G08580.1, AT5G17900.1
OG0003118	Cg008G2724300	AT5G15980.1
OG0003118	Cg004G1086100	AT3G02490.1
OG0003119	Cg008G2713300	AT5G14930.2
OG0003120	Cg003G1044700	AT5G65270.1
OG0003121	Cg005G1604100	AT2G32870.1, AT2G32880.1
OG0003122	Cg003G0813400, Cg001G0151700, Cg001G0120600	AT4G00130.1, AT4G25210.1
OG0003123	Cg006G1857100	AT1G47578.1
OG0003123	Cg001G0092300	AT4G31050.1
OG0003124	Cg006G1987300	AT3G19515.2, AT1G29030.1
OG0003125	Cg006G1961800	AT1G31200.1
OG0003125	Cg006G2161700	AT1G10155.1
OG0003126	Cg006G1956700, Cg006G1957100	AT1G31710.1
OG0003127	Cg002G0521900	AT3G50650.1
OG0003127	Cg003G1061600	AT5G66770.1
OG0003128	Cg001G0331900	AT5G37340.2
OG0003129	Cg003G1026200	AT5G63570.1
OG0003130	Cg003G1021200	AT5G63030.1
OG0003131	Cg008G2646400	AT5G07450.1
OG0003132	Cg002G0536300	AT3G49140.1
OG0003132	Cg008G2796700	AT5G24060.2
OG0003133	Cg007G2290200, Cg007G2290500	AT1G61380.1
OG0003134	Cg004G1290400	AT3G22320.1
OG0003138	Cg003G0906300	AT5G52300.1
OG0003139	Cg001G0144300	AT4G25890.1
OG0003140	Cg006G2047000	AT1G21970.1
OG0003141	Cg004G1234800	AT3G17010.1
OG0003142	Cg006G2237800	AT1G02840.1
OG0003143	Cg003G0723500, Cg014G3031200	AT4G02510.1
OG0003144	Cg002G0474100, Cg002G0474200	AT3G55220.1, AT3G55200.1
OG0003145	Cg008G2619200	AT5G04680.1, AT5G04700.1
OG0003146	Cg008G2616800	AT5G04460.1
OG0003147	Cg001G0380200	AT5G40780.1
OG0003148	Cg001G0385800	AT5G41260.1
OG0003148	Cg007G2269500	AT1G63500.1
OG0003149	Cg007G2580500	AT1G79920.1, AT1G79930.1
OG0003150	Cg007G2576700	AT1G80280.1
OG0003150	Cg006G2108500	AT1G15490.1
OG0003152	Cg007G2565600	AT1G79450.1
OG0003152	Cg006G2100800	AT1G16360.2
OG0003153	Cg007G2559500	AT1G78860.1, AT1G78850.1
OG0003154	Cg007G2539600	AT1G76870.1
OG0003154	Cg006G2054800	AT1G21200.1
OG0003155	Cg007G2538800	AT1G76780.2
OG0003156	Cg002G0668300	AT3G25940.1
OG0003157	Cg007G2523000	AT1G75230.2, AT1G19480.1
OG0003159	Cg005G1572400	AT2G36100.1
OG0003160	Cg005G1569400	AT2G36380.1
OG0003162	Cg001G0276900	AT4G13710.1
OG0003163	Cg001G0262600	AT4G14723.1
OG0003163	Cg004G1295100	AT3G22820.1
OG0003164	Cg004G1282600	AT3G21465.2
OG0003164	Cg001G0250500	AT4G15640.1
OG0003165	Cg006G2082200	AT1G18350.1
OG0003165	Cg007G2504700	AT1G73500.1
OG0003166	Cg006G2083300	AT1G18260.1
OG0003166	Cg007G2505300	AT1G73570.1
OG0003167	Cg002G0629500	AT3G27880.1
OG0003168	Cg002G0626400	AT3G29180.1
OG0003169	Cg001G0377500	AT5G40540.1
OG0003169	Cg002G0649900	AT3G27560.1
OG0003175	Cg008G2922800	AT5G42960.1
OG0003175	Cg006G1872600	AT1G45170.1
OG0003177	Cg003G0894900	AT5G51270.1
OG0003178	Cg003G0841600	AT5G49700.1
OG0003178	Cg006G2118800	AT1G14490.2
OG0003179	Cg001G0240100	AT4G16480.1
OG0003179	Cg005G1575900	AT2G35740.1
OG0003180	Cg001G0232200	AT4G17080.1
OG0003180	Cg005G1581600	AT2G35170.1
OG0003181	Cg002G0518400	AT3G50960.1
OG0003182	Cg002G0423300	AT3G60500.1
OG0003182	Cg002G0567700	AT3G12990.1
OG0003183	Cg002G0429600	AT3G59810.1
OG0003185	Cg002G0576800	AT3G62050.1
OG0003186	Cg005G1707400	AT2G26390.1
OG0003187	Cg002G0464100	AT3G56060.1
OG0003188	Cg002G0465200	AT3G55960.1
OG0003189	Cg005G1539800	AT2G39230.1
OG0003189	Cg002G0476800	AT3G54980.1
OG0003190	Cg002G0489700	AT3G53680.2
OG0003190	Cg005G1558600	AT2G37520.1
OG0003192	Cg004G1415800	AT2G17980.1
OG0003193	Cg002G0457600	AT3G56680.1
OG0003193	Cg005G1520500	AT2G40960.1
OG0003194	Cg001G0244400, Cg005G1540000	AT2G39210.1
OG0003195	Cg001G0031600	AT4G37160.1
OG0003196	Cg005G1734000	AT2G25170.3
OG0003197	Cg003G0756700	AT4G11650.1
OG0003198	Cg008G2828300	AT5G27520.1
OG0003199	Cg004G1443200	AT2G20610.1
OG0003200	Cg004G1107300	AT3G04690.1
OG0003200	Cg008G2835500	AT5G28680.1
OG0003201	Cg004G1114700	AT3G05280.1
OG0003201	Cg008G2828500	AT5G27490.1
OG0003202	Cg008G2754100	AT5G18960.1
OG0003202	Cg004G1125700, Cg004G1125800	AT3G06250.1
OG0003203	Cg004G1136500	AT3G07220.1
OG0003204	Cg004G1129400, Cg004G1129000	AT3G06545.1
OG0003206	Cg004G1187300	AT3G12830.1
OG0003207	Cg004G1205500	AT3G14320.1
OG0003208	Cg004G1252300	AT3G18650.1
OG0003210	Cg001G0342800	AT5G37930.1
OG0003211	Cg006G2219400	AT1G50920.1
OG0003213	Cg006G2179500	AT1G08430.1
OG0003214	Cg007G2306400	AT1G60030.1
OG0003214	Cg006G2158000	AT1G10540.1
OG0003215	Cg006G2136500	AT1G12740.2
OG0003216	Cg007G2523900	AT4G31520.1
OG0003216	Cg006G2131800	AT1G13160.1
OG0003217	Cg002G0687100	AT2G02061.1
OG0003217	Cg006G2117700	AT1G14590.1
OG0003218	Cg003G0881100, Cg003G0832200	AT5G50430.1
OG0003218	Cg006G2091800	AT1G17280.4
OG0003220	Cg006G2039900	AT1G22650.1
OG0003221	Cg006G2037400	AT1G22885.2
OG0003222	Cg007G2482900	AT1G71230.1
OG0003222	Cg006G2037000	AT1G22920.1
OG0003223	Cg007G2300000	AT1G60989.1
OG0003224	Cg007G2311300	AT1G59700.1
OG0003226	Cg006G1852800	AT1G47980.1
OG0003227	Cg001G0058100	AT2G14880.1, AT4G34290.1
OG0003228	Cg001G0064400	AT5G26130.1, AT4G33710.1
OG0003229	Cg006G2018200	AT1G26730.1, AT1G35350.1
OG0003230	Cg001G0126700	AT4G27630.3
OG0003230	Cg007G2386700	AT1G64990.1
OG0003231	Cg002G0673900	AT2G03850.1
OG0003231	Cg002G0674800	AT2G03740.1
OG0003233	Cg001G0037400	AT4G36350.1
OG0003233	Cg003G0838000	AT1G56360.1
OG0003236	Cg005G1763700	AT2G22510.1
OG0003236	Cg001G0020200	AT4G38080.1
OG0003237	Cg001G0354800	AT5G38800.1
OG0003239	Cg002G0575200	AT3G45420.1
OG0003239	Cg002G0575500, Cg002G0575400, Cg002G0575300, Cg002G0575700	AT3G45410.1
OG0003246	Cg002G0562300, Cg002G0562600	AT3G46660.1
OG0003247	Cg002G0560300	AT3G46740.1
OG0003247	Cg003G0982900	AT1G35860.1
OG0003248	Cg002G0546700	AT3G48090.1, AT3G48080.1
OG0003250	Cg008G2715700	AT5G15140.1
OG0003251	Cg008G2704200	AT5G14040.1
OG0003252	Cg008G2687100	AT5G12000.1
OG0003252	Cg008G2818100	AT5G26150.2
OG0003253	Cg001G0217200	AT4G18440.1, AT1G36280.1
OG0003254	Cg003G1043700	AT5G65010.2
OG0003254	Cg008G2669300	AT5G10240.1
OG0003255	Cg008G2669200	AT5G10230.1
OG0003255	Cg008G2669100	AT5G10220.1
OG0003256	Cg008G2668300	AT5G10140.1
OG0003257	Cg008G2663400	AT5G09650.1
OG0003258	Cg003G1034300	AT5G64310.1
OG0003259	Cg005G1636300	AT2G29700.1
OG0003260	Cg005G1627600	AT2G30490.1
OG0003261	Cg005G1626900	AT2G30570.1
OG0003263	Cg006G1839200, Cg006G1839100	AT1G49290.1
OG0003264	Cg005G1603100	AT2G32980.1
OG0003265	Cg001G0292600	AT4G10320.1
OG0003266	Cg006G2021400	AT1G27000.1
OG0003267	Cg006G1970500	AT1G30420.1
OG0003267	Cg006G1970600	AT1G30410.1
OG0003268	Cg003G1007800	AT5G61720.1
OG0003269	Cg008G2660700	AT5G09350.1
OG0003269	Cg003G1031400	AT5G64070.1
OG0003270	Cg003G1002900	AT5G61220.1
OG0003271	Cg008G2792300	AT5G23540.1
OG0003271	Cg006G2237300	AT5G27607.1
OG0003275	Cg004G1190500	AT3G13080.1
OG0003276	Cg003G0974500	AT5G58460.1, AT5G37060.1
OG0003277	Cg003G0948600	AT5G56020.1
OG0003277	Cg001G0137500	AT4G26550.1
OG0003278	Cg002G0531100	AT3G49680.1
OG0003280	Cg008G2842800, Cg006G1828800	AT5G03220.1
OG0003281	Cg006G2140000	AT1G12350.1
OG0003282	Cg006G2033200	AT1G23280.1
OG0003283	Cg005G1722600	AT2G25710.1
OG0003284	Cg007G2576000	AT1G80370.1
OG0003285	Cg001G0211900	AT4G18910.1
OG0003286	Cg001G0203800	AT4G19690.2
OG0003287	Cg006G2043800, Cg006G2043400	AT1G22260.1, AT1G22275.1
OG0003289	Cg001G0260400	AT4G14880.1
OG0003290	Cg004G1289300	AT3G22220.1
OG0003290	Cg001G0259000	AT4G15020.1
OG0003291	Cg007G2268600	AT1G63580.1, AT1G63590.1
OG0003292	Cg006G2019400	AT1G26870.1
OG0003293	Cg001G0387100	AT5G41450.1, AT5G41440.1, AT5G41430.1
OG0003294	Cg006G1806700	AT1G52855.1, AT3G15534.1
OG0003295	Cg001G0218300	AT4G18372.1
OG0003297	Cg003G0872900, Cg003G1023200	AT5G63225.1, AT5G63230.1
OG0003298	Cg001G0204900	AT4G19610.1
OG0003299	Cg003G0895100	AT5G51300.1
OG0003300	Cg008G2915000	AT5G42270.1
OG0003300	Cg006G1830900	AT1G50250.1
OG0003301	Cg003G1069000	AT5G66080.1
OG0003301	Cg002G0514900	AT3G51370.1
OG0003302	Cg005G1467800	AT2G46180.1
OG0003303	Cg005G1546000	AT2G38620.2
OG0003303	Cg002G0485100	AT3G54180.1
OG0003304	Cg001G0131000	AT4G27220.2
OG0003305	Cg001G0293700	AT4G12980.1, AT3G25290.1
OG0003306	Cg008G2878500	AT5G48300.1
OG0003307	Cg007G2445200	AT1G67800.2
OG0003308	Cg004G1423700	AT2G18740.1
OG0003309	Cg006G1789600	AT1G55205.2
OG0003309	Cg004G1197000	AT3G13674.1
OG0003310	Cg006G1868900	AT1G44780.1
OG0003310	Cg003G0807000	AT4G08310.1
OG0003311	Cg005G1457200	AT2G47240.1
OG0003312	Cg007G2533000	AT1G76170.7
OG0003312	Cg005G1487200	AT2G44270.1
OG0003313	Cg004G1399600	AT5G48420.1
OG0003313	Cg001G0054500	AT4G34630.1
OG0003314	Cg004G1112400, Cg008G2831900	AT3G05100.1
OG0003315	Cg008G2819600	AT5G26360.1
OG0003316	Cg004G1124900	AT3G06210.1
OG0003316	Cg008G2754300	AT5G18980.1
OG0003317	Cg004G1136000	AT3G07190.1
OG0003317	Cg008G2869600, Cg008G2853700	AT5G48660.1
OG0003318	Cg004G1216600	AT3G16530.1, AT3G15356.1
OG0003319	Cg004G1233200	AT3G16830.1
OG0003320	Cg006G1838100	AT3G18880.1
OG0003321	Cg001G0118200	AT4G28365.1
OG0003321	Cg001G0077900	AT4G32490.1
OG0003322	Cg001G0354700	AT5G38790.1
OG0003323	Cg004G1289600	AT3G22240.1
OG0003324	Cg001G0101000	AT4G30170.1
OG0003324	Cg002G0672300	AT2G18980.1
OG0003325	Cg007G2446100	AT1G67890.1
OG0003325	Cg008G2841200	AT5G49470.2
OG0003326	Cg002G0511100	AT3G51770.2
OG0003327	Cg014G3048900, Cg003G0706600	AT4G01280.2
OG0003328	Cg014G3046500, Cg003G0709300	AT4G01010.1
OG0003328	Cg006G2247700	AT1G01340.2
OG0003331	Cg006G2176400	AT1G08730.1
