Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0001061	Cg004G1121000	XP_018490299.1
OG0001063	Cg004G1286100, Cg004G1286000	XP_018491870.1, XP_018489475.1
OG0001064	Cg007G2329800, Cg007G2426300	XP_018491141.1, XP_018444375.1, XP_018442946.1, XP_018468743.1
OG0001065	Cg003G0699000	XP_018456819.1
OG0001065	Cg005G1476500	XP_018476578.1
OG0001066	Cg006G2122900	XP_018486493.1, XP_018465711.1, XP_018451401.1
OG0001066	Cg006G2123000	XP_018485503.1, XP_018451808.1
OG0001067	Cg007G2476200	XP_018468128.1, XP_018459399.1, XP_018470888.1
OG0001069	Cg007G2286300	XP_018434548.1
OG0001069	Cg007G2286200	XP_018437662.1
OG0001071	Cg006G1840000, Cg006G1840100	XP_018459858.1, XP_018459859.1, XP_018449864.1, XP_018486921.1
OG0001077	Cg001G0219500	XP_018444697.1, XP_018444687.1
OG0001077	Cg001G0350000	XP_018435768.1
OG0001078	Cg003G0868900	XP_018474566.1, XP_018475111.1, XP_018453273.1
OG0001079	Cg002G0481600	XP_018489705.1, XP_018491682.1, XP_018451030.1
OG0001079	Cg006G2140900, Cg002G0481700	XP_018482832.1, XP_018464295.1
OG0001080	Cg001G0252000	XP_018467666.1
OG0001081	Cg007G2526800	XP_018468161.1, XP_018444092.1
OG0001081	Cg006G2067300	XP_018438401.1
OG0001082	Cg002G0552200	XP_018441219.1
OG0001085	Cg001G0214200	XP_018470886.1
OG0001085	Cg004G1315200	XP_018493492.1
OG0001086	Cg001G0274500	XP_018450869.1
OG0001086	Cg004G1307600	XP_018461835.1, XP_018432620.1, XP_018485458.1, XP_018439510.1, XP_018440611.1
OG0001087	Cg004G1232200	XP_018485683.1
OG0001088	Cg005G1756900	XP_018462625.1, XP_018438407.1
OG0001089	Cg002G0637500	XP_018454110.1, XP_018454112.1, XP_018471069.1, XP_018453513.1, XP_018444516.1
OG0001090	Cg002G0658600	XP_018484847.1, XP_018435182.1, XP_018434309.1, XP_018437148.1, XP_018434984.1
OG0001091	Cg007G2469600	XP_018453257.1
OG0001091	Cg007G2469500	XP_018468924.1, XP_018443112.1, XP_018443115.1, XP_018453240.1
OG0001092	Cg008G2955900, Cg008G2956200	XP_018455893.1
OG0001094	Cg004G1221800	XP_018433773.1
OG0001094	Cg006G1809600	XP_018479839.1, XP_018488511.1
OG0001095	Cg001G0220000	XP_018451567.1
OG0001095	Cg001G0219900	XP_018451568.1, XP_018477458.1
OG0001096	Cg006G2167800	XP_018483267.1, XP_018460016.1, XP_018447700.1, XP_018493380.1
OG0001096	Cg007G2324600	XP_018439413.1
OG0001097	Cg002G0433400	XP_018444080.1
OG0001098	Cg005G1561400	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1
OG0001098	Cg002G0492100	XP_018485991.1, XP_018446474.1
OG0001099	Cg004G1314400, Cg004G1314200	XP_018435511.1
OG0001099	Cg004G1316300	XP_018492495.1
OG0001101	Cg005G1521200	XP_018467092.1, XP_018467143.1, XP_018458495.1, XP_018436997.1
OG0001102	Cg003G0856900	XP_018466534.1
OG0001102	Cg003G0740600	XP_018456514.1
OG0001102	Cg003G0741000, Cg003G0856800	XP_018456948.1
OG0001103	Cg008G2822100	XP_018483633.1, XP_018471045.1, XP_018456687.1
OG0001103	Cg004G1120700	XP_018441736.1, XP_018491755.1, XP_018432918.1, XP_018487109.1
OG0001104	Cg004G1112500, Cg004G1112600	XP_018486113.1
OG0001104	Cg004G1110400	XP_018487417.1
OG0001105	Cg004G1130200	XP_018440174.1, XP_018440198.1
OG0001106	Cg004G1163900, Cg004G1164000	XP_018492857.1, XP_018439555.1, XP_018439554.1, XP_018439553.1, XP_018492855.1, XP_018432944.1, XP_018432962.1
OG0001107	Cg006G1843200	XP_018466256.1, XP_018485852.1, XP_018451606.1
OG0001107	Cg004G1251900	XP_018487035.1, XP_018488668.1
OG0001108	Cg006G2148800	XP_018467736.1, XP_018438594.1
OG0001109	Cg006G2114500	XP_018475108.1, XP_018436863.1
OG0001111	Cg006G1849800	XP_018449682.1, XP_018488851.1, XP_018482975.1
OG0001111	Cg004G1240900	XP_018489783.1, XP_018441422.1, XP_018490006.1, XP_018462281.1
OG0001112	Cg001G0231400	XP_018461576.1, XP_018483001.1, XP_018458064.1, XP_018463900.1, XP_018449812.1
OG0001112	Cg001G0042400	XP_018471730.1
OG0001116	Cg003G0927300	XP_018450143.1
OG0001116	Cg003G0923300, Cg003G0923400, Cg003G0923500	XP_018474184.1
OG0001120	Cg005G1610300	XP_018438982.1
OG0001120	Cg005G1610400	XP_018475050.1, XP_018474136.1, XP_018438984.1
OG0001121	Cg008G2698200	XP_018470782.1, XP_018445464.1, XP_018445550.1, XP_018470784.1, XP_018445463.1, XP_018445548.1, XP_018473369.1
OG0001122	Cg003G1048000	XP_018486819.1
OG0001123	Cg008G2671500	XP_018446600.1, XP_018472105.1
OG0001123	Cg003G1046400	XP_018492299.1, XP_018492155.1, XP_018457790.1
OG0001124	Cg006G2190100, Cg006G2189700	XP_018483598.1
OG0001126	Cg006G1859200	XP_018449550.1
OG0001127	Cg006G1988600, Cg006G1988700	XP_018489459.1, XP_018449551.1
OG0001128	Cg007G2451300	XP_018457592.1, XP_018468309.1, XP_018468422.1
OG0001128	Cg007G2263900	XP_018444828.1
OG0001129	Cg006G1958400	XP_018459283.1
OG0001129	Cg005G1577200	XP_018482491.1, XP_018475583.1, XP_018436363.1
OG0001130	Cg008G2761000	XP_018472169.1, XP_018465176.1, XP_018442486.1
OG0001130	Cg007G2276400	XP_018455236.1, XP_018453076.1, XP_018456917.1
OG0001131	Cg003G0940300	XP_018470574.1, XP_018452071.1
OG0001132	Cg004G1164700	XP_018435238.1, XP_018440376.1
OG0001132	Cg008G2617600	XP_018471458.1, XP_018471457.1, XP_018446727.1, XP_018446697.1
OG0001133	Cg008G2609200	XP_018458412.1, XP_018458414.1, XP_018444845.1
OG0001133	Cg008G2609500	XP_018458411.1
OG0001133	Cg008G2609400	XP_018443240.1
OG0001134	Cg004G1157300	XP_018487458.1
OG0001134	Cg008G2604200	XP_018476601.1, XP_018471714.1, XP_018445240.1
OG0001135	Cg008G2591800	XP_018482062.1, XP_018479651.1
OG0001135	Cg008G2591700	XP_018467636.1
OG0001136	Cg001G0390900	XP_018460782.1, XP_018446319.1
OG0001138	Cg007G2563800	XP_018456700.1
OG0001138	Cg007G2567000	XP_018433723.1
OG0001139	Cg006G2095700	XP_018438703.1, XP_018464071.1, XP_018467058.1
OG0001140	Cg007G2537800	XP_018443201.1, XP_018445856.1
OG0001140	Cg007G2537700	XP_018477760.1, XP_018480129.1, XP_018477759.1, XP_018445857.1
OG0001141	Cg002G0686700	XP_018462817.1
OG0001141	Cg006G2117900	XP_018462460.1, XP_018488197.1, XP_018451217.1
OG0001142	Cg006G2034500	XP_018490576.1
OG0001143	Cg006G2070000	XP_018449572.1
OG0001143	Cg007G2523700	XP_018472303.1
OG0001144	Cg006G1787300	XP_018451523.1, XP_018439320.1
OG0001144	Cg004G1194600	XP_018486503.1
OG0001145	Cg006G2086100	XP_018447351.1, XP_018447350.1, XP_018488466.1, XP_018432733.1
OG0001146	Cg004G1442500	XP_018440483.1
OG0001146	Cg001G0117100	XP_018444977.1, XP_018447047.1, XP_018477448.1
OG0001148	Cg002G0606800	XP_018441936.1, XP_018433113.1, XP_018483668.1, XP_018457768.1
OG0001148	Cg001G0355000	XP_018484726.1
OG0001149	Cg008G2973000, Cg008G2969900	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1
OG0001150	Cg002G0414000	XP_018446193.1, XP_018490477.1, XP_018491007.1
OG0001150	Cg005G1466200	XP_018438034.1, XP_018438223.1, XP_018475250.1, XP_018475258.1, XP_018465208.1
OG0001151	Cg005G1478500	XP_018482059.1, XP_018465594.1, XP_018467285.1, XP_018474803.1
OG0001151	Cg002G0422600	XP_018485142.1, XP_018443593.1, XP_018489522.1
OG0001152	Cg005G1495300, Cg002G0431400	XP_018475530.1, XP_018441098.1, XP_018493147.1, XP_018459600.1, XP_018460708.1
OG0001153	Cg002G0461300	XP_018459226.1, XP_018462535.1, XP_018432719.1
OG0001153	Cg005G1524900	XP_018433749.1, XP_018463991.1
OG0001154	Cg005G1772700	XP_018438973.1
OG0001154	Cg001G0010700	XP_018450459.1, XP_018451466.1, XP_018484232.1
OG0001157	Cg005G1461500	XP_018435060.1
OG0001160	Cg008G2746000	XP_018444469.1, XP_018476775.1, XP_018461628.1, XP_018471678.1
OG0001160	Cg004G1100700	XP_018441868.1
OG0001160	Cg007G2369100	XP_018485749.1
OG0001161	Cg006G2129500, Cg004G1102400	XP_018439265.1, XP_018464558.1, XP_018451763.1, XP_018441244.1, XP_018432846.1
OG0001162	Cg006G2141000	XP_018486357.1, XP_018438328.1
OG0001163	Cg006G2121600	XP_018471622.1
OG0001163	Cg006G2121700, Cg006G2121500	XP_018471892.1, XP_018437618.1, XP_018437616.1
OG0001164	Cg007G2547300	XP_018456104.1
OG0001164	Cg006G2047500	XP_018447984.1, XP_018447904.1, XP_018447946.1, XP_018434826.1, XP_018449083.1
OG0001166	Cg004G1248600	XP_018436815.1, XP_018490133.1
OG0001168	Cg001G0054400	XP_018478270.1
OG0001169	Cg001G0067900	XP_018470811.1, XP_018483752.1, XP_018459256.1
OG0001169	Cg004G1364900	XP_018490588.1, XP_018464566.1
OG0001170	Cg008G2601800	XP_018442479.1, XP_018444333.1
OG0001170	Cg003G0762900, Cg003G0762600, Cg003G0762700, Cg003G0762800, Cg003G0763000	XP_018458956.1, XP_018464695.1
OG0001171	Cg001G0102000	XP_018463694.1, XP_018482286.1, XP_018479064.1, XP_018469668.1
OG0001174	Cg003G0753800	XP_018474794.1, XP_018452168.1
OG0001174	Cg001G0175100	XP_018478670.1, XP_018478611.1, XP_018471581.1
OG0001175	Cg008G2722400	XP_018474864.1, XP_018475126.1, XP_018442177.1
OG0001175	Cg004G1084500	XP_018437242.1, XP_018460307.1, XP_018460304.1, XP_018490821.1
OG0001176	Cg004G1084000	XP_018489743.1, XP_018441361.1, XP_018493378.1
OG0001176	Cg008G2721700	XP_018446813.1, XP_018476865.1
OG0001177	Cg008G2688600	XP_018445830.1, XP_018470895.1, XP_018474742.1
OG0001177	Cg008G2758300	XP_018442459.1, XP_018447814.1
OG0001178	Cg008G2666400	XP_018446855.1, XP_018468596.1
OG0001178	Cg003G1040600	XP_018439358.1, XP_018458200.1, XP_018491643.1, XP_018491637.1
OG0001179	Cg003G1037100	XP_018486330.1, XP_018486336.1, XP_018452445.1, XP_018437533.1
OG0001179	Cg008G2663800	XP_018468451.1
OG0001182	Cg006G1871100	XP_018486206.1
OG0001182	Cg007G2525600	XP_018446199.1
OG0001183	Cg006G1982100, Cg006G1981600, Cg006G1982500	XP_018474095.1, XP_018474094.1, XP_018483690.1
OG0001183	Cg006G1981200	XP_018451330.1, XP_018451299.1, XP_018436174.1
OG0001184	Cg005G1577500	XP_018482911.1, XP_018439777.1
OG0001184	Cg006G1954200	XP_018488855.1, XP_018479159.1
OG0001185	Cg003G1050500	XP_018489764.1, XP_018491200.1, XP_018489766.1, XP_018437909.1, XP_018457011.1, XP_018455239.1
OG0001185	Cg002G0530900	XP_018439133.1, XP_018481662.1, XP_018463653.1
OG0001186	Cg008G2793300	XP_018482064.1, XP_018462961.1, XP_018478164.1, XP_018454761.1, XP_018454750.1
OG0001186	Cg002G0540600	XP_018434134.1, XP_018493448.1
OG0001189	Cg008G2761300	XP_018465831.1
OG0001189	Cg007G2439600	XP_018461640.1, XP_018445339.1
OG0001190	Cg001G0127200	XP_018444052.1
OG0001190	Cg003G0926200	XP_018468112.1, XP_018465018.1, XP_018448092.1, XP_018473294.1
OG0001191	Cg003G0926900	XP_018476575.1
OG0001192	Cg007G2532900	XP_018470683.1, XP_018445322.1
OG0001192	Cg006G2062200	XP_018463717.1
OG0001193	Cg006G1781500	XP_018451855.1, XP_018440054.1
OG0001193	Cg004G1187500	XP_018487273.1, XP_018486296.1, XP_018487338.1
OG0001194	Cg007G2517800	XP_018458497.1, XP_018445814.1, XP_018443067.1
OG0001194	Cg006G2076300	XP_018447868.1, XP_018447660.1
OG0001195	Cg004G1338300	XP_018491374.1
OG0001195	Cg002G0648600	XP_018433776.1
OG0001196	Cg007G2357400, Cg004G1354200, Cg004G1357800, Cg007G2343900, Cg002G0655900	XP_018436954.1
OG0001196	Cg001G0381700	XP_018478365.1, XP_018480847.1
OG0001197	Cg004G1189600	XP_018438278.1, XP_018491542.1
OG0001197	Cg004G1189700, Cg004G1189500	XP_018463084.1, XP_018438827.1, XP_018485877.1, XP_018489865.1
OG0001198	Cg007G2490700	XP_018471894.1, XP_018460181.1
OG0001198	Cg007G2490300	XP_018454393.1, XP_018446248.1
OG0001199	Cg001G0223900	XP_018447495.1, XP_018468897.1, XP_018483857.1
OG0001199	Cg008G2977400	XP_018478656.1, XP_018452254.1
OG0001200	Cg001G0228200	XP_018468370.1, XP_018459246.1, XP_018468291.1
OG0001201	Cg001G0181700	XP_018450871.1, XP_018463146.1, XP_018450766.1
OG0001202	Cg001G0236400, Cg001G0236200, Cg001G0236300	XP_018449094.1
OG0001202	Cg001G0236100	XP_018470827.1, XP_018468403.1
OG0001203	Cg002G0516600	XP_018450578.1, XP_018480373.1, XP_018440173.1, XP_018485038.1
OG0001203	Cg003G1066600	XP_018441256.1, XP_018437504.1
OG0001204	Cg002G0417500	XP_018491599.1, XP_018491670.1
OG0001204	Cg005G1470900	XP_018439974.1, XP_018479156.1, XP_018479124.1
OG0001205	Cg005G1488200	XP_018461829.1
OG0001205	Cg002G0428200	XP_018491108.1, XP_018491107.1, XP_018445552.1
OG0001206	Cg002G0434800	XP_018459989.1, XP_018442569.1, XP_018459988.1
OG0001207	Cg002G0443200	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001207	Cg005G1507000	XP_018474718.1, XP_018475040.1, XP_018435209.1
OG0001208	Cg005G1510300	XP_018472926.1
OG0001208	Cg002G0444200	XP_018443004.1, XP_018444960.1, XP_018477873.1, XP_018444961.1, XP_018486062.1
OG0001209	Cg002G0445300	XP_018445717.1, XP_018491914.1, XP_018491911.1, XP_018477049.1
OG0001209	Cg005G1508900	XP_018478660.1, XP_018482622.1, XP_018433733.1
OG0001210	Cg005G1561500	XP_018439646.1, XP_018437500.1, XP_018474976.1
OG0001210	Cg002G0492200	XP_018486069.1, XP_018464954.1
OG0001211	Cg001G0108000	XP_018480592.1, XP_018448083.1, XP_018472445.1, XP_018470108.1, XP_018468571.1
OG0001211	Cg004G1434500	XP_018433632.1, XP_018433617.1, XP_018466787.1, XP_018467197.1, XP_018434332.1
OG0001214	Cg004G1131700	XP_018492484.1, XP_018493554.1
OG0001214	Cg008G2844900, Cg008G2859700	XP_018462135.1, XP_018434287.1, XP_018463316.1, XP_018478356.1, XP_018453171.1
OG0001215	Cg003G0700400, Cg003G0847400, Cg010G2993600	XP_018437201.1, XP_018437390.1, XP_018481231.1
OG0001216	Cg004G1254200	XP_018434145.1, XP_018491136.1
OG0001216	Cg006G1839000	XP_018447239.1, XP_018459861.1
OG0001217	Cg001G0143000, Cg001G0142900	XP_018469187.1, XP_018482023.1, XP_018481475.1, XP_018479090.1
OG0001218	Cg006G1937300	XP_018489696.1, XP_018489618.1, XP_018464669.1
OG0001218	Cg003G0774500	XP_018439618.1
OG0001219	Cg008G2659100	XP_018436145.1, XP_018436142.1, XP_018446276.1, XP_018468567.1, XP_018468581.1
OG0001220	Cg004G1368700	XP_018492224.1
OG0001221	Cg008G2984100, Cg008G2983400	XP_018483546.1, XP_018455951.1, XP_018457008.1, XP_018455946.1
OG0001222	Cg004G1414700	XP_018490047.1, XP_018453378.1
OG0001222	Cg001G0039500	XP_018448120.1, XP_018459445.1, XP_018454959.1, XP_018480787.1
OG0001223	Cg006G2017700	XP_018473922.1, XP_018473945.1, XP_018493142.1, XP_018473959.1, XP_018473951.1, XP_018473930.1, XP_018462801.1
OG0001223	Cg001G0086400	XP_018450651.1, XP_018450655.1
OG0001225	Cg001G0179300	XP_018456316.1
OG0001231	Cg004G1092800	XP_018441770.1
OG0001231	Cg008G2733900	XP_018471108.1, XP_018471084.1, XP_018446328.1, XP_018458863.1
OG0001232	Cg008G2713200	XP_018456849.1
OG0001232	Cg007G2528200	XP_018463659.1, XP_018469596.1, XP_018469564.1, XP_018444378.1
OG0001233	Cg007G2283100	XP_018483181.1, XP_018481626.1
OG0001233	Cg001G0132500	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001234	Cg008G2675800	XP_018474464.1, XP_018474465.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001235	Cg008G2658100	XP_018446409.1, XP_018476389.1, XP_018462547.1
OG0001235	Cg003G1027600	XP_018457299.1, XP_018492974.1, XP_018492975.1
OG0001236	Cg003G0727100, Cg003G0870800	XP_018475699.1
OG0001237	Cg005G1641500	XP_018478828.1
OG0001237	Cg008G2632500	XP_018471103.1
OG0001240	Cg006G2218500	XP_018436042.1, XP_018465449.1
OG0001240	Cg005G1606200	XP_018482277.1
OG0001241	Cg005G1605800	XP_018475852.1, XP_018462020.1, XP_018483706.1, XP_018439703.1
OG0001243	Cg008G2832900	XP_018456641.1
OG0001243	Cg008G2832600	XP_018437970.1, XP_018463757.1, XP_018452245.1
OG0001244	Cg003G1052900	XP_018488958.1
OG0001244	Cg002G0529200	XP_018481072.1, XP_018481057.1
OG0001245	Cg003G1028300	XP_018435216.1, XP_018489801.1
OG0001246	Cg007G2441400	XP_018446783.1, XP_018442884.1, XP_018461681.1
OG0001246	Cg006G2001200	XP_018450554.1
OG0001247	Cg003G1008400	XP_018439421.1, XP_018492573.1
OG0001247	Cg008G2645500	XP_018470706.1, XP_018476180.1
OG0001248	Cg008G2778300	XP_018471573.1, XP_018446563.1
OG0001248	Cg002G0594100	XP_018437689.1, XP_018432653.1, XP_018491633.1
OG0001249	Cg003G0973700	XP_018456743.1
OG0001249	Cg008G2642700	XP_018446818.1, XP_018471687.1
OG0001251	Cg003G0926100	XP_018469271.1, XP_018473295.1, XP_018448093.1
OG0001252	Cg003G0723100, Cg014G3031600	XP_018461885.1, XP_018476355.1, XP_018456767.1
OG0001252	Cg006G2237100	XP_018437202.1
OG0001253	Cg014G3028700, Cg003G0726000	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1
OG0001254	Cg004G1156400	XP_018488308.1, XP_018435331.1
OG0001254	Cg008G2601600	XP_018472949.1, XP_018470609.1
OG0001255	Cg008G2599900	XP_018445525.1
OG0001255	Cg004G1155500	XP_018434911.1, XP_018487453.1, XP_018487083.1
OG0001256	Cg007G2559700	XP_018462967.1, XP_018448577.1, XP_018456181.1
OG0001256	Cg006G2096000	XP_018435911.1, XP_018465499.1, XP_018464069.1
OG0001257	Cg007G2539300	XP_018482960.1
OG0001257	Cg006G2055100	XP_018451697.1
OG0001258	Cg007G2524100	XP_018444090.1
OG0001258	Cg007G2523800	XP_018442333.1
OG0001259	Cg007G2522900	XP_018442373.1, XP_018448305.1, XP_018442873.1
OG0001259	Cg006G2071000	XP_018440214.1, XP_018432666.1
OG0001260	Cg004G1409400	XP_018441930.1
OG0001260	Cg001G0046700	XP_018444337.1, XP_018451821.1, XP_018448115.1
OG0001261	Cg001G0043300	XP_018450393.1, XP_018450394.1
OG0001261	Cg004G1412800	XP_018441113.1, XP_018466323.1, XP_018457101.1, XP_018452146.1, XP_018485426.1
OG0001262	Cg006G1786600	XP_018449829.1, XP_018448976.1
OG0001262	Cg004G1194000	XP_018488493.1, XP_018492552.1, XP_018437678.1
OG0001263	Cg002G0500000	XP_018484175.1, XP_018432681.1
OG0001263	Cg005G1570100	XP_018467309.1, XP_018473140.1, XP_018433993.1
OG0001264	Cg001G0296300	XP_018450067.1, XP_018450066.1
OG0001265	Cg004G1293000	XP_018486237.1, XP_018459666.1
OG0001265	Cg001G0261300, Cg008G2844100, Cg008G2859000	XP_018449306.1, XP_018463472.1
OG0001266	Cg006G2076800	XP_018449968.1, XP_018449997.1, XP_018483910.1, XP_018438286.1
OG0001266	Cg007G2517300	XP_018443000.1
OG0001267	Cg001G0105900, Cg001G0106000	XP_018447810.1, XP_018449870.1, XP_018467867.1
OG0001267	Cg001G0106100	XP_018468810.1
OG0001269	Cg008G2959400	XP_018460073.1
OG0001270	Cg004G1266200	XP_018477279.1
OG0001271	Cg006G1829700, Cg004G1266400	XP_018487594.1, XP_018485424.1, XP_018437038.1, XP_018437034.1, XP_018461644.1, XP_018488236.1, XP_018488970.1
OG0001272	Cg006G1829600	XP_018477811.1, XP_018486040.1
OG0001272	Cg004G1266500	XP_018488242.1, XP_018493435.1
OG0001273	Cg003G0761200	XP_018473155.1, XP_018476814.1
OG0001273	Cg001G0167600	XP_018478296.1, XP_018447140.1, XP_018444788.1
OG0001274	Cg006G2225400	XP_018447438.1, XP_018447450.1, XP_018441733.1, XP_018432673.1
OG0001275	Cg003G0806400	XP_018462806.1, XP_018479706.1
OG0001275	Cg001G0249600	XP_018454004.1
OG0001276	Cg001G0184500	XP_018463047.1
OG0001276	Cg003G0856200, Cg003G0741200	XP_018471842.1
OG0001277	Cg003G0858200, Cg003G0739500	XP_018472664.1, XP_018452346.1
OG0001277	Cg001G0186300	XP_018480642.1, XP_018477464.1
OG0001278	Cg005G1470100	XP_018480207.1, XP_018479129.1, XP_018436605.1
OG0001279	Cg002G0428500	XP_018447000.1
OG0001279	Cg005G1488700	XP_018461823.1, XP_018441960.1
OG0001280	Cg005G1505900	XP_018482776.1, XP_018483636.1
OG0001280	Cg002G0440300	XP_018465393.1, XP_018491523.1
OG0001282	Cg002G0445600	XP_018445713.1, XP_018446182.1, XP_018485191.1, XP_018491910.1, XP_018486574.1
OG0001282	Cg005G1508500	XP_018440754.1
OG0001283	Cg004G1145000	XP_018440503.1, XP_018493113.1
OG0001283	Cg002G0465500	XP_018490672.1, XP_018467611.1, XP_018477637.1
OG0001284	Cg002G0469700	XP_018484534.1, XP_018484531.1, XP_018493159.1
OG0001284	Cg005G1534000	XP_018472629.1
OG0001285	Cg003G0913800	XP_018462465.1
OG0001285	Cg001G0125000	XP_018471282.1
OG0001286	Cg005G1563300	XP_018440140.1, XP_018484284.1, XP_018459001.1
OG0001286	Cg002G0494200	XP_018484019.1, XP_018492187.1
OG0001287	Cg004G1416800	XP_018455556.1
OG0001287	Cg001G0038400	XP_018477994.1, XP_018470474.1
OG0001288	Cg005G1741900	XP_018434299.1, XP_018467426.1, XP_018478792.1
OG0001288	Cg001G0088900	XP_018458653.1, XP_018485316.1, XP_018482367.1, XP_018451543.1
OG0001289	Cg005G1484000	XP_018473421.1
OG0001289	Cg005G1484100	XP_018455347.1, XP_018438288.1, XP_018438329.1
OG0001290	Cg004G1138800	XP_018462745.1, XP_018491121.1, XP_018486036.1, XP_018491153.1
OG0001292	Cg004G1231600	XP_018439152.1
OG0001292	Cg004G1231700	XP_018439652.1, XP_018489426.1, XP_018493399.1
OG0001294	Cg006G2118500	XP_018474554.1, XP_018436033.1, XP_018488655.1
OG0001295	Cg006G2089400	XP_018450895.1, XP_018444933.1, XP_018439463.1, XP_018436764.1
OG0001295	Cg007G2497700	XP_018456867.1, XP_018453047.1
OG0001296	Cg001G0349300, Cg001G0349500, Cg001G0349400, Cg001G0348700, Cg001G0349100, Cg001G0349200, Cg001G0348800	XP_018482339.1
OG0001297	Cg002G0642600	XP_018482952.1, XP_018482953.1, XP_018435188.1, XP_018482950.1, XP_018482951.1, XP_018435189.1, XP_018482954.1
OG0001298	Cg007G2446400	XP_018446061.1, XP_018445993.1, XP_018468898.1, XP_018446377.1
OG0001299	Cg005G1588500	XP_018462169.1
OG0001300	Cg004G1154300	XP_018474736.1, XP_018444258.1, XP_018444179.1
OG0001305	Cg006G2114200	XP_018491011.1
OG0001305	Cg002G0691800	XP_018441504.1, XP_018483872.1, XP_018457921.1
OG0001306	Cg004G1081900	XP_018492657.1, XP_018493426.1
OG0001306	Cg008G2719300	XP_018476624.1, XP_018446583.1
OG0001307	Cg004G1078900	XP_018446507.1
OG0001307	Cg008G2714700	XP_018476925.1, XP_018473399.1, XP_018444846.1
OG0001308	Cg008G2679100, Cg008G2679200	XP_018445405.1, XP_018445378.1, XP_018470132.1, XP_018470134.1, XP_018475921.1, XP_018445379.1, XP_018445406.1, XP_018470130.1, XP_018470131.1
OG0001309	Cg008G2653900	XP_018472651.1, XP_018456073.1, XP_018445259.1
OG0001309	Cg008G2788500	XP_018483776.1
OG0001310	Cg006G2185100	XP_018480879.1, XP_018489520.1
OG0001310	Cg005G1651100	XP_018478657.1
OG0001311	Cg006G2206400	XP_018489085.1, XP_018489693.1
OG0001311	Cg005G1616700	XP_018475760.1, XP_018482878.1
OG0001312	Cg005G1591100	XP_018436829.1
OG0001312	Cg006G1985000	XP_018489118.1, XP_018483735.1, XP_018481028.1, XP_018450381.1, XP_018450380.1
OG0001313	Cg006G1790600	XP_018447121.1
OG0001314	Cg006G2120000	XP_018433795.1
OG0001314	Cg002G0682900	XP_018441119.1, XP_018452329.1, XP_018463001.1
OG0001315	Cg006G2125800	XP_018460557.1, XP_018449917.1, XP_018460552.1, XP_018442003.1, XP_018483111.1
OG0001316	Cg003G1009100	XP_018493050.1
OG0001316	Cg006G2000700	XP_018493452.1, XP_018450549.1, XP_018449173.1
OG0001317	Cg002G0539700	XP_018471386.1, XP_018492451.1, XP_018492452.1
OG0001318	Cg003G0994100	XP_018472909.1, XP_018456061.1, XP_018456053.1
OG0001319	Cg003G0988300	XP_018468534.1
OG0001319	Cg002G0568200	XP_018436504.1
OG0001321	Cg003G0945500	XP_018466599.1, XP_018471537.1
OG0001321	Cg001G0136600	XP_018450366.1, XP_018470855.1
OG0001322	Cg006G2252500	XP_018487749.1
OG0001322	Cg005G1747300	XP_018491592.1, XP_018491664.1, XP_018478613.1, XP_018478630.1
OG0001323	Cg008G2637100	XP_018469888.1, XP_018444017.1
OG0001323	Cg004G1177800	XP_018489798.1, XP_018491325.1
OG0001324	Cg008G2634400	XP_018470180.1, XP_018465028.1
OG0001324	Cg004G1175400	XP_018488625.1, XP_018492780.1
OG0001325	Cg004G1175200	XP_018490054.1, XP_018466197.1, XP_018438170.1, XP_018489895.1
OG0001326	Cg008G2621000	XP_018476120.1, XP_018446206.1
OG0001327	Cg001G0389700	XP_018443184.1
OG0001329	Cg006G2049400	XP_018433947.1, XP_018464738.1, XP_018461923.1, XP_018488697.1, XP_018465074.1
OG0001330	Cg006G2051200	XP_018439866.1
OG0001331	Cg006G1785700	XP_018450673.1, XP_018432518.1, XP_018434941.1, XP_018450767.1
OG0001331	Cg004G1193500	XP_018488497.1, XP_018488439.1
OG0001332	Cg006G1792200	XP_018450021.1, XP_018465269.1, XP_018450917.1
OG0001332	Cg004G1200600	XP_018434251.1, XP_018486458.1
OG0001333	Cg002G0650800	XP_018457984.1
OG0001334	Cg001G0270100	XP_018485263.1
OG0001334	Cg001G0270200, Cg001G0270300	XP_018450681.1
OG0001335	Cg001G0263900, Cg004G1296300	XP_018435022.1
OG0001336	Cg004G1295900, Cg004G1400400, Cg004G1296000	XP_018440961.1
OG0001337	Cg004G1292800	XP_018449316.1, XP_018463475.1, XP_018448567.1
OG0001338	Cg007G2501500	XP_018443519.1, XP_018471624.1
OG0001338	Cg006G2087000	XP_018469049.1, XP_018447357.1, XP_018473038.1
OG0001339	Cg006G2130800	XP_018442582.1, XP_018442711.1, XP_018433948.1, XP_018433957.1
OG0001339	Cg002G0670900	XP_018482500.1, XP_018483034.1, XP_018434660.1
OG0001340	Cg008G2965600	XP_018455576.1, XP_018482218.1
