Orthogroup	Cardamine_glauca	Arabidopsis_arenosa
OG0004518	Cg002G0683600	jg13070
OG0004519	Cg002G0680700	jg13107
OG0004520	Cg002G0675300	jg13172, jg13170
OG0004521	Cg003G1060000	jg23696
OG0004522	Cg003G1046900	jg23560
OG0004525	Cg003G1031100	jg23395
OG0004526	Cg003G1028100	jg23349
OG0004527	Cg003G1022400	jg23285
OG0004528	Cg003G1015000, Cg002G0553600	jg14535
OG0004529	Cg003G1012500	jg23168
OG0004530	Cg003G1005000	jg23087
OG0004531	Cg008G2789700	jg6175
OG0004532	Cg002G0677900	jg13137
OG0004533	Cg008G2810800	jg1935, jg6425
OG0004534	Cg008G2813200	jg6447
OG0004535	Cg008G2813300	jg6448
OG0004536	Cg008G2818600	jg6531
OG0004537	Cg001G0321300	jg12045
OG0004538	Cg008G2767100	jg5884
OG0004540	Cg008G2773200	jg5953
OG0004541	Cg008G2773300	jg5954
OG0004542	Cg008G2774200	jg5964
OG0004543	Cg008G2775600	jg5978
OG0004544	Cg008G2777500	jg5998
OG0004545	Cg008G2780700	jg6039
OG0004546	Cg008G2784300	jg6095
OG0004547	Cg003G0992500	jg22953
OG0004548	Cg003G0988700	jg22918
OG0004549	Cg003G0983700	jg22868
OG0004550	Cg003G0982600	jg11957, jg22856
OG0004551	Cg003G0976600	jg22781
OG0004552	Cg003G0973200	jg22738
OG0004553	Cg006G2166100	jg29347
OG0004554	Cg003G0970700	jg22710
OG0004555	Cg003G0969600	jg22702
OG0004556	Cg001G0203500	jg10607
OG0004557	Cg003G0957500	jg22571
OG0004558	Cg003G0955600	jg22547
OG0004560	Cg003G0950400	jg22469
OG0004561	Cg003G0937300, Cg001G0132400	jg9746
OG0004562	Cg003G0935400	jg22295
OG0004563	Cg002G0534000	jg14779
OG0004564	Cg002G0535400	jg14766
OG0004565	Cg008G2644500	jg4557
OG0004566	Cg008G2619700	jg4224
OG0004567	Cg008G2616500	jg4195
OG0004569	Cg008G2606300	jg4093
OG0004570	Cg008G2599100	jg4008
OG0004571	Cg004G1147200	jg24788
OG0004572	Cg007G2577000	jg12860, jg3745
OG0004573	Cg007G2575900	jg3731
OG0004574	Cg007G2573900	jg3690
OG0004575	Cg007G2567100	jg3649
OG0004576	Cg007G2556900	jg3539
OG0004577	Cg005G1497500	jg19648
OG0004578	Cg007G2552900	jg3501
OG0004579	Cg007G2549100	jg3454
OG0004580	Cg007G2548500	jg3447
OG0004581	Cg007G2539200	jg3342
OG0004582	Cg007G2535000	jg3295
OG0004583	Cg007G2526200	jg3209
OG0004584	Cg007G2526100	jg3208
OG0004585	Cg006G2012100	jg31149
OG0004586	Cg006G1792900	jg33647
OG0004587	Cg001G0320600, Cg004G1443100	jg12031
OG0004588	Cg006G1802700	jg33529
OG0004589	Cg005G1573200	jg18734
OG0004590	Cg005G1633500, Cg005G1481300	jg19843
OG0004591	Cg001G0087000	jg9234, jg9235
OG0004592	Cg007G2375800	jg20624
OG0004593	Cg003G0911800	jg21999
OG0004594	Cg001G0106400	jg9462
OG0004595	Cg001G0282900	jg11515, jg11512, jg11513
OG0004597	Cg001G0266900	jg11330
OG0004599	Cg007G2498500	jg2918
OG0004600	Cg001G0180200	jg10295
OG0004601	Cg007G2515700	jg3102
OG0004602	Cg007G2463000	jg2509
OG0004603	Cg001G0078000, Cg001G0118400	jg9145
OG0004604	Cg001G0111700	jg9531
OG0004605	Cg001G0370900	jg12577, jg12575
OG0004606	Cg003G0888400	jg21744
OG0004607	Cg002G0668600	jg10943, jg13266
OG0004608	Cg007G2469100	jg2587
OG0004609	Cg008G2968300	jg20462
OG0004610	Cg008G2960300	jg20556
OG0004611	Cg004G1273300	jg27778, jg26223
OG0004612	Cg006G1821700	jg33271, jg33269
OG0004613	Cg006G1819800	jg33309
OG0004614	Cg004G1310200	jg21323, jg26702
OG0004616	Cg006G1811300	jg33431, jg33432
OG0004617	Cg004G1341300, Cg004G1341100, Cg004G1341200, Cg006G1805800	jg33495, jg33493
OG0004618	Cg001G0221900, Cg006G1805700	jg33496, jg32348
OG0004619	Cg005G1576500	jg18701
OG0004620	Cg001G0213800	jg10716
OG0004621	Cg001G0217400	jg10750
OG0004622	Cg001G0281900	jg11486, jg11497
OG0004623	Cg001G0218700	jg10762
OG0004624	Cg001G0168300	jg10142
OG0004625	Cg001G0170500	jg10173
OG0004626	Cg004G1399800	jg27705
OG0004627	Cg004G1405900	jg27826
OG0004628	Cg001G0163500	jg10077
OG0004629	Cg001G0163700	jg10079
OG0004630	Cg001G0165200	jg10102
OG0004631	Cg001G0166200	jg10113
OG0004631	Cg003G0762300	jg7473
OG0004633	Cg001G0180600	jg10298
OG0004635	Cg001G0197500	jg10513, jg10510
OG0004636	Cg007G2270800	jg23905, jg541
OG0004637	Cg002G0400800	jg16369
OG0004638	Cg002G0401500	jg16362
OG0004639	Cg002G0409400	jg16276
OG0004640	Cg004G1275200, Cg002G0413000	jg16234
OG0004641	Cg002G0414100	jg16218
OG0004642	Cg002G0424600	jg16093
OG0004643	Cg002G0430900	jg16013
OG0004644	Cg001G0155400	jg9988
OG0004645	Cg002G0444000	jg15826
OG0004646	Cg002G0445800	jg15807
OG0004647	Cg002G0449900	jg15755
OG0004648	Cg002G0450300	jg15751
OG0004650	Cg002G0453300	jg15676
OG0004651	Cg002G0456500	jg15705
OG0004652	Cg002G0457300	jg15640
OG0004653	Cg002G0460700	jg15611
OG0004654	Cg002G0462900	jg15587
OG0004656	Cg002G0470200	jg15496
OG0004657	Cg002G0486300	jg15343
OG0004658	Cg002G0487000	jg15335
OG0004659	Cg003G0932100	jg22232
OG0004660	Cg003G0922500	jg22149, jg930
OG0004661	Cg007G2444700	jg2318
OG0004662	Cg007G2453800	jg2413
OG0004663	Cg004G1422600	jg28039
OG0004664	Cg004G1428400	jg28100
OG0004665	Cg004G1430900	jg28126
OG0004666	Cg005G1525000	jg19317
OG0004667	Cg005G1765700	jg16654
OG0004668	Cg005G1529200	jg19273, jg5900
OG0004669	Cg005G1531200	jg19244
OG0004670	Cg005G1532600	jg19226
OG0004671	Cg005G1535000	jg19193
OG0004672	Cg005G1537600	jg19165
OG0004673	Cg005G1537700	jg19163
OG0004674	Cg005G1541200	jg19092
OG0004675	Cg005G1545700	jg19049
OG0004676	Cg005G1553400	jg18963
OG0004677	Cg003G0740500, Cg003G0857200	jg7731
OG0004678	Cg003G0750500	jg7637
OG0004679	Cg006G1869600	jg32646
OG0004680	Cg003G0784600	jg7282
OG0004681	Cg003G0761900	jg7480
OG0004682	Cg003G0756200	jg7561, jg7476, jg7567, jg27439, jg2204
OG0004683	Cg008G2821300	jg6558
OG0004684	Cg008G2832200	jg6717
OG0004685	Cg004G1440900	jg28251
OG0004686	Cg001G0031900	jg8643
OG0004687	Cg005G1472900	jg19960
OG0004688	Cg005G1478700	jg19882, jg19879
OG0004689	Cg005G1483500	jg19818
OG0004690	Cg005G1495500	jg19677
OG0004691	Cg008G2979800	jg20356
OG0004692	Cg004G1079200	jg23975
OG0004693	Cg004G1088900	jg24097
OG0004694	Cg004G1096900	jg24198
OG0004695	Cg004G1100000	jg24242
OG0004697	Cg004G1122400	jg24523
OG0004699	Cg004G1124300	jg24543
OG0004700	Cg004G1126600	jg24568
OG0004701	Cg004G1128800	jg24597
OG0004702	Cg004G1134500	jg24655
OG0004703	Cg004G1139800	jg24712
OG0004704	Cg004G1141300	jg24726
OG0004705	Cg004G1146900	jg24785
OG0004706	Cg004G1153400	jg24860
OG0004707	Cg004G1178200	jg25137
OG0004708	Cg004G1182400	jg25185
OG0004709	Cg004G1185600	jg25221
OG0004710	Cg004G1186100	jg25226
OG0004711	Cg004G1188400	jg25250
OG0004712	Cg004G1195000	jg25330
OG0004713	Cg004G1200300	jg25400
OG0004714	Cg004G1200700	jg25404
OG0004714	Cg006G1792300	jg33652
OG0004715	Cg009G2990100, Cg008G2888900	jg21276
OG0004716	Cg004G1217500	jg25576, jg25580
OG0004717	Cg004G1218100	jg25585
OG0004718	Cg004G1227700	jg25684
OG0004719	Cg004G1230100	jg25707
OG0004720	Cg004G1262500	jg26111
OG0004721	Cg004G1250700	jg25980
OG0004722	Cg004G1251800	jg25991
OG0004723	Cg004G1276700	jg26262
OG0004724	Cg004G1277900	jg26282
OG0004725	Cg004G1278500	jg26291
OG0004726	Cg004G1279700	jg26305
OG0004727	Cg004G1279800	jg26306
OG0004728	Cg001G0350500	jg12355
OG0004729	Cg004G1299900	jg26566
OG0004730	Cg004G1293200, Cg004G1293100	jg26495
OG0004732	Cg001G0100500	jg9390
OG0004733	Cg008G2750100	jg5706
OG0004734	Cg008G2749700	jg5702
OG0004735	Cg008G2748000	jg5686
OG0004736	Cg002G0509300	jg15099
OG0004737	Cg002G0509700	jg15095
OG0004738	Cg003G0900900	jg21870, jg20679
OG0004739	Cg006G2255400, Cg006G2206800	jg28408
OG0004740	Cg014G3047500, Cg003G0708000	jg8121
OG0004741	Cg006G2236700	jg28609
OG0004742	Cg008G2984400	jg20287
OG0004743	Cg006G2208200	jg28923
OG0004744	Cg006G2204500	jg28952
OG0004745	Cg006G2198400	jg29020
OG0004746	Cg006G2194000	jg29062
OG0004747	Cg006G2184400	jg29160
OG0004748	Cg006G2184300	jg29161
OG0004749	Cg006G2183800	jg29167
OG0004750	Cg006G2178600	jg29214
OG0004752	Cg006G2173400, Cg006G2173500	jg29265
OG0004753	Cg006G2164000	jg29368
OG0004754	Cg006G2170500	jg29300
OG0004755	Cg006G2167200	jg29340
OG0004756	Cg006G2163500	jg29374
OG0004757	Cg006G2090200	jg30269
OG0004758	Cg006G2162700	jg29383
OG0004759	Cg006G2162500	jg29385
OG0004760	Cg006G2161200	jg29400
OG0004761	Cg006G2157100	jg29460, jg2653
OG0004762	Cg006G2025500, Cg006G2025700	jg30985
OG0004763	Cg006G2141400	jg29657
OG0004764	Cg006G2138100	jg29699
OG0004765	Cg003G0798800, Cg002G0621500, Cg008G2857300	jg7116, jg7164, jg7118
OG0004766	Cg006G2135000	jg29743
OG0004767	Cg006G2129700	jg29802
OG0004768	Cg006G2126600	jg29842, jg29843, jg29840
OG0004769	Cg006G2110000	jg30021
OG0004770	Cg006G2109000	jg30032
OG0004772	Cg006G2097500	jg30153, jg30176, jg30164
OG0004773	Cg006G2089000	jg30281
OG0004773	Cg006G2089100	jg30280
OG0004774	Cg006G2087700	jg30297
OG0004776	Cg006G2080400	jg30375
OG0004777	Cg006G2079200	jg30386
OG0004778	Cg006G2066600	jg30516
OG0004781	Cg007G2485500	jg2785
OG0004781	Cg001G0366900	jg12544
OG0004782	Cg007G2478100	jg2692
OG0004783	Cg007G2477500	jg2688
OG0004785	Cg007G2325800	jg1331
OG0004787	Cg006G1846800	jg33049, jg32941
OG0004788	Cg001G0018300	jg8504
OG0004789	Cg001G0034600	jg8670
OG0004791	Cg001G0043100	jg8759
OG0004792	Cg001G0045500	jg8792
OG0004793	Cg001G0057300	jg8918
OG0004794	Cg001G0073000, Cg001G0072900	jg9101
OG0004795	Cg001G0071700	jg9087
OG0004796	Cg001G0070200	jg9068
OG0004797	Cg001G0064900	jg9004
OG0004798	Cg001G0085200	jg9221
OG0004799	Cg004G1309400	jg26678
OG0004800	Cg004G1310100	jg21317, jg21325, jg26698
OG0004801	Cg007G2494400	jg2877
OG0004802	Cg007G2493400	jg2870
OG0004803	Cg007G2491900	jg2856
OG0004804	Cg007G2489700	jg2833
OG0004805	Cg006G2031000	jg30925
OG0004806	Cg001G0392600	jg12839
OG0004807	Cg006G2016800	jg31095
OG0004808	Cg001G0162000	jg10063
OG0004809	Cg001G0123200	jg9644
OG0004810	Cg001G0119300	jg9609
OG0004811	Cg007G2437900	jg29046, jg28878
OG0004812	Cg006G2200100	jg29001
OG0004813	Cg002G0592700	jg29866
OG0004815	Cg002G0401800	jg16359
OG0004815	Cg006G2055200	jg30657
OG0004818	Cg003G0834800, Cg003G0833800, Cg007G2411400, Cg007G2397600, Cg004G1141800	jg24731
OG0004819	Cg002G0687200	jg13020
OG0004820	Cg002G0642200	jg13679
OG0004821	Cg002G0566200	jg14417
OG0004822	Cg007G2395600, Cg007G2413500, Cg007G2395700, Cg007G2413400	jg14513
OG0004824	Cg003G0862000, Cg003G0862200, Cg003G0736200, Cg003G0862500	jg7796, jg7792, jg7794
OG0004825	Cg001G0098000	jg9367
OG0004826	Cg001G0142300	jg9850
OG0004827	Cg001G0158600, Cg001G0158500	jg10025
OG0004829	Cg001G0252300	jg11164
OG0004830	Cg003G0911100	jg21994
OG0004847	Cg002G0557800	jg14490
OG0004848	Cg002G0554900	jg14519
OG0004849	Cg003G0932800	jg22252
OG0004850	Cg002G0692700	jg12943
OG0004851	Cg002G0685500	jg13038
OG0004852	Cg008G2741900	jg5617
OG0004853	Cg008G2741600	jg5614
OG0004854	Cg008G2739000	jg5585
OG0004856	Cg008G2736100	jg5549
OG0004857	Cg008G2729600	jg5483
OG0004858	Cg004G1230900	jg25729
OG0004859	Cg008G2727400	jg5453
OG0004860	Cg008G2701500	jg5188
OG0004861	Cg008G2720100	jg5381
OG0004862	Cg008G2715800	jg5340
OG0004863	Cg008G2715200	jg5334
OG0004864	Cg006G2187200	jg29123
OG0004867	Cg008G2708200	jg5261
OG0004868	Cg008G2705300	jg5228
OG0004869	Cg008G2703600	jg5213
OG0004870	Cg008G2702800	jg5202
OG0004871	Cg008G2862900, Cg008G2848400	jg21509
OG0004872	Cg008G2698100	jg5155
OG0004873	Cg008G2697300	jg5147
OG0004874	Cg008G2696000	jg5136
OG0004875	Cg008G2695500	jg5132
OG0004876	Cg004G1189800	jg25270
OG0004877	Cg008G2692500	jg5097
OG0004878	Cg008G2688300	jg5054
OG0004879	Cg008G2686000	jg5028
OG0004880	Cg008G2684800	jg5011
OG0004881	Cg008G2684600	jg5009
OG0004882	Cg008G2684000	jg5002
OG0004883	Cg008G2675200	jg4909
OG0004884	Cg008G2667900	jg4833
OG0004885	Cg008G2666000	jg4812
OG0004886	Cg008G2661400	jg4757
OG0004887	Cg008G2660200	jg4743
OG0004888	Cg008G2659900	jg4739
OG0004889	Cg008G2657400	jg4707
OG0004890	Cg008G2656700	jg4698
OG0004891	Cg008G2648900	jg4612
OG0004892	Cg002G0661900	jg13344
OG0004893	Cg003G0866000, Cg003G0732400	jg7935
OG0004894	Cg001G0153500	jg9970
OG0004895	Cg001G0153900	jg9973
OG0004896	Cg001G0154200	jg9977
OG0004897	Cg001G0156100	jg9996
OG0004898	Cg005G1676500	jg17598
OG0004899	Cg005G1650600	jg17823
OG0004900	Cg005G1650500	jg17825
OG0004901	Cg005G1639400, Cg005G1700700, Cg005G1639300	jg17960
OG0004902	Cg005G1631300	jg18060
OG0004903	Cg005G1630300	jg18066
OG0004904	Cg005G1627100	jg18095
OG0004905	Cg005G1626600	jg18101
OG0004906	Cg005G1619700	jg18186
OG0004907	Cg005G1613800	jg18253
OG0004908	Cg005G1610800	jg18287
OG0004909	Cg005G1598100	jg18444
OG0004910	Cg008G2938300	jg20795
OG0004911	Cg008G2942700	jg20763
OG0004912	Cg001G0149600	jg9926
OG0004913	Cg006G1856300	jg32806
OG0004914	Cg006G1994400	jg31337
OG0004915	Cg006G1993800	jg31340
OG0004916	Cg006G1990700	jg31373
OG0004917	Cg001G0335100	jg31467, jg12201
OG0004918	Cg001G0137700	jg9799
OG0004919	Cg006G1979500	jg31481
OG0004920	Cg006G1971600	jg31574
OG0004921	Cg008G2838700	jg21595
OG0004922	Cg006G1961600	jg31733, jg2670
OG0004923	Cg006G1960400	jg31747
OG0004924	Cg006G1883500, Cg006G1883100, Cg006G1883000, Cg006G1883600, Cg006G1946800	jg31906
OG0004925	Cg003G1058400	jg23676
OG0004926	Cg003G1054800	jg23640
OG0004927	Cg003G1052600	jg23620
OG0004928	Cg003G1050400	jg23600
OG0004929	Cg003G1046200	jg23554
OG0004930	Cg003G1041800	jg23531
OG0004931	Cg003G0899200	jg21851
OG0004932	Cg003G1030900	jg18935
OG0004933	Cg003G1028500	jg23355
OG0004934	Cg003G1014500	jg23191
OG0004935	Cg003G0999600	jg23032
OG0004936	Cg003G0998800	jg23025
OG0004937	Cg008G2789900	jg6177
OG0004938	Cg008G2793000	jg6210
OG0004939	Cg005G1723500, Cg005G1723600	jg17161
OG0004940	Cg008G2760800	jg5815
OG0004941	Cg008G2759600	jg5803
OG0004942	Cg008G2764000	jg5850
OG0004943	Cg008G2767500	jg5889
OG0004944	Cg008G2768500	jg5901
OG0004945	Cg008G2769900	jg5916
OG0004947	Cg008G2771100	jg5932
OG0004948	Cg008G2771700	jg5937
OG0004949	Cg008G2772500	jg5945
OG0004950	Cg008G2778800	jg6012
OG0004951	Cg008G2781500	jg6047
OG0004953	Cg007G2542200	jg14382
OG0004955	Cg003G0979300	jg22809
OG0004956	Cg003G0977100	jg22785
OG0004957	Cg003G0976800	jg22782
OG0004958	Cg003G0975300	jg22765
OG0004959	Cg003G0974600	jg22759
OG0004960	Cg003G0973100	jg22737
OG0004961	Cg003G0971400	jg22719
OG0004962	Cg003G0968800	jg22693
OG0004963	Cg003G0963400	jg22632
OG0004964	Cg003G0959400	jg22590
OG0004965	Cg003G0947500	jg22431
OG0004966	Cg003G0947100	jg22423
OG0004967	Cg003G0935000	jg22292
OG0004968	Cg002G0531800	jg14816
OG0004969	Cg002G0533300	jg14796
OG0004970	Cg014G3030400, Cg003G0724300	jg7955
OG0004971	Cg008G2646300	jg4585
OG0004973	Cg008G2634300	jg4383
OG0004975	Cg008G2631800	jg4354
OG0004976	Cg008G2627400	jg4312, jg4477
OG0004977	Cg008G2626300	jg4296
OG0004978	Cg008G2623700	jg4269
OG0004979	Cg008G2616900	jg4198
OG0004980	Cg008G2610900	jg4136
OG0004981	Cg006G2014800	jg31123
OG0004982	Cg008G2608100	jg4112
OG0004983	Cg008G2605600	jg4081
OG0004984	Cg001G0379100	jg12686
OG0004985	Cg001G0379300	jg12689
OG0004986	Cg001G0385300	jg12747
OG0004987	Cg001G0387400	jg12772
OG0004988	Cg006G1803200	jg33524
OG0004989	Cg006G2110100	jg30020
OG0004990	Cg007G2576100	jg3733
OG0004991	Cg007G2575000	jg3724
OG0004992	Cg007G2571700	jg3716
OG0004993	Cg007G2573000	jg3702
OG0004994	Cg007G2573500	jg3696
OG0004995	Cg007G2570600	jg3685
OG0004996	Cg007G2569000	jg3667
OG0004997	Cg007G2552200	jg3492
OG0004998	Cg004G1217800	jg25582
OG0004999	Cg006G2081600	jg30364
OG0004999	Cg007G2543000	jg3385
OG0005000	Cg007G2539700	jg3350
OG0005001	Cg007G2536400	jg3313
OG0005002	Cg007G2533100	jg3277
OG0005003	Cg007G2531200	jg3256
OG0005004	Cg007G2530400	jg3247
OG0005005	Cg007G2527000	jg3221
OG0005006	Cg007G2526000	jg3207
OG0005007	Cg007G2525000	jg3195
OG0005008	Cg004G1411800	jg27889
OG0005009	Cg004G1192800	jg25303
OG0005010	Cg006G1786200	jg33727, jg33736, jg33733, jg33732
OG0005011	Cg004G1199300	jg25389
OG0005012	Cg006G1793000	jg33646
OG0005013	Cg006G1794000	jg33636
OG0005014	Cg006G1796300	jg33616, jg33617
OG0005015	Cg006G1800400	jg33560
OG0005016	Cg005G1573100	jg18735
OG0005018	Cg005G1569000	jg18777
OG0005020	Cg002G0644700	jg13714
OG0005021	Cg001G0316600	jg11973
OG0005022	Cg003G0912900	jg17612, jg22024, jg22017
OG0005023	Cg006G1999600	jg31285
OG0005025	Cg006G1937100	jg31989, jg13342
OG0005026	Cg001G0272800	jg11384
OG0005027	Cg001G0258800	jg11234
OG0005028	Cg001G0238000	jg10956
OG0005029	Cg001G0247200	jg11099
OG0005030	Cg007G2498400	jg2917
OG0005031	Cg001G0167300, Cg004G1167500	jg10129
OG0005032	Cg007G2502400	jg18182, jg2964
OG0005033	Cg007G2510900	jg3046
OG0005034	Cg007G2516500, Cg007G2516600	jg3111
OG0005035	Cg007G2454500	jg2421
OG0005036	Cg007G2456800	jg2449
OG0005038	Cg001G0117400	jg9589
OG0005040	Cg001G0111600	jg9530
OG0005042	Cg001G0373100	jg26986
OG0005043	Cg002G0608600	jg13890
OG0005044	Cg002G0651600	jg13475
OG0005045	Cg006G2135300	jg29740
OG0005046	Cg002G0660200	jg13359
OG0005047	Cg001G0342900	jg12292, jg12298
OG0005047	Cg002G0661600	jg13347
OG0005048	Cg002G0667700	jg13277
OG0005049	Cg008G2971000	jg20440
OG0005050	Cg007G2487600	jg2807
OG0005051	Cg006G1822400, Cg006G1822300	jg33263
OG0005052	Cg006G1809400	jg33454
OG0005054	Cg005G1595900	jg18473
OG0005055	Cg001G0211100	jg10690
OG0005056	Cg001G0213200	jg10711
OG0005057	Cg001G0220100	jg10789
OG0005058	Cg001G0221500	jg10805
OG0005059	Cg001G0227100	jg10863
OG0005060	Cg002G0517500	jg14990
OG0005062	Cg004G1374900	jg27521
OG0005063	Cg004G1405200	jg27808
OG0005064	Cg005G1716500, Cg001G0289400	jg21357
OG0005065	Cg001G0174700	jg10230
OG0005066	Cg001G0175900	jg10242
OG0005067	Cg001G0176200	jg10248
OG0005068	Cg001G0176300	jg10249
OG0005069	Cg002G0625500	jg13744
OG0005070	Cg001G0193200	jg10456
OG0005071	Cg001G0190100	jg10421
OG0005072	Cg002G0694600	jg12924
OG0005073	Cg001G0185900	jg10380
OG0005074	Cg004G1098800	jg24220
OG0005075	Cg001G0241400	jg11012
OG0005076	Cg001G0240200	jg10997
OG0005077	Cg006G1944500	jg31929
OG0005079	Cg003G1063100	jg23726
OG0005080	Cg002G0404500	jg16329
OG0005081	Cg002G0414600	jg16214
OG0005082	Cg002G0422300	jg16119
OG0005083	Cg002G0424900	jg16090
OG0005084	Cg004G1089100	jg24098
OG0005085	Cg003G0786900	jg7259
OG0005086	Cg002G0439700	jg15885
OG0005087	Cg002G0444300	jg15823
OG0005088	Cg002G0448200	jg15783
OG0005089	Cg002G0448500	jg15773
OG0005090	Cg002G0451400	jg15165, jg15731, jg15650
OG0005091	Cg002G0476000	jg15441
OG0005092	Cg002G0478900	jg15415
OG0005093	Cg002G0480800	jg15397
OG0005094	Cg002G0486000	jg15349
OG0005095	Cg002G0496200	jg15242
OG0005097	Cg004G1321000	jg26848
OG0005098	Cg008G2949200	jg20664
OG0005099	Cg008G2851200, Cg008G2867000	jg21456
OG0005100	Cg004G1416100	jg27941
OG0005101	Cg004G1419300	jg27988
OG0005102	Cg004G1427900	jg28091
OG0005103	Cg001G0105500	jg9455
OG0005104	Cg005G1521000	jg19363
OG0005105	Cg005G1527800	jg19289
OG0005106	Cg005G1534800	jg19195
OG0005107	Cg005G1538000	jg19160
OG0005108	Cg005G1543800	jg19064
OG0005109	Cg004G1405000	jg27804
OG0005110	Cg005G1549900	jg19005
OG0005111	Cg005G1550700	jg18989
OG0005112	Cg005G1551100	jg18983
OG0005113	Cg005G1557900	jg18915
OG0005114	Cg005G1558800	jg18907
OG0005115	Cg005G1564500	jg18837
OG0005116	Cg005G1565600	jg18826
OG0005117	Cg007G2495800	jg2889
OG0005118	Cg005G1736200, Cg005G1736300	jg17022
OG0005119	Cg003G0743300	jg7699
OG0005120	Cg003G0856100, Cg003G0741300	jg7724
OG0005121	Cg006G2128000	jg32994
OG0005122	Cg003G0751000	jg7633
OG0005123	Cg006G1922600	jg32134
OG0005124	Cg006G1923500	jg32114
OG0005125	Cg003G0794600	jg7199
OG0005126	Cg003G0766600	jg7438
OG0005127	Cg008G2933200	jg7569
OG0005128	Cg008G2756800	jg5780
OG0005129	Cg006G2028500	jg30947, jg30946
OG0005130	Cg008G2819800	jg6543
OG0005131	Cg008G2823600	jg6587, jg6586
OG0005132	Cg004G1440100	jg28244
OG0005133	Cg005G1460900	jg20088
OG0005134	Cg005G1461300	jg20084
OG0005135	Cg005G1468200	jg20013
OG0005136	Cg005G1471200	jg19976
OG0005137	Cg005G1478100	jg19901
OG0005138	Cg005G1482400	jg19834
OG0005139	Cg005G1487000	jg19780, jg19779
OG0005140	Cg005G1499800	jg19624
OG0005141	Cg005G1507400	jg19537
OG0005143	Cg008G2979600	jg20359
OG0005145	Cg004G1085900	jg24062
OG0005146	Cg004G1091700	jg24125
OG0005147	Cg004G1101100	jg24260
OG0005148	Cg004G1112000	jg24401
OG0005149	Cg004G1135700	jg24668
OG0005150	Cg004G1143200	jg24745
OG0005151	Cg004G1143500	jg24748
OG0005152	Cg004G1146300	jg24778
OG0005153	Cg004G1156900	jg24903
OG0005154	Cg004G1164400	jg24990
OG0005155	Cg004G1175500	jg25110
OG0005156	Cg004G1182200	jg25183
OG0005158	Cg004G1192000	jg25291
OG0005159	Cg004G1196200	jg25344
OG0005160	Cg004G1208100	jg25477
OG0005161	Cg004G1211200	jg25512
OG0005162	Cg004G1212100	jg25524
OG0005163	Cg004G1214900	jg25540
OG0005164	Cg004G1219600	jg25599
OG0005165	Cg004G1226600	jg25669
OG0005166	Cg004G1229900	jg25705
OG0005167	Cg004G1232600	jg25747
OG0005168	Cg004G1254100	jg26015
OG0005170	Cg004G1256600	jg26048
OG0005171	Cg004G1258400	jg26066
OG0005172	Cg004G1258100	jg26063
OG0005173	Cg004G1265600	jg26141
OG0005174	Cg004G1274400	jg26243
OG0005175	Cg004G1285100, Cg004G1274500	jg26244
OG0005176	Cg004G1279000	jg26299
OG0005177	Cg009G2989200, Cg008G2888400	jg21270
OG0005178	Cg004G1293300	jg26497
OG0005179	Cg004G1292400	jg26486
OG0005180	Cg004G1284000	jg26358
OG0005181	Cg004G1280300	jg26314
OG0005183	Cg001G0101300	jg9397
OG0005184	Cg008G2753700	jg5744
OG0005185	Cg008G2749300	jg5698
OG0005186	Cg008G2748800, Cg008G2748700, Cg008G2748600	jg5691
OG0005187	Cg008G2748400	jg5689
OG0005188	Cg008G2839500	jg21585
OG0005189	Cg008G2839400	jg21586
OG0005190	Cg008G2878800	jg21359
OG0005191	Cg004G1436800	jg28194
OG0005192	Cg002G0504000	jg15155
OG0005193	Cg002G0504400	jg15151
OG0005194	Cg002G0510300	jg15084
OG0005195	Cg002G0512900	jg15046
OG0005196	Cg002G0513300	jg15042
OG0005196	Cg001G0205900	jg10630
OG0005197	Cg006G2245200	jg28518
OG0005198	Cg006G2227600	jg28713
OG0005199	Cg006G2230000	jg28688
OG0005200	Cg006G2215000	jg28846
OG0005201	Cg006G2212600	jg28868
OG0005202	Cg006G2209200	jg28904
OG0005203	Cg006G2202700	jg28974
OG0005204	Cg006G2197000	jg29032
OG0005205	Cg006G2190600	jg29094
OG0005206	Cg006G2187500	jg29116
OG0005207	Cg006G2182300	jg29179
OG0005208	Cg006G2179100	jg29209
OG0005209	Cg006G2163900	jg29370
OG0005210	Cg006G2170900	jg29295
OG0005211	Cg006G2162100	jg29389
OG0005212	Cg006G2157600	jg29453
OG0005213	Cg006G2157400	jg29457
OG0005214	Cg006G2156900	jg29463
OG0005215	Cg003G0754400	jg7588
OG0005216	Cg006G2144100	jg29627
OG0005217	Cg006G2142000	jg29649
OG0005218	Cg006G2141500	jg29655
OG0005219	Cg006G2140200	jg29680
OG0005220	Cg007G2273800	jg598
OG0005221	Cg006G2137000	jg29721
OG0005222	Cg007G2271400	jg547
OG0005223	Cg006G2135100	jg29742
OG0005224	Cg006G2129900	jg29800
OG0005225	Cg006G2115500	jg29963
OG0005226	Cg006G2112700	jg29993
OG0005227	Cg006G2109700	jg30023
OG0005228	Cg006G2104800	jg30079
OG0005229	Cg006G2100100	jg30128, jg29155
OG0005230	Cg006G2097000	jg30170, jg30182, jg30159
OG0005231	Cg006G2096700	jg30162, jg30185, jg30198, jg30173
OG0005233	Cg006G2093300	jg30235
OG0005234	Cg004G1348000	jg27120
OG0005235	Cg006G2085400	jg30324
OG0005236	Cg006G2077800	jg30399
