Orthogroup	Cardamine_glauca	Eutrema_salsugineum
OG0001032	Cg008G2678300	XP_006399610.1
OG0001032	Cg008G2808700	XP_024006755.1
OG0001033	Cg005G1631600	XP_024003736.1
OG0001034	Cg005G1609500	XP_024009644.1, XP_006410439.2, XP_024003881.1
OG0001034	Cg006G2213400	XP_006418046.1
OG0001035	Cg005G1775300, Cg005G1774900	XP_006404586.1
OG0001036	Cg006G1974600	XP_006415528.1
OG0001037	Cg005G1761400	XP_024014094.1
OG0001037	Cg005G1581700	XP_006410675.2
OG0001038	Cg002G0639700	XP_006395339.1
OG0001038	Cg002G0640200	XP_006395338.1
OG0001039	Cg008G2797800, Cg008G2797900	XP_006394673.1
OG0001040	Cg005G1767400, Cg005G1628600	XP_006410101.1
OG0001042	Cg002G0539100	XP_006404210.1
OG0001042	Cg003G0889200	XP_006402040.1
OG0001043	Cg008G2683600	XP_006399676.1
OG0001043	Cg008G2620800	XP_024012595.1
OG0001044	Cg004G1163800	XP_006407564.1
OG0001044	Cg008G2615600	XP_006398898.1
OG0001045	Cg007G2546000	XP_006390081.1
OG0001046	Cg006G2056300	XP_006416338.1
OG0001046	Cg007G2537400	XP_006390172.1
OG0001047	Cg006G2065900	XP_006416446.1
OG0001047	Cg007G2528300	XP_006390275.1
OG0001048	Cg005G1505200, Cg005G1503000	XP_024012626.1, XP_024010443.1
OG0001049	Cg006G1796600	XP_006392744.1
OG0001049	Cg004G1205300	XP_006407095.1
OG0001050	Cg005G1725300	XP_006405926.1, XP_006405985.1
OG0001051	Cg003G0880900, Cg003G0880600, Cg003G0832000	XP_006402192.1
OG0001052	Cg008G2966200	XP_006398273.1
OG0001052	Cg001G0215100	XP_006414083.1
OG0001053	Cg004G1221200	XP_006406942.1, XP_006406941.1
OG0001054	Cg004G1402900	XP_006409392.1
OG0001054	Cg001G0050700	XP_024005704.1
OG0001056	Cg002G0471000	XP_006403453.2
OG0001056	Cg005G1535500	XP_006411198.1
OG0001057	Cg001G0367300, Cg004G1324700	XP_006418614.1
OG0001058	Cg001G0132000	XP_006413108.1
OG0001058	Cg003G0770100	XP_024016493.1
OG0001059	Cg005G1560900	XP_006410909.1
OG0001059	Cg004G1179000	XP_006407392.1
OG0001060	Cg007G2493600	XP_006390664.2, XP_006390668.1
OG0001061	Cg004G1121000	XP_006408018.1
OG0001062	Cg004G1237900	XP_024015492.1
OG0001064	Cg007G2329800, Cg007G2426300	XP_006391393.1
OG0001065	Cg003G0699000	XP_006396209.1
OG0001065	Cg005G1476500	XP_006397710.1
OG0001066	Cg006G2122900	XP_006417053.1
OG0001066	Cg006G2123000	XP_006417054.1
OG0001067	Cg007G2476200	XP_024004264.1
OG0001067	Cg006G2033100	XP_006416103.1
OG0001069	Cg007G2286300	XP_006391959.1
OG0001069	Cg007G2286200	XP_006391958.1
OG0001070	Cg008G2946700	XP_006398072.1
OG0001071	Cg006G1840000, Cg006G1840100	XP_006393288.1, XP_006393294.1, XP_006393289.1
OG0001076	Cg008G2744400	XP_006400346.2
OG0001077	Cg001G0219500	XP_024004758.1
OG0001077	Cg001G0350000	XP_024014362.1
OG0001078	Cg003G0728800, Cg003G0869000	XP_006396532.1
OG0001078	Cg003G0868900	XP_006396533.1
OG0001079	Cg002G0481600	XP_006403560.1
OG0001079	Cg006G2140900	XP_006404525.1
OG0001080	Cg001G0252100, Cg001G0252000	XP_006414498.1
OG0001080	Cg001G0252200	XP_006414502.1
OG0001081	Cg007G2526800	XP_006390290.1
OG0001081	Cg006G2067300	XP_006416459.1, XP_006414980.1
OG0001082	Cg002G0552200	XP_006404362.1
OG0001085	Cg001G0214200	XP_024005508.1
OG0001085	Cg001G0284300	XP_006414930.2
OG0001086	Cg004G1307600	XP_006418835.1
OG0001087	Cg004G1232200	XP_006406812.1
OG0001088	Cg005G1756900	XP_006404792.2, XP_006404806.1, XP_006404801.1
OG0001088	Cg005G1756800	XP_006404807.1
OG0001089	Cg002G0637500	XP_006409417.2
OG0001090	Cg002G0658600	XP_006395516.1, XP_006395515.1
OG0001091	Cg007G2469500	XP_006390946.1
OG0001092	Cg008G2955900, Cg008G2956200	XP_006398201.2
OG0001094	Cg004G1221800	XP_006406928.1
OG0001094	Cg006G1809600	XP_006392900.1
OG0001095	Cg001G0220000	XP_006414136.1
OG0001095	Cg001G0219900	XP_006414135.1
OG0001096	Cg006G2167800	XP_006417552.1
OG0001096	Cg007G2324600	XP_006392370.1
OG0001097	Cg002G0433400	XP_006402700.1
OG0001098	Cg005G1561400	XP_006410902.1
OG0001098	Cg002G0492100	XP_006403686.1
OG0001099	Cg004G1314400, Cg004G1314200	XP_006418751.1
OG0001099	Cg004G1316300	XP_006418729.1
OG0001101	Cg005G1521200	XP_024004177.1, XP_006411369.1
OG0001102	Cg003G0856900	XP_024010114.1
OG0001102	Cg003G0741000, Cg003G0856800	XP_024009987.1
OG0001103	Cg008G2822100	XP_006394905.1
OG0001103	Cg004G1120700	XP_006408022.1
OG0001104	Cg004G1112500, Cg004G1112600	XP_006408111.1
OG0001104	Cg004G1110400	XP_024015475.1
OG0001105	Cg004G1130200	XP_006407926.1
OG0001105	Cg004G1130300	XP_024015168.1
OG0001106	Cg004G1163900, Cg004G1164000	XP_006407561.1, XP_006407563.1
OG0001107	Cg006G1843200	XP_006393330.1
OG0001107	Cg004G1251900	XP_024015462.1
OG0001111	Cg006G1849800	XP_006393431.1
OG0001111	Cg004G1240900	XP_006406715.1
OG0001112	Cg001G0231400	XP_024005097.1
OG0001112	Cg001G0042400	XP_006412051.1
OG0001120	Cg005G1610300	XP_006410355.1
OG0001120	Cg005G1610400	XP_006410353.1
OG0001121	Cg008G2698200	XP_006399834.1, XP_006399835.1
OG0001122	Cg003G1048000	XP_006394009.1
OG0001123	Cg008G2671500	XP_006399541.1
OG0001123	Cg003G1046400	XP_024006938.1
OG0001124	Cg006G2190100, Cg006G2189700	XP_006409965.1, XP_006409963.1, XP_006409962.2
OG0001126	Cg006G1859500, Cg006G1859300	XP_024006307.1
OG0001127	Cg006G1988600, Cg006G1988700	XP_024008558.1, XP_006415633.1
OG0001128	Cg007G2451300	XP_006391152.1
OG0001128	Cg007G2263900	XP_024015278.1, XP_006393296.1
OG0001129	Cg006G1958400	XP_006415326.1
OG0001129	Cg005G1577200	XP_006410723.1
OG0001130	Cg008G2761000	XP_006400515.1
OG0001130	Cg007G2276400	XP_006391820.1
OG0001131	Cg001G0134200	XP_006413134.1
OG0001131	Cg003G0940300	XP_006401487.1, XP_006401485.1
OG0001132	Cg004G1164700	XP_006407545.1
OG0001132	Cg008G2617600	XP_006398914.1
OG0001133	Cg008G2609200	XP_024012411.1
OG0001133	Cg008G2609400	XP_006398837.1
OG0001134	Cg004G1157300	XP_006407635.1
OG0001134	Cg008G2604200	XP_006398773.1
OG0001136	Cg001G0390900	XP_006405310.1
OG0001136	Cg002G0558000	XP_024005839.1
OG0001137	Cg007G2568900	XP_006389848.1
OG0001138	Cg007G2567000	XP_006414675.1
OG0001139	Cg007G2559600	XP_006416763.1
OG0001140	Cg007G2537800	XP_006390167.1
OG0001140	Cg007G2537700	XP_006390168.1
OG0001141	Cg002G0686700	XP_006395812.1
OG0001141	Cg006G2117900	XP_006416997.1
OG0001142	Cg006G2034500	XP_006416121.1
OG0001143	Cg006G2070000	XP_006416492.1
OG0001143	Cg007G2523700	XP_006390325.1
OG0001144	Cg006G1787300	XP_006392632.1
OG0001144	Cg004G1194600	XP_006407218.1
OG0001145	Cg007G2502500	XP_006390579.1
OG0001145	Cg006G2086100	XP_006416658.1
OG0001146	Cg004G1442500	XP_006408982.1
OG0001146	Cg001G0117100	XP_006412949.1
OG0001148	Cg002G0606800	XP_006395251.1
OG0001148	Cg001G0355000	XP_006405697.1
OG0001149	Cg001G0220900	XP_006414148.1
OG0001149	Cg008G2973000, Cg008G2969900	XP_006398337.1
OG0001150	Cg002G0414000	XP_006402462.2
OG0001150	Cg005G1466200	XP_006397817.1
OG0001151	Cg005G1478500	XP_024010812.1
OG0001151	Cg002G0422600	XP_006402568.1
OG0001152	Cg005G1495300, Cg002G0431400	XP_006397512.1, XP_006402678.1
OG0001153	Cg005G1524900	XP_024016664.1
OG0001154	Cg005G1772700	XP_006404615.1
OG0001154	Cg001G0010700	XP_006411724.1
OG0001156	Cg008G2833200, Cg004G1110000	XP_006408135.1, XP_006395007.1
OG0001157	Cg005G1461500	XP_006418589.2, XP_006397866.1
OG0001160	Cg008G2746000	XP_006400366.1
OG0001160	Cg004G1100700	XP_024015107.1
OG0001161	Cg006G2129500, Cg004G1102400	XP_006417122.1, XP_006407128.1, XP_006408221.1
OG0001162	Cg006G2141000	XP_006417255.1
OG0001163	Cg006G2121600	XP_024008898.1
OG0001163	Cg006G2121700, Cg006G2121500	XP_006417038.2
OG0001164	Cg007G2547300	XP_006390069.1
OG0001164	Cg006G2047500	XP_006416251.1
OG0001166	Cg004G1248600	XP_006406624.2
OG0001168	Cg001G0054400	XP_006412201.1
OG0001169	Cg001G0067900	XP_006412360.1
OG0001170	Cg008G2601800	XP_006398756.1
OG0001170	Cg003G0762900, Cg003G0762600, Cg003G0762700, Cg003G0762800, Cg003G0763000	XP_006396957.2
OG0001171	Cg001G0102000	XP_006412767.1
OG0001174	Cg003G0753800	XP_006396831.2
OG0001174	Cg001G0175100	XP_006413602.1
OG0001175	Cg008G2722400	XP_006400104.1
OG0001175	Cg004G1084500	XP_006408426.1
OG0001176	Cg004G1084000	XP_006408431.1
OG0001176	Cg008G2721700	XP_024011974.1
OG0001177	Cg008G2688600	XP_024011474.1
OG0001177	Cg008G2758300	XP_006400491.1
OG0001178	Cg008G2666400	XP_006399480.1
OG0001178	Cg003G1040600	XP_024007611.1
OG0001179	Cg003G1037100	XP_006394138.1
OG0001179	Cg008G2663800	XP_006399454.1
OG0001182	Cg006G1871100	XP_006393677.1
OG0001182	Cg007G2525600	XP_006390302.1
OG0001183	Cg006G1982100, Cg006G1981600, Cg006G1982500	XP_006410567.1
OG0001183	Cg006G1981200	XP_024008168.1
OG0001184	Cg005G1577500	XP_006410718.1
OG0001184	Cg006G1954200	XP_006415284.1
OG0001185	Cg003G1050500	XP_006393985.1
OG0001185	Cg002G0530900	XP_006404112.1
OG0001186	Cg008G2793300	XP_006394628.1
OG0001186	Cg002G0540600	XP_006404221.1
OG0001189	Cg008G2761300	XP_006400518.1
OG0001189	Cg007G2439600	XP_006391296.1
OG0001190	Cg001G0127200	XP_024005723.1
OG0001190	Cg003G0926200	XP_006401628.2
OG0001191	Cg003G0926900	XP_006401613.1
OG0001192	Cg007G2532900	XP_006390229.1
OG0001192	Cg006G2048100	XP_006416260.1
OG0001192	Cg006G2062200	XP_024008345.1
OG0001193	Cg006G1781500	XP_006392564.1
OG0001193	Cg004G1187500	XP_006407288.1, XP_006395291.1
OG0001194	Cg007G2517800	XP_006390397.1
OG0001194	Cg006G2076300	XP_006416556.1
OG0001195	Cg002G0648600	XP_006395408.1
OG0001196	Cg007G2357400, Cg004G1354200, Cg004G1357800, Cg007G2343900, Cg002G0655900	XP_006395486.1
OG0001196	Cg001G0381700	XP_006405413.1
OG0001197	Cg004G1189700, Cg004G1189500	XP_024015260.1, XP_024015530.1
OG0001198	Cg007G2490700	XP_006390703.1
OG0001198	Cg007G2490300	XP_006390701.1, XP_006390705.1
OG0001199	Cg001G0223900	XP_006414179.1
OG0001199	Cg008G2977400	XP_006398374.1
OG0001200	Cg001G0228200	XP_006414227.1, XP_006414226.1
OG0001201	Cg001G0181700	XP_006413679.1
OG0001202	Cg001G0236400, Cg001G0236200, Cg001G0236300	XP_024004379.1
OG0001203	Cg002G0516600	XP_024013530.1
OG0001203	Cg003G1066600	XP_024007376.1
OG0001204	Cg002G0417500	XP_006402501.1
OG0001204	Cg005G1470900	XP_006397772.1
OG0001205	Cg005G1488200	XP_006397595.1
OG0001205	Cg002G0428200	XP_006402634.1
OG0001207	Cg002G0443200	XP_006402806.1
OG0001207	Cg005G1507000	XP_006411496.1
OG0001208	Cg005G1510300	XP_006411469.1
OG0001208	Cg002G0444200	XP_006402813.1
OG0001209	Cg002G0445300	XP_006402824.1
OG0001209	Cg005G1508900	XP_006411479.1
OG0001210	Cg005G1561500	XP_006410901.1
OG0001210	Cg002G0492200	XP_024013659.1
OG0001211	Cg001G0108000	XP_006412842.1
OG0001211	Cg004G1434500	XP_024016016.1
OG0001214	Cg004G1131700	XP_006407906.1
OG0001214	Cg008G2844900, Cg008G2859700	XP_006395076.1
OG0001215	Cg004G1153300	XP_024015086.1
OG0001215	Cg003G0700400, Cg003G0847400, Cg010G2993600	XP_006392930.1
OG0001216	Cg006G1839000	XP_024006306.1
OG0001217	Cg001G0143000, Cg001G0142900	XP_006413242.2
OG0001218	Cg006G1937300	XP_006415104.1, XP_006415102.1
OG0001219	Cg008G2659100	XP_006399385.1, XP_006399384.1
OG0001221	Cg008G2984100, Cg008G2983400	XP_024010987.1, XP_006404527.1
OG0001222	Cg004G1414700	XP_006409224.1
OG0001222	Cg001G0039500	XP_024004591.1
OG0001223	Cg006G2017700	XP_024009099.1
OG0001225	Cg001G0179300	XP_006413732.1, XP_006413655.1, XP_006413652.2
OG0001231	Cg004G1092800	XP_006408341.1
OG0001231	Cg008G2733900	XP_006400241.1
OG0001232	Cg007G2528200	XP_006390276.1
OG0001233	Cg007G2283100	XP_006413115.1
OG0001233	Cg001G0132500	XP_006413113.1
OG0001234	Cg008G2806500	XP_006394756.1
OG0001234	Cg008G2675800	XP_006399581.1
OG0001235	Cg008G2658100	XP_006399365.1
OG0001235	Cg003G1027600	XP_006394248.1
OG0001236	Cg003G0727100, Cg003G0870800	XP_006396509.1
OG0001237	Cg005G1641500	XP_006409970.1
OG0001237	Cg008G2632500	XP_006399065.1
OG0001240	Cg006G2218500	XP_024008194.1
OG0001240	Cg005G1606200	XP_024003938.1
OG0001241	Cg006G2218300	XP_006418092.1
OG0001241	Cg005G1605800	XP_006410401.1
OG0001242	Cg006G1987500, Cg006G1984300	XP_006415620.1
OG0001243	Cg008G2832900	XP_006395002.2, XP_006395003.1
OG0001244	Cg003G1052900	XP_006393963.1
OG0001244	Cg002G0529200	XP_006404094.1
OG0001246	Cg007G2441400	XP_006391280.1
OG0001246	Cg006G2001200	XP_006415766.1
OG0001247	Cg003G1008400	XP_006394473.1
OG0001247	Cg008G2645500	XP_006399219.1
OG0001248	Cg008G2778300	XP_006400711.1
OG0001248	Cg002G0594100	XP_006404506.1
OG0001249	Cg003G0973700	XP_006401088.1
OG0001249	Cg008G2642700	XP_006399186.1, XP_006399191.1, XP_006399185.1
OG0001250	Cg007G2333300, Cg007G2333400, Cg007G2333900	XP_024010405.1
OG0001251	Cg003G0926100	XP_024012430.1
OG0001252	Cg003G0723100, Cg014G3031600	XP_006396457.1
OG0001252	Cg006G2237100	XP_006418291.1
OG0001253	Cg014G3028700, Cg003G0726000	XP_006396496.1
OG0001254	Cg004G1156400	XP_006407647.1
OG0001254	Cg008G2601600	XP_006398754.1
OG0001255	Cg008G2599900	XP_006398741.2
OG0001255	Cg004G1155500	XP_006407660.1
OG0001256	Cg007G2559700	XP_006389948.1
OG0001256	Cg006G2096000	XP_006416769.1
OG0001257	Cg007G2539300	XP_006390153.1
OG0001257	Cg006G2055100	XP_006416326.1
OG0001258	Cg007G2523800	XP_006390323.1
OG0001259	Cg007G2522900	XP_024012053.1
OG0001259	Cg006G2071000	XP_006416503.1
OG0001260	Cg004G1409400	XP_024016425.1
OG0001260	Cg001G0046700	XP_006412102.1
OG0001261	Cg001G0043300	XP_006412062.1
OG0001261	Cg004G1412800	XP_006409260.2
OG0001262	Cg006G1786600	XP_006392621.1
OG0001262	Cg004G1194000	XP_006407228.1
OG0001263	Cg005G1570100	XP_006410805.1
OG0001264	Cg001G0296300	XP_006414985.1
OG0001264	Cg004G1139000	XP_006407833.1
OG0001265	Cg001G0261300, Cg008G2844100, Cg008G2859000	XP_006414639.1
OG0001266	Cg006G2076800	XP_006416562.1
OG0001266	Cg007G2517300	XP_006390403.1
OG0001267	Cg001G0105900, Cg001G0106000	XP_006412817.1
OG0001267	Cg001G0106100	XP_006412818.1
OG0001269	Cg008G2957100	XP_024011112.1
OG0001270	Cg004G1266200	XP_024006176.1
OG0001271	Cg006G1829700	XP_006393156.1
OG0001271	Cg004G1266400	XP_006406429.1
OG0001272	Cg006G1829600	XP_006393155.1
OG0001272	Cg004G1266500	XP_006406428.2
OG0001273	Cg003G0761200	XP_006396933.1
OG0001273	Cg001G0167600	XP_006413535.1
OG0001274	Cg006G1854900, Cg006G1855800	XP_006409099.1
OG0001274	Cg006G2225400	XP_006418158.1, XP_006404607.1
OG0001275	Cg003G0806400	XP_024009955.1, XP_024014727.1
OG0001276	Cg003G0856200, Cg003G0741200	XP_006396672.1
OG0001277	Cg003G0858200, Cg003G0739500	XP_024009884.1
OG0001277	Cg001G0186300	XP_006413738.1
OG0001278	Cg005G1470100	XP_024010690.1
OG0001279	Cg002G0428500	XP_006402639.1
OG0001279	Cg005G1488700	XP_006397585.1
OG0001280	Cg005G1505900	XP_006411510.1
OG0001280	Cg002G0440300	XP_006402779.1
OG0001282	Cg002G0445600	XP_006402830.1
OG0001282	Cg005G1508500	XP_006411483.1
OG0001283	Cg004G1145000	XP_006407765.1
OG0001283	Cg002G0465500	XP_006403400.2
OG0001284	Cg002G0469700	XP_006403442.1
OG0001284	Cg005G1534000	XP_006411212.1
OG0001285	Cg003G0913800	XP_006401746.1
OG0001285	Cg001G0125000	XP_006413030.1
OG0001286	Cg005G1563300	XP_006410883.1
OG0001286	Cg002G0494200	XP_006403711.1
OG0001287	Cg004G1416800	XP_006409200.1
OG0001287	Cg001G0038400	XP_006412019.1
OG0001288	Cg005G1741900	XP_006404986.1
OG0001288	Cg001G0088900	XP_006412590.1
OG0001289	Cg005G1484100	XP_006413937.2, XP_006397635.1
OG0001290	Cg004G1138800	XP_006407835.1
OG0001292	Cg004G1231600	XP_006406816.1
OG0001292	Cg004G1231700	XP_006406765.2
OG0001295	Cg006G2089400	XP_024008305.1
OG0001295	Cg007G2497700	XP_024008795.1
OG0001296	Cg001G0349500, Cg001G0349400, Cg001G0348700, Cg001G0349100	XP_006405797.2
OG0001297	Cg002G0642600	XP_006395323.1, XP_006395321.1, XP_006395324.1
OG0001298	Cg007G2446400	XP_006391204.1
OG0001300	Cg004G1154300	XP_006407673.2, XP_024012534.1
OG0001305	Cg006G2114200	XP_006416959.2
OG0001305	Cg002G0691800	XP_006395874.1
OG0001306	Cg004G1081900	XP_006408454.1
OG0001306	Cg008G2719300	XP_006400067.1
OG0001307	Cg004G1078900	XP_006408483.1
OG0001307	Cg008G2714700	XP_024012291.1
OG0001309	Cg008G2653900	XP_006399307.1
OG0001309	Cg008G2788500	XP_006394581.1
OG0001310	Cg006G2185100	XP_006417754.1
OG0001310	Cg005G1651100	XP_006409877.1
OG0001311	Cg006G2206400	XP_024008319.1
OG0001311	Cg005G1616700	XP_006410289.1
OG0001312	Cg005G1591100	XP_006410558.1
OG0001312	Cg006G1985000	XP_006415602.1
OG0001314	Cg006G2120000	XP_024008579.1
OG0001314	Cg002G0682900	XP_024006797.1
OG0001315	Cg006G2125800	XP_006417084.1
OG0001316	Cg003G1009100	XP_006394463.1
OG0001316	Cg006G2000700	XP_006415761.1
OG0001317	Cg002G0539700	XP_006404216.1
OG0001318	Cg003G0994100	XP_006400863.1
OG0001319	Cg003G0988300	XP_006400918.1
OG0001319	Cg002G0568200	XP_024009717.1
OG0001321	Cg003G0945500	XP_024011439.1
OG0001321	Cg001G0136600	XP_006413159.1
OG0001322	Cg006G2252500	XP_006418460.1
OG0001322	Cg005G1747300	XP_006402505.1
OG0001323	Cg008G2637100	XP_006399121.1
OG0001323	Cg004G1177800	XP_006407411.1
OG0001324	Cg008G2634400	XP_024011509.1
OG0001324	Cg004G1175400	XP_006407433.2
OG0001325	Cg008G2634100	XP_024012106.1
OG0001325	Cg004G1175200	XP_006407435.1
OG0001326	Cg008G2621000	XP_006398940.1
OG0001326	Cg004G1166200	XP_006407522.1
OG0001327	Cg001G0389700	XP_006405320.1
OG0001328	Cg007G2561000, Cg007G2560900	XP_024010827.1
OG0001329	Cg007G2545300	XP_006390090.1
OG0001329	Cg006G2049400	XP_006416271.1
OG0001330	Cg006G2051200	XP_006416291.1, XP_024008890.1
OG0001331	Cg006G1785700	XP_006392612.1
OG0001331	Cg004G1193500	XP_006407233.1
OG0001332	Cg006G1792200	XP_006392704.1
OG0001332	Cg004G1200600	XP_006407142.1
OG0001333	Cg002G0650800	XP_006395435.1, XP_006395426.2, XP_024006869.1, XP_024006871.1, XP_024006873.1, XP_024007444.1
OG0001334	Cg001G0270100	XP_006414761.1
OG0001334	Cg001G0270200, Cg001G0270300	XP_006414763.1
OG0001335	Cg001G0263900, Cg004G1296300	XP_006406114.1
OG0001336	Cg004G1295900, Cg004G1400400, Cg004G1296000	XP_024015072.1
OG0001337	Cg004G1292800	XP_024005914.1
OG0001338	Cg007G2501500	XP_006390589.1
OG0001338	Cg006G2087000	XP_024009142.1
OG0001339	Cg006G2130800	XP_006417140.1
OG0001339	Cg002G0670900	XP_006395630.1
OG0001340	Cg008G2965600	XP_006398268.2
OG0001340	Cg001G0214300	XP_006414072.1
OG0001341	Cg008G2961800	XP_006398222.1
OG0001342	Cg008G2960100	XP_006398206.1
OG0001342	Cg001G0207600	XP_024005917.1
OG0001343	Cg001G0205000	XP_006413953.1
OG0001343	Cg008G2955700	XP_006398172.1
OG0001344	Cg006G1820600	XP_006393055.1
OG0001344	Cg005G1574900	XP_024003863.1
OG0001345	Cg006G1809900	XP_006392903.1
OG0001345	Cg004G1222000	XP_006406923.1
OG0001346	Cg006G1806500	XP_006392856.2
OG0001346	Cg004G1218900	XP_006406961.1
OG0001347	Cg001G0212000	XP_006414042.1
OG0001347	Cg001G0047400, Cg005G1759200	XP_024004406.1
OG0001348	Cg002G0518900	XP_006403983.1
OG0001348	Cg003G1065500, Cg006G2147700	XP_006393837.1
OG0001349	Cg003G0762000	XP_006396951.1
OG0001349	Cg001G0166300	XP_006413521.1
OG0001350	Cg001G0176500	XP_006413622.1
OG0001350	Cg003G0752400	XP_006396798.1
OG0001351	Cg001G0196300	XP_006413852.1
OG0001353	Cg002G0404300	XP_006402360.1
OG0001353	Cg005G1454500	XP_006397943.1
OG0001355	Cg002G0425700	XP_006402603.1
OG0001355	Cg004G1169900	XP_006407486.1
OG0001356	Cg002G0426900	XP_006402622.2
OG0001356	Cg005G1485700	XP_024010762.1
OG0001356	Cg005G1485100	XP_024010850.1
OG0001357	Cg005G1503700	XP_006411538.1
OG0001357	Cg002G0438700	XP_006402760.1
OG0001358	Cg002G0454700	XP_024012992.1
OG0001358	Cg005G1518300	XP_006411387.1
OG0001360	Cg001G0355100	XP_006405696.1
OG0001361	Cg005G1593300	XP_006400897.1
OG0001362	Cg008G2869700, Cg008G2853900	XP_006395150.1
OG0001362	Cg004G1136200	XP_006407858.1
OG0001364	Cg006G1919500	XP_006397422.1
OG0001365	Cg006G1943900	XP_006415146.1
OG0001365	Cg003G0770300	XP_006397041.1
OG0001366	Cg004G1116000	XP_006408080.1
OG0001366	Cg008G2827600	XP_006394953.1
OG0001368	Cg005G1461100	XP_006397871.1
OG0001371	Cg004G1102200	XP_006408225.1
OG0001371	Cg008G2747000	XP_006400376.1
OG0001372	Cg008G2834300	XP_006395017.1
OG0001373	Cg008G2622600	XP_006398960.2
OG0001373	Cg004G1167000	XP_006407511.1
OG0001374	Cg001G0358100	XP_006405671.1
OG0001375	Cg004G1210100, Cg004G1429200	XP_024015689.1
OG0001376	Cg004G1215300	XP_006407000.1
OG0001376	Cg006G1803500	XP_006392820.1
OG0001377	Cg006G1848600	XP_006393407.1
OG0001377	Cg004G1243000	XP_006406692.1
OG0001378	Cg008G2693400	XP_006399783.1
OG0001378	Cg004G1275300	XP_006406348.1
OG0001379	Cg006G1821200	XP_006393061.1
OG0001379	Cg005G1616100	XP_006418845.1, XP_006395416.2
OG0001380	Cg008G2747300	XP_006400381.2
OG0001381	Cg007G2298800	XP_006392094.1
OG0001381	Cg006G2153600	XP_006417402.1
OG0001383	Cg006G2047200, Cg006G2047100	XP_024008047.1
OG0001383	Cg006G2047300	XP_006416246.2, XP_006416247.2
OG0001384	Cg007G2475900	XP_024012663.1
OG0001384	Cg006G2032900	XP_006416100.1
OG0001387	Cg001G0062800	XP_006412301.1
OG0001387	Cg004G1375000	XP_006409625.1, XP_006409624.1
OG0001390	Cg004G1298700, Cg004G1298500, Cg005G1747700, Cg004G1298300, Cg004G1298600	XP_006406083.1
OG0001391	Cg005G1603800, Cg005G1617900	XP_006393025.1
OG0001392	Cg008G2755700	XP_006400466.1
OG0001396	Cg001G0130500	XP_006413096.2
OG0001396	Cg003G0933000	XP_006401566.1
OG0001397	Cg001G0130100	XP_006413090.1
OG0001397	Cg003G0932600	XP_006401570.1
OG0001398	Cg003G0713000, Cg014G3042900, Cg014G3043000, Cg003G0712900	XP_006396395.1
OG0001398	Cg001G0375500	XP_006405499.1
OG0001399	Cg004G1099400	XP_024015641.1
OG0001399	Cg008G2743100	XP_006400336.1
OG0001400	Cg001G0368100	XP_006405589.1
OG0001401	Cg008G2690400	XP_006399751.1
OG0001401	Cg008G2759400	XP_006400502.1
OG0001402	Cg008G2678000	XP_006399606.1
OG0001402	Cg008G2808100	XP_006394770.1
OG0001403	Cg008G2665500	XP_006399471.1
OG0001403	Cg003G1039100	XP_006394118.2
OG0001404	Cg008G2654700	XP_006399319.1
OG0001404	Cg008G2789600	XP_024006868.1
OG0001405	Cg005G1648300	XP_006409901.1
OG0001405	Cg006G2186300	XP_006417776.1
OG0001407	Cg004G1078400	XP_006408491.1
OG0001409	Cg005G1623300	XP_006410196.1
OG0001409	Cg006G2200900	XP_024008264.1
OG0001410	Cg006G2213900	XP_006418051.1
OG0001410	Cg005G1609100	XP_006410370.1
OG0001411	Cg006G1863200	XP_006393620.1
OG0001411	Cg008G2924000	XP_006403303.1
OG0001412	Cg005G1590000	XP_006410574.1
OG0001412	Cg006G1979400	XP_006415565.1
OG0001413	Cg006G1952500	XP_006415253.1, XP_006415251.1
OG0001413	Cg001G0278500	XP_024005694.1
OG0001414	Cg002G0529300	XP_024013637.1
OG0001414	Cg003G1052700	XP_006393965.1
OG0001415	Cg002G0530700	XP_006393983.1, XP_006404109.1
OG0001416	Cg003G1025500	XP_006394269.1
OG0001416	Cg002G0541000	XP_006404227.1
OG0001417	Cg002G0559700, Cg002G0559600	XP_006401010.1, XP_006401007.1
OG0001418	Cg004G1370500	XP_006409651.2
OG0001419	Cg003G0948400	XP_006401393.1
OG0001420	Cg014G3031100, Cg003G0723600	XP_006396463.1
OG0001422	Cg008G2586900	XP_006398601.1
OG0001422	Cg004G1148500	XP_006407736.1
OG0001423	Cg001G0378000	XP_024014571.1
OG0001425	Cg001G0047800	XP_024004417.1
OG0001425	Cg004G1408200	XP_024016164.1
OG0001426	Cg004G1193300	XP_006407236.1
OG0001426	Cg006G1785500	XP_024006221.1
OG0001427	Cg006G1786700	XP_006392622.1
OG0001427	Cg004G1194100	XP_006407227.1
OG0001428	Cg002G0497200	XP_006403736.1
OG0001429	Cg001G0124400	XP_006413023.1
OG0001429	Cg003G0912800	XP_006401758.1
OG0001430	Cg001G0161200	XP_024005275.1
OG0001430	Cg003G0841400	XP_006402246.1
OG0001431	Cg013G3026100, Cg013G3026700	XP_006405210.1
OG0001432	Cg006G2020300	XP_006415979.1
OG0001432	Cg007G2467700	XP_006390975.1
OG0001433	Cg001G0212900	XP_006414055.1
OG0001433	Cg008G2964700	XP_006398258.1
OG0001434	Cg001G0204600	XP_006413950.1
OG0001434	Cg008G2955100	XP_006398162.1
