Orthogroup	Cardamine_glauca	Cochlearia_excelsa
OG0001555	Cg008G2980300	g40682
OG0001555	Cg001G0226200	g24245, g47225
OG0001556	Cg001G0230200	g47200
OG0001557	Cg003G1063900, Cg002G0520000	g19342
OG0001558	Cg005G1458000	g37716
OG0001558	Cg002G0406900	g1765
OG0001559	Cg001G0082200	g23288, g16937
OG0001559	Cg005G1730500	g38335
OG0001560	Cg005G1488300	g38225
OG0001561	Cg002G0445000	g11223, g2050
OG0001562	Cg005G1511600	g18983
OG0001563	Cg005G1519000	g38154
OG0001563	Cg002G0456900	g19012
OG0001564	Cg002G0467500	g19062
OG0001564	Cg005G1533000	g51832
OG0001565	Cg002G0468300	g19068
OG0001565	Cg002G0468200	g2187
OG0001567	Cg007G2431000, Cg002G0582200	g44973
OG0001568	Cg001G0102400	g23443
OG0001568	Cg004G1428500	g5973
OG0001569	Cg005G1773800	g50871
OG0001569	Cg001G0009700	g22691
OG0001570	Cg007G2488300	g45981
OG0001570	Cg006G1922700	g27863
OG0001571	Cg006G2233900	g30813
OG0001571	Cg008G2755300	g29088
OG0001572	Cg008G2828200	g10143
OG0001573	Cg008G2833400	g10162
OG0001574	Cg001G0116900	g17041, g47673
OG0001575	Cg004G1103900	g1629
OG0001576	Cg004G1112100	g7720, g12840, g12575
OG0001577	Cg004G1140300	g12977
OG0001578	Cg004G1239400	g13282
OG0001578	Cg006G1850700	g54062
OG0001582	Cg005G1609200	g39795, g37925
OG0001583	Cg007G2299000	g40989
OG0001584	Cg006G2114700	g31559
OG0001584	Cg002G0690900	g10770
OG0001585	Cg006G2041100, Cg008G2903100, Cg008G2903000	g32040
OG0001585	Cg006G2041000	g27522
OG0001586	Cg002G0672400	g6371, g16676, g16674
OG0001587	Cg006G2033400	g50283
OG0001587	Cg007G2476900	g44691
OG0001588	Cg007G2261800	g40779
OG0001588	Cg001G0391100	g46630
OG0001591	Cg001G0019000	g22772
OG0001592	Cg001G0060100, Cg001G0060200	g47866
OG0001593	Cg002G0672200	g10627, g31463
OG0001594	Cg007G2473300	g4843
OG0001595	Cg007G2403200	g45073
OG0001595	Cg007G2407500, Cg007G2401400, Cg007G2407300, Cg007G2401600, Cg007G2408100, Cg007G2407900, Cg007G2401700, Cg007G2407700	g44110
OG0001598	Cg008G2651800, Cg003G1001500, Cg003G1001600	g9922
OG0001600	Cg008G2884600	g16537, g16527, g16543
OG0001603	Cg002G0543200	g2709
OG0001604	Cg002G0545800	g19484
OG0001606	Cg008G2735700	g5002
OG0001606	Cg004G1093300	g12764
OG0001607	Cg004G1092200	g12663
OG0001607	Cg008G2733100	g45742
OG0001608	Cg004G1273200	g36124, g11901
OG0001609	Cg008G2725100	g5070, g29203
OG0001609	Cg004G1086500	g12683
OG0001610	Cg006G2001800, Cg006G2002000	g32278, g32280, g50406
OG0001611	Cg008G2692000	g29393
OG0001611	Cg008G2759700	g29116
OG0001612	Cg008G2760000	g645
OG0001612	Cg008G2689100	g5318
OG0001613	Cg008G2684400	g29428
OG0001613	Cg008G2816500, Cg008G2816100	g18545, g5360
OG0001614	Cg003G1044100	g29506
OG0001615	Cg005G1766000	g38503
OG0001615	Cg008G2669500	g29507, g45529
OG0001616	Cg008G2663900	g29549
OG0001616	Cg003G1037200	g219
OG0001617	Cg008G2659600	g29567
OG0001617	Cg003G1029100	g9798
OG0001618	Cg008G2788100	g461
OG0001618	Cg008G2653800	g5511
OG0001619	Cg003G0869300, Cg003G0728500	g39630
OG0001619	Cg006G2232200	g49416
OG0001620	Cg006G2188400	g49571
OG0001620	Cg005G1645200	g40011
OG0001621	Cg005G1634000	g37884
OG0001621	Cg006G2192800	g31048, g27000
OG0001622	Cg006G2194100	g31044
OG0001622	Cg005G1632200	g39948
OG0001623	Cg005G1628100	g39914, g51209
OG0001623	Cg006G2196900	g31029
OG0001624	Cg005G1623800	g51229
OG0001624	Cg006G2199700	g31008
OG0001625	Cg005G1615300	g39829
OG0001625	Cg006G2208600	g30949, g49508
OG0001626	Cg005G1601100, Cg006G2220400	g30882
OG0001627	Cg006G2221700	g30874
OG0001627	Cg005G1599500	g51344
OG0001628	Cg006G2226300	g30849
OG0001628	Cg008G2937300	g39695
OG0001629	Cg003G0865300, Cg003G0733100	g25519, g39651
OG0001630	Cg001G0146200, Cg003G0908900	g23739, g47556
OG0001631	Cg008G2924800	g11134
OG0001631	Cg006G1998500	g50432
OG0001632	Cg006G1989700	g32357, g50489
OG0001633	Cg003G1008000	g403
OG0001634	Cg003G1003100	g9911, g429
OG0001635	Cg002G0539900	g2686, g19435
OG0001636	Cg008G2802500, Cg002G0532600	g10022
OG0001637	Cg008G2760700	g29122
OG0001638	Cg008G2765200	g692, g41413, g28962
OG0001640	Cg001G0136200	g23680
OG0001640	Cg003G0943500	g39370
OG0001641	Cg003G0940400	g1002, g39381
OG0001642	Cg003G0939000	g991, g28499, g26849
OG0001643	Cg001G0129800	g23640
OG0001643	Cg003G0928000	g28469
OG0001644	Cg004G1177200	g7362
OG0001645	Cg008G2633100	g45445
OG0001646	Cg008G2627800	g13112
OG0001646	Cg004G1171900	g7392
OG0001647	Cg002G0452600	g2082
OG0001647	Cg008G2611900	g29804
OG0001648	Cg001G0380100	g46660, g16826, g10503
OG0001649	Cg001G0381500	g16811
OG0001649	Cg002G0655200	g10515
OG0001650	Cg001G0386800	g46645
OG0001650	Cg007G2266000	g40798
OG0001651	Cg006G2102000	g49963
OG0001651	Cg007G2567200	g44314
OG0001652	Cg007G2564600	g46520
OG0001653	Cg006G2099800	g49971
OG0001653	Cg007G2563700	g44330
OG0001654	Cg006G1953100	g32551
OG0001654	Cg006G1953300, Cg005G1646100	g50619
OG0001655	Cg007G2402900	g45079
OG0001655	Cg001G0198000	g17383
OG0001656	Cg007G2536100	g46276
OG0001656	Cg006G2057700	g31952
OG0001657	Cg001G0046600	g23001
OG0001657	Cg004G1409900	g14031
OG0001658	Cg004G1414600	g13994
OG0001658	Cg001G0039700	g22958, g47950, g18243
OG0001659	Cg006G1780300	g27974
OG0001659	Cg004G1186500	g7287
OG0001660	Cg006G1796700	g12185
OG0001660	Cg004G1205400	g7167
OG0001662	Cg005G1573700	g51559
OG0001662	Cg002G0503800	g19243
OG0001664	Cg005G1568300	g51590
OG0001664	Cg002G0497900	g2390
OG0001666	Cg001G0261800	g24500
OG0001666	Cg004G1294500	g11803
OG0001667	Cg001G0247900	g24419
OG0001667	Cg004G1230400	g7002
OG0001668	Cg001G0246700	g24406
OG0001669	Cg001G0246200	g17613
OG0001669	Cg001G0246100	g24402
OG0001670	Cg007G2511000	g46114, g44551
OG0001670	Cg007G2511100	g44550
OG0001671	Cg002G0636600	g10411
OG0001672	Cg006G2134200	g31416, g49856
OG0001673	Cg002G0667800	g10595
OG0001673	Cg006G2129300	g31458
OG0001674	Cg004G1261100	g13343
OG0001674	Cg006G1833800	g6796
OG0001675	Cg006G1830300, Cg004G1265700	g36438
OG0001676	Cg006G1820900	g13377
OG0001677	Cg006G1815200	g36534
OG0001679	Cg006G1807900	g54272
OG0001679	Cg004G1220800	g36582
OG0001681	Cg001G0226500	g24248
OG0001681	Cg008G2980600	g40683
OG0001682	Cg008G2980700, Cg006G1920400	g40685
OG0001683	Cg004G1401500	g6125
OG0001683	Cg001G0051800	g18224
OG0001684	Cg004G1402600	g6122
OG0001684	Cg001G0051100	g18225
OG0001685	Cg003G0744700	g40431
OG0001685	Cg001G0182500	g17308
OG0001686	Cg001G0182700	g23971
OG0001686	Cg003G0743800	g40432, g45153
OG0001687	Cg001G0185700	g23985
OG0001687	Cg003G0857800, Cg003G0739900	g25579
OG0001688	Cg004G1323200	g6402
OG0001689	Cg006G1911400	g27908
OG0001690	Cg002G0400500	g18755
OG0001690	Cg005G1449000	g37772
OG0001691	Cg002G0402300	g1743
OG0001691	Cg005G1452900	g37744
OG0001692	Cg002G0403700	g1751
OG0001692	Cg005G1451400	g37758
OG0001693	Cg005G1459200	g50807
OG0001693	Cg002G0408800	g1779
OG0001694	Cg001G0352500, Cg001G0352800, Cg001G0352700, Cg001G0352300, Cg001G0352400, Cg001G0358200, Cg005G1591500, Cg005G1534200	g50741
OG0001695	Cg002G0425500	g11186
OG0001695	Cg005G1482000	g37565
OG0001696	Cg002G0425600	g18839
OG0001697	Cg005G1497200	g38208
OG0001697	Cg002G0433200	g2018
OG0001698	Cg005G1501700	g37465
OG0001698	Cg002G0437600	g52084, g18928
OG0001699	Cg005G1507800	g52051
OG0001699	Cg002G0446200	g2127
OG0001700	Cg002G0454600	g2068, g2069
OG0001701	Cg002G0481400	g19148
OG0001702	Cg003G0920900, Cg003G0920600	g39221, g19663
OG0001703	Cg004G1330900	g25186
OG0001704	Cg004G1358900	g42706
OG0001704	Cg008G2913400	g42720, g42742
OG0001705	Cg003G0745400, Cg003G0745300	g40429
OG0001705	Cg005G1532400	g51840
OG0001706	Cg001G0011100	g22697
OG0001706	Cg005G1772200	g38524
OG0001707	Cg003G0795200	g40234
OG0001707	Cg006G1910600	g27911
OG0001708	Cg003G0777100	g40283
OG0001708	Cg006G2038200	g50257
OG0001709	Cg003G0772200	g40310
OG0001709	Cg006G1939800	g27799, g50682
OG0001710	Cg008G2820900	g4853
OG0001711	Cg008G2830100	g10153
OG0001711	Cg004G1112800	g7716
OG0001712	Cg004G1111200	g12838
OG0001712	Cg008G2831300	g10154
OG0001714	Cg004G1079500	g12739
OG0001715	Cg004G1094000	g12652
OG0001716	Cg006G2177400	g31130
OG0001716	Cg004G1105600	g7754
OG0001717	Cg004G1231400	g13267, g12076
OG0001719	Cg004G1126200	g7655
OG0001719	Cg008G2753400	g29074
OG0001720	Cg004G1127300	g7649
OG0001720	Cg008G2750300	g29064
OG0001721	Cg004G1127900	g12486
OG0001721	Cg004G1128100	g7646
OG0001722	Cg004G1131300, Cg004G1131200	g7629, g12940
OG0001723	Cg004G1134100	g7614, g12462
OG0001723	Cg008G2865800, Cg008G2850300	g10228
OG0001724	Cg003G0802000	g40223
OG0001724	Cg004G1157200	g12392
OG0001725	Cg004G1174700	g7376
OG0001726	Cg004G1245300	g12024
OG0001726	Cg006G1847100	g36338
OG0001727	Cg004G1248900	g6885, g12013
OG0001728	Cg001G0123000	g17071, g47651
OG0001728	Cg003G0911300	g895
OG0001729	Cg002G0514400, Cg002G0514300	g2473
OG0001730	Cg006G2248500	g30743
OG0001730	Cg014G3047400, Cg003G0708200	g25397
OG0001731	Cg006G2248100	g30744
OG0001732	Cg003G0713100, Cg014G3042800	g25440
OG0001732	Cg006G2242200	g49363
OG0001733	Cg006G2239500	g30788
OG0001734	Cg007G2320700	g41073
OG0001734	Cg006G2165700	g31218
OG0001735	Cg007G2298900	g40990
OG0001735	Cg006G2153500	g49760
OG0001736	Cg007G2292100	g44158, g40971
OG0001736	Cg006G2151400	g31302
OG0001737	Cg006G1971100	g45501
OG0001737	Cg006G2143500	g49790
OG0001738	Cg006G2141800	g49805
OG0001739	Cg006G2132500	g31433
OG0001741	Cg001G0021700	g22801
OG0001741	Cg008G2822400	g45919, g44655
OG0001742	Cg007G2475500	g45863
OG0001742	Cg006G2032600	g50292
OG0001743	Cg006G2028200	g27562
OG0001743	Cg007G2473200	g45845
OG0001745	Cg001G0015700, Cg005G1767000	g22737
OG0001746	Cg005G1764700	g38492
OG0001746	Cg001G0019400	g22776
OG0001747	Cg001G0026000	g47992
OG0001747	Cg005G1758700	g38452
OG0001748	Cg006G1830000	g36441
OG0001749	Cg004G1400800	g14109
OG0001749	Cg001G0053400	g47894, g23048
OG0001750	Cg001G0087300	g47787
OG0001751	Cg001G0092900	g23360
OG0001752	Cg006G2027900	g32088
OG0001754	Cg004G1396600, Cg004G1396400	g6142, g14214
OG0001755	Cg002G0580900, Cg002G0581000	g3074
OG0001756	Cg001G0256300, Cg001G0256200	g24467
OG0001763	Cg004G1096700	g4013, g3928
OG0001763	Cg008G2739300	g4988
OG0001764	Cg004G1091200	g7840
OG0001765	Cg008G2728500	g7857
OG0001765	Cg004G1089300	g12673
OG0001766	Cg008G2727700	g5051
OG0001767	Cg006G2149000	g31315
OG0001768	Cg007G2473100	g45844
OG0001768	Cg008G2712700	g5156
OG0001769	Cg008G2707800	g5191
OG0001770	Cg007G2572400	g44294
OG0001771	Cg003G0723000, Cg014G3031700	g4558
OG0001771	Cg006G1957400	g32530
OG0001772	Cg008G2672700	g45544
OG0001772	Cg003G1048200	g143
OG0001773	Cg003G1046000	g9717
OG0001773	Cg008G2671300	g45537
OG0001774	Cg003G1000600	g9928, g440
OG0001775	Cg008G2648400	g29618
OG0001775	Cg003G1006500	g9891
OG0001776	Cg006G2234100	g49410
OG0001776	Cg003G0727400, Cg003G0870500	g45212
OG0001777	Cg006G2189200	g49567
OG0001777	Cg005G1642800	g51123
OG0001778	Cg005G1640400	g40021
OG0001778	Cg006G2190500	g31061
OG0001779	Cg006G2191000	g51175, g27007
OG0001780	Cg006G2194900	g49559
OG0001780	Cg005G1631500	g39937
OG0001781	Cg006G2203300	g49535
OG0001781	Cg005G1620200	g37904
OG0001782	Cg005G1601200	g51334, g39752
OG0001783	Cg008G2940800	g39682
OG0001783	Cg006G2228100	g30843
OG0001784	Cg001G0151300	g17176
OG0001784	Cg003G0896600	g1333
OG0001785	Cg003G0902700	g28356
OG0001785	Cg001G0149100	g47545
OG0001786	Cg001G0148900	g47546, g17164
OG0001787	Cg008G2923000	g11140
OG0001787	Cg006G1871500	g37045
OG0001788	Cg008G2924300	g18427
OG0001789	Cg006G1970700	g50534
OG0001789	Cg005G1586300	g37099
OG0001790	Cg003G1025000	g298
OG0001792	Cg003G1019700, Cg003G1019600	g18616, g18625, g18624
OG0001793	Cg006G2002700	g32261
OG0001793	Cg006G2002600	g27631
OG0001794	Cg008G2796100	g36906
OG0001795	Cg004G1276000, Cg004G1275900	g11892, g630
OG0001796	Cg002G0593400	g3318
OG0001797	Cg002G0591800	g3302
OG0001797	Cg008G2780000	g28880
OG0001798	Cg002G0576100	g2990
OG0001798	Cg003G0995100	g11561, g847
OG0001799	Cg003G0989400, Cg003G0989500	g28776
OG0001800	Cg002G0559100	g28704
OG0001801	Cg003G0954800	g28560
OG0001802	Cg003G0947600	g28533
OG0001802	Cg001G0136900	g17128
OG0001803	Cg004G1177700	g7353
OG0001804	Cg008G2628400, Cg004G1424000	g45429
OG0001805	Cg004G1164600	g12369
OG0001806	Cg004G1161800	g13076, g13080
OG0001806	Cg008G2613100	g29802
OG0001807	Cg008G2612700	g5703
OG0001807	Cg004G1161600	g13074
OG0001808	Cg008G2603200	g5751
OG0001809	Cg002G0652800	g10501
OG0001809	Cg001G0380000	g16827
OG0001810	Cg001G0037500	g18249
OG0001811	Cg006G2093200	g27363
OG0001811	Cg007G2555600	g46453
OG0001812	Cg007G2540300	g45051, g31977, g44377
OG0001812	Cg006G2053800	g50179
OG0001813	Cg007G2539500, Cg006G2054900	g44384
OG0001814	Cg006G2055800	g31966
OG0001815	Cg007G2532000	g44414
OG0001815	Cg006G2062800	g31916
OG0001818	Cg006G2071700	g50085
OG0001819	Cg004G1411500, Cg001G0045900	g22996
OG0001820	Cg001G0039800	g18238
OG0001821	Cg005G1569100	g51583
OG0001821	Cg002G0498300	g2393
OG0001822	Cg002G0662100	g10564
OG0001822	Cg005G1566000	g37186
OG0001824	Cg007G2500300	g46027, g44581
OG0001824	Cg006G2087600	g27389
OG0001826	Cg007G2514100	g44533
OG0001826	Cg006G2078500	g31800
OG0001827	Cg001G0110300	g23497
OG0001827	Cg004G1435900	g13812
OG0001828	Cg006G2018700	g50346
OG0001828	Cg007G2465400	g44755
OG0001829	Cg008G2969600	g10953
OG0001830	Cg008G2961200	g40559
OG0001830	Cg001G0209100	g17445
OG0001831	Cg008G2842100, Cg006G2190800	g16675, g16677
OG0001832	Cg004G1280200	g6680
OG0001832	Cg006G1818100	g54225, g36517
OG0001833	Cg004G1225700	g12099
OG0001834	Cg003G0907500	g41224
OG0001835	Cg001G0221800	g9620, g22660
OG0001837	Cg004G1382700, Cg004G1390300	g6159, g13696
OG0001838	Cg004G1406300	g6106
OG0001838	Cg001G0048400	g47914, g23015
OG0001839	Cg001G0165900	g23872
OG0001839	Cg003G0763200	g40347
OG0001840	Cg001G0175300	g23932
OG0001840	Cg003G0753600	g40389
OG0001842	Cg006G2233700	g26905
OG0001842	Cg001G0196500	g47342
OG0001843	Cg003G0735200, Cg003G0863200	g40473, g25537
OG0001844	Cg003G0738300, Cg003G0859700	g40459
OG0001844	Cg001G0188800	g24003
OG0001845	Cg006G2182800	g27021
OG0001846	Cg002G0453000	g18999
OG0001846	Cg005G1516700	g38158
OG0001847	Cg005G1452800, Cg002G0402400	g18738
OG0001848	Cg002G0408700	g1777
OG0001849	Cg002G0422100	g1900
OG0001849	Cg005G1477900	g37588
OG0001850	Cg005G1481700	g37566
OG0001851	Cg002G0426300	g18842
OG0001851	Cg005G1483700	g52178
OG0001852	Cg002G0427100	g18860
OG0001852	Cg005G1486600	g37540
OG0001853	Cg002G0428000	g1946
OG0001854	Cg002G0430400	g11200
OG0001855	Cg005G1520600	g37375
OG0001856	Cg005G1534100	g38133
OG0001856	Cg002G0469800	g19073
OG0001857	Cg004G1398700, Cg002G0479400	g19136, g2270
OG0001858	Cg002G0493300	g2364
OG0001858	Cg005G1563000	g51626
OG0001859	Cg001G0035600	g47970
OG0001859	Cg004G1419800	g6013
OG0001860	Cg001G0033300	g47975
OG0001860	Cg004G1422300	g5998
OG0001861	Cg007G2417400	g11052
OG0001864	Cg005G1760700	g50913
OG0001864	Cg001G0023500	g22804
OG0001865	Cg006G1902500	g35903, g27954
OG0001865	Cg003G0801800	g40222
OG0001866	Cg006G2166000	g49701, g31215
OG0001866	Cg004G1145700	g12988
OG0001869	Cg006G2056800	g39849
OG0001869	Cg005G1508100	g52046
OG0001871	Cg004G1087300	g7863
OG0001872	Cg004G1124200	g12504
OG0001872	Cg004G1305300	g6516
OG0001873	Cg006G2123900	g49901
OG0001873	Cg002G0679600	g1534
OG0001874	Cg005G1723700	g38322
OG0001874	Cg001G0075900	g16917, g35238
OG0001875	Cg001G0365200	g46697
OG0001875	Cg002G0644200	g10375
OG0001876	Cg001G0364500	g16892
OG0001876	Cg001G0364400	g46699
OG0001877	Cg001G0350200	g46749
OG0001877	Cg007G2436700	g44939
OG0001878	Cg014G3053900	g45274
OG0001878	Cg006G2250400	g30736
OG0001879	Cg006G2156400	g49736
OG0001879	Cg001G0143500	g47567
OG0001880	Cg006G2155800	g31272
OG0001880	Cg007G2296300	g41003
OG0001881	Cg006G2142700	g49799
OG0001881	Cg007G2280000	g44224, g40913
OG0001882	Cg006G2142300	g31351
OG0001882	Cg007G2279100	g44231
OG0001883	Cg007G2272700	g40856
OG0001883	Cg006G2136800	g31400
OG0001884	Cg002G0671800	g10625
OG0001884	Cg006G2131300	g31439
OG0001885	Cg002G0684500	g10715
OG0001885	Cg006G2118700	g49908
OG0001886	Cg006G1843600	g36367
OG0001888	Cg007G2493200	g18004
OG0001888	Cg006G2091600	g49996
OG0001889	Cg006G2090100	g31709
OG0001890	Cg002G0685000, Cg002G0684900	g1521
OG0001891	Cg007G2471200	g45827
OG0001891	Cg006G2024800	g32076, g50322
OG0001892	Cg001G0021100	g22794
OG0001892	Cg001G0021200	g22795
OG0001893	Cg005G1726800	g51050
OG0001893	Cg001G0078400	g23271
OG0001894	Cg004G1375100	g6189
OG0001894	Cg001G0062900	g23149
OG0001895	Cg001G0089700	g47780
OG0001896	Cg005G1746500	g38382
OG0001896	Cg001G0089900	g23335
OG0001897	Cg001G0093700	g23368
OG0001897	Cg005G1743400	g38394
OG0001899	Cg004G1261900	g3726
OG0001900	Cg001G0368200	g16877
OG0001900	Cg002G0640700	g10398
OG0001902	Cg014G3054200, Cg003G0701700	g51355, g51354
OG0001910	Cg001G0096800	g16983
OG0001910	Cg005G1750300	g38402
OG0001911	Cg005G1748800	g38398
OG0001911	Cg001G0095700	g47753
OG0001912	Cg008G2728200	g29194
OG0001912	Cg004G1088700	g7859
OG0001913	Cg004G1104600	g12970
OG0001913	Cg004G1138500	g7592
OG0001914	Cg004G1084800	g12751
OG0001914	Cg008G2722700	g5082
OG0001915	Cg008G2698700	g29351
OG0001916	Cg008G2759500	g647
OG0001916	Cg008G2690000	g45590, g29398
OG0001917	Cg008G2760500	g644
OG0001918	Cg008G2805600	g10034
OG0001918	Cg008G2674600	g29482
OG0001919	Cg008G2673700	g29490
OG0001920	Cg008G2667400, Cg008G2667300	g165
OG0001921	Cg008G2667000	g45525
OG0001922	Cg005G1760900	g50914
OG0001922	Cg008G2663500	g29551
OG0001923	Cg003G1033700	g9776
OG0001924	Cg003G1002800	g9917
OG0001925	Cg006G2197700	g31023
OG0001926	Cg005G1626300	g39899
OG0001926	Cg006G2197900	g31021
OG0001927	Cg006G2203000	g26969
OG0001927	Cg005G1621000	g39863
OG0001929	Cg005G1602000	g39755, g51330
OG0001930	Cg006G2228700	g26911
OG0001931	Cg001G0148700	g47547, g23762
OG0001932	Cg005G1464300, Cg006G1995900	g32311, g32310, g32309
OG0001933	Cg005G1597600, Cg006G1995600	g51363, g37066
OG0001934	Cg006G1962700	g27758
OG0001934	Cg005G1583100	g37120
OG0001935	Cg006G1947500	g32619
OG0001936	Cg005G1580000	g38001
OG0001937	Cg002G0527500	g2593
OG0001937	Cg003G1056400	g9668
OG0001938	Cg004G1212300	g7121, g12153
OG0001938	Cg003G0998900	g13231
OG0001939	Cg002G0539200	g2683
OG0001940	Cg001G0078100	g23270
OG0001940	Cg005G1726700	g16919
OG0001941	Cg008G2768000	g41404
OG0001941	Cg003G0980900	g714
OG0001942	Cg002G0581100	g3075
OG0001942	Cg008G2786200	g41343
OG0001943	Cg003G0996000	g41329
OG0001943	Cg002G0576700	g2995
OG0001945	Cg007G2301600, Cg007G2301700	g41008
OG0001945	Cg007G2297200	g44142
OG0001946	Cg003G0974200	g1184
OG0001946	Cg008G2643200	g28726
OG0001947	Cg003G0965600, Cg001G0145200	g17882
OG0001948	Cg001G0144900	g23732
OG0001949	Cg004G1404700	g13719
OG0001949	Cg004G1404800	g14053
OG0001950	Cg002G0604700	g10329
OG0001951	Cg001G0138100	g23695
OG0001952	Cg001G0132800	g23662
OG0001953	Cg003G0934900	g969
OG0001953	Cg001G0131200	g23654
OG0001954	Cg004G1182100	g7316
OG0001954	Cg008G2641600	g29651
OG0001955	Cg008G2637700	g29671, g5592
OG0001955	Cg004G1178400	g12306, g7348
OG0001956	Cg004G1166000	g12363
OG0001956	Cg008G2620500	g29764
OG0001957	Cg008G2606400	g5726
OG0001959	Cg001G0070900	g7522, g47835
OG0001960	Cg002G0651900	g10491
OG0001961	Cg006G2106600	g31617
OG0001961	Cg005G1611000	g13599
OG0001962	Cg007G2569900	g46547
OG0001963	Cg006G2103700	g31630
OG0001964	Cg006G2101500	g27338
OG0001965	Cg006G2056900	g31957, g50161
OG0001965	Cg007G2536900	g46287
OG0001966	Cg001G0045000	g47931
OG0001967	Cg006G2060800	g31942, g27463
OG0001967	Cg007G2534400	g13625
OG0001969	Cg004G1407800	g6112
OG0001969	Cg001G0048100	g23012
OG0001970	Cg001G0046000	g22997
OG0001971	Cg004G1413100, Cg001G0042900	g6048
OG0001972	Cg001G0040900	g22963
OG0001973	Cg004G1200800	g12206
OG0001973	Cg006G1792400, Cg006G1792500, Cg006G1792600	g54343
OG0001974	Cg004G1211300	g7132
OG0001974	Cg006G1802400	g36619
OG0001975	Cg002G0497500	g19213, g2387
OG0001975	Cg005G1567800	g51592
OG0001977	Cg001G0280700	g24655
OG0001977	Cg004G1310000	g46973
OG0001978	Cg004G1096500, Cg004G1085200	g7878
OG0001979	Cg001G0265200	g6555
OG0001979	Cg004G1297600	g13451, g11771
OG0001980	Cg001G0263400, Cg001G0263300	g24513
OG0001980	Cg004G1295800	g11784
OG0001981	Cg004G1231500	g7000, g17615
OG0001982	Cg002G0463800	g2169
OG0001982	Cg005G1528200	g51877
OG0001983	Cg002G0565600	g36974
OG0001983	Cg002G0565800	g2887
OG0001984	Cg002G0660400, Cg006G2134600	g27205
OG0001985	Cg008G2962400	g10981
OG0001985	Cg001G0210100	g17446
OG0001986	Cg006G1835100	g28069
OG0001987	Cg006G1825100	g28047
OG0001987	Cg004G1272800	g11904
OG0001988	Cg006G1819000	g54217
OG0001988	Cg004G1278900	g13379
OG0001989	Cg004G1225500	g7041
OG0001989	Cg006G1812500	g54255
OG0001992	Cg001G0223700	g17511
OG0001992	Cg008G2977000	g40646
OG0001993	Cg006G2244200	g49357
OG0001994	Cg001G0175000	g47448
OG0001995	Cg001G0181100	g47418
OG0001995	Cg001G0181000	g23963
OG0001997	Cg003G0736800, Cg003G0861400	g40466
OG0001997	Cg001G0191700	g24023
OG0001998	Cg005G1449800	g37767
OG0001999	Cg005G1475100	g52248
OG0002000	Cg005G1478800, Cg002G0422800	g37582
OG0002001	Cg002G0422900	g18808
OG0002002	Cg002G0427400	g1939
OG0002002	Cg005G1487100	g37539
OG0002003	Cg006G2158900	g27120, g31253
OG0002003	Cg002G0445200	g2053
OG0002004	Cg005G1514500	g52000
OG0002004	Cg002G0451000	g2089
OG0002005	Cg001G0125700	g23613
OG0002005	Cg003G0919100	g924
OG0002007	Cg005G1543100	g38110
OG0002008	Cg005G1546800	g37283, g37282, g38090
OG0002009	Cg005G1550800	g51704
OG0002011	Cg005G1776700	g38546
OG0002011	Cg001G0007000	g18328
OG0002012	Cg003G0779100	g40276
OG0002013	Cg004G1118400	g12542
OG0002013	Cg008G2824700	g4799
OG0002014	Cg005G1452700	g37747
OG0002015	Cg005G1453600	g37734
OG0002015	Cg002G0403800	g18717
OG0002016	Cg004G1202000, Cg004G1201900, Cg004G1202500, Cg004G1202200, Cg004G1202600, Cg004G1202400, Cg004G1202300, Cg004G1236200	g17760, g39393, g6237
OG0002017	Cg005G1509600	g37430
OG0002017	Cg002G0444400	g2046
OG0002020	Cg004G1236400	g12049
OG0002020	Cg004G1236300	g13276
OG0002021	Cg004G1237700	g6956
OG0002021	Cg006G1852200	g36277
OG0002022	Cg004G1239700	g12048
OG0002022	Cg006G1850600	g42129, g36285
OG0002023	Cg002G0623200	g10355
OG0002023	Cg001G0361800	g16897
OG0002024	Cg001G0333200	g16744
OG0002025	Cg004G1289900	g11827
OG0002025	Cg001G0259400	g17705
OG0002026	Cg008G2750400, Cg008G2750500	g29065
OG0002027	Cg014G3049400, Cg003G0706100	g39488
OG0002027	Cg006G2249600	g30740
OG0002028	Cg014G3046700, Cg003G0709100, Cg006G2247900	g39467
OG0002029	Cg014G3046600, Cg003G0709200	g39466
OG0002029	Cg006G2247800	g30746, g49328
OG0002030	Cg006G2239700, Cg003G0719100, Cg014G3036800	g39548
OG0002031	Cg006G2210400	g30937
OG0002032	Cg007G2330800	g41103
OG0002033	Cg006G2157700	g31259
OG0002033	Cg007G2304900	g41026
OG0002034	Cg006G2150700	g49770
OG0002034	Cg002G0628700, Cg007G2291700	g27146
OG0002035	Cg006G2146400	g27168
OG0002035	Cg007G2285800	g44204
OG0002036	Cg007G2273200, Cg006G2137500	g31397, g49842
OG0002037	Cg006G2133000	g31424, g49863, g27208
OG0002038	Cg006G2116700	g49916, g31542, g27282
OG0002040	Cg006G2054400	g50174
OG0002041	Cg006G2033800	g32066
OG0002041	Cg007G2477300	g45875, g44687
OG0002042	Cg007G2262100	g40832
OG0002043	Cg002G0569600	g18367
OG0002045	Cg001G0071100	g47833
OG0002045	Cg005G1713500	g38293
OG0002056	Cg003G0978200	g1223
OG0002056	Cg002G0555300	g19519, g2803
OG0002057	Cg003G1020000	g9836
OG0002058	Cg008G2745800	g29033
OG0002058	Cg004G1100500	g12617
OG0002059	Cg008G2745600	g29032
OG0002060	Cg008G2745000	g4937
