Orthogroup	Cardamine_glauca	Rorippa_islandica
OG0001507	Cg008G2681200	Roisl.0210s0859.1.p
OG0001507	Cg008G2811500	Roisl.0046s0228.1.p
OG0001508	Cg008G2651700	Roisl.0210s0541.1.p
OG0001508	Cg003G1001800	Roisl.0080s0148.1.p
OG0001509	Cg008G2650300	Roisl.0210s0526.1.p
OG0001510	Cg006G2007600	Roisl.0191s0452.1.p
OG0001510	Cg007G2450000	Roisl.0019s0744.1.p
OG0001511	Cg005G1658800	Roisl.0204s0010.1.p
OG0001511	Cg006G2181900	Roisl.0091s1103.1.p
OG0001512	Cg006G2185400	Roisl.0091s1067.1.p
OG0001512	Cg005G1649900	Roisl.0082s0624.1.p
OG0001513	Cg005G1648500	Roisl.0082s0638.1.p
OG0001513	Cg006G2186600	Roisl.0091s1051.1.p
OG0001514	Cg006G2193500	Roisl.0091s0982.1.p
OG0001514	Cg005G1633000	Roisl.0033s0020.1.p
OG0001515	Cg006G2198800	Roisl.0091s0933.1.p
OG0001515	Cg005G1624900	Roisl.0033s0097.1.p
OG0001516	Cg006G2203200	Roisl.0091s0887.1.p
OG0001516	Cg005G1620600	Roisl.0033s0121.1.p
OG0001517	Cg006G2214300	Roisl.0091s0769.1.p
OG0001517	Cg005G1608800	Roisl.0028s0628.1.p
OG0001518	Cg006G2222100	Roisl.0210s0384.1.p
OG0001518	Cg005G1598500	Roisl.0028s0740.1.p
OG0001519	Cg006G2222800	Roisl.0210s0377.1.p
OG0001519	Cg008G2928100	Roisl.0012s0096.1.p
OG0001520	Cg006G2223400	Roisl.0210s0372.1.p
OG0001520	Cg008G2929500	Roisl.0012s0111.1.p
OG0001521	Cg007G2567900	Roisl.0115s0155.1.p
OG0001521	Cg006G2102600	Roisl.0007s0517.1.p
OG0001522	Cg006G1983300, Cg006G1982900, Cg006G1983200, Cg006G1983000, Cg006G1983100	Roisl.0213s0185.1.p
OG0001523	Cg005G1590100	Roisl.0028s0832.1.p
OG0001523	Cg006G1980100	Roisl.0213s0201.1.p
OG0001524	Cg002G0431900	Roisl.0018s0063.1.p
OG0001524	Cg006G1964100	Roisl.0213s0363.1.p
OG0001525	Cg006G1956200	Roisl.0213s0448.1.p
OG0001526	Cg002G0528800	Roisl.0046s0930.1.p, Roisl.0046s0931.1.p
OG0001526	Cg003G1053400	Roisl.0024s0509.1.p
OG0001527	Cg003G1050000	Roisl.0024s0474.1.p
OG0001527	Cg002G0471900	Roisl.0046s1531.1.p
OG0001528	Cg003G1025600	Roisl.0024s0229.1.p, Roisl.0209s0445.1.p
OG0001528	Cg001G0049400, Cg001G0048500, Cg005G1678200, Cg005G1678000	Roisl.0001s0127.1.p
OG0001529	Cg008G2801000	Roisl.0046s0121.1.p
OG0001529	Cg002G0534200	Roisl.0046s0867.1.p
OG0001530	Cg003G0958100, Cg003G0958200	Roisl.0080s0617.1.p
OG0001531	Cg008G2785700	Roisl.0210s1945.1.p
OG0001532	Cg003G0986100	Roisl.0080s0320.1.p
OG0001532	Cg003G0985900	Roisl.0080s0322.1.p
OG0001532	Cg003G0986000	Roisl.0080s0321.1.p
OG0001533	Cg003G0985500	Roisl.0080s0328.1.p
OG0001534	Cg008G2970200	Roisl.0005s0198.1.p
OG0001534	Cg001G0224000	Roisl.0091s0543.1.p
OG0001535	Cg001G0140100	Roisl.0022s0286.1.p
OG0001535	Cg003G0955400	Roisl.0080s0653.1.p
OG0001536	Cg001G0385700	Roisl.0009s0104.1.p
OG0001536	Cg007G2269700	Roisl.0010s0170.1.p
OG0001537	Cg003G0722600, Cg014G3032600	Roisl.0082s0431.1.p
OG0001537	Cg006G2237400	Roisl.0210s0217.1.p
OG0001538	Cg006G2235700	Roisl.0210s0242.1.p
OG0001538	Cg014G3030500, Cg003G0724200	Roisl.0082s0417.1.p
OG0001540	Cg004G1171000	Roisl.0074s0900.1.p
OG0001540	Cg008G2627100	Roisl.0042s0114.1.p
OG0001541	Cg008G2620000	Roisl.0030s0204.1.p
OG0001542	Cg008G2606100	Roisl.0030s0070.1.p
OG0001542	Cg004G1158100	Roisl.0074s1037.1.p
OG0001543	Cg007G2540900	Roisl.0004s0194.1.p
OG0001543	Cg006G2053000	Roisl.0049s0046.1.p
OG0001544	Cg007G2540800	Roisl.0004s0195.1.p
OG0001544	Cg006G2053100	Roisl.0049s0045.1.p
OG0001545	Cg007G2537200	Roisl.0004s0231.1.p
OG0001545	Cg006G2056400	Roisl.0007s0033.1.p
OG0001546	Cg007G2520800	Roisl.0004s0396.1.p
OG0001546	Cg007G2521200	Roisl.0004s0392.1.p
OG0001547	Cg001G0047300	Roisl.0001s0150.1.p
OG0001547	Cg004G1408800	Roisl.0066s0209.1.p
OG0001548	Cg001G0042600	Roisl.0001s0206.1.p
OG0001548	Cg004G1413200	Roisl.0066s0161.1.p
OG0001549	Cg001G0281100	Roisl.0075s0061.1.p
OG0001549	Cg004G1310800	Roisl.0053s0265.1.p
OG0001550	Cg007G2510100	Roisl.0004s0513.1.p
OG0001550	Cg006G2081000	Roisl.0007s0289.1.p
OG0001551	Cg008G2794300	Roisl.0210s2048.1.p
OG0001552	Cg008G2964100	Roisl.0005s0275.1.p
OG0001552	Cg001G0211300	Roisl.0091s0413.1.p
OG0001553	Cg004G1270300	Roisl.0115s0353.1.p
OG0001553	Cg006G1827400	Roisl.0006s0122.1.p
OG0001554	Cg006G1808300	Roisl.0006s0328.1.p
OG0001554	Cg004G1221300	Roisl.0074s0384.1.p
OG0001555	Cg008G2980300	Roisl.0005s0069.1.p
OG0001555	Cg001G0226200	Roisl.0091s0566.1.p
OG0001556	Cg008G2984800	Roisl.0005s0027.1.p
OG0001556	Cg001G0230200	Roisl.0091s0610.1.p
OG0001557	Cg003G1063900	Roisl.0024s0622.1.p
OG0001557	Cg002G0520000	Roisl.0046s1035.1.p
OG0001558	Cg005G1458000	Roisl.0035s0022.1.p
OG0001558	Cg002G0406900	Roisl.0018s0356.1.p
OG0001559	Cg001G0082200	Roisl.0003s0222.1.p
OG0001559	Cg005G1730500	Roisl.0023s0054.1.p
OG0001560	Cg005G1488300	Roisl.0028s0175.1.p
OG0001561	Cg002G0445000	Roisl.0026s0091.1.p
OG0001562	Cg002G0449000	Roisl.0026s0138.1.p
OG0001562	Cg005G1511600	Roisl.0028s0430.1.p
OG0001563	Cg005G1519000	Roisl.0028s0508.1.p
OG0001564	Cg002G0467500	Roisl.0046s1570.1.p
OG0001564	Cg005G1533000	Roisl.0017s0373.1.p
OG0001565	Cg002G0468300	Roisl.0046s1561.1.p
OG0001565	Cg002G0468200	Roisl.0046s1563.1.p, Roisl.0046s1562.1.p
OG0001566	Cg002G0486200	Roisl.0046s1385.1.p
OG0001567	Cg002G0581600	Roisl.0027s0085.1.p
OG0001567	Cg002G0581700	Roisl.0027s0078.1.p
OG0001567	Cg007G2431000	Roisl.0024s0036.1.p
OG0001567	Cg002G0582200	Roisl.0027s0076.1.p
OG0001568	Cg001G0102400	Roisl.0003s0010.1.p
OG0001568	Cg004G1428500	Roisl.0206s0030.1.p
OG0001569	Cg005G1773800	Roisl.0082s0131.1.p
OG0001569	Cg001G0009700	Roisl.0115s0683.1.p
OG0001570	Cg007G2488300	Roisl.0019s0326.1.p
OG0001570	Cg003G0785400	Roisl.0060s0001.1.p
OG0001570	Cg006G1922700	Roisl.0056s0050.1.p
OG0001571	Cg006G2233900	Roisl.0210s0261.1.p
OG0001571	Cg008G2755300	Roisl.0210s1620.1.p
OG0001572	Cg004G1114900	Roisl.0039s0054.1.p
OG0001572	Cg008G2828200	Roisl.0046s0400.1.p
OG0001573	Cg008G2833400	Roisl.0046s0460.1.p
OG0001573	Cg004G1109300	Roisl.0039s0002.1.p
OG0001574	Cg001G0116900	Roisl.0022s0528.1.p
OG0001574	Cg004G1442800	Roisl.0214s0476.1.p
OG0001575	Cg004G1103900	Roisl.0016s0374.1.p
OG0001576	Cg008G2831500	Roisl.0046s0441.1.p
OG0001576	Cg004G1112100	Roisl.0039s0029.1.p
OG0001577	Cg008G2878600	Roisl.0014s0023.1.p
OG0001577	Cg004G1140300	Roisl.0079s0158.1.p
OG0001578	Cg004G1239400	Roisl.0074s0201.1.p
OG0001578	Cg006G1850700	Roisl.0013s0128.1.p, Roisl.0204s0134.1.p
OG0001580	Cg001G0144000	Roisl.0022s0246.1.p
OG0001580	Cg001G0143900	Roisl.0022s0247.1.p
OG0001580	Cg008G2943200, Cg008G2943300	Roisl.0012s0261.1.p
OG0001581	Cg001G0364000	Roisl.0070s0012.1.p
OG0001581	Cg001G0364100	Roisl.0070s0011.1.p
OG0001581	Cg001G0363400	Roisl.0070s0013.1.p
OG0001582	Cg005G1609200	Roisl.0028s0621.1.p
OG0001582	Cg006G2213800	Roisl.0091s0774.1.p
OG0001583	Cg006G2153400	Roisl.0021s0173.1.p
OG0001583	Cg007G2299000	Roisl.0214s0536.1.p
OG0001584	Cg006G2114700	Roisl.0007s0647.1.p
OG0001584	Cg002G0690900	Roisl.0011s0068.1.p
OG0001585	Cg006G2041100	Roisl.0191s0089.1.p
OG0001585	Cg008G2903100, Cg008G2903000	Roisl.0036s0100.1.p
OG0001585	Cg006G2041000	Roisl.0191s0090.1.p
OG0001586	Cg002G0672400	Roisl.0011s0313.1.p
OG0001587	Cg006G2033400	Roisl.0191s0165.1.p
OG0001587	Cg007G2476900	Roisl.0019s0465.1.p
OG0001588	Cg007G2261800	Roisl.0050s0065.1.p
OG0001588	Cg001G0391100	Roisl.0009s0031.1.p
OG0001589	Cg002G0631700	Roisl.0025s0041.1.p
OG0001589	Cg002G0631900, Cg002G0631800	Roisl.0025s0042.1.p
OG0001591	Cg005G1764800	Roisl.0046s0597.1.p
OG0001591	Cg004G1206700	Roisl.0074s0517.1.p
OG0001591	Cg001G0019000	Roisl.0001s0455.1.p
OG0001592	Cg001G0060100	Roisl.0001s0002.1.p
OG0001592	Cg001G0060200	Roisl.0008s0366.1.p
OG0001593	Cg006G2128600	Roisl.0021s0448.1.p
OG0001593	Cg002G0672200	Roisl.0011s0319.1.p
OG0001594	Cg007G2473300	Roisl.0019s0502.1.p
OG0001595	Cg007G2403200	Roisl.0022s0056.1.p
OG0001597	Cg008G2691000	Roisl.0210s0963.1.p
OG0001598	Cg008G2651800	Roisl.0210s0542.1.p
OG0001598	Cg003G1001500	Roisl.0080s0151.1.p
OG0001598	Cg003G1001600	Roisl.0080s0150.1.p
OG0001603	Cg002G0543200	Roisl.0046s0767.1.p
OG0001604	Cg002G0545800	Roisl.0046s0728.1.p
OG0001605	Cg001G0328100, Cg001G0343200, Cg001G0328800, Cg001G0343000, Cg001G0328500, Cg001G0329000	Roisl.0009s0200.1.p, Roisl.0009s0201.1.p
OG0001606	Cg008G2735700	Roisl.0210s1416.1.p
OG0001606	Cg004G1093300	Roisl.0016s0251.1.p
OG0001607	Cg004G1092200	Roisl.0016s0240.1.p
OG0001607	Cg008G2733100	Roisl.0210s1394.1.p
OG0001608	Cg004G1273200	Roisl.0115s0389.1.p
OG0001609	Cg008G2725100	Roisl.0210s1305.1.p
OG0001609	Cg004G1086500	Roisl.0016s0185.1.p
OG0001610	Cg006G2001800	Roisl.0015s0097.1.p, Roisl.0015s0099.1.p
OG0001611	Cg008G2692000	Roisl.0210s0973.1.p
OG0001611	Cg008G2759700	Roisl.0210s1662.1.p
OG0001612	Cg008G2760000	Roisl.0210s1665.1.p
OG0001612	Cg008G2689100	Roisl.0210s0947.1.p
OG0001613	Cg008G2684400	Roisl.0210s0895.1.p
OG0001613	Cg008G2816500, Cg008G2816100	Roisl.0046s0278.1.p
OG0001614	Cg003G1044100	Roisl.0024s0387.1.p
OG0001614	Cg008G2669600	Roisl.0210s0745.1.p
OG0001615	Cg005G1766000	Roisl.0046s0609.1.p
OG0001615	Cg008G2669500	Roisl.0210s0744.1.p
OG0001616	Cg008G2663900	Roisl.0210s0683.1.p
OG0001616	Cg003G1037200	Roisl.0024s0340.1.p
OG0001617	Cg008G2659600	Roisl.0210s0632.1.p
OG0001617	Cg003G1029100	Roisl.0024s0262.1.p
OG0001618	Cg008G2788100	Roisl.0210s1974.1.p
OG0001618	Cg008G2653800	Roisl.0210s0562.1.p
OG0001619	Cg003G0869300, Cg003G0728500	Roisl.0082s0366.1.p
OG0001619	Cg006G2232200	Roisl.0210s0280.1.p
OG0001620	Cg006G2188400	Roisl.0091s1035.1.p
OG0001620	Cg005G1645200	Roisl.0082s0669.1.p
OG0001621	Cg005G1634000	Roisl.0033s0012.1.p
OG0001621	Cg006G2192800	Roisl.0091s0988.1.p
OG0001622	Cg006G2194100	Roisl.0091s0976.1.p
OG0001622	Cg005G1632200	Roisl.0033s0027.1.p
OG0001623	Cg005G1628100	Roisl.0033s0062.1.p
OG0001623	Cg006G2196900	Roisl.0091s0952.1.p
OG0001624	Cg005G1623800	Roisl.0033s0160.1.p
OG0001624	Cg006G2199700	Roisl.0091s0922.1.p
OG0001625	Cg005G1615300	Roisl.0017s0483.1.p
OG0001625	Cg006G2208600	Roisl.0091s0831.1.p
OG0001626	Cg005G1601100, Cg006G2220400	Roisl.0091s0703.1.p
OG0001627	Cg006G2221700	Roisl.0210s0388.1.p
OG0001627	Cg005G1599500	Roisl.0028s0731.1.p
OG0001628	Cg006G2226300	Roisl.0210s0342.1.p
OG0001628	Cg008G2937300	Roisl.0012s0206.1.p
OG0001629	Cg003G0865300, Cg003G0733100	Roisl.0082s0319.1.p
OG0001629	Cg006G2230400	Roisl.0210s0303.1.p
OG0001630	Cg001G0146200	Roisl.0022s0222.1.p
OG0001630	Cg003G0908900	Roisl.0031s0023.1.p
OG0001631	Cg008G2924800	Roisl.0012s0058.1.p
OG0001631	Cg006G1998500	Roisl.0213s0036.1.p
OG0001632	Cg005G1593200	Roisl.0028s0798.1.p
OG0001632	Cg006G1989700	Roisl.0213s0117.1.p
OG0001633	Cg003G1007700	Roisl.0080s0081.1.p
OG0001633	Cg003G1008000	Roisl.0080s0078.1.p
OG0001634	Cg003G1003100	Roisl.0080s0132.1.p
OG0001634	Cg006G2125100	Roisl.0007s0767.1.p
OG0001635	Cg002G0539900	Roisl.0046s0801.1.p
OG0001636	Cg002G0532600	Roisl.0046s0891.1.p
OG0001637	Cg008G2760700	Roisl.0210s1671.1.p
OG0001638	Cg007G2269200	Roisl.0210s1723.1.p
OG0001638	Cg008G2765200	Roisl.0210s1722.1.p
OG0001639	Cg003G0956900	Roisl.0080s0631.1.p
OG0001640	Cg001G0136200	Roisl.0022s0329.1.p
OG0001640	Cg003G0943500	Roisl.0080s0784.1.p
OG0001641	Cg003G0940400	Roisl.0080s0815.1.p
OG0001642	Cg003G0939000	Roisl.0080s0834.1.p
OG0001643	Cg001G0129800	Roisl.0022s0396.1.p
OG0001643	Cg003G0928000	Roisl.0052s0025.1.p
OG0001644	Cg004G1177200	Roisl.0074s0834.1.p
OG0001645	Cg004G1174300	Roisl.0074s0862.1.p
OG0001645	Cg008G2633100	Roisl.0042s0053.1.p
OG0001646	Cg008G2627800	Roisl.0042s0105.1.p
OG0001646	Cg004G1171900	Roisl.0074s0887.1.p
OG0001647	Cg002G0452600	Roisl.0026s0180.1.p
OG0001647	Cg008G2611900	Roisl.0030s0128.1.p
OG0001648	Cg001G0380100	Roisl.0009s0153.1.p
OG0001648	Cg002G0653100	Roisl.0011s0521.1.p
OG0001649	Cg001G0381500	Roisl.0009s0138.1.p
OG0001649	Cg002G0655200	Roisl.0011s0508.1.p
OG0001650	Cg001G0386800	Roisl.0009s0087.1.p
OG0001650	Cg007G2266000	Roisl.0010s0205.1.p
OG0001651	Cg006G2102000	Roisl.0007s0511.1.p
OG0001651	Cg007G2567200	Roisl.0115s0163.1.p
OG0001652	Cg007G2564600	Roisl.0115s0194.1.p
OG0001652	Cg007G2564500	Roisl.0115s0195.1.p
OG0001653	Cg006G2099800	Roisl.0007s0489.1.p
OG0001653	Cg007G2563700	Roisl.0115s0203.1.p
OG0001654	Cg006G1953100	Roisl.0213s0490.1.p
OG0001654	Cg006G1953300	Roisl.0213s0486.1.p
OG0001654	Cg005G1646100	Roisl.0213s0460.1.p, Roisl.0213s0487.1.p
OG0001655	Cg007G2402900	Roisl.0022s0048.1.p
OG0001656	Cg007G2536100	Roisl.0004s0243.1.p
OG0001656	Cg006G2057700	Roisl.0007s0045.1.p
OG0001657	Cg001G0046600	Roisl.0001s0157.1.p
OG0001657	Cg004G1409900	Roisl.0066s0200.1.p
OG0001658	Cg004G1414600	Roisl.0066s0136.1.p
OG0001658	Cg001G0039700	Roisl.0001s0227.1.p
OG0001659	Cg006G1780300	Roisl.0007s0806.1.p
OG0001659	Cg004G1186500	Roisl.0074s0732.1.p
OG0001660	Cg006G1796700	Roisl.0006s0459.1.p
OG0001660	Cg004G1205400	Roisl.0074s0532.1.p
OG0001661	Cg004G1216800	Roisl.0074s0428.1.p
OG0001662	Cg005G1573700	Roisl.0028s1024.1.p
OG0001662	Cg002G0503800	Roisl.0046s1215.1.p
OG0001663	Cg005G1570500	Roisl.0028s1061.1.p
OG0001663	Cg002G0500600	Roisl.0046s1249.1.p
OG0001664	Cg005G1568300	Roisl.0054s0028.1.p
OG0001664	Cg002G0497900	Roisl.0046s1270.1.p
OG0001665	Cg002G0497800	Roisl.0046s1271.1.p
OG0001665	Cg005G1568200	Roisl.0054s0029.1.p
OG0001666	Cg001G0261800	Roisl.0002s0251.1.p
OG0001666	Cg004G1294500	Roisl.0115s0628.1.p
OG0001667	Cg001G0247900	Roisl.0002s0101.1.p
OG0001667	Cg004G1230400	Roisl.0074s0288.1.p
OG0001668	Cg001G0246700	Roisl.0002s0088.1.p
OG0001669	Cg001G0246200	Roisl.0002s0082.1.p
OG0001669	Cg001G0246100	Roisl.0002s0081.1.p
OG0001670	Cg007G2511000	Roisl.0004s0503.1.p
OG0001670	Cg007G2511100	Roisl.0004s0502.1.p
OG0001671	Cg002G0636600	Roisl.0025s0081.1.p
OG0001671	Cg001G0371900	Roisl.0009s0249.1.p
OG0001672	Cg002G0661000	Roisl.0011s0437.1.p
OG0001672	Cg006G2134200	Roisl.0021s0385.1.p
OG0001673	Cg002G0667800	Roisl.0011s0369.1.p
OG0001673	Cg006G2129300	Roisl.0021s0441.1.p
OG0001674	Cg004G1261100	Roisl.0028s0021.1.p
OG0001674	Cg006G1833800	Roisl.0006s0050.1.p
OG0001675	Cg004G1265700	Roisl.0115s0309.1.p
OG0001676	Cg004G1277700	Roisl.0115s0439.1.p
OG0001677	Cg004G1229600	Roisl.0074s0295.1.p
OG0001677	Cg006G1815200	Roisl.0006s0257.1.p
OG0001679	Cg006G1807900	Roisl.0006s0333.1.p
OG0001679	Cg004G1220800	Roisl.0074s0389.1.p
OG0001680	Cg001G0343600, Cg001G0343700	Roisl.0032s0003.1.p, Roisl.0032s0005.1.p, Roisl.0032s0004.1.p
OG0001681	Cg001G0226500	Roisl.0091s0569.1.p
OG0001681	Cg008G2980600	Roisl.0005s0066.1.p
OG0001682	Cg008G2980700, Cg006G1920400	Roisl.0005s0065.1.p
OG0001682	Cg001G0226700	Roisl.0091s0571.1.p
OG0001683	Cg004G1401500	Roisl.0066s0312.1.p
OG0001683	Cg001G0051800	Roisl.0001s0104.1.p
OG0001684	Cg004G1402600	Roisl.0066s0285.1.p
OG0001684	Cg001G0051100	Roisl.0001s0110.1.p
OG0001685	Cg003G0744700	Roisl.0082s0194.1.p
OG0001685	Cg001G0182500	Roisl.0091s0107.1.p
OG0001686	Cg001G0182700	Roisl.0091s0109.1.p
OG0001686	Cg003G0743800	Roisl.0082s0197.1.p, Roisl.0082s0238.1.p
OG0001687	Cg001G0185700	Roisl.0091s0144.1.p
OG0001687	Cg003G0857800, Cg003G0739900	Roisl.0082s0233.1.p
OG0001688	Cg004G1323200	Roisl.0001s0542.1.p
OG0001688	Cg004G1323600	Roisl.0001s0540.1.p, Roisl.0001s0541.1.p
OG0001689	Cg006G1911400	Roisl.0210s2093.1.p
OG0001689	Cg003G0787000	Roisl.0060s0020.1.p
OG0001690	Cg002G0400500	Roisl.0018s0441.1.p
OG0001690	Cg005G1449000	Roisl.0067s0012.1.p, Roisl.0213s0181.1.p
OG0001691	Cg002G0402300	Roisl.0018s0421.1.p
OG0001691	Cg005G1452900	Roisl.0067s0054.1.p
OG0001692	Cg002G0403700	Roisl.0018s0403.1.p
OG0001692	Cg005G1451400	Roisl.0115s0401.1.p, Roisl.0067s0039.1.p
OG0001693	Cg005G1459200	Roisl.0035s0041.1.p
OG0001693	Cg002G0408800	Roisl.0018s0339.1.p
OG0001694	Cg001G0352500, Cg001G0352800, Cg001G0352700, Cg001G0352300, Cg001G0352400	Roisl.0213s0795.1.p
OG0001694	Cg001G0358200	Roisl.0213s0851.1.p
OG0001694	Cg005G1591500, Cg005G1534200	Roisl.0017s0354.1.p
OG0001695	Cg002G0425500	Roisl.0018s0140.1.p
OG0001695	Cg005G1482000	Roisl.0028s0108.1.p
OG0001696	Cg002G0425600	Roisl.0018s0139.1.p
OG0001696	Cg005G1482900	Roisl.0028s0120.1.p
OG0001697	Cg005G1497200	Roisl.0028s0288.1.p
OG0001697	Cg002G0433200	Roisl.0018s0050.1.p
OG0001698	Cg005G1501700	Roisl.0028s0332.1.p
OG0001698	Cg002G0437600	Roisl.0026s0007.1.p
OG0001699	Cg005G1507800	Roisl.0028s0391.1.p
OG0001699	Cg002G0446200	Roisl.0026s0108.1.p
OG0001700	Cg002G0454600	Roisl.0026s0201.1.p
OG0001701	Cg002G0481400	Roisl.0046s1439.1.p
OG0001701	Cg005G1543700	Roisl.0017s0250.1.p
OG0001702	Cg003G0920900, Cg003G0920600	Roisl.0184s0088.1.p, Roisl.0210s0858.1.p, Roisl.0184s0086.1.p, Roisl.0184s0089.1.p
OG0001703	Cg004G1330900	Roisl.0049s0001.1.p
OG0001703	Cg001G0313800	Roisl.0053s0058.1.p
OG0001704	Cg004G1358900	Roisl.0041s0055.1.p
OG0001704	Cg008G2913400	Roisl.0041s0038.1.p
OG0001705	Cg003G0745400, Cg003G0745300	Roisl.0082s0187.1.p
OG0001705	Cg005G1532400	Roisl.0017s0379.1.p
OG0001706	Cg001G0011100	Roisl.0115s0670.1.p
OG0001706	Cg005G1772200	Roisl.0082s0112.1.p
OG0001707	Cg003G0795200	Roisl.0032s0053.1.p
OG0001707	Cg006G1910600	Roisl.0210s2112.1.p
OG0001708	Cg003G0777100	Roisl.0020s0067.1.p
OG0001708	Cg006G2038200	Roisl.0191s0117.1.p
OG0001709	Cg003G0772200	Roisl.0020s0132.1.p
OG0001709	Cg006G1939800	Roisl.0040s0108.1.p
OG0001710	Cg008G2820900	Roisl.0046s0320.1.p
OG0001711	Cg008G2830100	Roisl.0046s0421.1.p
OG0001711	Cg004G1112800	Roisl.0039s0035.1.p
OG0001712	Cg004G1111200	Roisl.0039s0024.1.p
OG0001712	Cg008G2831300	Roisl.0046s0435.1.p
OG0001713	Cg005G1494700	Roisl.0028s0255.1.p, Roisl.0028s0256.1.p
OG0001714	Cg004G1079500	Roisl.0016s0099.1.p
OG0001715	Cg004G1094100	Roisl.0016s0259.1.p
OG0001715	Cg004G1094000	Roisl.0016s0258.1.p
OG0001716	Cg006G2177400	Roisl.0091s1151.1.p
OG0001716	Cg004G1105600	Roisl.0016s0393.1.p
OG0001717	Cg004G1231400	Roisl.0074s0283.1.p
OG0001717	Cg004G1117100	Roisl.0039s0080.1.p
OG0001719	Cg004G1126200	Roisl.0079s0008.1.p
OG0001719	Cg008G2753400	Roisl.0210s1600.1.p
OG0001720	Cg004G1127300	Roisl.0079s0018.1.p, Roisl.0019s0122.1.p
OG0001720	Cg008G2750300	Roisl.0210s1571.1.p
OG0001721	Cg004G1127900	Roisl.0079s0024.1.p
OG0001721	Cg004G1128100	Roisl.0079s0027.1.p
OG0001722	Cg004G1131300	Roisl.0079s0055.1.p
OG0001723	Cg004G1134100	Roisl.0079s0087.1.p
OG0001723	Cg008G2865800, Cg008G2850300	Roisl.0036s0026.1.p
OG0001724	Cg003G0802000	Roisl.0184s0024.1.p
OG0001724	Cg004G1157200	Roisl.0079s0340.1.p
OG0001725	Cg005G1750900	Roisl.0021s0574.1.p
OG0001725	Cg004G1174700	Roisl.0074s0858.1.p
OG0001726	Cg004G1245300	Roisl.0074s0139.1.p
OG0001726	Cg006G1847100	Roisl.0013s0090.1.p
OG0001727	Cg004G1248900	Roisl.0074s0100.1.p
OG0001727	Cg006G1845100	Roisl.0013s0074.1.p
OG0001728	Cg001G0123000	Roisl.0022s0467.1.p
OG0001728	Cg003G0911300	Roisl.0031s0050.1.p
OG0001729	Cg002G0514400	Roisl.0046s1092.1.p
OG0001729	Cg002G0514300	Roisl.0046s1093.1.p
OG0001730	Cg006G2248500	Roisl.0210s0096.1.p
OG0001730	Cg014G3047400, Cg003G0708200	Roisl.0191s0543.1.p
OG0001731	Cg006G2248100	Roisl.0210s0100.1.p
OG0001732	Cg003G0713100, Cg014G3042800	Roisl.0191s0597.1.p
OG0001732	Cg006G2242200	Roisl.0210s0167.1.p
OG0001733	Cg006G2239500	Roisl.0210s0197.1.p
OG0001733	Cg003G0718900, Cg014G3037100	Roisl.0191s0658.1.p
OG0001734	Cg007G2320700	Roisl.0214s0774.1.p
OG0001734	Cg006G2165700	Roisl.0021s0021.1.p
OG0001735	Cg007G2298900	Roisl.0214s0537.1.p
OG0001735	Cg006G2153500	Roisl.0021s0172.1.p
OG0001736	Cg007G2292100	Roisl.0209s0727.1.p
OG0001736	Cg006G2151400	Roisl.0021s0193.1.p
OG0001737	Cg006G1971100	Roisl.0213s0294.1.p
OG0001737	Cg006G2143500	Roisl.0021s0280.1.p
OG0001738	Cg006G2141800	Roisl.0021s0301.1.p
OG0001739	Cg006G2132500	Roisl.0021s0405.1.p
OG0001740	Cg006G2035500	Roisl.0191s0144.1.p
OG0001740	Cg007G2479700	Roisl.0019s0436.1.p
OG0001741	Cg001G0021700	Roisl.0001s0426.1.p
OG0001741	Cg008G2822400	Roisl.0046s0335.1.p
OG0001742	Cg007G2475500	Roisl.0019s0478.1.p
OG0001742	Cg006G2032600	Roisl.0191s0175.1.p
OG0001743	Cg006G2028200	Roisl.0191s0214.1.p
OG0001743	Cg007G2473200	Roisl.0019s0503.1.p
OG0001745	Cg001G0015700	Roisl.0001s0491.1.p
OG0001745	Cg005G1767000	Roisl.0046s0619.1.p
OG0001746	Cg005G1764700	Roisl.0046s0596.1.p
OG0001746	Cg001G0019400	Roisl.0001s0450.1.p
OG0001747	Cg001G0026000	Roisl.0001s0388.1.p
OG0001747	Cg005G1758700	Roisl.0046s0521.1.p
OG0001748	Cg006G1830000	Roisl.0006s0091.1.p
OG0001749	Cg004G1400800	Roisl.0066s0325.1.p
OG0001749	Cg001G0053400	Roisl.0001s0082.1.p
OG0001750	Cg001G0087300	Roisl.0003s0177.1.p
OG0001750	Cg005G1681200	Roisl.0209s0512.1.p
OG0001751	Cg001G0092900	Roisl.0003s0114.1.p
OG0001751	Cg006G2021300	Roisl.0191s0305.1.p
OG0001752	Cg006G2028000	Roisl.0191s0217.1.p
OG0001752	Cg006G2027900	Roisl.0191s0218.1.p
OG0001752	Cg006G2028100	Roisl.0191s0215.1.p
OG0001754	Cg004G1396600	Roisl.0053s0145.1.p
OG0001754	Cg004G1396400	Roisl.0045s0002.1.p, Roisl.0053s0144.1.p
OG0001755	Cg002G0580900, Cg002G0581000	Roisl.0027s0091.1.p
OG0001756	Cg001G0256300	Roisl.0002s0197.1.p, Roisl.0002s0196.1.p
OG0001756	Cg001G0256200	Roisl.0002s0195.1.p
