Orthogroup	Arabis_alpina	Noccaea_praecox
OG0000967	Aa_G648620.h1.t1, Aa_G550330.h1.t1, Aa_G550350.h1.t1, Aa_G550340.h1.t1	Np001G0200200, Np001G0130700, Np001G0356800, Np001G0130800, Np001G0356900
OG0000968	Aa_G234680.h1.t1	Np003G1521600
OG0000968	Aa_G234690.h1.t1	Np003G1521500
OG0000969	Aa_G344360.h1.t1	Np001G0409200
OG0000971	Aa_G105000.h1.t1	Np001G0365100
OG0000973	Aa_G607290.h1.t1	Np005G2945600
OG0000973	Aa_G352350.h1.t1	Np001G0329200
OG0000974	Aa_G287320.h1.t1	Np001G0599800
OG0000974	Aa_G333190.h1.t1	Np007G4108300
OG0000975	Aa_G115240.h1.t1	Np006G3365000
OG0000975	Aa_G361810.h1.t1	Np001G0568600, Np001G0568700
OG0000976	Aa_G118610.h1.t1	Np003G1669100
OG0000976	Aa_G150620.h1.t1	Np001G0424200
OG0000978	Aa_G483330.h1.t1	Np005G2652800, Np007G4199900
OG0000979	Aa_G134920.h1.t1, Aa_G134450.h1.t1	Np006G3694000
OG0000983	Aa_G42370.h1.t1	Np007G4232500
OG0000983	Aa_G59260.h1.t1	Np003G1431600
OG0000984	Aa_G421120.h1.t1	Np003G1425800
OG0000984	Aa_G71580.h1.t1	Np007G4237100
OG0000985	Aa_G90580.h1.t1	Np006G3615100
OG0000985	Aa_G133280.h1.t1	Np007G3804400
OG0000986	Aa_G584270.h1.t1	Np006G3552800
OG0000986	Aa_G223530.h1.t1, Aa_G172190.h1.t1, Aa_G172180.h1.t1	Np003G1384300
OG0000987	Aa_G396910.h1.t1, Aa_G29710.h1.t1, Aa_G194020.h1.t1	Np003G1660200
OG0000989	Aa_G546860.h1.t1	Np006G3299600
OG0000990	Aa_G230150.h1.t1, Aa_G143560.h1.t1	Np004G2148700, Np004G2149000, Np005G2717300
OG0000991	Aa_G98630.h1.t1	Np002G1218500, Np003G1738700
OG0000992	Aa_G386430.h1.t1	Np003G1325200
OG0000992	Aa_G386440.h1.t1	Np003G1325300
OG0000993	Aa_G85260.h1.t1	Np003G1265500
OG0000993	Aa_G403610.h1.t1	Np007G4134600
OG0000994	Aa_G21510.h1.t1	Np002G0711100
OG0000995	Aa_G397280.h1.t1, Aa_G976570.h1.t1, Aa_G397270.h1.t1	Np004G2042900
OG0000997	Aa_G199490.h1.t1	Np007G3758500
OG0000997	Aa_G442330.h1.t1	Np004G2091200
OG0000998	Aa_G459700.h1.t1	Np007G3754200
OG0000998	Aa_G514710.h1.t1	Np005G2674800
OG0001001	Aa_G12210.h1.t1	Np006G3391800
OG0001001	Aa_G668300.h1.t1	Np001G0551500
OG0001002	Aa_G277270.h1.t1	Np007G3839800
OG0001002	Aa_G498440.h1.t1	Np005G3049000, Np005G3048900, Np005G3048600
OG0001003	Aa_G336560.h1.t1	Np005G3125400, Np005G3125500
OG0001005	Aa_G26320.h1.t1	Np001G0344300
OG0001005	Aa_G152200.h1.t1	Np005G2932400
OG0001007	Aa_G37600.h1.t1	Np005G2875200
OG0001007	Aa_G41890.h1.t1	Np003G1848600
OG0001008	Aa_G192370.h1.t1, Aa_G16540.h1.t1	Np001G0439800
OG0001009	Aa_G462020.h1.t1	Np001G0591600
OG0001010	Aa_G141940.h1.t1	Np005G2752500
OG0001010	Aa_G331470.h1.t1	Np007G3729000
OG0001011	Aa_G269340.h1.t1	Np007G4179800
OG0001012	Aa_G578700.h1.t1	Np005G2774000
OG0001013	Aa_G83680.h1.t1	Np003G1468600
OG0001013	Aa_G524340.h1.t1, Aa_G524340.h2.t1	Np007G4174000
OG0001014	Aa_G327240.h1.t1, Aa_G295210.h1.t1	Np005G3031600
OG0001015	Aa_G64240.h1.t1	Np007G3726800
OG0001015	Aa_G64250.h1.t1, Aa_G64260.h1.t1	Np007G3726400, Np007G3727000
OG0001016	Aa_G19070.h1.t1	Np004G2499900
OG0001016	Aa_G123210.h1.t1	Np002G1078300, Np002G1078400
OG0001017	Aa_G62650.h1.t1	Np004G2307000
OG0001017	Aa_G163370.h1.t1, Aa_G201120.h1.t1	Np002G0846200
OG0001019	Aa_G575990.h1.t1	Np007G3977400
OG0001031	Aa_G621830.h1.t1	Np003G1415600
OG0001031	Aa_G553340.h1.t1	Np006G3665500
OG0001032	Aa_G259180.h1.t1	Np003G1376400
OG0001032	Aa_G70560.h1.t1	Np001G0126800
OG0001033	Aa_G66440.h1.t1, Aa_G482050.h1.t1	Np004G2013900
OG0001033	Aa_G482060.h1.t1, Aa_G66430.h1.t1	Np006G3524100, Np003G1752500
OG0001034	Aa_G243700.h1.t1	Np006G3566200
OG0001034	Aa_G235510.h1.t1	Np004G2547700
OG0001037	Aa_G224830.h1.t1	Np001G0366300, Np006G3684600
OG0001037	Aa_G226180.h1.t1	Np006G3408600
OG0001038	Aa_G142500.h1.t1	Np001G0195500
OG0001038	Aa_G142510.h1.t1	Np001G0195300
OG0001039	Aa_G46180.h1.t1	Np001G0113400
OG0001039	Aa_G46190.h1.t1, Aa_G383970.h1.t1	Np010G4354600
OG0001040	Aa_G279370.h1.t1	Np002G1166400, Np002G1166300, Np006G3691900, Np006G3702600, Np006G3702500, Np006G3703000
OG0001041	Aa_G778300.h1.t1, Aa_G379650.h1.t1	Np003G1579200, Np003G1578900
OG0001042	Aa_G106890.h1.t1	Np001G0495300
OG0001042	Aa_G70190.h1.t1	Np003G1710700
OG0001044	Aa_G302880.h1.t1	Np007G4117900
OG0001044	Aa_G73060.h1.t1	Np003G1290000
OG0001045	Aa_G129380.h1.t1	Np002G0749000
OG0001046	Aa_G60670.h1.t1	Np004G2343400
OG0001046	Aa_G110990.h1.t1	Np002G0761600
OG0001047	Aa_G266540.h1.t1	Np004G2355100
OG0001047	Aa_G618440.h1.t1	Np002G0774800
OG0001048	Aa_G119080.h1.t1	Np006G3614200, Np006G3614900, Np006G3614100, Np006G3539500, Np006G3469100
OG0001049	Aa_G127790.h1.t1	Np004G1923400
OG0001049	Aa_G146980.h1.t1, Aa_G146970.h1.t1, Aa_G85190.h1.t1, Aa_G56320.h1.t1	Np001G0019800
OG0001050	Aa_G72720.h1.t1	Np003G1411700, Np005G3112100, Np005G3112200, Np002G1011200, Np002G1077500, Np002G1081500
OG0001051	Aa_G161750.h1.t1, Aa_G891380.h1.t1, Aa_G62520.h1.t1, Aa_G168740.h1.t1	Np003G1740200, Np003G1740300
OG0001052	Aa_G207250.h1.t1	Np001G0362900
OG0001052	Aa_G345130.h1.t1	Np005G2913700
OG0001053	Aa_G31990.h1.t1, Aa_G32000.h1.t1	Np007G4028800
OG0001054	Aa_G70130.h1.t1	Np007G3768500
OG0001054	Aa_G454770.h1.t1	Np005G2825400
OG0001054	Aa_G180360.h1.t1	Np005G2657100
OG0001056	Aa_G359280.h1.t1	Np006G3333400
OG0001058	Aa_G244870.h1.t1	Np005G2784800, Np007G3736100
OG0001059	Aa_G30020.h1.t1	Np006G3376000
OG0001059	Aa_G5490.h1.t1	Np007G4096500
OG0001060	Aa_G4470.h1.t1	Np007G4200700
OG0001060	Aa_G199240.h1.t1	Np002G0825600
OG0001061	Aa_G269350.h1.t1	Np002G1133600, Np002G1133700
OG0001062	Aa_G527530.h1.t1	Np007G3923500
OG0001062	Aa_G107750.h1.t1	Np007G3923400
OG0001063	Aa_G455840.h1.t1	Np007G3818300, Np007G3822300
OG0001063	Aa_G399660.h1.t1	Np007G3822000
OG0001064	Aa_G691680.h1.t1	Np002G0950900, Np002G0951000
OG0001065	Aa_G136170.h1.t1	Np003G1898000
OG0001065	Aa_G289680.h1.t1	Np006G3245200
OG0001065	Aa_G106080.h1.t1	Np004G2597100
OG0001066	Aa_G344490.h1.t1	Np004G2427100
OG0001069	Aa_G300690.h1.t1, Aa_G300700.h1.t1, Aa_G784430.h1.t1	Np002G1188100
OG0001069	Aa_G300680.h1.t1	Np002G1187900, Np002G1188200
OG0001070	Aa_G914500.h1.t1	Np001G0395200
OG0001070	Aa_G757250.h1.t1	Np004G1953700
OG0001071	Aa_G133480.h1.t1	Np004G1984800, Np004G1984700, Np004G1984900
OG0001077	Aa_G439600.h1.t1, Aa_G408550.h1.t1	Np005G3133400
OG0001078	Aa_G189160.h1.t1, Aa_G189180.h1.t1, Aa_G189170.h1.t1, Aa_G189150.h1.t1	Np003G1856800
OG0001079	Aa_G621600.h1.t1	Np001G0576200
OG0001080	Aa_G37950.h1.t1	Np005G3028500
OG0001081	Aa_G64780.h1.t1	Np002G0778000, Np002G0777900
OG0001082	Aa_G652400.h1.t1	Np001G0473500
OG0001083	Aa_G300670.h1.t1, Aa_G610350.h1.t1, Aa_G729770.h1.t1	Np001G0091900, Np004G1920700
OG0001084	Aa_G654670.h1.t1	Np009G4326500, Np007G4014000, Np002G1102800, Np002G1098900, Np002G1103000, Np002G1088400, Np007G4013500
OG0001085	Aa_G501800.h1.t1	Np005G2911500
OG0001085	Aa_G66780.h1.t1	Np005G3087700
OG0001086	Aa_G206690.h1.t1, Aa_G409560.h1.t1	Np005G3066800
OG0001086	Aa_G179020.h1.t1	Np007G3854800
OG0001087	Aa_G394240.h1.t1	Np005G3015300
OG0001087	Aa_G97080.h1.t1	Np007G3914600
OG0001088	Aa_G204800.h1.t1	Np006G3675700
OG0001089	Aa_G151500.h1.t1	Np005G3164700
OG0001089	Aa_G270240.h1.t1	Np001G0197300
OG0001090	Aa_G541860.h1.t1, Aa_G541850.h1.t1	Np001G0219400
OG0001091	Aa_G144440.h1.t1	Np002G0861100
OG0001092	Aa_G508630.h1.t1	Np001G0380300
OG0001094	Aa_G32120.h1.t1	Np007G4027500
OG0001094	Aa_G465560.h1.t1	Np004G1942500
OG0001095	Aa_G524890.h1.t1	Np001G0355700
OG0001095	Aa_G176380.h1.t1	Np005G2922400
OG0001096	Aa_G161040.h1.t1	Np004G2494800
OG0001096	Aa_G361980.h1.t1	Np002G1125000
OG0001097	Aa_G271360.h1.t1, Aa_G271350.h1.t1	Np001G0646000
OG0001097	Aa_G271390.h1.t1	Np001G0646100, Np001G0646200
OG0001098	Aa_G527170.h1.t1	Np006G3376600
OG0001098	Aa_G13980.h1.t1	Np001G0562900
OG0001099	Aa_G400040.h1.t1	Np007G3872200, Np007G3871900
OG0001099	Aa_G26940.h1.t1	Np007G3869200
OG0001099	Aa_G400020.h1.t1	Np007G3872500
OG0001100	Aa_G790060.h1.t1, Aa_G602620.h1.t1	Np004G2540700
OG0001100	Aa_G1018260.h1.t1, Aa_G795460.h1.t1	Np001G0577000
OG0001100	Aa_G932980.h1.t1, Aa_G475950.h1.t1	Np002G1013200
OG0001101	Aa_G144190.h1.t1	Np006G3357100
OG0001102	Aa_G784540.h1.t1	Np003G1836900
OG0001102	Aa_G843530.h1.t1	Np003G1837000
OG0001102	Aa_G189360.h1.t1, Aa_G189370.h1.t1	Np003G1836700
OG0001103	Aa_G189800.h1.t1	Np001G0142700
OG0001103	Aa_G269320.h1.t1	Np007G4180000
OG0001104	Aa_G4880.h1.t1	Np007G4193400
OG0001105	Aa_G47360.h1.t1	Np007G4167400
OG0001106	Aa_G302860.h1.t1, Aa_G143200.h1.t1, Aa_G302870.h1.t1	Np007G4117400
OG0001107	Aa_G273780.h1.t1	Np004G1987300
OG0001109	Aa_G454900.h1.t1	Np004G2415900
OG0001109	Aa_G320640.h1.t1	Np004G2415800
OG0001111	Aa_G110840.h1.t1	Np004G1996600
OG0001111	Aa_G587230.h1.t1	Np007G3927700
OG0001112	Aa_G96380.h1.t1	Np005G2961000
OG0001112	Aa_G514750.h1.t1	Np005G2674100
OG0001120	Aa_G424810.h1.t1	Np006G3563200
OG0001120	Aa_G424820.h1.t1	Np006G3563100
OG0001121	Aa_G19720.h1.t1, Aa_G19730.h1.t1	Np003G1402600
OG0001122	Aa_G141170.h1.t1	Np003G1618800
OG0001123	Aa_G98190.h1.t1	Np003G1367900
OG0001123	Aa_G292890.h1.t1	Np001G0030600
OG0001124	Aa_G598470.h1.t1, Aa_G709670.h1.t1, Aa_G598480.h1.t1	Np006G3603800, Np006G3604400
OG0001125	Aa_G647150.h1.t1	Np006G3576500
OG0001128	Aa_G286680.h1.t1, Aa_G286680.h2.t1	Np002G0896000
OG0001128	Aa_G403630.h1.t1, Aa_G403620.h1.t1	Np007G4134700
OG0001129	Aa_G434710.h1.t1	Np004G2159500
OG0001129	Aa_G24820.h1.t1, Aa_G284890.h1.t1	Np006G3402300
OG0001130	Aa_G357270.h1.t1	Np002G1209200, Np002G1209400
OG0001131	Aa_G86590.h1.t1	Np005G2787200
OG0001131	Aa_G441990.h1.t1	Np003G1604500
OG0001132	Aa_G137210.h1.t1	Np007G4116800
OG0001132	Aa_G73240.h1.t1	Np003G1291900
OG0001133	Aa_G226360.h1.t1	Np003G1282500
OG0001134	Aa_G34530.h1.t1	Np007G4128500
OG0001134	Aa_G259870.h1.t1	Np003G1275000
OG0001136	Aa_G185130.h1.t1	Np005G3200100
OG0001136	Aa_G451330.h1.t1, Aa_G221050.h1.t1	Np005G2869000
OG0001137	Aa_G403640.h1.t1	Np001G0391000
OG0001137	Aa_G293610.h1.t1	Np002G0716000
OG0001138	Aa_G80490.h1.t1, Aa_G80470.h1.t1	Np002G0724100
OG0001139	Aa_G131970.h1.t1	Np004G2393200
OG0001140	Aa_G418970.h1.t1, Aa_G418950.h1.t1	Np002G0760700
OG0001141	Aa_G186420.h1.t1	Np001G0261400
OG0001141	Aa_G523730.h1.t1	Np004G2420700
OG0001142	Aa_G163340.h1.t1	Np002G0845600, Np002G0845700
OG0001143	Aa_G93220.h1.t1	Np004G2359500
OG0001143	Aa_G348810.h1.t1	Np002G0781700
OG0001144	Aa_G193260.h1.t1	Np004G1909900
OG0001144	Aa_G176100.h1.t1	Np007G4075400
OG0001145	Aa_G535530.h1.t1	Np004G2380800
OG0001146	Aa_G194750.h1.t1	Np007G3719500
OG0001146	Aa_G644730.h1.t1	Np005G2763700
OG0001148	Aa_G263630.h1.t1	Np001G0184900
OG0001149	Aa_G817170.h1.t1, Aa_G208080.h1.t1	Np001G0353000
OG0001150	Aa_G128060.h1.t1	Np001G0653900, Np001G0675300
OG0001150	Aa_G536080.h1.t1	Np006G3230500
OG0001151	Aa_G175130.h1.t1	Np006G3247800
OG0001151	Aa_G354030.h1.t1	Np001G0663400
OG0001152	Aa_G451530.h1.t1	Np001G0648000, Np006G3269800
OG0001153	Aa_G378360.h1.t1	Np001G0604700
OG0001153	Aa_G598230.h1.t1	Np006G3314700
OG0001154	Aa_G590110.h1.t1	Np006G3700200
OG0001154	Aa_G352000.h1.t1	Np005G2612900
OG0001156	Aa_G554270.h1.t1, Aa_G4610.h1.t1	Np001G0155500
OG0001157	Aa_G462250.h1.t1	Np006G3224100
OG0001160	Aa_G411040.h1.t1	Np003G1457000
OG0001160	Aa_G185630.h1.t1	Np007G4213100
OG0001161	Aa_G217200.h1.t1	Np007G4209600
OG0001162	Aa_G471100.h1.t1	Np002G1206800
OG0001163	Aa_G613480.h1.t1	Np004G2425100
OG0001163	Aa_G613490.h1.t1	Np004G2425000
OG0001163	Aa_G92980.h1.t1	Np001G0460500
OG0001164	Aa_G314220.h1.t1	Np002G0746100
OG0001164	Aa_G329430.h1.t1	Np004G2330300
OG0001166	Aa_G82150.h1.t1	Np007G3941100
OG0001166	Aa_G161170.h1.t1, Aa_G161160.h1.t1	Np004G1990600
OG0001167	Aa_G435500.h1.t1, Aa_G435520.h1.t1	Np005G3077000
OG0001168	Aa_G483290.h1.t1	Np005G2652000
OG0001168	Aa_G483300.h1.t1	Np005G2652100
OG0001169	Aa_G609980.h1.t1	Np005G2635400
OG0001170	Aa_G456500.h1.t1	Np001G0250300, Np006G3311900, Np002G0846900, Np003G1272000
OG0001174	Aa_G225580.h1.t1	Np003G1815900
OG0001174	Aa_G19960.h1.t1	Np005G2846400
OG0001175	Aa_G383480.h1.t1	Np003G1427300
OG0001175	Aa_G743960.h1.t1	Np007G4235800
OG0001176	Aa_G71560.h1.t1	Np007G4237000
OG0001176	Aa_G376800.h1.t1	Np003G1426700
OG0001177	Aa_G256570.h1.t1	Np003G1390300
OG0001177	Aa_G181350.h1.t1	Np003G1473200
OG0001178	Aa_G195930.h1.t1	Np003G1362200
OG0001178	Aa_G20810.h1.t1	Np001G0038700
OG0001179	Aa_G21130.h1.t1	Np001G0043000
OG0001179	Aa_G309270.h1.t1	Np003G1359500
OG0001181	Aa_G367330.h1.t1	Np004G2308400
OG0001182	Aa_G533070.h1.t1	Np004G2020100
OG0001182	Aa_G198490.h1.t1	Np002G0779700
OG0001183	Aa_G142230.h1.t1	Np006G3426000
OG0001183	Aa_G223740.h1.t1	Np004G2124200
OG0001184	Aa_G24920.h1.t1	Np006G3403200
OG0001184	Aa_G194240.h1.t1	Np004G2174500
OG0001185	Aa_G23340.h1.t1	Np001G0025900
OG0001186	Aa_G143150.h1.t1	Np001G0108000
OG0001186	Aa_G168280.h1.t1	Np001G0493700
OG0001189	Aa_G304770.h1.t1	Np002G0921600, Np002G0921500
OG0001190	Aa_G141600.h1.t1	Np005G2775800
OG0001190	Aa_G88130.h1.t1	Np003G1622300, Np005G3181800
OG0001191	Aa_G578820.h1.t1	Np003G1623600
OG0001192	Aa_G87810.h1.t1	Np002G0768800
OG0001192	Aa_G622580.h1.t1	Np004G2350900
OG0001193	Aa_G205600.h1.t1	Np004G1902200
OG0001193	Aa_G40000.h1.t1	Np001G0189000
OG0001194	Aa_G497100.h1.t1	Np004G2368000
OG0001195	Aa_G264260.h1.t1, Aa_G264270.h1.t1, Aa_G264280.h1.t1, Aa_G264280.h2.t1	Np001G0205000
OG0001196	Aa_G120820.h1.t1	Np001G0214500, Np001G0215500
OG0001196	Aa_G229760.h1.t1, Aa_G229730.h1.t1, Aa_G792540.h4.t1, Aa_G792540.h2.t1, Aa_G792540.h1.t1, Aa_G792540.h3.t1	Np005G3185700
OG0001197	Aa_G290260.h1.t1	Np007G4082500
OG0001197	Aa_G290270.h1.t1	Np007G4082300
OG0001198	Aa_G642350.h3.t1, Aa_G642350.h1.t1, Aa_G642350.h2.t1, Aa_G629580.h1.t1	Np002G0829800
OG0001199	Aa_G152250.h1.t1	Np005G2933600
OG0001199	Aa_G295620.h1.t1	Np001G0342700
OG0001200	Aa_G697090.h1.t1	Np005G2948400, Np005G2948900
OG0001201	Aa_G517250.h1.t1	Np005G2857400
OG0001202	Aa_G296070.h1.t1	Np005G2982600
OG0001202	Aa_G296050.h1.t1, Aa_G296060.h1.t1	Np005G2982300
OG0001203	Aa_G326350.h1.t1	Np001G0529000
OG0001203	Aa_G44070.h1.t1	Np001G0006200
OG0001204	Aa_G57800.h1.t1	Np001G0670500
OG0001205	Aa_G100560.h1.t1	Np006G3259500
OG0001205	Aa_G349400.h1.t1	Np001G0652300
OG0001206	Aa_G430840.h1.t1, Aa_G430840.h2.t1, Aa_G430830.h1.t1, Aa_G430830.h2.t1	Np001G0486900
OG0001206	Aa_G430860.h1.t1, Aa_G271250.h1.t1, Aa_G515880.h1.t1	Np001G0645100
OG0001207	Aa_G98570.h1.t1	Np001G0629500
OG0001207	Aa_G210220.h1.t1	Np006G3286800
OG0001208	Aa_G67280.h1.t1	Np006G3291100
OG0001208	Aa_G221090.h1.t1	Np001G0628600
OG0001209	Aa_G46970.h1.t1, Aa_G406010.h1.t1	Np001G0627200
OG0001209	Aa_G345850.h1.t1	Np006G3289000, Np004G2144400
OG0001210	Aa_G527150.h1.t1	Np006G3376700
OG0001210	Aa_G14020.h1.t1	Np001G0562800
OG0001211	Aa_G507350.h1.t1	Np005G2751800
OG0001211	Aa_G726620.h1.t1	Np007G3729700
OG0001213	Aa_G75640.h1.t1	Np007G4188500
OG0001214	Aa_G47140.h1.t1	Np007G4165300
OG0001215	Aa_G403660.h1.t1	Np007G4134900, Np007G3852300
OG0001216	Aa_G429470.h1.t1	Np007G3950800
OG0001216	Aa_G96000.h1.t1	Np004G1983900
OG0001217	Aa_G5760.h1.t1	Np005G2798500
OG0001218	Aa_G124940.h1.t1	Np004G2062600
OG0001218	Aa_G154300.h1.t1	Np003G1781400
OG0001219	Aa_G473370.h1.t1	Np003G1352500
OG0001220	Aa_G426570.h1.t1	Np005G2722700
OG0001221	Aa_G162830.h1.t1	Np001G0317400, Np001G0315900
OG0001222	Aa_G249560.h1.t1	Np007G3752500
OG0001222	Aa_G285880.h1.t1	Np005G2676500
OG0001223	Aa_G469150.h1.t1	Np004G2263400
OG0001223	Aa_G74590.h1.t1, Aa_G74600.h1.t1	Np005G2715000
OG0001225	Aa_G804220.h2.t1, Aa_G804220.h3.t1, Aa_G804220.h1.t1, Aa_G1035090.h2.t1, Aa_G1035090.h1.t1, Aa_G591030.h1.t1, Aa_G660310.h1.t1, Aa_G660310.h2.t1	Np005G2853000
OG0001231	Aa_G49820.h1.t1, Aa_G49850.h1.t1, Aa_G111710.h1.t1	Np007G4225300
OG0001231	Aa_G499360.h1.t1	Np003G1441900
OG0001233	Aa_G740980.h1.t1	Np005G2785500
OG0001233	Aa_G330170.h1.t1	Np005G2785300
OG0001234	Aa_G398110.h1.t1	Np001G0123500
OG0001234	Aa_G168770.h1.t1	Np003G1372300
OG0001235	Aa_G210870.h1.t1	Np003G1350700
OG0001235	Aa_G75990.h1.t1	Np001G0055700
OG0001236	Aa_G135160.h1.t1	Np007G4152500
OG0001236	Aa_G188930.h1.t1	Np003G1859800
OG0001237	Aa_G49080.h1.t1	Np006G3604900
OG0001238	Aa_G253940.h1.t1, Aa_G253950.h1.t1, Aa_G739460.h1.t1, Aa_G448970.h1.t1, Aa_G478970.h1.t1	Np001G0093500
OG0001240	Aa_G217690.h1.t1	Np004G2553900
OG0001240	Aa_G709170.h1.t1	Np006G3571900, Np006G3572200, Np006G3572100, Np006G3571200
OG0001241	Aa_G217740.h1.t1	Np004G2553700
OG0001241	Aa_G257840.h1.t1	Np006G3572600
OG0001242	Aa_G408520.h1.t1	Np006G3430000, Np004G2117800
OG0001243	Aa_G598340.h1.t1	Np001G0155200
OG0001243	Aa_G251230.h1.t1	Np001G0155100, Np001G0154900
OG0001244	Aa_G23560.h1.t1	Np001G0023600
OG0001244	Aa_G52890.h1.t1	Np001G0509900
OG0001245	Aa_G76020.h1.t1	Np001G0054200
OG0001245	Aa_G76030.h1.t1	Np001G0054100
OG0001246	Aa_G335150.h1.t1	Np002G0919000
OG0001246	Aa_G61850.h1.t1	Np004G2100100
OG0001247	Aa_G351300.h1.t1, Aa_G69350.h1.t1, Aa_G435170.h1.t1	Np001G0087200
OG0001247	Aa_G275520.h1.t1	Np003G1333100
OG0001248	Aa_G8830.h1.t1	Np003G1500200
OG0001248	Aa_G542930.h1.t1	Np005G2854300
OG0001249	Aa_G344350.h1.t1	Np003G1546000
OG0001249	Aa_G244380.h1.t1	Np003G1328200
OG0001250	Aa_G57060.h1.t1	Np002G1122200
OG0001251	Aa_G88140.h1.t1	Np003G1622200
OG0001252	Aa_G354880.h1.t1, Aa_G680380.h1.t1	Np003G1866000
OG0001252	Aa_G6840.h1.t1	Np004G2575200
OG0001253	Aa_G188830.h1.t1	Np003G1861700
OG0001254	Aa_G34680.h1.t1	Np007G4130900, Np007G4131800
OG0001254	Aa_G456480.h1.t1	Np003G1271800
OG0001255	Aa_G260790.h1.t1	Np003G1270500
OG0001255	Aa_G34770.h1.t1	Np007G4132400
OG0001256	Aa_G370230.h1.t1	Np002G0728900
OG0001256	Aa_G131940.h1.t1	Np004G2393500
OG0001257	Aa_G165040.h1.t1	Np002G0757900
OG0001258	Aa_G348790.h1.t1	Np002G0781500
OG0001258	Aa_G348800.h1.t1	Np005G2747300, Np002G0781600
OG0001259	Aa_G348860.h1.t1	Np002G0782300
OG0001259	Aa_G323720.h1.t1	Np004G2361100
OG0001260	Aa_G314500.h1.t1	Np007G3759700
OG0001260	Aa_G527860.h1.t1	Np005G2664800
OG0001261	Aa_G376360.h1.t1	Np005G2672600
OG0001261	Aa_G329660.h1.t1	Np007G3755500
OG0001262	Aa_G193200.h1.t1	Np004G1909000
OG0001262	Aa_G176020.h1.t1	Np007G4076700
OG0001263	Aa_G12370.h1.t1	Np006G3393000
OG0001264	Aa_G391480.h1.t1	Np005G3076000
OG0001265	Aa_G91290.h1.t1	Np007G3834800
OG0001265	Aa_G31080.h1.t1	Np005G3041900
OG0001266	Aa_G64620.h1.t1	Np002G0790100
OG0001267	Aa_G177700.h1.t1	Np005G2748300
OG0001267	Aa_G177720.h1.t1	Np005G2748800
OG0001269	Aa_G566730.h1.t1, Aa_G651260.h1.t1	Np001G0380000
OG0001270	Aa_G334850.h1.t1	Np004G1967800
OG0001271	Aa_G334870.h1.t1	Np004G1967600
OG0001271	Aa_G50590.h1.t1	Np007G3980800
OG0001272	Aa_G334880.h1.t1	Np004G1967500
OG0001272	Aa_G550480.h1.t1	Np007G3980900
OG0001273	Aa_G477190.h1.t1	Np003G1802800
OG0001273	Aa_G240850.h1.t1	Np005G2834400
OG0001274	Aa_G400480.h1.t1	Np004G2561200
OG0001276	Aa_G189390.h1.t1	Np003G1836200
OG0001277	Aa_G257080.h1.t1	Np003G1838700
OG0001277	Aa_G298510.h1.t1	Np005G2866000
OG0001278	Aa_G81100.h1.t1	Np001G0672300
OG0001279	Aa_G132590.h1.t1	Np001G0652900
OG0001279	Aa_G100500.h1.t1	Np006G3260100
OG0001280	Aa_G574090.h1.t1	Np006G3283500
OG0001280	Aa_G433190.h1.t1	Np001G0634000
OG0001282	Aa_G345820.h1.t1	Np005G2708400, Np001G0626900
OG0001283	Aa_G302060.h1.t1	Np007G4144800
OG0001283	Aa_G302280.h1.t1	Np001G0598800
OG0001284	Aa_G213640.h1.t1	Np001G0594500
OG0001284	Aa_G38090.h1.t1	Np006G3330800
OG0001285	Aa_G656250.h1.t1	Np003G1645100
OG0001286	Aa_G570390.h1.t1	Np006G3379500
OG0001286	Aa_G14280.h1.t1	Np001G0560400
OG0001287	Aa_G235630.h1.t1	Np007G3749800
OG0001287	Aa_G453340.h1.t1, Aa_G453330.h1.t1	Np005G2678600
OG0001288	Aa_G59740.h1.t1	Np005G2717800
OG0001289	Aa_G265150.h1.t1	Np006G3255200
OG0001289	Aa_G265170.h1.t1	Np006G3255500
OG0001290	Aa_G174570.h1.t1, Aa_G174560.h1.t1	Np001G0176900, Np007G4154200
OG0001291	Aa_G137180.h1.t1	Np001G0083300, Np003G1812500
OG0001292	Aa_G617190.h1.t1	Np007G3914300
OG0001293	Aa_G134740.h1.t1	Np004G2567100
OG0001293	Aa_G134720.h1.t1	Np004G2567200
OG0001294	Aa_G678400.h1.t1, Aa_G678390.h1.t1	Np004G2421500
OG0001294	Aa_G512560.h1.t1	Np004G2421800
OG0001295	Aa_G528290.h1.t1	Np004G2385100
OG0001295	Aa_G433570.h1.t1	Np002G0819900
OG0001296	Aa_G551820.h1.t1	Np005G3130300, Np005G3131000, Np005G3130400
OG0001297	Aa_G72410.h1.t1	Np001G0193300
OG0001298	Aa_G431790.h1.t1	Np004G2095300
OG0001298	Aa_G285640.h1.t1	Np002G0905300
OG0001299	Aa_G12170.h1.t1	Np006G3420000, Np006G3419900
OG0001300	Aa_G506850.h1.t1, Aa_G506850.h2.t1	Np003G1267300
OG0001300	Aa_G40280.h1.t1	Np007G4088400
OG0001303	Aa_G99280.h1.t1, Aa_G318740.h1.t1, Aa_G207630.h1.t1	Np001G0458100
OG0001305	Aa_G375680.h1.t1	Np004G2415300
OG0001305	Aa_G640090.h1.t1	Np001G0270600
OG0001306	Aa_G14550.h1.t1	Np007G4240800
OG0001306	Aa_G236910.h1.t1	Np003G1424000
OG0001307	Aa_G14830.h1.t1	Np007G4245400
OG0001307	Aa_G304340.h1.t1	Np003G1419400
OG0001309	Aa_G319300.h1.t1	Np003G1343900
