Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0001086	Aa_G179020.h1.t1	Ag064G5101900
OG0001087	Aa_G394240.h1.t1	Ag007G0935800, Ag025G2901900
OG0001087	Aa_G97080.h1.t1	Ag014G2040300
OG0001088	Aa_G204800.h1.t1	Ag033G3602600, Ag033G3602200, Ag033G3602700
OG0001089	Aa_G151500.h1.t1	Ag071G5239600
OG0001090	Aa_G541860.h1.t1, Aa_G541850.h1.t1	Ag012G1319200, Ag002G0218400
OG0001091	Aa_G126590.h1.t1	Ag018G2469100
OG0001091	Aa_G144440.h1.t1	Ag057G4951300, Ag034G4074200
OG0001092	Aa_G574970.h1.t1	Ag006G0836700
OG0001093	Aa_G288970.h1.t1	Ag364G5492700, Ag038G4144700, Ag460G5510300, Ag441G5505200
OG0001094	Aa_G32120.h1.t1	Ag014G2019700
OG0001094	Aa_G465560.h1.t1	Ag001G0082100
OG0001095	Aa_G176380.h1.t1	Ag050G4777400
OG0001096	Aa_G161040.h1.t1	Ag014G1985200, Ag014G1984400, Ag014G1983800, Ag014G1983100, Ag014G1985700, Ag014G1985400, Ag014G1985300, Ag033G3524000, Ag033G3523900, Ag034G3775200
OG0001096	Aa_G361980.h1.t1	Ag002G0263700
OG0001097	Aa_G271360.h1.t1, Aa_G271350.h1.t1	Ag031G3244400
OG0001098	Aa_G527170.h1.t1	Ag039G4318100
OG0001098	Aa_G13980.h1.t1	Ag031G3391000
OG0001099	Aa_G400020.h1.t1	Ag029G3094400
OG0001100	Aa_G790060.h1.t1, Aa_G602620.h1.t1	Ag024G2873100, Ag014G2109500
OG0001100	Aa_G5950.h1.t1	Ag042G4377600
OG0001101	Aa_G144190.h1.t1	Ag039G4191000
OG0001102	Aa_G784540.h1.t1, Aa_G843530.h1.t1	Ag066G5151700, Ag066G5151500
OG0001102	Aa_G189360.h1.t1, Aa_G189370.h1.t1	Ag066G5151400, Ag066G5151300
OG0001103	Aa_G189800.h1.t1	Ag038G4159400
OG0001103	Aa_G269320.h1.t1	Ag014G1843700
OG0001104	Aa_G4880.h1.t1	Ag014G1829300
OG0001104	Aa_G4660.h1.t1	Ag014G1826500
OG0001105	Aa_G47360.h1.t1	Ag014G1858000
OG0001107	Aa_G273780.h1.t1	Ag025G2949500
OG0001107	Aa_G104670.h1.t1	Ag014G2091900
OG0001109	Aa_G454900.h1.t1	Ag034G3874000
OG0001111	Aa_G110840.h1.t1	Ag025G2932200
OG0001120	Aa_G424810.h1.t1	Ag013G1665500
OG0001120	Aa_G424820.h1.t1	Ag004G0742100, Ag013G1395600
OG0001121	Aa_G19720.h1.t1, Aa_G19730.h1.t1	Ag013G1466600, Ag013G1466500
OG0001122	Aa_G98280.h1.t1	Ag013G1523000
OG0001122	Aa_G657750.h1.t1	Ag013G1736800
OG0001123	Aa_G98190.h1.t1	Ag013G1524200
OG0001123	Aa_G292890.h1.t1	Ag004G0436400
OG0001124	Aa_G598470.h1.t1, Aa_G709670.h1.t1, Aa_G598480.h1.t1	Ag013G1614700, Ag013G1614900
OG0001125	Aa_G647150.h1.t1	Ag013G1671200
OG0001128	Aa_G286680.h1.t1, Aa_G286680.h2.t1	Ag067G5202300, Ag013G1749700, Ag013G1749100
OG0001129	Aa_G434710.h1.t1, Aa_G24820.h1.t1, Aa_G284890.h1.t1	Ag013G1758600
OG0001130	Aa_G181290.h1.t1	Ag004G0554600
OG0001130	Aa_G357270.h1.t1	Ag002G0172400
OG0001131	Aa_G86590.h1.t1	Ag010G1003700
OG0001131	Aa_G441990.h1.t1	Ag004G0745900
OG0001132	Aa_G137210.h1.t1	Ag014G1914500
OG0001132	Aa_G73240.h1.t1	Ag022G2731800
OG0001133	Aa_G226360.h1.t1	Ag022G2745300
OG0001134	Aa_G34530.h1.t1	Ag014G1889700, Ag014G1902900
OG0001134	Aa_G34540.h1.t1	Ag014G1902800
OG0001134	Aa_G259870.h1.t1	Ag022G2757200
OG0001135	Aa_G443050.h1.t1, Aa_G443060.h1.t1	Ag088G5436200
OG0001136	Aa_G185130.h1.t1	Ag075G5302900
OG0001136	Aa_G451330.h1.t1, Aa_G221050.h1.t1	Ag014G2017000
OG0001137	Aa_G403640.h1.t1	Ag033G3646900
OG0001137	Aa_G293610.h1.t1	Ag048G4580800
OG0001138	Aa_G80490.h1.t1, Aa_G80470.h1.t1	Ag048G4590700
OG0001140	Aa_G418970.h1.t1, Aa_G418950.h1.t1	Ag048G4654300
OG0001141	Aa_G186420.h1.t1	Ag048G4705700
OG0001141	Aa_G523730.h1.t1	Ag034G3866300
OG0001142	Aa_G738300.h1.t1, Aa_G312430.h1.t1, Aa_G839010.h1.t1	Ag048G4707100
OG0001142	Aa_G163340.h1.t1	Ag034G4055400
OG0001143	Aa_G93220.h1.t1	Ag034G3965100, Ag034G3965000
OG0001143	Aa_G348810.h1.t1	Ag048G4714300
OG0001144	Aa_G193260.h1.t1	Ag032G3432800
OG0001144	Aa_G176100.h1.t1	Ag014G1967200
OG0001145	Aa_G535530.h1.t1	Ag034G3934300
OG0001146	Aa_G194750.h1.t1	Ag088G5438900
OG0001146	Aa_G644730.h1.t1	Ag045G4507200
OG0001148	Aa_G263630.h1.t1	Ag012G1279200
OG0001148	Aa_G282160.h1.t1	Ag016G2396600, Ag061G5028600
OG0001149	Aa_G817170.h1.t1, Aa_G208080.h1.t1	Ag016G2285500, Ag050G4781300
OG0001150	Aa_G128060.h1.t1	Ag031G3203800
OG0001150	Aa_G536080.h1.t1	Ag003G0307900
OG0001151	Aa_G175130.h1.t1	Ag003G0327000
OG0001151	Aa_G354030.h1.t1	Ag031G3219400
OG0001152	Aa_G451530.h1.t1	Ag003G0363300, Ag031G3240900
OG0001153	Aa_G598230.h1.t1	Ag039G4200000
OG0001154	Aa_G590110.h1.t1	Ag015G2184200
OG0001154	Aa_G352000.h1.t1	Ag011G1043500
OG0001157	Aa_G462250.h1.t1	Ag003G0300000
OG0001157	Aa_G462240.h1.t1	Ag003G0300200
OG0001160	Aa_G411040.h1.t1	Ag060G5016000
OG0001160	Aa_G185630.h1.t1	Ag014G1811700
OG0001161	Aa_G217200.h1.t1, Aa_G563200.h1.t1	Ag014G1814100
OG0001162	Aa_G471100.h1.t1	Ag002G0175500
OG0001163	Aa_G613480.h1.t1	Ag034G3857500
OG0001163	Aa_G613490.h1.t1, Aa_G92980.h1.t1	Ag034G3857600, Ag034G3858200
OG0001164	Aa_G329430.h1.t1	Ag034G4011600
OG0001165	Aa_G867890.h1.t1, Aa_G234540.h1.t1, Aa_G448170.h1.t1	Ag002G0184800
OG0001166	Aa_G161170.h1.t1, Aa_G161160.h1.t1	Ag025G2943800
OG0001167	Aa_G435510.h1.t1	Ag025G2969600, Ag025G2968900
OG0001168	Aa_G483290.h1.t1	Ag011G1149200
OG0001168	Aa_G483300.h1.t1	Ag011G1149100
OG0001169	Aa_G609980.h1.t1	Ag011G1198400
OG0001174	Aa_G225580.h1.t1	Ag030G3129500, Ag004G0748500, Ag047G4548300, Ag046G4535800
OG0001174	Aa_G19960.h1.t1	Ag033G3508400
OG0001175	Aa_G383480.h1.t1	Ag013G1405200
OG0001175	Aa_G743960.h1.t1	Ag014G1780400
OG0001176	Aa_G71560.h1.t1	Ag014G1778500
OG0001176	Aa_G376800.h1.t1	Ag013G1406300
OG0001177	Aa_G256570.h1.t1	Ag013G1489100
OG0001177	Aa_G181350.h1.t1	Ag004G0554000
OG0001178	Aa_G195930.h1.t1	Ag013G1534300
OG0001178	Aa_G20810.h1.t1	Ag004G0446900
OG0001179	Aa_G21130.h1.t1, Aa_G309270.h1.t1	Ag006G0817800, Ag013G1540300
OG0001180	Aa_G154880.h1.t1, Aa_G529110.h1.t1, Aa_G154860.h1.t1	Ag014G1795200, Ag078G5326500, Ag013G1652900, Ag013G1652800, Ag013G1652700
OG0001181	Aa_G621950.h1.t1	Ag039G4278500
OG0001181	Aa_G203700.h1.t1	Ag013G1682000
OG0001182	Aa_G533070.h1.t1	Ag013G1707500
OG0001182	Aa_G492510.h1.t1, Aa_G198490.h1.t1	Ag048G4707700
OG0001183	Aa_G142230.h1.t1, Aa_G223740.h1.t1	Ag013G1730400, Ag013G1730200
OG0001184	Aa_G24920.h1.t1	Ag023G2842500
OG0001184	Aa_G194240.h1.t1	Ag013G1762800
OG0001185	Aa_G23340.h1.t1	Ag004G0431100
OG0001186	Aa_G143150.h1.t1	Ag004G0517600
OG0001186	Aa_G168280.h1.t1	Ag004G0775800
OG0001189	Aa_G181190.h1.t1	Ag004G0556200
OG0001189	Aa_G304770.h1.t1	Ag067G5182700
OG0001190	Aa_G141600.h1.t1	Ag010G1012400
OG0001190	Aa_G88130.h1.t1	Ag020G2559200, Ag004G0779000
OG0001191	Aa_G578820.h1.t1	Ag011G1085400, Ag004G0779900, Ag020G2558200
OG0001192	Aa_G87810.h1.t1	Ag048G4677000
OG0001193	Aa_G205600.h1.t1	Ag032G3420800
OG0001193	Aa_G40000.h1.t1	Ag014G1956400
OG0001194	Aa_G64570.h1.t1, Aa_G296730.h1.t1, Aa_G497100.h1.t1	Ag078G5392100, Ag034G3955200
OG0001195	Aa_G211280.h1.t1	Ag012G1298100
OG0001196	Aa_G120820.h1.t1	Ag012G1311800
OG0001197	Aa_G290260.h1.t1	Ag014G1959000
OG0001197	Aa_G290270.h1.t1	Ag014G1959500, Ag001G0080100
OG0001199	Aa_G152250.h1.t1	Ag050G4790100
OG0001199	Aa_G295620.h1.t1	Ag016G2309900
OG0001200	Aa_G697090.h1.t1	Ag050G4796900, Ag050G4796800
OG0001201	Aa_G517250.h1.t1	Ag033G3528500
OG0001201	Aa_G71790.h1.t1	Ag014G1776100, Ag011G1170300
OG0001201	Aa_G320460.h1.t1	Ag066G5139800
OG0001202	Aa_G296070.h1.t1	Ag031G3143900
OG0001203	Aa_G326350.h1.t1	Ag017G2435000
OG0001203	Aa_G44070.h1.t1	Ag031G3163500
OG0001204	Aa_G57800.h1.t1	Ag003G0398400, Ag031G3210800, Ag002G0094100
OG0001204	Aa_G17160.h1.t1	Ag003G0314100
OG0001205	Aa_G100560.h1.t1	Ag003G0348000
OG0001205	Aa_G349400.h1.t1	Ag031G3231900
OG0001206	Aa_G430840.h1.t1, Aa_G430840.h2.t1, Aa_G430830.h1.t1, Aa_G430830.h2.t1	Ag031G3247500, Ag042G4421400, Ag031G3247600, Ag031G3247700, Ag031G3248900, Ag031G3351400, Ag031G3247900
OG0001206	Aa_G430860.h1.t1, Aa_G271250.h1.t1, Aa_G515880.h1.t1	Ag031G3352600, Ag031G3352100
OG0001207	Aa_G98570.h1.t1	Ag031G3282300
OG0001207	Aa_G210220.h1.t1	Ag003G0391100
OG0001208	Aa_G67280.h1.t1	Ag003G0397600
OG0001208	Aa_G221090.h1.t1	Ag031G3283700
OG0001209	Aa_G345850.h1.t1	Ag031G3286600
OG0001209	Aa_G230750.h1.t1	Ag003G0394700
OG0001210	Aa_G527150.h1.t1	Ag039G4318800
OG0001210	Aa_G14020.h1.t1	Ag031G3391300
OG0001211	Aa_G507350.h1.t1	Ag065G5119500
OG0001211	Aa_G726620.h1.t1	Ag042G4428500
OG0001213	Aa_G75700.h1.t1	Ag014G1836200
OG0001213	Aa_G75640.h1.t1	Ag014G1834600, Ag014G1835300, Ag014G1834500, Ag014G1834900
OG0001214	Aa_G47140.h1.t1	Ag014G1861100
OG0001215	Aa_G403660.h1.t1	Ag014G1894100, Ag014G1866200
OG0001216	Aa_G429470.h1.t1	Ag014G2096500
OG0001216	Aa_G96000.h1.t1	Ag025G2967500
OG0001218	Aa_G124940.h1.t1	Ag052G4858400, Ag052G4858500, Ag052G4858300
OG0001219	Aa_G473370.h1.t1	Ag002G0162800, Ag002G0163200, Ag002G0164200
OG0001220	Aa_G356290.h1.t1	Ag011G1261600, Ag024G2891000
OG0001221	Aa_G162820.h1.t1	Ag016G2331500
OG0001221	Aa_G162830.h1.t1	Ag016G2331400
OG0001222	Aa_G249560.h1.t1, Aa_G285880.h1.t1	Ag011G1107500
OG0001223	Aa_G469160.h1.t1, Aa_G469150.h1.t1, Aa_G74590.h1.t1, Aa_G74600.h1.t1	Ag018G2476900
OG0001231	Aa_G49820.h1.t1, Aa_G49850.h1.t1, Aa_G111710.h1.t1	Ag014G1796100
OG0001231	Aa_G499360.h1.t1	Ag013G1373300
OG0001232	Aa_G644340.h1.t1	Ag013G1429400
OG0001232	Aa_G64960.h1.t1, Aa_G618430.h1.t1	Ag048G4695100
OG0001233	Aa_G330170.h1.t1	Ag013G1498000
OG0001234	Aa_G398110.h1.t1	Ag004G0538200
OG0001234	Aa_G168770.h1.t1	Ag013G1516000
OG0001235	Aa_G210870.h1.t1	Ag013G1552000
OG0001235	Aa_G75990.h1.t1	Ag004G0464400
OG0001236	Aa_G135160.h1.t1	Ag014G1875000
OG0001236	Aa_G188930.h1.t1	Ag013G1571100
OG0001237	Aa_G49080.h1.t1	Ag022G2699100, Ag013G1615300
OG0001239	Aa_G363500.h1.t1	Ag001G0014700, Ag013G1671500, Ag013G1671400, Ag013G1674000, Ag001G0001600, Ag034G3707000
OG0001239	Aa_G731860.h1.t1, Aa_G299620.h1.t1	Ag006G0803500, Ag058G4978900, Ag001G0001800
OG0001240	Aa_G217690.h1.t1	Ag034G3703500
OG0001240	Aa_G709170.h1.t1	Ag013G1666700, Ag013G1666800
OG0001241	Aa_G217740.h1.t1	Ag034G3703600
OG0001241	Aa_G257840.h1.t1	Ag013G1667200
OG0001242	Aa_G408520.h1.t1	Ag013G1725400
OG0001242	Aa_G408530.h1.t1, Aa_G146020.h1.t1	Ag013G1725800, Ag013G1725700, Ag013G1725500, Ag013G1725600
OG0001243	Aa_G598340.h1.t1	Ag013G1755200
OG0001243	Aa_G251230.h1.t1	Ag033G3516700
OG0001244	Aa_G23560.h1.t1	Ag004G0428200
OG0001244	Aa_G52890.h1.t1	Ag049G4726800
OG0001245	Aa_G76020.h1.t1	Ag004G0462700
OG0001245	Aa_G76030.h1.t1	Ag004G0462600
OG0001246	Aa_G335150.h1.t1	Ag067G5186400
OG0001246	Aa_G131130.h1.t1	Ag004G0488600
OG0001247	Aa_G351300.h1.t1, Aa_G69350.h1.t1, Aa_G435170.h1.t1	Ag004G0492600
OG0001247	Aa_G275520.h1.t1	Ag022G2657300
OG0001248	Aa_G8830.h1.t1	Ag039G4231600, Ag004G0586000
OG0001249	Aa_G344350.h1.t1	Ag004G0667000
OG0001249	Aa_G244380.h1.t1	Ag022G2669500
OG0001250	Aa_G57060.h1.t1	Ag002G0132300, Ag002G0263100, Ag002G0263000
OG0001251	Aa_G88140.h1.t1	Ag020G2559300, Ag004G0778900
OG0001252	Aa_G354880.h1.t1, Aa_G680380.h1.t1	Ag022G2638800
OG0001252	Aa_G6840.h1.t1	Ag034G3675500
OG0001253	Aa_G188830.h1.t1	Ag022G2645800
OG0001254	Aa_G34680.h1.t1	Ag014G1901300
OG0001254	Aa_G456480.h1.t1	Ag022G2762600
OG0001255	Aa_G260790.h1.t1	Ag022G2767000
OG0001255	Aa_G34770.h1.t1	Ag014G1899400
OG0001256	Aa_G370230.h1.t1	Ag048G4596200
OG0001256	Aa_G131940.h1.t1	Ag034G3907600
OG0001257	Aa_G165040.h1.t1	Ag048G4651700
OG0001258	Aa_G348790.h1.t1	Ag048G4712400, Ag048G4713900
OG0001258	Aa_G348800.h1.t1	Ag048G4713100
OG0001259	Aa_G348860.h1.t1	Ag048G4715600
OG0001259	Aa_G323720.h1.t1	Ag034G3963600
OG0001260	Aa_G314500.h1.t1	Ag040G4336900
OG0001260	Aa_G527860.h1.t1	Ag011G1125100
OG0001261	Aa_G376360.h1.t1	Ag011G1115700
OG0001261	Aa_G329660.h1.t1	Ag040G4346000
OG0001262	Aa_G193200.h1.t1	Ag032G3430100
OG0001262	Aa_G176020.h1.t1	Ag014G1964900
OG0001263	Aa_G12370.h1.t1	Ag054G4884700
OG0001265	Aa_G91290.h1.t1	Ag027G3033300
OG0001265	Aa_G31080.h1.t1	Ag007G0908400
OG0001266	Aa_G64620.h1.t1	Ag078G5391300
OG0001267	Aa_G177700.h1.t1	Ag011G1225600
OG0001267	Aa_G177720.h1.t1	Ag065G5123800
OG0001269	Aa_G566730.h1.t1, Aa_G651260.h1.t1	Ag006G0836100, Ag006G0836000
OG0001271	Aa_G334870.h1.t1	Ag001G0029700
OG0001271	Aa_G50590.h1.t1	Ag014G2143100
OG0001272	Aa_G334880.h1.t1	Ag001G0030000
OG0001272	Aa_G550480.h1.t1	Ag014G2143200, Ag027G3005100
OG0001273	Aa_G477190.h1.t1	Ag021G2614900
OG0001273	Aa_G240850.h1.t1	Ag033G3487800, Ag077G5316800
OG0001274	Aa_G400480.h1.t1	Ag034G3695200
OG0001276	Aa_G189390.h1.t1	Ag066G5151000
OG0001277	Aa_G257080.h1.t1	Ag066G5157900, Ag016G2402600
OG0001277	Aa_G298510.h1.t1	Ag033G3620300
OG0001278	Aa_G17080.h1.t1	Ag003G0313100
OG0001278	Aa_G81100.h1.t1	Ag031G3208900
OG0001279	Aa_G132590.h1.t1	Ag031G3232800
OG0001279	Aa_G100500.h1.t1	Ag003G0348700
OG0001280	Aa_G574090.h1.t1	Ag003G0383000
OG0001280	Aa_G433190.h1.t1	Ag031G3265800
OG0001282	Aa_G345820.h1.t1	Ag031G3287100
OG0001282	Aa_G230790.h1.t1	Ag003G0394300
OG0001283	Aa_G302060.h1.t1	Ag014G1881100
OG0001284	Aa_G213640.h1.t1	Ag031G3340200
OG0001284	Aa_G38090.h1.t1	Ag039G4227000
OG0001286	Aa_G570390.h1.t1	Ag039G4323400
OG0001286	Aa_G14280.h1.t1	Ag031G3396100
OG0001287	Aa_G235630.h1.t1	Ag042G4379100
OG0001287	Aa_G453340.h1.t1, Aa_G453330.h1.t1	Ag011G1102800, Ag011G1102700
OG0001288	Aa_G59740.h1.t1	Ag011G1255200
OG0001289	Aa_G265150.h1.t1	Ag003G0340800
OG0001289	Aa_G265170.h1.t1	Ag003G0341000
OG0001290	Aa_G174570.h1.t1, Aa_G174560.h1.t1	Ag014G1873200, Ag014G1873100
OG0001291	Aa_G137180.h1.t1	Ag011G1154200, Ag011G1152400, Ag011G1154100, Ag014G1915100
OG0001292	Aa_G617190.h1.t1	Ag014G2038800, Ag014G2038600, Ag014G2039300
OG0001293	Aa_G658650.h1.t1	Ag034G3688900
OG0001293	Aa_G134720.h1.t1	Ag034G3688800, Ag034G3689000, Ag034G3688600
OG0001294	Aa_G117620.h1.t1	Ag034G3865000
OG0001294	Aa_G678400.h1.t1, Aa_G678390.h1.t1	Ag034G3865200
OG0001294	Aa_G135920.h1.t1, Aa_G525450.h1.t1, Aa_G242530.h1.t1, Aa_G135930.h1.t1, Aa_G651620.h1.t1	Ag034G3868400
OG0001295	Aa_G528290.h1.t1	Ag034G3925000
OG0001295	Aa_G433570.h1.t1	Ag018G2435700
OG0001296	Aa_G551820.h1.t1	Ag016G2372200
OG0001297	Aa_G234330.h1.t1, Aa_G72410.h1.t1	Ag019G2506700
OG0001303	Aa_G656910.h1.t1	Ag055G4914100, Ag055G4914600, Ag055G4913800, Ag055G4914400, Ag055G4922100, Ag055G4913900
OG0001303	Aa_G99280.h1.t1, Aa_G318740.h1.t1, Aa_G207630.h1.t1	Ag034G4040000, Ag034G4027200, Ag034G4030200, Ag034G4027500
OG0001304	Aa_G76670.h1.t1	Ag034G3907500, Ag029G3109700, Ag055G4918500
OG0001305	Aa_G375680.h1.t1	Ag034G3874500
OG0001305	Aa_G640090.h1.t1	Ag035G4077200, Ag074G5269800
OG0001306	Aa_G14550.h1.t1	Ag014G1775900
OG0001306	Aa_G236910.h1.t1	Ag013G1413200
OG0001307	Aa_G14830.h1.t1	Ag014G1772100, Ag014G1771900
OG0001307	Aa_G304340.h1.t1	Ag013G1423700
OG0001308	Aa_G396480.h1.t1, Aa_G396480.h2.t1	Ag013G1508800
OG0001309	Aa_G319300.h1.t1	Ag013G1559700
OG0001309	Aa_G97910.h1.t1	Ag004G0510900
OG0001310	Aa_G345270.h1.t1	Ag034G3747900
OG0001310	Aa_G158240.h1.t1	Ag013G1606700
OG0001311	Aa_G220640.h1.t1	Ag034G3721100
OG0001311	Aa_G640470.h1.t1	Ag013G1649600
OG0001312	Aa_G339570.h1.t1	Ag023G2815700
OG0001312	Aa_G688980.h1.t1	Ag013G1728200
OG0001313	Aa_G241060.h1.t1	Ag013G1733000, Ag022G2678600
OG0001314	Aa_G117770.h1.t1	Ag034G3862500
OG0001314	Aa_G146220.h1.t1	Ag062G5052500
OG0001315	Aa_G437650.h1.t1	Ag034G3850800
OG0001315	Aa_G480490.h1.t1	Ag062G5063300
OG0001316	Aa_G61550.h1.t1, Aa_G815830.h1.t1	Ag004G0492100
OG0001316	Aa_G807280.h1.t1, Aa_G807280.h2.t1, Aa_G845300.h1.t1, Aa_G845300.h2.t1	Ag006G0816400
OG0001317	Aa_G578270.h1.t1	Ag004G0517900
OG0001319	Aa_G448450.h1.t1	Ag004G0633900
OG0001319	Aa_G318750.h1.t1	Ag089G5448100
OG0001321	Aa_G418050.h1.t1	Ag004G0735800
OG0001322	Aa_G57840.h1.t1	Ag031G3211200
OG0001323	Aa_G5640.h1.t1	Ag014G1940400
OG0001324	Aa_G216020.h1.t1	Ag014G1936900
OG0001325	Aa_G209830.h1.t1	Ag022G2692400
OG0001326	Aa_G304060.h1.t1	Ag022G2725200
OG0001326	Aa_G137080.h1.t1	Ag014G1919700
OG0001327	Aa_G135570.h1.t1	Ag014G2106500, Ag067G5194700, Ag075G5302500
OG0001328	Aa_G293160.h1.t1, Aa_G293140.h1.t1, Aa_G293120.h1.t1, Aa_G100000.h1.t1	Ag048G4594600, Ag048G4607900
OG0001329	Aa_G129280.h1.t1	Ag048G4641100
OG0001329	Aa_G454160.h1.t1	Ag034G4009400
OG0001330	Aa_G453460.h1.t1	Ag034G4005700, Ag034G4005800
OG0001330	Aa_G104340.h1.t1	Ag048G4645800
OG0001331	Aa_G600250.h1.t1	Ag032G3428800, Ag014G1963900
OG0001332	Aa_G118250.h1.t1	Ag032G3446900
OG0001332	Aa_G237700.h1.t1	Ag014G1978100
OG0001334	Aa_G509790.h2.t1, Aa_G509790.h1.t1	Ag007G0894700, Ag007G0894500, Ag007G0894900
OG0001334	Aa_G250800.h1.t1	Ag007G0893900
OG0001335	Aa_G51910.h1.t1	Ag027G3026700, Ag007G0902300
OG0001336	Aa_G413550.h1.t1	Ag007G0903500, Ag027G3027300
OG0001337	Aa_G31110.h1.t1	Ag007G0908600
OG0001337	Aa_G91310.h1.t1	Ag027G3033500
OG0001338	Aa_G341860.h1.t1	Ag078G5337900
OG0001338	Aa_G80290.h1.t1	Ag034G3932100, Ag034G3931700
OG0001339	Aa_G164300.h1.t1	Ag034G3840700
OG0001339	Aa_G409770.h1.t1	Ag012G1337700
OG0001340	Aa_G419960.h1.t1	Ag058G4970200, Ag006G0812600
OG0001340	Aa_G501810.h1.t1	Ag050G4766000
OG0001341	Aa_G751760.h1.t1	Ag006G0830500
OG0001341	Aa_G78110.h1.t1	Ag050G4750100
OG0001341	Aa_G78090.h1.t1	Ag050G4750600
OG0001342	Aa_G290950.h1.t1	Ag006G0833300
OG0001342	Aa_G357050.h1.t1	Ag050G4744900
OG0001343	Aa_G254550.h1.t1, Aa_G148390.h1.t1	Ag033G3645500
OG0001343	Aa_G254530.h1.t1	Ag006G0839400
OG0001344	Aa_G582130.h1.t1	Ag001G0057600
OG0001344	Aa_G645080.h1.t1, Aa_G782480.h1.t1	Ag023G2847400
OG0001345	Aa_G465590.h1.t1	Ag001G0081000
OG0001345	Aa_G32190.h1.t1	Ag014G2020700
OG0001346	Aa_G173490.h1.t1	Ag001G0087200
OG0001346	Aa_G424000.h1.t1	Ag014G2014200
OG0001347	Aa_G203380.h1.t1	Ag050G4753600
OG0001348	Aa_G11500.h1.t1	Ag008G0941500
OG0001348	Aa_G43840.h1.t1	Ag031G3160200
OG0001349	Aa_G417280.h1.t1	Ag033G3484900, Ag052G4838500
OG0001350	Aa_G6220.h1.t1	Ag033G3512600
OG0001350	Aa_G35110.h1.t1	Ag021G2626500, Ag030G3125400
OG0001351	Aa_G369910.h1.t1	Ag033G3587900
OG0001351	Aa_G369920.h1.t1	Ag033G3587700
OG0001352	Aa_G86320.h1.t1	Ag014G2076900, Ag014G2077000, Ag033G3616400, Ag033G3616300
OG0001353	Aa_G609020.h1.t1	Ag031G3179500
OG0001353	Aa_G731310.h1.t1	Ag003G0285400
OG0001355	Aa_G103430.h1.t1, Aa_G170540.h1.t1, Aa_G468970.h1.t1, Aa_G136780.h1.t1	Ag031G3225300
OG0001356	Aa_G218960.h1.t1	Ag031G3228900
OG0001357	Aa_G374660.h1.t1	Ag003G0380700
OG0001358	Aa_G483550.h1.t1	Ag031G3308700
OG0001358	Aa_G88430.h1.t1	Ag039G4182200
OG0001360	Aa_G238620.h1.t1	Ag031G3324000
OG0001360	Aa_G282170.h1.t1	Ag061G5028500
OG0001361	Aa_G263100.h1.t1, Aa_G221690.h1.t1, Aa_G314510.h1.t1, Aa_G397780.h1.t1, Aa_G801460.h1.t1, Aa_G438740.h1.t1	Ag014G2054200
OG0001361	Aa_G33890.h1.t1	Ag020G2571700
OG0001362	Aa_G627270.h1.t1	Ag081G5402700
OG0001363	Aa_G232630.h1.t1	Ag034G3800900
OG0001364	Aa_G507070.h1.t1	Ag015G2262300
OG0001364	Aa_G292660.h1.t1	Ag034G4018500
OG0001365	Aa_G376020.h1.t1	Ag052G4852000
OG0001365	Aa_G129070.h1.t1	Ag021G2605300
OG0001366	Aa_G75620.h1.t1	Ag014G1834100
OG0001366	Aa_G25970.h1.t1	Ag038G4169500
OG0001368	Aa_G556040.h1.t1	Ag014G2074100
OG0001368	Aa_G638270.h1.t1	Ag003G0299500
OG0001369	Aa_G633940.h1.t1, Aa_G284530.h1.t1, Aa_G322910.h1.t1, Aa_G322940.h1.t1	Ag003G0355800
OG0001370	Aa_G67150.h1.t1, Aa_G67110.h1.t1	Ag003G0404800
OG0001371	Aa_G553060.h1.t1	Ag014G1813800
OG0001372	Aa_G4170.h1.t1	Ag014G1819300
OG0001373	Aa_G137000.h1.t1	Ag014G1920700
OG0001374	Aa_G443210.h1.t1, Aa_G1015840.h1.t1, Aa_G508120.h1.t1	Ag014G1988100, Ag011G1176800
OG0001375	Aa_G1500.h1.t1	Ag014G2000200
OG0001376	Aa_G1080.h1.t1	Ag014G2006400
OG0001377	Aa_G110750.h1.t1	Ag025G2939000, Ag025G2936400
OG0001377	Aa_G498880.h1.t1	Ag014G2065100
OG0001378	Aa_G133250.h1.t1	Ag014G2167500
OG0001379	Aa_G582070.h1.t1	Ag034G3740000, Ag034G3693200
OG0001379	Aa_G92460.h1.t1	Ag027G3006600, Ag064G5100400
OG0001380	Aa_G416160.h1.t1	Ag060G5013800
OG0001381	Aa_G457530.h1.t1	Ag034G3797900
OG0001382	Aa_G117650.h1.t1	Ag034G3864200, Ag034G3864500
OG0001382	Aa_G117640.h1.t1	Ag034G3864800
OG0001383	Aa_G272240.h1.t1	Ag034G4012100
OG0001384	Aa_G17680.h1.t1, Aa_G17690.h1.t1	Ag034G4061200
OG0001384	Aa_G62490.h1.t1	Ag018G2455700
OG0001385	Aa_G604730.h1.t1	Ag052G4848900
OG0001385	Aa_G604720.h1.t1	Ag011G1090000, Ag011G1089700, Ag011G1089800, Ag011G1089600
OG0001385	Aa_G214210.h1.t1	Ag011G1089500
OG0001387	Aa_G614960.h1.t1	Ag011G1217100
OG0001397	Aa_G553210.h1.t1	Ag006G0837000, Ag055G4911300
OG0001398	Aa_G184640.h1.t1, Aa_G46550.h1.t1, Aa_G206210.h1.t1	Ag019G2497200
