Orthogroup	Arabis_alpina	Cardamine_glauca
OG0002128	Aa_G244660.h1.t1	Cg001G0210500
OG0002129	Aa_G370090.h1.t1	Cg006G1819900
OG0002129	Aa_G161960.h1.t1	Cg004G1278000
OG0002130	Aa_G32070.h1.t1	Cg004G1221600
OG0002130	Aa_G465510.h1.t1	Cg006G1809100
OG0002131	Aa_G465870.h1.t1	Cg005G1586000
OG0002132	Aa_G138660.h1.t1	Cg002G0640100, Cg002G0639800, Cg002G0639900, Cg002G0643500
OG0002134	Aa_G144810.h1.t1	Cg001G0056700
OG0002134	Aa_G384650.h1.t1	Cg004G1393200
OG0002135	Aa_G313530.h1.t1	Cg004G1401000
OG0002135	Aa_G385150.h1.t1	Cg001G0052500
OG0002136	Aa_G500540.h1.t1	Cg001G0164600
OG0002136	Aa_G275300.h1.t1	Cg003G0765900
OG0002137	Aa_G124460.h1.t1	Cg001G0165300
OG0002138	Aa_G9760.h1.t1	Cg001G0077800
OG0002138	Aa_G35870.h1.t1	Cg005G1726200
OG0002140	Aa_G204130.h1.t1	Cg001G0201900
OG0002141	Aa_G204110.h1.t1	Cg001G0201700
OG0002142	Aa_G245310.h1.t1	Cg001G0198200
OG0002143	Aa_G586800.h1.t1	Cg001G0193600
OG0002143	Aa_G42020.h1.t1	Cg003G0734900, Cg003G0863500
OG0002144	Aa_G537500.h1.t1	Cg003G0786000
OG0002144	Aa_G260090.h1.t1	Cg006G1910800
OG0002145	Aa_G236610.h1.t1	Cg002G0403000
OG0002145	Aa_G206160.h1.t1	Cg005G1452400
OG0002146	Aa_G196860.h1.t1	Cg005G1465000
OG0002146	Aa_G33440.h1.t1	Cg002G0413300
OG0002147	Aa_G572570.h1.t1	Cg002G0414700
OG0002147	Aa_G16810.h1.t1	Cg005G1467900
OG0002148	Aa_G16200.h1.t1	Cg005G1474800
OG0002150	Aa_G221100.h1.t1	Cg002G0444100
OG0002150	Aa_G67260.h1.t1	Cg005G1510500
OG0002151	Aa_G723440.h1.t1	Cg005G1519600
OG0002151	Aa_G562570.h1.t1	Cg002G0456000
OG0002152	Aa_G174910.h1.t1	Cg002G0457000
OG0002152	Aa_G88490.h1.t1	Cg005G1518900
OG0002153	Aa_G373080.h1.t1	Cg002G0460300
OG0002153	Aa_G281310.h1.t1	Cg005G1522100
OG0002154	Aa_G696730.h1.t1	Cg005G1545900
OG0002154	Aa_G260950.h1.t1, Aa_G69970.h1.t1	Cg002G0485000
OG0002155	Aa_G548170.h1.t1	Cg005G1562500
OG0002155	Aa_G14150.h1.t1	Cg002G0493100
OG0002156	Aa_G372290.h1.t1	Cg003G0919200
OG0002156	Aa_G578670.h1.t1	Cg001G0125800
OG0002157	Aa_G16800.h1.t1, Aa_G20530.h1.t1	Cg004G1233600
OG0002157	Aa_G468260.h1.t1	Cg001G0244500
OG0002158	Aa_G66740.h1.t1	Cg001G0284100
OG0002158	Aa_G284270.h1.t1	Cg004G1315100
OG0002160	Aa_G7120.h1.t1	Cg007G2443000
OG0002160	Aa_G61780.h1.t1	Cg006G2003600
OG0002161	Aa_G431860.h1.t1	Cg006G2006800
OG0002162	Aa_G426560.h1.t1	Cg004G1423600
OG0002162	Aa_G325440.h1.t1	Cg001G0099200
OG0002163	Aa_G88350.h1.t1, Aa_G123990.h1.t1, Aa_G88340.h1.t1	Cg005G1517700
OG0002164	Aa_G693850.h1.t1, Aa_G224300.h1.t1, Aa_G693860.h1.t1, Aa_G666020.h1.t1	Cg005G1531600
OG0002165	Aa_G249340.h1.t1	Cg005G1559100
OG0002167	Aa_G314670.h1.t1	Cg005G1776500
OG0002167	Aa_G137850.h1.t1	Cg001G0007400
OG0002168	Aa_G74440.h1.t1	Cg005G1774700
OG0002169	Aa_G351890.h1.t1	Cg001G0009300
OG0002169	Aa_G50380.h1.t1	Cg005G1774100
OG0002170	Aa_G100190.h1.t1	Cg005G1767300
OG0002170	Aa_G279360.h1.t1	Cg005G1771000
OG0002171	Aa_G88690.h1.t1	Cg003G0774100
OG0002172	Aa_G598360.h1.t1	Cg008G2833000
OG0002172	Aa_G4620.h1.t1	Cg004G1110100
OG0002174	Aa_G15870.h1.t1	Cg005G1471900
OG0002175	Aa_G188340.h1.t1, Aa_G326930.h1.t1, Aa_G48830.h1.t1	Cg008G2837500
OG0002176	Aa_G51150.h1.t1	Cg004G1119200
OG0002176	Aa_G146590.h1.t1	Cg008G2824200
OG0002177	Aa_G47880.h1.t1	Cg004G1133800
OG0002177	Aa_G382460.h1.t1	Cg008G2863600, Cg008G2848700
OG0002178	Aa_G78760.h1.t1	Cg004G1135800
OG0002179	Aa_G500840.h1.t1	Cg004G1146200
OG0002179	Aa_G500850.h1.t1	Cg004G1146100
OG0002180	Aa_G5270.h1.t1	Cg004G1181000
OG0002180	Aa_G386380.h1.t1	Cg008G2639800
OG0002181	Aa_G57650.h1.t1	Cg006G1850500
OG0002181	Aa_G53560.h1.t1	Cg004G1239800
OG0002182	Aa_G181840.h1.t1	Cg004G1247000
OG0002182	Aa_G255180.h1.t1	Cg006G1846300
OG0002183	Aa_G213260.h1.t1	Cg006G1840900
OG0002184	Aa_G687530.h1.t1	Cg006G1834600
OG0002185	Aa_G234300.h1.t1	Cg002G0642500
OG0002185	Aa_G308820.h1.t1	Cg001G0367400
OG0002186	Aa_G212380.h1.t1	Cg004G1292200
OG0002187	Aa_G280740.h1.t1	Cg001G0319900
OG0002187	Aa_G321720.h1.t1	Cg007G2392000
OG0002188	Aa_G316200.h1.t1	Cg007G2347800
OG0002189	Aa_G286470.h1.t1	Cg005G1574700
OG0002191	Aa_G79420.h1.t1	Cg006G2210000
OG0002191	Aa_G154710.h1.t1	Cg005G1613500
OG0002193	Aa_G318470.h1.t1	Cg006G2159800
OG0002194	Aa_G226650.h1.t1	Cg006G2159100
OG0002195	Aa_G72220.h1.t1	Cg007G2298700
OG0002195	Aa_G457520.h1.t1	Cg006G2153700
OG0002196	Aa_G357250.h1.t1	Cg006G2140300
OG0002196	Aa_G246060.h1.t1	Cg001G0177500
OG0002197	Aa_G394390.h1.t1	Cg006G2113000
OG0002197	Aa_G251400.h1.t1	Cg002G0695300
OG0002198	Aa_G653370.h1.t1	Cg006G2036300
OG0002198	Aa_G232120.h1.t1	Cg007G2481100
OG0002199	Aa_G367150.h1.t1	Cg006G2036000
OG0002200	Aa_G428110.h1.t1	Cg007G2482000
OG0002201	Aa_G776730.h1.t1	Cg007G2278400
OG0002201	Aa_G321870.h1.t1	Cg007G2418600, Cg007G2418500
OG0002202	Aa_G488530.h1.t1	Cg007G2259200
OG0002203	Aa_G628380.h1.t1	Cg001G0107200
OG0002205	Aa_G663820.h1.t1	Cg007G2418700
OG0002206	Aa_G476990.h1.t1	Cg007G2520200
OG0002207	Aa_G279320.h1.t1	Cg005G1771100
OG0002207	Aa_G553700.h1.t1	Cg001G0012400
OG0002208	Aa_G288610.h1.t1	Cg005G1757900
OG0002209	Aa_G144820.h1.t1	Cg001G0062300
OG0002210	Aa_G258800.h1.t1	Cg001G0058500
OG0002210	Aa_G269130.h1.t1	Cg004G1375900
OG0002211	Aa_G206560.h1.t1	Cg001G0276000
OG0002211	Aa_G658390.h1.t1	Cg004G1308200
OG0002212	Aa_G61880.h1.t1	Cg006G2001600
OG0002212	Aa_G61890.h1.t1	Cg006G2001700
OG0002213	Aa_G86580.h1.t1, Aa_G641500.h1.t1	Cg003G0939600
OG0002221	Aa_G16510.h1.t1, Aa_G652130.h1.t1	Cg005G1580800
OG0002223	Aa_G192770.h1.t1	Cg008G2738400
OG0002225	Aa_G621820.h1.t1	Cg008G2710200
OG0002225	Aa_G553330.h1.t1	Cg004G1075900
OG0002227	Aa_G368320.h1.t1	Cg006G2179600
OG0002228	Aa_G69260.h1.t1	Cg005G1647700
OG0002228	Aa_G638120.h1.t1	Cg006G2186000
OG0002229	Aa_G154650.h1.t1	Cg005G1612900
OG0002229	Aa_G79390.h1.t1	Cg006G2210300
OG0002230	Aa_G341270.h1.t1	Cg006G2223700
OG0002230	Aa_G519830.h1.t1	Cg008G2931000
OG0002231	Aa_G423560.h1.t1	Cg006G2224800
OG0002231	Aa_G316900.h1.t1	Cg008G2934700
OG0002232	Aa_G95890.h1.t1	Cg008G2942600
OG0002232	Aa_G134660.h1.t1	Cg006G2229600
OG0002234	Aa_G83990.h1.t1	Cg003G0894800, Cg001G0152400
OG0002235	Aa_G90830.h1.t1	Cg001G0151600
OG0002235	Aa_G138810.h1.t1	Cg006G1968900
OG0002236	Aa_G247190.h1.t1	Cg003G0904900
OG0002236	Aa_G29760.h1.t1	Cg001G0148300
OG0002237	Aa_G366310.h1.t1	Cg005G1591600
OG0002238	Aa_G417030.h1.t1	Cg006G1972300
OG0002239	Aa_G15180.h1.t1	Cg005G1584300
OG0002239	Aa_G216370.h1.t1	Cg006G1965300
OG0002240	Aa_G434690.h1.t1	Cg006G1958700
OG0002241	Aa_G109310.h1.t1	Cg006G1949000
OG0002241	Aa_G11140.h1.t1	Cg005G1579300
OG0002242	Aa_G482340.h1.t1	Cg003G1058300
OG0002242	Aa_G379450.h1.t1	Cg002G0525400
OG0002243	Aa_G504190.h1.t1	Cg008G2645100
OG0002243	Aa_G435140.h1.t1	Cg003G1008700
OG0002244	Aa_G165590.h1.t1	Cg003G0998700
OG0002245	Aa_G1015950.h1.t1	Cg005G1485400
OG0002246	Aa_G15480.h1.t1	Cg008G2770100
OG0002249	Aa_G620110.h1.t1	Cg003G0987900
OG0002249	Aa_G99290.h1.t1	Cg002G0567800
OG0002250	Aa_G147910.h1.t1	Cg003G0976900
OG0002250	Aa_G326920.h1.t1	Cg004G1077900
OG0002251	Aa_G729530.h1.t1	Cg003G0965900
OG0002252	Aa_G115130.h1.t1	Cg001G0140200
OG0002252	Aa_G22100.h1.t1	Cg003G0955500
OG0002253	Aa_G149180.h1.t1	Cg003G0936700
OG0002254	Aa_G228370.h1.t1	Cg006G2235400
OG0002254	Aa_G180060.h1.t1	Cg003G0724900, Cg014G3029800
OG0002255	Aa_G323550.h1.t1	Cg004G1401300
OG0002255	Aa_G213430.h1.t1	Cg001G0184900
OG0002256	Aa_G195430.h1.t1	Cg004G1173100
OG0002256	Aa_G261370.h1.t1	Cg008G2630100
OG0002257	Aa_G743040.h1.t1	Cg004G1170200
OG0002257	Aa_G170510.h1.t1	Cg008G2625700
OG0002258	Aa_G509380.h1.t1	Cg008G2607100
OG0002259	Aa_G478910.h1.t1	Cg008G2600700
OG0002261	Aa_G229850.h1.t1	Cg001G0381100
OG0002262	Aa_G385720.h1.t1	Cg007G2577900
OG0002262	Aa_G121360.h1.t1	Cg006G2109600
OG0002264	Aa_G497210.h1.t1	Cg007G2571000
OG0002264	Aa_G21660.h1.t1	Cg007G2574100
OG0002265	Aa_G479810.h1.t1	Cg007G2551000
OG0002266	Aa_G121550.h1.t1	Cg007G2548300
OG0002266	Aa_G272190.h1.t1	Cg006G2046900
OG0002267	Aa_G447420.h1.t1	Cg007G2540400
OG0002269	Aa_G198520.h1.t1	Cg007G2525800
OG0002269	Aa_G544390.h1.t1	Cg006G2068400
OG0002270	Aa_G628500.h1.t1	Cg006G2069200
OG0002270	Aa_G348680.h1.t1	Cg007G2524800
OG0002271	Aa_G349470.h1.t1	Cg002G0427500
OG0002272	Aa_G176070.h1.t1	Cg001G0163800, Cg004G1194400
OG0002272	Aa_G193250.h1.t1	Cg006G1787200
OG0002273	Aa_G463600.h1.t1	Cg004G1195300
OG0002273	Aa_G231420.h1.t1	Cg006G1788100
OG0002274	Aa_G543620.h1.t1	Cg004G1301700
OG0002274	Aa_G291470.h1.t1	Cg001G0268500
OG0002275	Aa_G670970.h1.t1	Cg001G0266400
OG0002275	Aa_G55060.h1.t1	Cg001G0266500
OG0002276	Aa_G303470.h1.t1	Cg007G2504000
OG0002276	Aa_G557400.h1.t1	Cg006G2085700
OG0002277	Aa_G283230.h1.t1	Cg007G2460700, Cg006G2014300
OG0002278	Aa_G194670.h1.t1	Cg004G1443400
OG0002279	Aa_G182760.h1.t1	Cg001G0114000
OG0002279	Aa_G166520.h1.t1	Cg004G1439700
OG0002280	Aa_G495300.h1.t1	Cg001G0376400
OG0002280	Aa_G27350.h1.t1	Cg002G0649200
OG0002281	Aa_G437830.h1.t1	Cg002G0652400
OG0002281	Aa_G733530.h1.t1	Cg001G0379700
OG0002282	Aa_G398290.h1.t1	Cg006G2129200
OG0002282	Aa_G83380.h1.t1	Cg002G0667600
OG0002283	Aa_G164410.h1.t1	Cg004G1261600
OG0002283	Aa_G92550.h1.t1	Cg006G1833400
OG0002284	Aa_G241880.h1.t1	Cg004G1225300
OG0002285	Aa_G484430.h1.t1	Cg005G1589600
OG0002287	Aa_G24690.h1.t1	Cg005G1576200
OG0002288	Aa_G41330.h1.t1	Cg008G2976000
OG0002288	Aa_G152180.h1.t1	Cg001G0223000
OG0002289	Aa_G96190.h1.t1	Cg001G0229600
OG0002290	Aa_G398070.h1.t1	Cg004G1165500
OG0002293	Aa_G494740.h1.t1	Cg001G0170400
OG0002293	Aa_G84100.h1.t1	Cg003G0895200
OG0002294	Aa_G123780.h1.t1	Cg008G2948900, Cg001G0199700
OG0002295	Aa_G61160.h1.t1	Cg003G0790700
OG0002295	Aa_G115570.h1.t1	Cg006G2116800
OG0002296	Aa_G24720.h1.t1	Cg005G1576400
OG0002297	Aa_G13220.h1.t1	Cg005G1447900
OG0002298	Aa_G17170.h1.t1	Cg005G1471000
OG0002298	Aa_G57820.h1.t1	Cg002G0417700
OG0002299	Aa_G614500.h1.t1	Cg002G0452100
OG0002299	Aa_G188460.h1.t1	Cg005G1515700
OG0002300	Aa_G281300.h1.t1	Cg005G1522200
OG0002301	Aa_G677190.h1.t1	Cg005G1530000
OG0002301	Aa_G287340.h1.t1	Cg002G0465000
OG0002302	Aa_G357580.h1.t1	Cg005G1537300
OG0002302	Aa_G99100.h1.t1	Cg002G0473200
OG0002303	Aa_G650980.h1.t1	Cg002G0476100
OG0002303	Aa_G509550.h1.t1, Aa_G417520.h1.t1, Aa_G479110.h1.t1	Cg005G1539400
OG0002304	Aa_G352660.h1.t1	Cg006G2023900
OG0002305	Aa_G545260.h2.t1, Aa_G545260.h1.t1	Cg007G2447200
OG0002306	Aa_G493480.h1.t1	Cg006G2216200
OG0002306	Aa_G561140.h1.t1	Cg003G0746400
OG0002307	Aa_G537380.h1.t1	Cg005G1772800
OG0002307	Aa_G351990.h1.t1	Cg001G0010500
OG0002308	Aa_G486260.h1.t1	Cg001G0018000
OG0002308	Aa_G407270.h1.t1	Cg005G1766500
OG0002309	Aa_G514200.h1.t1	Cg006G1905200
OG0002310	Aa_G518960.h1.t1	Cg003G0771900
OG0002310	Aa_G480730.h1.t1	Cg003G0771800
OG0002313	Aa_G47150.h1.t1	Cg004G1131600, Cg008G2844800, Cg008G2844700, Cg008G2844600
OG0002315	Aa_G682970.h1.t1	Cg004G1241600
OG0002316	Aa_G110760.h1.t1	Cg006G1848700
OG0002316	Aa_G498870.h1.t1	Cg004G1242900
OG0002317	Aa_G110690.h1.t1	Cg006G1848100
OG0002317	Aa_G310250.h1.t1	Cg004G1243900
OG0002318	Aa_G82100.h1.t1	Cg004G1249000
OG0002320	Aa_G94430.h1.t1	Cg006G2252400
OG0002320	Aa_G94440.h1.t1	Cg014G3051200, Cg003G0704400
OG0002321	Aa_G94390.h1.t1	Cg006G2252000
OG0002321	Aa_G425510.h1.t1	Cg014G3050800, Cg003G0704800
OG0002322	Aa_G299850.h2.t1, Aa_G299850.h1.t1	Cg014G3053300, Cg003G0702700
OG0002322	Aa_G745780.h1.t1	Cg006G2251400
OG0002323	Aa_G6440.h1.t1	Cg006G2240800
OG0002324	Aa_G310570.h1.t1, Aa_G310590.h1.t1	Cg006G2189900, Cg006G2189500
OG0002325	Aa_G80650.h1.t1	Cg006G2175000
OG0002326	Aa_G318560.h1.t1	Cg006G2160300
OG0002326	Aa_G281530.h1.t1	Cg007G2311000
OG0002327	Aa_G323270.h1.t1	Cg002G0685700
OG0002327	Aa_G393290.h1.t1	Cg006G2118300
OG0002328	Aa_G265750.h1.t1	Cg007G2567600
OG0002329	Aa_G457310.h1.t1, Aa_G65590.h1.t1	Cg006G2101400, Cg007G2566400
OG0002330	Aa_G188640.h1.t1	Cg006G2089900
OG0002330	Aa_G187260.h1.t1	Cg004G1354300
OG0002331	Aa_G30430.h1.t1	Cg007G2509700
OG0002332	Aa_G548320.h1.t1, Aa_G548300.h1.t1	Cg007G2516300
OG0002332	Aa_G548310.h2.t1, Aa_G548310.h1.t1	Cg006G2077100
OG0002333	Aa_G252100.h1.t1	Cg007G2491400
OG0002333	Aa_G198730.h1.t1	Cg006G2041400
OG0002334	Aa_G562070.h1.t1	Cg006G2027700
OG0002335	Aa_G352700.h1.t1	Cg006G2024300
OG0002335	Aa_G510840.h1.t1	Cg007G2470300
OG0002337	Aa_G139530.h1.t1, Aa_G182440.h1.t1	Cg007G2308400
OG0002337	Aa_G5870.h1.t1	Cg007G2308500
OG0002338	Aa_G248640.h2.t1, Aa_G248640.h1.t1	Cg008G2984900
OG0002339	Aa_G421750.h1.t1	Cg004G1406900
OG0002340	Aa_G543430.h1.t1	Cg004G1399900
OG0002340	Aa_G238250.h1.t1	Cg001G0053900
OG0002342	Aa_G541720.h1.t1	Cg004G1390400, Cg004G1382800
OG0002342	Aa_G274270.h1.t1	Cg001G0061100
OG0002343	Aa_G241440.h1.t1	Cg001G0087600
OG0002343	Aa_G41490.h1.t1	Cg005G1740900
OG0002344	Aa_G241420.h1.t1	Cg001G0087700
OG0002344	Aa_G41510.h1.t1	Cg005G1741100
OG0002345	Aa_G569070.h1.t1	Cg005G1744700
OG0002346	Aa_G618270.h1.t1	Cg001G0136400
OG0002352	Aa_G158900.h1.t1	Cg001G0098400
OG0002353	Aa_G264870.h1.t1	Cg008G2737600
OG0002354	Aa_G499320.h1.t1	Cg008G2734300
OG0002354	Aa_G111700.h1.t1	Cg004G1092900
OG0002355	Aa_G499350.h1.t1	Cg008G2734000, Cg008G2734100
OG0002356	Aa_G447880.h1.t1	Cg008G2730500
OG0002356	Aa_G111950.h1.t1	Cg004G1090900
OG0002357	Aa_G56520.h1.t1, Aa_G56500.h1.t1	Cg008G2723900
OG0002357	Aa_G140820.h1.t1	Cg008G2612200
OG0002358	Aa_G71660.h1.t1	Cg004G1083100
OG0002358	Aa_G431380.h1.t1	Cg008G2720200
OG0002359	Aa_G321110.h1.t1	Cg008G2718100
OG0002359	Aa_G14640.h1.t1	Cg004G1080700
OG0002360	Aa_G385320.h1.t1	Cg008G2694400, Cg006G2002800
OG0002361	Aa_G398090.h1.t1	Cg008G2806700
OG0002361	Aa_G168850.h1.t1	Cg008G2676400
OG0002362	Aa_G20820.h1.t1	Cg003G1040500
OG0002362	Aa_G195900.h1.t1	Cg008G2666100
OG0002363	Aa_G335320.h1.t1, Aa_G75960.h1.t1	Cg003G1027200
OG0002364	Aa_G143220.h1.t1	Cg008G2792700
OG0002364	Aa_G210780.h1.t1	Cg008G2657200
OG0002365	Aa_G587790.h1.t1, Aa_G587750.h1.t1	Cg008G2651500, Cg008G2651100
OG0002367	Aa_G768990.h1.t1	Cg005G1641700
OG0002368	Aa_G235360.h1.t1	Cg006G2214500
OG0002368	Aa_G243610.h1.t1	Cg005G1608500
OG0002369	Aa_G203750.h1.t1	Cg008G2933800
OG0002369	Aa_G423570.h1.t1	Cg006G2224600
OG0002370	Aa_G89740.h1.t1	Cg008G2936400
OG0002370	Aa_G400470.h1.t1	Cg006G2225500
OG0002371	Aa_G134630.h1.t1	Cg006G2229300
OG0002371	Aa_G215340.h1.t1	Cg008G2941900
OG0002372	Aa_G29620.h1.t1, Aa_G29640.h1.t1	Cg001G0146400, Cg001G0146700
OG0002374	Aa_G468690.h1.t1	Cg001G0245900
OG0002376	Aa_G94920.h1.t1	Cg003G1001200
OG0002377	Aa_G337610.h1.t1	Cg002G0596800
OG0002378	Aa_G403390.h1.t1	Cg002G0591700
OG0002378	Aa_G8650.h1.t1	Cg008G2780300
OG0002379	Aa_G578550.h1.t1	Cg002G0559000
OG0002379	Aa_G225450.h1.t1	Cg003G0981700
OG0002380	Aa_G59770.h1.t1	Cg001G0088400
OG0002380	Aa_G168010.h1.t1	Cg003G0960500
OG0002381	Aa_G59070.h1.t1	Cg003G0942500
OG0002381	Aa_G86690.h1.t1	Cg001G0135800
OG0002382	Aa_G123420.h1.t1	Cg003G0934500
OG0002382	Aa_G129630.h1.t1	Cg001G0130800
OG0002383	Aa_G184100.h1.t1	Cg001G0128700, Cg003G0927400
OG0002385	Aa_G195270.h1.t1, Aa_G285160.h1.t1	Cg004G1173700
OG0002386	Aa_G73330.h1.t1	Cg008G2618900
OG0002387	Aa_G140830.h1.t1	Cg008G2612100
OG0002387	Aa_G322220.h1.t1	Cg004G1161000
OG0002388	Aa_G135540.h1.t1	Cg007G2262700
OG0002389	Aa_G103800.h1.t1	Cg006G2097600
OG0002391	Aa_G86890.h1.t1	Cg006G2050600
OG0002392	Aa_G315410.h1.t1	Cg007G2534100
OG0002392	Aa_G148870.h1.t1	Cg006G2061100
OG0002393	Aa_G344720.h1.t1	Cg004G1411700
OG0002394	Aa_G285840.h1.t1	Cg001G0039100
OG0002394	Aa_G249520.h1.t1	Cg004G1415100
OG0002395	Aa_G108950.h1.t1, Aa_G290220.h1.t1	Cg004G1190100
OG0002396	Aa_G327440.h1.t1	Cg004G1198100
OG0002396	Aa_G793790.h1.t1	Cg006G1790500
OG0002397	Aa_G237710.h1.t1	Cg004G1200500
OG0002397	Aa_G118240.h1.t1, Aa_G118230.h1.t1	Cg006G1792100
OG0002398	Aa_G1300.h1.t1	Cg004G1211900
OG0002399	Aa_G110310.h1.t1	Cg001G0055700
OG0002400	Aa_G396700.h1.t1	Cg006G1805200
OG0002401	Aa_G282190.h1.t1	Cg005G1571100
OG0002401	Aa_G100060.h1.t1	Cg002G0500800
OG0002402	Aa_G435580.h1.t1, Aa_G435590.h1.t1	Cg001G0294800
OG0002402	Aa_G680650.h1.t1, Aa_G326550.h1.t1	Cg004G1324000
OG0002403	Aa_G413390.h1.t1	Cg001G0289100
OG0002403	Aa_G380130.h1.t1	Cg004G1319800
OG0002404	Aa_G568390.h1.t1	Cg004G1312400
OG0002405	Aa_G367880.h1.t1	Cg001G0273200
OG0002405	Aa_G367850.h1.t1	Cg001G0273100
OG0002407	Aa_G96550.h1.t1	Cg004G1291300
OG0002408	Aa_G535520.h1.t1	Cg006G2086000
OG0002408	Aa_G428870.h1.t1	Cg007G2502700
OG0002409	Aa_G342700.h1.t1	Cg007G2506800
OG0002409	Aa_G583590.h1.t1	Cg006G2085000
OG0002410	Aa_G639700.h2.t1, Aa_G639700.h1.t1	Cg007G2513400
OG0002411	Aa_G308390.h1.t1	Cg006G2078100
OG0002412	Aa_G64520.h1.t1	Cg007G2518400
OG0002413	Aa_G110430.h1.t1	Cg007G2454600
OG0002414	Aa_G159500.h1.t1	Cg007G2455600
OG0002414	Aa_G596280.h1.t1	Cg006G2011000
OG0002415	Aa_G283490.h1.t1	Cg007G2456000
OG0002416	Aa_G159600.h1.t1	Cg007G2456300
OG0002416	Aa_G283480.h1.t1	Cg006G2012400
OG0002417	Aa_G92140.h1.t1	Cg006G2014700
OG0002417	Aa_G733640.h1.t1	Cg007G2463600
OG0002418	Aa_G305300.h1.t1	Cg007G2459300
OG0002418	Aa_G317480.h1.t1	Cg007G2463100
OG0002419	Aa_G387130.h1.t1	Cg001G0116200
OG0002419	Aa_G815050.h1.t1	Cg004G1441700
OG0002420	Aa_G668820.h1.t1	Cg001G0386000
OG0002420	Aa_G234520.h1.t1	Cg007G2268200
OG0002421	Aa_G19030.h1.t1	Cg006G2171700
OG0002421	Aa_G365910.h1.t1	Cg007G2334400
OG0002422	Aa_G34270.h1.t1	Cg002G0630900
OG0002423	Aa_G292100.h1.t1	Cg006G2135200, Cg002G0658700
OG0002424	Aa_G469890.h1.t1	Cg003G0829900
OG0002425	Aa_G385520.h1.t1	Cg008G2966700
OG0002425	Aa_G339990.h1.t1	Cg001G0216700
OG0002426	Aa_G239380.h1.t1	Cg008G2960900
OG0002427	Aa_G438720.h1.t1	Cg005G1594100
OG0002429	Aa_G96140.h1.t1	Cg001G0229100
OG0002429	Aa_G162900.h1.t1	Cg008G2983200
OG0002430	Aa_G39350.h1.t1	Cg003G0759500
OG0002431	Aa_G352020.h1.t1	Cg001G0010900
OG0002431	Aa_G50990.h1.t1	Cg004G1117600
OG0002432	Aa_G429190.h1.t1	Cg001G0176100
OG0002432	Aa_G35140.h1.t1	Cg003G0752700
OG0002434	Aa_G522440.h1.t1	Cg003G0749300
OG0002434	Aa_G42780.h1.t1	Cg001G0178400
OG0002435	Aa_G300090.h1.t1	Cg003G0747800
OG0002435	Aa_G419730.h1.t1	Cg001G0179700
OG0002436	Aa_G337980.h1.t1	Cg003G0746900
OG0002436	Aa_G517300.h1.t1	Cg001G0181200
OG0002437	Aa_G123670.h1.t1	Cg008G2950600
OG0002437	Aa_G204050.h1.t1	Cg001G0201200
OG0002438	Aa_G621190.h1.t1	Cg001G0195000
OG0002438	Aa_G580400.h1.t1	Cg001G0195100
OG0002439	Aa_G165320.h1.t1	Cg001G0323600, Cg003G0836500
OG0002440	Aa_G41970.h1.t1	Cg003G0863000, Cg003G0735400
OG0002440	Aa_G37580.h1.t1	Cg001G0193100
OG0002441	Aa_G398670.h1.t1	Cg001G0189000
OG0002442	Aa_G573550.h1.t1	Cg001G0187800, Cg001G0187900
OG0002443	Aa_G161200.h1.t1, Aa_G49590.h1.t1	Cg002G0578200, Cg002G0395100
OG0002444	Aa_G291120.h1.t1	Cg006G2245700
OG0002446	Aa_G57890.h1.t1	Cg002G0418300
OG0002446	Aa_G15830.h1.t1	Cg005G1471500
OG0002447	Aa_G284460.h1.t1	Cg005G1493100
OG0002447	Aa_G323010.h1.t1	Cg002G0431000
OG0002448	Aa_G41910.h1.t1, Aa_G418020.h1.t1	Cg006G1850900
OG0002449	Aa_G345810.h1.t1	Cg002G0445700
OG0002449	Aa_G225010.h1.t1	Cg006G1819300
OG0002450	Aa_G145760.h1.t1	Cg005G1512600
OG0002450	Aa_G401960.h1.t1	Cg002G0450100
OG0002451	Aa_G124060.h1.t1	Cg005G1516900
OG0002451	Aa_G238650.h1.t1	Cg002G0453200
OG0002453	Aa_G277040.h1.t1	Cg002G0484300
OG0002453	Aa_G594460.h1.t1	Cg005G1545100
OG0002454	Aa_G531160.h1.t1	Cg005G1563100
OG0002455	Aa_G14210.h1.t1	Cg002G0493200
OG0002456	Aa_G550050.h1.t1	Cg005G1572800
OG0002456	Aa_G153460.h1.t1	Cg002G0502400
OG0002457	Aa_G197410.h1.t1	Cg004G1415900
OG0002458	Aa_G342300.h1.t1	Cg001G0035400
OG0002459	Aa_G426650.h1.t1	Cg004G1422400
OG0002459	Aa_G223220.h1.t1	Cg001G0033200
OG0002460	Aa_G185870.h1.t1	Cg004G1424200
OG0002460	Aa_G156060.h1.t1	Cg001G0099900
OG0002461	Aa_G64100.h1.t1	Cg001G0110000, Cg004G1435800
OG0002462	Aa_G144100.h1.t1	Cg005G1524600
OG0002463	Aa_G730580.h1.t1	Cg005G1548800, Cg005G1544300, Cg005G1544400
OG0002464	Aa_G171530.h1.t1	Cg001G0174200
OG0002464	Aa_G409260.h1.t1	Cg003G0755200
OG0002465	Aa_G214240.h1.t1	Cg001G0031100
OG0002465	Aa_G544880.h1.t1	Cg005G1754400
OG0002466	Aa_G545120.h1.t1	Cg006G1926900
OG0002467	Aa_G35080.h1.t1	Cg003G0752000
OG0002467	Aa_G585470.h1.t1	Cg001G0176800
OG0002468	Aa_G141000.h1.t1	Cg008G2819000
