Orthogroup	Capsella_rubella	Cardamine_glauca
OG0002410	XP_006291568.1	Cg002G056980
OG0002410	XP_006280882.1	Cg003G114090
OG0002411	XP_006300533.1	Cg007G273300
OG0002412	XP_023645094.1	Cg006G245030
OG0002412	XP_023636710.1	Cg014G332960, Cg003G076610
OG0002413	XP_006287404.1	Cg003G076290, Cg014G333290
OG0002413	XP_006303436.2	Cg006G244850
OG0002414	XP_006306728.2	Cg006G243030
OG0002414	XP_023637699.1	Cg003G079090, Cg003G094850
OG0002415	XP_006307620.1	Cg006G242290
OG0002416	XP_006281162.2	Cg008G319170
OG0002416	XP_006304220.2	Cg006G242140
OG0002417	XP_006294535.1	Cg005G173830
OG0002417	XP_006304033.1	Cg006G241450
OG0002418	XP_023640755.1	Cg005G174720
OG0002418	XP_023632904.1	Cg006G240760
OG0002419	XP_006307649.1	Cg006G239460
OG0002419	XP_006293473.1	Cg005G176120
OG0002420	XP_006295329.1	Cg008G309180, Cg008G310890, Cg008G310930
OG0002420	XP_006295341.1	Cg005G179460
OG0002421	XP_006294248.1	Cg005G180020
OG0002422	XP_006280413.1	Cg003G102080
OG0002422	XP_006282591.1	Cg001G013630
OG0002423	XP_006299057.2	Cg004G117310
OG0002423	XP_006289078.1	Cg008G295870
OG0002424	XP_006287827.1	Cg008G296160
OG0002424	XP_006297801.1	Cg004G117530
OG0002425	XP_023642471.1	Cg004G117580
OG0002425	XP_023635879.1	Cg008G296230
OG0002426	XP_006286629.1	Cg008G296330
OG0002427	XP_006298622.1	Cg004G118290
OG0002427	XP_006288719.1	Cg008G297290
OG0002428	XP_006300064.1	Cg004G119610
OG0002428	XP_006287858.1	Cg008G298510
OG0002429	XP_006305942.1	Cg006G239030
OG0002430	XP_006298104.1	Cg004G124290
OG0002430	XP_006299302.2	Cg004G124280
OG0002431	XP_006290501.1	Cg002G051200
OG0002431	XP_006296203.1	Cg005G166770
OG0002432	XP_006294629.1	Cg005G166860
OG0002432	XP_006294630.1	Cg005G166850
OG0002433	XP_023645173.1	Cg006G230020
OG0002434	XP_006305581.1	Cg006G229280
OG0002435	XP_006302686.1	Cg007G274020
OG0002435	XP_023643311.1	Cg006G227820
OG0002436	XP_006306696.1	Cg006G224240
OG0002436	XP_006300721.1	Cg007G278140
OG0002437	XP_006305204.1	Cg006G223780
OG0002437	XP_006301178.1	Cg007G278680
OG0002438	XP_023645701.1	Cg006G223670
OG0002438	XP_006301777.2	Cg007G278830
OG0002439	XP_023643888.1	Cg007G272610
OG0002439	XP_006304330.1	Cg006G223420
OG0002440	XP_006290580.1	Cg002G062310
OG0002440	XP_006290579.1	Cg002G043150
OG0002441	XP_023632585.1	Cg006G222870
OG0002442	XP_006302598.1	Cg007G270850
OG0002442	XP_006305404.1	Cg006G222310
OG0002443	XP_023633066.1	Cg006G220970
OG0002443	XP_006302617.2	Cg007G269800
OG0002444	XP_006300592.1	Cg007G268910
OG0002444	XP_023644397.1	Cg006G220420
OG0002445	XP_023639046.1	Cg003G098660
OG0002445	XP_006285334.1	Cg001G015290
OG0002446	XP_006282639.1	Cg001G012960
OG0002446	XP_006280570.1	Cg003G100460
OG0002447	XP_006284155.1	Cg001G007770
OG0002447	XP_006294632.1	Cg005G187390
OG0002448	XP_023638939.1	Cg002G056270
OG0002448	XP_006305241.1	Cg006G204870
OG0002449	XP_006307561.1	Cg006G232990
OG0002449	XP_006291168.1	Cg002G072040
OG0002450	XP_006303909.1	Cg006G237940
OG0002451	XP_023645017.1	Cg006G238070
OG0002451	XP_023639700.1	Cg005G179020
OG0002452	XP_006307299.2	Cg006G238780
OG0002453	XP_006288281.1	Cg014G330790, Cg003G078750
OG0002453	XP_006303615.1	Cg006G243280
OG0002454	XP_006306566.1	Cg006G243290
OG0002454	XP_023635852.1	Cg003G078720, Cg014G330830
OG0002455	XP_006287588.2	Cg008G297280
OG0002456	XP_006289033.2	Cg008G298340
OG0002456	XP_006290043.1	Cg008G298430
OG0002457	XP_023633515.1, XP_023633506.1, XP_006282239.1, XP_006290004.2	Cg008G289150
OG0002458	XP_006301950.1, XP_006301420.1, XP_006300759.1	Cg004G152160, Cg002G051820
OG0002460	XP_023636232.1	Cg008G287930
OG0002460	XP_006280221.1	Cg003G106010
OG0002461	XP_023639276.1	Cg002G055490, Cg002G055500
OG0002462	XP_006302262.1	Cg007G277170
OG0002462	XP_006307673.1	Cg006G225080
OG0002463	XP_006302989.1	Cg007G276940
OG0002463	XP_006303189.1	Cg006G225430
OG0002464	XP_006303095.2	Cg007G274800
OG0002465	XP_006305709.1	Cg006G230470
OG0002465	XP_006302910.1	Cg007G281360
OG0002466	XP_006297916.1	Cg004G129960
OG0002466	XP_006305244.1	Cg006G195330
OG0002467	XP_006303321.1, XP_006298446.1	Cg004G130420
OG0002468	XP_006304781.1	Cg006G196530
OG0002468	XP_006300132.1	Cg004G131520
OG0002469	XP_006285178.1	Cg001G025190
OG0002469	XP_006297161.1	Cg004G133330
OG0002470	XP_006296726.1	Cg004G133980
OG0002470	XP_023645180.1	Cg006G201640
OG0002471	XP_006297072.1	Cg004G134170
OG0002471	XP_006306886.1	Cg006G201510
OG0002472	XP_006297281.1	Cg004G134300
OG0002472	XP_023645617.1	Cg006G201450
OG0002473	XP_006299051.1	Cg004G134540
OG0002473	XP_006304555.1	Cg006G201300
OG0002474	XP_006286098.1	Cg001G026970
OG0002474	XP_006299138.1	Cg004G139740
OG0002475	XP_006283754.1	Cg001G027500
OG0002475	XP_006297728.1	Cg004G140380
OG0002477	XP_006299369.1	Cg004G156810
OG0002477	XP_006285683.1	Cg001G011960
OG0002478	XP_006305270.1	Cg006G196430
OG0002479	XP_006294793.2	Cg005G171900
OG0002479	XP_006279747.1	Cg008G323960
OG0002480	XP_006293425.1	Cg005G165220
OG0002481	XP_023638651.1, XP_023638650.1, XP_023638649.1	Cg002G062770
OG0002482	XP_023634834.1	Cg008G324740, Cg008G324730
OG0002485	XP_006286428.1	Cg008G306070
OG0002489	XP_023645377.1	Cg003G098780
OG0002490	XP_006293381.1	Cg005G176410
OG0002494	XP_006298476.1	Cg004G157250
OG0002494	XP_006284459.1	Cg001G012420
OG0002496	XP_006294107.1	Cg005G193120
OG0002496	XP_006283632.1	Cg001G001140
OG0002496	XP_023638899.1	Cg003G096030, Cg003G090480, Cg004G146490
OG0002497	XP_023633633.1	Cg001G009060
OG0002498	XP_006283245.1	Cg001G008970
OG0002498	XP_006293788.1	Cg005G189750
OG0002499	XP_006288939.1	Cg008G302020
OG0002499	XP_006292087.1	Cg002G063740
OG0002500	XP_006283371.1	Cg001G006070
OG0002500	XP_023642669.1, XP_006297918.2	Cg004G150810, Cg004G149920
OG0002501	XP_006303503.1	Cg006G214280
OG0002502	XP_006303341.1	Cg006G213320
OG0002502	XP_006294783.2	Cg005G171360
OG0002503	XP_006305729.2	Cg006G237150
OG0002504	XP_006302308.1	Cg007G252740, Cg007G252780, Cg007G252770
OG0002504	XP_006307622.1	Cg006G236150
OG0002505	XP_006305234.1	Cg006G235690
OG0002505	XP_006301117.1	Cg007G251380
OG0002506	XP_023643253.1	Cg007G250700
OG0002506	XP_006306032.1	Cg006G235430
OG0002507	XP_006292145.1	Cg002G074470
OG0002508	XP_006292548.1	Cg002G073970
OG0002508	XP_006304202.1	Cg006G231960
OG0002509	XP_006291242.1	Cg002G073660
OG0002509	XP_023637929.1	Cg002G073610
OG0002510	XP_006304985.2	Cg006G233010
OG0002511	XP_006292420.2, XP_023638983.1, XP_006292345.1	Cg002G070090, Cg002G069640, Cg002G069630
OG0002512	XP_006291028.1	Cg002G046550
OG0002512	XP_023645421.1	Cg006G194660
OG0002513	XP_006299080.1	Cg004G126380
OG0002513	XP_006289946.1	Cg008G285820
OG0002514	XP_006298354.1	Cg004G126860
OG0002514	XP_006288549.1	Cg008G286350
OG0002515	XP_006298334.1	Cg004G127400
OG0002516	XP_006284384.1, XP_006284399.1	Cg001G015060, Cg001G015090
OG0002517	XP_006285678.1	Cg001G012920
OG0002517	XP_006281882.1	Cg007G268210, Cg003G100410
OG0002518	XP_006283675.1	Cg001G014040
OG0002519	XP_023633666.1	Cg001G014050
OG0002519	XP_006281806.1	Cg003G102860
OG0002520	XP_006280769.1	Cg003G103270
OG0002520	XP_006284075.1	Cg001G014110
OG0002521	XP_006288830.1	Cg008G292470
OG0002522	XP_006281280.1	Cg003G112310
OG0002523	XP_023634753.1	Cg001G023600
OG0002523	XP_006281545.1	Cg008G324960
OG0002524	XP_006289235.1	Cg003G081670
OG0002524	XP_006284928.1	Cg001G018140
OG0002525	XP_006288460.1	Cg003G085610
OG0002525	XP_006303282.1	Cg006G209430
OG0002526	XP_006307281.1	Cg006G215870
OG0002526	XP_006282892.1	Cg001G015590
OG0002527	XP_006295863.1	Cg005G171660
OG0002527	XP_023632915.1	Cg006G215370
OG0002528	XP_006296808.1	Cg004G154020
OG0002528	XP_023633779.1	Cg001G003970
OG0002529	XP_006285868.1	Cg001G002990
OG0002529	XP_023640792.1	Cg005G191270
OG0002530	XP_006293612.1	Cg005G191780
OG0002530	XP_006283060.1	Cg001G002580
OG0002531	XP_006294196.2	Cg005G192580
OG0002531	XP_006283648.2	Cg001G001800
OG0002532	XP_023640591.1	Cg005G193050
OG0002532	XP_006283126.1	Cg001G001220
OG0002533	XP_006291686.1, XP_006290296.1, XP_006292201.1, XP_006284347.1	Cg002G061280
OG0002534	XP_006288100.1, XP_023636081.1, XP_006289273.1	Cg003G085720, Cg003G085660
OG0002534	XP_006288029.1	Cg003G085750
OG0002535	XP_006286984.1	Cg003G081900
OG0002535	XP_006285736.1	Cg001G017930
OG0002536	XP_023633815.1	Cg001G018520
OG0002536	XP_006286551.1	Cg003G081100
OG0002537	XP_006288592.2	Cg003G080940
OG0002537	XP_006304089.2	Cg006G241360
OG0002538	XP_006283466.2	Cg001G028410
OG0002539	XP_006284445.1	Cg001G027590
OG0002539	XP_006284990.2	Cg001G027600
OG0002540	XP_006282963.1, XP_006285715.1	Cg001G025900
OG0002541	XP_023640486.1	Cg005G157460
OG0002542	XP_006294850.1	Cg005G159580
OG0002542	XP_006291739.1	Cg002G045180
OG0002543	XP_006294289.2	Cg005G159970
OG0002543	XP_006279087.1	Cg002G045560
OG0002544	XP_006294119.1	Cg005G161930
OG0002544	XP_006293122.1	Cg002G046750
OG0002545	XP_006294092.1	Cg005G164330
OG0002545	XP_006291001.1	Cg002G048910
OG0002546	XP_006288910.1, XP_006295417.2, XP_006288884.2	Cg006G220340
OG0002547	XP_006292598.1	Cg002G049070
OG0002548	XP_023640192.1	Cg005G167870
OG0002548	XP_006287550.1	Cg008G284320
OG0002549	XP_006304221.2, XP_023640101.1	Cg005G166170
OG0002551	XP_023638812.1	Cg002G060620
OG0002553	XP_006282279.1	Cg003G114670
OG0002553	XP_006292547.1	Cg002G056560
OG0002554	XP_023643440.1	Cg003G115200, Cg003G115190
OG0002555	XP_006286750.1	Cg003G077270, Cg014G332350
OG0002555	XP_006305651.1	Cg006G244360
OG0002556	XP_023636200.1	Cg003G077930, Cg014G331730
OG0002556	XP_006304913.1	Cg006G244180
OG0002557	XP_006304736.2	Cg006G240290
OG0002558	XP_023639913.1	Cg001G014400
OG0002559	XP_006298938.1	Cg004G116530
OG0002559	XP_006286790.1	Cg008G294900
OG0002560	XP_023636801.1	Cg008G295650
OG0002560	XP_023641774.1	Cg004G117030
OG0002561	XP_023636644.1	Cg008G296910
OG0002561	XP_006298763.1	Cg004G118090
OG0002562	XP_023636557.1	Cg008G307420
OG0002562	XP_006297660.1	Cg004G120620
OG0002563	XP_023641235.1	Cg004G120680
OG0002564	XP_023642232.1, XP_023636586.1	Cg004G122260
OG0002565	XP_023639789.1	Cg005G170500
OG0002566	XP_006294412.1	Cg005G169040
OG0002567	XP_006305518.1	Cg006G229650
OG0002567	XP_006302523.2	Cg007G280160
OG0002568	XP_006302011.1	Cg007G275910
OG0002568	XP_006304805.1	Cg006G226370
OG0002569	XP_006303780.1	Cg006G225640
OG0002570	XP_006303032.1	Cg007G276810
OG0002571	XP_006301092.1	Cg007G277190
OG0002571	XP_006305403.1	Cg006G225050
OG0002572	XP_006306914.1	Cg006G224400
OG0002573	XP_006300398.1	Cg007G270600
OG0002573	XP_006306819.1	Cg006G221710
OG0002574	XP_006306859.1	Cg006G220440
OG0002574	XP_023644357.1	Cg007G268890
OG0002575	XP_006303567.1	Cg006G231290
OG0002576	XP_006299708.1	Cg004G154660
OG0002577	XP_006305532.1	Cg006G238700
OG0002578	XP_006304671.1	Cg006G239860, Cg006G239870
OG0002579	XP_006305459.1	Cg006G240110
OG0002580	XP_006296096.1	Cg005G174660
OG0002580	XP_006305825.1	Cg006G240810
OG0002581	XP_023632698.1, XP_023633244.1	Cg006G244250, Cg006G244260
OG0002582	XP_006295943.1	Cg004G146280, Cg005G165840
OG0002583	XP_023638017.1	Cg002G057300
OG0002583	XP_006286543.1	Cg008G304310
OG0002584	XP_006291754.1	Cg002G059840
OG0002584	XP_006280998.1	Cg003G106410
OG0002585	XP_023638595.1	Cg002G060950
OG0002585	XP_006280010.1	Cg003G107360
OG0002586	XP_006300600.1	Cg007G268740
OG0002587	XP_023644884.1	Cg006G226280
OG0002587	XP_023644116.1	Cg007G276040
OG0002588	XP_006300702.1	Cg007G274750
OG0002589	XP_006302862.1	Cg007G273230
OG0002590	XP_023641521.1	Cg004G130210
OG0002590	XP_006304003.1	Cg006G195450
OG0002591	XP_006297754.1	Cg004G129360
OG0002591	XP_006307614.1	Cg006G194870
OG0002592	XP_023645977.1	Cg006G195380
OG0002592	XP_006297073.1	Cg004G130000
OG0002593	XP_006305707.1	Cg006G196810
OG0002593	XP_006298674.1	Cg004G131840
OG0002594	XP_006305259.1	Cg006G196990
OG0002594	XP_006298067.1	Cg004G132020
OG0002595	XP_006298562.1	Cg004G132470
OG0002595	XP_006305619.1	Cg006G197460
OG0002596	XP_006297556.1	Cg004G133110
OG0002596	XP_006283650.1	Cg001G025430
OG0002597	XP_023641588.1	Cg004G133760
OG0002597	XP_006307285.1	Cg006G201820
OG0002598	XP_006296838.1	Cg004G134400
OG0002599	XP_006297534.1	Cg004G138790
OG0002600	XP_006299517.2	Cg004G117520
OG0002601	XP_006296292.1	Cg005G187800
OG0002601	XP_006285898.1	Cg001G007960
OG0002602	XP_006305042.1	Cg006G194350
OG0002602	XP_006297836.1	Cg004G128840
OG0002603	XP_006299073.1	Cg004G137900
OG0002603	XP_006304135.2	Cg006G198370
OG0002604	XP_006304698.1	Cg006G200350, Cg006G200340
OG0002605	XP_006292213.1	Cg002G049880
OG0002605	XP_006295984.1	Cg005G165190
OG0002606	XP_006291905.1	Cg002G048360
OG0002607	XP_023639016.1	Cg002G046470
OG0002608	XP_006299396.2	Cg004G140240
OG0002610	XP_006285483.1, XP_006281834.2, XP_006301900.1	Cg001G023070
OG0002610	XP_006279755.2	Cg008G323540
OG0002611	XP_006295369.1, XP_006295810.1	Cg005G167400
OG0002612	XP_023633737.1	Cg001G008120
OG0002613	XP_023645692.1	Cg006G242750
OG0002614	XP_006306355.1	Cg006G233090
OG0002614	XP_006290819.1	Cg002G071810
OG0002615	XP_006306432.1, XP_006303563.1	Cg006G224050, Cg006G224060
OG0002615	XP_006303783.2	Cg006G224070
OG0002618	XP_006281776.1	Cg003G111570
OG0002618	XP_006282353.1, XP_006280264.2	Cg003G111580
OG0002622	XP_006298744.1	Cg004G156600
OG0002622	XP_006284717.1	Cg001G011750
OG0002623	XP_023639345.1	Cg005G190160
OG0002623	XP_006284641.1	Cg001G009490
OG0002624	XP_006282817.1	Cg001G007540
OG0002626	XP_006296595.1	Cg004G151950
OG0002626	XP_023635298.1	Cg001G005790
OG0002627	XP_023634382.1	Cg001G005660
OG0002627	XP_006297321.2	Cg004G152120, Cg004G152130
OG0002628	XP_006284251.1	Cg001G005250
OG0002629	XP_006293707.1	Cg005G171540
OG0002629	XP_006303907.1	Cg006G215190
OG0002630	XP_006304101.1	Cg006G214160
OG0002631	XP_006293812.1	Cg005G170890
OG0002631	XP_006283277.1	Cg001G024370
OG0002632	XP_006302747.1	Cg007G254160
OG0002632	XP_006304105.2	Cg006G236820
OG0002633	XP_006304324.1	Cg006G236410
OG0002634	XP_006300402.1	Cg007G251730
OG0002634	XP_006303157.1	Cg006G235890
OG0002635	XP_006303487.1, XP_006292280.1	Cg006G234480
OG0002636	XP_006305074.2	Cg006G231150
OG0002636	XP_006291465.1	Cg002G074990
OG0002637	XP_023645392.1	Cg006G231950
OG0002637	XP_006291038.2	Cg002G073980
OG0002638	XP_023638318.1	Cg002G073040
OG0002638	XP_023645752.1	Cg006G232670
OG0002639	XP_023638058.1	Cg002G071560
OG0002639	XP_006287938.1	Cg008G283550
OG0002640	XP_006292616.1	Cg002G069670
OG0002640	XP_023638816.1	Cg002G069610
OG0002641	XP_006286094.1	Cg001G039610
OG0002642	XP_006300569.1	Cg007G267110
OG0002642	XP_023635361.1	Cg001G038360
OG0002643	XP_006285942.1	Cg001G036740
OG0002643	XP_006301789.1	Cg007G265600
OG0002644	XP_006300649.1	Cg007G261140
OG0002645	XP_023636701.1	Cg003G104790
OG0002645	XP_006285267.1	Cg001G014770
OG0002646	XP_006288158.2	Cg008G284860
OG0002646	XP_006298018.1	Cg004G125850
OG0002647	XP_006284194.2	Cg001G016240
OG0002647	XP_006281009.1	Cg003G091740
OG0002648	XP_006279661.2	Cg005G178960, Cg003G100040
OG0002649	XP_023633399.1	Cg003G100680, Cg003G100640
OG0002650	XP_006281659.1	Cg003G101600
OG0002650	XP_023634887.1	Cg001G013330
OG0002651	XP_006280315.2	Cg003G101870
OG0002651	XP_006283760.1	Cg001G013490
OG0002652	XP_006280197.1	Cg003G104970
OG0002653	XP_006289942.1	Cg008G291370
OG0002653	XP_006289304.1	Cg008G304700
OG0002654	XP_006286650.1	Cg008G291000
OG0002655	XP_023636208.1	Cg008G290480
OG0002655	XP_023633545.1	Cg003G112980
OG0002656	XP_006280467.1	Cg003G112520
OG0002658	XP_023635574.1	Cg001G020090
OG0002658	XP_023634737.1	Cg001G020080
OG0002659	XP_006283746.1	Cg001G018670
OG0002660	XP_023636766.1	Cg003G081250
OG0002660	XP_006283937.1	Cg001G018380
OG0002661	XP_006287026.1	Cg003G082440
OG0002662	XP_006307331.1	Cg006G209140
OG0002662	XP_006287576.1	Cg003G085310
OG0002663	XP_006304410.1	Cg006G218580
OG0002664	XP_006285996.1, XP_023635368.1	Cg001G004500
OG0002665	XP_023642343.1	Cg004G154100
OG0002666	XP_006284773.1	Cg001G003670
OG0002667	XP_006284148.1	Cg001G003580
OG0002667	XP_006299489.1	Cg004G154550
OG0002668	XP_006285520.1	Cg001G003120
OG0002669	XP_006293461.1	Cg005G191910
OG0002669	XP_006283522.1	Cg001G002440
OG0002670	XP_006294016.1	Cg005G193240
OG0002670	XP_006282507.1	Cg001G001050
OG0002671	XP_006285855.2, XP_023632649.1	Cg001G035430, Cg001G035370, Cg001G037170, Cg001G037150, Cg001G035480
OG0002672	XP_006286188.1	Cg001G039980
OG0002672	XP_006284656.1	Cg001G040000
OG0002673	XP_006288090.1	Cg003G085790
OG0002673	XP_006304069.1	Cg006G231220
OG0002675	XP_006284433.1	Cg001G019890
OG0002675	XP_006288528.1	Cg003G094180, Cg003G079840
OG0002676	XP_006283616.1	Cg001G031290
OG0002676	XP_023641388.1	Cg004G143230
OG0002677	XP_006285488.2	Cg001G030510
OG0002678	XP_006285111.1, XP_023641507.1	Cg004G141720
OG0002679	XP_006284476.1	Cg001G027460
OG0002680	XP_006284017.1	Cg001G027370
OG0002680	XP_006297914.1	Cg004G140250
OG0002681	XP_006295319.1	Cg005G159310
OG0002684	XP_006295564.1	Cg005G164360
OG0002684	XP_006292672.1	Cg002G048940
OG0002685	XP_023636515.1	Cg008G282470
OG0002685	XP_006298135.1	Cg004G124550
OG0002686	XP_023636368.1	Cg008G284840
OG0002686	XP_006287959.1	Cg008G296240
OG0002687	XP_023637959.1	Cg002G062050
OG0002687	XP_006280697.1	Cg003G108090
OG0002688	XP_006293112.1	Cg002G061410
OG0002688	XP_006281907.1	Cg003G107680
OG0002689	XP_006280452.1	Cg003G107210, Cg003G107230
OG0002689	XP_006279520.1	Cg003G107220
OG0002690	XP_006291468.1	Cg002G060600
OG0002690	XP_006280902.1	Cg003G107200
OG0002691	XP_006290279.1	Cg002G058340
OG0002691	XP_006282031.1	Cg003G111260
OG0002692	XP_006286777.1	Cg003G076390, Cg014G333200
OG0002692	XP_006304625.1	Cg006G244970
OG0002693	XP_006287647.2	Cg003G079020, Cg003G094930
OG0002694	XP_006280312.1	Cg008G320500
OG0002694	XP_006307390.1	Cg006G242690
OG0002695	XP_006293514.1	Cg005G175040
OG0002695	XP_006305597.1	Cg006G240500
OG0002696	XP_006304317.1	Cg006G238260
OG0002696	XP_006295482.1	Cg005G178380
OG0002697	XP_006297619.1	Cg004G124380
OG0002697	XP_023642796.1	Cg004G124370
OG0002698	XP_006299689.1	Cg004G118470
OG0002698	XP_006289776.1	Cg008G297670
OG0002699	XP_023637237.1	Cg008G297720
OG0002700	XP_006286695.1	Cg008G298520
OG0002701	XP_006298579.1	Cg004G123240
OG0002701	XP_006279530.1	Cg008G309700, Cg008G311530
OG0002702	XP_023637936.1	Cg002G050180
OG0002702	XP_006293756.1	Cg005G165710
OG0002703	XP_006298465.1	Cg004G154240
OG0002703	XP_006303337.1	Cg006G216220
OG0002704	XP_023640153.1	Cg005G169450
OG0002705	XP_006291202.1	Cg002G052300
OG0002705	XP_006294305.1	Cg005G167600
OG0002706	XP_006302166.1	Cg007G280120
OG0002706	XP_006303978.1	Cg006G229620
OG0002707	XP_023643692.1	Cg007G273830
OG0002707	XP_023632947.1	Cg006G228070
OG0002708	XP_006302548.1	Cg007G275920
OG0002708	XP_023645038.1	Cg006G226360
OG0002709	XP_006302760.1	Cg007G277570
OG0002710	XP_006304593.1	Cg006G223040
OG0002710	XP_006301571.1	Cg007G271860
OG0002712	XP_023643189.1	Cg007G268870
OG0002712	XP_006305123.1	Cg006G220310
OG0002713	XP_006302773.1	Cg007G268850
OG0002714	XP_006303490.1	Cg006G230740
OG0002715	XP_006291855.1	Cg002G075240
OG0002715	XP_006305538.2	Cg007G259070, Cg006G230950
OG0002716	XP_006303279.2	Cg006G235670
OG0002716	XP_006303342.1	Cg006G235680
OG0002717	XP_006287411.1, XP_006287418.1	Cg008G296640
OG0002718	XP_006289937.1	Cg008G297620
OG0002718	XP_006286751.1	Cg008G297610
OG0002719	XP_006288459.1, XP_006288447.1	Cg008G304370
OG0002720	XP_006293261.2	Cg002G055860, Cg002G055870
OG0002720	XP_006290890.2	Cg008G312780
OG0002721	XP_006289212.1	Cg008G304120
OG0002722	XP_006301643.1	Cg007G269660
OG0002722	XP_006301564.1	Cg007G269270
OG0002723	XP_006302406.1	Cg007G278720
OG0002723	XP_006304608.1	Cg006G223740
OG0002724	XP_006305726.1	Cg006G225190
OG0002724	XP_006302914.1	Cg007G277070
OG0002725	XP_006299726.1	Cg004G128900
OG0002725	XP_023642748.1	Cg004G128890
OG0002726	XP_006298385.1	Cg004G131810
OG0002726	XP_006304128.1	Cg006G196770
OG0002727	XP_006298401.1	Cg004G132620
OG0002728	XP_006296881.1	Cg004G135830
OG0002729	XP_006296787.1	Cg004G137420
OG0002729	XP_006306649.1	Cg006G198920
OG0002730	XP_006297470.1	Cg004G138720
OG0002731	XP_006299595.2	Cg004G139650
OG0002733	XP_006304348.1, XP_006306289.1	Cg006G200320
OG0002734	XP_006307689.1	Cg006G216290
OG0002734	XP_023639756.1	Cg005G172030
OG0002735	XP_006293000.1	Cg002G053200
OG0002736	XP_023639464.1	Cg005G168440
OG0002737	XP_006294678.2	Cg005G165210
OG0002737	XP_006291135.1	Cg002G049890
OG0002738	XP_006281288.1	Cg008G325200
OG0002739	XP_006291229.1	Cg002G056900
OG0002739	XP_006279528.1	Cg003G114270
OG0002740	XP_006290908.1	Cg002G047290
OG0002741	XP_006300539.1	Cg007G268720
OG0002743	XP_006286232.1	Cg001G006750
OG0002745	XP_006304944.1	Cg006G234120
OG0002746	XP_006307032.1	Cg006G232120
OG0002747	XP_023641083.1	Cg004G132410
OG0002748	XP_006286405.1	Cg008G290140
OG0002748	XP_006281388.1	Cg003G112590
OG0002750	XP_023643080.1	Cg007G266700
OG0002753	XP_006283768.1	Cg001G012270
OG0002753	XP_006296707.1	Cg004G157060
OG0002754	XP_006283684.2	Cg001G011480
OG0002754	XP_006297610.2	Cg004G156490
OG0002755	XP_006284609.1	Cg001G008810
OG0002757	XP_006299612.1	Cg004G151960
OG0002757	XP_023634775.1	Cg001G005760
OG0002758	XP_006298288.1	Cg004G152720
OG0002758	XP_006284279.1	Cg001G005150
OG0002759	XP_023634842.1	Cg001G025330
OG0002760	XP_023639503.1	Cg005G171260
OG0002760	XP_006303526.1	Cg006G213440
OG0002761	XP_006301772.2	Cg007G251260
OG0002762	XP_006302377.1	Cg007G248710
OG0002762	XP_006307580.2	Cg006G234340
OG0002763	XP_006307228.1	Cg006G230930
OG0002763	XP_023638148.1	Cg002G075300
OG0002764	XP_023644950.1	Cg006G232230
OG0002765	XP_023637925.1	Cg002G071440
OG0002765	XP_006289011.1	Cg008G289240
OG0002766	XP_006284197.1	Cg001G036690
OG0002766	XP_006302625.1	Cg007G265470
OG0002767	XP_006302469.1	Cg007G247120
OG0002768	XP_006279854.1	Cg003G104110
OG0002768	XP_006285955.2	Cg005G190290
OG0002768	XP_006284128.1	Cg001G014440
OG0002769	XP_006297745.1	Cg004G125040
OG0002770	XP_006284721.1	Cg001G015880
OG0002771	XP_006281975.1	Cg003G113070
OG0002772	XP_006279699.1	Cg003G111710
OG0002772	XP_006288632.1	Cg008G289660
OG0002773	XP_006288607.2	Cg008G288290
OG0002773	XP_006281045.1	Cg003G109370
OG0002774	XP_006284127.1	Cg001G020810
OG0002774	XP_006280824.1	Cg008G321520
OG0002775	XP_006282647.2	Cg001G020730
OG0002775	XP_006280485.1	Cg008G321380
OG0002776	XP_023635461.1	Cg001G019470
OG0002776	XP_006283583.2	Cg001G019480
OG0002778	XP_023633808.1, XP_023640700.1, XP_006292945.1, XP_006293314.2, XP_023638873.1, XP_006292352.2	Cg001G017800
OG0002779	XP_006303527.1	Cg006G210920
OG0002780	XP_006306571.1	Cg006G208480, Cg006G208490
OG0002781	XP_006283349.1	Cg001G002540
OG0002782	XP_006283953.1	Cg001G001730
OG0002783	XP_006295408.1	Cg005G193670
OG0002784	XP_006284481.1	Cg001G023400
OG0002785	XP_006299388.2	Cg004G146590
OG0002786	XP_006299662.1	Cg004G146450
OG0002787	XP_006282472.2	Cg001G033810
OG0002787	XP_006298887.1	Cg004G144510
OG0002788	XP_006286084.2	Cg001G027580
OG0002788	XP_006296774.1	Cg004G140580
OG0002789	XP_006297557.1	Cg004G140020
OG0002789	XP_006283669.1	Cg001G027110
OG0002790	XP_006297246.1	Cg004G139550
OG0002790	XP_006297190.1	Cg004G139570
OG0002791	XP_006283548.1	Cg001G026080
OG0002791	XP_006297394.1	Cg004G138670
OG0002792	XP_006286151.1	Cg001G040840
OG0002792	XP_023635816.1	Cg004G121960
OG0002793	XP_023640786.1	Cg005G158650
OG0002794	XP_006293747.1	Cg005G160520
OG0002794	XP_006290638.1, XP_023636150.1	Cg002G045870
OG0002795	XP_006290620.1	Cg002G046280
OG0002795	XP_006293711.1	Cg005G160970
OG0002796	XP_006293508.1	Cg005G162240
OG0002797	XP_006292554.1	Cg002G048500
OG0002797	XP_023639877.1	Cg005G163700
OG0002798	XP_023639481.1	Cg005G164190
OG0002798	XP_006290634.1	Cg002G048870
OG0002799	XP_006294648.1	Cg005G168130
OG0002799	XP_006288284.1	Cg008G282450
