Orthogroup	Capsella_rubella	Alyssum_gmelinii
OG0003574	XP_006289377.1	Ag007G627490, Ag007G627550
OG0003574	XP_006289432.1	Ag007G627440, Ag007G627510
OG0003575	XP_006288709.1	Ag007G632760
OG0003584	XP_006284994.1	Ag003G258190
OG0003585	XP_023638150.1	Ag001G079160
OG0003586	XP_006284287.1	Ag003G265360, Ag003G266220
OG0003587	XP_023640065.1, XP_023640219.1	Ag002G182540, Ag007G656030
OG0003588	XP_006289867.1	Ag006G497980, Ag006G497960
OG0003589	XP_006306357.1	Ag003G280620
OG0003589	XP_006284362.1	Ag003G280890, Ag003G280730
OG0003590	XP_006297938.1	Ag005G416280
OG0003592	XP_006300608.1	Ag004G374480
OG0003592	XP_023643238.1	Ag004G374470
OG0003594	XP_006303274.1	Ag004G320620
OG0003595	XP_006291518.1	Ag008G672270
OG0003597	XP_023633231.1	Ag004G316440
OG0003597	XP_006302176.2, XP_023644009.1	Ag004G383170
OG0003598	XP_006296653.1	Ag005G478170
OG0003599	XP_006296763.1, XP_023642271.1	Ag005G474420
OG0003600	XP_006292644.1	Ag005G473020
OG0003601	XP_006297382.2	Ag007G656340
OG0003603	XP_006284110.1	Ag003G252860
OG0003604	XP_006286093.1	Ag003G252050
OG0003604	XP_006281842.2	Ag008G687840
OG0003605	XP_006295479.1	Ag001G096830, Ag001G043710, Ag005G413820, Ag006G550250, Ag002G162700, Ag003G273320, Ag002G117950, Ag003G254250, Ag002G176100, Ag002G169790, Ag002G144220, Ag002G131080, Ag004G381220, Ag003G262500, Ag002G114890
OG0003606	XP_006281046.1	Ag008G697040
OG0003607	XP_023637276.1	Ag007G608450
OG0003608	XP_006292012.1	Ag007G654060, Ag007G654070, Ag007G653980, Ag002G173770, Ag007G654080, Ag004G364340
OG0003609	XP_006288241.1	Ag007G604390
OG0003609	XP_006288251.1	Ag007G604400
OG0003610	XP_006288819.1, XP_006281236.1	Ag008G731580
OG0003611	XP_006285662.1	Ag006G575140
OG0003612	XP_006283539.1	Ag007G606410, Ag006G574810
OG0003613	XP_006287155.1, XP_006286834.1	Ag007G634680
OG0003614	XP_006306603.1	Ag007G652420
OG0003615	XP_006303823.2, XP_023640252.1	Ag007G582740
OG0003616	XP_023633687.1	Ag003G286600
OG0003617	XP_006303649.1	Ag006G539200, Ag006G536630
OG0003618	XP_006303651.1, XP_023638309.1	Ag001G072100
OG0003619	XP_006299817.1	Ag007G593650, Ag005G474530, Ag005G474540, Ag005G474520
OG0003620	XP_023640966.1, XP_006282244.2	Ag002G126020
OG0003621	XP_006282255.1	Ag002G125020
OG0003622	XP_023638643.1	Ag002G117500, Ag004G371710, Ag004G372020, Ag004G372580, Ag007G616780, Ag007G616720, Ag007G616810, Ag007G616900, Ag008G694790, Ag007G628260
OG0003624	XP_006284779.2	Ag002G123260
OG0003625	XP_006294557.1, XP_006298115.1	Ag002G205770
OG0003626	XP_006291341.1	Ag001G096860
OG0003627	XP_006295550.1	Ag002G202550, Ag002G202540
OG0003628	XP_023637885.1, XP_023639457.1	Ag001G092350
OG0003629	XP_006295592.1	Ag002G199180, Ag002G199200
OG0003630	XP_006295513.2	Ag002G198520
OG0003631	XP_023635957.1	Ag008G716790
OG0003632	XP_023645520.1	Ag004G321110
OG0003632	XP_023632726.1	Ag004G321130
OG0003633	XP_006290913.1, XP_023639261.1	Ag008G735030, Ag001G011080
OG0003634	XP_006290398.1	Ag001G061940
OG0003635	XP_006291300.1	Ag001G067300
OG0003636	XP_006305119.1	Ag006G516590
OG0003637	XP_006288250.1, XP_023644627.1	Ag006G510290
OG0003638	XP_006306434.1	Ag004G300360
OG0003638	XP_006288687.1	Ag006G508620
OG0003639	XP_006283054.1, XP_006296473.1	Ag003G277380
OG0003640	XP_006297454.2	Ag001G100460
OG0003641	XP_006298097.1	Ag005G484380
OG0003642	XP_006286610.1	Ag007G636360
OG0003642	XP_006298869.1	Ag005G483430
OG0003643	XP_006294448.2	Ag002G183800
OG0003644	XP_006287070.1, XP_006300740.1	Ag003G207450
OG0003645	XP_006307647.1	Ag004G325310
OG0003646	XP_023643600.1, XP_006305904.2	Ag004G329960
OG0003647	XP_023632535.1, XP_006307229.1	Ag004G331970
OG0003648	XP_006307235.1	Ag004G339370
OG0003649	XP_023633287.1, XP_006301528.2	Ag004G355000
OG0003650	XP_023638588.1	Ag001G087490
OG0003650	XP_006292893.1	Ag020G743100, Ag001G087340
OG0003651	XP_006306785.2	Ag004G317480
OG0003652	XP_006306351.1	Ag004G305410
OG0003653	XP_006307470.1, XP_023644962.1	Ag004G304520
OG0003654	XP_006306433.1, XP_006304501.1	Ag004G304480
OG0003655	XP_006289380.1	Ag007G624040
OG0003656	XP_006286655.1, XP_006303739.1	Ag007G625650
OG0003657	XP_006298707.1	Ag005G470930
OG0003658	XP_023637661.1, XP_006287208.2	Ag006G498710
OG0003659	XP_006279771.1	Ag008G726210
OG0003659	XP_006288646.1	Ag006G508440
OG0003660	XP_006281504.1, XP_006282808.1	Ag008G705930
OG0003661	XP_006292560.1	Ag004G388130, Ag004G393200, Ag004G388080, Ag001G059700
OG0003661	XP_023633450.1	Ag001G099650, Ag001G099660
OG0003662	XP_006290594.2, XP_006281878.1	Ag001G052120
OG0003664	XP_006282444.2	Ag008G724880, Ag008G724820, Ag008G724810, Ag008G724870, Ag008G724830
OG0003665	XP_006304920.2	Ag003G239980
OG0003666	XP_006281491.1	Ag003G208940
OG0003667	XP_006296826.1	Ag001G020550, Ag005G469940, Ag008G710970
OG0003668	XP_006299806.1	Ag005G468870
OG0003669	XP_006305564.2	Ag001G002990
OG0003669	XP_006306108.2	Ag005G468080
OG0003670	XP_006299043.1	Ag005G467420
OG0003671	XP_006299904.1, XP_006303507.1	Ag005G463950
OG0003672	XP_006283034.1	Ag001G028640
OG0003673	XP_006298053.1	Ag005G430290, Ag005G430680
OG0003675	XP_023632940.1	Ag008G698550
OG0003676	XP_023642167.1, XP_006285785.1	Ag003G275220
OG0003677	XP_006298925.1	Ag001G007490
OG0003678	XP_006297940.1	Ag005G444800
OG0003679	XP_006295113.1, XP_006291950.1	Ag001G064240
OG0003680	XP_006290861.1, XP_006290857.1	Ag001G068570
OG0003681	XP_006293244.1	Ag001G073010
OG0003681	XP_006293678.1	Ag002G172570
OG0003682	XP_006290618.1	Ag001G080640
OG0003683	XP_006292828.1	Ag001G098960, Ag001G064980
OG0003685	XP_006292587.2	Ag001G075400
OG0003685	XP_006292675.1	Ag001G075360, Ag001G075370, Ag001G075380
OG0003686	XP_006279147.1, XP_023642536.1	Ag002G171810, Ag003G215130, Ag003G219040
OG0003687	XP_006301803.2	Ag004G369390
OG0003690	XP_006291317.1	Ag006G576610
OG0003695	XP_006286223.1, XP_006285806.1	Ag019G743000
OG0003696	XP_006284105.1	Ag003G260940
OG0003697	XP_006283723.1	Ag003G280520
OG0003698	XP_006284143.1	Ag003G282970
OG0003699	XP_006303289.2, XP_006284570.1	Ag005G468840, Ag002G181710
OG0003700	XP_006285288.1	Ag001G101920
OG0003701	XP_006290959.2	Ag003G260060, Ag003G259910
OG0003702	XP_006292728.1	Ag008G711160
OG0003704	XP_023642972.1	Ag004G380510
OG0003705	XP_006294048.1	Ag002G188440
OG0003707	XP_006281099.1	Ag001G046190, Ag001G044150
OG0003708	XP_006280688.1	Ag008G696190
OG0003709	XP_006280241.1	Ag008G699910
OG0003710	XP_006287373.1	Ag007G611500
OG0003711	XP_006282964.1	Ag006G577490
OG0003712	XP_006284024.1	Ag006G560850
OG0003714	XP_006283486.1	Ag007G616100, Ag007G616130, Ag006G552820, Ag003G222290, Ag003G222260
OG0003715	XP_006286857.1	Ag002G145650
OG0003716	XP_006290956.1	Ag001G082040
OG0003718	XP_023644544.1	Ag001G010090, Ag001G008920
OG0003718	XP_023641978.1	Ag003G284720
OG0003719	XP_006288039.1	Ag006G494120
OG0003720	XP_023645574.1	Ag006G492710
OG0003721	XP_006290137.1	Ag002G145860
OG0003722	XP_006284809.1, XP_006298865.1	Ag005G428150
OG0003723	XP_023642178.1	Ag005G434840, Ag013G741700
OG0003724	XP_006286201.1	Ag001G033010
OG0003725	XP_006281281.1	Ag004G328730
OG0003726	XP_006293429.1	Ag002G205830
OG0003727	XP_023639488.1	Ag002G203050
OG0003728	XP_006295709.2	Ag002G198510
OG0003729	XP_006294880.1, XP_023640711.1	Ag002G198480, Ag002G198490
OG0003730	XP_006296564.1	Ag002G193280
OG0003730	XP_006290358.1	Ag001G085970
OG0003731	XP_006288612.2	Ag006G494980
OG0003732	XP_006281852.1, XP_006281623.1	Ag008G709050
OG0003733	XP_006304378.2	Ag004G302200
OG0003734	XP_006281417.1	Ag007G587640
OG0003734	XP_006281405.1, XP_006281404.1, XP_006281360.2	Ag007G587660
OG0003735	XP_006286635.1, XP_006281582.1	Ag007G588020
OG0003736	XP_006295274.1	Ag007G588940
OG0003737	XP_006294710.1	Ag001G096790
OG0003738	XP_006295291.1	Ag007G590800
OG0003739	XP_023640194.1, XP_023643837.1	Ag007G591320
OG0003740	XP_006307671.1	Ag004G305500
OG0003741	XP_023639889.1	Ag007G596730
OG0003742	XP_006294453.1, XP_006296486.1	Ag007G597870
OG0003743	XP_023636221.1	Ag007G618960
OG0003746	XP_006289567.1	Ag007G628970
OG0003747	XP_023642448.1, XP_006298156.1	Ag005G480270
OG0003748	XP_023641602.1	Ag005G479190
OG0003749	XP_006299121.1	Ag005G478880
OG0003750	XP_006298442.1	Ag001G079100
OG0003751	XP_006307425.1, XP_006305085.1	Ag004G298890, Ag009G736590
OG0003752	XP_006306075.1	Ag004G327110, Ag004G327090, Ag004G327100
OG0003753	XP_006302951.2	Ag003G215510
OG0003753	XP_006304309.1	Ag004G338460
OG0003754	XP_006307526.2	Ag003G243160
OG0003755	XP_023632920.1, XP_006305850.1	Ag003G244780, Ag003G244830
OG0003756	XP_006286102.1, XP_006286134.2	Ag005G438780
OG0003758	XP_006285054.1	Ag003G293090
OG0003759	XP_006304397.1	Ag004G321510
OG0003760	XP_006306226.1, XP_006305580.1	Ag004G310360
OG0003763	XP_006296825.1	Ag005G403340
OG0003763	XP_006306584.1	Ag004G302070
OG0003764	XP_006306882.1	Ag004G298480
OG0003765	XP_006287120.1, XP_006303166.2	Ag007G620080
OG0003766	XP_006287289.2	Ag007G620900
OG0003767	XP_006288568.1	Ag008G723980
OG0003768	XP_023644146.1, XP_006295190.1	Ag008G728670
OG0003769	XP_006279634.1	Ag002G186650, Ag001G005340, Ag008G705530
OG0003771	XP_006281061.1	Ag008G706290
OG0003772	XP_006283617.1, XP_006290474.2, XP_023633860.1	Ag003G274450
OG0003773	XP_023643702.1	Ag004G349830
OG0003774	XP_023643280.1	Ag004G348850
OG0003775	XP_006302765.2	Ag003G214120
OG0003776	XP_006302860.1	Ag003G212660
OG0003777	XP_006301720.1	Ag003G212270, Ag003G212280
OG0003778	XP_006297345.1	Ag005G448390, Ag001G015900
OG0003779	XP_006297579.1	Ag005G445950
OG0003780	XP_023641160.1, XP_006307372.1	Ag001G010530
OG0003781	XP_006289638.1, XP_006300136.2	Ag005G431480
OG0003782	XP_023642208.1	Ag005G425580
OG0003785	XP_006307680.1	Ag001G002070, Ag001G054350
OG0003786	XP_023645116.1	Ag001G010370
OG0003787	XP_006304908.2	Ag001G017890, Ag001G017940, Ag001G064350, Ag005G414370
OG0003788	XP_006291916.1	Ag001G074080
OG0003789	XP_006292931.1	Ag001G076770
OG0003790	XP_023637962.1	Ag001G081150, Ag001G081090
OG0003791	XP_006294497.1	Ag002G188690
OG0003792	XP_006291314.1, XP_006291310.1	Ag001G083440
OG0003794	XP_006305920.2, XP_006303569.2	Ag001G007150, Ag001G007160, Ag001G007170
OG0003795	XP_006294142.1, XP_006292848.1, XP_006292348.2	Ag001G024280
OG0003796	XP_023636970.1, XP_006287818.1, XP_023636115.1	Ag001G073490, Ag007G626810
OG0003797	XP_006305858.1	Ag002G179340
OG0003798	XP_006304111.1, XP_006304113.1	Ag004G334250
OG0003799	XP_006301645.1	Ag004G351260
OG0003801	XP_023641587.1	Ag004G381790
OG0003802	XP_006281076.2	Ag006G506860, Ag008G727080
OG0003803	XP_006283107.1	Ag006G570310, Ag008G701180
OG0003804	XP_023640739.1, XP_006294831.2	Ag007G596000, Ag007G596010
OG0003805	XP_006288478.1	Ag007G623130
OG0003806	XP_006279138.1, XP_006289411.1	Ag008G714650
OG0003807	XP_006281446.1	Ag008G724800
OG0003823	XP_006284850.1	Ag003G253780
OG0003824	XP_023634984.1	Ag003G269910, Ag006G539520
OG0003826	XP_023638102.1	Ag002G168320, Ag002G169240
OG0003827	XP_006284527.1	Ag002G113880, Ag003G282320
OG0003828	XP_006306526.1	Ag007G579420
OG0003829	XP_006307150.1	Ag007G579060
OG0003830	XP_006302378.1, XP_006301606.1, XP_023644213.1, XP_023644212.1	Ag004G364610
OG0003831	XP_006303181.1, XP_006301016.1	Ag004G310960
OG0003833	XP_006295266.1	Ag007G592480
OG0003834	XP_006302691.1, XP_023643621.1	Ag004G401240
OG0003835	XP_006303147.1	Ag004G315870
OG0003835	XP_006300607.1	Ag004G381760
OG0003836	XP_006288935.1	Ag006G492760
OG0003837	XP_006290031.1, XP_023641604.1	Ag007G602830, Ag007G602780, Ag007G602820, Ag007G602840
OG0003838	XP_006280448.1	Ag008G679800
OG0003839	XP_006281642.1	Ag008G688920, Ag008G689580
OG0003840	XP_006279654.1	Ag008G695990
OG0003841	XP_006280237.2	Ag008G698630
OG0003842	XP_006289832.1	Ag007G610170, Ag007G610160
OG0003844	XP_006281916.1	Ag002G112790
OG0003845	XP_006285118.1	Ag006G574070
OG0003846	XP_006284582.1	Ag006G542110, Ag006G547100
OG0003847	XP_006283122.1	Ag006G542120, Ag006G547110
OG0003848	XP_006306164.1, XP_006303802.1	Ag006G537010, Ag006G539540
OG0003849	XP_023646067.1	Ag006G539410, Ag006G536880
OG0003850	XP_006305132.1	Ag007G584170
OG0003851	XP_006305778.1	Ag007G581520
OG0003852	XP_006283537.1	Ag003G286900
OG0003854	XP_006282746.1	Ag007G646040
OG0003855	XP_023646060.1	Ag006G532540
OG0003856	XP_006304446.1	Ag006G532300
OG0003858	XP_006279579.1, XP_006306893.1	Ag002G156300, Ag002G153890
OG0003862	XP_023640015.1, XP_023633850.1	Ag002G112350
OG0003863	XP_023643063.1	Ag002G123580
OG0003864	XP_006291167.1	Ag001G098070
OG0003865	XP_006294099.1	Ag002G203770
OG0003866	XP_006294730.1	Ag002G201480
OG0003867	XP_006286466.1	Ag006G491870
OG0003867	XP_023637159.1	Ag006G492170
OG0003868	XP_006280004.1	Ag008G712720
OG0003869	XP_006281674.1, XP_006279833.1	Ag008G712270
OG0003870	XP_006281387.1	Ag003G242180, Ag008G711760
OG0003871	XP_006281086.1, XP_006301506.1	Ag008G710590
OG0003872	XP_006288019.1, XP_006289805.2, XP_006288063.1, XP_006288073.1	Ag006G517000
OG0003873	XP_006299712.1, XP_023637184.1	Ag006G514090, Ag001G047370, Ag001G050070, Ag004G337760
OG0003874	XP_006287802.1	Ag006G509560
OG0003875	XP_006304405.1	Ag004G302030
OG0003876	XP_023640266.1	Ag007G590920
OG0003878	XP_006297172.2, XP_023642348.1	Ag005G481750
OG0003879	XP_023641741.1	Ag005G480240
OG0003881	XP_006303475.1	Ag004G324440
OG0003882	XP_006303831.1	Ag004G329660
OG0003883	XP_023645992.1, XP_006306255.1	Ag004G309950, Ag004G309960
OG0003884	XP_023643905.1	Ag004G348950
OG0003885	XP_006284118.1	Ag007G598600
OG0003886	XP_006285656.1	Ag003G267320
OG0003889	XP_006304417.1	Ag004G309120
OG0003890	XP_006293642.1	Ag007G591190, Ag004G305070
OG0003891	XP_006288751.1	Ag007G619990
OG0003893	XP_023636976.1	Ag007G631400
OG0003894	XP_006287727.1	Ag007G603460, Ag007G637010
OG0003895	XP_006301821.1	Ag003G279770
OG0003896	XP_006280141.2	Ag007G640340
OG0003897	XP_023635953.1	Ag005G411040, Ag003G233160, Ag003G226500, Ag006G501910
OG0003898	XP_006282178.2, XP_006289495.1	Ag005G445340, Ag006G499450
OG0003899	XP_006287441.2, XP_023637548.1	Ag004G348320, Ag004G399370, Ag008G720340, Ag008G720330
OG0003900	XP_006291513.1	Ag008G693300
OG0003901	XP_006292106.1	Ag001G054560
OG0003901	XP_023636288.1	Ag003G261750, Ag008G727900
OG0003902	XP_006292995.1	Ag003G293420
OG0003903	XP_006284443.1	Ag003G294220
OG0003904	XP_023642887.1, XP_023642884.1	Ag006G554680, Ag003G220070
OG0003905	XP_006301898.1	Ag003G220390
OG0003908	XP_006300883.1	Ag003G212480
OG0003909	XP_006301621.1	Ag003G211630, Ag003G211620
OG0003910	XP_006297871.1	Ag005G466350
OG0003912	XP_006304799.1	Ag001G006930
OG0003914	XP_006297318.2	Ag005G461840
OG0003915	XP_023642136.1	Ag005G452140
OG0003916	XP_006297804.1	Ag005G448510
OG0003917	XP_006296792.1	Ag005G446550
OG0003918	XP_006298521.1	Ag005G445080
OG0003919	XP_006300264.2, XP_023641593.1	Ag005G440670
OG0003920	XP_006298609.1	Ag005G437100
OG0003921	XP_006296706.1	Ag005G406440
OG0003921	XP_006286829.2	Ag006G495640
OG0003922	XP_006304589.1, XP_006306238.1, XP_023645013.1	Ag001G006190
OG0003923	XP_023646036.1	Ag001G027770
OG0003924	XP_023639003.1	Ag001G066150
OG0003925	XP_006293329.2, XP_006293305.2	Ag001G077400, Ag006G510110
OG0003926	XP_006293032.1	Ag001G093930
OG0003928	XP_006300167.2	Ag004G383160, Ag001G013340, Ag001G013390, Ag001G013350, Ag006G500800, Ag006G500790, Ag006G500870, Ag001G080400
OG0003930	XP_006306803.2	Ag004G298140
OG0003933	XP_006292993.2	Ag005G447390, Ag005G447380, Ag007G649100
OG0003935	XP_006289816.1, XP_023634973.1, XP_023634260.1	Ag006G507070
OG0003936	XP_023633792.1	Ag007G585980
OG0003936	XP_006281451.1	Ag008G725920
OG0003937	XP_023633449.1, XP_006287510.2	Ag008G706340, Ag008G734340, Ag008G734310, Ag008G734320
OG0003948	XP_006283119.1	Ag003G259770
OG0003948	XP_023641889.1	Ag005G407590
OG0003950	XP_006304993.1	Ag007G578600
OG0003951	XP_006284371.1	Ag001G102050
OG0003953	XP_006301215.1	Ag004G373920
OG0003954	XP_006291399.2	Ag008G659980
OG0003955	XP_006292978.1	Ag008G661450
OG0003956	XP_006294579.1	Ag001G028260, Ag003G290050
OG0003959	XP_023640590.1	Ag002G188040
OG0003960	XP_006287211.2	Ag006G498300
OG0003961	XP_006298864.1	Ag005G474210
OG0003961	XP_006289707.1	Ag006G500300
OG0003962	XP_006297467.1	Ag005G473140
OG0003963	XP_006302890.2	Ag002G147190
OG0003964	XP_006281933.1	Ag002G104130
OG0003965	XP_006281532.2	Ag008G675890
OG0003966	XP_006281211.1	Ag003G253180
OG0003967	XP_023636286.1	Ag007G609200
OG0003968	XP_006286859.1	Ag007G607740
OG0003969	XP_023637151.1	Ag007G607450
OG0003969	XP_023637122.1	Ag008G720400
OG0003970	XP_006289020.1	Ag008G721570
OG0003971	XP_006288680.1	Ag007G601570
OG0003972	XP_006297450.1, XP_006289219.1	Ag007G600000
OG0003973	XP_006281073.1	Ag002G114200, Ag002G121890
OG0003974	XP_006292088.1	Ag001G069240
OG0003974	XP_006282475.2	Ag006G574350
OG0003975	XP_006283784.1	Ag006G562610
OG0003977	XP_006290971.1	Ag001G071610
OG0003980	XP_023634411.1	Ag003G288900
OG0003981	XP_006285783.1	Ag003G289120, Ag003G289090
OG0003982	XP_006284314.1	Ag003G291260
OG0003983	XP_006293956.1	Ag006G522990
OG0003984	XP_006286584.2, XP_006290102.1	Ag002G148260
OG0003985	XP_006287351.2	Ag002G137600, Ag002G138470
OG0003986	XP_023633530.1	Ag002G104920
OG0003986	XP_023633496.1	Ag002G104890
OG0003987	XP_006297748.1	Ag005G472880
OG0003988	XP_006284497.1	Ag001G036810
OG0003989	XP_006285126.1	Ag001G033020
OG0003990	XP_006284403.1	Ag007G655690
OG0003991	XP_006291206.2	Ag001G096820
OG0003991	XP_006294329.2	Ag002G204630
OG0003992	XP_006294618.1	Ag002G204330
OG0003993	XP_006291973.1	Ag001G094440
OG0003994	XP_023643442.1	Ag004G348090, Ag003G238840
OG0003995	XP_006291835.1, XP_006294885.2	Ag002G198630
OG0003996	XP_006295375.1	Ag002G198100
OG0003997	XP_023637643.1	Ag006G491450
OG0003998	XP_006286879.1	Ag006G493010
OG0003999	XP_006299836.1	Ag005G475710
OG0004000	XP_006282302.1, XP_006292826.1	Ag008G711570
OG0004001	XP_006280964.2	Ag008G708770
OG0004002	XP_006280683.2	Ag008G729610
OG0004003	XP_006295165.1	Ag007G596910
OG0004004	XP_006288808.1	Ag006G516080
OG0004005	XP_006294421.1	Ag007G591330
OG0004006	XP_006293432.1	Ag007G596810
OG0004007	XP_006298770.1	Ag001G022320
OG0004008	XP_023641788.1	Ag005G484460
OG0004009	XP_006303468.1	Ag001G026710
OG0004010	XP_023641541.1	Ag005G479120
OG0004011	XP_006294563.1	Ag002G185800
OG0004012	XP_023640995.1	Ag002G184130
OG0004013	XP_006292531.2	Ag001G079690
OG0004014	XP_006306801.1	Ag006G557800
OG0004015	XP_006293900.1	Ag002G180260
OG0004016	XP_006296385.1	Ag002G181440
OG0004017	XP_006295042.1	Ag002G171670
OG0004018	XP_006289537.1	Ag007G603700
OG0004019	XP_006295029.1	Ag002G177640, Ag002G177720
OG0004021	XP_006293687.1	Ag002G176840
OG0004022	XP_006295790.1	Ag001G010330
OG0004024	XP_006305874.2, XP_006304976.2	Ag004G324940
OG0004025	XP_006303428.1	Ag003G241530
OG0004026	XP_006283344.1, XP_023637000.1	Ag007G598560
OG0004027	XP_006283408.1, XP_006280230.1	Ag007G586230
OG0004028	XP_006284451.1	Ag007G585600
OG0004029	XP_023645118.1	Ag008G687110
OG0004030	XP_006296192.1	Ag006G527660
OG0004031	XP_006295047.1	Ag002G164790
OG0004032	XP_006295202.1	Ag006G518300
OG0004033	XP_006307442.1, XP_006300477.1	Ag004G315410
OG0004035	XP_006306624.2	Ag004G307560, Ag004G307380
OG0004036	XP_006279398.2	Ag005G456180, Ag004G334840, Ag008G694810
OG0004037	XP_006305617.1, XP_006306479.1, XP_006304809.1	Ag004G300010
OG0004038	XP_023636418.1	Ag007G620880
OG0004039	XP_006289325.1	Ag007G634690
OG0004041	XP_006279565.1	Ag008G725430
OG0004043	XP_006281146.1	Ag006G500390, Ag001G053840
OG0004044	XP_006296592.1	Ag005G474450
OG0004044	XP_006289427.1	Ag006G499970
OG0004045	XP_006287484.1	Ag008G721630
OG0004046	XP_006287492.1	Ag008G723630
OG0004047	XP_023637176.1	Ag008G723740
OG0004049	XP_006281721.1	Ag008G726100
OG0004050	XP_006290849.1, XP_023636358.1	Ag008G714000
OG0004051	XP_006288666.1	Ag008G715620
OG0004052	XP_006300432.2	Ag004G343240, Ag004G343140, Ag004G343200, Ag004G343190
OG0004053	XP_006300626.1	Ag003G214680
OG0004055	XP_006300164.1, XP_006299764.1	Ag005G468430
OG0004056	XP_006284858.1	Ag001G031870
OG0004057	XP_006298533.1	Ag005G459110
OG0004058	XP_006299434.1	Ag005G459090
OG0004059	XP_006297201.2	Ag005G456450
OG0004060	XP_006298201.1, XP_023640623.1	Ag005G456130
OG0004061	XP_006299289.1	Ag005G455680
OG0004062	XP_006298983.1	Ag005G454690, Ag005G454700
OG0004063	XP_006299156.1	Ag005G453410
OG0004064	XP_006303970.1	Ag001G013380
OG0004065	XP_006297412.1	Ag005G443970, Ag005G442730, Ag005G442750, Ag005G443980
OG0004066	XP_006298572.1	Ag005G438900
OG0004067	XP_006296863.1	Ag005G430160, Ag005G430720, Ag005G465990
OG0004068	XP_006298158.1	Ag006G515360, Ag002G201760
OG0004069	XP_006304086.1	Ag001G021080
OG0004070	XP_023642140.1	Ag005G464610
OG0004071	XP_006291996.1	Ag001G083040
OG0004073	XP_006292066.1	Ag001G090330
OG0004074	XP_006286162.1	Ag001G024240
OG0004074	XP_023635510.1, XP_006285910.1	Ag007G619090, Ag007G619070, Ag007G655910
OG0004075	XP_023645635.1	Ag002G102570, Ag002G102550
OG0004076	XP_006286804.1	Ag002G125480, Ag002G125500
OG0004076	XP_006281952.1, XP_006282230.2	Ag002G125810
OG0004077	XP_023639538.1, XP_006295840.1, XP_023639539.1, XP_006296321.1, XP_023639581.1, XP_006295656.2, XP_006295419.2, XP_023639580.1	Ag002G173500, Ag002G173490, Ag002G174870, Ag002G173590, Ag002G142890, Ag002G177250, Ag002G177260, Ag002G177140, Ag002G177240, Ag002G177160, Ag003G229440, Ag002G177200, Ag004G396050, Ag007G630560, Ag002G177170, Ag008G698690
OG0004078	XP_006283362.1	Ag003G269030
OG0004080	XP_006292465.1	Ag004G302870
OG0004081	XP_023641255.1	Ag005G475230
OG0004082	XP_006290037.2	Ag006G512850
OG0004084	XP_006291745.1, XP_006291721.1	Ag008G664320
OG0004091	XP_023634953.1, XP_006295296.1	Ag003G266300
OG0004092	XP_006284418.1	Ag003G265100, Ag003G266010
OG0004093	XP_023634629.1	Ag003G272890, Ag003G267000
OG0004094	XP_006283878.1	Ag003G274520
OG0004095	XP_006282823.1	Ag003G274100
OG0004096	XP_006285511.1	Ag003G281420
OG0004097	XP_006300903.1	Ag004G367700
OG0004097	XP_023643296.1	Ag004G376110
OG0004098	XP_023645253.1	Ag004G311240, Ag008G667080
OG0004099	XP_006293133.1	Ag001G083920
OG0004100	XP_023638077.1	Ag008G671950
OG0004101	XP_006280213.1	Ag002G129470, Ag008G695630, Ag002G172560
OG0004102	XP_006283423.1	Ag007G657580
OG0004103	XP_006299828.2	Ag005G472130
OG0004105	XP_006279536.1	Ag008G689540, Ag008G688940
OG0004106	XP_006280726.1	Ag008G693740
OG0004107	XP_006293723.2	Ag002G201130
OG0004108	XP_023635695.1	Ag008G698070
OG0004109	XP_006289904.2	Ag007G607070, Ag008G720700
OG0004110	XP_006287364.1	Ag007G603220
OG0004112	XP_006282346.1	Ag008G726060
OG0004113	XP_006283920.1	Ag006G574430
OG0004114	XP_006284914.1	Ag006G574370
OG0004115	XP_006285344.1	Ag006G573910
OG0004116	XP_006285907.1, XP_006286230.2	Ag006G562240, Ag006G562230, Ag006G562370, Ag006G562350, Ag006G562360
OG0004117	XP_006282950.1	Ag006G564110
OG0004118	XP_006285577.1	Ag004G348130, Ag005G436750, Ag006G566630
OG0004120	XP_006284681.1	Ag006G563680
OG0004121	XP_006307383.1	Ag001G004820, Ag006G532110
OG0004122	XP_006307198.2	Ag006G531690
OG0004123	XP_006304746.1	Ag007G582440
OG0004125	XP_006285274.1	Ag003G289200
OG0004126	XP_006279697.1	Ag002G169590
OG0004127	XP_006284847.1	Ag003G291650, Ag007G603250
OG0004128	XP_006299765.1	Ag003G296780
OG0004128	XP_023642042.1	Ag003G296770
OG0004128	XP_006301569.1	Ag003G296760
OG0004129	XP_023645211.1	Ag004G307330
OG0004133	XP_006301751.1	Ag002G157710
OG0004134	XP_006305760.1	Ag007G585340
OG0004135	XP_006288481.2, XP_006284448.1	Ag002G146830
OG0004136	XP_006288770.1	Ag002G143850, Ag002G144330
OG0004137	XP_023634821.1	Ag002G114980, Ag002G121320
OG0004139	XP_023633986.1	Ag007G655790
OG0004140	XP_006295238.1	Ag002G205790
OG0004141	XP_006296394.1, XP_006295414.1	Ag002G204610
OG0004142	XP_006295769.2	Ag002G198830
OG0004143	XP_006295114.1	Ag002G197750
OG0004144	XP_006295752.1	Ag002G195870
OG0004145	XP_006295260.1	Ag002G195620
OG0004147	XP_006287859.1, XP_006293225.1, XP_006293345.2	Ag008G716620
OG0004148	XP_006287687.1	Ag008G716060
