Orthogroup	Capsella_rubella	Noccaea_praecox
OG0001261	XP_006307508.1	Np004G242390
OG0001261	XP_006291051.1	Np001G025080
OG0001262	XP_006307338.1	Np004G242500
OG0001262	XP_006307363.1	Np001G046050, Np004G242490
OG0001263	XP_023645485.1	Np004G245680
OG0001263	XP_006300839.1	Np002G120670
OG0001264	XP_006299300.1	Np007G407670
OG0001264	XP_006306349.1	Np004G190890
OG0001265	XP_006307147.1	Np004G195450
OG0001265	XP_006297313.1	Np007G380950
OG0001268	XP_023634055.1	Np005G271490
OG0001269	XP_023644761.1	Np004G212410
OG0001274	XP_006296025.1	Np006G365940
OG0001274	XP_006282685.1	Np005G272430
OG0001275	XP_023645467.1	Np004G234870
OG0001275	XP_006283612.1	Np005G265820
OG0001276	XP_006300932.1	Np002G117670, Np002G117640
OG0001276	XP_006305525.1	Np004G247460
OG0001277	XP_006301932.1, XP_006301401.1	Np002G118150
OG0001279	XP_006286494.1	Np003G141940
OG0001279	XP_006297525.1	Np007G424530
OG0001280	XP_023638413.1	Np001G019140
OG0001280	XP_006283825.1	Np005G315630
OG0001281	XP_006303083.1	Np002G123900
OG0001281	XP_006285359.1	Np005G319840
OG0001282	XP_006283991.1	Np005G279670
OG0001282	XP_006280600.1	Np003G156920
OG0001283	XP_023638231.1	Np001G061460
OG0001283	XP_006295648.1	Np006G330540
OG0001284	XP_006280300.1	Np003G174190
OG0001284	XP_023633586.1	Np001G006820
OG0001285	XP_006281006.1	Np003G162810, Np003G162990
OG0001285	XP_023634521.1	Np005G278140
OG0001287	XP_006283406.1	Np005G278790
OG0001287	XP_006280225.1	Np003G160360
OG0001288	XP_006287989.1	Np003G138030
OG0001288	XP_006287976.1	Np001G013060
OG0001289	XP_006282678.1	Np005G294600
OG0001290	XP_006288443.1	Np003G180270
OG0001290	XP_023634587.1	Np005G283430
OG0001291	XP_006304352.1	Np004G205800
OG0001291	XP_006303476.1	Np004G205790
OG0001292	XP_006294683.1	Np006G351750
OG0001292	XP_006298213.1	Np007G424580
OG0001293	XP_006290454.1	Np001G064530
OG0001294	XP_006296223.1	Np006G369040
OG0001294	XP_006283476.1	Np005G262200
OG0001295	XP_006291388.1	Np005G312720
OG0001295	XP_006286326.2, XP_006286262.1, XP_006285922.1	Np005G314180
OG0001296	XP_006293363.1	Np001G036630, Np006G368450
OG0001296	XP_006293777.1	Np006G340850
OG0001297	XP_023635922.1	Np003G183680
OG0001298	XP_023634244.1	Np005G304120
OG0001299	XP_006293869.1	Np006G322400
OG0001299	XP_006293871.1	Np005G310550, Np006G322410
OG0001300	XP_006291482.1	Np001G062950
OG0001300	XP_006294608.1	Np006G328670
OG0001301	XP_006290821.1	Np001G062690, Np005G270830
OG0001301	XP_023639545.1	Np006G328840
OG0001302	XP_023635129.1	Np001G002360
OG0001302	XP_006291909.1	Np001G050990
OG0001303	XP_006287814.1	Np003G189790
OG0001303	XP_006295696.1	Np006G324510
OG0001304	XP_006305673.1	Np004G251480
OG0001304	XP_006294934.1	Np006G359390
OG0001305	XP_023641989.1	Np007G418880
OG0001305	XP_006289311.1	Np001G014870
OG0001306	XP_006298162.1	Np007G418580
OG0001307	XP_006298680.1	Np007G415420
OG0001308	XP_006292114.2	Np001G055000
OG0001308	XP_023639506.1	Np006G339320
OG0001309	XP_006294669.1	Np006G336400
OG0001309	XP_006292744.1	Np001G057040
OG0001310	XP_006307407.1	Np004G239340
OG0001310	XP_006302220.1	Np002G072890
OG0001311	XP_023636558.1	Np001G015520
OG0001311	XP_023636377.1	Np001G015490, Np001G015510
OG0001312	XP_006298644.1	Np007G415850
OG0001312	XP_006279695.1	Np001G017290
OG0001313	XP_006305642.2	Np004G204280
OG0001313	XP_006306093.1	Np005G311690
OG0001314	XP_006297676.1	Np007G407760
OG0001314	XP_006307505.1	Np004G190770
OG0001315	XP_006297003.1	Np007G389980
OG0001315	XP_006306783.2	Np004G194270, Np004G195430
OG0001316	XP_006303597.2, XP_006303675.1	Np004G199760
OG0001316	XP_006297985.1	Np007G392550
OG0001317	XP_006300082.1	Np007G397780
OG0001318	XP_006284845.1, XP_023635572.1, XP_006284675.2	Np005G301480, Np005G301460
OG0001319	XP_006295128.1	Np006G338750
OG0001319	XP_006291962.1	Np001G055360
OG0001320	XP_006284860.2	Np005G312000
OG0001322	XP_006280521.2	Np003G163270, Np003G163240, Np003G163290, Np003G163280
OG0001322	XP_006289706.1	Np002G116900
OG0001323	XP_006283807.1	Np005G279370
OG0001328	XP_006286014.1	Np005G271770
OG0001328	XP_006294291.1	Np006G365590
OG0001330	XP_006297360.1	Np007G376050
OG0001330	XP_006283444.1	Np005G266220
OG0001331	XP_023643321.1	Np002G112870
OG0001331	XP_023643298.1	Np002G112210
OG0001332	XP_023643602.1	Np002G112980
OG0001332	XP_006306171.1	Np004G249260
OG0001333	XP_006304923.1	Np004G247640
OG0001334	XP_006306843.1	Np004G241520
OG0001334	XP_006292297.1	Np001G027060
OG0001335	XP_023636388.1	Np003G129180
OG0001335	XP_023641398.1	Np007G411680
OG0001336	XP_006297639.1	Np007G410030
OG0001336	XP_023636555.1	Np003G131790, Np003G131900
OG0001337	XP_006280563.1	Np003G162220
OG0001337	XP_006283844.1	Np005G277570
OG0001338	XP_006281475.1	Np003G162210
OG0001339	XP_023636051.1	Np003G159330
OG0001339	XP_006282447.1	Np005G278970
OG0001340	XP_006287808.1, XP_006289730.1	Np003G137730, Np003G137740
OG0001341	XP_006287242.1	Np001G012350
OG0001341	XP_023636702.1	Np003G137220
OG0001342	XP_006288396.1	Np003G136300
OG0001342	XP_006281510.1	Np001G003390
OG0001343	XP_006288079.1	Np003G134480
OG0001343	XP_006288023.2	Np001G010330
OG0001344	XP_006286032.1	Np005G293740
OG0001344	XP_006281584.2	Np001G033690
OG0001345	XP_006284518.1	Np005G290990
OG0001345	XP_006281087.1	Np001G036790
OG0001346	XP_006283416.1	Np005G287040, Np005G287010
OG0001347	XP_023634664.1	Np005G283310
OG0001347	XP_006298854.1	Np007G424680
OG0001348	XP_006298248.1	Np007G375510
OG0001348	XP_006285542.1	Np005G267340
OG0001349	XP_006299063.2	Np007G374970
OG0001349	XP_006286288.1, XP_006283620.1	Np005G267850
OG0001350	XP_006294943.1	Np006G368540
OG0001350	XP_006285120.1	Np005G262680
OG0001351	XP_006285435.1	Np005G309460, Np006G359680, Np002G095560, Np005G310630
OG0001351	XP_006279430.1	Np006G361960
OG0001352	XP_006306378.1	Np004G204800
OG0001352	XP_006289448.1	Np003G175840
OG0001354	XP_006291967.1	Np001G068960
OG0001354	XP_006293393.1	Np006G321220
OG0001355	XP_006295053.1	Np006G323620
OG0001356	XP_006295196.1	Np006G328200
OG0001356	XP_006292016.1	Np001G063620
OG0001357	XP_006292009.1	Np004G214430, Np006G328890
OG0001358	XP_006295937.1	Np006G329520
OG0001358	XP_023638556.1	Np001G062270
OG0001359	XP_006291710.1	Np001G045770
OG0001359	XP_023633463.1	Np003G152570
OG0001360	XP_023645240.1	Np004G254650
OG0001360	XP_006293566.1	Np006G356310
OG0001361	XP_023645130.1	Np004G255380
OG0001362	XP_006297205.1	Np007G380430
OG0001362	XP_006293460.1	Np006G361500
OG0001363	XP_006285104.1	Np005G278520
OG0001363	XP_006296458.1	Np005G278540
OG0001364	XP_023637662.1	Np003G141930
OG0001364	XP_023642084.1	Np007G424540
OG0001365	XP_023642332.1	Np007G424450
OG0001365	XP_006288253.1	Np003G142020
OG0001366	XP_023636345.1	Np003G142950
OG0001366	XP_023641066.1	Np007G423400
OG0001367	XP_023645806.1	Np001G016160
OG0001367	XP_006298146.1	Np007G416940
OG0001368	XP_006295898.1	Np005G311210, Np002G101120, Np005G311200
OG0001368	XP_023637720.1	Np003G141160
OG0001370	XP_006305316.2	Np004G234370
OG0001370	XP_006302740.1	Np002G076170
OG0001371	XP_006306588.1	Np004G228400
OG0001372	XP_006296882.1	Np007G422530
OG0001372	XP_006286949.1	Np003G144180
OG0001373	XP_006305620.2	Np004G199010
OG0001373	XP_023641548.1	Np007G394130
OG0001374	XP_006303004.2	Np002G078200
OG0001374	XP_006304325.1	Np004G236040
OG0001375	XP_006304162.1	Np004G240040
OG0001375	XP_006302763.1	Np002G071970, Np002G071810, Np002G071910
OG0001376	XP_006299874.1	Np007G406330
OG0001376	XP_006305079.1	Np004G191790
OG0001377	XP_006298502.2	Np007G391420
OG0001378	XP_023645618.1	Np004G199470
OG0001379	XP_023641677.1	Np007G398080
OG0001379	XP_006306192.1	Np004G196740
OG0001380	XP_006303537.1	Np004G196640
OG0001380	XP_006298339.2	Np007G398350
OG0001382	XP_006293793.1	Np006G368620
OG0001382	XP_006285725.1	Np005G262660
OG0001384	XP_006296304.2	Np006G367570
OG0001384	XP_006295970.1	Np006G367560
OG0001391	XP_006299183.1	Np007G409190, Np004G214390, Np004G205850
OG0001392	XP_006285214.1	Np005G265680
OG0001392	XP_006299920.1	Np007G376910
OG0001393	XP_006296934.1	Np007G376240
OG0001393	XP_006283076.1	Np005G266110
OG0001394	XP_006304791.1, XP_006305867.1	Np004G217540
OG0001395	XP_006284484.1	Np005G279060
OG0001395	XP_023638053.1	Np003G158530
OG0001396	XP_006282012.1	Np001G017170, Np001G016830
OG0001397	XP_023645993.1	Np004G248370, Np004G248580
OG0001397	XP_006300698.1	Np002G114320
OG0001398	XP_006290827.1	Np001G027380
OG0001398	XP_006307153.1	Np004G241430
OG0001399	XP_006290810.1	Np001G025170
OG0001399	XP_006306966.1	Np004G242320
OG0001400	XP_023638297.1	Np001G023510
OG0001400	XP_006305243.1	Np004G244050
OG0001401	XP_006282728.1	Np005G316040
OG0001401	XP_006288701.1	Np003G142080
OG0001402	XP_006285608.1	Np005G315840
OG0001402	XP_006291898.1	Np001G019250
OG0001403	XP_006302977.1	Np002G121060
OG0001403	XP_006304732.1	Np004G245480
OG0001404	XP_023643501.1	Np002G120220
OG0001404	XP_006304906.1	Np004G245800
OG0001405	XP_006287286.1	Np003G129520
OG0001405	XP_023642013.1	Np007G411450
OG0001406	XP_023634102.1	Np005G262690
OG0001406	XP_006289490.1	Np002G083780
OG0001407	XP_006282408.2	Np003G164950
OG0001407	XP_023634581.1	Np005G276970
OG0001408	XP_006280365.1	Np003G136730
OG0001409	XP_006280327.1	Np001G005570
OG0001409	XP_006287542.1	Np003G135060
OG0001410	XP_006279629.1	Np001G034370
OG0001410	XP_006283833.1	Np005G293260
OG0001411	XP_006284920.1	Np005G292230
OG0001411	XP_023635674.1	Np002G089410, Np005G292240
OG0001412	XP_006284552.1	Np005G289480
OG0001412	XP_006281129.1	Np001G038230
OG0001414	XP_006304333.1, XP_006304616.1, XP_006305802.1, XP_006305804.1, XP_006304338.1	Np004G206240
OG0001415	XP_006294729.2	Np006G343270
OG0001415	XP_006305292.1	Np005G266870, Np004G211370
OG0001416	XP_006294835.1	Np006G342560
OG0001416	XP_006303318.1	Np004G212630
OG0001417	XP_006283895.2	Np005G268510
OG0001417	XP_006294451.2	Np006G366700
OG0001418	XP_006284338.1	Np005G261230
OG0001418	XP_023640012.1	Np006G369950
OG0001419	XP_006283556.1	Np005G314300
OG0001419	XP_006290907.1	Np004G237950
OG0001420	XP_023636619.1, XP_006289661.1	Np003G183610
OG0001420	XP_006283446.1	Np005G286250
OG0001421	XP_006285099.1	Np005G304550
OG0001421	XP_006298722.1	Np007G383870
OG0001422	XP_023642104.1	Np007G419410
OG0001422	XP_006287445.1	Np001G015370
OG0001423	XP_006294803.1	Np006G325270
OG0001423	XP_006291683.1	Np001G065750
OG0001424	XP_006289048.1	Np003G128240
OG0001425	XP_006292595.1	Np001G043110
OG0001425	XP_006290165.1	Np003G148980
OG0001426	XP_006301082.1	Np002G088000, Np002G088040, Np002G088050
OG0001426	XP_006301669.1	Np002G088020, Np002G087950
OG0001427	XP_023636327.1	Np003G188430
OG0001427	XP_006306065.1	Np004G258790
OG0001428	XP_006288563.1	Np003G186620
OG0001429	XP_006287709.1	Np003G186570
OG0001429	XP_006291070.1	Np001G069130
OG0001430	XP_006306324.1	Np004G255980
OG0001431	XP_006306675.1	Np004G255360
OG0001431	XP_006293603.2	Np006G357250
OG0001432	XP_023644997.1	Np004G253870
OG0001432	XP_006294593.2	Np006G355340
OG0001433	XP_006306356.1	Np004G253140
OG0001433	XP_023640159.1	Np006G354080, Np006G348910
OG0001434	XP_023639929.1	Np006G360480
OG0001434	XP_006290197.1, XP_006288477.1	Np002G087580, Np003G131340
OG0001435	XP_006305197.1	Np004G251600
OG0001435	XP_006294419.2	Np006G359770
OG0001436	XP_006287454.2	Np003G145050
OG0001436	XP_006297506.1	Np007G421790, Np007G421840
OG0001437	XP_006286451.1	Np003G145300
OG0001437	XP_006297040.1	Np007G421560
OG0001438	XP_006288375.1	Np001G015580
OG0001438	XP_006298244.1	Np007G419980
OG0001439	XP_006302222.1	Np002G080060, Np002G080700, Np002G080710
OG0001439	XP_023644651.1	Np004G237340
OG0001440	XP_006304134.2	Np004G233500
OG0001440	XP_006302830.1	Np002G074970
OG0001441	XP_006302079.1	Np002G082840
OG0001441	XP_006306912.1	Np004G232060
OG0001442	XP_006301188.1	Np002G084560
OG0001442	XP_023643163.1	Np002G084570
OG0001443	XP_006303361.1	Np004G227320
OG0001443	XP_006302877.1	Np002G086430
OG0001444	XP_006285403.1, XP_006284509.1	Np005G280680, Np005G280690, Np005G280700, Np005G280710
OG0001445	XP_006295733.1, XP_006305859.1	Np001G048980
OG0001446	XP_006288700.1	Np003G134150
OG0001446	XP_006281136.1	Np001G009570
OG0001448	XP_023632613.1	Np004G191560
OG0001448	XP_006296703.2	Np007G406590
OG0001449	XP_006307084.1	Np004G192330
OG0001450	XP_006297218.2	Np007G405760
OG0001451	XP_023632742.1	Np004G193660
OG0001452	XP_006305156.2	Np004G193890
OG0001452	XP_006297968.1	Np007G403580
OG0001453	XP_006305405.2	Np004G194160
OG0001453	XP_006298382.1	Np007G402870
OG0001454	XP_006297987.1	Np007G390100
OG0001454	XP_006305213.1	Np004G194330
OG0001455	XP_006298433.2	Np007G391430
OG0001455	XP_006285439.2	Np005G301670
OG0001456	XP_023645944.1, XP_006298107.1	Np007G398070
OG0001456	XP_006303590.2	Np004G196750
OG0001457	XP_006298403.1	Np007G399320
OG0001457	XP_006304201.1	Np004G196440
OG0001458	XP_006287347.1, XP_006287283.1	Np003G179460
OG0001460	XP_006301361.2	Np007G420860
OG0001460	XP_006301051.1, XP_006301539.1, XP_006301974.1, XP_023644291.1, XP_006301288.1, XP_023641381.1, XP_006296081.2, XP_006300955.1	Np004G246890
OG0001461	XP_023639515.1	Np006G357640
OG0001462	XP_006283907.1	Np006G343030, Np003G138020, Np005G270940, Np003G187260, Np007G401320, Np002G078060, Np001G059550, Np005G307160, Np006G344680
OG0001463	XP_006294443.1	Np002G078550, Np003G151650
OG0001464	XP_006295293.1	Np005G274610
OG0001464	XP_006298861.1	Np007G373540
OG0001465	XP_006297002.1	Np007G373740
OG0001465	XP_006283123.1	Np005G274410
OG0001466	XP_023635066.1	Np005G272000, Np005G273750, Np005G271660
OG0001466	XP_006293496.2	Np006G365560
OG0001468	XP_006286265.1	Np002G087850
OG0001469	XP_006307511.1	Np004G216300
OG0001470	XP_006295043.1	Np006G340100
OG0001470	XP_006282732.1	Np005G298570
OG0001471	XP_006300518.1	Np002G117090
OG0001471	XP_006305166.1	Np004G247650
OG0001472	XP_006305701.1	Np004G241600
OG0001472	XP_006290383.1	Np001G026840
OG0001473	XP_006291104.1	Np001G025150
OG0001473	XP_006307552.1	Np004G242330
OG0001474	XP_006284937.1, XP_006282801.1	Np005G279850, Np005G279860
OG0001475	XP_006306083.1	Np004G245930
OG0001475	XP_006302557.1	Np002G119910
OG0001476	XP_023641189.1	Np003G126720
OG0001476	XP_023641452.1	Np007G408840
OG0001478	XP_006299535.1	Np007G413100
OG0001478	XP_006288928.1	Np003G127160
OG0001479	XP_006292086.2	Np001G065730
OG0001479	XP_006298880.1, XP_006295290.2	Np006G340830
OG0001480	XP_006285021.1	Np005G281320
OG0001481	XP_006287229.1, XP_006299070.1, XP_006299602.1	Np006G361850
OG0001482	XP_006287910.1	Np003G137540
OG0001482	XP_006287805.1	Np001G012570
OG0001483	XP_006289462.1	Np001G012180
OG0001483	XP_006289898.1	Np003G137010
OG0001484	XP_006288922.1	Np003G136980
OG0001485	XP_006287587.1	Np003G135300
OG0001485	XP_006279782.1	Np001G005310
OG0001486	XP_006287344.1	Np003G134990
OG0001487	XP_006287875.1	Np001G010170
OG0001487	XP_006287855.1	Np003G134380
OG0001488	XP_006284521.1	Np005G294020
OG0001488	XP_006281094.1	Np001G033200
OG0001489	XP_006284145.1	Np005G285720
OG0001490	XP_006303421.1	Np004G212060
OG0001490	XP_006295225.1	Np006G342730
OG0001491	XP_006306337.1, XP_006303496.1, XP_006289244.1, XP_006289227.1, XP_006305700.1, XP_006305697.1, XP_006301053.1, XP_006300973.2, XP_006300349.1, XP_006303116.2, XP_006301316.1, XP_006301671.1, XP_006305962.1	Np004G213170
OG0001492	XP_006284572.1	Np005G261280
OG0001492	XP_006305649.1	Np006G370010
OG0001492	XP_006298620.1	Np007G377450
OG0001493	XP_006307278.2	Np004G201190
OG0001493	XP_006280322.2	Np001G041880
OG0001494	XP_006287522.1	Np003G182150
OG0001495	XP_023635305.1	Np001G031740, Np001G031590
OG0001496	XP_006300155.1	Np007G386170
OG0001496	XP_006285077.1	Np005G307250
OG0001497	XP_023634094.1	Np005G303400
OG0001497	XP_023634429.1	Np005G303410
OG0001498	XP_006307240.2	Np004G256110
OG0001499	XP_006295280.1, XP_006292085.1	Np006G321010
OG0001500	XP_006293775.1	Np006G321780
OG0001500	XP_006290670.1	Np001G068520
OG0001501	XP_006294353.1	Np006G322320
OG0001502	XP_006294752.1	Np006G325380
OG0001502	XP_006291654.1	Np001G065740
OG0001503	XP_006291137.1	Np001G065290
OG0001503	XP_006294223.1	Np006G326000
OG0001504	XP_023638784.1	Np001G064830
OG0001504	XP_023639705.1	Np006G326920
OG0001505	XP_006291828.2	Np001G064700
OG0001505	XP_006296176.1	Np006G327170
OG0001506	XP_006296628.1	Np007G414070
OG0001506	XP_006288787.1	Np003G125280
OG0001507	XP_023638666.1	Np001G046650
OG0001507	XP_006279711.1	Np003G153320
OG0001508	XP_006290939.1	Np001G049020
OG0001508	XP_006282257.2	Np001G005970
OG0001509	XP_006293213.1	Np001G050810
OG0001509	XP_006281630.1	Np001G002570
OG0001510	XP_006295428.1	Np006G355310
OG0001510	XP_023644998.1	Np004G253860
OG0001511	XP_006307105.2	Np004G251510
OG0001511	XP_006294153.2	Np006G359560
OG0001512	XP_006305035.1	Np004G251130
OG0001512	XP_006294376.1	Np006G358450
OG0001513	XP_006299222.1	Np007G424480
OG0001514	XP_006297596.1	Np007G421000
OG0001514	XP_006290233.2	Np003G145820
OG0001515	XP_023641237.1	Np007G418200, Np007G418140
OG0001516	XP_006297037.1	Np007G416740
OG0001517	XP_006290794.2	Np001G059940
OG0001517	XP_006293865.1	Np006G332140
OG0001518	XP_006294993.1	Np006G332410
OG0001518	XP_006291832.1	Np001G059850
OG0001519	XP_006301608.1	Np002G080090, Np002G080670
OG0001519	XP_023644650.1	Np004G237350
OG0001520	XP_006292140.1	Np001G048120
OG0001520	XP_006303470.1	Np004G236650
OG0001521	XP_006301355.1	Np002G075540
OG0001522	XP_006307013.1	Np004G230980
OG0001522	XP_006300840.1	Np002G084350
OG0001523	XP_006305089.2	Np004G229740
OG0001523	XP_006302420.2	Np002G085500
OG0001524	XP_006307562.1	Np004G210240
OG0001526	XP_006294712.1	Np001G066980
OG0001527	XP_006301096.1	Np002G071020
OG0001529	XP_006286742.2	Np003G146990
OG0001530	XP_023646075.1, XP_023633479.1	Np001G016950
OG0001531	XP_006289845.1	Np003G131520
OG0001531	XP_006299322.1	Np007G410240
OG0001532	XP_006279862.1	Np003G154010
OG0001534	XP_006300770.1	Np002G072780
OG0001535	XP_006303856.1	Np004G190910
OG0001535	XP_006299973.1	Np007G407660
OG0001536	XP_023641071.1	Np007G406950
OG0001536	XP_023645523.1	Np004G191410
OG0001537	XP_006304271.2	Np004G194090
OG0001537	XP_006298794.1	Np007G402960
OG0001538	XP_006299456.1	Np007G391000
OG0001538	XP_006307303.1	Np004G194940
OG0001539	XP_006296662.1, XP_006299825.1	Np007G373880
OG0001539	XP_006300077.1	Np007G387840
OG0001541	XP_006300999.1, XP_006292276.1	Np001G069090
OG0001544	XP_006283659.1	Np005G302840
OG0001545	XP_023643846.1	Np001G037480
OG0001546	XP_006295253.1, XP_006295252.1, XP_006296743.1, XP_006298769.1	Np006G335270, Np006G343760
OG0001547	XP_023642466.1	Np007G380220, Np007G380190, Np007G380230
OG0001549	XP_006299966.1	Np007G371890
OG0001549	XP_006285481.1	Np005G276370
OG0001551	XP_006283757.1	Np005G272090
OG0001551	XP_023639825.1	Np006G365720
OG0001552	XP_023635599.1	Np005G270950
OG0001552	XP_006293733.1	Np006G364150
OG0001553	XP_006302097.2	Np002G116340
OG0001553	XP_006307174.1	Np004G248070
OG0001554	XP_006302163.1	Np002G118880
OG0001555	XP_006303139.1	Np004G244120
OG0001555	XP_006290515.1	Np001G023670
OG0001556	XP_006294859.1	Np006G338360
OG0001556	XP_006291577.2	Np001G022470
OG0001557	XP_006297259.1	Np007G413490
OG0001557	XP_006302065.1, XP_023643028.1	Np007G385220
OG0001558	XP_023635793.1	Np003G129000
OG0001558	XP_006297351.1	Np007G411730
OG0001559	XP_006281810.1	Np003G174860
OG0001559	XP_006283336.1	Np005G282590
OG0001560	XP_006282073.1	Np003G174380
OG0001560	XP_006286123.1	Np005G282470
OG0001561	XP_023634859.1, XP_006283104.1	Np003G165650
OG0001562	XP_006281479.1	Np003G158370
OG0001562	XP_006289941.1	Np003G129700
OG0001563	XP_006286943.1	Np003G147370
OG0001563	XP_006286948.1	Np003G139200
OG0001564	XP_006294922.1	Np006G337350
OG0001564	XP_006304179.2	Np004G235160
OG0001565	XP_006286625.1	Np003G134020, Np003G133910
OG0001565	XP_006281801.1	Np001G009480
OG0001566	XP_006281452.1	Np001G037260
OG0001566	XP_006285874.1	Np005G290340
OG0001567	XP_006307171.1	Np004G208560
OG0001567	XP_006307120.1	Np004G208550
OG0001568	XP_023644907.1, XP_023644901.1, XP_023644906.1	Np004G211620, Np004G211630, Np004G211610
OG0001569	XP_006295874.1	Np006G342570
OG0001569	XP_023644852.1	Np004G212540
OG0001570	XP_006291680.1	Np001G064740
OG0001570	XP_006305529.1	Np004G214790
OG0001571	XP_006297849.2	Np007G375930
OG0001571	XP_006282621.2	Np005G266480
OG0001572	XP_006284193.1	Np005G262370
OG0001572	XP_006294645.1	Np006G368930
OG0001573	XP_023634882.1	Np005G261980
OG0001573	XP_023640268.1	Np006G369240
OG0001574	XP_006282656.1	Np005G261180
OG0001574	XP_006294333.2	Np006G370500
OG0001575	XP_006294260.2	Np006G370700
OG0001575	XP_006283861.1	Np005G260920
OG0001576	XP_006285765.1, XP_006285704.1	Np005G314570
OG0001577	XP_023634420.1	Np005G315490
OG0001578	XP_006281295.2	Np003G174510
OG0001579	XP_006284050.1	Np005G295780
OG0001579	XP_006280749.1	Np001G031810
OG0001581	XP_006291395.1	Np001G069250
OG0001581	XP_023639788.1	Np006G321020
OG0001582	XP_006292699.1	Np001G065200
OG0001582	XP_006295189.1	Np006G326020
OG0001583	XP_023640740.1	Np006G328770
OG0001583	XP_006292285.1	Np001G062620
OG0001584	XP_023638989.1, XP_023639714.1	Np001G062310
OG0001585	XP_006291106.2	Np001G061760
OG0001585	XP_006294271.1	Np006G330080
OG0001587	XP_006287572.1	Np003G151030, Np005G300420
OG0001587	XP_006287573.1	Np005G300430
OG0001588	XP_006291377.1	Np001G046610
OG0001589	XP_006280903.2	Np001G005870
OG0001589	XP_006291610.2	Np001G049270
OG0001590	XP_006290542.1	Np001G059090
OG0001590	XP_006279568.1	Np001G002640, Np001G002670
OG0001591	XP_006303888.2	Np004G257510
OG0001591	XP_006286693.1	Np003G186590
OG0001592	XP_006305470.1, XP_006290397.1	Np004G257160
OG0001592	XP_023636547.1	Np003G185940
OG0001593	XP_006296322.1	Np006G345250, Np009G431960
OG0001593	XP_006306347.1	Np004G255830
OG0001594	XP_006304256.1	Np004G254870
OG0001594	XP_006295112.1	Np006G356680, Np006G356670
OG0001595	XP_006298029.2	Np007G422440
OG0001595	XP_006299641.1	Np007G422470
OG0001596	XP_006288472.1	Np003G145610
OG0001597	XP_023636967.1	Np001G014120
OG0001597	XP_006297778.1	Np007G417910
OG0001598	XP_006298105.2	Np007G417310
OG0001598	XP_006288327.1	Np003G146730
OG0001599	XP_023641754.1	Np001G017870
OG0001599	XP_006299450.2	Np007G415240
OG0001600	XP_006294225.1	Np006G338890
OG0001600	XP_006291136.1	Np001G055250
OG0001601	XP_006307384.1	Np004G238200
OG0001601	XP_006302202.1	Np002G081450
OG0001602	XP_006301025.1	Np002G075210
OG0001603	XP_006302004.1	Np002G084830
OG0001603	XP_006303369.1	Np004G230530
OG0001604	XP_006307377.1	Np004G230460
OG0001604	XP_023643683.1	Np002G085100
OG0001605	XP_006307677.2	Np004G230410, Np004G230430
OG0001605	XP_006300462.1	Np002G085170
OG0001606	XP_006295962.2	Np006G366890
OG0001606	XP_006294809.1, XP_006294757.2	Np006G366910
OG0001607	XP_006303182.1	Np004G245130
OG0001607	XP_006301487.1	Np002G121350
OG0001608	XP_023645609.1	Np004G247180
OG0001609	XP_006286535.1	Np003G146940
OG0001609	XP_006304093.1	Np004G257140
OG0001610	XP_006286800.1	Np007G411510, Np003G129430
OG0001611	XP_006300537.2	Np002G078160, Np005G274720
OG0001611	XP_006301452.2, XP_023643859.1, XP_023644037.1, XP_023643892.1	Np002G078150
OG0001612	XP_023642397.1	Np007G407780
OG0001612	XP_023645707.1	Np004G190740
OG0001613	XP_006304578.1	Np004G193520
OG0001613	XP_006299496.1	Np007G404250
OG0001614	XP_006304787.1	Np004G195670
OG0001614	XP_006300186.1	Np007G380800
OG0001615	XP_006295816.1	Np007G385340
OG0001615	XP_023644680.1	Np004G195700
OG0001616	XP_006298120.1	Np007G375760
OG0001616	XP_006284082.1	Np005G266550
OG0001617	XP_006300000.1	Np007G373280
OG0001617	XP_006283576.2	Np005G274790
OG0001618	XP_006307187.2	Np004G190210
OG0001618	XP_006297501.1	Np001G018900
OG0001619	XP_006290839.1	Np001G055240
OG0001619	XP_006293975.1	Np006G339050, Np006G338940
OG0001626	XP_006295443.1	Np006G361400, Np006G361410, Np006G361480, Np006G353940, Np006G346900
OG0001627	XP_006305003.1	Np004G210050
OG0001629	XP_023645150.1	Np004G243430
OG0001629	XP_023638197.1	Np001G023720
OG0001631	XP_006300894.1	Np002G090530
OG0001631	XP_023646004.1	Np004G209520
OG0001633	XP_006285231.1, XP_006284790.1, XP_006285984.2, XP_006282510.1	Np005G285290
OG0001642	XP_006298370.1, XP_006299560.1	Np007G378890, Np005G295130
OG0001642	XP_006285322.1	Np005G264100
OG0001643	XP_006296698.1	Np007G377020
OG0001643	XP_023635078.1	Np005G265580
OG0001644	XP_006300485.1	Np002G116600
OG0001644	XP_006307589.1	Np004G247910
OG0001645	XP_023638627.1	Np001G023870, Np005G319280, Np002G102860
OG0001646	XP_006290842.1	Np001G022590
OG0001646	XP_006307212.1	Np004G244480
OG0001647	XP_006285462.1	Np005G318430
OG0001647	XP_006290621.1	Np001G021340
OG0001648	XP_023635217.1	Np005G318250
OG0001648	XP_006291641.1	Np001G021030
OG0001649	XP_006284840.1	Np005G316060
OG0001649	XP_006292118.1	Np001G019480
OG0001650	XP_006290963.2	Np001G018580
OG0001650	XP_006283674.2	Np005G314550
OG0001651	XP_006285534.1	Np005G279490
