Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0002693	XP_006287647.2	g39624, g25489
OG0002694	XP_006280312.1	g39672, g11058
OG0002694	XP_006307390.1	g49428
OG0002695	XP_006305597.1	g30954
OG0002696	XP_006304317.1	g49584
OG0002697	XP_023642796.1	g12985
OG0002698	XP_006299689.1	g12649
OG0002698	XP_006289776.1	g29137
OG0002699	XP_006297838.1	g12771
OG0002699	XP_023637237.1	g4991
OG0002700	XP_006286695.1, XP_006298595.1	g7802
OG0002701	XP_006279530.1	g7608
OG0002702	XP_023637936.1	g2167
OG0002702	XP_006293756.1	g51882
OG0002703	XP_006303337.1	g32449
OG0002704	XP_023640153.1	g38055
OG0002704	XP_023638284.1	g2363
OG0002705	XP_006291202.1	g2302
OG0002706	XP_006302166.1	g44321
OG0002706	XP_006303978.1	g49968
OG0002707	XP_023643692.1	g46062
OG0002707	XP_023632947.1	g31741
OG0002708	XP_006302548.1	g46197
OG0002708	XP_023645038.1	g31869
OG0002709	XP_006302760.1	g44376
OG0002710	XP_006304593.1	g50263
OG0002710	XP_006301571.1	g44654
OG0002711	XP_023643739.1	g44707
OG0002711	XP_006305670.1	g50311, g32082
OG0002712	XP_006305123.1	g32191
OG0002714	XP_006303490.1	g27293
OG0002715	XP_006291855.1	g10776
OG0002716	XP_006303279.2	g27116
OG0002716	XP_006303342.1	g27111
OG0002717	XP_006287411.1, XP_006287418.1	g29197, g29196
OG0002718	XP_006289937.1	g29141
OG0002718	XP_006286751.1	g45751, g24561
OG0002719	XP_006288459.1, XP_006288447.1	g18082, g18081
OG0002720	XP_006293261.2	g2515, g2514
OG0002722	XP_006301643.1	g46930
OG0002722	XP_006301564.1	g50680
OG0002723	XP_006302406.1	g46417
OG0002724	XP_006305726.1	g44400
OG0002724	XP_006302914.1	g46270
OG0002725	XP_006299726.1	g7259
OG0002725	XP_023642748.1	g7260
OG0002726	XP_006298385.1	g7080
OG0002727	XP_006298401.1	g7028
OG0002728	XP_006296881.1	g6824, g11972
OG0002729	XP_006296787.1	g11906
OG0002729	XP_006306649.1	g36468
OG0002730	XP_006297470.1	g11859, g6631, g6632
OG0002731	XP_006299595.2, XP_006284248.2	g13423
OG0002732	XP_006306549.1	g28024
OG0002733	XP_006304348.1, XP_006306289.1	g36385
OG0002734	XP_006307689.1	g32446
OG0002734	XP_023639756.1	g51456
OG0002736	XP_023639464.1	g51687
OG0002736	XP_006290736.1	g2310
OG0002737	XP_006291135.1	g2145
OG0002738	XP_006281288.1	g10853
OG0002739	XP_006279528.1	g9681
OG0002740	XP_006290908.1	g18904
OG0002741	XP_006300539.1, XP_023645964.1	g44835
OG0002742	XP_023633345.1, XP_023640338.1	g33469, g33452, g4390, g43761, g44275, g3219, g27834, g24449
OG0002743	XP_006286109.1	g23166
OG0002745	XP_006304944.1	g27169
OG0002746	XP_023638984.1	g10662
OG0002748	XP_006286405.1	g29545
OG0002750	XP_023643080.1	g13653
OG0002753	XP_006283768.1	g23558
OG0002754	XP_006297610.2	g47690
OG0002755	XP_006284609.1	g51026
OG0002757	XP_006299612.1	g6141
OG0002758	XP_006284279.1	g23026, g47904
OG0002759	XP_023634842.1	g17611
OG0002759	XP_006304575.2	g32514
OG0002760	XP_023639503.1	g51515
OG0002761	XP_006301772.2	g41048, g44083, g44097, g44081
OG0002762	XP_006307580.2	g31325
OG0002763	XP_006307228.1	g31563
OG0002764	XP_023644950.1	g27247, g49890
OG0002765	XP_023637925.1	g10524
OG0002766	XP_006284197.1	g18119
OG0002767	XP_006302469.1	g40850
OG0002767	XP_006305224.1	g31403
OG0002768	XP_006279854.1	g1078
OG0002768	XP_006284128.1	g17139
OG0002769	XP_006297745.1	g13044
OG0002770	XP_006284721.1, XP_006281340.1	g17187
OG0002771	XP_006281975.1	g183
OG0002772	XP_006279699.1	g267
OG0002772	XP_006288632.1	g5471
OG0002773	XP_006288607.2	g29627
OG0002773	XP_006281045.1	g407
OG0002774	XP_006280824.1	g11021, g40519
OG0002775	XP_006282647.2	g24077
OG0002776	XP_023635461.1	g24004, g47380
OG0002777	XP_006284492.1	g23980
OG0002778	XP_023633808.1, XP_023640700.1, XP_006292945.1, XP_006293314.2, XP_023638873.1, XP_006292352.2	g23913
OG0002779	XP_006307464.1	g32733
OG0002780	XP_006306571.1	g35931, g35932
OG0002780	XP_006303734.1	g53697
OG0002781	XP_006283349.1	g22819
OG0002782	XP_006294471.1	g22750
OG0002782	XP_006283953.1	g18302
OG0002784	XP_006284481.1, XP_006281041.1	g24251
OG0002785	XP_006286117.1	g46883
OG0002785	XP_006299388.2	g6326
OG0002786	XP_006299662.1	g11580, g46878, g25245, g13588
OG0002787	XP_006282472.2	g46863
OG0002787	XP_006298887.1	g11650
OG0002788	XP_006286084.2	g47048
OG0002789	XP_006283669.1	g47067, g17714
OG0002790	XP_006297246.1	g11822, g13418
OG0002790	XP_006297190.1	g6593
OG0002791	XP_006297394.1	g6636
OG0002792	XP_006286151.1	g46680
OG0002793	XP_023640786.1	g37707, g50808
OG0002794	XP_006293747.1	g11184
OG0002797	XP_006292554.1	g2126
OG0002797	XP_023639877.1	g37440
OG0002798	XP_023639481.1	g37407
OG0002799	XP_006294648.1	g5830, g45288, g51706
OG0002800	XP_006288040.1	g5721, g45364
OG0002800	XP_023637164.1	g13485
OG0002801	XP_006290612.1	g738
OG0002801	XP_006287059.2	g28915
OG0002802	XP_006291818.1, XP_006291815.1	g41374
OG0002802	XP_006288424.2	g28905
OG0002803	XP_023638050.1	g2806
OG0002803	XP_006281572.1	g1227
OG0002805	XP_006303983.1	g31053
OG0002806	XP_006289321.1	g25421
OG0002807	XP_006286760.1	g39633
OG0002807	XP_023632542.1	g45204, g49417
OG0002808	XP_006294074.1	g51300
OG0002808	XP_006307341.1	g30911
OG0002809	XP_006294598.1	g39846
OG0002809	XP_023645090.1	g30978
OG0002810	XP_006306172.2	g31016
OG0002810	XP_006295800.1	g51225
OG0002811	XP_006295621.2	g40019
OG0002812	XP_006305122.2	g49693
OG0002813	XP_006298008.1, XP_006287987.1	g5190
OG0002814	XP_006296612.1	g7894
OG0002815	XP_006290088.1	g29130
OG0002817	XP_006297372.1	g7770
OG0002817	XP_006287478.1	g41472
OG0002818	XP_006298191.1	g12836, g7722
OG0002819	XP_023641421.1	g12924, g12500
OG0002820	XP_006299360.1	g12486
OG0002822	XP_006297826.1	g7751
OG0002823	XP_006291052.1	g19219
OG0002823	XP_023640547.1	g37161
OG0002824	XP_023637877.1	g2324
OG0002824	XP_006296185.1	g51674
OG0002825	XP_006302032.1	g46592
OG0002825	XP_006307055.1	g27306
OG0002826	XP_006301899.1	g46542
OG0002826	XP_023633258.1	g31631
OG0002827	XP_006307711.1	g50002
OG0002828	XP_006303887.1	g50004
OG0002828	XP_006300656.1	g44599, g46011
OG0002829	XP_006305334.1	g50020
OG0002830	XP_006302716.1	g44514
OG0002830	XP_023645483.1	g31809
OG0002831	XP_006301494.1	g44504
OG0002832	XP_006305225.1	g31924
OG0002832	XP_006302478.1	g46264
OG0002833	XP_006307131.1	g31939
OG0002833	XP_006302074.1	g46265
OG0002834	XP_006306746.1	g50304
OG0002834	XP_023643122.1	g32086
OG0002835	XP_006300410.1	g45780
OG0002835	XP_006306487.1	g32164
OG0002837	XP_006302578.1	g41550
OG0002837	XP_023645854.1	g50381
OG0002838	XP_006283214.1, XP_006282334.1	g23841, g17220
OG0002840	XP_006285920.1	g22693
OG0002840	XP_023640006.1	g50872
OG0002841	XP_006294218.1	g39799
OG0002841	XP_006306165.1	g49487
OG0002842	XP_006296506.1, XP_006304586.1	g26904
OG0002843	XP_006288290.1	g495
OG0002844	XP_006289274.2	g45675
OG0002845	XP_006288947.1	g41455
OG0002845	XP_006298855.1	g7654
OG0002847	XP_006306222.1	g27977, g54373
OG0002848	XP_023637562.1	g10014
OG0002848	XP_006290824.1	g11380
OG0002849	XP_006291525.1	g19410
OG0002849	XP_006288227.1	g534
OG0002850	XP_023633569.1	g403
OG0002851	XP_006287432.1	g18583
OG0002851	XP_006292226.1	g2683
OG0002852	XP_006287609.1	g9974
OG0002853	XP_006279767.1, XP_023640284.1	g396
OG0002855	XP_006300236.2	g12732
OG0002855	XP_006280715.1	g1211
OG0002856	XP_006292254.1	g1208
OG0002856	XP_023643525.1	g39273
OG0002857	XP_006290309.1, XP_006293111.2	g11366
OG0002858	XP_006290854.2	g2635
OG0002859	XP_006280747.1	g28760
OG0002859	XP_006291393.2	g19567
OG0002860	XP_006284916.1	g23081
OG0002860	XP_006299088.1	g14206
OG0002861	XP_023633218.1	g49366
OG0002861	XP_006302975.2	g44667
OG0002862	XP_006285337.1, XP_006298432.1, XP_006302649.1	g46141, g44527
OG0002863	XP_006302695.2	g46557
OG0002863	XP_006306471.1	g31622
OG0002864	XP_006297132.1	g13177, g7235
OG0002865	XP_006297185.1	g12217, g13195
OG0002866	XP_023642179.1	g12209
OG0002866	XP_006304336.1	g54340
OG0002867	XP_006299840.1	g12202
OG0002867	XP_006306969.1	g36684
OG0002868	XP_006299837.1	g7079, g12140
OG0002870	XP_023637021.1	g10754
OG0002872	XP_023641883.1	g14096
OG0002873	XP_006282690.1	g23418, g47738
OG0002874	XP_006297453.1	g13833
OG0002874	XP_006286249.1	g23576
OG0002876	XP_006306575.1	g36389
OG0002877	XP_023637817.1	g2240
OG0002877	XP_023639657.1	g37314
OG0002878	XP_023640055.1	g51945
OG0002878	XP_023638957.1	g2148
OG0002880	XP_006291349.1	g18990
OG0002880	XP_006289139.1	g29712
OG0002882	XP_023639561.1	g32645
OG0002884	XP_006295991.1, XP_006303591.2, XP_006299328.1	g17753, g17748, g17751, g53751, g17741
OG0002885	XP_023641319.1	g12061
OG0002886	XP_006288423.1, XP_006288393.1	g5051
OG0002887	XP_006286821.1	g29032
OG0002887	XP_006289175.1	g4935
OG0002890	XP_006297349.1	g13827
OG0002890	XP_006285362.1	g47665
OG0002891	XP_006294670.1	g38409
OG0002891	XP_006282680.1	g23397
OG0002892	XP_006294896.1	g38337, g51036
OG0002893	XP_023634496.1	g16934
OG0002893	XP_006294512.1	g38334
OG0002894	XP_006290528.1	g11464
OG0002894	XP_006283040.1	g23250
OG0002895	XP_006296251.1	g53184
OG0002895	XP_006285517.1	g23220
OG0002896	XP_006283797.1	g23160
OG0002897	XP_006283435.1	g23058
OG0002898	XP_006296873.1	g14102
OG0002899	XP_006304313.1	g32594
OG0002900	XP_006295987.2	g38008
OG0002901	XP_006301658.1	g41007
OG0002902	XP_023643719.1	g40940
OG0002902	XP_006306199.1	g31324
OG0002903	XP_006307353.1	g27296, g27295
OG0002904	XP_006291462.1	g1508
OG0002905	XP_006292817.2	g10433
OG0002906	XP_023642985.1	g40782
OG0002906	XP_023635087.1	g44966, g16790
OG0002907	XP_006279496.1	g28642
OG0002907	XP_006284224.2	g17149
OG0002908	XP_023639744.1	g28676
OG0002909	XP_006299116.1	g13104
OG0002909	XP_006287349.1	g5667
OG0002910	XP_006299502.1	g7367
OG0002911	XP_006299308.1	g7310
OG0002911	XP_006289334.1	g29332
OG0002912	XP_006280243.1	g39444
OG0002913	XP_006285809.1	g23646
OG0002914	XP_006283041.1	g23690
OG0002915	XP_023635950.1, XP_023635848.1	g28682, g39281
OG0002916	XP_006307742.2, XP_023644643.1	g27623
OG0002918	XP_006287889.1	g469
OG0002918	XP_006290205.2	g45497
OG0002919	XP_023637696.1	g5533
OG0002921	XP_006282785.1	g24268
OG0002921	XP_006282360.2	g40703
OG0002922	XP_006281829.1	g24242
OG0002924	XP_006288336.1	g40397
OG0002924	XP_023634430.1	g47436
OG0002925	XP_006284321.1	g47448
OG0002926	XP_006288572.2	g40315
OG0002927	XP_006288379.1	g40280
OG0002927	XP_006305458.1	g50717
OG0002928	XP_006306204.1	g32748
OG0002928	XP_006300879.1	g44634
OG0002930	XP_006294393.1	g51401
OG0002931	XP_006283798.1	g47925, g22984
OG0002932	XP_006282441.1	g22880
OG0002933	XP_006283369.1	g47985
OG0002933	XP_006293849.2	g38445
OG0002934	XP_006283909.1	g47998
OG0002934	XP_006294386.1	g36927
OG0002935	XP_006283385.1	g18307, g17604
OG0002936	XP_006283963.1	g22683
OG0002937	XP_023635362.1	g18318
OG0002940	XP_006289192.1	g40213, g25942
OG0002942	XP_006298237.1	g6510
OG0002943	XP_006283240.1, XP_023635619.1	g14376
OG0002944	XP_006290836.1	g1757
OG0002945	XP_006303695.2	g44298, g1161
OG0002946	XP_006295364.1	g37656
OG0002947	XP_006290567.1	g11185, g18831
OG0002949	XP_023639780.1	g37550
OG0002949	XP_023643015.1	g37551
OG0002950	XP_023641461.1	g19311
OG0002950	XP_023637755.1	g2472
OG0002951	XP_006295606.1	g52138
OG0002951	XP_006295779.1	g52140
OG0002952	XP_006294794.1	g38217
OG0002953	XP_023640022.1	g52121, g37504
OG0002954	XP_006290629.2	g38212
OG0002954	XP_006293654.1	g37500
OG0002955	XP_006299427.1	g13008, g7526
OG0002956	XP_023637370.1	g41372
OG0002957	XP_006291626.2	g28806
OG0002958	XP_006289711.2	g819, g821, g1256, g820
OG0002959	XP_006288516.2	g9720
OG0002960	XP_006280051.1	g19372, g9672, g86
OG0002961	XP_023639185.1, XP_006290333.2	g9633
OG0002962	XP_023633133.1, XP_006304716.1	g54015
OG0002964	XP_006289196.2	g25462, g1474
OG0002964	XP_006287480.1	g45229
OG0002965	XP_006281207.1	g39675, g11063
OG0002966	XP_023641796.1	g11076
OG0002967	XP_023644461.1	g30857
OG0002968	XP_006303136.1	g30859
OG0002968	XP_006279893.1	g11089
OG0002969	XP_006305424.1	g30875
OG0002970	XP_006303679.1	g30880
OG0002971	XP_023645863.1	g49459
OG0002971	XP_023640678.1	g51336
OG0002972	XP_023645114.1	g30912
OG0002972	XP_006294322.1	g39798
OG0002973	XP_006303605.1	g49537
OG0002974	XP_023640132.1	g51113
OG0002974	XP_006306950.1	g49575
OG0002975	XP_006294767.2	g16915
OG0002976	XP_006287951.2	g5184
OG0002976	XP_023641625.1	g7934
OG0002977	XP_006288772.1	g29296, g5176
OG0002978	XP_006282192.1, XP_006290059.1	g39265
OG0002979	XP_006280100.1	g1013
OG0002979	XP_006283237.1	g17123
OG0002980	XP_006288229.1	g10144
OG0002981	XP_006297256.1, XP_023636633.1	g12923
OG0002982	XP_006294849.1	g37163, g51576
OG0002984	XP_006294321.1, XP_006285001.1, XP_006279166.1, XP_006296290.1	g37177
OG0002985	XP_006293952.1	g38063
OG0002985	XP_006292269.1	g19199
OG0002986	XP_006287131.1	g5337, g29419
OG0002987	XP_006306876.1	g49961, g31637
OG0002988	XP_006306074.1	g50095, g27436
OG0002990	XP_006307339.1	g41526, g44836, g27606
OG0002991	XP_006283185.1, XP_023635402.1	g23761
OG0002993	XP_006306631.1, XP_006306628.2	g49620, g31203
OG0002995	XP_006286270.1, XP_023634704.1	g47342
OG0002995	XP_006307444.1	g26905
OG0002996	XP_006286759.2	g4855
OG0002998	XP_023639550.1, XP_023636888.1	g5581
OG0002999	XP_006290198.1	g45427
OG0003000	XP_023637229.1, XP_006279517.1	g431
OG0003001	XP_006279954.1	g370
OG0003001	XP_023636435.1	g45475
OG0003002	XP_006291734.1, XP_023645192.1	g854
OG0003003	XP_006303348.1	g31698
OG0003003	XP_006302774.1	g44606
OG0003004	XP_023642439.1	g13225
OG0003005	XP_023641535.1	g7001
OG0003006	XP_006283433.1	g47138
OG0003006	XP_023641063.1	g6985
OG0003007	XP_006284789.1	g47148
OG0003008	XP_006305898.1	g36364
OG0003008	XP_023642007.1	g6887
OG0003009	XP_006306956.1	g36414
OG0003010	XP_006307701.1	g36487
OG0003011	XP_006297490.2, XP_006296643.1, XP_006298959.1	g11754
OG0003012	XP_006296802.1	g6460
OG0003013	XP_006283702.2	g23034
OG0003014	XP_006297219.1	g6032
OG0003015	XP_023641162.1	g13899
OG0003015	XP_006284758.1	g23470
OG0003016	XP_006307155.1	g36516
OG0003017	XP_006290627.1	g18973
OG0003017	XP_006306818.1	g36510, g54215
OG0003019	XP_006297678.2	g12156
OG0003020	XP_006294506.1	g52153
OG0003020	XP_006291417.1	g1955
OG0003021	XP_006301507.1	g45058
OG0003022	XP_006292568.2, XP_006286211.1, XP_006285950.1, XP_006296302.1	g50741
OG0003023	XP_006300175.1, XP_006299184.1	g12049
OG0003024	XP_006304006.1, XP_006306242.2, XP_023632584.1, XP_023644503.1, XP_023644505.1, XP_023644506.1	g28131, g28132, g28133, g29183
OG0003025	XP_006284588.1	g17157
OG0003033	XP_006284299.1	g23528
OG0003033	XP_006298317.1	g5922
OG0003034	XP_006299841.1	g5926
OG0003034	XP_006285176.1, XP_006285399.1, XP_006295622.1	g23441
OG0003036	XP_006285308.2	g23117
OG0003036	XP_023642713.1	g14285
OG0003037	XP_006286163.2	g47896
OG0003038	XP_023632634.1, XP_006294493.2	g32524
OG0003039	XP_006300657.1	g41045
OG0003040	XP_023644063.1, XP_023643630.1	g44102
OG0003041	XP_006301941.2	g44139
OG0003042	XP_006291729.1	g10453
OG0003043	XP_006302994.1	g45098
OG0003044	XP_023645238.1	g31374
OG0003044	XP_006302066.1	g40886
OG0003046	XP_023643327.1	g921
OG0003046	XP_006283056.1	g23590
OG0003047	XP_023641456.1	g9772
OG0003048	XP_023637134.1	g5488
OG0003049	XP_023635656.1	g10898
OG0003049	XP_006281997.1	g40686
OG0003050	XP_006284357.1	g47437
OG0003052	XP_006306961.1	g32769
OG0003053	XP_006287079.1	g40202
OG0003054	XP_006307520.1	g36243
OG0003054	XP_006279885.2	g28117
OG0003055	XP_023645807.1	g27652
OG0003056	XP_006305266.1	g32325, g50461
OG0003057	XP_023635434.1	g22980
OG0003058	XP_006285189.1	g18263
OG0003059	XP_006296111.1	g51498
OG0003060	XP_023637560.1	g40456, g25564
OG0003061	XP_006282082.1	g10867
OG0003062	XP_023633880.1	g25247, g46884
OG0003063	XP_006297684.1	g6442
OG0003063	XP_006285259.2	g24730
OG0003064	XP_006298891.1	g6537, g47044
OG0003065	XP_006300206.1	g6603, g11854
OG0003066	XP_023643965.1	g40802
OG0003066	XP_006300525.1	g28238
OG0003068	XP_006292783.1, XP_006294349.1	g37522, g52132
OG0003071	XP_006292450.1	g834
OG0003071	XP_006281214.1	g28840
OG0003072	XP_006280128.1	g28811
OG0003073	XP_023642215.1	g10117
OG0003073	XP_006286399.2	g4826
OG0003074	XP_006291633.1	g19388
OG0003075	XP_006292265.1	g2604
OG0003076	XP_006291367.1	g2566
OG0003077	XP_023634400.1	g47489
OG0003078	XP_006291736.1	g2487
OG0003079	XP_006304638.1	g26866
OG0003080	XP_023639574.1	g39830
OG0003080	XP_023645476.1	g30956
OG0003081	XP_023633438.1	g39905
OG0003083	XP_006304695.2	g27003
OG0003083	XP_023640037.1	g51176
OG0003084	XP_006295264.1	g13631
OG0003085	XP_006294624.1	g40121
OG0003087	XP_006297603.1	g12768
OG0003087	XP_006287673.1	g4993
OG0003088	XP_006299352.2	g6578, g11813, g41802, g11810
OG0003089	XP_006298123.1	g12535
OG0003090	XP_006286363.1	g4897
OG0003090	XP_006297026.1	g12925
OG0003091	XP_023638176.1	g2459
OG0003093	XP_006300629.1	g44280
OG0003094	XP_006307605.1	g31681
OG0003094	XP_006302333.1	g46457
OG0003095	XP_006307109.1, XP_006280247.1	g31691
OG0003097	XP_006303937.1	g50327
OG0003099	XP_006290402.2	g19364, g19363
OG0003100	XP_006305208.1	g49556
OG0003101	XP_023637030.1	g5155
OG0003102	XP_006290124.1	g45628, g5240
OG0003103	XP_006279856.1, XP_006286959.1	g18597
OG0003104	XP_006279962.1	g404
OG0003105	XP_006290495.1, XP_023638014.1	g2753, g19492
OG0003106	XP_006290918.1	g2490
OG0003107	XP_006279906.1	g360
OG0003108	XP_006290600.1	g739
OG0003108	XP_006289752.1	g41388
OG0003109	XP_006302823.1	g32816
OG0003110	XP_023644382.1	g44312
OG0003111	XP_006298160.1, XP_006303178.1	g13176, g7241
OG0003112	XP_023642002.1	g7555
OG0003112	XP_023641065.1	g12237
OG0003113	XP_006299318.1, XP_006298254.1	g7056
OG0003114	XP_006298223.1, XP_006305834.1	g11967, g6816
OG0003115	XP_006303488.1	g11875
OG0003116	XP_006296683.1	g6525
OG0003117	XP_006285207.1	g17884
OG0003118	XP_006287526.1	g39535
OG0003119	XP_006297614.1	g13706
OG0003120	XP_006297087.1	g47892
OG0003120	XP_006283215.1	g23061
OG0003121	XP_006296845.1	g7203
OG0003121	XP_006304604.1	g27988
OG0003122	XP_006305895.2	g50553
OG0003123	XP_023638105.1	g2343
OG0003124	XP_006294111.1	g51685
OG0003124	XP_023638316.1	g2314
OG0003127	XP_023642996.1	g44256
OG0003130	XP_006299516.1, XP_006279044.2	g7564
OG0003131	XP_023642934.1, XP_023640578.1	g26685, g24826, g35827, g43066, g14338, g39174, g8002, g11587, g3507, g3066, g35515, g24825, g53676, g9316, g6233, g41541, g4888, g44810, g24012, g54242, g47232, g54115, g44194, g54114, g17571, g53261, g30800
OG0003139	XP_023634032.1	g23495
OG0003141	XP_023634971.1	g47877
OG0003142	XP_023634716.1, XP_006299883.1	g23014
OG0003143	XP_006282574.1	g47162
OG0003144	XP_006305951.1	g31281
OG0003145	XP_006304451.1	g31282
OG0003145	XP_006300615.1	g40997
OG0003146	XP_006292801.1	g10724
OG0003146	XP_006305891.1	g13694
OG0003147	XP_023638084.1	g10526
OG0003149	XP_006282090.1	g18599
OG0003150	XP_006290933.1	g10367
OG0003151	XP_006283832.1	g18127
OG0003152	XP_006301732.1	g40823
OG0003153	XP_006303011.1	g40822
OG0003154	XP_023642989.1	g40781
OG0003155	XP_006289738.1	g5657
OG0003157	XP_006284183.1	g23677
OG0003158	XP_023635899.1	g29517, g29515, g5427
OG0003159	XP_023635154.1	g17382
OG0003161	XP_006301664.2, XP_006283272.1	g22790, g18291
OG0003162	XP_006302911.1	g18055
OG0003164	XP_006285842.1	g24694
OG0003165	XP_006301909.1	g46482
OG0003166	XP_006291404.1	g1861
OG0003167	XP_023639331.1	g52255
OG0003168	XP_006296779.2, XP_006299756.1	g13010
OG0003169	XP_006299797.1	g13057
OG0003169	XP_006288714.1	g29848, g5781
OG0003170	XP_006280940.1	g104
OG0003173	XP_006294679.1	g38072
OG0003174	XP_006287734.1	g39645
OG0003175	XP_006306689.1	g49468
OG0003177	XP_023639558.1, XP_006294939.1	g51160
OG0003178	XP_006287365.1	g5213, g45638
OG0003179	XP_006286781.1	g29325
OG0003180	XP_006289663.1	g10174
OG0003181	XP_006299796.1	g7702, g12869
OG0003182	XP_006300034.1, XP_023641246.1, XP_006289419.1	g13009, g7525
OG0003183	XP_006285261.2, XP_006293868.1	g6279, g51761
OG0003184	XP_006295518.1	g38026, g51569
OG0003185	XP_006294282.1, XP_023640190.1	g51705
OG0003186	XP_023645693.1	g31785
OG0003186	XP_023643860.1	g27408
OG0003187	XP_006307354.1	g27452, g50127
OG0003188	XP_006303878.1, XP_006304292.1	g27466
OG0003190	XP_006303042.2	g46371
OG0003191	XP_006302416.1	g17970
OG0003192	XP_006289423.1	g4815
OG0003193	XP_023645189.1	g32258
OG0003194	XP_023639338.1	g38388
OG0003195	XP_006296134.1	g36937
OG0003195	XP_023640201.1	g38519
OG0003196	XP_006305801.1	g31567, g49927
OG0003197	XP_023645215.1	g49819
OG0003198	XP_006300956.2	g49651
OG0003199	XP_006300216.1, XP_006297095.2	g13683
OG0003200	XP_006306342.1	g49687
OG0003201	XP_006306939.1	g49461
OG0003203	XP_006298552.2	g7710
OG0003204	XP_023636955.1	g5686
OG0003205	XP_006282524.1	g18134, g46111
OG0003205	XP_006303498.1	g27407
OG0003206	XP_006285786.2	g10060
OG0003206	XP_023636432.1	g18563, g593
OG0003207	XP_006281059.2	g451
OG0003208	XP_023644203.1	g46317, g17964
OG0003209	XP_023642378.1	g7169
OG0003210	XP_023641299.1	g7166
OG0003213	XP_006298721.1	g12097
OG0003213	XP_006304274.1	g28015
OG0003214	XP_006298550.1	g12022
OG0003215	XP_006305831.1	g6865, g11999
OG0003215	XP_006298635.1	g13311
OG0003216	XP_006299202.2, XP_006282526.2, XP_006297415.2	g6023
OG0003217	XP_006297625.1	g5895
OG0003217	XP_006283715.1	g17044
OG0003218	XP_023644974.1	g36167
OG0003218	XP_006305531.1	g36601
OG0003219	XP_006297799.2, XP_006307656.1	g11880
OG0003220	XP_006298078.1	g6788
OG0003220	XP_023645732.1	g54153
OG0003221	XP_006282238.1, XP_006281564.1	g51354, g51355
OG0003222	XP_006291701.1	g11285
OG0003222	XP_006291724.1	g36096
OG0003223	XP_006295082.1	g47816
OG0003224	XP_006291562.1	g2178
OG0003225	XP_006290583.1, XP_006290581.1	g18953
OG0003226	XP_023639620.1	g11195
OG0003228	XP_006292024.1	g1782
OG0003230	XP_006279811.2	g10896
OG0003231	XP_023633870.1	g24081
OG0003231	XP_023637614.1, XP_006281540.2	g18409
OG0003234	XP_006295904.1	g40083
OG0003234	XP_006306431.1	g49614
OG0003235	XP_023632957.1	g49868
OG0003236	XP_023644977.1	g31837
OG0003237	XP_023639209.1, XP_006290960.1, XP_006291067.1	g2901, g2900
OG0003239	XP_023633351.1, XP_023634299.1, XP_023636145.1	g39531
OG0003241	XP_023637087.1, XP_006302784.1	g4843
OG0003242	XP_023644439.1, XP_023633128.1, XP_023632967.1, XP_023632906.1, XP_023633129.1, XP_023644437.1, XP_023633092.1, XP_023633127.1, XP_023633119.1, XP_023633033.1, XP_023633132.1, XP_023633118.1, XP_023644438.1, XP_023633098.1, XP_023632968.1, XP_023633130.1, XP_023633529.1	g45519
OG0003243	XP_023633413.1, XP_023644432.1	g43662, g53384, g53960, g35586, g15802, g53280, g25073, g35587, g53383, g53959, g51853, g25072, g173, g41392
OG0003247	XP_006295064.1	g36887
OG0003248	XP_023634553.1	g23381
OG0003249	XP_023634497.1	g47803
OG0003250	XP_006285557.1	g16922, g23274
OG0003250	XP_023639380.1	g51040
OG0003251	XP_006286210.1, XP_006283673.1	g47094
OG0003252	XP_006282972.1	g18174, g18180, g18169, g18177, g18172, g18175, g18178, g18176, g18171
OG0003253	XP_006279075.1, XP_006281468.1, XP_006282361.1	g11073, g11068, g11074
OG0003254	XP_006296268.1	g52018
OG0003255	XP_006305679.1	g31237
OG0003256	XP_006307612.1	g31440
OG0003256	XP_006291040.1	g1571
OG0003257	XP_006291239.1	g10438
OG0003257	XP_023635583.1	g16854
OG0003258	XP_006279460.1	g10315
OG0003260	XP_006293262.1, XP_006290809.1	g19045
OG0003262	XP_006279669.2, XP_006282698.1	g47629
OG0003263	XP_006284754.1	g47612
OG0003263	XP_023643881.1	g986
OG0003264	XP_006287786.1	g5379
OG0003265	XP_006290094.1	g29484
OG0003266	XP_023637718.1	g482
OG0003266	XP_006286568.1	g5505
OG0003267	XP_006286595.1	g29596
OG0003268	XP_006285421.1	g24165
OG0003270	XP_006306012.2, XP_006306203.2	g50744
OG0003271	XP_023644886.1, XP_006292918.1	g50449
OG0003273	XP_006305469.1	g50549
OG0003273	XP_006294720.1	g32478
OG0003274	XP_006298711.1	g13734
OG0003275	XP_006285246.1	g22983
OG0003276	XP_006283954.1	g22926
OG0003276	XP_006297953.1	g6024
OG0003277	XP_006285554.2	g22918, g13960
OG0003278	XP_006284310.1	g18331
OG0003279	XP_006283575.1	g18013, g18332
OG0003280	XP_006295268.1	g37138
OG0003280	XP_006303413.2	g27726
OG0003281	XP_006280657.1, XP_006281787.2	g18395, g16730
OG0003282	XP_006283233.1, XP_006297077.1	g6356, g13572
OG0003283	XP_023634540.1	g24796
OG0003283	XP_006298377.1	g11679
OG0003284	XP_006282594.1, XP_006297643.1	g47011
OG0003285	XP_006285215.2	g47706
OG0003286	XP_006284802.1	g24504, g24502
