Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_NCBI
OG0001332	g7193	XP_002885001.1
OG0001334	g24557	XP_020872623.1
OG0001335	g13443	XP_020885909.1
OG0001336	g47050, g47064	XP_002868270.1
OG0001337	g47079	XP_020872273.1
OG0001338	g46035	XP_002888909.1
OG0001338	g31730	XP_002892967.1
OG0001339	g27219, g31446	XP_002889996.1
OG0001340	g10967	XP_020879198.1
OG0001341	g16731, g18396	XP_020871903.1, XP_020874527.1
OG0001342	g10993	XP_020882070.1
OG0001342	g17436	XP_020874975.1
OG0001343	g47317	XP_020874997.1
OG0001343	g40540	XP_020877464.1
OG0001344	g36501	XP_002894316.1
OG0001344	g38012	XP_002879579.1
OG0001345	g36576	XP_002894388.1
OG0001345	g7060	XP_002882959.1
OG0001346	g12137	XP_020868052.1
OG0001346	g7075	XP_020888633.1
OG0001347	g47293	XP_020874304.1
OG0001347	g17457	XP_020874306.1
OG0001348	g2517	XP_002877780.1
OG0001348	g25	XP_002866757.1
OG0001349	g40350	XP_020876274.1
OG0001349	g47473, g23876	XP_020873605.1
OG0001350	g47439, g23945	XP_002867752.1
OG0001350	g25669	XP_002872643.1
OG0001351	g47350	XP_002869924.1
OG0001353	g11149, g18789	XP_002876682.2
OG0001353	g50827	XP_020883983.1
OG0001355	g1928, g18840, g42086	XP_002876543.1, XP_020876068.1, XP_002882705.1
OG0001356	g1933, g18858	XP_002876537.2
OG0001356	g37547	XP_002880113.1
OG0001357	g18939, g1994	XP_002876473.1
OG0001358	g2067	XP_002876390.1
OG0001358	g37382	XP_002879915.1
OG0001360	g46728	XP_002868751.1
OG0001362	g10242	XP_020865594.1
OG0001362	g12956	XP_002882517.1
OG0001363	g49766	XP_020869187.1, XP_020866032.1
OG0001364	g50241	XP_002893217.2
OG0001365	g50667	XP_002891012.2
OG0001365	g40320	XP_020877247.1
OG0001366	g12863, g12556	XP_020887906.1
OG0001368	g47733	XP_020880552.1
OG0001368	g50799	XP_020883919.1
OG0001371	g7791, g12800	XP_002884427.1
OG0001372	g10167	XP_002874426.1, XP_020889558.1
OG0001373	g29755	XP_020876162.1
OG0001373	g12357	XP_020886842.1
OG0001374	g46720	XP_002870808.2
OG0001375	g13227, g7141	XP_020888795.1
OG0001376	g13232	XP_002882920.1
OG0001376	g36609	XP_020867199.1
OG0001377	g28105	XP_020868743.1
OG0001377	g6921	XP_020889242.1
OG0001378	g5296	XP_002873591.1
OG0001378	g11895, g6705	XP_002885405.1
OG0001379	g54189, g36494	XP_020867312.1
OG0001379	g6511	XP_020882841.1
OG0001380	g41474	XP_002873886.1, XP_002873887.1, XP_002873884.2
OG0001381	g31288	XP_002892611.1
OG0001384	g32073	XP_020867671.1
OG0001385	g50955	XP_020872239.1
OG0001385	g22883	XP_002869010.1
OG0001386	g50696, g50697	XP_002893765.1, XP_002865334.1, XP_020866637.1
OG0001387	g23148	XP_002867146.1
OG0001389	g12090	XP_020883978.1, XP_020871110.1
OG0001390	g46885	XP_020886763.1, XP_020886764.1, XP_020882683.1, XP_020874486.1, XP_020887115.1, XP_020886770.1, XP_020886765.1, XP_002883392.2
OG0001391	g44144	XP_020885072.1, XP_002881235.2, XP_020885111.1, XP_020882798.1
OG0001393	g50748	XP_020866191.1
OG0001396	g17095	XP_002867516.1
OG0001396	g28478	XP_002864337.1
OG0001397	g17094	XP_020874552.1
OG0001397	g959	XP_020877975.1
OG0001399	g12792	XP_020887007.1
OG0001399	g4949, g41495, g29026	XP_002871787.1
OG0001400	g5130, g45688	XP_002873713.1
OG0001401	g5312	XP_020878383.1
OG0001401	g29114	XP_020879392.1
OG0001402	g29463	XP_020878249.1
OG0001402	g585	XP_002872145.1
OG0001403	g5442	XP_002871389.1
OG0001403	g206	XP_020880653.1
OG0001403	g9748	XP_002862432.1
OG0001404	g29591, g5508	XP_020877926.1
OG0001404	g472	XP_020878973.1
OG0001405	g39988	XP_020885140.1
OG0001405	g49588, g31076	XP_002892418.1
OG0001407	g37889	XP_002879246.1
OG0001407	g7926	XP_020888052.1
OG0001408	g39891	XP_020884375.1
OG0001409	g39881	XP_020883081.1
OG0001409	g49546, g30998	XP_002892341.1
OG0001410	g30917, g36607	XP_020870787.1
OG0001411	g53956	XP_020866872.1
OG0001411	g37042	XP_002863697.1
OG0001412	g51437	XP_020883218.1
OG0001412	g50512	XP_020867235.1
OG0001413	g27768	XP_020870367.1
OG0001414	g2602	XP_020881265.1
OG0001414	g109	XP_002864993.1
OG0001415	g11370, g2610	XP_002866690.1, XP_020882194.1
OG0001416	g294	XP_020867589.1
OG0001416	g2698	XP_002875918.1
OG0001417	g1242	XP_020891342.1
OG0001419	g39359	XP_002864422.1
OG0001419	g47589	XP_020873710.1
OG0001421	g29751	XP_002873189.1, XP_002876181.1
OG0001422	g5844	XP_020878642.1
OG0001422	g7528	XP_002882587.1
OG0001423	g10488	XP_002875387.1, XP_020889804.1, XP_002887065.1, XP_002862504.1
OG0001423	g16835	XP_002868646.1
OG0001425	g13727	XP_020873091.1
OG0001425	g6114	XP_020887871.1
OG0001426	g7249	XP_002882816.1
OG0001426	g54311	XP_002894521.1
OG0001427	g12241, g13175, g7242	XP_002882820.1
OG0001428	g11318, g2386, g19210	XP_002877898.2
OG0001429	g47647	XP_020874380.1
OG0001429	g41252	XP_002864212.1, XP_020868511.1
OG0001430	g23844	XP_002867672.1
OG0001432	g32129	XP_020868643.1
OG0001432	g44727, g45813	XP_002888732.1
OG0001433	g47287	XP_020875078.1
OG0001433	g10970	XP_002865227.1
OG0001434	g24120	XP_020872411.1
OG0001434	g11008	XP_020882647.1
OG0001435	g13365	XP_020886279.1
OG0001435	g54175	XP_002894255.1
OG0001436	g13247	XP_002894383.1
OG0001436	g7051	XP_020889475.1
OG0001437	g10909, g40671	XP_002863376.1
OG0001437	g47233	XP_020872415.1
OG0001438	g24262	XP_020874209.1
OG0001438	g10884, g40692	XP_020871079.1
OG0001439	g25734, g25735	XP_002872556.1, XP_020879100.1, XP_002872559.1
OG0001440	g47915	XP_020874363.1
OG0001440	g13722	XP_002886100.1
OG0001441	g40424	XP_002872677.1
OG0001441	g23965	XP_002867781.1
OG0001442	g47406, g23975	XP_002867800.1
OG0001443	g24038	XP_002869915.2
OG0001444	g17261	XP_020873832.1
OG0001447	g18882	XP_020882215.1
OG0001447	g38213	XP_020883767.1
OG0001448	g38481	XP_020884240.1
OG0001448	g22799, g18905	XP_020872683.1
OG0001449	g10220, g10235	XP_020874976.1, XP_020877286.1, XP_002863938.1, XP_002863069.1, XP_020871403.1
OG0001450	g37416	XP_002881805.1
OG0001450	g2112	XP_002878160.1
OG0001451	g51997	XP_020884024.1
OG0001451	g2084	XP_002876403.1
OG0001452	g19071	XP_020879648.1
OG0001452	g51822	XP_020885212.1
OG0001453	g18141	XP_020874986.1
OG0001454	g51683	XP_020884800.1
OG0001454	g2317	XP_002876236.1
OG0001455	g38074	XP_020883682.1
OG0001456	g12065	XP_020889225.1
OG0001456	g24396	XP_002868160.1
OG0001458	g5970	XP_020888643.1, XP_020887811.1
OG0001459	g13914	XP_020889557.1
OG0001459	g16998	XP_020872511.1
OG0001460	g13804	XP_002886035.1, XP_020874593.1
OG0001462	g51720, g43710	XP_020882848.1
OG0001463	g7340	XP_020888268.1
OG0001464	g40403	XP_020877665.1
OG0001465	g18320	XP_020875228.1
OG0001466	g50894	XP_020883255.1
OG0001466	g22760	XP_020874696.1
OG0001467	g38428	XP_020884521.1, XP_002880516.1
OG0001468	g18258	XP_002869019.2
OG0001468	g38412	XP_002880527.1
OG0001469	g50980	XP_020885752.1
OG0001469	g23357	XP_002867317.1
OG0001470	g27809, g32746	XP_020868493.1
OG0001471	g32990	XP_020888173.1
OG0001471	g4810	XP_020887890.1
OG0001472	g7694, g12874	XP_020885877.1
OG0001472	g4796	XP_020876889.1
OG0001473	g4793	XP_020876957.1
OG0001473	g7697, g12547, g12871	XP_002884517.1
OG0001474	g5913	XP_002884194.2
OG0001475	g37528, g52159	XP_020883434.1
OG0001476	g40693	XP_020881600.1, XP_002865126.1, XP_020866520.1, XP_002865125.2
OG0001477	g7644, g10183	XP_002865745.1
OG0001478	g54248	XP_020870091.1, XP_002891670.1
OG0001479	g31244	XP_020867876.1
OG0001479	g44080, g41049	XP_002888198.1
OG0001480	g40871	XP_020865992.1
OG0001480	g31381	XP_002889932.1
OG0001481	g31637	XP_020867227.1
OG0001482	g1456	XP_020871825.1
OG0001482	g17218	XP_002867666.1
OG0001483	g50146	XP_020866686.1
OG0001483	g23030	XP_020872134.1
OG0001484	g27541, g50275	XP_020866096.1
OG0001484	g45907	XP_020865801.1
OG0001485	g40490	XP_002863584.1
OG0001486	g47771	XP_002867311.1
OG0001486	g16960	XP_002880577.1
OG0001487	g50328, g50331	XP_020867488.1, XP_020869621.1, XP_020869623.1, XP_020867491.1
OG0001488	g6174	XP_002872074.1
OG0001490	g5386, g28104	XP_020886133.1, XP_020865722.1, XP_002874712.2, XP_002874721.2
OG0001493	g6492	XP_002883471.1
OG0001499	g41854	XP_020889878.1, XP_020871937.1, XP_020890000.1
OG0001500	g27692, g50520	XP_020868696.1, XP_020875112.1, XP_020882580.1
OG0001501	g12623	XP_002884399.1
OG0001501	g4981	XP_020877783.1
OG0001502	g12626	XP_020888864.1
OG0001502	g41499	XP_020877290.1
OG0001503	g5139	XP_002871647.1
OG0001503	g29275	XP_020887568.1
OG0001504	g36419	XP_020866716.1, XP_002891549.1
OG0001505	g7936	XP_002882170.1
OG0001505	g29306, g45660	XP_002871621.1
OG0001506	g12282, g7311	XP_020888312.1
OG0001507	g45567	XP_020878517.1
OG0001507	g601	XP_002872166.1
OG0001508	g5523	XP_002871299.1
OG0001508	g18591	XP_002866419.1
OG0001509	g45490	XP_020878450.1
OG0001509	g29606	XP_020878725.1
OG0001510	g32219	XP_020870038.1
OG0001510	g44855	XP_002887164.2
OG0001511	g40081	XP_020883807.1
OG0001511	g27025	XP_020869561.1
OG0001512	g31085	XP_020868705.1
OG0001512	g40022	XP_002879167.1
OG0001513	g39987	XP_020885139.1
OG0001514	g26999	XP_020869020.1
OG0001515	g49548, g31017	XP_020868609.1
OG0001516	g49536	XP_020870498.1, XP_002881162.1
OG0001517	g30913	XP_020867624.1
OG0001518	g26938	XP_002892219.1
OG0001518	g37956	XP_002879450.1
OG0001519	g49452	XP_020867548.1
OG0001519	g39735	XP_002865429.1
OG0001520	g30869	XP_002889501.1
OG0001520	g39729	XP_002863652.1, XP_020871770.1
OG0001521	g46537	XP_002887798.1
OG0001521	g31638	XP_020867602.1
OG0001522	g32400	XP_002879489.1
OG0001523	g51434	XP_020883214.1
OG0001523	g50510	XP_020867499.1
OG0001524	g32505	XP_020868658.1
OG0001525	g50608	XP_020867027.1
OG0001526	g2598, g19380	XP_002876004.1
OG0001527	g131	XP_020871654.1
OG0001527	g19093	XP_002876300.1
OG0001528	g18637	XP_002864851.1
OG0001529	g543	XP_002874198.1
OG0001529	g19405	XP_020882290.1
OG0001530	g28587, g28582, g28581	XP_002864486.1
OG0001531	g28856	XP_002874097.1
OG0001532	g28748	XP_020880746.1, XP_002866339.1
OG0001533	g28744	XP_020884414.1
OG0001534	g40605	XP_002863418.1
OG0001534	g17505	XP_002868033.1
OG0001535	g17138	XP_020873445.1
OG0001535	g39342	XP_020867401.1
OG0001536	g16793, g40839	XP_020890194.1, XP_020865620.1
OG0001537	g39587	XP_020878261.1
OG0001537	g30797, g49392	XP_020868246.1
OG0001538	g30806	XP_020867758.1
OG0001538	g39593	XP_020878315.1
OG0001539	g26080, g26057, g29675, g8695, g14752	XP_020879043.1
OG0001540	g12338, g7396	XP_002882713.1
OG0001540	g5634, g29722	XP_020875963.1
OG0001541	g12364	XP_020886857.1
OG0001542	g5729, g45356	XP_020879352.1
OG0001542	g7461, g13063	XP_020888363.1
OG0001543	g44369	XP_020890848.1, XP_020867544.1
OG0001543	g31990	XP_002893161.1
OG0001544	g44370	XP_020890845.1
OG0001544	g31988	XP_020868042.1
OG0001545	g46290	XP_020865599.1
OG0001545	g31960	XP_002890421.1
OG0001546	g46179	XP_002887570.1
OG0001546	g44484	XP_002887572.1
OG0001547	g23007	XP_002867075.1
OG0001547	g13732	XP_002886109.1
OG0001548	g47936, g22968	XP_020875626.1
OG0001548	g6047	XP_002884081.1
OG0001549	g24650	XP_002870373.2
OG0001549	g11730	XP_020887700.1
OG0001550	g44554	XP_002888953.1
OG0001550	g50044	XP_020867086.1
OG0001552	g10974	XP_002865231.1
OG0001552	g17454	XP_002867968.1
OG0001553	g11920	XP_020887968.1
OG0001553	g54201	XP_020869093.1
OG0001554	g54269	XP_020870956.1
OG0001554	g12116	XP_002882956.1
OG0001555	g40682	XP_002863370.1
OG0001555	g24245, g47225	XP_020872604.1
OG0001556	g47200	XP_020874753.1
OG0001557	g19342	XP_002866754.1, XP_002877774.1
OG0001558	g37716	XP_020884366.1
OG0001558	g1765	XP_020880147.1
OG0001559	g23288, g16937	XP_002867265.1
OG0001559	g38335	XP_002878844.2
OG0001560	g38225	XP_020883339.1
OG0001560	g18875	XP_020881931.1
OG0001561	g2051, g18970	XP_002876447.1
OG0001561	g11223, g2050	XP_020879683.1
OG0001562	g2115	XP_020881608.1
OG0001562	g18983	XP_002879955.1
OG0001563	g38154	XP_002879911.1
OG0001563	g19012	XP_002878106.1
OG0001564	g19062	XP_002876333.1
OG0001564	g51832	XP_020884182.1
OG0001565	g19068	XP_020882496.1, XP_020881536.1
OG0001565	g2187	XP_002876328.1
OG0001566	g37239	XP_002881556.1
OG0001568	g23443	XP_020874024.1
OG0001568	g5973	XP_020886557.1
OG0001569	g50871	XP_020884488.1
OG0001569	g22691	XP_020874414.1
OG0001570	g45981	XP_020873508.1, XP_020865600.1
OG0001570	g27863	XP_020869387.1
OG0001571	g30813	XP_002892154.1
OG0001571	g29088	XP_020878974.1
OG0001572	g10143	XP_020876892.1
OG0001573	g10162	XP_020876962.1
OG0001574	g17041, g47673	XP_002867448.1
OG0001575	g1629	XP_020886198.1
OG0001576	g7720, g12840, g12575	XP_002884489.1
OG0001577	g12977	XP_002865298.1, XP_020888761.1
OG0001578	g13282	XP_020889180.1
OG0001578	g54062	XP_020868380.1
OG0001582	g39795, g37925	XP_020885307.1
OG0001583	g40989	XP_002888117.1
OG0001584	g31559	XP_020866504.1
OG0001584	g10770	XP_002876770.1
OG0001585	g32040	XP_020866448.1
OG0001585	g27522	XP_002893239.1
OG0001586	g6371, g16676, g16674	XP_020880423.1
OG0001587	g50283	XP_002893271.1
OG0001587	g44691	XP_020891529.1
OG0001588	g40779	XP_020890558.1
OG0001588	g46630	XP_020872577.1
OG0001590	g46971	XP_020885299.1, XP_002893917.1, XP_020866798.1, XP_020871189.1, XP_020876992.1
OG0001591	g22772	XP_020875252.1
OG0001592	g47866	XP_020875284.1
OG0001593	g10627, g31463	XP_020889432.1
OG0001594	g4843	XP_020865902.1, XP_020891468.1, XP_020891479.1, XP_020890945.1, XP_020889601.1
OG0001595	g45073	XP_002886944.1, XP_002886943.1, XP_002886946.1
OG0001595	g44110	XP_002886942.2
OG0001598	g9922	XP_002871300.2, XP_002866415.1, XP_002866416.1
OG0001599	g47681	XP_020873904.1, XP_020873895.1, XP_020873893.1
OG0001603	g2709	XP_020880382.1
OG0001603	g9820	XP_002866545.1
OG0001604	g27427	XP_002890310.1
OG0001604	g19484	XP_002877600.1
OG0001606	g5002	XP_020878778.1
OG0001606	g12764	XP_002882276.1
OG0001607	g12663	XP_020887940.1
OG0001607	g45742	XP_020876289.1
OG0001608	g36124, g11901	XP_020887304.1, XP_020887306.1
OG0001609	g5070, g29203	XP_002873754.1
OG0001609	g12683	XP_020887331.1
OG0001610	g32278, g32280, g50406	XP_002893461.1, XP_020868422.1
OG0001611	g29393	XP_020879418.1
OG0001611	g29116	XP_020879399.1
OG0001612	g645	XP_020878198.1
OG0001612	g5318	XP_020878344.1
OG0001613	g29428	XP_002871492.1
OG0001613	g18545, g5360	XP_002872192.1, XP_002872191.1
OG0001614	g29506	XP_002864934.1
OG0001615	g38503	XP_002878607.1
OG0001615	g29507, g45529	XP_002871412.1
OG0001616	g29549	XP_002873418.1
OG0001616	g219	XP_002866623.1
OG0001617	g29567	XP_020878761.1
OG0001617	g9798	XP_020885079.1
OG0001618	g461	XP_020877088.1
OG0001618	g5511	XP_020875770.1
OG0001619	g39630	XP_002874882.1
OG0001619	g49416	XP_002889459.1
OG0001620	g49571	XP_020870891.1
OG0001620	g40011	XP_020885251.1
OG0001621	g37884	XP_002881079.1
OG0001621	g31048, g27000	XP_002889635.1
OG0001622	g31044	XP_002892379.1
OG0001622	g39948	XP_002879250.1, XP_002862737.1
OG0001623	g39914, g51209	XP_002879265.1
OG0001623	g31029	XP_020869367.1
OG0001624	g51229	XP_002879287.1
OG0001624	g31008, g26980	XP_002892347.1
OG0001625	g39829	XP_020883447.1
OG0001625	g30949, g49508	XP_002889560.1
OG0001626	g30882	XP_020884055.1, XP_020867468.1
OG0001627	g30874	XP_002889510.1
OG0001627	g51344	XP_020883114.1
OG0001628	g30849	XP_002892196.1
OG0001628	g39695	XP_020871881.1
OG0001629	g25519, g39651	XP_020876479.1
OG0001630	g23739, g47556	XP_020873639.1, XP_020871706.1
OG0001631	g11134	XP_002863689.1
OG0001631	g50432	XP_020868007.1
OG0001632	g32357, g50489	XP_002893535.1
OG0001633	g403	XP_020870058.1
OG0001634	g9911, g429	XP_020871208.1
OG0001635	g2686, g19435	XP_020879951.1
OG0001636	g10022	XP_020880300.1
OG0001637	g29122	XP_020878926.1
OG0001638	g692, g41413, g28962	XP_002871914.1
OG0001640	g23680	XP_002869598.1
OG0001640	g39370	XP_020871610.1
OG0001641	g1002, g39381	XP_020888483.1
OG0001641	g23672, g46994	XP_002867539.1
OG0001642	g991, g28499, g26849	XP_002864371.1
OG0001643	g23640	XP_020875391.1
OG0001643	g28469	XP_002866033.1
OG0001644	g7362	XP_020888230.1
OG0001645	g45445	XP_020879359.1
OG0001646	g13112	XP_020876028.1
OG0001646	g7392	XP_020888302.1
OG0001647	g2082	XP_002878133.1
OG0001647	g29804	XP_020877580.1
OG0001648	g46660, g16826, g10503	XP_020874901.1
OG0001649	g16811	XP_020872137.1
OG0001649	g10515	XP_020880804.1
OG0001650	g46645	XP_002870638.1
OG0001650	g40798	XP_002887935.1
OG0001651	g49963	XP_020868653.1
OG0001651	g44314	XP_020891648.1
OG0001652	g46520	XP_002887781.1
OG0001653	g49971	XP_020868957.1
OG0001653	g44330	XP_002887774.1
OG0001654	g50619	XP_002890962.2
OG0001655	g45079	XP_002886920.1
OG0001655	g17383	XP_002867884.1
OG0001656	g46276	XP_020890552.1
OG0001656	g31952	XP_020870746.1
OG0001657	g23001	XP_020875126.1
OG0001657	g14031	XP_002884056.2
OG0001658	g13994	XP_020887826.1
OG0001658	g22958, g47950, g18243	XP_020874931.1
OG0001659	g27974	XP_002894565.1
OG0001659	g7287	XP_002882787.1
OG0001660	g12185	XP_002891774.1
OG0001660	g7167	XP_020886846.1
OG0001661	g12141	XP_002882932.1
OG0001662	g51559	XP_002879584.1
OG0001662	g19243	XP_020881979.1
OG0001664	g51590	XP_020883203.1
OG0001664	g2390	XP_020881375.1
OG0001665	g38040, g51591	XP_002881452.1
OG0001666	g24500	XP_020872372.1
OG0001666	g11803	XP_020886682.1
OG0001667	g24419	XP_002870208.1
OG0001667	g7002	XP_002883013.1
OG0001668	g12074, g6999	XP_020889213.1
OG0001668	g17614, g24406	XP_020875330.1
OG0001669	g17613	XP_020874651.1
OG0001669	g24402	XP_020874650.1
OG0001670	g46114, g44551	XP_020865686.1
OG0001670	g44550	XP_020891316.1
OG0001671	g10411	XP_002862551.1, XP_002875455.1
OG0001672	g31416, g49856	XP_002892721.1
OG0001673	g10595	XP_020880066.1
OG0001673	g31458	XP_002892750.1
OG0001674	g13343	XP_002883188.1
OG0001674	g6796	XP_002891536.1
OG0001675	g36438	XP_002891565.1, XP_002883212.1
OG0001676	g13377	XP_002894313.1
OG0001677	g36534	XP_020868345.1
OG0001678	g28021	XP_020868065.1, XP_002894352.1, XP_020868064.1, XP_002894353.1
OG0001679	g54272	XP_020867820.1
OG0001679	g36582	XP_002885097.1
OG0001681	g24248, g47224	XP_002870095.1
OG0001681	g40683	XP_002863361.1
OG0001682	g40685	XP_002863360.1
OG0001683	g6125	XP_002886064.1
OG0001683	g18224	XP_020872748.1
OG0001684	g6122	XP_020887999.1
OG0001684	g18225	XP_002867095.1
OG0001685	g40431	XP_020877723.1
OG0001685	g17308	XP_002867787.2
OG0001686	g23971	XP_020873297.1
OG0001686	g40432, g45153	XP_002872689.1
OG0001687	g23985	XP_002867826.1
OG0001687	g25579	XP_020878399.1
OG0001688	g6402	XP_002883597.1
OG0001688	g41024	XP_002886617.1
OG0001689	g27908	XP_002893885.1
OG0001690	g18755	XP_002876703.1
OG0001690	g37772	XP_020884784.1, XP_002867754.1
OG0001691	g1743	XP_002878482.1
OG0001691	g37744	XP_002880317.1
OG0001692	g1751	XP_002878472.1
OG0001692	g37758	XP_020882691.1
OG0001693	g50807	XP_002882098.1
OG0001693	g1779	XP_002876664.2, XP_020881998.1
OG0001694	g50741	XP_002876969.1, XP_002870807.1, XP_002881677.1
OG0001695	g11186	XP_020880879.1
OG0001695	g37565	XP_020883907.1, XP_020870747.1
OG0001696	g18839	XP_020880877.1
OG0001697	g38208	XP_020883355.1
OG0001697	g2018	XP_020880169.1
OG0001698	g37465	XP_002880005.1
OG0001698	g52084, g18928	XP_020880598.1
OG0001699	g52051	XP_020885016.1
OG0001699	g2127	XP_020881292.1
OG0001700	g2068, g2069	XP_002878123.1, XP_020881758.1
OG0001701	g19148	XP_020880262.1
OG0001702	g39221, g19663	XP_020879132.1
OG0001704	g42706	XP_002863806.1, XP_020891272.1, XP_020886184.1
OG0001704	g42720, g42742	XP_020891287.1
OG0001705	g40429	XP_020877722.1
OG0001705	g51840	XP_002881686.1
OG0001706	g22697	XP_002868895.1
OG0001706	g38524	XP_002878564.2
OG0001707	g40234	XP_002874556.1
OG0001707	g27911	XP_020869400.1, XP_020870579.1, XP_020870581.1, XP_002891202.2
OG0001708	g40283	XP_020879136.1
OG0001708	g50257	XP_002890537.1
OG0001709	g40310	XP_002874626.1
OG0001709	g27799, g50682	XP_020869727.1
OG0001710	g12517	XP_020888768.1
OG0001710	g4853	XP_002872226.1
OG0001711	g10153	XP_020876899.1
OG0001711	g7716	XP_020886886.1
OG0001712	g12838	XP_020886362.1
OG0001712	g10154	XP_002874403.1
OG0001714	g12739	XP_020888154.1
OG0001715	g12652	XP_020885939.1
OG0001716	g31130	XP_020866316.1
OG0001716	g7754	XP_002884450.1
OG0001717	g13267, g12076	XP_020889231.1
OG0001718	g5387	XP_002862243.2
OG0001719	g7655	XP_002882460.1
OG0001719	g29074	XP_020878602.1
OG0001720	g7649	XP_020886389.1
OG0001720	g29064	XP_020878545.1
OG0001721	g12486	XP_020887528.1
OG0001721	g7646	XP_020887527.1
OG0001723	g12462	XP_002884619.1
OG0001723	g10228	XP_020869482.1
OG0001724	g40223	XP_002872400.1
OG0001724	g12392	XP_020888377.1
OG0001726	g12024	XP_020888127.1
OG0001726	g36338	XP_020868449.1
OG0001727	g6885, g12013	XP_020888674.1
OG0001728	g17071, g47651	XP_020872083.1
OG0001728	g895	XP_020890355.1
OG0001729	g2473	XP_002876086.1, XP_020880080.1, XP_020880078.1
OG0001730	g30743	XP_002889367.1
OG0001730	g25397	XP_020876230.1
OG0001731	g39470	XP_002874998.1
OG0001731	g30744	XP_002892067.1
OG0001732	g25440	XP_020879084.1
OG0001732	g49363	XP_002889398.1
OG0001733	g30788	XP_020869119.1
OG0001734	g41073	XP_002888227.1, XP_002888230.1
OG0001734	g31218	XP_020868186.1
OG0001735	g49760	XP_002889842.1
OG0001736	g44158, g40971	XP_002888095.1
OG0001736	g31302	XP_002889854.1
OG0001737	g45501	XP_002893613.1
OG0001737	g49790	XP_002892663.1
OG0001738	g49805	XP_020868224.1
OG0001739	g25244	XP_002889987.1
OG0001739	g31433	XP_020869012.1, XP_002875346.1
OG0001741	g22801	XP_020873027.1
OG0001741	g45919, g44655	XP_020878899.1
OG0001742	g45863	XP_002887308.1
OG0001742	g50292	XP_002893280.1
OG0001743	g27562	XP_002890597.1
OG0001743	g45845	XP_020865608.1
OG0001744	g40965	XP_002886530.1
OG0001745	g22737	XP_020875633.1, XP_020885509.1
OG0001746	g38492	XP_020884255.1
OG0001746	g22776	XP_020874628.1
OG0001747	g47992	XP_020875663.1
OG0001747	g38452	XP_002880477.1
OG0001748	g11943	XP_020887363.1
OG0001748	g36441	XP_020868633.1
OG0001749	g14109	XP_020888019.1
OG0001749	g47894, g23048	XP_020874314.1
OG0001750	g47787	XP_020872458.1
OG0001751	g23360	XP_020872516.1
OG0001752	g32088	XP_002893310.1
OG0001753	g45519	XP_002882361.2, XP_002893739.1, XP_002882360.1
OG0001754	g6142, g14214	XP_002884156.1, XP_002886203.1
OG0001755	g3073	XP_002877374.1
OG0001755	g3074	XP_020881696.1
OG0001756	g24467	XP_020875008.1, XP_002870255.2, XP_002870253.1
OG0001758	g11937, g52261, g3843, g3770, g25863, g43926, g17422, g46331, g30722, g45078	XP_020867873.1
OG0001763	g4013, g3928	XP_020888669.1
OG0001763	g4988	XP_002873836.1
OG0001764	g7840	XP_020887869.1
OG0001765	g7857	XP_002871718.1
OG0001765	g12673	XP_002884339.1
OG0001766	g5051	XP_002873770.1
OG0001767	g27152	XP_020866048.1
OG0001767	g31315	XP_002889866.1
OG0001768	g45844	XP_002888765.1
OG0001768	g5156	XP_002871634.1
OG0001769	g12720	XP_020885952.1
OG0001769	g5191	XP_020878299.1
OG0001770	g44294	XP_020890383.1
OG0001771	g26845, g4558	XP_020877215.1
OG0001772	g45544	XP_020876720.1
OG0001772	g143	XP_002864966.2, XP_020873382.1
OG0001773	g9717	XP_002866669.1
OG0001773	g45537	XP_020876763.1
OG0001774	g9928, g440	XP_020882839.1
OG0001775	g29618	XP_002873320.1
OG0001775	g9891	XP_020882393.1
OG0001776	g49410	XP_002889445.1
OG0001776	g45212	XP_020878325.1
OG0001777	g49567	XP_002889652.1
OG0001777	g51123	XP_020883277.1
OG0001778	g40021	XP_020883967.1
OG0001778	g31061	XP_002889647.1
OG0001779	g51175, g27007	XP_002889643.1
OG0001780	g49559	XP_020867294.1
OG0001780	g39937	XP_002879257.1
OG0001781	g49535	XP_002892324.1
OG0001781	g37904	XP_020885824.1
OG0001782	g51334	XP_002881268.1
OG0001782	g39752	XP_002885624.1
OG0001783	g39682	XP_020886793.1
OG0001783	g30843	XP_020870732.1
OG0001784	g17176	XP_020873398.1
OG0001784	g41165, g1333	XP_002864114.1
OG0001785	g28356	XP_020882984.1
OG0001785	g47545	XP_020873500.1
OG0001786	g47546, g17164	XP_020873750.1, XP_020873740.1, XP_020873735.1
OG0001787	g11140	XP_002865467.1
OG0001787	g37045	XP_002894007.1
OG0001788	g18427	XP_002865454.1, XP_002872405.2
OG0001789	g50534	XP_020866422.1
OG0001789	g37099	XP_020885605.1
OG0001790	g298	XP_002866555.2
OG0001792	g18616, g18625, g18624	XP_002866520.1, XP_020880346.1
OG0001793	g32261	XP_020868723.1
OG0001793	g27631	XP_002893459.1
OG0001794	g19418	XP_020881951.1
OG0001795	g630	XP_002872195.1
OG0001795	g6701	XP_020886172.1
OG0001796	g3318	XP_020881775.1
OG0001797	g3302	XP_002877329.1
OG0001797	g28880	XP_020876642.1
OG0001798	g2990	XP_002877399.1
OG0001798	g11561, g847	XP_020883798.1
OG0001799	g28776	XP_002866356.1, XP_002866355.1
OG0001800	g28704	XP_002877515.1
OG0001801	g28560	XP_020871195.1, XP_020871960.1
