Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0002228	g49584	XP_033135886.1
OG0002229	g39822	XP_009144023.2
OG0002229	g49503	XP_033138568.1
OG0002230	g39724	XP_009113985.1
OG0002231	g39712	XP_009101767.2, XP_009123908.2
OG0002232	g11058, g39672, g49428	XP_009101725.1, XP_018509639.2
OG0002233	g45264	XP_033141788.1
OG0002234	g1337	XP_009138920.1, XP_018510996.1, XP_009127318.1
OG0002235	g23785	XP_033144027.1
OG0002235	g50545	XP_033133506.1
OG0002236	g41207	XP_009132547.1, XP_009106864.1
OG0002236	g47550, g23760	XP_033143313.1
OG0002237	g50500	XP_033133545.1
OG0002238	g32449	XP_018510218.1, XP_009115179.1, XP_009109605.1
OG0002239	g27717, g32495	XP_009107759.2, XP_009115044.1
OG0002240	g37140	XP_009133027.1, XP_009141502.1, XP_033147583.1
OG0002241	g32613	XP_009114890.1
OG0002241	g37134	XP_033147156.1
OG0002242	g9662	XP_009103457.2
OG0002242	g2586	XP_009101744.1, XP_009115702.1
OG0002243	g29632	XP_009125685.1
OG0002244	g451	XP_033142400.1
OG0002245	g37552	XP_009142265.1, XP_009143039.1
OG0002246	g28928	XP_009126455.1
OG0002249	g28760	XP_033143203.1, XP_009120490.1, XP_009126670.1
OG0002250	g1211	XP_033138849.1
OG0002250	g12732	XP_033143134.1
OG0002251	g39303	XP_009120276.1
OG0002251	g47558	XP_009139545.1
OG0002252	g17139	XP_009124813.1
OG0002252	g1078	XP_009126928.1
OG0002253	g23659, g47614	XP_009120009.1, XP_009137633.1
OG0002254	g30809	XP_009118717.2, XP_033138277.1
OG0002254	g39599	XP_033142014.1
OG0002255	g14096	XP_033131096.1
OG0002255	g23978	XP_009135421.1
OG0002256	g12325	XP_009146737.2, XP_009135159.1
OG0002256	g5622	XP_009130902.1
OG0002256	g7388	XP_009122182.2
OG0002257	g7400	XP_009146786.1
OG0002257	g45426	XP_033138828.1
OG0002258	g51723	XP_009143384.1
OG0002259	g5764	XP_009122744.1
OG0002261	g46659	XP_033145236.1
OG0002261	g10512	XP_009129439.1, XP_009151982.1
OG0002262	g49938, g27299	XP_009110487.1, XP_009148927.1
OG0002263	g44281, g46590	XP_009106762.1, XP_009104454.2
OG0002264	g46557	XP_009106722.1
OG0002264	g31622	XP_009149022.1
OG0002265	g46407	XP_018511799.2, XP_009106452.1
OG0002265	g50229	XP_033130847.1
OG0002266	g46385	XP_009128247.2
OG0002266	g50222	XP_009110161.1
OG0002267	g44376	XP_009106356.1
OG0002267	g31984	XP_009149608.1, XP_009103299.1
OG0002268	g27459	XP_033141770.1
OG0002268	g46256	XP_009104686.2
OG0002268	g31920	XP_009149526.1
OG0002269	g46205	XP_009128104.1
OG0002269	g50096	XP_009149460.1
OG0002270	g31869	XP_009149449.1
OG0002270	g46197	XP_009128096.1
OG0002271	g1940	XP_009138882.1
OG0002271	g54315	XP_009147494.1
OG0002272	g7239	XP_009146494.1
OG0002272	g54318	XP_009144743.1
OG0002273	g54321, g36711	XP_009106881.1
OG0002274	g47045	XP_009109579.1, XP_009147066.1
OG0002275	g47047	XP_009139510.1
OG0002275	g47046	XP_009107772.1
OG0002276	g46062	XP_033131773.1
OG0002276	g31741	XP_009149249.1
OG0002277	g45777	XP_009127703.1, XP_009105010.1, XP_009105460.1
OG0002278	g17045, g47668	XP_009137781.1, XP_009130584.1
OG0002279	g17024, g23530	XP_009129307.1, XP_009109070.1
OG0002280	g16842	XP_033145720.1
OG0002280	g10468	XP_009151939.1, XP_009111578.1
OG0002281	g10496	XP_009151972.1, XP_009129424.1
OG0002282	g49874	XP_009148646.1
OG0002282	g10592, g1582	XP_009129571.1, XP_009152092.1
OG0002283	g36414	XP_009107253.1, XP_009147869.1
OG0002284	g7043, g13253	XP_009107142.1, XP_009147699.1
OG0002285	g37085	XP_009141377.1
OG0002287	g17570	XP_009145691.1
OG0002287	g51540	XP_033146294.1, XP_009143631.1
OG0002288	g10926	XP_009128889.1
OG0002288	g17515	XP_033144963.1
OG0002289	g24269	XP_009136837.1, XP_009144570.1
OG0002290	g7422	XP_009146821.1, XP_009122731.1
OG0002291	g19359, g2555	XP_033129911.1, XP_018513128.1
OG0002291	g53842	XP_009107614.2
OG0002292	g11366	XP_009136540.1
OG0002293	g28329	XP_009127316.1
OG0002294	g40506	XP_009101686.1
OG0002295	g40246	XP_009134133.1, XP_018508135.1
OG0002296	g17561, g24313	XP_009145495.2
OG0002297	g18757	XP_009138689.1, XP_009104411.1
OG0002298	g52281	XP_009142369.1
OG0002298	g11169	XP_033134584.1, XP_009104295.1
OG0002299	g18994	XP_009116427.1
OG0002299	g51994	XP_018514172.1
OG0002300	g38150	XP_009116345.1
OG0002300	g19025	XP_033146571.1, XP_033130664.1
OG0002301	g51865	XP_009133413.2, XP_009143241.1
OG0002301	g2175	XP_009116292.1
OG0002302	g51779	XP_009133368.2, XP_009143311.2
OG0002302	g37319	XP_009139181.2
OG0002303	g2240	XP_033134471.1
OG0002304	g15801	XP_009110533.1
OG0002305	g18347	XP_009109544.1
OG0002305	g41582	XP_009127592.1, XP_009105070.2, XP_009105351.1
OG0002306	g30888	XP_018511215.1
OG0002306	g40422	XP_009114589.1
OG0002307	g22694	XP_009140291.1
OG0002308	g22763	XP_009129251.1
OG0002308	g38497	XP_009140346.1
OG0002309	g53697	XP_009107907.1
OG0002310	g40316	XP_009134195.2
OG0002312	g24251	XP_009108335.1, XP_009114289.1, XP_009101442.1
OG0002313	g7628	XP_009124673.1
OG0002313	g10201	XP_009129774.1
OG0002315	g12038	XP_009135543.2, XP_009113863.1
OG0002316	g12032	XP_009145978.2
OG0002317	g36327	XP_009107349.1
OG0002317	g13295	XP_009113699.2, XP_009145967.1
OG0002318	g6884	XP_009145904.1
OG0002318	g54097	XP_009147944.1
OG0002320	g49301	XP_033138006.1, XP_018510298.2, XP_033138154.1
OG0002321	g25370	XP_009111467.1, XP_009134536.2
OG0002322	g25364	XP_009134549.1, XP_009111482.1
OG0002323	g39520	XP_009121075.2, XP_009104300.2
OG0002323	g30775	XP_009119625.2
OG0002324	g31068, g49564	XP_009110942.1, XP_009118436.1
OG0002325	g31144	XP_009148143.1, XP_009110869.1
OG0002326	g44090	XP_009113284.2
OG0002327	g27279	XP_009148833.1
OG0002328	g46536	XP_009106686.1, XP_009128377.1
OG0002329	g31644	XP_009117768.1, XP_009149064.1
OG0002330	g50002	XP_009110405.1, XP_009149197.1
OG0002331	g50043	XP_033128125.1, XP_009110344.1
OG0002332	g44514	XP_009110321.1
OG0002333	g45962	XP_009105874.1
OG0002333	g27521	XP_009103232.1
OG0002334	g50304	XP_009110077.1
OG0002334	g32086	XP_009127784.3
OG0002335	g50327	XP_009115452.2
OG0002336	g40927	XP_009113095.1
OG0002336	g44209	XP_009113094.1, XP_009112689.1, XP_033143589.1
OG0002337	g44102	XP_009113267.1
OG0002338	g10859	XP_009114269.1, XP_033139715.1, XP_009101410.1, XP_009114123.1, XP_009114124.2
OG0002340	g23061	XP_033137665.1, XP_033132206.1, XP_009138322.1
OG0002341	g23166	XP_033144167.1, XP_033134033.1
OG0002342	g6158	XP_009119409.1, XP_009123238.1
OG0002343	g23316	XP_009126841.2
OG0002344	g23318	XP_009138024.1
OG0002344	g38364	XP_009117115.1
OG0002345	g23358	XP_009127303.1, XP_009108956.1
OG0002346	g39368	XP_009132374.1
OG0002346	g17125, g23682	XP_009137608.1, XP_033133285.1
OG0002352	g47745	XP_009108984.1
OG0002353	g29137	XP_033138427.1
OG0002353	g12649	XP_009130592.2
OG0002354	g45746	XP_009121418.1
OG0002354	g7835	XP_009119081.1
OG0002354	g12658	XP_009130335.1
OG0002355	g29152	XP_009126157.1
OG0002356	g5029, g29180	XP_009121466.1, XP_018513145.1, XP_033141165.1
OG0002357	g29212	XP_018512499.1
OG0002357	g5704	XP_009122637.1
OG0002358	g29241	XP_009147373.1, XP_009134651.1, XP_009126058.1, XP_009121560.2
OG0002360	g29376	XP_009121800.2, XP_009131316.1, XP_009113789.1, XP_009109829.1
OG0002361	g10040	XP_009151037.1
OG0002361	g29472	XP_009122012.2
OG0002362	g9741	XP_009130478.1
OG0002362	g202	XP_009122110.1
OG0002363	g29573	XP_009131093.1, XP_009122476.1
OG0002363	g280	XP_009150418.1
OG0002364	g496	XP_009141602.1, XP_009150890.1
OG0002364	g5495	XP_009122457.1
OG0002365	g5527	XP_009125712.2, XP_033146260.1
OG0002366	g38072	XP_009141666.1
OG0002367	g40019	XP_009144393.1
OG0002368	g30911	XP_009119194.1
OG0002368	g51300	XP_009143993.1
OG0002369	g39717	XP_009113982.2
OG0002370	g11089	XP_009113971.3, XP_009101754.2
OG0002370	g30859	XP_009118665.1
OG0002371	g39675, g11063	XP_009131504.2, XP_033140981.1
OG0002372	g23740	XP_009139416.1, XP_009109194.1, XP_009139388.1
OG0002374	g32514	XP_009102673.1
OG0002376	g9924	XP_009111972.1, XP_009136431.1
OG0002377	g41374	XP_009124332.1
OG0002377	g750	XP_009131837.2, XP_009120732.1
OG0002378	g28878	XP_009123304.1
OG0002379	g11418, g2820	XP_009149960.1
OG0002379	g39246	XP_009126715.1, XP_009120428.1
OG0002380	g23322, g47784, g28603	XP_033144957.1, XP_018508955.2, XP_033133895.1
OG0002381	g1013	XP_009132389.2
OG0002381	g17123	XP_009142687.1
OG0002382	g964	XP_009127078.2
OG0002382	g23651	XP_009143234.1
OG0002383	g17087	XP_009143453.2, XP_009137660.1
OG0002384	g4109, g30684, g9073, g25249, g30199, g1565, g9225, g48664, g4445, g5037, g8204, g52640, g42248, g14996, g33478, g17945, g15032, g43379, g9320, g33442, g33438, g4060, g42644, g42541, g3366, g3596, g42570, g38792, g20919, g38765, g3438, g52448, g14222, g52508, g48209, g43219, g35365, g48338	XP_033129388.1, XP_033130766.1
OG0002385	g12324, g39747	XP_009122208.1, XP_009146732.1, XP_009135163.1, XP_018511700.2
OG0002386	g13101	XP_009146826.1
OG0002386	g29780	XP_009130829.1
OG0002387	g12375	XP_009146861.1
OG0002388	g40823	XP_009112895.1
OG0002389	g46496, g44344	XP_009104553.1
OG0002390	g46375	XP_009106414.2
OG0002392	g46265	XP_009106283.1
OG0002392	g31939	XP_009149531.1
OG0002393	g22987	XP_009138378.1, XP_009151805.1
OG0002394	g47952	XP_009147693.1
OG0002394	g13990	XP_009150757.2, XP_033134487.1
OG0002395	g12252	XP_009124707.1, XP_009135281.1
OG0002396	g13195, g12217	XP_009135323.1, XP_009146455.1
OG0002397	g12209	XP_009146429.1
OG0002397	g54340	XP_009147532.1
OG0002399	g23080	XP_009108726.1
OG0002400	g36598	XP_033146878.1, XP_009124900.1
OG0002401	g37161	XP_009141570.2
OG0002401	g19219	XP_009115972.1
OG0002402	g13523	XP_009102414.1
OG0002403	g11678, g11684	XP_009102451.2, XP_018513179.2
OG0002404	g47004	XP_009107734.1, NP_001288880.1
OG0002404	g13487	XP_009102532.1
OG0002405	g47035	XP_033132269.1, XP_009139568.1, XP_009108086.1
OG0002406	g24507, g17719	XP_009148394.1
OG0002407	g13423	XP_009108864.1, XP_009145329.3
OG0002408	g31738	XP_009149242.2
OG0002408	g50020	XP_009105977.2
OG0002409	g31746	XP_009117629.1, XP_009110368.1
OG0002410	g46134	XP_009106088.1
OG0002411	g31801	XP_009117590.1
OG0002411	g27417	XP_009110323.1
OG0002412	g44504	XP_033131375.1
OG0002413	g19573, g18017, g41516	XP_009105400.2, XP_009103360.2, XP_009105036.1
OG0002414	g32193	XP_009109888.1, XP_009103073.1, XP_009115331.1
OG0002415	g32184	XP_009115350.1
OG0002416	g44816	XP_009105022.2, XP_009105419.1
OG0002416	g32187	XP_009103078.2
OG0002417	g32164	XP_009109917.1
OG0002417	g45780	XP_033140924.1
OG0002418	g50680	XP_009127695.1
OG0002418	g46930	XP_009127717.1
OG0002419	g17032	XP_009109083.2
OG0002420	g16790, g44966	XP_033145430.1
OG0002420	g40782	XP_009112751.2, XP_009112933.2
OG0002421	g41111	XP_009122975.1, XP_009113387.1
OG0002422	g10444	XP_009151902.1, XP_033137197.1, XP_009129387.1
OG0002423	g31408	XP_009110620.1, XP_009118055.1
OG0002424	g31322	XP_009148484.2
OG0002424	g25025	XP_009140722.1
OG0002425	g43975	XP_009128828.1
OG0002425	g24183	XP_009136933.1, XP_009131778.1
OG0002426	g10983	XP_009114408.1, XP_009128790.1
OG0002426	g47299	XP_009136996.1
OG0002428	g10853	XP_009101404.1
OG0002429	g47204	XP_009144551.1
OG0002429	g10869	XP_009114280.1
OG0002430	g40368	XP_009108173.1
OG0002430	g23892	XP_009137353.1
OG0002431	g22696	XP_009101890.1, XP_009147223.1
OG0002432	g40392	XP_033144312.1, XP_033143989.1
OG0002434	g47428	XP_009137266.1, XP_009136013.1
OG0002435	g25652	XP_009114611.1
OG0002435	g47424	XP_009135900.2, XP_009108560.1
OG0002436	g40417	XP_009114598.1
OG0002436	g17304, g47415	XP_009137247.1, XP_009135776.1
OG0002437	g24077	XP_009137032.1
OG0002438	g24039	XP_009134117.2, XP_033130185.1
OG0002438	g24040	XP_009134095.1
OG0002439	g23841	XP_009137440.2, XP_009109254.1
OG0002439	g17220	XP_009137922.1
OG0002440	g47365	XP_009114483.1, XP_009134406.2
OG0002441	g24004, g47380	XP_009137195.2
OG0002442	g23996	XP_009135013.1
OG0002443	g18712	XP_009105077.2, XP_009105072.2, XP_033131672.1, XP_033131671.1, XP_009127328.2, XP_009104416.3
OG0002444	g12664, g10279	XP_009111833.1, XP_009151630.1
OG0002445	g40996	XP_033135828.1
OG0002446	g18688	XP_009116780.1
OG0002446	g52276	XP_009142362.1, XP_009143169.1
OG0002447	g38217	XP_009142217.1
OG0002448	g36284, g42124	XP_009107387.2, XP_018509308.1
OG0002449	g18973, g36510, g54215	XP_009104078.2, XP_009139005.1
OG0002450	g37407	XP_009142776.1, XP_009133511.2
OG0002453	g2302	XP_009139253.1
OG0002454	g2363	XP_033137092.1
OG0002454	g38055	XP_009141626.1, XP_009133115.1
OG0002455	g19203	XP_009116025.1, XP_009103858.2, XP_009138339.1
OG0002456	g19239, g2411	XP_009144723.1, XP_009139445.1
OG0002457	g22952	XP_009147136.1
OG0002457	g6031	XP_009150753.1, XP_009102292.1
OG0002458	g22917	XP_009143412.1
OG0002459	g47976	XP_009141710.1
OG0002460	g47738	XP_033148657.1, XP_009108994.2
OG0002461	g23494	XP_009128959.1, XP_009137834.2, XP_033133068.1
OG0002461	g13893	XP_009102134.1
OG0002462	g51922	XP_009141923.2
OG0002463	g51717	XP_009141738.1, XP_009133251.1, XP_009141737.1
OG0002464	g40383	XP_009128650.2, XP_009102715.1
OG0002465	g22880	XP_009139866.1
OG0002466	g32733	XP_009114765.1
OG0002467	g40397	XP_009128630.2
OG0002467	g47436	XP_009136152.2
OG0002468	g10099	XP_009151134.1
OG0002468	g7678	XP_009134865.2, XP_009124947.2, XP_009129619.1
OG0002469	g5906, g13852	XP_033134772.1, XP_009117493.1, XP_009102112.3
OG0002470	g37551	XP_009143033.1
OG0002470	g37550	XP_033148313.1
OG0002471	g37544, g13749	XP_009143017.1
OG0002471	g38231	XP_009142258.1
OG0002472	g52120	XP_009142195.1
OG0002473	g7751	XP_009134772.1
OG0002474	g12594	XP_009134767.1, XP_033147561.1, XP_033147222.1
OG0002474	g12813	XP_009111897.1, XP_009151257.1
OG0002476	g12985	XP_009146986.1
OG0002477	g7527	XP_009146973.1, XP_009123794.2, XP_009135080.1
OG0002478	g12336	XP_009122379.2, XP_033147886.1, XP_009122158.2
OG0002479	g50558	XP_033130699.1, XP_009115052.1
OG0002479	g7315	XP_009120840.1
OG0002481	g36682	XP_009147552.1, XP_033133847.1
OG0002482	g17662	XP_009147434.1
OG0002483	g47148	XP_009124512.1
OG0002484	g24365, g24374	XP_033131256.1
OG0002484	g12059	XP_033148113.1, XP_033132303.1
OG0002485	g53265	XP_033145995.1
OG0002486	g46778	XP_009140162.1
OG0002486	g44986	XP_009105203.1
OG0002487	g26194, g18056	XP_009127449.1
OG0002488	g41746	XP_033143349.1
OG0002489	g41455	XP_009120942.1, XP_009126285.1, XP_009131702.1
OG0002490	g2484	XP_009115813.1
OG0002491	g49366	XP_033134978.1
OG0002491	g44667	XP_009105765.1
OG0002492	g44032	XP_009113330.1, XP_009102727.2
OG0002492	g41055	XP_009148272.1
OG0002493	g31222	XP_033133421.1, XP_009148291.1
OG0002494	g27111	XP_009118258.1
OG0002494	g27116	XP_009148363.1
OG0002496	g10556	XP_009152035.2
OG0002496	g31414	XP_009148556.2, XP_009118048.2
OG0002497	g49876	XP_009117987.1
OG0002497	g10630	XP_009129053.1
OG0002498	g31490	XP_009110564.1
OG0002499	g49906	XP_009148821.1, XP_009129139.1
OG0002500	g31548	XP_009117879.1
OG0002500	g10747	XP_018512313.1, XP_009101303.1
OG0002501	g31615, g49947	XP_009148959.2, NP_001288904.1, XP_009117814.1
OG0002502	g31691	XP_009110418.1, XP_009127356.2
OG0002503	g32025	XP_009103248.1
OG0002504	g32109	XP_009110101.1, XP_009115534.1
OG0002505	g50300	XP_009103165.1, XP_009115512.1
OG0002506	g45829	XP_009105690.1
OG0002506	g50321	XP_033134495.1
OG0002507	g40940	XP_009105208.1, XP_009105227.1
OG0002508	g18338	XP_009109808.1
OG0002510	g22822	XP_018509295.2, XP_009138514.2
OG0002511	g47985	XP_009123833.1
OG0002511	g38445	XP_009117296.1
OG0002512	g50951	XP_009140458.1
OG0002513	g23023	XP_009108679.1, XP_009138347.1, XP_009138346.1
OG0002514	g23119	XP_009115555.2, XP_009138270.2, XP_009108743.1
OG0002515	g16915	XP_009125401.1
OG0002516	g38334	XP_009117066.1
OG0002516	g16934	XP_009126353.1
OG0002517	g23313	XP_033135798.1, XP_009138029.2
OG0002518	g44707	XP_009127781.1
OG0002518	g32082, g50311	XP_009103138.2, XP_009115478.1
OG0002519	g23623	XP_033132965.1, XP_009109136.2
OG0002520	g41876	XP_009148655.1
OG0002522	g28340, g28373	XP_033140470.1
OG0002523	g25869	XP_009134135.1
OG0002526	g19769, g19694, g19721, g19741, g20007, g48784, g8039, g20210, g19768, g19695, g20008, g19984, g19742, g19720	XP_033138930.1, XP_033129922.1, XP_033138929.1
OG0002530	g36887	XP_009117257.1
OG0002531	g53656, g22666	XP_009109530.2
OG0002532	g28745	XP_009126692.1, XP_009131988.1, XP_009120465.1
OG0002532	g2870	XP_009137255.2
OG0002533	g19424	XP_009149806.1
OG0002533	g296	XP_009150400.1
OG0002534	g2753, g19492	XP_033128593.1, XP_009149862.2
OG0002535	g1509, g1511	XP_009110529.2, XP_009110524.1
OG0002536	g4991	XP_009126186.1, XP_009107516.1
OG0002537	g17970	XP_009128191.1, XP_009121440.2
OG0002538	g29196, g29197	XP_033143161.1
OG0002539	g45711	XP_009121535.1
OG0002539	g5077	XP_009121537.2, XP_033138657.1
OG0002540	g7894	XP_009134654.1, XP_009147370.1
OG0002541	g5155	XP_018512337.1
OG0002542	g5184	XP_009131411.1
OG0002542	g7934	XP_009134602.1
OG0002543	g2348	XP_018508793.1
OG0002544	g5336	XP_009125838.1, XP_009121897.1
OG0002545	g234	XP_009112134.1
OG0002545	g5452	XP_009122524.1
OG0002546	g267	XP_009150453.1
OG0002546	g5471	XP_009122502.1
OG0002547	g25489	XP_009111250.1, XP_009134385.1
OG0002548	g39645	XP_009134360.1
OG0002549	g49575	XP_009118947.1
OG0002549	g51113	XP_009122944.2
OG0002550	g51180	XP_009133846.1
OG0002550	g31053	XP_018510939.1
OG0002551	g51225	XP_009141099.2
OG0002551	g31016	XP_009144273.2
OG0002552	g39798	XP_009143988.1
OG0002552	g30912	XP_009119197.1
OG0002553	g51336	XP_033143063.1, XP_033147605.1
OG0002553	g49459	XP_009111095.2
OG0002554	g30857	XP_009111125.2, XP_009118668.1
OG0002556	g32316	XP_009143848.1, XP_009113703.1, XP_009109757.1
OG0002557	g32325, g50461	XP_009102921.1, XP_009113681.1
OG0002558	g32594	XP_009114906.1, XP_009145197.1
OG0002559	g2566	XP_009136548.1
OG0002560	g9718	XP_009150628.1
OG0002561	g29545	XP_033135236.1, XP_033138405.1, XP_033140966.1, XP_033142812.1
OG0002562	g19427	XP_033148873.1, XP_009150183.1, XP_009151486.1, XP_009149804.1
OG0002563	g360	XP_009151362.1
OG0002564	g5564	XP_009122361.1
OG0002565	g29627	XP_009122336.1
OG0002565	g407	XP_033143271.1
OG0002566	g534	XP_009150952.1
OG0002566	g19410	XP_009149749.1
OG0002567	g28816	XP_009126614.1, XP_009120570.1
OG0002568	g28806	XP_009131934.2
OG0002569	g1300	XP_009126629.2
OG0002569	g2913	XP_009150059.1
OG0002570	g2806	XP_009149935.1
OG0002570	g1227	XP_009120395.1
OG0002571	g1161, g44298	XP_009120342.1
OG0002572	g54325, g46597	XP_018514037.2, XP_033128919.1
OG0002574	g28642	XP_009120262.1
OG0002574	g17149	XP_009137559.1
OG0002575	g39328	XP_009129705.2
OG0002577	g39375	XP_009127001.2, XP_033144611.1
OG0002578	g17911, g17918, g17900, g17896	XP_009108074.1, XP_033132272.1
OG0002579	g1474, g25462	XP_009111301.1
OG0002579	g45229	XP_018510523.1
OG0002581	g29712	XP_009122173.1
OG0002581	g18990	XP_009116438.1
OG0002582	g13104	XP_009122720.2
OG0002582	g5667	XP_009130837.2
OG0002583	g5700	XP_009122632.2
OG0002583	g13075	XP_033147870.1, XP_009123021.2
OG0002584	g13008, g7526	XP_009146971.1, XP_033144012.1
OG0002585	g10526	XP_009111552.1
OG0002586	g27306	XP_009148942.1
OG0002586	g46592	XP_009104453.1
OG0002587	g46480	XP_009104566.1, XP_009106596.1
OG0002588	g44395	XP_009106320.1
OG0002588	g31956, g27479	XP_009103316.1
OG0002589	g46270, g44400	XP_009106301.1
OG0002590	g46264	XP_009106282.1
OG0002590	g31924	XP_009149532.1
OG0002591	g31917	XP_009110234.1, XP_009149518.3
OG0002591	g44413	XP_009106261.1
OG0002592	g27452	XP_009106250.1
OG0002593	g10125	XP_009129885.1
OG0002594	g11152	XP_009139301.2
OG0002595	g27991	XP_009124120.1
OG0002596	g36685	XP_009147541.1
OG0002596	g7192	XP_009146420.1
OG0002597	g36684	XP_009106937.1
OG0002597	g12202	XP_009146418.1
OG0002598	g54354, g27997, g36680	XP_009107058.1, XP_009106949.1, XP_009106947.1
OG0002600	g37163	XP_009143601.1
OG0002601	g6510	XP_009102589.1
OG0002602	g17714	XP_009148323.1, XP_009107798.1
OG0002603	g24438	XP_033131963.1, XP_033133695.1, XP_009107846.1
OG0002604	g46140	XP_009106098.1
OG0002604	g46129	XP_009128033.1, XP_009128034.1, XP_009127347.1
OG0002605	g27606	XP_009115318.1
OG0002605	g44836	XP_009105040.1
OG0002606	g32191	XP_033130124.1
OG0002607	g25942	XP_009134086.1
OG0002608	g11021, g40519	XP_009101630.1
OG0002609	g11972	XP_009112103.1, XP_009135620.1
OG0002609	g6824	XP_009147876.1
OG0002610	g54161	XP_009147854.2
OG0002610	g28061	XP_009107242.2
OG0002611	g11906	XP_009145617.1
OG0002611	g36468	XP_009144938.1
OG0002612	g13237	XP_009146241.1
OG0002612	g54278	XP_009147646.1
OG0002613	g12140, g7079	XP_033137390.1, XP_009135443.1, XP_009146243.1
OG0002614	g7080	XP_009115530.2, XP_009146244.2
OG0002616	g2514, g2515	XP_033144644.1, XP_009115772.1
OG0002617	g13683	XP_009123210.2, XP_009136249.1
OG0002618	g14206	XP_009121221.2
OG0002618	g23081	XP_009108847.1
OG0002619	g14102	XP_033147760.1, XP_033147762.1
OG0002621	g23026, g47904	XP_009108681.2, XP_009105909.1
OG0002622	g25648, g25638	XP_009114615.1, XP_009134276.1
OG0002623	g40360, g43177	XP_009115337.1, XP_009128675.1, XP_033140231.1
OG0002624	g18758	XP_009104412.1, XP_009138691.1, XP_009118088.1
OG0002625	g1861	XP_009116803.1
OG0002626	g1959	XP_009116651.1, XP_009104226.1
OG0002627	g37438	XP_009142804.1
OG0002628	g37440	XP_009142820.2
OG0002629	g37398	XP_009142001.1
OG0002630	g2167	XP_009103981.1
OG0002630	g51882	XP_009141889.1
OG0002632	g11754	XP_009123200.1
OG0002633	g51674	XP_009133209.1
OG0002633	g2324	XP_009139279.1
OG0002634	g23612	XP_009143920.1
OG0002635	g46863	XP_009124259.1
OG0002636	g44918	XP_009127538.1, XP_009105132.2, XP_009105261.2
OG0002637	g23470	XP_009128742.1
OG0002637	g13899	XP_009102145.1
OG0002638	g41209	XP_009141818.1, XP_009141819.1
OG0002638	g37321	XP_009143305.1, XP_009141816.1
OG0002639	g32224	XP_009113830.1, XP_009109863.1
OG0002641	g38544	XP_009117425.3
OG0002642	g22693	XP_009109490.2
OG0002642	g50872	XP_009140284.1
OG0002643	g40315	XP_009113616.1, XP_009103315.2, XP_009134193.1
OG0002644	g13833	XP_033136498.1, XP_009112679.1
OG0002644	g23576	XP_009137763.1
OG0002645	g11185, g18831	XP_009138841.1
OG0002647	g7802	XP_009131635.1, XP_009126242.1, XP_009102087.1
OG0002649	g13037, g12404	XP_009146938.1, XP_009123387.1, XP_009135060.1
OG0002650	g13044	XP_009123335.1, XP_009146930.1, XP_009135052.1
OG0002651	g12317, g7368	XP_009146696.1, XP_018511823.1
OG0002652	g7260	XP_009124680.2
OG0002652	g7259	XP_009146550.1
OG0002653	g28101	XP_009107346.1
OG0002653	g12025	XP_009135561.2
OG0002654	g22810	XP_009140398.1, XP_009133477.1
OG0002655	g10370	XP_009111783.1
OG0002656	g6554	XP_009135842.1
OG0002656	g11770	NP_001288823.1
OG0002657	g47052	XP_009148494.1
OG0002658	g6593	XP_009108947.1
OG0002658	g11822, g13418	XP_009145390.2
OG0002660	g18119	XP_009139744.1
OG0002660	g45005	XP_033130822.1
OG0002661	g10179	XP_009151268.1
OG0002662	g39513, g25421	XP_009134479.1, XP_033134028.1
OG0002663	g26904	XP_009118711.1
OG0002666	g31236	XP_018514483.1
OG0002666	g44057	XP_033133497.1, XP_033143862.1
OG0002667	g41007	XP_009113180.2
OG0002668	g31310	XP_018510480.2, XP_033134451.1, XP_033136607.1, XP_018510484.1, XP_009148462.2, XP_033128955.1, XP_009118189.2, XP_018515323.2
OG0002669	g27169	XP_009118173.2, XP_009148512.2
OG0002670	g10662	XP_009114154.1, XP_033128882.1
OG0002671	g31497	XP_009110560.1, XP_009118142.1, XP_009148692.1, XP_009148690.2
OG0002672	g10791, g31563	XP_009114228.2, XP_009101333.1
OG0002673	g27296, g27295	XP_009117843.1, XP_009110504.1, XP_009148900.1
OG0002674	g31681	XP_009149144.1
OG0002674	g46457	XP_009106560.1
OG0002675	g44606	XP_018508624.1
OG0002675	g31698	XP_009149182.1
OG0002677	g18380	XP_009101955.2, XP_009125879.1
OG0002679	g22750, g18302	XP_009109429.1, XP_009128894.2
OG0002680	g22819	XP_033142581.1, XP_009134121.1
OG0002681	g23076	XP_033144274.1, XP_033142460.1
OG0002682	g23085	XP_009108729.1, XP_009112399.1
OG0002683	g23117	XP_009115347.1
OG0002683	g14285	XP_009123232.1
OG0002685	g53184	XP_009117035.2
OG0002685	g23220	XP_009125229.1
OG0002686	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174	XP_009138211.2, XP_033143154.1, XP_009138206.2, XP_033144171.1
OG0002687	g23153	XP_009102314.1, XP_009138242.1
OG0002688	g38343	XP_009117085.1
OG0002688	g23298	XP_009138047.1
OG0002690	g27623	XP_009109817.2, XP_009109821.2
OG0002692	g9342, g52366, g30686	XP_033139434.1
OG0002695	g7564	XP_033148219.1, XP_009134998.2
OG0002696	g22785	XP_018509104.2
OG0002699	g1314	XP_009132583.1, XP_009107059.1, XP_009132581.1, XP_009107033.1
OG0002700	g41181, g41197, g11665	XP_033138469.1
